Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796)
1e-12,0.0019867201773460237,3.0284262499714753e-18,3.028417575293507e-18,2.9314724838429343e-18,2.9314645470397316e-18,1.3214207648526134e-23,1.8301515073851892e-19,4.0075225645088465e-23,2.683656683327837e-23,8.6944579635673445e-20,2.4238069527148088e-23,2.6733730285814445e-23,2.5877901631976957e-23,4.9200517522628329e-29,1.1070447772829681e-32,7.2045108380096706e-20,2.0084620806905478e-23,1.7030358976206309e-29,1.7298950182435154e-20,8.8995653182973376e-25,3.8319291153369036e-33,3.099986091826752e-29,1.651488248897345e-38,5.5542382439209977e-41,6.5659957668280014e-25,4.9721076932939316e-42,4.3164410134354734e-34,1.0185817368812078e-38,3.0428652923357727e-39,7.1610891181979082e-21,3.1526781051319519e-30,1.7734040004535086e-29,6.9346058730788926e-25,3.9663965073887582e-49,3.4289086701816262e-39,2.7587357140290545e-38,8.6810292659092967e-43,5.2098815293629493e-30,1.4364746988549165e-36,1.24729400151574e-39,1.6698598341113749e-29,3.7573593014082275e-33,4.9022699506803239e-48,2.6124319160383595e-30,3.0100535602112429e-39,1.0529571382994129e-51,8.9158785300179635e-40,1.6702245034343915e-29,3.7581492221184652e-33,4.288568663556355e-34,1.4133460648200642e-37,6.3215226745082771e-26,1.4044850912116117e-46,3.8112308327464729e-46,3.5798862242252915e-51,4.3318757151618359e-32,9.7470504175356697e-36,4.2008195608281092e-41,1.4099753329550795e-43,1.1017644968042011e-54,1.2214515512732341e-58,1.8031549953289525e-64,9.0217783069627703e-52,6.2655562622816311e-51,4.2033281005423934e-36,5.8691712900819828e-47,5.5525075845952987e-55,2.4728914120327984e-64,2.6713278751325361e-64,1.3624754186401085e-63,8.5930166825257e-60,7.427538920597188e-61,6.5818060106436134e-68,8.3293756641346181e-70,7.0304767431960881e-29,1.1236013133077734e-42,4.7868654837805098e-22,3.1354119101426566e-46,6.1800361482730202e-54,1.9000268520791391e-26,1.3150151066730274e-76,2.6018766829210364e-77,2.5837992317799527e-77,1.0916428171866803e-37,3.0775448915823169e-38,6.134465108284123e-76,5.7377425997978639e-81,7.2802022857784894e-81,1.4744664227636585e-87,4.6703134795357725e-39,1.7270453882765448e-87,3.1387971740413705e-33,3.4920704197351579e-30,7.3642462836662837e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999942,9.9999999999999991e-05,0.10889011,9.6241200125450454e-37,1.2826201230430743e-39,2.9518117345792623e-41,1.5512695997897625e-41,2.352494904998607e-39,2.6125056303832653e-44
1.023e-12,0.0019867201773460237,3.0980598879218365e-18,3.0980509106827745e-18,2.9988767239438739e-18,2.9988685103160491e-18,1.3675102031623174e-23,1.8722332759595449e-19,4.1472996379000105e-23,2.7772591680923013e-23,8.8943442412466145e-20,2.5083419477252801e-23,2.7666167872714955e-23,2.6780488797195115e-23,5.1213876417997872e-29,1.1557208640114555e-32,7.3701432265631871e-20,2.0785112305257048e-23,1.7727268462226972e-29,1.7696739616910127e-20,9.2099770957130544e-25,4.0004168768049634e-33,3.2268432796757039e-29,1.7266262886386237e-38,5.811207470236783e-41,6.7950074725413005e-25,5.1907354136063966e-42,4.5062290825487547e-34,1.064927869323484e-38,3.1813142168681825e-39,7.3257478506831917e-21,3.2816904451681595e-30,1.8459734579918542e-29,7.176474095771832e-25,4.1502753281328767e-49,3.5692248283029966e-39,2.8838883590915636e-38,9.0626627808495002e-43,5.4230819697784775e-30,1.499635045544663e-36,1.304045544389274e-39,1.7381917021172989e-29,3.9225667368755012e-33,5.1253021109976434e-48,2.719336639922614e-30,3.1470097867855095e-39,1.1016718719771241e-51,9.3215485642614888e-40,1.7385713579308671e-29,3.9233914150215005e-33,4.4771331756868542e-34,1.4751055578288778e-37,6.5420097460322742e-26,1.4688452119322615e-46,3.9881871102193974e-46,3.7471831636870425e-51,4.509143126460218e-32,1.0175623005318864e-35,4.3919450389773237e-41,1.4752084629961632e-43,1.1529414139758029e-54,1.2784317693664715e-58,1.8876164690969282e-64,9.4399474525401445e-52,6.5581139179658674e-51,4.3881469452352207e-36,6.1272357268241676e-47,5.7997659932059042e-55,2.5837681383383631e-64,2.793865480810458e-64,1.4251890940721316e-63,8.9941251252951787e-60,7.7715974741395162e-61,6.8875137782509724e-68,8.7187002060344432e-70,7.2756915408595621e-29,1.1747249657112337e-42,4.8968294293542064e-22,3.2804772159531479e-46,6.4688453814373695e-54,1.966297792653934e-26,1.3766417736585221e-76,2.723958618757896e-77,2.7051803214721597e-77,1.139228276273442e-37,3.2169981410476183e-38,6.4225351455455462e-76,6.0073994146400572e-81,7.6223501131385973e-81,1.5437170057464788e-87,4.8332077010596594e-39,1.8082176487308699e-87,3.2672451545269313e-33,3.6349741038013871e-30,7.6250507672260738e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999942,9.9999999999999991e-05,0.10889011,1.0047284272582066e-36,1.3354559777476446e-39,3.0734097841316245e-41,1.6197047612313413e-41,2.4559342050280449e-39,2.7194157647474146e-44
2.047e-12,0.0019867201773460237,6.1982351989303375e-18,6.1981992717265781e-18,5.9997825304504434e-18,5.9997496595145308e-18,5.4728620252419958e-23,3.7458269085344197e-19,1.6597683190650367e-22,1.1114785988970326e-22,1.7789821760218498e-19,1.0035620455575004e-22,1.1072163096344586e-22,1.0717692831163589e-22,4.098461915587517e-28,1.849767851704502e-31,1.4741245191808773e-19,8.3159923986018469e-23,1.4186954226549231e-28,3.5410576367222447e-20,3.6863396176081721e-24,6.4029740369498742e-32,2.5826311271689566e-28,5.5075613130076517e-37,3.7074510615108331e-39,2.7192883433687724e-24,8.3098956721915571e-41,7.2105582033425894e-33,3.4098251754735204e-37,1.0181319799272716e-37,1.4656735844002003e-20,2.6262262718303945e-29,1.4770217213859693e-28,2.8719451224305281e-24,2.8449999208307048e-47,2.8563495696985634e-38,7.9517057918321216e-37,1.4433400995752025e-41,4.3410707971135515e-29,2.399586674262953e-35,4.1735054213422717e-38,1.3906563662444542e-28,6.2766929781538646e-32,1.6317350852024928e-46,2.1762132577707556e-29,1.0070017888930031e-37,7.0149906739128016e-50,2.9832734768028195e-38,1.3909776368127405e-28,6.2780403258591332e-32,7.1644291428382379e-33,2.0282278696917134e-36,2.618193420330677e-25,5.4289166855566265e-45,2.9517455494849882e-44,5.5451490203420109e-49,3.6086598910486526e-31,1.6287170530880157e-34,1.4009698964605003e-39,9.411812580189992e-42,8.6794904646104274e-53,1.6281484545427692e-56,4.7488893961072922e-62,6.4247411110852498e-50,8.9303954562634283e-49,7.0245270687051235e-35,9.8074441625697984e-46,1.0450715116145092e-53,5.0044249922067282e-63,1.4350424119445839e-62,7.9380365318929929e-62,1.1982733951850614e-57,5.1756744188894919e-59,6.921788902597359e-66,1.7506847067708759e-67,2.9118402569256462e-28,3.7600326677553362e-41,9.7792644469405774e-22,2.1000457158394128e-44,9.5814839506601079e-52,7.8695745019999501e-26,4.31173761764431e-74,1.13628419408011e-74,2.2569942878878878e-74,1.4927187471875264e-36,8.4568952445297975e-37,3.8070251376349722e-73,7.1224068453790061e-78,9.0371531371215288e-78,1.0582074304900004e-84,1.9342635819189777e-38,2.4791326116392122e-84,2.6156720850714909e-32,2.9097419627105463e-29,3.1231601469650968e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999872,9.9999999999999978e-05,0.10889011,1.6078315838466484e-35,1.0850449792210948e-38,2.4972624107298973e-40,2.6376540056873749e-40,3.9324706609074597e-38,2.1769328501463971e-43
4.095e-12,0.0019867201773460237,1.2398444414238211e-17,1.2398300672613752e-17,1.2001401399184405e-17,1.2001269887588847e-17,2.1896778532667807e-22,7.4931742507609767e-19,6.6406327549869008e-22,4.4470127529578431e-22,3.5565564107164306e-19,4.0128893349751058e-22,4.4299343081608071e-22,4.2880989429479548e-22,3.2779153866539676e-27,2.9586745339144307e-30,2.9470901693218929e-19,3.3253355353736043e-22,1.1347342545245959e-27,7.0852484170688921e-20,1.4752539128075465e-23,1.0242031894032002e-30,2.0660538233681097e-27,1.7494624539448494e-35,2.3554802501078275e-37,1.0878870703526634e-23,1.3293114481016222e-39,1.1528779480433045e-31,1.0909483680191713e-35,3.2558137780435092e-36,2.9319089098340152e-20,2.100445908715553e-28,1.1809188942949753e-27,1.1489577968117198e-23,1.8773596485913178e-45,2.2845486507660904e-37,1.9907965419366875e-35,2.2860245163297849e-40,3.4738293055031024e-28,3.8360996304194498e-34,1.3345185976639035e-36,1.111666561781282e-27,1.0034678674266798e-30,5.1635916597752912e-45,1.7405588089585604e-28,3.2188563663239704e-36,4.4399815490289427e-48,9.5391590849201483e-37,1.1119513870845622e-27,1.0036921327086724e-30,1.145503026983503e-31,2.5279660631672951e-35,1.0475642201879027e-24,1.8816658151791893e-43,2.0479864032245157e-42,7.6842720977243148e-47,2.8864237810236905e-30,2.6053512843196806e-33,4.4503670546992589e-38,5.9799682920824974e-40,6.0740025875915772e-51,2.0610930326479884e-54,1.1734981812374402e-59,4.2228799313589464e-48,1.1742706271504405e-46,1.1239326170427438e-33,1.5688932427614927e-44,1.7832222686214699e-52,8.8797568192711757e-62,1.5618650518035876e-60,9.0185008883828557e-60,1.5646976484766583e-55,3.3787654757470825e-57,1.4424067582358923e-63,7.2775445997821842e-65,1.1650697858945509e-27,1.2025673698006888e-39,1.9491091514366524e-21,1.3433275346352762e-42,1.330199346260524e-49,3.1488576131132133e-25,2.4891816613137461e-71,7.8630208536458099e-72,3.1221670230093855e-71,1.7493662493162628e-35,1.9913496295676379e-35,2.1146773691568928e-70,7.9128849969335044e-75,1.0040252194075902e-74,7.3721615381646275e-82,7.7388053712898356e-38,3.454209878156843e-81,2.0936140459721777e-31,2.3284718677547467e-28,1.2642513550805935e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999751,9.9999999999999937e-05,0.10889011,2.5708449416500969e-34,8.6006252105314802e-38,1.9795166951333767e-39,4.1885887251682381e-39,6.2952689633257155e-37,1.7421841561164971e-42
8.191e-12,0.0019867201773460237,2.4798297245003506e-17,2.479772224203467e-17,2.4003868206995252e-17,2.4003342144577657e-17,8.7595330104759669e-22,1.4988506380320985e-18,2.6564565979614513e-21,1.7789846037479979e-21,7.1056326369640028e-19,1.6034402397218705e-21,1.7721324752602303e-21,1.7153828217947063e-21,2.6197662786352008e-26,4.7285059189249904e-29,5.8880126285675841e-19,1.3287641600465798e-21,9.070165698593494e-27,1.4179321318721834e-19,5.9044408665030621e-23,1.6370488416559606e-29,1.6520032841195402e-26,5.5142848356570509e-34,1.4850719605830851e-35,4.3512127885661797e-23,2.1246093724977003e-38,1.8412180408591075e-30,3.4873749198249803e-34,1.0399852949615007e-34,5.8645287338444838e-20,1.6787316114448359e-27,9.4318655677423582e-27,4.5954638140791516e-23,1.2069236453885857e-43,1.8260193712918458e-36,4.4333437841088669e-34,3.5835216958927414e-39,2.779344290228903e-27,6.1244168861890434e-33,4.2618934139723094e-35,8.8755528785727571e-27,1.6021964106287592e-29,1.6155610286291275e-43,1.3911508232028833e-27,1.0272458336137698e-34,2.7785725603353235e-46,3.0463098917843687e-35,8.8782738690992993e-27,1.6025827373480029e-29,1.8293324623084531e-30,2.7973519063777009e-34,4.1909036110064587e-24,6.27581222844752e-42,1.3668458126810464e-40,1.0223090746743277e-44,2.3072747998475767e-29,4.1646087883818561e-32,1.4028897553954487e-36,3.7705934691320169e-38,4.071394532566052e-49,2.5799133499013161e-52,2.8033016972962069e-57,2.7093789330767412e-46,1.5070957946567695e-44,1.7974345794735728e-32,2.508130716372654e-43,2.9485810949439414e-51,1.501956321926546e-60,3.2188927922125052e-58,1.9010019459882974e-57,2.0205144669804443e-53,2.1814638062309015e-55,5.5162112791293958e-61,5.5602003570314774e-62,4.6611161457810481e-27,3.842153304774768e-38,3.8705425718928405e-21,8.5838940475844582e-41,1.7761549873951122e-47,1.2598700102075294e-24,2.3624343770757935e-68,8.2869747670029314e-69,6.5793773149020823e-68,1.8178530664531781e-34,4.1619953443265018e-34,1.1295777246682608e-67,8.453618327648567e-72,1.0726602430842364e-71,5.5078260737687026e-79,3.0957061653653975e-37,5.1611091260171925e-78,1.6758448724924074e-30,1.863007877931537e-27,5.0873371413575321e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999508,9.9999999999999869e-05,0.10889011,4.1059538063338262e-33,6.6261866991208936e-37,1.5251029115942745e-38,6.4665567722675576e-38,1.0078087195216456e-35,1.394128100900009e-41
1e-11,0.001986720177346024,3.027419754428307e-17,3.0273241651187532e-17,2.9304081482230563e-17,2.930320697921841e-17,1.4562441893163158e-21,1.8299380874649541e-18,4.4161930091702079e-21,2.9575270211322724e-21,8.6677424973606761e-19,2.6623823346224594e-21,2.9461000566173979e-21,2.8517376004034935e-21,6.6592478278021108e-26,2.0349177777914032e-28,7.1824656929111947e-19,2.2063954594032796e-21,2.3059805998197872e-26,1.7317444350871563e-19,9.8210133024948531e-23,7.0463504148652169e-29,4.202001018650219e-26,4.2114535111483736e-33,2.1531751377990558e-34,7.2324422404961571e-23,9.1435007872277672e-38,7.9148116436829134e-30,2.7300457301894982e-33,8.1312804200516613e-34,7.1598501406655661e-20,4.2672738873118738e-27,2.3953110372490544e-26,7.6384050514759845e-23,1.7663428579164485e-42,4.6427400833646536e-36,2.290968959643787e-33,1.4957764635201456e-38,7.0754560674090779e-27,2.6311859559752559e-32,3.3309125899710017e-34,2.2529075624113051e-26,6.8843185584809766e-29,1.2183129470229078e-42,3.5364313143680913e-27,8.0183228441022154e-34,3.9748338566225648e-45,2.3807129005653674e-34,2.2537552943848553e-26,6.8861766123423776e-29,7.8627692232269466e-30,8.2701887528215956e-34,6.9676866256961693e-24,5.0108026905165895e-41,2.0766895591546646e-39,3.0061977656705816e-43,5.8663050374801831e-29,1.7927904428368551e-31,1.0716245430874132e-35,5.4679094322976996e-37,6.1985078651653627e-48,7.1814220053920649e-51,1.4115589617839626e-55,3.9618696728893589e-45,4.290930065154265e-43,7.7436096676622291e-32,1.0800469179713689e-42,1.287812555394135e-50,6.6514371573200774e-60,1.7445134079239386e-56,1.0420670776710894e-55,5.8787215006080854e-52,3.2586806613646704e-54,5.2086602946225085e-59,1.045569979209394e-59,7.7496592806342935e-27,3.0051707078426763e-37,4.7011455888051961e-21,1.2759435234773934e-39,5.2599929972961067e-46,2.0948613020980851e-24,5.0534271415878992e-66,1.8760094283954817e-66,2.9738030299380729e-65,5.1788688369086631e-34,2.0566003647292794e-33,1.3116551768785615e-65,1.9566189835280217e-69,2.4828203248199731e-69,1.0001712374223087e-76,5.146323910482496e-37,1.8702903448459429e-75,4.2690160251688492e-30,4.7428611439401834e-27,8.4710444781340355e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999404,9.9999999999999842e-05,0.10889011,1.7650894318382131e-32,1.5963470237039701e-36,3.6742180648219264e-38,2.618188185308989e-37,4.3491736243886124e-35,3.5499174674815512e-41
1.6383e-11,0.001986720177346024,4.9595740723001383e-17,4.9593440870990045e-17,4.8005718483793258e-17,4.8003614519025978e-17,3.5037824645066037e-21,2.998169812025441e-18,1.0625367974756436e-20,7.1159771317811483e-21,1.4179598350822236e-18,6.3988264428316653e-21,7.0884080012292263e-21,6.8613299452679954e-21,2.0912432310020114e-25,7.5466230556204244e-28,1.1749902901150699e-18,5.3030900883661365e-21,7.2421814860759902e-26,2.8390213457677371e-19,2.3640516817661021e-22,2.6132902068704165e-28,1.3199588381563049e-25,1.7125737508417668e-32,9.2265833589882094e-34,1.7398770372983181e-22,3.3909439924995589e-37,2.9345296976366335e-29,1.1132417473956922e-32,3.315269378845986e-33,1.1730351268216129e-19,1.3400864460478975e-26,7.5190869127995061e-26,1.8375328168283045e-22,7.572969225649535e-42,1.4581451142049413e-35,8.8102898728608112e-33,5.5091425597947434e-38,2.2234152293910475e-26,9.7542620524570586e-32,1.3580137850140361e-33,7.0705104195027162e-26,2.5522121582107669e-28,4.9470464662452651e-42,1.1105986524488331e-26,3.2686119725223125e-33,1.7019500325146481e-44,9.7061030831981885e-34,7.0733892542590621e-26,2.5529172579224127e-28,2.915156239345508e-29,2.7580922633889237e-33,1.6765478766527795e-23,2.0476862739244791e-40,8.9219365319849039e-39,1.3252754126041334e-42,1.8424232072753212e-28,6.6491263228830158e-31,4.3578130050321577e-35,2.3430814957454825e-36,2.6633170426366891e-47,3.1610530888297263e-50,6.2932870467638467e-55,1.6985207179285088e-44,1.8899568738537487e-42,2.8724502751083007e-31,4.0059726455283509e-42,4.7914213050779614e-50,2.4821219452685958e-59,7.7863968550502901e-56,4.6518919547093006e-55,2.5908674487953448e-51,1.3987110906789488e-53,2.3392617671421077e-58,4.7152120015502574e-59,1.8647487268344771e-26,1.2253129897296547e-36,7.6319023919846111e-21,5.4751903743888812e-39,2.319300326445295e-45,5.041101996480293e-24,2.2800929219236765e-65,8.4662097719613042e-66,1.3443559013737794e-64,1.7038108009278675e-33,7.8447034602424785e-33,5.899932704711772e-65,8.8306596281239168e-69,1.1205525814045958e-68,4.5098100183165733e-76,1.238186457774752e-36,8.4513406000146961e-75,1.3418939445585493e-29,1.4904333447385832e-26,2.0410350133548305e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999005,9.9999999999999734e-05,0.10889011,6.5443793869738852e-32,4.8909783571774752e-36,1.1257303760262559e-37,9.5746790637439735e-37,1.6139075331279616e-34,1.1156552916287506e-40
3.2767e-11,0.001986720177346024,9.9181580671512511e-17,9.9172383444626811e-17,9.5997088722546692e-17,9.5988675967681362e-17,1.4013508780070109e-20,5.99780223205105e-18,4.2493637249671527e-20,2.8461425150124588e-20,2.8231593839303558e-18,2.5474128957648708e-20,2.83498749886558e-20,2.7441017224390359e-20,1.6655451942201047e-24,1.2012802442724683e-26,2.3394505426012222e-18,2.1115171110277938e-20,5.7709113598182737e-25,5.6902831064044748e-19,9.4734590216854195e-22,4.1617199684372104e-27,1.0532257219769333e-24,5.1725982732994074e-31,5.5760824800423268e-32,6.9539951117369674e-22,5.3978236887437678e-36,4.6585542374314026e-28,3.5444893865178148e-31,1.0527286370703638e-31,2.3464218468168228e-19,1.0673388355027397e-25,5.9726659295664721e-25,7.3442238956858711e-22,4.5995618179522104e-40,1.1634016406635058e-34,1.6019596618789686e-31,8.1779716653185282e-37,1.778432298281833e-25,1.5463457111297294e-30,4.3084960021796719e-32,5.608338351321478e-25,4.047230032990243e-27,1.4566637263949722e-40,8.8468553175760871e-26,1.0340717160010642e-31,1.0025732228387901e-42,3.0788863045637527e-32,5.6117473559650029e-25,4.0486307379927751e-27,4.6263563483826415e-28,2.4848874792591786e-32,6.7069962816752401e-23,6.5925504333890708e-39,5.7452394136215338e-37,1.6828977266042899e-40,1.4683661578071854e-27,1.0591970035537149e-29,1.3167186933480379e-33,1.4165739351197512e-34,1.7168898294397194e-45,3.7253463751002284e-48,1.2702095711773515e-52,1.0314464507282977e-42,2.2959921035192693e-40,4.5843722289060609e-30,6.3929549896699163e-41,7.7134302199348586e-49,4.0729934296459321e-58,1.8937235410000078e-53,1.1380036790433094e-52,3.3017752666311496e-49,8.9140590181611544e-52,9.1295168225743061e-56,3.6808060807274691e-56,7.4606617618152176e-26,3.8939889221222694e-35,1.484544211638189e-20,3.4801746254439674e-37,2.9877589075247752e-43,2.0175334525236146e-23,1.9119962871233484e-62,7.3134581472362001e-63,2.3228268337322355e-61,1.4845965584357455e-32,1.3729958608660407e-31,3.0397011526940389e-62,9.0985753096674826e-66,1.1546532244605922e-65,4.0043698906274753e-73,4.9514908915918246e-36,1.5007587316077265e-71,1.0753388034891389e-28,1.1922534091261304e-25,8.176357799050046e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999997999,9.9999999999999449e-05,0.10889011,1.0390170935066318e-30,3.3725183988888237e-35,7.7623737439952836e-37,1.326994623993599e-35,2.5864533099018353e-33,8.9298372496068967e-40
6.5535e-11,0.0019867201773460246,1.9831708634686201e-16,1.9828031668186208e-16,1.9193053229576973e-16,1.9189690774221053e-16,5.6038322548865769e-20,1.2000921260796681e-17,1.6990360107589858e-19,1.1382025578695211e-19,5.5958221308202505e-18,1.0093502772418786e-19,1.1336389692891905e-19,1.0972429406550423e-19,1.3206123888519301e-23,1.9024392059150536e-25,4.6372041300630726e-18,8.368899475158988e-20,4.5804139058366131e-24,1.1429018685060891e-18,3.8029618039520308e-21,6.5966317359432666e-26,8.3817753823174168e-24,1.485967902381077e-29,3.2065030944115252e-30,2.777106294221452e-21,8.5484691377746549e-35,7.3381081965842748e-27,1.122855658777666e-29,3.3173245883926992e-30,4.6939982369005403e-19,8.4635143143148204e-25,4.7107570345201642e-24,2.9328764127779326e-21,2.6515742194673325e-38,9.354640684313005e-34,2.7480963817108833e-30,1.1531535970994807e-35,1.4221850939009217e-24,2.4293307754278222e-29,1.3554481643402752e-30,4.4109851740204107e-24,6.3612495407833689e-26,4.0396443239999008e-39,7.0171386218375889e-25,3.2344820626997444e-30,5.5625083032160785e-41,9.6819276691941202e-31,4.4154281618230663e-24,6.3643274490489933e-26,7.2827432484866584e-27,2.10672004790109e-31,2.6832657081377636e-22,2.100175800614552e-37,3.6600997798490202e-35,2.0855388546981804e-38,1.1658093023820252e-26,1.679859555497724e-28,3.7853484872682222e-32,8.1517563711965695e-33,1.0943660872754265e-43,4.1359162097996841e-46,2.1906276603872599e-50,5.9487219731529972e-41,2.649521947010476e-38,7.2978515947419324e-29,1.0276301620990207e-39,1.2453380694887514e-47,6.7790326544312877e-57,4.4410052911195534e-51,2.6765857941101014e-50,4.1730143303176966e-47,5.6350067096907252e-50,3.068810266995401e-53,2.4750374470666849e-53,2.9854234832155547e-25,1.2289787761204246e-33,2.8157323821588399e-20,2.1969916797130292e-35,3.8081933993888927e-41,8.0783672083475337e-23,1.3352149101691832e-59,5.1854018500316984e-60,3.294286571757669e-58,1.2348033109129874e-31,2.2907643341023033e-30,1.5491914046136612e-59,9.2726433368479619e-63,1.1769550791117962e-62,3.753708263498455e-70,1.9794940820160659e-35,2.813547707154919e-68,8.6313182387614213e-28,9.535989604321657e-25,3.2729734348413512e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999995986,9.999999999999888e-05,0.10889011,1.6370350660899603e-29,2.1060706580025815e-34,4.8474567685422176e-36,1.6704818058924775e-34,4.1514789477786288e-32,7.1507233361907809e-39
9.999999999999999e-11,0.0019867201773460254,3.0251061711649137e-16,3.0241591934554022e-16,2.9272861161074459e-16,2.9264205110437868e-16,1.4438006168992934e-19,1.8322617290390615e-17,4.3765087179063679e-19,2.9327962672864499e-19,8.4352916144577597e-18,2.5623395431288609e-19,2.9206064339014621e-19,2.8266165674214389e-19,6.0852819934484062e-23,1.6588422468199513e-24,6.9904476579342535e-18,2.1255444852839787e-19,2.114389958325108e-23,1.7540621240094545e-18,9.8594372479062429e-21,5.7613620430390001e-25,3.8870990449469467e-23,2.1368199442769147e-28,9.0833908497898749e-29,7.1399091828165521e-21,7.4539102855227784e-34,6.3350108053352184e-26,1.9055241346948302e-28,5.5731097328045611e-29,7.1644926021934292e-19,3.9002185024722755e-24,2.1502166274803247e-23,7.5400896880250614e-21,7.5206320914524795e-37,4.887941531223147e-33,2.5257752760847187e-29,9.2895153484535601e-35,6.6527364022256685e-24,2.0876223265736467e-28,2.2706654998785568e-29,2.0035632840278967e-23,5.4689478362676416e-25,6.0954547204951991e-38,3.2352805765444706e-24,5.3565587477190629e-29,1.6498749726581313e-39,1.6199643134877308e-29,2.0070009561787131e-23,5.4729797258193223e-25,6.2794534217373891e-26,1.00171578326619e-30,6.9180678461540377e-22,3.5738216871906361e-36,1.2279352311952901e-33,1.3177813756448291e-36,5.3842046680105881e-26,1.4686455558875779e-27,5.4501940981495105e-31,2.3121665033499789e-31,3.6724951487529773e-42,2.433825056906386e-44,1.7776375444605232e-48,1.6891441652536831e-39,1.4932184540240141e-36,6.424802473770227e-28,1.0185297500768697e-38,1.2368814624630324e-46,7.0956204086709478e-56,5.1246252423080744e-49,3.0931227982577901e-48,2.7541037670517616e-45,1.8738967104466424e-48,4.5164899599745674e-51,7.2756020491432449e-51,7.6999948797613442e-25,2.0706159493731342e-32,4.0232357530334603e-20,7.3005073779231821e-34,2.5387454065624978e-39,2.0856771728438691e-22,4.0019907833613346e-57,1.5661638576822442e-57,1.9887379327686104e-55,5.8193359568032392e-31,2.054636399751494e-29,4.1058569447816618e-57,4.9089903277596311e-60,6.2331077172738542e-60,1.9011112237783152e-67,5.0977583944873106e-35,2.8485379179202595e-65,4.0643784261725794e-27,4.462215576051333e-24,8.4391568879725359e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999993887,9.9999999999998284e-05,0.10889010999999998,1.4141396888782611e-28,7.1276284915218047e-34,1.6405383840114316e-35,1.0621058435543922e-33,3.7119099222328195e-31,3.3529730311933053e-38
