Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410)
1e-12,0.0018705664880750658,1.0708181413446676e-21,1.0708180205652095e-21,1.0434220676336554e-21,1.0434177912644783e-21,3.2010424407681662e-28,7.6187032526427785e-22,1.2933201172559706e-26,8.7624296780849393e-27,3.5934569539184245e-22,1.0640329503762203e-25,8.7192708745866673e-27,8.4961944073658216e-27,2.3778230329259726e-33,5.682757925475151e-37,3.0318175491539039e-22,8.977302141994563e-26,9.5457544730240846e-34,8.2114768130588323e-23,3.0980882661357151e-27,2.2813371156902842e-37,1.0749856876500752e-33,1.6549221288541412e-43,1.6085380490866094e-46,7.6949181568439419e-29,2.7430449640284253e-47,3.2278400796669634e-38,5.4748829445525377e-44,1.7171597790117372e-43,1.7069919536932612e-23,4.3175692837430552e-33,8.9367190536521894e-33,7.9291226208380951e-29,2.2281656244103946e-56,1.3100037278560519e-45,3.0531042352665726e-43,3.2357534280748502e-49,5.2446554699736222e-34,2.704933882135361e-42,4.465874774808235e-46,4.3062578162337363e-33,1.0291598749829481e-36,4.3923226211273563e-55,3.6427557962320315e-33,9.2952130675253696e-44,1.0019985500117073e-58,7.5956255141710813e-44,4.300214735086193e-33,1.0277151548189251e-36,3.2266836327215857e-38,3.330373136277067e-42,1.3899379352685437e-28,1.4875462119528972e-53,2.9005376664837363e-53,2.4321946479024629e-58,5.6092098951965311e-36,1.3405435709190247e-39,9.7245652525235952e-46,9.4240980526017013e-49,3.452909638324568e-63,3.6198999198957451e-66,2.0228992067326783e-73,1.2220948943263058e-58,6.309608994811073e-58,3.5292921820659223e-41,6.6010658601156242e-54,1.713164010282546e-62,3.5441594173045196e-72,6.0200482253977037e-73,8.4194476159996913e-72,3.0057567056623813e-70,2.9540415460302676e-71,1.4520736523906597e-76,1.4919825209483938e-78,4.3817353063073501e-32,1.7638485684671488e-49,4.1410572095554957e-26,5.9324049437997992e-54,1.382060694389045e-61,1.6968278578993337e-29,8.8916044670307931e-87,1.4605168209074867e-87,8.0174794213962155e-88,2.7114706320687123e-42,3.5596584221570831e-43,5.7683102465816525e-86,4.8142665872879105e-91,6.1784327663624675e-92,1.0458936609651714e-99,9.1307936869558421e-45,5.3545471268597773e-100,2.5297953626470919e-36,3.5589667235491519e-34,2.4125258265747884e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.8336613217510209e-42,3.8043494907996506e-45,2.6839198069779002e-47,7.7918042224181391e-48,3.8242741445005618e-44,5.6687800903517931e-50,7.9194001766549479e-53
1.023e-12,0.0018705664880750658,1.0954398203528958e-21,1.0954396953608109e-21,1.0674138180150595e-21,1.0674093924919084e-21,3.3126906726394036e-28,7.7938834033527237e-22,1.3384294289318965e-26,9.0680519460814919e-27,3.6760701856457809e-22,1.1011434291941531e-25,9.0233878107004505e-27,8.7925307141647262e-27,2.4751272477124349e-33,5.9326259131710802e-37,3.101518762429934e-22,9.2904052551655557e-26,9.9363819124724352e-34,8.4002832171637154e-23,3.2061451295623332e-27,2.3816463891319258e-37,1.118976408634591e-33,1.7302196234158916e-43,1.6829593114930452e-46,7.963301809432101e-29,2.8636593180052881e-47,3.3697653821909642e-38,5.7239940641178684e-44,1.7952901567854636e-43,1.7462415882553534e-23,4.4942512143409164e-33,9.3024221133955537e-33,8.2056747946533398e-29,2.3315064234590119e-56,1.3636105409358585e-45,3.1918182254394524e-43,3.3780225554170085e-49,5.4592789846873936e-34,2.8238689808459006e-42,4.6690723525857522e-46,4.4824736367895238e-33,1.0744111717892569e-36,4.5921684788275973e-55,3.7918232742728571e-33,9.7181428293463179e-44,1.0483573072211671e-58,7.9412248932763673e-44,4.4761833064266796e-33,1.0729029324371471e-36,3.3685582267524833e-38,3.4763610511539683e-42,1.4384172522702258e-28,1.5558065089069361e-53,3.035301732634774e-53,2.5458957224981929e-58,5.8387478829459544e-36,1.3994866388732352e-39,1.0167024489699383e-45,9.8601171821342004e-49,3.6134073222907972e-63,3.7887696728852304e-66,2.117654975580688e-73,1.2787674550718651e-58,6.6042938008535235e-58,3.6844744038552772e-41,6.8913100023331961e-54,1.7896477603640276e-62,3.7042461710191757e-72,6.2951239101486034e-73,8.8078711224891925e-72,3.1460710639593075e-70,3.0908990708237438e-71,1.5193933747539342e-76,1.5616553652032055e-78,4.5345647881849772e-32,1.8441038073428081e-49,4.2361805713602099e-26,6.2068787747080664e-54,1.446669779382979e-61,1.7560092137724778e-29,9.3081546564939956e-87,1.5290453658910274e-87,8.3941227344006562e-88,2.830181074436425e-42,3.7212914414582151e-43,6.0392086291170829e-86,5.0405322574609632e-91,6.46881287002739e-92,1.0950165871269444e-99,9.4492620439967448e-45,5.6062166994346844e-100,2.6333203265991624e-36,3.7046079673573204e-34,2.498124773886883e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.914286997038268e-42,3.9613106408869949e-45,2.7946558451982096e-47,8.1357991242392009e-48,3.9924268871130438e-44,5.9007328876843447e-50,8.2675591643676276e-53
2.047e-12,0.0018705664880750658,2.1916262650313536e-21,2.1916257648076688e-21,2.1355548870040381e-21,2.1355371759352965e-21,1.3257619744598598e-27,1.5593211947385793e-21,5.356470261799648e-26,3.6290993191810503e-26,7.3524991565423943e-22,4.4057378165209144e-25,3.6112238352438842e-26,3.5188325319401555e-26,1.9807916756551368e-32,9.495980856393389e-36,6.2033433227045127e-22,3.7171473855157453e-25,7.9519648484207833e-33,1.6805799829397151e-22,1.2830900177525188e-26,3.8121907542040837e-36,8.9566723743450963e-33,5.533003622508772e-42,1.0763976919378672e-44,3.1866128859077523e-28,4.5847886791092142e-46,5.392569701148506e-37,1.8329138237441359e-42,5.7461050771317084e-42,3.493707969762721e-23,3.5967314418456019e-32,7.4441533102810481e-32,3.2835965091097342e-28,1.6316224886397684e-54,1.0911111297303841e-44,9.4359890461810048e-42,5.4011897332433162e-48,4.3700578537548632e-33,4.5205643365496831e-41,1.4949461572960782e-44,3.5864216912228574e-32,1.7193688806301797e-35,1.4681023834667396e-53,3.0345835315405629e-32,3.1102476136995366e-42,6.7032858605761779e-57,2.5417303979735437e-42,3.5813994721748859e-32,1.7169595740528464e-35,5.3906902236740075e-37,5.1318508012813532e-41,5.7566977335425867e-28,5.991969153337656e-52,2.3411219558781243e-51,3.9292152369988834e-56,4.6727351525131591e-35,2.240120576550779e-38,3.2513224645286727e-44,6.30648868491379e-47,2.838583986974124e-61,4.8452004625606772e-64,5.3619942835433516e-71,8.8971583659011414e-57,9.1943367630791788e-56,5.8986347584654629e-40,1.1028981503628082e-52,3.3337641281852595e-61,8.0221094194959037e-71,2.1035783901749664e-71,3.893182469902038e-70,4.2156303665974041e-68,2.0702694547298369e-69,1.0053446658402588e-74,2.068103515945057e-76,1.8147787164771861e-31,5.9045498942246241e-48,8.4590223351552822e-26,3.97475028730608e-52,2.2331145325755075e-59,7.0264233500043247e-29,2.0522597370611035e-84,4.9634668899925308e-85,5.4517551580363842e-85,4.0570749743446351e-41,1.0687884101109458e-41,3.7307937284447761e-83,6.2282132099910707e-88,7.9930366494342551e-89,7.2541318257525925e-97,3.7815262852704342e-44,7.4284031191087522e-97,2.1078850838999619e-35,2.9654846371471002e-33,1.0262625067558577e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.0646425670418361e-41,3.2606962193767073e-44,2.3005257675845964e-46,1.3420903375772023e-46,6.3918976080253582e-43,4.7161071249387729e-49,1.3175757209946965e-51
4.095e-12,0.0018705664880750658,4.3839450554129752e-21,4.3839430540511747e-21,4.2717834950468067e-21,4.2717126347527318e-21,5.3043574634211877e-27,3.1191883298861378e-21,2.143102872492024e-25,1.4519994149476537e-25,1.4698740022821358e-21,1.7618385926453053e-24,1.4448469878780883e-25,1.4078807971213443e-25,1.5842788811829301e-31,1.5190670487540049e-34,1.2401418813093936e-21,1.4864762714076876e-24,6.3602924540180991e-32,3.3614941839991043e-22,5.1333739651220641e-26,6.0984670812651941e-35,7.1665216127305499e-32,1.7663991751934464e-40,6.8729352234936046e-43,1.2746751068023756e-27,7.3351499136985169e-45,8.6227034110609352e-36,5.8650512281511224e-41,1.8376488667136702e-40,6.9886580960107511e-23,2.8768659343119465e-31,5.9533871223654675e-31,1.313465551642713e-27,1.0932162758076137e-52,8.7244346156746938e-44,2.6176440552043303e-40,8.6217692537217376e-47,3.4970447380262546e-32,7.2333619469758049e-40,4.7843428489511261e-43,2.8672061435059252e-31,2.7492712885053071e-34,4.6842731863744477e-52,2.4272325717402832e-31,9.9454701585714444e-41,4.2777572026854129e-55,8.1286875367851105e-41,2.863208122968344e-31,2.7454325946937014e-34,8.619785349322645e-36,7.1017425845456198e-40,2.3032887165768283e-27,2.1328453116319812e-50,1.6684227374981481e-49,5.6014384343826538e-54,3.7375268565885659e-34,3.5836701951119292e-37,1.038008312071234e-42,4.0268912368394692e-45,2.0417995780541961e-59,6.184103994578682e-62,1.341851688064205e-68,5.9416585542674803e-55,1.2283972071866325e-53,9.4396248316166558e-39,1.763821955442805e-51,5.8042069107120338e-60,1.5192079939979214e-69,6.7713085386947254e-70,1.4928478642325964e-68,5.5244245848691445e-66,1.3562894068463357e-67,6.333237332841372e-73,2.6066373347429591e-74,7.2610209034102649e-31,1.8897158210838686e-46,1.6856131643884966e-25,2.5442080511058379e-50,3.1846191139640858e-57,2.8102652237501955e-28,3.8762598788600065e-82,1.2271035387536912e-82,2.6969445109979262e-82,5.3650474905767932e-40,2.8351752415085011e-40,2.1287941385122282e-80,7.1081190849611718e-85,9.122278138130388e-86,4.6053777695463255e-94,1.5128764562034846e-43,9.4323422765767741e-94,1.6867224135502492e-34,2.3730819090291279e-32,4.1603912524706068e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.9042962485826807e-40,2.6385048790247902e-43,1.8616080657330941e-45,2.174603049541059e-45,1.0229791596737456e-41,3.7623813946598699e-48,2.0895286056894882e-50
8.191e-12,0.0018705664880750658,8.7683662510061069e-21,8.7683582449691096e-21,8.5440266006934423e-21,8.5437431427782939e-21,2.1219566570637636e-26,6.2389282820022604e-21,8.5731600967436085e-25,5.8085922493695755e-25,2.93648017462358e-21,7.0409399553667338e-24,5.7799759174494175e-25,5.6320919173634296e-25,1.2662757370393111e-30,2.4283865957928313e-33,2.477531573521022e-21,5.9405131144235387e-24,5.0838568926577863e-31,6.7225662733654384e-22,2.0533535707897573e-25,9.7494347483406709e-34,5.7324799691302542e-31,5.6231580400352833e-39,4.376059873944111e-41,5.0969384293533084e-27,1.1726709275533967e-43,1.3772339815176114e-34,1.8753371908500128e-39,5.870462055112575e-39,1.3978626212175214e-22,2.2996079277919947e-30,4.7574334271709335e-30,5.2520153285681136e-27,7.1365137775150284e-51,6.9692808453540308e-43,6.6082206864765566e-39,1.3724112186642993e-45,2.7979493761627156e-31,1.1569156486780826e-38,1.5305411754355183e-41,2.2896298668658013e-30,4.391183304704589e-33,1.4895363470695372e-50,1.9402019066164794e-30,3.1762580549592605e-39,2.7206735778430591e-53,2.5967614493323244e-39,2.2864644326095707e-30,4.3850960910839116e-33,1.3767893604911609e-34,8.9308963875388899e-39,9.2144096560958496e-27,7.2245604519019634e-49,1.1310719180924291e-47,7.5922059554805302e-52,2.9875937772620008e-33,5.729383555314637e-36,3.3045928892755839e-41,2.5641084955286476e-43,1.3906657680765168e-57,7.8664461637124497e-60,3.2847136297841887e-66,3.8720432405657285e-53,1.6013373281962185e-51,1.5101759360116574e-37,2.8181428508139823e-50,9.7013610496312565e-59,2.6557635168193334e-68,2.1790339068779891e-68,5.3091699486294374e-67,7.1542143922723196e-64,8.7813551596392044e-66,3.9039129365510439e-71,3.2141193128842417e-72,2.9047915964878034e-30,6.0456792233129256e-45,3.3458336033448515e-25,1.6279227215815665e-48,4.3194781719849179e-55,1.1234218480498281e-27,6.3686924112645988e-80,2.384078856000151e-80,1.0485306117812619e-79,6.3590906246787604e-39,6.7511150961092054e-39,1.1551239612845423e-77,7.7143387714035552e-82,9.900289226387721e-83,2.9790204618995363e-91,6.0512545963553029e-43,1.2202573789362277e-90,1.3494215801178445e-33,1.8987049772488114e-31,1.6752168427855962e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.8457920157699683e-39,2.1100043842828184e-42,1.4887455668526704e-44,3.4809050670866309e-44,1.6368432121652974e-40,2.992158379705485e-47,3.2836568154035771e-49
1e-11,0.0018705664880750658,1.0704556470470157e-20,1.0704543160975775e-20,1.0430675329670063e-20,1.0430204107401141e-20,3.527710558786729e-26,7.6167676286092832e-21,1.4252504857548308e-24,9.6566857245302617e-25,3.5818821824151588e-21,1.1692873101356029e-23,9.6091050333850056e-25,9.3632431576146782e-25,3.2191015236521241e-30,1.0455076538002313e-32,3.0220666338222458e-21,9.8654316895117348e-24,1.2924887931754692e-30,8.2063173280307661e-22,3.4133011638489086e-25,4.1977639560994099e-33,1.4588688877348548e-30,4.3698134150179418e-38,6.4609141483706742e-40,8.469550056726588e-27,5.0488946670650845e-43,5.9210939376496489e-34,1.4687669149900659e-38,4.5905836642307628e-38,1.7065805508401324e-22,5.8467175333935884e-30,1.2090852198465828e-29,8.7271853796391932e-27,1.0664169279247568e-49,1.7703650253615451e-42,3.7922133384019448e-38,5.8679385295478616e-45,7.1229285530101269e-31,4.9850749684546955e-38,1.1998911633199379e-40,5.8134126421460949e-30,1.8878802569857559e-32,1.1552401069936637e-49,4.9329546575673187e-30,2.4825369697376809e-38,4.008516359254817e-52,2.0306267120027334e-38,5.8054712327153472e-30,1.8852941537056035e-32,5.9193220456664696e-34,2.8991088125179068e-38,1.5319346293717845e-26,5.8138197652586616e-48,1.7328993862190493e-46,2.2646311930734005e-50,7.5959831405999657e-33,2.4670667080980961e-35,2.5683045764539704e-40,3.7861264190501959e-42,2.135352191815825e-56,2.2568304878092117e-58,1.7302168726734927e-64,5.7816209548299971e-52,4.6579590287892476e-50,6.5099811535353067e-37,1.2122778262026451e-49,4.2535949700042294e-58,1.1876154829499056e-67,1.8430037120784695e-67,4.7154335694426819e-66,2.088630325864824e-62,1.3159976898868808e-64,5.8262759092752952e-70,9.3404262224757286e-71,4.8293182918375075e-30,4.7401097658812763e-44,4.0625038623034994e-25,2.425916991238199e-47,1.2901939132809643e-53,1.8662617446446402e-27,2.2099956072393345e-78,9.0837602401125407e-79,7.9114964667780732e-78,1.9702849480427096e-38,3.6750426403174111e-38,1.3531373085779632e-75,1.8013826366232439e-79,2.3118319651825487e-80,4.5916462675421747e-89,1.0058570042059435e-42,3.7519263285597889e-88,3.4349335422736297e-33,4.8337555589571256e-31,2.7896437139351589e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.3819576306455593e-38,5.3259738503418671e-42,3.7578417811617964e-44,1.4870273496527797e-43,7.0578073482250253e-40,7.5564344838995182e-47,1.3757415068818363e-48
1.6383e-11,0.0018705664880750658,1.7536343187351875e-20,1.7536311164773757e-20,1.708765644468265e-20,1.7086522701755836e-20,8.4878692954908106e-26,1.2478430729434396e-20,3.4291895464633097e-24,2.3234563365188433e-24,5.859163009244147e-21,2.8107073914429343e-23,2.3120067524826053e-24,2.2528493774819604e-24,1.010958631964415e-29,3.8777001303686729e-32,4.9434415867811784e-21,2.3714384295806881e-23,4.0591721056439875e-30,1.3441686582828324e-21,8.2118337710885749e-25,1.5569385366777508e-32,4.5837545406457075e-30,1.7804449816955468e-37,2.7713968870046443e-39,2.0369704848060819e-26,1.872602906690095e-42,2.1953961875731891e-33,5.9895582303366804e-38,1.8716940545936999e-37,2.7958821234112354e-22,1.8362582990859009e-29,3.7966591290326124e-29,2.0989214365812046e-26,4.5774260912884595e-49,5.5579537447055257e-42,1.484122963184673e-37,2.1730266238431084e-44,2.2383482497629812e-30,1.849261556443817e-37,4.8936229837680711e-40,1.8246970107383303e-29,6.9997914659117524e-32,4.7058904953883954e-49,1.5492789267472892e-29,1.0121358396689102e-37,1.7192459961458391e-51,8.2793704762949508e-38,1.8222176818715987e-29,6.9902282322926697e-32,2.1947506749632184e-33,9.9772848136985118e-38,3.6860424545758302e-26,2.3778537634355961e-47,7.4482855536694553e-46,9.9874230113427137e-50,2.3856541076579073e-32,9.1504394413390048e-35,1.0464471779483864e-39,1.6240617563384891e-41,9.1791836349320041e-56,9.9424212810963431e-58,7.7193329739923277e-64,2.4815651554181432e-51,2.0528395106276314e-49,2.4151637706024773e-36,4.4953893701368157e-49,1.5839177023933107e-57,4.4410017598340764e-67,7.5771194397935817e-67,1.9480369608990749e-65,9.2058629766865077e-62,5.6496070623071049e-64,2.5006624998000373e-69,4.1163736460534623e-70,1.1619950628165394e-29,1.9332239996605176e-43,6.5912524874737839e-25,1.0411281878959535e-46,5.6901914018130773e-53,4.4873491188650298e-27,9.7831787605824253e-78,4.0294309758550029e-78,3.5456993900688756e-77,6.6785885840980756e-38,1.4260205938990444e-37,6.086881851532271e-75,8.1302852044442969e-79,1.0434125988194251e-79,2.0688012906369504e-88,2.4198257432844102e-42,1.6947424795502646e-87,1.0793597364518169e-32,1.5189989866886454e-30,6.7218641221980962e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.2546726294407097e-37,1.6673421667840426e-41,1.1764276903292887e-43,5.5057304278795833e-43,2.6185509990828243e-39,2.3661340162766571e-46,5.0713743941978423e-48
3.2767e-11,0.0018705664880750658,3.5068835927264678e-20,3.5068707862074487e-20,3.4171491259640783e-20,3.4166957442628136e-20,3.3948486691687172e-25,2.4957524389470487e-20,1.3714816488522212e-23,9.2930688553443597e-24,1.1662716351570736e-20,1.1196644812988897e-22,9.2472506097839529e-24,9.0106141243327222e-24,8.0539535310485272e-29,6.1790090623998492e-31,9.8400402841458317e-21,9.446911921786763e-23,3.2343786876057177e-29,2.6867842768460541e-21,3.2831478229361006e-24,2.4813438437764896e-31,3.6630220415515301e-29,5.5785399442720896e-36,1.7369751869665235e-37,8.1327278441404504e-26,2.9839866402458599e-41,3.4862576467734017e-32,1.9089969951314723e-36,5.9451718231797888e-36,5.5920145895024109e-22,1.4633849804467742e-28,3.022209224154628e-28,8.3798734607571279e-26,2.8873660519933642e-47,4.4189086850236724e-41,2.965464733172277e-36,3.4056728752779995e-43,1.7904555751881272e-29,2.9527016438346779e-36,1.5631385211847506e-38,1.4484752368128452e-28,1.1115470611550808e-30,1.4681578305927961e-47,1.2346953482191726e-28,3.2113603213647737e-36,1.072948073516848e-49,2.6298541114868619e-36,1.4465757464407115e-28,1.1100728251358108e-30,3.4854289284046626e-32,9.9098748700470483e-37,1.474492739228991e-25,7.6960278326308663e-46,4.8219694446351909e-44,1.289730661921159e-47,1.9012692753209871e-31,1.458615076442261e-33,3.2795195274334043e-38,1.018116650620313e-39,5.9494982827857798e-54,1.2410975544587818e-55,1.6895642649051145e-61,1.564957227164472e-49,2.5895085221499272e-47,3.8602165458926539e-35,7.1496413658556863e-48,2.5490364909737883e-56,7.2470039014683502e-66,4.068542165242072e-65,1.0754428214865029e-63,1.1800529198884085e-59,3.6209492388005432e-62,2.3131469645762797e-67,7.5971044298242835e-68,4.6481512757578679e-29,6.1766308769858317e-42,1.2795623947551749e-24,6.6528766825688219e-45,7.3686882317022749e-51,1.7897230779817477e-26,2.0052158798135722e-75,8.6934997212419288e-76,1.5289909961338759e-74,6.304441359827025e-37,2.7074083839376619e-36,3.1526648895904776e-72,8.4221630451704519e-76,1.080876763208685e-76,1.5866493102348713e-85,9.6729489532541267e-42,2.5993592720180756e-84,8.6310511052732791e-32,1.2151160458422733e-29,2.6919405908047631e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.0051404538320155e-36,1.2946763512000507e-40,9.1348918274343618e-43,8.5603271742239211e-42,4.1878945780806947e-38,1.8524116821468326e-45,7.5837263125266479e-47
6.5535e-11,0.0018705664880750658,7.0119982366459684e-20,7.0119470331663355e-20,6.8325466176212951e-20,6.8307341030397004e-20,1.3576336610479553e-24,4.9916056459822286e-20,5.4841049316455347e-23,3.7164402218583212e-23,2.3104984183961144e-20,4.4419179418265087e-22,3.6980979073830831e-23,3.60344235661424e-23,6.3894958190837182e-28,9.8057687317793684e-30,1.9494372226854691e-20,3.7478636826621595e-22,2.5668587149039765e-28,5.3671905594983364e-21,1.3119280669215624e-23,3.9390356067875785e-30,2.9238977894429522e-28,1.7128297550547083e-34,1.0669896979609775e-35,3.2409436642986115e-25,4.7354687352909509e-40,5.4946741010781053e-31,6.0598011096348504e-35,1.874483764866413e-34,1.1184574163954877e-21,1.1617471579919661e-27,2.3937282059476531e-27,3.3392778450343096e-25,1.7793762046126433e-45,3.4973612306117373e-40,5.3884807725767429e-35,5.2395679508855422e-42,1.431925822108262e-28,4.7045729724410685e-35,4.9837699014949907e-37,1.1409664442079368e-27,1.7518716044137296e-29,4.4753666012039656e-46,9.8021964410196409e-28,1.0102960213617583e-34,6.5435511886674343e-48,8.2919755357837921e-35,1.1395778777848086e-27,1.749687219223913e-29,5.4939807980578118e-31,8.9553936816121103e-36,5.898249388154532e-25,2.4620210812291307e-44,3.0849277572727901e-42,1.6412702928822687e-45,1.5094440992502507e-30,2.3163656214959315e-32,1.0073976066973792e-36,6.2569053207899921e-38,3.8085099249421326e-52,1.5140903559409239e-53,3.3067462660233836e-59,9.646305275247596e-48,3.1929038853799692e-45,6.1630590582619637e-34,1.1320633183828049e-46,4.0601820247574152e-55,1.1665410776566568e-64,5.4418775179255269e-63,1.4591638533550426e-61,1.5079187046714439e-57,2.313543648541527e-60,4.8545427551646965e-65,3.1790884944898921e-65,1.8593057638491476e-28,1.9702191934563769e-40,2.4158008902791973e-24,4.2443728098965322e-43,9.4296729123642558e-49,7.1172915603770405e-26,8.8827386608305058e-73,3.95512472713068e-73,1.3895376426314787e-71,5.5058192147869383e-36,4.7505540804950615e-35,1.6133581653997377e-69,8.6199991215937654e-73,1.1062779007089706e-73,1.3387243723874702e-82,3.8639147201259552e-41,4.3861222896981178e-81,6.8983318151310843e-31,9.7190421765982101e-29,1.0766024656091911e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.2005783850261845e-35,9.7544456459361045e-40,6.8824906629016452e-42,1.2925591736432461e-40,6.6945102357975437e-37,1.4270619357845122e-44,1.0717599037196061e-45
9.999999999999999e-11,0.0018705664880750658,1.0695728074516315e-19,1.0695596185784381e-19,1.0421943071920542e-19,1.0417275332375286e-19,3.4981924281358156e-24,7.6167837783075942e-20,1.4128341791155011e-22,9.5763009651135848e-23,3.4802929766862778e-20,1.1298570437813404e-21,9.5289581789695488e-23,9.2849669857847079e-23,2.9469172407635417e-27,8.5829476567211826e-29,2.9364829436175911e-20,9.533546227602954e-22,1.1846035518630009e-27,8.1762979123795869e-21,3.3760827849300099e-23,3.4498795283728769e-29,1.3632624315766694e-27,2.7436252421038478e-33,3.3697528926876752e-34,8.3039639949767303e-25,4.1449504668893415e-39,4.7480876853987441e-30,1.0323569152042021e-33,3.1521756582253099e-33,1.7067059679312298e-21,5.3645609905583332e-27,1.1007842838773774e-26,8.5552888291185774e-25,5.628548003378237e-44,1.6351538276671376e-39,5.0684180411783081e-34,4.4122299786340737e-41,6.6993561428763053e-28,4.148642866336033e-34,8.5621587134670363e-36,5.1960934927310441e-27,1.5137814927893486e-28,7.1909998914578321e-45,4.5265181838419459e-27,1.6916899272898761e-33,2.0726086889395315e-46,1.3944512610746527e-33,5.1906407328862535e-27,1.5121186914345984e-28,4.7484788347114409e-30,4.4069783399847431e-35,1.5204367796653986e-24,4.2102844250197841e-43,1.040135798497084e-40,1.0871404798411073e-43,6.9705682406425937e-30,2.0301073960833948e-31,1.6150141741416099e-35,1.9777190612250623e-36,1.2844744881921698e-50,9.521867384624726e-52,2.9727233545518027e-57,3.0535562100667526e-46,2.0069443631718075e-43,5.4555868401414971e-33,1.0043599634057133e-45,3.6123522346825415e-54,1.0500331309749488e-63,6.2795576463406821e-61,1.6961788507736315e-59,1.0164704822711658e-55,7.8529248115221182e-59,7.8538506859408216e-63,1.0263615065524001e-62,4.7927917994671397e-28,3.3878429576586726e-39,3.4259462656925971e-24,1.43961114193153e-41,6.3150791364481979e-47,1.8174702431829761e-25,2.9546423151240247e-70,1.333653394831852e-70,9.3613615454862169e-69,2.6611087669716602e-35,4.3806999083631859e-34,4.2965262687981534e-67,4.5870494909176516e-70,5.8870726074963959e-71,6.3652277412114322e-80,9.9376660226280219e-41,4.1686936146746388e-78,3.2237435149449178e-30,4.5480324346568138e-28,2.7715431487358036e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.8319399178497245e-34,4.1309109236878975e-39,2.9146690038728348e-41,1.0370795238153999e-39,5.9399120818017703e-36,6.3339292174070678e-44,7.7924351228451774e-45
