Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410)
5.24287e-10,0.0018705664880750658,5.5890535238178334e-19,5.5887279031383608e-19,5.4456986361893765e-19,5.4341912328554105e-19,8.6596526966612826e-23,3.9937654725445778e-19,3.4928328976133895e-21,2.3709807356970334e-21,1.628804192320749e-19,2.5474637819290847e-20,2.3591107349217341e-21,2.2985346783477602e-21,2.9273813514521286e-25,3.6020280713093467e-26,1.3744509838925798e-19,2.150075196978681e-20,1.18127650344064e-25,4.2228154174151371e-20,8.27701657150081e-22,1.4528317120739924e-26,1.4512361430618239e-25,3.4565097152832101e-30,1.7294197611777053e-30,1.9758272434275245e-23,1.7395274841829697e-36,1.8421016998287719e-27,1.7838954988704664e-30,5.0439409601457748e-30,8.9434865373774914e-21,5.3694912781829902e-25,1.0715488148961526e-24,2.0346476731048667e-23,2.8922501736693869e-40,8.1864182575692069e-37,2.2875113692932933e-31,6.7459432497096283e-38,7.2983356620340996e-26,1.8194573698214118e-31,1.5530590950830265e-32,4.7526855861778727e-25,5.8713635781819318e-26,3.9643608958768004e-41,4.5317831903452931e-25,2.6369122680821913e-30,4.5851881260829563e-42,2.2317165322357688e-30,4.7529218210928058e-25,5.8702286260764441e-26,1.8446045199095196e-27,4.6967884623038619e-33,3.7735129378787568e-23,7.2974907329228396e-40,7.2970682826991632e-37,2.8838100006301555e-39,6.9764999090411413e-28,8.580951795024861e-29,2.0433440241486735e-32,1.0192869885413977e-32,9.0132413104562236e-47,8.4424469441635141e-47,3.9061663710687672e-52,1.5755613009306342e-42,4.1802335849439577e-39,2.4496197002257792e-30,2.0216608416937535e-42,7.2884818359407708e-51,2.2437562489723761e-60,6.181516219956105e-56,1.67911720372469e-54,3.0287377395052177e-51,5.8104454295804893e-55,1.1117119317222931e-57,5.8216814251713698e-57,1.1900871379966424e-26,6.1748460836909632e-36,1.0488672476645327e-23,1.0645567133868069e-37,1.7860800921244988e-42,4.2202523399274378e-24,1.7150784513929009e-64,7.8224082302836048e-65,2.198283230614695e-62,2.7852898018322579e-33,1.9392993655599698e-31,1.9479434710430533e-61,8.3254355190819259e-64,1.068628338082384e-64,1.0518550527693588e-73,2.4259439241281969e-39,2.7568371025143888e-71,3.4850665568959317e-28,4.9614284160488149e-26,6.7994382041110367e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,9.9999999999999964e-05,0.10889011,1.2681605226603122e-31,2.6923893202780339e-37,1.8996851745400771e-39,2.9108473810316185e-37,2.7067260827595703e-33,5.7347639100283496e-42,1.5798942047298147e-42
9.999999999999999e-10,0.0018705664880750658,1.0617859540058914e-18,1.0616656110543791e-18,1.0344836024309565e-18,1.0302385797121028e-18,3.2110649373635083e-22,7.6183039835029903e-19,1.2930494619091836e-20,8.7936992510659948e-21,2.7432721823108972e-19,8.4881458514399872e-20,8.7489846824098217e-21,8.5235291996397598e-21,1.9218628341608616e-24,4.7061385349276419e-25,2.3148922065507082e-19,7.1657047464836253e-20,7.7872779859343267e-25,7.9116674238435806e-20,3.0326144932146289e-21,1.9052615089088166e-25,1.030914284119793e-24,6.6386288765923693e-29,6.6505673600373381e-29,7.0193851417228086e-23,2.2727366375495162e-35,2.1901749614250526e-26,4.653171901073293e-29,1.1989728636898189e-28,1.7020006510314155e-20,3.5552037404567392e-24,6.8493575204631165e-24,7.2253184155918898e-23,1.1124529967484916e-38,5.0032487176250985e-35,3.0543291134513582e-30,6.197076269563246e-36,5.3380180875010765e-25,2.4983133769362869e-30,4.2835341702801808e-31,2.8288369155375676e-24,6.9774919588502822e-25,6.3662879596436438e-39,3.0012144585153361e-24,6.0593187225194451e-29,1.4670647823009899e-39,5.305281790908788e-29,2.8327039649142786e-24,6.9836697587992837e-25,2.1964680951673466e-26,3.1391164387891655e-32,1.4019131356880438e-22,1.9044315518947624e-38,3.7925642094461725e-35,2.7687702370225813e-37,4.613664613446602e-27,1.1290833635504077e-27,3.9393325950552311e-31,3.9344440181598764e-31,4.6846958029241302e-45,5.3936938018832329e-44,2.7126526342290438e-49,6.0827962996320629e-41,3.2294334102138672e-37,3.4614493649255855e-29,2.4441924563800319e-40,8.8152108227608792e-49,2.9069597596479299e-58,1.1279740384415261e-53,3.0668427871717192e-52,3.3503001624985105e-49,3.2169926168609246e-53,2.1875471802651163e-55,2.2913413871671363e-54,4.4299789146492082e-26,1.7113605306603891e-34,1.3194288905113749e-23,5.8933416276887513e-36,1.856600286296533e-40,1.4580697491861106e-23,6.7766690496951893e-62,3.096197948196384e-62,1.7403153390194312e-59,1.8567526366308632e-32,2.5775319086380011e-30,8.0568549189525179e-59,6.8854276464652326e-61,8.8393900294589554e-62,8.5580172632786481e-71,8.8405499697971403e-39,4.4858296818454946e-68,2.5241648486235944e-27,3.6351691585892168e-25,2.4922497936188214e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,9.9999999999999923e-05,0.10889011,1.7861406966259574e-30,1.2829785905973049e-36,9.052389535464554e-39,2.781672628416088e-36,3.8974654652940586e-32,3.7454291085419532e-41,1.265213164757199e-41
1.0485750000000002e-09,0.0018705664880750658,1.1131350346992742e-18,1.1130057284517849e-18,1.0845086382462358e-18,1.0799476587070439e-18,3.4505227961111168e-22,7.9884051961454994e-19,1.3894173177636207e-20,9.449522303797473e-21,2.8570703812538981e-19,9.0947482178384127e-20,9.4014539800729848e-21,9.1591626779591682e-21,2.0882125707766061e-24,5.1499015348408808e-25,2.4109205521931838e-19,7.6778501059066479e-20,8.4618160414680896e-25,8.2883356801499314e-20,3.2577578906240672e-21,2.0849726955987892e-25,1.1213622680643066e-24,7.2812041304502386e-29,7.3119969468341995e-29,7.5343822616453148e-23,2.4870432203306253e-35,2.3950037967612834e-26,5.1100914149584999e-29,1.3162494832741955e-28,1.7844699040653669e-20,3.8633973736114216e-24,7.4393289063048271e-24,7.7553372112024978e-23,1.2230921716190512e-38,5.5057707294053667e-35,3.3428485573378163e-30,6.8229707434592508e-36,5.8085592817127882e-25,2.734837411618487e-30,4.7050670856451078e-31,3.0691595111727071e-24,7.6300104381017129e-25,7.0123008904118173e-39,3.2613941371772206e-24,6.6511095829839999e-29,1.6163984063286002e-39,5.8242154755843402e-29,3.0734190123268016e-24,7.6368306414796204e-25,2.4019139654027492e-26,3.4116924059343637e-32,1.5065310281364341e-22,2.0914413803202446e-38,4.1723714788618244e-35,3.0485443940365091e-37,5.0135284184929273e-27,1.2356119365556189e-27,4.3207128331557394e-31,4.3257817189064977e-31,5.1538461449591114e-45,5.9435812015678473e-44,2.9892424261334109e-49,6.6878218953911842e-41,3.5549220544957205e-37,3.7898845247959581e-29,2.6917043528697391e-40,9.7078887307932521e-49,3.2014979911592841e-58,1.2425201445326213e-53,3.3782832086131306e-52,3.6893062881171119e-49,3.539546325707649e-53,2.4097822047663273e-55,2.5247155428164811e-54,4.7608038932621523e-26,1.8798022303652029e-34,1.347055908905418e-23,6.4842398905693254e-36,2.0443537647638133e-40,1.5638601360906479e-23,7.4668826863441397e-62,3.4115516212174167e-62,1.9177942727146264e-59,2.0179048736139695e-32,2.8209212332809775e-30,8.8775504100302524e-59,7.5876477663625478e-61,9.7408879588107883e-62,9.4308013788522834e-71,9.4955446591757596e-39,4.9435957370792002e-68,2.7463210577702225e-27,3.9556947766562342e-25,2.6773041491831334e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,9.9999999999999923e-05,0.10889011,1.9555741462053971e-30,1.3864914311440503e-36,9.7827513593623852e-39,3.0359862729285382e-36,4.2677968689547861e-32,4.0693168376022559e-41,1.3782716546000376e-41
2.0971510000000003e-09,0.0018705664880750658,2.2077660705464255e-18,2.2072562475191676e-18,2.1506799841042342e-18,2.1327659486652849e-18,1.369631304818918e-21,1.5980021181489329e-18,5.4968792394106345e-20,3.7525586550069592e-20,4.5478123998610634e-19,2.9845619951429766e-19,3.7328715207438118e-20,3.635960027323077e-20,1.3694089693719839e-23,6.7762205003762049e-24,3.8363724385577199e-19,2.5201739799632381e-19,5.5845105468346608e-24,1.5977245149715052e-19,1.2625367288382102e-20,2.7588141009528866e-24,8.3890019290708895e-24,1.256220806213209e-27,2.5365097257970031e-27,2.7892973996612767e-22,3.2724426125083946e-34,2.6698277617316169e-25,1.3489229704312003e-27,2.9537456316775472e-27,3.5385999902074514e-20,2.5695742496156405e-23,4.6186847826814274e-23,2.8702100204132407e-22,4.2432978564005006e-37,3.618581209731635e-33,4.5149800090418024e-29,6.0441962953018422e-34,4.5993776015070761e-24,3.8961169843106936e-29,1.3596765862310403e-29,1.6893574205164521e-23,8.4938981290554798e-24,1.0010908351117437e-36,2.1696759180357148e-23,1.3978017981528806e-27,4.6129594422656809e-37,1.3064531163481367e-27,1.6957475426764591e-23,8.5174181990098848e-24,2.6842180752984292e-25,2.2799972890812434e-31,5.9844354535103225e-22,5.52218056400499e-37,2.1948929714694001e-33,2.7858762155608344e-35,3.3176304630445639e-26,1.6401240938798451e-26,7.4814359438218803e-30,1.5060006773847689e-29,2.7112513054991511e-43,3.3935425761219307e-41,1.7845811408783281e-46,2.3285514414665535e-39,2.4819301537859494e-35,5.6829307020254716e-28,3.5385596374739089e-38,1.2764683898542147e-46,4.767577743471711e-56,2.1425242618223161e-51,5.8280301111810566e-50,4.2904013135849966e-47,2.0583491924238576e-51,4.3247204577978357e-53,9.0662537636799955e-52,1.9046541213721657e-25,5.4610290171962144e-33,1.5777818036492066e-23,3.7704731428234867e-34,2.1540843690912293e-38,5.5132122007193438e-23,2.6865981601068369e-59,1.2285527477740057e-59,1.3815895552795892e-56,1.3469222717265388e-31,3.7890493951578731e-29,3.7074330453289819e-56,6.3360315626495085e-58,8.1367695269892024e-59,7.812092142049852e-68,3.6395985678151271e-38,8.1905234197794515e-65,2.1331361264106688e-26,3.1432423062771875e-24,1.0383534486116396e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999942,9.9999999999999842e-05,0.10889011,2.915515892126068e-29,6.3253228242317478e-36,4.462996498567231e-38,2.8081058949979444e-35,6.6354525656481254e-31,2.8007636511513991e-40,1.0693560703270421e-40
4.194303e-09,0.0018705664880750658,4.3430844898372123e-18,4.3411024738473138e-18,4.2295354918883037e-18,4.1604228906740029e-18,5.3955711261242858e-21,3.1972089912983435e-18,2.1515904853599161e-19,1.4796539286189387e-19,6.3468054633937675e-19,8.7214532056946205e-19,1.4714264685086673e-19,1.4326622290020749e-19,7.998821056256033e-23,7.9434238086255362e-23,5.345995185826849e-19,7.3638207584832826e-19,3.2886704549375024e-23,2.9771591723094375e-19,4.7527592817040762e-20,3.2561902189310368e-23,5.9190892922940186e-23,1.7460805579980562e-26,7.101602583883417e-26,1.0001162059366278e-21,3.8361209789100896e-33,2.4070602004691732e-24,3.1776310454762593e-26,5.3841031135123118e-26,6.9025948345271212e-20,1.5329199471926155e-22,2.424435741691456e-22,1.0301571773993989e-21,1.1880786068405378e-35,1.9688911333979851e-31,5.5065881325361671e-28,3.9822023032106543e-32,3.6057710386930799e-23,5.0839592707576289e-28,3.6345923273592313e-28,7.4449134656021712e-23,7.6231832863225163e-23,9.5107869115196677e-35,1.2943126820711547e-22,2.2533849612072008e-26,8.760220008436249e-35,2.374387304472011e-26,7.5025829518787382e-23,7.6662841479378454e-23,2.4268234182442919e-24,1.3634057929986824e-30,2.3450869574465019e-21,1.3010083050889074e-35,1.0290797528806372e-31,2.068073127457418e-33,1.9478169871385551e-25,1.9326373145810206e-25,1.0385956784622712e-28,4.2118413765339681e-28,1.2711869606533641e-41,1.2900343304077745e-38,6.9423230418622887e-44,6.5125773632906493e-38,1.3932447358307432e-33,8.0528952026991443e-27,3.8568458045669679e-36,1.3914222484996105e-44,6.4127242249303545e-54,3.0189496315400983e-49,8.2139795340745216e-48,4.5853359472984477e-45,1.099678948520557e-49,6.2205608558810916e-51,2.6098942381478687e-49,7.6211030380497276e-25,1.4563959817753083e-31,1.8256806462353549e-23,2.0142061227924384e-32,2.0242633618175038e-36,1.8386802919192811e-22,7.7414487770975958e-57,3.5416256011941479e-57,7.9683475001256166e-54,8.0483859892270541e-31,4.5699924824119116e-28,1.36847997866894e-53,4.6751323728821118e-55,6.0077946090605997e-56,5.7438306379981095e-65,1.3404591915354134e-37,1.2045064469142809e-61,1.6125164237309514e-25,2.4811437431081477e-23,3.9143679127688688e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999889,9.9999999999999666e-05,0.10889011,4.0947223117223854e-28,2.6069599724763039e-35,1.8394086558199219e-37,2.3452587011035496e-34,1.0048276763504366e-29,1.8512322844366866e-39,7.5396922843101207e-40
8.388607e-09,0.0018705664880750658,8.408374510970533e-18,8.4008772006054795e-18,8.1837032857334679e-18,7.9261457221390939e-18,2.0946306233133827e-20,6.3989400549603919e-18,8.2511321682314156e-19,5.754265089562929e-19,7.7395519677134712e-19,2.2428437896664515e-18,5.7187452392216077e-19,5.5636950577717204e-19,4.0998363231054953e-22,8.143157311611622e-22,6.4906851503852676e-19,1.8918241116875032e-18,1.7002050270093938e-22,5.2225365987487012e-19,1.6991732730155006e-19,3.3591416835394848e-22,3.7869513584972799e-22,1.974555768313611e-25,1.6198123698488347e-24,3.501739276891463e-21,3.9325785927476901e-32,1.7199180300801833e-23,6.5562359817844285e-25,7.8105142514319788e-25,1.2994891419680922e-19,8.0955277390612891e-22,1.0249979781439461e-21,3.6267320206686096e-21,2.7099693052744543e-34,8.833300331577607e-30,6.0441075669035985e-27,1.9965134540751933e-30,2.7733201316726261e-22,5.8476250164945317e-27,8.6701695306566442e-27,2.5565613926293035e-22,5.3581982515963628e-22,6.1281127713663297e-33,6.8298830850149188e-22,2.6225151745691802e-25,1.1265254234565615e-32,3.3973720425060221e-25,2.5913146343283548e-22,5.4081057929069493e-22,1.7293773170912327e-23,7.2087518991193004e-30,8.9190786667259755e-21,2.6844645028920884e-34,4.2254427737609779e-30,1.1981704460284978e-31,9.8784664221401912e-25,1.9625923802955846e-24,1.1565290274707934e-27,9.465949954132896e-27,5.2195685020475982e-40,3.3220260615264402e-36,1.8088486594681614e-41,1.4637103627707229e-36,6.2904329429999399e-32,1.0382171305158313e-25,3.4675444828257709e-34,1.2510372609886346e-42,7.9529928901156488e-52,3.3264319847260084e-47,9.0516391036379175e-46,4.246307879219845e-43,5.0872033964938388e-48,6.9261143521869324e-49,5.8175636111861421e-47,3.0503068751773162e-24,3.3582633926271837e-30,2.2317092082216686e-23,9.3165408833507214e-31,1.6667261709735591e-34,5.9238044882213655e-22,1.7264452164551092e-54,7.9000139130584089e-55,3.556672667166191e-51,4.2504882868689178e-30,4.8837671826236292e-27,4.3497534709452752e-51,2.9687369911531305e-52,3.8200176098312607e-53,3.6444726721313773e-62,4.5906428712446775e-37,1.5286888951010705e-58,1.1616499175053758e-24,1.9333962146259941e-22,1.4032139503521791e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999768,9.9999999999999327e-05,0.10889011,5.2236943704602743e-27,9.788808301470084e-35,6.9067492995575805e-37,1.7848747285521872e-33,1.4520483203117469e-28,1.1892524062719292e-38,5.0073678348372074e-39
9.999999999999999e-09,0.0018705664880750658,9.8269669684291218e-18,9.8157384137127176e-18,9.5610754606730879e-18,9.1802119418871534e-18,3.2119901027853772e-20,7.6313129242058947e-18,1.2519471432495835e-18,8.8363804313905081e-19,7.9166088290112165e-19,2.8073896109125674e-18,8.7769268905296241e-19,8.5326328281761297e-19,6.8894521795102932e-22,2.062790287730113e-21,6.6256879164933407e-19,2.3658818278536375e-18,2.8689037653462843e-22,5.816041061814205e-19,2.4467662944961119e-19,8.5308667591232889e-22,7.0833979811559028e-22,5.1843237316962305e-25,7.2501362801752373e-24,5.145636956072909e-21,9.9618425335338938e-32,3.368218941070478e-23,2.808194963823082e-24,2.4542944317451976e-24,1.4906517672334466e-19,1.3920488165866472e-21,1.487182142766699e-21,5.3662477877220882e-21,1.2129705066704893e-33,7.1358007585460678e-29,1.6718748675675212e-26,1.7030214433670923e-29,6.1963585361248616e-22,1.5788435789343876e-26,4.1408118640139438e-26,3.4302053638776618e-22,1.0144364613899685e-21,6.0325905784536219e-32,1.1730785474589835e-21,6.3239248460564494e-25,2.1141639216225022e-31,1.0267783959244311e-24,3.4870780026117389e-22,1.025797795634879e-21,3.3225464470661133e-23,1.2399408688937846e-29,1.3375368777643721e-20,1.149849586938153e-33,3.2677350903441417e-29,1.1404785197415207e-30,1.625067417832929e-24,4.8440877598621765e-24,2.9503220685142909e-27,4.099772557554748e-26,4.0365478399581889e-39,1.2218061784856913e-34,6.6913376892708316e-40,6.3394964941866131e-36,4.9633690379091015e-31,3.0733449494946674e-25,5.3327777145949651e-33,1.9240301335765729e-41,1.8613642603136271e-50,5.5362017236332558e-46,1.5065538218445721e-44,6.4211740826048548e-42,4.0443639503686189e-47,1.1585015874659477e-47,1.9019100958762202e-45,4.810768236640874e-24,1.4637813731552532e-29,2.3686719455022033e-23,7.4049171802048453e-30,2.449483950372249e-33,8.484451528948991e-22,5.6455358806313865e-53,2.5836064921967973e-53,2.2993501581991303e-49,7.302045238678771e-30,1.2940696700016143e-26,2.2938827450029942e-49,3.0999333687272464e-50,3.9992637746055084e-51,3.811480162969677e-60,6.3795443319608572e-37,3.1855679108879381e-56,2.4261130944488661e-24,4.3860960749489564e-22,2.0249900363037557e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999716,9.9999999999999192e-05,0.10889010999999998,1.5400734882269355e-26,1.4273793432575206e-34,1.0071247699125789e-36,3.8011586213597895e-33,4.910691817254782e-28,2.4383036547863859e-38,1.0371501714202969e-38
1.6777215e-08,0.0018705664880750658,1.5793299254578572e-17,1.5766377789947188e-17,1.5354043013953645e-17,1.445457790690615e-17,7.9113933052752734e-20,1.281444074904048e-17,3.0471301238670885e-18,2.17991761779055e-18,8.6612765892906715e-19,5.1817628444667025e-18,2.1639062049345317e-18,2.1019425058036478e-18,1.8622050264685343e-21,7.3136387721764624e-21,7.1934840850935002e-19,4.3596791602653276e-18,7.7842302064676377e-22,8.3122088803752206e-19,5.5910015239365572e-19,3.0282166881515993e-21,2.0947630665411943e-21,1.8684002325283383e-24,3.0930216595730041e-23,1.2059560505333515e-20,3.5319789364912358e-31,1.0300661652734921e-22,1.186150408693417e-23,9.4916388927104547e-24,2.2946457099821974e-19,3.8419172955331573e-21,3.4310415571018688e-21,1.268232297807687e-20,5.1747336829039046e-33,3.343251322233521e-28,6.1614275615399864e-26,8.0259124938079845e-29,2.0593012375523315e-21,5.759761075902307e-26,1.7909775721621856e-25,7.1045871109771912e-22,3.02740775163993e-21,2.8827159983667047e-31,3.2343056465070119e-21,2.1891355725270039e-24,1.053214323660386e-30,3.9163440511244678e-24,7.2544897612458422e-22,3.0655625441574659e-21,1.0023115287319683e-22,3.4230332030301593e-29,3.2117684391565009e-20,4.8568649200966582e-33,1.5234070959687777e-28,5.4331881562063308e-30,4.3050978007600704e-24,1.6963113788167768e-23,1.0494677234917283e-26,1.7361442598201913e-25,1.8818254583515971e-38,6.2207743453948421e-34,3.4073074193664188e-39,2.6846133240544432e-35,2.3192725529139883e-30,1.1632708668773999e-24,2.6303051056232512e-32,9.4899752708919661e-41,9.3554233497868856e-50,2.7421387330184058e-45,7.4621401478586234e-44,3.1641504048587204e-41,1.8914614046540435e-46,5.7396414306354792e-47,9.6563094489402603e-45,1.2214936646104778e-23,6.2077474788923453e-29,2.9447113831432394e-23,3.4630240689222383e-29,1.2050557810095253e-32,1.9254049965906895e-21,2.8663484581841786e-52,1.3117508367838339e-52,1.1820396252416647e-48,2.0136318161026112e-29,4.6826622466862185e-26,1.175857844802489e-48,1.6012808897455416e-49,2.0658750092193447e-50,1.9688567120697552e-59,1.3903326434208802e-36,1.6519171877199262e-55,7.7442067002477589e-24,1.4701689033264349e-21,4.6400629678309007e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999525,9.9999999999998636e-05,0.10889010999999997,5.8203447573859971e-26,3.3136794888646219e-34,2.3380531046533709e-36,1.2281268341703678e-32,1.9457093959460205e-27,7.6915775967737912e-38,3.293203697111787e-38
3.3554431e-08,0.0018705664880750658,2.8084108004780777e-17,2.7996158172037767e-17,2.724888946895969e-17,2.4448810566152148e-17,2.8466253076130949e-19,2.5686321656660275e-17,1.0547280502789249e-17,7.8768043183927022e-18,9.6142687354486394e-19,1.1182147793722601e-17,7.8018534759361267e-18,7.5552635387531928e-18,7.6584203047484765e-21,5.8039913627089564e-20,7.8509791062346881e-19,9.3686274455121871e-18,3.2253697424914411e-21,1.1584028359464158e-18,1.6413991166815427e-18,2.4023393449617929e-20,9.6106371690480747e-21,1.5192478471509706e-23,5.0758553483859784e-22,4.0357845784144224e-20,2.8029242585072059e-30,5.937229594816444e-22,1.8971532535681905e-22,1.0990607719619778e-22,3.6680397896873602e-19,1.692926846064809e-20,9.3440075635247813e-21,4.3744506483804222e-20,8.4921361212001134e-32,1.0913384124935654e-26,6.1726017075656981e-25,2.7034744085734372e-27,1.4394345723727904e-20,4.8006641090586462e-25,3.1518874444642964e-24,1.7415723405157192e-21,1.4655915557199533e-20,1.0699383268736677e-29,1.4199344649852745e-20,1.3789463010909358e-23,7.6998368098362734e-29,3.8566945655841456e-23,1.7940926313960117e-21,1.4858747482643585e-20,5.0866797772614701e-22,1.5087645235917235e-28,1.0616289605910381e-19,7.7682862492921194e-32,4.8663037789513833e-27,1.991009094960884e-28,1.6294815843168692e-23,1.2448064510499465e-22,7.8943633974573588e-26,2.6431129231246206e-24,6.0112262485253407e-37,9.1093987770363753e-32,5.0043107686573312e-37,4.0870892565919977e-34,7.1021742606887401e-29,1.0883757465032542e-23,1.7208920030922529e-30,6.2089467158051333e-39,1.0491940977268147e-47,1.6311408634539293e-43,4.4389282721042997e-42,1.7750540428239465e-39,5.2852721832936049e-45,3.4231962146097647e-45,1.1544052271569272e-42,4.8955612926283436e-23,8.5891310010098421e-28,4.0927148381968711e-23,9.6714747289877793e-28,7.7181391594109464e-31,6.5289936256392458e-21,3.4271186555850968e-50,1.5684661284942704e-50,2.8300546863146336e-46,8.8420153108720803e-29,4.1517535994626577e-25,2.6704341354972467e-46,7.2376390723663914e-47,9.3866514284427696e-48,8.9411007828621025e-57,3.4997307217540032e-36,1.500622340825786e-52,4.6383164710965333e-23,1.069657504904839e-20,1.3736909279067234e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999057,9.9999999999997254e-05,0.10889010999999992,5.5065061695061115e-25,9.9248129611570838e-34,7.0027110074169692e-36,7.5156838572940441e-32,2.3476029287155525e-26,5.1733143782040892e-37,2.2336705348580597e-37
6.7108863e-08,0.0018705664880750658,4.561443807512714e-17,4.5369083432449167e-17,4.4119688269863702e-17,3.6873020347016535e-17,9.4785619738704842e-19,5.1557146153252899e-17,3.3072072995005007e-17,2.6318968886727726e-17,1.127572084984469e-18,2.3291966728724985e-17,2.5967968580596427e-17,2.4999614031149865e-17,2.8963586513162162e-20,4.0540738230501957e-19,8.9882866824450633e-19,1.9416475032047415e-17,1.2291526711735872e-20,1.4024253386761237e-18,4.2491557606334075e-18,1.6679133829936296e-19,3.5798362790140875e-20,1.0679032224096816e-22,7.2083663836639619e-21,1.2760708767913378e-19,1.9578357778420751e-29,3.7957870745878862e-21,2.6742547477941359e-21,1.3938443885837158e-21,5.1584279925623149e-19,7.1448262506929861e-20,2.2003185548177774e-20,1.4465856942455068e-19,1.2059960502287902e-30,3.0834452233373458e-25,6.4007088673141e-24,7.761644744805353e-26,9.1735341366399881e-20,3.3793165184312774e-24,4.7000791274967271e-23,4.1141558187089731e-21,6.4727249333522196e-20,3.2921646797714002e-28,5.9647973547883971e-20,7.1110568690597497e-23,4.5868074349971209e-27,3.4440885616426127e-22,4.2897332222501079e-21,6.5527467949020729e-20,2.4502873243408258e-21,6.3684444004601517e-28,3.1369572962669002e-19,1.0950370953570943e-30,1.3733911552470518e-25,6.0630986832016236e-27,5.4678049323684993e-23,7.7456343834156513e-22,4.9731417350064946e-25,3.375598275323947e-23,1.6965175218916771e-35,1.086995171602434e-29,5.9803488175220143e-35,5.2197581813825966e-33,1.8258661202634705e-27,8.3285248772306923e-23,9.747817276183063e-29,3.5170162336530811e-37,1.0914922330613038e-45,6.986896061487402e-42,1.9014165453900858e-40,7.2797417457297537e-38,1.0764478291920612e-43,1.4682384343969338e-43,9.9328618065521246e-41,1.9644610477153309e-22,8.6163503850691365e-27,5.6533364798778817e-23,1.9676595988406438e-26,4.3675253250048424e-29,2.3246250910700734e-20,2.9489793880549077e-48,1.3496760569546395e-48,4.8785211223460491e-44,3.7146631804129649e-28,3.5101518886195887e-24,4.9330812513744526e-44,2.647619527246163e-44,3.4696826745123802e-45,3.3041149623558759e-54,6.9644151247327226e-36,1.1093665831774838e-49,2.4631800005191343e-22,7.234180945699125e-20,3.6000807179373638e-37,0.88130563799999995,0.0,0.0,0.0,0.009891189999999812,9.9999999999994502e-05,0.10889010999999979,4.3723829580224129e-24,2.6156716102688608e-33,1.8455554252734541e-35,4.0657234218151769e-31,2.5134462716940019e-25,3.6585961003621083e-36,1.5863736043473418e-36
