Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341)
0.0005402094612856838,0.0032560656529447875,1.5915788044165386e-09,4.405142237375155e-10,1.1154955464836213e-09,1.0696758346514324e-09,4.8695413145737588e-07,7.2418351964186327e-07,8.6589763497335137e-09,1.0909888400442102e-08,2.6783172508735998e-09,9.9041196066702147e-09,2.8028467798407568e-09,8.0935216761638536e-09,2.5883931845571648e-10,9.3855315664411589e-10,1.2468250398909918e-09,5.555444576204254e-09,5.2781659385350908e-11,7.4675347538992244e-09,1.1800939430330449e-07,1.7940462004299251e-10,3.5302253155453046e-11,1.9796190410931684e-13,1.472037377950712e-08,3.6429730466870812e-07,3.2251642975499771e-19,1.9413136272832465e-09,1.676320345259142e-08,1.0789198100986207e-06,5.6931874531108469e-10,1.560426005273941e-08,2.2476171831008426e-11,2.4389287381544798e-07,7.7242040661018762e-17,5.6157647597028852e-08,2.1426994156876592e-07,2.0222024683711676e-09,3.0747239851685862e-09,1.0766770454769311e-12,1.7993127561752256e-07,1.6489355358086576e-10,7.344501740746912e-10,2.9613860748118651e-11,8.7547447682625847e-09,3.0006757420845614e-12,2.3964367120782858e-10,9.736080291410053e-09,1.1263935975932168e-10,4.1688443598030541e-10,4.0614233674298581e-07,2.7868260108857238e-15,3.4348017596406092e-09,2.015868359947335e-16,3.1377443301328949e-08,2.3528046613534276e-10,5.2876449787009246e-11,2.1257335154186017e-10,2.3503363169039051e-13,1.7531620890271573e-08,6.4463329229678468e-17,2.1543207412458081e-09,1.7781062716756352e-13,8.1609595215563695e-17,7.6193985233831729e-08,6.6679146067933968e-10,5.3652527324555719e-09,3.4231553370806878e-17,8.9199911140566396e-17,3.3196128261027588e-12,2.3956044824516902e-11,5.4859388147785848e-09,5.1088886049318698e-16,2.6813592424838237e-14,2.1426229034839026e-09,1.9960422019089995e-08,5.1097502021121815e-13,4.163499785394158e-13,2.4323661484755034e-08,4.0646143536071642e-08,2.2968823414623377e-07,8.4722967081742016e-16,3.4019764735329259e-16,4.2353065105068111e-08,1.0832011025493992e-15,3.8100174884367453e-08,1.0493058877813474e-12,1.4446448291197399e-12,2.7073085834453393e-10,5.2610650519167687e-18,4.6421263235114108e-13,4.071073735225544e-10,4.6687266499542543e-10,3.8890444849156851e-09,3.4118082508701255e-19,0.88130563799999995,0.0,0.0,0.0,0.0098897451149187205,0.00010001399985248323,0.10888795968013978,1.6968278164531964e-12,5.7990960736389227e-16,1.1632265617986872e-17,3.9096563667972143e-10,2.3463677897689319e-10,2.5743441497883231e-11,1.4525333481129928e-12,4.6801987724081773e-13,2.2278576788999168e-13,3.8087249400003185e-13,7.2624587471640963e-13
0.0005438828017842968,0.003256065818521569,1.6759777820507165e-09,4.6421541293770511e-10,1.1752226044627542e-09,1.1266108999020663e-09,5.1243045721177116e-07,7.6129437832172075e-07,9.1196633504676872e-09,1.1488080772676788e-08,2.8224030474488234e-09,1.0436915853568707e-08,2.9535905876440923e-09,8.5266963783571866e-09,2.726924294948823e-10,9.8878328914396458e-10,1.3136822996286832e-09,5.8533286098455595e-09,5.5620300763674515e-11,7.8544523425074657e-09,1.2412286510671879e-07,1.8905288611861081e-10,3.7180349897042234e-11,2.0860818297075945e-13,1.5508081821100565e-08,3.8345950617056785e-07,3.3977708556899422e-19,2.0465565250359172e-09,1.7656559446776017e-08,1.1360231407339179e-06,6.0004139262872541e-10,1.6443291519649519e-08,2.3681345819831549e-11,2.5671592617496368e-07,8.1375378246299995e-17,5.8873636933963672e-08,2.2546660626120184e-07,2.1200012837111756e-09,3.2394635170309215e-09,1.1343639205061663e-12,1.893736619903545e-07,1.7376324597542421e-10,7.7395524883930091e-10,3.1046073788880696e-11,9.2239016874897524e-09,3.162077829136232e-12,2.5123352929248324e-10,1.0248961818800481e-08,1.1867863097450675e-10,4.3923543024689789e-10,4.2748316250881285e-07,2.9366719394073021e-15,3.6200857177446156e-09,2.1232994602511572e-16,3.2965674169570676e-08,2.4718938278107198e-10,5.5728687634217356e-11,2.240395608787937e-10,2.4771136535783772e-13,1.8472358714658721e-08,6.7726267142422109e-17,2.2607038683189568e-09,1.8659114455199613e-13,8.5988726107106217e-17,8.0195343132923396e-08,7.3324692650503018e-10,5.3564960191766012e-09,3.417564635321722e-17,9.3617905270519375e-17,3.4847522368528444e-12,2.5147776310595981e-11,5.7588556287205322e-09,5.3630477708235592e-16,2.8147446798082813e-14,2.2494715242777743e-09,2.1256889344492847e-08,5.6190019540499774e-13,4.4440334895612964e-13,2.6007542113392602e-08,4.2779356071100829e-08,2.4184877315317369e-07,8.8947943944074112e-16,3.5716267163991169e-16,4.4664892768494751e-08,1.1412486340043301e-15,4.0094891729196732e-08,1.1609636838178486e-12,1.5983613252301428e-12,2.9935239468395163e-10,5.8172623238447426e-18,5.1328800446733994e-13,4.4930665020103316e-10,4.9415670151926212e-10,4.0970967842589892e-09,3.7726680381945562e-19,0.88130563799999995,0.0,0.0,0.0,0.0098896690740589172,0.0001000147038658478,0.10888784681511654,1.787601737846211e-12,6.4124542608351875e-16,1.2862585871666789e-17,4.3151574911146597e-10,2.4829248471659369e-10,2.853596411301735e-11,1.6100953082407464e-12,5.1878781777086868e-13,2.4695246627830858e-13,4.221876002104979e-13,8.0502514819622148e-13
0.0005475561422829098,0.003256065993005598,1.7649407844644779e-09,4.8923382839548372e-10,1.2382365966875776e-09,1.1866468901549781e-09,5.3927220691093517e-07,8.0034151885217034e-07,9.6054211421064521e-09,1.2097504872083555e-08,2.9744856153532274e-09,1.0999280519105961e-08,3.1127062671455414e-09,8.9836926241322905e-09,2.8730733776016608e-10,1.0417754869187444e-09,1.3842302805690385e-09,6.1676556730500301e-09,5.8616583992357128e-11,8.2615818916794172e-09,1.3055561323398078e-07,1.9923693340867513e-10,3.9160642468415106e-11,2.1984566552653924e-13,1.6339117075762249e-08,4.0365452515949037e-07,3.5798687401859617e-19,2.1577192086093235e-09,1.859864526045638e-08,1.1962250757612841e-06,6.3247840779852334e-10,1.7328854844752879e-08,2.4953044455129702e-11,2.7023046723930704e-07,8.5736067207794723e-17,6.1710650648166132e-08,2.3726283997485511e-07,2.2221577621214325e-09,3.4132930975842497e-09,1.1952338580354986e-12,1.9932949850290546e-07,1.8312509237272816e-10,8.1565220968437424e-10,3.2542103706051124e-11,9.718935129799893e-09,3.3324350781867269e-12,2.6333980710296717e-10,1.0789551739233137e-08,1.2505121827617006e-10,4.6281993605477949e-10,4.499713069307418e-07,3.0948281762758214e-15,3.8157017451160421e-09,2.2365906044082168e-16,3.4632054013155129e-08,2.5968424944502197e-10,5.8739968148456964e-11,2.3614509885149063e-10,2.610959811559727e-13,1.9465034349092083e-08,7.1149758070215584e-17,2.3722426387629281e-09,1.9579719199231037e-13,9.0609627465599847e-17,8.4411610452506841e-08,8.0631657273872654e-10,5.3467971536465584e-09,3.4113726329208903e-17,9.8241416454785553e-17,3.6576254943653243e-12,2.6395319238984444e-11,6.0445544647328659e-09,5.6291104474468706e-16,2.9543765234818216e-14,2.3613420862646323e-09,2.2651174401000268e-08,6.1789371338039848e-13,4.745672265627459e-13,2.7815885944368033e-08,4.5029139750137156e-08,2.5467199036339393e-07,9.3371496934196895e-16,3.7492506096553943e-16,4.7091848649686877e-08,1.2024977988570637e-15,4.2196610164974932e-08,1.2846903258058882e-12,1.7686915828433031e-12,3.3105090060733615e-10,6.4332538035724009e-18,5.6763912071004302e-13,4.9597087076841888e-10,5.2319484641730636e-10,4.3165965755196894e-09,4.1723371016297815e-19,0.88130563799999995,0.0,0.0,0.0,0.0098895889299486454,0.00010001544420288784,0.10888772789133666,1.8833700979212648e-12,7.0917770902013559e-16,1.4225222994971224e-17,4.7635826262632936e-10,2.6282027172455468e-10,3.1635670218144732e-11,1.7849891303844562e-12,5.7514024646200358e-13,2.7377755061941946e-13,4.6804744399019605e-13,8.9247026578849639e-13
0.0005512294827815227,0.003256066176892051,1.8587228958861986e-09,5.1564682896091651e-10,1.3047268553275111e-09,1.2499592682389969e-09,5.6755469515649861e-07,8.4142636211600468e-07,1.0117666542008534e-08,1.2739903063204736e-08,3.1350323789161898e-09,1.159294174379742e-08,3.2806850032159879e-09,9.4658812926131601e-09,3.0272788125350171e-10,1.0976886797848853e-09,1.4586828074362282e-09,6.4993782968609511e-09,6.1779757488173706e-11,8.6899806615319929e-09,1.3732433095746585e-07,2.0998819184093299e-10,4.1248905061865698e-11,2.3170903304931385e-13,1.7215986159798584e-08,4.2493989965579535e-07,3.772004083951378e-19,2.2751555427161069e-09,1.959223472475216e-08,1.2597001922800103e-06,6.6673091668828243e-10,1.8263677771329255e-08,2.6295121431443249e-11,2.8447507196806636e-07,9.0337260600433779e-17,6.4673051305481677e-08,2.4969165138037641e-07,2.3288289561281239e-09,3.5967402613467886e-09,1.2594715847309632e-12,2.0982794001012129e-07,1.9300784941347231e-10,8.5966911501558013e-10,3.410425059337824e-11,1.0241347841304143e-08,3.5122706833318473e-12,2.7598111647840245e-10,1.1359400676147036e-08,1.3177642586017789e-10,4.8770938551278468e-10,4.7367038098139295e-07,3.2617818800294245e-15,4.0222587717313939e-09,2.3560753625243284e-16,3.6380186259365444e-08,2.7279208092593125e-10,6.1919664155253365e-11,2.4892763935793157e-10,2.7522913391661869e-13,2.0512667402365855e-08,7.4741205067447114e-17,2.4891679588857728e-09,2.0544782774673113e-13,9.5486355582685577e-17,8.8854673074182843e-08,8.8664574245511474e-10,5.3361516234976131e-09,3.4045764430855393e-17,1.0307891396963962e-16,3.8385590676357564e-12,2.7701029578979016e-11,6.3435749975340015e-09,5.9075792176127746e-16,3.1005184166379103e-14,2.4784489114697322e-09,2.4151671542352795e-08,6.7945006852207613e-13,5.0701503961934301e-13,2.9758798544121075e-08,4.7402125427865326e-08,2.6819556514311742e-07,9.8002100710899825e-16,3.9351884458007385e-16,4.9639332715738141e-08,1.2671345279279025e-15,4.4411242975380717e-08,1.4218084331251652e-12,1.9574562482593659e-12,3.6616179174962913e-10,7.1155575640517685e-18,6.2784106349291116e-13,5.4758038756812681e-10,5.5411402371138434e-10,4.5482054069671509e-09,4.6150476726574211e-19,0.88130563799999995,0.0,0.0,0.0,0.0098895044534818045,0.00010001622274904917,0.10888760257389322,1.9844215094237898e-12,7.844258141668043e-16,1.5734606414734043e-17,5.2595514458581133e-10,2.7828263394515493e-10,3.5076945540498066e-11,1.979154871995548e-12,6.3770226794657679e-13,3.0355859671341525e-13,5.1896075535793385e-13,9.8955126431212339e-13
0.0005549028232801357,0.0032560663707051937,1.9575939591338591e-09,5.4353664448926489e-10,1.3748942071612077e-09,1.3167338558159255e-09,5.9735759393856841e-07,8.8465565072519587e-07,1.065789984681207e-08,1.3417118250111003e-08,3.3045398193526099e-09,1.2219735076098675e-08,3.4580488811485362e-09,9.974716426553246e-09,3.1900055731359447e-10,1.1566914371912121e-09,1.5372668429507369e-09,6.8495075288206164e-09,6.5119651477794258e-11,9.1407613225582615e-09,1.4444658460101717e-07,2.2134006828371796e-10,4.3451251961890492e-11,2.4423514827880487e-13,1.8141351114919494e-08,4.4737655189025329e-07,3.9747561447130062e-19,2.3992421606260303e-09,2.0640268362729248e-08,1.326633524129531e-06,7.0290642090417663e-10,1.9250660035210143e-08,2.7711667185644587e-11,2.9949059022672654e-07,9.5192927053091885e-17,6.7765259456896571e-08,2.6278795900204447e-07,2.4401740020514401e-09,3.7903651709045135e-09,1.3272732526204417e-12,2.2089991624617349e-07,2.0344206048674592e-10,9.0614197862599165e-10,3.5734845073549398e-11,1.0792736043608983e-08,3.7021403411881471e-12,2.8917631612352603e-10,1.1960151202451245e-08,1.3887474358582568e-10,5.1397959741739778e-10,4.9864770518185132e-07,3.4380509260512733e-15,4.2404040971773248e-09,2.4821073505057955e-16,3.8213816163613144e-08,2.8654095493386964e-10,6.5277739120142827e-11,2.6242723005126851e-10,2.9015510307824728e-13,2.1618465111636032e-08,7.8508302567035751e-17,2.6117191998116223e-09,2.1556280873212375e-13,1.0063384016205452e-16,9.3537109592832851e-08,9.7494023171867445e-10,5.3245539409110674e-09,3.3971725563329132e-17,1.0813914332640254e-16,4.0278890435175317e-12,2.9067332707317874e-11,6.6564727868276702e-09,6.1989714573478961e-16,3.2534417649426245e-14,2.6010127184487084e-09,2.5767565058822117e-08,7.4711007376312737e-13,5.4193515041536456e-13,3.1847257954534087e-08,4.9905343128181604e-08,2.8245947295659501e-07,1.0284848286270558e-15,4.129790673506196e-16,5.2312973962929714e-08,1.3353563175183504e-15,4.6745047255275651e-08,1.5737877198060009e-12,2.1666783469994081e-12,4.050575510402387e-10,7.8714120004414985e-18,6.9453246544464512e-13,6.0466794173260493e-10,5.8705157405406628e-10,4.792625553629815e-09,5.1054999063387243e-19,0.88130563799999995,0.0,0.0,0.0,0.0098894154020299305,0.00010001704148719493,0.10888747050845651,2.0910623513400709e-12,8.6778863310488138e-16,1.7406760902671914e-17,5.8081876656692301e-10,2.9474713234610086e-10,3.8898112901244282e-11,2.1947547147429164e-12,7.0717055734932205e-13,3.3662725208380345e-13,5.7549451254030878e-13,1.0973492468128333e-12
0.0005585761637787487,0.0032560665750001995,2.061839443356519e-09,5.7299070833157946e-10,1.448951710228909e-09,1.3871674694921367e-09,6.2876520032690389e-07,9.3014172239431611e-07,1.1227709971903128e-08,1.4131099760334398e-08,3.4835354110182492e-09,1.2881610622872943e-08,3.6453529804659174e-09,1.0511740573288123e-08,3.3617469344376444e-10,1.2189625873146213e-09,1.6202233311748828e-09,7.219116685932093e-09,6.8646717396364039e-11,9.6150947689463999e-09,1.5194085884437778e-07,2.3332808037349721e-10,4.5774158470246934e-11,2.5746320309631078e-13,1.9118039756157607e-08,4.7102900154585797e-07,4.1887394324188843e-19,2.5303801309482092e-09,2.1745863894519455e-08,1.3972212383613145e-06,7.4111924072884367e-10,2.0292885093175088e-08,2.9207024078289649e-11,3.1532029088079588e-07,1.0031790506824933e-16,7.0991742769595774e-08,2.7658870949579469e-07,2.5563537282200724e-09,3.9947627692053173e-09,1.398847192758405e-12,2.325782504310447e-07,2.1446017378147063e-10,9.552152945397118e-10,3.7436242561439849e-11,1.1374795695191376e-08,3.9026343946987566e-12,3.0294446515774322e-10,1.2593543716537541e-08,1.46367922785627e-10,5.4171105753275076e-10,5.2497454011407345e-07,3.6241860011924139e-15,4.4708259638297202e-09,2.6150614933765531e-16,4.0136833228277914e-08,3.0096003016603148e-10,6.8824786579962162e-11,2.7668645063628367e-10,3.0592096771147083e-13,2.2785834840841149e-08,8.2459041349812451e-17,2.7401443275646269e-09,2.2616260126072039e-13,1.0606794249982098e-16,9.8472234605085661e-08,1.0719715379966306e-09,5.3119972689406855e-09,3.3891566020316635e-17,1.134311641043853e-16,4.2259614750273611e-12,3.0496725921733271e-11,6.983819837994267e-09,6.5038198580502868e-16,3.4134260172996457e-14,2.7292607719923767e-09,2.7508908310248024e-08,8.2146488122996693e-13,5.7953213062811091e-13,3.4093191031210005e-08,5.2546247731436384e-08,2.9750613847600318e-07,1.07919629827453e-15,4.3334181353105291e-16,5.5118637196254191e-08,1.4073730041153263e-15,4.9204645961553323e-08,1.7422618153444656e-12,2.3986063811705742e-12,4.4815190253247624e-10,8.7088569394000189e-18,7.6842266488849855e-13,6.6782448655062729e-10,6.2215619645908597e-10,5.0506026719729362e-09,5.6489146789056517e-19,0.88130563799999995,0.0,0.0,0.0,0.0098893215185856826,0.00010001790250262476,0.10888733132007833,2.2036179267689086e-12,9.6015356507895628e-16,1.92594865841685e-17,6.4151750975819489e-10,3.1228684437885707e-10,4.3141898158422319e-11,2.4341992507561512e-12,7.8432182995737114e-13,3.7335326821429088e-13,6.3828083530809342e-13,1.2170695264640613e-12
0.0005618821702275004,0.003256066768313092,2.1605047652692702e-09,6.0091353031686886e-10,1.5191161058342641e-09,1.4538582443225512e-09,6.5847769259116949e-07,9.7310631617671573e-07,1.1767216142137043e-08,1.4806820097788778e-08,3.6532063605020481e-09,1.3509003964607106e-08,3.8229126760527292e-09,1.1020514565829424e-08,3.5244535539724914e-10,1.2779576783358096e-09,1.6988337400215095e-09,7.569360724766392e-09,7.1990280491882572e-11,1.0063149468013366e-08,1.5901983716942532e-07,2.4469235582490096e-10,4.7973512753796892e-11,2.700030037318554e-13,2.0043420738249271e-08,4.9341211545219766e-07,4.3914651490662147e-19,2.6547855625813236e-09,2.2792843671796737e-08,1.4640463473439798e-06,7.7735300766938272e-10,2.1280826615943497e-08,3.0624033664837029e-11,3.3030097873509658e-07,1.0517365720306653e-16,7.4014103970533018e-08,2.8964395288037987e-07,2.6651830776856766e-09,4.1884528294972296e-09,1.466671670749326e-12,2.4363594084045898e-07,2.2490416592702058e-10,1.0017313711855549e-09,3.9029998566373705e-11,1.1926360801573443e-08,4.0926805682202284e-12,3.158415441061941e-10,1.3193028057871589e-08,1.5346844912278115e-10,5.6798925961485833e-10,5.4988478725230422e-07,3.8006263672268063e-15,4.6893060953540059e-09,2.7409667688775905e-16,4.1947307165687764e-08,3.1453520295974012e-10,7.2187997823401081e-11,2.9020660099572918e-10,3.2086967348373112e-13,2.389209960039996e-08,8.617856611699592e-17,2.8609610766470973e-09,2.3613442296931043e-13,1.1121760159986656e-16,1.03141529478175e-07,1.1674647086686122e-09,5.2998689403695074e-09,3.3814142045356498e-17,1.1839976706277239e-16,4.4119956409289218e-12,3.1839244778918191e-11,7.2912726134199258e-09,6.7901413226272219e-16,3.56368647122247e-14,2.8497373596903296e-09,2.9192454072868322e-08,8.9464080951352698e-13,6.1584135984619508e-13,3.6259857499155728e-08,5.5047309389060278e-08,3.117545612817329e-07,1.1268347976666247e-15,4.5247063544097948e-16,5.7761655768923358e-08,1.4756166825330654e-15,5.1531625701815796e-08,1.909487957813749e-12,2.6288150057683028e-12,4.9090541340320782e-10,9.539678382773147e-18,8.4172827021239353e-13,7.3039471995995787e-10,6.5573606756290735e-10,5.2950267680713808e-09,6.1880512392776829e-19,0.88130563799999995,0.0,0.0,0.0,0.0098892326674137488,0.00010001871537376224,0.10888719963291683,2.3102601295668758e-12,1.0517913234555465e-15,2.1097626067525033e-17,7.0165514491175691e-10,3.2905712588532222e-10,4.7361909841148735e-11,2.6723019605543272e-12,8.6104075322027245e-13,4.0987354142225951e-13,7.0071541060525551e-13,1.3361190690034719e-12
0.0005651881766762521,0.0032560669710449954,2.2640000254309301e-09,6.3025050979009627e-10,1.5927887915197235e-09,1.5238420477528013e-09,6.8963081564072993e-07,1.0180850292367729e-06,1.2333336952373715e-08,1.5515575256862938e-08,3.8314491067447676e-09,1.4168090915084461e-08,4.0094578719924826e-09,1.155470816180112e-08,3.6952891096247507e-10,1.3399000172032527e-09,1.7813902814308913e-09,7.9371851302349863e-09,7.5503037371815695e-11,1.0532221559903865e-08,1.6643077069984877e-07,2.5663165867965707e-10,5.0281349721865912e-11,2.831773148363756e-13,2.1015125778840399e-08,5.1688795975737051e-07,4.6043185377185763e-19,2.7855785206223734e-09,2.3891672325072115e-08,1.5341601970493323e-06,8.1542933628104849e-10,2.2318704233655582e-08,3.2112169184271986e-11,3.4601355641211556e-07,1.1027248640065998e-16,7.7152172572014813e-08,3.0333151962664282e-07,2.7781784982062298e-09,4.3918682768102454e-09,1.537901687179669e-12,2.5523986493314855e-07,2.3587564511159354e-10,1.0505966201502728e-09,4.0684766124488162e-11,1.2505620523752226e-08,4.2923245078657588e-12,3.292323358689897e-10,1.3821866059762636e-08,1.6092532313476111e-10,5.9558616694540037e-10,5.7600725896908736e-07,3.9859850181996167e-15,4.9188882016613236e-09,2.8731071771638721e-16,4.3836496313591683e-08,3.2870055435756713e-10,7.5722100722219479e-11,3.044136922880177e-10,3.365779055910093e-13,2.5053964261127826e-08,9.0059807199969599e-17,2.9869366766005289e-09,2.4653203947882724e-13,1.1662607827619833e-16,1.080377594768887e-07,1.2713841818289369e-09,5.2869494444283406e-09,3.3731668400406235e-17,1.2357044295759555e-16,4.6056656492897116e-12,3.3236867828623811e-11,7.6113458707219428e-09,7.0882158607561082e-16,3.7201139838003934e-14,2.9751829268808546e-09,3.0995267640001488e-08,9.7427354239694141e-13,6.5467366022934395e-13,3.8574777716285204e-08,5.767239209053259e-08,3.2670821811178949e-07,1.1764381163779609e-15,4.7238841333096868e-16,6.052118153389937e-08,1.5472869423421682e-15,5.3971569792996699e-08,2.0930061443813349e-12,2.8814501777779541e-12,5.3780155054003181e-10,1.0451002752589786e-17,9.2213666573091278e-13,7.9893825636774833e-10,6.9132833315609236e-10,5.5516840876942128e-09,6.7794485421041625e-19,0.88130563799999995,0.0,0.0,0.0,0.0098891394722517966,0.00010001956594122487,0.10888706154970591,2.4222394979507643e-12,1.1523119095610926e-15,2.3113944029509852e-17,7.6753632188407142e-10,3.4682448124365829e-10,5.2001286641552062e-11,2.9340657007586294e-12,9.4538348170146224e-13,4.5002302413384255e-13,7.6935442142562199e-13,1.4669991284512338e-12
0.0005684941831250038,0.0032560671836733127,2.3725695396876982e-09,6.6107764174786612e-10,1.6701536520082467e-09,1.597287915861379e-09,7.2229680664273772e-07,1.0651725482026032e-06,1.2927436664486012e-08,1.6259032816176653e-08,4.0187208712636635e-09,1.4860561797195463e-08,4.2054709549700029e-09,1.2115652592007458e-08,3.874679301268273e-10,1.4049439295308511e-09,1.8681013484364684e-09,8.3235181844438686e-09,7.9194070736884437e-11,1.1023297550334143e-08,1.7418923102731545e-07,2.6917685425872788e-10,5.2703228777358411e-11,2.9702019475177302e-13,2.2035606639810085e-08,5.4151198276556826e-07,4.827829909799064e-19,2.9231088317066e-09,2.5045037035377898e-08,1.6077319118180743e-06,8.554475733385631e-10,2.34091994470302e-08,3.367518622007897e-11,3.6249522809683214e-07,1.1562725789825632e-16,8.0409251124032225e-08,3.1768307806358842e-07,2.8954588650300958e-09,4.6055246412520206e-09,1.6127177651314501e-12,2.6741841243447629e-07,2.4740273515606724e-10,1.1019362746237237e-09,4.2402286254032328e-11,1.3114046108905242e-08,4.5020778648680534e-12,3.4313092752722647e-10,1.4481555657020207e-08,1.6875735587066669e-10,6.2457138320988976e-10,6.0340310316860535e-07,4.1807408540556018e-15,5.160170314446817e-09,3.011805868506231e-16,4.580754285956772e-08,3.4347963951274935e-10,7.9436300290741483e-11,3.1934472214299759e-10,3.5308657123707765e-13,2.6274383662085395e-08,9.4109220060079235e-17,3.1182701499574733e-09,2.5737187746472051e-13,1.2230712732269514e-16,1.1317235080664621e-07,1.3844523182429142e-09,5.2732315931733327e-09,3.364409915621912e-17,1.2895024905429973e-16,4.8072434949507967e-12,3.469155792644478e-11,7.9444892343491567e-09,7.3984621941768888e-16,3.8829281867039729e-14,3.1057768210376732e-09,3.2926851271514052e-08,1.0609165693241299e-12,6.9621758725133131e-13,4.1048962374594981e-08,6.0427925974615931e-08,3.4240380541021571e-07,1.2280771714617712e-15,4.9312362332253743e-16,6.3402007888722916e-08,1.6225658171035104e-15,5.6530161511505878e-08,2.2944262176378403e-12,3.1587277291625297e-12,5.8924735239817712e-10,1.1450739955467162e-17,1.0103457165670411e-12,8.7403425512844343e-10,7.2906935092412364e-10,5.821220148580455e-09,7.4282437671720974e-19,0.88130563799999995,0.0,0.0,0.0,0.0098890417120941453,0.00010002045595957391,0.10888691674902308,2.5398376434270561e-12,1.262588496641455e-15,2.5325955239661851e-17,8.3971814565421744e-10,3.6565572860962231e-10,5.7102549945850916e-11,3.2218894968794977e-12,1.0381230037980351e-12,4.9416969796128901e-13,8.4482696123570584e-13,1.6109092465725079e-12
0.0005718001895737555,0.003256067406700716,2.4864703016919414e-09,6.9347529292597892e-10,1.7514046743372048e-09,1.6743738691253965e-09,7.5655171084497618e-07,1.1144679866543397e-06,1.3550951899616798e-08,1.7038946620991545e-08,4.2155047349857327e-09,1.5588202518083661e-08,4.4114620342163746e-09,1.2704752138582768e-08,4.0630731880188427e-10,1.4732522074767298e-09,1.9591869505709052e-09,8.7293399027587573e-09,8.3072985253683474e-11,1.1537409869091398e-08,1.82311513871844e-07,2.8236058133054715e-10,5.5245004053745978e-11,3.1156765874926267e-13,2.3107454117831427e-08,5.6734261231746429e-07,5.0625586704437554e-19,3.067746848983757e-09,2.6255771506393231e-08,1.6849398943130848e-06,8.9751276998240501e-10,2.4555148597719481e-08,3.5317049652979506e-11,3.7978520420650696e-07,1.2125156650078801e-16,8.3788637303291493e-08,3.3273197044583959e-07,3.0171428736977028e-09,4.8299665113821253e-09,1.691310603081109e-12,2.8020156540614991e-07,2.595151499173552e-10,1.1558826468353823e-09,4.4184297351511534e-11,1.3753192485774132e-08,4.7224812127378401e-12,3.5755138470483801e-10,1.5173676090896515e-08,1.7698440625595893e-10,6.5501838852466355e-10,6.3213671977855579e-07,4.3854004284127288e-15,5.4137848066503954e-09,3.1574036135160323e-16,4.7863687035510156e-08,3.5889674814654071e-10,8.3340330163911309e-11,3.350388125084679e-10,3.70438926445027e-13,2.7556480203349009e-08,9.8333461585631268e-17,3.2551663612196509e-09,2.6867084577981765e-13,1.2827528353191454e-16,1.1855733839449723e-07,1.507450069922131e-09,5.2587077724540134e-09,3.3551385662206786e-17,1.3454637084989761e-16,5.0170073230182307e-12,3.6205322311472176e-11,8.2911625117991906e-09,7.7213085278045823e-16,4.0523536729951892e-14,3.2417024222773053e-09,3.4997526991866404e-08,1.1551682690078298e-12,7.4067614452492084e-13,4.3694274635004456e-08,6.3320694193714122e-08,3.5888007730032819e-07,1.2818244745470993e-15,5.1470538182516921e-16,6.6409100115881944e-08,1.7016456940834132e-15,5.9213386894946318e-08,2.5155193646761444e-12,3.4630855336104309e-12,6.4569042343406035e-10,1.2547588209982998e-17,1.1071228340393508e-12,9.5631882297548238e-10,7.6910586535880006e-10,6.1043166818871397e-09,8.1400863286555451e-19,0.88130563799999995,0.0,0.0,0.0,0.0098889391540121531,0.00010002138726460322,0.1088867648924652,2.6633519741565939e-12,1.3835813230952327e-15,2.7752920886220124e-17,9.1881252406688323e-10,3.8562270483600541e-10,6.2712644007222615e-11,3.5384218976776493e-12,1.1401127066191685e-12,5.4271982002161523e-13,9.2782755826626758e-13,1.7691737344007695e-12
