Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351),S(1244)
1.593129717034409e-05,0.002951473755905034,1.6192431620037765e-12,1.7898765711386636e-12,1.9326111085633059e-11,2.2295496836664185e-10,2.3315669127810446e-09,0.0,0.0,1.1408295208542633e-08,4.4311333280376951e-10,2.9767619008315361e-10,4.4942968382332536e-14,4.9481814167909904e-14,1.7060113128621307e-36,5.0588830744238555e-26,9.3091283112829796e-19,3.2721371546040411e-09,6.9830610058124373e-10,5.4437560785222662e-21,1.4569582881178155e-26,5.0138126446635024e-13,9.6572512306697906e-21,3.8682945015481265e-20,1.2850476280066172e-14,2.270724576907118e-14,4.3593197797380758e-11,4.7875757685170207e-14,2.414459637036138e-08,2.9918876714767505e-09,9.463551120755949e-12,9.792340536399795e-11,3.1064220245834201e-17,1.4208335942615604e-18,2.3668637399856975e-11,4.0791064706096281e-10,0.88168480800000004,0.0,0.0094599847341950861,0.10884998121544982,4.880563950283364e-11,4.8523527424765127e-11,2.1308720983325147e-11,2.8619359441306707e-11,8.6631812232333273e-12,7.4527284894894076e-12,5.4721783167982115e-12,2.4290714878581612e-11,1.477540652532093e-11,9.5129287964127918e-11,3.436443391322267e-10,7.941898603362142e-11,3.7010466711152732e-09,4.6762522909970786e-12,5.5294482752273905e-12,2.121865735968468e-09,1.5678714133622447e-09,1.1163550171189347e-09,2.7764356751798138e-12,4.46782302811882e-13,5.2429328412443249e-09,6.2968607712561504e-13,5.0778967995799368e-21,7.4734858111892563e-13,1.9538574748458201e-11,3.6386212643232456e-13,2.9348960460478357e-13,9.1132131018328366e-12,3.3687915991616387e-12,4.125576859896748e-12,1.1043701091413738e-11,1.1121912406059893e-11,5.6923116735798797e-12,5.3513833801226836e-10,6.4313852924158219e-21,1.9695445577589747e-11,5.6312372851638686e-11,1.2055056967990191e-11,9.921602501995671e-16,1.7918433977071059e-16,8.4972080822584042e-17,3.3910271281519752e-11,5.4671998972271265e-11,7.84779381927269e-11,1.5108255223813799e-13,4.8240591772853497e-13,5.7987654255177564e-13,3.4373245922573701e-13,8.1761452047112463e-13,2.3904993916024259e-14,1.5380259902045009e-15,3.1949308836207654e-13,6.711358524487628e-12,8.255617212938596e-11,1.615465246310155e-15,5.6185832349630643e-17,6.9499842146380541e-16,8.2170673991251299e-11,2.0641425089553595e-14
1.6597683126069113e-05,0.0029514737604682977,1.6402715417165246e-12,1.8287464760065902e-12,1.9776158499226655e-11,2.3456260893742747e-10,2.4793524410616932e-09,0.0,0.0,1.1993843395202938e-08,4.8522202243185373e-10,3.1667217532721365e-10,4.8207054702866374e-14,5.0917200917049772e-14,1.7872022309129419e-36,5.2316910724897336e-26,9.8603084890489989e-19,3.3829014804205944e-09,7.4867428058918741e-10,6.0325874299349032e-21,1.6012835928317625e-26,5.3756425997279119e-13,1.0165047979195354e-20,4.0938272261540592e-20,1.4179576080260475e-14,2.3684449089278459e-14,4.6894410121272263e-11,4.9262989841003685e-14,2.5410301569841045e-08,3.232725763269493e-09,9.9975162286790435e-12,9.9304429667157922e-11,3.2403243991915754e-17,1.4590876609790514e-18,2.4083890893191098e-11,4.3401780631053157e-10,0.88168480800000004,0.0,0.0094599838984131737,0.10884998028928397,4.9232504099171128e-11,4.9264667991033905e-11,2.1540864962409784e-11,2.952633255065351e-11,8.9616562883843117e-12,7.6870172623333067e-12,5.6607418468108866e-12,2.4555624217502548e-11,1.5243707190174156e-11,9.5963663492381598e-11,3.4852171280203883e-10,8.0634409388161407e-11,3.8269436641738692e-09,4.8232824996203522e-12,5.6140983552167457e-12,2.2548435903850688e-09,1.6711508809466124e-09,1.1879348802074663e-09,2.8189433476786606e-12,4.5070061655636441e-13,5.5447061943016686e-09,6.4948883239017368e-13,5.1556396594924933e-21,7.5550228289832051e-13,1.9848450867315556e-11,3.67832156236241e-13,3.0272039913478869e-13,9.364652625174521e-12,3.3715086545620954e-12,4.1289061793262837e-12,1.1349022990218069e-11,1.1130889197686535e-11,5.696906186806737e-12,5.6192139129371373e-10,6.633663892058365e-21,2.1251253121992332e-11,6.0507418823408128e-11,1.2453766202147342e-11,1.0029855339195169e-15,1.8202615226244107e-16,8.7782450405739941e-17,3.526188372761434e-11,5.7408561519912718e-11,8.240608860695363e-11,1.57104824429228e-13,5.016570048560181e-13,5.9591731297633013e-13,3.5324211097383377e-13,8.4045940226754308e-13,2.4566437712902843e-14,1.5805772288307125e-15,3.2509879712718943e-13,6.9057220907004714e-12,9.0022649042862199e-11,1.6606032397826039e-15,5.7812996645605362e-17,7.1512831480353878e-16,8.8100056596850405e-11,2.1239298779815832e-14
1.7264069081794138e-05,0.002951473765105306,1.6610890258750367e-12,1.867143174383577e-12,2.0221395147947912e-11,2.4631926921980701e-10,2.6305215999867463e-09,0.0,0.0,1.2585441976946053e-08,5.2942987588992636e-10,3.3604942982020634e-10,5.1565782068940849e-14,5.2336948648458035e-14,1.8687118462678619e-36,5.4017309569458238e-26,1.0419475241575659e-18,3.4918038313700834e-09,8.004336661826747e-10,6.6569811129433802e-21,1.753455057632336e-26,5.7477335569707258e-13,1.0679527349632597e-20,4.3222080597712917e-20,1.5584421674035572e-14,2.4663802725514714e-14,5.0294676756347417e-11,5.0635045434445449e-14,2.6692450150655801e-08,3.4815139634172222e-09,1.0541202014305629e-11,1.0067011254282201e-10,3.3745358115035637e-17,1.497623532399613e-18,2.4494440694918163e-11,4.6071402797750103e-10,0.88168480800000004,0.0,0.0094599830486569707,0.10884997935349336,4.9654559769860046e-11,4.9997807246548577e-11,2.1770512604209989e-11,3.0423576101325928e-11,9.2566899803292535e-12,7.9186785985400989e-12,5.8471311702651861e-12,2.481768252640517e-11,1.5706983936308318e-11,9.6788619935719266e-11,3.5334470528264111e-10,8.183669628259963e-11,3.9507230169614438e-09,4.9686637384188689e-12,5.6978333546590852e-12,2.3909152535323879e-09,1.7770701310035389e-09,1.2612818817745484e-09,2.8609914833635896e-12,4.54574700540944e-13,5.8521739703877051e-09,6.6906948038259137e-13,5.2325420696664658e-21,7.6356820472936932e-13,2.015490872904e-11,3.7175944393177325e-13,3.1184765743304517e-13,9.6133991709812154e-12,3.3741963761766384e-12,4.1321995236199439e-12,1.1651071869793235e-11,1.1139768808001217e-11,5.7014509568002391e-12,5.8899349205820764e-10,6.833673656817641e-21,2.2859455838087937e-11,6.4832638676151632e-11,1.2847928487872087e-11,1.0136942706632931e-15,1.8483661658961234e-16,9.0560770048897021e-17,3.6596927174998658e-11,6.0174659258183961e-11,8.6376634771011054e-11,1.6305326983071931e-13,5.2067200190083367e-13,6.1178608492610628e-13,3.6264978877576923e-13,8.6305865883095436e-13,2.5220788277688532e-14,1.6226721797258217e-15,3.3064100577808944e-13,7.0979589031148984e-12,9.7779444232930066e-11,1.7052559124323828e-15,5.9422356275372756e-17,7.3503793244045657e-16,9.419777012511205e-11,2.1830630030180944e-14
1.8596840993244187e-05,0.0029514737745970575,1.7021132878540933e-12,1.9425654363075651e-12,2.1098013623825442e-11,2.7027375970198604e-10,2.9428686927919516e-09,0.0,0.0,1.3786341663404269e-08,6.2422182698939492e-10,3.7593097361141947e-10,5.8563488688137436e-14,5.513125237140146e-14,2.0325720285988759e-36,5.7337642285972791e-26,1.1560314024551222e-18,3.7041933809217406e-09,9.0805011998993704e-10,8.0145107360332607e-21,2.0817035030385319e-26,6.5222521485911113e-13,1.1728244285927026e-20,4.7868622841955283e-20,1.8624944684903458e-14,2.6628927227909687e-14,5.7387685593266314e-11,5.3335297515603537e-14,2.9305364874986527e-08,4.0024113343839712e-09,1.1657605022340709e-11,1.0335701371510182e-10,3.643881156577387e-17,1.5755636963824369e-18,2.5301937494605125e-11,5.1584750207853909e-10,0.88168480800000004,0.0,0.009459981307828224,0.10884997745336912,5.04847348462712e-11,5.1440896586389531e-11,2.2222591810911845e-11,3.2189865258918615e-11,9.8367633962452391e-12,8.3743843734082196e-12,6.2135957804822729e-12,2.5333557782400069e-11,1.6618977241057844e-11,9.8411236433634006e-11,3.6283307831919319e-10,8.4203198337063642e-11,4.1921230003426744e-09,5.2546458775534666e-12,5.8626512916148445e-12,2.6722024531910567e-09,1.9967117445918075e-09,1.4131968626152296e-09,2.9437559373191654e-12,4.6219469120626135e-13,6.4839504479611241e-09,7.0758689067659513e-13,5.3839111208611181e-21,7.7944630647755955e-13,2.0757919847186394e-11,3.7949046645519287e-13,3.2980202398740615e-13,1.0103107762037186e-11,3.3794870295455474e-12,4.1386822256398436e-12,1.224570842871997e-11,1.1157247123809462e-11,5.7103967127933419e-12,6.439925804414885e-10,7.2271158667505043e-21,2.6230660017864813e-11,7.3868091547739656e-11,1.3623072329307521e-11,1.0347748466024279e-15,1.903667120549194e-16,9.6024502716147711e-17,3.9219223123234607e-11,6.5794207949143875e-11,9.4443116677355096e-11,1.7473721790994889e-13,5.5802104598412262e-13,6.4302643908987224e-13,3.8117037199507825e-13,9.0754719097412777e-13,2.6508985260081226e-14,1.7055431071411493e-15,3.4154178484592274e-13,7.4762862617260652e-12,1.1414997778388857e-10,1.7931584353811871e-15,6.2589620487173456e-17,7.7422057673639426e-16,1.0689093667687739e-10,2.29943850546092e-14
1.9929612904694237e-05,0.0029514737843735228,1.7423585214061519e-12,2.0162370546939937e-12,2.195708029561853e-11,2.9480704390999216e-10,3.2683345814862845e-09,0.0,0.0,1.5010123669156349e-08,7.2764253728176035e-10,4.172883972069521e-10,6.5928993774307596e-14,5.7868048793672245e-14,6.9666522883281109e-35,6.0554847272481104e-26,1.2728940387834174e-18,3.9096380760282682e-09,1.0210082283337445e-09,9.5202128520579269e-21,2.4423922597806246e-26,7.3365061269350024e-13,1.2802841405286759e-20,5.2610461788255103e-20,2.1978714483994475e-14,2.8602568791294299e-14,6.4863174140478926e-11,5.5979732098346093e-14,3.1981961322622209e-08,4.5535513855466573e-09,1.2812484989029569e-11,1.0598712734509248e-10,3.9144513657645491e-17,1.6546978607789499e-18,2.6092090366722784e-11,5.7326041211911918e-10,0.88168480800000004,0.0,0.0094599795128835866,0.10884997551571694,5.12971150966918e-11,5.2854375791433397e-11,2.266548649510901e-11,3.3920149431094236e-11,1.0404043698267072e-11,8.8203609362458669e-12,6.5719778931852071e-12,2.5838943512081476e-11,1.7512379136501108e-11,9.9998998774268603e-11,3.7212015583156991e-10,8.6521086547135368e-11,4.4256244764785473e-09,5.5345219945140231e-12,6.0240828047523403e-12,2.9654606435253513e-09,2.2265711750413264e-09,1.5719439084460429e-09,3.0248197901256909e-12,4.6965101512375127e-13,7.1377929928709887e-09,7.4528185254034405e-13,5.5321699320892862e-21,7.9500144756310065e-13,2.1348283893866311e-11,3.8706423183678886e-13,3.4737300261296392e-13,1.0582908589371226e-11,3.3846697673848095e-12,4.145032579305665e-12,1.2828303141535715e-11,1.1174367915482714e-11,5.7191594663009447e-12,7.001119265886025e-10,7.6121567287955422e-21,2.9804427596841792e-11,8.34080645244762e-11,1.438137973237982e-11,1.0554266219876217e-15,1.9578082371289454e-16,1.0136956088176099e-16,4.1780747226503308e-11,7.1528225615994811e-11,1.0267391099176833e-10,1.8615038441413951e-13,5.9450420296141377e-13,6.7363398881829043e-13,3.9931577984579936e-13,9.511321230643469e-13,2.7771085316021542e-14,1.7867352928086406e-15,3.5220842074317127e-13,7.8467913812713077e-12,1.3164073211736517e-10,1.8792755718557287e-15,6.5691398813713012e-17,8.1259304363137346e-16,1.2023616249449809e-10,2.4134076889387194e-14
2.1262384816144286e-05,0.0029514737944282827,1.781865336613339e-12,2.0882471853006509e-12,2.279965173567517e-11,3.1990831673494984e-10,3.6066620010101251e-09,0.0,0.0,1.6255958636357698e-08,8.3983893172573239e-10,4.6009097561436008e-10,7.365558510402535e-14,6.0550490326856859e-14,-2.4313190383188787e-34,6.3673725571581594e-26,1.3922960028931096e-18,4.1084557763905522e-09,1.139167900525354e-09,1.1177602541426603e-20,2.8361453237605957e-26,8.1896798475203648e-13,1.3902786948848523e-20,5.7436886282196556e-20,2.5651635512735899e-14,3.058470445344383e-14,7.2712579670401319e-11,5.8571401815685335e-14,3.4720931196811181e-08,5.1339527442926106e-09,1.4005547312531522e-11,1.0856333376242808e-10,4.186243770094256e-17,1.7350677076299635e-18,2.6865805491874533e-11,6.3290465290287527e-10,0.88168480800000004,0.0,0.0094599776649384772,0.10884997354114165,5.2092605907191579e-11,5.4239752515339406e-11,2.3099698887409142e-11,3.5616263525019028e-11,1.0959145260419695e-11,9.2570999964495649e-12,6.922665656865681e-12,2.6334413228999956e-11,1.838813707997528e-11,1.0155367983732961e-10,3.8121614605534881e-10,8.8792835722305264e-11,4.6515889117555456e-09,5.8086006809124654e-12,6.1823002833155948e-12,3.270436172019077e-09,2.4664347752956451e-09,1.737374451219984e-09,3.1042696117167111e-12,4.7695199738884813e-13,7.8132561609521889e-09,7.8219593110429869e-13,5.6774768317401051e-21,8.1025128494020825e-13,2.1926645076861039e-11,3.9448933757544064e-13,3.6457996892002139e-13,1.1053343870267204e-11,3.3897504933461241e-12,4.1512578238945941e-12,1.3399514911278743e-11,1.1191150732451836e-11,5.7277492237188665e-12,7.5732914121476716e-10,7.9892208292552518e-21,3.3576349903854886e-11,9.3442432325016024e-11,1.5123700167883438e-11,1.0756730401017307e-15,2.0108485946655413e-16,1.0660193218515904e-16,4.428476349424371e-11,7.737442437124266e-11,1.1106573361428831e-10,1.97307313023814e-13,6.3016799447544021e-13,7.0364335826138714e-13,4.171065399526929e-13,9.9386292550639008e-13,2.9008516317013054e-14,1.8663405885831299e-15,3.626531471839587e-13,8.2099018672918729e-12,1.5022614171122824e-10,1.9637050682203383e-15,6.8731271064681526e-17,8.5019962166585449e-16,1.3422019746993183e-10,2.5251020953818409e-14
2.2595156727594335e-05,0.0029514738047552334,1.8206724889902915e-12,2.1586807316435531e-12,2.3626732053975161e-11,3.4556733784069114e-10,3.957609248858739e-09,0.0,0.0,1.7523056601025719e-08,9.6095181274356089e-10,5.0430960832817028e-10,8.1736916729991599e-14,6.3181571462691738e-14,-6.9336986279927916e-36,6.6698871546602101e-26,1.5140261020798295e-18,4.3009505382055426e-09,1.2623958758389932e-09,1.2989889778315064e-20,3.2635316544236021e-26,9.0810021236536228e-13,1.5027576734355873e-20,6.2338455605565873e-20,2.9648937067135787e-14,3.2575338165320455e-14,8.0927791722768172e-11,6.1113206448178381e-14,3.752103393969672e-08,5.7426790228892059e-09,1.5236481986629306e-11,1.1108838009728272e-10,4.4592596141493713e-17,1.8167128819281045e-18,2.7623933052920162e-11,6.9473455814821846e-10,0.88168480800000004,0.0,0.0094599757650515853,0.10884997153021486,5.2872070880347711e-11,5.5598466077882247e-11,2.3525707365024932e-11,3.7279959790885021e-11,1.1502655849720703e-11,9.6850711563256496e-12,7.2660304101408455e-12,2.6820513168913056e-11,1.9247155847021913e-11,1.0307697053357778e-10,3.9013078204908224e-10,9.10208083786457e-11,4.8703620763600718e-09,6.077176653458469e-12,6.3374682930322876e-12,3.5868878558245331e-09,2.7160998212028412e-09,1.9093470828488953e-09,3.1821880430606323e-12,4.8410557821218225e-13,8.5099172834631556e-09,8.1836882252174175e-13,5.8199829625176785e-21,8.2521263529395493e-13,2.2493616595904708e-11,4.0177397199436527e-13,3.8144142726570616e-13,1.15149302347094e-11,3.39473482860229e-12,4.1573648518278688e-12,1.395997150206786e-11,1.1207614186274368e-11,5.7361755113561519e-12,8.1562306294157689e-10,8.3587136622897346e-21,3.7542230539605226e-11,1.0396158729625522e-10,1.5850843828810156e-11,1.0955364285049107e-15,2.0628444285006096e-16,1.1172732740943702e-16,4.6734291265238208e-11,8.3330641800833617e-11,1.1961548055443716e-10,2.0822145711808302e-13,6.6505544796625802e-13,7.3308753460929573e-13,4.3456220934805375e-13,1.035786711138352e-12,3.0222638614837351e-14,1.9444465033242193e-15,3.7288744166130764e-13,8.5660239240724451e-12,1.6988199763555429e-10,2.0465400125920044e-15,7.1712637883568976e-17,8.8708238246491736e-16,1.4883051682488602e-10,2.6346466820203284e-14
2.3927928639044385e-05,0.0029514738153485886,1.8588169755229189e-12,2.2276185910377159e-12,2.4439276796964054e-11,3.7177440715161721e-10,4.3209494639565791e-09,0.0,0.0,1.8810665245035982e-08,1.091116149968384e-09,5.4991674612350781e-10,9.0166994101909237e-14,6.5764139466062173e-14,-7.7928729004004637e-35,6.9634681396665626e-26,1.63789860623291e-18,4.4874132036503266e-09,1.3905654239932704e-09,1.4960018900363587e-20,3.7250727182113909e-26,1.0009744193640849e-12,1.6176732934127914e-20,6.7306873988647937e-20,3.3975254276464325e-14,3.4574500220759224e-14,8.9501123881640216e-11,6.3607903263088645e-14,4.0381093735662921e-08,6.3788368659136792e-09,1.6504967203513278e-11,1.1356488528101095e-10,4.7335039495974379e-17,1.8996711793452637e-18,2.836727052333649e-11,7.5870679313656769e-10,0.88168480800000004,0.0,0.00945997381422738,0.10884996948347629,5.3636334273285694e-11,5.6931891159312056e-11,2.3943967992444794e-11,3.8912912258824722e-11,1.2035137812394826e-11,1.0104723082276032e-11,7.602427431194122e-12,2.7297764057337811e-11,2.009029982274643e-11,1.0457048451901272e-10,3.9887333733590496e-10,9.3207260816222462e-11,5.0822747143409257e-09,6.3405314891225611e-12,6.4897439995992876e-12,3.914586440667953e-09,2.9753740307415292e-09,2.087727246756029e-09,3.258654008843112e-12,4.9111933506657787e-13,9.2273754653955933e-09,8.5383845301421408e-13,5.9598326704145633e-21,8.3990152955544283e-13,2.3049781779783651e-11,4.0892594079250295e-13,3.9797505692945442e-13,1.1968160353844115e-11,3.3996281300658207e-12,4.1633602310080037e-12,1.4510271527693167e-11,1.1223776010687115e-11,5.7444474061690843e-12,8.7497370287609579e-10,8.7210226417779283e-21,4.169807623459965e-11,1.1495641669974521e-10,1.6563583799121146e-11,1.1150380714340107e-15,2.1138492345680364e-16,1.1675119576832901e-16,4.9132155080553038e-11,8.9394835300799816e-11,1.2832021980183904e-10,2.1890540204339839e-13,6.9920681057927721e-13,7.6199797273226257e-13,4.5170143652842049e-13,1.0769483883820783e-12,3.1414749359575049e-14,2.0211364805789314e-15,3.8292206987006917e-13,8.9155438014053503e-12,1.9058535600577206e-10,2.1278691374504242e-15,7.4638732859634116e-17,9.232813306255129e-16,1.6405528796552422e-10,2.7421602665935872e-14
2.5260700550494434e-05,0.0029514738262028527,1.8963341989472716e-12,2.295138087193946e-12,2.5238198387252202e-11,3.9852034058801618e-10,4.6964699177217536e-09,0.0,0.0,2.0118068155684732e-08,1.230461358025768e-09,5.9688630310801488e-10,9.8940158699270378e-14,6.8300913793634943e-14,-7.4168151917494939e-35,7.2485363104908707e-26,1.7637513896768903e-18,4.6681219626389227e-09,1.5235560391193091e-09,1.7090710171500288e-20,4.2212520385848576e-26,1.0975217660951892e-12,1.734980287024198e-20,7.2334901728040902e-20,3.8634701947370035e-14,3.6582246691522247e-14,9.8425287827009893e-11,6.6058125744478178e-14,4.3299996555150333e-08,7.0415740799703982e-09,1.7810672516779512e-11,1.1599535319411208e-10,5.0089855423145593e-17,1.983979412538305e-18,2.909657971752255e-11,8.2478024620251513e-10,0.88168480800000004,0.0,0.0094599718134185037,0.10884996740143528,5.4386183981927357e-11,5.8241342435530868e-11,2.4354916613406927e-11,4.0516722075500297e-11,1.2557129276956926e-11,1.0516484892758347e-11,7.9321966979441494e-12,2.7766663523793532e-11,2.0918395758502599e-11,1.0603576414866319e-10,4.074526772208005e-10,9.5354350801189877e-11,5.2876431818641349e-09,6.5989344966829078e-12,6.6392777046459042e-12,4.2533140789836561e-09,3.2440750982514026e-09,2.2723869416820497e-09,3.3337429867181124e-12,4.9800051062637168e-13,9.9652506152581792e-09,8.8864109634541535e-13,6.0971639971302494e-21,8.5433328752963223e-13,2.3595698269778814e-11,4.1595270340364592e-13,4.1419776689213812e-13,1.2413505090573655e-11,3.4044355165973921e-12,4.1692502373251934e-12,1.5050987094339949e-11,1.1239653150415962e-11,5.7525735812473499e-12,9.3536219030502864e-10,9.0765183017081691e-21,4.6040088072756353e-11,1.2641828071585834e-10,1.7262659267328257e-11,1.1341983089459375e-15,2.1639141530510171e-16,1.2167874755772156e-16,5.1481018163604078e-11,9.5565076527639359e-11,1.3717718336009513e-10,2.2937101431678568e-13,7.3266002791369054e-13,7.9040473448358306e-13,4.6854204409984833e-13,1.1173908733204139e-12,3.2586088252658952e-14,2.0964902684028097e-15,3.9276731610715983e-13,9.2588304092965366e-12,2.1231446048260375e-10,2.2077772386975365e-15,7.7512644417648144e-17,9.5883467476852848e-16,1.7988333690190981e-10,2.8477563325663011e-14
2.6593472461944484e-05,0.002951473837312811,1.9332580944181096e-12,2.3613132905501878e-12,2.6024370040255543e-11,4.2579644738407515e-10,5.0839713608349032e-09,0.0,0.0,2.1444583193193836e-08,1.3791115621749464e-09,6.4519358148227379e-10,1.0805107398625185e-13,7.0794499750800826e-14,-1.533409142289856e-35,7.5254944968433165e-26,1.8914435526238472e-18,4.8433428962879509e-09,1.6612531570113828e-09,1.938449181565382e-20,4.7525203932968436e-26,1.1976772609373103e-12,1.8546357885355237e-20,7.7416247365877935e-20,4.3630941946018463e-14,3.8598658895445672e-14,1.0769337117352265e-10,6.8466396774475316e-14,4.6276687385704904e-08,7.7300778414410278e-09,1.915326168597097e-11,1.1838218280119022e-10,5.2857167750786532e-17,2.0696738996568954e-18,2.9812596505807081e-11,8.9291592797113122e-10,0.88168480800000004,0.0,0.0094599697635280398,0.10884996528457236,5.5122374020769982e-11,5.9528078390675751e-11,2.475897041643922e-11,4.2092921858752054e-11,1.3069145269338199e-11,1.0920767301777803e-11,8.2556635926066274e-12,2.82276879041229e-11,2.1732235021055343e-11,1.0747428549610083e-10,4.1587729787693832e-10,9.7464143895921221e-11,5.4867700648561647e-09,6.8526434346424179e-12,6.7862132875148322e-12,4.6028638335744351e-09,3.5220302546468775e-09,2.463204438646837e-09,3.4075272292620636e-12,5.047560363105065e-13,1.0723182529002815e-08,9.2281147056696605e-13,6.2321090859881451e-21,8.6852257355659476e-13,2.4131900906346149e-11,4.228614001113107e-13,4.30125740944827e-13,1.2851415127703767e-11,3.4091618884328435e-12,4.1750408787513283e-12,1.5582665795698942e-11,1.1255261827224083e-11,5.7605623396453551e-12,9.9677072213886714e-10,9.4255552846614535e-21,5.056465310263928e-11,1.3833899165922356e-10,1.7948777994116386e-11,1.1530366108537953e-15,2.213088233114851e-16,1.2651497154913369e-16,5.3783406506298405e-11,1.0183954623205217e-10,1.4618375983094207e-10,2.3962954896438169e-13,7.654510883980998e-13,8.1833659378343324e-13,4.8510109111105711e-13,1.157155246548227e-12,3.3737841885144238e-14,2.1705841982843738e-15,4.0243311453667262e-13,9.5962371590342294e-12,2.3504867555447707e-10,2.2863454855857543e-15,8.0337331230911134e-17,9.9377901836917417e-16,1.9630411751816476e-10,2.9515435960138428e-14
2.7926244373394533e-05,0.00295147384867353,1.9696211743838842e-12,2.4262151051029504e-12,2.6798627108604452e-11,4.5359450949930474e-10,5.4832674411959009e-09,0.0,0.0,2.278956100694883e-08,1.5371858516298761e-09,6.948152179135284e-10,1.1749471334315643e-13,7.3247390907633034e-14,-1.4739732143981977e-34,7.7947283317338273e-26,2.0208534069558143e-18,5.0133305055184993e-09,1.8035479055499514e-09,2.1843731119027691e-20,5.3193022551638603e-26,1.3013795967891266e-12,1.9765992315077588e-20,8.2545476211481575e-20,4.8967244145109205e-14,4.062384238035589e-14,1.1729881970884955e-10,7.0835130990710226e-14,4.9310167708520945e-08,8.4435729813612805e-09,2.053239525509544e-11,1.2072767053277139e-10,5.5637134898427886e-17,2.1567902817899976e-18,3.0516026714494071e-11,9.6307688157684603e-10,0.88168480800000004,0.0,0.0094599676654116456,0.10884996313334021,5.5845625914846229e-11,6.0793303513294823e-11,2.5156528602763203e-11,4.3642978427073509e-11,1.3571678703469352e-11,1.131796335923314e-11,8.5731395274978977e-12,2.8681292997111248e-11,2.2532575001672174e-11,1.0888746105748346e-10,4.2415533284995303e-10,9.9538617050769137e-11,5.6799447801793389e-09,7.1019049757440048e-12,6.9306884553045184e-12,4.9630392093012179e-09,3.8090758576046591e-09,2.6600640114773056e-09,3.4800758895209746e-12,5.1139254498382082e-13,1.1500830036537144e-08,9.5638280056506514e-13,6.3647944115525891e-21,8.8248341973378972e-13,2.4658901778739964e-11,4.2965886335091748e-13,4.4577446684032853e-13,1.3282321715052872e-11,3.4138119345533374e-12,4.180737904260211e-12,1.6105831613955006e-11,1.1270617563618086e-11,5.7684216265062756e-12,1.0591825170446782e-09,9.7684729806241242e-21,5.5268336346793232e-11,1.5071079458480051e-10,1.8622617360942119e-11,1.1715716075449092e-15,2.2614184374570798e-16,1.3126464238093149e-16,5.6041725331389306e-11,1.0821652957207758e-10,1.5533748768656059e-10,2.4969172288786727e-13,7.9761425884853973e-13,8.4582108386231548e-13,5.0139490104925361e-13,1.1962808174228037e-12,3.4871145684027731e-14,2.2434913104088854e-15,4.1192899375723876e-13,9.9281022958447485e-12,2.5876843006180105e-10,2.3636515476605957e-15,8.3115625006148475e-17,1.0281493941444329e-15,2.1330768490897171e-10,3.0536261077117111e-14
