Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351),S(1244)
1.7668504600000002e-08,0.0029514736736201805,3.7818924156661289e-14,4.3795041276900706e-16,3.6486894547495972e-15,2.7274872716763154e-15,1.7395189714633352e-16,0.0,0.0,1.6797753886035097e-13,5.6825852404625114e-18,6.4257565319748014e-21,1.2625837330307426e-24,2.8117145589929631e-22,2.5233525971813774e-41,3.4877237342861218e-29,5.9635640551100778e-25,2.6856249418541261e-12,2.4243197613451157e-16,6.9393323250129645e-36,3.4683546073716835e-41,3.6720150215166149e-24,3.4411581042177621e-25,9.586389704471808e-27,6.4306061914900098e-25,3.5339200905494117e-18,6.4074945768529637e-22,8.9586846404556268e-22,9.8004034276953241e-13,2.5965682734411704e-15,1.9602157011850172e-16,2.8426995761671023e-12,3.7663942580759897e-21,9.4606461789015692e-26,2.2662101579964364e-18,2.437595939346817e-18,0.88168480800000004,0.0,0.0094599999899216761,0.1088499999959318,3.3462207617661324e-12,3.0117055727712363e-12,2.3003282427939902e-12,8.1397799270794878e-15,6.1495749648582923e-15,3.0205063506170309e-15,3.3567877501612241e-15,6.735514093003211e-13,3.7210819609785801e-15,6.1870903461995749e-13,5.375310336515703e-13,8.904618025535576e-13,3.9001788847801888e-13,1.6024179143168929e-15,3.1766254900727628e-14,3.2085576975522694e-14,2.4908899635029249e-14,2.3870498064832384e-14,1.2471484401096553e-14,3.8682083050964738e-15,7.1226900856269517e-14,1.6911153080034625e-16,2.3376113707854767e-23,8.3047023862976539e-15,5.2450925880687959e-16,3.2127753596399558e-15,6.8568904639088677e-17,1.5120441850504751e-15,1.2183006221693992e-12,4.2391764550559197e-13,3.9494056073276117e-16,6.3241486582653936e-13,2.7649658158472353e-13,2.3343846762428825e-15,1.5073332131153644e-24,1.10422955662376e-17,1.2294518465898863e-17,2.422572125176998e-17,8.7216959506652345e-18,4.8024675104114423e-21,1.7061442007516135e-22,1.4201554564954071e-19,1.7233720399724214e-16,2.4707658667359063e-16,5.8330408146610948e-22,3.7074154500429572e-22,9.3640988184763987e-18,4.194880471306962e-18,9.9473650831290691e-19,2.073848606638412e-19,1.8305092950909844e-20,2.1332606280323085e-20,5.0036037977064137e-19,2.4938202845567457e-23,1.9227009937482738e-21,4.1831438526552671e-24,3.5995792054906661e-23,2.3708182778620214e-21,9.6267463476517879e-22
1.95559414e-08,0.002951473673621782,4.4067849558913856e-14,5.6928245072764175e-16,5.0399018691873307e-15,3.5532075477718534e-15,2.6641252765901544e-16,0.0,0.0,2.0415156749267084e-13,7.5955732917562514e-18,1.1449446739448139e-20,1.8501853638470172e-24,5.0023751710336919e-22,3.3367372524161275e-41,3.9193729170371994e-29,7.5942601403139112e-25,2.965449556490088e-12,2.9663696112868387e-16,1.5356646416508469e-35,7.4090073587438739e-41,6.4299351148173733e-24,4.1847921770016467e-25,1.3638275912604062e-26,1.0941449871286859e-24,4.2176737188349718e-18,1.1349300323968074e-21,1.4709731409505221e-21,1.1770049949337072e-12,3.1757355167042723e-15,2.3795568349411345e-16,3.1036323192879244e-12,4.6132229700868458e-21,1.536699451621191e-25,3.6190814386886034e-18,3.8797584679627403e-18,0.88168480800000004,0.0,0.0094599999888441214,0.10884999999516411,3.6356028005455878e-12,3.2435273667189763e-12,2.4737968993698221e-12,9.1557533102568783e-15,6.9061239883726813e-15,3.3911236531218014e-15,3.8149435821470883e-15,7.9169008322164636e-13,4.2273241815521267e-15,7.431656701894872e-13,6.4998697402566344e-13,1.0528012594607539e-12,4.7250065624678582e-13,1.8229459647848245e-15,3.9569861373080616e-14,3.9135149853707904e-14,3.0317241293475677e-14,2.9320364771669801e-14,1.5954896206237226e-14,4.5291694656755571e-15,8.9526126167183684e-14,1.9665830156706941e-16,2.9817898474321606e-23,1.0438436251483466e-14,7.5032889162586975e-16,4.1412611262999698e-15,8.0912181064938193e-17,1.7228699465490198e-15,1.2681256120440038e-12,4.8534022392421643e-13,4.7984966176366644e-16,7.2779572681604307e-13,3.2408561892077229e-13,3.2803020773466223e-15,1.7780473939907773e-24,1.3879713465761342e-17,1.5439213154024375e-17,3.2135002533654381e-17,1.1248245256076731e-17,6.8713022813552206e-21,2.2633854408963996e-22,2.1138020504338591e-19,2.4988366286631664e-16,3.583020462726158e-16,8.738985907546016e-22,6.0970187920031314e-22,1.1957695213125311e-17,5.4960225312727532e-18,1.3289048339471102e-18,2.8096213926982224e-19,2.4042492305723845e-20,3.5225203100716598e-20,7.3372807712055636e-19,4.5942680594767706e-23,2.5727522844159161e-21,6.1350439844419539e-24,5.4478439235049605e-23,3.8782064204999551e-21,1.4733045345558661e-21
2.14433782e-08,0.002951473673623314,5.0468440881990323e-14,7.2051092948395883e-16,6.7416705286430145e-15,4.5065845532155831e-15,3.9193050657886171e-16,0.0,0.0,2.4393668661674349e-13,9.8996955560488736e-18,1.9277855900283175e-20,2.6479486099276311e-24,8.3557277324344857e-22,4.2744459068581002e-41,4.3494557796402439e-29,9.5028533098034347e-25,3.2440183344670171e-12,3.5623397442494396e-16,3.1582101222398548e-35,1.4875856723172192e-40,1.0716244687964023e-23,4.9873603992184295e-25,1.8881184162077044e-26,1.7711248649966018e-24,4.9424357406603143e-18,1.9006914021644994e-21,2.2872833859967462e-21,1.3883829385123791e-12,3.8121283099260792e-15,2.8351714153250489e-16,3.3572163907835763e-12,5.5232803090860486e-21,2.3746455915630563e-25,5.5141157895888515e-18,5.8945529478606083e-18,0.88168480800000004,0.0,0.0094599999877663429,0.10884999999435326,3.9147885324108647e-12,3.4637627829724291e-12,2.6388002836553976e-12,1.0210519709702542e-14,7.6905681198071726e-15,3.7764264301990213e-15,4.2901565211095669e-15,9.1404452797381851e-13,4.7527933013491074e-15,8.7627218764505813e-13,7.7142275490624382e-13,1.2225532540023565e-12,5.6184417991659278e-13,2.0523295692689114e-15,4.8113732739810783e-14,4.6851244781218226e-14,3.6222307511840998e-14,3.5331273130505744e-14,1.9835783515706854e-14,5.2257418731024038e-15,1.1009500118698026e-13,2.2542293417263813e-16,3.6982438024509082e-23,1.2791403085013164e-14,1.0337760739594169e-15,5.1823403064659273e-15,9.3834981552728125e-17,1.9564212875681273e-15,1.3126723265878118e-12,5.4655417579759539e-13,5.7462857243357721e-16,8.2460173849957783e-13,3.7273187588958301e-13,4.4530510513561543e-15,2.0614554563761133e-24,1.7086585362607597e-17,1.8992294679865994e-17,4.1366802163587405e-17,1.40820808619097e-17,9.4683940883444282e-21,2.913835009724375e-22,3.0188355504054865e-19,3.4829361582513852e-16,4.9946506339559537e-16,1.2548150563921263e-21,9.5080470123444891e-22,1.4938562608915189e-17,7.0109954159254948e-18,1.7303908564739216e-18,3.6834117980849526e-19,3.0731157031207712e-20,5.5205005390399623e-20,1.0355459001897712e-18,7.9417039783714321e-23,3.3546613201143692e-21,8.6596959261220149e-24,7.8973800884538875e-23,6.0428855739558496e-21,2.1552504326415245e-21
2.3330815e-08,0.002951473673624782,5.6979540179378458e-14,8.9194568356858429e-16,8.7784321389822351e-15,5.5902300571774511e-15,5.5742588502587081e-16,0.0,0.0,2.8733163860899574e-13,1.263212750837197e-17,3.0971748435005285e-20,3.7147160079692563e-24,1.3250652142632677e-21,5.3355558146910487e-41,4.7777880232315654e-29,1.1722184842767979e-24,3.5213774368688283e-12,4.2120524393839282e-16,6.1145848769959078e-35,2.8277742189446951e-40,1.7107614987053197e-23,5.8462591092647675e-25,2.5519811932673583e-26,2.7497619362405323e-24,5.7046831174289553e-18,3.0388384911814327e-21,3.4019925362706291e-21,1.6135722965326094e-12,4.5054940314881867e-15,3.326041771296627e-16,3.6037048984292705e-12,6.4911874839875163e-21,3.5214648088819688e-25,8.0801895393882634e-18,8.6169567360207303e-18,0.88168480800000004,0.0,0.0094599999866883302,0.10884999999350291,4.1844124147018879e-12,3.6735274701184956e-12,2.7962552295937783e-12,1.1304606138481748e-14,8.5028305647263024e-15,4.1765752959667543e-15,4.7827104852443811e-15,1.0398501193078765e-12,5.2981089969302541e-15,1.0174678320761457e-12,9.0144918769326572e-13,1.3987566502968699e-12,6.5780681313180209e-13,2.2908041141428759e-15,5.7342865046654578e-14,5.5226383520123614e-14,4.2616748219155775e-14,4.1900644221514522e-14,2.4088641093677781e-14,5.9556874588068605e-15,1.3294905941915172e-13,2.5540576891615034e-16,4.4822740174057948e-23,1.534834548686067e-14,1.3806787520707926e-15,6.3293868367825676e-15,1.0733115796542944e-16,2.2164459000306274e-15,1.3530109720666191e-12,6.0725193134866418e-13,6.8036617143272952e-16,9.2242221751702579e-13,4.2215090500769462e-13,5.8739832900574057e-15,2.3574255934595997e-24,2.0676569089229586e-17,2.2969249591559177e-17,5.1978682638291722e-17,1.7205173809274269e-17,1.2647205893473484e-20,3.6615504517836392e-22,4.1684610200825987e-19,4.6988507951169562e-16,6.7389361820095471e-16,1.7405489583364748e-21,1.4197628579237352e-21,1.8337276261786137e-17,8.7548951664264463e-18,2.2066830092836581e-18,4.7041844736667283e-19,3.8437648297021815e-20,8.2869210482085895e-20,1.4165737846603399e-18,1.3031640126436106e-22,4.2831119843448583e-21,1.184715893741917e-23,1.1052833868275255e-22,9.0468265020106955e-21,3.0391350349599988e-21
2.52182518e-08,0.0029514736736261944,6.3566093644353683e-14,1.0837759978371585e-15,1.1171812474527412e-14,6.8060158585400244e-15,7.7030828412989609e-16,0.0,0.0,3.3433080400943435e-13,1.5830017823554776e-17,4.7831202834007288e-20,5.1208412034431822e-24,2.0121128281982368e-21,6.5190924770179112e-41,5.2042775276056087e-29,1.4288103259498967e-24,3.7975765079102152e-12,4.915339274032965e-16,1.1251680380010025e-34,5.1224735643408331e-40,2.6306791500434783e-23,6.7591576436447402e-25,3.3767366971613255e-26,4.1203447006843321e-24,6.5012019864842931e-18,4.672387832271896e-21,4.8770300423868087e-21,1.8520298179603251e-12,5.2555897896143424e-15,3.8511852287268935e-16,3.8433508860958277e-12,7.5120047159322899e-21,5.0446894600458241e-25,1.1457899056749833e-17,1.2194229464654617e-17,0.88168480800000004,0.0,0.0094599999856100798,0.1088499999926163,4.4450717790261651e-12,3.8738310039090302e-12,2.9469669243576019e-12,1.2438520997061818e-14,9.3427071301218992e-15,4.5916932971376778e-15,5.2927563398454632e-15,1.1684412126894952e-12,5.8637465998052189e-15,1.1662265727995453e-12,1.0396912844148963e-12,1.5805589641446252e-12,7.6015538934318714e-13,2.5385486180973397e-15,6.7202141492693207e-14,6.4253482236631433e-14,4.9493560263887209e-14,4.9025471971473895e-14,2.8686807461789881e-14,6.716829349545669e-15,1.5809839778717273e-13,2.8661464044252892e-16,5.3289877388784426e-23,1.8093416279403831e-14,1.79643614271206e-15,7.5751790212507227e-15,1.2139602984804992e-16,2.5066651383174601e-15,1.3899881722007079e-12,6.6720266015350988e-13,7.983362026803739e-16,1.020926194778026e-12,4.7211559686959091e-13,7.5628640804478222e-15,2.6658591084504187e-24,2.4663413466449915e-17,2.7385918524776315e-17,6.4028436821965054e-17,2.0597856291985044e-17,1.6457269461513681e-20,4.5106055171970773e-22,5.5972465810929445e-19,6.1682617253864699e-16,8.8470057836597961e-16,2.3462098142044433e-21,2.044913721596041e-21,2.2190551639133352e-17,1.0745873447447726e-17,2.7661326573184645e-18,5.8824384428802538e-19,4.7241962370078317e-20,1.1998303190685448e-19,1.888350939126764e-18,2.0476184145891879e-22,5.3744657267991384e-21,1.5794011968233108e-23,1.5025774092138293e-22,1.3099415042259608e-20,4.1575599259664263e-21
2.7105688599999998e-08,0.0029514736736275604,7.0198527142713495e-14,1.2960845384145844e-15,1.3940652020747026e-14,8.1551571539158025e-15,1.0384262785394363e-15,0.0,0.0,3.849247691799124e-13,1.9530447920650999e-17,7.1413304250995938e-20,6.9489889518142612e-24,2.9454848104337768e-21,7.8233490028697679e-41,5.628945791944246e-29,1.723907203201648e-24,4.072668220151829e-12,5.6720421729673584e-16,1.9809988932756062e-34,8.893059591872446e-40,3.9151084351550455e-23,7.7239834263254596e-25,4.3842383730610909e-26,5.9883637177798379e-24,7.329069012241986e-18,6.9481482855785189e-21,6.7791316038263519e-21,2.1032656356428488e-12,6.0621830477088029e-15,4.4096544301274645e-16,4.0764062529323442e-12,8.5811977291630362e-21,7.0174280093419947e-25,1.5798759040915826e-17,1.6785121973489291e-17,0.88168480800000004,0.0,0.0094599999845315728,0.10884999999169624,4.6973280819875931e-12,4.065583671237675e-12,3.0916392843676758e-12,1.3612821684104812e-14,1.0209957928224613e-14,5.0219024317377732e-15,5.8202564315209707e-15,1.2992417193505513e-12,6.4500011747055585e-15,1.3220556765563674e-12,1.1857882646210837e-12,1.767206889440789e-12,8.6866520780085382e-13,2.7956643996391846e-15,7.763714103890652e-14,7.392583672893518e-14,5.6846063197572562e-14,5.6702381591508096e-14,3.3603054351359691e-14,7.5070954260346361e-15,1.8554847243541863e-13,3.1906195658725386e-16,6.2334034947658797e-23,2.1010494537258421e-14,2.2860157370221207e-15,8.9120990075622612e-15,1.3603109325375577e-16,2.8307421800584798e-15,1.4242604852250297e-12,7.2624040734318408e-13,9.2998596521457755e-16,1.1198487594855382e-12,5.2244966853731742e-13,9.5378486479948848e-15,2.9867907783604271e-24,2.9060931018559892e-17,3.2258484192031319e-17,7.757354714274893e-17,2.4239367731950994e-17,2.0944157538035803e-20,5.4650519460726893e-22,7.341152497178783e-19,7.9112860463356677e-16,1.1347743344184258e-15,3.0875339282767055e-21,2.8571542258110925e-21,2.6541567209849733e-17,1.300545338447626e-17,3.4180635596150013e-18,7.2305442643513556e-19,5.7238992505820329e-20,1.6846913552746745e-19,2.463337653233362e-18,3.1013563884689045e-22,6.6469795059178808e-21,2.0604540389478825e-23,1.9935882348106027e-22,1.8439259899716401e-20,5.5454401460124694e-21
3.08805622e-08,0.0029514736736301716,8.3505128963421367e-14,1.7820443835284175e-15,2.0666651313714122e-14,1.1255746659648143e-14,1.7735328669012279e-15,0.0,0.0,4.9684498969336197e-13,2.8586634882325965e-17,1.4639694947363425e-19,1.2270994569676469e-23,5.7730181869906452e-21,1.0783329019913292e-40,6.4731196243243108e-29,2.4459981569660481e-24,4.6197516973617411e-12,7.3451236482248968e-16,5.5196849288618682e-34,2.4073941560109749e-39,7.9877017639368977e-23,9.8020917168630161e-25,7.0365969136056863e-26,1.1719338317561906e-23,9.0684470839350642e-18,1.4144784272673028e-20,1.2158657920118884e-20,2.6423371109305344e-12,7.843988006760763e-15,5.6229571890453023e-16,4.5237390274583914e-12,1.0848525730381088e-20,1.2628389328320629e-24,2.8023767159292858e-17,2.9693463224599064e-17,0.88168480800000004,0.0,0.009459999982373778,0.10884999998976584,5.1787096786830823e-12,4.4266384954393689e-12,3.3652587964830096e-12,1.6084540409521178e-14,1.2025219453263244e-14,5.9279678109577816e-15,6.927011112099048e-15,1.5655388160160965e-12,7.685379584082234e-15,1.6531075374043276e-12,1.5001738733649368e-12,2.1524456100534514e-12,1.1033114662758371e-12,3.3382911240759235e-15,1.0002552555192768e-13,9.5181264942752513e-14,7.2952838827065036e-14,7.3697619699048987e-14,4.4282427245673753e-14,9.1674742939056415e-15,2.4735531933695067e-13,3.8771746623426176e-16,8.1957464183482358e-23,2.7297012039833458e-14,3.5043735193711086e-15,1.1828360493285996e-14,1.6703391520141752e-16,3.5946115671652267e-15,1.4866260874918763e-12,8.4114559443420094e-13,1.2408690973160715e-15,1.3181444969744941e-12,6.2369474163085279e-13,1.4410710152232099e-14,3.6666329098253529e-24,3.914285217326104e-17,4.3437173967401857e-17,1.0937993151331313e-16,3.2184455307285912e-17,3.2111089899224868e-20,7.7063371973824794e-22,1.192513392615078e-18,1.2290527726345994e-15,1.7631109137480521e-15,5.0432468912600042e-21,5.1788572880677274e-21,3.6943211435536347e-17,1.8435267775357774e-17,5.042371284513237e-18,1.0497186110434743e-18,8.1274147397432622e-20,3.0794509137765052e-19,3.9787072498212015e-18,6.503035575054426e-22,9.8196792329392896e-21,3.3283352740865656e-23,3.3098915873709953e-22,3.4101096846928226e-20,9.2842524616066297e-21
3.46554358e-08,0.0029514736736326605,9.6744074251086725e-14,2.3489770604719028e-15,2.9054794013510645e-14,1.4892325316606612e-14,2.831879043095771e-15,0.0,0.0,6.229663719116968e-13,4.0094485270225728e-17,2.7429507064529152e-19,2.0632570918464984e-23,1.0306493514053149e-20,1.4190657229626709e-40,7.3110945265919882e-29,3.3727160280937716e-24,5.163088817914661e-12,9.2302839948195665e-16,1.3675122774516345e-33,5.7902270351036714e-39,1.4915381201473717e-22,1.2067577528432962e-24,1.0688130335250929e-25,2.1115928863735363e-23,1.0904319760875125e-17,2.6347871666700999e-20,2.0191188287716363e-20,3.2276948834646341e-12,9.8492788399705715e-15,6.9590729227068296e-16,4.9476514899789988e-12,1.3264342090375147e-20,2.1031294756702506e-24,4.6146480941087235e-17,4.8802868417113141e-17,0.88168480800000004,0.0,0.009459999980214873,0.10884999998772941,5.6324010089589556e-12,4.7623199096682879e-12,3.6211931462390332e-12,1.8723475682218845e-14,1.3945324398302495e-14,6.8954332118323152e-15,8.1010373649571633e-15,1.8354955796369462e-12,9.0059887918645363e-15,2.0072719084021174e-12,1.8419970539466329e-12,2.5499945203928664e-12,1.3601127955253212e-12,3.9190634638113661e-15,1.2411595646450011e-13,1.1894583559869498e-13,9.0888962828687642e-14,9.2854795903508009e-14,5.5921273050666442e-14,1.0922994338371832e-14,3.1835335502525931e-13,4.6145476248980394e-16,1.0331861214496456e-22,3.4085480705169607e-14,5.0670604640452226e-15,1.5017420164796312e-14,2.0039489215082854e-16,4.5349812674926781e-15,1.5430019784709778e-12,9.5142714587548712e-13,1.6274030489525217e-15,1.5160616802852904e-12,7.250744398305639e-13,2.060597900967586e-14,4.3981552956078809e-24,5.103055010169005e-17,5.6639047489296531e-17,1.4785987066384856e-16,4.0874731680551251e-17,4.6435252010120941e-20,1.0417972586061698e-21,1.8236018310109451e-18,1.7964944680043288e-15,2.5773355548016253e-15,7.7461133046534509e-21,8.6807602407239064e-21,5.0022948201507554e-17,2.5293560332352514e-17,7.1783510490665161e-18,1.4651505858193817e-18,1.1164537743823922e-19,5.1930122097794642e-19,6.0884863040769017e-18,1.2396831293866896e-21,1.3994576302510251e-20,5.0936454406538974e-23,5.1732412449419613e-22,5.864578113864894e-20,1.4601571860525886e-20
3.84303094e-08,0.002951473673635058,1.098084309512415e-13,2.995191100815738e-15,3.916566281470983e-14,1.9059898188432802e-14,4.2860614112837013e-15,0.0,0.0,7.6313664634842532e-13,5.4344911471694482e-17,4.7866762153397843e-19,3.3256437702608455e-23,1.7141164102781802e-20,1.8022208104159333e-40,8.143631493468535e-29,4.5398166382529516e-24,5.7031592206513557e-12,1.1326736345364654e-15,3.0772280010998258e-33,1.266604370635799e-38,2.5981000839189e-22,1.4509590740911281e-24,1.5516256552105673e-25,3.5624642971720039e-23,1.2821475317854254e-17,4.5751781870931977e-20,3.1646172193342673e-20,3.8567646029716674e-12,1.2076618711578046e-14,8.411665901253173e-16,5.3500159358391089e-12,1.5804925078523586e-20,3.2963305618075116e-24,7.1674666824023771e-17,7.5700193226444053e-17,0.88168480800000004,0.0,0.0094599999780547936,0.10884999998560121,6.0617816013965803e-12,5.0771595966316086e-12,3.8625683200804293e-12,2.1532786483626896e-14,1.5965862908795437e-14,7.9247503193695573e-15,9.3399605130842603e-15,2.1066975125665497e-12,1.0413709080109137e-14,2.3816138244129423e-12,2.2088600441991722e-12,2.9563457666485454e-12,1.6375619938662167e-12,4.538375116116102e-15,1.4956229908785698e-13,1.4517746459422673e-13,1.1060985437814683e-13,1.1414011780559031e-13,6.8333905295825447e-14,1.2761628323545727e-14,3.9849586790967907e-13,5.4033333919062904e-16,1.2607980829582427e-22,4.1264084490808798e-14,6.9991270353759004e-15,1.8422400452234525e-14,2.3615090845655665e-16,5.6762841803978928e-15,1.5951447924680362e-12,1.0569111845674103e-12,2.1057045915532129e-15,1.7127939101174864e-12,8.2605963962804149e-13,2.8213184461062629e-14,5.1821619464218791e-24,6.4828792975496061e-17,7.2000560775154308e-17,1.9348196649726745e-16,5.0154992720784054e-17,6.4146490257098915e-20,1.3632987765516954e-21,2.6611802288950666e-18,2.5037705284080199e-15,3.5922627341712512e-15,1.1344580100191046e-20,1.3696214900477184e-20,6.636570875538171e-17,3.3892155151734968e-17,9.9466152395237066e-18,1.9883306372417603e-18,1.4973509532408295e-19,8.2226990336802539e-19,8.9451204941528877e-18,2.1940713388591429e-21,1.9407988575507405e-20,7.483965698711156e-23,7.7269756891314988e-22,9.5362450465651208e-20,2.1913313636000671e-20
4.2205182999999995e-08,0.0029514736736373946,1.2262714685478744e-13,3.7184221051053845e-15,5.1027583643080765e-14,2.3749783383694817e-14,6.2106622613218132e-15,0.0,0.0,9.1718701422188059e-13,7.1625656001780206e-17,7.8864159437945192e-19,5.1687502191838372e-23,2.6988618486770298e-20,2.2251929242407332e-40,8.9713220137603632e-29,5.9834126762689963e-24,6.2404504423472974e-12,1.3633938743905098e-15,6.4060559146929121e-33,2.5663422150616139e-38,4.2820932048810602e-22,1.7119034089116068e-24,2.1692184561359073e-25,5.6966909723129966e-23,1.4807436010490874e-17,7.5057632833510155e-20,4.7447883843836824e-20,4.527381363730249e-12,1.4524767269947884e-14,9.9749120622357389e-16,5.732614295446984e-12,1.8450822625320512e-20,4.920895002857596e-24,1.0620724225193245e-16,1.1207291311404364e-16,0.88168480800000004,0.0,0.0094599999758934739,0.10884999998339316,6.4698188596680484e-12,5.3747977456602466e-12,4.0917810024992005e-12,2.4515636402507267e-14,1.808176925116763e-14,9.0163578626861187e-15,1.0641122463593803e-14,2.3773616726824985e-12,1.1910401789829777e-14,2.773561893477613e-12,2.5985626718984699e-12,3.368750563242076e-12,1.9342698248445045e-12,5.1966398278540262e-15,1.7606574544440857e-13,1.7383805433891214e-13,1.3207386441172523e-13,1.3751837748460837e-13,8.1357314205939735e-14,1.4672644397987246e-14,4.8771609432633722e-13,6.2440535594311168e-16,1.4994503363022812e-22,4.8733649048014597e-14,9.3201456155626091e-15,2.199193362138279e-14,2.7430940326125799e-16,7.0401280374806676e-15,1.644104076821422e-12,1.1576405250997869e-12,2.6930697283754576e-15,1.9078133122546376e-12,9.2630470769349044e-13,3.7300678923722256e-14,6.0188237249492638e-24,8.0638181904225605e-17,8.9660959061716463e-17,2.4672177997213538e-16,5.9885027203185802e-17,8.5424398399550297e-20,1.7384903520481983e-21,3.7412974967827948e-18,3.3589206129702523e-15,4.8194376735547994e-15,1.5997149986272887e-20,2.0594879872893745e-20,8.6648079517903941e-17,4.460044488096741e-17,1.3491314062524284e-17,2.6423668175734946e-18,1.9718429796722134e-19,1.2379520535307045e-18,1.2733646685563391e-17,3.6592834324649176e-21,2.6342572517234084e-20,1.0654153807013278e-22,1.1144971703962259e-21,1.4836528385060308e-19,3.172392118208469e-20
4.5980056599999994e-08,0.0029514736736396957,1.3515452729219452e-13,4.5160633363424303e-15,6.4642438482027883e-14,2.895100549355922e-14,8.6808046989802388e-15,0.0,0.0,1.0849402343932907e-12,9.222094796839638e-17,1.2393004157597547e-18,7.7863634081546102e-23,4.0705401052416893e-20,2.6857778922916077e-40,9.7948558705694646e-29,7.7389607029591945e-24,6.7754478068230321e-12,1.6151613073964117e-15,1.2511250808847042e-32,4.884524852732391e-38,6.7504865909581944e-22,1.9888230273672226e-24,2.9381150478316302e-25,8.7138596097735747e-23,1.6851956869185464e-17,1.175039016727604e-19,6.8716283433426671e-20,5.2376993170807855e-12,1.719268300050442e-14,1.1643471006424923e-15,6.0971256663975012e-12,2.1186011994088869e-20,7.0587369519413963e-24,1.5140917699903559e-16,1.5968402962793595e-16,0.88168480800000004,0.0,0.0094599999737308496,0.10884999998111512,6.8591158229774654e-12,5.6581716133029182e-12,4.3106917219210087e-12,2.767570211110794e-14,2.0288102379777903e-14,1.0170919901909298e-14,1.2001327033445871e-14,2.6461649461050247e-12,1.3497688535019483e-14,3.1808590937341458e-12,3.0090897155406512e-12,3.7850357824715923e-12,2.2489581593834398e-12,5.8941607686327772e-15,2.0337298318876502e-13,2.048927525562663e-13,1.5524177251852381e-13,1.6295354809022375e-13,9.4851678363774392e-14,1.6646699912485189e-14,5.8593479153961987e-13,7.1371743397579207e-16,1.7466062313015786e-22,5.6408533485678033e-14,1.2045050659797114e-14,2.568108420459871e-14,3.1489405094345441e-16,8.6450553173947728e-15,1.6905239591880882e-12,1.2537703885668413e-12,3.4074125512560833e-15,2.1007491305675199e-12,1.0255843296688798e-12,4.7918590083860642e-14,6.9086585175351906e-24,9.8554788142197397e-17,1.0976245048511588e-16,3.0805592730400264e-16,6.9942155194740868e-17,1.1040602231368477e-19,2.1707314685890376e-21,5.1022846041443922e-18,4.3679899544981679e-15,6.2675421247548209e-15,2.1872521696638653e-20,2.9781685021919066e-20,1.1162155564677973e-16,5.783737169598192e-17,1.7981307326269188e-17,3.4541357940217063e-18,2.5585746262328105e-19,1.7884582640516181e-18,1.7677678904135998e-17,5.8146157358743899e-21,3.5129725028535994e-20,1.4791356584213715e-22,1.5638126780427844e-21,2.2278506730277923e-19,4.4645809111086105e-20
