Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107)
1e-12,0.0029258854228698212,2.3132071827155228e-20,2.447387089885245e-26,2.3374551457391261e-26,1.308516269382738e-37,1.4847133615679586e-32,0.0,0.0,6.893905216321861e-19,1.8261511743038668e-27,9.9521948521286511e-39,7.9865517147310392e-39,6.891254270178481e-41,2.9417033638346066e-64,6.3540351590889011e-43,1.6715123457717951e-34,5.4730579204073856e-22,2.7909296157440713e-30,5.5760418730486627e-71,4.0385613597851375e-68,4.127257617139976e-42,1.2609755758851269e-37,2.0524888613084076e-36,2.3132867057593928e-50,4.6310214370226093e-32,1.6833987600833296e-50,9.2733108661084773e-38,1.5005669660575033e-21,2.6415217143260135e-29,2.7226917109612402e-25,8.1998654708530264e-17,1.1367494165291702e-38,6.5525694124813514e-57,1.7815673278566096e-42,2.2433448640444123e-44,0.88168480800000004,0.0,0.009459999999999814,0.10885,1.0199335063011541e-16,1.0199205272560374e-16,8.199718799401188e-17,3.1956439340608155e-19,2.6178120809589209e-19,1.3091624681129665e-19,5.1285528431757343e-23,2.0274013041142178e-21,6.2079256761781927e-23,1.4531719449586969e-21,1.2183163002164124e-21,2.4928008137105042e-21
1.023e-12,0.0029258854228698212,2.3664041812180363e-20,2.5314428453854292e-26,2.4189880851257852e-26,1.362063785320846e-37,1.5454729584932102e-32,0.0,0.0,7.0524364525875279e-19,1.8898469951167415e-27,1.0359432953557366e-38,8.3134554986361641e-39,7.1942569607218031e-41,3.0755521262013771e-64,6.6140533220072644e-43,1.7298114611910783e-34,5.6639509239852857e-22,2.9051409366850824e-30,5.8360350295753678e-71,4.222467000380944e-68,4.3087297684005686e-42,1.3125758263458957e-37,2.1240389158016037e-36,2.4185462993792761e-50,4.8205332639919572e-32,1.7599935096260233e-50,9.6527932687410206e-38,1.5529047026725789e-21,2.7496189140002719e-29,2.8176556416462014e-25,8.3884073521611764e-17,1.1867317386473591e-38,6.8502247517812546e-57,1.8599023319922024e-42,2.3416631196324714e-44,0.88168480800000004,0.0,0.0094599999999998106,0.10885,1.0433850875476253e-16,1.0433716558138202e-16,8.3882555650406562e-17,3.2691153868560349e-19,2.6779984796870319e-19,1.3392646107819225e-19,5.3074189481875301e-23,2.0981140698659976e-21,6.4244350228449319e-23,1.5038566185693611e-21,1.2608095619582309e-21,2.579746100584772e-21
2.047e-12,0.0029258854228698217,4.7359291847998122e-20,9.9080451964359558e-26,9.6847639910888013e-26,1.0903001856067015e-36,1.2375818608285946e-31,0.0,0.0,1.4112707022093361e-18,7.5646945964420294e-27,8.2846717301888384e-38,6.6754648357092227e-38,1.151291427002269e-39,9.8427598932944022e-63,5.2934059621926299e-42,6.9220830685244128e-34,2.2667391239616628e-21,2.3255098468988455e-29,7.2410983851606193e-69,1.4178774513489109e-66,6.8953184177055452e-41,1.0501990489731569e-36,8.4744272430384824e-36,7.7516073064368711e-49,3.8586558881504536e-31,5.635166079639278e-49,7.7260507093060848e-37,6.2147616347168425e-21,2.2010166181571431e-28,1.1276424133517158e-24,1.6782468787846837e-16,1.8995552311867872e-37,2.1400862034957769e-55,2.9774561640062087e-41,3.6618695546927153e-43,0.88168480800000004,0.0,0.0094599999999996215,0.10885,2.0874655739282303e-16,2.0874118217173718e-16,1.6781861354399658e-16,6.5392302643764218e-19,5.3568071171372559e-19,2.679465205587435e-19,2.1232941766307589e-22,8.3965393789338502e-21,2.570063791276901e-22,6.0184775628376413e-21,5.045820797810697e-21,1.0324055116365213e-20
4.095e-12,0.0029258854228698225,9.4793871495628174e-20,3.9212047111632966e-25,3.8779064350936255e-25,8.7247472925633105e-36,9.9108065517309701e-31,0.0,0.0,2.8241984905878905e-18,3.027741155703691e-26,6.6171793051993218e-37,5.3749634163486869e-37,1.8409223391149212e-38,3.1456281485261811e-61,4.2342887794421238e-41,2.7689234145895344e-33,9.069086348962506e-21,1.8609313068708056e-28,9.1177685842414881e-67,4.9599529697608123e-65,1.1025949977315357e-39,8.3960792012485834e-36,3.36993749250122e-35,2.4836681264250075e-47,3.0876508835670216e-30,1.8034531817775226e-47,6.1812580083067281e-36,2.4864612592265819e-20,1.7613073916810716e-27,4.511658876755814e-24,3.3569987598183106e-16,3.038799304089103e-36,6.7637719343648401e-54,4.7643884601130734e-40,5.7932087512904746e-42,0.88168480800000004,0.0,0.0094599999999992433,0.10885,4.1755277673400511e-16,4.1753127256212336e-16,3.3567557498207902e-16,1.3075617667498867e-18,1.0711250503433303e-18,5.3598698026314809e-19,8.4891029219760195e-22,3.3592372299818556e-20,1.0274481101249524e-21,2.4079360728193056e-20,2.0188049368998305e-20,4.1304264522871349e-20
8.191e-12,0.0029258854228698247,1.8983930931556462e-19,1.5613218716558011e-24,1.5537541318088598e-24,6.9803422928689645e-35,7.9412528283159459e-30,0.0,0.0,5.6535486427977932e-18,1.2121114033502175e-25,5.2748868995775958e-36,4.3532232788183362e-36,2.9403781248288945e-37,1.0032730644323803e-59,3.3851806978224944e-40,1.1072080988559561e-32,3.6279125083327757e-20,1.4888992864313798e-27,1.156387499737745e-64,1.8572483569557943e-63,1.7611921833338614e-38,6.7049886095947777e-35,1.3319387744097505e-34,7.9604213124662374e-46,2.4701488864996826e-29,5.7693966932769795e-46,4.9434053001990969e-35,9.9463884587762233e-20,1.4091897993984105e-26,1.8048255750595789e-23,6.7142609096927237e-16,4.8581259043174062e-35,2.1501028730436234e-52,7.6207397093700177e-39,9.2233156702449681e-41,0.88168480800000004,0.0,0.009459999999998487,0.10885,8.3512570762410932e-16,8.3503969844838496e-16,6.7132889588502483e-16,2.6133067398288989e-18,2.140747471650282e-18,1.0720692633722114e-18,3.391055959342784e-21,1.3436638932695774e-19,4.1035707771353696e-21,9.6323186766260981e-20,8.0758585569670979e-20,1.6521646685688927e-19
1e-11,0.0029258854228698295,2.3197180076349288e-19,2.5946954823167236e-24,2.5873866244215058e-24,1.7769485640665083e-34,2.0257981295342924e-29,0.0,0.0,6.9062187876233419e-18,2.0166885944242668e-25,1.3363125030876607e-35,1.1267750768661873e-35,1.2641644173371636e-36,7.8221117494764764e-59,8.6086112386558492e-40,1.8398837791928808e-32,6.0311777920219906e-20,3.7903467728689134e-27,3.3378313129020245e-63,1.8390353069189773e-62,7.572598067937572e-38,1.7024965074260063e-34,2.1869821678499807e-34,6.2606842255105385e-45,6.2875462834691428e-29,4.5230588746217074e-45,1.2577154260043327e-34,1.6534863041202213e-19,3.5874199316292188e-26,3.000451642235758e-23,8.1967836549741815e-16,2.0918002402139045e-34,1.6807350244307496e-51,3.2840796674616504e-38,3.9741778183821574e-40,0.88168480800000004,0.0,0.0094599999999981522,0.10884999999999999,1.0195120653755533e-15,1.0193691053996874e-15,8.1951681363859956e-16,3.1886436388937659e-18,2.6120339456924125e-18,1.3088314189571545e-18,5.628894413756711e-21,2.2335206895412843e-19,6.810435845985226e-21,1.6012838675522911e-19,1.3425645448579708e-19,2.7463864945334158e-19
1.6383e-11,0.0029258854228698295,3.8063498092497751e-19,6.2409219924597103e-24,6.2345265914455619e-24,5.5838640969013669e-34,6.3717173006251257e-29,0.0,0.0,1.1326226269337809e-17,4.8556140839906875e-25,4.1902220659445739e-35,3.5665445057037361e-35,4.6872258428677482e-36,3.1882171078739306e-58,2.7039322760015316e-39,4.4251070338034869e-32,1.4511024284995044e-19,1.1910932348286695e-26,1.4707237133339288e-62,7.6726896672390122e-62,2.8077962225718375e-37,5.3438679708841859e-34,5.2039760762684372e-34,2.5542503179455556e-44,1.9757113770951762e-28,1.8446817242444616e-44,3.9512599042069712e-34,3.9782089829275775e-19,1.1273236921142342e-25,7.2191808776064272e-23,1.3427818858474202e-15,7.75847750309923e-34,6.8524989808031791e-51,1.2182897998537841e-37,1.4742521998822143e-39,0.88168480800000004,0.0,0.0094599999999969743,0.10884999999999999,1.6701135698130693e-15,1.6697696607176319e-15,1.342393253119565e-15,5.218701917904846e-18,4.2749535497891058e-18,2.1442392902112673e-18,1.3525037506362617e-20,5.3733526025331587e-19,1.6361524698648923e-20,3.8526304210602141e-19,3.2302201407210603e-19,6.6073140319195682e-19
3.2767e-11,0.002925885422869838,7.6504296467175036e-19,2.5034543818086461e-23,2.5091661881527394e-23,4.465927863424013e-33,5.1267204035791326e-28,0.0,0.0,2.2727482972784027e-17,1.9477897308609624e-24,3.3085876475998124e-34,2.9858235897337523e-34,7.4436089154354995e-35,1.0060984407097332e-56,2.1561891141616725e-38,1.7669485215246543e-31,5.8033397790190319e-19,9.5272359413208274e-26,1.8698705362203029e-60,3.5644819090611926e-60,4.4599086256960781e-36,4.2427542805771289e-33,1.990455811424909e-33,8.2159080788640391e-43,1.5797362013984729e-27,5.892495906993146e-43,3.1551170217174526e-33,1.5908505713220958e-18,9.0171067866420186e-25,2.8872918616972887e-22,2.6851070135152223e-15,1.2365801905900215e-32,2.1852119338359616e-49,1.9457413566027107e-36,2.3646159743809122e-38,0.88168480800000004,0.0,0.0094599999999939489,0.10884999999999997,3.3394575484133192e-15,3.3380830668896743e-15,2.6835538148549731e-15,1.0405392076950637e-17,8.5234185600291994e-18,4.2886012329881123e-18,5.3783960507923347e-20,2.1480887070758532e-18,6.5021502522728416e-20,1.5406634034234725e-18,1.291862655800831e-18,2.6415914370240339e-18
6.5535e-11,0.0029258854228698555,1.5451051743772885e-18,1.0091553099237995e-22,1.0158874648261959e-22,3.5706924084404119e-32,4.1480440110123143e-27,0.0,0.0,4.5753539466955003e-17,7.8351218048085717e-24,2.5887990529561961e-33,2.5961902002530033e-33,1.1733659486023503e-33,3.1470227992227636e-55,1.7138208482196899e-37,7.0437413982690924e-31,2.3203666812475855e-18,7.6189381937365701e-25,3.4261220311170246e-58,1.896341267477495e-58,7.0333625263267286e-35,3.3433547159623588e-32,7.3401487084744301e-33,3.0845016441657798e-41,1.2623857216074206e-26,1.8788006966572083e-41,2.5145699465426226e-32,6.3596306530750808e-18,7.2109017693463087e-24,1.1545558013510264e-21,5.3682120477645861e-15,1.9632763251349654e-31,6.9601013496427779e-48,3.101778452333648e-35,3.8099822548805734e-37,0.88168480800000004,0.0,0.0094599999999878982,0.10884999999999993,6.6756205426387509e-15,6.6701321077454409e-15,5.3620101955113054e-15,2.068455222742027e-17,1.694218939177621e-17,8.5774130487224547e-18,2.1263713687856552e-19,8.5819316576429648e-18,2.567380027796744e-19,6.1592433821753329e-18,5.1653946232666114e-18,1.0555190061595404e-17
9.999999999999999e-11,0.0029258854228698906,2.3891375728708513e-18,2.6361110810478234e-22,2.6698753858231916e-22,1.6697958966406005e-31,1.980933816227879e-26,0.0,0.0,7.0442053072029092e-17,2.0380932397470974e-23,1.1782787727262998e-32,1.3828170916581931e-32,1.014446779522515e-32,5.1965097941360697e-54,7.930619262428781e-37,1.8064638175648586e-30,5.9769764791418457e-18,3.564135055983515e-24,2.2946479758887493e-56,5.8917551351747511e-57,6.0858153748416318e-34,1.5240365176693736e-31,1.6954973130925826e-32,5.4775556895810407e-40,5.8976256655928697e-26,3.2280723998833289e-40,1.169169248152387e-31,1.6376953382663306e-17,3.3731838977837976e-23,2.9745011701939725e-21,8.1870227665092406e-15,1.7198298599519547e-30,1.1950311034512258e-46,2.737894199939501e-34,3.4348786162314457e-36,0.88168480800000004,0.0,0.0094599999999815335,0.10884999999999986,1.017925488825516e-14,1.0165147511204081e-14,8.1710825423808143e-15,3.1306622583384436e-17,2.5639121734175768e-17,1.3088521813725862e-17,5.3792387169680052e-19,2.2077346265479278e-17,6.4818825064292299e-19,1.5861928371464997e-17,1.3305837486112047e-17,2.7160504557234747e-17
1.31071e-10,0.0029258854228698906,3.1500524329780177e-18,4.1028495915539772e-22,4.1609840088696927e-22,2.8532495430138754e-31,3.3928359504916274e-26,0.0,0.0,9.2699322946488894e-17,3.1691272769576405e-23,2.0071382594501842e-32,2.3954063063312129e-32,1.823212499750042e-32,9.5975729386054401e-54,1.3535207787828193e-36,2.8000233236433686e-30,9.2734953542433298e-18,6.090420779549594e-24,4.332439267998164e-56,1.1032349995259925e-56,1.0938245631802452e-33,2.5965797122882181e-31,2.5622961224063422e-32,1.0137624680510538e-39,1.0076402404300891e-25,5.9688765749070149e-40,1.9965082131441251e-31,2.5407803071653174e-17,5.7641081397830574e-23,4.6152242967083846e-21,1.0728246264031806e-14,3.0933025919624104e-30,2.209632534612855e-46,4.9265370218479412e-34,6.1880228965386514e-36,0.88168480800000004,0.0,0.0094599999999757968,0.10884999999999979,1.3337862831172539e-14,1.3315985277078547e-14,1.0703526670904898e-14,4.0882666338793196e-17,3.347960874449629e-17,1.715539140425019e-17,8.3117743727165577e-19,3.4243776768310618e-17,1.0010897638116159e-18,2.4609124811395922e-17,2.0644636273039963e-17,4.213058222135807e-17
2.62143e-10,0.0029258854228699613,6.5379481138879615e-18,1.694659171842966e-21,1.7419447661289758e-21,2.2774690955792726e-30,2.8327161295274167e-25,0.0,0.0,1.9016155481865235e-16,1.2956733494715417e-22,1.5648219263333426e-31,2.386756657965319e-31,2.756834287369324e-31,2.8091807447225083e-52,1.0557043245925103e-35,1.1090561680147202e-29,3.7029919507622522e-17,4.8647172893825657e-23,5.3953318176738346e-54,6.8824801056080974e-55,1.6569456226341575e-32,1.9619807112666985e-30,8.3868247635243466e-32,3.3874341627323904e-38,8.024897680714245e-25,1.8828252044844846e-38,1.5734108871971126e-30,1.0138544984805263e-16,4.6038576851675455e-22,1.8436711048454119e-20,2.1423651764573696e-14,4.8017025945708486e-29,6.9676314612125713e-45,7.768339898636428e-33,1.0198386734756474e-34,0.88168480800000004,0.0,0.0094599999999515939,0.10884999999999934,2.6622141675842893e-14,2.6535237507088018e-14,2.1325471840912507e-14,7.9960180985553155e-17,6.5446382482197622e-17,3.4312791223577677e-17,3.1792258230780526e-18,1.3630625891484385e-16,3.8114133310896861e-18,9.8213107742579195e-17,8.2442200682230614e-17,1.6780304451825271e-16
3.93215e-10,0.0029258854228700303,1.0102561581318827e-17,3.6796213274450955e-21,3.8150761217508665e-21,6.5054404071596075e-30,8.2936441042034901e-25,0.0,0.0,2.9119043248534831e-16,2.794429014734046e-22,4.4636741629628425e-31,7.552052475529175e-31,9.8789095230898304e-31,1.2581252141485384e-51,2.9752891572876088e-35,2.3442254970671953e-29,7.8594559126430746e-17,1.3897537415604106e-22,2.9330338934829399e-53,3.6451323183325547e-54,5.9429485549263128e-32,5.4319869941827561e-30,1.5923146235989981e-31,1.5131581260242168e-37,2.2886888554236977e-24,8.5464190045774811e-38,4.4604543036466877e-30,2.150842629886984e-16,1.3151956505404993e-21,3.9142462519725679e-20,3.2094435026594838e-14,1.7419576934960488e-28,3.2517693781376254e-44,2.8393410654902645e-32,3.9403536248827405e-34,0.88168480800000004,0.0,0.0094599999999273911,0.10884999999999867,3.9866343703868628e-14,3.9682557349529659e-14,3.1886822507091902e-14,1.1783076341451853e-16,9.6390415280156258e-17,5.1471658527016248e-17,6.552973951536627e-18,2.886732934179442e-16,7.8316314664884353e-18,2.0837514264128103e-16,1.7498938739409665e-16,3.555295108945285e-16
