Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424)
1e-12,0.002978305669255037,3.5236252316140853e-27,3.466569884042062e-34,3.0163056089760669e-32,3.7910718455456409e-33,1.0138371975330856e-37,0.0,0.0,3.2536503971766671e-23,5.059481040499984e-33,3.5237644123129913e-50,1.1412242550960818e-50,5.7847246791528458e-47,1.5729194124453686e-79,2.2064831534052963e-51,2.8694832529763465e-46,5.257852338655846e-23,2.8391287569333102e-32,7.4359451651877484e-84,3.9945406794906993e-78,3.6319202188949197e-50,1.084743392570957e-50,1.417498055434699e-47,1.6801831510855204e-56,5.074977201513867e-35,4.1397681786814059e-56,6.2946449394564405e-49,1.8033806568961662e-28,3.4232374968597136e-31,3.5208981461887809e-32,9.7288631817115486e-23,2.8193918406518825e-43,1.2214680698020328e-60,1.6494482649709344e-47,2.8299556458069538e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0130344084742077e-22,1.0130266061996329e-22,9.7288339756371736e-23,1.4069786468723218e-23,1.190480747962617e-23,5.9524020287573233e-24,2.2582107442891526e-27,2.33444730280943e-27,2.6719029813809049e-27,1.656423139169021e-27,1.8876151875449175e-27,2.447089505105264e-27,8.8514379602308849e-28,1.1280638418191921e-27,9.7628556501946528e-30,3.3952474116371572e-30,2.8038514209165471e-30,1.4346566202574414e-30,1.5066780221490216e-33,1.8924668457051445e-29,6.6547739182373865e-30,2.6670877433153376e-30,3.4546256610151583e-41,1.547364096269275e-30,1.3236937771674223e-36,2.4773740858113488e-34,4.4088409164901814e-34,6.0677538856943567e-25,5.2577901378034136e-23,1.2739958233836871e-27,1.4693630247786001e-29,2.2624808081139435e-28,3.6221135260980123e-32,1.4793045266516223e-33,2.9901824019265931e-41,5.4472603056274374e-35,6.4451697243510743e-35,3.9353166356694885e-37,3.8195635204972772e-37,4.6913990815253435e-46,1.358021488146781e-46,1.1805075428266069e-47,1.0282907915504617e-38,1.527963956428742e-38
1.023e-12,0.002978305669255037,3.6046464186245783e-27,3.5868767072764204e-34,3.12151429657529e-32,3.9233001646550277e-33,1.0553263951262128e-37,0.0,0.0,3.3284631944968169e-23,5.2359495886784149e-33,3.6691330250973492e-50,1.1879265365762452e-50,6.021447856208005e-47,1.6420809298712344e-79,2.2834408613007937e-51,2.9695674097367543e-46,5.3787473531109087e-23,2.9381537870568116e-32,7.7828285520450633e-84,4.1701763180321113e-78,3.7805468093776833e-50,1.1291321527124962e-50,1.4669057727946674e-47,1.7540642489954367e-56,5.2519856226979008e-35,4.3312485179904545e-56,6.5522342572579535e-49,1.8662801313088008e-28,3.542635461933061e-31,3.6437023055892546e-32,9.9525606838971563e-23,2.9347668885357311e-43,1.2779656489655266e-60,1.7244552974574979e-47,2.9586023315501597e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0363273449010002e-22,1.0363192704944647e-22,9.9525304591582706e-23,1.4393267359602297e-23,1.2178512998101532e-23,6.0892547283189488e-24,2.3369720697525887e-27,2.4158696245605632e-27,2.7650929559863707e-27,1.7141969999862825e-27,1.9534526488898521e-27,2.5324406292967755e-27,9.1601643253124139e-28,1.1674081696030292e-27,1.0103363495525926e-29,3.5136686270030549e-30,2.9016456290658935e-30,1.484695289658393e-30,1.5683342209002039e-33,1.9584709111070558e-29,6.8868832050659058e-30,2.7601143255375087e-30,3.5950188792302053e-41,1.6013335673325683e-30,1.3778622279609081e-36,2.5787535614417878e-34,4.5892625247986548e-34,6.2072707056376721e-25,5.3786829827849521e-23,1.3184310218236148e-27,1.5206124019012788e-29,2.3413907919650867e-28,3.7703370252910586e-32,1.5309304272993923e-33,3.111582452233825e-41,5.6701724823759297e-35,6.7089182293967938e-35,4.0963680845628941e-37,3.9758637530437069e-37,4.8974308894354411e-46,1.417561900556755e-46,1.2341472015466979e-47,1.0703879611733335e-38,1.5905475013577171e-38
2.047e-12,0.002978305669255037,7.2119754550185126e-27,1.4251347905488713e-33,1.2495164682084915e-31,1.5701750819159793e-32,8.4494007278389497e-37,0.0,0.0,6.6592869154211621e-23,2.095489483788067e-32,3.2603953696972412e-49,9.5111336968895379e-50,4.819727709021849e-46,2.6273364034094229e-78,9.1374017802091412e-51,1.1884603215370364e-45,1.0761066684114504e-22,1.1758614741883575e-31,9.9181644359488118e-82,6.6724348251827199e-77,3.0262503515653406e-49,9.0344901698155999e-50,5.8481787098029274e-47,2.8099849572924181e-55,2.1018649486855329e-34,2.6842505270158227e-54,5.2443432788358563e-48,7.4689029194374667e-28,1.4177775747809697e-30,1.458219498999636e-31,1.9911643942298794e-22,2.3489469916018953e-42,7.9191211221477883e-59,5.3427231784136425e-46,9.0080775600816898e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0733432637632547e-22,2.0733109503293367e-22,1.9911522984707024e-22,2.8791047373425895e-23,2.4360850097337721e-23,1.2180417964392991e-23,9.3512418071094006e-27,9.6683486353460777e-27,1.1064334083038922e-26,6.8603073517026683e-27,7.8177700824947307e-27,1.013486547018792e-26,3.6659359681872996e-27,4.671301895269259e-27,4.0428875079380296e-29,1.4061509577914061e-29,1.1612234972876303e-29,5.9416453835808065e-30,1.2552667694154216e-32,7.8360509606772238e-29,2.7561343880598209e-29,1.1047549222373204e-29,2.6415304998818247e-40,6.4082402301917946e-30,1.1029048115595651e-35,2.0641264891695414e-33,3.6740553881126911e-33,1.2418585524422433e-24,1.0760809077831728e-22,5.2763616188516436e-27,6.0855212655553176e-29,9.3687356532127726e-28,3.0175899563061262e-31,6.1473415287957483e-33,2.2618769386468902e-40,4.5382165065467215e-34,5.3695913337194822e-34,3.2815711501262203e-36,3.1811849365166499e-36,7.582429504961985e-45,2.1024451218988497e-45,3.6653511559060898e-46,8.6151773437082887e-38,1.2884712664821711e-37
4.095e-12,0.002978305669255037,1.4427132930716062e-26,5.6814168559767536e-33,5.0014176878813485e-31,6.2825947059226909e-32,6.7641664445916517e-36,0.0,0.0,1.3321045850293498e-22,8.3842346014626174e-32,3.1443758384898824e-48,7.6142416334916732e-49,3.8563448358628282e-45,4.1978653648774359e-77,3.6549927582948207e-50,4.7551528714474742e-45,2.1525157515095031e-22,4.7045416254155816e-31,1.2585212360867889e-79,1.0665862431371822e-75,2.4216731308411742e-48,7.2232365758609551e-49,2.322054370713916e-46,4.5008087732114245e-54,8.409404537757513e-34,1.6141445112794038e-52,4.1957028520983844e-47,2.9882343739640662e-27,5.6724314407692501e-30,5.834193209935626e-31,3.9828536228408143e-22,1.8792417401358134e-41,4.7609572617505657e-57,1.605879692324226e-44,2.6306442948550143e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.1472706254945245e-22,4.1471413470872249e-22,3.9828052309982592e-22,5.7570009796322468e-23,4.8711498086048008e-23,2.4355720717446216e-23,3.7402336000331827e-26,3.8681900136584808e-26,4.4254178162149673e-26,2.74477743698348e-26,3.1278130201880983e-26,4.0548360451449238e-26,1.4667158131756771e-26,1.8683845188554264e-26,1.6171150780103066e-28,5.6256424376399758e-29,4.6457580427528228e-29,2.3770778758509905e-29,1.004248274244604e-31,3.133685779678656e-28,1.1026904566999505e-28,4.4212121746699109e-29,1.8139057484885915e-39,2.5636021921125319e-29,8.8249519463546317e-35,1.6515794212190253e-32,2.9407716757129202e-32,2.4840348605005975e-24,2.1524126901623014e-22,2.1109925971343866e-26,2.4347488798860817e-28,3.7470807457341134e-27,2.4139627566562827e-30,2.4759056882003279e-32,1.5279721934923689e-39,3.6305575761575913e-33,4.2956505054846536e-33,2.6299990949262451e-35,2.5433991961513209e-35,1.1383695601105489e-43,2.9326385776425889e-44,1.0247620070101708e-44,6.9690870158286028e-37,1.0554718334085545e-36
8.191e-12,0.002978305669255037,2.8859444420547342e-26,2.2688387334346217e-32,2.0024629388266308e-30,2.513565620863781e-31,5.4162852880202362e-35,0.0,0.0,2.6645009635734987e-22,3.3541970133649279e-31,3.4713803270144339e-47,6.097070059713997e-48,3.0845602649204241e-44,6.6931865969997624e-76,1.4614482788698953e-49,1.9023444050203044e-44,4.3051148076229058e-22,1.8819535456099342e-30,1.5867357335573522e-77,1.702501685075777e-74,1.9375258969193332e-47,5.7689902876857651e-48,9.1498140393500041e-46,7.2117138867430972e-53,3.3639954090081393e-33,9.2127379296459218e-51,3.3553873610960922e-46,1.195362475499626e-26,2.2691376223803815e-29,2.3338121470196403e-30,7.9657224529364594e-22,1.5028382631944006e-40,2.7160775044950692e-55,4.5797852380313699e-43,7.1978977496977132e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.2947074870563834e-22,8.2941903793250473e-22,7.965528891208546e-22,1.15061621649118e-22,9.7356754442720268e-23,4.8678264055629454e-23,1.4952954323973529e-25,1.5473482559368202e-25,1.7692193414817179e-25,1.0980030030771055e-25,1.2511974128805965e-25,1.6220087595691257e-25,5.8672885658501296e-26,7.4695133693296575e-26,6.4656005274116151e-28,2.2502034543446569e-28,1.8582641008959748e-28,9.5079323368413194e-29,8.0308589568134704e-31,1.2523951238275105e-27,4.4109218046092041e-28,1.7695408828421461e-28,1.1277153572410328e-38,1.0252828284675006e-28,7.0594485257336478e-34,1.3211024616313434e-31,2.3539780672701297e-31,4.9680408660067778e-24,4.3047025736099138e-22,8.4442348456593104e-26,9.7394902846303567e-28,1.4979129665343668e-26,1.9301098172764476e-29,1.0035481841737311e-31,9.3102321748532721e-39,2.903088935915072e-32,3.4349081618074611e-32,2.1106079603951946e-34,2.0313213823433361e-34,1.6202393141644891e-42,3.7330950038447479e-43,2.6180967177343382e-43,5.6955608791101655e-36,8.8341656469804505e-36
1e-11,0.002978305669255037,3.5235242076776188e-26,3.7704146915997973e-32,3.3320485801200682e-30,4.1792375940589625e-31,1.3803960165764027e-34,0.0,0.0,3.2529937224324389e-22,5.576577795390615e-31,1.3306945522800982e-46,1.5538925371016858e-47,7.8495320383997229e-44,2.8691591349600053e-75,2.4284004620430485e-49,3.1627096794398379e-44,5.2556175209440461e-22,3.1286172490377891e-30,4.5066013040626581e-76,7.3120468013510884e-74,4.9323850209968804e-47,1.4650487262754479e-47,1.4975442101628618e-45,3.1164352797434316e-52,5.5923894397451147e-33,1.1417545009919344e-49,8.5365624794232256e-46,1.9871750200162212e-26,3.7722839000062734e-29,3.8797391898954865e-30,9.724307988585033e-22,3.8233234708630501e-40,3.3632945302575287e-54,3.0130471903224695e-42,4.5373961389604383e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0126055573624571e-21,1.0125195994739351e-21,9.7239862404693157e-22,1.4039437662527374e-22,1.1879156602111085e-22,5.9395595135495137e-23,2.4842259605352385e-25,2.5722879716493852e-25,2.9393062227598625e-25,1.8253752665406806e-25,2.0799957017731078e-25,2.6963999808935726e-25,9.7539577074134832e-26,1.240949277582545e-25,1.0742740652737993e-27,3.7404240667552774e-28,3.0889277761195648e-28,1.580438930915005e-28,2.0430495095790262e-30,2.0799580440219288e-27,7.3325679289139013e-28,2.9433662116863545e-28,2.2504747963579424e-38,1.7040513776703544e-28,1.7967065472185164e-33,3.3621291426589459e-31,5.9965301490516215e-31,6.0647969489189016e-24,5.2549322835390122e-22,1.4037337010741608e-25,1.6190849453228864e-27,2.4883631229994187e-26,4.9091075138728852e-29,1.6914806741568421e-31,1.8391695108101394e-38,7.3846548610893497e-32,8.7374328954010084e-32,5.3955853814852741e-34,5.1585674050158761e-34,5.9463747474476762e-42,1.227641203777771e-42,1.5243290624198015e-42,1.4920207931211507e-35,2.385866961459344e-35
1.6383e-11,0.002978305669255037,5.773204497324316e-26,9.068678561676257e-32,8.0234499888409112e-30,1.0056509128003036e-30,4.3399609001937936e-34,0.0,0.0,5.3294720418335534e-22,1.3418178973759855e-30,4.8011430124628233e-46,4.8854216942076075e-47,2.4662586118067131e-43,1.0631227544901824e-74,5.8402610398176387e-49,7.6098691855868093e-44,8.6094366581075856e-22,7.5274311898780324e-30,1.9848128504229752e-75,2.7105151542747044e-73,1.5499651902692275e-46,4.5988571945929468e-47,3.553098876913794e-45,1.1568049108761779e-51,1.3455208178381991e-32,4.8453310171788963e-49,2.68181770622215e-45,4.7810608528793638e-26,9.0760885932545113e-29,9.334494477168299e-30,1.5929422125702144e-21,1.2011083051044913e-39,1.4272214771006335e-53,1.2028527178378245e-41,1.8007700960050775e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.6587910099088767e-21,1.6585842121433381e-21,1.5928648075920665e-21,2.2978021134766297e-22,1.944236292078808e-22,9.7211363119344047e-23,5.9736364420742759e-25,6.1887557468806167e-25,7.0679212383476958e-25,4.391885580353837e-25,5.0043845785010768e-25,6.4873558491710403e-25,2.3467948382150281e-25,2.9840055822626228e-25,2.5834495998209659e-27,8.9986209539951806e-28,7.4312861171655403e-28,3.8021241080430641e-28,6.418222393774098e-30,4.9999879608826081e-27,1.7641505027552307e-27,7.0851722227491388e-28,6.2120964104448568e-38,4.0990650037410064e-28,5.6454251193135943e-33,1.0563828039839259e-30,1.8849161402789186e-30,9.9346665327929114e-24,8.6077881367603648e-22,3.3772423312411196e-25,3.8954268786100193e-27,5.9831355656287277e-26,1.5420407844096799e-28,4.1188289790557913e-31,5.0435353429230609e-38,2.3197720256549491e-31,2.7447225805587629e-31,1.6986525613004321e-33,1.6192957323600078e-33,2.1211008506787965e-41,4.2421239360936393e-42,5.9790893003942421e-42,4.7469086943684046e-35,7.6872162608111194e-35
3.2767e-11,0.002978305669255037,1.1550908780354982e-25,3.6267593241672805e-31,3.2199470575665193e-29,4.0240041489178597e-30,3.482666963504672e-33,0.0,0.0,1.0660127122364429e-21,5.3678574829984591e-30,9.2394313855584485e-45,3.9197216116455827e-46,1.9705612713914942e-42,1.6762660416260401e-73,2.3314610603613559e-48,3.0436352138704953e-43,1.7214576740256618e-21,3.010370759842714e-29,2.4665430700219136e-73,4.293762207563836e-72,1.2397409873702941e-45,3.6527936834996457e-46,1.3423876787852427e-44,1.8599420927080138e-50,5.3809366375069219e-32,2.284554177472294e-47,2.1412315853522596e-44,1.9119256027912181e-25,3.6297098401121256e-28,3.7328284254004943e-29,3.1848673688063142e-21,9.5892216033917462e-39,6.717610374380402e-52,2.8300538330145065e-40,4.0528050863908566e-40,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.3167633569810466e-21,3.3159366094758772e-21,3.1845579368667442e-21,4.5816377545393471e-22,3.8766697192830671e-22,1.9383168957595069e-22,2.3832067708463733e-24,2.4747498534893149e-24,2.8197534329213018e-24,1.7564803667701144e-24,2.0012335130817599e-24,2.5941446569646667e-24,9.3852939371491941e-25,1.1904568538856697e-24,1.0310546624213947e-26,3.5973457529287967e-27,2.9708104888991534e-27,1.5198636782978214e-27,5.1236856787716773e-29,1.9921663834320786e-26,7.0541683992266483e-27,2.8393175156093763e-27,3.0454812696783678e-37,1.6378179439544058e-27,4.512400871408903e-32,8.4421354973155683e-30,1.5104954746491467e-29,1.9862373287042251e-23,1.7207986617118671e-21,1.350403324141699e-24,1.5577224613066364e-26,2.386232073540334e-25,1.2302281103348358e-27,1.7309542686566297e-30,2.4668461889021211e-37,1.8513024910784236e-30,2.1904193328785109e-30,1.3750096160251059e-32,1.286223208996148e-32,2.4837777660604037e-40,4.3143352106678019e-41,1.2227112215313367e-40,4.0987054659633578e-34,7.1307449960021603e-34
6.5535e-11,0.002978305669255037,2.3118999307937491e-25,1.4510576465933796e-30,1.2963734467805783e-28,1.6106396574281327e-29,2.8030995850294387e-32,0.0,0.0,2.1324286096929492e-21,2.1475061266787464e-29,2.4222808359695759e-43,3.1521719680755365e-45,1.5724582150893923e-41,2.6056519783713416e-72,9.2884293292953672e-48,1.216603590454982e-42,3.4410853845483186e-21,1.203608196962651e-28,3.0592926778845075e-71,6.7357254428991838e-71,9.9136523161216989e-45,2.8808371322313321e-45,4.8290187569444717e-44,3.0046146127675121e-49,2.151352399084269e-31,9.5645080607340938e-46,1.706165980319885e-43,7.6433408161735093e-25,1.4512326405809973e-27,1.4922833004359059e-28,6.3654618978753249e-21,7.6396785423699905e-38,2.8027579407435599e-50,5.9089000096865556e-39,8.21114120841615e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.630037500897177e-21,6.6267342172476905e-21,6.3642257325395492e-21,9.1075544409016291e-22,7.7062488411004966e-22,3.8530533239626959e-22,9.4827479479678964e-24,9.8925001666448787e-24,1.1219581601977873e-23,7.0233812102202678e-24,8.0003824099671245e-24,1.0369694328631031e-23,3.7524261343193955e-24,4.7366180449979614e-24,4.1055560136928375e-26,1.4371936380664059e-26,1.186909261431576e-26,6.0713071990335325e-27,4.0814143035052943e-28,7.9063094533874339e-26,2.8195897279652615e-26,1.1397433794475131e-26,1.3665380207135951e-36,6.5365816330193708e-27,3.6034481697722883e-31,6.7391284509197183e-29,1.2123049418417849e-28,3.9695615046522285e-23,3.438452629929402e-21,5.3974040310910235e-24,6.2269986140652313e-26,9.4886997556856397e-25,9.7871815474273354e-27,7.5887817887724624e-30,1.1337281027971863e-36,1.4737849931764647e-29,1.7437230844885555e-29,1.12566207564611e-31,1.0146521065359779e-31,2.5783893383208681e-39,4.043440104617126e-40,2.3020733228343662e-39,3.7509581158658456e-33,7.2423167439917608e-33
9.999999999999999e-11,0.002978305669255037,3.5312630204177348e-25,3.7428071603129251e-30,3.3769210229228196e-28,4.1559724455501498e-29,1.3264578562741936e-31,0.0,0.0,3.2546704650897083e-21,5.5370037196153851e-29,4.0218619073031684e-42,1.4872400236784662e-44,7.327525809510992e-41,2.1966632937618735e-71,2.3786319779615839e-47,3.1291434792307409e-42,5.246828887160579e-21,3.1001883806786226e-28,2.0143992755107737e-69,5.7732134668394525e-70,4.6371068622666062e-44,1.3150750428686603e-44,1.0725845406011451e-43,2.7187989310927647e-48,5.5410973430303155e-31,1.9434307369020464e-44,7.9300054300674019e-43,1.9683392239573897e-24,3.7380056314878006e-27,3.8429934969597359e-28,9.7039392973077926e-21,3.5498556003204305e-37,5.6572486529619301e-49,6.1279231285868886e-38,8.4235700024104807e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0109291908376473e-20,1.0100792818240148e-20,9.7007594747458444e-21,1.3781637565836634e-21,1.1661281969826529e-21,5.830460846149236e-22,2.4235418798162061e-23,2.5471922644866325e-23,2.8673573323135967e-23,1.8092960063491645e-23,2.0602915170507504e-23,2.6700335548239776e-23,9.665262840134445e-24,1.2104750688295802e-23,1.0505264125888243e-25,3.6972817456620963e-26,3.0535156728740749e-26,1.5615632317728284e-26,1.8960257775384557e-27,2.0122690870643744e-25,7.259185001492259e-26,2.9537018585866061e-26,3.6973434874764912e-36,1.6787887410811252e-26,1.6814662573788035e-30,3.1425611583587389e-28,5.7058598892141801e-28,6.0509376481386884e-23,5.2400564399219094e-21,1.3894846231179616e-23,1.6034541067243694e-25,2.4225271966995302e-24,4.5361904023849508e-26,2.2341260181920383e-29,3.237484698856322e-36,6.8387951933318182e-29,8.0911732313077203e-29,5.4850122801676618e-31,4.6365788320415235e-31,1.3911120386662014e-38,2.1070364244557607e-39,2.2953055652392328e-38,2.1378146026704115e-32,4.6347212797576987e-32
1.31071e-10,0.002978305669255037,4.6305472379632692e-25,5.8088727091531979e-30,5.2525831073074304e-28,6.4506492208218533e-29,2.2695845451368227e-31,0.0,0.0,4.266397628560845e-21,8.5927147223757039e-29,7.4292898062260086e-42,2.5438458920581597e-44,1.2515853249704627e-40,3.9421008082977095e-71,3.6856505596586895e-47,4.8533427214808972e-42,6.8747487005847937e-21,4.8099995772037637e-28,3.8028468908146988e-69,1.0370658501063641e-69,7.9238278315416417e-44,2.2409316395150023e-44,1.60419719347554e-43,4.8989864698901937e-48,8.5970313384850552e-31,3.6092525308011566e-44,1.3540941612951637e-42,3.0537778944244534e-24,5.7995847291365836e-27,5.9622134742175907e-28,1.2713654407644837e-20,6.061398271394225e-37,1.0504714885327979e-48,1.1119687420135596e-37,1.5277360998964269e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3245920769388781e-20,1.3232737538722862e-20,1.2708722332836424e-20,1.7995432336614397e-21,1.522683642630837e-21,7.6131397703290714e-22,3.7535295078051312e-23,3.9517134767913435e-23,4.44087532670821e-23,2.8072443149230658e-23,3.1964391897701763e-23,4.1422788858393951e-23,1.499582280782281e-23,1.874729382945081e-23,1.6274750002981624e-25,5.7348037996619719e-26,4.7363048157706351e-26,2.4220063646988832e-26,3.2373881611588269e-27,3.1136043170529745e-25,1.1261583514295316e-25,4.5890276646313118e-26,5.798618887383353e-36,2.6029678265933015e-26,2.8724879975417909e-30,5.36810509398943e-28,9.7569043044124323e-28,7.9273467052768803e-23,6.8642442240587791e-21,2.1555488233180275e-23,2.4876268952423097e-25,3.7510634949081555e-24,7.7433344675667693e-26,3.5640962957301182e-29,5.13407025510624e-36,1.1675476810306345e-28,1.3813547335814274e-28,9.4150679947966819e-31,7.9018301098068757e-31,2.4127841303621477e-38,3.642053281998459e-39,4.1570397070111633e-38,3.7269466368432128e-32,8.1601187127504362e-32
2.62143e-10,0.002978305669255037,9.2876131689086018e-25,2.327567078524766e-29,2.1547679140281464e-27,2.5866124001029987e-28,1.8590792468556377e-30,0.0,0.0,8.5388662236842946e-21,3.4391891813488491e-28,2.3767287627126374e-40,2.0618598844086057e-43,9.9117078934121173e-40,5.6768772668806825e-70,1.4509383721291329e-46,1.9254523987472071e-41,1.3719779632432285e-20,1.9204389314855961e-27,4.7339732162916604e-67,1.542504151406263e-68,6.3275543466176109e-43,1.6982554507515003e-43,4.7703490665756953e-43,8.1309872392392429e-47,3.4320853100459724e-30,1.262723914689797e-42,1.0662668406133739e-41,1.2186588283704619e-23,2.3155399470156773e-26,2.3793384672002043e-27,2.5358265059916547e-20,4.7702135410462487e-36,3.6259892151719973e-47,1.9408924361674262e-36,2.6925261765699247e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.6435164246076415e-20,2.6382670060124323e-20,2.5338637148656016e-20,3.5138986909545673e-21,2.9733629995737696e-21,1.4865746720837011e-21,1.4706470223482035e-22,1.5764525959599818e-22,1.7398450288273896e-22,1.121186930833106e-22,1.2755986943518387e-22,1.6524287838775466e-22,5.9871791869610322e-23,7.3440725988046512e-23,6.3952926133624558e-25,2.2829151717640587e-25,1.8855941651766609e-25,9.6367243162961501e-26,2.5467389022497588e-26,1.2078844736618624e-24,4.4913482099466816e-25,1.8566876511943556e-25,2.3820752616698646e-35,1.0320771215675771e-25,2.2820758198823639e-29,4.2581897528472692e-27,7.8875743101408781e-27,1.5807513388178177e-22,1.3677973402069542e-20,8.5949088185189422e-23,9.9250328151864745e-25,1.4658966290607845e-23,6.0601787350727155e-25,1.8433211032882907e-28,2.3997245633439263e-35,9.1616703661340082e-28,1.0838780208326119e-27,8.1857118706429212e-30,6.0156916594949029e-30,2.0965933235127174e-37,3.291814462197086e-38,7.5141193888482563e-37,4.0628251255944269e-31,1.0052316208247239e-30
5.24287e-10,0.002978305669255037,1.8678116420594626e-24,9.3421115089065424e-29,9.0502701307113264e-27,1.0395820034198759e-27,1.5569264887249712e-29,0.0,0.0,1.7101780098934315e-20,1.3773391445490364e-27,7.5952653954898546e-39,1.6769388207251205e-42,7.7717063835124806e-39,7.5207100524874957e-69,5.6243894211384498e-46,7.5434897537016352e-41,2.7321236801454113e-20,7.6533693029426387e-27,5.8634382237536899e-65,2.1616175410891031e-67,5.0434655876890542e-42,1.2277550658163508e-42,1.2547482284877678e-42,1.3943488172665198e-45,1.3674719436536921e-29,4.2014288579441207e-41,8.2686118978983545e-41,4.8519364224549195e-23,9.2279297539286083e-26,9.4732085094266257e-27,5.0442069911167469e-20,3.6951296547345922e-35,1.1750200805803438e-45,3.2234069364548821e-35,4.641174768907209e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.264464816758313e-20,5.2436564470168081e-20,5.0364353203028135e-20,6.7073117613534189e-21,5.675786272132679e-21,2.8374991899146533e-21,5.6500771102278712e-22,6.2721616168746362e-22,6.683534638985122e-22,4.4708879166558568e-22,5.0787024084292662e-22,6.5740771476387014e-22,2.3859833439424899e-22,2.8206197362906139e-22,2.4715809342424419e-24,9.0465470026994013e-25,7.4733408839501705e-25,3.8150585527060495e-25,1.9720616621449218e-25,4.5543268812179447e-24,1.7861876275182101e-24,7.5539495059371604e-25,9.5936923328459449e-35,4.0589201123078996e-25,1.8018484199170279e-28,3.3511121449868956e-26,6.4092600472298331e-26,3.1426689046247061e-22,2.7155687714383606e-20,3.4163062123448794e-22,3.9496604960278238e-24,5.6026785205939042e-23,4.6445225327946837e-24,1.0636474167793017e-27,1.2082787361496632e-34,7.0586891936065377e-27,8.3499309978230881e-27,7.5847612246100479e-29,4.4186612714489432e-29,1.735807658144485e-36,3.1114329328584054e-37,1.4170299121564217e-35,4.7801661874720744e-30,1.3030352034093204e-29
9.999999999999999e-10,0.002978305669255037,3.5977261382440234e-24,3.4989683984871933e-28,3.683647701679071e-26,3.9032533560383999e-27,1.2463538209026911e-28,0.0,0.0,3.2705113964909074e-20,5.1384332563498396e-27,2.1798270588527268e-37,1.2503175387690343e-41,5.4953290204030478e-38,8.0399525849954327e-68,1.9728757638656039e-45,2.6875128420511276e-40,5.1686377528838566e-20,2.8282223270887656e-26,6.4871791102009327e-63,2.5278981661412986e-66,3.680646828077988e-41,7.5615262331594973e-42,2.8245220534068705e-42,2.3070834784488798e-44,5.0512654128147235e-29,1.2292486121717443e-39,5.7273267296196701e-40,1.7896479154984935e-22,3.4100820708691571e-25,3.4943352274561464e-26,9.5228146418937278e-20,2.5545662441821924e-34,3.2679443294014423e-44,4.7232057725587386e-34,7.3571169154094641e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.9601453948819624e-20,9.8840440555025747e-20,9.4944529338767629e-20,1.1759445729361573e-20,9.9514703945405234e-21,4.9744738421728167e-21,1.9516957472179888e-21,2.310459320861831e-21,2.3082153713407181e-21,1.653862316222286e-21,1.8733373810586334e-21,2.4214080895026668e-21,8.816873134313541e-22,9.7373365066774324e-22,8.637085117625693e-24,3.3092591622664733e-24,2.7346485979076305e-24,1.3930720645043466e-24,1.3645200102239433e-24,1.522331125427357e-23,6.5768566203534847e-24,2.8573216670044113e-24,3.5441456914450692e-34,1.4648814674114771e-24,1.2942947453727187e-27,2.3898894705252371e-25,4.7832807660352118e-25,5.9262634296803992e-22,5.108209818322185e-20,1.2561170559595412e-21,1.4553980625410438e-23,1.9156707286433858e-22,3.1486185481396849e-23,6.2254880883610151e-27,6.2227744829986176e-34,4.8356489158776202e-26,5.7191399626265691e-26,7.0366974910767771e-28,2.8510232080465202e-28,1.2772351780577403e-35,2.9156626283409937e-36,2.6317529964663313e-34,5.3577020485841616e-29,1.5593621559777998e-28
