Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424)
2.1474836470000003e-06,0.002978305669255035,2.8593498854358199e-22,4.4887110438980989e-23,3.0928075915634031e-18,9.2617608768482824e-22,2.3130097059780295e-17,0.0,0.0,9.7056713485013936e-17,3.1515965109087275e-20,2.8673337580232801e-21,1.6029730932914474e-31,1.9693807055606761e-31,-2.9736006769721524e-57,1.0373226184764765e-39,1.9750968993045624e-33,2.5739532552953506e-18,6.9563370737079478e-21,4.8453448897701979e-41,3.5238166801247372e-42,2.3453481583940394e-32,2.6129677767118205e-36,7.7472043515598866e-35,5.3818774336288732e-30,2.2758767914415418e-24,1.6512789136998572e-23,6.4800304897340274e-34,2.0257095616103807e-17,4.9241297502742587e-20,3.6583245772461082e-21,3.2786636308213243e-18,1.0199870497802331e-28,2.0802548063131179e-30,3.0065295712999456e-21,1.0245179775734874e-20,0.88168480800000004,0.0,0.0094599999999993665,0.10884999999999868,4.5075778686067743e-18,3.26246277083524e-18,3.4829415867208043e-18,4.2432734368475943e-19,3.0163784477308944e-19,7.3848632070814317e-20,2.5439390320738653e-17,1.729385369753166e-16,3.0942051062212528e-17,2.1104988658895215e-16,1.8724386079056783e-16,1.5860034533609738e-16,1.1078377934453164e-16,5.0068630084832787e-18,6.8119267841077979e-19,1.1091872880719302e-18,1.1207629152939593e-18,8.448302176753972e-19,4.620699258386643e-17,5.1789919612705032e-20,1.8755736796048901e-18,5.9198139980712766e-20,1.1661142704381417e-27,2.3244771682334352e-19,7.4819758636955839e-18,1.3542014643450734e-17,3.4616839786338364e-18,5.4916265534516635e-19,1.5812808213960161e-18,9.0884620977603362e-17,2.1502361465743037e-17,2.6386990401219474e-19,1.9125348595967847e-17,1.7295748760490997e-18,2.4021361420733084e-27,1.5065759871271548e-18,1.8225758108996375e-18,5.1632736674328559e-18,1.0130012275788011e-20,7.5706959390974417e-26,2.1619933136614632e-26,4.349301673516279e-21,3.6596925516407813e-18,1.182053932342112e-17
4.294967295e-06,0.0029783056692550326,3.1264088789058303e-22,6.6413573808732849e-23,7.0611597252068334e-18,1.9969791671129131e-21,1.1075908023344838e-16,0.0,0.0,2.1409623726938147e-16,1.374984273861819e-19,4.0844013196134863e-20,1.5018873795255174e-30,1.4193518088478715e-30,-1.4693674118855753e-57,3.5033702492592381e-42,8.7845299106512868e-33,3.0513671997618451e-18,5.0184585492451939e-20,1.5849647431822449e-39,1.3838372924737848e-45,1.459892995248369e-31,5.8459372964013569e-36,3.4434035943674444e-34,4.9949192867675446e-29,3.0626672066128897e-24,2.3519447131247864e-22,1.561673274188614e-33,4.5306548063517527e-17,1.1248427126666783e-19,7.6287907546957022e-21,3.446364664258764e-18,1.3735652211580685e-28,1.4645660692908824e-29,2.1036081516502867e-20,9.2245156231023642e-20,0.88168480800000004,0.0,0.0094599999999986587,0.10884999999999719,4.9129799818867988e-18,3.5871126695082689e-18,4.055513390779449e-18,8.5050179040215301e-19,5.7063231739294365e-19,9.6543469215288366e-20,5.1738065648524825e-17,3.0133320754331682e-16,6.5973740541899563e-17,4.2418712286233685e-16,3.7337651887458594e-16,2.7076498730296352e-16,2.237489493450772e-16,6.9530599435128413e-18,1.5679413015083152e-18,3.4931670236091647e-18,3.6571724182489543e-18,3.2852366049434519e-18,1.1643627635330903e-16,1.0133533019003525e-19,5.9957214830994986e-18,8.8269153486504687e-20,2.9329109595465802e-27,4.721477066554142e-19,3.8881519055900335e-17,2.9569468626067668e-17,5.463277108545936e-18,1.4540861576237725e-18,1.9063271744361527e-18,1.7631330210509125e-16,9.95103207535946e-17,5.5873734103753325e-19,4.3263218027876628e-17,7.2671780853797447e-18,3.7905547687480302e-27,6.1143639585397544e-18,7.6981918448719286e-18,1.7374565439719339e-17,2.2113650736866971e-20,3.9342807426840355e-25,7.2751865473895615e-26,3.0051493540656144e-20,1.6737173773506658e-17,5.4062136536054456e-17
8.589934591e-06,0.0029783056692550282,3.5704484296584229e-22,9.0036930655395864e-23,1.3302835368985385e-17,4.4427547050502636e-21,4.4093542011998107e-16,0.0,0.0,4.9623770279514094e-16,6.2879544443135946e-19,4.3974076861331086e-19,1.2130820658604702e-29,1.3096756535311722e-29,-5.7998994209000646e-49,1.3038399466161053e-42,3.2661588553667932e-32,4.0071356295958503e-18,4.6285206127199467e-19,3.2282222909470961e-38,2.3253052977802102e-49,9.9727800224256081e-31,1.4002152222553165e-35,1.2796290587882241e-33,3.8559973792504958e-28,4.3475966248681435e-24,2.5343466931904474e-21,4.1593289090854504e-33,1.0850146069525933e-16,2.7858894298072468e-19,1.6317876320359127e-20,3.7710631593682711e-18,1.950306827920369e-28,7.7741550166259428e-29,1.1047865044571609e-19,7.3911935719067472e-19,0.88168480800000004,0.0,0.0094599999999970628,0.10884999999999387,5.711915563746412e-18,4.0728516636200423e-18,4.820509133105902e-18,1.857603206446704e-18,1.131466797451476e-18,1.2899188702506213e-19,1.0660500306866725e-16,4.7239878811179414e-16,1.4892000756543708e-16,8.4451137948244822e-16,7.3410120597865129e-16,4.3845806980705486e-16,4.4990833161290457e-16,9.5331603806196588e-18,3.1292392992777414e-18,1.0945788081584832e-17,1.1356468060859727e-17,1.3254543295161984e-17,2.4323696710029457e-16,1.9904260834307654e-19,2.0900460358560813e-17,1.246922773522376e-19,6.1214176851276965e-27,8.0848697367589182e-19,1.6966733983207542e-16,5.2433228333418204e-17,7.8877542646819295e-18,3.5730088400361527e-18,2.4947370379831529e-18,3.3031007436828627e-16,3.8597148602578938e-16,1.2836311517236919e-18,1.0300738842288184e-16,2.6228576448360181e-17,5.4724339716612245e-27,2.5102829927665553e-17,3.4223799597231261e-17,5.2551073561306495e-17,3.9207871831378922e-20,1.71680771369178e-24,2.2004536638514969e-25,1.8552179958534666e-19,6.3109046928145501e-17,2.0385041575217305e-16
9.999999999999997e-06,0.002978305669255023,3.6962128714910262e-22,9.5422827358387898e-23,1.4863737702346179e-17,5.3318678479327546e-21,5.8807602970239651e-16,0.0,0.0,6.0195217960979316e-16,8.9475308318263403e-19,7.3195565687921987e-19,1.9312600055570802e-29,2.1526831071346114e-29,-5.5596742983572824e-36,-2.0279786125697701e-35,4.2856574561076925e-32,4.3212383871987595e-18,7.6065725984859213e-19,6.4460828317533692e-38,-6.6682246502400531e-36,1.5657443079246583e-30,3.1926847398209944e-35,1.6768999535793137e-33,6.1632468506335363e-28,4.7566192516478421e-24,4.220083511205177e-21,5.3072509173948077e-33,1.3341608166507955e-16,3.4614243281061954e-19,1.9408427034835999e-20,3.8742978690648882e-18,2.1338581988472229e-28,1.0957812692232935e-28,1.5513978349413448e-19,1.1719882552729795e-18,0.88168480800000004,0.0,0.0094599999999964938,0.10884999999999269,5.9704507438072382e-18,4.1978417755658758e-18,4.9889626570503117e-18,2.2360887234420652e-18,1.3223065191865445e-18,1.3861763460417089e-19,1.252837008300117e-16,5.0991405826382709e-16,1.8015062379311812e-16,9.8057171094524446e-16,8.4885142974996395e-16,4.8154708988535863e-16,5.2423316438747738e-16,1.0272108000895741e-17,3.5515757570017025e-18,1.4093770836900504e-17,1.4461424650926727e-17,1.8260357872333538e-17,2.7777708877245836e-16,2.3067071752334821e-19,2.7971730068233859e-17,1.3475245661807688e-19,6.9898465303058145e-27,8.8322184840727929e-19,2.310470553562529e-16,5.7533989299483151e-17,8.5419079483044349e-18,4.3293459804980192e-18,2.6700060759706515e-18,3.7598376744008706e-16,5.1098570462091687e-16,1.5575873396160438e-18,1.2567666405068808e-16,3.4206008370128021e-17,5.9262495075319254e-27,3.4663912143009469e-17,4.8495119660737194e-17,6.6986911533852387e-17,4.30214375682183e-20,2.3378897822447333e-24,2.8049211181898177e-25,2.7926822881512279e-19,8.284342713603843e-17,2.6759582510812084e-16
1.2884901887e-05,0.002978305669255023,3.9535187193223587e-22,1.0644202083868753e-22,1.8057242101641228e-17,7.1509353658553989e-21,8.8911612296990082e-16,0.0,0.0,8.1823710632258604e-16,1.4388850709602439e-18,1.3298082651250107e-18,3.4006052431669255e-29,3.8774213909993103e-29,-1.6934405408036392e-35,-6.1770908913344368e-35,6.371485119348588e-32,4.9638721489638781e-18,1.3699472784877479e-18,1.3029615685635956e-37,-2.031097749959966e-35,2.7287893039161928e-30,6.8599604992359373e-35,2.4896903012595573e-33,1.0883728830610045e-27,5.593452876734274e-24,7.668991126579552e-21,7.655824498991338e-33,1.84389771673331e-16,4.8435246834500635e-19,2.5731492284969763e-20,4.0855093539412381e-18,2.5093923357521583e-28,1.7471368714030696e-28,2.4651354969290563e-19,2.0576097966076306e-18,0.88168480800000004,0.0,0.0094599999999953246,0.1088499999999903,6.499396865067182e-18,4.453563394937135e-18,5.3336075834467921e-18,3.0104454130061665e-18,1.7127521466262682e-18,1.5831128652805592e-19,1.6349909855161155e-16,5.866678549048416e-16,2.4404642828016386e-16,1.2589422776420321e-15,1.0836229055826376e-15,5.6970441545299841e-16,6.7629692607807085e-16,1.1783946650735735e-17,4.415648612104806e-18,2.0534338297876827e-17,2.081396338321854e-17,2.8501928105515794e-17,3.4844392561083026e-16,2.9537976667385328e-19,4.2439086829640507e-17,1.5533492744697309e-19,8.7665953237935841e-27,1.0361245292057483e-18,3.5662595120676695e-16,6.7969813653597728e-17,9.8802637325293133e-18,5.8767624547976369e-18,3.0285950997106205e-18,4.6942916542523633e-16,7.6675664462481743e-16,2.1180838374107608e-18,1.7205652389134708e-16,5.0527313933423455e-17,6.8547265040081283e-27,5.4225262948976152e-17,7.7693309984679367e-17,9.6521694772708507e-17,5.0823744411706373e-20,3.6085831983898585e-24,4.041622116966474e-25,4.7106731051608658e-19,1.2321868231012369e-16,3.9801477628924421e-16
2.1474836479000003e-05,0.0029783056692550118,4.5796919866326381e-22,1.3099241699262586e-22,2.4088687003284921e-17,1.3425160526764788e-20,2.0848784227839706e-15,0.0,0.0,1.5855202681730233e-15,4.5783426291634206e-18,5.9982661919169209e-18,1.4376580939285164e-28,1.7230417545618894e-28,-1.2529669923952443e-39,-3.7506333645549687e-38,1.3939797716735482e-31,6.8812321118408332e-18,6.0854401416091373e-18,8.0195932229316752e-37,-1.9946045790767849e-39,1.1806352274506312e-29,4.9566260740165338e-35,5.4590451414993503e-33,4.1450143823816397e-27,8.0781689535037646e-24,3.4683662420565473e-20,1.7281082744015269e-32,3.8399825245939673e-16,1.0548371769732404e-18,4.7280243109919829e-20,4.6760789564446586e-18,3.6243892662967596e-28,4.6728429019785315e-28,6.4648923660035343e-19,8.4547473899990823e-18,0.88168480800000004,0.0,0.009459999999991418,0.10884999999998253,8.0305969556785489e-18,4.960573722962095e-18,5.8589671210376336e-18,5.8209642244127267e-18,2.9565776751922832e-18,2.178024787072001e-19,2.8526842987608049e-16,7.0226814636042959e-16,4.7654562447681672e-16,2.064851868826422e-15,1.740470113866908e-15,7.4378123525227604e-16,1.1299933178562928e-15,1.6286794655208647e-17,6.1534053462100739e-18,4.5606595926134942e-17,4.3314238452036065e-17,8.0847366653816421e-17,4.9090359883256927e-16,4.8271859415446336e-19,1.1172066243169349e-16,2.1566558540100621e-19,1.2348247864577165e-26,1.2670112223186156e-18,8.810905717946825e-16,8.3740491107874792e-17,1.3761162141417469e-17,1.0869804461503282e-17,3.9225088012478916e-18,7.0048580818135221e-16,1.7376731808335086e-15,4.0716263914123598e-18,3.3439092431598426e-16,1.0995178772572958e-16,9.5471448907102201e-27,1.5584919571191512e-16,2.4745776846469198e-16,2.1850665798257699e-16,6.2614606570836818e-20,8.915478927548626e-24,9.1494618300697862e-25,1.763798748641753e-18,2.7132737142533473e-16,8.7643266119889398e-16
3.0064771071000004e-05,0.0029783056692550018,5.1191451562996914e-22,1.5225739952222846e-22,2.8145148322839971e-17,2.0438442104577488e-20,3.4820034417854904e-15,0.0,0.0,2.455739676289971e-15,9.4408943270849983e-18,1.4169886207760101e-17,3.404515605423498e-28,4.0543839038574836e-28,1.9629021064378474e-35,-3.2394379127596445e-34,2.2292329067634834e-31,8.8025110902755287e-18,1.4317051462828073e-17,2.2910817407144057e-36,-1.6260085791570782e-35,2.860972777426691e-29,1.1996156671412094e-34,8.7177878515884184e-33,9.2667223442042102e-27,1.0567106844840267e-23,8.2111591109072815e-20,3.0157598075436104e-32,6.2871675104900621e-16,1.7846044473265366e-18,7.1385000452868551e-20,5.2307323721766718e-18,4.7412810285698116e-28,8.3150382167242826e-28,1.1316079917371159e-18,1.9398807867265378e-17,0.88168480800000004,0.0,0.0094599999999871662,0.10884999999997426,9.519682014660083e-18,5.3020430907350623e-18,6.1352184739933326e-18,9.064410616627624e-18,4.2876883043178079e-18,2.8056259289989615e-19,4.1558273636653999e-16,7.6168933969467058e-16,7.452892406167539e-16,2.848486948092476e-15,2.3576167815534111e-15,8.6027814688785171e-16,1.5846137621826624e-15,2.1025739463642777e-17,7.3201807741018996e-18,7.4865537315220807e-17,6.7687132049226853e-17,1.5521602754011416e-16,5.8659513746564155e-16,6.6487970591460296e-19,2.0681088730166463e-16,2.7898360692936133e-19,1.4754060035842894e-26,1.3854660362642204e-18,1.5051056211259884e-15,9.1826848986232378e-17,1.7826495467142989e-17,1.6064872524158567e-17,4.6772541091200536e-18,8.9395903848807945e-16,2.8232003426313293e-15,6.1953529153457223e-18,5.1128370879887114e-16,1.7493099566408991e-16,1.2367529484445715e-26,3.0389625401180341e-16,5.1295936436140129e-16,3.7597780555491153e-16,6.8660339350281627e-20,1.5229696147343163e-23,1.5743204129564911e-24,3.9880129222917425e-18,4.3373629085522758e-16,1.401043530698908e-15
3.8654705663000004e-05,0.002978305669254989,5.600913599220487e-22,1.7176032965496419e-22,3.1072038197210351e-17,2.8111751432276026e-20,5.0244192592052012e-15,0.0,0.0,3.4166077225826972e-15,1.6206024612814215e-17,2.6249441907934721e-17,6.4401445083741766e-28,7.4964795556263193e-28,1.0536867709710125e-36,-2.5048389453862473e-35,3.095772907370508e-31,1.0727752110230215e-17,2.6469549039741939e-17,4.5970161398309548e-36,6.6518121968601619e-36,5.5172558892293666e-29,1.0011721594926384e-34,1.212490890267003e-32,1.6542593806459189e-26,1.3061142656266694e-23,1.5245230674334213e-19,4.54702588159961e-32,9.1600727155230212e-16,2.6739827502789938e-18,9.7890512414944826e-20,5.7516961250462098e-18,5.8604616491968209e-28,1.2492080658905544e-27,1.6727798795990954e-18,3.5489511645226327e-17,0.88168480800000004,0.0,0.0094599999999826073,0.10884999999996557,1.0968074292048867e-17,5.5339891140073983e-18,6.2875267357361533e-18,1.267763061854093e-17,5.7125977471390271e-18,3.4694533506660571e-19,5.5507845246153881e-16,7.931602549179071e-16,1.0449954185000232e-15,3.6105315426886727e-15,2.937430603522486e-15,9.3864765661513532e-16,2.0401656507130957e-15,2.6037028109554032e-17,8.1047626924301355e-18,1.0719723718416759e-16,9.3082115035905869e-17,2.5137472615962752e-16,6.5093804790611727e-16,8.4202219001657961e-19,3.2726744768373286e-16,3.4591879362242968e-19,1.637172773836303e-26,1.4479037768380509e-18,2.1944967861084938e-15,9.6082995324134679e-17,2.2123112725795456e-17,2.1357588856868657e-17,5.3199052171275257e-18,1.0573352982793429e-15,3.9697878801433981e-15,8.4046870616948699e-18,6.9558056817269044e-16,2.4283813661929257e-16,1.5348372225824577e-26,5.0163721983775233e-16,8.8522818981586085e-16,5.7078611268843527e-16,7.1842444266287483e-20,2.220543505323617e-23,2.3900354347009046e-24,7.364470524933241e-18,6.0367198741626265e-16,1.9499675808659133e-15
5.5834574847000006e-05,0.002978305669254965,6.4747513244518446e-22,2.0829907098573896e-22,3.5588142745176044e-17,4.4843304395030496e-20,8.3608231906176689e-15,0.0,0.0,5.5274812698958414e-15,3.4698325866974277e-17,6.0323818689828564e-17,1.5669936487895321e-27,1.7198386324941304e-27,-1.9319976207669142e-36,7.0317678461815452e-35,4.8824810047378635e-31,1.4587683667930154e-17,6.0720228593850123e-17,1.21409773773633e-35,3.858377784894039e-36,1.3746349584266884e-28,1.9446612733145682e-34,1.9116416115213894e-32,3.6549173363658446e-26,1.8061547630207168e-23,3.5187374692866457e-19,8.2776916031853031e-32,1.5832578616604767e-15,4.828371382023343e-18,1.5609132784562708e-19,6.7208832923241551e-18,8.104361376826543e-28,2.1766234414279709e-27,2.831647416302245e-18,8.1171031240504513e-17,0.88168480800000004,0.0,0.0094599999999728322,0.10884999999994736,1.3773278145232231e-17,5.844962741935707e-18,6.4687693249809823e-18,2.0611085447713273e-17,8.794709636893716e-18,4.8779401520604935e-19,8.5683582442376698e-16,8.2829666842091738e-16,1.7036086388279473e-15,5.0860039356529996e-15,4.0162836222402072e-15,1.0420821666718033e-15,2.9534853247724754e-15,3.667199890180664e-17,9.1382195698582278e-18,1.7704197718857088e-16,1.451358151427351e-16,4.9306482748943763e-16,7.356691056146139e-16,1.1850063985454521e-18,6.2622311288848134e-16,4.8799226813068481e-19,1.850199099757288e-26,1.5170405969310705e-18,3.6623201126108715e-15,1.0078386842679951e-16,3.1243941121342792e-17,3.200907085146865e-17,6.4042515978172512e-18,1.3305741501399884e-15,6.3229502824121961e-15,1.2846615394171817e-17,1.0665132217890863e-15,3.8200375879637507e-16,2.1676082235509992e-26,1.0244606215834623e-15,1.9084437098671803e-15,1.0535806970501126e-15,7.53570764687222e-20,3.7057892544577956e-23,4.4116268574377709e-24,1.7547944395164101e-17,9.5213010769651327e-16,3.0755526990404035e-15
7.3014444031e-05,0.002978305669254939,7.2369965009712586e-22,2.4189782370736641e-22,3.8806635214541463e-17,6.3607354117130302e-20,1.2036738635965868e-14,0.0,0.0,7.9153436125757869e-15,6.1473559523384912e-17,1.1043975465609627e-16,3.0570666792317146e-27,3.1458556032006335e-27,-1.7585091327954883e-35,1.3290820603948247e-34,6.7130779880336995e-31,1.8462589530834062e-17,1.1106018499776e-16,2.3685798519611119e-35,6.4701894646073371e-36,2.7219436200343897e-28,2.8553318601651192e-34,2.6281633982712794e-32,6.5630783706909959e-26,2.3081479457419553e-23,6.4716846934176658e-19,1.2849986999270247e-31,2.3882432005432169e-15,7.5724938356894703e-18,2.2196467331463777e-19,7.5826025852977004e-18,1.035702684282293e-27,3.2254848109442777e-27,4.0716114343031459e-18,1.4932249864704699e-16,0.88168480800000004,0.0,0.0094599999999620335,0.10884999999992788,1.6439036659218707e-17,5.9896305237369608e-18,6.5444861093329329e-18,2.9506182822848925e-17,1.2244453990681267e-17,6.405196815614059e-19,1.1946564989200587e-15,8.3967455195287602e-16,2.4427352011191428e-15,6.4874843666717511e-15,4.9756795289059041e-15,1.0874742637660676e-15,3.8703136166731406e-15,4.8208271056660776e-17,9.5879210821347416e-18,2.5363739319170977e-16,1.9857768708295548e-16,8.0948870794906302e-16,7.7249847154912502e-16,1.5107914590911302e-18,1.0143965654851904e-15,6.4215968645575701e-19,1.942795396874325e-26,1.538552256012242e-18,5.2242872061419472e-15,1.0222814781420661e-16,4.1143525894464108e-17,4.2671153906011327e-17,7.226326596400234e-18,1.5344104931218978e-15,8.7210311269502356e-15,1.7189622670597018e-17,1.4296422500971799e-15,5.2457210707631738e-16,2.8544062278530342e-26,1.7588745399767149e-15,3.394479139802958e-15,1.6879799055929397e-15,7.6436942142355061e-20,5.2862963177875506e-23,7.0680278752737022e-24,3.3952059092981217e-17,1.309276100946934e-15,4.2292015158607592e-15
9.999999999999998e-05,0.002978305669254878,8.2896603048820711e-22,2.9111145572269822e-22,4.341616631093832e-17,9.6801330127309547e-20,1.8407663697856537e-14,0.0,0.0,1.2165093789122514e-14,1.2537972139959251e-16,2.2623572623704285e-16,7.2470540412750066e-27,6.4392439707220021e-27,-9.2684655976892792e-36,5.7554559387417464e-35,9.6404408055823295e-31,2.4583375341622374e-17,2.2731415604131989e-16,5.620948207829963e-35,2.7028168014164578e-36,6.5137491567595209e-28,4.9376583782247224e-34,3.7729497180379229e-32,1.3609157885981736e-25,3.1011265361715332e-23,1.3427369433029979e-18,2.2246298773367704e-31,3.9054746403810899e-15,1.3195800500245354e-17,3.3920358095788609e-19,8.7436537151157232e-18,1.3915483196077547e-27,5.0709102970602668e-27,6.0576329263073684e-18,3.1489577040434458e-16,0.88168480800000004,0.0,0.0094599999999427174,0.10884999999989435,2.0347645680931756e-17,6.1161348936865863e-18,6.63938898615769e-18,4.4824998252893797e-17,1.840301351071371e-17,9.0040386092466675e-19,1.7980307619772018e-15,8.5221752520510268e-16,3.716392308485563e-15,8.5413757546576454e-15,6.2682900009506949e-15,1.1233288972827454e-15,5.3184643317020953e-15,6.7847250750759661e-17,9.9374391939132443e-18,3.8455169372495485e-16,2.8420760825166505e-16,1.4465139808256254e-15,8.010619479906905e-16,1.988235798793054e-18,1.8071220912719539e-15,9.0471040466036984e-19,2.014612410199863e-26,1.5616801547006975e-18,7.7212052030679558e-15,1.0376813643527102e-16,5.8007197163202866e-17,5.9268209552043919e-17,8.1969268342696166e-18,1.7717716703700441e-15,1.2464447088467783e-14,2.3289327173741319e-17,1.9400059637161629e-15,7.5160660248376437e-16,4.0243470891621195e-26,3.470833249884382e-15,6.9052543624214669e-15,3.0551131290431223e-15,7.7588398265268798e-20,7.8128518626074435e-23,1.2792584452039951e-23,8.0825598269437488e-17,1.8780548819099925e-15,6.0664641459693282e-15
0.000107374182399,0.002978305669254878,8.546564883304514e-22,3.0380248252651113e-22,4.4580975627989473e-17,1.0666290742563824e-19,2.0275510168309069e-14,0.0,0.0,1.3432476998452471e-14,1.4748783379418353e-16,2.6576062476553608e-16,8.7852039766391523e-27,7.5631650680899135e-27,-6.6033118124506554e-40,4.2278103631802536e-38,1.045142235687578e-30,2.6263239981973653e-17,2.6698676887685743e-16,6.8156143147437537e-35,2.36057675672578e-40,7.9061134196189937e-28,5.645267957360606e-34,4.0898813377642792e-32,1.606141301598744e-25,3.3187682503528322e-23,1.5820749920830645e-18,2.5284719859420665e-31,4.3738204835251792e-15,1.5011568887089309e-17,3.7416759616700224e-19,9.0200012401494503e-18,1.4892143013369186e-27,5.617273038010783e-27,6.6084895039112059e-18,3.7258265665978282e-16,0.88168480800000004,0.0,0.0094599999999369373,0.10884999999988459,2.1356483736340872e-17,6.1292884127946306e-18,6.6602138074673668e-18,4.9297379078241773e-17,2.024320694238847e-17,9.7567015834202245e-19,1.9783746710369933e-15,8.5451215393091219e-16,4.0883882536886825e-15,9.0712715091825596e-15,6.5759390196656171e-15,1.1255911479890326e-15,5.7158985495417979e-15,7.3536636205883875e-17,9.9570842940026655e-18,4.225795309391462e-16,3.0796545879368932e-16,1.6503526169039462e-15,8.0264112755732579e-16,2.1114148143800936e-18,2.0626492012747825e-15,9.8079080915049869e-19,2.0185841370435412e-26,1.5657335306092145e-18,8.4127567184415923e-15,1.0403405660634167e-16,6.2894724708141886e-17,6.3771575309014072e-17,8.3939809617030974e-18,1.8190273728103315e-15,1.348241169423298e-14,2.4802634030826003e-17,2.0667086610960964e-15,8.1430451376387174e-16,4.3634260325748944e-26,4.0573550448434705e-15,8.1147522588135997e-15,3.5074972391497109e-15,7.7787237353559273e-20,8.512611865938756e-23,1.4686839096319998e-23,9.812155838642421e-17,2.0351369223099862e-15,6.5738687446631855e-15
0.000141733920767,0.0029783056692548097,9.6291339129174487e-22,3.6024272895348383e-22,5.0227321431897403e-17,1.5619345993191349e-19,2.9670524624258749e-14,0.0,0.0,1.9797504516906172e-14,2.806917315886157e-16,4.9397344219360158e-16,1.9040707671327041e-26,1.4051629022688398e-26,1.7126779455270856e-35,-3.02794339859419e-34,1.4275934736042196e-30,3.4132000389632006e-17,4.9601434689379042e-16,1.4446126395061846e-34,-3.6062847360533805e-35,1.7091615153073368e-27,8.9449591113833846e-34,5.5830982191892634e-32,3.1030644721865579e-25,4.3382866874768207e-23,2.9946523393032393e-18,4.1617431987021283e-31,6.7921379690418041e-15,2.5037112442496448e-17,5.4944899133878104e-19,1.0135019230569488e-17,1.9467204018481726e-27,8.3926285372620261e-27,9.1625019718544807e-18,7.2260845618173652e-16,0.88168480800000004,0.0,0.0094599999999069647,0.10884999999983544,2.5767637647881761e-17,6.1832135565170528e-18,6.7625894680620752e-18,7.1101809568703076e-17,2.9496694287536639e-17,1.3430798221639507e-18,2.8855460857117612e-15,8.6642345054949877e-16,5.9023293627465998e-15,1.1387391053771087e-14,7.8170342012173851e-15,1.1332026132299471e-15,7.57750841709924e-15,1.0131468912535352e-16,1.0018589359676816e-17,6.1157775740465411e-16,4.2048346102268672e-16,2.727516909568598e-15,8.0752901147312439e-16,2.6498186348210023e-18,3.4487497063464534e-15,1.3523156325054156e-18,2.0308800627346682e-26,1.5870674723661544e-18,1.1618699672394677e-14,1.0544050938809595e-16,8.6765033206175855e-17,8.4723243538628708e-17,9.1263721999011968e-18,1.9931203439123887e-15,1.8208324532369551e-14,3.0881104762332936e-17,2.5757464079487995e-15,1.1093713399654466e-15,6.0194610321810397e-26,7.5647044087403738e-15,1.529522673194359e-14,6.0905857500201682e-15,7.8838881554637746e-20,1.1756608307960386e-22,2.5502929554551849e-23,2.155301129523252e-16,2.7743834883743672e-15,8.9617744817678149e-15
