Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979)
8.287658838297378e-05,0.003717433322143602,1.3787429113001641e-13,9.8428757665393401e-14,7.7342895261489772e-12,4.9388971657318981e-11,3.1962688898054177e-09,0.0,0.0,5.5637592875526163e-09,4.7770239302986406e-10,3.7111808242207751e-10,1.5713538964227516e-16,4.3130130256667828e-18,-2.9803679178433525e-32,-3.3548059020613967e-27,6.5551945299306115e-20,5.9517747638130573e-10,4.9653408140047625e-10,9.9466538227773528e-22,-1.9410000314383046e-28,2.371489667699041e-17,3.1905401621464284e-22,2.819305396744326e-21,5.7837225964971613e-15,2.788212453311431e-15,3.7463432962271384e-11,1.6033500074861536e-19,1.0174138235403372e-08,1.421118478352129e-09,2.5793132509306821e-12,1.1876888299907164e-11,2.1868967186336439e-18,3.779756063793745e-19,9.7848787820457826e-12,7.3115172569658723e-10,0.88168480800000004,0.0,0.0094599913653486377,0.10884998833622467,8.9479529165415133e-12,1.1292249124683234e-11,4.3538578979260633e-12,1.2380837127938184e-11,2.7240804387917743e-12,2.4205677682597765e-12,3.4352436367823452e-12,9.9903797321633029e-12,1.2859199293578299e-11,3.8296477339177146e-11,9.1273564428639915e-11,3.8562647227548175e-11,1.4308916877833366e-09,3.0175141336133329e-12,1.9132322685056859e-12,1.3838553310925491e-09,9.8249495618565115e-10,5.9943404507312648e-10,1.9304615333139753e-12,1.0274258092628284e-13,3.3751544941930979e-09,2.8739400058641566e-13,1.5910814660001747e-21,2.238697346479068e-13,2.4578435080795466e-11,2.1582881567927885e-13,2.6532772549753196e-13,3.8154389709340017e-12,4.0502790153925725e-13,1.0231010128577386e-12,9.2873171897124113e-12,1.6965279129412149e-12,1.7471188092486075e-12,5.0345665863993686e-10,3.094859331161195e-21,3.1637930063321316e-11,1.2894164682558868e-10,2.0881281056459364e-11,4.8200142960877881e-16,7.577128669608266e-17,4.7503856579775515e-17,2.3469776313440109e-11,7.5883778401724656e-11,1.2737640510527077e-10,1.4218349283177954e-13,4.897953610639218e-13,3.2022029144406945e-13,3.7241390809803974e-13,9.7989499558156175e-11,1.8658729994810978e-14,1.2758176301747202e-15,1.9294130954747557e-13,2.7216213056556871e-10,2.8174065324680535e-10
8.398652490595446e-05,0.0037174333230500767,1.3872781258008332e-13,9.916037666961953e-14,7.8006619513319037e-12,5.0282687092306396e-11,3.263500341417417e-09,0.0,0.0,5.6586013458084789e-09,4.9217572588383342e-10,3.7861394171886174e-10,1.6236161169348877e-16,4.4088553880699574e-18,-1.984051508461145e-32,9.1576558754342089e-27,6.6983105629005854e-20,6.013846197757273e-10,5.0720899033432345e-10,1.0268468806079168e-21,9.4311502948344737e-28,2.4515476384595016e-17,3.2490429857601697e-22,2.9254673019558449e-21,5.9742203853743652e-15,2.8280540683307576e-15,3.8309331813478621e-11,1.6505514557594989e-19,1.0361108953792024e-08,1.4566554120332929e-09,2.6279857352994705e-12,1.1953303700618778e-11,2.2183792488232027e-18,3.8347401891634809e-19,9.857850480080866e-12,7.4699315129321716e-10,0.88168480800000004,0.0,0.0094599911978288584,0.10884998812765589,8.9881134422055798e-12,1.1373103234724935e-11,4.3783128940520195e-12,1.2506452172278434e-11,2.7554402095538641e-12,2.4452242660051209e-12,3.4747927637127364e-12,1.0046519729742172e-11,1.2989673910655331e-11,3.8468171717310323e-11,9.1861902989079587e-11,3.8839131206181716e-11,1.4458522615987913e-09,3.0482532636102605e-12,1.9269794146054412e-12,1.4131167882395927e-09,1.0035751148918894e-09,6.1196026510462549e-10,1.9443433133962369e-12,1.0320322428663489e-13,3.4422056230460816e-09,2.9032181911055084e-13,1.6025220843051201e-21,2.2513774899655222e-13,2.4759630999575133e-11,2.1705348889849419e-13,2.680308562756418e-13,3.8508040534847678e-12,4.0486287547474124e-13,1.0231671887686967e-12,9.3734802936406968e-12,1.6965599486853e-12,1.7471789866827361e-12,5.123146305272408e-10,3.1263894091529831e-21,3.2430604428362179e-11,1.3190681772784222e-10,2.1101135828564866e-11,4.8473644785599746e-16,7.632988405984771e-17,4.8004015086477214e-17,2.3727179314371263e-11,7.7218964187826146e-11,1.2961761124022345e-10,1.4374290536365509e-13,4.9516871980377344e-13,3.2319139336019957e-13,3.758693365170815e-13,1.0013407065411613e-10,1.8831855508036714e-14,1.2876552631032815e-15,1.9438022389464788e-13,2.7812060273194384e-10,2.8876561583573845e-10
8.509646142893513e-05,0.0037174333239631536,1.3957724726581151e-13,9.9889839551312005e-14,7.8669447322126538e-12,5.1181893978306664e-11,3.3313059731563332e-09,0.0,0.0,5.7538556455995944e-09,5.0689215597346335e-10,3.8616545728267665e-10,1.6769098712191215e-16,4.5060870741510127e-18,8.6475140314282661e-33,1.7034374579723285e-27,6.818240543425241e-20,6.0755760084747919e-10,5.1797315088765247e-10,1.0596679532416008e-21,7.1626296798061485e-29,2.5332883684653152e-17,3.3081449907353098e-22,2.9367688408050641e-21,6.1683485823823785e-15,2.8679785777912174e-15,3.9163145291556373e-11,1.6954452680017641e-19,1.0549265518606911e-08,1.4925600639394102e-09,2.6769978136006922e-12,1.2029535743596597e-11,2.2496799457825462e-18,3.8899428926346643e-19,9.9306979549644381e-12,7.6297509265043168e-10,0.88168480800000004,0.0,0.0094599910290530317,0.10884998791781533,9.0281399683912857e-12,1.1453869076276768e-11,4.4027483298888004e-12,1.2631881468473024e-11,2.7867454950621743e-12,2.469840409911008e-12,3.5142734620500664e-12,1.0102562665885754e-11,1.3119955731358531e-11,3.8639627567710333e-11,9.2449335618683741e-11,3.911521899626134e-11,1.4607304196565809e-09,3.0789422156456579e-12,1.9406790661725374e-12,1.4426374356638721e-09,1.0248455614018938e-09,6.2459658277848702e-10,1.9581670042264678e-12,1.0366319653562723e-13,3.5097798849705607e-09,2.9324486772413514e-13,1.6139154910163067e-21,2.2639572709924642e-13,2.4940531060648384e-11,2.1826676083366123e-13,2.7072958408896339e-13,3.8861150668592887e-12,4.0489918763615972e-13,1.0231524923768977e-12,9.4595079441831779e-12,1.6965529255118365e-12,1.7471644222479785e-12,5.2122222099180532e-10,3.1578681276814766e-21,3.3232344259713949e-11,1.3490189885321038e-10,2.1320606141422386e-11,4.87445999148449e-16,7.6887569342292172e-17,4.8503298967911229e-17,2.3984095692979857e-11,7.8561629558690247e-11,1.3187137240485675e-10,1.4529936972315162e-13,5.0053191481830431e-13,3.2615826358721431e-13,3.7931996938395778e-13,1.0229842872509458e-10,1.900474509139038e-14,1.2994764858999114e-15,1.958166885285712e-13,2.8413406916020397e-10,2.9586715320056745e-10
8.62063979519158e-05,0.0037174333248828173,1.404235637829378e-13,1.0061717954424871e-13,7.9331372380030186e-12,5.2086584913459806e-11,3.3996849007554561e-09,0.0,0.0,5.8495200499547097e-09,5.2185267717899726e-10,3.9377253574316336e-10,1.7312411172731571e-16,4.6042133849657268e-18,-1.4896494571208439e-33,-3.1507590133369594e-27,6.9385048409890932e-20,6.1369685101179418e-10,5.2882628850948882e-10,1.0931966502916829e-21,-3.2371921861387527e-28,2.6167278611348422e-17,3.3675677280037689e-22,2.9739671378387253e-21,6.3661277938023951e-15,2.9079805215000067e-15,4.0024859176764679e-11,1.74131038605904e-19,1.0738606087311946e-08,1.5288304217180419e-09,2.7263492087465564e-12,1.210555971711311e-11,2.281081268669646e-18,3.9456149657849048e-19,1.0003424527669665e-11,7.7909731296854115e-10,0.88168480800000004,0.0,0.0094599908590230763,0.10884998770670372,9.0680363972194967e-12,1.1534533605021351e-11,4.4271283954202574e-12,1.2757130450234878e-11,2.8179978083513139e-12,2.4944173761970571e-12,3.5536873060426627e-12,1.0158544233169573e-11,1.3250050157098262e-11,3.8810852463801352e-11,9.3035916147984128e-11,3.9390914328323446e-11,1.4755274417192657e-09,3.1095822684729967e-12,1.9543446413066506e-12,1.4724168569547183e-09,1.0463059914749929e-09,6.3734280891583257e-10,1.9719509647245674e-12,1.0412251887740644e-13,3.5778765011534262e-09,2.9616325606628041e-13,1.6252765018629093e-21,2.2764506708707503e-13,2.512114209733325e-11,2.1947009146032229e-13,2.7342400890129516e-13,3.9213754688475124e-12,4.0497676011078317e-13,1.0231210845706576e-12,9.5454037738180226e-12,1.6965370365414126e-12,1.7471355539155358e-12,5.3017935212925453e-10,3.1892966553925359e-21,3.4043133994661162e-11,1.3792684660651838e-10,2.1539701985417691e-11,4.9013334392355998e-16,7.7444363613273566e-17,4.9001730951397138e-17,2.424053759609379e-11,7.9911762735320843e-11,1.3413766882720787e-10,1.4685295949118045e-13,5.0588519973555861e-13,3.2912073773820246e-13,3.8276553424797597e-13,1.0448254368856789e-10,1.917738236257207e-14,1.3112803531190148e-15,1.9725076890596033e-13,2.9020244638242356e-10,3.0304512217290744e-10
8.731633447489647e-05,0.003717433325809051,1.4127225667589076e-13,1.0134226727345832e-13,7.9992149015491451e-12,5.2996751681010441e-11,3.4686362716004368e-09,0.0,0.0,5.9455924345875307e-09,5.3705827758332628e-10,4.0143508623390732e-10,1.7866155733890082e-16,4.7027458310927687e-18,-2.3891550559625852e-32,1.3895225793397051e-26,7.0862323669981553e-20,6.1980296718256976e-10,5.3976813378239536e-10,1.1273209127324439e-21,1.4497422854117938e-27,2.7018820978061036e-17,3.4271152522775295e-22,3.1137065760449958e-21,6.5675777587707209e-15,2.9480696238000332e-15,4.0894459614577394e-11,1.7913077322819909e-19,1.0929128837596591e-08,1.5654645020178894e-09,2.7760396219564363e-12,1.2181544162815814e-11,2.3128258969416538e-18,4.0018985743339526e-19,1.0076033495276943e-11,7.9535958175877605e-10,0.88168480800000004,0.0,0.0094599906877408692,0.10884998749432209,9.1079478885353762e-12,1.1615044147559491e-11,4.4514562991228707e-12,1.2882204860941216e-11,2.8491983900861478e-12,2.5189563885365663e-12,3.593035580915434e-12,1.0214449252358092e-11,1.3379963070052777e-11,3.8981733585882744e-11,9.3621524172846249e-11,3.9666185070848813e-11,1.4902443994066153e-09,3.1401748502116806e-12,1.9680223799625001e-12,1.5024546472646704e-09,1.0679561092988113e-09,6.5019875879073571e-10,1.9857593377153055e-12,1.0458095692051239e-13,3.6464947131176119e-09,2.9907711152726849e-13,1.6366568389242833e-21,2.2890254750456166e-13,2.5301467641354025e-11,2.2068343687170255e-13,2.7611424684927248e-13,3.9565839861398012e-12,4.0482298499949349e-13,1.0231826350939996e-12,9.6311779763250955e-12,1.6965661562245241e-12,1.7471924022043123e-12,5.3918593604009025e-10,3.2206763487032953e-21,3.4862958455327944e-11,1.4098161866324278e-10,2.1758433231942815e-11,4.9284306059131601e-16,7.8000277756558912e-17,4.9499333493657017e-17,2.4496517012834132e-11,8.1269349977570591e-11,1.3641647744111485e-10,1.4840374729604396e-13,5.1122882486944477e-13,3.3207850393708838e-13,3.8620547605874054e-13,1.0668638631806178e-10,1.9349732816355259e-14,1.3230649351831312e-15,1.9868253008996753e-13,2.9632565341098768e-10,3.1029938316657372e-10
8.842627099787714e-05,0.003717433326741851,1.4211743404569302e-13,1.0206530103183944e-13,8.0652102575968351e-12,5.3912388461530134e-11,3.53815925313482e-09,0.0,0.0,6.0420707492641143e-09,5.5250993885288271e-10,4.0915302068016807e-10,1.8430436051753931e-16,4.8028636539562846e-18,-6.5069922432741875e-34,1.6575546257149091e-27,7.2023557318768363e-20,6.2587645188977705e-10,5.5079842312344433e-10,1.1620576313652106e-21,1.1252410387025364e-28,2.7887676500713031e-17,3.4873823988585114e-22,3.1040002516863008e-21,6.7727186870900542e-15,2.9882494731237149e-15,4.1771933157484131e-11,1.8377494661762691e-19,1.1120832016017554e-08,1.6024603547318556e-09,2.8260688076227206e-12,1.2257395186071629e-11,2.3442748334913044e-18,4.0582931446477766e-19,1.0148528049832406e-11,8.1176167548735126e-10,0.88168480800000004,0.0,0.0094599905152082213,0.10884998728067179,9.1477551905747376e-12,1.1695473089342167e-11,4.4757830703538161e-12,1.3007109509597714e-11,2.8803483180711484e-12,2.543458252368111e-12,3.6323203984542687e-12,1.0270249162448177e-11,1.3509699907554805e-11,3.915237767044299e-11,9.4206266970663885e-11,3.9941096455866938e-11,1.5048824789021452e-09,3.1707213355439299e-12,1.9816544877444766e-12,1.5327504123297013e-09,1.0897956281175545e-09,6.6316425415061336e-10,1.9995115216736453e-12,1.0503873956961386e-13,3.715633795350847e-09,3.0198659082889988e-13,1.6479915293873268e-21,2.3015188022331443e-13,2.5481521334952282e-11,2.2188766755327099e-13,2.7880044557431669e-13,3.9917418949685313e-12,4.0491541097340398e-13,1.0231453098731939e-12,9.7168293592555855e-12,1.6965481865752242e-12,1.7471571551234535e-12,5.4824191556203967e-10,3.2520089242102447e-21,3.5691802884863007e-11,1.4406617412042884e-10,2.1976809625232193e-11,4.9553241837902627e-16,7.855535382631502e-17,4.9996128762974475e-17,2.4752045758360235e-11,8.2634383139041881e-11,1.3870778457472095e-10,1.4995180473638102e-13,5.1656303695444016e-13,3.350325082389505e-13,3.8964117727971392e-13,1.0890992844748287e-10,1.9521875402486968e-14,1.3348350097093185e-15,2.0011203503423991e-13,3.0250361147559772e-10,3.1762980058693651e-10
8.953620752085782e-05,0.0037174333276812,1.4296102082853051e-13,1.0278628346281859e-13,8.1311172760500378e-12,5.483348837136641e-11,3.6082530450870658e-09,0.0,0.0,6.1389529579618097e-09,5.68208637315452e-10,4.1692625333723797e-10,1.9005307035260139e-16,4.9039195293747383e-18,1.7708852805893374e-32,-1.0821413009918653e-26,7.3179338604419429e-20,6.3191774185675142e-10,5.6191689780696853e-10,1.1974585624533911e-21,-1.1868161707384053e-27,2.8774005480708709e-17,3.5480158927717601e-22,3.0973189608000817e-21,6.9815706920280512e-15,3.028516482633383e-15,4.2657266697671196e-11,1.8848783797155498e-19,1.1313713937045081e-08,1.639816057397706e-09,2.8764365147915345e-12,1.2333116688699544e-11,2.3757930553698731e-18,4.1151101252163158e-19,1.0220911391895523e-11,8.2830337653139934e-10,0.88168480800000004,0.0,0.0094599903414269021,0.10884998706575338,9.1874846391878461e-12,1.1775799910946463e-11,4.5000741279419815e-12,1.3131849719215398e-11,2.9114490711214397e-12,2.5679241391469265e-12,3.6715431929604847e-12,1.0325975430797117e-11,1.3639265910730777e-11,3.9322772942363701e-11,9.4790171934390618e-11,4.0215639710822913e-11,1.5194428904234533e-09,3.2012229557287105e-12,1.9952635498369624e-12,1.5633037694361807e-09,1.111824269276443e-09,6.7623911984394074e-10,2.0132387035310802e-12,1.054958468461956e-13,3.785293036447422e-09,3.0489179633017278e-13,1.6593057275946421e-21,2.3139756600371338e-13,2.5661308821805416e-11,2.2308794006972771e-13,2.8148269828850325e-13,4.0268522076700605e-12,4.0502772161694009e-13,1.0230999919583869e-12,9.8023626204834054e-12,1.6965261061353886e-12,1.7471147646054488e-12,5.5734721709250054e-10,3.2832954724321434e-21,3.6529652884719045e-11,1.47180473258643e-10,2.2194840802348255e-11,4.982129352127e-16,7.9109609224943743e-17,5.0492138682794676e-17,2.5007135510475441e-11,8.4006850998324133e-11,1.4101157139156326e-10,1.514972025491699e-13,5.2188807981483539e-13,3.3798250093726235e-13,3.9307223100900533e-13,1.1115314271467148e-10,1.9693785774295942e-14,1.3465891654325606e-15,2.0153934682327013e-13,3.0873624471673028e-10,3.2503624217066332e-10
9.064614404383849e-05,0.003717433328627075,1.4380577003146587e-13,1.0350518430813936e-13,8.1969253130227765e-12,5.5760044497471283e-11,3.6789168693759463e-09,0.0,0.0,6.2362370471502353e-09,5.8415534475093501e-10,4.2475470042233361e-10,1.9590823031204052e-16,5.0053462618886007e-18,-2.3498594935081339e-33,9.5498072954617403e-28,7.4610760176092113e-20,6.3792730659315749e-10,5.7312330316654871e-10,1.2335157939807793e-21,8.3529589195341707e-29,2.9677968009124929e-17,3.6087297702742623e-22,3.2145375045173101e-21,7.1941528354658506e-15,3.068870444445036e-15,4.3550447413383337e-11,1.9363585810644413e-19,1.1507772947947423e-08,1.6775297106145272e-09,2.9271424929527857e-12,1.2408753900952001e-11,2.4076876345500495e-18,4.172590660690466e-19,1.0293186693836118e-11,8.4498447220911721e-10,0.88168480800000004,0.0,0.0094599901663986255,0.10884998684956751,9.2271921514098853e-12,1.1855996286189031e-11,4.5243066650593172e-12,1.3256430846078008e-11,2.9425020350918785e-12,2.5923552138406858e-12,3.7107053525918527e-12,1.0381645603805867e-11,1.3768666430057162e-11,3.9492882234980906e-11,9.537322885520591e-11,4.0489800634176849e-11,1.5339267910273071e-09,3.2316809851217572e-12,2.0088775078085244e-12,1.5941143446137036e-09,1.1340417607016488e-09,6.8942318431217679e-10,2.0269795372551251e-12,1.0595220477815929e-13,3.8554717423345564e-09,3.0779283705934605e-13,1.6706306073366511e-21,2.3264722631576939e-13,2.5840835147932485e-11,2.2429318433728467e-13,2.8416110425641304e-13,4.0619166804269767e-12,4.0493321811564593e-13,1.0231377568962568e-12,9.8877838198120592e-12,1.6965436148211702e-12,1.7471496752518128e-12,5.6650176636897767e-10,3.3145371538713114e-21,3.7376494357229512e-11,1.5032447735743405e-10,2.2412536309125977e-11,5.0090455833146007e-16,7.9663059509868764e-17,5.0987384969104016e-17,2.5261797830805223e-11,8.5386742141794869e-11,1.4332781873207628e-10,1.530400107697261e-13,5.2720419484481899e-13,3.4092822707046228e-13,3.9649820817524273e-13,1.1341600245388404e-10,1.9865437887218869e-14,1.3583259129068999e-15,2.0296452800881782e-13,3.1502347921660139e-10,3.3251857845946398e-10
9.211393903916071e-05,0.0037174333298879295,1.449205012528762e-13,1.044528384369035e-13,8.2838248020742189e-12,5.6993703472252611e-11,3.773237723477346e-09,0.0,0.0,6.3655006251910189e-09,6.056259681089079e-10,4.3519179369818611e-10,2.0381616492493289e-16,5.1412483551521627e-18,-5.4232212426096929e-35,5.0739053094013593e-28,7.6347285217808212e-20,6.4582657602454071e-10,5.8807740756417844e-10,1.282177595584969e-21,3.9998167855722031e-30,3.0900738629471998e-17,3.6897813791809806e-22,3.2844515865653708e-21,7.4810357398657104e-15,3.1223768196397669e-15,4.4743630616312687e-11,2.0033398451296864e-19,1.1766203998390472e-08,1.7279492486403272e-09,2.9947158188783941e-12,1.2508618783691895e-11,2.4497771479658811e-18,4.2490732960094437e-19,1.0388603885259492e-11,8.6725748211752861e-10,0.88168480800000004,0.0,0.0094599899330268782,0.1088499865617359,9.2796026878002533e-12,1.1961903585367695e-11,4.5563210504872545e-12,1.3420942658636606e-11,2.9834953328289366e-12,2.6246112556377472e-12,3.7624038998008563e-12,1.0455139829909301e-11,1.393954247052722e-11,3.971746518853097e-11,9.6143036945224364e-11,4.0851832173268189e-11,1.5529649014333629e-09,3.2718944553379167e-12,2.0268428942898227e-12,1.635253031215772e-09,1.1637120216280486e-09,7.0702537271602029e-10,2.0451079979220104e-12,1.0655469607623453e-13,3.9490735669868179e-09,3.1162306293722416e-13,1.6855719535232933e-21,2.3429506725783312e-13,2.6077859668183138e-11,2.2588204289576808e-13,2.8769738672427138e-13,4.1082167736585511e-12,4.0492903565125251e-13,1.0231391518848509e-12,1.0000577335459118e-11,1.696543928544647e-12,1.74715044273307e-12,5.786833895369653e-10,3.3557853467131493e-21,3.8510152963723176e-11,1.5452770217142699e-10,2.2699920333477801e-11,5.0445289072241388e-16,8.0393767315346765e-17,5.1641169114295854e-17,2.5597929722281016e-11,8.7222913065740326e-11,1.4640996477526145e-10,1.5507638195252447e-13,5.3422099192404806e-13,3.4481807960083121e-13,4.0102229210216954e-13,1.1643856259026396e-10,2.0092110490485316e-14,1.3738245741491805e-15,2.0484603891306353e-13,3.2342152673667177e-10,3.4252965114798617e-10
9.358173403448293e-05,0.0037174333311601622,1.4603354809348365e-13,1.0539710980572483e-13,8.3705825105330363e-12,5.823688019004903e-11,3.868552450307656e-09,0.0,0.0,6.4954590958310183e-09,6.2753421189981429e-10,4.4572512155657162e-10,2.1191339925814717e-16,5.278731017719113e-18,-3.2022532108160568e-33,1.7346735411822357e-27,7.8108641144070295e-20,6.5367230699927818e-10,6.0318428439574771e-10,1.3320003900160032e-21,1.4175424399421856e-28,3.215501087956391e-17,3.7714527246822671e-22,3.3659342011693241e-21,7.774521660826942e-15,3.1760447060356755e-15,4.5950487202324756e-11,2.0719174974003013e-19,1.2026687135330542e-08,1.7789872503522179e-09,3.062879791786037e-12,1.2608304807681045e-11,2.4920197703460904e-18,4.3263136871731228e-19,1.0483844672175523e-11,8.8977344142529593e-10,0.88168480800000004,0.0,0.0094599896974811009,0.10884998627169128,9.3319115601369999e-12,1.206764226937054e-11,4.5882812834869678e-12,1.3585196498014931e-11,3.0244099184491334e-12,2.6568103792281645e-12,3.8140031396534035e-12,1.052851461412457e-11,1.4110150499474393e-11,3.9941633993890043e-11,9.6911496813018546e-11,4.1213278217641647e-11,1.5718737858253348e-09,3.3120369379094281e-12,2.0447786504224285e-12,1.6768400893165418e-09,1.1937114917027978e-09,7.2481786296560479e-10,2.0632063479879199e-12,1.0715607433229667e-13,4.0435811666634527e-09,3.1544652572093278e-13,1.7004884965559897e-21,2.3593973788027821e-13,2.6314462242881519e-11,2.2746773474845518e-13,2.9122742457997975e-13,4.1544418610615084e-12,4.0492011344297935e-13,1.0231424570276667e-12,1.0113186919760145e-11,1.69654497140675e-12,1.7471531276575246e-12,5.9095088611175434e-10,3.3969607009651581e-21,3.9659481016344268e-11,1.5878272582131524e-10,2.2986755349566217e-11,5.0799415068902784e-16,8.1123174332028844e-17,5.2293704293166183e-17,2.5933360100097412e-11,8.9072028277623698e-11,1.4951383875136717e-10,1.5710850302756055e-13,5.4122313607448779e-13,3.4870159333384978e-13,4.0553900521494854e-13,1.1949537618981708e-10,2.0318413852376837e-14,1.3892979845591266e-15,2.0672407104008434e-13,3.3191477550845114e-10,3.5267294545327375e-10
9.504952902980516e-05,0.0037174333324437366,1.4714492030394729e-13,1.0633808831455683e-13,8.4572054099252867e-12,5.9489561549863974e-11,3.9648594570419922e-09,0.0,0.0,6.6261080850400381e-09,6.4988227930477223e-10,4.5635450970762206e-10,2.2020158525709726e-16,5.4178898444995787e-18,1.0751446068717551e-33,6.1598277867130605e-29,7.9852590873385933e-20,6.614655669697324e-10,6.1844338516744035e-10,1.3829762015163787e-21,-4.4525304113328036e-29,3.3441162481103208e-17,3.8538026855777489e-22,3.4320590125642993e-21,8.0746549810189293e-15,3.2298772487403935e-15,4.7170990356666922e-11,2.1414723694351e-19,1.2289218932457505e-08,1.8306395531132734e-09,3.1316339259229675e-12,1.270782303054516e-11,2.5343590316135963e-18,4.4042602711510712e-19,1.0578916056465685e-11,9.1253190727303179e-10,0.88168480800000004,0.0,0.0094599894597648549,0.10884998597943525,9.384124643415415e-12,1.2173219500896125e-11,4.6201937270745816e-12,1.3749203816853818e-11,3.0652485913623443e-12,2.6889548896956946e-12,3.8655066734386169e-12,1.0601771710350202e-11,1.4280502462667026e-11,4.0165403007729413e-11,9.7678660198362093e-11,4.1574166834297545e-11,1.5906560033825557e-09,3.3521113451556106e-12,2.0626845818018097e-12,1.718874739072304e-09,1.2240396070039998e-09,7.4280029556076707e-10,2.0812738135567425e-12,1.0775637906348932e-13,4.1389931160174933e-09,3.1926350492862537e-13,1.7153796364557495e-21,2.3758137470824634e-13,2.6550660187326282e-11,2.2905041592263397e-13,2.9475147576894705e-13,4.2005950442838048e-12,4.0493251127948305e-13,1.0231371960345683e-12,1.0225621033145732e-11,1.6965419982744927e-12,1.7471477900895511e-12,6.0330411734327271e-10,3.4380662248642786e-21,4.0824448895771692e-11,1.6308946869548545e-10,2.3273062564464287e-11,5.115286868459491e-16,8.1851333939055035e-17,5.2945038750806927e-17,2.6268114593021343e-11,9.0934066858696709e-11,1.5263940554703311e-10,1.5913652926418402e-13,5.4821116242070841e-13,3.5257908549008872e-13,4.1004872340350817e-13,1.2258638860205555e-10,2.0544367038877217e-14,1.4047474329623613e-15,2.0859876247110685e-13,3.4050307356666631e-10,3.6294818980224373e-10
9.651732402512738e-05,0.0037174333337386374,1.4825499603350428e-13,1.0727585671227431e-13,8.5436986984806175e-12,6.0751735083141148e-11,4.062157229608676e-09,0.0,0.0,6.7574433168389567e-09,6.7267235742537675e-10,4.6707979104613222e-10,2.2868233532870091e-16,5.5586146561149604e-18,-5.0504189168621791e-34,5.9024350645115456e-28,8.1631280243158243e-20,6.6920739876677804e-10,6.3385417632015443e-10,1.4351304191410973e-21,1.6745882251527003e-29,3.4759571891663774e-17,3.9367664938664126e-22,3.5108325944006023e-21,8.3814804235730064e-15,3.2838773291852918e-15,4.8405114311345181e-11,2.2127534502904699e-19,1.2553796117825822e-08,1.8829020791494225e-09,3.2009777663595414e-12,1.280718249109487e-11,2.5768622740276505e-18,4.4829745775349804e-19,1.0673824936040366e-11,9.3553245491119808e-10,0.88168480800000004,0.0,0.0094599892198815351,0.10884998568496922,9.4362497220190391e-12,1.2278639809576731e-11,4.6520562115560727e-12,1.3912975921806073e-11,3.1060141783633834e-12,2.721047090714047e-12,3.9169179890381224e-12,1.0674920015668455e-11,1.4450610054398211e-11,4.0388784962905104e-11,9.8444580250067122e-11,4.1934519036126333e-11,1.6093140805913091e-09,3.3921205090399736e-12,2.0805653940847996e-12,1.761356232508585e-09,1.2546958278396986e-09,7.6097232434200153e-10,2.099316479261622e-12,1.0835564634818347e-13,4.2353080536825205e-09,3.2307426788292322e-13,1.7302503006453401e-21,2.3922081447291333e-13,2.6786470080793781e-11,2.3063103079178969e-13,2.9826978708276233e-13,4.2466799063669685e-12,4.0492918574604228e-13,1.0231382514124043e-12,1.033788806251861e-11,1.6965419746773576e-12,1.7471483744459184e-12,6.1574295027170784e-10,3.4791047976140477e-21,4.2005028086237887e-11,1.6744785485334288e-10,2.3558862871954971e-11,5.1505860855004761e-16,8.2578297248434588e-17,5.3595220019450779e-17,2.6602218434129561e-11,9.2809008743642605e-11,1.5578663148135432e-10,1.6116061353054963e-13,5.5518559782097833e-13,3.5645078691333337e-13,4.1455169865830664e-13,1.2571154775760973e-10,2.0769982112756732e-14,1.4201737801535601e-15,2.1047024922209783e-13,3.4918627616459442e-10,3.7335512288253379e-10
