Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393)
1.5377834666314442e-08,0.004483170756392961,1.4572320578238644e-09,3.9846184762030676e-11,4.8847143914958508e-11,1.9974326287409719e-10,2.5512723743209344e-12,0.0,0.0,4.8539304558577833e-10,5.682593683857135e-14,5.2410153891548724e-16,3.2147784211625274e-17,4.5674428595430781e-17,5.1164303959207421e-29,2.0946718438993393e-21,2.4669529632848262e-17,1.2365481142299121e-08,2.4798557749544783e-12,1.0843473116862867e-25,4.2299683239295443e-29,1.7559432661197975e-17,2.1014404187369234e-17,9.7784618326351167e-19,1.7240760986923904e-17,6.3131909507078776e-14,4.1050113262888351e-16,8.8079600598931017e-18,1.5943904911206529e-08,2.5753868731480134e-11,1.5099901106978786e-12,8.7580906810991833e-09,3.5402127228810811e-16,2.9575922251076348e-20,7.8898287403220366e-14,8.1621659724123226e-14,0.88168480800000004,0.0,0.0094599804324233296,0.10884999801822033,5.1191252745052219e-09,4.516033867729693e-09,1.9870883894809827e-09,5.6337922678114283e-11,3.427978367800376e-11,2.05474581263952e-11,1.0242730373357679e-12,9.5180489547213637e-11,1.3423692202478658e-12,2.4376380832003455e-10,3.968034725954103e-10,2.5602038972584964e-10,3.0800111280139718e-10,6.0809783752831566e-13,4.1350505757305479e-11,6.5278942444752514e-10,4.1041346300605964e-10,3.9616209796038856e-10,9.6940377855154444e-13,5.9894435418689814e-12,1.8527141544452744e-09,1.9279025479710118e-13,1.7886386489071238e-20,5.7964958362175112e-12,3.8590995850951982e-13,1.3535245294237295e-13,4.26039099905598e-15,8.5976688898306414e-12,1.0837006198097418e-09,5.5511231215095856e-11,3.3428063778051109e-13,1.2910308826342438e-09,3.1050394987944942e-11,6.7022524577082052e-12,5.6059082348865092e-22,6.9908647022618284e-15,8.578928465885835e-15,7.5449914668753781e-15,6.2568982984757733e-16,1.7139770381342151e-16,3.536267971363449e-18,1.6715862466127353e-15,6.7157367282584682e-14,6.238569608311006e-14,1.0526522011361896e-18,1.2245619613680535e-18,4.2711420935361411e-14,1.2218982135683974e-15,1.2072470770262233e-15,1.8227813998683232e-16,1.1320783636172207e-17,1.1562197895197645e-16,5.9054874740610823e-16,3.6369220568982231e-19,2.8754938672818358e-17,1.3391153239702825e-16
1.5775573013130067e-08,0.004483170761950798,1.5123724837167093e-09,4.2516848660367592e-11,5.2038246814428865e-11,2.1327904547464926e-10,2.7950174551309324e-12,0.0,0.0,5.1201145263687831e-10,6.1550737348700741e-14,5.9005110687576055e-16,3.4828523825624451e-17,4.9035591740537743e-17,5.5595506624510433e-29,2.1831689674609535e-21,2.6548264908509039e-17,1.2801598301678874e-08,2.6333717044425519e-12,1.305729067183917e-25,4.8274977743359295e-29,1.8934188977436187e-17,2.201394576236875e-17,1.0595171264398876e-18,1.9542678732402955e-17,6.6031027787645954e-14,4.6322022325429906e-16,9.6376233808366056e-18,1.6612913717977204e-08,2.7335382799035113e-11,1.5973972634909277e-12,9.029542945628211e-09,3.7337781696367064e-16,3.2406935446561342e-20,8.6241557813745653e-14,8.9285339548712742e-14,0.88168480800000004,0.0,0.009459979916735136,0.10884999793819161,5.1886440350156497e-09,4.5694318044872916e-09,1.999153197625939e-09,5.9354303078686295e-11,3.5876114610958588e-11,2.1553837335487623e-11,1.0728616604176821e-12,9.6147604419577412e-11,1.4152854924331848e-12,2.5061881242241976e-10,4.1664306716881579e-10,2.6109443650172705e-10,3.2303438558284951e-10,6.3856131080798338e-13,4.245880650084894e-11,6.8195604215383369e-10,4.2700209812054703e-10,4.1191222148463766e-10,9.9611074684970416e-13,6.1504642393963031e-12,1.9384295672437414e-09,2.0346894154526283e-13,1.8375989569732863e-20,5.9136043616153342e-12,4.0829110336577686e-13,1.3817179467112161e-13,4.4997078128186216e-15,9.0447959000358124e-12,1.0867184901284153e-09,5.5791332406981077e-11,3.5401594591400916e-13,1.3049227817931525e-09,3.1395291737666912e-11,7.0944837714751371e-12,5.9203945278976056e-22,7.5381235112579165e-15,9.2985200368628346e-15,8.1650272106390205e-15,6.3875438368575031e-16,1.8134752268123404e-16,3.8270563010147523e-18,1.8613902410604973e-15,7.1162213954356725e-14,6.6107050040734729e-14,1.1729298106769545e-18,1.3862992344885457e-18,4.5376106526857636e-14,1.2991246123382838e-15,1.2923297650894441e-15,1.9454847602918598e-16,1.204058190538748e-17,1.2671930013202913e-16,6.3923731744079047e-16,4.2345249478065154e-19,3.0753466994882771e-17,1.484311745238537e-16
1.6571049706761316e-08,0.004483170773179301,1.6234449125541686e-09,4.8148373396669662e-11,5.8742724133530698e-11,2.4186479275443324e-10,3.3300739045218313e-12,0.0,0.0,5.6739630837196972e-10,7.1785478128729007e-14,7.4025336525492231e-16,4.0621108345353267e-17,5.6184849814578032e-17,6.5152486866868066e-29,2.363392482973616e-21,3.0576467101817322e-17,1.3684566091128923e-08,2.9567032221145795e-12,1.8641681557173604e-25,6.2185002910025153e-29,2.1876146244581833e-17,2.4055113932849941e-17,1.2362073549724967e-18,2.4863758640770519e-17,7.1962856694597512e-14,5.8370862142169954e-16,1.1462793854625423e-17,1.797356096243729e-08,3.0664000822758301e-11,1.7802800812520708e-12,9.5748415909354509e-09,4.1331586725091656e-16,3.8568429205516758e-20,1.0217602569197944e-13,1.0594259832582198e-13,0.88168480800000004,0.0,0.0094599788836032799,0.10884999777483476,5.3203429328750063e-09,4.6707706036694921e-09,2.0212762782315729e-09,6.5571573345833082e-11,3.9123902279348974e-11,2.3611437920751644e-11,1.1717840750170939e-12,9.792290506223915e-11,1.5656837859415875e-12,2.6396155092524584e-10,4.5748118516243993e-10,2.7079705088473158e-10,3.5392001241414978e-10,7.0090720430021886e-13,4.4592389985984486e-11,7.415381932889182e-10,4.6071553533115095e-10,4.4395012996208919e-10,1.0475512668507285e-12,6.4634824037345153e-12,2.1130201185410303e-09,2.2543397141161414e-13,1.931890285432347e-20,6.1326329578345511e-12,4.5413699776418579e-13,1.4344791152520475e-13,4.9922934969375945e-15,9.9748895793837518e-12,1.0922449127670462e-09,5.6297165345170056e-11,3.9550574941200642e-13,1.3305481772023532e-09,3.2031552854038782e-11,7.9015766504892972e-12,6.5676607863291749e-22,8.7094951096196532e-15,1.085388153374278e-14,9.4925431809544874e-15,6.6320452800249688e-16,2.0172992799414493e-16,4.4496758780040212e-18,2.28725165669674e-15,7.9410629651288972e-14,7.3771688892838802e-14,1.443017824719575e-18,1.7577745285105187e-18,5.1004831924902068e-14,1.4624343519097423e-15,1.4742053995359338e-15,2.2064701354098281e-16,1.3563542820049062e-17,1.5087204944183161e-16,7.4505632978368743e-16,5.6696833642613095e-19,3.5020593748552839e-17,1.8108584632779843e-16
1.7366526400392567e-08,0.004483170784549647,1.7354156606506769e-09,5.4168333108725459e-11,6.5875919839374521e-11,2.724841548154215e-10,3.9320092995455114e-12,0.0,0.0,6.2563888153351324e-10,8.311493826648555e-14,9.1708638587668059e-16,4.7011715049754719e-17,6.3915711803017928e-17,7.5656146004782147e-29,2.5477105487769911e-21,3.4978223834272251e-17,1.4580998229973829e-08,3.3020696042456855e-12,2.6112637738131165e-25,7.9025831209237695e-29,2.5080428567961141e-17,2.6149338457859673e-17,1.4313987464097255e-18,3.1253206528801642e-17,7.8064673793014222e-14,7.2618838641675432e-16,1.3522270465039456e-17,1.9362770313492736e-08,3.4216307437743011e-11,1.9739760826435804e-12,1.0122917141543167e-08,4.5482326183132715e-16,4.5413315917144673e-20,1.1981293941286526e-13,1.2442042442242324e-13,0.88168480800000004,0.0,0.0094599778481081233,0.1088499976071434,5.4427410940500565e-09,4.7652907426749807e-09,2.0409875644032601e-09,7.2022417543786059e-11,4.2438140654148306e-11,2.572447581618706e-11,1.2728128615373334e-12,9.9505608238574552e-11,1.7218657384085842e-12,2.767977531688847e-10,4.9980979323148337e-10,2.7992672318733489e-10,3.8585419869122259e-10,7.6500938182769785e-13,4.6615914863775493e-11,8.0272052068421747e-10,4.9512053894654896e-10,4.7668639442724464e-10,1.096368298272269e-12,6.7641451169873167e-12,2.2915594888119026e-09,2.4815541832693221e-13,2.0213599340348706e-20,6.3323703637071104e-12,5.0125287821693777e-13,1.4826267367832635e-13,5.5022577700886743e-15,1.0951750640860435e-11,1.0971613732922645e-09,5.6739498604382698e-11,4.3966793632257166e-13,1.3535353194745409e-09,3.2602363069553026e-11,8.7366441966570063e-12,7.2377122197171212e-22,9.985257129945951e-15,1.2569298946138302e-14,1.0937327920779456e-14,6.8551792899478297e-16,2.2267823573850325e-16,5.1273388790033202e-18,2.7793236553527164e-15,8.7954335913560934e-14,8.1710850550385904e-14,1.7554135967299296e-18,2.1996355334941714e-18,5.7032153627571435e-14,1.6375534788331287e-15,1.6720291583012563e-15,2.488407068594084e-16,1.5197739617571668e-17,1.7770207871783652e-16,8.6267826712372524e-16,7.4761231055170474e-19,3.9655000635595949e-17,2.1901609697697353e-16
1.816200309402382e-08,0.004483170796052238,1.8481119630975087e-09,6.0577942813242413e-11,7.3436211404676076e-11,3.0515190966841902e-10,4.6049602582488958e-12,0.0,0.0,6.867310376548604e-10,9.5596627134757233e-14,1.1232848765703451e-15,5.4028228088358734e-17,7.2243332953445823e-17,8.7128405771264942e-29,2.7358836817232385e-21,3.97686260435789e-17,1.5489933747730606e-08,3.6698114555547849e-12,3.5950862442676896e-25,9.9204217194354995e-29,2.8553565911209943e-17,2.8293186059960936e-17,1.6459175980647609e-18,3.8854097475605747e-17,8.4327026124280275e-14,8.9303834163605661e-16,1.5831819817884251e-17,2.0778735660323098e-08,3.7995568276975507e-11,2.1785433692554423e-12,1.06733086796281e-08,4.978246528898251e-16,5.295975571410405e-20,1.3919168755640396e-13,1.4476891631892568e-13,0.88168480800000004,0.0,0.0094599768102255465,0.10884999743519086,5.5564082826190069e-09,4.8535043928248583e-09,2.0585708345774447e-09,7.8692058782562375e-11,4.5810919217066489e-11,2.7887972384165591e-11,1.3757003901344052e-12,1.009168904042656e-10,1.8834696268575617e-12,2.8911324530998488e-10,5.4356351640795433e-10,2.8850984096391582e-10,4.1878543544967073e-10,8.3071240426923653e-13,4.853115493334653e-11,8.6542961412809882e-10,5.301922566072165e-10,5.1010080127203253e-10,1.1425970312367999e-12,7.0521970927617012e-12,2.4737569252770664e-09,2.7157101948960772e-13,2.106075632955183e-20,6.5140414809766057e-12,5.4943713578237126e-13,1.5264455260155305e-13,6.0281819795308539e-15,1.197409656938674e-11,1.1015403652542972e-09,5.7127494356696244e-11,4.8646931638171562e-13,1.3741488708161774e-09,3.3114273164739572e-11,9.5971881464760474e-12,7.928687416068681e-22,1.1367478499659584e-14,1.4450622122278425e-14,1.2499701567966278e-14,7.0582614723568523e-16,2.4410273012814707e-16,5.8601979772971278e-18,3.3430499410400478e-15,9.6767146601411332e-14,8.9900193042749253e-14,2.1136344521155192e-18,2.7197422014328135e-18,6.345568491984584e-14,1.8244285419638615e-15,1.8861275028383044e-15,2.7913959748402937e-16,1.6942757146901031e-17,2.0727799515241668e-16,9.9273128706865207e-16,9.7216515448909031e-19,4.4663611656378877e-17,2.6279452814757138e-16
1.895747978765507e-08,0.004483170807678236,1.9613776485013441e-09,6.7377801445436651e-11,8.1421530696812185e-11,3.3987983959580195e-10,5.3530454975897822e-12,0.0,0.0,7.5066412972872381e-10,1.0928812023754934e-13,1.3616450506004861e-15,6.1698606425712987e-17,8.1183318182059087e-17,9.9588212686855566e-29,2.9276880045381844e-21,4.4962758226785414e-17,1.64104732891088e-08,4.0602458535769348e-12,4.8721716583327862e-25,1.2315530761675505e-28,3.2301723576507029e-17,3.0483476460177937e-17,1.8805699824431797e-18,4.781934655955342e-17,9.07408276603078e-14,1.0867086962386642e-15,1.8407108019948801e-17,2.2219786960331609e-08,4.2004815262384506e-11,2.3940314916244947e-12,1.122559482848492e-08,5.4224653993236959e-16,6.1222877657688135e-20,1.6034417210795892e-13,1.6703077999533018e-13,0.88168480800000004,0.0,0.0094599757699347121,0.10884999725904619,5.6618979339571317e-09,4.9358846613728442e-09,2.0742766833936413e-09,8.556598015024711e-11,4.9234933731769005e-11,3.0097231748860466e-11,1.4802178162650086e-12,1.0217579237207245e-10,2.0501395472839219e-12,3.00899940527142e-10,5.8867758357413674e-10,2.9657353212338463e-10,4.5266326821990826e-10,8.9786940448166218e-13,5.0340793560098885e-11,9.2959703887922179e-10,5.659089955705763e-10,5.4417517697486185e-10,1.1862959878313012e-12,7.3275176491770624e-12,2.6593492767852945e-09,2.9562135458594801e-13,2.1861472821935962e-20,6.6789123237726833e-12,5.9849854641271327e-13,1.5662323675391643e-13,6.5687106201590786e-15,1.3040596776136716e-11,1.1054443795830604e-09,5.7468772134943219e-11,5.3586763981610356e-13,1.3926288435333156e-09,3.3573228096132284e-11,1.0480877671705762e-11,8.6388080125946452e-22,1.2857979584356075e-14,1.6503326203722975e-14,1.4179467433903002e-14,7.2426646603043228e-16,2.6591830875421444e-16,6.6481630293388504e-18,3.983846259259382e-15,1.0582458523005861e-13,9.8316963029390637e-14,2.5211826185731586e-18,3.3261374686021532e-18,7.0271315320879091e-14,2.0229525972277544e-15,2.1167437181468406e-15,3.1154183802120695e-16,1.8797664759826657e-17,2.396561884687372e-16,1.1358072844609793e-15,1.2481319721424467e-18,5.00514707941219e-17,3.1302258201655471e-16
1.9752956481286322e-08,0.004483170819419497,2.0750716781163133e-09,7.4567953261796391e-11,8.9829429242013442e-11,3.7667701878761187e-10,6.1803618944220946e-12,0.0,0.0,8.1742908415359736e-10,1.2424704567730562e-13,1.6350138111528088e-15,7.0050930674186579e-17,9.0751791573197391e-17,1.1305176147251158e-28,3.122914907822749e-21,5.0575693117596971e-17,1.7341776932624203e-08,4.4736678215412576e-12,6.5083483451867748e-25,1.5134254874583365e-28,3.6330736810532814e-17,3.2717265742905189e-17,2.1361419930243796e-18,5.8311669270199484e-17,9.7297370620342438e-14,1.3097123920426416e-15,2.1263659536406642e-17,2.3684380945792907e-08,4.6246861816454108e-11,2.6204821718414187e-12,1.1779390496607201e-08,5.8801752280641151e-16,7.0214937161697812e-20,1.8329523768585163e-13,1.9124171447157568e-13,0.88168480800000004,0.0,0.0094599747272177091,0.10884999707877453,5.7597441162946411e-09,5.0128686314490788e-09,2.0883264297156265e-09,9.2630005564172492e-11,5.2703457726730812e-11,3.2347840590278099e-11,1.5861542418405772e-12,1.0329938730875036e-10,2.2215274902709685e-12,3.1215500593742349e-10,6.3508805247333571e-10,3.0414516029222319e-10,4.8743848376393522e-10,9.6634214263370757e-13,5.2048192055847087e-11,9.9515899112957608e-10,6.0225180988791099e-10,5.7889313291092048e-10,1.2275412118157638e-12,7.5901017028529188e-12,2.848098516162706e-09,3.2025000792468882e-13,2.2617163987929214e-20,6.8282540663676377e-12,6.4825703763710025e-13,1.6022872352117008e-13,7.1225554001118301e-15,1.414989178710338e-11,1.108927602447149e-09,5.776969732746979e-11,5.8781324894656717e-13,1.4091923803660978e-09,3.3984609261036307e-11,1.1385551818163607e-11,9.3663839871415092e-22,1.4458351371315303e-14,1.8732518980430305e-14,1.5975960940203021e-14,7.4097766797310877e-16,2.8804482553762203e-16,7.4909240498676123e-18,4.7070762427300542e-15,1.1510392330979758e-13,1.069400316149676e-13,2.9815293997068435e-18,4.0270000693787029e-18,7.7473481866395577e-14,2.2329733828376812e-15,2.364041806488669e-15,3.4603517583853723e-16,2.0761093748424359e-17,2.7488148852951818e-16,1.2924585898556994e-15,1.5837564388403702e-18,5.5821837813673125e-17,3.7032873259476495e-16
2.0548433174917573e-08,0.004483170831268538,2.1890668072081333e-09,8.2147944034647169e-11,9.8657134193280998e-11,4.1555007670536632e-10,7.0909810878531984e-12,0.0,0.0,8.8701647352060972e-10,1.4053107196030302e-13,1.9462785822979479e-15,7.9113446561109079e-17,1.0096544691559026e-16,1.2753272289300503e-28,3.3213706578794972e-21,5.6622484331904225e-17,1.8283061774289058e-08,4.9103517492617786e-12,8.5795663261331212e-25,1.8425756491543163e-28,4.0646142543160962e-17,3.4991830562593029e-17,2.4134000880626924e-18,7.0503523233004271e-17,1.0398833284969101e-13,1.5646168378657387e-15,2.4416822113196516e-17,2.5171092318908408e-08,5.0724317485185281e-11,2.8579299692656949e-12,1.2334343882565107e-08,6.350685087472706e-16,7.9945482997268833e-20,2.0806311804369755e-13,2.1743081819390823e-13,0.88168480800000004,0.0,0.0094599736820593187,0.10884999689443772,5.8504592882972318e-09,5.0848601682050051e-09,2.1009155730500831e-09,9.9870364888109667e-11,5.6210311973091096e-11,3.4635664606811756e-11,1.693315798862482e-12,1.0430294701053089e-10,2.3972950142702047e-12,3.2288010189007064e-10,6.827320024547479e-10,3.1125192645997174e-10,5.2306326533399301e-10,1.0360009432489509e-12,5.3657198245576085e-11,1.0620559763073773e-09,6.3920413799570835e-10,6.142398430105668e-10,1.2664214583665985e-12,7.8400424668258044e-12,3.0397894393810376e-09,3.4540365974502591e-13,2.3329473822001693e-20,6.9633158015448e-12,6.9854414590355487e-13,1.6349062748746774e-13,7.6884976490813216e-15,1.5300609384878435e-11,1.112037295094352e-09,5.8035615809421752e-11,6.4225056208964585e-13,1.4240355300529223e-09,3.4353277655780319e-11,1.2309218233394679e-11,1.0109816778318399e-21,1.6169973704354465e-14,2.1142950037806838e-14,1.788809711584852e-14,7.56096816385008e-16,3.1040729572857028e-16,8.3879735136972972e-18,5.5180297283696339e-15,1.2458417726032681e-13,1.1574989162147491e-13,3.498100937563973e-18,4.8305993166138449e-18,8.5055418245743132e-14,2.4543008641526785e-15,2.628111259681016e-15,3.8259838481094282e-16,2.2831309043523742e-17,3.1298786021810616e-16,1.4631955754587153e-15,1.9880309180337459e-18,6.1976302239999666e-17,4.353665557189479e-16
2.1343909868548825e-08,0.004483170843218474,2.3032483592360106e-09,9.0116872429178963e-11,1.0790159632428057e-10,4.5650343899412645e-10,8.0889465552460431e-12,0.0,0.0,9.5941657792473376e-10,1.5819789698342015e-13,2.2983577964727115e-15,8.8914605117787899e-17,1.118415818226659e-16,1.4304247266817708e-28,3.5228759571660434e-21,6.3118157636052932e-17,1.9233599343555945e-08,5.3705527579243991e-12,1.1172725268328434e-24,2.2242001371525422e-28,4.5253208454555343e-17,3.7304653158265627e-17,2.7130915454890657e-18,8.4577033923237493e-17,1.108057816214167e-13,1.8540360511802818e-15,2.7881737355454555e-17,2.6678605428168964e-08,5.5439601934821956e-11,3.1064028935379421e-12,1.2890133720324405e-08,6.8333287692375464e-16,9.0421530120832438e-20,2.3465989132199485e-13,2.4562100765836399e-13,0.88168480800000004,0.0,0.0094599726344467595,0.10884999670609462,5.934532731852491e-09,5.1522325096019052e-09,2.1122168471200878e-09,1.0727374519390295e-10,5.9749832776343249e-11,3.695684231316311e-11,1.8015246865332677e-12,1.0520010411772465e-10,2.5771145762182189e-12,3.3308069104197871e-10,7.3154769801501552e-10,3.1792056027013262e-10,5.594913188817036e-10,1.1067245412597216e-12,5.5171989416431562e-11,1.1302325087728473e-09,6.7675148519624008e-10,6.5020185031186711e-10,1.3030342402056926e-12,8.0775157860239839e-12,3.2342275354270285e-09,3.7103211924808662e-13,2.4000203378928738e-20,7.0853044666426561e-12,7.4920322003402162e-13,1.6643766710403444e-13,8.2653893379558493e-15,1.6491378060890633e-11,1.1148149045753423e-09,5.8271044525484467e-11,6.9911939697356991e-13,1.4373349940448674e-09,3.4683616261743744e-11,1.3250049043786793e-11,1.0867600591200893e-21,1.7994032540067732e-14,2.3739021362325778e-14,1.9914416307316843e-14,7.6975686557023114e-16,3.3293598767210127e-16,9.3386278205523641e-18,6.4219034449817764e-15,1.3424607332811086e-13,1.2472862508779164e-13,4.0742655033871074e-18,5.745252160566895e-18,9.30093815775733e-14,2.6867141330308563e-15,2.9089724580254129e-15,4.2120262466489686e-16,2.5006274971931732e-17,3.5399912028329538e-16,1.6484850651959521e-15,2.4707026836159598e-18,6.8514910068426134e-17,5.0881271405852979e-16
2.2139386562180076e-08,0.004483170855262978,2.417513108679576e-09,9.8473436741342584e-11,1.175595307304312e-10,4.9953954677348697e-10,9.1782711281534973e-12,0.0,0.0,1.0346194356613553e-09,1.7730523812287854e-13,2.6941920512531857e-15,9.9483099607965885e-17,1.23398116918792e-16,1.595903186428659e-28,3.7272654642478164e-21,7.007770120570666e-17,2.0192712891744146e-08,5.8545080053760939e-12,1.4386497333494334e-24,2.6637742141570564e-28,5.0156959464302343e-17,3.9653407174614947e-17,3.0359449920306403e-18,1.0072390588012666e-16,1.1774217411245013e-13,2.1806232242374339e-15,3.1673316710058305e-17,2.8205706431123968e-08,6.0394958290759882e-11,3.3659229667635813e-12,1.3446466755441071e-08,7.3274660219497554e-16,1.0164773613723823e-19,2.6309193900849809e-13,2.7582944321005687e-13,0.88168480800000004,0.0,0.0094599715843694514,0.10884999651380156,6.0124295909569918e-09,5.2153306522240763e-09,2.1223828946973785e-09,1.1482732921623898e-10,6.3316839504882765e-11,3.9307776542249559e-11,1.9106181794163815e-12,1.0600300960823517e-10,2.7606705394974886e-12,3.4276541601990914e-10,7.8147472472560428e-10,3.2417709235551149e-10,5.9667797165939452e-10,1.1783998501758036e-12,5.6596946421129688e-11,1.1996368322897327e-09,7.1488114817005157e-10,6.8676690050660402e-10,1.337482649903385e-12,8.3027660838713323e-12,3.4312370228938804e-09,3.9708830620833427e-13,2.4631253132766066e-20,7.1953710855626102e-12,8.0008940160549732e-13,1.6909730862096622e-13,8.8521528590395086e-15,1.7720837974426306e-11,1.1172969246644454e-09,5.8479823142418706e-11,7.5835613884547298e-13,1.4492498361095405e-09,3.4979571584253405e-11,1.4206374346542255e-11,1.1638322085126673e-21,1.9931536203178489e-14,2.6524799207527346e-14,2.2053127882619018e-14,7.8208500172117318e-16,3.5556641507492353e-16,1.0342047819823517e-17,7.4237840279178933e-15,1.4407198561484801e-13,1.3385984574811751e-13,4.7133222910214062e-18,6.7792827529623493e-18,1.013268569856703e-13,2.9299676614569671e-15,3.206582540538185e-15,4.6181271929403586e-16,2.7283715037986487e-17,3.9792966715685852e-16,1.8487494825378705e-15,3.0422763460545334e-18,7.5436299819761787e-17,5.9136488155950161e-16
2.2934863255811328e-08,0.004483170867396239,2.5317682640446278e-09,1.0721597733081234e-10,1.2762745131310046e-10,5.4465905586563054e-10,1.0362934891658584e-11,0.0,0.0,1.1126148849027718e-09,1.9791082328423115e-13,3.1367359431042656e-15,1.1084789927135805e-16,1.3565360220165412e-16,1.7718372249513703e-28,3.9343872766172593e-21,7.7516055334385216e-17,2.1159774607725016e-08,6.3624379285485068e-12,1.8332141035648766e-24,3.1670500389833045e-28,5.5362201796402693e-17,4.2035944284689242e-17,3.3826709675059534e-18,1.1914532127339357e-16,1.247903548538049e-13,2.5470637313385279e-15,3.5806222451186026e-17,2.9751275930441954e-08,6.5592465788156879e-11,3.636506738317632e-12,1.4003075436453056e-08,7.8324834217318337e-16,1.1362657832751379e-19,2.9336040157410638e-13,3.0806795491192373e-13,0.88168480800000004,0.0,0.0094599705318188076,0.10884999631761255,6.0845904209035196e-09,5.2744735400972032e-09,2.1315486071368706e-09,1.2251882262718185e-10,6.6906602110648404e-11,4.1685124233828524e-11,2.020447629312039e-12,1.0672248197428574e-10,2.9476598945043739e-12,3.5194554319965315e-10,8.3245410013425588e-10,3.3004669294005886e-10,6.3458024534992402e-10,1.2509216689716023e-12,5.7936554571100892e-11,1.2702206602705834e-09,7.5358197681620036e-10,7.239237986859327e-10,1.369872850908429e-12,8.5160938511021751e-12,3.6306590528016099e-09,4.2352819228261626e-13,2.5224577495555625e-20,7.2946021599139152e-12,8.5106942694696284e-13,1.7149553857837813e-13,9.4477798471796226e-15,1.8987649720094645e-11,1.1195155706963053e-09,5.8665233255460603e-11,8.1989475824338115e-13,1.4599231147200401e-09,3.5244693777845875e-11,1.5176674001216168e-11,1.2420658807861046e-21,2.1983330610023252e-14,2.9504026938447463e-14,2.4302151626288334e-14,7.9320158123317356e-16,3.7823924969165798e-16,1.1397258252510934e-17,8.528633273772938e-15,1.5404585469756119e-13,1.4312862344715263e-13,5.4184916602769019e-18,7.940984755816389e-18,1.0999873954053536e-13,3.1837968868408475e-15,3.5208415515691279e-15,5.0438833592076308e-16,2.9661165458303895e-17,4.4478521115511379e-16,2.0643666531193732e-15,3.714012667306168e-18,8.2737843694622355e-17,6.8373963711412288e-16
2.373033994944258e-08,0.004483170879612921,2.6459305393266921e-09,1.1634251522105701e-10,1.3810170038096255e-10,5.9186101816094377e-10,1.1646883395651375e-11,0.0,0.0,1.1933925983210541e-09,2.2007238273485206e-13,3.6289505698456111e-15,1.2303828004310636e-16,1.4862721321035494e-16,1.9582851251984592e-28,4.1441023809601003e-21,8.5448102094436671e-17,2.2134202822837183e-08,6.8945474208489489e-12,2.3134302065426677e-24,3.7400547936026322e-28,6.0873544849045284e-17,4.4450281586249155e-17,3.7539625226270029e-18,1.4005182822477421e-16,1.3194355055981601e-13,2.9560685848323254e-15,4.0294853100028095e-17,3.1314282057612808e-08,7.1034051717592718e-11,3.9181657572171359e-12,1.4559715798956506e-08,8.3477949302179266e-16,1.2635852782144883e-19,3.2546162313511226e-13,3.4234346066894722e-13,0.88168480800000004,0.0,0.0094599694767880469,0.10884999611757945,6.1514311298394695e-09,5.3299560703921408e-09,2.1398331844641529e-09,1.3033647218366278e-10,7.0514809468998316e-11,4.408578518823489e-11,2.1308774869657573e-12,1.0736814438815229e-10,3.1377927480130339e-12,3.6063446824087147e-10,8.8442836310652554e-10,3.3555355889023359e-10,6.7315690671541123e-10,1.3241923504719964e-12,5.9195325850744063e-11,1.3419389342078351e-09,7.9284416734081853e-10,7.6166228457431691e-10,1.400312102572338e-12,8.7178445601597406e-12,3.8323500728182395e-09,4.5031071505122851e-13,2.578214903954396e-20,7.3840147985564088e-12,9.0202130427347422e-13,1.7365673022269981e-13,1.0051329353370005e-14,2.0290501288823275e-11,1.1214993417167839e-09,5.8830093215206262e-11,8.8366768762544144e-13,1.4694833976723893e-09,3.5482174063853688e-11,1.6159568514998276e-11,1.3213376783290056e-21,2.4150113451187539e-14,3.2680138517379189e-14,2.6659156551987755e-14,8.0321950569708192e-16,4.0090017828682085e-16,1.2503165981484106e-17,9.7412754834066647e-15,1.6415309553630603e-13,1.5252139858068779e-13,6.1929067359572988e-18,9.2385865881896302e-18,1.1901549365479835e-13,3.4479231218955232e-15,3.851598644316179e-15,5.4888504760426043e-16,3.2136022321922667e-17,4.9456349121744308e-16,2.2956701547219088e-15,4.4979240613563805e-18,9.0415789087400892e-17,7.8667036096801748e-16
