Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393)
8.627728240555979e-13,0.0044831705920352054,6.5391576293403024e-16,2.1978581303932143e-21,7.6258800648149512e-21,8.6001587488625658e-21,4.5686615737569381e-26,0.0,0.0,2.5600281951330088e-16,3.4177972292421577e-24,5.7915902087073131e-31,6.2199404111328783e-31,3.7913262231331113e-31,4.4138672178979517e-45,1.555819566061359e-29,2.1078816980852503e-26,3.4673768311271034e-13,5.8484626627376726e-21,1.7252632374071206e-54,3.0679559268680129e-49,1.0780538120180728e-30,5.1743060292763156e-29,4.4144541226626867e-29,1.4216024732341758e-35,3.4233969755076217e-22,9.3743709818874753e-39,2.1691985733617479e-30,1.1381697985633957e-16,6.3028181186288124e-20,4.3894420044210597e-21,3.1020241631562741e-13,4.8922521725758475e-28,8.2210058250404812e-42,1.4162048624292069e-32,1.4245317536545664e-32,0.88168480800000004,0.0,0.0094599999989151001,0.10884999999999972,4.271050516693872e-13,4.2711365330466906e-13,3.1014871588148704e-13,2.829174631847666e-16,2.2551770572181713e-16,1.1277043710433104e-16,1.8342877200131119e-20,3.7569339512862922e-18,2.19500708841595e-20,2.5607540487526979e-18,1.5875598291409077e-18,5.1112822205263336e-18,1.3431281385346918e-18,9.171758344954773e-21,5.4633223275440758e-20,3.4858393229307223e-18,3.1841318876851995e-18,3.8029631840650129e-18,3.0650015192226342e-24,1.1698127287508812e-19,2.0443961744842572e-18,7.6078701580939594e-23,4.000346178873516e-31,5.2577196744324854e-21,1.4326308443064859e-26,3.2847780756859083e-25,5.2960872598255364e-27,2.753406401794722e-16,3.4661395746075602e-13,4.2627549274489638e-18,3.4225229609812208e-21,5.3760457194315045e-17,3.3457522901856193e-21,2.5560964522658843e-23,2.1847864394949903e-33,1.1872128518900065e-26,1.4207162511431838e-26,6.6965941889717511e-29,9.7108186169007613e-28,2.979221804066715e-31,1.8181701587730587e-33,1.0796571648210271e-34,3.0336692423853542e-28,2.2047210777858372e-28,4.661521643175549e-40,5.9221994179952451e-42,3.4842536466013846e-23,2.5350954970828083e-27,2.2215897970478113e-27,7.3244989483469612e-30,5.2008265082061419e-30,2.6572784828582218e-38,9.8050720868730541e-31,2.5604615366581014e-44,7.8261987354772365e-26,2.6764142945280706e-35
1e-12,0.004483170592040072,7.6174034240992438e-16,3.2312690717323175e-21,1.1282849675088786e-20,1.2790111017984275e-20,9.6756543076012661e-26,0.0,0.0,2.9713148249225712e-16,5.0580401912714256e-24,1.2242610627158238e-30,1.3216861380344244e-30,8.1789824011377743e-31,9.4741560171433951e-45,2.2981040501311658e-29,3.1133603435959474e-26,4.0189822439871565e-13,8.6394563670401883e-21,1.9180022878761162e-53,1.0506221820728302e-48,2.2823946466437046e-30,1.0932972773992353e-28,6.5463146678473531e-29,4.8241724461665633e-35,5.0568419557314673e-22,9.9913380331502896e-38,4.5841598294567297e-30,1.6811987518024873e-16,9.3106086253427248e-20,6.4840733348703929e-21,3.595478707734832e-13,1.033789532744343e-27,8.7479829128318175e-41,8.1384702974593365e-32,8.1926618043896901e-32,0.88168480800000004,0.0,0.0094599999987425437,0.10884999999999968,4.9503360604981868e-13,4.950463073158322e-13,3.5946854914366971e-13,3.2791395444391865e-16,2.6137711135934258e-16,1.3070566516905457e-16,2.7067485107024401e-20,5.54888467074462e-18,3.2385476891653373e-20,3.782518588548179e-18,2.3451037286866586e-18,7.5495557762525883e-18,1.9840244582286961e-18,1.3534025282049875e-20,8.0812469426287112e-20,5.1491509139520119e-18,4.7033109572553294e-18,5.6172196534680806e-18,6.480471435861806e-24,1.7275380764451998e-19,3.0220224058336926e-18,1.1308054349142498e-22,8.2190075779354004e-31,7.7885977262358818e-21,3.042702518316835e-26,6.9573796084060569e-25,1.1264119992547059e-26,3.1912276750855272e-16,4.017154765889675e-13,6.2956296453969696e-18,5.0548163469277476e-21,7.9399776843417223e-17,7.0591119517005049e-21,3.8084585763598776e-23,4.525636520015988e-33,2.5056558105024099e-26,2.9978776940508327e-26,1.438863784308359e-28,2.0646031413174602e-27,9.8160331335776961e-31,6.0278036491338738e-33,6.2531014424746043e-34,6.5290927141741657e-28,4.7653164469919456e-28,4.9777112649293004e-39,6.4590130809567275e-41,5.1592782745338082e-23,5.3669537485879271e-27,4.6938359806396277e-27,1.5715631644786547e-29,1.1144341665958056e-29,2.8282815170076909e-37,2.1338841198497509e-30,2.8005646315666087e-43,1.1546264679447634e-25,9.388108306407086e-35
1.7259202780825618e-12,0.004483170592040072,1.332123345474774e-15,8.6979264794048304e-21,3.0627912911724987e-20,3.4954607921905086e-20,3.6691218535345144e-25,0.0,0.0,5.1469866815629924e-16,1.3734788210932347e-23,4.6367968843197621e-30,5.0229987830964209e-30,3.1389316439916399e-30,3.6242660338871932e-44,6.2247268592359537e-29,8.4322582436075529e-26,6.9369287217128877e-13,2.3403579522754008e-20,1.1151424083169498e-52,4.9854025992627577e-48,8.653256887019703e-30,4.1395837989572855e-28,1.7823678565656447e-28,2.2823482888488726e-34,1.3697629220471732e-21,5.788571638210129e-37,1.7359102799159342e-29,4.5537764757797973e-16,2.5221568725057035e-19,1.7564497801932785e-20,6.2058119581013618e-13,3.9144891945383667e-27,5.0675237231701365e-40,4.3698691954421392e-31,4.3995503440649505e-31,0.88168480800000004,0.0,0.0094599999978297288,0.10884999999999942,8.5436997471171959e-13,8.5440436268126279e-13,6.2036634019909884e-13,5.6594162806460953e-16,4.5107036659921135e-16,2.2558152087778982e-16,7.3219930891518813e-20,1.5028154032860382e-17,8.7587901475057634e-20,1.0245550771321369e-17,6.3524475688076615e-18,2.0447818860317486e-17,5.3743123615726806e-18,3.6610052360894849e-20,2.1929849098162231e-19,1.3947930050683044e-17,1.2739641115986869e-17,1.5214484566328701e-17,2.4548021500973203e-23,4.6778584973506424e-19,8.193583365519389e-18,3.088171910204039e-22,3.0535373376965756e-30,2.1176730845746615e-20,1.1559846948979646e-25,2.6385134406761736e-24,4.2834513765703883e-26,5.507265575526545e-16,6.93197902085567e-13,1.704936679989261e-17,1.3689511774302139e-20,2.1502963238358152e-16,2.6702473840890639e-20,1.0433349419779335e-22,1.6908537572281725e-32,9.4801087391240529e-26,1.1340929755986969e-25,5.5078905131527778e-28,7.8492392087238435e-27,4.5982192987565992e-30,2.8296412566557629e-32,3.3620188776549609e-33,2.5019590395808926e-27,1.8310651688927639e-27,2.8843481396560352e-38,3.7493857875513612e-40,1.4020018396421069e-22,2.0347246939609123e-26,1.7771811423409317e-26,6.0104021469955081e-29,4.2585039519065773e-29,1.6383975999518496e-36,8.2351514695784041e-30,1.6260854463752119e-42,3.1225102241670467e-25,4.489240801947739e-34
2.5890677321095256e-12,0.004483170592044938,2.028336956350473e-15,1.8518014306004761e-20,6.5258669706278446e-20,7.5082801524899136e-20,1.0513451513422872e-24,0.0,0.0,7.7533199328238037e-16,2.9276114057490439e-23,1.3262724458410203e-29,1.4438189383397456e-29,9.1481974418385212e-30,1.0540558445202323e-43,1.322796243291183e-28,1.7917315844273985e-25,1.0406982791491414e-12,4.9740469117281458e-20,5.5963581452174074e-52,1.8497621439154704e-47,2.4787273020817855e-29,1.1835422982302902e-27,3.8125896809614295e-28,8.7137358973427919e-34,2.9109635591279745e-21,3.1421109380570005e-36,4.9639300661976762e-29,9.6771358714711732e-16,5.3604030206330488e-19,3.7329619009339139e-20,9.3099123219568591e-13,1.1192771548804878e-26,2.7490237572156249e-39,1.9666301015112138e-30,1.9803801658497501e-30,0.88168480800000004,0.0,0.0094599999967443574,0.10884999999999907,1.2816157125389842e-12,1.2816887502565886e-12,9.3053464391012037e-13,8.4895406649843673e-16,6.7657613944775531e-16,3.3838652524322716e-16,1.5535024152884888e-19,3.1931313550648661e-17,1.8578932872795796e-19,2.1772703439051699e-17,1.3500449837829372e-17,4.3449949016435027e-17,1.1421581201873412e-17,7.7673577811631937e-20,4.6707340676481912e-19,2.9642236620747514e-17,2.7072811153859057e-17,3.2330466466832313e-17,7.0229424646325909e-23,9.9371229892797285e-19,1.743261098766114e-17,6.6274526463350027e-22,8.5038824016288507e-30,4.520891985772044e-20,3.321235717582176e-25,7.56109963247319e-24,1.232253909968866e-25,8.2605678829048117e-16,1.0396465045604187e-12,3.6222794279326878e-17,2.9085601525534353e-20,4.5686105320448474e-16,7.6239086315592511e-20,2.2476962607093883e-22,4.7477544833298793e-32,2.7075090931179002e-25,3.2383445648979988e-25,1.5995818112871828e-27,2.2572791305519548e-26,1.6638469661215346e-29,1.0281970223717513e-31,1.5186117143919092e-32,7.277339815627168e-27,5.3464774455141105e-27,1.5666771837610114e-37,2.0527822935080488e-39,2.9910525737715459e-22,5.8282223099690192e-26,5.0808655263703218e-26,1.7432219995066557e-28,1.2335415663165501e-28,8.8887898235756339e-36,2.419749056093392e-29,8.9130457248502162e-42,6.6228448147180959e-25,1.6893640568649336e-33
3.4522151861364893e-12,0.004483170592049806,2.7425536485719351e-15,3.1730747080758197e-20,1.1159329221842432e-19,1.2934090887697612e-19,2.2217356619085822e-24,0.0,0.0,1.03790330425434e-15,5.0080629816159253e-23,2.7982550093791654e-29,3.0597813395949711e-29,1.9626121449992582e-29,2.2659816677338779e-43,2.2565147122234364e-28,3.0561745442301284e-25,1.3877539016435518e-12,8.4860517002847904e-20,2.3765756607132179e-51,4.7371370831274093e-47,5.236660975217038e-29,2.4961179261115673e-27,6.5437810748396184e-28,2.3479660166061242e-33,4.9659141844898212e-21,1.0685966385642871e-35,1.047061500587394e-28,1.6507995271339973e-15,9.1451572089520459e-19,6.3685470406324392e-20,1.2414325246292322e-12,2.3607559633789702e-26,9.3438316788452776e-39,5.787253103789065e-30,5.8285032840852066e-30,0.88168480800000004,0.0,0.009459999995658986,0.1088499999999987,1.7088422708873898e-12,1.7089668022530309e-12,1.2406536367198478e-12,1.1319550772714383e-15,9.0203529460054235e-16,4.5118557587852002e-16,2.6461979405882219e-19,5.4463477559110122e-17,3.1639804685679864e-19,3.7141685816442024e-17,2.303165874808201e-17,7.411506982238577e-17,1.9484967637196926e-17,1.323045829903666e-19,7.9841301219366003e-19,5.05687797952751e-17,4.6182963562467673e-17,5.5149386584880772e-17,1.4820050902073707e-22,1.6945700216018699e-18,2.9770219324837153e-17,1.1407182579728729e-21,1.7522394281033434e-29,7.7445352642926779e-20,7.0355300309446054e-25,1.5979679346530327e-23,2.6132776549320299e-25,1.1013313600799442e-15,1.3859598239141063e-12,6.1778313850735181e-17,4.9607490602021981e-20,7.7920090589713153e-16,1.605884546511609e-19,3.8825067807213347e-22,9.8574659267525162e-32,5.7045952413683371e-25,6.8218716606453253e-25,3.4212359516791364e-27,4.7856274555222238e-26,4.1563569360671793e-29,2.5784982361567689e-31,4.4838329505406999e-32,1.5586755219735527e-26,1.1490111200243496e-26,5.3313016293822175e-37,7.0362024291235475e-39,5.1207094004379523e-22,1.2312405951640623e-25,1.0715190105032263e-25,3.7240251795284584e-28,2.6321031239022287e-28,3.0215288783935338e-35,5.2297218381148596e-29,3.0584022773323533e-41,1.1277849109428793e-24,4.3702850468025962e-33
5.178510094190417e-12,0.004483170592059543,4.2132300237700049e-15,6.634378180345112e-20,2.319638916486252e-19,2.7212378943183047e-19,6.0868933384092082e-24,0.0,0.0,1.5675958404877003e-15,1.041626237409736e-22,7.6462566433107461e-29,8.422181172419446e-29,5.5103480073801336e-29,6.4597581850247749e-43,4.6715976388688544e-28,6.3261425328217984e-25,2.0819829919249567e-12,1.7571844531395323e-19,2.1690461436510883e-50,1.6978805352812072e-46,1.4340228233749222e-28,6.8160008975603119e-27,1.3691468401989103e-27,9.52657274601161e-33,1.0281470143731605e-20,5.640649740545637e-35,2.8598757432465255e-28,3.4176328420775115e-15,1.893648681558683e-18,1.3186727653523263e-19,1.8623884629078558e-12,6.4471705040705076e-26,4.9272895415238481e-38,2.4792351180926179e-29,2.4973501107998088e-29,0.88168480800000004,0.0,0.0094599999934882415,0.10884999999999787,2.5632503922936985e-12,2.563507994323185e-12,1.860775922769382e-12,1.6979312023733627e-15,1.3528450323363098e-15,6.767700928617394e-16,5.4650126194755148e-19,1.1272963504931022e-16,6.5319159113529244e-19,7.6894556577194133e-17,4.7687602331939894e-17,1.5342181012131143e-16,4.0343547294664383e-17,2.732305030827065e-19,1.6586236381962025e-18,1.0470166885937437e-16,9.5612449508340017e-17,1.1416695443010619e-16,4.0506804361402263e-22,3.5062485718765083e-18,6.1744704929482574e-17,2.396590400986001e-21,4.6086773634375275e-29,1.6145526491978223e-19,1.9352455762737597e-24,4.3785059588962481e-23,7.2010918939027078e-25,1.6517499613885625e-15,2.0782691444214137e-12,1.2785309057650525e-16,1.026709735446391e-19,1.6126623027631118e-15,4.375953406433137e-19,8.2057267263528565e-22,2.6263700278770297e-31,1.5551779903952554e-24,1.8592389262869758e-24,9.5600905560633832e-27,1.3180715565911791e-25,1.417603125836963e-28,8.8541954411896595e-31,1.9320795983548092e-31,4.3655696243953424e-26,3.2357756621603632e-26,2.8172793594079204e-36,3.7652057651111649e-38,1.0664680457894374e-21,3.3713889088148093e-25,2.9257186537384336e-25,1.0385678267361308e-27,7.3257658899737257e-28,1.5935883604566299e-34,1.4864929571191293e-28,1.6398649543772919e-40,2.3280086864865777e-24,1.5795469833992949e-32
6.9048050022443444e-12,0.004483170592069282,5.7500856792452103e-15,1.1403591115334214e-19,3.9599800889653892e-19,4.6982528965651745e-19,1.2770211401720185e-23,0.0,0.0,2.1044192735515478e-15,1.7792218113986149e-22,1.6004668831551449e-28,1.7742279224955514e-28,1.1807312741207054e-28,1.4041892766696256e-42,7.94464206684068e-28,1.0756845067488448e-24,2.7763967226218492e-12,2.9888668815764133e-19,8.6437690217414461e-50,4.3235860164659261e-46,3.0073231630191246e-28,1.4258015936214026e-26,2.3521501845519714e-27,2.5860588327656865e-32,1.7486040267700472e-20,1.8547839978902511e-34,5.983767828356895e-28,5.8121649905325758e-15,3.2209601652628917e-18,2.2429107230955153e-19,2.4834593338034094e-12,1.3487954239783535e-25,1.6190230451895267e-37,7.1058801376176463e-29,7.1585846773350542e-29,0.88168480800000004,0.0,0.009459999991317497,0.10884999999999695,3.4175880314862708e-12,3.4180257738756169e-12,2.4807169556341838e-12,2.2638677738581671e-15,1.8034855774503476e-15,9.0233375579090063e-16,9.2724329824408427e-19,1.9167128688424356e-16,1.1078711103377861e-18,1.3077083130412387e-16,8.1108211727969925e-17,2.6088648891120513e-16,6.8616384097069738e-17,4.6357288052167363e-19,2.8299065019657676e-18,1.7807552806436627e-16,1.6260296943501721e-16,1.9414362533093748e-16,8.4805353096211596e-22,5.9596335162347806e-18,1.0518629820479696e-16,4.1321288059728892e-21,9.3323900714343448e-29,2.7639048641500425e-19,4.0744099674498572e-24,9.1869701874331537e-23,1.5183761477508228e-24,2.2019641148455395e-15,2.770081470604291e-12,2.1735789710723065e-16,1.74556456475912e-19,2.7417358550331935e-15,9.1368968613424924e-19,1.4228502616704099e-21,5.3813036923367358e-31,3.2484849979048212e-24,3.8826345314754983e-24,2.0404461284248167e-26,2.7780330224743165e-25,3.4709547524311322e-28,2.1804736582425488e-30,5.5631771624177682e-31,9.3365123155182485e-26,6.9523934485345639e-26,9.2718594998744623e-36,1.2505346685347756e-37,1.8239168358305222e-21,7.0696492453876561e-25,6.1197511418286857e-25,2.2128296352281631e-27,1.5580530412310743e-27,5.2368501561913191e-34,3.2195893863033353e-28,5.4546627688176784e-40,3.9481236013122786e-24,4.053782220384548e-32
1e-11,0.004483170592088771,8.6868907337426213e-15,2.3789798588353201e-19,8.1236658129158741e-19,9.871030308926031e-19,3.6852783663377179e-23,0.0,0.0,3.0864880960722775e-15,3.6544325933667194e-22,4.5905966732983953e-28,5.1752625006578888e-28,3.5945826068789906e-28,4.4084839427039798e-42,1.6163129905033726e-27,2.1877607164064112e-24,4.0219656578148809e-12,6.0832101883338016e-19,9.5620717084428514e-49,1.8696834090370196e-45,8.6692017549058569e-28,4.0828319500542793e-26,4.889649339597103e-27,1.1530474728737631e-31,3.5579695492852893e-20,1.5917750593744107e-33,1.7144952399354687e-27,1.1824886295108768e-14,6.5554794430121477e-18,4.564646227038984e-19,3.5973357336332502e-12,3.8634439209687352e-25,1.3843807939416585e-36,4.0302914011030742e-28,4.0613317641417806e-28,0.88168480800000004,0.0,0.0094599999874254159,0.10884999999999498,4.949196830551225e-12,4.9500858863756455e-12,3.591756228421105e-12,3.2784768543142694e-15,2.6110161120908588e-15,1.306709780145442e-15,1.8769827378296127e-18,3.8977328717650971e-16,2.2409075427561343e-18,2.6605770458396422e-16,1.6505394752409435e-16,5.3064716513324095e-16,1.3962934984146842e-16,9.3833031653922473e-19,5.7981666569717868e-18,3.623650650468479e-16,3.3081923989082122e-16,3.9492736297643971e-16,2.4338236912580976e-21,1.2110611377802873e-17,2.1480343677276854e-16,8.6546436173759452e-21,2.4740841522165058e-28,5.7035268553406478e-19,1.186690823734859e-23,2.6517093536549429e-22,4.4376450041463456e-24,3.1879222379184003e-15,4.0091201978590436e-12,4.4188684753351776e-16,3.5491480547147777e-19,5.5744365325583198e-15,2.6036081086824625e-18,3.0184566626851731e-21,1.4716334675197377e-30,9.2665984433385245e-24,1.1068228739819674e-23,6.1563388112808754e-26,8.1108216786557909e-25,1.340105216051199e-27,8.5855629118091179e-30,3.2166148211840527e-30,2.8324810003579992e-25,2.1337922088585848e-25,7.9980856552419456e-35,1.1270813973359194e-36,3.7560760802533024e-21,2.037395881575278e-24,1.7521091033825401e-24,6.645469828666432e-27,4.6547421836182222e-27,4.480377367003682e-33,1.0095683946960356e-27,4.9582340291148445e-39,7.9846161674696886e-24,1.8146081695681611e-31
1.03573948183522e-11,0.004483170592088771,9.0409847693133971e-15,2.5537112056477819e-19,8.7055270191812622e-19,1.0602932993134956e-18,4.0633988781872243e-23,0.0,0.0,3.2015026017348116e-15,3.9166604261601307e-22,5.0591830537866549e-28,5.7110134592752995e-28,3.9795393209133901e-28,4.8913854991002422e-42,1.7306409128956015e-27,2.3424354406021137e-24,4.1658303792970107e-12,6.5137629279622825e-19,1.118954991501496e-48,2.1155660474161495e-45,9.557871877624656e-28,4.4989996379180702e-26,5.2467291100811816e-27,1.3060676454152491e-31,3.8096908108571249e-20,1.8513006834409189e-33,1.8893445107200564e-27,1.2661328381813011e-14,7.0194464733178332e-18,4.8876839916489057e-19,3.7259784390107284e-12,4.2573466299371122e-25,1.6099200742941981e-36,4.6195072206375219e-28,4.6551411525052892e-28,0.88168480800000004,0.0,0.0094599999869760063,0.10884999999999471,5.1260321072233334e-12,5.1269838858032299e-12,3.7200042504900604e-12,3.3956232349087319e-15,2.7042221700572768e-15,1.3533977491042807e-15,2.0087302971508016e-18,4.1732445283367429e-16,2.3980144963824631e-18,2.8487788270023912e-16,1.7673333983863727e-16,5.6816908682248059e-16,1.4950924793042344e-16,1.0041860929416119e-18,6.2126900380371298e-18,3.8800469171108307e-16,3.5422025008672734e-16,4.2285647813447957e-16,2.6823744324597205e-21,1.2965724318539407e-17,2.3008405274674982e-16,9.2934944963987391e-21,2.7093764420750489e-28,6.1156267599302397e-19,1.3093875333648299e-23,2.9238235275435654e-22,4.8977605553126956e-24,3.3017222319111732e-15,4.1520766051815012e-12,4.7310857289929799e-16,3.7999611192924398e-19,5.9683560820204682e-15,2.8678876325770637e-18,3.2453412973892704e-21,1.6157669590832618e-30,1.0208066167792574e-23,1.2192099335498028e-23,6.811142942240818e-26,8.9510845163998617e-25,1.5064310821017857e-27,9.6627520065784522e-30,3.6899269707275733e-30,3.1350434908672491e-25,2.3637453292760849e-25,9.3035096163841512e-35,1.3126780074699801e-36,4.0266451156335301e-21,2.2461965698580056e-24,1.9306772653078096e-24,7.3497215564623205e-27,5.1459801080937026e-27,5.2103926194242976e-33,1.1201263617086256e-27,5.7760785444370546e-39,8.5442723410670595e-24,2.05716931068579e-31
1.3809984634460055e-11,0.004483170592108269,1.2618058162427508e-14,4.6031862322577086e-19,1.5413561347459119e-18,1.9228040576054481e-18,9.3030563992150376e-23,0.0,0.0,4.3295012994584916e-15,6.9433971878047386e-22,1.1517774719870832e-27,1.3202852578968459e-27,9.5445191842319518e-28,1.2084639645094417e-41,3.0378225873377004e-27,4.1103725833425616e-24,5.5560630239451947e-12,1.1438552999403438e-18,5.5791555082419863e-48,6.3876079602835351e-45,2.1860481431246432e-27,1.0226614976886366e-25,9.4134394455592798e-27,3.9389402468298185e-31,6.6881763154942666e-20,8.0226118051461822e-33,4.2970329448093482e-27,2.222506408381347e-14,1.2326350591430442e-17,8.582417353698889e-19,4.9689949500659586e-12,9.679936140877548e-25,6.9608108183536231e-36,1.6129855514334857e-27,1.6257064605297577e-27,0.88168480800000004,0.0,0.0094599999826345139,0.10884999999999199,6.8341716494139424e-12,6.8358393320264491e-12,4.9585079225134358e-12,4.5272358016317917e-15,3.6042521328930122e-15,1.8043834269058459e-15,3.5074358471681094e-18,7.3218947907882224e-16,4.1838266279066184e-18,5.0006745698894053e-16,3.1030535859897525e-16,9.9708317485643623e-16,2.6249802564012664e-16,1.7532865672127397e-18,1.0985642420671116e-17,6.8122063402979401e-16,6.2178540493816635e-16,7.4214478700082784e-16,6.1097812564736907e-21,2.2731279190913689e-17,4.0545699126992163e-16,1.679764217619193e-20,5.7566847492287522e-28,1.0893337456789348e-18,3.0230813231766918e-23,6.6947583129587941e-22,1.1339077767331012e-23,4.4005980620438362e-15,5.5319261690381544e-12,8.2982253158472727e-16,6.6659007422394496e-19,1.0469388351514947e-14,6.4893301519205254e-18,5.944882008311926e-21,3.5377193695936024e-30,2.3121326665777294e-23,2.7598203155922494e-23,1.6222757026449623e-25,2.070517526449091e-24,4.1658843047257132e-27,2.7175649572816075e-29,1.3067869431631028e-29,7.5040701624621838e-25,5.7131392378369298e-25,4.0459150752043178e-34,5.8586718996098137e-36,7.1573040423448157e-21,5.1358388774121965e-24,4.3878900252405257e-24,1.7432429548396944e-26,1.2144938533495447e-26,2.2535904626046817e-32,2.7584814621861856e-27,2.5922612011994018e-38,1.4905364759557342e-23,6.3786594935093166e-31
2.0715164266675766e-11,0.004483170592147302,2.063371956990966e-14,1.0856942422749336e-18,3.4990711946834031e-18,4.5842674780927148e-18,3.1550806155108423e-22,0.0,0.0,6.6788392050619812e-15,1.5804943462382732e-21,3.8539613939451391e-27,4.5797830003572854e-27,3.5839793897067228e-27,4.8461126425962197e-41,6.7690892808108661e-27,9.1526019471960511e-24,8.3389355350380458e-12,2.5511703733625882e-18,8.2705997580370932e-47,3.5779924594531922e-44,7.3959248125322525e-27,3.4090945017218573e-25,2.195088215680139e-26,2.0661515090999138e-30,1.4907742313711349e-19,9.0212951105530033e-32,1.434360407062897e-26,4.9525516465532964e-14,2.7490748300989132e-17,1.9138455006275006e-18,7.4565267828512608e-12,3.2289679763410358e-24,7.7657257293778663e-35,1.1408478207368564e-26,1.1503633341383337e-26,0.88168480800000004,0.0,0.0094599999739515255,0.10884999999998513,1.0249534781170931e-11,1.0253236325591029e-11,7.4331567397805183e-12,6.7901246986230124e-15,5.4022685593207067e-15,2.7061587583573577e-15,7.7269630506354332e-18,1.6298310236487112e-15,9.2013689531652795e-18,1.1143650105609887e-15,6.9184467502159247e-16,2.2206365726788458e-15,5.8521764515205304e-16,3.8620000395165872e-18,2.4868984770462297e-17,1.5186699992547044e-15,1.3855870657424872e-15,1.653203687465584e-15,2.0466663035880588e-20,5.0517925580820101e-17,9.111667661384712e-16,3.9740814910602628e-20,1.6753719830276101e-27,2.5041717449719405e-18,1.0456213008488529e-22,2.2703097757228472e-21,3.9398030444416401e-23,6.5956997337275558e-15,8.2851781703123681e-12,1.8459985899030374e-15,1.4832902008723669e-18,2.3294943782118689e-14,2.1397335207816379e-17,1.4497739934545108e-20,1.104048471593229e-29,7.6420623170433583e-23,9.1084613490998273e-23,6.0200277154237501e-25,7.1820124955387343e-24,1.894179341283161e-26,1.2943635251368725e-28,9.6619131552826076e-29,2.8182687187169377e-24,2.1901855960739723e-24,4.6140726892867345e-33,7.2741350568872133e-35,1.6380061395224209e-20,1.735796289847462e-23,1.4621573008693845e-23,6.4044949532721487e-26,4.4031779999698858e-26,2.5171469523348112e-31,1.104871667870721e-26,3.2925750213351031e-37,3.2779074808682649e-23,3.8577337131390385e-30
