Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216)
2.0970491592912273e-08,0.011238106466431424,6.381282214702195e-08,1.6308484393471647e-09,1.7190104850184894e-09,7.3838435741346007e-09,8.806555088928837e-12,0.0,0.0,5.2218629233443137e-09,6.8997582299977132e-13,5.13988373137835e-14,6.5053044834161835e-14,1.0652324914631782e-13,6.6126495137346332e-24,7.4786760614065779e-18,5.4397486161504022e-14,4.7081862188667515e-07,1.0992882523306061e-10,7.8446476633591099e-23,5.4909013105987471e-24,2.0006025360319982e-14,7.9774173718327852e-14,2.4557000132117616e-15,7.3576908051840599e-15,3.2192423685805531e-12,3.6771369783641656e-17,2.4324594917205726e-14,1.0492850893989714e-06,1.0064687043137131e-09,7.4976482630150424e-11,4.4253076339207598e-07,3.2554283486451951e-14,3.5806397402087473e-18,2.3627994589542711e-15,1.6016274985617172e-14,0.88168480800000004,0.0,0.0094594042773418902,0.10884998588218561,8.6443688732099903e-08,6.2145125209668681e-08,2.5590293627369372e-08,3.6716008357376285e-09,3.5885350496573944e-09,1.7915390815815326e-09,1.3152428561078074e-11,1.6154411853151724e-10,1.0589296147355142e-11,6.8967761435274303e-10,3.8019135959655809e-09,5.0022205440431241e-10,1.8274488018320026e-09,6.5669005981713651e-12,1.4806668663443665e-10
2.1321059858746108e-08,0.011238106823043648,6.5854195110744563e-08,1.7134934571258561e-09,1.8050588322729721e-09,7.7587015193315511e-09,9.409575637058443e-12,0.0,0.0,5.4249949512521784e-09,7.3111995918966832e-13,5.5014044043918273e-14,6.8280060764761207e-14,1.1132395031381452e-13,7.0680323377880024e-24,7.7014999213482876e-18,5.7017002338688926e-14,4.8051029088282999e-07,1.1437618885464643e-10,8.7947747161111149e-23,6.0133998075407545e-24,2.0981086271320781e-14,8.1902263782184239e-14,2.5908835092611428e-15,8.0298891890633185e-15,3.3022242338139112e-12,4.0750939499166133e-17,2.6002868997814502e-14,1.0715422588735061e-06,1.0467287881914566e-09,7.7636143051812867e-11,4.4952992132963135e-07,3.3722711351934956e-14,3.9107342444594048e-18,2.5737347933951824e-15,1.740770381271708e-14,0.88168480800000004,0.0,0.0094593940421287669,0.1088499854533846,8.6466287357846192e-08,6.2168574352179156e-08,2.5590591119702067e-08,3.8440168526691232e-09,3.7584408238704997e-09,1.8763100723530118e-09,1.3778566017735188e-11,1.6154752296502016e-10,1.108886848681003e-11,6.9052307303961716e-10,3.8906253378093633e-09,5.005667360283865e-10,1.874638879222724e-09,6.8793218269473844e-12,1.4823851344137648e-10
2.1671628124579943e-08,0.0112381071801393,6.7919455594926756e-08,1.7987484140849973e-09,1.8937781972982733e-09,8.1454316067858901e-09,1.0042529760472979e-11,0.0,0.0,5.6322735285360527e-09,7.7402271134184871e-13,5.8814065499719261e-14,7.1602491379986616e-14,1.1624214235770969e-13,7.5443766408079852e-24,7.9264387375447526e-18,5.9712955296688425e-14,4.9020341705306851e-07,1.1891604795194239e-10,9.8397073924107821e-23,6.5743856760096492e-24,2.198426851444178e-14,8.4038852213627691e-14,2.7308185176426646e-15,8.749815235194421e-15,3.3853765695695818e-12,4.5082529141806823e-17,2.7764104180831203e-14,1.093846502674329e-06,1.087810647247322e-09,8.0341367338385874e-11,4.5648866049452181e-07,3.4903793800912636e-14,4.2645760500754256e-18,2.7993395572873218e-15,1.8891961509232452e-14,0.88168480800000004,0.0,0.0094593837941570891,0.10884998501783417,8.6486574306130203e-08,6.2189988923047417e-08,2.5590841621502983e-08,4.0215692218205667e-09,3.9334122098144172e-09,1.9636051978865557e-09,1.4423485357345643e-11,1.6155040954904625e-10,1.1603400733018566e-11,6.9129307200144737e-10,3.9792256958879276e-09,5.0088181968732218e-10,1.9219164009075565e-09,7.2011022397283916e-12,1.4839573668077336e-10
2.2022196390413777e-08,0.011238107537710953,7.0008194544930259e-08,1.8866431504762391e-09,1.9851980142172242e-09,8.5441707487037279e-09,1.0706339165165955e-11,0.0,0.0,5.8436995678181465e-09,8.1873127061824054e-13,6.2805000176819187e-14,7.502128635507595e-14,1.2127851862624364e-13,8.0421777160032713e-24,8.1535113301698739e-18,6.2486311699392475e-14,4.9989776018370291e-07,1.2354844173449042e-10,1.0986925887810209e-22,7.1758790300775988e-24,2.3015858223418109e-14,8.6183633676370174e-14,2.8755793620273045e-15,9.5198975008376484e-15,3.4686880519892732e-12,4.9790392858732563e-17,2.9610732817760888e-14,1.1161971456359569e-06,1.1297144663041701e-09,8.3092068771804437e-11,4.6340706098952344e-07,3.6097208556769132e-14,4.6433926362588688e-18,3.0403447045856547e-15,2.0473361369372593e-14,0.88168480800000004,0.0,0.0094593735332889044,0.10884998457551959,8.6504784291572236e-08,6.2209545011657665e-08,2.5591051914292347e-08,4.2043142516670692e-09,4.113503497763054e-09,2.0534513562575454e-09,1.5087389735990524e-11,1.6155285303891816e-10,1.2133058164088586e-11,6.9199409280716823e-10,4.0676946993302913e-09,5.0116982843833791e-10,1.9692742732195726e-09,7.5323424939378264e-12,1.4853958087293797e-10
2.2372764656247612e-08,0.011238107895751663,7.2120006490130197e-08,1.9772069855268894e-09,2.0793471904757682e-09,8.9550535021867052e-09,1.1401935647969086e-11,0.0,0.0,6.0592734978524846e-09,8.6529341575357882e-13,6.6993054156137049e-14,7.8537393777527809e-14,1.2643380565107494e-13,8.5619354992152555e-24,8.3827408676555755e-18,6.5338051424469297e-14,5.0959310475624386e-07,1.2827340660448555e-10,1.2244347717347623e-22,7.8199643296801077e-24,2.4076143726351848e-14,8.8336322040256416e-14,3.0252401632018943e-15,1.0342638984494022e-14,3.5521482458355965e-12,5.4899981734151633e-17,3.1545204453307535e-14,1.1385935545751581e-06,1.1724404115575138e-09,8.5888161134900626e-11,4.702852171692488e-07,3.7302652150984479e-14,5.0484495008465738e-18,3.2975028761463118e-15,2.215632602471799e-14,0.88168480800000004,0.0,0.0094593632593886218,0.10884998412642626,8.6521128348478353e-08,6.2227403455992946e-08,2.559122780014344e-08,4.3923073209872547e-09,4.2987680301109573e-09,2.145874969711394e-09,1.5770478771744272e-11,1.6155491739357351e-10,1.2678003334684733e-11,6.9263209134093186e-10,4.1560134572250408e-09,5.0143307232058368e-10,2.0167059257703216e-09,7.8731414709218115e-12,1.4867117009982088e-10
2.2723332922081447e-08,0.011238108254254904,7.4254489593482818e-08,2.0704687220974892e-09,2.1762541117631488e-09,9.3782120901093e-09,1.2130260918365187e-11,0.0,0.0,6.2789952843261546e-09,9.1375751331546449e-13,7.1384542461111689e-14,8.2151760894399344e-14,1.3170876463288846e-13,9.104155215428421e-24,8.6141547645873063e-18,6.8269167883652742e-14,5.1928925743688344e-07,1.3309097644967838e-10,1.3620344622544509e-22,8.5087912646359284e-24,2.5165415795168505e-14,9.0496649163988099e-14,3.1798748449597102e-15,1.1220617805260502e-14,3.6357475421305679e-12,6.0437978922119893e-17,3.3569985150984372e-14,1.1610351343517937e-06,1.2159886325368088e-09,8.8729558761519497e-11,4.7712323624356852e-07,3.8519839660185985e-14,5.4810504723971333e-18,3.5715885616506784e-15,2.3945387453859439e-14,0.88168480800000004,0.0,0.0094593529723229885,0.10884998367053995,8.6535796192826272e-08,6.2243711165058116e-08,2.5591374243131785e-08,4.5856028876459182e-09,4.4892582105608739e-09,2.2409019893198573e-09,1.6472948578825338e-11,1.6155665733466048e-10,1.3238396101661508e-11,6.9321253644478121e-10,4.2441641118363656e-09,5.0167366604129339e-10,2.0642052757367768e-09,8.2235962932582261e-12,1.4879153591376313e-10
2.3424469453749117e-08,0.011238108972624778,7.858988031937227e-08,2.2651985578407598e-09,2.3784521532324023e-09,1.0261874117234484e-08,1.368891316974181e-11,0.0,0.0,6.7308800896609858e-09,1.0165879716658343e-12,8.0803635110942585e-14,8.9679063130297797e-14,1.4262092429975436e-13,1.0258031824376569e-23,9.0836659508098234e-18,7.437357379480548e-14,5.3868331195055885e-07,1.4300405555587648e-10,1.6763926523221871e-22,1.002960040780052e-23,2.7432096294748159e-14,9.4839230398335872e-14,3.5043605902649992e-15,1.315297944304404e-14,3.8033287987581893e-12,7.2912304400459255e-17,3.7900416654684654e-14,1.20605159593704e-06,1.3055524263931627e-09,9.4547930134560953e-11,4.9067934894890122e-07,4.098839749012182e-14,6.4342934686365935e-18,4.1737505899193353e-15,2.7860474964745586e-14,0.88168480800000004,0.0,0.0094593323581742255,0.10884998273833237,8.6560767574311134e-08,6.2272199248745039e-08,2.5591595132477497e-08,4.9883147927720172e-09,4.8861204924096768e-09,2.438867723432477e-09,1.7936797650191618e-11,1.6155934401348084e-10,1.4406150517601154e-11,6.942204166833295e-10,4.4198945801862925e-09,5.0209447814808651e-10,2.1593849797982543e-09,8.9538532746467124e-12,1.4900230299465504e-10
2.405549233225002e-08,0.011238109620681426,8.2565311819361693e-08,2.4499607787717698e-09,2.5701361369387313e-09,1.1100432715384486e-08,1.5213276629893851e-11,0.0,0.0,7.1517529385899252e-09,1.1161373132486431e-12,9.0042195385217305e-14,9.6799193181232818e-14,1.5285953741588628e-13,1.1378541067037662e-23,9.5140551075457921e-18,8.0149259180849044e-14,5.5613916442151254e-07,1.5224283313239001e-10,2.009258048302011e-22,1.1574278491908663e-23,2.9574217841127236e-14,9.877131716027951e-14,3.8141461718963961e-15,1.5108441332527601e-14,3.9545461889964709e-12,8.5898521862502614e-17,4.2131716637319924e-14,1.2467155857142105e-06,1.388973241089717e-09,9.9938561651341333e-11,5.0274387763700594e-07,4.3247773481753349e-14,7.4002881966581383e-18,4.7818109023492965e-15,3.1794606381191354e-14,0.88168480800000004,0.0,0.0094593137591251365,0.10884998187597508,8.6579046805865616e-08,6.2293764062229651e-08,2.5591729797486683e-08,5.3694178261463147e-09,5.2616750831618189e-09,2.6261913923942224e-09,1.9322440942461899e-11,1.6156105554654592e-10,1.5511509629718896e-11,6.9497680283463353e-10,4.5773175286969333e-09,5.0241350751715499e-10,2.2452260540600168e-09,9.6450464868759205e-12,1.4916231097596425e-10
2.4686515210750925e-08,0.011238110270150632,8.660811826047512e-08,2.6438890444266789e-09,2.7711733481473047e-09,1.1980716915849646e-08,1.6858761405091086e-11,0.0,0.0,7.5860451426150783e-09,1.2226280487905267e-12,1.0004321917105578e-13,1.0425244913394017e-13,1.634994406483482e-13,1.2579997620135781e-23,9.9521320688357894e-18,8.6198217396534036e-14,5.7359542634658474e-07,1.6178208860283491e-10,2.3958238769213247e-22,1.3300429961294857e-23,3.1814912968428813e-14,1.027246907818251e-13,4.1411882593105072e-15,1.7286468538557391e-14,4.106096783255268e-12,1.0074783891632266e-16,4.6694656531367828e-14,1.2875180707713254e-06,1.4750599609331907e-09,1.0547467909006106e-10,5.1468049382221286e-07,4.5541580315060879e-14,8.4775854876844411e-18,5.4577756404831411e-15,3.6147963144553785e-14,0.88168480800000004,0.0,0.0094592951154524648,0.10884998099139712,8.6594075537890229e-08,6.2312069683218649e-08,2.5591819075053138e-08,5.7685067211392244e-09,5.6549338270007398e-09,2.8223326466949607e-09,2.0773771380270669e-11,1.6156226724834873e-10,1.6669284465902532e-11,6.9561311274559085e-10,4.7339607043719948e-09,5.0268469599140387e-10,2.331210808485718e-09,1.0368956538875867e-11,1.492984887986718e-10
2.531753808925183e-08,0.011238110921005599,9.0716091491498599e-08,2.8471332918372193e-09,2.9817111245095133e-09,1.2903416268408871e-08,1.8631195092942989e-11,0.0,0.0,8.033742163687484e-09,1.336363501040718e-12,1.108476572028782e-13,1.1204441057317585e-13,1.7454647796022918e-13,1.3865629807142496e-23,1.0398198257166614e-17,9.2526757386535654e-14,5.9105152228594716e-07,1.7162195859807475e-10,2.8428507745001658e-22,1.522307337016597e-23,3.4155993610530061e-14,1.066983008554187e-13,4.4859113795945777e-15,1.9704895920259765e-14,4.257947505327419e-12,1.1766514088157058e-16,5.1604131285887171e-14,1.3284565595980986e-06,1.5638130495712669e-09,1.1115580718563667e-10,5.2649014378357958e-07,4.7868779252595301e-14,9.6752122808451499e-18,6.2069707490877745e-15,4.0950916809091506e-14,0.88168480800000004,0.0,0.0094592764264606506,0.10884998008452362,8.6606426264651207e-08,6.2327606150498988e-08,2.5591874080767994e-08,6.1858669399705671e-09,6.0661696152160989e-09,3.0274264112985041e-09,2.2291810526075485e-11,1.6156310165820047e-10,1.7880313158949133e-11,6.961479152348302e-10,4.8897517151098383e-09,5.0291517469390799e-10,2.4173174156970815e-09,1.1126088544080811e-11,1.4941435610521627e-10
2.5948560967752733e-08,0.011238111573220971,9.488706320683614e-08,3.0598384218344517e-09,3.2018917264276886e-09,1.3869197546616061e-08,2.0536495714414159e-11,0.0,0.0,8.494825955559993e-09,1.4576531453673509e-12,1.224977147135411e-13,1.201806961465906e-13,1.8600693524982019e-13,1.5238777794011666e-23,1.0852592922664885e-17,9.9141341150184967e-14,6.0850698029991339e-07,1.8176256905075609e-10,3.3577235866595012e-22,1.7357988870727317e-23,3.6599312625401221e-14,1.1069121017572589e-13,4.8487382394448355e-15,2.238239498738168e-14,4.410070172447904e-12,1.3687113148170929e-16,5.687515962813793e-14,1.3695287538001926e-06,1.6552328958445939e-09,1.1698147853024961e-10,5.3817383298442088e-07,5.0228494437102953e-14,1.1002618940160811e-17,7.0349623465831285e-15,4.6234974556041682e-14,0.88168480800000004,0.0,0.0094592576914768692,0.10884997915528201,8.6616570666764063e-08,6.2340789674339901e-08,2.5591903180902462e-08,6.6217749808431661e-09,6.4956462192390088e-09,3.2416030367691553e-09,2.3877545892530447e-11,1.6156365100887937e-10,1.9145407576268574e-11,6.9659700419556536e-10,5.0446258124901713e-09,5.0311101573582803e-10,2.5035269823213551e-09,1.1916930536840836e-11,1.4951291793600313e-10
2.6579583846253637e-08,0.011238112226773738,9.9118904953669655e-08,3.2821443911834555e-09,3.4318524319227273e-09,1.487870516259109e-08,2.258066863072403e-11,0.0,0.0,8.9692752202054672e-09,1.5868125952668554e-12,1.3503687767862162e-13,1.2866697247682692e-13,1.9788755070046585e-13,1.6702907757175953e-23,1.1315691890985487e-17,1.060485835452132e-13,6.2596141347211289e-07,1.9220403755406676e-10,3.9484895391044402e-22,1.9721738141661742e-23,3.9146766463761757e-14,1.1470258138983589e-13,5.2300897465341102e-15,2.5338483821955581e-14,4.5624408488887759e-12,1.586030335074973e-16,6.2522873292475092e-14,1.4107325179328482e-06,1.749319827910719e-09,1.2295123373169355e-10,5.4973261453721756e-07,5.2620004071883189e-14,1.2469683324374674e-17,7.9475587874499025e-15,5.2032773370618168e-14,0.88168480800000004,0.0,0.0094592389098506115,0.1088499782036022,8.6624897355966887e-08,6.2351973811395726e-08,2.5591912678500046e-08,7.0764985431183975e-09,6.9436184627342015e-09,3.4649883863682458e-09,2.553193158356465e-11,1.615639847894037e-10,2.0465353802915054e-11,6.9697379255055667e-10,5.1985252593215562e-09,5.0327738870254105e-10,2.5898231717754062e-09,1.2741953796884539e-11,1.4959673873510416e-10
2.721060672475454e-08,0.011238112881642096,1.0340952803085624e-07,3.5141863045465721e-09,3.6717256310686184e-09,1.5932561581232609e-08,2.4769803518222991e-11,0.0,0.0,9.4570656431210818e-09,1.7241635837707831e-12,1.485099388379601e-13,1.3750896228492556e-13,2.1019552258254926e-13,1.8261626269081772e-23,1.1787906438177755e-17,1.1325525126113566e-13,6.434145046952215e-07,2.0294647534252546e-10,4.6238977662233083e-22,2.2331685049029671e-23,4.1800297533611491e-14,1.1873166514294305e-13,5.6303850137717543e-15,2.8593536437251958e-14,4.7150392792206932e-12,1.8311529528292976e-16,6.8562506608187439e-14,1.4520658544048219e-06,1.8460741248104746e-09,1.2906462148246459e-10,5.6116757947897007e-07,5.5042731488688898e-14,1.4086714512250108e-17,8.9508125361883278e-15,5.8378073169612188e-14,0.88168480800000004,0.0,0.0094592200809532484,0.10884997722941654,8.6631726535413725e-08,6.2361458946076542e-08,2.5591907332590344e-08,7.5502966913244338e-09,7.4103323923790361e-09,3.6977039224682013e-09,2.7255888930743285e-11,1.6156415546841967e-10,2.1840912621322699e-11,6.9728965470218819e-10,5.3513987431625689e-09,5.0341869430284958e-10,2.6761918723634228e-09,1.3601613171326006e-11,1.4966800603644287e-10
2.7841629603255445e-08,0.011238113537805699,1.0775688329805778e-07,3.7560945060883795e-09,3.9216389198480873e-09,1.703136773297739e-08,2.7110071399616963e-11,0.0,0.0,9.9581701096960955e-09,1.8700339408632931e-12,1.6296302343534142e-13,1.4671245181289747e-13,2.2293851483256545e-13,1.9918694877627546e-23,1.2269682281287291e-17,1.2076826109252316e-13,6.6086599415785802e-07,2.1398998895559812e-10,5.3934402031645853e-22,2.5206017036291467e-23,4.4561896295916961e-14,1.2277778954702823e-13,6.0500413558301946e-15,3.2168791610047652e-14,4.8678483912940763e-12,2.1068030228842713e-16,7.5009386436273778e-14,1.4935268826043776e-06,1.9454960259199459e-09,1.3532119855612039e-10,5.7247984857402267e-07,5.7496236225469425e-14,1.5864456200408255e-17,1.0051021863037185e-14,6.5305748976475754e-14,0.88168480800000004,0.0,0.0094592012041776301,0.10884997623265998,8.66373221005363e-08,6.236950034026966e-08,2.5591890744824026e-08,8.0434200178275218e-09,7.8960254471646406e-09,3.9398667922027149e-09,2.9050307124269753e-11,1.6156420275622836e-10,2.3272819987230364e-11,6.9755422414210807e-10,5.5032008324337924e-09,5.0353867859391374e-10,2.7626209051728141e-09,1.4496347393898654e-11,1.497285853050947e-10
2.847265248175635e-08,0.011238114195245227,1.1215896090632133e-07,4.0079946705593443e-09,4.181715193290351e-09,1.8175703424350693e-08,2.9607721732438897e-11,0.0,0.0,1.0472558903652349e-08,2.0247575668419556e-12,1.7844361460306668e-13,1.5628329758762645e-13,2.3612466057553545e-13,2.1678044845705077e-23,1.2761498680506038e-17,1.2859467758197805e-13,6.7831566919219941e-07,2.253346816200248e-10,6.267393900726291e-22,2.836376726400303e-23,4.7433603108892574e-14,1.2684035088822029e-13,6.4894742775387809e-15,3.6086361179585914e-14,5.0208538638694958e-12,2.4158909360095189e-16,8.1878922449730781e-14,1.535113821735186e-06,2.0475857385585286e-09,1.4172052974079449e-10,5.8367056547870689e-07,5.9980205204883694e-14,1.7814089773638949e-17,1.1254732361126516e-14,7.2851782160140362e-14,0.88168480800000004,0.0,0.0094591822789376525,0.10884997521326993,8.6641901494939497e-08,6.2376314904125856e-08,2.5591865638357776e-08,8.5561108039785613e-09,8.40092662602988e-09,4.1915899122581098e-09,3.091604383790705e-11,1.6156415667903973e-10,2.4761787501235344e-11,6.9777564956299904e-10,5.6538914740335092e-09,5.0364052970665395e-10,2.8490997690034472e-09,1.5426579401054285e-11,1.4978006672703548e-10
2.9103675360257253e-08,0.011238114853942327,1.1661378996798584e-07,4.2700078936684539e-09,4.4520727377412106e-09,1.9366127745420265e-08,3.2269079553530603e-11,0.0,0.0,1.100019988959542e-08,2.1886744017008028e-12,1.95000578326054e-13,1.6622743260717967e-13,2.4976256389229951e-13,2.3543792016432134e-23,1.3263867642850634e-17,1.3674171015524072e-13,6.9576335593646652e-07,2.369806544095053e-10,7.2568647804342421e-22,3.1824837491825618e-23,5.0417509853578355e-14,1.3091880541572454e-13,6.9490974566853387e-15,4.0369237838713754e-14,5.1740437498666444e-12,2.7615208251837605e-16,8.9186597745247181e-14,1.576824976535032e-06,2.1523434441862714e-09,1.4826218772583555e-10,5.9474089099535381e-07,6.2494444129168591e-14,1.9947237062576031e-17,1.2568738293424829e-14,8.1053250815359274e-14,0.88168480800000004,0.0,0.0094591633046678652,0.1088499741711865,8.6645643826967341e-08,6.2382086940048113e-08,2.5591834067420701e-08,9.0886031795571713e-09,8.9252566536542263e-09,4.4529820527196932e-09,3.2853925847143995e-11,1.6156403988905834e-10,2.6308502875437944e-11,6.979608153236994e-10,5.8034355293985075e-09,5.0372696028504001e-10,2.9356194173335896e-09,1.6392716644592957e-11,1.4982380529334337e-10
2.9734698238758157e-08,0.011238115513879446,1.2111943817853222e-07,4.5422507816019836e-09,4.7328253221496219e-09,2.0603179473487381e-08,3.5100542678998421e-11,0.0,0.0,1.1541058681177237e-08,2.3621303905834954e-12,2.1268418792475349e-13,1.7655087200965395e-13,2.638613000550438e-13,2.5520251774072335e-23,1.3777333218959241e-17,1.4521670983762426e-13,7.1320891243844335e-07,2.4892800722255773e-10,8.3738328650609216e-22,3.5610021705452111e-23,5.3515761364974773e-14,1.3501266209064604e-13,7.4293227208287237e-15,4.5041302427923185e-14,5.3274081482526399e-12,3.1469978085221956e-16,9.6947959774402929e-14,1.6186587253100549e-06,2.2597693034854079e-09,1.5494575295253973e-10,6.0569199822433304e-07,6.5038869169954681e-14,2.2275962797590472e-17,1.4000083774228641e-14,8.9948319334083001e-14,0.88168480800000004,0.0,0.0094591442808230411,0.10884997310635255,8.6648696596906255e-08,6.2386973037016845e-08,2.5591797580061917e-08,9.6411232803681301e-09,9.469228144266531e-09,4.7241479199019695e-09,3.4864749640053874e-11,1.6156386945846293e-10,2.7913630394739622e-11,6.9811553092724714e-10,5.9518023465986532e-09,5.0380027795760583e-10,3.0221720634438343e-09,1.7395151400548943e-11,1.4986095518648149e-10
3.036572111725906e-08,0.011238116175039722,1.2567401139964137e-07,4.8248355395931529e-09,5.0240822882941715e-09,2.188737747256928e-08,3.8108578958885729e-11,0.0,0.0,1.2095098796181584e-08,2.5454774453828332e-12,2.3154614801561906e-13,1.8725971827665136e-13,2.7843041442173044e-13,2.7611954083585382e-23,1.4302470883816889e-17,1.5402716562702037e-13,7.3065222293990858e-07,2.6117683960819407e-10,9.6311990171271645e-22,3.9741030485026792e-23,5.6730556689553512e-14,1.3912147618468825e-13,7.9305600199057256e-15,5.0127330748042886e-14,5.4809389183931922e-12,3.5758352639697656e-16,1.051786115857691e-13,1.6606135098860786e-06,2.3698634605291375e-09,1.6177081343706703e-10,6.1652506847228358e-07,6.7613498998601946e-14,2.4812776768429519e-17,1.555606379056813e-14,9.9576227222402363e-14,0.88168480800000004,0.0,0.0094591252068778053,0.10884997201871371,8.665118128316966e-08,6.2391106246917919e-08,2.5591757344733103e-08,1.0213889403894981e-08,1.0033045763376642e-08,5.0051882381166741e-09,3.6949282020484667e-11,1.6156365827475814e-10,2.957781137250619e-11,6.9824469376315973e-10,6.0989653659710058e-09,5.0386244564704579e-10,3.1087510102211316e-09,1.8434261074154156e-11,1.498924993019068e-10
3.0996743995759965e-08,0.011238116837406898,1.3027565320973217e-07,5.1178700594770561e-09,5.3259486398956482e-09,2.3219221088366774e-08,4.1299723586086871e-11,0.0,0.0,1.2662281799534522e-08,2.7390734025549334e-12,2.5163961791481194e-13,1.9836016601060023e-13,2.9347992013241356e-13,2.9823658593538784e-23,1.4839886993376187e-17,1.6318070057837693e-13,7.4809319317663418e-07,2.7372725145906362e-10,1.1042833225094505e-21,4.4240516113718761e-23,6.0064150184781235e-14,1.4324484364267543e-13,8.4532173956277284e-15,5.565299990124045e-14,5.6346294321135031e-12,4.051762131490222e-16,1.1389420337015607e-13,1.7026878272202559e-06,2.4826260461657851e-09,1.6873696457087677e-10,6.2724128782048096e-07,7.0218447179092098e-14,2.7570635696439832e-17,1.7244225067305392e-14,1.0997727720444871e-13,0.88168480800000004,0.0,0.0094591060823262189,0.10884997090821845,8.6653197947533435e-08,6.2394599632279521e-08,2.559171424517231e-08,1.0807112162940747e-08,1.0616906387361574e-08,5.296199830344741e-09,3.9108260703315251e-11,1.6156341608672225e-10,3.1301664600384157e-11,6.9835242841142821e-10,6.2449017571913792e-09,5.0391513298221469e-10,3.1953505019439273e-09,1.9510408500747383e-11,1.4991927450969868e-10
3.162776687426087e-08,0.01123811750096526,1.3492254442799062e-07,5.4214580061723421e-09,5.6385251305687086e-09,2.459919053844262e-08,4.4680576458880678e-11,0.0,0.0,1.3242567435226922e-08,2.9432819772288809e-12,2.7301923445648435e-13,2.0985850632364482e-13,3.0902029474473956e-13,3.2160369787002511e-23,1.5390218309203536e-17,1.7268506765234105e-13,7.655317465339309e-07,2.8657934359102452e-10,1.262362447430102e-21,4.9132098420218522e-23,6.3518852475681304e-14,1.4738239612748037e-13,8.9977009483792049e-15,6.1644894172186152e-14,5.7884743590336055e-12,4.5787302384206197e-16,1.2311042430163178e-13,1.7448802224229732e-06,2.5980571807432233e-09,1.7584380890385448e-10,6.3784184426073275e-07,7.2853914939999185e-14,3.0562944827148568e-17,1.9072366780216291e-14,1.2119282265718777e-13,0.88168480800000004,0.0,0.0094590869066813951,0.1088499697748181,8.6654829012582614e-08,6.2397549271707383e-08,2.5591668949778592e-08,1.142099463719687e-08,1.1220999260849034e-08,5.5972756977840375e-09,4.1342394901555183e-11,1.6156315026915599e-10,3.3085786792091226e-11,6.9844220549815166e-10,6.3895920856849433e-09,5.0395976000778517e-10,3.2819655955236851e-09,2.062394224251952e-11,1.4994199321432173e-10
3.2258789752761774e-08,0.011238118165699532,1.3961290261777351e-07,5.7356989030342275e-09,5.9619083505688989e-09,2.6027747297351007e-08,4.8257799596397428e-11,0.0,0.0,1.383591374811679e-08,3.15847271370039e-12,2.9574113419861833e-13,2.2176113087445857e-13,3.2506247594070534e-13,3.4627352162688799e-23,1.5954131583640447e-17,1.8254814537792406e-13,7.8296782089838655e-07,2.9973321822783107e-10,1.4389532238939771e-21,5.4440391346984092e-23,6.709703128291764e-14,1.5153379667007709e-13,9.5644148019343401e-15,6.8130510460924894e-14,5.9424694810005103e-12,5.1609216436239684e-16,1.3284299466608676e-13,1.7871892829409161e-06,2.7161569762985554e-09,1.8309095591515499e-10,6.4832792530793711e-07,7.5520184339597698e-14,3.3803559251184283e-17,2.1048541121433108e-14,1.3326525441900465e-13,0.88168480800000004,0.0,0.0094590676794751149,0.10884996861846701,8.6656142362557489e-08,6.240003680774265e-08,2.559162196302868e-08,1.2055732522687105e-08,1.1845506151847196e-08,5.9085050982476373e-09,4.3652365905087598e-11,1.6156286638966198e-10,3.4930753021018806e-11,6.9851694285444789e-10,6.5330200063228994e-09,5.0399753434527496e-10,3.3685920488249147e-09,2.1775196880996098e-11,1.49961261740235e-10
3.288981263126268e-08,0.011238118831594862,1.4434498157462373e-07,6.0606882160336334e-09,6.296190812300099e-09,2.7505334476505238e-08,5.2038114606248379e-11,0.0,0.0,1.4442277196531505e-08,3.3850209324075064e-12,3.198629749942923e-13,2.3407453558709473e-13,3.4161785642791612e-13,3.7230145429838492e-23,1.6532323198114138e-17,1.9277793337493001e-13,8.0040136606552507e-07,3.1318897940760699e-10,1.6357639630132949e-21,6.0191030233634537e-23,7.080111213595297e-14,1.55698735852131e-13,1.0153761066701144e-14,7.5138263280116202e-14,6.0966115317347033e-12,5.8027559961024723e-16,1.4310765826940919e-13,1.8296136336811068e-06,2.8369255383227995e-09,1.9047802177621754e-10,6.5870071600785569e-07,7.821761183182987e-14,3.7306784961826259e-17,2.3181053721849145e-14,1.4623798701566747e-13,0.88168480800000004,0.0,0.0094590484002574533,0.10884996743912252,8.6657193901264131e-08,6.2402131613190951e-08,2.5591573665016087e-08,1.2711514279045408e-08,1.2490601504581859e-08,6.2299736233936654e-09,4.6038827650901889e-11,1.6156256864449195e-10,3.6837117151520562e-11,6.9857909152826288e-10,6.6751719823794578e-09,5.0402948285051632e-10,3.4552262238461429e-09,2.2964493305182041e-11,1.499775960267027e-10
