Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890)
1e-12,0.003534254919067507,1.1710464608591719e-22,4.41685123647464e-29,4.2685721558468062e-29,3.2692646124716021e-28,1.4679262825063693e-35,0.0,0.0,1.9950711909482031e-20,1.6010354726480494e-29,6.808883565448888e-43,2.9634277001789612e-43,1.9664817723556568e-45,6.9742859085057204e-72,3.594175591385915e-48,7.9222136654812199e-39,1.0666788534233333e-24,1.9858059171740107e-33,3.5680544841532516e-74,1.7246972249048983e-66,2.1132932091566835e-42,3.0373891379519035e-42,3.4013938419710587e-40,8.3542050744962307e-55,1.6040513483792361e-35,1.1377605810083044e-54,7.9818991222455656e-42,4.0736705956475043e-24,1.9230107288404315e-32,1.0521882924668685e-27,8.877031746956641e-19,9.7611654524614496e-43,3.5168767917957072e-58,1.1428402061117558e-46,3.6260239685723295e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0422071874418042e-18,1.0421979874387449e-18,8.8769596110263187e-19,8.9407573058743107e-21,7.4146778262594053e-21,3.7073409580395305e-21,1.227679106246696e-24,1.8455432708844437e-23,1.4747506056889193e-24,1.2860025496433144e-23,1.1861062400982171e-23,2.1569975399527553e-23,9.9156795066851522e-30,6.1016199820725633e-25,1.3161417338152181e-25,1.4645162008201771e-25,1.1587856793736976e-25,5.6167955734083407e-27,1.6789222281938117e-29,2.8005848389614087e-25,1.9710447722316265e-25,2.2098669303924896e-27,6.4825322352630344e-37,1.6581675934277585e-26,2.5019016762026219e-32,2.2614423155657175e-30
1.023e-12,0.003534254919067507,1.1979832139615361e-22,4.5691276916706721e-29,4.4174875343832901e-29,3.3833051975890963e-28,1.5280026296752435e-35,0.0,0.0,2.0409466425471021e-20,1.6568782735180867e-29,7.08748018211141e-43,3.0847135105109234e-43,2.0529468321723172e-45,7.2916219447900414e-72,3.7412561127125933e-48,8.1985296410458699e-39,1.1038831479529358e-24,2.0670696612128445e-33,3.7330185821501719e-74,1.800530695474712e-66,2.1997742869272712e-42,3.1616826591090893e-42,3.5199643226787117e-40,8.7343360130571684e-55,1.669692788399118e-35,1.1895287749807972e-54,8.3085348401009928e-42,4.2157548013081017e-24,2.001704749093275e-32,1.0888872350657556e-27,9.0811437017605039e-19,1.0190360331211634e-42,3.6768941296383233e-58,1.1930905944131479e-46,3.7850690260108874e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0661709455442005e-18,1.066161424658339e-18,9.0810690498350438e-19,9.1463184044151459e-21,7.5851519730603641e-21,3.7925781027585191e-21,1.2704976428466935e-24,1.9099132770207581e-23,1.5261863477540794e-24,1.3308566969539053e-23,1.227476060764546e-23,2.2322306417981628e-23,1.0321451870886633e-29,6.3144297071394206e-25,1.3620479363377287e-25,1.5155965661184779e-25,1.1992025766536322e-25,5.8126975207919679e-27,1.7476279540051171e-29,2.8982581664462588e-25,2.039792237926338e-25,2.2869764760103101e-27,6.746211426112167e-37,1.7160076644886513e-26,2.6042906810270739e-32,2.3539889337755056e-30
2.047e-12,0.003534254919067507,2.3986110513675489e-22,1.7988428049053432e-28,1.7701915332036276e-28,1.3549083986374625e-27,1.2246170764313922e-34,0.0,0.0,4.0836526785544045e-20,6.631458737938954e-29,5.6628258037412889e-42,2.4734929335221972e-42,3.2858613659403537e-44,2.3348826114217273e-70,2.99439548108727e-47,3.281065182306393e-38,4.4177567839233472e-24,1.6546373141410671e-32,2.3396819040036988e-72,2.8813483273265598e-65,1.7609354744401836e-41,2.5299084541575113e-41,1.4042026468607235e-39,2.7992016845375518e-53,1.3365390776272829e-34,3.8087155322286874e-53,6.6502395197911119e-41,1.6871627792440802e-23,1.6023142635262119e-31,4.3577835562594316e-27,1.8168372382208273e-18,1.6312574513155087e-41,1.176933987249868e-56,1.9100147371491593e-45,5.9558684830192002e-48,0.88168480800000004,0.0,0.0094599999999999962,0.10885,2.1330581646341511e-18,2.1330200623750195e-18,1.8168073628996656e-18,1.8295958049132737e-20,1.5173032038589042e-20,7.5865244849283712e-21,5.0837056235524197e-24,7.6434941949953557e-23,6.1067624163611606e-24,5.3262070282815815e-23,4.9124207453938333e-23,8.9334118678526921e-23,8.2620518386210819e-29,2.5266026369440628e-24,5.4516151001025099e-25,6.0654745383833147e-25,4.7992562532991406e-25,2.3259625250611333e-26,1.3990331201926497e-28,1.1593892411631737e-24,8.1633678534319291e-25,9.1748543272235107e-27,5.0079984073940719e-36,6.8712523049971431e-26,2.0861595085664496e-31,1.8851860075123038e-29
4.095e-12,0.003534254919067507,4.8052930216616144e-22,7.144583086358431e-28,7.1007930503800519e-28,5.4280611380661225e-27,9.8234034083195383e-34,0.0,0.0,8.1700693082529949e-20,2.6536514516381441e-28,4.5147792044998274e-41,1.9861252494575997e-41,5.255859406024294e-43,7.4704883444100373e-69,2.3955366723949062e-46,1.312713612491972e-37,1.7674904643078021e-23,1.3240623081328611e-31,1.4825840348464302e-70,4.6072080814599423e-64,1.4092377304535273e-40,2.0229644168128673e-40,5.5824309475878091e-39,8.9696604076273788e-52,1.0695030983784956e-33,1.218968681412493e-51,5.3207540818456498e-40,6.7502234503351549e-23,1.2821925922491492e-30,1.7435284262557508e-26,3.6342067675776179e-18,2.6099955679713545e-40,3.7644481803074864e-55,3.0564311694225232e-44,9.4577207283643502e-47,0.88168480800000004,0.0,0.0094599999999999927,0.10885,4.2667487353114395e-18,4.2665962965751036e-18,3.6340872439957727e-18,3.6586051753710116e-20,3.0341095506571314e-20,1.5170581594897548e-20,2.0332527757139138e-23,3.0580628258479242e-22,2.4423947888951815e-23,2.1310292410397149e-22,1.9654341003742281e-22,3.5741421386311799e-22,6.6113838025904773e-28,1.0105097089620871e-23,2.1816676446110349e-24,2.4267498316152856e-24,1.9201475119729178e-24,9.3035909810785812e-26,1.119685817710043e-27,4.6345950365091536e-24,3.2661348411615621e-24,3.6886074538937092e-26,3.4974898351462406e-35,2.7521147603349107e-25,1.6717561519773207e-30,1.5099532040323944e-28
8.191e-12,0.003534254919067507,9.6403567407058173e-22,2.8531613430611031e-27,2.8552543208140236e-27,2.1771141691309632e-26,7.8975459110602796e-33,0.0,0.0,1.6346920542101614e-19,1.0618978376297067e-27,3.5858729502514417e-40,1.5998740823016763e-40,8.4003933115527957e-42,2.3880565611411484e-67,1.9155826548375852e-45,5.2510662008174426e-37,7.0702848345789342e-23,1.0593276361810944e-30,9.4543846123602923e-69,7.3585030175068517e-63,1.1276555155954284e-39,1.6160934534676973e-39,2.2051070976217134e-38,2.8757575753740734e-50,8.5564473286846839e-33,3.8998668392786289e-50,4.2555498580106242e-39,2.7002859221989454e-22,1.025829195619416e-29,6.9746924305846903e-26,7.2686410246415711e-18,4.1738874447930631e-39,1.2029001921155271e-53,4.889188676626972e-43,1.5102594384645874e-45,0.88168480800000004,0.0,0.009459999999999984,0.10885,8.5337944339844159e-18,8.5331846811287262e-18,7.2681629398700812e-18,7.3129546792791383e-20,6.0646476091273201e-20,3.032337319144517e-20,8.1279826043603017e-23,1.2232764270999455e-21,9.7632630603748968e-23,8.525137103266475e-22,7.8623726130301212e-22,1.4297168040001705e-21,5.2894673350751015e-27,4.0394015527284883e-23,8.7314111134806106e-24,9.7076641682820575e-24,7.6811313278511712e-24,3.7197677883615415e-25,8.9607218724184864e-27,1.8507473123118772e-23,1.3065705852696369e-23,1.4897741011383393e-25,2.2281910983370524e-34,1.1033029875704199e-24,1.3413165247933962e-29,1.2102934636840233e-27
1e-11,0.003534254919067507,1.1794922410085016e-21,4.7509396978639982e-27,4.7727810618165921e-27,3.6294243308203187e-26,2.0239852660762893e-32,0.0,0.0,1.996177871087195e-19,1.765967561832144e-27,9.0389965576142679e-40,4.1108376274707553e-40,3.6155176181132502e-41,1.8694334628361045e-66,4.8728832416017482e-45,8.7291505354376101e-37,1.1753520281316226e-22,2.6966572399355074e-30,1.4111749338930617e-67,3.1634733048027379e-62,2.8712377395800729e-39,4.10554623812327e-39,3.6181053658127306e-38,2.2631135434896181e-49,2.1780830303979514e-32,3.0577971209552184e-49,1.0828238292172127e-38,4.489038290375865e-22,2.6113818374046747e-29,1.1595068528407072e-25,8.873521147095513e-18,1.798090921119365e-38,9.4110391105551041e-53,2.10720157484565e-42,6.5270538856208998e-45,0.88168480800000004,0.0,0.0094599999999999806,0.10885,1.0418040585102602e-17,1.0417026995307362e-17,8.8727264426212552e-18,8.9236673288658082e-20,7.4003771998173975e-20,3.700211026257548e-20,1.3502299976486308e-22,2.0335456591773752e-21,1.62183616305578e-22,1.4173152915013584e-21,1.3070762748229171e-21,2.3767272278450448e-21,1.3464932489495209e-26,6.7100579461106426e-23,1.4522606362412712e-23,1.6138246376900219e-23,1.2769318047016938e-23,6.1804374341343439e-25,2.2819771409607923e-26,3.0710709731014278e-23,2.1721211954671287e-23,2.5016815344426977e-25,4.5301168935679534e-34,1.8383566375438172e-24,3.4279668387039876e-29,3.0888643235113166e-27
1.6383e-11,0.003534254919067507,1.9397240081531888e-21,1.1447191349996043e-26,1.1538714277858265e-26,8.7538553767369293e-26,6.3789296543212715e-32,0.0,0.0,3.2716692857506022e-19,4.2502555936641799e-27,2.8280172890282534e-39,1.2970694072365297e-39,1.3408706067893634e-40,7.6230527499043447e-66,1.5307625997442349e-44,2.1001462480092398e-36,2.8278170284922718e-22,8.4739236085172719e-30,6.0568666051105569e-67,1.1729265249789602e-61,9.0234131600853149e-39,1.2889502636385575e-38,8.603825623338025e-38,9.2337369197930732e-49,6.8442652598787086e-32,1.2471082925015804e-48,3.4019764149138867e-38,1.0800595153876842e-21,8.2059548128139072e-29,2.789792128263606e-25,1.4536290534394293e-17,6.6698554283020544e-38,3.8373200921721388e-52,7.8172615637615055e-42,2.4228656404249262e-44,0.88168480800000004,0.0,0.0094599999999999684,0.10885,1.7066544279180747e-17,1.7064105763357242e-17,1.4534378647187715e-17,1.4607016605986709e-19,1.2113457342092005e-19,6.0567825422898741e-20,3.2465410969454945e-22,4.8925553376462701e-21,3.8994975325127961e-22,3.410200030383713e-21,3.1448404668060838e-21,5.7182239306652921e-21,4.2311805944809486e-26,1.6133385618282165e-22,3.4956657923459475e-23,3.8828354855401989e-23,3.0722825967655455e-23,1.4862833425824665e-24,7.1720994845694234e-26,7.3769448961637257e-23,5.2261894900445681e-23,6.0721653082302667e-25,1.2652390166624247e-33,4.4319704837462446e-24,1.0790647299561529e-28,9.7173429295243665e-27
3.2767e-11,0.003534254919067507,3.9257684952294132e-21,4.6208673515115175e-26,4.7098715235107867e-26,3.5374924483040789e-25,5.2006710765325658e-31,0.0,0.0,6.5520500481215509e-19,1.7020665902184263e-26,2.201521795659226e-38,1.0647053712093969e-38,2.1349937143679868e-39,2.4270853275247036e-64,1.2217527505780288e-43,8.3969862698679387e-36,1.1307784424349399e-21,6.777247428996484e-29,3.9000513595309703e-65,1.8624251748819224e-60,7.221345489708042e-38,1.0248180949439612e-37,3.2798395231415968e-37,2.9743623744623458e-47,5.4733579515136686e-31,3.9848177798446921e-47,2.7173363756965449e-37,4.3193755491808353e-21,6.5629268839838066e-28,1.1157395014516182e-24,2.906671515373594e-17,1.0643786831172771e-36,1.2201914226831703e-50,1.2488711719367963e-40,3.9099757518350079e-43,0.88168480800000004,0.0,0.0094599999999999372,0.10885,3.4126679508729709e-17,3.4116930365399753e-17,2.9059071968025503e-17,2.9136909342694101e-19,2.4162267182576337e-19,1.2081347559726876e-19,1.2947833052124228e-21,1.9563900597291112e-20,1.5550203381220299e-21,1.3640601999387203e-20,1.2577259186920567e-20,2.2865508111750102e-20,3.3839280501053238e-25,6.4334305028777292e-22,1.4006010695442134e-22,1.5527983920106659e-22,1.2286571115193377e-22,5.9316158634430576e-24,5.7426188269574633e-25,2.9298723669899876e-22,2.0901967364270483e-22,2.5184046718956031e-24,6.4191757139453823e-33,1.7875664381290199e-23,8.7277242567866654e-28,7.8287021229628322e-26
6.5535e-11,0.0035342549190675076,8.0362528339168072e-21,1.8847585230361249e-25,1.9604448261950393e-25,1.4436435791880179e-24,4.3185039420063392e-30,0.0,0.0,1.3138503656329032e-18,6.8236417082256977e-26,1.6760233873667623e-37,8.9406787843096795e-38,3.3830076878300241e-38,7.6891330889929941e-63,9.7280247361223882e-43,3.3550662838965306e-35,4.5201079059505706e-21,5.4184644555468239e-28,2.5313081818946301e-63,2.935090510170671e-59,5.7808385655559243e-37,8.0983494301460524e-37,1.1988906011642746e-36,9.6438839252472716e-46,4.3751524633957116e-30,1.2712818523709302e-45,2.1669811847080496e-36,1.7269760206701821e-20,5.2471049285197665e-27,4.4613210923597384e-24,5.810807972326207e-17,1.6940085930350568e-35,3.8555147896377994e-49,1.9920458558167694e-39,6.3727918127725161e-42,0.88168480800000004,0.0,0.009459999999999873,0.10885,6.8225506092905719e-17,6.8186550753329929e-17,5.8077543341198656e-17,5.7966280666737647e-19,4.8066674399780084e-19,2.403418092263476e-19,5.1484700282368159e-21,7.8201249297876684e-20,6.1818780545176659e-21,5.4557819213088408e-20,5.028975701404888e-20,9.1398507048161186e-20,2.705362901767107e-24,2.5574456243950323e-21,5.6206605749456101e-22,6.208214958044846e-22,4.9123501085266534e-22,2.361806469754539e-23,4.6016104993253291e-24,1.1555123810842293e-21,8.3581506376354212e-22,1.0778614068984911e-23,3.0029288852419028e-32,7.2672584629824637e-23,7.1342227550557691e-27,6.3494435857743949e-25
9.999999999999999e-11,0.003534254919067508,1.2649580328161638e-20,5.0140260033651811e-25,5.3842188609026718e-25,3.8413210212359079e-24,2.1581041764663536e-29,0.0,0.0,2.0120048834079475e-18,1.765346535543255e-25,7.2878554646125388e-37,4.5269595540581115e-37,2.9530066606292638e-37,1.3054326332751367e-61,4.5155870086970348e-42,8.6287270811576465e-35,1.1638549521713909e-20,2.533659066927359e-27,8.8842858835083291e-62,2.5366338568893495e-58,2.7091089075127339e-36,3.7094773624027987e-36,2.7184544869372671e-36,1.7120766884857213e-44,2.0451022387997933e-29,2.1867081859860194e-44,1.0086456503028311e-35,4.4482546113265632e-20,2.4535246766949563e-26,1.1492759825351736e-23,8.8612514915924773e-17,1.4907244567648211e-34,6.5105699639493017e-48,1.7602981990770793e-38,5.864468328255761e-41,0.88168480800000004,0.0,0.0094599999999998054,0.10885,1.0404520378445061e-16,1.0394496443068972e-16,8.8533955989050824e-17,8.7814319274429181e-19,7.2810962476454574e-19,3.6407605146721555e-19,1.3143973763398884e-20,2.0134573795512784e-19,1.5776617957689417e-20,1.4060799298184406e-19,1.2954740683627708e-19,2.3532489805736421e-19,1.2649235239854497e-23,6.5262944204437561e-21,1.4563578832613276e-21,1.599005970509251e-21,1.2652725035030274e-21,6.0430112200094604e-23,2.1601961991087356e-23,2.9121125050074481e-21,2.1533189922303162e-21,3.0660344036764079e-23,8.5526038317298115e-32,1.9217197776839584e-22,3.4677787642186737e-26,3.0435666570795341e-24
1.31071e-10,0.003534254919067508,1.6808602483208242e-20,7.8351335002839142e-25,8.4708308740290587e-25,6.0028830639421324e-24,3.7143621561204431e-29,0.0,0.0,2.641407437355094e-18,2.7416803540326331e-25,1.2347052750905984e-36,7.802095989671373e-37,5.3102249042258176e-37,2.4129912233349301e-61,7.7094897590124199e-42,1.3383055084398621e-34,1.8055990387617949e-20,4.3293245234389058e-27,1.6665473146950156e-61,4.5588630994037183e-58,4.6302776107853112e-36,6.3235725201805608e-36,4.0883767122340225e-36,3.168611828875284e-44,3.4943793443483667e-29,4.0434675129342256e-44,1.7226047903449869e-35,6.9015506243915419e-20,4.192395574886897e-26,1.7831765566619527e-23,1.1611297352237259e-16,2.6819284462242888e-34,1.2032416746104682e-47,3.1676604409141798e-38,1.0576901056698219e-40,0.88168480800000004,0.0,0.0094599999999997447,0.10885,1.3633749529682525e-16,1.361820069773094e-16,1.1599112115317137e-16,1.1472302107566473e-18,9.5118514335742336e-19,4.7562535193627135e-19,2.0352106551886356e-20,3.1236336183644085e-19,2.4426499389038598e-20,2.1818422826891811e-19,2.0100002362509047e-19,3.6507789080499074e-19,2.1613867690651345e-23,1.0104304022707791e-20,2.2625827873204953e-21,2.4808620509836979e-21,1.9630853261967577e-21,9.3617030173450387e-23,3.6928174705450859e-23,4.4957284182649075e-21,3.3410794611521537e-21,4.8584186538689712e-23,1.3555765017347856e-31,2.9990346316542319e-22,5.950895272583817e-26,5.2149957427246409e-24
2.62143e-10,0.0035342549190675084,3.6541330012569079e-20,3.3705720379251259e-24,3.919263067841082e-24,2.582614615620323e-23,3.4089250535094256e-28,0.0,0.0,5.3375032432463113e-18,1.1064218286600001e-24,8.7945616040043167e-36,7.2059209915879164e-36,8.1865356544281651e-36,7.4418996011036229e-60,6.0535863865973886e-41,5.3191923253632652e-34,7.2028328440024188e-20,3.4547285782799349e-26,1.1259448054021142e-59,6.8906327415299084e-57,3.7123107793085758e-35,4.8266012741089803e-35,1.2629034076583282e-35,1.0695085493206512e-42,2.7863129126318538e-28,1.2783719932291211e-42,1.3607797341207179e-34,2.7555190511641904e-19,3.3454398935940815e-25,7.1218267549613494e-23,2.3181224460557769e-16,4.2022861256015393e-33,3.6662211109018802e-46,5.0064163123191459e-37,1.8136737129405839e-39,0.88168480800000004,0.0,0.0094599999999994897,0.10885,2.7221970687557076e-16,2.7160041488359755e-16,2.3132717478978008e-16,2.2477916294542397e-18,1.8631618636197125e-18,9.3170438366624506e-19,7.9535553291898702e-20,1.2459188858253961e-18,9.5377153896507681e-20,8.7227719607251355e-19,8.0272091417781302e-19,1.4561811254410354e-18,1.7244570116116835e-22,3.9446568118767383e-20,9.161208712302679e-21,9.9042431928196519e-21,7.8376576326684198e-21,3.6784209463154558e-22,2.9714622779197039e-22,1.7049402982948057e-20,1.334687090258134e-20,2.3551651200266896e-22,6.1850078353399888e-31,1.271158562567849e-21,5.1514754409925109e-25,4.3800671056333931e-23
5.24287e-10,0.00353425491906751,8.4620645192408371e-20,1.5352809777131707e-23,2.0370673109664283e-23,1.1763765450098611e-22,3.498409165439786e-27,0.0,0.0,1.0892953820323607e-17,4.5034041652631447e-24,6.2851776526413385e-35,7.1139092782678507e-35,1.2210427317405707e-34,2.3795997604064152e-58,4.6688326010139358e-40,2.1024058990917896e-33,2.8655871282753104e-19,2.7498991046363292e-25,1.1175135528029669e-57,9.9242044319704318e-56,2.9804896794698072e-34,3.533831242521529e-34,3.4901462545883203e-35,4.2579143680092164e-41,2.214447737194783e-27,3.9943935410791187e-41,1.0618060408917086e-33,1.0981444679248557e-18,2.6628729120473493e-24,2.8400465229214665e-22,4.6197528978245398e-16,6.4540324311379186e-32,1.0680181518851428e-44,7.8184856365408384e-36,3.2806379203413419e-38,0.88168480800000004,0.0,0.0094599999999989779,0.10884999999999997,5.4262412669664188e-16,5.4016809083701545e-16,4.6005355598371981e-16,4.3217083290006411e-18,3.5798714835633887e-18,1.7903698422237839e-18,3.0408486839068722e-19,4.9555883876984636e-18,3.6406997176754494e-19,3.4844380369844929e-18,3.20067396195721e-18,5.7919078492959926e-18,1.3721683297314433e-21,1.5051997592642938e-19,3.7478934399372801e-20,3.9467715350400633e-20,3.1236724366283206e-20,1.4216319113709438e-21,2.401174079823831e-21,6.1770543435990483e-20,5.3250135650152294e-20,1.2341544165154866e-21,2.9825104378517522e-30,5.6250932611046783e-21,4.7492807945628878e-24,3.811533972740225e-22
9.999999999999999e-10,0.003534254919067514,2.0215415665349353e-19,7.0386067665439963e-23,1.1640343051916839e-22,5.3929056284408203e-22,3.8999100498520438e-26,0.0,0.0,2.156215726421386e-17,1.7322322591267515e-23,4.6660294523851291e-34,6.7779090192719393e-34,1.5727188634823604e-33,6.4086533056821123e-57,3.2016002186498396e-39,7.7150937180918169e-33,1.0554681535534324e-18,2.0017058116986519e-24,7.9777255802551917e-56,1.2091793186331633e-54,2.2015319064260071e-33,2.2204638688868752e-33,8.3506328597249704e-35,1.607702867066341e-39,1.6070665020414301e-26,1.1108302660014704e-39,7.4401726832286587e-33,4.0581962650328265e-18,1.9383083673705324e-23,1.0508262773972207e-21,8.7521555155071542e-16,8.7220142453641014e-31,2.6165663348034312e-43,1.0899525734127269e-34,5.8580116767638901e-37,0.88168480800000004,0.0,0.0094599999999980516,0.10884999999999992,1.0284419733479571e-15,1.0194513451505772e-15,8.6819478711154008e-16,7.6921015828787322e-18,6.3618766205217638e-18,3.1821508782380312e-18,1.0414966879593884e-18,1.8244156292740991e-17,1.2435169062788824e-18,1.2925169413033606e-17,1.18395539479158e-17,2.1323234219155278e-17,9.9815745972536003e-21,5.1377929751674931e-19,1.4489290882642847e-19,1.4587644528439633e-19,1.1548572798558803e-19,4.9717968809683614e-21,1.7914083723312953e-20,1.9431811944299508e-19,1.9723699146097173e-19,6.2657213709468471e-21,1.4616104851674539e-29,2.4458694054758561e-20,4.407144389341255e-23,3.1847814887200732e-21
1.0485750000000002e-09,0.003534254919067514,2.1415549006086785e-19,7.6005507331634895e-23,1.2620932439040315e-22,5.8234549307042866e-22,4.2624072028632932e-26,0.0,0.0,2.2651588407123499e-17,1.8631260885035327e-23,5.0782993087941481e-34,7.3973604874721999e-34,1.7208409533227185e-33,7.0387420955351048e-57,3.4808418543871259e-39,8.2882046290989333e-33,1.1339814085690844e-18,2.1780205748068531e-24,8.7809193083604957e-56,1.3225148867168118e-54,2.3958963314819112e-33,2.4111112700943938e-33,8.8469365908496495e-35,1.7675174713834138e-39,1.7485521781806974e-26,1.220178346689706e-39,8.0914669712794786e-33,4.3604468153531264e-18,2.1090382481489727e-23,1.1291263457987133e-21,9.1741146739786163e-16,9.5467160706964163e-31,2.8728381027397613e-43,1.1932640592362672e-34,6.4226740225495839e-37,0.88168480800000004,0.0,0.0094599999999979562,0.10884999999999992,1.0780487780833497e-15,1.0683909034100349e-15,9.0987004152341024e-16,8.0362520523994921e-18,6.6459468467458823e-18,3.3242654805810248e-18,1.116793724482565e-18,1.9601050441077162e-17,1.3333171321375168e-18,1.3889161413654966e-17,1.2721668994841029e-17,2.2909136177722568e-17,1.0860680086161601e-20,5.5087166528103142e-19,1.5586093746511243e-19,1.5674182852291174e-19,1.2408838410557585e-19,5.3343038198121514e-21,1.9498105152057785e-20,2.0785253726327809e-19,2.119394728331659e-19,6.7794940969633847e-21,1.5804009846180565e-29,2.6381790876900784e-20,4.8086625468283611e-23,3.4710596323528788e-21
2.0971510000000003e-09,0.0035342549190675197,5.985065047829679e-19,4.1505026300653563e-22,9.7660475778648205e-22,3.1798102055494234e-21,6.4813097369136337e-25,0.0,0.0,4.8718054183278079e-17,7.9402423693637848e-23,5.5651157700442158e-33,7.7539683389797539e-33,2.22062454196696e-32,1.9250021692472694e-55,2.4417129769012083e-38,3.313826253016536e-32,4.4406545081924319e-18,1.708332072666995e-23,7.4659197499249994e-54,1.5834050223251178e-53,1.9242937948188066e-32,1.4798696850070005e-32,2.1887977369504615e-34,9.0119853166981818e-38,1.3631221376019943e-25,3.5742698557399382e-38,5.9013743951891806e-32,1.7190740466178379e-17,1.6541409507392506e-22,4.4622820713958955e-21,1.8091331129396425e-15,1.3207615278151844e-29,6.7879023941833552e-42,1.7451821398529382e-33,1.3770177241194267e-35,0.88168480800000004,0.0,0.0094599999999959127,0.10884999999999967,2.1277984200602834e-15,2.090452018863882e-15,1.7800873672062051e-15,1.418027131040997e-17,1.1677894036062109e-17,5.8411631185708074e-18,3.8305926441865118e-18,7.6686963828848989e-17,4.5525809408704193e-18,5.5067501692341168e-17,5.0249241245429288e-17,8.9631476021308442e-17,8.5069970767848281e-20,1.8786955271857015e-18,6.6211034412043051e-19,6.1877414272306154e-19,4.9016436579171107e-19,1.9084570517693418e-20,1.5835986223921363e-19,6.3189527846288733e-19,8.3979431745381637e-19,3.6338884689874321e-20,9.3666533851594013e-29,1.3112926906788848e-19,5.4525054272669298e-22,3.2810909595510657e-20
4.194303e-09,0.0035342549190675323,1.8085660952609607e-18,2.4642598720971065e-21,9.4055739157962226e-21,1.8877840469558021e-20,1.2311272840647153e-23,0.0,0.0,1.1072529154575465e-16,3.5564106689667072e-22,8.3658001955055673e-32,7.7687376764411375e-32,2.5339683945155133e-31,4.596312499646023e-54,1.5483316111502255e-37,1.3800207301062609e-31,1.7039640117579495e-17,1.3148472773200645e-22,6.6743957018423018e-52,1.6855994275729534e-52,1.5358171598923737e-31,7.9419230348804352e-32,5.7469095408075334e-34,5.9268936378496547e-36,1.0364992974421689e-24,9.7337305160330891e-37,3.9877065251482557e-31,6.6845763632612767e-17,1.2730094365586136e-21,1.7429583816765228e-20,3.5191237422475326e-15,1.6380816245642764e-28,1.3306871011172074e-40,2.3699539168311507e-32,3.1703944806063359e-34,0.88168480800000004,0.0,0.0094599999999918239,0.10884999999999882,4.1462622770709335e-15,4.006466219310626e-15,3.4112481649835001e-15,2.3440278355729736e-17,1.9108281283067202e-17,9.5477349686230824e-18,1.1859819699075683e-17,2.9380512906229744e-16,1.4009137555125135e-17,2.1575730317546197e-16,1.9606524079503928e-16,3.4341936390632633e-16,6.5297679562806691e-19,5.7700524033498765e-18,2.867261376593472e-18,2.4188288231172536e-18,1.9186233666922476e-18,6.408309493100124e-20,1.2632295573870326e-18,1.7242402196280026e-18,3.3016425268307331e-18,1.7287271897117867e-19,6.0749084292315797e-28,6.7362555298962434e-19,6.8230986715986926e-21,3.0934140718012346e-19
6.291455e-09,0.003534254919067543,3.4057352135833068e-18,6.3232776886858947e-21,3.0008964769901235e-20,4.8439013043923579e-20,4.9523123656789675e-23,0.0,0.0,1.8229576635963147e-16,8.1043449574861147e-22,3.1150926692170153e-31,2.3834652850463738e-31,8.0376820869435264e-31,1.7873858407582968e-53,3.8960865704512306e-37,3.0289829195228606e-31,3.5190792240741175e-17,3.6776795238332366e-22,3.3150124845039273e-51,5.2426392570167294e-52,4.375450087677843e-31,1.8537102543967559e-31,1.0347898642031863e-33,3.0356543271465373e-35,2.8787369738584871e-24,4.1711907173774077e-36,1.038193106664467e-30,1.3933640515198526e-16,3.5604496220726066e-21,3.6438386076472947e-20,5.1586928766050011e-15,5.3624334448052272e-28,5.0314101018888409e-40,8.0828018248163709e-32,1.3670945033912894e-33,0.88168480800000004,0.0,0.0094599999999877352,0.10884999999999756,6.0869288876763075e-15,5.8031538817212856e-15,4.9409232371203406e-15,3.0916868397695202e-17,2.4962723771667993e-17,1.245307391990644e-17,2.1442782804681028e-17,6.062312002278798e-16,2.5243806950811964e-17,4.5160287811176119e-16,4.095921507034872e-16,7.0863748925495881e-16,1.8235030925887089e-18,1.0384716407030931e-17,6.339608270483791e-18,5.0656488350470363e-18,4.0219877153448798e-18,1.2286838574581149e-19,3.5738752499783457e-18,2.9536541809581524e-18,6.9371802520201892e-18,3.7774981137488681e-19,1.6158765917144087e-27,1.6046213144576315e-18,2.3370060127662274e-20,9.3329668019186879e-19
