Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890)
3.917479934999999e-06,0.003534254919063208,9.4780320241900583e-16,1.2475533888150764e-15,3.4515370389767758e-13,9.6803976716822543e-15,3.4299817642806009e-13,0.0,0.0,3.4332972042792997e-12,5.9218822352485775e-15,6.2337711862692809e-22,5.4320158342425128e-23,4.0514661840607359e-24,-2.6657594467689348e-45,7.7190427638123064e-33,7.4905232510120634e-25,1.4887608760918949e-13,7.7486733080257564e-16,7.4998597399989287e-37,7.0801225420745299e-34,2.2091231906719439e-23,7.4648655765255829e-27,3.1557007525678254e-26,3.7026509125172409e-21,4.000267707838349e-19,5.3873029057264081e-25,1.9380126654697744e-24,4.0269834592600025e-12,7.4338142829693222e-15,6.2617582320874805e-16,1.3463914316063243e-13,1.6610241483332581e-22,3.2908778967515163e-31,3.2950252700885237e-23,2.3018667286369432e-23,0.88168480800000004,0.0,0.0094599999919963984,0.10884999998442868,2.700720937112376e-13,2.0259872726983463e-13,2.4278216952818505e-13,3.6353583493662411e-14,2.1964113367041492e-14,1.1171658711886309e-14,7.3802584240996754e-14,1.6224727899887829e-12,1.0133397678890095e-13,2.9792014217535343e-12,2.4808733850932744e-12,1.8119946282035203e-12,8.5852790998952904e-13,3.7515605618988529e-14,6.2758525508022469e-14,6.0266564120321127e-13,5.4462821753729118e-13,3.5808453556363612e-14,1.7014096375696452e-13,4.5777626246248879e-15,8.1929141046972481e-13,2.7655886236361004e-15,6.3022916823817017e-23,5.8308569991057648e-14,6.8609695890714973e-13,1.6174203991879747e-13
4.400663755799999e-06,0.0035342549190643924,1.00772608628782e-15,1.4972505108558994e-15,3.8893051960109775e-13,1.163671704652366e-14,4.4798226306532607e-13,0.0,0.0,4.1781035539681334e-12,8.1066441093299143e-15,9.5194052349547793e-22,8.2769614810229285e-23,5.4495975684111522e-24,4.5586428942306103e-46,7.037026097444572e-33,1.0085387242733891e-24,1.7808302946136318e-13,1.0298891676330663e-15,1.3373979837365717e-36,-1.2886784498894109e-33,3.1085223248005612e-23,9.0162819869415964e-27,4.2527717619267091e-26,5.7844941618819153e-21,4.8190023372241931e-19,9.0655045193771463e-25,2.6258545310490683e-24,4.8635764111548316e-12,9.8794802490155222e-15,7.4410575687020644e-16,1.4307717871791368e-13,2.0013851270381075e-22,4.8362477371711065e-31,4.8399428890708578e-23,3.5511078307229109e-23,0.88168480800000004,0.0,0.0094599999909427603,0.10884999998236647,2.9121822365773823e-13,2.1307985962527293e-13,2.5738736029757216e-13,4.473278223603232e-14,2.630898414247081e-14,1.3460560581913591e-14,8.848112241612128e-14,1.7310517230147029e-12,1.2478248699015682e-13,3.2688538650396363e-12,2.7081333256364541e-12,1.9202852239524543e-12,1.0444488958659614e-12,4.5245824830074291e-14,6.6569671213825169e-14,7.3564891868660687e-13,6.6798337095650577e-13,4.8904293658690988e-14,1.8052668527837558e-13,5.0204910242466736e-15,1.0202852546691197e-12,3.3363540328809302e-15,6.686880247338922e-23,6.2425454970726542e-14,8.3434141881072565e-13,1.7321853089421811e-13
4.883847576599999e-06,0.0035342549190658717,1.0619208057397099e-15,1.7607836074289867e-15,4.2900930367754464e-13,1.3707035074604546e-14,5.6493661441531043e-13,0.0,0.0,4.9751626507972344e-12,1.073466744137473e-14,1.38722870059336e-21,1.2014447774344903e-22,7.0794854106880081e-24,-7.3560848896372545e-47,4.819824925593956e-33,1.3070430977117122e-24,2.0934291627064821e-13,1.3321607556631756e-15,2.2304546641843858e-36,6.2926290185178839e-34,4.2203733308354176e-23,1.0669351984108488e-26,5.5145737564799098e-26,8.5659480760658185e-21,5.6985961633759641e-19,1.4317539766119052e-24,3.4167459136167822e-24,5.7549613972464255e-12,1.2778090916109661e-14,8.6895018420082702e-16,1.5093434495464642e-13,2.3670881326586461e-22,6.7481455369017528e-31,6.7501371213024806e-23,5.2025849069021174e-23,0.88168480800000004,0.0,0.0094599999898761326,0.10884999998028388,3.1109321618218165e-13,2.2229106827821841e-13,2.7026370594438839e-13,5.351658691929747e-14,3.0636248805267113e-14,1.5762971873798817e-14,1.0310858797829605e-13,1.82677780625488e-12,1.4937486626555579e-13,3.5417226384711992e-12,2.9201243254708592e-12,2.015075429969694e-12,1.2451283691886279e-12,5.3026545616408761e-14,6.9904314434895082e-14,8.7773419234419659e-13,8.0040977135929105e-13,6.4357888594510448e-14,1.896126968366164e-13,5.4375448686835816e-15,1.2408460963279856e-12,3.9109488211747184e-15,7.0233424483628887e-23,6.6054882611604615e-14,9.9079477049578244e-13,1.8333612211801582e-13
5.3670313973999985e-06,0.0035342549190676203,1.1110183799419447e-15,2.0366982925892033e-15,4.6543836085709768e-13,1.5880550237560788e-14,6.9280712928832251e-13,0.0,0.0,5.820346509520102e-12,1.3834755371835133e-14,1.9455738976996732e-21,1.6763697611952804e-22,8.9401602288427373e-24,2.5426062916566618e-46,6.2240472632937438e-33,1.6423105618261278e-24,2.4253093059144731e-13,1.684793073757094e-15,3.5190609945051817e-36,-1.1638699894707761e-34,5.5648443735047087e-23,1.2415900034092132e-26,6.9308196581525093e-26,1.2149004264679947e-20,6.6354873367225497e-19,2.1479535227339399e-24,4.3032692035323162e-24,6.6967302879035697e-12,1.615945164659521e-14,1.0002319922000218e-15,1.5824775094977696e-13,2.7566505230622969e-22,9.0314235880537632e-31,9.0300104651328245e-23,7.3097468021203855e-23,0.88168480800000004,0.0,0.0094599999887975267,0.1088499999781827,3.2974670184303332e-13,2.3042939875245464e-13,2.8161569431409548e-13,6.2562545708537702e-14,3.4870470530647026e-14,1.8037635921422011e-14,1.1742797247819493e-13,1.9111713130041001e-12,1.7471079020725049e-13,3.7983965743684251e-12,3.1177551131325087e-12,2.0984811611531969e-12,1.459717619424031e-12,6.0717296964807091e-14,7.2837210639031941e-14,1.0281270255916931e-12,9.4112360893562138e-13,8.2137483560141297e-14,1.9760296535736876e-13,5.8298272237665742e-15,1.4801764358847063e-12,4.4789778101924959e-15,7.3192307472633362e-23,6.9254527468067583e-14,1.1544494386916067e-12,1.9225559895137936e-13
5.850215218199998e-06,0.003534254919069621,1.1555683073722452e-15,2.323700697196086e-15,4.9838992757894803e-13,1.8147644065167877e-14,8.3057392905191324e-13,0.0,0.0,6.709874235764962e-12,1.7433436313865134e-14,2.6430784804868271e-21,2.2636852156713144e-22,1.1029319649525328e-23,3.4424127327288597e-46,6.7978460386441571e-33,2.0119075478629433e-24,2.7752378943433922e-13,2.0907036193530729e-15,5.3003816864048421e-36,-1.2773933515757374e-34,7.1611592825143721e-23,1.4248456999120933e-26,8.4910382320648577e-26,1.6630307642865087e-20,7.6261410653057645e-19,3.0888118898648974e-24,5.2777233421611975e-24,7.6848580676995464e-12,2.0051513395118847e-14,1.1375047133757072e-15,1.6505256067849945e-13,3.1686007027505955e-22,1.1682375248417254e-30,1.1675400386251943e-22,9.9221930210449848e-23,0.88168480800000004,0.0,0.0094599999877079087,0.10884999997606457,3.4722950301624735e-13,2.3765825078675056e-13,2.9162344744984049e-13,7.1746689035244999e-14,3.8957413880305217e-14,2.0253425840420984e-14,1.3125415970616714e-13,1.9855714918645192e-12,2.0044161531074816e-13,4.0394867236932977e-12,3.3019009427683303e-12,2.1722586366250246e-12,1.687368707211883e-12,6.8211926812970464e-14,7.5430413381358467e-14,1.1861068121090976e-12,1.08939234340601e-12,1.0217517239091657e-13,2.0466680653866983e-13,6.1982749187000167e-15,1.7374556932235124e-12,5.0325819991689302e-15,7.5808145330643326e-23,7.2075337743889467e-14,1.3244560456524487e-12,2.0011903096269984e-13
6.333399038999998e-06,0.0035342549190718548,1.196052480525343e-15,2.6206341417587679e-15,5.2810068595109979e-13,2.0499709853121271e-14,9.7728016423572214e-13,0.0,0.0,7.6402731346638209e-12,2.1555175612093297e-14,3.4955462665101845e-21,2.9738687708664518e-22,1.3346067983984791e-23,-1.4388924965420141e-45,6.6048863559196163e-33,2.4138517117258116e-24,3.1420130025110627e-13,2.5526195063693948e-15,7.6795931830994802e-36,1.7342465662261018e-33,9.0275746655219708e-23,1.6160184995287494e-26,1.0186584247181837e-25,2.2100646292916926e-20,8.6670980903010181e-19,4.2872411642834578e-24,6.3339259074969014e-24,8.7156595774165833e-12,2.4480402513186139e-14,1.2803507815576181e-15,1.7138210496892591e-13,3.6014987374898377e-22,1.4691764457443068e-30,1.4676629252480922e-22,1.3085652825640263e-22,0.88168480800000004,0.0,0.0094599999866082016,0.10884999997393091,3.6359330934733106e-13,2.4411390110818058e-13,3.0044617066325922e-13,8.0963942875996234e-14,4.2859988616671517e-14,2.2387797947828733e-14,1.4446026127752896e-13,2.0511618867106336e-12,2.2627165930680403e-13,4.2656216444448766e-12,3.4734005812740135e-12,2.2378730215042351e-12,1.9272470926203548e-12,7.5433414189006798e-14,7.7735693915056074e-14,1.3510199732227768e-12,1.2445352045592108e-12,1.2438002876652853e-13,2.1094548185551968e-13,6.5438513536133953e-15,2.0118514651223013e-12,5.5660562494595903e-15,7.8133244053018587e-23,7.4562169434791411e-14,1.5000927501772989e-12,2.0705145666277064e-13
7.2997666805999986e-06,0.0035342549190769575,1.2664570312697639e-15,3.2402729013062416e-15,5.7893704729071225e-13,2.5428797752059248e-14,1.2940311781481458e-12,0.0,0.0,9.6111939863141488e-12,3.1456209709855394e-14,5.7269935874235645e-21,4.8010609510212776e-22,1.8651015196508005e-23,2.3423043431030327e-46,9.3367876118219618e-33,3.3044945007830031e-24,3.9214888735969036e-13,3.6544606887619874e-15,1.4664594827607116e-35,6.6120799404643782e-35,1.3638937095705749e-22,2.0196670204122327e-26,1.3937974712690258e-25,3.6341243191710465e-20,1.0886571896022011e-18,7.5831488335125293e-24,8.6611946511655902e-24,1.0892084502809406e-11,3.5044398686099849e-14,1.5812292548429855e-15,1.8273983726239087e-13,4.5245785967193679e-22,2.1728466903992821e-30,2.1687495805670327e-22,2.1229626121003449e-22,0.88168480800000004,0.0,0.0094599999843818401,0.10884999996962247,3.9317293916173695e-13,2.55136566988044e-13,3.1508022358356133e-13,9.9164780638114043e-14,5.0033739686591013e-14,2.6357971666925432e-14,1.6874279947306297e-13,2.1599553091261829e-12,2.7729156234101413e-13,4.6756012681052007e-12,3.7816304657758559e-12,2.3492465706745304e-12,2.4404486089733488e-12,8.8870677574947982e-14,8.1646234343169975e-14,1.6993383058706142e-12,1.5729728474285271e-12,1.7484918096683692e-13,2.2159412979052615e-13,7.1703366200337383e-15,2.6086474757309889e-12,6.5588019493209214e-15,8.2076662289745713e-23,7.8687122069853397e-14,1.8659076097880984e-12,2.1855042099669936e-13
8.169497558039999e-06,0.0035342549190821872,1.3196537121716396e-15,3.8226002320595212e-15,6.1639211679947376e-13,3.00861557692417e-14,1.6016375386228904e-12,0.0,0.0,1.1495375271769578e-11,4.2364472057460387e-14,8.4169361073338553e-21,6.9557049768572296e-22,2.4178084494204487e-23,5.7427147934539552e-46,1.1425614009256228e-32,4.1925054661572427e-24,4.6694701462621015e-13,4.8613317145559669e-15,2.4099320147987101e-35,-1.5464381167666863e-34,1.8876426722991312e-22,2.4042724319802164e-26,1.7670892044360403e-25,5.3324636890987826e-20,1.3023766478869119e-18,1.1734128661480034e-23,1.0965273973219045e-23,1.2965792057994522e-11,4.6614752018571539e-14,1.8674338150022307e-15,1.9163530996529245e-13,5.4135119280372212e-22,2.9130721855467537e-30,2.9053510309953524e-22,3.0825926077829525e-22,0.88168480800000004,0.0,0.0094599999823512804,0.10884999996570399,4.1649164620970886e-13,2.6336307186814144e-13,3.2544144681222132e-13,1.1495302497636695e-13,5.5739313941247528e-14,2.9558508270111925e-14,1.8806003472994432e-13,2.2369831620403863e-12,3.2156045689057177e-13,4.9999416776698861e-12,4.0234277076745735e-12,2.4317772184239242e-12,2.9362757327533049e-12,9.9706092422129563e-14,8.4541853667801439e-14,2.0311724288482299e-12,1.8862731388976137e-12,2.2654313973816904e-13,2.2947717012572039e-13,7.665919885767253e-15,3.1959841039457362e-12,7.3593853744210935e-15,8.4995958816993744e-23,8.1607445350992835e-14,2.2091241398290067e-12,2.2669123172329496e-13
9.039228435479999e-06,0.0035342549190879413,1.3649099275913132e-15,4.4238957997133334e-15,6.4751710544524171e-13,3.492026268129562e-14,1.92683255997217e-12,0.0,0.0,1.3469446443794173e-11,5.526911222920766e-14,1.18391987175183e-20,9.6379478162202729e-22,3.0405755837845573e-23,-5.3912666751347747e-45,5.9829846666509378e-33,5.1498857800233325e-24,5.4554703586054301e-13,6.2840550857753934e-15,3.719489699489882e-35,5.9579332499715938e-33,2.5229617917916447e-22,2.8062343071146605e-26,2.1687650815120498e-25,7.464257597278371e-20,1.5275802816135198e-18,1.7167770133089915e-23,1.3433865198383868e-23,1.5133053566431142e-11,6.0253915065950757e-14,2.1663744308858412e-15,1.9943181540162075e-13,6.350267652047239e-22,3.7435074976219145e-30,3.7307208074301659e-22,4.2752068187701453e-22,0.88168480800000004,0.0,0.0094599999802988648,0.10884999996175254,4.3699190554791362e-13,2.7036062995993159e-13,3.337005513973568e-13,1.2994975780674185e-13,6.0765645241099607e-14,3.2408008094185937e-14,2.0507914495940637e-13,2.298383294900577e-12,3.6361739769103481e-13,5.2859289667802579e-12,4.2355682271366742e-12,2.5015589968483303e-12,3.4599798411437507e-12,1.0935441358572796e-13,8.6988605043348786e-14,2.3778401760500509e-12,2.2135064627326162e-12,2.8347458431001697e-13,2.3613684014836901e-13,8.1028726412718017e-15,3.8260854725671287e-12,8.0722870854597274e-15,8.746223858368809e-23,8.3935240924784711e-14,2.5633546998038187e-12,2.3318027796593159e-13
9.908959312919999e-06,0.0035342549190941564,1.4035372862306875e-15,5.0406656782528497e-15,6.7357510529380208e-13,3.9904944470412063e-14,2.266707468163752e-12,0.0,0.0,1.5521256112751936e-11,7.0256595836840596e-14,1.6074645855653128e-20,1.2884645007141916e-21,3.733205870556199e-23,1.258269612752122e-45,1.5238651282818077e-32,6.16812587597054e-24,6.2743208117802153e-13,7.9325867364808903e-15,5.4639374935303335e-35,-8.6386489118652734e-34,3.2772127827277023e-22,3.2232117340745526e-26,2.5949989928353474e-25,1.0061657905797857e-19,1.7627549490360684e-18,2.4021282179700136e-23,1.6044339701121408e-23,1.7381245930175786e-11,7.6057252735617978e-14,2.4764774756914902e-15,2.0626523997955006e-13,7.328545422777828e-22,4.6544097244954238e-30,4.6349424343221684e-22,5.7156567067068245e-22,0.88168480800000004,0.0,0.0094599999782273552,0.10884999995777253,4.5496240188871787e-13,2.7639008562121166e-13,3.4028439707752824e-13,1.4403948788459192e-13,6.5180526665241857e-14,3.4931643738402733e-14,2.20027936140106e-13,2.3473294262538446e-12,4.0313544387429038e-13,5.5372808438502531e-12,4.4215981475121043e-12,2.5613739220590343e-12,4.0078361432743809e-12,1.1789975543077115e-13,8.9084714174019239e-14,2.7373212723748589e-12,2.5523882958376756e-12,3.4501514814599406e-13,2.4184108949281898e-13,8.4868852577633563e-15,4.4945798424660482e-12,8.7036991347650149e-15,8.9574718814734185e-23,8.5791122211731573e-14,2.9269467273407583e-12,2.3835386035098042e-13
9.999999999999997e-06,0.003534254919100768,1.4072425942417127e-15,5.1059992789052014e-15,6.7605436349176232e-13,4.0434510830871011e-14,2.3030339454765891e-12,0.0,0.0,1.5740088438825491e-11,7.1948989229777724e-14,1.6568220264053705e-20,1.3258462031378387e-21,3.8097315213978614e-23,2.6930413655998551e-45,1.7047681082985762e-32,6.2778894757303288e-24,6.3617433471689316e-13,8.1185651852351829e-15,5.6744081827590126e-35,-2.3136684596269743e-33,3.3633145197196375e-22,3.2676435331817987e-26,2.6408861156843403e-25,1.0361620047455218e-19,1.7878926020166391e-18,2.4825851793909738e-23,1.6324931130769539e-23,1.762080475681929e-11,7.7840068613849135e-14,2.5095259539549312e-15,2.0692990320695063e-13,7.4331151696900039e-22,4.7540468098660675e-30,4.7337805834725878e-22,5.8812940593229194e-22,0.88168480800000004,0.0,0.0094599999780095086,0.10884999995735441,4.5670849961109983e-13,2.7697346279767961e-13,3.408911624851434e-13,1.4545971549211271e-13,6.5610644844539372e-14,3.5178407991749787e-14,2.214842768071909e-13,2.3518403027498763e-12,4.0711900766015727e-13,5.5617356958321318e-12,4.4396940304119018e-12,2.5671460376889617e-12,4.0664417721820239e-12,1.1873532505030881e-13,8.92869302236778e-14,2.7756210572898854e-12,2.5884547377544241e-12,3.5170009207783098e-13,2.4239133999073756e-13,8.5242460497590727e-15,4.5666077698624321e-12,8.7654389636153331e-15,8.9778496627557084e-23,8.5962172441424027e-14,2.9654926367110268e-12,2.388306948427642e-13
1.077869019036e-05,0.003534254919100768,1.4366045283627897e-15,5.6699999530902997e-15,6.9561575488449181e-13,4.5018349626185986e-14,2.6189255425564835e-12,0.0,0.0,1.7640309090519852e-11,8.7401635576181356e-14,2.1201798626747246e-20,1.6727427312304837e-21,4.4949880402413395e-23,5.3036974367911803e-45,2.0304207521871254e-32,7.2381300535267691e-24,7.1214283316171532e-13,9.8155132361778816e-15,7.7087779039440098e-35,-4.3237874820931392e-33,4.1569504650322873e-22,3.6531935862314075e-26,3.04189492149517e-25,1.3152120329393201e-19,2.0065518474161834e-18,3.2416501575166304e-23,1.8773887498298489e-23,1.9699533766262327e-11,9.4107008803139261e-14,2.7963659234503317e-15,2.1225681306916044e-13,8.3427278570981246e-22,5.636978162404881e-30,5.6090657449157219e-22,7.4164355619322963e-22,0.88168480800000004,0.0,0.0094599999761389563,0.10884999995376758,4.7067699492564726e-13,2.8164181187281346e-13,3.4553272154095181e-13,1.5718037295527423e-13,6.906664388096604e-14,3.7165855731827293e-14,2.3318545907263408e-13,2.3863468559491521e-12,4.3999500632976758e-13,5.7575717411590955e-12,4.5847067338113903e-12,2.613240951594635e-12,4.5765151221030253e-12,1.2546485160135381e-13,9.0901425078142515e-14,3.1079500371113179e-12,2.9010229899449833e-12,4.106058644145905e-13,2.4678422971666443e-13,8.8234271100282243e-15,5.1974096574086459e-12,9.2626766982913926e-15,9.1405350542056596e-23,8.7270467047704111e-14,3.2986070745998176e-12,2.4247776553424411e-13
1.16484210678e-05,0.003534254919107727,1.4649922319250667e-15,6.3094600484466656e-15,7.1446516411994803e-13,5.0242118615088435e-14,2.9816280597067171e-12,0.0,0.0,1.9817527668060169e-11,1.0676883961103281e-13,2.7297681594700076e-20,2.1194026882977538e-21,5.3257179365710696e-23,-5.1728034551467289e-45,1.0545768582217156e-32,8.3533868539822271e-24,7.9927518801735952e-13,1.1940208830494653e-14,1.05203331729513e-34,5.5080411966728636e-33,5.1680113853608948e-22,4.0944508170071362e-26,3.5067171316528931e-25,1.6759534841166883e-19,2.2577817020487121e-18,4.2462126951612139e-23,2.160706185405757e-23,2.2078599969471784e-11,1.144738109857416e-13,3.1248373606467285e-15,2.1751417785545169e-13,9.3878630394445159e-22,6.6839618881507619e-30,6.6457136758901462e-22,9.388321953514137e-22,0.88168480800000004,0.0,0.0094599999740354063,0.10884999994974068,4.8439156728759912e-13,2.8625846461586056e-13,3.4971628940639976e-13,1.6938152028809075e-13,7.250712199445201e-14,3.9150441026151785e-14,2.4483281264856887e-13,2.4174484091796488e-12,4.7422008918828504e-13,5.9501828545389525e-12,4.7277460156423219e-12,2.6586621273503864e-12,5.1630742428568816e-12,1.3218414033458265e-13,9.2491702965141608e-14,3.4883525210394661e-12,3.2578515325767312e-12,4.7976927373826984e-13,2.5111068546378473e-13,9.1176704395144999e-15,5.9308636627490893e-12,9.7591467849661853e-15,9.3007613032643777e-23,8.8449521060678937e-14,3.6772978254994818e-12,2.4576452215030689e-13
1.251815194524e-05,0.003534254919114989,1.4894315028904672e-15,6.9569951123074183e-15,7.3075396697658662e-13,5.5560766797983766e-14,3.3533394812407332e-12,0.0,0.0,2.2045059219277042e-11,1.2841408504785306e-13,3.4437894672149476e-20,2.6308599472329608e-21,6.2257516488790237e-23,6.0531344555220929e-46,2.2036886132730525e-32,9.5093958901497031e-24,8.8847608465772808e-13,1.4312982655606102e-14,1.3967737907429633e-34,-7.7947598461771899e-34,6.3155797614852051e-22,4.5454977227421875e-26,3.9873473114071859e-25,2.090450412738417e-19,2.515403725813652e-18,5.425554088262945e-23,2.4533047640933568e-23,2.4510429430788451e-11,1.3721808174011256e-13,3.4608440648635007e-15,2.2213246102007222e-13,1.0459617978604336e-21,7.7892876416246294e-30,7.7387051242337503e-22,1.1640563413196926e-21,0.88168480800000004,0.0,0.0094599999719180792,0.10884999994569433,4.9634214535403125e-13,2.9034943425566162e-13,3.5305093252373675e-13,1.8068507258020504e-13,7.5578197543613107e-14,4.0924005797353349e-14,2.5522811730188704e-13,2.442239049164246e-12,5.0592790058007166e-13,6.1182679328723675e-12,4.8532537096279056e-12,2.6987799929990498e-12,5.7649336512940088e-12,1.3818825195230234e-13,9.3895803188702875e-14,3.8773940562008054e-12,3.6216007746565563e-12,5.5210732217654846e-13,2.549301954978374e-13,9.3744383474211013e-15,6.6915857773509339e-12,1.0202759655356145e-14,9.4422142271652635e-23,8.9389484242198388e-14,4.0621694677403264e-12,2.4838482338435729e-13
1.338788282268e-05,0.003534254919122516,1.5105336511080414e-15,7.6108772905782856e-15,7.4496498050652532e-13,6.0961206169802534e-14,3.7328759597036411e-12,0.0,0.0,2.4316114889386506e-11,1.5238569477289832e-13,4.2697059901846614e-20,3.2092484547981311e-21,7.194772246645922e-23,8.6114710724292148e-45,3.0720696225791599e-32,1.0700429156812155e-23,9.7943846707918426e-13,1.6939215353056223e-14,1.8117022123625978e-34,-6.5240206424578795e-33,7.6042639569451515e-22,5.0050546889153953e-26,4.4813212909793902e-25,2.5605008564792687e-19,2.7785112614936119e-18,6.7884976193561844e-23,2.753842337537005e-23,2.6988128773036314e-11,1.6239134736978835e-13,3.8034748030052455e-15,2.261954088823903e-13,1.1554216756506507e-21,8.9479880058531322e-30,8.8829790265829612e-22,1.4181222398078725e-21,0.88168480800000004,0.0,0.0094599999697880747,0.10884999994163046,5.0674406150027927e-13,2.9400026071490164e-13,3.5570909909243604e-13,1.9115165034450532e-13,7.8345572380054786e-14,4.2521253777217343e-14,2.6459397848722409e-13,2.4620006535148639e-12,5.3528785493851161e-13,6.2647319810627791e-12,4.9634785480785472e-12,2.734480437729296e-12,6.3798442851601638e-12,1.4359471875719799e-13,9.5144911197252276e-14,4.2741356787412989e-12,3.9912364599470927e-12,6.2729256634796193e-13,2.5832774977054233e-13,9.5981725722170074e-15,7.4765697882112709e-12,1.0602200155068517e-14,9.5680410327487925e-23,9.0138822368509889e-14,4.4525169821913608e-12,2.5047374036875953e-13
1.425761370012e-05,0.0035342549191302738,1.5288106549959275e-15,8.2696507256665666e-15,7.5747712090803381e-13,6.6432368153627989e-14,4.1192723146506952e-12,0.0,0.0,2.6624832304839561e-11,1.7872544934814233e-13,5.2148917843356134e-20,3.8564534264283657e-21,8.2325942613462376e-23,-6.8050561705819821e-45,1.7423130328306042e-32,1.1922309156763145e-23,1.0718960822691682e-12,1.9823482088253933e-14,2.3033737799234616e-34,6.9193935091930934e-33,9.0381605009977761e-22,5.472021770815017e-26,4.987005478631735e-25,3.0876724286114069e-19,3.0463169495433259e-18,8.3430999977153559e-23,3.0614262394600889e-23,2.9505774312981621e-11,1.9003741680979324e-13,4.1519383348007429e-15,2.2977645012968659e-13,1.2668380997249993e-21,1.0155923007928712e-29,1.0074315331746302e-21,1.7017342111886808e-21,0.88168480800000004,0.0,0.0094599999676462879,0.10884999993755085,5.1579182495873347e-13,2.9727862434001972e-13,3.5782824032816191e-13,2.0085027524083777e-13,8.086399811976795e-14,4.3972047169812526e-14,2.731159619400231e-13,2.4777547732296759e-12,5.624931730538309e-13,6.3922216645217564e-12,5.0604054837604668e-12,2.7664586356044962e-12,7.005852393344152e-12,1.4850472301036176e-13,9.6263478168858861e-14,4.6777976860153223e-12,4.3659208554949795e-12,7.0505626350310047e-13,2.6136996730346832e-13,9.7929190848765156e-15,8.2831427464290849e-12,1.09649459378445e-14,9.6807086834702631e-23,9.073603261503569e-14,4.8477506603770997e-12,2.5213853015144966e-13
1.512734457756e-05,0.003534254919138234,1.544691593492894e-15,8.9320880441978041e-15,7.6859115465148823e-13,7.1964881686106385e-14,4.5117330610853458e-12,0.0,0.0,2.8966153277176982e-11,2.0746947934808877e-13,6.2866453523200004e-20,4.5741457108605604e-21,9.3397000678839554e-23,-1.7540525586496137e-45,2.7952894941138309e-32,1.3172864161064962e-23,1.1656186315488598e-12,2.2969661007814961e-14,2.8786673397698275e-34,1.0151177248216347e-33,1.0620914808527086e-21,5.9454567355279254e-26,5.5032766038202831e-25,3.6733340661861632e-19,3.3181390329725245e-18,1.009678507276716e-22,3.3755728045948228e-23,3.2058277993209608e-11,2.2019342086097489e-13,4.5055484446383084e-15,2.3293971202585491e-13,1.3799272851701458e-21,1.1409579588061025e-29,1.1309130912014111e-21,2.0155108157149452e-21,0.88168480800000004,0.0,0.0094599999654934458,0.10884999993345688,5.2365959354327248e-13,3.0023885528676255e-13,3.5951753759259239e-13,2.0985236612278737e-13,8.3178420302709456e-14,4.5301524432484008e-14,2.809464265239696e-13,2.4903134065959306e-12,5.8774396171871947e-13,6.5031251347587428e-12,5.1457795876670162e-12,2.7952685691929001e-12,7.6412654236071894e-12,1.5300346536260155e-13,9.7270973999000153e-14,5.0877289967656143e-12,4.7449760070981729e-12,7.8517763348571373e-13,2.6410988199793203e-13,9.9623280438426076e-15,9.1089421421571143e-12,1.1297294063031953e-14,9.7821811016585278e-23,9.1212150668069969e-14,5.2473728168818638e-12,2.5346577295448682e-13
1.5997075455e-05,0.003534254919146374,1.5585382031400319e-15,9.5971531892394257e-15,7.7854355756778481e-13,7.7550798129134854e-14,4.909599738220855e-12,0.0,0.0,3.133571525903431e-11,2.386490463239926e-13,7.4921961933371735e-20,5.3638061608472897e-21,1.0515733640384519e-22,1.3687546181563726e-44,4.1285574526902184e-32,1.4447746999415027e-23,1.2604073317969895e-12,2.6381027762928673e-14,3.5441160652128321e-34,-9.3670365979046442e-33,1.2355774742599411e-21,6.4245482118015992e-26,6.0282128535891986e-25,4.3186771517941265e-19,3.5933883699683892e-18,1.2056430768013328e-22,3.6952683425310745e-23,3.4641269598007482e-11,2.5289071789422794e-13,4.8637105203519978e-15,2.3574109071901433e-13,1.494443815388394e-21,1.2705937471564997e-29,1.2584342686728613e-21,2.3599953223444743e-21,0.88168480800000004,0.0,0.0094599999633301537,0.10884999992934984,5.305022724047067e-13,3.0292546844077345e-13,3.6086406550180281e-13,2.1822838189448686e-13,8.532547972125925e-14,4.6530627190815601e-14,2.8820960331004149e-13,2.5003239705866116e-12,6.1123775395434564e-13,6.5995795810122361e-12,5.2211291089701209e-12,2.8213608486630545e-12,8.2846208960050662e-12,1.5716194101259424e-13,9.8183223454194843e-14,5.5033824504439897e-12,5.127853175316042e-12,8.674752881685906e-13,2.6659058828422974e-13,1.0109665589414467e-14,9.9518899901155284e-12,1.1604492069757755e-14,9.874054159131587e-23,9.1591792804901928e-14,5.6509589179964215e-12,2.5452410820591905e-13
