Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849)
1e-12,0.002385337571144126,4.8944523118228423e-25,1.1512421524309815e-31,1.1228436093399993e-31,1.1003263708352448e-30,3.7439116223968823e-38,0.0,0.0,9.55940386261838e-22,4.1704159765969838e-31,1.4018856208668967e-46,2.0403727398045335e-47,3.4891802396008659e-49,2.107302578891425e-79,1.7539702458457543e-53,3.894720283985302e-43,1.7165134599262237e-27,2.0919103292642899e-36,1.1642352102990919e-80,2.5356104046099406e-72,2.3102241902600225e-46,1.2222983520512953e-46,6.6006811476406913e-44,5.3517653201847854e-60,7.8244538237190515e-39,2.5834093333401738e-58,2.156845403322082e-45,2.15126914891897e-26,2.103861133094839e-35,6.1425116139660321e-30,7.9912126564925984e-21,1.670121746063167e-46,2.5277820345837438e-62,4.1421453173297747e-50,1.2599968429841229e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.8220770066250025e-21,8.8219842238308249e-21,7.991169350310885e-21,4.2349315078648232e-22,3.5512253081000139e-22,1.7756127889027612e-22,8.6709987346199216e-26,2.4435527534005451e-25,1.0359007359087696e-25,1.7747908987512828e-25,1.8788839262755503e-25,2.7047853093146058e-25,3.1536157622282574e-32,4.3249624250021199e-26,9.9109201074806288e-28,6.8715233241452199e-28,5.6500329857055462e-28,4.364692929896738e-29,1.9572993146554784e-31,2.1205102021999941e-27,1.0917781581154756e-27,9.333566731685454e-29,5.7681731828038319e-39,1.4003295503911924e-28,1.6956350881845023e-34
1.023e-12,0.002385337571144126,5.0070019069402019e-25,1.1910390627949758e-31,1.1620183087406079e-31,1.1387053066731999e-30,3.8971391255151129e-38,0.0,0.0,9.7792096031647721e-22,4.3158753271940517e-31,1.4592372622571319e-46,2.1238810024113659e-47,3.6425975241112904e-49,2.2031853737489154e-79,1.825745810337968e-53,4.0305718341239487e-43,1.7763828885077512e-27,2.1775159914900768e-36,1.2180712288293118e-80,2.647097919681799e-72,2.4047639638111431e-46,1.2723155583804122e-46,6.830710060993624e-44,5.5952805295088012e-60,8.1446479667748593e-39,2.7009545568955374e-58,2.2451076043316204e-45,2.2263024523510462e-26,2.1899558489580733e-35,6.3567539615641871e-30,8.1749556337095891e-21,1.7435562790886263e-46,2.6427958010128141e-62,4.3242740511970764e-50,1.3152946342952082e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.0249246724563045e-21,9.0248286535390347e-21,8.1749108170755317e-21,4.3322947950862969e-22,3.6328698434896718e-22,1.8164350613006434e-22,8.9734209142035674e-26,2.5287804299402726e-25,1.0720302834791111e-25,1.8366932453324016e-25,1.9444168094858478e-25,2.7991244052095384e-25,3.2826687889239432e-32,4.4758059348552831e-26,1.0256594916778186e-27,7.1111918843575802e-28,5.8470977829025225e-28,4.5169224287616737e-29,2.0373960326165127e-31,2.1944667279076817e-27,1.1298578623278786e-27,9.6591786765882973e-29,6.0021708358560803e-39,1.4491741452714263e-28,1.7650254339892381e-34
2.047e-12,0.002385337571144126,1.001912742723793e-24,4.7056476063250986e-31,4.6583139920062836e-31,4.5578477376032116e-30,3.1245080052372656e-37,0.0,0.0,1.956563796017166e-21,1.7272862337993984e-30,1.1635224341451788e-45,1.7032648429583222e-46,5.8302543558463686e-48,7.0492702001608733e-78,1.4612084330514875e-52,1.6136592760117801e-42,7.1089692935312412e-27,1.7430143816971901e-35,7.6721850590321448e-79,4.2348692218210612e-71,1.9249771928038273e-45,1.0178941761094567e-45,2.7203920501248323e-43,1.7934134227658966e-58,6.5194494599446994e-38,8.6476669100868391e-57,1.7969131076064895e-44,8.9096871685837134e-26,1.7529719738421115e-34,2.5439804845986118e-29,1.6355196771177142e-20,2.7909382393009056e-45,8.4596569512918445e-61,6.9223609914521773e-49,2.0775474093371862e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8055774673313894e-20,1.8055390413441253e-20,1.6355017419746607e-20,8.6654681469938131e-22,7.2664782809790324e-22,3.6332396987001922e-22,3.5904626428741793e-25,1.0120154836182534e-24,4.289420719978669e-25,7.3505258737153195e-25,7.7815783759588523e-25,1.1202066011833542e-24,2.6276441469919145e-31,1.7908627774626518e-25,4.1043956183031971e-27,2.8458583618404539e-27,2.3399759223658633e-27,1.8073344430704296e-28,1.6307553705055087e-30,8.7795597040383286e-27,4.5216944623348702e-27,3.8704378485916727e-28,4.3245205947010228e-38,5.801699778828096e-28,1.4131481586295174e-33
4.095e-12,0.002385337571144126,2.0048264471541932e-24,1.8709387699053416e-30,1.8700587906390134e-30,1.8241249255144934e-29,2.5081918958596009e-36,0.0,0.0,3.9139672654220264e-21,6.9111931548651325e-30,9.2386439617558516e-45,1.3679951442197519e-45,9.3259173375965635e-47,2.2518198838410154e-76,1.1688697587692771e-51,6.4609138901229385e-42,2.8440985076140836e-26,1.3947308726142949e-34,4.8710120785088693e-77,6.7675585563391238e-70,1.5404302792430292e-44,8.1363343839559607e-45,1.0779227059075676e-42,5.7481696000081051e-57,5.216729791071876e-37,2.7673822914515983e-55,1.4375307246825419e-43,3.5646501791332223e-25,1.4026987455910136e-33,1.0178139532625086e-28,3.2714416098647155e-20,4.4650885659084563e-44,2.7060633950647022e-59,1.1076119494135777e-47,3.3030832719789487e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6116351303039114e-20,3.6114814000396118e-20,3.2713698578759442e-20,1.7325381757488062e-21,1.4528306233859635e-21,7.2641553479128098e-22,1.4359294120324417e-24,4.0489005238648923e-24,1.715456707117961e-24,2.9408972406033652e-24,3.1133090426492537e-24,4.4817524040393319e-24,2.102595479796318e-30,7.1621327685076846e-25,1.6418714610831985e-26,1.138552174441325e-26,9.361627152007132e-27,7.228168103164472e-28,1.3047454154285027e-29,3.5104129659373945e-26,1.8090638609630072e-26,1.5523687009215306e-27,2.8805401218043035e-37,2.3228560554753106e-27,1.1312811984878108e-32
8.191e-12,0.002385337571144126,4.0126072776292458e-24,7.4642142091961233e-30,7.5312279822483056e-30,7.3015184016379768e-29,2.0193867727800381e-35,0.0,0.0,7.829245325793513e-21,2.765029303905153e-29,7.2792422135675647e-44,1.1024371190633415e-44,1.4906186172167748e-45,7.1753793017689951e-75,9.3451185830262449e-51,2.5882356548944802e-41,1.1376008667453709e-25,1.1157835998826861e-33,3.1053995061005256e-75,1.079655715958666e-68,1.2324961429880947e-43,6.4952106963837053e-44,4.2303365135512219e-42,1.8438222725406027e-55,4.1733408200677383e-36,8.8519473697837789e-54,1.1494974183484761e-42,1.4259198488896327e-24,1.1221578516081282e-32,4.0714295729610679e-28,6.5427803743464412e-20,7.1393105827007017e-43,8.6484422539442529e-58,1.7714170972020761e-46,5.2699689373179413e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.2233011634581033e-20,7.2226862735979608e-20,6.5424933878786123e-20,3.4619516521365488e-21,2.9030439617080749e-21,1.4515228714101586e-21,5.7394191409021557e-24,1.6195944656420244e-23,6.8566422869841465e-24,1.1764459860194975e-23,1.2453762631388895e-23,1.7927370867740307e-23,1.6820726593009271e-29,2.8626745553017208e-24,6.5658121417396887e-26,4.5540894902455796e-26,3.7445579539210923e-26,2.88919713999839e-27,1.0435433572362514e-28,1.4024872541808725e-25,7.2364999057946025e-26,6.2405406652398946e-27,1.7214492778006745e-36,9.3051835538105576e-27,9.0582655612533595e-32
1e-11,0.002385337571144126,4.9010681947441747e-24,1.2405925339852633e-29,1.2609445733885396e-29,1.2146191395374702e-28,5.185523649476813e-35,0.0,0.0,9.5588454281824079e-21,4.5972893667899986e-29,1.8153911355883446e-43,2.8340316493532749e-44,6.41606321837768e-45,5.5851374891562149e-74,2.3766210092191247e-50,4.3088131406831614e-41,1.8909684209029686e-25,2.8400801306650177e-33,4.6236654843723225e-74,4.6328646390185556e-68,3.1376962271079494e-43,1.6484087361117427e-43,6.8958227709326272e-42,1.4522902758885402e-54,1.0622551724996245e-35,6.9380936579335017e-53,2.9240387322865683e-42,2.3704152388990852e-24,2.8563048058738116e-32,6.768253109253321e-28,7.9871223991348007e-20,3.0747151301558051e-42,6.7682149015140292e-57,7.6321077851976403e-46,2.2712646033336204e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.8179981160490901e-20,8.8169760383916714e-20,7.9866453788484683e-20,4.2234854025456402e-21,3.5416360040528508e-21,1.7708194791618414e-21,9.5330751798797808e-24,2.6923159055886467e-23,1.1388676683654323e-23,1.9557624258148298e-23,2.0702846481421933e-23,2.980134560552455e-23,4.2814870050848286e-29,4.7547916825566975e-24,1.0911416365035586e-25,7.5700635825638862e-26,6.2244237901450014e-26,4.7990713431346477e-27,2.6553145226686594e-28,2.3284048061958113e-25,1.2029682210919846e-25,1.0428365832835303e-26,3.3529882268370509e-36,1.5492328561941319e-26,2.3084861503975558e-31
1.6383e-11,0.002385337571144126,8.0359747917284662e-24,2.9842598721268041e-29,3.0527778463956994e-29,2.9240468741434128e-28,1.6357138731818166e-34,0.0,0.0,1.5661685369336801e-20,1.1062361772204019e-28,5.6524841778991365e-43,8.9439088670650714e-44,2.3795340658515896e-44,2.2760310504615014e-73,7.4650581072290826e-50,1.0379817060964612e-40,4.5492023060262104e-25,8.9242065850506564e-33,1.984239421958767e-73,1.7170251347637273e-67,9.8601352193340539e-43,5.1729526692789787e-43,1.630090777970294e-41,5.9260642252715597e-54,3.3378390976604112e-35,2.829555845199461e-52,9.1854523347557951e-42,5.7030377233824077e-24,8.975188171864882e-32,1.6283910727911937e-27,1.3083438122862883e-19,1.1404667994084298e-41,2.7598073953847593e-56,2.8311371832447879e-45,8.4258587384295015e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4444836506534591e-19,1.4442377679452061e-19,1.3082290574183231e-19,6.9105334560897136e-21,5.7948880804965768e-21,2.8974475871104256e-21,2.2918872027195512e-23,6.4773800024262874e-23,2.7379818504519838e-23,4.705556143456401e-23,4.9809481204893941e-23,7.1698294611205433e-23,1.3453439337389213e-28,1.1431067870101476e-23,2.6244745141872343e-25,1.8211833970218796e-25,1.4974552940292714e-25,1.1538002818324662e-26,8.3423987398909148e-28,5.5954759695520053e-25,2.8942276270408197e-25,2.5204976139502783e-26,9.1098224511041518e-36,3.7323476481730486e-26,7.257726719905335e-31
3.2767e-11,0.002385337571144126,1.611387065627053e-23,1.195401456285066e-28,1.2533450453867154e-28,1.1722516687008002e-27,1.3408696568938317e-33,0.0,0.0,3.1334096642777881e-20,4.4263056498559874e-28,4.2741251187181426e-42,7.3467782521529902e-43,3.789462845505662e-43,7.1565245055857311e-72,5.9537730053951141e-49,4.170101920208387e-40,1.8185427688785599e-24,7.1352528699493572e-32,1.2696986251966666e-71,2.7141349037865407e-66,7.8874551324923245e-42,4.1012155502698423e-42,6.0715466050113073e-41,1.9125393388046306e-52,2.6686336427419479e-34,9.0338616700429094e-51,7.3307312314747452e-41,2.280478216683948e-23,7.1760136134145924e-31,6.5114799409289843e-27,2.6156679483918071e-19,1.8187148876970971e-40,8.7813335792398369e-55,4.5192788833608803e-44,1.349527740834159e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8880723881460909e-19,2.8870895392422413e-19,2.6152092914292977e-19,1.3766969568009635e-20,1.1544456399577887e-20,5.7722422635233758e-21,9.135760391749719e-23,2.5899000333810257e-22,1.0913640191548928e-22,1.8818548178116142e-22,1.9917384599009323e-22,2.86675587259163e-22,1.075649901428897e-27,4.5563528783130413e-23,1.0482138449721372e-24,7.2804112761323594e-25,5.986300012227624e-25,4.5997947056712317e-26,6.6636817158899434e-27,2.2264782205155334e-24,1.157280445492846e-24,1.0273904081920503e-25,4.335133259608612e-35,1.5010057488493671e-25,5.8232361206495683e-30
6.5535e-11,0.002385337571144126,3.2393806560361137e-23,4.8008034171406375e-28,5.2729517076549977e-28,4.709774529903649e-27,1.1246899833979001e-32,0.0,0.0,6.2709007939898215e-20,1.7715232742269755e-27,3.0902882974722861e-41,6.1656495233719665e-42,6.0066830540102328e-42,2.2125807120246948e-70,4.7337328276345214e-48,1.6787817876228851e-39,7.26473184556508e-24,5.7013118533333386e-31,8.135675373885107e-70,4.2400490842166086e-65,6.3085104551948422e-41,3.222829807787168e-41,2.1315089681472288e-40,6.2238505714016453e-51,2.1321708212922819e-33,2.8774748627101087e-49,5.8362169886575639e-40,9.1155766545047534e-23,5.733879435076476e-30,2.6027984467765566e-26,5.2270905500542902e-19,2.8906261274989646e-39,2.7782170070232929e-53,7.1968810070038134e-43,2.1663325299704498e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.7723794012023729e-19,5.7684536454359119e-19,5.2252589072077824e-19,2.7318931745288022e-20,2.2908775378077687e-20,1.1454442960813494e-20,3.6289429659610042e-22,1.0350686844078516e-21,4.3349142483158331e-22,7.5240986151544947e-22,7.9614419962862562e-22,1.1457065401750089e-21,8.5947271870573321e-27,1.8097187974156222e-22,4.1801598797107635e-24,2.9085829740719581e-24,2.3916014812103258e-24,1.8276231165901681e-25,5.3144025514842777e-26,8.8131444648268e-24,4.6256242033094943e-24,4.2607385572489656e-25,1.9199818653012458e-34,6.0681537766611212e-25,4.6855158519607515e-29
9.999999999999999e-11,0.002385337571144126,4.9775911913014006e-23,1.2461126865899965e-27,1.469998472511001e-27,1.2226879507834287e-26,5.708613596651577e-32,0.0,0.0,9.5771916420995523e-20,4.5705368496150854e-27,1.2483548663719294e-40,3.1053028310964457e-41,5.2465605991661192e-41,3.5905506871795836e-69,2.1916578710245114e-47,4.3517511743511189e-39,1.8686277595196241e-23,2.6630926393909236e-30,2.7851758927471855e-68,3.607339847390153e-64,2.9518033160916867e-40,1.4620850584743268e-40,4.5988369821870857e-40,1.1122025355694575e-49,9.9580721844002798e-33,4.9342351184275231e-48,2.7084397219037823e-39,2.3469989236851111e-22,2.6783036275208322e-29,6.7015230959674217e-26,7.9669856423809428e-19,2.5372658388239116e-38,4.7024961566719637e-52,6.3402366361424538e-42,1.9384535321722895e-45,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.8000336409103863e-19,8.7899381466039972e-19,7.9622768581005917e-19,4.1242450756161284e-20,3.4584858272623784e-20,1.7292567547638514e-20,9.2494329656330577e-22,2.6642842961906915e-21,1.1047810354240258e-21,1.938029689166581e-21,2.0498515966537764e-21,2.9490292324238621e-21,4.0145409506020676e-26,4.6118863911315189e-22,1.0722470443055978e-23,7.4823445887770572e-24,6.1525190744307377e-24,4.6602085983967952e-25,2.4740606887346399e-25,2.2337892749086326e-23,1.1908556604147886e-23,1.1600918411898089e-24,5.2200934027777527e-34,1.591034132444481e-24,2.2158976779109085e-28
1.31071e-10,0.002385337571144126,6.544628462191514e-23,1.9367086821692833e-27,2.3198674494015997e-27,1.9003724677405819e-26,9.8411274683302392e-32,0.0,0.0,1.2557889826971668e-19,7.0939127614353084e-27,2.0951791601182251e-40,5.3489579777939262e-41,9.4349406792350412e-41,6.6280464327482757e-69,3.7407314367247697e-47,6.7614953152196231e-39,2.8983067033373815e-23,4.5499461237670557e-30,5.2227318036169952e-68,6.4771904172056189e-64,5.0441958302059746e-40,2.4896431712287243e-40,6.8231906373222204e-40,2.0587695563626804e-49,1.7013304485376015e-32,9.123151909918457e-48,4.6240126449797883e-39,3.6410826415034316e-22,4.5759341285500993e-29,1.0396618803932296e-25,1.0437064865177447e-18,4.5640733953985743e-38,8.6914432050234101e-52,1.1407292012458156e-41,3.4907146055584511e-45,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1529534435396611e-18,1.1513876778137249e-18,1.0429762270901706e-18,5.3794827346523771e-20,4.511111887371016e-20,2.2555772800423665e-20,1.4316435570589117e-21,4.1330601056700085e-21,1.7099642500103535e-21,3.0068935703488915e-21,3.1800980070111961e-21,4.5747666289381274e-21,6.8589084258160832e-26,7.1381057239139569e-22,1.6620515750286481e-23,1.1605697182147209e-23,9.5430738557727209e-24,7.2138503655580809e-25,4.2253782425416104e-25,3.4530768244232942e-23,1.8474289742881378e-23,1.8218261463219809e-24,8.1952207952319112e-34,2.4783302569104237e-24,3.7911708665585982e-28
2.62143e-10,0.002385337571144126,1.3349026510064033e-22,7.878499440730035e-27,1.1013557570929443e-26,7.7314237047927631e-26,9.2603602606439963e-31,0.0,0.0,2.5179666283935107e-19,2.8437624627845244e-26,1.3330589272596505e-39,4.8482488702189684e-40,1.4563905180658266e-39,1.8776158983567201e-67,2.9207347985208122e-46,2.7105142955531722e-38,1.1532969193734773e-22,3.6223019025439922e-29,3.3632105211962778e-66,9.4998752777535464e-63,4.0307195506396135e-39,1.8627479828302315e-39,1.9351612169311289e-39,7.0283258343553766e-48,1.3540587450274419e-31,2.8664008279476522e-46,3.6289700942381147e-38,1.4523134596251775e-21,3.6429872702716034e-28,4.1469825254731626e-25,2.0805783071259496e-18,7.1137911195076334e-37,2.6600545992900694e-50,1.7914950447587129e-40,5.6639964322547594e-44,0.88168480800000004,0.0,0.0094599999999999962,0.10885,2.2998190670163091e-18,2.2935921524776728e-18,2.0776763550740972e-18,1.0435348000812145e-19,8.7509559004025176e-20,4.3755573441437231e-20,5.5730299978494083e-21,1.6474601918106992e-20,6.655036276948421e-21,1.2005232631213757e-20,1.2684547022748646e-20,1.8234676091564338e-20,5.4602973511527435e-25,2.7776384144864745e-21,6.5708574015353704e-23,4.6197812569033652e-23,3.7989036429534398e-23,2.8110976529273153e-24,3.339792162697311e-24,1.3266523139494138e-22,7.367410662675649e-23,8.1760797082337194e-24,3.4664706658976262e-33,1.0318930142551243e-23,3.1006715186782848e-27
5.24287e-10,0.002385337571144126,2.7708880731135874e-22,3.2545093670968199e-26,5.8689643704492577e-26,3.1938717494016311e-25,9.7466194689434115e-30,0.0,0.0,5.0612600731378201e-19,1.1424184090531376e-25,8.5958761848649338e-39,4.597481690860246e-39,2.1767404774196218e-38,4.8608863701340664e-66,2.2281977635850847e-45,1.0733872472763543e-37,4.5658255410925355e-22,2.8700680268270883e-28,2.1770311819249054e-64,1.3011779914259976e-61,3.2161383047203534e-38,1.3173244029963174e-38,4.8436695278465851e-39,2.5441416704926519e-46,1.0722250112722856e-30,8.8488087185165059e-45,2.7960769090963621e-37,5.7765264977477718e-21,2.8864510692941632e-27,1.6495239524410856e-24,4.1340303394942983e-18,1.0815856154353901e-35,7.8070777862453449e-49,2.7636300336380712e-39,9.3065838855231941e-43,0.88168480800000004,0.0,0.009459999999999991,0.10885,4.5754333567326477e-18,4.5508115355801339e-18,4.1225732076077115e-18,1.9676396220464266e-19,1.6500185171537099e-19,8.2503659779900173e-20,2.1151795018043697e-20,6.5441355379069645e-20,2.5248331225036337e-20,4.7838849474084536e-20,5.0453363553053053e-20,7.2428057164167774e-20,4.3260309803657051e-24,1.0534452102568414e-20,2.5705956719874653e-22,1.8305966896295949e-22,1.5054652897559248e-22,1.0691527064678278e-23,2.6110144988595234e-23,4.9149593430034216e-22,2.929624215762231e-22,3.9066684372631774e-23,1.487907712729836e-32,4.4475720994090507e-23,2.586982433654759e-26
9.999999999999999e-10,0.002385337571144126,5.6323331047846074e-22,1.2825426742515686e-25,3.3533369007460992e-25,1.2586457175239228e-24,1.0890811119626635e-28,0.0,0.0,9.744021397052745e-19,4.2872579740778506e-25,6.5524901933332837e-38,4.1056707953732374e-38,2.8088743373844285e-37,1.0100543824444134e-64,1.4975084243773793e-44,3.8941297583577644e-37,1.6661939553407304e-21,2.0709021713108554e-27,1.2902967848694515e-62,1.4734323386481956e-60,2.3502594485020444e-37,7.8475308797471492e-38,1.0432917027003585e-38,9.2700623960305442e-45,7.7275485727229838e-30,2.4058725668249362e-43,1.9138928693747271e-36,2.1266685418528292e-20,2.0827139085308238e-26,6.0733563898323591e-24,7.7882136399776455e-18,1.4348826061490342e-34,1.9324790535484443e-47,3.765541275137202e-38,1.4254663801353911e-41,0.88168480800000004,0.0,0.0094599999999999823,0.10885,8.6402726148038617e-18,8.5506543246545018e-18,7.7466341471895446e-18,3.3810258001261903e-19,2.8348363874612292e-19,1.4174922687098101e-19,7.1540055681842087e-20,2.4032110276377531e-19,8.533733876100927e-20,1.7670519799394891e-19,1.8575404913814425e-19,2.6594355369246817e-19,3.1209687085750035e-23,3.5581276900647314e-20,9.1996042288464927e-22,6.6966063210154703e-22,5.5083110673771408e-22,3.630944637792997e-23,1.8410766013929579e-22,1.5969474591669701e-21,1.0784915914443166e-21,1.8254898983985604e-22,6.1597647011317519e-32,1.8813620722912745e-22,2.0512728261542446e-25
1.0485750000000002e-09,0.002385337571144126,5.9245149295685024e-22,1.3802712020637106e-25,3.6358178199647994e-25,1.354553299839324e-24,1.1903347977071092e-28,0.0,0.0,1.0222177620046796e-18,4.6083771822371329e-25,7.1337918238819234e-38,4.4779555375852488e-38,3.0734615024805763e-37,1.1082274743568588e-64,1.62766673637961e-44,4.1821554534213438e-37,1.7897072371194908e-21,2.2530555232922241e-27,1.4198258778906934e-62,1.6105980325781171e-60,2.5574042204460705e-37,8.5143295159168023e-38,1.1003634449633517e-38,1.0190649205141855e-44,8.4071229000957267e-30,2.6425004308910912e-43,2.080769541956604e-36,2.2848383773580433e-20,2.265906068589071e-26,6.5250734138495349e-24,8.1613418786866567e-18,1.5703542465429532e-34,2.1218324704015629e-47,4.1218208692441399e-38,1.5615176469552681e-41,0.88168480800000004,0.0,0.0094599999999999823,0.10885,9.0553328863558498e-18,8.9590778141939691e-18,8.1166865950734352e-18,3.5253465010534828e-19,2.9558180046341636e-19,1.4779878494790821e-19,7.6685195212912341e-20,2.5817805375988457e-19,9.1473020445259869e-20,1.8986372609671772e-19,1.9956958666244116e-19,2.8570339890136987e-19,3.3954774134704031e-23,3.8138805314978415e-20,9.8764915341112832e-22,7.1934740077185258e-22,5.9170411917335317e-22,3.892528918786203e-23,2.0024076833361745e-22,1.7098249878878519e-21,1.1587018851010863e-21,1.9719995163419522e-22,6.636807483674219e-32,2.0280536304128092e-22,2.2343124117004985e-25
2.0971510000000003e-09,0.002385337571144126,1.3221165628926686e-21,6.0883308390023106e-25,2.6601486462845243e-24,5.9747130777957692e-24,1.7182296324903162e-27,0.0,0.0,2.0830386899450912e-18,1.8733990067126827e-24,9.6099571849543146e-37,4.3056840294174373e-37,3.9477799586039044e-36,2.1627715426703779e-63,1.1010450709083606e-43,1.6105274334005628e-36,6.8832095463749976e-21,1.7376042321257849e-26,9.3228997406088627e-61,1.758042953689496e-59,2.0184057973708725e-36,4.8615890750462101e-37,2.3648138584916305e-38,4.7572492088449166e-43,6.4682967771406296e-29,7.4353764164681857e-42,1.4549200690045207e-35,8.9395957894334127e-20,1.7474987469957159e-25,2.5533857614282394e-23,1.5909713128856117e-17,2.1036500765246526e-33,5.0575705167424549e-46,5.7866003411512373e-37,2.6968814203631192e-40,0.88168480800000004,0.0,0.0094599999999999632,0.10885,1.7738648759576657e-17,1.7370650172391588e-17,1.573999028372538e-17,5.8094016532396194e-19,4.8673873189302415e-19,2.4338254306639049e-19,2.5767210402379768e-19,1.0050824602146764e-18,3.0702392249735779e-19,7.4726388156491478e-19,7.8087264047353699e-19,1.1119278876663716e-18,2.6178372804869899e-22,1.2782447368800209e-19,3.692097542045843e-21,2.7862303111379426e-21,2.2928465680556294e-21,1.3191116038101958e-22,1.4896535147901631e-21,5.39773203603136e-21,4.5387220063451681e-21,1.0027800417538182e-21,3.146595792062194e-31,9.9981158530830072e-22,2.03572057586169e-24
4.194303e-09,0.002385337571144126,3.0851127514520984e-21,2.8061814417334267e-24,2.2777135043573255e-23,2.7536675532204453e-23,2.9103997553549147e-26,0.0,0.0,4.311107274598864e-18,7.7203410049948328e-24,1.7105527106294397e-35,3.9147987536530022e-36,4.3755203972155436e-35,3.7339769002163102e-62,6.5746400196611268e-43,6.1752961728458423e-36,2.5546193137944712e-20,1.2963251624213591e-25,8.5220716392822847e-59,1.687680692579076e-58,1.5695137639802725e-35,2.4068344479455742e-36,4.9804355784470553e-38,3.3847007286914521e-41,4.8026469867338531e-28,1.896859505030725e-40,9.1808965058874434e-35,3.4256247936777291e-19,1.3036829060510036e-24,9.7869713868443962e-23,3.0271339548424108e-17,2.4794055865781968e-32,9.8654494699437414e-45,7.3531767220028244e-36,4.6995568005076642e-39,0.88168480800000004,0.0,0.0094599999999999268,0.10884999999999999,3.4065821284164659e-17,3.271781183126256e-17,2.9656634613754392e-17,8.5253673997874898e-19,7.1253236875779744e-19,3.5623285713703088e-19,7.759786288521244e-19,3.815044551686933e-18,9.2326675472520208e-19,2.8918359908359227e-18,2.9924117996276494e-18,4.2181321431574224e-18,1.9517789599421194e-21,3.8330429158209516e-19,1.3333031743938008e-20,1.0542286514252765e-20,8.6839454224911471e-21,4.0415349224031983e-22,1.0625690399892034e-20,1.5028483228901631e-20,1.7483910880900185e-20,4.7318129198975138e-21,1.6044585496485495e-30,5.3531986976523816e-21,1.9870846775941892e-23
8.388607e-09,0.0023853375711441263,7.3000113184474265e-21,1.3205687139324552e-23,2.2080757794730312e-22,1.2957675163060471e-22,5.6007376818475887e-25,0.0,0.0,9.1367850703265385e-18,3.2503881808356143e-23,2.8981603451537087e-34,3.2702433477316074e-35,3.9314390721156341e-34,4.851528582534408e-61,3.2765833229212813e-42,2.3350818618535284e-35,8.8823320333329511e-20,9.102881374577037e-25,-2.3785723665513663e-54,-1.3684555315672042e-48,1.1878349121329145e-34,1.03466490262748e-35,1.056487392304881e-37,2.2590042039401553e-39,3.3404422409767523e-27,4.1954678558013292e-39,4.9898002474073935e-34,1.2634872361239476e-18,9.1542130995315712e-24,3.6108364587153949e-22,5.5075302356009017e-17,2.437796363571707e-31,1.4784140799535625e-43,8.0809679560461797e-35,8.0716308503016777e-38,0.88168480800000004,0.0,0.0094599999999998522,0.10884999999999995,6.303428602286258e-17,5.8471475147518367e-17,5.3038468376099369e-17,1.1097835317664751e-18,9.2125981923895053e-19,4.6024018052869086e-19,2.0551459008758769e-18,1.383277524803048e-17,2.441600347549062e-18,1.0835936405030432e-17,1.1035651677694548e-17,1.5275296013632573e-17,1.3688078589898819e-20,1.0089581538040236e-18,4.6435780032710096e-20,3.8467878414771214e-20,3.1754181159629368e-20,1.1081381492888504e-21,7.191157983679075e-20,3.6798795645786959e-20,6.5465629269867465e-20,1.9042103087684832e-20,8.6976502033637185e-30,3.0178164443174834e-20,2.0725441819986396e-22
