Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199)
3.2767e-11,0.002516083336463761,1.6450402672724888e-18,6.8775661299902106e-23,6.8949711677454619e-23,4.1855244980225889e-22,1.7231379338962895e-27,0.0,0.0,4.094801818763426e-17,4.6511779835082698e-24,1.4728806701192691e-33,1.3585655849313373e-33,3.4428820693963177e-34,1.2472518215243755e-55,1.0734139189110017e-37,6.8488329718691988e-31,1.2987867588484271e-18,2.759993523991988e-25,6.1475484381667143e-57,1.886305366344624e-53,3.0559319590212294e-33,1.69905538072012e-32,7.2550655578051697e-33,7.0614951016810833e-41,5.0074160279063509e-27,1.2863559287501564e-41,1.2238335157162603e-32,3.4799144163136656e-18,2.6074907064097083e-24,6.6722513030718182e-22,4.774764713343046e-15,5.1577840300924054e-32,1.122241682986269e-44,8.9020295640269132e-36,1.3400214160767553e-37,0.88168480800000004,0.0,0.0094599999999891958,0.10884999999999996,5.9810437646465232e-15,5.9782366645312941e-15,4.7714228437162898e-15,1.8694540717634689e-17,1.5283593257698973e-17,7.6423531718780695e-18,1.1194867576854894e-19,4.4360472758773461e-18,1.356605027061636e-19,3.2440824067237742e-18,2.7248342403773774e-18,5.5257834611215525e-18,5.591580573335027e-22,5.5649150785022509e-20,2.8572658199353999e-20,1.2330478632664009e-19,9.8017914610110431e-20,2.7063938004168104e-21,1.5935412034249412e-22,6.6627810402581879e-20,1.1998122405043255e-19,2.2928020010535567e-22,1.1431862961068739e-29,3.3504900303123726e-21
6.5535e-11,0.0025160833364637884,3.6047918846849202e-18,2.9777800778959867e-22,2.9973958747332842e-22,1.8134508079472391e-21,1.4908710526579557e-26,0.0,0.0,8.2901655976949417e-17,1.880099461044594e-23,1.1516213887211325e-32,1.1824690397613296e-32,5.4132797114234412e-33,4.1941628939432244e-54,8.5174608952421847e-37,2.7283288756877795e-30,5.1901191017468025e-18,2.2060450756021401e-24,4.2938809048630709e-55,2.9740987586923616e-52,2.4608058700857473e-32,1.3355749971566946e-31,2.658431702644408e-32,2.3477000766372196e-39,3.9990370053190241e-26,4.0990388339759527e-40,9.7476256891930013e-32,1.3909649949789662e-17,2.0841161979880093e-23,2.6679178783345572e-21,9.5453493153623945e-15,8.1735534759845151e-31,3.4864579920247614e-43,1.4182406799197089e-34,2.314407958977461e-36,0.88168480800000004,0.0,0.0094599999999783919,0.10884999999999986,1.1954681915422411e-14,1.1943477145703677e-14,9.532009839228588e-15,3.7123103814269338e-17,3.0339902663443976e-17,1.5172128249222547e-17,4.4147769737846459e-19,1.7716824346419766e-17,5.3425379755693897e-19,1.2971435751302811e-17,1.0894143408770092e-17,2.2070243312235467e-17,4.468000310550139e-21,2.1927677286892722e-19,1.1770411970996571e-19,4.9301709570239317e-19,3.9189999438137659e-19,1.0756534077393147e-20,1.3000168973167757e-21,2.6183503747636031e-19,4.7979934224997003e-19,1.115392168793174e-21,1.0195634881580595e-28,1.4501493679856657e-20
9.999999999999999e-11,0.002516083336463842,6.1587026998172198e-18,8.630497754806827e-22,8.7280896729668667e-22,5.2570944056816326e-21,7.9195892739115206e-26,0.0,0.0,1.286144847358118e-16,4.9288319053553105e-23,5.244654572750746e-32,6.3017849487703066e-32,4.658357740864846e-32,7.8421385801569281e-53,3.9296063756373615e-36,6.9901165277315678e-30,1.3357121786505513e-17,1.0310444758541621e-23,1.7000212677861979e-53,2.572900367968313e-51,1.1647776147726068e-31,6.0622735241318221e-31,6.1088181580446467e-32,4.3418562842140342e-38,1.8662256203078015e-25,7.0346467083333696e-39,4.5271890624857242e-31,3.5811968760715868e-17,9.7402949311386854e-23,6.872776439371499e-21,1.4556242297553062e-14,7.1351475866400547e-30,5.7054867018643849e-42,1.2504292027768691e-33,2.3438918848263157e-35,0.88168480800000004,0.0,0.0094599999999670278,0.10884999999999972,1.8225823180913043e-14,1.8197040400142945e-14,1.4521975312378933e-14,5.6111128935591849e-17,4.583638857759162e-17,2.2923593091288545e-17,1.1124106071306784e-18,4.555278649657143e-17,1.3433091080716911e-18,3.3413948118759594e-17,2.8059249616141528e-17,5.6751207721874195e-17,2.0871170104155752e-20,5.5181627847754548e-19,3.1741661158708663e-19,1.2699787972861222e-18,1.0094620744175525e-18,2.7446998362725455e-20,6.2858506993600906e-21,6.5638071024698978e-19,1.2362258526865796e-18,3.6581420676531856e-21,5.6870607391150577e-28,4.1973242085076843e-20
1.31071e-10,0.002516083336463842,8.46111276617369e-18,1.3726554361198727e-21,1.3894443568365552e-21,8.3616192925293153e-21,1.3715228439806475e-25,0.0,0.0,1.6982566426189952e-16,7.6773351920861474e-23,8.9346192923498808e-32,1.0916967441409738e-31,8.3699559412144157e-32,1.4533895559593603e-52,6.7043690899800717e-36,1.0832217329607459e-29,2.0719864871320196e-17,1.7616749779537202e-23,3.1939196886605624e-53,4.6243080302346832e-51,1.9930043766950282e-31,1.0323502304971639e-30,9.2194218880821e-32,8.0444901939396929e-38,3.1881489735460716e-25,1.3007006618781057e-38,7.7297842628803984e-31,5.5557419153122325e-17,1.6642518329302758e-22,1.0663554340139782e-20,1.9073678997093068e-14,1.2830784396715833e-29,1.0534803506930633e-41,2.2498625450923076e-33,4.2483157288448741e-35,0.88168480800000004,0.0,0.0094599999999567842,0.10884999999999959,2.3879403052088421e-14,2.383477328506047e-14,1.9020545375232683e-14,7.3229275708973889e-17,5.9806831456990478e-17,2.9911719135328379e-17,1.7172722476039424e-18,7.0647554521157605e-17,2.0726913089422518e-18,5.1843349011527626e-17,4.3533992542856691e-17,8.8016904665784978e-17,3.5659009612559065e-20,8.5160838579701115e-19,4.9746207321813331e-19,1.9704278624220007e-18,1.5662086691891768e-18,4.2493840544926547e-20,1.0780695964506991e-20,1.0120728210450816e-18,1.9181619648518459e-18,5.9504903081139272e-21,9.89491819115292e-28,6.6739662938075453e-20
2.62143e-10,0.002516083336463949,2.1871086233063332e-17,6.9296988379180769e-21,7.0655336860999128e-21,4.2214272380903265e-20,1.3804062094509348e-24,0.0,0.0,3.557577930269433e-16,3.1965915451857844e-22,7.0047945086994927e-31,1.0859129407145573e-30,1.2540412023341701e-30,5.1822242892998129e-51,5.1952541168778588e-35,4.2822190763913012e-29,8.2555464013492455e-17,1.4042905838800251e-22,2.6183397106396722e-51,7.0083794332731577e-50,1.6296765658083028e-30,7.7324289374299436e-30,3.0151824653817055e-31,2.9092144200901121e-36,2.5328941394005056e-24,4.0933541861422212e-37,6.076855402170479e-30,2.2158143098090511e-16,1.3265443743672973e-21,4.2588851438135092e-20,3.8079073703355555e-14,1.9775189764043726e-28,3.0259634889948432e-40,3.5392440149305512e-32,8.5220579306281534e-34,0.88168480800000004,0.0,0.0094599999999135688,0.10884999999999861,4.763899483225782e-14,4.7461979078704076e-14,3.7868319479525604e-14,1.4273940501797862e-16,1.1639289837317066e-16,5.8226336333082996e-17,6.508403150208951e-18,2.8084335082634756e-16,7.8173408072296159e-18,2.0700431565479626e-16,1.7379377918304534e-16,3.4997003980694171e-16,2.8391624325750955e-19,3.2182022689933382e-18,2.1933284360710101e-18,7.8688498913109921e-18,6.2539308106679114e-18,1.6602478817903166e-19,9.1691154782582837e-20,3.7965380776794551e-18,7.6645075444164186e-18,3.4315898913542941e-20,1.0859977516371309e-26,3.3585522190259785e-19
3.93215e-10,0.002516083336464056,3.8929004367498382e-17,1.6821273568555007e-20,1.7209462872789708e-20,1.0246962805689833e-19,4.4085896512691807e-24,0.0,0.0,5.5379080244930319e-16,6.9774770652748064e-22,2.0066546760137002e-30,3.4305926899160718e-30,4.4745422952072678e-30,2.3615011307669501e-50,1.4587534474267571e-34,9.0417109482464181e-29,1.7495648976491795e-16,4.0071287956313439e-22,1.3219454192876778e-50,2.5143769805746701e-49,4.7135553603678043e-30,2.1304529965407412e-29,5.7432049335179484e-31,1.3539056108481872e-35,7.2137085898789751e-24,1.8562788535030534e-36,1.7203274414247353e-29,4.69912390817135e-16,3.7851385312257847e-21,9.0405272226380585e-20,5.7033298093482501e-14,7.1496043492480737e-28,1.3234818033987184e-39,1.2921318873762561e-31,3.5461098757855588e-33,0.88168480800000004,0.0,0.0094599999998703534,0.10884999999999728,7.1309105170401483e-14,7.0935139133586586e-14,5.6588040932212508e-14,2.0981887391430881e-16,1.7084480171874835e-16,8.5480976190217404e-17,1.33325167185304e-17,5.9424291399013314e-16,1.5962359062452039e-17,4.3931218989646307e-16,3.6880931260519184e-16,7.406273398801208e-16,8.0960488293532965e-19,6.5798229862391155e-18,4.9487407243219353e-18,1.6702794217333373e-17,1.3273909507120509e-17,3.4734702990985164e-19,2.7037767285071127e-19,7.7306156454043863e-18,1.6275362017468797e-17,8.6828577487295999e-20,3.6069799832959615e-26,8.1372072949266389e-19
5.24287e-10,0.0025160833364641605,5.9586026276819248e-17,3.1962206424189359e-20,3.277951544458671e-20,1.9469847554716685e-19,1.0176485268657984e-23,0.0,0.0,7.6394105670506551e-16,1.219311849441239e-21,4.2720074190244059e-30,7.8262274760337222e-30,1.1039286523190952e-29,8.3841632541364588e-50,3.0269924265154804e-34,1.5353658830910173e-28,2.9771376862678019e-16,8.4364316697496238e-22,6.3246510332787566e-50,6.2441036052302497e-49,1.0039096031080562e-29,4.3479011526451908e-29,9.0343570394971263e-31,4.7819561380679175e-35,1.5160981038098543e-23,5.499275618988184e-36,3.5960640342431824e-29,8.0013194030000241e-16,7.9687920396180391e-21,1.5406999604793864e-19,7.5936447386040032e-14,1.7844274714196053e-27,3.7973152485993291e-39,3.2532247590106228e-31,1.0388547483353134e-32,0.88168480800000004,0.0,0.0094599999998271379,0.10884999999999552,9.4890102054377843e-14,9.4255582232447427e-14,7.5180941639566949e-14,2.7471219155439616e-16,2.233567718990494e-16,1.1177055323610121e-16,2.200199591227557e-17,1.0097273525498416e-15,2.6267179737491344e-17,7.4848094929381715e-16,6.2835674707499883e-16,1.2586483983212714e-15,1.7034616453915507e-18,1.0839929140928802e-17,8.8802794107174134e-18,2.8464426880296365e-17,2.2619503662263961e-17,5.8440166716723072e-19,5.8494293268245091e-19,1.2698007105934728e-17,2.7745772200984851e-17,1.6806268431484329e-19,8.5925706595691049e-26,1.5436732241599369e-18
7.864310000000001e-10,0.002516083336464369,1.0919755317124325e-16,7.7353823300760147e-20,7.9577248872576574e-20,4.7118455003051243e-19,3.1754113260045293e-23,0.0,0.0,1.2127292128928965e-15,2.6248738633171297e-21,1.2002310919003936e-29,2.3879562500668983e-29,3.6887186172553235e-29,5.703146473987956e-49,8.047815513042391e-34,3.162835951107145e-28,6.138295134045476e-16,2.2971107563696665e-21,7.2979574781226886e-49,2.1218130675440301e-48,2.7827895222507549e-29,1.1257569956519772e-28,1.6848683626377754e-30,3.2112782314349286e-34,4.116151628819788e-23,2.3820839950005134e-35,9.6762832840668641e-29,1.6514730658610851e-15,2.1696570420102238e-20,3.1846192567555953e-19,1.1362317451542947e-13,6.0752467114642255e-27,1.5598798165519022e-38,1.1237808674881168e-30,4.9350583516826451e-32,0.88168480800000004,0.0,0.0094599999997407071,0.10884999999999111,1.4184408954474508e-13,1.4054212660824221e-13,1.1207287591821752e-13,4.0003314790547361e-16,3.2436255506309836e-16,1.6234555520597947e-16,4.3156081551591365e-17,2.0768575243105628e-15,5.1292168705499292e-17,1.5462681422705309e-15,1.2982116130575984e-15,2.5895059902433447e-15,4.6335303008538084e-18,2.1205297687051092e-17,1.9841732818369253e-17,5.8835361459797836e-17,4.6748904184847552e-17,1.1836452218820276e-18,1.6584226154440646e-18,2.4756619176355791e-17,5.7382984239862519e-17,4.0916140159866697e-19,2.8076822442607063e-25,3.7266600256644755e-18
9.999999999999999e-10,0.0025160833364645755,1.5910566514330733e-16,1.3409109793070551e-19,1.3820259423344448e-19,8.1676659192278508e-19,6.4414005190239123e-23,0.0,0.0,1.6113928936212757e-15,4.2109240522689186e-21,2.2901868494479286e-29,4.7596177815999445e-29,7.7220158670868161e-29,1.6463292279443864e-48,1.4632564165308742e-33,4.9142184096645981e-28,9.5262023671115708e-16,4.2519223228443339e-21,2.5862860155275764e-48,4.4994959102928621e-48,5.2162542415248939e-29,2.0075070378000317e-28,2.4613345184337734e-30,9.4304000365923269e-34,7.6022913236165212e-23,5.8486195292000711e-35,1.7751960837187917e-28,2.5651298434851914e-15,4.0158361793946256e-20,4.9521173314754697e-19,1.441883442622742e-13,1.2885249417867469e-26,3.6965869590129684e-38,2.4081812378497279e-30,1.2475474059566709e-31,0.88168480800000004,0.0,0.0094599999996702894,0.1088499999999865,1.798575592042013e-13,1.7784471574102983e-13,1.4179146239493701e-13,4.974440315730073e-16,4.0239163516492372e-16,2.0141940916706091e-16,6.4430065625508785e-17,3.2170067601709426e-15,7.6318953477523454e-17,2.4032743996861443e-15,2.0179956838049819e-15,4.0119074588653725e-15,8.5699921534878181e-18,3.1594690953789465e-17,3.2622264570986748e-17,9.1491342524797683e-17,7.2690224708682604e-17,1.8126189450522097e-18,3.1550620646651173e-18,3.683088017270612e-17,8.9272849047621712e-17,7.0395465615787835e-19,5.8687386072408082e-25,6.4484058435673622e-18
1.0485750000000002e-09,0.0025160833364645755,1.7164633322279998e-16,1.4947184045549976e-19,1.5410582860900967e-19,9.1044845162065982e-19,7.3732414938634625e-23,0.0,0.0,1.7062070540755583e-15,4.6269262545237336e-21,2.595765472004465e-29,5.4323679190751637e-29,8.8809427251884211e-29,1.9762500434551993e-48,1.6442844470288298e-33,5.3658872313681881e-28,1.0398596859582145e-15,4.7931238783936626e-21,3.173154100186039e-48,5.1853910364557228e-48,5.8930863934419528e-29,2.2480147080523426e-28,2.6554628753185969e-30,1.1345296067055525e-33,8.5666343474384286e-23,6.8844565161356169e-35,1.9980033580147958e-28,2.8005177195852556e-15,4.5269538001445422e-20,5.4077917629119047e-19,1.5112288335624737e-13,1.4849535058650264e-26,4.3298659161562645e-38,2.7797592323699456e-30,1.4737727663840813e-31,0.88168480800000004,0.0,0.0094599999996542745,0.10884999999998531,1.8847341746424105e-13,1.862779433670478e-13,1.4850850154820704e-13,5.1901196220161461e-16,4.1960490698553199e-16,2.1003960655016769e-16,6.9775022812229623e-17,3.5102620500244196e-15,8.2592559556831635e-17,2.6241455914556857e-15,2.2035210306888552e-15,4.377806015165574e-15,9.6595012239615472e-18,3.4201436127042716e-17,3.6011685190448991e-17,9.9910489075489301e-17,7.9377907525662486e-17,1.9733184911481097e-18,3.5734309932306167e-18,3.9859113099207812e-17,9.7496646785626971e-17,7.8333273634097579e-19,6.7496591815002678e-25,7.1856739837384758e-18
1.3107190000000003e-09,0.0025160833364647785,2.4753481160380907e-16,2.5606871425824333e-19,2.644698166862391e-19,1.5597006151437157e-18,1.4761800721219169e-22,0.0,0.0,2.2476674049355498e-15,7.3236096514532321e-21,4.9203731967049416e-29,1.0643005747352296e-28,1.8157778215488941e-28,5.5587276413325321e-48,2.922422693382746e-33,8.1961318923286405e-28,1.5822897121641215e-15,8.7013620305551199e-21,1.1133792977694021e-47,1.0796773864725779e-47,1.0849146736413828e-28,3.9069844059455804e-28,3.827016692009294e-30,3.2504528634261548e-33,1.5511082777017597e-22,1.6579318854648456e-34,3.5889105624847537e-28,4.2658037305559009e-15,8.217743416764044e-20,8.2487487464913598e-19,1.8842287016187279e-13,3.081410856241563e-26,1.0019891049590586e-37,5.8376244961980238e-30,3.6283167892592261e-31,0.88168480800000004,0.0,0.0094599999995678419,0.10884999999997799,2.3475733353927871e-13,2.314323134251614e-13,1.8446318742013509e-13,6.3234852484737038e-16,5.0961787877392405e-16,2.5510695643808187e-16,1.013392606017652e-16,5.3288802638342859e-15,1.1948626019810179e-16,3.9999604620547519e-15,3.3596181976466653e-15,6.6475927327272317e-15,1.7519520338780549e-17,4.9556874504813472e-17,5.8416675952054153e-17,1.5240658979731163e-16,1.2107312747195774e-16,2.9570120323513356e-18,6.6793405798269718e-18,5.7740751184409645e-17,1.4880486263091453e-16,1.3156614744900148e-18,1.3943094625744643e-24,1.2284691238698892e-17
1.8350070000000003e-09,0.0025160833364651753,4.384190084937277e-16,6.1276114310843529e-19,6.346873257817253e-19,3.7321304623540632e-18,4.840521451336651e-22,0.0,0.0,3.4781788496018274e-15,1.5222271086431454e-20,1.4944267008889585e-28,3.2643137033788322e-28,5.9592640910506921e-28,3.205458451996202e-47,7.2486238227008084e-33,1.5904781703954409e-27,3.0146082252547411e-15,2.2800811285237297e-20,1.2198500340577259e-46,3.7661138117142315e-47,2.93581036911858e-28,9.2019266263658498e-28,6.8200623113710564e-30,2.1995083276876529e-32,4.0357848038143432e-22,8.3132373206233521e-34,9.143960853807142e-28,8.1469275799070514e-15,2.1530597238799779e-19,1.5803671168405714e-18,2.6241567547136717e-13,1.053692257488675e-25,4.3913529431890212e-37,2.0702367715991701e-29,1.7831581365835779e-30,0.88168480800000004,0.0,0.0094599999993949784,0.10884999999995895,3.2628362031677724e-13,3.2001692966165715e-13,2.5495177688053212e-13,8.4740344158240596e-16,6.7840714602261482e-16,3.3951784313975193e-16,1.7503709315633877e-16,1.0098614480391604e-14,2.0487670052062147e-16,7.6486250973691007e-15,6.4299398617927603e-15,1.2605420576672814e-14,4.5792523991653563e-17,8.5221625478472129e-17,1.261355475894216e-16,2.9207740286763273e-16,2.3197649856217036e-16,5.4681672375728278e-18,1.8596173164605805e-17,9.9893219148833302e-17,2.8551693083688771e-16,2.9090441189517583e-18,4.9238100444341529e-24,2.9249748854573118e-17
2.8835830000000006e-09,0.002516083336465939,9.6474531989698463e-16,2.0944658188926909e-18,2.17703428199353e-18,1.2756051803862593e-17,2.6675407195172695e-21,0.0,0.0,6.5289835533432911e-15,4.3148119081610938e-20,8.0678942393819009e-28,1.5536767216319697e-27,3.002806522530399e-27,3.0923738320835494e-46,2.4548888123348773e-32,4.0403799503747967e-27,7.2111186882056496e-15,8.6668438444283779e-20,3.018135075438277e-45,2.2298505742837866e-46,1.1788102635452487e-27,2.8468557205866218e-27,1.5708866613945548e-29,3.038547977968291e-31,1.5096611447772222e-21,8.3376985878796024e-33,3.2698080983045559e-27,1.959008301132802e-14,8.1815039857365712e-19,3.8251958255115682e-18,4.0801441710151837e-13,5.728664212220835e-25,3.3613678786853211e-36,1.2176666653584835e-28,1.6276928984516544e-29,0.88168480800000004,0.0,0.0094599999990492394,0.10884999999990386,5.0528747108894781e-13,4.9063730537648705e-13,3.9056005638447424e-13,1.249044274282195e-15,9.870493853526189e-16,4.9325554929168984e-16,3.4957303570398285e-16,2.3887746187291011e-14,4.0469386629201238e-16,1.8420267365582722e-14,1.5528445464764218e-14,2.9859010513701905e-14,1.7306847942849712e-16,1.6907686665949119e-16,3.6929668884302939e-16,7.0773931573274387e-16,5.6186162408097963e-16,1.248770691413671e-17,7.6739358967312439e-17,2.0404131035509868e-16,6.9349886472745549e-16,8.1017447249296244e-18,3.0345116541400171e-23,9.8914517697544171e-17
3.8273014e-09,0.0025160833364665904,1.5926428659368824e-15,4.4968637886176471e-18,4.6819699681161583e-18,2.7386888673995997e-17,7.3031219755101153e-21,0.0,0.0,9.9504037075863012e-15,8.4370666416315949e-20,2.2450592995678942e-27,3.9105611530852912e-27,7.669768809144717e-27,1.1357252261174999e-45,5.1220895116712812e-32,7.3772320408680914e-27,1.2457971256935016e-14,1.9557149879808961e-19,1.6794363996981454e-44,6.6107268597639442e-46,2.7435189462038346e-27,5.6156362103378012e-27,2.7370742698374422e-29,1.289969464442849e-30,3.368847857600341e-21,2.8857211395086535e-32,7.0761732943496951e-27,3.3990729600490574e-14,1.8458049173309841e-18,6.671814137942121e-18,5.3635839844903376e-13,1.5230045568996526e-24,1.0310233664112698e-35,3.3841888133168899e-28,5.6377334675626649e-29,0.88168480800000004,0.0,0.0094599999987380699,0.10884999999983556,6.6186541497224753e-13,6.3702692197424724e-13,5.0675806134102863e-13,1.5904660384743551e-15,1.2431809846865286e-15,6.1999634497541247e-16,5.2699899015448743e-16,4.0897351602019596e-14,6.0581075227073132e-16,3.1983808978384664e-14,2.703461887056796e-14,5.1181574720032719e-14,3.8897933036088546e-16,2.5380927530848362e-16,7.2559773840279097e-16,1.2358641694778283e-15,9.8081021375432771e-16,2.0966773464175252e-17,1.7965128471708057e-16,3.1681996844772703e-16,1.2132331318802737e-15,1.4865638513755472e-17,8.7130457223584353e-23,2.1077574318841487e-16
4.7710198e-09,0.002516083336467207,2.3514578327628214e-15,8.1786603730419703e-18,8.5253348464208245e-18,4.9809124150164473e-17,1.614591959025674e-20,0.0,0.0,1.4015338801853741e-14,1.4421079728123024e-19,5.0979005119889673e-27,7.9994525385027612e-27,1.5736194517032164e-26,3.0890733890550705e-45,8.966378614835048e-32,1.1917825744025033e-26,1.9025382226333203e-14,3.6865876530566843e-19,6.4124724000733708e-44,1.5907352306870056e-45,5.3055296951179715e-27,9.3882749492928422e-27,4.2992545459870983e-29,4.0824451728397151e-30,6.2804878224115062e-21,7.6959588060217542e-32,1.2810878302377885e-26,5.2135361877800998e-14,3.4786787020323056e-18,1.0284735962102251e-17,6.6219349695549646e-13,3.2341722733583309e-24,2.4525952430403881e-35,7.4992348398509375e-28,1.500049456762569e-28,0.88168480800000004,0.0,0.00945999999842689,0.10884999999975048,8.1429563184608327e-13,7.7705965559207388e-13,6.1780811457493682e-13,1.9246500075440254e-15,1.4899617619686652e-15,7.412895253754653e-16,7.1347599370634852e-16,6.190991082272172e-14,8.1609650257085137e-16,4.907107062525214e-14,4.15983560179384e-14,7.7573155072467588e-14,7.3031826580023472e-16,3.4258154445503985e-16,1.2300319947474711e-15,1.9077421325545286e-15,1.5135852211516348e-15,3.1381091002075912e-17,3.4624243805648515e-16,4.4448918042808937e-16,1.8760545058794377e-15,2.3240294399981252e-17,1.9951588761703758e-22,3.8053244833752055e-16
5.7147381999999995e-09,0.0025160833364677965,3.2287344867390189e-15,1.3354778666332674e-17,1.3933253236574464e-17,8.1331608260098767e-17,3.0960520510563285e-20,0.0,0.0,1.8726225919532746e-14,2.2567647594389137e-19,1.0045998740018392e-26,1.4313409563367727e-26,2.807499768325e-26,6.973870318869096e-45,1.4047318382946574e-31,1.776032721421182e-26,2.6852329509453552e-14,6.1904579372817482e-19,2.0167115372872743e-43,3.4122312237870219e-45,9.1030521969341992e-27,1.4156859924009268e-26,6.297400655845984e-29,1.0645094366576929e-29,1.0433200335613577e-20,1.711459180802332e-31,2.0700931919304046e-26,7.3904607926353154e-14,5.840167772848182e-18,1.4649662329047633e-17,7.8555954675837256e-13,5.9405758234005835e-24,4.9355337016385463e-35,1.4325233217598531e-27,3.3659986329386119e-28,0.88168480800000004,0.0,0.0094599999981156997,0.10884999999964935,9.6269918646414295e-13,9.1109770559651087e-13,7.240361703052372e-13,2.2570602893927652e-15,1.7328750236829062e-15,8.5996056195753494e-16,9.0419495136903014e-16,8.6632699664625567e-14,1.0306809504996584e-15,6.9559282616999289e-14,5.9145631734465061e-14,1.0868694445647079e-13,1.2215677457652792e-15,4.3324351285829005e-16,1.8949371745334394e-15,2.7215795456801748e-15,2.1587098598564813e-15,4.3679442707174371e-17,5.8880147489299679e-16,5.8566333519293637e-16,2.68076099639378e-15,3.2887573158391603e-17,3.9254660660391556e-22,6.1694431839731304e-16
6.658456599999999e-09,0.0025160833364683568,4.2124298037822817e-15,2.0228542489333308e-17,2.1119899152377269e-17,1.2319258019964143e-16,5.385210293027988e-20,0.0,0.0,2.4085026820861389e-14,3.3191931758412933e-19,1.7933392099049014e-26,2.3369192308649017e-26,4.5539244115950737e-26,1.373973338190219e-44,2.0387957368278202e-31,2.4985941361139512e-26,3.5877879994039453e-14,9.5982088071588246e-19,5.382925355410594e-43,6.7132247590917252e-45,1.438269512255303e-26,1.9897942432161781e-26,8.7670020966739838e-29,2.4154286142377495e-29,1.6005250216347474e-20,3.3702051842789495e-31,3.0925514406297941e-26,9.9179973547034016e-14,9.0533067962401485e-18,1.9751935645887361e-17,9.0649887341723966e-13,9.8831587922830195e-24,8.8739380682341644e-35,2.4732417823496842e-27,6.7019646191104884e-28,0.88168480800000004,0.0,0.0094599999978044972,0.10884999999953299,1.1071999054217625e-12,1.0394969936719254e-12,8.2576036203890074e-13,2.590417865731136e-15,1.9748706493083851e-15,9.7762356230413693e-16,1.0967928495914129e-15,1.1478077795986093e-13,1.2473893937680251e-15,9.3323643867523156e-14,7.9600651153467398e-14,1.4418561447493378e-13,1.8867019407616615e-15,5.2479608784542097e-16,2.7301820040797387e-15,3.6756054784967607e-15,2.9147394202463429e-15,5.7839344261367534e-17,9.1833603674013878e-16,7.3959904561529287e-16,3.6261462635268912e-15,4.3489884164158226e-17,6.9618965152896095e-22,9.2793097336003992e-16
8.545893399999998e-09,0.002516083336469399,6.4605597576072613e-15,3.9695692927371628e-17,4.1490783194542043e-17,2.4174664825519843e-16,1.3268072946141821e-19,0.0,0.0,3.675051412626708e-14,6.3009532606614056e-19,4.6205035678280659e-26,5.1538903554411648e-26,9.8541364315631648e-26,4.0156832488652803e-44,3.6800755484591002e-31,4.3769100047664931e-26,5.7319989400036752e-14,1.9564351582472306e-18,2.7444087300819935e-42,2.1540382949784776e-44,3.0258864876622099e-26,3.4190474834040104e-26,1.5220639163856007e-28,9.3045468875322902e-29,3.1954951495999104e-20,1.012885713099827e-30,5.8779782666713899e-26,1.59853886399702e-13,1.8446676929075611e-17,3.2117243785732332e-17,1.1412527461857646e-12,2.2283281863796517e-23,2.2707256626212132e-34,5.9694777326593275e-27,2.0647615312530421e-27,0.88168480800000004,0.0,0.0094599999971820524,0.108849999999257,1.3849239626578554e-12,1.2805474089163518e-12,1.0167304186202135e-12,3.2630869468891965e-15,2.459934279131402e-15,1.2123704122733032e-15,1.4854826117017978e-15,1.8043126890994029e-13,1.6857165760813533e-15,1.5025230406290453e-13,1.2896930772607912e-13,2.2724693829532155e-13,3.8166395470027724e-15,7.0980854159184662e-16,4.9345036295834926e-15,5.9982847755921877e-15,4.7547322060146458e-15,9.1742071886128988e-17,1.8683155117319879e-15,1.0841350943224316e-15,5.9348035954362916e-15,6.6739024110877688e-17,1.7594759081591386e-21,1.7961669079200593e-15
