Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776)
1e-12,0.001742742121698064,1.1931621411999968e-23,7.2395714896213368e-30,2.0978693198448503e-28,5.2213175578599267e-29,1.6050789080432711e-33,0.0,0.0,8.5701752275500212e-21,9.903300694137758e-30,5.237360279567232e-44,2.352227647140297e-44,1.9772683588552288e-41,9.3018641103530796e-69,2.2564513640525876e-44,3.1853042722942724e-40,6.7525517344467478e-20,2.0241222916542322e-28,1.2732872982558682e-74,8.5722280451485641e-69,4.5075118365548494e-44,3.7305390785350982e-44,1.1255648550646097e-41,2.661092252601823e-49,1.1509348016638434e-30,3.5990872676557368e-50,3.975391602950142e-43,4.7079911277631694e-25,2.2772848018060027e-27,2.1021677978707401e-28,1.0150855873520665e-19,6.6926242159280829e-38,6.6030231389993609e-54,2.657119636746955e-42,3.1020377452038817e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1585757318648135e-19,1.1585592036386444e-19,1.0150776110794213e-19,3.6989315241748433e-21,3.0838512592087102e-21,1.5419265408884319e-21,1.0398493253134959e-24,4.2636527240563061e-24,1.2506668395626319e-24,3.1942679653572135e-24,3.283682526371023e-24,4.8662322568087448e-24,2.1673887983902853e-24,5.1811625626236232e-25,1.4063171218630826e-26,1.8080446810336552e-26,1.4777953362126628e-26,9.7577830508830044e-27,3.8629394706601471e-30,3.2919813332587483e-26,2.558467050659606e-26,8.9147760242733057e-28,1.3260292479491396e-37,1.860916496319542e-27,2.8564666969753075e-33,5.3120761582291806e-31,2.6277108013213201e-31,2.5421998554894175e-22,6.7523790653707922e-20,2.8838269935070087e-24,1.083824769225174e-26,9.1648456208668936e-25,2.6169157702461622e-28,1.4309257462993836e-30,2.4237763926736496e-38,1.1981453508049844e-31,1.4410559962179545e-31,2.317235999018396e-34,5.6643976009397915e-34,3.6729127682040331e-41,2.8969585605350954e-42,4.4492044847182086e-43,1.6907114781932187e-35,2.0046936902105766e-35,6.624240847482686e-48
1.023e-12,0.001742742121698064,1.2206016566320833e-23,7.490348995231366e-30,2.1710413356377498e-28,5.403439490476542e-29,1.67076286529497e-33,0.0,0.0,8.7672371242342112e-21,1.0248717610954938e-29,5.4523519497505034e-44,2.4484897742261805e-44,2.0581820024674587e-41,9.7108606009093249e-69,2.3351497584277168e-44,3.2964024244896485e-40,6.9078135525252017e-20,2.0947208288734927e-28,1.3326828568870321e-74,8.9491353999886297e-69,4.6919700372038945e-44,3.8831925862843795e-44,1.1647798745537543e-41,2.7781051813947492e-49,1.1910777506237053e-30,3.7655119475112399e-50,4.1380715002228042e-43,4.8721991033995924e-25,2.3567132906909e-27,2.1754884140271847e-28,1.0384254678502827e-19,6.9664960748704184e-38,6.9083521909845736e-54,2.7778802126514725e-42,3.2429966003200169e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1852149750182009e-19,1.1851978703142898e-19,1.0384172133786778e-19,3.7839677738091573e-21,3.1547472037180889e-21,1.5773745449242345e-21,1.0761160206127596e-24,4.4123626386258274e-24,1.2942861557933297e-24,3.3056796516235177e-24,3.3982126867394951e-24,5.0359592552973827e-24,2.2429842575778509e-24,5.3618651681484621e-25,1.455367870344555e-26,1.8711064961928745e-26,1.5293385749541889e-26,1.0098119482479883e-26,4.0210200157487206e-30,3.4067939226667887e-26,2.6477028383922285e-26,9.2258577682249301e-28,1.3796566641180148e-37,1.9258287972764458e-27,2.9733660126450799e-33,5.529466331269069e-31,2.735262957168028e-31,2.6006525598451286e-22,6.9076348610477008e-20,2.9844104152560095e-24,1.1216269981870501e-26,9.4844854004374398e-25,2.724003450370266e-28,1.4809428516184174e-30,2.5216908559675056e-38,1.2471752221838135e-31,1.5000261095983048e-31,2.4121107492611142e-34,5.8962176964695537e-34,3.8340216049612783e-41,3.0237359210751539e-42,4.6511881106640213e-43,1.7599986177305871e-35,2.0869445548501653e-35,6.9303857789296272e-48
2.047e-12,0.001742742121698064,2.4428611262497943e-23,2.9684255164708256e-29,8.6893767719689264e-28,2.1631222592626323e-28,1.3375238631161423e-32,0.0,0.0,1.7541320481828629e-20,4.1017850273881315e-29,4.5482290152227431e-43,1.9609283359905735e-43,1.647324476261391e-40,1.5528737836783214e-67,9.3428696171383212e-44,1.3191621968874543e-39,1.3820011486920374e-19,8.383055346492566e-28,1.7225544637651018e-72,1.4314305064586727e-67,3.7559280059654466e-43,3.1060069558123048e-43,4.632005957225011e-41,4.4496588961289152e-48,4.7666575130868931e-30,2.262839028255084e-48,3.3118005382010535e-42,1.9498410776066452e-24,9.4315466963177693e-27,8.7062600132379243e-28,2.0775027136280457e-19,5.5749391763345413e-37,4.1511764907603765e-52,8.3453104033519179e-41,9.6700676748395051e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.3711897668939646e-19,2.3711213164435135e-19,2.0774696808220134e-19,7.5679858876498683e-21,6.3095410026522238e-21,3.1547742732649993e-21,4.3053767066582881e-24,1.7658036829018212e-23,5.1782180018288639e-24,1.3229381438419574e-23,1.3599573839338264e-23,2.0153636184528637e-23,8.9763959560632102e-24,2.1451900897560254e-24,5.8246362819891105e-26,7.4879879063197957e-26,6.1202741223786045e-26,4.0411687338160556e-26,3.2187747779182887e-29,1.3629077869384352e-25,1.0596124224159604e-25,3.7022976099925776e-27,9.6260184894728277e-37,7.7113902994223828e-27,2.3817827133160267e-32,4.4283375469221297e-30,2.1950397154353002e-30,5.2029128685095911e-22,1.3819296401541808e-19,1.1943306001278891e-23,4.4887047948269738e-26,3.794502129505443e-24,2.1798027328598038e-27,6.0015285604386198e-30,1.7431020417093237e-37,9.9806070476338835e-31,1.2004011469660232e-30,1.9440495923140751e-33,4.725229287085146e-33,5.7530558453303161e-40,4.2979848948296435e-41,1.3247233458561992e-41,1.4361202361329487e-34,1.7293803586483136e-34,3.949714666518074e-46
4.095e-12,0.001742742121698064,4.8897971866714124e-23,1.1822319481563275e-28,3.4771844703078244e-27,8.6596494098356699e-28,1.0704966991478329e-31,0.0,0.0,3.5091666987811464e-20,1.6412604591934502e-28,3.9383264140999755e-42,1.5707082016226779e-42,1.3178929087462364e-39,2.4783661178265844e-66,3.7360212660055576e-43,5.2772771597734924e-39,2.7643094576359478e-19,3.3539190573955361e-27,2.2622431182929533e-70,2.286658100047517e-66,3.0057403651909073e-42,2.4816487987011837e-42,1.8300725841370768e-40,7.1244706985468833e-47,1.9070386775174755e-29,1.2899189122220783e-46,2.6491514150642531e-41,7.8009136564206403e-24,3.7734025189743977e-26,3.4832065601065973e-27,4.1554379279582857e-19,4.4586348076459507e-36,2.3655870096913807e-50,2.3775945234130025e-39,2.7259704724038509e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.7429367983744539e-19,4.7426629591287224e-19,4.1553057814394869e-19,1.5128256323636476e-20,1.2612667891264664e-20,6.3063490189358166e-21,1.7215247290477675e-23,7.0645212791488943e-23,2.0705149536454708e-23,5.2929155161372051e-23,5.4409240496998677e-23,8.062945190351184e-23,3.5912979068958796e-23,8.5775559236318679e-24,2.3305515583110266e-25,2.9956859632134447e-25,2.448517604410868e-25,1.616731263822184e-25,2.5757842165398804e-28,5.4488612427014282e-25,4.2393621902501412e-25,1.4893056381095885e-26,6.1196038786772972e-36,3.0885864946329704e-26,1.9086120898125118e-31,3.5470327813160187e-29,1.7653319288540336e-29,1.0406810489512598e-21,2.7640233931814693e-19,4.7780915413076989e-23,1.7958253618198611e-25,1.5171720998455264e-23,1.7431974530838852e-26,2.4610600063928105e-29,1.0996921884078648e-36,7.9822666785229217e-30,9.6004564374919521e-30,1.57687055271426e-32,3.7898951054084939e-32,8.1799318580981059e-39,5.6340989295662079e-40,3.4835079681975517e-40,1.1930096094121538e-33,1.4783365281414939e-33,2.0785724024212918e-44
8.191e-12,0.001742742121698064,9.7933300723371885e-23,4.7219099170822052e-28,1.391476311268909e-26,3.4682256189063473e-27,8.5676975647210255e-31,0.0,0.0,7.0201077461702178e-20,6.5668332347208547e-28,3.6518004213411313e-41,1.2591024193904512e-41,1.053883915526144e-38,3.9428497385685536e-65,1.4929216237388145e-42,2.1105444124557647e-38,5.5284010667175722e-19,1.3415978166900537e-26,3.015563359918149e-68,3.6453112893997302e-65,2.4050842651743991e-41,1.9793818004202211e-41,7.1422335599356146e-40,1.1407228507189222e-45,7.6281615907226138e-29,6.7767647385682132e-45,2.1178871590409319e-40,3.1203783893721896e-23,1.5093947826345616e-25,1.3932969965815556e-26,8.310431433056341e-19,3.5631692838405735e-35,1.2415352075033735e-48,6.2394630508800536e-38,7.0688702006265269e-38,0.88168480800000004,0.0,0.0094599999999999979,0.10885,9.4856207918691247e-19,9.4845255659051156e-19,8.3099029323997435e-19,3.0217803029931514e-20,2.5193135366848072e-20,1.2596627837563171e-20,6.8783963854111811e-23,2.8257429797083528e-22,8.2726411145165701e-23,2.1172642858553143e-22,2.1763897435131724e-22,3.2251028933376375e-22,1.4365461163587181e-22,3.4271162095124825e-23,9.3241161661203972e-25,1.1981961637532565e-24,9.7934854223776103e-25,6.4664939976205142e-25,2.0609042085258079e-27,2.1764780430584145e-24,1.6958083472644223e-24,6.0217259075963428e-26,3.461293904791563e-35,1.238169147026179e-25,1.5312768494821509e-30,2.8432952967260669e-28,1.4264434279212805e-28,2.0812113653571351e-21,5.527257016242227e-19,1.9111006696786039e-22,7.1832251593101087e-25,6.0612843732317239e-23,1.3928887902805336e-25,1.0325525614125805e-28,6.2576914142208734e-36,6.379341631148852e-29,7.6724475646584567e-29,1.2957739380465784e-31,3.0459872728342255e-31,1.0699798860631962e-37,6.6788660827204275e-39,8.2927444123216678e-39,1.0250167574150846e-32,1.3348787088322562e-32,9.8998175198334938e-43
1e-11,0.001742742121698064,1.196749702571424e-22,7.8527138466070666e-28,2.3141258133014604e-26,5.7729441422269045e-27,2.1821212818464428e-30,0.0,0.0,8.5714859448697367e-20,1.0919225467932952e-27,1.1283614062328177e-40,3.2136222360983639e-41,2.6810075951358187e-38,1.6841695605572327e-64,2.4790680467290155e-42,3.5075881698880408e-38,6.7486996466790649e-19,2.2301942989161983e-26,9.1937744840454324e-67,1.5623654372326319e-64,6.1235622144422628e-41,5.0174723909317615e-41,1.1579854246047217e-39,4.9235434415680846e-45,1.2680321751572137e-28,7.5917056119103761e-44,5.3857548265515539e-40,5.1870346505881527e-23,2.5091298859082615e-25,2.316106018746001e-26,1.0144711677645107e-18,9.0564248412407672e-35,1.3874988060350089e-47,3.7322383360086644e-37,4.1940769847200471e-37,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1579513741778355e-18,1.15776933766129e-18,1.0143833300658084e-18,3.6854851413450288e-20,3.0726626120750548e-20,1.5363412810037891e-20,1.1420415866781551e-22,4.6971230257967566e-22,1.3735052133418265e-22,3.5197060125988888e-22,3.6178529558836066e-22,5.3609628372525749e-22,2.3880213403594851e-22,5.6900274989218619e-23,1.5502863546041265e-24,1.9916265441871109e-24,1.6278703647975963e-24,1.074850885690362e-24,5.2467413536392554e-27,3.6125720011057192e-24,2.8190581039749624e-24,1.012294380511464e-25,6.5472277722814805e-35,2.0630247822917509e-25,3.9131410880536196e-30,7.2571963183073002e-28,3.6805073491910957e-28,2.5405418448950049e-21,6.7467982550866694e-19,3.17658683050477e-22,1.1940555391424605e-24,1.0062654346880969e-22,3.5395433394616429e-25,1.8019397744594628e-28,1.2127791733563578e-35,1.6215011498419343e-28,1.9501357900325898e-28,3.4210826806670642e-31,7.8023269167988188e-31,3.60444110471477e-37,2.1127487778345623e-38,4.6169522160515128e-38,2.8616035271480169e-32,3.9423045985979637e-32,1.0240282559885015e-41
1.6383e-11,0.001742742121698064,1.9638977215546028e-22,1.8899657728396549e-27,5.5696657643649051e-26,1.3905071469123037e-26,6.8585827447897318e-30,0.0,0.0,1.404547546521192e-19,2.627650552575098e-27,3.8212230132212248e-40,1.0110084364371778e-40,8.4222626791316959e-38,6.2354870381185943e-64,5.9586549002096387e-42,8.4370134345039705e-38,1.1054485072822902e-18,5.3655792331613511e-26,4.0569688491246194e-66,5.788886382413415e-64,1.9244095520233734e-40,1.5737280151702984e-40,2.7237860238004301e-39,1.8271107748583116e-44,3.0506711086399384e-28,3.1987641481559812e-43,1.6916323826949721e-39,1.2479166720981457e-22,6.0366639733576931e-25,5.5722088316125828e-26,1.6616912231105638e-18,2.8439205506185731e-34,5.8451731874457621e-47,1.4699749686681164e-36,1.6498517860567545e-36,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.8967749617549838e-18,1.8963370621360164e-18,1.66147993264143e-18,6.0273469341587568e-20,5.0251375419898948e-20,2.5125927171180018e-20,2.7446789747150284e-22,1.1300229070120845e-21,3.3008998807630257e-22,8.46817784333644e-22,8.7040108799081896e-22,1.2897277940629602e-21,5.7452719510819238e-22,1.3674639306716254e-22,3.7304380696972646e-24,4.7912208605548779e-24,3.9161593605960629e-24,2.585746454889038e-24,1.6487868217795763e-26,8.6797846789475845e-24,6.7824097883770473e-24,2.4593963064296115e-25,1.7435849041594989e-34,4.9735021288368844e-25,1.2317474661741666e-29,2.2831508214798727e-27,1.1633901494832459e-27,4.1612750958017034e-21,1.1049911426752823e-18,7.6418152243983079e-22,2.8726646531052472e-24,2.4181363325213248e-22,1.1113946870375414e-24,4.5166985256359421e-28,3.284025737113377e-35,5.0919865430308529e-28,6.1239298570621766e-28,1.0920168199819387e-30,2.4584922797078526e-30,1.2547208356595906e-36,7.2108998161527229e-38,1.7981654945002248e-37,9.3419425825406683e-32,1.3142525413619804e-31,4.2879680048462298e-41
3.2767e-11,0.001742742121698064,3.9484104639347795e-22,7.5830483648789532e-27,2.2307084337620904e-25,5.5871565867670467e-26,5.4934339593835658e-29,0.0,0.0,2.8110142524209711e-19,1.0516905685927156e-26,4.8718732846064447e-39,8.1438753107243866e-40,6.722982199033759e-37,9.7490328427419369e-63,2.3728632256417469e-41,3.3695690520960567e-37,2.2098262817218048e-18,2.1453719380802861e-25,5.4624492792772613e-64,9.1247763715126939e-63,1.5398858773089235e-39,1.2434664971154141e-39,9.965036545787666e-39,2.9291785268842664e-43,1.2196742171800555e-27,1.349136408705087e-41,1.3488855992382058e-38,4.9893010047970371e-22,2.4136970547901071e-24,2.2278820985042721e-25,3.3215860825735496e-18,2.2643596521918468e-33,2.4511269937896653e-45,3.092292767920316e-35,3.4623112533547919e-35,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.791905954995728e-18,3.7901560529115664e-18,3.3207418808798912e-18,1.1989545124850075e-19,9.9960647082129038e-20,4.9981272123830328e-20,1.0924578120337661e-21,4.5174558789205558e-21,1.3137517635662552e-21,3.3862340589869616e-21,3.4800251882900585e-21,5.1559003678446352e-21,2.2971537892760813e-21,5.442449956290919e-22,1.4926555925268891e-23,1.9150545462564799e-23,1.5653263180638814e-23,1.0335189388257984e-23,1.3189747675058525e-25,3.4508573425311071e-23,2.7120399775576554e-23,1.0235463533492795e-24,8.0491265308234722e-34,2.0057369144402339e-24,9.9603234640161125e-29,1.8398203130001224e-26,9.6557788934185841e-27,8.3174144240822414e-21,2.2079990444713874e-18,3.0543587031504797e-21,1.1484526553403387e-23,9.6209392777447781e-22,8.8438021812571428e-24,2.1192042091999891e-27,1.68267079551368e-34,4.0548696507802964e-27,4.876293589771949e-27,9.6465505527910683e-30,2.0005047492193019e-29,1.3127388291352126e-35,7.3963746515217698e-37,3.6976775305186804e-36,9.3424397524063135e-31,1.4548447078254032e-30,1.7541473659944843e-39
6.5535e-11,0.001742742121698064,7.9785771550051262e-22,3.0543802707517118e-26,8.9459661442616565e-25,2.2547546928263463e-25,4.405374839778753e-28,0.0,0.0,5.6295116243410878e-19,4.2115929718420668e-26,8.1205633741585494e-38,6.5963571914437257e-39,5.3544768065757338e-36,1.4914869192058922e-61,9.4071646507405621e-41,1.3426761101059079e-36,4.415230979942165e-18,8.5741976866822723e-25,7.3394300552347525e-62,1.4178732624269364e-61,1.2323716354869503e-38,9.7073201065182139e-39,3.4050947056919639e-38,4.7052179421265994e-42,4.8737100130166034e-27,5.1959508008466645e-40,1.072033817603003e-37,1.9937328724183697e-21,9.6465763987829706e-24,8.9030909351941738e-25,6.6357800630971731e-18,1.7943572117163895e-32,9.3277067574495657e-44,5.9385273193742976e-34,6.7091927197695236e-34,0.88168480800000004,0.0,0.0094599999999999806,0.10885,7.5769959850611125e-18,7.5700102630632798e-18,6.6324110846481519e-18,2.3721626365052897e-19,1.9777843335358304e-19,9.88929379069672e-20,4.3269056393508625e-21,1.8047888023483934e-20,5.202625896613225e-21,1.3535957403932034e-20,1.3906802196313091e-20,2.0598544820012816e-20,9.1805343860028714e-21,2.1552532961122903e-21,5.9740699559999474e-23,7.6484575695332542e-23,6.25196549749088e-23,4.1276805400116779e-23,1.0550156964829018e-24,1.3637244729355749e-22,1.0840256084697366e-22,4.4016563617799588e-24,3.5449088018113834e-33,8.151191770602362e-24,8.1377326261634322e-28,1.492687459507085e-25,8.2631361144912725e-26,1.6613737092519916e-20,4.4079401080725065e-18,1.2197939940469968e-20,4.5886787268052793e-23,3.8074790925945486e-21,6.9999032780110017e-23,1.1031426679085684e-26,9.0644720283459592e-34,3.2141599702829017e-26,3.8647482818169566e-26,9.2505329274621199e-29,1.6519148963949844e-28,1.2545409644689732e-34,7.7059671387016e-36,7.6965220970764308e-35,1.0593585356626353e-29,1.8378182066329014e-29,7.205222513956849e-38
9.999999999999999e-11,0.001742742121698064,1.2344440544152794e-21,7.9641499008217099e-26,2.3163695325013388e-24,5.8947679104154441e-25,2.0717803525209689e-27,0.0,0.0,8.6056420390477903e-19,1.087620626752721e-25,9.7533210700789552e-37,3.1466546699975871e-38,2.486595471959753e-35,1.2241318548848414e-60,2.3901544952952306e-40,3.4350635258897635e-36,6.7278231820587879e-18,2.2070523956953247e-24,5.2491057949688233e-60,1.1954049604174369e-60,5.7721788657678538e-38,4.3549619085889395e-38,7.172078673411822e-38,4.2144700571270197e-41,1.2541699404827355e-26,1.024044042821638e-38,4.9597999438579951e-37,5.1307707409881528e-21,2.4830852299162505e-23,2.2913481137801448e-24,1.010987922939024e-17,8.2590398689842067e-32,1.7959000401583719e-42,5.9774259482149238e-33,6.933324952158964e-33,0.88168480800000004,0.0,0.0094599999999999702,0.10885,1.1547259819406612e-17,1.1529311387827291e-17,1.0101228021715399e-17,3.5670657315898616e-19,2.9740884400362477e-19,1.487137160637053e-19,1.0977469882854139e-20,4.6428824476573061e-20,1.3196140295053107e-20,3.4852789659964539e-20,3.5790806109475734e-20,5.299038459666045e-20,2.3630117905806037e-20,5.4665316356482716e-21,1.5412618494797823e-22,1.9666125739488588e-22,1.6076515292404799e-22,1.061309995858696e-22,4.9370310797773508e-24,3.447649063482176e-22,2.790909259638272e-22,1.2554717074497491e-23,9.8177609275568702e-33,2.1533575639187733e-23,3.951689340735004e-27,7.1568164015953564e-25,4.2910893062736321e-25,2.5306139152927836e-20,6.7091056283573733e-18,3.1360139786276584e-20,1.1806326244641828e-22,9.646936317572549e-21,3.2152225680369587e-22,3.9626987523949238e-26,3.3235371978021718e-33,1.4802293442210368e-25,1.7794233189673513e-25,5.7396355515267861e-28,8.1323809781807333e-28,6.5939864820734858e-34,4.9796227722380496e-35,9.5361634531006811e-34,7.7828001203925673e-29,1.4710368956955056e-28,1.7044654597053067e-36
1.31071e-10,0.001742742121698064,1.6280368046378451e-21,1.2390421543819097e-25,3.598130923405553e-24,9.1763245819288899e-25,3.5423837811732975e-27,0.0,0.0,1.1288692905589266e-18,1.6884510335719093e-25,1.7814079419377528e-36,5.3887601631634153e-38,4.2456006373028562e-35,2.19325420673345e-60,3.6968566289671326e-40,5.3213995013959352e-36,8.8126788998004274e-18,3.4237776344697039e-24,9.9151302209956444e-60,2.1452657905768295e-60,9.864920790969015e-38,7.4059239616515896e-38,1.0568102432617502e-37,7.5897265920758699e-41,1.9454570386778667e-26,1.9004008854498135e-38,8.4647116313342438e-37,7.9588834238354407e-21,3.8519830581497997e-23,3.5544174130263682e-24,1.3241860520435995e-17,1.4087101811359616e-31,3.3308542946528922e-42,1.0830842556453951e-32,1.2579029489774962e-32,0.88168480800000004,0.0,0.0094599999999999615,0.10885,1.5126545111643637e-17,1.5098713542115484e-17,1.3228447260120056e-17,4.6442986945195797e-19,3.872279790480886e-19,1.936283076234909e-19,1.6973108403379029e-20,7.2014899524706897e-20,2.0402479650164836e-20,5.4070410290377609e-20,5.5519745195095256e-20,8.2192382382826686e-20,3.6656753900113429e-20,8.4517261601723533e-21,2.392168977432746e-22,3.0500333419995838e-22,2.4933575692166022e-22,1.6459856574125989e-22,8.4367583385715431e-24,5.3263556049843796e-22,4.3297046150845974e-22,1.9904891146885323e-23,1.5472883179088513e-32,3.3598106298721067e-23,6.7805937499392686e-27,1.2263160529250218e-24,7.4146652706981843e-25,3.3142542008547586e-20,8.7836599263632087e-18,4.8635309129350931e-20,1.8313203541223853e-22,1.4911342974682415e-20,5.4827629985133371e-22,6.5406551458687549e-26,5.502600108976917e-33,2.5249265590948465e-25,3.035198817507932e-25,1.0080093562917218e-27,1.3974672045268074e-27,1.1407620942467795e-33,8.7741577688882401e-35,1.7439377462776153e-33,1.3844139260945121e-28,2.6315273189169183e-28,3.1761240005784263e-36
2.62143e-10,0.001742742121698064,3.3825379218112498e-21,5.0926777758829623e-25,1.4571268707426277e-23,3.7937925746796412e-24,2.8665336140446544e-26,0.0,0.0,2.2695250444483583e-18,6.7840814183950351e-25,4.8778074507123518e-35,4.4510143271399262e-37,3.3369135126759017e-34,3.0166108726196291e-59,1.4282226375746385e-39,2.084850943950874e-35,1.7554462236121677e-17,1.3647967192476756e-23,1.369659644090526e-57,3.0978665160097893e-59,7.8980919270518932e-37,5.4176687225889302e-37,2.9502920073392526e-37,1.2354868828257585e-39,7.7496825697855527e-26,6.8983569835296247e-37,6.5989849342342602e-36,3.1707522430488689e-20,1.5354829262980878e-22,1.41632374667628e-23,2.6365391076997107e-17,1.0861536203708922e-30,1.1539633206448176e-40,1.9596913938181671e-31,2.4169888821132608e-31,0.88168480800000004,0.0,0.0094599999999999233,0.10885,3.0143572268923165e-17,3.0033130597317621e-17,2.6312235098437359e-17,8.9112092737792303e-19,7.4300516045628218e-19,3.7155559270672242e-19,6.5355801040996723e-20,2.8665245308779307e-19,7.851832762168456e-20,2.1568800197877079e-19,2.2122117982508095e-19,3.2716193394586449e-19,1.4610476422354531e-19,3.2523532313468209e-20,9.5865184082363421e-22,1.2127217811382406e-21,9.91546618697426e-22,6.5442370020421098e-22,6.7424359576103106e-23,2.0344107922032824e-21,1.7267911246171638e-21,9.5693124385346213e-23,6.9335482365184355e-32,1.4186032107661839e-22,5.8552417692677879e-26,1.0291148417731604e-23,7.0538784987352415e-24,6.5944824198737304e-20,1.7439530928792517e-17,1.9329845433150652e-19,7.2919892855019122e-22,5.7231206482845199e-20,4.2084087495147807e-21,4.4446661087245806e-25,3.9163773977500579e-32,1.949438135345753e-24,2.3422267599176739e-24,1.2962266371449004e-26,1.2235176868886284e-26,1.0316523498270167e-32,1.1543459929342211e-33,4.5533454943939394e-32,2.0695723710350539e-27,4.1893565017397542e-27,1.5738871930480496e-34
5.24287e-10,0.0017427421216980644,7.2493011732912761e-21,2.1420056638569003e-24,6.003892746485096e-23,1.6121903235364595e-23,2.3569674084342399e-25,0.0,0.0,4.5856788126674294e-18,2.7375988309483629e-24,1.5840132184271952e-33,3.7099778200588698e-36,2.5780748405127182e-33,3.7526367415917797e-58,5.3421734575738547e-39,7.9933258039936262e-35,3.4828214233503127e-17,5.4218131131532034e-23,1.9797423284582331e-55,4.1571543495335648e-58,6.3203668103291675e-36,3.6908969522445638e-36,7.6113459467398463e-37,2.053710573426389e-38,3.0744000404747801e-25,2.5968967858404477e-35,5.0199764319327338e-35,1.2581729176571405e-19,6.0998334205350839e-22,5.6221799226022011e-23,5.2262665555002448e-17,8.0948274345993117e-30,3.9788426450250808e-39,3.6710908124615844e-30,5.0615436246606824e-30,0.88168480800000004,0.0,0.009459999999999847,0.10885,5.9852923840312992e-17,5.9418121246943083e-17,5.2053943858977912e-17,1.6473943758662439e-18,1.3734525286932779e-18,6.8690811800447197e-19,2.4312443102211801e-19,1.1354971883942713e-18,2.9180388028994205e-19,8.5795368883421065e-19,8.7809023575505611e-19,1.2959495720992134e-18,5.8027893895776303e-19,1.2084041173638958e-19,3.84553934040276e-21,4.7954573638097725e-21,3.9220839623402267e-21,2.5874650194409069e-21,5.378631360395267e-22,7.4614765747150613e-21,6.8671221396475695e-21,4.8137690953518653e-22,3.304365194662243e-31,6.2044689696731175e-22,5.3672224995879715e-25,8.9061495638906352e-23,7.0119138626860201e-23,1.3053063110732107e-19,3.4377446820720805e-17,7.6342265542533479e-19,2.8901977011202799e-21,2.1153238437531142e-19,3.1099099129042439e-20,3.4163864999145512e-24,3.2157357824021547e-31,1.457475670196505e-23,1.7495442469835052e-23,1.9579958731319116e-25,1.1136223959642154e-25,9.6842343904628952e-32,1.764345467858807e-32,1.3803155022746331e-30,3.4495474288206094e-26,7.2455044140732828e-26,8.6798628874088548e-33
