Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925)
1.991264058603388e-05,0.0037344024134229738,4.8267855531260535e-14,2.8700684087976737e-14,1.1516253485598856e-12,4.6389151611256602e-12,1.4385138531732783e-10,0.0,0.0,6.198663109464142e-10,1.197439731630009e-11,2.8183633679907368e-17,1.032977867746314e-18,3.6049451386227487e-20,4.9345421330837653e-41,4.7981491308043532e-29,1.7438368660391532e-21,1.0562421382096758e-10,4.8774729213814341e-12,2.6022400797695083e-31,2.3828256236121999e-34,3.6319329621508487e-19,2.2531407458890524e-23,7.3840322893136762e-23,4.2832249181986099e-17,3.758064406129776e-16,1.9636278828922761e-20,2.2926969775091058e-21,9.9776330711970307e-10,5.237854792573586e-11,2.3198486024706608e-13,4.2655302663392324e-12,2.730469250637285e-19,1.7090254410669141e-27,8.6474203829076652e-20,1.9036781107895845e-19,0.88168480800000004,0.0,0.0094599992201352418,0.10884999878095725,4.638759120731226e-12,3.8821638721384227e-12,1.8515630893729732e-12,2.167702537397579e-12,4.5270915522634386e-13,4.0087006873001294e-13,6.3518002437058012e-13,4.7971948402153266e-12,2.5074844593754297e-12,2.2339773749688367e-11,3.683866348481054e-11,1.4807234369074908e-11,2.8237299524873603e-10,5.5546091330412806e-13,7.0467945907695131e-13,1.0461247819649041e-10,6.23533963825071e-11,5.2272164933782079e-11,7.9185258116347469e-13,5.6034522899243557e-14,2.8915640365919479e-10,5.0632983682353053e-14,5.9297680161137732e-22,1.2422371492596145e-13,4.5851164336128256e-11,1.4247281479761682e-13,5.1951502234161536e-14,6.7580358399383893e-13,3.1291481773412445e-13,8.8314938000075934e-13,1.9579174947494068e-12,1.3415392381351345e-12,1.5388894137552456e-12,7.5970919200977777e-11,5.6141523442395864e-22,1.3421143333881701e-12,6.5275927317342846e-12,1.6977622797734207e-11,3.4653761010474553e-15
2.0970569144425044e-05,0.003734402413668437,4.8600217206952251e-14,2.9108903849045215e-14,1.1664133533523857e-12,4.9229831733156316e-12,1.532131741619807e-10,0.0,0.0,6.5842048425412429e-10,1.3441612776074025e-11,3.2805729854798042e-17,1.1593788715886404e-18,3.9941612446821993e-20,5.2213740764130758e-41,5.0424484941051508e-29,1.8576545738655827e-21,1.1099957788615734e-10,5.4149589589215189e-12,2.9957178551707979e-31,1.8531377479628313e-34,4.0792045513660784e-19,2.3945465161272371e-23,7.8630008864571491e-23,4.8140187834254585e-17,3.961741240908055e-16,2.2520356946827671e-20,2.4793677893190768e-21,1.0603773641802942e-09,5.8148412085763167e-11,2.4703243998595835e-13,4.2984172099931284e-12,2.8784984052253893e-19,1.8585776750274852e-27,9.393544947483203e-20,2.1434359907057412e-19,0.88168480800000004,0.0,0.0094599991728723364,0.10884999871137495,4.6593306459302694e-12,3.9199531884050046e-12,1.8609142065597438e-12,2.2292997261948931e-12,4.7329553745343238e-13,4.1282664447989218e-13,6.6407263701656193e-13,4.8214454816667211e-12,2.5787485224956227e-12,2.2439123789148095e-11,3.7124986094440483e-11,1.4951674324533264e-11,2.9690509148727287e-10,5.7203232837353139e-13,7.1155503733627803e-13,1.1186960773219054e-10,6.6629116218358531e-11,5.5750219591620666e-11,7.9957934164346657e-13,5.6283698101869179e-14,3.078466826334238e-10,5.2143847182660825e-14,5.9876293019071446e-22,1.2485188063353448e-13,4.8773572624111989e-11,1.4319330113364119e-13,5.350193878239822e-14,6.8938495335285006e-13,3.1291480818631316e-13,8.8314936117495235e-13,1.9973582507927978e-12,1.3415391749862476e-12,1.5388893411999722e-12,8.0424509748966734e-11,5.7817002642241957e-22,1.4758904833095266e-12,7.0512838976575292e-12,1.8353534985215948e-11,3.482900831664327e-15
2.202849770281621e-05,0.0037344024139165945,4.8930646141582651e-14,2.9513999203768052e-14,1.1811131458013281e-12,5.2089947798803385e-12,1.6269405327704958e-10,0.0,0.0,6.971580339832562e-10,1.4997345771725066e-11,3.789962207118433e-17,1.2938059758416857e-18,4.4023190609289329e-20,5.5095319074033691e-41,5.2845552448535813e-29,1.972936374468863e-21,1.1632771504519846e-10,5.9790285996988164e-12,3.4264539597398656e-31,1.9209160018110902e-34,4.5549094911855911e-19,2.5369934231671957e-23,8.347917167774343e-23,5.3793385108341542e-17,4.1648212430748408e-16,2.5646965921114195e-20,2.6720572515981616e-21,1.1234524210966809e-09,6.4203358977051543e-11,2.6220081343399167e-13,4.3310490010393137e-12,3.0260955133071728e-19,2.0133407039380429e-27,1.0164162981858003e-19,2.4000353429666636e-19,0.88168480800000004,0.0,0.0094599991250930472,0.10884999864144596,4.6797805885399535e-12,3.9575291047474241e-12,1.8702114039464039e-12,2.2905542142112491e-12,4.9376239565203939e-13,4.2471408190625427e-13,6.9279749467352777e-13,4.8455561530135183e-12,2.6496160892508359e-12,2.253788364577223e-11,3.7408900434560467e-11,1.509529693093169e-11,3.1130945764623793e-10,5.8850791459926009e-13,7.1839169928203379e-13,1.1925521033868998e-10,7.0981404301098027e-11,5.9288998459166445e-11,8.0726236452337232e-13,5.653139334079411e-14,3.2675917578359457e-10,5.3645973279601862e-14,6.0451630638773067e-22,1.2547641950415811e-13,5.1724277949160217e-11,1.4390962735481597e-13,5.5043408753563447e-14,7.0288843194651642e-13,3.12914789713832e-13,8.8314931458261474e-13,2.0365726689934526e-12,1.3415390461261537e-12,1.5388891924636292e-12,8.490049897045896e-11,5.9482792116467978e-22,1.6155989291744095e-12,7.5896086266663287e-12,1.9769788094764002e-11,3.5003243720484931e-15
2.3086426261207374e-05,0.0037344024141674256,4.9259216916058925e-14,2.9916043151763503e-14,1.1957261126076146e-12,5.4969389018883281e-12,1.7229331615285539e-10,0.0,0.0,7.3607665490130029e-10,1.6641991619201052e-11,4.3486915786258015e-17,1.4363582895183692e-18,4.8292773116529081e-20,5.798176440916036e-41,5.5245703808506319e-29,2.0896424502343847e-21,1.2160914749261931e-10,6.5694511143130368e-12,3.8962453923674287e-31,3.0148292255208635e-34,5.0594069486833565e-19,2.6804747771568588e-23,8.8386085065507552e-23,5.9796609647944159e-17,4.3673073619838879e-16,2.9023956849349689e-20,2.8707942884806654e-21,1.1869855159089022e-09,7.0540887133066876e-11,2.7748938689852005e-13,4.3634543401649926e-12,3.1732627025465007e-19,2.1733579215818195e-27,1.0959377345199712e-19,2.6739038188535887e-19,0.88168480800000004,0.0,0.0094599990768003007,0.10884999857117168,4.7001113514691093e-12,3.9948952350519941e-12,1.8794554526458842e-12,2.3514703204577356e-12,5.1411106271661916e-13,4.3653325657033172e-13,7.2135646795905332e-13,4.8695288836318481e-12,2.7200921581879891e-12,2.2636066170532075e-11,3.7690727671935459e-11,1.5238116523695612e-11,3.2558750549743583e-10,6.0488888706692382e-13,7.2519013015972601e-13,1.2676855147229184e-10,7.5409819764091205e-11,6.2888149941496947e-11,8.1490242097550992e-13,5.677764074459267e-14,3.4589263965342601e-10,5.5139472879699891e-14,6.1023750762609175e-22,1.2609738437627747e-13,5.470312123539157e-11,1.4462185412148521e-13,5.6576026054991152e-14,7.1631505399855099e-13,3.1291475827587689e-13,8.8314921896014394e-13,2.075563702855044e-12,1.3415388380362882e-12,1.5388889521552957e-12,8.9398758258837548e-11,6.1139014957351244e-22,1.7612053139597866e-12,8.1424857608990941e-12,2.122614969016208e-11,3.5176481980829518e-15
2.414435481959854e-05,0.003734402414420911,4.9585985126922283e-14,3.031509444600622e-14,1.2102535153917582e-12,5.7868047897724326e-12,1.8201026592211486e-10,0.0,0.0,7.7517418623382379e-10,1.8375940492287919e-11,4.9589052896518087e-17,1.5871322934517119e-18,5.2748960330269264e-20,6.088279684833371e-41,5.7625572545033784e-29,2.2077328699810084e-21,1.2684439216450048e-10,7.1859983199392946e-12,4.406915254304205e-31,2.7657689725256969e-34,5.5930545240378039e-19,2.8249842368209699e-23,9.3349024047908769e-23,6.6154490465556462e-17,4.5692026245376387e-16,3.2659213637011725e-20,3.0756062876039703e-21,1.2509738409067178e-09,7.7158522782809838e-11,2.928976326138009e-13,4.3956523433195794e-12,3.3200021557167116e-19,2.3386733985970492e-27,1.1779291754078157e-19,2.965469486867409e-19,0.88168480800000004,0.0,0.0094599990279969782,0.10884999850055348,4.7203248899653939e-12,4.0320548278124116e-12,1.8886471132493832e-12,2.4120520124925828e-12,5.3434286035610523e-13,4.4828500268296511e-13,7.4975141192271176e-13,4.8933656756731834e-12,2.7901813176969844e-12,2.2733681387228449e-11,3.7970679741301167e-11,1.5380145957267714e-11,3.397406328197284e-10,6.2117640250039102e-13,7.3195094427367991e-13,1.3440890563677657e-10,7.9913927019544143e-11,6.6547326259842504e-11,8.225002022788739e-13,5.7022465405791082e-14,3.6524584669383543e-10,5.6624451485755128e-14,6.159270515117173e-22,1.2671482736749517e-13,5.770994564324037e-11,1.4533004126378063e-13,5.8099898984443574e-14,7.2966583450495145e-13,3.1291473138766982e-13,8.8314913948585934e-13,2.1143343403756078e-12,1.3415386599157266e-12,1.5388887465320972e-12,9.3919160628469421e-11,6.2785788196311565e-22,1.9126756638421492e-12,8.7098351393836991e-12,2.2722390097515877e-11,3.5348737654306892e-15
2.5202283377989704e-05,0.0037344024146770335,4.9910989915476145e-14,3.0711200864438344e-14,1.2246964551946902e-12,6.0785819811488387e-12,1.9184421582096773e-10,0.0,0.0,8.1444857671789467e-10,2.0199577628320923e-11,5.6227313529727128e-17,1.7462218923928895e-18,5.7390369714643426e-20,6.3789423926635118e-41,5.9984235863121715e-29,2.3271696985467422e-21,1.3203396096133614e-10,7.828444551264028e-12,4.960313423234992e-31,3.0018831858650473e-34,6.1562082668461229e-19,2.9705157326796876e-23,9.8366349005889567e-23,7.2871519863816845e-17,4.7705101491809055e-16,3.6560653087183776e-20,3.2865220278280779e-21,1.3154147086583174e-09,8.4053819532611396e-11,3.0842506956503974e-13,4.4276554423460937e-12,3.4663161241273367e-19,2.5093315282419116e-27,1.2624009052898747e-19,3.2751607649658989e-19,0.88168480800000004,0.0,0.0094599989786859351,0.10884999842959257,4.7404226466771893e-12,4.0690104511325186e-12,1.8977870552185985e-12,2.4723032902008386e-12,5.544590973676089e-13,4.5997009763595766e-13,7.779841635476029e-13,4.917068271800534e-12,2.8598881959420644e-12,2.2830736350969747e-11,3.8248893152127263e-11,1.5521395107306292e-11,3.5377022403116774e-10,6.3737153784625528e-13,7.3867461204629584e-13,1.4217555684179101e-10,8.449329588296007e-11,7.0266183604301236e-11,8.3005623721774021e-13,5.7265885011766631e-14,3.8481758548954608e-10,5.8101007247114631e-14,6.2158533401369882e-22,1.2732879366753236e-13,6.0744596842551004e-11,1.4603424062303765e-13,5.9615128231688002e-14,7.4294172438544726e-13,3.1291471255536028e-13,8.8314908953825624e-13,2.1528873846018498e-12,1.3415385330013808e-12,1.5388886001355606e-12,9.8461580880345006e-11,6.4423220644273542e-22,2.0699763857014912e-12,9.2915775663836179e-12,2.4258282439655985e-11,3.5520023351265953e-15
2.626021193638087e-05,0.0037344024149357754,5.023426019854772e-14,3.110440238306672e-14,1.2390559880809579e-12,6.3722602383073415e-12,2.0179448838672401e-10,0.0,0.0,8.5389785655739433e-10,2.2113283505207325e-11,6.3422817979888964e-17,1.9137184934794232e-18,6.2215634485225148e-20,6.6705212407622353e-41,6.2322521308653119e-29,2.447916328243162e-21,1.3717836038467028e-10,8.4965666358419654e-12,5.5583173194891159e-31,3.3422863281507174e-34,6.7492227005868689e-19,3.1170633997808274e-23,1.0343647788596123e-22,7.9952057485833818e-17,4.9712331132560076e-16,4.0736224984471311e-20,3.503570650403383e-21,1.3803055222618533e-09,9.1224358095589474e-11,3.2407124922655328e-13,4.4594714242451325e-12,3.6122069030280047e-19,2.6853770425811148e-27,1.3493631386153265e-19,3.6034064301035099e-19,0.88168480800000004,0.0,0.0094599989288699955,0.10884999835829035,4.7604059020494401e-12,4.1057643700158088e-12,1.9068758796630301e-12,2.5322281270424096e-12,5.7446106689200721e-13,4.7158930610402849e-13,8.0605653777226654e-13,4.9406382254836741e-12,2.9292173920642667e-12,2.2927237274639786e-11,3.8525451637260396e-11,1.5661872538289195e-11,3.676776490246796e-10,6.5347535294588804e-13,7.4536154063987244e-13,1.5006779780605622e-10,8.9147501336150894e-11,7.4044382089674153e-11,8.3757098316030223e-13,5.7507915142376585e-14,4.0460665954262772e-10,5.9569236794835514e-14,6.2721269764042646e-22,1.2793932347069948e-13,6.380692260447321e-11,1.467344982915292e-13,6.1121812960570426e-14,7.561436132793239e-13,3.1291469140760955e-13,8.8314903077244393e-13,2.1912254016824744e-12,1.3415383921633517e-12,1.5388884376520851e-12,1.0302589548863951e-10,6.6051419462612417e-22,2.2330742629128135e-12,9.8876347885892283e-12,2.5833602519828571e-11,3.5690350282266661e-15
2.83760690531632e-05,0.0037344024154610505,5.0875696312711284e-14,3.188223452982905e-14,1.2675290777750335e-12,6.9652797755708979e-12,2.2204133368240697e-10,0.0,0.0,9.3331345270337123e-10,2.621240061705813e-11,7.9569251065615057e-17,2.274286190190538e-18,7.2412331158294893e-20,7.2556517549255719e-41,6.6938500608427376e-29,2.6931942098301399e-21,1.4733364899740736e-10,9.9089579880717137e-12,6.8957803936478441e-31,3.9833349168250104e-34,8.0262442272349565e-19,3.4131844309560389e-23,1.1372889223472831e-22,9.5220451296045776e-17,5.370938306353268e-16,4.9941728056301842e-20,3.9561776984160421e-21,1.5114268840183505e-09,1.0638161738919921e-10,3.5571812297836458e-13,4.5225616636700012e-12,3.9027282459453396e-19,3.0538107261592567e-27,1.5307996144814126e-19,4.317277624885065e-19,0.88168480800000004,0.0,0.0094599988277345257,0.10884999821466697,4.8000341930161013e-12,4.1786765426953212e-12,1.9249026359755577e-12,2.6511135614598463e-12,6.1412730967240353e-13,4.9463310605621584e-13,8.6172732065573373e-13,4.9873865927087703e-12,3.066760188212042e-12,2.3118602619943003e-11,3.9073806042649362e-11,1.5940548461280488e-11,3.9513140375746167e-10,6.8541323963897441e-13,7.5862690491103986e-13,1.6622625912286266e-10,9.8678746280101982e-11,8.1777461691404165e-11,8.5247854640318392e-13,5.7987871221211276e-14,4.4483209584103044e-10,6.2481101782726167e-14,6.3837611977223823e-22,1.2915023909910226e-13,7.0013997242460673e-11,1.4812337840750804e-13,6.4109943496411849e-14,7.823289379174817e-13,3.1291464471786557e-13,8.8314889827636876e-13,2.2672666742323562e-12,1.3415380808853614e-12,1.5388880784174186e-12,1.1221972084284764e-10,6.9280542670244413e-22,2.5765304709146745e-12,1.1122385173420769e-11,2.9101641913692831e-11,3.6028174025802466e-15
3.049192616994553e-05,0.0037344024159966017,5.151047733671895e-14,3.2648864308852589e-14,1.295681248894725e-12,7.5657843452632946e-12,2.4274554980643854e-10,0.0,0.0,1.013406034405451e-09,3.0676246005923352e-11,9.819418628600743e-17,2.6695189970317004e-18,8.3328400214812334e-20,6.9878838426155228e-36,7.1475375361180005e-29,2.943287413744164e-21,1.5731419841701768e-10,1.1421435871448925e-11,8.4348397797200898e-31,5.7921467184093765e-34,9.4269255275934244e-19,3.7133025941092534e-23,1.242142151120933e-22,1.1199201906108097e-16,5.7683445387118268e-16,6.0339970290665995e-20,4.4336495133866468e-21,1.6443181174016665e-09,1.2261147773254662e-10,3.8783489625950581e-13,4.5849529544062246e-12,4.1915852206781576e-19,3.4443379377559723e-27,1.7223186624787611e-19,5.1105195216769746e-19,0.88168480800000004,0.0,0.0094599987246124836,0.10884999806969334,4.8392208242998067e-12,4.2508104379606051e-12,1.94273221189529e-12,2.7687380249815288e-12,6.5335166523999184e-13,5.1742243098329849e-13,9.1677790307466351e-13,5.033623310642473e-12,3.2028440770160621e-12,2.3307831940803476e-11,3.9616039841573073e-11,1.6216247174314483e-11,4.2211255375857681e-10,7.1699841974707825e-13,7.7175053593753208e-13,1.8287878796996406e-10,1.0850435865081503e-10,8.9743920962596095e-11,8.6722682500641238e-13,5.8462470285441677e-14,4.8591285491722076e-10,6.5360808547833611e-14,6.4942026304732534e-22,1.3034789898403025e-13,7.6329985301960067e-11,1.4949705408522841e-13,6.7065072768956546e-14,8.0822880043402687e-13,3.1291458484720668e-13,8.8314872007699924e-13,2.3424784189321474e-12,1.3415376816759934e-12,1.5388876174019403e-12,1.2149967734290365e-10,7.2474003076686643e-22,2.9427859194226207e-12,1.2413478308038865e-11,3.2524765639485511e-11,3.6362299484647942e-15
3.260778328672786e-05,0.003734402416542299,5.2138776716352804e-14,3.3404558058130044e-14,1.3235207229227239e-12,8.1736967666267737e-12,2.6390201693475216e-10,0.0,0.0,1.0941610451629714e-09,3.5507705120855497e-11,1.194610194276355e-16,3.1000645198209304e-18,9.4953421064240297e-20,-3.7765213685687424e-37,7.5934763289721571e-29,3.1979313055451849e-21,1.6712386344998349e-10,1.3032301901072033e-11,1.0191439714377977e-30,5.8155044867448274e-34,1.0954049849092683e-18,4.0173742927086633e-23,1.3488102404387066e-22,1.3029719724283448e-16,6.1634788431521562e-16,7.1995705972052943e-20,4.9362048837829544e-21,1.7789599182487562e-09,1.3989553056950873e-10,4.2041825426283701e-13,4.6466707682688724e-12,4.4787973817571171e-19,3.857325446864741e-27,1.9239986649071226e-19,5.9865727692891987e-19,0.88168480800000004,0.0,0.009459998619525286,0.10884999792337921,4.8779763104167574e-12,4.3221846847315565e-12,1.9603694519529077e-12,2.8851307896793773e-12,6.9214400683508004e-13,5.3996313705409759e-13,9.7122214246670016e-13,5.0793609765326902e-12,3.3375029235505978e-12,2.349497637753798e-11,4.0152400464328874e-11,1.6489040236446041e-11,4.4863152440085711e-10,7.4823900882901908e-13,7.8473584199844472e-13,2.0002000688548016e-10,1.1862111113958414e-10,9.7941174491688195e-11,8.8181964993549978e-13,5.8931840568128944e-14,5.278398496989329e-10,6.8209096937326376e-14,6.6034799621329522e-22,1.3153262971100904e-13,8.2753729770207578e-11,1.508558999654841e-13,6.9987959947786055e-14,8.3385013196835305e-13,3.1291453795780662e-13,8.8314858807573752e-13,2.4168808693132712e-12,1.3415373678637788e-12,1.5388872552192503e-12,1.3086482820112847e-10,7.5632621079499462e-22,3.3315879916314263e-12,1.3760320175226269e-11,3.6101270945710657e-11,3.6692817788642241e-15
3.472364040351019e-05,0.0037344024170980115,5.276074324379839e-14,3.4149561427252432e-14,1.3510554105584959e-12,8.7889418464354261e-12,2.855057474347975e-10,0.0,0.0,1.1755643637515869e-09,4.0709595612475952e-11,1.4353075053877353e-16,3.5665357686981236e-18,1.0727719994953116e-19,3.5937497312149386e-38,8.0318450343168233e-29,3.456874978191171e-21,1.7676641551448823e-10,1.4739895170133759e-11,1.2181932887038709e-30,7.5374877717214837e-34,1.2610377680125725e-18,4.3253571924164322e-23,1.4571849394582148e-22,1.5016458672243467e-16,6.5563688793957845e-16,8.4974188151087897e-20,5.4640596302837948e-21,1.915333541200818e-09,1.5821577469497239e-10,4.5346495590465073e-13,4.707732160837332e-12,4.7643847491218597e-19,4.2931433088936299e-27,2.1359165921109928e-19,6.9488820477777401e-19,0.88168480800000004,0.0,0.0094599985124938536,0.10884999777573415,4.9163101737125881e-12,4.3928165502886532e-12,1.9778189438133126e-12,3.0003205893292427e-12,7.3051398933711883e-13,5.6226094139825676e-13,1.0250735896795061e-12,5.1246114910949988e-12,3.4707699747425584e-12,2.3680081620484108e-11,4.0683041282309311e-11,1.6758993448969431e-11,4.7469851593139609e-10,7.7914293103206601e-13,7.975859542339565e-13,2.1764466260457132e-10,1.2902585178884214e-10,1.0636669499312691e-10,8.9626053953382485e-13,5.9396096687536342e-14,5.7060420699943967e-10,7.1026689449059081e-14,6.7116195398063902e-22,1.3270473957751771e-13,8.9284101535972101e-11,1.5220026966265148e-13,7.2879346478359061e-14,8.5919958625914151e-13,3.1291449515022664e-13,8.8314846942625171e-13,2.4904933283109299e-12,1.3415370834481843e-12,1.5388869271099164e-12,1.4031425956584656e-10,7.8757197921276703e-22,3.7426897319826863e-12,1.5162330618571998e-11,3.9829494546391528e-11,3.701981494958487e-15
3.683949752029252e-05,0.003734402417663618,5.337651625923822e-14,3.4884108170579474e-14,1.3782929991189057e-12,9.4114461933989413e-12,3.0755188123493106e-10,0.0,0.0,1.2576022321579971e-09,4.6284669295974511e-11,1.7056204364689054e-16,4.0695130984533758e-18,1.2028976220415766e-19,2.3221547805913963e-36,8.4628010711375071e-29,3.7198797870625681e-21,1.8624554367142105e-10,1.6542591364275344e-11,1.442305438435676e-30,7.5388405953643011e-34,1.4398647360660592e-18,4.6372100431259294e-23,1.5671633694635633e-22,1.7162105631747467e-16,6.9470429428641156e-16,9.9341158989363377e-20,6.0174255559299089e-21,2.0534207209534295e-09,1.775546065643126e-10,4.8697180322055453e-13,4.7681504440296102e-12,5.0483678132546083e-19,4.7521644966916489e-27,2.3581479934575848e-19,8.0008957524493046e-19,0.88168480800000004,0.0,0.0094599984035386182,0.10884999762676741,4.9542317153871012e-12,4.4627228634609256e-12,1.9950851263976951e-12,3.1143352263541257e-12,7.6847105418520852e-13,5.843214186066448e-13,1.0783454959990095e-12,5.1693863535551507e-12,3.6026773969193111e-12,2.3863192335424055e-11,4.1208073793730958e-11,1.7026171014146903e-11,5.0032350585991058e-10,8.0971791267132374e-13,8.1030392810659981e-13,2.3574762145872472e-10,1.3971550185618236e-10,1.1501801174015696e-10,9.1055292726710664e-13,5.9855350688711594e-14,6.1419725991930047e-10,7.3814290522141493e-14,6.8186470749009828e-22,1.3386452633600358e-13,9.5919997822081492e-11,1.5353050466615384e-13,7.5739955257437969e-14,8.8428364631873874e-13,3.1291444786341926e-13,8.8314833626693915e-13,2.5633346316356053e-12,1.3415367675526956e-12,1.5388865625335408e-12,1.4984707965413371e-10,8.1848514800261073e-22,4.1758497110280265e-12,1.6618943003321056e-11,4.370781155863527e-11,3.7343374027855841e-15
3.895535463707485e-05,0.003734402418238994,5.3986237923745904e-14,3.5608431142904511e-14,1.4052411130292819e-12,1.0041138047268129e-11,3.3003568144027822e-10,0.0,0.0,1.34026118274997e-09,5.2235614084630283e-11,2.0071128533557596e-16,4.6095460771293303e-18,1.3398135171782176e-19,6.6809797717573224e-36,8.8865225306410075e-29,3.9867201955680809e-21,1.9556485605514118e-10,1.8438801891626945e-11,1.6931945095218284e-30,9.8362629573843179e-34,1.6321575680525106e-18,4.9528925021372097e-23,1.6786483321600121e-22,1.946918422717113e-16,7.3355297487193989e-16,1.1516284056684579e-19,6.596512226021511e-21,2.1932035940052399e-09,1.9789481077718264e-10,5.2093560933864272e-13,4.8279400884685208e-12,5.330767379672519e-19,5.234764593630138e-27,2.5907671409985186e-19,9.1460657503564565e-19,0.88168480800000004,0.0,0.0094599982926795462,0.1088499974764881,4.9917504207308096e-12,4.531920502774303e-12,2.0121723989897229e-12,3.2272019309820007e-12,8.0602443903993229e-13,6.0615004762640607e-13,1.1310508266382041e-12,5.2136969792844254e-12,3.7332566939434448e-12,2.4044354469328416e-11,4.1727622956382009e-11,1.7290637538706775e-11,5.2551625261787206e-10,8.3997154799886924e-13,8.2289283951089047e-13,2.5432386536482492e-10,1.5068705363665677e-10,1.2389270913892359e-10,9.2470027001448152e-13,6.0309717797794892e-14,6.586105405021102e-10,7.6572592593912079e-14,6.9245884538931379e-22,1.3501228574000947e-13,1.026603409430427e-10,1.548469442086486e-13,7.857049689577208e-14,9.0910868282417065e-13,3.129143969433527e-13,8.8314819014574142e-13,2.6354232644344802e-12,1.3415364284437382e-12,1.5388861711088714e-12,1.594624178888833e-10,8.490733963728832e-22,4.6308318914418002e-12,1.8129603800853056e-11,4.7734634410249782e-11,3.766357753754415e-15
4.107121175385718e-05,0.003734402418824021,5.459005120001976e-14,3.6322761647741772e-14,1.4319072188572705e-12,1.0677947258924214e-11,3.5295253215260598e-10,0.0,0.0,1.4235280329862612e-09,5.8565055409715398e-11,2.3413263594950344e-16,5.1871550831773999e-18,1.4834242329831956e-19,2.1630703526489266e-36,9.3031541368361701e-29,4.2571821252835118e-21,2.0472788193472661e-10,2.0426973119338563e-11,1.9726113367631223e-30,1.0211773249297599e-33,1.8381858398025295e-18,5.2723651194899631e-23,1.7915476413927489e-22,2.1940063300357021e-16,7.7218585494030688e-16,1.3250592758475876e-19,7.2015261431830149e-21,2.3346646921681619e-09,2.192195517301789e-10,5.5535320050043133e-13,4.8871167502644102e-12,5.6116046512901042e-19,5.7413219878625755e-27,2.8338472468739104e-19,1.0387847300587688e-18,0.88168480800000004,0.0,0.0094599981799361448,0.10884999732490508,5.028875692965941e-12,4.6004261425014521e-12,2.0290851004548154e-12,3.3389474512114381e-12,8.431831858593052e-13,6.2775219025653857e-13,1.1832022722251979e-12,5.2575546294317068e-12,3.862538811953593e-12,2.4223613680503731e-11,4.2241827970566267e-11,1.7552456896926497e-11,5.5028630127312333e-10,8.6991126838470252e-13,8.3535572973938347e-13,2.7336848981752329e-10,1.6193756904687989e-10,1.3298842559363122e-10,9.3870598587065599e-13,6.0759312508098716e-14,7.0383577626460677e-10,7.9302273210340535e-14,7.0294692727665424e-22,1.3614830956129475e-13,1.0950407802005153e-10,1.5614992295841223e-13,8.1371666690836785e-14,9.3368096924103779e-13,3.1291434628100603e-13,8.831480456865099e-13,2.7067774739355935e-12,1.3415360901002648e-12,1.5388857805545193e-12,1.6915942451111727e-10,8.7934423805463317e-22,5.1074055133122463e-12,1.969377231024136e-11,5.190841208895928e-11,3.798050688270604e-15
