Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118)
4.095e-12,0.0031155438102605454,1.7950456954955605e-19,8.7239880901272686e-25,9.1663835159378428e-24,4.5735194634781604e-24,2.2346268912436186e-28,0.0,0.0,3.3512819844297223e-18,4.1545336915579515e-26,2.1007476033433154e-36,1.9278331879680676e-36,5.6202927560997997e-35,3.563631056765723e-56,2.6138249186877671e-36,1.0598086288891746e-32,3.5877141286269162e-16,8.4456373014975635e-24,5.3804748237623929e-63,1.2832410610184797e-57,2.8085910744518134e-36,1.829820511220973e-35,6.3598093269723341e-35,1.3352536368934066e-40,1.4568007312768369e-25,1.2029981496783773e-46,1.1738740973165659e-35,4.1812614302200212e-20,9.1069449854908323e-23,7.458098439711336e-24,4.3079626439726969e-16,1.565117395125074e-31,9.524651551453404e-50,8.5490176558571931e-40,1.5524818451090118e-41,0.88168480800000004,0.0,0.0094599999999986691,0.10885,5.3751703547601045e-16,5.3749745049775469e-16,4.3076293405260738e-16,1.4883276513419503e-18,1.2183080950174494e-18,6.0915939536080907e-19,9.0128460008818966e-22,4.0511409454603646e-20,1.090179406489759e-21,2.8709545500976084e-20,2.375323195851288e-20,5.0178997877081597e-20,1.6401356231425531e-20,4.480469753603264e-22,3.0680150990521833e-22,1.1270527337232212e-21,9.018765791126847e-22,7.6406528690348991e-22,1.7073988953585183e-25,7.0934277358835916e-22,1.1722630145637103e-21,1.7498507620263024e-24,7.50988977777147e-33,3.4555735987633011e-23,3.0103421861678554e-28,2.0728581753400032e-26,1.1291457019897952e-27,2.0575948841068582e-19,3.5866707550621431e-16,3.4776660568193067e-20,1.9991389685888831e-23,6.5025528822060572e-20
8.191e-12,0.0031155438102605493,3.6285717391541969e-19,3.5042760609036155e-24,3.6696685298487548e-23,1.8463445509576182e-23,1.7891738533870756e-27,0.0,0.0,6.712870399945309e-18,1.6640976019132343e-25,1.6921220322268474e-35,1.5528166621288693e-35,4.498386609578911e-34,5.7291073538598835e-55,1.0448410118925951e-35,4.2373501590682261e-32,7.1759759135888756e-16,3.378671391418348e-23,3.4528638609994612e-61,2.0587769984432972e-56,2.250932415897952e-35,1.4613893979062958e-34,2.535376924521163e-34,2.1382761125116599e-39,5.8273829094595852e-25,3.8484880892530795e-45,9.3879448687042347e-35,1.6725461984328167e-19,3.6432208722818818e-22,2.9835251279294113e-23,8.6163236440278184e-16,1.2511360482833057e-30,3.0388863263034229e-48,1.3674322891357643e-38,2.4933801021615709e-40,0.88168480800000004,0.0,0.0094599999999973386,0.10885,1.0750609989139278e-15,1.0749826572700803e-15,8.6149905373661231e-16,2.9747567721197685e-18,2.4350016730903743e-18,1.2175221933777702e-18,3.600148040615986e-21,1.6203996224640428e-19,4.3539770575088078e-21,1.148509381629447e-19,9.5020939776207584e-20,2.007126380388654e-19,6.5611453581528265e-20,1.7895322762353103e-21,1.2309060903255267e-21,4.5086749642322854e-21,3.6078271056499402e-21,3.0565146386945297e-21,1.3685746511998596e-24,2.8311197468511015e-21,4.693897575132474e-21,7.1883592628934905e-24,4.7123129580231444e-32,1.393285556624259e-22,2.433981651009817e-27,1.6691353865852338e-25,9.2520459489268004e-27,4.1153101125871415e-19,7.1718031342686728e-16,1.3908072037557337e-19,7.9967496185517156e-23,2.600579635038203e-19
1e-11,0.003115543810260558,4.4636158303319846e-19,5.8670662337456727e-24,6.1056058290005435e-23,3.099092084870035e-23,4.5593186097339863e-27,0.0,0.0,8.2039594370286461e-18,2.770269309548791e-25,4.3479903904159186e-35,3.9895907504941985e-35,1.1457618514285267e-33,2.4889212090118904e-54,1.7356272423460911e-35,7.0404582546127969e-32,8.7606813860727011e-16,5.6171084261241642e-23,5.2068856208962312e-60,8.9158828700639741e-56,5.7437662965639837e-35,3.7111084232474971e-34,4.2000650651175502e-34,9.2316343631115029e-39,9.6871891433821204e-25,3.0171115501134404e-44,2.3885054084067486e-34,2.7803507770231498e-19,6.0569162463391582e-22,4.9600250048852152e-23,1.0518879092741048e-15,3.1812305942004906e-30,2.3710228773659621e-47,5.8928015170081296e-38,1.0864502463689309e-39,0.88168480800000004,0.0,0.0094599999999967523,0.10885,1.3124232432186984e-15,1.3122930126887177e-15,1.0516663255786765e-15,3.6298187769334464e-18,2.9711518655570952e-18,1.4856113727635663e-18,5.975757093511648e-21,2.6934936205097391e-19,7.2257760567140791e-21,1.9093941327923875e-19,1.5796766499834966e-19,3.3363913817743153e-19,1.0907670971565863e-19,2.9700743265538953e-21,2.0526593407190112e-21,7.4956002586320614e-21,5.9978658348976136e-21,5.0812991437518555e-21,3.4928603522592074e-24,4.6952191463983378e-21,7.811231582009508e-21,1.2280142922655834e-23,9.5264189272611089e-32,2.3355534329271661e-22,6.2865041695173686e-27,4.286711683359627e-25,2.4314244522741213e-26,5.0239426065515362e-19,8.7537462276696416e-16,2.3114843537952615e-19,1.3293355624495285e-22,4.3221699783352909e-19
1.6383e-11,0.003115543810260558,7.4100428253501265e-19,1.4204097562242544e-23,1.4700734508097206e-22,7.5193726315604451e-23,1.4333687863333948e-26,0.0,0.0,1.3465220533602961e-17,6.6733616311838106e-25,1.371913894227928e-34,1.2587672014195627e-34,3.6013050934263508e-33,9.2495043229721588e-54,4.1730448813646993e-35,1.693113762103678e-31,1.4352265151061232e-15,1.3515363590594708e-22,2.2360886679881679e-59,3.3110966771973739e-55,1.8068121553773087e-34,1.1649171739307679e-33,1.0073865176464557e-33,3.4260327405443602e-38,2.3306394887510108e-24,1.230496841965674e-43,7.5037651166247469e-34,6.689204632823089e-19,1.4573564987415767e-21,1.1934043089246125e-22,1.723198657153405e-15,9.9915089173565898e-30,9.664841497679647e-47,2.1860425497941953e-37,4.0401746263375056e-39,0.88168480800000004,0.0,0.0094599999999946775,0.10884999999999999,2.149948508778316e-15,2.1496351899342477e-15,1.7226656048312442e-15,5.9411846015468806e-18,4.8629410742442571e-18,2.4315556690706625e-18,1.4358019439909102e-20,6.4798722769639542e-19,1.7358829131300717e-20,4.5941522127664326e-19,3.8007321894690273e-19,8.0266614225950272e-19,2.6244250844653411e-19,7.1355800795574998e-21,4.9521900191389179e-21,1.8034872870104556e-20,1.4431042843625027e-20,1.2225688030308464e-20,1.0988336101215432e-23,1.1272635656796348e-20,1.8810647262438526e-20,3.0246342535847108e-23,2.6512841482068134e-31,5.6603162048682668e-22,1.9880009551293875e-26,1.3522747892486743e-24,7.746074175693541e-26,8.2300239824358528e-19,1.4335583024340937e-15,5.560064922453251e-19,3.1982264489026947e-22,1.039674773470086e-18
3.2767e-11,0.0031155438102605745,1.5430012543133521e-18,5.8449735517028768e-23,5.8973950770939185e-22,3.1145388433619605e-22,1.1498165906041338e-25,0.0,0.0,2.7086649106719986e-17,2.6826641579945826e-24,1.1268067589963944e-33,1.0330537501375134e-33,2.8847924585044472e-32,1.5212553442928307e-52,1.6640212463557909e-34,6.7574076727393571e-31,2.870390622288121e-15,5.4061572768600385e-22,1.9707257871053298e-57,5.3514971966805684e-54,1.4549350176764937e-33,9.2518420220533838e-33,3.9790319191633863e-33,5.496185438840126e-37,9.3191353071136894e-24,3.9305830375539751e-42,5.991805819851057e-33,2.6746362505139206e-18,5.8293990881532315e-21,4.7731028546064681e-22,3.4459076779014269e-15,7.964302676142944e-29,3.0548311669060045e-45,3.4913365587645473e-36,6.6427584068601679e-38,0.88168480800000004,0.0,0.0094599999999893537,0.10884999999999997,4.2989223652918434e-15,4.2976695953370214e-15,3.4437771990697873e-15,1.184862632176151e-17,9.6972624892159361e-18,4.8489693457430244e-18,5.708877924173569e-20,2.5903149324348103e-18,6.897620347710432e-20,1.8375664551574225e-18,1.5200593769567492e-18,3.2088757568848646e-18,1.0496405763094238e-18,2.8360788223718823e-20,2.0034196921655392e-20,7.2133830034719294e-20,5.7716412919829507e-20,4.8895026485307335e-20,8.8524616671059174e-23,4.4677644151941961e-20,7.5515253874681818e-20,1.3270709321577468e-22,1.3599048194922642e-30,2.3333366992077333e-21,1.6559286599948543e-25,1.1085618405576779e-23,6.7342670175527829e-25,1.6456579091865592e-18,2.8637256063887696e-15,2.2212809903630463e-18,1.2787859897926404e-21,4.1538420169208604e-18
6.5535e-11,0.003115543810260607,3.3292888604098418e-18,2.4711309696193415e-22,2.3725705370719643e-21,1.3309972062655817e-21,9.2481178900829654e-25,0.0,0.0,5.4796698994551534e-17,1.0836742210468962e-23,9.4895173457166159e-33,8.6721925640578247e-33,2.3134641386901304e-31,2.5355706541010116e-51,6.6145464121220112e-34,2.6911547961705155e-30,5.7403438179809837e-15,2.1623662435904981e-21,1.3531422824524289e-55,8.7325472750403487e-53,1.1788824088947443e-32,7.2952065351963528e-32,1.556514594110863e-32,8.8395914828108287e-36,3.724736167600277e-23,1.2532437811339949e-40,4.775327370908621e-32,1.0689674287221595e-17,2.3316236912134442e-20,1.90873607991105e-21,6.8896319758774606e-15,6.3252751440873372e-28,9.5397759116721209e-44,5.5656320128401376e-35,1.1211567283160705e-36,0.88168480800000004,0.0,0.0094599999999787059,0.10884999999999991,8.593669453783907e-15,8.5886626716333086e-15,6.8811242957645215e-15,2.3564258890158506e-17,1.9281505973913014e-17,9.642085466575055e-18,2.2564375573455338e-19,1.0347703230194671e-17,2.7228679942074587e-19,7.3490597768412416e-18,6.0780718354259542e-18,1.282058971163348e-17,4.1973210100334515e-18,1.1201157245174198e-19,8.1918079289278971e-20,2.8847641408294891e-19,2.3079275595227801e-19,1.955093091095239e-19,7.1779641983727851e-22,1.75496115427987e-19,3.0422070472787389e-19,6.2131561022460345e-22,6.674273406905397e-30,9.8816670630136425e-21,1.430773792484404e-24,9.2869963181094241e-23,6.2068032687522217e-24,3.2898151048723717e-18,5.713747531845947e-15,8.8628015487412089e-18,5.1108520324215419e-21,1.6575824665002925e-17
9.999999999999999e-11,0.003115543810260673,5.5893891660514454e-18,6.9302442692608041e-22,6.1732923435922359e-21,3.7875826368899425e-21,4.3711844313140778e-24,0.0,0.0,8.4925747486046809e-17,2.8379874503641872e-23,4.8516308512223842e-32,4.3891606119456083e-32,1.0873246712054274e-30,2.4043154597725518e-50,1.6878096632680178e-33,6.8900884103487049e-30,8.7581379851536215e-15,5.5733749350479934e-21,5.2190259764946515e-54,8.0437513308757426e-52,5.6413270542696466e-32,3.3290352168356622e-31,3.8977341192673598e-32,7.9341164046351329e-35,9.5887451292558116e-23,2.1532396285360924e-39,2.2202989498405241e-31,2.7516875553220856e-17,6.0094931527689354e-20,4.9178932802234386e-21,1.050814026373891e-14,2.9228385231973683e-27,1.5760429686847936e-42,4.9126370462529802e-34,1.0946759460839594e-35,0.88168480800000004,0.0,0.0094599999999675083,0.10884999999999978,1.3104118425939461e-14,1.3091230937523845e-14,1.0486270267858179e-14,3.5687504122371862e-17,2.9191947295656356e-17,1.4599321260632084e-17,5.7059462555519244e-19,2.6615727452854095e-17,6.8718661106994985e-19,1.8937383396258958e-17,1.5657920202350514e-17,3.2984234449292785e-17,1.0813925241763732e-17,2.829139515913712e-19,2.1849938525192727e-19,7.4334227916894616e-19,5.9459592152421646e-19,5.0365791196706647e-19,3.4368905639531201e-21,4.396089123289445e-19,7.9319716808392636e-19,1.9564582836474497e-21,2.072637934902471e-29,2.7738124933265687e-20,7.6097787475685915e-24,4.6851680868831007e-22,3.5321620492359105e-23,5.0166752246882644e-18,8.6898491348192814e-15,2.2751736429388562e-17,1.3155803961416167e-20,4.2561076714843116e-17
1.31071e-10,0.003115543810260673,7.6269222168737378e-18,1.0950238737073365e-21,9.5997315500449103e-21,6.0022516029404146e-21,7.4781696153872809e-24,0.0,0.0,1.1208778624070371e-16,4.4195416748852254e-23,8.369986946781783e-32,7.5642727505783659e-32,1.8590090012126737e-30,4.3432742316058825e-50,2.6130926138061377e-33,1.0675524833564446e-29,1.1478749694662428e-14,8.6484786939998535e-21,9.8021104891845526e-54,1.4508120980182647e-51,9.6643248078295966e-32,5.6725581240398489e-31,6.008398035302107e-32,1.4289997330565112e-34,1.487528574865518e-22,3.9814524457675888e-39,3.7914432700594345e-31,4.2686989307344266e-17,9.3251781096814757e-20,7.6307185630003511e-21,1.3770309740371527e-14,4.9876072263475702e-27,2.9108791011812274e-42,8.8397390464569795e-34,1.9804769108372991e-35,0.88168480800000004,0.0,0.0094599999999574122,0.10884999999999968,1.7170393197848508e-14,1.7150401069236736e-14,1.3736393305691404e-14,4.6616891982812928e-17,3.8126440906794824e-17,1.9068384755689274e-17,8.8157586670409954e-19,4.1281730082253515e-17,1.0612284520028505e-18,2.9384526967387002e-17,2.4294376567031005e-17,5.1162229680507427e-17,1.6778948020933663e-17,4.3698642576074366e-19,3.4163061280351433e-19,1.153414447864348e-18,9.2257294625904043e-19,7.8146105252666922e-19,5.8882172475980743e-21,6.777127484673359e-19,1.234020835367719e-18,3.1601204918563943e-21,3.3394680051986822e-29,4.3836137481839648e-20,1.3180295589565427e-23,8.0717118665885129e-22,6.1569306143155269e-23,6.5734798317620963e-18,1.1372874026912261e-14,3.5272934621078515e-17,2.0408515448019736e-20,6.598738649115488e-17
2.62143e-10,0.003115543810260804,1.9089842696448589e-17,5.2258715707491659e-21,3.9287504129502453e-20,2.93861302104624e-20,6.1118226390004501e-23,0.0,0.0,2.3417133603132798e-16,1.8357985418199575e-22,7.9830872974704209e-31,6.9785718410511315e-31,1.4982768109490197e-29,7.673659906830221e-49,1.0199215706907116e-32,4.2072515387393624e-29,2.294955616712563e-14,3.4585588082393007e-20,7.7859711479366482e-52,2.487934137308555e-50,8.0885165207933749e-31,4.2955231780819057e-30,2.2892233497535147e-31,2.3340079839027402e-33,5.9311947677142258e-22,1.2558743538330905e-37,2.9878754866535428e-30,1.7017706866505467e-16,3.7289716800007658e-19,3.0488727312190642e-20,2.75046153745615e-14,3.8781420201906124e-26,8.5083425172288393e-41,1.3938400125958418e-32,3.7601785365170209e-34,0.88168480800000004,0.0,0.009459999999914823,0.10884999999999896,3.4273012999358179e-14,3.4193327334826954e-14,2.7369858723086874e-14,9.1341921738967675e-17,7.4625674344136045e-17,3.7332099812318428e-17,3.3688831052074516e-18,1.6425836095252813e-16,4.0370352344433898e-18,1.1742419257247117e-16,9.7033208634343313e-17,2.0369226896839165e-16,6.7032382386085285e-17,1.6654112561480525e-18,1.4739016379215458e-18,4.6097951131121152e-18,3.68557765832656e-18,3.1213370860438143e-18,4.9215305196578661e-20,2.5372176863174952e-18,5.0713867334498644e-18,1.7347157432119077e-20,1.811127035125279e-28,2.0867727120510583e-19,1.3425376662497218e-22,7.4040730195076832e-21,6.5013454124796492e-22,1.3121991561364869e-17,2.2530081511447811e-14,1.3968244769596097e-16,8.1353326511125949e-20,2.6145160239375581e-16
3.93215e-10,0.003115543810260935,3.3388187236852838e-17,1.2338029132592519e-20,8.4808129675065353e-20,7.0284598035493328e-20,1.7690855188397217e-22,0.0,0.0,3.6377338700799793e-16,4.0010659807355042e-22,2.4993791730830205e-30,2.1389700247958113e-30,4.29988130381321e-29,2.9561210219947753e-48,2.1311746985916248e-32,8.8576908708067213e-29,3.441435442393156e-14,7.3482011200283963e-20,3.9361213757443043e-51,9.4908940846504284e-50,2.3695567849766847e-30,1.190673734477285e-29,4.7823491536912025e-31,8.980885027285732e-33,1.2576077709881426e-21,5.7005303249608916e-37,8.4701693676764469e-30,3.6079302741685627e-16,7.9224364208192287e-19,6.4738328172351912e-20,4.1211904826831153e-14,1.0910399594139283e-25,3.7467191514026422e-40,5.0944362200440326e-32,1.5355233789941317e-33,0.88168480800000004,0.0,0.0094599999998722338,0.10884999999999793,5.1325056776777614e-14,5.1156142550727508e-14,4.0926874377079126e-14,1.3480942492387928e-16,1.1002974267568867e-16,5.5053698307433787e-17,6.939681261090958e-18,3.4778012437604394e-16,8.2908282399306646e-18,2.4933856845738579e-16,2.0598351668739924e-16,4.3144853516939078e-16,1.4232119751185766e-16,3.4244915252970182e-18,3.2848598751383159e-18,9.7902648440363407e-18,7.8250478791283524e-18,6.6263714445441705e-18,1.4392755035122745e-19,5.1587506016297063e-18,1.0973319083731408e-17,4.3027348854106389e-20,4.5425151349258646e-28,4.9109378082007719e-19,4.3240494089799329e-22,2.2631053007322217e-20,2.0811027241088429e-21,1.9651517271085369e-17,3.3528825030324848e-14,2.9477707376273149e-16,1.7246278570471873e-19,5.5195386107128013e-16
5.24287e-10,0.0031155438102610645,5.0490071159848823e-17,2.2971442821900788e-20,1.4677359945556091e-19,1.3213181771928606e-19,3.7730163827059947e-22,0.0,0.0,5.0091077210523936e-16,6.9826088932238197e-22,5.6922781866668452e-30,4.7739632449323383e-30,9.0964044570548968e-29,8.5104920032729673e-48,3.5800806187129038e-32,1.4992426151277874e-28,4.5873141807610741e-14,1.2533216803771342e-19,1.8572591285004923e-50,2.5264074294186132e-49,5.1039458544514942e-30,2.4427713852714926e-29,8.0852686018709444e-31,2.4409359231842366e-32,2.1409903485612968e-21,1.6902203781519871e-36,1.7727471960172654e-29,6.1416918078746919e-16,1.3512179596054439e-18,1.103570977157613e-19,5.4892212084229234e-14,2.2678978956789093e-25,1.0813869412930012e-39,1.2839286237381478e-31,4.4229311218422927e-33,0.88168480800000004,0.0,0.0094599999998296446,0.1088499999999966,6.8326773894456341e-14,6.8039285151719424e-14,5.4408057859586629e-14,1.7713153230373533e-16,1.4442665317422583e-16,7.2276201418383538e-17,1.150929054605549e-17,5.9128850846434051e-16,1.3713101295928884e-17,4.2502262150756276e-16,3.5105070477305317e-16,7.3381596727609632e-16,2.4259067893030268e-16,5.6704321778612937e-18,5.8373321669336714e-18,1.6692491806147087e-17,1.333808548456294e-17,1.1293848603253726e-17,3.0934046264028716e-19,8.4615794159682619e-18,1.902522843909969e-17,8.2168518137282718e-20,8.850123125520699e-28,9.109304042887442e-19,1.006536184557942e-21,5.0394022336650155e-20,4.7650335758711262e-21,2.6161934831191284e-17,4.4371644430411464e-14,4.9966742332314979e-16,2.9355207718119797e-19,9.3591693374673904e-16
7.864310000000001e-10,0.0031155438102613204,9.1175999658739822e-17,5.4152866670739197e-20,3.1124982608282328e-19,3.154935428219911e-19,1.0496532970663398e-21,0.0,0.0,7.9292160736414748e-16,1.5000962305618531e-21,1.7489550518799117e-29,1.4162989064550515e-29,2.4947597279881671e-28,3.9954299022961297e-47,7.2262901332955436e-32,3.0684021871537714e-28,6.8776602222762611e-14,2.5941675745652898e-19,2.1050083280206596e-49,1.0060739582516745e-48,1.4406700232865004e-29,6.3773225797232603e-29,1.6730416498510279e-30,1.0093359894131398e-31,4.417705132772124e-21,7.331938814378069e-36,4.779881628776821e-29,1.2670964371696032e-15,2.7966372780510504e-18,2.2820793330022775e-19,8.2189607509529288e-14,6.046732260426422e-25,4.4850056545422335e-39,4.4426376112571661e-31,2.0418484653201879e-32,0.88168480800000004,0.0,0.0094599999997444662,0.10884999999999326,1.0221285942682781e-13,1.0161993939580568e-13,8.1194346807831438e-14,2.5939822651420106e-16,2.1110323006299548e-16,1.0567007239462e-16,2.2755799929157838e-17,1.2173767878757284e-15,2.6996961367414414e-17,8.7875379830806576e-16,7.2565633986874312e-16,1.5117717841433499e-15,5.0158834521977274e-16,1.1183268570651029e-17,1.2866551300072841e-17,3.4530866293107706e-17,2.7579138916017242e-17,2.3348916785317011e-17,8.6899754862001153e-19,1.6456418572946309e-17,4.0434494716672233e-17,1.9677539459758068e-19,2.2197109683978062e-27,2.1318047427089982e-18,3.187596726715554e-21,1.4897521303898822e-19,1.4458523332639954e-20,3.9137706721205064e-17,6.5699057391014281e-14,1.0236133618527198e-15,6.0551917235919374e-19,1.9183964662381105e-15
9.999999999999999e-10,0.0031155438102615754,1.3175177162788099e-16,9.2377390216445822e-20,4.938533593906724e-19,5.4250183099528735e-19,1.9745308244955561e-21,0.0,0.0,1.0514073304526546e-15,2.4028939751775126e-21,3.5193496531516069e-29,2.7767445311998339e-29,4.6406782925823046e-28,9.8710274284456171e-47,1.1029270396180953e-31,4.7393463264854291e-28,8.7419722868431015e-14,4.0383434575503444e-19,7.4329769803480878e-49,2.3464060012813977e-48,2.7363199153406939e-29,1.1440877785299985e-28,2.6116116619970929e-30,2.3731401178560538e-31,6.8601162464548664e-21,1.8019294043696543e-35,8.7825713464022295e-29,1.9674378499817413e-15,4.3533325385312839e-18,3.5498939438659641e-19,1.0435568889441404e-13,1.1017482632914756e-24,1.0695956653848434e-38,9.5316878256434103e-31,5.0916496841499269e-32,0.88168480800000004,0.0,0.0094599999996750703,0.1088499999999897,1.2968459111937444e-13,1.2876423533861111e-13,1.0281476217787043e-13,3.2389719412662893e-16,2.6315671272127235e-16,1.3174832362541027e-16,3.4182252641023989e-17,1.8871400447453266e-15,4.0420602460341049e-17,1.3666530419761217e-15,1.1284478622709931e-15,2.3446746224188529e-15,7.8016573859748468e-16,1.6766795622980609e-17,2.096558536808955e-17,5.3730654137558167e-17,4.2898187343022607e-17,3.6314422630667546e-17,1.6434993283407661e-18,2.4432376594600815e-17,6.4230969512425914e-17,3.3523840450071764e-19,3.9419563236927108e-27,3.6141869203610016e-18,6.537531861099927e-21,2.9135053865336621e-19,2.854562009847385e-20,4.965681664698205e-17,8.2665824679719522e-14,1.580528603442115e-15,9.400438925720983e-19,2.9634694490295718e-15
1.0485750000000002e-09,0.0031155438102615754,1.4191158514841731e-16,1.0267823836172997e-19,5.4147726201779255e-19,6.0386236836791627e-19,2.232153730825251e-21,0.0,0.0,1.1127782733993147e-15,2.6395060508038885e-21,4.0234445145462889e-29,3.1608088957667705e-29,5.2358552974099953e-28,1.1622737971396639e-46,1.1998565006473002e-31,5.1685923383658942e-28,9.1657940252829014e-14,4.4109036488116753e-19,9.1165906242764775e-49,2.7423129878957184e-48,3.0984066727034239e-29,1.2825433256972036e-28,2.8544432235461871e-30,2.7761217110207215e-31,7.4892706304471105e-21,2.1213485083028611e-35,9.8875749881755666e-29,2.1478327266882743e-15,4.7549091362629573e-18,3.8768139851380504e-19,1.0938806593232289e-13,1.2385198807479998e-24,1.2539501837881463e-38,1.1004458540382079e-30,6.0042227465063458e-32,0.88168480800000004,0.0,0.0094599999996592861,0.1088499999999888,1.3591591568992253e-13,1.3491123525876058e-13,1.077068291486729e-13,3.3825078303775566e-16,2.7471171057219663e-16,1.3753831859684731e-16,3.7064876619898119e-17,2.0594881385832281e-15,4.3799757375984568e-17,1.4924428351261808e-15,1.2322930041464624e-15,2.5590676321877973e-15,8.5199555633675651e-16,1.8173627321486676e-17,2.3104995511535239e-17,5.8682446935746187e-17,4.6848261799028404e-17,3.96574292037112e-17,1.8595801744645054e-18,2.6429768838080406e-17,7.0439750045922724e-17,3.7238264504053024e-19,4.4132410650725962e-27,4.0124757424701146e-18,7.4966082066929031e-21,3.3151133994490595e-19,3.2525440034256999e-20,5.2042775046870359e-17,8.6473591118910583e-14,1.7234961169081697e-15,1.026202006933675e-18,3.2318275736813866e-15
1.3107190000000003e-09,0.003115543810261827,2.0320907077550546e-16,1.7325684537424094e-19,8.4654874796197339e-19,1.0268387438298797e-18,4.1309711745060231e-21,0.0,0.0,1.4625759981432795e-15,4.1707990686781395e-21,8.0032630101589961e-29,6.0985778376483484e-29,9.5555553327819571e-28,2.7714117483838946e-46,1.7890522252601318e-31,7.8299548630457324e-28,1.1451556373261164e-13,6.7371471607597898e-19,3.1931394666923504e-48,6.3320617830343301e-48,5.7913837595210227e-29,2.2443479580884047e-28,4.3701918943609858e-30,6.3369286367192573e-31,1.1404403306611977e-20,5.114380864418529e-35,1.7792925921725114e-28,3.2702903899996052e-15,7.2621757196040573e-18,5.9160130057208187e-19,1.3648075340143385e-13,2.2067555690571053e-24,2.9221760709425602e-38,2.3142136780647251e-30,1.4588304754161849e-31,0.88168480800000004,0.0,0.009459999999574106,0.10884999999998322,1.6942448795704939e-13,1.6789540982202273e-13,1.3392995998658964e-13,4.1400047349923156e-16,3.3548146276643325e-16,1.6798996484793104e-16,5.4225358293188953e-17,3.129427875005246e-15,6.3832474551586432e-17,2.2766369983105096e-15,1.8797625975786643e-15,3.8909496287465559e-15,1.299977774424433e-15,2.6528577041094796e-17,3.7143391339143258e-17,8.958413758525809e-17,7.1486773447038875e-17,6.0506949083378242e-17,3.4554598837838101e-18,3.8185750452367102e-17,1.1019562220215484e-16,6.1969399802381446e-19,7.7580564410692811e-27,6.7173695529380499e-18,1.5202696740462838e-20,6.3783596905306704e-19,6.2689832513878472e-20,6.4872111636832782e-17,1.0667182996200323e-13,2.6062564048741776e-15,1.5621401400511325e-18,4.8898652302419894e-15
1.8350070000000003e-09,0.0031155438102623226,3.5680711774098069e-16,4.046060189815194e-19,1.717855117682606e-18,2.4294649799021458e-18,1.1412540526670933e-20,0.0,0.0,2.2545569369877522e-15,8.6396188764738754e-21,2.6064417896108972e-28,1.8221734232355722e-28,2.5305854088127376e-27,1.121685723567655e-45,3.2590096844432548e-31,1.4859310376083074e-27,1.601581298667394e-13,1.2947609070423175e-18,3.5577491976420953e-47,2.8053430804022621e-47,1.6294278767455252e-28,5.3669171218415223e-28,8.4312035387363713e-30,2.5850216738915553e-30,2.1764680934998274e-20,2.5751862626905295e-34,4.5548308648283701e-28,6.2400888406116167e-15,1.3954853936741251e-17,1.1345652257478475e-18,1.9034378533756933e-13,5.5079952032846131e-24,1.3086205434873974e-37,8.2427441388304878e-30,6.967362187230204e-31,0.88168480800000004,0.0,0.009459999999403744,0.1088499999999686,2.3585664952310453e-13,2.3294261483177142e-13,1.8551645437407799e-13,5.5884427220039195e-16,4.506880755730604e-16,2.2569835562983039e-16,9.502592227514275e-17,5.9432225260343172e-15,1.1102918263810832e-16,4.3606540352562721e-15,3.6018075146349851e-15,7.4000309209612849e-15,2.4923437545653407e-15,4.6289719262301782e-17,7.9004020653703584e-17,1.7197403247471716e-16,1.3709624567226493e-16,1.1601377992119439e-16,9.5192758360924495e-18,6.5666225527031837e-17,2.2304709090170226e-16,1.351039005977253e-18,1.9579795974257706e-26,1.5367683891386023e-17,5.1688368634572554e-20,1.8909557484732763e-18,1.7976977959785539e-19,9.0302826854999767e-17,1.4540661808810428e-13,4.8957307685967468e-15,2.9788499611056381e-18,9.1971797499660641e-15
