Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141)
1.6777215e-08,0.0021943791888704854,3.9091610265437206e-21,1.3320120826662835e-23,1.4551622164155951e-23,1.3808600336170769e-22,7.8922830340158327e-26,0.0,0.0,1.0116924386141459e-17,6.3702077020814176e-23,7.6923453814578137e-34,3.3614638051999577e-35,4.8606386064677971e-34,7.8677667362186266e-62,9.3117600361068485e-43,1.0652309246368925e-35,6.7962098723440093e-20,1.3134064441222484e-24,8.7406089258763095e-56,1.0691058846623333e-49,1.2777783081870263e-34,4.8371832293415647e-36,3.154341987625777e-38,4.3168267554621866e-40,4.046188357193132e-27,1.4337640933158208e-38,4.2067466539516346e-34,1.6048023721615309e-18,1.3332231375747856e-23,4.1902786436067177e-22,3.365348434019885e-17,2.8803243670162677e-31,2.4887334440806171e-43,1.4784562106155931e-34,1.1107149231237505e-37,0.88168480800000004,0.0,0.0094599999999998869,0.10884999999999993,3.9526122640705465e-17,3.452736032233522e-17,3.1817264593644156e-17,6.4350482721311402e-19,5.3112916233811664e-19,2.6494172032876025e-19,2.6652144056961394e-18,1.8547972960294513e-17,3.1618656910400867e-18,1.5361738221135837e-17,1.5533199881130118e-17,2.0165901531619107e-17,2.4572954042517242e-20,1.3045656811089897e-18,4.6474378728336935e-20,4.2971000638409253e-20,3.6145871190193153e-20,9.4100817765647476e-22,1.5484239504324947e-19,2.9551490292302818e-20,7.7985332934820719e-20,2.8681251907357698e-20
3.3554431e-08,0.0021943791888704854,6.9109426463864775e-21,4.9182614061650421e-23,5.5329883605688583e-23,5.098257018817444e-22,6.0970821617372101e-25,0.0,0.0,2.1893073967882209e-17,2.7436959992991468e-22,7.7051261628075448e-33,2.195193500241001e-34,2.3861441185228782e-33,5.6036902757901387e-53,2.646412361920806e-42,3.381440351881468e-35,1.6850579968370186e-19,6.7698315952414346e-24,9.6684745624491144e-55,4.276423536147513e-49,8.451088317296305e-34,1.5484329085088208e-35,6.5423337280686181e-38,9.8891506885294443e-39,2.0199681509033898e-26,2.1103938803756358e-37,1.5010830413231824e-33,4.9378828771119696e-18,6.8712816140977569e-23,1.2870438709826173e-21,4.9325053520809087e-17,1.6406699097314605e-30,2.0396199847017678e-42,1.0738780119390649e-33,1.2361954528021046e-36,0.88168480800000004,0.0,0.0094599999999997724,0.10884999999999978,6.0649923817911776e-17,4.9024898749571154e-17,4.5337040504417302e-17,7.6351693914613405e-19,6.1777240979529367e-19,3.0708246200043568e-19,5.7743879034851913e-18,5.5276410138912934e-17,6.8471420058729399e-18,4.8994226818469444e-17,4.7651006924719856e-17,5.9633458274608384e-17,1.2616990420406823e-19,2.8102900851320029e-18,1.4117351514044832e-19,1.3510884066064707e-19,1.1457428802304072e-19,2.2384545682651541e-21,8.6814876507069158e-19,5.9403828011809445e-20,2.540672699847846e-19,7.8754395170646313e-20
6.7108863e-08,0.0021943791888704846,9.9167380930484848e-21,1.5210542861862296e-22,1.7572104824069272e-22,1.5766686544686724e-21,3.9811291667124003e-24,0.0,0.0,4.7284864794879531e-17,1.1843728709310145e-21,5.9484462286425152e-32,1.251716983306738e-33,8.9219620892000114e-33,1.2734776951771143e-52,5.434297367264444e-42,9.3939263883119909e-35,3.2205128152992732e-19,2.7631459316179876e-23,6.7960115870555071e-54,1.1760164724405661e-49,5.0876566604551429e-33,4.2930016409523072e-35,1.3611385514388764e-37,1.8262977270649038e-37,7.7374416918192781e-26,2.554090361189867e-36,4.4149966723140336e-33,1.3426094941233005e-17,2.80401533433502e-22,3.4838861857906111e-21,6.2417837874328188e-17,6.7500392161767385e-30,1.2955583447184761e-41,6.3958529213124936e-33,1.0176467811764888e-35,0.88168480800000004,0.0,0.0094599999999995434,0.10884999999999935,8.0789875926422852e-17,6.0334412124525646e-17,5.6155975639388854e-17,9.8433973954682213e-19,7.7447723997602155e-19,3.8282086330647176e-19,1.2008243731254809e-17,1.4481376083471344e-16,1.4236602953479033e-17,1.3816566336738079e-16,1.2865647711555578e-16,1.5398081251719159e-16,5.1088101689532535e-19,5.821670141837705e-18,4.1084267138818433e-19,3.9550859500359553e-19,3.4049428630363973e-19,5.4915709510811686e-21,4.3455179082290285e-18,1.1459024008670148e-19,7.5217255412410702e-19,1.8701328594587776e-19
9.999999999999998e-08,0.0021943791888704837,1.0853350053764257e-20,2.7241609109447645e-22,3.1727252285305418e-22,2.8239440222878804e-21,1.2717577437134827e-23,0.0,0.0,7.3439046272181329e-17,3.0830682356312837e-21,2.1085524196636954e-31,3.7351743304021492e-33,1.7571806700310748e-32,3.0038811378933466e-53,6.8029249230797716e-42,1.6110972208247992e-34,3.9536531778502064e-19,5.7591799153044413e-23,6.1852391196670401e-53,8.616248507368504e-50,1.6430555220043053e-32,7.3467781114739503e-35,2.0777679281401532e-37,1.3857233592440307e-36,1.4723180538576336e-25,1.4055059020144194e-35,7.7119662285035223e-33,2.2828579446074706e-17,5.8428628490478418e-22,5.8843494699138117e-21,6.5927460372606931e-17,1.3189656828327056e-29,3.9452908232060363e-41,1.895830465595965e-32,3.6511577779912657e-35,0.88168480800000004,0.0,0.0094599999999993196,0.10884999999999893,8.723057378338819e-17,6.3446138828468739e-17,5.9437609523175981e-17,1.1994133485844535e-18,9.2684459242436614e-19,4.56387848537508e-19,1.8117574724902877e-17,2.3976345107560464e-16,2.1480357028894948e-17,2.3868808937862387e-16,2.1650792798291927e-16,2.5032291333671347e-16,1.0516973167866473e-18,8.7712665236040162e-18,7.8488212055462168e-19,7.5255419455476504e-19,6.6100123449911389e-19,9.9603894921720154e-21,1.1623217095003025e-17,1.6589384538521064e-19,1.3924273211802564e-18,2.9486803973440947e-19
1.34217727e-07,0.0021943791888704837,1.182773815037238e-20,3.9757921342095314e-22,4.6453315767796831e-22,4.121525435477163e-21,2.1806390689985805e-23,0.0,0.0,1.0064809780782057e-16,5.0583432054652341e-21,3.6833122143358868e-31,6.3187963413729176e-33,2.6570523330125299e-32,-7.1194884623948252e-53,8.2267531381652104e-42,2.3098934956786047e-34,4.7163631072287159e-19,8.8760521881147627e-23,1.1912934599121495e-52,5.3455294756421456e-50,2.8230944069497328e-32,1.0523721784395116e-34,2.8233009382074092e-37,2.6373410184204976e-36,2.1990673442565281e-25,2.6019893370737054e-35,1.1141911632975348e-32,3.2610292006160536e-17,9.0042754403204386e-22,8.3816300391337586e-21,6.9578635597080327e-17,1.9889001926581087e-29,6.7018942988451075e-41,3.2027434613578125e-32,6.3908855149954943e-35,0.88168480800000004,0.0,0.0094599999999990872,0.10884999999999848,9.3931042695701133e-17,6.668337002707811e-17,6.2851600725407087e-17,1.4231614676888314e-18,1.0853573391801336e-18,5.3292199257906656e-19,2.4473311837100868e-17,3.3854272341870985e-16,2.9016271625210652e-17,3.432648612497337e-16,3.0790266943966376e-16,3.5055075600596747e-16,1.6143262252014401e-18,1.1839828238313591e-17,1.1740076092480515e-18,1.1240004249478722e-18,9.9443510925254336e-19,1.4609447773483029e-20,1.9194445902360916e-17,2.1926666616121915e-19,2.0585053235787734e-18,4.0707287232466615e-19
2.68435455e-07,0.0021943791888704824,1.2796600897232583e-20,9.2845178825622703e-22,1.0642957975045704e-21,9.6281601196875908e-21,1.034856018082826e-22,0.0,0.0,2.1187637479159408e-16,2.136868608444317e-20,1.9519047611449019e-30,2.9332221191950494e-32,6.7800721330259321e-32,3.3297572022450769e-53,1.0204761061532232e-41,5.251696388352603e-34,5.7806618387402393e-19,2.3870917063146239e-22,1.6055898668387993e-51,-2.9934964753032591e-49,1.5158645549313979e-31,2.3880228698952122e-34,5.8717616158575332e-37,3.0508858570641236e-35,4.7500979764542558e-25,2.3073191901140739e-34,2.5625266134214245e-32,7.3686829750000721e-17,2.4203108173010554e-21,1.8588446320510453e-20,7.2500356478310513e-17,4.3691409543786384e-29,2.9701820197405636e-40,1.3970118537978861e-31,3.4048141683431353e-34,0.88168480800000004,0.0,0.0094599999999981747,0.10884999999999662,1.0054896109303901e-16,7.0777232202435214e-17,6.8457996564263435e-17,2.3003105210110035e-18,1.7063889037051749e-18,8.3275552789536275e-19,4.9382307949536064e-17,7.3291877739753506e-16,5.8566620910677521e-17,7.7229135600863334e-16,6.7561971147951767e-16,7.249719699369966e-16,4.1994595414315768e-18,2.3865686035761525e-17,3.3610982887595249e-18,3.2714936184414209e-18,3.0322817017433112e-18,4.3279535439992858e-20,7.4794123027787956e-17,4.242241205490795e-19,5.5142325701434192e-18,8.4768746326451715e-19
5.36870911e-07,0.0021943791888704776,1.3691396125920208e-20,2.0630605133678143e-21,2.21802069378383e-21,2.1411526247659761e-20,4.4392889011030274e-22,0.0,0.0,4.4824567866029461e-16,9.0380962055285106e-20,9.572751717472176e-30,1.3113626689428577e-31,1.6184178792406853e-31,-7.0564704722169774e-54,1.2122292269446632e-41,1.1623320883160926e-33,6.8472995634283291e-19,5.9421586664549337e-22,2.0499120203520519e-50,8.7666682491024017e-49,8.3950670132789165e-31,5.2798975067031743e-34,1.2437822099662354e-36,3.0612361945463882e-34,8.3846277253986641e-25,1.8307826206282396e-33,5.7008467669430233e-32,1.6260595253584148e-16,6.0209698300916174e-21,3.9604750224870197e-20,7.4640783315440968e-17,7.767614316951922e-29,1.1697360923368794e-39,5.4595957073460375e-31,1.7164792497217374e-33,0.88168480800000004,0.0,0.0094599999999963498,0.10884999999999281,1.0594455573427016e-16,7.6073120186153118e-17,7.7470022673533191e-17,4.053506146069335e-18,2.9463145806362063e-18,1.4314436437889111e-18,9.9114932600260988e-17,1.5205761090399711e-15,1.1763047171025445e-16,1.6354477163356391e-15,1.4093128346000506e-15,1.4027024071293591e-15,9.8029395066685652e-18,4.7878354740533394e-17,9.4781082892120568e-18,1.0019477775180346e-17,9.9733117733207382e-18,1.4228522173714922e-19,2.5566187155616023e-16,8.3126283777137655e-19,1.5473315487486697e-17,1.727592190675945e-18
9.999999999999997e-07,0.0021943791888704694,1.5019518485709532e-20,4.2355646236989352e-21,4.0492103429809816e-21,4.4027324586622645e-20,1.5934298233789064e-21,0.0,0.0,9.0160366791697593e-16,3.4904554591705609e-19,4.1696539576078277e-29,5.2660447236296897e-31,3.6001875880344887e-31,-3.8359910968066204e-54,1.5121112298347683e-41,2.4182452569263852e-33,8.5367618403648328e-19,1.3834700636495985e-21,2.4229777525005985e-49,1.573048037334836e-49,4.4505224166198734e-30,1.0977892731803889e-33,2.5364772034085239e-36,2.5611952668120412e-33,1.2832237892551494e-24,1.1647545228655282e-32,1.1886194427173537e-31,3.3779905188910834e-16,1.4009962611270746e-20,7.7614893448363767e-20,7.7750033267036514e-17,1.1917388913273994e-28,3.7624151743349848e-39,1.749798214132964e-30,7.809416464800664e-33,0.88168480800000004,0.0,0.0094599999999931995,0.10884999999998612,1.1379223783589647e-16,8.3915869181841277e-17,9.2624341682417849e-17,7.0747036339580407e-18,5.0783706802294637e-18,2.4610839373126109e-18,1.8462941248966677e-16,2.8686680790169603e-15,2.1941144847864238e-16,3.1169437689520395e-15,2.6580642616121521e-15,2.4418627519818463e-15,2.045884352920414e-17,8.9175543274398277e-17,2.3034243833144191e-17,2.9197602103580865e-17,3.1745111399246736e-17,4.5638672757547384e-19,6.882302707863114e-16,1.5289436932557851e-18,4.2995210634577445e-17,3.2408640164501851e-18
1.0737418230000002e-06,0.0021943791888704694,1.5230989037450081e-20,4.5814820306938803e-21,4.3407818857707059e-21,4.7628329657836188e-20,1.7764593423030109e-21,0.0,0.0,9.7378968558126984e-16,3.9023146667338221e-19,4.6811456204342363e-29,5.895729774783958e-31,3.9157352713125629e-31,-3.3232096159684288e-54,1.5598600024412195e-41,2.6182182855759202e-33,8.8057668136003391e-19,1.5091392230262064e-21,2.776137110238114e-49,4.2764239852309244e-50,5.0254871252764735e-30,1.1885157175614769e-33,2.7423068255668681e-36,2.9202595066135476e-33,1.3540409522252746e-24,1.3210621243243848e-32,1.2871057661178228e-31,3.656942086179272e-16,1.5282011604975809e-20,8.366706620184748e-20,7.8245104220338947e-17,1.257813761388494e-28,4.1752350262974863e-39,1.941479665958251e-30,8.7795656269589195e-33,0.88168480800000004,0.0,0.0094599999999926982,0.10884999999998506,1.1504178660802811e-16,8.5164632479180757e-17,9.5037291196022507e-17,7.555754415892266e-18,5.4178477445221745e-18,2.6250286215962905e-18,1.9824547287049434e-16,3.083318295984362e-15,2.3561754511970572e-16,3.3528352779978859e-15,2.856896960505148e-15,2.6073232683665804e-15,2.2155532005480807e-17,9.5751096483196863e-17,2.5192722260839451e-17,3.2251242834182685e-17,3.521173060443018e-17,5.0639960346192748e-19,7.5710606176782616e-16,1.6400320687812969e-18,4.737738996376516e-17,3.4818150294130777e-18
1.6106127350000002e-06,0.002194379188870461,1.6724773966668401e-20,7.3408653178015983e-21,6.3254761630260258e-21,7.641635583866305e-20,3.7182499767758552e-21,0.0,0.0,1.5510477805267183e-15,8.6783144191367877e-19,1.1034946556269536e-28,1.3590523155892116e-30,6.6472224035643879e-31,-3.3875550739092593e-53,-9.6694573798119497e-35,4.4250031314474447e-33,1.0864332531495435e-18,2.6382335764170808e-21,1.0002191727356581e-48,2.179080778225067e-35,1.3061736092142929e-29,2.0076928291705934e-33,4.6783569235084743e-36,9.308112654634487e-33,1.8146409149069794e-24,3.5522537484773399e-32,2.091917434614756e-31,5.9359102255328012e-16,2.6708050879971594e-20,1.2971517005032364e-19,8.1771432214083685e-17,1.6868746280909169e-28,8.1953119476364066e-39,3.8065681871115435e-30,2.1146970823824982e-32,0.88168480800000004,0.0,0.0094599999999890466,0.10884999999997723,1.2399811921892159e-16,9.3635435237871429e-17,1.1244977159373581e-16,1.1054070513046042e-17,7.881240217293052e-18,3.8149066709566309e-18,2.9704836216900719e-16,4.6332941684641194e-15,3.5347104429916455e-16,5.0598206983672418e-15,4.284370536275135e-15,3.7330196030038018e-15,3.5610668305152255e-17,1.4347459192381624e-16,4.2625998523251228e-17,6.2663556420262948e-17,7.171419568040103e-17,1.0360698886545616e-18,1.3278397490392273e-15,2.443845047974851e-18,9.1188395174074622e-17,5.2305674710133024e-18
2.684354559e-06,0.0021943791888704447,1.9634360000109702e-20,1.379269940098406e-20,1.0004443436889458e-20,1.4400883521916484e-19,9.8605652964032312e-21,0.0,0.0,2.9069857166877662e-15,2.6580699989280449e-18,3.7770256347489327e-28,4.2349233731899179e-30,1.393319465501819e-30,3.9098109806003359e-56,-3.0086478429723987e-37,8.2199557449237962e-33,1.5448334623651145e-18,5.8500002843307404e-21,8.8542165787730809e-48,1.2807333137937167e-38,5.273130588777802e-29,3.7263632307674942e-33,8.5033730338873761e-36,5.2593180643221317e-32,2.7767695414386445e-24,1.4094771421405962e-31,4.0433217239922262e-31,1.1459310685637658e-15,5.9202136961362851e-20,2.2953202817630967e-19,8.862653141485633e-17,2.5824174184210438e-28,1.9380884671577344e-38,8.9931344146271451e-30,7.4008121823020185e-32,0.88168480800000004,0.0,0.0094599999999817434,0.10884999999996149,1.4168346113513205e-16,1.0965580607915585e-16,1.4670906184361183e-16,1.8036607248000495e-17,1.2776834708855937e-17,6.1804851003591447e-18,4.9339867032116414e-16,7.682965727920174e-15,5.8869886231217448e-16,8.432337724985797e-15,7.0609216805971512e-15,5.8647298658637823e-15,6.6871004042723362e-17,2.3835071541580305e-16,7.9591345204391057e-17,1.5452350740239856e-16,1.8905236243464993e-16,2.7534416837664144e-18,2.5555199227666557e-15,4.0319440005327055e-18,2.2586697129432167e-16,8.7071475392185076e-18
3.758096383e-06,0.002194379188870428,2.2491411503679811e-20,2.1155393378582087e-20,1.3560646168452483e-20,2.214368883022685e-19,1.8186242305374986e-20,0.0,0.0,4.4599481830661356e-15,5.4046793513880812e-18,8.2314552023294392e-28,8.7535271693807503e-30,2.3192559363250709e-30,6.2663174515207867e-53,1.2584714270464321e-34,1.288607351577857e-32,2.0496069829701007e-18,1.0111794453994334e-20,2.8115856254410833e-47,-4.8241852212098756e-36,1.2410980597586757e-28,5.8382019108637721e-33,1.3247067624733079e-35,1.4823946335279876e-31,3.8317606037538999e-24,3.2186252995527876e-31,6.327883681176716e-31,1.7923139754687106e-15,1.0231364858674633e-19,3.3685804369598517e-19,9.5293847755021439e-17,3.5642705540126927e-28,3.3271820559046099e-38,1.5432663290927735e-29,1.6229313411303963e-31,0.88168480800000004,0.0,0.0094599999999744385,0.10884999999994573,1.5915298940793449e-16,1.2527023831627451e-16,1.8041265397426615e-16,2.5006643782135317e-17,1.7642577724302716e-17,8.5325201375248357e-18,6.8854730583544394e-16,1.0683171849902336e-14,8.235013348607075e-16,1.176387242954615e-14,9.7612464008930462e-15,7.9433511098644151e-15,1.0243087957770337e-16,3.3268145771955256e-16,1.1703839625537692e-16,2.7666655562069632e-16,3.5001273790719515e-16,5.1248322902845441e-18,3.804744251836781e-15,5.6007440340386739e-18,4.0703918377546882e-16,1.2163736822471431e-17
4.831838207e-06,0.002194379188870412,2.5304697809873257e-20,2.9409755475226481e-20,1.7099677932808681e-20,3.0854985073258561e-19,2.8684738738942751e-20,0.0,0.0,6.205943200387708e-15,9.2265327266220393e-18,1.4864294393336483e-27,1.5113143497202703e-29,3.4543556287486114e-30,5.4749885578303265e-53,4.9936814100219778e-35,1.8184187047264057e-32,2.600229815637093e-18,1.5519017517580238e-20,7.459270495170013e-47,-6.3698314198096281e-36,2.3520680457232184e-28,8.2299567806217909e-33,1.8745743448982667e-35,3.2759758515456085e-31,4.9891306208425379e-24,5.9173221677669714e-31,8.9375450367478606e-31,2.5303387566860875e-15,1.5700698194760123e-19,4.5148853227438868e-19,1.0177942662030858e-16,4.6414035142230427e-28,4.9642540492265621e-38,2.3020823308714646e-29,2.9361763060390868e-31,0.88168480800000004,0.0,0.0094599999999671319,0.10884999999992996,1.7640946607409579e-16,1.4065405130043441e-16,2.1356957600255907e-16,3.1965739599280072e-17,2.2479776556592212e-17,1.0871631094714465e-17,8.8254679077530512e-16,1.3634714845674445e-14,1.0579310861611524e-15,1.5054900087529691e-14,1.2387485587379434e-14,9.9915794966654943e-15,1.4224075519883733e-16,4.2649170237494232e-16,1.5442101929099659e-16,4.2865916415476216e-16,5.5389595786288147e-16,8.1464050118558005e-18,5.0536583716554929e-15,7.1504691328067089e-18,6.3414885368215557e-16,1.5601247263479687e-17
6.9793218550000004e-06,0.0021943791888703826,3.0837474312919208e-20,4.7955887029840505e-20,2.4321910934767475e-20,5.0507843537900344e-19,5.489484756411688e-20,0.0,0.0,1.0139279838388449e-14,1.9753410267335352e-17,3.4565978435370702e-27,3.2882325982852292e-29,6.2549890423595743e-30,5.1952142661512148e-53,-1.5919249764527713e-35,3.0352604671830986e-32,3.8074644359040626e-18,2.9313429620249242e-20,3.3560513721925772e-46,1.9793946855124813e-36,5.7509107796831585e-28,1.3705986297813797e-32,3.1268053430140652e-35,1.0511299435942521e-30,7.5457451801679389e-24,1.3795431968315191e-30,1.4896726040890288e-30,4.2143113037312484e-15,2.965240874592084e-19,6.9728112970536021e-19,1.1434045905537421e-16,7.0208269440158888e-28,8.7849928441696177e-38,4.0729037179156991e-29,6.8516677743525596e-31,0.88168480800000004,0.0,0.0094599999999525185,0.10884999999989844,2.104301350700347e-16,1.7103567982346938e-16,2.78627807646957e-16,4.5862956228176045e-17,3.2091117730433084e-17,1.5521385288729899e-17,1.2680068647450613e-15,1.9426029486910649e-14,1.5260745055642463e-15,2.1543344039672054e-14,1.7472528998849572e-14,1.4036816332418561e-14,2.3168410229692265e-16,6.1296552121876012e-16,2.2856774797887658e-16,8.0172724909789862e-16,1.0602750273178138e-15,1.5704255450216248e-17,7.5320111493549986e-15,1.0205837402509999e-17,1.1944812724549188e-15,2.2434236443028517e-17
9.126805503000001e-06,0.0021943791888703536,3.6227912573826332e-20,6.9634995627287638e-20,3.1891318760566337e-20,7.360950729501961e-19,8.9484225053290205e-20,0.0,0.0,1.47515952840248e-14,3.518846066619148e-17,6.590843889347423e-27,5.9317063488802075e-29,9.9287328174418144e-30,7.3968764511803415e-54,1.3852895158953305e-36,4.4891823916610669e-32,5.1790034808743314e-18,4.8096922362448211e-20,9.281809079137871e-46,-1.2545791684902868e-35,1.126192323865199e-27,2.0221110502631682e-32,4.6233891629638634e-35,2.5362185662696002e-30,1.0478625261356251e-23,2.5980105659899317e-30,2.1988464945231396e-30,6.2163839009556801e-15,4.8648474596685965e-19,9.6831966111965509e-19,1.2627605411275591e-16,9.750524131478955e-28,1.3434694561334149e-37,6.2277031192785261e-29,1.3078000334533017e-30,0.88168480800000004,0.0,0.0094599999999378983,0.10884999999986693,2.436879330138278e-16,2.0087298341756329e-16,3.417485119065289e-16,5.9732397518575627e-17,4.1607909688224593e-17,2.0128549002158303e-17,1.6496596515049018e-15,2.5044870474338601e-14,1.9932676649469576e-15,2.7886709667298242e-14,2.2302152210978187e-14,1.8009642952676005e-14,3.3635489753744993e-16,7.9772360675468068e-16,3.0157960589180443e-16,1.2820743571627805e-15,1.718851835791146e-15,2.5623640757556608e-17,9.9731506362538714e-15,1.3192887810453956e-17,1.9192176005011622e-15,2.9204334107146515e-17
9.999999999999997e-06,0.0021943791888703024,3.8377904190529076e-20,7.9365850862032682e-20,3.5134148533641873e-20,8.4032461852133093e-19,1.0649620909325152e-19,0.0,0.0,1.6825994002284467e-14,4.3426875007201936e-17,8.4296335349024992e-27,7.3591186225072927e-29,1.1743281896600079e-29,-2.9330309853293058e-54,4.9887583242255779e-36,5.1494796935590332e-32,5.7861671630384809e-18,5.7652052242729291e-20,1.4304552897088828e-45,-1.4487093502693723e-35,1.446166036919945e-27,2.3166765391665415e-32,5.3028511307060382e-35,3.68017101283444e-30,1.1784561859342442e-23,3.2733596904227366e-30,2.5198760778816769e-30,7.1218041376164859e-15,5.8311173663247679e-19,1.0857291874296776e-18,1.3095155457598049e-16,1.0966012075122145e-27,1.5563276819197677e-37,7.2140753312355038e-29,1.6672725678569981e-30,0.88168480800000004,0.0,0.0094599999999319517,0.10884999999985412,2.5698164293830077e-16,2.1285091387536654e-16,3.6684054352919918e-16,6.5368704585968426e-17,4.5452549449273209e-17,2.1990722441168215e-17,1.8038370575935343e-15,2.7278497893760941e-14,2.1831228284131173e-15,3.0422376028771562e-14,2.4193378673362237e-14,1.9604479172291227e-14,3.8349969246494241e-16,8.7239887577129992e-16,3.3088946597853495e-16,1.509940198425921e-15,2.0317338563091854e-15,3.038421493243198e-17,1.095312197103133e-14,1.4386916546461569e-17,2.26329740351073e-15,3.1940656512452865e-17
1.3421772799000002e-05,0.0021943791888703024,4.6569972407865804e-20,1.2260092907825707e-19,4.8761180828827192e-20,1.3061300526654265e-18,1.8958366010463267e-19,0.0,0.0,2.6063537571112092e-14,8.664429209618721e-17,1.8779796625506839e-26,1.4916988232899337e-28,2.064112257853241e-29,-2.5960607554494511e-56,-1.7152772195711863e-38,8.1220648410162175e-32,8.4411323746388742e-18,1.0577962047233104e-19,4.854762925635101e-45,-3.2200400010761188e-39,3.2343153103694259e-27,3.6362013205596649e-32,8.3606649000402858e-35,1.1172267505966461e-29,1.7533899344621948e-23,6.9222317502618558e-30,3.9599220683326331e-30,1.117885314051886e-14,1.0697802716630695e-18,1.585946781265968e-18,1.4828344037018404e-16,1.6317272275328546e-27,2.5230347355524231e-37,1.1693385135148295e-28,3.6682242975560719e-30,0.88168480800000004,0.0,0.0094599999999086387,0.10884999999980403,3.0779765313733544e-16,2.5892889528945249e-16,4.6197195637452695e-16,8.7437854162951873e-17,6.0379122774849066e-17,2.9225816918677137e-17,2.4023957449507326e-15,3.574684893997366e-14,2.9264833550793424e-15,4.011576454607633e-14,3.1200203744074094e-14,2.5739546495653978e-14,5.9378803720472038e-16,1.1625217134239457e-15,4.4364105255951014e-16,2.5842393274550539e-15,3.509086556394315e-15,5.3091347640250934e-17,1.4722961998230124e-14,1.8951467776113713e-17,3.8868434126435629e-15,4.2571578484903015e-17
1.929938215985844e-05,0.0021943791888702413,5.9833484839226249e-20,2.1420506890472776e-19,7.5798932892830906e-20,2.3061137171577509e-18,4.0133757673071922e-19,0.0,0.0,4.5715091248404537e-14,2.1034231529121763e-16,5.3512162722790856e-26,3.6874133146671067e-28,4.3568185688983847e-29,-3.1782720130752095e-53,-4.0096460800741025e-35,1.4568385021463211e-31,1.3971914945659837e-17,2.3570283171624037e-19,2.3258203678877043e-44,6.8563455373730223e-36,8.9353108904890814e-27,6.4553003730768599e-32,1.5006378840453476e-34,4.6914013710252483e-29,2.9633419740893355e-23,1.785028220705052e-29,7.0459951888110505e-30,1.9845618408809373e-14,2.3834638053730158e-18,2.5779861906439059e-18,1.7479413767617226e-16,2.7579412883005276e-27,4.6337834882293752e-37,2.1472138345700119e-28,1.0128934470985761e-29,0.88168480800000004,0.0,0.0094599999998685423,0.10884999999971816,3.9059921513130902e-16,3.350356006782787e-16,6.1435038709499826e-16,1.2539925935978261e-16,8.5604214360308606e-17,4.1471435963011052e-17,3.4138402727806923e-15,4.9311180683940154e-14,4.2050664822732859e-15,5.5912591965304962e-14,4.1904594048141142e-14,3.5872315375022849e-14,1.044876309334539e-15,1.6535203012929937e-15,6.2984280061902732e-16,5.0734223473165901e-15,6.9146304474207041e-15,1.0676338685483959e-16,2.0948525774360155e-14,2.6390080451044929e-17,7.641216117718663e-15,6.0563034886689906e-17
