Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351),S(1244),S(174)
2.62143e-10,0.005717764376587323,9.8066658170327513e-27,6.2843731995370771e-32,1.3667078483811651e-29,8.9820151864208778e-31,5.326871314280837e-33,0.0,0.0,2.7085119695169321e-22,2.5623446259672634e-30,1.6239486279951511e-43,4.3435249968519412e-47,4.0380368937497615e-43,1.3757027657213287e-74,1.4948377963730955e-50,8.3501114932992416e-45,2.4614216656763898e-22,9.4616802030348895e-30,1.1341262910272188e-72,6.5800266455493476e-74,2.3277503777424961e-46,3.2729774535268595e-47,2.1881829011906156e-46,4.5749124689692893e-51,8.6821793088197092e-33,4.8695106427231034e-46,3.6727351899265055e-45,1.2439106435421331e-25,1.1970269864011333e-28,1.3024678531775475e-29,5.0845694692307795e-22,2.5521251736621728e-39,1.266482154560922e-48,2.6916418987923865e-39,1.8445788991827402e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.0269908361238849e-22,5.0219169675302713e-22,5.0823958265086462e-22,1.1430165078955053e-22,9.7388565385094085e-23,4.8694704463778243e-23,2.4086445696797012e-24,1.5941410319354143e-24,2.8240250418717333e-24,1.0712941955003924e-24,1.2626503750309587e-24,1.5864988277966706e-24,4.2255511638470395e-25,1.198941863979997e-24,1.0313688681936068e-26,1.663177767965768e-27,1.3153734736317383e-27,5.4912000886812519e-28,2.0162848333717309e-28,1.6733869191220207e-26,4.1916878078603573e-27,4.7823736202297228e-27,2.6275759627860598e-37,1.8268630125072168e-27,2.6931940705859681e-31,3.7441424191651236e-29,1.0281907867643829e-28,3.8996632494030792e-24,2.4563967485255959e-22,7.7767725962972645e-25,1.2385982911224103e-26,1.4226491343132273e-25,2.9100857982113791e-27,3.7330532317023569e-30,4.1471280835927942e-37,4.6037452165220881e-30,5.3976796245243175e-30,1.4232080671726611e-31,8.6706853474118109e-32,5.6783856114286631e-40,1.3420717577376934e-40,1.6115403367057073e-39,4.9463329828377708e-33,1.2103954380669477e-32,1.4200010492867228e-42,1.4414308086299428e-44,6.7445260567128955e-30,1.4446171777877609e-31,2.361850030245523e-32,1.3334048826324195e-34,1.2067116124078788e-34,1.636774640933059e-42,1.4277023782297814e-35,2.6408502538465844e-47,2.3110399122077202e-35,2.6483681271273057e-44,5.4487805948674235e-44,1.4802609286911116e-43,9.3459182729170791e-44,3.9125564876767225e-35
5.24287e-10,0.005717764376587323,1.9651413879714701e-26,2.5165338504866483e-31,5.9417392335777967e-29,3.5988001351952843e-30,4.6093273955111078e-32,0.0,0.0,5.419555616676669e-22,1.0253495453426933e-29,5.5481991143914334e-42,3.5114341847325619e-46,3.1982332499737567e-42,1.0118239264843425e-73,5.8954890870213687e-50,3.3110934303207074e-44,4.9144466978822557e-22,3.7791423407101452e-29,1.3963008074117384e-70,9.7441452131857385e-73,1.8583440516224255e-45,2.4762586642600309e-46,6.4556577276077553e-46,8.0224326093722719e-50,3.4675716474730966e-32,1.6845337049815935e-44,3.1159825226882281e-44,4.9640894633442947e-25,4.7811116641276837e-28,5.1978077401224854e-29,1.0141659115475354e-21,2.0128351367325277e-38,1.1035688288214763e-47,4.6452186877503511e-38,7.9486274889558837e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0032245887516717e-21,1.0012043048177488e-21,1.0133008421482566e-21,2.2318482441265207e-22,1.9015650718448311e-22,9.5079872484798652e-23,9.4375616128120418e-24,6.3593955458505291e-24,1.106510719999099e-23,4.2800491963569038e-24,5.0389011886586134e-24,6.3287395945359127e-24,1.6877460342408663e-24,4.6973226597237649e-24,4.0384533010962961e-26,6.6185046289984113e-27,5.2340062654784544e-27,2.1834603326677165e-27,1.5810827006374579e-27,6.3979921961986339e-26,1.6718394786447111e-26,1.8756109307632436e-26,1.067163049389774e-36,7.1853414939268404e-27,2.1210510394984416e-30,2.9482107173743949e-28,8.0742901526869746e-28,7.7761213496620091e-24,4.8944411584631869e-22,3.1007324870620064e-24,4.9417224325805354e-26,5.5603601110330169e-25,2.2780788174399592e-26,1.8037633113584469e-29,1.7795975011567201e-36,3.6126703970011241e-29,4.2356898848552676e-29,1.1591988857375785e-30,6.3307866785067053e-31,4.8805937229762935e-39,1.1343355045334866e-39,2.726339073441682e-38,4.9432753447945051e-32,1.3798305585915908e-31,4.7616092564177293e-41,5.5510965326714006e-43,2.642270024348233e-29,1.1332665033352619e-30,1.8849710458115238e-31,1.1021371321894459e-33,9.2520639780239056e-34,5.6554652150904182e-41,1.785573883262006e-34,9.5407461012680894e-46,9.1082795222298314e-35,3.5735505284110796e-43,9.129408691431324e-43,3.9901451643402354e-42,3.074245741749644e-42,8.225953764819033e-35
9.999999999999999e-10,0.005717764376587323,3.7616919169489092e-26,9.386672489533564e-31,2.5476533025695084e-28,1.3437404093584176e-29,3.8812940250871835e-31,0.0,0.0,1.0346097747312036e-21,3.8193618743083087e-29,1.6396578576195859e-40,2.6149234037547665e-45,2.3059067326099942e-41,6.4376851315012245e-73,2.1355748063346273e-49,1.2075912499339807e-43,9.3432127201781223e-22,1.402614521909681e-28,1.5418971348713618e-68,1.2395601317095588e-71,1.361249360911131e-44,1.6426283896098235e-45,1.5856385647031517e-45,1.3713707325003287e-48,1.286812710865279e-31,5.0054946855112691e-43,2.9864426606450967e-43,1.8393224811038899e-24,1.7744913732653234e-27,1.9259448789948254e-28,1.9244616270044403e-21,1.4393453057307781e-37,8.4797691168983689e-47,6.9105125771621217e-37,2.9967047907290559e-33,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9056522001621075e-21,1.8981992260311944e-21,1.9212733128789517e-21,4.0719049109766749e-22,3.4691798305026154e-22,1.7346456161875006e-22,3.3775989285972199e-23,2.3546235804809638e-23,3.9600811185251644e-23,1.5891221431423943e-23,1.8670612697794189e-23,2.3431479497976987e-23,6.2639709355034952e-24,1.6808553449047649e-23,1.4436138302513704e-25,2.4394683397072245e-26,1.9288799181384169e-26,8.0359102536839899e-27,1.1185406310846093e-26,2.1907251354310181e-25,6.1884215046956448e-26,6.7241205506076655e-26,3.9164217298991604e-36,2.5907249448754172e-26,1.5133639960532545e-29,2.102631054440016e-27,5.7272193082493564e-27,1.4747683762832764e-23,9.2694274549505853e-22,1.1469282214976551e-23,1.8301462543899882e-25,1.9802415533479224e-24,1.6059982703543012e-25,8.8661301932250435e-29,7.2407235095831696e-36,2.5591990010141485e-28,3.000544133923935e-28,8.8053493167679059e-30,3.9763639476065459e-30,3.6447685126142639e-38,8.7790107020539273e-39,4.1887787569711111e-37,4.751481031293549e-31,1.4829534147657342e-30,1.4310904627002997e-39,2.0980198802596201e-41,9.4540133703832107e-29,8.0231555342367932e-30,1.3791868800857006e-30,8.5709938998235163e-33,6.3119325503623689e-33,1.6764220400288061e-39,2.1494885159627697e-33,3.3473911281907761e-44,3.2965324640362631e-34,4.4778581646660806e-42,1.3332684794917034e-41,9.9565995278535714e-41,8.6130492813037824e-41,1.5593076080294184e-34
1.0485750000000002e-09,0.005717764376587323,3.9451374859055697e-26,1.0088181559901005e-30,2.7471228584681497e-28,1.4442022818064574e-29,4.2305467246033117e-31,0.0,0.0,1.0849146400587465e-21,4.1046581535344507e-29,1.8014178740876165e-40,2.8460777190353037e-45,2.5087054821181716e-41,6.9917191983307977e-73,2.2934393338491137e-49,1.2970887171626681e-43,9.7954335119854166e-22,1.5072465510570106e-28,1.6979143137358803e-68,1.3561817394026159e-71,1.4812708475543437e-44,1.7850719376391071e-45,1.6816292899273968e-45,1.5032095443284716e-48,1.3828016751203671e-31,5.4994044207439902e-43,3.2595707171347836e-43,1.9764472284860868e-24,1.9068646078581625e-27,2.0695281348644971e-28,2.0174118183557791e-21,1.5657636536615571e-37,9.232952084345838e-47,7.5687119508599291e-37,3.2215346296909121e-33,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9977989803095122e-21,1.98979127480418e-21,2.0139862779771176e-21,4.259792886693645e-22,3.6292487941462462e-22,1.8146841325761996e-22,3.6261183350931037e-23,2.5301182097172773e-23,4.2514588654196251e-23,1.7076836899822717e-23,2.0062545200282593e-23,2.5177838312660749e-23,6.7312487365701758e-24,1.8045229839206028e-23,1.5497844728328963e-25,2.6209806977170313e-26,2.0723932477909859e-26,8.633503245494951e-27,1.216610269577963e-26,2.3490900032410786e-25,6.6496091785986616e-26,7.2192013131345344e-26,4.2073592077602751e-36,2.7818941327903457e-26,1.6462353926388504e-29,2.2872263249282689e-27,6.2295785321543941e-27,1.5459549203171311e-23,9.7161568051089304e-22,1.2323793870183476e-23,1.9665624078075618e-25,2.1256670183121614e-24,1.7467251332458892e-25,9.5872676674724836e-29,7.7983584614539748e-36,2.7836295821015479e-28,3.2636787711730151e-28,9.5860968624252686e-30,4.3177464249913198e-30,3.9670997217485142e-38,9.5596076117863888e-39,4.5886558594901306e-37,5.1861784877594146e-31,1.6202881842252347e-30,1.5723568723409079e-39,2.3065802318641939e-41,1.014955970406266e-28,8.7266813148567145e-30,1.5007680768264537e-30,9.3336380097970249e-33,6.8619705414633114e-33,1.8418265136634759e-39,2.3507400678962823e-33,3.6794508083617554e-44,3.5401364787706322e-34,4.8986022659559327e-42,1.460086342613895e-41,1.0932523439812478e-40,9.461135669838015e-41,1.634533209699797e-34
2.0971510000000003e-09,0.005717764376587323,7.9468017546855548e-26,4.0520949841672545e-30,1.3803124223972225e-27,5.8125641627558413e-29,4.2111961421223622e-30,0.0,0.0,2.1737864158602964e-21,1.644435562907699e-28,5.5767106892232393e-39,2.3072829320790532e-44,1.9336647605889721e-40,4.4342668912751106e-72,8.6903459623541099e-49,4.9645125243256653e-43,1.9458171194009337e-21,5.9939801898158478e-28,2.0001512675570475e-66,1.7246930744985462e-70,1.1820225274184643e-43,1.1881412502762277e-44,3.9555212227260826e-45,3.0753504182137659e-47,5.4976573449239659e-31,1.7069472234070259e-41,5.708091937491639e-42,7.8332151100960824e-24,7.5831685761629973e-27,8.2023238076826412e-28,3.9917391642145195e-21,1.1863672148508242e-36,8.1045458664539583e-46,1.1725597351280448e-35,1.2443230080494271e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.961374265182809e-21,3.9299198617467047e-21,3.978309059308301e-21,7.7943132465235242e-22,6.6400000314727599e-22,3.3202047151380179e-22,1.3436402875773576e-22,1.0012953182780731e-22,1.5753607782975636e-22,6.7932968553304018e-23,7.9515121547162059e-23,9.9630106586955102e-23,2.6768351849038587e-23,6.6843816040124415e-23,5.7309136505269768e-25,1.0286134665075467e-25,8.1311192657975888e-26,3.3786129144777588e-26,9.0413342637819379e-26,8.0440095518145611e-25,2.6310215234777939e-25,2.68321046437607e-25,1.6039519107947101e-35,1.0466330398307757e-25,1.2444885764782577e-28,1.7270362512589714e-26,4.6506626103365829e-26,3.0550148265682276e-23,1.9146906084581054e-21,4.8673213447748132e-23,7.7855980426986716e-25,7.7959021071981861e-24,1.2882763028521938e-24,5.5743828608354859e-28,3.5630372482053903e-35,2.0735519742934666e-27,2.4311500039863394e-27,8.1189371726876005e-29,2.6806031004195699e-29,3.0709682385884899e-37,8.1743339731398532e-38,7.8154728705607855e-36,5.4635383372302298e-30,1.8528428017825694e-29,5.1564127075902561e-38,1.0664536497262243e-39,3.7592505696665623e-28,6.4931501708256675e-29,1.1891292289553276e-29,8.1548150269411383e-32,4.8411983390195533e-32,5.6889783934011941e-38,3.1103922472119553e-32,1.6535068021842234e-42,1.3416942499514355e-33,6.6185381924512354e-41,2.265488847657169e-40,2.9557057864351026e-39,2.724635763721704e-39,3.1009829779896036e-34
4.194303e-09,0.005717764376587323,1.6097817767487446e-25,1.6329444987337396e-29,7.5677807060034274e-27,2.3510525096662242e-28,4.5749363097008813e-29,0.0,0.0,4.3629740922825173e-21,6.5977998858056014e-28,1.633430327422639e-37,1.9028611952077498e-43,1.4592328064342506e-39,2.5587349283034155e-71,3.1371977700736317e-48,1.8248100374129907e-42,3.8394681802106556e-21,2.3700356040398296e-27,2.2170888082168261e-64,2.0343189872824123e-69,9.8266501366691699e-43,7.0481107680203167e-44,8.7883380666467462e-45,6.8839455318306566e-46,2.1726541240585494e-30,5.0068694213040687e-40,1.6564788032606124e-40,3.0766964284457283e-23,2.9984028605824691e-26,3.2218254713419092e-27,7.8157937322440274e-21,8.5667931860369645e-36,8.9364018321214049e-45,1.7159544171733966e-34,4.6724123127379342e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7888269512727183e-21,7.6674494331030661e-21,7.7641601472023371e-21,1.3255823088324773e-21,1.1290567458152403e-21,5.6458985405326446e-22,4.6764453477685209e-22,3.9216642464895806e-22,5.4829825892419437e-22,2.6848173328211241e-22,3.1232810648271092e-22,3.9011762810013867e-22,1.0584032751369078e-22,2.3248928202218398e-22,1.9888397921110418e-24,3.9738648312476823e-25,3.1402323124499361e-25,1.2987214355350974e-25,6.3298750996719355e-25,2.475028651883527e-24,1.0311732650903247e-24,9.3827995078355446e-25,5.8415689763830534e-35,3.7540898515419192e-25,9.0096504952202966e-28,1.2461714299184481e-25,3.2778658962407241e-25,5.9646182883620528e-23,3.7194485126577257e-21,1.8988919917129826e-22,3.0505858789154347e-24,2.6563530451265274e-23,8.8699402917754363e-24,3.4203395992951414e-27,1.7078821859406808e-34,1.4569609736544471e-26,1.7082374858168084e-26,7.0872181004898695e-28,1.5024622859168569e-28,2.2501277597715016e-36,7.1700572808098366e-37,1.3609349006662158e-34,5.5482021567926181e-29,1.9895144356095009e-28,1.6711420840538598e-36,5.4593784434820644e-38,1.3076183670426518e-27,4.5531335169445705e-28,9.3316369246661336e-29,7.28704690980213e-31,3.1925628040884279e-31,1.6525837359342201e-36,3.9739400389680112e-31,9.5467478403789082e-41,4.8839994915940599e-33,8.5464665370780523e-40,3.4675577705652262e-39,7.6465884114088603e-38,7.2809710323659118e-38,5.7262487727091903e-34
8.388607e-09,0.005717764376587323,3.2854841151368686e-25,6.6084265504310667e-29,4.4344889520839711e-26,9.5751831786193635e-28,5.3255137178930472e-28,0.0,0.0,8.7843425824416977e-21,2.654384963221094e-27,4.4680033324366034e-36,1.9762297399731276e-42,1.1670017138303548e-38,1.3568666825743687e-70,1.0418768355874975e-47,6.281690281068161e-42,7.4773219319574407e-21,9.2666404250845513e-27,2.2276176397369315e-62,2.9485404388227022e-68,1.1322045640854177e-41,3.6361857075183794e-43,1.9388871621121459e-44,1.6461180616997686e-44,8.4860201389439712e-30,1.3708900442943736e-38,5.5507663230521443e-39,1.1876310868494417e-22,1.1723488426224985e-25,1.2437590698401324e-26,1.4995987534730157e-20,5.7005068388777218e-35,1.3628206624735414e-43,2.3421886098020378e-33,1.862102154126942e-31,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.506468413336555e-20,1.4612141069998859e-20,1.4804832173364381e-20,2.014645468864011e-21,1.715260207939703e-21,8.5777844434688504e-22,1.4780676200662481e-21,1.5056025351428723e-21,1.7330387339870549e-21,1.0465346894326081e-21,1.2056958692711822e-21,1.4969926626708189e-21,4.1380768021435158e-22,7.3380137197506007e-22,6.2696755167492397e-24,1.4967516269625954e-24,1.1824832115426673e-24,4.8521160955713678e-25,4.0471587264505366e-24,6.6274684955637088e-24,3.9757291935923182e-24,2.9836764717012601e-24,2.0083374442264589e-34,1.2569843242588397e-24,6.1439852915245594e-27,8.4155724674118178e-25,2.1114377973081438e-24,1.1371051041137825e-22,7.0303903889210165e-21,7.2367505157085201e-22,1.1711948333181121e-23,8.0355758615273984e-23,5.4649490174391765e-23,2.1055244445379285e-26,8.4081124341736136e-34,9.3561309556880377e-26,1.0970033994105247e-25,6.3408136420022458e-27,7.7716372270513823e-28,1.5437056957362144e-35,6.4305254529142595e-36,2.4137487142892913e-33,5.3846726125904525e-28,2.0084501625659463e-27,5.2077526425378418e-35,2.9424491191008553e-36,4.1312921169910706e-27,2.9142836947410721e-27,7.1853671061132841e-28,6.3934410492763166e-30,1.9326390261435087e-30,4.4389202397946038e-35,4.749669295869425e-30,7.1857697353682583e-39,1.701313050320052e-32,1.0269603710423074e-38,5.327641228540876e-38,1.8430916512246949e-36,1.7818737066949899e-36,1.1366594936650138e-33
9.999999999999999e-09,0.005717764376587323,3.9475438612150141e-25,1.0482369574744776e-28,8.7732356986736089e-26,1.5262070499254078e-27,1.6721574604070758e-27,0.0,0.0,1.0512218892589644e-20,4.2053601653042157e-27,2.4535474656439009e-35,8.7229427169322729e-38,-4.7349421605427429e-38,2.3713823264859107e-70,1.4260068531667766e-47,4.4645697841669775e-38,8.7688263966797592e-21,1.4298637708802958e-26,8.4985023666138932e-62,-1.1336654641498218e-37,4.1318213335281524e-39,4.6643644656784379e-38,-1.6776521138942178e-42,9.1461934008570108e-44,1.3081055174257983e-29,7.8188038565997978e-38,3.7143707875763463e-38,1.8120080528993456e-22,1.8089587954281643e-25,1.8977715954134037e-26,1.7436442469707048e-20,1.1042086113300226e-34,5.651046988311361e-43,7.6047351545102641e-33,3.3714539680019667e-31,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7596202549733411e-20,1.6926729318732922e-20,1.7155324370069998e-20,2.1378417787371797e-21,1.8197566147853658e-21,9.1004634950489019e-22,1.9869543656520611e-21,2.2865051409176338e-21,2.3297828357584821e-21,1.608227923821499e-21,1.8396631378185514e-21,2.2723671263629826e-21,6.3848646954440956e-22,9.8530506534024279e-22,8.4320017029301463e-24,2.2512487090185581e-24,1.7789506642696492e-24,7.2594515077961221e-25,7.6991438211203143e-24,8.2933786891662543e-24,6.0766418204717044e-24,4.0208575662355087e-24,2.8817072779328708e-34,1.76224021005439e-24,1.2538366089606247e-26,1.6886842559224079e-24,4.0251495629693913e-24,1.3167756380952565e-22,8.1081098145930262e-21,1.0923180459314087e-21,1.7774490051751178e-23,1.0435690793298989e-22,9.9400563046743804e-23,4.1027569533509466e-26,1.4612637475409024e-33,1.7830122578453262e-25,2.0906584506025983e-25,1.6042004824494612e-26,1.3701380901118519e-27,3.1560296024638983e-35,1.6282525808334884e-35,1.0147790415230925e-32,1.4162706013650964e-27,5.3922867998388347e-27,3.2685777520212405e-34,3.1889306248580611e-35,5.5555960490115281e-27,5.5382941432502079e-27,1.6060090419704156e-27,1.5027661933629882e-29,3.5898131771238387e-30,2.4522084170902999e-34,1.3794605261691764e-29,1.257624581034223e-37,2.5368278226160045e-32,2.9884041555315684e-38,2.0224480188625501e-37,9.270141192310784e-36,8.9994915336649385e-36,1.4970706354698258e-33
1.6777215e-08,0.005717764376587323,6.7320422685042386e-25,2.677544319087955e-28,2.7021186094504129e-25,3.918004584897662e-27,6.4651257045732672e-27,0.0,0.0,1.7779340722757279e-20,1.0728469303910238e-26,1.0893547370639089e-34,4.540916320563398e-37,-2.9557404809045951e-37,6.638243756101139e-70,3.0415852484363095e-47,2.3239066181534614e-37,1.4200650558062533e-20,3.5462269095544531e-26,3.4872660647220485e-61,-5.9016485623872755e-37,2.1461864086201868e-38,2.428164863542457e-37,-8.8150863851423583e-42,4.0690095533773426e-43,3.2406905768654077e-29,3.4937513077419045e-37,1.7001766065150392e-37,4.4380197955145256e-22,4.4864201728226648e-25,4.6484249112110176e-26,2.770053558178426e-20,3.3507760956312067e-34,2.3686518024156111e-42,2.9738013244333671e-32,9.7195029872486901e-31,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8243291487183509e-20,2.6661450890779104e-20,2.7041051174701945e-20,2.6559822194720533e-21,2.259248790760147e-21,1.1298752992740714e-21,4.1272360259828179e-21,5.5708341986929938e-21,4.8395759636216712e-21,3.9706037151392671e-21,4.5060098837137276e-21,5.5334458613155951e-21,1.583443076175759e-21,2.0430821583460578e-21,1.7526337761159303e-23,5.4245211149219656e-24,4.2875802584363744e-24,1.7384250154532715e-24,2.3058704253226258e-23,1.5299882721848594e-23,1.4912684032754118e-23,8.383045605772689e-24,6.5549360542416998e-34,3.8872511589984989e-24,3.9431925550564118e-26,5.2515406624775781e-24,1.2073860264775787e-23,2.0724360126638792e-22,1.264079442812663e-20,2.6427609428692036e-21,4.3272396939281918e-23,2.0530121461253006e-22,2.8761513412691976e-22,1.2502740146287263e-25,4.0707699435673409e-33,5.3470132889829128e-25,6.2697841621854925e-25,5.6843384996715246e-26,3.8640764263242436e-27,9.9371598205630695e-35,5.7718180914669652e-35,4.2675710932601441e-32,5.1081458692959114e-27,1.9624065401133126e-26,1.4825316695987696e-33,1.5363432707265481e-34,1.1545949719809425e-26,1.6574387121060628e-26,5.3385502632440501e-27,5.1341566295107399e-29,1.0559575062421944e-29,1.0898808336623705e-33,5.1835899782401934e-29,6.244736421896774e-37,6.0508453512547169e-32,1.1237866724810082e-37,8.2877774855333146e-37,4.0506910593438775e-35,3.9355430650446632e-35,3.0128919133372988e-33
3.3554431e-08,0.005717764376587323,1.3558178676504686e-24,1.0684694927848786e-27,1.6910219058404576e-24,1.5842707424245378e-26,8.0718810347854913e-26,0.0,0.0,3.6253239988824714e-20,4.3655642671596126e-26,2.7658429310694429e-33,-1.1159797498290056e-36,3.9357579091944383e-36,2.8835048913967358e-69,7.4724768819998682e-47,-4.590337028406135e-37,2.5749993223402357e-20,1.3046382620053304e-25,1.0153109340628031e-58,7.5490743676546152e-37,-3.6631361566727337e-38,-4.101840855596279e-37,1.4813408430534174e-40,1.0153234366799195e-41,1.1872150680722443e-28,8.4751773498705489e-36,4.3612584486053898e-36,1.5666453908554504e-21,1.6505209586111364e-24,1.6412379259716095e-25,4.7856067408057108e-20,1.6738216616899031e-33,3.8691347040427449e-41,3.5950115544720937e-31,7.3595597083407483e-30,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.005561485558541e-20,4.512393601485884e-20,4.5846699441776333e-20,3.0661619452442001e-21,2.6031117800052287e-21,1.3017244545834799e-21,1.0169509035347375e-20,1.9340372593775381e-20,1.1926625299072295e-20,1.4349081146146672e-20,1.5908422196591181e-20,1.9175040547672235e-20,5.8243110251932813e-21,5.0039743974600212e-21,4.3625982070003801e-23,1.8561307180591839e-23,1.4704864815893411e-23,5.8699339986566304e-24,1.1692905522706878e-22,3.0817928914463249e-23,5.3423266830041586e-23,2.0754884559577179e-23,2.1067582365616095e-33,1.1196143448750966e-23,2.4544709854725242e-25,3.0373649938179263e-23,6.0796268757960034e-23,3.4939062529809126e-22,2.0889659184336387e-20,8.982599674990925e-21,1.4960932449228698e-22,4.270392809922565e-22,1.2483554872920732e-21,7.0679145714262526e-25,1.8672786903020229e-32,2.7086392303408883e-24,3.176530679600028e-24,4.9666093118396002e-25,1.9058161248297622e-26,6.1945959980545484e-34,5.0461424000358256e-34,7.3212936582323392e-31,4.8631193754021857e-26,1.9090434391582801e-25,3.6619365972744637e-32,7.1666846442553476e-33,2.8577683819716975e-26,8.3400465339946964e-26,3.7284664921605953e-26,3.5333278920948606e-28,5.1883990440188402e-29,2.463697928727409e-32,5.1215402529297915e-28,5.3526359544594075e-35,2.6258383050824604e-31,1.1118143534030678e-36,1.299613537915831e-35,8.0554514978927715e-34,7.8029221909018329e-34,1.1161254043812625e-32
6.7108863e-08,0.005717764376587323,2.5463075730807798e-24,4.0282341406302273e-27,1.0811539393347534e-23,6.0633326974099696e-26,1.0301998712955153e-24,0.0,0.0,7.4478299790658008e-20,1.7894616500985827e-25,6.6548141504571702e-32,-3.147263628223203e-35,8.9878882836853021e-35,1.0099680835825234e-68,1.5042557805225761e-46,-6.4483005475999187e-36,4.3139210971028852e-20,4.4878387547311851e-25,1.159470125021234e-56,3.4168504017308279e-36,-7.3644357431373668e-37,-3.6131334219196437e-36,-1.9781850300422973e-39,2.5045875169182201e-40,4.0492777749560734e-28,2.0414454199109578e-34,9.317802830259678e-35,5.0553314554035917e-21,5.6775596270720313e-24,5.2968683071829168e-25,7.4355989814051922e-20,6.9427867756716236e-33,5.7390400500709013e-40,4.3210992115141618e-30,6.8782911669002154e-29,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.0851462290471621e-20,6.806244412502297e-20,6.933358886620969e-20,3.2797537242923568e-21,2.773720181476475e-21,1.3860874247876176e-21,2.2770608367281795e-20,6.0889706464204223e-20,2.6711506873017379e-20,4.7893368020829317e-20,5.1334811905241357e-20,6.0183512751581924e-20,2.002741692892927e-20,1.1068079983245437e-20,9.9992277997684926e-23,5.846902075328554e-23,4.6583215138288187e-23,1.8324199852023506e-23,5.4014739640160546e-22,5.4868144534673969e-23,1.7771564670557908e-22,4.6602642735821497e-23,6.9988755553403979e-33,3.0419695557937634e-23,1.5582545036904577e-24,1.6387995207146463e-22,2.7418130385357695e-22,5.2380844166760736e-22,3.0486464714986598e-20,2.7468918097008586e-20,4.6795381751626599e-22,7.1595562825325355e-22,4.4097719465197127e-21,3.809747369962816e-24,8.021141055314242e-32,1.2443993886378912e-23,1.4596735223659974e-23,4.1623594695349849e-24,9.3372049303732032e-26,3.9355846703396361e-33,4.2303119557711774e-33,1.1984518737685331e-29,4.656456747462914e-25,1.8542087450176719e-24,7.6923588688305956e-31,2.8543980510243234e-31,6.4805343805975114e-26,3.7973011597802158e-25,2.371267158447111e-25,2.0349709920910644e-27,2.3332428800726243e-28,5.2237071480478744e-31,4.6415277410064504e-27,4.1052867887102952e-33,1.4610493221018521e-30,1.0082748535084459e-35,2.0318744644546158e-34,1.4681401603567196e-32,1.4046102788765248e-32,4.6996305834765075e-32
