Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975)
1e-12,0.0030257426929553902,9.3392831927086251e-24,3.1365811644722394e-30,9.5113012711871916e-29,2.2895744428674965e-29,4.1511729768599139e-34,0.0,0.0,4.2220326378564894e-21,2.6827637852564377e-30,1.2877495392544325e-44,6.155582452008146e-45,4.5963350411646119e-42,2.0818742955238861e-69,1.1194957360018503e-44,1.4509125908299936e-40,5.4460011156006892e-20,9.0600441157078136e-29,1.4090871857164576e-75,1.8473269860992143e-69,2.0870607879005311e-44,1.713244311109001e-44,4.6692501748406821e-42,5.5016379711839124e-50,4.9746641806356818e-31,8.6004027390434376e-51,1.127828322483754e-43,2.7015224184378395e-25,1.0211287355793418e-27,9.4575888905413814e-29,8.2399610717627901e-20,1.8650364619204387e-38,1.4472946543599012e-54,1.1211421108887957e-42,1.2352514208023885e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.379748213566913e-20,9.3796639143678771e-20,8.2399073645689765e-20,1.8239867672948198e-21,1.5214509465124867e-21,7.6072568226397851e-22,2.9507030559565879e-25,1.9986721525503001e-24,3.5357400640698304e-25,1.4203483326091396e-24,1.4039885258082602e-24,2.273668960757304e-24,7.8311594002444154e-25,1.4689311664691077e-25,1.1213360757109234e-26,9.1896415785032751e-27,7.3256968961699731e-27,4.7040993772121243e-27,1.7153537540940995e-30,2.3844609167779896e-26,1.415820697817813e-26,4.2630530972351476e-28,5.7609387840737928e-38,1.4953799922841266e-27,2.0133833961001732e-33,2.4189914310879897e-31,7.26007549730435e-32,1.2423891843816798e-22,5.4458652910080157e-20,1.3525558404526197e-24,3.0757700427481371e-27,7.2152372599533932e-25,1.1667197507056626e-28,1.9341680236583357e-30,6.9416418670761349e-39,1.8935883932137177e-32,2.269031374195199e-32,1.060556696906146e-34,4.1465249774570858e-34,2.3257258378457027e-41,1.2608264151680703e-42,1.1410966712633145e-43,1.9514983517908681e-35,2.3721775466864936e-35,9.3146360418501701e-49,5.3186869513688927e-51,2.7813241076414733e-30
1.023e-12,0.0030257426929553902,9.554063659783911e-24,3.2452436902453594e-30,9.843052937936276e-29,2.3694360681178518e-29,4.3210506888223959e-34,0.0,0.0,4.3191136262321049e-21,2.7763357978259098e-30,1.3405363887223421e-44,6.4074928195414992e-45,4.7844268550952931e-42,2.1734153148547686e-69,1.1585412967470733e-44,1.5015182021808736e-40,5.5712224806539858e-20,9.3760465376930978e-29,1.4748221267258765e-75,1.9285522783755065e-69,2.1724683518428653e-44,1.7833519436604584e-44,4.8320055945731369e-42,5.7435551432477158e-50,5.1481738082179367e-31,8.9981654003928668e-51,1.1739813085730831e-43,2.7957478632060762e-25,1.0567443626396122e-27,9.7874569219036193e-29,8.4294242543100154e-20,1.9413571973759968e-38,1.5142310030565102e-54,1.1721147064324639e-42,1.2914088818563617e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.5954190641019547e-20,9.5953318246698972e-20,8.4293686738894592e-20,1.8659222720243166e-21,1.5564308079697511e-21,7.7821562028205719e-22,3.0536165880840496e-25,2.0683830744521363e-24,3.6590582279291657e-25,1.469888249012055e-24,1.4529577629312912e-24,2.3529713917848343e-24,8.1042999081367382e-25,1.52016396169296e-25,1.1604468451497355e-26,9.5101634424489714e-27,7.5812070059379319e-27,4.8681719090912142e-27,1.7855499477795126e-30,2.4676224186355883e-26,1.4652027530000963e-26,4.411781574955988e-28,5.9950464798811763e-38,1.5475395151385629e-27,2.0957781546086068e-33,2.5179840339290573e-31,7.5572053156163155e-32,1.2709556532628801e-22,5.5710819187067234e-20,1.3997310240201908e-24,3.1830487013105687e-27,7.4668871807778551e-25,1.2144639493822745e-28,2.0017138824276423e-30,7.2235264433324204e-39,1.9710774929227511e-32,2.3618842650825462e-32,1.103969620770746e-34,4.3162095256098317e-34,2.4278215272419614e-41,1.3161051738169232e-42,1.1929454509204051e-43,2.0314268262335504e-35,2.4694036546101491e-35,9.7453048990181962e-49,5.564612602592714e-51,2.8783379829472675e-30
2.047e-12,0.0030257426929553902,1.9121471756724056e-23,1.2863113678729989e-29,3.9399308198702115e-28,9.4855591392701044e-29,3.4594875888080811e-33,0.0,0.0,8.6415862225501862e-21,1.1111553149832511e-29,1.0977279257169061e-43,5.1317156331079813e-44,3.829598421911368e-41,3.4782111353631374e-68,4.6358694069981116e-44,6.0089384348958723e-40,1.1146180007605721e-19,3.7523434147029377e-28,1.939244392233702e-73,3.0861042116340121e-68,1.7390715016148435e-43,1.4269079733181622e-43,1.9268082510646859e-41,9.1998548107316673e-49,2.0603184028691173e-30,5.5155180861290474e-49,9.3964874472658709e-43,1.118865922621762e-24,4.2291467375711539e-27,3.9169762064674581e-28,1.6864420713871918e-19,1.5537760265101992e-37,9.2810048516465343e-53,3.5917195122998759e-41,3.9460911053199212e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9197233228539461e-19,1.9196884100101924e-19,1.6864198284662656e-19,3.7324138902312023e-21,3.1133356699338103e-21,1.5566687002767893e-21,1.2218592009984068e-24,8.2776861486927725e-24,1.4641126188789755e-24,5.8825944600531592e-24,5.8147890126800213e-24,9.4166113488226111e-24,3.2433815098932285e-24,6.0826794864559654e-25,4.6441986212671169e-26,3.8059662162423352e-26,3.0340003772747226e-26,1.9482497405234654e-26,1.4292807292289543e-29,9.8718631696987048e-26,5.8638819687880497e-26,1.7682909431905236e-27,4.4026784818981757e-37,6.1951515296881486e-27,1.6782974651701063e-32,2.016106999333433e-30,6.0578034317653665e-31,2.5427426335221885e-22,1.1145617490940907e-19,5.6016699747389655e-24,1.2738622429082807e-26,2.9877319088299796e-24,9.7196798224977178e-28,8.069328154323233e-30,5.2654808813386503e-38,1.5775536555868852e-31,1.8903301389365313e-31,8.8713209950305304e-34,3.454803565152408e-33,3.7170784315363306e-40,1.9523746052204766e-41,3.5436558357656665e-42,1.6449376012753668e-34,2.0181423097789713e-34,5.7907864268259159e-47,3.3258163467622044e-49,1.1522672457396991e-29
4.095e-12,0.0030257426929553902,3.8276317281759588e-23,5.1235564711028955e-29,1.5768999325072183e-27,3.7974891754756865e-28,2.7692802891038986e-32,0.0,0.0,1.7287563993460481e-20,4.4460894268211346e-29,9.190597963039462e-43,4.1107417799457515e-43,3.0641503908857506e-40,5.5597197838705031e-67,1.8542506674008426e-43,2.4039715830880635e-39,2.2295633395391836e-19,1.501295228842374e-27,2.624730891581985e-71,4.9342443432182984e-67,1.3917318924584355e-42,1.1408386191116448e-42,7.6537724996741136e-41,1.4731640678886764e-47,8.2431746605713715e-30,3.2523215038639776e-47,7.5176909494197601e-42,4.4764734762845201e-24,1.6920619562499679e-26,1.5671513881611615e-27,3.3733477970383512e-19,1.2429812675166698e-36,5.4715663455626145e-51,1.058597645189228e-39,1.1578177227383794e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.839995287696546e-19,3.839855609733191e-19,3.3732588094011155e-19,7.4631986614879541e-21,6.2253089797100137e-21,3.1126579493368118e-21,4.8868881185891477e-24,3.3117900431853779e-23,5.8557527286950246e-24,2.3536179385447338e-23,2.3264503188422577e-23,3.7674589028141934e-23,1.2976601846691804e-23,2.4327744870433196e-24,1.8581455487538703e-25,1.5227082778195073e-25,1.2138585011921146e-25,7.7947098208864095e-26,1.1437176258972815e-28,3.9467354897148907e-25,2.3461624608418462e-25,7.0962073127494704e-27,3.0213515056225689e-36,2.4801042487409537e-26,1.3440819776193266e-31,1.6141532849578001e-29,4.8610389715966803e-30,5.0861490004194801e-22,2.2293382949738596e-19,2.2411001167808707e-23,5.0965783610657979e-26,1.1949331646035888e-23,7.7749367596365973e-27,3.2752405721036724e-29,3.5787692208551052e-37,1.2619881105940343e-30,1.5121887221773587e-30,7.1539713639281035e-33,2.7642443698546335e-32,5.4703978439138814e-39,2.7273736706411063e-40,9.9215420847411796e-41,1.3464341115285395e-33,1.6812657644364306e-33,3.2433087383698575e-45,1.8843062827812572e-47,4.612897671567335e-29
8.191e-12,0.0030257426929553902,7.666609882414235e-23,2.0466014238408445e-28,6.3125513232997203e-27,1.5210112671381515e-27,2.2171151444721687e-31,0.0,0.0,3.4583649439912839e-20,1.7789113611009923e-28,8.0653477010458613e-42,3.295643081457127e-42,2.4509498992818209e-39,8.8720795979612634e-66,7.4133126193509359e-43,9.6152234798908094e-39,4.4592693665802851e-19,6.005683373669345e-27,3.6648702210625424e-69,7.8796839951845341e-66,1.1136338533530521e-41,9.1115508615421685e-42,3.018464234050794e-40,2.3592125229221007e-46,3.2974946361804902e-29,1.7983845598717385e-45,6.0121947591743581e-41,1.7906933865532432e-23,6.7688135318915321e-26,6.2690287830722606e-27,6.746785024810014e-19,9.9386568026354422e-36,3.0237030196678541e-49,2.9246461240240936e-38,3.1795569242158746e-38,0.88168480800000004,0.0,0.0094599999999999979,0.10885,7.6801757804310165e-19,7.6796170754948202e-19,6.7464290865532333e-19,1.4915986083635021e-20,1.2441919565777066e-20,6.2209736013195698e-21,1.9535489360643803e-23,1.3247677685081097e-22,2.3408234517870249e-23,9.4154120040147509e-23,9.3064211318063729e-23,1.5070426903857779e-22,5.1910611042915681e-23,9.7248996781570216e-24,7.4333895248890338e-25,6.0910135205512019e-25,4.8555924427419502e-25,3.1180271669560747e-25,9.1502303464158183e-28,1.5764702669024154e-24,9.3858381528431726e-25,2.8557613127985213e-26,1.878047104284646e-35,9.9328580349171962e-26,1.0770804070903384e-30,1.2927571598873403e-28,3.9106684477963009e-29,1.0172291255788195e-21,4.4583692389695048e-19,8.9643337521662567e-23,2.0387334837665653e-25,4.7765796720863462e-23,6.2158065161282176e-26,1.3476614381591146e-28,2.2102946538522824e-36,1.0090398550462331e-29,1.2090756690522115e-29,5.8119738330767311e-32,2.2110467920466409e-31,7.5389695100257959e-38,3.4917711502577686e-39,2.5488444163367843e-39,1.1254294048431817e-32,1.4512029842970265e-32,1.6663772482926223e-43,9.9033527275715509e-46,1.8474971702191023e-28
1e-11,0.0030257426929553902,9.3691657453699358e-23,3.4038588405589922e-28,1.0502146022479804e-26,2.5319399590691133e-27,5.6493758798052078e-31,0.0,0.0,4.2226119560139574e-20,2.9579283664370746e-28,2.3693617287022715e-41,8.4133086657128483e-42,6.2372704552353457e-39,3.8084566235240601e-65,1.2316658473526882e-42,1.5982060209744553e-38,5.4438568305959357e-19,9.9841479689857071e-27,1.1839954195457509e-67,3.3867345853521058e-65,2.8354876581384068e-41,2.3139007902571614e-41,4.9447221714249811e-40,1.0186130810498993e-45,5.4818294717767099e-29,2.1395256496174393e-44,1.5296361349075073e-40,2.9768571846075642e-23,1.1252812599264827e-25,1.0421767659848407e-26,8.2363344155909269e-19,2.5279262045841186e-35,3.592012097310571e-48,1.8514012960988337e-37,2.0019272397929934e-37,0.88168480800000004,0.0,0.0094599999999999979,0.10885,9.3758720331955382e-19,9.3749433089912482e-19,8.2357427603632456e-19,1.8199775991151793e-20,1.5181025091109138e-20,7.5905354815595019e-21,3.2452624154566664e-23,2.2022557395817676e-22,3.8885515490483574e-23,1.5652918805820339e-22,1.5471178829701311e-22,2.5052647672431727e-22,8.6298546007082734e-23,1.6154797201852857e-23,1.2357965492221511e-24,1.0125424538719682e-24,8.0717424003583232e-25,5.1833567266119209e-25,2.3292464518787111e-27,2.6166591137861475e-24,1.5604196747593776e-24,4.7775012405743422e-26,3.75177754890385e-35,1.6533346965986129e-25,2.7479727949626612e-30,3.29560464352876e-28,1.0030842155563308e-28,1.2417995553036173e-21,5.4423606359407841e-19,1.4901313785356437e-22,3.3891713637283703e-25,7.9345612775879469e-23,1.5806932228186935e-25,2.3068007446133334e-28,4.4442897893024251e-36,2.5664402773271661e-29,3.0751663391709844e-29,1.5109826390625081e-31,5.6268683231683563e-31,2.6721480105453517e-37,1.1630728652959213e-38,1.5049546886918197e-38,3.0351349198047363e-32,4.0688427907821254e-32,1.8359702567575087e-42,1.1366383203843875e-44,3.0752282190131256e-28
1.6383e-11,0.0030257426929553902,1.5376580932349605e-22,8.1928992446009641e-28,2.5285000066076517e-26,6.0989702744894156e-27,1.7760000685571252e-30,0.0,0.0,6.9192336684190005e-20,7.1180530458512311e-28,7.8837478407691712e-41,2.6470831841115973e-41,1.9597184279807664e-38,1.4115991294931128e-64,2.9617961175132763e-42,3.8447244757371094e-38,8.917942946025398e-19,2.402203603526781e-26,5.2323724768979337e-67,1.255639990551584e-64,8.9109950301366966e-41,7.2634451956132067e-41,1.1741463141164852e-39,3.780316753222551e-45,1.318918671644817e-28,9.0542207059701068e-44,4.8055253191715327e-40,7.1621990989142099e-23,2.7074463260980531e-25,2.5074577085200599e-26,1.3492162918274493e-18,7.940810851758372e-35,1.5199410427702703e-47,7.3520606946805182e-37,7.9437682496723039e-37,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.5359083299859951e-18,1.5356848974224912e-18,1.3490739543077067e-18,2.9786526118116737e-20,2.4845873387513006e-20,1.2422991800836163e-20,7.803033083760125e-23,5.2984446391744465e-22,9.3496618004685239e-23,3.7661766741655074e-22,3.7223333824540097e-22,6.0274601882386105e-22,2.0763530049922101e-22,3.8842489790990771e-23,2.973417798502594e-24,2.4360717810676227e-24,1.9419827076679656e-24,1.2470807571986855e-24,7.3192896095484656e-27,6.2869329720829145e-24,3.7545480832885673e-24,1.1558300554556137e-25,1.0363176901034518e-34,3.9822966008005463e-25,8.6436643990472522e-30,1.0362589435172306e-27,3.1625683933715195e-28,2.0341893026410308e-21,8.914343547420977e-19,3.584976240440172e-22,8.1541492453183085e-25,1.9077400740228465e-22,4.9648919746191774e-25,5.6910938309025961e-28,1.2326871850981946e-35,8.0616790254859205e-29,9.6596089855878563e-29,4.7917008742659961e-31,1.76794879103159e-30,9.440636961933692e-37,4.0348785999417643e-38,5.9157885123358826e-38,9.7734711840388981e-32,1.3305103091939881e-31,7.7261579578619825e-42,4.7977944256429015e-44,7.4072388792962894e-28
3.2767e-11,0.0030257426929553902,3.0924410520332383e-22,3.2881557724048047e-27,1.0141059035744976e-25,2.451277556858398e-26,1.424357526699152e-29,0.0,0.0,1.3847575045002668e-19,2.8488675484354941e-27,9.8002972776292153e-40,2.1340052403802945e-40,1.5659311447098145e-37,2.233257984555187e-63,1.1817884719911361e-41,1.5365330987796533e-37,1.7832337225478966e-18,9.607313808802001e-26,7.4798663212626504e-65,1.9926500110369479e-63,7.1310338961670851e-40,5.7692370165745332e-40,4.4511760623609451e-39,6.0654102336623856e-44,5.2745237570677155e-28,4.0708449018629842e-42,3.8372283445139206e-39,2.8641392363179452e-22,1.082809019527604e-24,1.0027616772268551e-25,2.6976935112118312e-18,6.3357975256133162e-34,6.8088921658370907e-46,1.6491993458594671e-35,1.7750106365084437e-35,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.0711086727572536e-18,3.0702154252710745e-18,2.6971245190482569e-18,5.9388212335329661e-20,4.9537322691596318e-20,2.476888042259488e-20,3.112014882888478e-22,2.1186690422060698e-21,3.7286394662750744e-22,1.506331085659792e-21,1.4885992786890998e-21,2.4101793653844523e-21,8.3040257702344423e-22,1.5489981788373661e-22,1.1892999577996361e-23,9.7406701270678282e-24,7.7651408234882384e-24,4.9867962456885998e-24,5.853330383522941e-26,2.4995016178293254e-23,1.5018410968382669e-23,4.7298838886530668e-25,5.1127163432331515e-34,1.600052224890344e-24,6.9573107724572882e-29,8.3218028886799808e-27,2.5836010443134524e-27,4.0670359077236437e-21,1.7817949929992606e-18,1.4332444999300629e-21,3.2607113166824413e-24,7.607175840425922e-22,3.9591057195800392e-24,2.5180701875294446e-27,6.3949924441844618e-35,6.431651692363744e-28,7.7060960408832643e-28,4.0638602167164771e-30,1.413002187127253e-29,1.053567367447065e-35,4.2714182056937699e-37,1.257550963354238e-36,9.0485005591954947e-31,1.3352493303645329e-30,3.2699829550082663e-40,2.2052101677171348e-42,2.9763953201941768e-27
6.5535e-11,0.0030257426929553902,6.2530250479774748e-22,1.3251997300351308e-26,4.0782121390929329e-25,9.8979505116656301e-26,1.1451991985800698e-28,0.0,0.0,2.7730652621003378e-19,1.1408074558403676e-26,1.7844753205858577e-38,1.7322886957343592e-39,1.2497314048596818e-36,3.4949105375198765e-62,4.7036354697359997e-41,6.133498693130312e-37,3.5649322414610023e-18,3.8415372474807895e-25,1.0513689484744296e-62,3.1370388331508721e-62,5.7080037928059269e-39,4.550016583324015e-39,1.6121888272573414e-38,9.758632896102071e-43,2.1087858321924048e-27,1.6434450061722844e-40,3.0581563615575962e-38,1.1450077463863073e-21,4.3296683385961995e-24,4.0090800333132297e-25,5.3922566351394626e-18,5.0415800484077388e-33,2.7274850719404218e-44,3.3201771200795035e-34,3.576941431849714e-34,0.88168480800000004,0.0,0.0094599999999999858,0.10885,6.1391865145203617e-18,6.1356175577728561e-18,5.3899836374785411e-18,1.1803990936588585e-19,9.8459225674284682e-20,4.9230478343231861e-20,1.2374476480743051e-21,8.4685959415967858e-21,1.4824788015504732e-21,6.0238928079928928e-21,5.951434439335606e-21,9.6338134818224129e-21,3.3203390281121187e-21,6.1583963527839684e-22,4.7564287543809056e-23,3.8931969034206058e-23,3.1036825454687304e-23,1.9934051648393076e-23,4.6790370368698617e-25,9.877458621073393e-23,6.0072285870356612e-23,1.9752351763910581e-24,2.3294835225037097e-33,6.4564358390445955e-24,5.6332283878396097e-28,6.7072820144003932e-26,2.1504818142327036e-26,8.1284290264263784e-21,3.5591858296013431e-18,5.7267382917651476e-21,1.3034611038247875e-23,3.0238528640359263e-21,3.1467796172670811e-23,1.2028278048341255e-26,3.2823016024275166e-34,5.1169494838667812e-27,6.1302629352562135e-27,3.6307816405129429e-29,1.1288202678401447e-28,1.054886623645428e-34,4.3488882744516783e-36,2.5653701672928087e-35,9.2027843655095709e-30,1.5008034351439925e-29,1.3183358867511309e-38,1.029835377102995e-40,1.2012825717713871e-26
9.999999999999999e-11,0.0030257426929553902,9.6840370462835144e-22,3.4587861841279095e-26,1.0606622075218769e-24,2.5902198710987973e-25,5.4103454437680852e-28,0.0,0.0,4.2388147377439397e-19,2.9458769248618251e-26,2.480600452213445e-37,8.3064058885210157e-39,5.8249456045705571e-36,2.9836979544346581e-61,1.202656886568939e-40,1.5748355464633413e-36,5.4364224458810223e-18,9.896231018399188e-25,7.6808516670623761e-61,2.7064932711925793e-61,2.6745434414568741e-38,2.0770492814373542e-38,3.6193489674177581e-38,8.7667897421993048e-42,5.4313699373545179e-27,3.3057052754314004e-39,1.4218775010154485e-37,2.948686381445151e-21,1.1153698625902028e-23,1.0325666393420161e-24,8.2213452836311967e-18,2.3375893105190338e-32,5.4019345088136023e-43,3.4091990307998636e-33,3.7043414679032184e-33,0.88168480800000004,0.0,0.0094599999999999771,0.10885,9.361276265581603e-18,9.3520937437873314e-18,8.215498799714066e-18,1.7859289075754056e-19,1.4896490738266266e-19,7.44846396659283e-20,3.1592354281479803e-21,2.1803386622385087e-20,3.7841489369708712e-21,1.5521194506611769e-20,1.5328154839209332e-20,2.4803427198573666e-20,8.5532660379639068e-21,1.5718542962480296e-21,1.2257070633116889e-22,1.0022417257234437e-22,7.9902495784009185e-23,5.1327870323040354e-23,2.1872751388540725e-24,2.4970433669492548e-22,1.5483714978565537e-22,5.4265623431108681e-24,6.4711333110357228e-33,1.687449605275183e-23,2.6935462372834591e-27,3.1807994635840737e-25,1.0738389157971676e-25,1.2391088962256515e-20,5.4216459752268375e-18,1.4735247815176759e-20,3.3563717256648427e-23,7.7156891963751524e-21,1.4560782430532392e-22,3.942608602240441e-26,1.0994054879006898e-33,2.3718226061778475e-26,2.8410088021574682e-26,2.0367307381114872e-28,5.2798600064025764e-28,5.6441982557637384e-34,2.6050656712585639e-35,2.9466023697648419e-34,5.9598810495347196e-29,1.0664549599043513e-28,2.8915086961671759e-37,2.8620284281600516e-39,3.141436660116661e-26
1.31071e-10,0.0030257426929553902,1.2777174252126166e-21,5.3822640519682329e-26,1.6492135643341965e-24,4.0330401113458451e-25,9.2554740955666315e-28,0.0,0.0,5.5602220192678734e-19,4.573189081309401e-26,4.5560449141931828e-37,1.4233125612794172e-38,9.9496077371461167e-36,5.3584968115683095e-61,1.8628363832921886e-40,2.4416372721194358e-36,7.1236144418634544e-18,1.5354678433347848e-24,1.451053493088046e-60,4.8636486192483341e-61,4.5711167965962697e-38,3.5393629822205834e-38,5.428850569475623e-38,1.5790491346969244e-41,8.426756872839562e-27,6.1377151589146777e-39,2.4280332591194789e-37,4.5747446686905705e-21,1.7305720823983544e-23,1.6020216075558057e-24,1.0771834574137121e-17,3.9904703231036631e-32,1.0026015119761562e-42,6.1833496402930772e-33,6.7214219561179485e-33,0.88168480800000004,0.0,0.0094599999999999702,0.10885,1.2266065200884776e-17,1.2251821919491839e-17,1.0762766509153208e-17,2.3318281342749864e-19,1.9449695544188253e-19,9.7251854128644135e-20,4.891771859735654e-21,3.3825010914936178e-20,5.8591581572710946e-21,2.4083233127757488e-20,2.3781486611862072e-20,3.8479187180966771e-20,1.3270871583389844e-20,2.4337237734274135e-21,1.9019073935429552e-22,1.5548052121976918e-22,1.2395603539817896e-22,7.9630128847339375e-23,3.7373285223467917e-24,3.8577102107891846e-22,2.4026988115696683e-22,8.5380141463069008e-24,1.0204927031606684e-32,2.6266619914643533e-23,4.613992232199401e-27,5.4436871521399224e-25,1.8480587593408022e-25,1.6233976148276482e-20,7.1006971629456751e-18,2.285662890909587e-20,5.2071184522336045e-23,1.1945488897002226e-20,2.485077173594271e-22,6.4125847855049609e-26,1.7946380022096934e-33,4.0487710018032483e-26,4.8495869111288931e-26,3.5455675037759086e-28,9.0221189855661744e-28,9.7815695519061468e-34,4.5615306274206424e-35,5.3717589223302837e-34,1.0503200149723854e-28,1.8925880138968715e-28,5.3794200632028911e-37,5.3493716398578404e-39,4.89053074626133e-26
2.62143e-10,0.0030257426929553902,2.6628736106122281e-21,2.2179699417596329e-25,6.7486408156184226e-24,1.6717811879297571e-24,7.5630543255014851e-27,0.0,0.0,1.1176567380466503e-18,1.8372006588678844e-25,1.3951945426809573e-35,1.1920520178738487e-37,7.8832139256472568e-35,7.9212194085062989e-60,7.3060954347606606e-40,9.6602681619760491e-36,1.422217145025338e-17,6.132639940331393e-24,1.9945984686198738e-58,7.3314206897378189e-60,3.6636778489652428e-37,2.6822826695060502e-37,1.6580671559660585e-37,2.5858660202888999e-40,3.3639681235768598e-26,2.2086568241207238e-37,1.9133776391198412e-36,1.8256618158484075e-20,6.9118643800346487e-23,6.3951612124777634e-24,2.1492932363378426e-17,3.1257673285084273e-31,3.496524471441834e-41,1.1096412624374476e-31,1.2338337375814494e-31,0.88168480800000004,0.0,0.0094599999999999389,0.10885,2.4482829176689673e-17,2.4426115980717831e-17,2.1456850908458592e-17,4.5518118868578479e-19,3.7963914454218201e-19,1.898324069868754e-19,1.9117655872452557e-20,1.3490500494179275e-19,2.2888863570690053e-20,9.6228707716858232e-20,9.4931322121757066e-20,1.5346809945297397e-19,5.2999145020855846e-20,9.5054509301240264e-21,7.6022149666732687e-22,6.1996906714615957e-22,4.9431400869785047e-22,3.1768266757338379e-22,2.9804096317324047e-23,1.4732857444442974e-21,9.6087524251478752e-22,3.8816790145837157e-23,4.4602257764921692e-32,1.0846446020483274e-22,3.8621842552601203e-26,4.4741525596697268e-24,1.6647333428058645e-24,3.237583472149595e-20,1.413104649070095e-17,9.1025280546108929e-20,2.0774257786814871e-22,4.6620798664028495e-20,1.9379270942895175e-21,3.9021294705639518e-25,1.1143898167732328e-32,3.1695441665365975e-25,3.7949925008198007e-25,3.9574305206114686e-27,7.2417555865268892e-27,8.7585254604263261e-33,5.2865738977954886e-34,1.2382648079996085e-32,1.3463167571918688e-27,2.6292609660311559e-27,2.3566611436898157e-35,3.3458694193761743e-37,2.0240643074635076e-25
5.24287e-10,0.0030257426929553902,5.7476689765714093e-21,9.3842838576400222e-25,2.8338698626765368e-23,7.1476602439244259e-24,6.3307111021696763e-26,0.0,0.0,2.2576326641158755e-18,7.4118390974108896e-25,4.6979478835471801e-34,1.0239516700348332e-36,6.1868204126147503e-34,1.1033423126964022e-58,2.8119416092072285e-39,3.7758705658398037e-35,2.8344469519585901e-17,2.445688302081339e-23,2.793607476565829e-56,1.0533324873911754e-58,2.9398298844134165e-36,1.939212928788337e-36,4.5896744526475466e-37,4.3452516586257556e-39,1.340216673508486e-25,7.9854033098999501e-36,1.4859481909089539e-35,7.2689594883986041e-20,2.7564263644986044e-22,2.5477670297037789e-23,4.2783969469662393e-17,2.3997511549589568e-30,1.1901593617533881e-39,1.9994986746149992e-30,2.3304550347534703e-30,0.88168480800000004,0.0,0.0094599999999998782,0.10885,4.8769293579874398e-17,4.854450339734635e-17,4.2641154428334827e-17,8.6864089597785644e-19,7.2433839624440976e-19,3.6221539770961039e-19,7.3097357267724163e-20,5.3648186919784309e-19,8.7448860114935682e-20,3.8401956279399794e-19,3.7817476131284811e-19,6.1030761405858377e-19,2.1132352246473296e-19,3.6301253392418893e-20,3.0365242654419123e-21,2.4647389742089398e-21,1.9655543242741165e-21,1.2642413099369619e-21,2.3692868218744655e-22,5.4016592429884453e-21,3.8412780475457981e-21,1.8659166676249304e-22,2.0130454905893912e-31,4.5914997856836208e-22,3.3607542481153673e-25,3.7543236744165894e-23,1.5799660922275992e-23,6.4380826526309726e-20,2.7984263617090376e-17,3.6092817475846128e-19,8.2660837489015529e-22,1.7777069751435143e-19,1.4750287765120325e-20,2.7132195480928701e-24,8.0793157594572386e-32,2.4311242460800479e-24,2.9087526811642717e-24,5.2007107815870671e-26,5.8930543758639439e-26,7.8939671353625564e-32,7.0841744819044989e-33,3.2933144717470033e-31,1.9098005552152342e-26,3.9399255736911703e-26,1.1412627554083772e-33,2.5875235587255573e-35,8.6319610494700581e-25
