Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518)
2.0971510000000003e-09,0.0019293224364078188,8.7190439913545829e-24,2.7947589021757351e-27,3.0730712756856899e-25,3.0809433049960313e-26,3.2580858687366395e-27,0.0,0.0,1.2067532893950976e-19,6.2136933701357292e-26,2.7889621144990392e-37,3.0797621302840342e-40,1.2936037525953566e-36,1.7669015370745799e-66,1.1702553292004371e-44,1.9651536969928848e-39,1.2373693499990151e-19,2.2199973770960082e-25,1.3755927129309676e-66,7.7072407750536184e-65,5.5349846404549551e-40,8.1208997526721739e-41,9.4102239226190243e-42,1.794760575571643e-42,4.0775420316690783e-28,4.4665252910266834e-45,1.2387239311232049e-38,1.323067999630376e-21,2.6713659664051309e-24,2.7248110480205774e-25,2.2628684917163649e-19,4.7166746638437468e-33,1.0989914508380011e-49,5.6194714735682916e-40,2.2654883419001798e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.3990569981656975e-19,2.3462190675768975e-19,2.2494042018015145e-19,3.1219122209032066e-20,2.6422812701566291e-20,1.320213260791314e-20,1.7229996090396244e-20,1.7487856457235985e-20,2.0389321935489441e-20,1.3046663007037518e-20,1.4957837319639188e-20,1.8352974349512324e-20,7.9800710899797183e-21,8.5913687226895205e-21,3.6126933637162289e-23,2.262925075722949e-23,1.9366626380247276e-23,1.0143995622918621e-23,1.8447794250883079e-23,6.7845537904042887e-23,4.1440229749735073e-23,2.1873235227542688e-23,1.9342115498833237e-33,6.8775792025087814e-24,1.3856702478755981e-26,3.5532378770460752e-24,1.1460122176242802e-23,2.08941806897697e-21,1.2107045803333341e-19,9.4874321938162143e-21,1.6328865578647243e-22,7.3263794033281785e-22,3.8868669996045854e-22,5.1615811537890014e-26,1.0482724216998498e-32,1.394235745107726e-24,1.6500201086112429e-24,2.0702628371542772e-26
4.194303e-09,0.0019293224364078188,1.6756180525381324e-23,1.077149423951004e-26,1.5257798987229751e-24,1.1915566483078455e-25,3.1990698676602373e-26,0.0,0.0,2.4373635311362133e-19,2.5068201241302384e-25,-2.7862985757567635e-35,-4.6765201717313318e-35,-5.7109470931897432e-35,1.1660533361290279e-65,3.4765295033709886e-44,-2.6901624793000447e-35,2.3313963557105376e-19,8.4383387475031432e-25,-3.671378757673653e-62,-4.6742031042145691e-61,-2.8482037812912872e-36,-3.4482615850555915e-35,-1.6546166335159925e-38,3.9585636161314367e-41,1.5463475019187938e-27,1.0879931530748365e-43,7.4465559733564467e-38,5.0028606922208279e-21,1.015397330398871e-23,1.0302829189995354e-24,4.2373942772118278e-19,2.8089035017280874e-32,2.1607317836871803e-48,6.8126834169550675e-39,3.384979317185924e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5577178711657036e-19,4.3676541360184674e-19,4.1896441195410471e-19,4.3515147685096703e-20,3.6821313936903628e-20,1.8391078881203466e-20,5.0481442022710979e-20,6.5796997671743906e-20,5.9702143238109944e-20,5.0003279142322602e-20,5.6554767209001506e-20,6.9011197906566041e-20,3.0327690689520419e-20,2.5108380786193322e-20,1.1389647214591006e-22,8.3493886791088446e-23,7.160146742130737e-23,3.7132285663672886e-23,1.1746480286960121e-22,1.9488086465129912e-22,1.5668814025705485e-22,7.55650418945992e-23,7.6468586984742475e-33,2.4611786874362537e-23,1.0591506985838723e-25,2.5482416991499665e-23,8.0058723487020536e-23,3.8893292086924161e-21,2.2367902860109964e-19,3.5455909542087059e-20,6.1422068609715159e-22,2.0086977391819778e-21,2.1814692495798248e-21,3.5535342745554975e-25,6.522649478708959e-32,8.3383946437097277e-24,9.8625661972509397e-24,2.4341701767815375e-25
8.388607e-09,0.0019293224364078188,3.0760661325313971e-23,3.9883594948199221e-26,8.612396591772639e-24,4.4352415813081855e-25,3.5635813441595514e-25,0.0,0.0,4.9559701170794481e-19,1.0174316270322871e-24,-1.8945537292069958e-34,-5.8262525501491297e-35,-2.0831574037829548e-35,5.7632417144179053e-65,8.6646965752165045e-44,-1.5410991526343943e-35,4.1684087979526694e-19,3.0674675895089006e-24,-1.4664610937133508e-57,-1.2057741641263163e-35,-3.1471580137717409e-36,-1.9700585568102938e-36,-1.422659377923665e-39,9.3618884539458758e-40,5.5953305918478621e-27,2.26068743146039e-42,3.7906743166734501e-37,1.8021013786570979e-20,3.6910956243601317e-23,3.710828868598827e-24,7.4943935563301148e-19,1.4165252509869539e-31,3.2296000430003876e-47,7.0256590044521511e-38,4.6667474286977881e-42,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.2693828383423596e-19,7.6465918367649794e-19,7.3418778381221074e-19,5.2722245803893615e-20,4.4548478427680729e-20,2.2241705225125877e-20,1.3005102936004887e-19,2.349539199043733e-19,1.53724498613606e-19,1.842643127809613e-19,2.0367787286817364e-19,2.4616012130633513e-19,1.1020904314099642e-19,6.4378611540086366e-20,3.3108339192688259e-22,2.9354415606974885e-22,2.5244390638177723e-22,1.2922315674934627e-22,6.8793290551191627e-22,4.785513200773142e-22,5.7054472484426911e-22,2.2205187047957842e-22,3.1251921496612044e-32,8.3819221411053463e-23,8.2914006366323108e-25,1.7356834678150381e-22,4.7845166955812343e-22,6.8008936664262677e-21,3.865747206412605e-19,1.2516989621552681e-19,2.1904292828492769e-21,4.5569734269808583e-21,1.0237154524212394e-20,2.3811984799821003e-24,3.6598126765746569e-31,4.4117682105140546e-23,5.2154834492433307e-23,2.6564637456607151e-24
9.999999999999999e-09,0.0019293224364078188,3.4788884490899438e-23,5.853655625658731e-26,1.7331904796234202e-23,6.5309652619735602e-25,1.1377787011794679e-24,0.0,0.0,5.9546576870856369e-19,1.6210246485303489e-24,-1.4859849129643907e-34,-7.7957117730201905e-35,9.590870236953062e-36,-6.7224842512010352e-57,-5.1698630880947253e-36,-1.715433263988564e-35,4.6792550433211864e-19,4.4668073803486691e-24,-1.122028248254253e-56,-9.3704119676098095e-36,-3.9250933332821593e-36,-4.0509217736545842e-36,-9.196853776338639e-40,5.0229517617273053e-39,8.1141786989648315e-27,9.2776462206725781e-42,6.1004246208862495e-37,2.60764655900676e-20,5.3748851255477081e-23,5.3688798372080146e-24,8.3726004533318445e-19,2.2715382348520323e-31,9.3856439324711782e-47,1.7130847051176244e-37,1.4449102021604061e-41,0.88168480800000004,0.0,0.0094599999999999962,0.10885,9.3446043332262567e-19,8.506282365477495e-19,8.170762685999374e-19,5.3736356467774672e-20,4.5368351735016256e-20,2.2648029690275708e-20,1.6276744166426638e-19,3.3793767185679286e-19,1.9237666256356351e-19,2.7081276765151134e-19,2.9465976717309478e-19,3.537564689608906e-19,1.6043652062945911e-19,8.0312986725731709e-20,4.4104174808512493e-22,4.2181938975896316e-22,3.633710467110637e-22,1.848709602169352e-22,1.2752656044565419e-21,5.7945584126268104e-22,8.3643536754310204e-22,2.8677134519011169e-22,5.0970651354458529e-32,1.1910213540357132e-22,1.9768610396036549e-24,3.5202168054386089e-22,8.5446424316654605e-22,7.560384589157244e-21,4.277868515941706e-19,1.7870693021254393e-19,3.1470208067704122e-21,5.2966688311543796e-21,1.5830387109699779e-20,4.8369886450906175e-24,6.4219683640727937e-31,7.5865286227261991e-23,8.9670690738672047e-23,7.1381792840350626e-24
1.6777215e-08,0.0019293224364078188,5.1730831279270357e-23,1.3698739300071338e-25,5.4004511538289081e-23,1.5345183745273793e-24,4.4242862051702296e-24,0.0,0.0,1.0154949223513748e-18,4.1596230408480487e-24,2.3237845957826618e-35,-1.6078885764175747e-34,1.3754193225330859e-34,-3.4995985188024496e-56,-2.6913332406756934e-35,-2.4486496515992524e-35,6.827777990116411e-19,1.0352166582341079e-23,-5.2243015374949305e-56,1.9319897272148771e-36,-7.1969425447506284e-36,-1.2802639949261281e-35,1.1957283913064779e-39,2.221110569935386e-38,1.8707978705713498e-26,3.8789651275076282e-41,1.5814798710860307e-36,5.9956176371009572e-20,1.2456586153348482e-22,1.2342329452058471e-23,1.2066173005442717e-18,5.8675615633914847e-31,3.5276803313441483e-46,5.9631361828191705e-37,5.559184018812417e-41,0.88168480800000004,0.0,0.0094599999999999945,0.10885,1.3866783121051187e-18,1.2121978565317261e-18,1.1656896003139599e-18,5.8001514627773354e-20,4.8816584212490084e-20,2.4356953745475408e-20,3.0036650049989981e-19,7.7106790668356574e-19,3.5494037315688958e-19,6.3481924315160056e-19,6.773124526518867e-19,8.0628641123423374e-19,3.7168381650760447e-19,1.4732996304608531e-19,9.0350585257793541e-22,9.6132082602376692e-22,8.2990967468496326e-22,4.1891512472403948e-22,3.7454761473086017e-21,1.0038412236897404e-21,1.9547212556276196e-21,5.5896924775041041e-22,1.3390390958106443e-31,2.6749541621948792e-22,6.8039589691330037e-24,1.1025627405920647e-21,2.4359022002928404e-21,1.075466014694869e-20,6.0111730051384869e-19,4.0387359648209756e-19,7.1702643139664732e-21,8.4076881719333545e-21,3.9354468309539861e-20,1.5165578842408058e-23,1.8039074158654076e-30,2.0938972059585101e-22,2.4745530547254106e-22,2.5987429449825627e-23
3.3554431e-08,0.0019293224364078188,7.5884092636948011e-23,4.1839262389410542e-25,3.5159967044355676e-22,4.7352829528888379e-24,5.7393274473946023e-23,0.0,0.0,2.0906548926801481e-18,1.7097625306707084e-23,3.4641315537068815e-33,-2.1004648798477578e-34,8.1396465772804346e-34,6.6040657127993649e-56,1.6182962243953925e-35,-1.3017576884023804e-35,9.8505217483542172e-19,3.1372556063608369e-23,5.4855895422432186e-55,1.7502281740895885e-35,-9.5552914568710761e-36,-5.3329257793253441e-36,6.6416661254658081e-38,4.9410817258038472e-37,5.5633662483602938e-26,5.4303068337726053e-40,5.3591881251089956e-36,1.7831924726655311e-19,3.7748754473934175e-22,3.6681016494074039e-23,1.7011804942436838e-18,1.9720425048181091e-30,2.8344619466382893e-45,4.1157174678904837e-36,5.3698216539044234e-40,0.88168480800000004,0.0,0.0094599999999999893,0.10884999999999999,2.064522590647332e-18,1.6767286439901769e-18,1.6160339310544791e-18,6.227160159500182e-20,5.1989884981324193e-20,2.5884466894253071e-20,6.4630590447216255e-19,2.2513805781301516e-18,7.6369683682788362e-19,1.9761885122775755e-18,2.0121806860676698e-18,2.3467384569213561e-18,1.1248341394326479e-18,3.1136725535474361e-19,2.3441758156786972e-21,2.8683343104746458e-21,2.4900656979041778e-21,1.2452701364845577e-21,1.9051677624222631e-20,1.8462862923918038e-21,6.1158882214444455e-21,1.2690165856738853e-21,5.9029693378751829e-31,7.844630096743475e-22,5.8068325780656707e-23,6.3664375653205356e-21,1.0902486736774655e-20,1.485636455217877e-20,8.1242328013638951e-19,1.1554515610401374e-18,2.0897174202327061e-20,1.27816303590069e-20,1.2406536410674661e-19,8.9694104931025032e-23,7.9456985411088797e-30,9.2062945033275787e-22,1.0878801384619783e-21,2.2948646107906318e-22
6.7108863e-08,0.0019293224364078188,9.4892280428188727e-23,1.1066476262023201e-24,2.2090661850682786e-21,1.2740329581182535e-23,7.2299117275536156e-22,0.0,0.0,4.2952975038000125e-18,7.0260457848691313e-23,2.3327837828323422e-32,-9.3105562875954649e-34,2.4181080382940163e-33,-1.5201281674024733e-55,-2.9511542325490939e-35,-5.0045638612290776e-35,1.2273191522888842e-18,8.3757789825519015e-23,8.8882208756383477e-54,5.0581187038864712e-35,-3.4789556525389659e-35,-2.4024643218925841e-35,-1.2967048860200116e-38,1.0044767328479188e-35,1.4297528260147736e-25,6.2568649520716115e-39,1.5014144205782506e-35,4.6683285957832467e-19,1.007739695351825e-21,9.5875135588060852e-23,2.0687204819707e-18,5.4002960807711284e-30,1.7449277760568299e-44,2.3318736241245857e-35,4.2915749972726048e-39,0.88168480800000004,0.0,0.0094599999999999771,0.10884999999999997,2.654802724695383e-18,2.0055992542468272e-18,1.9389145027646651e-18,6.9191224099896324e-20,5.69639613765974e-20,2.8138137561994085e-20,1.339280161646509e-18,5.7716193722118125e-18,1.5826389013658358e-18,5.4215643118817228e-18,5.2551883139598718e-18,5.9851565728516851e-18,2.9944781641357406e-18,6.2321054870049733e-19,5.8187627591445249e-21,7.8080917027311096e-21,6.8372480941888825e-21,3.4381288450190489e-21,8.9926186870384562e-20,3.1292362319718325e-21,1.7142151102041279e-20,2.7412457590027392e-21,2.5746308508047743e-30,2.1119858849474926e-21,4.9766146507673491e-22,3.2855065434044032e-20,4.4235853428342758e-20,1.7970906216515242e-20,9.5281231309649238e-19,2.9093295811385298e-18,5.3943450159918103e-20,1.6919956743925594e-20,3.2877563450167018e-19,4.896718094453129e-22,3.1988649444543753e-29,3.8683025369807667e-21,4.571170811339517e-21,1.8599544395897577e-21
9.999999999999998e-08,0.0019293224364078185,9.9524280842260318e-23,1.8149288473685335e-24,7.2489375323995082e-21,2.1368639249798317e-23,4.4124867332203548e-21,0.0,0.0,6.4848738415168878e-18,1.7657308523189795e-22,5.801118705445637e-32,-6.6040540650631327e-34,4.1110568138497209e-33,-4.8990787002309105e-56,-1.8333794379643423e-35,-1.4718957810569494e-35,1.2902488192742312e-18,1.4048960487643378e-22,3.2599057018736606e-53,1.3581617017981121e-35,-3.4996814802767722e-36,-6.6067824636044071e-36,-1.268342714129298e-39,9.7475354439973591e-35,2.2775093981922789e-25,3.3039814908359801e-38,2.5477115934453733e-35,7.7434992504741796e-19,1.6901643958640315e-21,1.5867859345303171e-22,2.1522371574781209e-18,8.7842275397327024e-30,5.1562378394509934e-44,6.6541812488667079e-35,1.9163256065483606e-38,0.88168480800000004,0.0,0.009459999999999965,0.10884999999999995,2.8185174292264768e-18,2.0795743060176241e-18,2.0150188813954012e-18,7.5858255799034846e-20,6.1746480705604061e-20,3.0101949336317574e-20,2.0180809439204704e-18,9.4275069771406735e-18,2.3849220634218996e-18,9.2114749314871305e-18,8.6878515021936739e-18,9.7177224558429971e-18,5.0023136593393044e-18,9.0011235096717077e-19,9.8988513694894926e-21,1.3883043773524751e-20,1.2278394127426193e-20,6.3087636913060473e-21,2.3832682115347193e-19,4.1651727495649434e-21,3.01495013130608e-20,4.2482654763637784e-21,6.6006032727742389e-30,3.7327492724493505e-21,2.2860599774876817e-21,9.1567351572849487e-20,1.0281352977569222e-19,1.9347956896874259e-20,9.8346976797774265e-19,4.7214386431699796e-18,9.1026069423073011e-20,1.9218961456616586e-20,5.4441129628354895e-19,1.4936233544778579e-21,7.4127699711932755e-29,9.7457041784483678e-21,1.1517156308003127e-20,7.7395250569173304e-21
1.34217727e-07,0.0019293224364078185,1.0434310257021059e-22,2.5517769978320509e-24,1.249208074992046e-20,3.0344952373669825e-23,8.2507897950969714e-21,0.0,0.0,8.7627618138802604e-18,2.8717359321832892e-22,9.4093411127934899e-32,-3.7883911654952428e-34,5.8722868688322975e-33,5.8186404487260123e-56,-6.7052171223165719e-36,2.2032545169988508e-35,1.3557166127745141e-18,1.9950957003077594e-22,5.7266216384077804e-53,-2.4910247404096498e-35,2.9052200267009335e-35,1.1513588512005329e-35,1.090220442017847e-38,1.8843225754827411e-34,3.1594583241058371e-25,6.0902994884744703e-38,3.6362088084257816e-35,1.0942699993842394e-18,2.4001131610947218e-21,2.2401508747206113e-22,2.2391222901647931e-18,1.2304642259645214e-29,8.705135418199163e-44,1.1150819425693632e-34,3.4634752925659433e-38,0.88168480800000004,0.0,0.0094599999999999528,0.10884999999999992,2.9888351979776951e-18,2.1565329750446022e-18,2.0941927588898508e-18,8.279418721975371e-20,6.6721892190229015e-20,3.2144967039633427e-20,2.7242596283252352e-18,1.323084658221847e-17,3.2195635115400107e-18,1.315424306796289e-17,1.2258963436023569e-17,1.3600832984789166e-17,7.0911306812557402e-18,1.1881823643500776e-18,1.4143501173009319e-20,2.0203015366373665e-20,1.7938996542369998e-20,9.2951791346802189e-21,3.9271286109260604e-19,5.2428914355541762e-21,4.3681473725995599e-20,5.8160674429627826e-21,1.0788954233231463e-29,5.4188825041808611e-21,4.1465895196827103e-21,1.5264766566000105e-19,1.6375380488834532e-19,2.0780547817817167e-20,1.0153637223169143e-18,6.6066350466515104e-18,1.2960433269173343e-19,2.1610691351225393e-20,7.6874413726489517e-19,2.5380670260101578e-21,1.17966333751516e-28,1.5860157589927894e-20,1.8743292499974694e-20,1.3856234925017562e-20
2.68435455e-07,0.0019293224364078185,1.0770367261167411e-22,5.2657716672209194e-24,5.9507962248336408e-20,6.6688179342684171e-23,7.997046007248297e-20,0.0,0.0,1.7765715825601829e-17,1.1667175003612613e-21,4.3663794072624773e-31,-1.3153048308802303e-33,1.3327550117212812e-32,-1.0872634669320328e-57,4.4626272805044048e-36,-1.9047457200617762e-35,1.4128638895672144e-18,4.4084409900351564e-22,-4.3931420037007894e-52,2.3743060365860055e-36,1.4079422158236796e-34,-9.5174848756686226e-36,4.3503739134320016e-38,3.2078572507259454e-33,6.0675660329012375e-25,5.1637141382655445e-37,8.0669411657567181e-35,2.3897639627474451e-18,5.3022450255338383e-21,4.8618573676836839e-22,2.2905898434966318e-18,2.3964696743884215e-29,3.7041583197174027e-43,4.6470318073182561e-34,3.5315454947941492e-37,0.88168480800000004,0.0,0.0094599999999999042,0.10884999999999982,3.1137828290047212e-18,2.2182223703537544e-18,2.1712091664569633e-18,1.0997019604810645e-19,8.6206063082881721e-20,3.8896711565174161e-20,5.4901652154990881e-18,2.8104425652907312e-17,6.4896554425983471e-18,2.91532970790459e-17,2.6518299775307727e-17,2.8443163881106122e-17,1.5485058348523459e-17,2.1364309627014376e-18,3.5017301966930514e-20,5.2903155792622765e-20,4.8021171309576606e-20,2.6316167056202724e-20,1.593896500009846e-18,9.1778839196209385e-21,1.0659322741029867e-19,1.219183682449056e-20,4.288564566055132e-29,1.4079003095071731e-20,3.3009155269929528e-20,6.5372404797383636e-19,5.4085679230974419e-19,2.8423535008294005e-20,1.0470225840320375e-18,1.4063348294658243e-17,3.3303727840863851e-19,2.9569487665302234e-20,1.6759188913746492e-18,1.3165861744602426e-20,3.8889726563717681e-28,6.419421854869124e-20,7.5876618993872651e-20,9.2856879268177274e-20
5.36870911e-07,0.001929322436407818,1.0981430598240041e-22,9.8804625156593878e-24,2.2807742810404662e-19,1.4079904576003005e-22,6.2973346062941297e-19,0.0,0.0,3.5949449219343961e-17,4.7262830583520711e-21,1.9202481169565853e-30,-1.051419403745895e-33,2.8912907962339988e-32,4.2229584109355236e-58,5.5134622372563147e-38,6.5676515232485528e-36,1.4669520251027933e-18,9.4219392808900311e-22,-2.6327593351054904e-53,4.8277378290134662e-39,9.5014001024659468e-34,4.7551396903292235e-37,2.2560065627984293e-37,4.687774172441981e-32,1.0186647682864971e-24,3.8860582164146183e-36,1.7232517252412418e-34,5.0546914755656421e-18,1.1328711194139483e-20,1.0159519736937939e-21,2.3142887370822288e-18,4.0488136589939204e-29,1.3841578351233114e-42,1.7190041151513969e-33,4.223367888881021e-36,0.88168480800000004,0.0,0.0094599999999998088,0.10884999999999963,3.1742563405400863e-18,2.2773191729735663e-18,2.2633469562989627e-18,1.6434807331678555e-19,1.2512019242863986e-19,4.9165906478109652e-20,1.1009626196227247e-17,5.6864048615243217e-17,1.3023759442946837e-17,6.1309772181471595e-17,5.504827149292317e-17,5.598966392763084e-17,3.2334231569932187e-17,3.5637212073788789e-18,9.0525490490092293e-20,1.4680823737450879e-19,1.3774941945190912e-19,8.1418005133113787e-20,6.0007665794976101e-18,1.6939229646216076e-20,2.660747082477156e-19,2.4655575953895746e-20,1.59790799524546e-28,3.8780303186665674e-20,2.4754096872985849e-19,2.6305188845079412e-18,1.5249876487750186e-18,5.5597422749529879e-20,1.0890011217201867e-18,2.8910975073216462e-17,1.1080992919529565e-18,4.5648568112488466e-20,3.5556444323474887e-18,7.1635684705719498e-20,1.0955153211738844e-27,2.5804628771613894e-19,3.051925531894979e-19,5.3767906876970436e-19
9.999999999999997e-07,0.001929322436407818,1.1267357281154418e-22,1.5801001602653559e-23,6.3492548534027661e-19,2.7252109698214817e-22,3.5395857853159704e-18,0.0,0.0,6.7893535868337381e-17,1.7193506185688032e-20,7.4192124562670511e-30,2.8761035668106672e-34,5.7534984702865425e-32,3.6313324930061095e-58,7.869050117164929e-39,1.9320215721191198e-35,1.552134114782961e-18,1.8657680455888382e-21,5.0850932533350384e-54,6.6735152845185776e-40,4.6818974083410394e-33,9.8385649437165591e-37,6.6799283538053085e-37,4.9724364297205267e-31,1.4378546335901602e-24,2.305027377442266e-35,3.4071937820000879e-34,9.8851716983110708e-18,2.2425997271713775e-20,1.9441682668938924e-21,2.3453395381291787e-18,5.7291699974949889e-29,4.1455644425296373e-42,5.1243075154149326e-33,4.2622221987918865e-35,0.88168480800000004,0.0,0.0094599999999996388,0.10884999999999927,3.2486636029999217e-18,2.3607146306033442e-18,2.4058718114742582e-18,2.5839369554891971e-19,1.9210469926728065e-19,6.1154085049453112e-20,2.0502684681417834e-17,1.0326885890397694e-16,2.4307959976476665e-17,1.1671390784418471e-16,1.0406661593743624e-16,9.7584644389986966e-17,6.1415021412848135e-17,5.1948543936426495e-18,2.197630047680324e-19,3.9499714877331608e-19,3.8754650031246002e-19,2.4976834911696944e-19,1.8548870202178734e-17,3.0288616067308959e-20,6.5544025348325701e-19,4.2896944565751686e-20,4.9150328216980092e-28,1.0341644395961461e-19,1.506753795399198e-18,8.9590023243320819e-18,3.2304691092074377e-18,1.2556559990042095e-19,1.1585357171140595e-18,5.4241056624801383e-17,4.2381451397354375e-18,7.5086035026814592e-20,7.0111802552637431e-18,3.6709234320149442e-19,2.3197228158220375e-27,9.2679556779853286e-19,1.0982023875353906e-18,2.2987714554462212e-18
1.0737418230000002e-06,0.001929322436407818,1.1312884015154169e-22,1.6743700637949329e-23,6.9970594965831072e-19,2.9349456726748894e-22,4.0029076110870482e-18,0.0,0.0,7.2979839535103496e-17,1.9178602313298193e-20,8.2947861669754865e-30,5.0081764149737006e-34,6.2092340669102864e-32,3.5371307363935789e-58,3.4317980144512031e-40,2.1350745338562803e-35,1.5656972502653992e-18,2.0128243215120603e-21,1.008678464036735e-53,4.9131770845151919e-42,5.2760872358973535e-33,1.0647974359303977e-36,7.3843281970167857e-37,5.6895324481707663e-31,1.5046002247974895e-24,2.6101699878241601e-35,3.6753197970597199e-34,1.0654305890162053e-17,2.4192964895103229e-20,2.0919636941832334e-21,2.35028360821503e-18,5.9967250758387605e-29,4.5852499688999952e-42,5.6665176390453518e-33,4.8736287309292128e-35,0.88168480800000004,0.0,0.0094599999999996111,0.10884999999999921,3.2605111144358265e-18,2.3739932892356874e-18,2.4285653604070856e-18,2.7336812879719909e-19,2.02770320935967e-19,6.3062905210607814e-20,2.2014218841483467e-17,1.1065767422121219e-16,2.6104689091974027e-17,1.2553564256685035e-16,1.1187157175998087e-16,1.042076135789155e-16,6.6045416065723247e-17,5.4545719056015877e-18,2.4034087415520861e-19,4.3451507845994316e-19,4.2732049110735816e-19,2.765739667361354e-19,2.0546844543042078e-17,3.2414174824044364e-20,7.1743706128700516e-19,4.5801430177652527e-20,5.4432026940533411e-28,1.1370814656584394e-19,1.7072522127715103e-18,9.9666563818338471e-18,3.5020247401796695e-18,1.367062970788996e-19,1.1696073771494576e-18,5.8274243990306195e-17,4.7365273238203204e-18,7.9773221658627757e-20,7.5613886465653125e-18,4.1413648949343039e-19,2.5146475021131597e-27,1.0332773073707445e-18,1.224469539028426e-18,2.5791817474133237e-18
2.1474836470000003e-06,0.0019293224364078168,1.1912042313625499e-22,2.5252899768931118e-23,1.7824035847459096e-18,6.1505987473321732e-22,2.1188291558972003e-17,0.0,0.0,1.4956001608429925e-16,7.8413811452765675e-20,3.639590595992228e-29,8.7217373352781716e-33,1.3681645373680449e-31,-7.2851954728301928e-59,1.610167463830775e-42,5.9496062451202961e-35,1.7624696291474093e-18,4.4239123120842553e-21,3.7518067539601735e-52,2.501326899675107e-45,3.0936353949758554e-32,2.2915887014845944e-36,2.1161187659870552e-36,5.82582039752136e-30,2.0382822889530689e-24,1.5817520183756337e-34,8.0737202383484911e-34,2.2919661711007198e-17,5.3154957957173002e-20,4.3085433719291301e-21,2.4207872384474782e-18,8.132600989228414e-29,1.3663106949293011e-41,1.684391654331268e-32,5.1191034157096517e-34,0.88168480800000004,0.0,0.0094599999999992052,0.10884999999999834,3.4291157628543183e-18,2.5304642473730125e-18,2.7215172435605244e-18,4.9296511055020559e-19,3.5745124577891116e-19,8.0097935949311921e-20,4.3924239169261626e-17,2.0616672099482734e-16,5.2425674751777057e-17,2.5350461947263902e-16,2.2453633874829529e-16,1.8246212584898717e-16,1.3348186798531954e-16,7.6757744017811379e-18,6.1840548127356072e-19,1.3360992383846001e-18,1.3966746338148355e-18,1.0125520596218224e-18,6.1661324287122037e-17,6.3245227633391595e-20,2.1479993692590148e-18,7.472518188495484e-20,1.6293610862791244e-27,3.4092676787141206e-19,1.044064413851863e-17,3.4922351295102978e-17,6.4178834984979286e-18,3.4875793710932256e-19,1.3271868247177781e-18,1.1569878197987564e-16,2.1530255381186676e-17,1.5571822549395961e-19,1.6516385249628839e-17,2.4663298775898958e-18,4.6074376260824862e-27,4.1268626782195233e-18,4.9168112512884458e-18,1.00592249242845e-17
4.294967295e-06,0.0019293224364078149,1.2967076920907148e-22,3.4260827880190435e-23,3.955398534600684e-18,1.3151517594629231e-21,9.7461749563405317e-17,0.0,0.0,3.1216004072879277e-16,3.2568373815681931e-19,1.6776012222490179e-28,5.1481325487560315e-32,3.1970803786713411e-31,-4.5437000071567326e-50,6.6451158234666499e-43,1.5914757538843398e-34,2.1561323672703212e-18,1.0324305818183851e-20,3.5209111778902322e-51,6.0621644580778612e-49,1.9949501320337944e-31,5.1642891294973515e-36,5.7430738910011987e-36,5.2266033126478897e-29,2.7672365575441328e-24,8.9934726884371007e-34,1.8906736876424303e-33,5.164140568977815e-17,1.2401676417494977e-19,8.9952309540634844e-21,2.5592297905290474e-18,1.1045136540475292e-28,3.8392186562075095e-41,4.7262472230438594e-32,5.0273608242501815e-33,0.88168480800000004,0.0,0.0094599999999983378,0.10884999999999646,3.7635061519667143e-18,2.7651137207182588e-18,3.2052850657218523e-18,9.4038725244157851e-19,6.6467825024059597e-19,1.0060416957950531e-19,8.7429845144517162e-17,3.6383670095054274e-16,1.0601547209562816e-16,5.0750407001405003e-16,4.4599193688431252e-16,2.998053334874586e-16,2.6840758001540527e-16,1.0149423290300978e-17,1.4344135410316467e-18,4.1275121145684149e-18,4.6222656730939663e-18,3.9090404477011505e-18,1.5563452818733971e-16,1.2444010069026363e-19,7.1094087280567015e-18,1.0733886379036001e-19,4.107440346151901e-27,9.7720756398154622e-19,5.4458760940700307e-17,1.0920379691074661e-16,9.7240793001072586e-18,8.8691235878535198e-19,1.6290816743672087e-18,2.2560109896740016e-16,9.3015274719242068e-17,3.3591526217078404e-19,3.7896532704328292e-17,1.4225101444308178e-17,6.980364201763774e-27,1.6442235438393449e-17,1.9850156437709903e-17,3.2722787861473362e-17
