Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172)
8.388607e-09,0.0013537590091496894,7.3188273708007114e-30,1.7026890703538731e-33,1.6315855541033571e-30,4.1226378330396738e-32,6.8051997889136916e-32,0.0,0.0,9.775236243879385e-23,2.4042482418148238e-29,1.1259738529851496e-38,-5.3008112351729778e-39,-1.6637262338851188e-39,7.4582653857946435e-84,4.1784896281983738e-56,-1.5428975335311812e-39,9.8633274161700313e-25,1.4405395060089271e-30,6.3863072072131361e-68,5.7907662657155727e-40,-1.3607804266074879e-40,-7.1461356882116151e-40,-1.6304706073710399e-43,1.5374931853248756e-50,3.0629820727632033e-34,4.3454573379980804e-52,3.2006926182655213e-46,9.2859529384077894e-26,2.0560672933258361e-29,2.5535543169716529e-30,2.6067600239047711e-24,2.6831115747341562e-40,3.0271143940962027e-58,6.8935160108187851e-47,6.180485387349368e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.5236896538539478e-24,2.3414783792462261e-24,2.6630197253848175e-24,8.3838738695211878e-24,7.2153825877526156e-24,3.5901806815727509e-24,2.9199339113578679e-23,1.143331411912666e-24,3.3832865038205275e-23,8.3338964765216975e-25,1.1072913942307615e-24,1.0158670780142007e-24,4.802107380274413e-25,1.4597525460164766e-23,3.1303167672762193e-28,1.9562438734592676e-28,1.8733651868896242e-28,6.7608697324076076e-29,9.5687268997177559e-28,1.2343021044153243e-27,5.094343385007036e-28,4.710474692468238e-27,7.0372291064181444e-39,7.7225826283823863e-29,2.5769849215274074e-31,2.3261679179414819e-28,1.4952311406024844e-26,8.1983160443946337e-25,1.0289306620830204e-24,4.3755328769561979e-25
9.999999999999999e-09,0.0013537590091496894,7.5481917206965555e-30,2.2282804301824634e-33,2.2947898734213615e-30,5.3161944016787319e-32,1.3799619644313697e-31,0.0,0.0,1.1654991617892142e-22,3.7906690673101519e-29,8.0406926582829114e-39,-5.3701034318672485e-39,-1.6375078988764605e-39,4.6064513998148389e-69,1.7036445313508733e-41,-1.3999517598222641e-39,1.0758372365741937e-24,2.0171304620234343e-30,4.8144692778345138e-68,3.9675088041097029e-40,-1.3324571492180417e-40,-5.6449012720844324e-40,-1.9181797110182394e-43,7.0512008690634314e-50,4.2830814525879399e-34,1.6159451004528988e-51,4.8417088258912742e-46,1.3052915568073772e-25,2.8790288219741594e-29,3.5893898650391685e-30,2.8512208427234841e-24,4.1951799893028729e-40,8.5247742170490764e-58,1.5474215891033268e-46,2.2856759805193218e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.804438367417424e-24,2.5683855510824375e-24,2.9227316111391651e-24,8.4522619192533089e-24,7.2738262062990686e-24,3.6189393199489673e-24,3.613591225486297e-23,1.6146580150677749e-24,4.1874442078086185e-23,1.1973598507096238e-24,1.5564569972190974e-24,1.4335144825797063e-24,6.7241750622063258e-25,1.8057624976882242e-23,3.6345037368125804e-28,2.6952409843540325e-28,2.5872485245778178e-28,9.2556143124515469e-29,1.4840031472282184e-27,1.5124949583476248e-27,7.2312572585042711e-28,5.464773008725206e-27,8.4583755898268969e-39,9.2726998261963435e-29,4.1385017353883239e-31,3.7724754759329365e-28,2.2866268686090031e-26,9.7687737565391884e-25,1.1298216042378628e-24,6.1835149860385969e-25
1.6777215e-08,0.0013537590091496894,8.5128549112275783e-30,4.4388185470172279e-33,5.084102139855915e-30,1.0336068188104001e-31,4.3216830194635578e-31,0.0,0.0,1.9560888141638917e-22,9.6216935379757991e-29,-5.4980070670371836e-39,-5.6615333405359335e-39,-1.527238527409845e-39,2.3980317069825876e-68,8.8688520707525571e-41,-7.9874879954709905e-40,1.4522762590791299e-24,4.4421632603326367e-30,-1.7963845564279893e-68,-3.700768157287819e-40,-1.2133347871543384e-40,6.6900750342434364e-41,-3.1282299302225924e-43,3.0240815332976478e-49,9.4145892960742335e-34,6.5846879885452724e-51,1.174351344932229e-45,2.8896049824094352e-25,6.3402497757566019e-29,7.9459187899484879e-30,3.8793769338883757e-24,1.0554654518633295e-39,3.164689440561489e-57,5.1563021004799963e-46,9.2994024351289545e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9852144988720711e-24,3.5227143141935818e-24,4.015030813017696e-24,8.7398891563489626e-24,7.519629041651654e-24,3.7398927282006289e-24,6.5309830437273547e-23,3.59696880132653e-24,7.5695798220465212e-23,2.7281498688579137e-24,3.4455627970187733e-24,3.1900606851090802e-24,1.4808029171665784e-24,3.2610150863609106e-23,5.7550190256008392e-28,5.803323435322029e-28,5.5897071826646397e-28,1.9748039430993396e-28,3.7010144175236889e-27,2.6825216263068362e-27,1.6218713923125243e-27,8.6372094431713503e-27,1.4435449627355338e-38,1.5792200360692108e-28,1.070594690466138e-30,9.8553722470080621e-28,5.6150880191673769e-26,1.6373822657466384e-24,1.5541498758239574e-24,1.378754669612104e-24
3.3554431e-08,0.0013537590091496894,9.004606697493111e-30,1.0469977842397348e-32,1.3816346430775592e-29,2.3480776438345912e-31,2.4111832239325411e-30,0.0,0.0,3.914345593151407e-22,3.8507473144757768e-28,-1.7617157884398188e-39,-3.1626436950474349e-39,6.6115496790355734e-40,-6.4092196080333229e-68,-1.9045300784086078e-40,2.3932737994634512e-40,1.8441821133847585e-24,1.2065439271426189e-29,-3.2826757297383876e-67,1.130137036614917e-41,-4.8323991287464273e-41,1.6563354793248192e-40,9.4958206603565346e-44,4.643922038098887e-48,2.5400754782416546e-33,8.1604183621091564e-50,3.5213144226608365e-45,7.9276173392856793e-25,1.7220841750158132e-28,2.1798410487891051e-29,4.9828824664194217e-24,3.2879084787974089e-39,2.39883324249275e-56,3.1448311773500456e-45,1.1479805425701546e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.4825781392253747e-24,4.5791733525002898e-24,5.231598543591502e-24,8.8127882728009767e-24,7.5806774375339687e-24,3.7698413059606654e-24,1.3807831795531507e-22,9.9901802624982769e-24,1.6006797250977057e-22,7.943620645926506e-24,9.452338619403905e-24,8.8410122955194458e-24,4.0219599455985618e-24,6.88341279065109e-23,9.3251875748478367e-28,1.5556861547901526e-27,1.5057597991926692e-27,5.2509859904423641e-28,1.2589454637690907e-26,4.5185851976519658e-27,4.6453048124152396e-27,1.6130803159374767e-26,2.8468821359480929e-38,2.9989642545495847e-28,4.1540957746034162e-30,3.8439336157582018e-27,2.0997033586645475e-25,3.2650680238023156e-24,2.02919472234778e-24,3.8364774136162462e-24
6.7108863e-08,0.0013537590091496894,9.1402978202319969e-30,2.2910742338216148e-32,3.3552032697432251e-29,5.0166350157476989e-31,1.2022982363647361e-29,0.0,0.0,7.8321050620982314e-22,1.5410097672970681e-27,4.512672291517584e-40,-4.5267987327580186e-39,4.3391834547151435e-41,-7.4415046152667342e-68,-3.5633786695654218e-40,-1.0293148268136087e-41,2.0529480459033313e-24,2.9038007504517406e-29,1.8114432841603932e-67,2.5295099411700086e-41,-5.9875766110317027e-41,-1.3103864283087577e-41,-6.048537399928113e-46,5.5562544569209202e-47,6.0301279281729659e-33,8.440786696420105e-49,8.9291796537790995e-45,1.9240480704008425e-24,4.1445445025505891e-28,5.2899913616243019e-29,5.593763851183945e-24,8.4044364275819636e-39,1.3812593601788548e-55,1.5981535947348938e-44,1.1850165651705891e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.5137701295348267e-24,5.1877507482940485e-24,5.9380201281888667e-24,8.8318377268046206e-24,7.5944704850323834e-24,3.7766870550500085e-24,2.8372381540410312e-22,2.4498266436531496e-23,3.2896755454480903e-22,2.033910954733018e-23,2.2938557336026438e-23,2.1637443328976542e-23,9.6793154538202902e-24,1.4105371659181239e-22,1.4453777551230575e-27,3.7547086648918079e-27,3.6482476948660113e-27,1.2643794355675238e-27,4.0114740191188462e-26,6.0669957935127348e-27,1.1802171891211313e-26,3.0984120596114958e-26,5.99912639681686e-38,5.5977265240231537e-28,1.6519865612512022e-29,1.4505565910077698e-26,8.0039365733746032e-25,6.4909750161694088e-24,2.306866606679975e-24,9.4242497229210753e-24
9.999999999999998e-08,0.0013537590091496894,9.1543305885600086e-30,3.5003428208412611e-32,5.6369902468707543e-29,7.6406349443032666e-31,3.4518250100989296e-29,0.0,0.0,1.1672804790363712e-21,3.807787088211283e-27,-3.0625671407780999e-39,-4.7000724364193097e-39,8.6490144682747427e-41,-1.2881629500654956e-67,-5.7039971014966787e-40,5.921986838439331e-41,2.0844708512932833e-24,4.619643291888428e-29,7.5365467018594194e-68,6.9471162013451515e-42,-1.5095383581832661e-41,1.8716032241165041e-41,4.8440728422188343e-45,2.990329212057398e-46,9.4162161391597474e-33,4.1127360712016104e-48,1.4456793033494819e-44,3.0722034460513616e-24,6.5935115416201533e-28,8.4456588942010313e-29,5.6899843817050845e-24,1.3436691060190992e-38,3.8653171323639297e-55,4.2404408456957868e-44,5.7689109386309335e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.7240551621850718e-24,5.288241544530952e-24,6.0558918440140402e-24,8.8441726726441805e-24,7.6026067280614595e-24,3.7807432685167672e-24,4.2649602866613639e-22,3.9284924531669884e-23,4.945895527175897e-22,3.329060170570883e-23,3.6621832556227377e-23,3.466038006989589e-23,1.5397955323791368e-23,2.1130096909440601e-22,1.8817309105173047e-27,6.019070430367912e-27,5.8615596918266896e-27,2.0287830156905658e-27,8.3628923423598493e-26,6.5932157023820315e-27,1.9296468112969974e-26,4.5459969564611944e-26,1.0228555146390683e-37,8.0677717449395833e-28,4.4665488227457291e-29,3.433230836850653e-26,1.9289738894753457e-24,9.5963770907189655e-24,2.353540433506285e-24,1.5127031625904158e-23
1.34217727e-07,0.0013537590091496894,9.1689293370223125e-30,4.7583845352494334e-32,8.0108079672951084e-29,1.0370468005511639e-30,5.7920813844172616e-29,0.0,0.0,1.5668410499912841e-21,6.1659897717133493e-27,-6.7181241132681973e-39,-4.8803347450211976e-39,1.3132672817881653e-40,-1.8541169582048939e-67,-7.9309525611085475e-40,1.3153653614697974e-40,2.1172650581067329e-24,6.4046904812837613e-29,-3.4679746732107716e-68,-1.2140891625581282e-41,3.1491114912130923e-41,5.18193126913096e-41,1.0512769617072235e-44,5.5232312763235238e-46,1.2938874598837328e-32,7.5132274139939231e-48,2.020735026077036e-44,4.2666670852254027e-24,9.1412521556001682e-28,1.1728603175892306e-28,5.7900857508115255e-24,1.8671910359940384e-38,6.4495637852192936e-55,6.9892988073089849e-44,1.0537686377069025e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.942821568448625e-24,5.3927854109119454e-24,6.178517650264745e-24,8.8570051207683601e-24,7.6110711281451221e-24,3.7849630802265079e-24,5.750266378872783e-22,5.4667969208470992e-23,6.6689154150778315e-22,4.6764463157140006e-23,5.085699189263771e-23,4.820856766034157e-23,2.1347243664963215e-23,2.8438148645790782e-22,2.3356833885623459e-27,8.3747601324386989e-27,8.1641406478400196e-27,2.8240170941741678e-27,1.288981533220537e-25,7.1406595071873943e-27,2.7093029909336866e-26,6.0519669328024262e-26,1.4628568387613346e-37,1.0637440681801608e-27,7.394630119793091e-29,5.4958717870307196e-26,3.103072865770718e-24,1.282702857023974e-23,2.402096744113241e-24,2.1059822404672793e-23
2.68435455e-07,0.0013537590091496894,9.1736256571465371e-30,9.5131169514741164e-32,2.1740236844664375e-28,2.1083618434244969e-30,3.0704168432649654e-28,0.0,0.0,3.1341226757367534e-21,2.4668510759186553e-26,-1.3754323156009919e-38,-5.27073803930606e-39,-3.2400395961627959e-41,-1.2302352483413159e-68,-6.0089695051187231e-41,6.4536519487373873e-42,2.128396955437743e-24,1.3443392980608083e-28,-6.0690491487802179e-67,-8.9037420070695844e-42,3.6340414680618819e-41,1.3735124209334181e-42,-1.0491385039517544e-44,4.9370557972653416e-45,2.5730739200048521e-32,5.8858761595724195e-47,4.2937114716889056e-44,8.9823162735906919e-24,1.9187209618737108e-27,2.4682513243307767e-28,5.8245668680029847e-24,3.7726521640344335e-38,2.5651717162122985e-54,2.690517893891199e-43,8.2517694796808526e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.042763221187521e-24,5.4311127611703786e-24,6.2246169180799244e-24,8.9065000728324165e-24,7.6437080291695993e-24,3.8009876883127724e-24,1.1576361909931646e-21,1.1536805622924639e-22,1.3431722559064384e-21,1.0037362972712603e-22,1.0702373190991479e-22,1.0159138654592041e-22,4.4800606559661473e-23,5.6663931513878244e-22,4.0703093788745672e-27,1.7936114219287656e-26,1.7552150042400826e-26,6.0768724245079157e-27,4.3716626681660254e-25,8.3011108949597765e-27,5.8368941432611815e-26,1.1896339817795068e-25,4.1859686462270415e-37,2.0691567325002554e-27,3.8993653034269069e-28,2.118157669692113e-25,1.2126015987196702e-23,2.5052482822932035e-23,2.4204125115583995e-24,4.4502978308188693e-23
5.36870911e-07,0.0013537590091496894,9.174359070596956e-30,1.8323207979477784e-31,7.1693478278582885e-28,4.2511632279086637e-30,1.9501094985621696e-27,0.0,0.0,6.26866023489918e-21,9.8683493288583625e-26,-9.0882932961699295e-39,-4.9775535742620353e-39,1.191837805631045e-41,2.0195817569454549e-68,8.7802747413134285e-41,-1.3751032616973356e-41,2.1302679581596532e-24,2.7533549980728718e-28,-2.5669943960511206e-68,9.7036170396878422e-43,-5.5695318271626084e-43,-5.2351783034024841e-42,-1.1845226341031603e-45,4.1905509399643806e-44,4.7571137900390939e-32,4.0698409100142372e-46,8.8475162621125663e-44,1.842887485509819e-23,3.9296786676794963e-27,5.0606158000969184e-28,5.8281245418387775e-24,7.0266742182812493e-38,8.836320057948328e-54,9.120923979291735e-43,5.7052803628247415e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0558463215007025e-24,5.4362071498958235e-24,6.2321956394264898e-24,9.0048167416593912e-24,7.7089678098628274e-24,3.8320462789611332e-24,2.3228686591641094e-21,2.3655658484447991e-22,2.6973453707565885e-21,2.0777785258092531e-22,2.1941517382394422e-22,2.0790802059035702e-22,9.1727731414025175e-23,1.11409881150111e-21,7.5465356833842385e-27,3.8120824099975871e-26,3.7529025073637821e-26,1.3042050510040654e-26,1.5718624045995968e-24,1.0374523948898575e-26,1.2211336925168037e-25,2.3342050295549137e-25,1.3623761001142228e-36,4.0934356531020396e-27,2.3915560885789923e-27,8.2838981660864651e-25,4.7301704601248737e-23,4.7839115076723849e-23,2.4232615118965029e-24,9.142261854190971e-23
9.999999999999997e-07,0.0013537590091496894,9.1748451336601548e-30,3.1437207718668831e-31,2.4080650933009917e-27,7.9483447303222316e-30,1.25363276884219e-26,0.0,0.0,1.1676541299414994e-20,3.5408410030284839e-25,-1.6707466654269531e-38,-4.3495599517029162e-39,2.2944525072042146e-41,5.2220793543443166e-69,2.2525785052697803e-41,-1.2264371102212751e-42,2.1319355376156597e-24,5.186618896258298e-28,9.6418395370663571e-67,-5.0699740318584597e-42,3.7093906343439231e-42,-4.2273965344440171e-43,-1.9245010198380987e-45,3.0628576024564192e-43,7.5620346463936912e-32,2.1792862830573831e-45,1.6719718175950287e-43,3.4759100273868807e-23,7.4023128617574822e-27,9.5339675050063417e-28,5.8289905611428066e-24,1.1205784176495905e-37,2.3882031299043201e-53,2.4470064556517808e-42,3.0559666202019489e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.057936054675793e-24,5.4388848158393411e-24,6.2378866425016607e-24,9.1724689469123902e-24,7.8215619253309111e-24,3.8824453282144387e-24,4.3332788825733576e-21,4.4462896461546429e-22,5.0385466751210771e-21,3.9309818188256767e-22,4.1331966979397679e-22,3.8956302803189831e-22,1.7269222312321529e-22,2.0032526690978933e-21,1.3599787243215927e-26,7.6538042171283166e-26,7.6076968413237446e-26,2.6631414959139882e-26,5.2955945520311962e-24,1.3924393655781122e-26,2.3585693530022889e-25,4.2300134100739585e-25,4.3517654377542341e-36,7.636083220204855e-27,1.4425430291702175e-26,2.931944311367104e-24,1.6358808238634869e-22,8.2146604880099346e-23,2.4252453975949887e-24,1.7237399756897417e-22
1.0737418230000002e-06,0.0013537590091496894,9.1749225271498416e-30,3.3525286983302281e-31,2.6773356595209103e-27,8.5370292038856209e-30,1.4221920423876316e-26,0.0,0.0,1.2537612257245889e-20,3.9475031368453171e-25,-1.7920631075430085e-38,-4.2495675399546578e-39,2.4700165563900931e-41,2.8378828542039367e-69,1.2132047499406259e-41,7.6779414612184245e-43,2.1322010582923004e-24,5.5740558332896512e-28,1.1217936410515637e-66,-6.0317477128287568e-42,4.3887000927372795e-42,3.435218653253041e-43,-2.0423242281848583e-45,3.4838175923520514e-43,8.0086487378663836e-32,2.461481458556505e-45,1.7973171120147636e-43,3.7359283723760233e-23,7.9552437446704489e-27,1.024623783627068e-27,5.8291284532418979e-24,1.1871203806045894e-37,2.6277687718823679e-53,2.6914034573801545e-42,3.4517110821369705e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0582687928638588e-24,5.4393111677415423e-24,6.238792793618983e-24,9.1991634032507317e-24,7.8394897461715688e-24,3.8904701270398167e-24,4.6533868575920377e-21,4.7775933142829223e-22,5.4113249270045739e-21,4.2260584885112535e-22,4.441941524389796e-22,4.1848708338489278e-22,1.8558381071447562e-22,2.144828372166438e-21,1.4563617448879354e-26,8.2655031499860547e-26,8.2214772499136273e-26,2.8795184265990687e-26,5.8885065574252533e-24,1.4489622378863979e-26,2.5396777764237539e-25,4.5318738834465416e-25,4.8277515605225633e-36,8.2001619966184825e-27,1.6341526349082373e-26,3.2668832018571669e-24,1.8210380444227861e-22,8.7609221892814868e-23,2.4255612821971542e-24,1.8526349729076716e-22
2.1474836470000003e-06,0.0013537590091496894,9.175986878379812e-30,5.6596922464330481e-31,1.0407703410596362e-26,1.7109755533801593e-29,1.0963122628912659e-25,0.0,0.0,2.5075021503198811e-20,1.5790080067309741e-24,-5.0454403481535461e-38,1.3153029990172921e-38,7.3198711611576598e-41,3.1839002213888016e-68,1.3621289926477108e-40,1.220845661990436e-41,2.135986129278101e-24,1.1225738055618231e-27,-2.2224626956549757e-65,-1.6950022333569876e-41,1.3172137357489195e-40,4.4990039631070994e-42,8.3567928167259172e-45,2.8915812538146886e-42,1.1870650575373669e-31,1.302671865026329e-44,3.628374700641032e-43,7.5342853905663075e-23,1.6020666218333153e-26,2.0620539411098384e-27,5.8308469138795126e-24,1.7625223945920916e-37,6.7816755061190709e-53,6.9202609731988019e-42,1.8291866283913784e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0615802396204279e-24,5.4450545680030781e-24,6.2511360223607507e-24,9.5807996838686788e-24,8.1005443705115493e-24,3.9942450440241285e-24,9.3146356105669386e-21,9.554580618040132e-22,1.0856791805531416e-20,8.5224653065674574e-22,8.9371417845761935e-22,8.3156262075522937e-22,3.7329613247888434e-22,3.9782328383037275e-21,2.8852610648410157e-26,1.8806271901570269e-25,1.9029688609174064e-25,6.7590754188735575e-26,2.2514118411318506e-23,2.2717448665397647e-26,5.3507288598286448e-25,8.6021666193094477e-25,1.7918236908184742e-35,1.6644049554412277e-26,1.1891564005631832e-25,1.2917036050648266e-23,6.8060169569124458e-22,1.4922076473835444e-22,2.4299875646972542e-24,3.729382302023647e-22
4.294967295e-06,0.0013537590091496894,9.1780851647571892e-30,8.4838385518354794e-31,4.0409993440652275e-26,3.425912885834488e-29,8.5052271254469162e-25,0.0,0.0,5.0147856964414999e-20,6.3158322867778171e-24,6.6138834737994088e-38,-1.0527827029898456e-37,8.0123423837538698e-41,-7.5928360774478319e-68,-3.2474358883703327e-40,-6.7353405924366486e-41,2.1435544482174049e-24,2.2569602053543687e-27,-3.7252775679743417e-66,2.0617273770158644e-41,-1.2808612917891428e-39,-2.5067283614496983e-41,-2.0821627609850323e-44,2.4339762588886022e-41,1.5160435671310964e-31,6.1735646485534062e-44,7.3082440365064455e-43,1.5167751859736171e-22,3.2208666676946234e-26,4.138134259395011e-27,5.8342754109880847e-24,2.2526528849260005e-37,1.5659495785044641e-52,1.5952244432430272e-41,8.7108698833070315e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0681526862494127e-24,5.4561005505857792e-24,6.2745830249251408e-24,1.032638460638615e-23,8.6226990028664572e-24,4.160253212017658e-24,1.8637980094802181e-20,1.8922847654764465e-21,2.1792494184388165e-20,1.7114605663694692e-21,1.7926013217771984e-21,1.6266283360145961e-21,7.4872110593694334e-22,6.9164877861096696e-21,5.8392971807461728e-26,4.6180762229623424e-25,4.7968529077201944e-25,1.7433684099735497e-25,8.6224730592038992e-23,3.9171744197320211e-26,1.1667930227394565e-24,1.5704120396042138e-24,6.7574274189581403e-35,3.4433320858924788e-26,8.8867409732748638e-25,5.092967152187033e-23,2.4084641577922212e-21,2.2738006438806748e-22,2.4388350146493873e-24,7.4825891205784947e-22
8.589934591e-06,0.0013537590091496894,9.1822112285905629e-30,1.0987013347033084e-30,1.5326711763295789e-25,6.8573294509253541e-29,6.4706326362920552e-24,0.0,0.0,1.0028556776367939e-19,2.5261212612499672e-23,1.0206985581622503e-36,-3.1547695656883025e-37,1.0077327199625962e-39,1.8213860914582007e-41,-1.8162758473296646e-40,-8.1210158117886548e-40,2.1586910925223817e-24,4.5418025751747282e-27,6.4025604731810153e-64,3.2491216271258263e-42,8.7501534775329967e-39,8.8827210080934054e-41,5.5261110866839462e-44,2.1104535783669356e-40,1.702888527964573e-31,2.7170219558653218e-43,1.4717327062453375e-42,3.0536691162977775e-22,6.4813289736386207e-26,8.2951715034358481e-27,5.8411276196432455e-24,2.530983484390292e-37,3.3777438032439717e-52,3.4382174507996273e-41,3.8998863347398801e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0812946621257576e-24,5.4765935471398446e-24,6.3183432904904993e-24,1.178566274214992e-23,9.6671986705193898e-24,4.3825460918106868e-24,3.7288058950324857e-20,3.6941547073092584e-21,4.3750878553261184e-20,3.4296191596217062e-21,3.5897634255504261e-21,3.1016457596451063e-21,1.4995723655043811e-21,1.0856715881613949e-20,1.2090254831612335e-25,1.2430379938704161e-24,1.3393807690544099e-24,5.0443138718965985e-25,3.2434135518233932e-22,7.2075173502730913e-26,2.7079886901276018e-24,2.7147183908393542e-24,2.5219797017262763e-34,7.3469419611274351e-26,6.6193540548805672e-24,1.9886448311916679e-22,7.8058619035213136e-21,3.015488023748833e-22,2.4565271434203221e-24,1.4987851398742004e-21
9.999999999999997e-06,0.0013537590091496894,9.1835352125134637e-30,1.1227663747801294e-30,2.1904798497299699e-25,7.9848751567606008e-29,1.3139952085629805e-23,0.0,0.0,1.1674084189049475e-19,3.7698376873535112e-23,1.343006030500634e-36,-2.9504171520212398e-37,1.0104999033428007e-39,1.590568291326743e-41,-1.9128004240062254e-40,-6.7416308885398286e-40,2.1636605681379575e-24,5.302456360383291e-27,3.798892882447566e-64,1.6531791869631049e-42,1.014921857189536e-38,8.041954372322207e-41,5.2126741600274934e-44,4.8944507529335939e-40,1.7168575644653687e-31,4.1540425507447366e-43,1.7173999487883213e-42,3.5632359698744083e-22,7.5667714136548846e-26,9.6631524365381625e-27,5.8433749989925366e-24,2.551777568483694e-37,3.9795656546293894e-52,4.0503888074395652e-41,6.1213322574746888e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0856078877166475e-24,5.4824169342733701e-24,6.3314074987867952e-24,1.2259110275299004e-23,1.001024331733838e-23,4.4199185960491528e-24,4.3413241888587351e-20,4.2420091435689809e-21,5.0982274773115174e-20,3.9935247897285815e-21,4.1793811797390961e-21,3.5207537018508857e-21,1.7460825293216173e-21,1.1518329765208143e-20,1.4320601419149709e-25,1.6326491064143264e-24,1.7920299277819515e-24,6.8934335467545357e-25,4.6268467918853046e-22,8.2874193500796805e-26,3.3962059266074526e-24,3.0003068743256284e-24,3.5918029336357113e-34,8.8380919209870536e-26,1.3353692775588937e-23,2.9106929892791762e-22,1.0211886072609601e-20,3.103736877403753e-22,2.4623338015521107e-24,1.7451121548721029e-21
1.7179869183e-05,0.0013537590091496894,9.1902767659947026e-30,1.2453024206489263e-30,5.5399558331221644e-25,1.3726190853237259e-28,4.7099257008826295e-23,0.0,0.0,2.0052895189365208e-19,1.0102679542189592e-22,2.9841536491307087e-36,-1.9098813102120651e-37,1.024590040260158e-39,4.1527415286049619e-42,-2.404290981152541e-40,2.8201726190500978e-41,2.1889644899278307e-24,9.1756062415823625e-27,-9.4586429582057663e-64,-6.4731515994168702e-42,1.7273075587256939e-38,3.7608803031772151e-41,3.6166942032460015e-44,1.9070201318580072e-39,1.7879860766947382e-31,1.1471164025150795e-42,2.9683055115720098e-42,6.1578839382036077e-22,1.3093702771059098e-25,1.6628732956294674e-26,5.8548183615695438e-24,2.65765833303405e-37,7.0439640412847801e-52,7.1674855252233889e-41,1.7432645208308659e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.1075702699591217e-24,5.5120688621582789e-24,6.3979287437930029e-24,1.4669843374152347e-23,1.1756981924191761e-23,4.6102145140687297e-24,7.4601874655529009e-20,7.0316124900269496e-21,8.7803601314139839e-20,6.86485872209977e-21,7.1816378949443676e-21,5.6547966897771472e-21,3.0012801373126241e-21,1.4887181382688612e-20,2.567723539446684e-25,3.6164980842374346e-24,4.0968604162935376e-24,1.6308909796616586e-24,1.1671108443621475e-21,1.3786139508437542e-25,6.9005183477705461e-24,4.4544861900617643e-24,9.0392033201833329e-34,1.6430833063130617e-25,4.7644067349764277e-23,7.605641970539118e-22,2.2463047383942934e-20,3.5530885321198213e-22,2.4919005475417251e-24,2.9993771929585896e-21
