Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134)
6.694092626548534e-06,0.0022412214674431834,1.6045313166620045e-14,8.870119206310324e-15,1.8615934549720614e-12,7.187682521713304e-13,9.0408184267144131e-11,0.0,0.0,1.8442693021019727e-10,1.8096561937642148e-12,8.0036889444266444e-12,1.6356830262511654e-19,6.0058847548140261e-20,2.5997843254313095e-42,7.6059470831102094e-30,5.998925130258404e-22,2.1221393214284041e-11,8.4256968267650921e-12,2.0069829711653467e-24,6.1764422695163202e-35,3.5346830204059571e-20,3.4231366703297873e-24,2.6068620336249404e-23,7.9332280185961499e-18,9.6507373463342498e-17,4.6771839964943277e-13,7.8701322007349853e-22,2.3833047699702714e-10,5.5229171697043861e-12,5.2973156701697234e-14,2.0978022220040624e-12,6.2821967111254211e-20,6.405876737018124e-20,2.6298050442203869e-12,1.5960917450475261e-11,0.88168480800000004,0.0,0.0094599996902378254,0.10884999947472454,3.4521885809079009e-12,3.0327715975939807e-12,1.599279748907618e-12,3.1643230029113782e-12,4.453128546220631e-13,4.1854042990169025e-13,1.0212625588582791e-12,6.6160878792248112e-12,5.9832542461451384e-12,2.6983427746215713e-11,2.906156322807847e-11,1.848065907905536e-11,9.1224373706298771e-11,9.4162871614909855e-13,8.6500405244766254e-13,3.3666155133149675e-11,2.0326732462536887e-11,2.145914097907005e-11,1.5910286441201528e-12,6.8408101756613625e-14,9.2420814995488907e-11,8.1974468667939806e-14,1.205245863931816e-21,1.2771131326215358e-13,1.3607022567751557e-11,2.244272061710052e-13,1.3776582475246198e-13,1.3230502393824268e-12,2.9675298094087853e-13,1.3700618987059945e-12,6.0088343479104477e-12,1.1732601551318557e-12,2.2024419080471627e-12,2.1708458226265877e-11,1.4920957049327519e-21,1.0800348786351042e-12,6.2956839496262193e-12,6.6974764419103011e-12,4.7946584264449677e-16,2.5673989491364021e-17,8.1240299402288089e-18,4.4375262699967567e-12,5.8317704255656859e-12,9.8504295295697643e-12,4.7925319915665444e-14,2.3470592365375385e-13,2.4347451106691595e-13,5.5402383863270681e-13,6.8413163792988307e-12,2.7286721279380132e-14,1.3578494613138838e-14
6.982298253345156e-06,0.002241221467479824,1.6282209382652085e-14,9.0446633717961636e-15,1.922026687077865e-12,7.6210785485873062e-13,9.7363021628871666e-11,0.0,0.0,1.9589760190126513e-10,2.0103725956164476e-12,8.8820929862672871e-12,1.8500168539379649e-19,6.6606630603917154e-20,2.7708307578961435e-42,7.9875199388763989e-30,6.4888369767496857e-22,2.2285275339116813e-11,9.3433998607381565e-12,2.3368353239926771e-24,1.9319492181883628e-35,3.9513097484412545e-20,3.6426742125346144e-24,2.8201306944126866e-23,8.9903160000754815e-18,1.0149358948558736e-16,5.2659517468563324e-13,8.6422277601196763e-22,2.5361319344062752e-10,6.0536512092892848e-12,5.6368112411038489e-14,2.1329235316820871e-12,6.6075302107869661e-20,6.7500467246264078e-20,2.7635081509174495e-12,1.7602667564626621e-11,0.88168480800000004,0.0,0.0094599996727623339,0.10884999944620596,3.4846624960266953e-12,3.0920275680595374e-12,1.6224217221243155e-12,3.2930329707336349e-12,4.6434092915228789e-13,4.3463535238886923e-13,1.0649435307554101e-12,6.7125902043613303e-12,6.2268351089609196e-12,2.7252165002543524e-11,2.9593794586731407e-11,1.8848348141577262e-11,9.5909174984945523e-11,9.7788076294061898e-13,8.8226329327081443e-13,3.5995658687308338e-11,2.1711631194813713e-11,2.2663856756310546e-11,1.6227951431995704e-12,6.9088590449625056e-14,9.8693424176572736e-11,8.5134348569397301e-14,1.2293089641964467e-21,1.2957877525638609e-13,1.4176487474981324e-11,2.2771030149827881e-13,1.4308008314131215e-13,1.3705821481214311e-12,2.9675545541701049e-13,1.3700753649505378e-12,6.2285461473138666e-12,1.1732762886731652e-12,2.2024724250246662e-12,2.2958848911817314e-11,1.5496522393553988e-21,1.1784075669311436e-12,6.8714458812797611e-12,7.1266438327865954e-12,4.864798718094707e-16,2.6748468379243416e-17,8.6446098537280789e-18,4.9595310940505792e-12,6.1679118485586196e-12,1.0418205748819055e-11,5.3565672694013605e-14,2.6251344645329746e-13,2.5245139074891169e-13,5.7447185485446879e-13,7.4194577305621659e-12,2.8294421227716582e-14,1.4079797829183557e-14
7.270503880141779e-06,0.0022412214675174404,1.6514152595649325e-14,9.2164534703485821e-15,1.9817425080531508e-12,8.060758650791995e-13,1.0453869953656366e-10,0.0,0.0,2.0752532238843058e-10,2.2232709541829504e-12,9.8036460280116627e-12,2.0819736076208668e-19,7.3478278904364716e-20,2.9427404575778218e-42,8.3705765179532291e-30,6.9955623865137143e-22,2.3353118427153948e-11,1.0306177062431627e-11,2.7025252840895384e-24,7.1372462449756492e-35,4.3963474896983778e-20,3.8659517975956269e-24,3.0407749639973732e-23,1.0135562263537285e-17,1.0650782401010444e-16,5.8971269229389177e-13,9.4525997593263257e-22,2.6915623126329881e-10,6.6103910711251959e-12,5.9818592864767921e-14,2.1669020307624055e-12,6.9347281535718178e-20,7.0903400473438205e-20,2.8947535787020642e-12,1.9323596648509522e-11,0.88168480800000004,0.0,0.0094599996549789896,0.10884999941727307,3.5157885296909104e-12,3.1503914962549147e-12,1.6453002594218586e-12,3.4204736314366546e-12,4.8327638972410901e-13,4.5057889746895436e-13,1.1084118979084948e-12,6.8079900312552165e-12,6.4680134340185143e-12,2.7508319491758819e-11,3.0106296648687186e-11,1.9210266796818382e-11,1.0061216404780335e-10,1.0137918039357188e-12,8.9924992615399449e-13,3.8380634153137522e-11,2.3131545420431386e-11,2.3884088312559274e-11,1.6540591486366947e-12,6.97372908296815e-14,1.0509787181950158e-10,8.8264500794016943e-14,1.252991456123983e-21,1.3142487759742166e-13,1.4734918468419029e-11,2.3095583802219868e-13,1.4834434174558462e-13,1.4175838617374836e-12,2.9675703929679391e-13,1.3700840572715752e-12,6.4458019972211411e-12,1.1732864827944932e-12,2.202491704564673e-12,2.422728639632054e-11,1.6066672472471131e-21,1.2808895816809423e-12,7.4700650877230289e-12,7.5578165070090154e-12,4.9341365990694754e-16,2.7802128231011013e-17,9.1676221847678445e-18,5.513001207912537e-12,6.5089068541416717e-12,1.0994180155257935e-11,5.954619479557892e-14,2.920105008229693e-13,2.6132782677833665e-13,5.9469104690848725e-13,8.0182420002011567e-12,2.929084368439287e-14,1.4575491002224661e-14
7.846915133735024e-06,0.0022412214675955225,1.6965093394148226e-14,9.552965528925799e-15,2.0990715257281131e-12,8.9584811587819601e-13,1.1954216353931778e-10,0.0,0.0,2.3123215158456789e-10,2.6862558300638381e-12,1.1773005700328478e-11,2.6012920872570721e-19,8.8172061570270769e-20,3.3024629593073666e-42,9.1404692340513152e-30,8.0584693758326281e-22,2.5499664299728587e-11,1.2363831906651534e-11,3.5497564642402487e-24,1.8594716606957017e-35,5.3742722611808642e-20,4.3233829590925492e-24,3.5037593105737589e-23,1.2703072094069985e-17,1.1661593348488254e-16,7.2908377203997257e-13,1.1188657276143372e-21,3.0099932371075365e-10,7.8022550637410333e-12,6.6879396751144212e-14,2.2318924101184318e-12,7.5944232608014662e-20,7.7594224216907684e-20,3.149946391706685e-12,2.3000221354658725e-11,0.88168480800000004,0.0,0.009459999618500128,0.10884999935818306,3.5747839827435097e-12,3.2647250419314532e-12,1.6902879168519199e-12,3.6716400161978817e-12,5.2087138477056184e-13,4.8202098450486944e-13,1.194715198538814e-12,6.9955719830785995e-12,6.9433386762983737e-12,2.7990317017035268e-11,3.1080329144026704e-11,1.9918724218968151e-11,1.1006781059143524e-10,1.0846114234490501e-12,9.324973809049205e-13,4.3314498482825907e-11,2.6075030042165227e-11,2.6370787356087386e-11,1.7152496114600481e-12,7.095811054861552e-14,1.1829411702214836e-10,9.4437413210870779e-14,1.2993433155132964e-21,1.3505475816824816e-13,1.5820069886615602e-11,2.3733732495808682e-13,1.5872587106175444e-13,1.5100324098979999e-12,2.967585380833036e-13,1.3700925343601798e-12,6.8731101210709681e-12,1.1732956674334752e-12,2.2025090647282088e-12,2.6817486616891853e-11,1.71910529940023e-21,1.4981017274804665e-12,8.7349821843082534e-12,8.4242195881034606e-12,5.0704711514882645e-16,2.984961571702597e-17,1.0218568900232253e-17,6.7143268854958189e-12,7.2052383503328816e-12,1.21703531728586e-11,7.2527649393958015e-14,3.5607375732399089e-13,2.7878606827059382e-13,6.344582178274449e-13,9.2768230809539958e-12,3.1250608030111253e-14,1.5550421294706596e-14
8.423326387328269e-06,0.0022412214676772917,1.7401279325833059e-14,9.8815991488436534e-15,2.2136844420773647e-12,9.8799794080828932e-13,1.3539822012315256e-10,0.0,0.0,2.5551281325950979e-10,3.1998481039002229e-12,1.3905497938930037e-11,3.1986451731197663e-19,1.0409868276312443e-19,3.6745216899313411e-42,9.9152532012483962e-30,9.1857191871444659e-22,2.7659305186057523e-11,1.4592527604782645e-11,4.5656421992602512e-24,-3.1701977426812641e-34,6.4736159495445132e-20,4.7948209186994074e-24,3.9949677977156016e-23,1.5660378592544523e-17,1.2682437895397037e-16,8.866628277764707e-13,1.3079147240155369e-21,3.3381735894024005e-10,9.099188181683345e-12,7.4143750166712127e-14,2.2935589766855663e-12,8.260793294603574e-20,8.413726046045825e-20,3.3956869593848866e-12,2.6985152724385916e-11,0.88168480800000004,0.0,0.009459999580823544,0.10884999929749097,3.6304486554378528e-12,3.3762206102927617e-12,1.7342834743827964e-12,3.9179964399963277e-12,5.5810307752833467e-13,5.1288511801366896e-13,1.2801844339336973e-12,7.1790076899756563e-12,7.4095599900424513e-12,2.8441448471125325e-11,3.199767450993845e-11,2.0609095028763614e-11,1.195830819981322e-10,1.1541290217302828e-12,9.6489231684531876e-13,4.8463138397871582e-11,2.9154461989583167e-11,2.891862347017512e-11,1.7748694614503181e-12,7.2100941799527584e-14,1.3199480122019385e-10,1.0049681318994222e-13,1.3445054980532428e-21,1.3860434730984019e-13,1.6865336451217859e-11,2.4357763872037671e-13,1.6891647414673322e-13,1.6004688754119558e-12,2.9675893377117232e-13,1.3700941027599935e-12,7.291093637700247e-12,1.1732993802143704e-12,2.2025161131924762e-12,2.9477464118790633e-11,1.8294755109926692e-21,1.7315128028322191e-12,1.0088687874038332e-11,9.2931999446482012e-12,5.2037896661527058e-16,3.182184755474718e-17,1.1272641878189109e-17,8.0411313853355475e-12,7.9203359452225895e-12,1.3378224010699777e-11,8.6865689589781985e-14,4.2687769075583274e-13,2.9586289962769463e-13,6.733564707775306e-13,1.0615265946257137e-11,3.3167547777632586e-14,1.6504048377885735e-14
8.999737640921514e-06,0.002241221467762633,1.7824986115359297e-14,1.0203748418940466e-14,2.325692125680808e-12,1.0824524911727208e-12,1.5208730276244563e-10,0.0,0.0,2.8033917988000463e-10,3.7652191997920569e-12,1.6195117111612215e-11,3.878943766311335e-19,1.2121833229663577e-19,4.0589637797707557e-42,1.0690990939478978e-29,1.0375518839235082e-21,2.9830725313283775e-11,1.6986384944893019e-11,5.7676389873103795e-24,2.3475061381227227e-33,7.6994311797149959e-20,5.279760841559266e-24,4.5136110844240002e-23,1.9031411575747427e-17,1.3712776029491447e-16,1.0632870179450221e-12,1.5124842600330458e-21,3.6757520584459057e-10,1.05017964829342e-11,8.1602036124590508e-14,2.3525024378774388e-12,8.9334768803340067e-20,9.0542264821497579e-20,3.6324420913762918e-12,3.1272668705863888e-11,0.88168480800000004,0.0,0.0094599995419707289,0.10884999923523148,3.6836765698916532e-12,3.4851876387786208e-12,1.7773248147303331e-12,4.1597119695643322e-12,5.9497924521838001e-13,5.4319167155592072e-13,1.364837392411653e-12,7.3584556176031688e-12,7.8669972528298652e-12,2.887015069488843e-11,3.2869079215987401e-11,2.1283476479929917e-11,1.2915173647321866e-10,1.222390452241585e-12,9.9653449623267877e-13,5.3822447131768377e-11,3.236721012805159e-11,3.1527001093559427e-11,1.8331028782190206e-12,7.3187094743406886e-14,1.4618724050080913e-10,1.0644669415709272e-13,1.3886174968518195e-21,1.4207671512431731e-13,1.7873580947637362e-11,2.496821777842807e-13,1.789228638763031e-13,1.6889698185643837e-12,2.9675922512094482e-13,1.3700954450559528e-12,7.7001024980233947e-12,1.1733017672206429e-12,2.2025206395428083e-12,3.2205685067769545e-11,1.9378505867691387e-21,1.9809670242150804e-12,1.1529494809899237e-11,1.0161887965115591e-11,5.3342074767239595e-16,3.3724225309375722e-17,1.2326360275396923e-17,9.492553225342707e-12,8.6537870689151544e-12,1.4617095796726789e-11,1.0255102362875011e-13,5.0437764402908619e-13,3.1257251665784444e-13,7.1141811251891785e-13,1.2031840681215047e-11,3.5043254201669472e-14,1.7437164081610231e-14
9.576148894514759e-06,0.0022412214678514523,1.823788580580149e-14,1.0520417963962326e-14,2.4352065861557892e-12,1.1791494120045703e-12,1.6959066777081672e-10,0.0,0.0,3.0568797977735059e-10,4.3834862920652278e-12,1.8636191447868675e-11,4.6470136670005894e-19,1.3949342839035554e-19,4.458430871013509e-42,1.1479732716985012e-29,1.1626243231606958e-21,3.2012902222437471e-11,1.9539849455314622e-11,7.1737369241044046e-24,-1.0015247277817894e-33,9.0566787562226812e-20,5.7777766784842451e-24,5.0589705887383697e-23,2.2839467086094114e-17,1.4752205829285116e-16,1.259798647816562e-12,1.7326550521888501e-21,4.0224321399400584e-10,1.2010629463682534e-11,8.9246324994449812e-14,2.4091822735153535e-12,9.6122046032379624e-20,9.6820752378523883e-20,3.8607554343295302e-12,3.5857045680808237e-11,0.88168480800000004,0.0,0.0094599995019623209,0.10884999917143733,3.735095746969069e-12,3.5918469745284058e-12,1.8194484004343496e-12,4.3969607349635867e-12,6.3151021507156864e-13,5.7296230877862654e-13,1.4486977252884726e-12,7.5340665294650382e-12,8.3159798860047141e-12,2.9282341851573189e-11,3.3702770036936393e-11,2.1943346797430383e-11,1.3876895307666045e-10,1.2894444925696748e-12,1.027494109165287e-12,5.9388682963280364e-11,3.5710742225634373e-11,3.4195346047353994e-11,1.890079392581045e-12,7.4231518129465347e-14,1.6086029753706693e-10,1.1229130619185587e-13,1.4317774175114685e-21,1.4547477120160123e-13,1.8847551569920669e-11,2.5565605498632943e-13,1.8875218648470146e-13,1.7756136998466055e-12,2.9675957020842857e-13,1.3700977010230026e-12,8.1004964537203212e-12,1.173303329251594e-12,2.2025235792258907e-12,3.5000676422594566e-11,2.0443079248068912e-21,2.2463125054327092e-12,1.3055776106642103e-11,1.1027944530949328e-11,5.4618338137011631e-16,3.5561934334893574e-17,1.337688673720112e-17,1.1067333631202825e-11,9.4051955053373895e-12,1.5886299282141015e-11,1.1957006037861525e-13,5.8850731185123589e-13,3.2892956153739456e-13,7.4867647980670118e-13,1.3524884575691158e-11,3.6879369723773207e-14,1.8350585579632256e-14
9.999999999999997e-06,0.0022412214679436568,1.8535346932180934e-14,1.0750209741064722e-14,2.5142097845680776e-12,1.2516520942010152e-12,1.8297044640928243e-10,0.0,0.0,3.2464946590785291e-10,4.8724885868081539e-12,2.052470661358512e-11,5.2705615041911781e-19,1.5364822399971031e-19,4.7611062626651036e-42,1.2059673393842851e-29,1.2583903652635819e-21,3.362390325699933e-11,2.1516273029755785e-11,8.3486149575085956e-24,-2.7768394331610798e-33,1.0141397787579001e-19,6.1521095224383717e-24,5.4766335435742912e-23,2.5931692496049548e-17,1.5522148893744616e-16,1.4174793638238975e-12,1.9045480259153055e-21,4.2830132087773634e-10,1.318818410414043e-11,9.4982159190592454e-14,2.4496242309048525e-12,1.0115027766603683e-19,1.0136382539819647e-19,4.0235859655152764e-12,3.9414165328811056e-11,0.88168480800000004,0.0,0.0094599994718172677,0.1088499991235667,3.7720126710877173e-12,3.6689013034602768e-12,1.8498588382672214e-12,4.5686698640588688e-12,6.5815928899132434e-13,5.945243129425444e-13,1.5098730743690723e-12,7.6608382474751751e-12,8.6409306940900882e-12,2.9577356233767001e-11,3.4295463449579693e-11,2.2419950012269937e-11,1.4586950684046518e-10,1.3380095587363187e-12,1.0498544360943931e-12,6.3611690671800829e-11,3.8251358420098382e-11,3.6195391267297686e-11,1.9312298674730813e-12,7.4979084122973747e-14,1.7195062527760213e-10,1.1652434861486686e-13,1.4629490686989383e-21,1.4792774654286961e-13,1.9543378675436526e-11,2.5996843997042545e-13,1.958711918218939e-13,1.8381864603324264e-12,2.9675971266713615e-13,1.3700986963177165e-12,8.3896318569321907e-12,1.173303862795663e-12,2.2025245799298717e-12,3.709768644123703e-11,2.1214109368538182e-21,2.451481567486374e-12,1.4231714952442235e-11,1.1661990235233639e-11,5.553963909850566e-16,3.6874836081851512e-17,1.4145984074558625e-17,1.2303110501694813e-11,9.9689620494974611e-12,1.6838556982306116e-11,1.3292575014308956e-13,6.5455192048390957e-13,3.4074100971728056e-13,7.7558068714380444e-13,1.4670619851130116e-11,3.8205222461394044e-14,1.9010164964701757e-14
1.0152560148108004e-05,0.0022412214679436568,1.864123134838974e-14,1.0832338071045569e-14,2.5423392884445775e-12,1.2780342559004463e-12,1.8789039786345124e-10,0.0,0.0,3.3153961612448614e-10,5.0557209769107266e-12,2.1223408112075524e-11,5.5076036661825637e-19,1.5888875399169736e-19,4.8711692579677682e-42,1.2262799855788044e-29,1.2936340663300001e-21,3.4205026225070198e-11,2.2247717275333097e-11,8.802382250746379e-24,2.9484059214816459e-34,1.0550238105101048e-19,6.2885025854762926e-24,5.6303581240738318e-23,2.710724923844938e-17,1.5800424193205733e-16,1.4770431747179568e-12,1.9684969137516292e-21,4.3779592353762106e-10,1.3626191727364512e-11,9.7069987309580895e-14,2.4639504962086977e-12,1.0296772653529487e-19,1.0298481832400712e-19,4.0811958442837183e-12,4.0732614357753904e-11,0.88168480800000004,0.0,0.0094599994608180679,0.10884999910613954,3.785146252495638e-12,3.6963634803798213e-12,1.8606910346802924e-12,4.6299207404047903e-12,6.6770826693552116e-13,6.0221892111387157e-13,1.5317935796591139e-12,7.7059926798731709e-12,8.7568446483666365e-12,2.9682157438783946e-11,3.4505042384122882e-11,2.2589792710493677e-11,1.4843093924701759e-10,1.3553404172043187e-12,1.0578226411461416e-12,6.515838404530756e-11,3.9182628233323571e-11,3.6923105023219576e-11,1.9458939687212708e-12,7.5244658371239328e-14,1.7600403221151904e-10,1.1803494111465374e-13,1.4740571871143566e-21,1.488014544758997e-13,1.9789824559459593e-11,2.615044349013459e-13,1.9841165688106912e-13,1.8604794907410175e-12,2.9675971239666359e-13,1.3700986086203717e-12,8.4926383132298208e-12,1.1733040321639699e-12,2.2025249042237896e-12,3.7861023887872523e-11,2.1489256671442284e-21,2.527402323813384e-12,1.4665968317326292e-11,1.188948689862102e-11,5.5867790129569301e-16,3.7339835542420967e-17,1.4421937492421473e-17,1.2763895408692372e-11,1.0174180833515659e-11,1.7185191897642026e-11,1.379057626201398e-13,6.7918302056525034e-13,3.4494882813493262e-13,7.8516526263363245e-13,1.5092804049598893e-11,3.8677554397901457e-14,1.9245138759430857e-14
1.072897140170125e-05,0.0022412214680391698,1.9035990237016553e-14,1.1140058365074645e-14,2.6472011600687043e-12,1.3790585579995356e-12,2.0696939230276428e-10,0.0,0.0,3.5787726747799104e-10,5.7829561026010585e-12,2.3951819097974395e-11,6.4653940614873341e-19,1.7937156981601999e-19,5.288008429783837e-42,1.3054694563232004e-29,1.4304437727375647e-21,3.6406440212059673e-11,2.5105141816049031e-11,1.0672573456676113e-23,1.4713727070112604e-34,1.2184916074607811e-19,6.811618815871936e-24,6.227165134779437e-23,3.1856915242294771e-17,1.6857199101286418e-16,1.7158669760301082e-12,2.2200912293652558e-21,4.7421108110244731e-10,1.5348951939337731e-11,1.0506739367270506e-13,2.517078056625941e-12,1.0987025051606537e-19,1.0904637650634641e-19,4.2943237570562686e-12,4.5893802725959109e-11,0.88168480800000004,0.0,0.0094599994185568283,0.10884999903936757,3.8341381134869979e-12,3.7988683397211906e-12,1.90109057141895e-12,4.8587717333395841e-12,7.0358705340803961e-13,6.3098367591103322e-13,1.6141562637319526e-12,7.874391400738591e-12,9.1899315909425503e-12,3.0072498593974339e-11,3.5280722439452557e-11,2.3223665422892189e-11,1.5813463773090282e-10,1.4201281200840774e-12,1.0875603248126816e-12,7.1128308842712748e-11,4.2780540157467951e-11,3.970974491346344e-11,2.0006207751611153e-12,7.6233844402564148e-14,1.9160943745134348e-10,1.2368194449750571e-13,1.5155129834597432e-21,1.5205980645139725e-13,2.0702774029541107e-11,2.6723266372253815e-13,2.0790858013067083e-13,1.9436463974794898e-12,2.967596617442454e-13,1.3700981381689659e-12,8.8768922819671026e-12,1.1733041012306438e-12,2.2025250442043856e-12,4.0785370415525616e-11,2.2517829322904682e-21,2.8240952394831616e-12,1.6358572782266836e-11,1.2745019407104196e-11,5.709157290756257e-16,3.9062408463783296e-17,1.5459698301428197e-17,1.4580411309701625e-11,1.096037802145565e-11,1.8513157067442626e-11,1.575383867152672e-13,7.7630744094303084e-13,3.6064515450801101e-13,8.2091824784019497e-13,1.6734074563226797e-11,4.0439472932622093e-14,2.0121651855391326e-14
1.1305382655294494e-05,0.0022412214681379193,1.9422935929589216e-14,1.1444011031439051e-14,2.7499010001432145e-12,1.4821784607262182e-12,2.2681135501686138e-10,0.0,0.0,3.8468621540564848e-10,6.5661911037964679e-12,2.6816833420976287e-11,7.5250049929261757e-19,2.0091151905129525e-19,5.7349127519911926e-42,1.3848182570817595e-29,1.5729232890591917e-21,3.86165958006384e-11,2.810762667076356e-11,1.280375526212108e-23,4.1375119604618583e-35,1.3965454205181305e-19,7.3468411340770254e-24,6.8488119555635335e-23,3.7110119073556808e-17,1.7922348420516364e-16,1.9771150472648222e-12,2.4875132276838135e-21,5.114689045228063e-10,1.7179349562825086e-11,1.1323368348665364e-13,2.5687754604493721e-12,1.1682839168331527e-19,1.1501668174252507e-19,4.5006702780918862e-12,5.1335167031027579e-11,0.88168480800000004,0.0,0.0094599993751965667,0.10884999897114915,3.8822937763982929e-12,3.8994732621987027e-12,1.9406851342034182e-12,5.0836954347419711e-12,7.3916121536174679e-13,6.5927923610130338e-13,1.6958193644625954e-12,8.0394214389661176e-12,9.6155845219486869e-12,3.0455435519909044e-11,3.603353196284741e-11,2.3845679576687011e-11,1.6787751289727856e-10,1.4838586368972054e-12,1.1167408655057284e-12,7.7295396920540015e-11,4.650225219114641e-11,4.2554754773103417e-11,2.0543219166327191e-12,7.7204306544291996e-14,2.0766824473152262e-10,1.292367638633787e-13,1.5561918480632847e-21,1.5525289768750121e-13,2.1588563361905187e-11,2.7284613922447249e-13,2.1725043510961391e-13,2.0251933544026176e-12,2.9675963027649826e-13,1.3700979446632114e-12,9.2536224612012526e-12,1.1733039693004828e-12,2.2025247967234242e-12,4.377241708305539e-11,2.3529607209637319e-21,3.1362561379172068e-12,1.8132155433217938e-11,1.3593372799402679e-11,5.8290839654617875e-16,4.0733735017911522e-17,1.6488750853068951e-17,1.6514862364139276e-11,1.1763437665482293e-11,1.9869604613545169e-11,1.7844611372623926e-13,8.7977275697562599e-13,3.7603339569513566e-13,8.5596926695611013e-13,1.8447240043418518e-11,4.2166792407203968e-14,2.0980954238642883e-14
1.188179390888774e-05,0.0022412214682398413,1.9802705372043325e-14,1.1744544079792504e-14,2.8505439638963677e-12,1.5873538186546362e-12,2.4740077731314563e-10,0.0,0.0,4.1195337062047012e-10,7.4063959994456732e-12,2.9814196389354228e-11,8.691003565226068e-19,2.2348050563974023e-19,6.1712541069377329e-42,1.4643751896316387e-29,1.720951746745957e-21,4.0835024563158127e-11,3.1251005563632805e-11,1.5215819352562271e-23,6.3009786066169064e-35,1.589653434368866e-19,7.8939134237048505e-24,7.4947617196610337e-23,4.2888048727575013e-17,1.8995726135313551e-16,2.2616286213191193e-12,2.7708382260489131e-21,5.495515684039519e-10,1.9117799555514104e-11,1.2156459382268581e-13,2.6192083675280181e-12,1.2384116740934238e-19,1.2090612412882188e-19,4.700727991668594e-12,5.7051410994713934e-11,0.88168480800000004,0.0,0.0094599993307543685,0.10884999890151061,3.9297760802062186e-12,3.9982781454402698e-12,1.9795121579982662e-12,5.3048749205130486e-12,7.7444602294588024e-13,6.871282682156355e-13,1.7768179243606737e-12,8.2012386483162601e-12,1.0034149871286656e-11,3.0832473831769188e-11,3.6766370548730542e-11,2.4456467017667332e-11,1.7765741051304973e-10,1.5465830287285536e-12,1.1453940111725768e-12,8.3656748243124882e-11,5.0345641732218304e-11,4.5457648682073859e-11,2.1070521838088487e-12,7.8159849149590192e-14,2.2417279885041931e-10,1.3470385060503185e-13,1.5961352832747397e-21,1.5838374256032197e-13,2.2449155936874139e-11,2.7835016034861694e-13,2.2644470880483929e-13,2.1051979220947442e-12,2.9675966847942823e-13,1.3700982922156377e-12,9.623187699898528e-12,1.1733039853833538e-12,2.2025248223792137e-12,4.6820924229728144e-11,2.4525401215468621e-21,3.463756345459405e-12,1.9985346757918966e-11,1.4433654584252667e-11,5.9466722439453778e-16,4.2357519756489266e-17,1.7508012553371963e-17,1.8565086589501593e-11,1.2583026299431472e-11,2.1253971278005693e-11,2.0060557641689027e-13,9.8946331122551703e-13,3.9112822269736531e-13,8.9035174103720306e-13,2.0230912439504018e-11,4.3861159923428523e-14,2.1823865277699593e-14
