Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134)
7.340031000000001e-09,0.0022412214669949217,1.2614706462671869e-16,5.0888628411218434e-19,5.9561811940347078e-18,3.470983611195233e-18,1.6494899218744466e-19,0.0,0.0,2.673406442259063e-15,3.1748535744863139e-20,7.1087963981166922e-25,9.4272278769950892e-29,3.707561386118434e-27,2.9138908650156315e-47,1.2654852350866555e-32,1.2860777755967475e-28,5.0811366686050645e-14,1.5162358579656123e-18,3.0162599922199085e-42,4.2383225253217942e-48,8.7912628689519253e-29,4.7264627653345747e-29,8.3540354709981788e-31,1.515351447314675e-29,1.6838657747894488e-20,3.3671642105467156e-26,2.1536817631862764e-28,4.1428285279940306e-15,1.6515848606622602e-17,1.3795348119060909e-18,6.3918002464255649e-14,6.5961822819541956e-24,5.7915542253590522e-30,3.6752694666624349e-22,4.7531074423542342e-22,0.88168480800000004,0.0,0.009459999999784122,0.10884999999993816,7.7743848721709171e-14,7.3050560215038348e-14,5.9878454261790591e-14,3.0794880099225303e-16,2.4067674334661666e-16,1.1921131462029919e-16,2.6772551884849834e-16,1.1070221006954364e-14,3.1183798480424108e-16,8.8746880387281079e-15,7.9893368997850452e-15,1.3437355953208334e-14,5.6711435837850976e-15,1.2745761662997743e-16,1.3864063093011545e-16,1.4928939833900649e-16,1.1785002186782415e-16,9.4767054265022434e-17,8.5973138706061307e-17,5.084622657564427e-17,2.1864421579399037e-16,4.7992138971014118e-18,7.1984464437429539e-26,3.4478967073917276e-17,7.4160309066478912e-19,2.1358343967267744e-17,3.3408703230710532e-18,5.2629475871714319e-17,3.9735024265532893e-14,7.8888750522178136e-15,9.816014379848781e-18,4.0088243680058704e-15,3.0517181853896726e-15,2.7936296243562474e-18,3.6715610223119982e-26,2.7615251549102785e-19,3.2337589350879341e-19,1.9310677038046318e-19,4.4803987532099788e-20,1.3947089932937471e-24,2.3380755007897873e-25,1.0595125441326054e-22,2.256344258462519e-19,3.7991524877809732e-19,8.7713516525287557e-25,2.0001140254303928e-25,4.636758892809936e-20,3.1631470291927745e-20,8.7511584865103272e-21,6.0610635315290014e-22,4.474528834507392e-22
9.437183000000001e-09,0.0022412214669949846,1.865035196369126e-16,9.552130005588661e-19,1.266379967122553e-17,6.5588627730266517e-18,4.302743185722185e-19,0.0,0.0,3.8601946029458268e-15,5.7177462764338524e-20,2.7368393040036122e-24,1.9778640230715486e-28,7.0841280343442201e-27,6.154806794508052e-47,1.7392042483705339e-32,2.0456768079399921e-28,6.3865347424243622e-14,2.4490154568380922e-18,1.6454191742669471e-41,1.1422009007949336e-47,1.849559502116273e-28,7.921984690539763e-29,1.5868471839099681e-30,5.0069699253855674e-29,2.6724217127936197e-20,1.2928762210908109e-25,3.9688385673498041e-28,6.5997094528919927e-15,2.6670651011772678e-17,2.2145121524361051e-18,7.9619995658345207e-14,1.1588008531540098e-23,1.9396083381717174e-29,1.1521667796717805e-21,1.47255611149117e-21,0.88168480800000004,0.0,0.009459999999722437,0.10884999999990222,9.6980114700736344e-14,8.9736240200804164e-14,7.3465407046469967e-14,3.7117359843021725e-16,2.8650081248404107e-16,1.4100097085137902e-16,3.6842865646994393e-16,1.7427941542068563e-14,4.2775510721181424e-16,1.4228838767667801e-14,1.2803837608445485e-14,2.1184865083893845e-14,9.1145006684465901e-15,1.7391241466885752e-16,2.4263627228966514e-16,2.4127167566859513e-16,1.9043695334950927e-16,1.552119080728425e-16,1.7647270720620719e-16,7.2621911781595206e-17,3.626570312297492e-16,7.3703620851220365e-18,1.4463179475638203e-25,6.2202360109756078e-17,1.8690592217785926e-18,4.5084215432390806e-17,6.0572523434441017e-18,6.5175691172964385e-17,4.7064532817117299e-14,1.2134435697268906e-14,1.5532645063264174e-17,5.754279404643159e-15,5.1561645880610411e-15,6.3658228019386056e-18,6.6316600559885439e-26,4.9512861373873609e-19,5.7788588536698717e-19,4.5158893940770725e-19,9.4952023109998331e-20,3.5174404407552779e-24,5.4700040433576477e-25,3.1400846578818944e-22,6.0400186277944879e-19,1.0176771756153071e-18,2.7109090270522584e-24,7.5984514941219756e-25,8.3042006830867304e-20,6.6826499633822861e-20,1.7643648310590146e-20,1.4769939845809431e-21,1.0427354345116286e-21
9.999999999999999e-09,0.002241221466995034,2.0370610246356974e-16,1.1046805964462277e-18,1.5158498134079661e-17,7.596739136839515e-18,5.4255724991754158e-19,0.0,0.0,4.2094184567086017e-15,6.567684003381414e-20,3.8158202866611521e-24,2.3494344772319108e-28,8.2141051129901471e-27,7.274171241013936e-47,1.8649943904907316e-32,2.2803261930934514e-28,6.7267850643924244e-14,2.7348001574919947e-18,2.5716999201302518e-41,1.4530204676902467e-47,2.2005903644592072e-28,8.9048739825154886e-29,1.8652805937340372e-30,6.7183760637605869e-29,2.9699712958578842e-20,1.8004827971076629e-25,4.5591683534631666e-28,7.3429208916171109e-15,2.9781234074044554e-17,2.4687571155761323e-18,8.3659426557496253e-14,1.3156389615436243e-23,2.5949105543605647e-29,1.5170400769883356e-21,1.9310711586499614e-21,0.88168480800000004,0.0,0.009459999999705879,0.10884999999989142,1.0194032472695206e-13,9.395086485670807e-14,7.6895164823146244e-14,3.8804009209616236e-16,2.9866198680077592e-16,1.4672047323034511e-16,3.9571318264107485e-16,1.9327698363212108e-14,4.5913694533198093e-16,1.585651656997001e-14,1.4267325646136499e-14,2.3503029899083171e-14,1.0164150091044135e-14,1.8639267801934196e-16,2.7611165633647105e-16,2.6950537246830673e-16,2.1271884468055437e-16,1.7401077721736509e-16,2.0822240936877263e-16,7.8849451315595105e-17,4.0765989561689117e-16,8.1092591250732776e-18,1.6989384920727628e-25,7.1258432072652487e-17,2.323883282026897e-18,5.3522137023029221e-17,6.9089992937737383e-18,6.8411807963486504e-17,4.8818969861460894e-14,1.3375485144774828e-14,1.7252253451715724e-17,6.2451224034707422e-15,5.796906343153505e-15,7.7203783195243141e-18,7.5585526997857922e-26,5.6569588222583463e-19,6.597680905470894e-19,5.4841854438160238e-19,1.1281674395825051e-19,4.3740229322769007e-24,6.6434645405524358e-25,4.0539088939526502e-22,7.6129873655673953e-19,1.2828911959570227e-18,3.5338619977425654e-24,1.0485149756107175e-24,9.5013901167967466e-20,7.9409206055207856e-20,2.0762906491604924e-20,1.8144744269550095e-21,1.2665132708815043e-21
1.1534335e-08,0.002241221466995034,2.5276249905130033e-16,1.5759601516309353e-18,2.3452323068949305e-17,1.0875758190080042e-17,9.3694838576026735e-19,0.0,0.0,5.227496670138967e-15,9.2447666626703864e-20,7.9077866449341166e-24,3.5639375493462962e-28,1.1775640713876368e-26,1.0862211424798477e-46,2.2050335902388083e-32,2.9862078326054999e-28,7.6326955868074544e-14,3.5900980834966113e-18,6.3126640633571529e-41,2.5540537568738997e-47,3.3522774873566023e-28,1.1853711702264603e-28,2.7893361878617034e-30,1.3048313788872768e-28,3.8504559442905041e-20,3.7237906096108853e-25,6.3903040963636446e-28,9.5492714898819702e-15,3.908939460651906e-17,3.2266972671333402e-18,9.4296444856017867e-14,1.7923649928985478e-23,5.0051047294067133e-29,2.8433863711216035e-21,3.5913332674045746e-21,0.88168480800000004,0.0,0.0094599999996607433,0.1088499999998595,1.1502796186866826e-13,1.0487462862718911e-13,8.5779718806242428e-14,4.3380335064541035e-16,3.3152154894014183e-16,1.6203719479397345e-16,4.7065130713629561e-16,2.4922705326693051e-14,5.452757832777092e-16,2.0703881400026712e-14,1.8625463906186883e-14,3.0336327873495506e-14,1.3295520547091362e-14,2.2044414411150491e-16,3.793342125090526e-16,3.5410159871411953e-16,2.7948465524517364e-16,2.3079890309672779e-16,3.108162394967932e-16,9.6651175109680127e-17,5.4400198736315433e-16,1.0228662657502812e-17,2.5115465395265733e-25,9.9419928722923369e-17,3.891041179502358e-18,8.0975699439342204e-17,9.4948299805093245e-18,7.6952584938562207e-17,5.3144916861118229e-14,1.6977298950908893e-14,2.2338740068754015e-17,7.6314143784492043e-15,7.7069571631050778e-15,1.2264007593949384e-17,1.0370175517845866e-25,7.8343699145546567e-19,9.1217854087192461e-19,8.7141403654159053e-19,1.7098987055449168e-19,7.3258615091673553e-24,1.0558117481407176e-24,7.3091490582968841e-22,1.309950633336136e-18,2.2080698251025491e-18,6.4884170830481711e-24,2.1330036422442907e-24,1.3222836769822683e-19,1.2045504423149787e-19,3.0841495392974498e-20,2.9575165779729254e-21,2.0141722520311895e-21
1.3631487000000001e-08,0.0022412214669950722,3.2283910226840656e-16,2.3831578682159011e-18,3.9493160143704726e-17,1.6513790040004278e-17,1.8101330785466891e-18,0.0,0.0,6.7694629797115408e-15,1.3890175325708773e-19,1.9171345847572719e-23,5.813066214271804e-28,1.7843707453231883e-26,1.6967024132798316e-46,2.6548348065056605e-32,4.1257805726159584e-28,8.8232282266445583e-14,4.9303967997803572e-18,1.9832899665814321e-40,5.0836365697098819e-47,5.5055628233701198e-28,1.6461657005202157e-28,4.6366909011521878e-30,2.9346616213063097e-28,5.1979082637135497e-20,8.9981085310739942e-25,9.4082568169905441e-28,1.2951910216055741e-14,5.3671860857341128e-17,4.4047225761249671e-18,1.0801585517166047e-13,2.5488578931986318e-23,1.0985015536346905e-28,6.0349235640198247e-21,7.5357040870440035e-21,0.88168480800000004,0.0,0.0094599999995990478,0.1088499999998107,1.3196849200295924e-13,1.1863313734656258e-13,9.6972556543880791e-14,4.9669073566706271e-16,3.7661326587416657e-16,1.8280101182438008e-16,5.7352836458910422e-16,3.3409227930011282e-14,6.6353968023688673e-16,2.8220710695083873e-14,2.5383425667819098e-14,4.0718858017819806e-14,1.8169293441205579e-14,2.6672915243986178e-16,5.4959286628728127e-16,4.8708946342219851e-16,3.8446983125989463e-16,3.2158506949970581e-16,4.9461440034362521e-16,1.2276450644285997e-16,7.626218184559891e-16,1.3300804311322778e-17,3.9563948834457327e-25,1.4653374072124858e-16,7.1533050482918469e-18,1.3077392148067818e-16,1.3540849876472383e-17,8.8173156650940759e-17,5.821438283926218e-14,2.2290786214686803e-14,3.0140812850198969e-17,9.6111402000763864e-15,1.0628580101445371e-14,2.1164235361545066e-17,1.47648690227406e-25,1.141920933633372e-18,1.3271694844088926e-18,1.4858982183234496e-18,2.7666011410029077e-19,1.3472099497567448e-23,1.800668390576037e-24,1.4621544580452348e-21,2.4827498544586606e-18,4.1862342184528191e-18,1.3249308698064225e-23,4.9845920699247906e-24,1.9467418766304949e-19,1.9560054952724764e-19,4.9048810622509612e-20,5.2158667668781264e-21,3.445906289553537e-21
1.7825791e-08,0.0022412214669951165,4.6890965591437294e-16,4.5764543819549198e-18,9.1842114929886073e-17,3.19200634434371e-17,5.2857839343340967e-18,0.0,0.0,1.0356739739453545e-14,2.7010778447239484e-19,8.0347238630371571e-23,1.2717718523666113e-27,3.4152589464171733e-26,3.3090908666281152e-46,3.5011687979702358e-32,7.122376981321198e-28,1.1049666318685027e-13,8.1778620711210926e-18,1.3744407551603374e-39,1.5956601180733828e-46,1.2195748255441458e-27,2.7517046456851007e-28,1.1183246168179989e-29,1.1091907528814187e-27,8.3355284526186954e-20,3.7461502584230228e-24,1.7136731743245541e-27,2.0992045703174132e-14,8.8988636726950681e-17,7.2201440247473438e-18,1.3281513015307467e-13,4.3861327274671103e-23,3.8532736909610259e-28,2.0174866947063349e-20,2.4665538416261433e-20,0.88168480800000004,0.0,0.0094599999994756431,0.10884999999969695,1.6280081553394249e-13,1.4253965748612746e-13,1.164615462857824e-13,6.2347830050617264e-16,4.6737229754538102e-16,2.2384813414140194e-16,7.8083648678943297e-16,5.2908834740832435e-14,9.0198184660489391e-16,4.6114841986538535e-14,4.1470851691581201e-14,6.4639812728902401e-14,2.9843005699189632e-14,3.5863895921891587e-16,9.9146872367663786e-16,8.113280735396077e-16,6.4061391932359719e-16,5.4893463795955228e-16,1.023923206460577e-15,1.8072738150110883e-16,1.3110502397691927e-15,1.9936489629730838e-17,8.0811524511865113e-25,2.7110123667028422e-16,1.8836760456387347e-17,2.7640365532001695e-16,2.3077416184713684e-17,1.0973106065879627e-16,6.5976606438150114e-14,3.3981374158588364e-14,4.851195651310093e-17,1.3815983990053294e-14,1.7358040994196849e-14,5.0570967673831491e-17,2.5111804836765199e-25,2.0708971258765997e-18,2.4010249027131548e-18,3.3938125396668203e-18,5.8618251788223679e-19,3.5490838198655819e-23,4.1137626067253336e-24,4.3455836865862191e-21,6.8227783302407571e-18,1.1508754762107869e-17,4.0516296667625263e-23,1.9109970904725882e-23,3.6173629694171652e-19,4.1977416689971671e-19,1.0284059276069807e-19,1.2621608877513771e-20,7.9494786834748526e-21
2.2020095000000002e-08,0.002241221466995123,6.143629552845761e-16,7.5600769777898839e-18,1.7945024208326403e-16,5.3016992546812839e-17,1.2391761996829418e-17,0.0,0.0,1.4578562409603756e-14,4.6084468247170307e-19,2.439626507289962e-22,2.3615056886345142e-27,5.6004483849862672e-26,5.3486873063045902e-46,4.2718179964119606e-32,1.1329660890158104e-27,1.3091340807397974e-13,1.212747278611626e-17,5.7808900237045667e-39,4.0422697773315025e-46,2.2847330185928082e-27,4.0708156128104886e-28,2.3228398406188298e-29,3.1435514605457492e-27,1.1951376587958927e-19,1.1315890467079514e-23,2.6932779178599273e-27,3.0469460630241921e-14,1.3191619524837695e-16,1.0581869852803615e-17,1.5449817381272431e-13,6.5788199604900292e-23,1.020670761214279e-27,5.1789517961840538e-20,6.2261395796107537e-20,0.88168480800000004,0.0,0.009459999999352221,0.10884999999956542,1.9004312355094724e-13,1.6252214497961706e-13,1.328673039689863e-13,7.5209156236509579e-16,5.5948168905769822e-16,2.6479483722673264e-16,9.8951868013229157e-16,7.5030614146606581e-14,1.142357247123141e-15,6.7363939522372604e-14,6.0574944951348058e-14,9.1872363157122136e-14,4.3819723176709427e-14,4.4976703674628319e-16,1.567992997225273e-15,1.2094888109616188e-15,9.5556297045319009e-16,8.3760737025217723e-16,1.7873780302155813e-15,2.4541659889179757e-16,2.0063874925671414e-15,2.6996655439921071e-17,1.3985124131655018e-24,4.3672418701700912e-16,4.0118467292711991e-17,4.8957908916793696e-16,3.3937310059151225e-17,1.3154489537735114e-16,7.1604719820861542e-14,4.6541487408114684e-14,7.0289695143294128e-17,1.8248782200062638e-14,2.4912297148631177e-14,1.002323315399746e-16,3.688512018794518e-25,3.2851827232615519e-18,3.8032689823941092e-18,6.3569074126945525e-18,1.0399047359707368e-18,7.5608668460214753e-23,7.7066260898490802e-24,1.0063283471327059e-20,1.4956724390488734e-17,2.5235765843874265e-17,9.5600612122066646e-23,5.3527721233120198e-23,5.8942317156442853e-19,7.5813589947235062e-19,1.8396434577545415e-19,2.4816717219306216e-20,1.5070837481455389e-20
2.6214399000000004e-08,0.0022412214669951034,7.5263610348980739e-16,1.1314816946438577e-17,3.124257952586063e-16,7.9736685393457376e-17,2.5233517980349467e-17,0.0,0.0,1.9392701295486929e-14,7.210785128991567e-19,6.1366973699062205e-22,3.9549271838038143e-27,8.3137205183918711e-26,7.676629760878869e-46,4.9765349586523804e-32,1.7172142608409514e-27,1.497221704654535e-13,1.6719345536995825e-17,1.9433724037488448e-38,8.9580390809938143e-46,3.841630256609759e-27,5.5712104128338127e-28,4.3415622759073043e-29,7.4750020557461843e-27,1.5926377246644323e-19,2.8335528832283568e-23,3.8535204342279225e-27,4.1170618167534315e-14,1.8179460534293997e-16,1.4416958874492396e-17,1.7351289968962723e-13,9.040998495190658e-23,2.2776443241739501e-27,1.1292615658666518e-19,1.3384034478924495e-19,0.88168480800000004,0.0,0.0094599999992287763,0.10884999999941979,2.14221219190495e-13,1.7948766400427039e-13,1.4696364642684115e-13,8.8204416474729065e-16,6.524713898338142e-16,3.0564083292876204e-16,1.1998213657769534e-15,9.9035049369193216e-14,1.3849590150404071e-15,9.1463648968464536e-14,8.2241855909006212e-14,1.2152282202227378e-13,5.9803575222740318e-14,5.4061427704218698e-16,2.2741924902687739e-15,1.677627206488469e-15,1.3264947122355651e-15,1.1878639671074553e-15,2.7934023741894919e-15,3.1582394288682391e-16,2.846501198237524e-15,3.4314827206694942e-17,2.1724981574370126e-24,6.4265955516153303e-16,7.4578432996440837e-17,7.7369163668947506e-16,4.5576866016454545e-17,1.5539048317434466e-16,7.5975138415756215e-14,5.9508469258727452e-14,9.5443712791601695e-17,2.2832608474319185e-14,3.2980020111547492e-14,1.7611653561036259e-16,4.949896249342001e-25,4.7872635078039121e-18,5.5371917373468181e-18,1.0503903077420925e-17,1.6451765285682483e-18,1.405800892066243e-22,1.2735464854412826e-23,1.9945206257631084e-20,2.8406759585869275e-17,4.7938175241022162e-17,1.92082501703435e-22,1.2431162512747949e-22,8.8342702711749495e-19,1.2270584968144433e-18,2.9733935022549147e-19,4.278007546186323e-20,2.5247444572546765e-20
3.0408703000000006e-08,0.0022412214669950605,8.8134331898506599e-16,1.5782432092974776e-17,5.0014330933215467e-16,1.1173359643277452e-16,4.6520571240548008e-17,0.0,0.0,2.4762181066754721e-14,1.0599455628770823e-18,1.3636058401159973e-21,6.1706871432573872e-27,1.1512854612792544e-25,1.0259720224126085e-45,5.6282751006694139e-32,2.5188692052518966e-27,1.671263526454763e-13,2.1902965497285442e-17,5.7433842565225285e-38,1.7986594862361057e-45,5.982427418621329e-27,7.2291447290372986e-28,7.42504686605157e-29,1.5776505757267056e-26,2.0167786844252706e-19,6.2700212241739987e-23,5.171436879045348e-27,5.2937808578907389e-14,2.380670857150873e-16,1.8665050365629246e-17,1.9023431721228455e-13,1.1704645141443662e-22,4.5211169600748427e-27,2.2008454302123074e-19,2.5760736282763134e-19,0.88168480800000004,0.0,0.0094599999991053126,0.10884999999926263,2.3577307065798005e-13,1.9409701340537427e-13,1.5929126939700394e-13,1.0129971720269183e-15,7.4591220148536476e-16,3.4630929181819204e-16,1.411907245986553e-15,1.2440821564075781e-13,1.6299746404447646e-15,1.1799841390974734e-13,1.0609623148038088e-13,1.5296418560723262e-13,7.7544828300246284e-14,6.3147333324890251e-16,3.1008208292767964e-15,2.2127140113957471e-15,1.7513154053170888e-15,1.5998505102851421e-15,4.0347593494522105e-15,3.9110964155279595e-16,3.8290056034535134e-15,4.1812841529839681e-17,3.1241933797905536e-24,8.8664454415538518e-16,1.2585527304838938e-16,1.1274757813328611e-15,5.7712695603129054e-17,1.8301504903431333e-16,7.9536620068457372e-14,7.264840453363918e-14,1.2437335643006327e-16,2.7528021374906136e-14,4.139877742226484e-14,2.8398707452574081e-16,6.2648116522248988e-25,6.5794078256168971e-18,7.605928847840281e-18,1.5901487308086761e-17,2.3993545750227933e-18,2.3727090096018981e-22,1.9281206777088329e-23,3.5473264471483714e-20,4.8753782493751445e-17,8.2286349717666367e-17,3.4525393560020117e-22,2.5440903652657999e-22,1.2506466767055474e-18,1.8408269657888838e-18,4.479083531420166e-19,6.7282582295915789e-20,3.8831173263007194e-20
3.460300700000001e-08,0.002241221466994998,1.0004700484221079e-15,2.0890493328483456e-17,7.5053720367339488e-16,1.4855507762442342e-16,7.9478107275658985e-17,0.0,0.0,3.0656136509202009e-14,1.4856739569106209e-18,2.7607090780557941e-21,9.1466608120479211e-27,1.5157161929683744e-25,1.2980093538673822e-45,6.2342843508057653e-32,3.5958352416330377e-27,1.8329393409883521e-13,2.7636950828029496e-17,1.5363490761300734e-37,3.3480720894328561e-45,8.7943567718760846e-27,9.027525901969448e-28,1.1889474706625417e-28,3.0396933919499556e-26,2.4606433401349045e-19,1.2645177993017633e-22,6.6321288759727255e-27,6.5657254432863526e-14,3.00276927538882e-16,2.3277713105459297e-17,2.0496664448065445e-13,1.4519820398280728e-22,8.2155407082157974e-27,3.9399398203285648e-19,4.561545198024165e-19,0.88168480800000004,0.0,0.0094599999989818263,0.10884999999909581,2.5505216711453372e-13,2.0680981173250122e-13,1.7021022243658691e-13,1.1450179740670947e-15,8.3978566685936722e-16,3.868687477415141e-16,1.6255515682492698e-15,1.5081050184197131e-13,1.8772884667279281e-15,1.4663625700819616e-13,1.3183708419252494e-13,1.8577923868344154e-13,9.6838483809610745e-14,7.2236278856361422e-16,4.03668921707828e-15,2.8124972161194484e-15,2.2285051678021661e-15,2.0736361664017165e-15,5.4950944694837354e-15,4.7060597976032424e-16,4.9516646669274014e-15,4.9448797296223628e-17,4.2410374250825056e-24,1.1656192956600537e-15,1.9735162000127849e-16,1.5468374830277907e-15,7.0227144508367271e-17,2.1609219978859933e-16,8.248841295983649e-14,8.586063436232043e-14,1.5787314545621363e-16,3.2314679226888589e-14,5.0095983935603807e-14,4.2907761881085061e-16,7.6205686905211103e-25,8.6637623524550469e-18,1.0012563263358865e-17,2.2579637223732575e-17,3.2937210172787522e-18,3.7210206121952149e-22,2.738022891927912e-23,5.8181008035700003e-20,7.7505314661751266e-17,1.3082687477579155e-16,5.7105896748800062e-22,4.7345927381618949e-22,1.7003733173470629e-18,2.6150027139252384e-18,6.412182935299532e-19,9.9017643294505286e-20,5.6173209099800848e-20
3.879731100000001e-08,0.002241221466994918,1.11047551751693e-15,2.6574342639075901e-17,1.0697710750496963e-15,1.8979439323169698e-16,1.2774622587394522e-16,0.0,0.0,3.7049077555403818e-14,2.0058065628943227e-18,5.1995044103980623e-21,1.3046197411351239e-26,1.9217091237929224e-25,1.578957702147973e-45,6.7980073743879716e-32,5.0040389138257828e-27,1.9836609641363356e-13,3.3886861824963371e-17,3.8317947799167318e-37,5.8510588237481038e-45,1.2360926969698163e-26,1.0953050583256873e-27,1.7933902424156649e-28,5.4456463349531484e-26,2.9189526782187424e-19,2.3730254892669586e-22,8.2280449122241423e-27,7.9240296962802396e-14,3.680427140173186e-16,2.8215292842876817e-17,2.1796062041046026e-13,1.7448799499567784e-22,1.3919045518246826e-26,6.5931222396386617e-19,7.5613464863160696e-19,0.88168480800000004,0.0,0.0094599999988583105,0.10884999999892074,2.7234880159965528e-13,2.1796507624560618e-13,1.7998114329621246e-13,1.2782686466528445e-15,9.3416883556631828e-16,4.27427051748844e-16,1.8404996717332429e-15,1.7799776215641611e-13,2.1268320340206244e-15,1.7710619703863741e-13,1.5921808738658791e-13,2.1966905425181666e-13,1.1751314510840598e-13,8.1328042131303136e-16,5.0709197065763863e-15,3.4752206660455314e-15,2.7568669399914648e-15,2.6092601156345468e-15,7.1561495659041224e-15,5.5376848036479887e-16,6.2126382213067247e-15,5.7191161732584684e-17,5.5091281182855939e-24,1.4764597383497751e-15,2.9204957103812395e-16,2.0269154295915403e-15,8.3041664435160774e-17,2.5619047721402682e-16,8.4966590558017521e-14,9.907803054821286e-14,1.9707415117889995e-16,3.7177486035274077e-14,5.9021635912150777e-14,6.1594906841174389e-16,9.0086888288979764e-25,1.1042185197372291e-17,1.2760102030416214e-17,3.0559104719839277e-17,4.3179042738568962e-18,5.5070113385756524e-22,3.7057713234035591e-23,8.9592543995010901e-20,1.160066975528249e-16,1.9583244095238302e-16,8.8542872158402908e-22,8.1739210469972711e-22,2.2458386635701948e-18,3.5711168454897769e-18,8.843607787967805e-19,1.3885419587594113e-19,7.7748358099450603e-20
4.299161500000001e-08,0.002241221466994827,1.2114666304739602e-15,3.2779891500561798e-17,1.4629350172332545e-15,2.35114478195321e-16,1.951789942766557e-16,0.0,0.0,4.3917934107588129e-14,2.6276651292417962e-18,9.1844600360547594e-21,1.8052339360041205e-26,2.3669206556386487e-25,1.8606556414263899e-45,7.3233390787447621e-32,6.7973208613984728e-27,2.1247330759039036e-13,4.0621085283421327e-17,8.7498048049321997e-37,9.7489589117539459e-45,1.6764957781419978e-26,1.2993389253846604e-27,2.5878887237898998e-28,9.1691475988365438e-26,3.3870209153410321e-19,4.1783447728575175e-22,9.9540314732786131e-27,9.3604849381660376e-14,4.4101298494675987e-16,3.3441525270050776e-17,2.2944563086426953e-13,2.0457783503456483e-22,2.2246517355439178e-26,1.0430682209537628e-18,1.1866860296260907e-18,0.88168480800000004,0.0,0.0094599999987347669,0.10884999999873879,2.8792833674192104e-13,2.2786925712539967e-13,1.8884232621206581e-13,1.4128585937656554e-15,1.0290603556969055e-15,4.6806451620645609e-16,2.0566220067332851e-15,2.0574703425151816e-13,2.3786840562264932e-15,2.0916056363752401e-13,1.8801400327937484e-13,2.5436258411878814e-13,1.3941073393447021e-13,9.0430549535534409e-16,6.1935971612251673e-15,4.1992792610543118e-15,3.3352782575586877e-15,3.2067589965909607e-15,9.0012622366587381e-15,6.4010044126405435e-16,7.6103502014135727e-15,6.5008034159366219e-17,6.9157792380145843e-24,1.8162676515429057e-15,4.1264785227097958e-16,2.5631808215633825e-15,9.6061125731625136e-17,3.0479344886416961e-16,8.7129500644513753e-14,1.1222143992927728e-13,2.4329037603124891e-16,4.2100143958320368e-14,6.8117364251698226e-14,8.487615356164829e-16,1.0418915658869915e-24,1.3716349605355002e-17,1.585162274844861e-17,3.9863951091552461e-17,5.4622417098285535e-18,7.7816093517595829e-22,4.8342858045319306e-23,1.3122570725914851e-19,1.6548736610334727e-16,2.7937994231643638e-16,1.3042688577163348e-21,1.3259500967922668e-21,2.9037667879245107e-18,4.7374151614450191e-18,1.1860963831619565e-18,1.8794727991061236e-19,1.0418691327710924e-19
