Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228)
1e-12,0.0023890065466098264,5.1014654471669816e-27,6.6350551116240357e-34,5.3979780354498215e-32,7.1095675770456324e-33,2.289247890026954e-37,0.0,0.0,5.0990983021582554e-23,1.0556667415208013e-32,9.9514294669071202e-50,3.1519849834491521e-50,1.5288866750620912e-46,6.3986479831696207e-79,4.9740934580303969e-51,6.333208758694133e-46,7.2911910900686828e-23,5.174125212963982e-32,1.7820258842622359e-86,1.431100607834717e-77,7.6121816270345364e-50,2.5568619034484379e-50,3.1549710709470859e-47,5.2330315008153126e-56,9.7602421849152694e-35,9.4256972440830443e-62,1.6705206299635448e-48,3.0624700379001645e-28,6.215896589609042e-31,6.3630415841301688e-32,1.3367871755115345e-22,6.8550903253024476e-43,3.1515996499578132e-66,2.9570275458119341e-53,1.212080463667261e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3978437913881889e-22,1.3978306639654287e-22,1.3367829345233185e-22,2.2047546298276249e-23,1.8643669016318407e-23,9.3218306944452407e-24,4.42308494662824e-27,4.0092201485151877e-27,5.2399730687280025e-27,2.8914367963731943e-27,3.3185681166149251e-27,4.2200131884133776e-27,1.6622189917988614e-27,2.210954367770532e-27,1.3697668832592811e-29,5.7932214490777982e-30,4.8610609225349036e-30,2.5573556486709327e-30,2.6694524539038607e-33,2.7521890406182908e-29,1.0715393255911115e-29,4.2598122384492547e-30,6.2446934809704408e-41,2.1514147403291874e-30,1.9571255533294263e-36,4.3186552565434053e-34,8.7896248723996075e-34,9.7082232850092448e-25,7.2911027363485954e-23,2.2048224188681531e-27,2.9322688138500556e-29,3.2995221198530232e-28,6.6377460174352946e-32,1.680762603034035e-33,6.763645335722315e-41,1.3905566693027861e-34,1.6473750612346515e-34
1.023e-12,0.0023890065466098264,5.218766344958043e-27,6.8653051829712323e-34,5.5862575532180831e-32,7.3575408790901356e-33,2.3829302683831848e-37,0.0,0.0,5.2163444284546258e-23,1.0924871168756607e-32,1.0362501523788851e-49,3.2809736925882797e-50,1.591451854628548e-46,6.679995109776853e-79,5.1475788304742516e-51,6.5541035974578158e-46,7.4588386165401349e-23,5.3545916493858961e-32,1.8644497784947625e-86,1.4940242154677182e-77,7.9236896689193783e-50,2.6614903146912479e-50,3.2649213593864741e-47,5.46313853236122e-56,1.0100666072565172e-34,9.8545668011942068e-62,1.7388814787841264e-48,3.1692847517680532e-28,6.4326985919089108e-31,6.5849756643262283e-32,1.3675240709000083e-22,7.1356133323106696e-43,3.2949972291546829e-66,3.0870470326155205e-53,1.2653192883404769e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4299846673862632e-22,1.429971082098852e-22,1.3675196819926895e-22,2.2554432728406359e-23,1.9072298346674784e-23,9.5361452266154164e-24,4.5773511267801256e-27,4.1490561253187367e-27,5.422730247871054e-27,2.9922862367424133e-27,3.4343151771881208e-27,4.3672013242542388e-27,1.7201949242835841e-27,2.2880669264050402e-27,1.4175412163770601e-29,5.9952800935149502e-30,5.0306072786733763e-30,2.6465521915735246e-30,2.7786914137752173e-33,2.8481777384231143e-29,1.1089130825254489e-29,4.4083940942162663e-30,6.498056916230686e-41,2.2264523964529066e-30,2.0372154016116916e-36,4.4953838334500267e-34,9.1493217847284578e-34,9.931445305114437e-25,7.4587471811789131e-23,2.2817234795639421e-27,3.0345422575332319e-29,3.4146007269188715e-28,6.9093738195101618e-32,1.7394287669035577e-33,7.0404575889372282e-41,1.4474607102636171e-34,1.7147885620996059e-34
2.047e-12,0.0023890065466098264,1.04412987009213e-26,2.7273784112322767e-33,2.2360044114350296e-31,2.9445913134861293e-32,1.907774983271143e-36,0.0,0.0,1.0436393484227813e-22,4.3722656388363157e-32,9.3470867659249602e-49,2.6269475019513026e-49,1.2738134266466892e-45,1.068534995679528e-77,2.0597805191631346e-50,2.6230427551620409e-45,1.4922540662645335e-22,2.1429189792431796e-31,1.1831659726555276e-84,2.3901221465165565e-76,6.3427328623571405e-49,2.1292896799166806e-49,1.3004108517870801e-46,8.7517656216393657e-55,4.0423039978174489e-34,3.1551318485730553e-60,1.391739999435298e-47,1.2683498391893625e-27,2.5743796682084e-30,2.6353116949533063e-31,2.7359282108607591e-22,5.711042677522022e-42,1.0548196174296083e-64,4.941770260338096e-52,2.0104577503948543e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.860906866780439e-22,2.8608524995258283e-22,2.7359106469026517e-22,4.5113757134434471e-23,3.8148750319209402e-23,1.9074359371032082e-23,1.8315213913326929e-26,1.6604501732754409e-26,2.1697787517442662e-26,1.1975238170951843e-26,1.3744152154616601e-26,1.747751316588216e-26,6.884256182467638e-27,9.1551580009752037e-27,5.6721554475957393e-29,2.3992532106892136e-29,2.0132029202713416e-29,1.0591188032781274e-29,2.2239512394424891e-32,1.1395776464000945e-28,4.4378424180788357e-29,1.7646213216253624e-29,4.6885886016580721e-40,8.90978734426775e-30,1.6306760149640599e-35,3.5982427531966815e-33,7.325241355845488e-33,1.9869241594008628e-24,1.4922174747563619e-22,9.1314089760872232e-27,1.2144236117037305e-28,1.3662390797365867e-27,5.5296760773107152e-31,6.9911864608709665e-33,5.6434805954257772e-40,1.1584543562016211e-33,1.3724054236250036e-33
4.095e-12,0.0023890065466098264,2.0886732728507346e-26,1.0872087404098722e-32,8.9489869898579326e-31,1.178168985704874e-31,1.5271051219682114e-35,0.0,0.0,2.0876682007395852e-22,1.749382786453792e-31,9.1636127098690364e-48,2.1030859317629058e-48,1.0191560142582018e-44,1.7064164327728446e-76,8.2386248545624361e-50,1.0495078580089966e-44,2.9848915252682785e-22,8.5735842486688278e-31,7.5398957966284453e-83,3.8194169893390082e-75,5.0755667952395183e-48,1.7020214756423658e-48,5.1537173383861057e-46,1.4017551048874515e-53,1.6172783204776546e-33,1.0096813064186737e-58,1.1133830180494942e-46,5.0744915203886538e-27,1.0299811193053028e-29,1.0543516894447513e-30,5.4725129162151009e-22,4.5687125309186047e-41,3.3746704076339975e-63,7.9070135755923898e-51,3.205456643690388e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.7225692882645507e-22,5.7223517816711555e-22,5.4724426490815194e-22,9.0199865670901743e-23,7.6274189202733195e-23,3.8137031483324213e-23,7.3249633602879701e-26,6.6431919798760324e-26,8.6777729113746445e-26,4.7911976419626268e-26,5.4988445648954614e-26,6.9924660574519335e-26,2.7543151107909851e-26,3.6614913433361508e-26,2.2686678158615237e-28,9.5985844261430438e-29,8.0541500385770755e-29,4.2371223195905727e-29,1.7791206335123091e-31,4.5571732050719949e-28,1.7754911088970117e-28,7.0630328467252479e-29,3.1295066253095073e-39,3.5642904829455469e-29,1.3047843144795015e-34,2.8790423149357267e-32,5.8640526577374878e-32,3.9743089197472131e-24,2.9847451355956267e-22,3.6532991802104325e-26,4.8587226194993284e-28,5.4638426009563467e-27,4.4231528297599416e-30,2.8210630653078788e-32,4.528426800038041e-39,9.2668784041742096e-33,1.097833231998412e-32
8.191e-12,0.0023890065466098264,4.1779076260560834e-26,4.34141577187389e-32,3.5821630773942226e-30,4.7134831851313969e-31,1.2225396399258566e-34,0.0,0.0,4.175802057714225e-22,6.9985930319329755e-31,1.00260400302978e-46,1.6841145888431791e-47,8.1511908937982612e-44,2.7180554437731895e-75,3.2937577549567082e-49,4.198644199882626e-44,5.9697546992829133e-22,3.4296123397978326e-30,4.8151121867353809e-81,6.0928488303884155e-74,4.0607985590520273e-47,1.3587442331762575e-47,2.023361869469667e-45,2.2459482607719126e-52,6.4694241980952969e-33,3.2295884456438025e-57,8.9028347142724688e-46,2.0298724720672851e-26,4.1201390536231649e-29,4.2175650824561517e-30,1.0944788174633192e-21,3.6530990891968202e-40,1.0788648421077386e-61,1.2645580652343972e-49,5.1196489869143294e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1445166314474279e-21,1.1444296329499207e-21,1.094450712617447e-21,1.8024211131937397e-22,1.5241536623114432e-22,7.6207431032040072e-23,2.9279378122052152e-25,2.6573453023712833e-25,3.4686733956506215e-25,1.916607618924665e-25,2.199620199867292e-25,2.7970556190049296e-25,1.1017830933782087e-25,1.4635643337804404e-25,9.0695544531471528e-28,3.8391821884912557e-28,3.2214646219413065e-28,1.6947005806263474e-28,1.4225793821951357e-30,1.8212447162855332e-27,7.1020063144901599e-28,2.8277325445805428e-28,1.874346520950808e-38,1.4254565038605922e-28,1.0437346104609965e-33,2.3028941478130564e-31,4.6952524573931349e-31,7.9483804982401723e-24,5.9691691816485539e-22,1.461333728532842e-25,1.9435476258351788e-27,2.1837886108580568e-26,3.5359595940680861e-29,1.1476516054094902e-31,3.6429225288954707e-38,7.4088940166731865e-32,8.7771821631718846e-32
1e-11,0.0023890065466098264,5.1007488080442911e-26,7.2143411349231286e-32,5.9591715207954962e-30,7.8366587004961633e-31,3.114838634953601e-34,0.0,0.0,5.098094435010942e-22,1.1635652122991281e-30,3.5042517513179543e-46,4.2923298638200097e-47,2.0740549373833206e-43,1.1632710360387295e-74,5.4722364614612836e-49,6.9802876023227214e-44,7.2876570927089316e-22,5.7013675472335668e-30,7.172763994113163e-80,2.6141841392483578e-73,1.033745924561147e-46,3.4484242452534445e-47,3.2995413405893724e-45,9.7047785275448696e-52,1.0754687010681663e-32,2.5312572610807692e-56,2.2646105555986749e-45,3.3743954080862757e-26,6.8492950719394635e-29,7.0111472252250868e-30,1.3360831132506161e-21,9.2918968280273136e-40,8.4478708936314271e-61,5.4481760678687491e-49,2.2061422224682147e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3971910808674608e-21,1.3970464703869661e-21,1.3360363980492275e-21,2.1989483453205543e-22,1.8594652902945087e-22,9.2972846159817385e-23,4.8635092527731277e-25,4.4174318747591997e-25,5.7616910786366164e-25,3.1862079928304924e-25,3.6565789219806598e-25,4.6496738470972e-25,1.8315971862736673e-25,2.4310672441373162e-25,1.506732434548784e-27,6.3814380127438583e-28,5.3547037260013229e-28,2.8168431926846249e-28,3.6184659972016786e-30,3.0245973934526049e-27,1.1805755916398962e-27,4.7049656520101439e-28,3.653049442527364e-38,2.3690820033461399e-28,2.6563556599773909e-33,5.8605248558317757e-31,1.1965238280777613e-30,9.7029143547419967e-24,7.2866838579692144e-22,2.4292030686721336e-25,3.2308668416831216e-27,3.6270353832733697e-26,8.9912986313042918e-29,1.941686181983839e-31,9.3439591879653978e-38,1.8842145169656877e-31,2.2321863256462651e-31
1.6383e-11,0.0023890065466098264,8.356965095844582e-26,1.7351368549153791e-31,1.4346371572885226e-29,1.8856685961177922e-30,9.7917565372543655e-34,0.0,0.0,8.3523742825979744e-22,2.7997370297797875e-30,1.2331237697875945e-45,1.3495335999904643e-46,6.5161707570661816e-43,4.3087791804692332e-74,1.3158930537535743e-48,1.6795229469528417e-43,1.1937834526229258e-21,1.3717184843564293e-29,3.0782640426192273e-79,9.6884085463159811e-73,3.2484460440917661e-46,1.082179490146609e-46,7.8025007458724452e-45,3.6023028164256725e-51,2.5875103004456541e-32,1.0323169252581101e-55,7.113880748117317e-45,8.1185025947138136e-26,1.6479036843588398e-28,1.6868214564801705e-29,2.1885763249754996e-21,2.9188218534470118e-39,3.444917859229128e-60,2.0209941524372378e-48,8.183993995639686e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2887449839343865e-21,2.2883970913712995e-21,2.1884639437159232e-21,3.5980822992539191e-22,3.0426018969367994e-22,1.5212908980857496e-22,1.169311262764597e-24,1.0627842373129609e-24,1.3852532355861379e-24,7.6659532590775299e-25,8.7974122681661887e-25,1.1186579402604635e-24,4.406723418972235e-25,5.8448710455789595e-25,3.6230268083912701e-27,1.5351708287041461e-27,1.2881771277806233e-27,6.7762883517603457e-28,1.1366583334728906e-29,7.270589730853051e-27,2.8402789475815149e-27,1.1328724040469588e-27,9.9291471475705638e-38,5.6986351062849148e-28,8.3464386666457939e-33,1.8413513694573326e-30,3.7617156197119846e-30,1.5893732268534781e-23,1.1935493243792753e-21,5.8442998061564301e-25,7.7731324883151903e-27,8.7194865432108671e-26,2.8240292039086857e-28,4.7434123855626472e-31,2.9459888980581927e-37,5.9184014771367667e-31,7.0113847456835727e-31
3.2767e-11,0.0023890065466098264,1.6717423689598072e-25,6.9381222187969137e-31,5.7521354603370711e-29,7.5441321752617536e-30,7.8507802447572147e-33,0.0,0.0,1.670673598916904e-21,1.1200247256068553e-29,1.6756759686974512e-44,1.0828497565870646e-45,5.2047042242685068e-42,6.7676021078334206e-73,5.2502175395927751e-48,6.7166035142482932e-43,2.3867411732945133e-21,5.4853244652598317e-29,1.9689003774405091e-77,1.5310548561350909e-71,2.5981494192667279e-45,8.5803608247299779e-46,2.9103120889968354e-44,5.7907546975166748e-50,1.0346951653028666e-31,3.2956502337796902e-54,5.6770777192982642e-44,3.246293038299674e-25,6.589753087119126e-28,6.7449881375944011e-29,4.3753420966706442e-21,2.3289589210159249e-38,1.097489164730369e-58,3.225861726336236e-47,1.3087856061618882e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5760380691819586e-21,4.5746474462568994e-21,4.3748929204591926e-21,7.1687901017962002e-22,6.0620983426436168e-22,3.0310092355434345e-22,4.6619454424468241e-24,4.2494895675673923e-24,5.5228240683876046e-24,3.0656982555324247e-24,3.5177653064509288e-24,4.4728791056533432e-24,1.7621894142396949e-24,2.3302454369001654e-24,1.4452509229817961e-26,6.1360777851486205e-27,5.1489440246611861e-27,2.7082450100178281e-27,9.0698475019705182e-29,2.8965028401112363e-26,1.1355825458890497e-26,4.5450535490623478e-27,4.7152496562706462e-37,2.2766883089485638e-27,6.6708731844328233e-32,1.4713763728981765e-29,3.0177135750410998e-29,3.1773273348866419e-23,2.3858053821204928e-21,2.3366630831504955e-24,3.108101612364343e-26,3.4749771169446677e-25,2.2514178806667051e-27,2.0192225994889273e-30,2.4072359435671835e-36,4.7203009933537366e-30,5.5919642478810886e-30
6.5535e-11,0.0023890065466098264,3.3447624612895587e-25,2.7751060470064908e-30,2.311568901303554e-28,3.018663609154542e-29,6.3079616854084815e-32,0.0,0.0,3.3420322142088253e-21,4.4809176983414071e-29,2.4410519717930738e-43,8.7074510146920679e-45,4.1504055879249945e-41,1.0441558065604071e-71,2.0893689575236817e-47,2.6835945595293306e-42,4.7700265423682808e-21,2.1927837250590539e-28,1.2595741920733603e-75,2.3905930499332596e-70,2.0774248282989927e-44,6.7436149243658988e-45,1.0244020768666128e-43,9.3507829269999354e-49,4.1361082803010409e-31,1.0496034853261738e-52,4.5191031020189001e-43,1.2975680865420904e-24,2.6342839918076182e-27,2.6960267529379753e-28,8.743164123977527e-21,1.8533702151663229e-37,3.4807791406263446e-57,5.1364859389792077e-46,2.0933409497485449e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1459744864253581e-21,9.1404198346695274e-21,8.7413702930116693e-21,1.4228699022838468e-21,1.2032291432498449e-21,6.015988077302417e-22,1.8525601125430483e-23,1.6983961395110388e-23,2.1946051040618407e-23,1.2256722416580264e-23,1.406078459756221e-23,1.7876634433992438e-23,7.0444159614713693e-24,9.2594715801582206e-24,5.7493375582820496e-26,2.4506481737417358e-26,2.0564827833103792e-26,1.0814397145337904e-26,7.2183306119245839e-28,1.149259845312493e-25,4.5378966912734726e-26,1.8284266127827432e-26,2.0723040475357561e-36,9.0843531656611505e-27,5.326432306470682e-31,1.1743265459807508e-28,2.4269489317923633e-28,6.3487730828275112e-23,4.7662893254812827e-21,9.337750963710629e-24,1.2422589530663962e-25,1.3797637500003225e-24,1.7886547713053347e-26,9.0480260939984582e-30,2.0065967684859587e-35,3.7531589684944006e-29,4.4461321925329851e-29
9.999999999999999e-11,0.0023890065466098264,5.1063404029694683e-25,7.1545905466504759e-30,6.0031008696765693e-28,7.7851902831518419e-29,2.9756748497643501e-31,0.0,0.0,5.1009679772657544e-21,1.1553590339294087e-28,2.0635324931201632e-42,4.1057747484619858e-44,1.931711118986256e-40,8.6873758240864512e-71,5.3411027208309078e-47,6.8948633304687545e-42,7.2712179244475675e-21,5.6465341246116774e-28,4.2970485977277555e-74,2.0320165057244983e-69,9.7154453143183722e-44,3.0600847081625331e-44,2.2182573968032561e-43,8.4542208041883455e-48,1.0650137513835281e-30,1.7994078046404646e-51,2.0967132982273988e-42,3.3406669281190487e-24,6.7834199897014401e-27,6.9410975259693711e-28,1.332520924835752e-20,8.5945730042663876e-37,5.9195190083958624e-56,4.5240192222207535e-45,1.8599936710029953e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3942819008967731e-20,1.3928534051422437e-20,1.3320597463321506e-20,2.1486685430684395e-21,1.8170235600072562e-21,9.0847200739902743e-22,4.7247488041488353e-23,4.3719635805322118e-23,5.5968915861006235e-23,3.1567731315228072e-23,3.6200368605403455e-23,4.6016901572330696e-23,1.8139670724746123e-23,2.3613441362537163e-23,1.4688892334930721e-25,6.301132917879016e-26,5.2879810421316842e-26,2.7798266729320631e-26,3.3479678080665173e-27,2.9239078284535739e-25,1.1678550086722001e-25,4.7538966933568336e-26,5.5535059630192378e-36,2.3323297840657357e-26,2.4849239074800178e-30,5.47417761873968e-28,1.1461443895734735e-27,9.6750865339507833e-23,7.2616096945174265e-21,2.4031928331024003e-23,3.1979587719259719e-25,3.5142817211698146e-24,8.2697960898455064e-26,2.7380357032305733e-29,1.0076059859845839e-34,1.7378263779251487e-28,2.0586164161873081e-28
1.31071e-10,0.0023890065466098264,6.6944439348405409e-25,1.1102797797149193e-29,9.3311028946096324e-28,1.2082325065910299e-28,5.0896375801950903e-31,0.0,0.0,6.6866895235864238e-21,1.7929769408699015e-28,3.7037885648502761e-42,7.0222293012463381e-44,3.2990249439037151e-40,1.5577916638377814e-70,8.2726164234195875e-47,1.0691420184722603e-41,9.5261001943615555e-21,8.7601705286302357e-28,8.0573844169010624e-74,3.6484091702803748e-69,1.6601298629888027e-43,5.2108697374914411e-44,3.2945457660402058e-43,1.5232902857705092e-47,1.6522686543724806e-30,3.3269916406691007e-51,3.5795414903336111e-42,5.1825681063183147e-24,1.0523962702324651e-26,1.0768127672171563e-27,1.7456029618576898e-20,1.4671924284119228e-36,1.0942302883110147e-55,8.1394617230946476e-45,3.3481017135612543e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8267286038125257e-20,1.8245130506630032e-20,1.7448877382332008e-20,2.802992917588042e-21,2.3703735186049502e-21,1.1851253422868511e-21,7.3140937870846675e-23,6.7822468812711899e-23,8.6641320701693038e-23,4.8977055484381891e-23,5.6159719097428277e-23,7.1386007629354005e-23,2.814230124120369e-23,3.6553879346239366e-23,2.2748109119066825e-25,9.7724345712981212e-26,8.201251966252874e-26,4.3109620620048254e-26,5.715489430585708e-27,4.5237943070311608e-25,1.8116015389202235e-25,7.3912760890776401e-26,8.6918905478440542e-36,3.6160038011752884e-26,4.2449503955077738e-30,9.3505934806776675e-28,1.9606251469350099e-27,1.2673835561655738e-22,9.5111991094694668e-21,3.7279071374105214e-23,4.9610676961037146e-25,5.4385993733446965e-24,1.41126958985895e-25,4.3907380232193899e-29,1.7350868730051637e-34,2.9661613019786338e-28,3.5136778794670596e-28
2.62143e-10,0.0023890065466098264,1.3407802296930859e-24,4.4435974386530565e-29,3.7992317112312035e-27,4.8388187683128046e-28,4.1398682454823259e-30,0.0,0.0,1.3383724525030927e-20,7.1766791697436123e-28,5.7238406612295525e-41,5.6783647158797683e-43,2.6056329415646988e-39,2.1885719390471687e-69,3.2428164606358912e-46,4.2276831149529195e-41,1.8996443981341562e-20,3.4952847277496776e-27,5.1516590165986502e-72,5.3420477046011757e-68,1.325161440972881e-42,3.9006494227167379e-43,9.4185951574486964e-43,2.5231761554605392e-46,6.5916578933830218e-30,1.0448012939616416e-49,2.8078303755039046e-41,2.066864274622518e-23,4.1990320728630358e-26,4.2944680705239694e-27,3.4791119956796271e-20,1.1495954756843113e-35,3.3805504186898988e-54,1.2776599859256234e-43,5.3534932332631575e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6435964655680537e-20,3.6347845196350785e-20,3.4762694796401354e-20,5.441489579720939e-21,4.6018681802354656e-21,2.3007008317014376e-21,2.851420083068154e-22,2.7038377622149397e-22,3.3774430630604995e-22,1.9550620425705654e-22,2.2397154943021949e-22,2.8458077529953207e-22,1.1228592297746934e-22,1.424797442284997e-22,8.9068812996154212e-25,3.8853330795097731e-25,3.2611511742662952e-25,1.7127972620414955e-25,4.4809222386920489e-26,1.7533385887064992e-24,7.2183877921256393e-25,3.0104029326811737e-25,3.5499386961494156e-35,1.432611618314778e-25,3.3711307659561002e-29,7.4119163520015244e-27,1.5950626342054829e-26,2.5252822304110362e-22,1.8937219977711492e-20,1.485421116739067e-22,1.9780408640680468e-24,2.1133501045939689e-23,1.0986424577988408e-24,2.3652873355198668e-28,1.5970254033602479e-33,2.3167129009979729e-27,2.7441270540273327e-27
5.24287e-10,0.0023890065466098264,2.6886066490568177e-24,1.7793447343379441e-28,1.5715882742556202e-26,1.9399323386543827e-27,3.4179030640183736e-29,0.0,0.0,2.6808359841854027e-20,2.8744401420353937e-27,8.8492757763651571e-40,4.5908694361098455e-42,2.0323937630474384e-38,2.7857497149575548e-68,1.2467056312335077e-45,1.6450483658673819e-40,3.7771383455434402e-20,1.3911278480130388e-26,3.288305139571188e-70,7.2981112959417257e-67,1.055362021960794e-41,2.7606453404118743e-42,2.3894336660011772e-42,4.3060873085876416e-45,2.6228116333161447e-29,3.2223748453565466e-48,2.16127383060374e-40,8.2185132208290002e-23,1.6712193758544488e-25,1.7076349607217757e-26,6.9102487976180917e-20,8.8301810531183623e-35,1.0098365392409687e-52,1.9690982356785456e-42,8.5529157145222111e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.2479930086526395e-20,7.2131427842525271e-20,6.899023832096514e-20,1.0273085522219953e-20,8.6886866559573822e-21,4.3434994879288563e-21,1.0852288241830535e-21,1.0743469722833093e-21,1.2852210027894781e-21,7.7879215815547988e-22,8.9058628703807859e-22,1.1306813268293727e-21,4.4689058747301877e-22,5.420687254348513e-22,3.4193663329150489e-24,1.5360049379579641e-24,1.2896182402030192e-24,6.762478352032426e-25,3.4480315727676331e-25,6.5994360611742918e-24,2.8657076897054098e-24,1.2361203584878603e-24,1.4265932513987368e-34,5.6262666292663821e-25,2.6605133750466508e-28,5.8256551140293445e-26,1.3077611978995282e-25,5.0127823430458078e-22,3.7537489686259962e-20,5.8962072082057457e-22,7.8612485639922003e-24,7.9906599164045213e-23,8.3353713778727044e-24,1.4209899316089535e-27,1.6132921612394232e-32,1.7693382626575657e-26,2.095449747903544e-26
9.999999999999999e-10,0.0023890065466098264,5.1501706855250478e-24,6.6338577073186871e-28,6.2068531550382288e-26,7.2484137537597649e-27,2.658869994698366e-28,0.0,0.0,5.1278744769745024e-20,1.0725694393307911e-26,1.2278980922794847e-38,3.3798839528946418e-41,1.4229076769004919e-37,2.8123835981620868e-67,4.3078194264023758e-45,5.7890390697479497e-40,7.125117979842493e-20,5.1278292593360517e-26,1.8975158361393713e-68,8.238662273638968e-66,7.6889938203504504e-41,1.6461828878151694e-41,5.2584814135051355e-42,7.0412872708908042e-44,9.6630676332553032e-29,8.74596829267869e-47,1.476691991996897e-39,3.0240218392148376e-22,6.1602672625213826e-25,6.2834004019462983e-26,1.3009175698596263e-19,6.010982290470367e-34,2.5789348093720179e-51,2.678236124270415e-41,1.2447808397842534e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3684116416284537e-19,1.355722031343421e-19,1.2968421008586246e-19,1.7678898430367085e-20,1.495399233546163e-20,7.47438341982749e-21,3.6879350859786934e-21,3.9475428563731228e-21,4.3663648799053445e-21,2.8751391359158115e-21,3.2769574463361205e-21,4.1539865067617433e-21,1.6472175210086138e-21,1.8408464810756656e-21,1.181679493275363e-23,5.5955134672734156e-24,4.7004299106473094e-24,2.4577243742448201e-24,2.3603919281205161e-24,2.1991366387369035e-23,1.0519069273263822e-23,4.71275878132412e-24,5.2757502555238637e-34,2.0262009586863248e-24,1.9113399912972009e-27,4.1465438820241748e-25,9.8408676692195981e-25,9.4254806276736977e-22,7.0401820357998402e-20,2.1622800411711018e-21,2.8894036166709922e-23,2.6807242257329094e-22,5.549657603321517e-23,8.5777378023122432e-27,1.6660116961922376e-31,1.1935323169922903e-25,1.4131468653697644e-25
1.0485750000000002e-09,0.0023890065466098264,5.4015207076422594e-24,7.1295514715474162e-28,6.6801595216584747e-26,7.790462183671804e-27,2.8954667365553359e-28,0.0,0.0,5.377741297488618e-20,1.1527385066582691e-26,1.3442426406187292e-38,3.6781262013216446e-41,1.5474478675226505e-37,3.0711105071183648e-67,4.62038940578139e-45,6.2121814863752018e-40,7.4669797972325536e-20,5.5093834129013669e-26,2.0879132764425033e-68,9.0053902048117096e-66,8.3663532042789537e-41,1.7860855161532046e-41,5.5514395507328455e-42,7.716302900234671e-44,1.0381947367879009e-28,9.6061144816740523e-47,1.6054080999844695e-39,3.2488852187518372e-22,6.6186434286022924e-25,6.750631287601058e-26,1.3631936426629799e-19,6.5345981266869041e-34,2.8319581183332691e-51,2.931604068927441e-41,1.3631518964595837e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4341308241031225e-19,1.4205013344064029e-19,1.3588166459830991e-19,1.8435105139061716e-20,1.5593741981533779e-20,7.7940776198850407e-21,3.9536971245749142e-21,4.2409245593529942e-21,4.6809801286601697e-21,3.0891968859556651e-21,3.5206295323688823e-21,4.4626958527649346e-21,1.7697827668532552e-21,1.9734645291009518e-21,1.2674255406268464e-23,6.0100294187220819e-24,5.0487075000590607e-24,2.639630739813861e-24,2.5662034668922883e-24,2.3563034631867116e-23,1.1300553148880744e-23,5.067757932890868e-24,5.6687872368032895e-34,2.1756463625675036e-24,2.0793402274857706e-27,4.5104613056660096e-25,1.0712182194667454e-24,9.8760607446261491e-22,7.375759340262764e-20,2.3228641044319911e-21,3.1041691702299702e-23,2.872860132721034e-22,6.0312201244494398e-23,9.3085125085309404e-27,1.8196546520696637e-31,1.2973370725634892e-25,1.5360465167034367e-25
