Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59)
1.31071e-10,0.001403831209071487,2.5707217085054403e-29,1.3043722524778337e-34,1.3047928039261881e-34,2.843130505227423e-33,3.2219123626359304e-39,0.0,0.0,2.3728367079763804e-23,1.7600561418282729e-31,1.6792125421494616e-50,4.4741079591017939e-52,1.0567045959142268e-49,3.492884725518805e-89,3.1126621765601978e-61,3.2580380579162093e-50,1.760372629733031e-30,5.8399010282999184e-38,9.6539608911481319e-86,6.9457808816349901e-80,1.0228794284675213e-50,2.054394991713215e-51,3.3153262863813312e-50,1.7607635682028961e-63,2.4947528405661942e-41,2.2555794047330261e-57,3.8975387384215831e-48,1.5222843747540581e-27,6.8619649297913944e-37,6.6474103972535216e-32,3.0778972327932504e-24,2.2094615323000154e-48,7.7138385379348395e-63,1.2945673709718245e-50,1.4827043461682395e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8702696181963072e-24,2.8657889690155475e-24,3.0786476417016816e-24,9.8860920651643349e-24,8.4812128706183995e-24,4.2416968411624803e-24,4.1996268058324096e-25,1.9369635661822463e-26,4.8898939196708197e-25,1.3721096628347011e-26,1.860855421984976e-26,1.8229158494018542e-26,1.0141634233062793e-32,2.0889063811714455e-25,2.4922129233195563e-29,7.2372894011327251e-30,6.7186187402111453e-30,1.0982128342980111e-30,1.0390089119063567e-30,4.7881332925021463e-29,1.3792266128320836e-29
2.62143e-10,0.001403831209071487,5.0432863377629058e-29,5.1318109719220375e-34,5.1358286768335924e-34,1.1186321444160945e-32,2.539100541666333e-38,0.0,0.0,4.7459913730550874e-23,7.0406416436099206e-31,1.4128932948998705e-49,4.9807005852331509e-51,1.6071350507184518e-48,8.9347199457560862e-88,2.3685030142684374e-60,1.554630070192845e-49,6.8202757543402123e-30,4.5347674127954932e-37,6.1318904817219284e-84,9.726386962398354e-79,8.2426986288038629e-50,1.4781379417454151e-50,8.508062969431391e-50,5.4467582507260635e-62,1.9371047843482203e-40,6.9821416501989114e-56,3.0115361632861158e-47,6.0554129329810136e-27,5.3284146540922398e-36,2.644234701432467e-31,6.1160056458893602e-24,3.3645314379417781e-47,2.357090778313566e-61,2.002584330825701e-49,2.7858154212449239e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.7132219093071221e-24,5.6954690150210311e-24,6.1189749923754103e-24,1.8870815153350622e-23,1.6188356933162876e-23,8.0982045022049276e-24,1.6140368558075402e-24,7.7065252150058119e-26,1.8794014241417808e-24,5.4663659291505364e-26,7.4021876226189594e-26,7.2522735656467867e-26,7.8751212876917125e-32,8.0299125182743409e-25,9.5478619938441029e-29,2.8501764637582423e-29,2.6472872658917655e-29,4.2207897529070257e-30,7.9840998659232807e-30,1.8766007531270197e-28,5.4710160442832807e-29
5.24287e-10,0.001403831209071487,9.7130999860934526e-29,1.9874457685754278e-33,1.990623840869589e-33,4.3323401262982834e-32,1.9724379857101457e-37,0.0,0.0,9.4931957182656574e-23,2.8165682856284039e-30,2.1208282466082071e-48,5.3757266034635942e-50,2.3307897661581685e-47,1.9479361684080047e-86,1.7212422816012594e-59,6.8414128122342549e-49,2.5678779071472388e-29,3.42846328233814e-36,3.8589946564476955e-82,1.2470278588252349e-77,6.6764552872828749e-49,9.8057330440291105e-50,1.9468440570301734e-49,1.6340404721970143e-60,1.4643658482543681e-39,2.0955414921285177e-54,2.2528408901530403e-46,2.3955853827754963e-26,4.0284917544738825e-35,1.0460849803248079e-30,1.2075426918321127e-23,4.8962381851011018e-46,6.8966218134052347e-60,3.0020165909443423e-48,5.6509215846203798e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1318455249148633e-23,1.1248774766055553e-23,1.2087051522189141e-23,3.4532480238100762e-23,2.9621104476365906e-23,1.4824373755302216e-23,5.9837109651480924e-24,3.0500178224118713e-25,6.9679993027585682e-24,2.1690641504065969e-25,2.92837676141898e-25,2.869851524075286e-25,5.9538966443370804e-31,2.9780297266858324e-24,3.5174199459725783e-28,1.1071867288213797e-28,1.0293573920533209e-28,1.5648036820943535e-29,5.9154126735560667e-29,7.2115580210667927e-28,2.1540110556580936e-28
9.999999999999999e-10,0.001403831209071487,1.729598908882508e-28,6.96463537795844e-33,6.9859373168599324e-33,1.518205837744599e-31,1.3716072997389992e-36,0.0,0.0,1.8111078620608998e-22,1.0485576401003864e-29,4.2638200866045208e-47,5.1012010353253224e-49,2.8333450184395768e-46,3.085414572817481e-85,1.0617266749214279e-58,2.6102636159581578e-48,8.5887681453364263e-29,2.2778048119770716e-35,2.1593714898704532e-80,1.3100798163975544e-76,4.996617073418325e-48,5.3399061553892235e-49,3.9068888042583213e-49,4.2319127665221986e-59,9.7268337368963508e-39,5.4156864253728721e-53,1.4630079259989676e-45,8.7293462854248784e-26,2.6764518935290683e-34,3.8118452627025115e-30,2.2482080170969534e-23,6.0101244320204496e-45,1.6972344240230895e-58,3.8854283107740947e-47,1.109940403851758e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.1205674792350511e-23,2.095560739113671e-23,2.252359094926484e-23,5.6484943841304873e-23,4.84445460339136e-23,2.4261452823435725e-23,1.9466302107917751e-23,1.1122589390206521e-24,2.2671040406823517e-23,7.9491409917864828e-25,1.0670752479940273e-24,1.0462885916645947e-24,3.9556459398381193e-30,9.6939574013070582e-24,1.1305907094548385e-27,3.9162328428444083e-28,3.6468087159343194e-28,5.0908511087226192e-29,3.7860456199388157e-28,2.4890699844985373e-27,7.7949943626734511e-28
1.0485750000000002e-09,0.001403831209071487,1.8070277027488079e-28,7.4728556394938231e-33,7.4960082043408981e-33,1.6289921866670592e-31,1.4915214224752609e-36,0.0,0.0,1.8991049657728713e-22,1.1268657942194384e-29,4.6775425148310283e-47,5.5671926065344439e-49,3.0988578864536736e-46,3.3805755478939838e-85,1.1525638789739355e-58,2.8069397471753838e-48,9.2035605586613558e-29,2.4753832013585461e-35,2.3759242506024249e-80,1.4311185293553e-76,5.4386478625355453e-48,5.7850371340184846e-49,4.1070287491339245e-49,4.6473477263406612e-59,1.0570513387632798e-38,5.9472839964177562e-53,1.5893917653758227e-45,9.3760858864998881e-26,2.9086092069319362e-34,4.0942567286840966e-30,2.3544702343891864e-23,6.5738221180228639e-45,1.8634967042236739e-58,4.2515153939636242e-47,1.2175061419278042e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2215257648633678e-23,2.1946770959850031e-23,2.3589264796038431e-23,5.8726507388077079e-23,5.036660549761942e-23,2.5225071887313711e-23,2.0843007946858543e-23,1.1946878749348752e-24,2.4274476137253337e-23,8.5393439767165353e-25,1.1461325578693459e-24,1.1238209789693608e-24,4.2987613236467822e-30,1.0379720007741459e-23,1.2101188626148472e-27,4.2030642201426312e-28,3.91407637113298e-28,5.4508954080133035e-29,4.1122360938731637e-28,2.6695914993818497e-27,8.3709945227243072e-28
2.0971510000000003e-09,0.001403831209071487,3.1619042646222033e-28,2.6669338063017303e-32,2.682476637288758e-32,5.8136240704990607e-31,1.0754770324145902e-35,0.0,0.0,3.7999538414585568e-22,4.5092539336347034e-29,1.0300734844402602e-45,5.4206712068884508e-48,3.553352635478163e-45,4.3476271971230227e-84,6.7528994977425074e-58,1.09371723368712e-47,3.0570612643136179e-28,1.6642285659491307e-34,1.3903285816790139e-78,1.4623276524874744e-75,4.4305144355345938e-47,2.9587488877735767e-48,8.1812661402252199e-49,1.215696312379362e-57,7.103499322816053e-38,1.5372366815723125e-51,1.0166595745778631e-44,3.5950121213889882e-25,1.955491012730286e-33,1.5698217291721463e-29,4.4815682976858759e-23,7.7432665464602923e-44,4.3938417199036636e-57,5.4749316129327773e-46,2.6405052859174636e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.2822468025088e-23,4.1824279171689351e-23,4.4979724740679673e-23,8.9175020484112332e-23,7.6463832286470783e-23,3.8335150762136534e-23,6.5955266273305089e-23,4.5875549423914791e-24,7.6826919252402809e-23,3.310767232759608e-24,4.3945023235281285e-24,4.3132606909887694e-24,2.8900946238442309e-29,3.2874351314795188e-23,3.7384337743197346e-27,1.5413511990410689e-27,1.439053119796739e-27,1.7250200249493736e-28,2.5863116130492971e-27,9.233567777337328e-27,3.1857101274121642e-27
4.194303e-09,0.001403831209071487,5.01658399753197e-28,8.7582472198105423e-32,8.8525691807311971e-32,1.9092050982532924e-30,7.1894884096750325e-35,0.0,0.0,7.6060722285275282e-22,1.8049780774980958e-28,8.9440727091753618e-39,-3.2742869751219089e-39,-1.8486455843470059e-39,3.8386876196521416e-83,3.2605815566603372e-57,-1.690537770863085e-39,9.1631650730954687e-28,1.0156939651929414e-33,1.9491345451203193e-69,1.2627662920300845e-39,-1.1681305225305279e-40,-1.7269426931655142e-39,1.8838125432705812e-42,2.8415477504556529e-56,4.3314164243133662e-37,3.4575759664957577e-50,5.6213402999229167e-44,1.3271317564918819e-24,1.1934538863053802e-32,5.7950529885758063e-29,8.1591377183973837e-23,7.5555209077222301e-43,8.3974815817637508e-56,6.1201813212502078e-45,5.3463652240805359e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.9781201940764754e-23,7.6310331144929058e-23,8.2151351021818548e-23,1.1714424468654639e-22,1.0041934558616192e-22,5.0404596537914152e-23,1.8441853704108702e-22,1.6980941114667136e-23,2.1485953206098277e-22,1.2470431986297565e-23,1.6222430982579198e-23,1.5951024179757805e-23,1.763836817200088e-28,9.2014211860676886e-23,9.9929873296957259e-27,5.397341372383951e-27,5.056429925836741e-27,4.8242067526705725e-28,1.4212110566721463e-26,2.8491598502677357e-26,1.1741453275669462e-26
8.388607e-09,0.001403831209071487,6.9743671660104494e-28,2.569533240597634e-31,2.6201503678201111e-31,5.6013041348746928e-30,4.3381611259377398e-34,0.0,0.0,1.523177771608768e-21,7.2281791412164702e-28,-1.3480785772332361e-37,1.2562011843889815e-38,-8.8319279354603564e-39,2.1538166693630545e-82,1.2293625425153983e-56,4.9720952335206477e-39,2.4175744661102747e-27,5.4970690798519494e-33,-6.0653489652061272e-68,-8.3571894788572884e-39,4.2788861606559473e-40,4.0263553939724443e-39,-1.5481697139161656e-42,5.8519178735099555e-55,2.3399314490700182e-36,6.4998914260383202e-49,2.5771758887655014e-43,4.5905821820507393e-24,6.4591216084487088e-32,2.0044690173977702e-28,1.3758389197529931e-22,5.811475647633777e-42,1.2103771628400344e-54,5.7000754443505053e-44,9.4458586694440035e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3986219029940884e-22,1.2913956642795706e-22,1.3925971871838411e-22,1.3386559876027134e-22,1.1472265209651347e-22,5.763817888159447e-23,4.5495266217032085e-22,5.8997539520139262e-23,5.3014185941473258e-22,4.4607208845948807e-23,5.611205455955816e-23,5.5334249633916255e-23,9.5459502897832221e-28,2.2719914826469957e-22,2.2784382892829321e-26,1.7795970296072751e-26,1.6738054245842007e-26,1.1905450286956977e-27,6.7203727995897477e-26,7.4117295540819202e-26,4.1177595844481891e-26
9.999999999999999e-09,0.001403831209071487,7.2562311062636076e-28,3.3571359746206695e-31,3.4425937721095077e-31,7.3181839601585033e-30,8.0006909515296906e-34,0.0,0.0,1.8167834007323829e-21,1.1402434615630462e-27,-1.4077285927707127e-37,1.2301704853732971e-38,-6.6243654786455038e-39,-1.4994015640629582e-64,-5.7774377542305807e-39,5.1017215569532086e-39,2.9918551105743305e-27,9.3478061849641785e-33,-8.0261431374290592e-68,-6.7791352281689866e-39,5.4773958796656605e-40,3.6958719025304333e-39,-8.1908947290325857e-43,2.5242886087183693e-54,3.9712952189658127e-36,2.4436555327019134e-48,3.9245914923918532e-43,6.4716135810038218e-24,1.0983774591147952e-31,2.8257637253045576e-28,1.5080403981856303e-22,1.122587879522664e-41,3.399665394921618e-54,1.2911769828063483e-43,3.4513722175417521e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5566559629061264e-22,1.4173735258593824e-22,1.529422629926416e-22,1.3501890933594639e-22,1.1570481855365874e-22,5.8136931380706974e-23,5.6340111115381331e-22,8.3394979892301546e-23,6.5653980885098138e-22,6.4228196607276756e-23,7.9102677378143227e-23,7.8141245343424071e-23,1.6232662428215271e-27,2.8141562415834847e-22,2.7099931193140984e-26,2.475295350968648e-26,2.3321807999732247e-26,1.4747213365044331e-27,1.0760005907303605e-25,8.963893263468714e-26,5.8932594374369026e-26
1.6777215e-08,0.001403831209071487,8.4416976708091941e-28,6.6696445079591735e-31,6.9016355925724048e-31,1.4539056649260931e-29,2.3404600532835551e-33,0.0,0.0,3.0516332938255033e-21,2.8958565748774677e-27,-1.6586053063041704e-37,1.1206902754992435e-38,2.6602258009259525e-39,-7.8056017095215488e-64,-3.0076251147076307e-38,5.6469054218216834e-39,5.4071711742977495e-27,2.5543280082283593e-32,-1.627287356005213e-67,-1.4213671906628152e-40,1.0518101682234258e-39,2.3059206768187834e-39,2.2472844939665851e-42,1.0679764066426891e-53,1.0832503510049583e-35,9.9874780291187353e-48,9.5915673574543054e-43,1.4382876824952274e-23,3.0013611548453887e-31,6.2799743454614687e-28,2.0640548792314371e-22,3.3997837111983385e-41,1.2607398732342602e-53,4.3242796059848924e-43,1.3994442751585057e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2213174088394042e-22,1.9472126483866776e-22,2.1048846326387404e-22,1.3986951606759017e-22,1.1983562540578095e-22,6.0234590311999797e-23,1.0195148308842947e-21,1.8600601199423074e-22,1.1881457416610333e-21,1.4675037001307429e-22,1.7579690021854109e-22,1.7406316720073152e-22,4.4355712364055776e-27,5.0943989488161485e-22,4.5250313299862768e-26,5.4012712606350856e-26,5.1011834391289938e-26,2.6699132828055416e-27,2.7749940760002495e-25,1.5492001039605159e-25,1.3360676905536201e-25
3.3554431e-08,0.001403831209071487,9.2033859254526258e-28,1.5609802552451942e-30,1.6471305981239733e-30,3.4027455511953129e-29,1.1441171115967806e-32,0.0,0.0,6.114436197778117e-21,1.1603918760729922e-26,-1.6401223069691999e-37,3.7955288302458331e-38,-1.0316842405170861e-38,1.8495557644243762e-63,5.0262815689103176e-38,-5.1643904683546419e-39,9.7171635584217689e-27,9.759317003602239e-32,-5.6198882201342168e-68,-1.0648847038658789e-39,-5.0119204698566163e-40,-2.8700739083079703e-39,2.2371375447354641e-43,1.7393140443217906e-52,4.1071408471022043e-35,1.253494438652108e-46,2.9119360563937902e-42,3.976311386644754e-23,1.1467260380311028e-30,1.7360529668319147e-27,2.6746398991269592e-22,1.4791290532410704e-40,9.5346251139732552e-53,2.6712609780559153e-42,1.7208051543199382e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.0777939668994582e-22,2.537524441956295e-22,2.7504749443639571e-22,1.4135840922000213e-22,1.2106363601231258e-22,6.0858621476169384e-23,2.1576387528272101e-21,5.1789780820591338e-22,2.5146744087928754e-21,4.2991755213684082e-22,4.8596964146836109e-22,4.8329194438015568e-22,1.6945765811000981e-26,1.0784909949837575e-21,8.2489315260541705e-26,1.4736568843635942e-25,1.3974498875838533e-25,5.6589693210867177e-27,1.0428060419969711e-24,2.5666442991126663e-25,3.8864539287001709e-25
6.7108863e-08,0.001403831209071487,9.4917020565632797e-28,3.40501144549085e-30,3.65335158544424e-30,7.4225286426432251e-29,5.1812109543373922e-32,0.0,0.0,1.2246780095980455e-20,4.6487175102630017e-26,-1.1417609201180432e-37,8.2465785625317828e-38,4.8984590511980576e-39,-5.1708479623036707e-64,3.9533343726543725e-39,1.7706025039713245e-39,1.3654597973885046e-26,3.0008454920291148e-31,-7.336349407966736e-68,-1.4520200913756114e-40,5.3200280900002338e-40,9.5422017910262067e-40,9.6269739688527885e-43,2.4366678567565941e-51,1.2429908242406076e-34,1.310124874834518e-45,7.4515557377403829e-42,9.7137840144341558e-23,3.5259892811814651e-30,4.2406046756861893e-27,3.0227609243146523e-22,4.8153348486138671e-40,5.4915071552281569e-52,1.3717018187286515e-41,1.7796022641430737e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6805826274314643e-22,2.8805745888838619e-22,3.1291675973740977e-22,1.4221843090790408e-22,1.2170992757383042e-22,6.1183028338599691e-23,4.4357029009460317e-21,1.272899620915005e-21,5.169857205708971e-21,1.1072741950172462e-21,1.1870230351596315e-21,1.1842863268018284e-21,5.2097912840394095e-26,2.2175201291180606e-21,1.4764436751856721e-25,3.61087650762051e-25,3.4376736927758526e-25,1.1668995220934811e-26,3.7723608961487928e-24,3.518173746738693e-25,1.0000026161010041e-24
9.999999999999998e-08,0.001403831209071487,9.5316280275406292e-28,5.2280412464601531e-30,5.6219638439137081e-30,1.1396667437102261e-28,1.3489284961153849e-31,0.0,0.0,1.8260110854173869e-20,1.149371476465882e-25,-3.2545163925667274e-37,2.4358600150388602e-37,3.7142968673910279e-39,2.1368385241517073e-64,1.91828230730635e-38,2.837756659962877e-39,1.4662987697614507e-26,5.2848530160920656e-31,-1.1961020311719705e-66,-1.67436284963493e-39,2.2358058997547546e-39,1.2731920208675857e-39,2.0747739779433262e-43,1.4940154701421591e-50,2.1393147285237001e-34,6.4304327002685814e-45,1.2109669572675896e-41,1.5554779726439491e-22,6.2096362542556124e-30,6.7897946719503138e-27,3.0795746175688603e-22,8.4971665066042171e-40,1.53964548349157e-51,3.663487455153134e-41,8.69488011083846e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.8069073560408004e-22,2.9380422400468572e-22,3.1935063782303586e-22,1.4295426992135564e-22,1.222519442918157e-22,6.145407529550869e-23,6.6688391189463192e-21,2.0436465589062013e-21,7.7726751655138921e-21,1.8176955787651778e-21,1.9004977075071761e-21,1.897066536418473e-21,9.1730426491872188e-26,3.3340865394295484e-21,2.0873135283969547e-25,5.859071438460207e-25,5.5946467348019961e-25,1.7613746023562758e-26,8.6714981156707467e-24,3.9619514655172368e-25,1.6477553701588964e-24
1.34217727e-07,0.001403831209071487,9.5731643227168295e-28,7.1245988523109954e-30,7.6699756481016197e-30,1.5531094177318282e-28,2.213244643839442e-31,0.0,0.0,2.4515975777437713e-20,1.8614789580852192e-25,-5.4524851029218959e-37,4.1120463874083888e-37,2.4823741664751898e-39,9.7392641014468875e-64,3.5026558931151503e-38,3.947952077550128e-39,1.5712048551794773e-26,7.6609808442158571e-31,-2.3641237007969474e-66,-3.2651989517505119e-39,4.0083280543157753e-39,1.6050288741268946e-39,-5.7820270058093078e-43,2.7947941552901943e-50,3.0717898405982094e-34,1.1757256620240297e-44,1.69556579475608e-41,2.1631358857211693e-22,9.001522089306789e-30,9.4418005105838933e-27,3.1386797632995853e-22,1.2327496559745014e-39,2.5700896291373475e-51,6.0477071082984257e-41,1.5889070128877999e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9383271083255375e-22,2.9978277196070993e-22,3.2604401190387828e-22,1.437197873456464e-22,1.2281582203448714e-22,6.1736054321520866e-23,8.992043861346876e-21,2.8454798403238887e-21,1.0480471930925249e-20,2.5567702104524013e-21,2.6427487753192367e-21,2.638595131908047e-21,1.3296142840129392e-25,4.4956871434283859e-21,2.7228214425719429e-25,8.197942252997773e-25,7.8386164309061531e-25,2.3798264973070466e-26,1.3768231011013996e-23,4.423627960004094e-25,2.3216337739930701e-24
2.68435455e-07,0.001403831209071487,9.5890863280794483e-28,1.4575545909657322e-29,1.5411516695479573e-29,3.1775197437633202e-28,9.0253716509509302e-31,0.0,0.0,4.9056053593170286e-20,7.4506538357163487e-25,-6.5253652792946178e-37,5.1549017991385485e-37,-2.6988338551906812e-40,1.5927300023234694e-64,7.999791834286519e-39,2.0487257730173957e-40,1.6327430470320582e-26,1.7346643625966554e-30,-2.1579714589422705e-67,-4.9947537084971212e-40,4.20781337352416e-39,4.3894834553780464e-41,8.4631580460673001e-44,2.6970445522212229e-49,6.521593342010762e-34,9.275142094644935e-44,3.6127960945542595e-41,4.5639472831567622e-22,2.0381499807418046e-29,1.9915404990933762e-26,3.1601665727246538e-22,2.6591773615798637e-39,1.0262511684715089e-50,2.3443227999284325e-40,1.2504733274635163e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0008596198015229e-22,3.0212349191094558e-22,3.2880258637284631e-22,1.4671109167790649e-22,1.2501787723272498e-22,6.2837084838310098e-23,1.8104839149946932e-20,6.0140632361446475e-21,2.1101834298192764e-20,5.5010041455558665e-21,5.5735120104302234e-21,5.5504056348807223e-21,3.0087070347684622e-25,9.052077893363617e-21,5.2259732341707631e-25,1.8049420210077808e-24,1.7365977778715693e-24,4.8491753685410039e-26,5.1608747260258075e-23,5.7473436823964615e-25,5.0679243104701334e-24
5.36870911e-07,0.001403831209071487,9.5921194121856609e-28,2.9479700140109109e-29,2.9672641297050829e-29,6.4273680167487007e-28,3.5256897716654472e-30,0.0,0.0,9.8136707393459299e-20,2.981295894255487e-24,-5.5609421184284447e-37,5.1131504851559317e-37,2.1337114443096409e-40,1.3337515348426386e-65,4.1520078629558313e-40,-1.1875956067875892e-40,1.6527422118367766e-26,3.695645200351605e-30,6.0142433630668108e-67,6.5396022260072818e-41,3.8334552394521212e-39,-4.7858083099316047e-41,-4.8222203158204095e-44,2.3406521617353047e-48,1.230411179905699e-33,6.4583768796762484e-43,7.454550644520947e-41,9.3740768487418186e-22,4.3420237689273633e-29,4.0882771561330996e-26,3.1632076176899759e-22,5.0525740543469043e-39,3.5551982784285876e-50,8.0043590567097488e-40,8.6973721568368287e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0108184277889249e-22,3.0269346477934028e-22,3.2969411109625397e-22,1.5269353517197692e-22,1.2942183037433483e-22,6.5039062349306193e-23,3.6330844318260522e-20,1.2355589665081054e-20,4.2345045129227642e-20,1.140073829277767e-20,1.1438186638427286e-20,1.1307481811179836e-20,6.401755590985535e-25,1.8165066225021346e-20,1.0364648062989931e-24,4.0210596537143391e-24,3.910339574088869e-24,9.9618465820507277e-26,1.9769299936450744e-22,8.270147815335408e-25,1.0823878042150496e-23
9.999999999999997e-07,0.001403831209071487,9.5945476198032488e-28,5.5192761665010682e-29,5.068393827909279e-29,1.2035945098556411e-27,1.1766315871617829e-29,0.0,0.0,1.8281572550595685e-19,1.069858589813623e-23,-4.6179085095764144e-37,4.8848657225549837e-37,2.3676117225736254e-40,-2.7281056727591913e-66,-1.3973678267623209e-40,-7.3628651323167578e-41,1.6744399559866793e-26,7.130692248643612e-30,3.5232808165079101e-66,4.8598030033576155e-41,3.5915671546614439e-39,-2.899585195311423e-41,-1.3152962371434598e-44,1.6861912348461071e-47,1.9481437728111809e-33,3.4832281535132829e-42,1.4098065200699072e-40,1.7692112587237767e-21,8.3773669010707525e-29,7.7082716271737462e-26,3.1651047626142588e-22,8.0233911536781719e-39,9.6720474838690267e-50,2.1631037587972984e-39,4.6883335998283006e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.014969495383621e-22,3.0330872876024871e-22,3.3082947038877194e-22,1.6301545526752075e-22,1.3702027030561003e-22,6.8838283483643654e-23,6.7777423969858817e-20,2.3296053268915184e-20,7.8997427034270552e-20,2.1579945719545097e-20,2.1554886618174664e-20,2.1002903783559226e-20,1.2323026869211256e-24,3.3888329844338898e-20,1.9690975008412411e-24,8.6690151953085881e-24,8.5824705354435888e-24,1.9383025173032654e-25,6.8645532904743258e-22,1.2608237561017105e-24,2.16296126302808e-23
1.0737418230000002e-06,0.001403831209071487,9.5949342516529777e-28,5.9286929094337096e-29,5.4029466296768623e-29,1.2928971920390363e-27,1.307843123147136e-29,0.0,0.0,1.9629875931613852e-19,1.1927372962094216e-23,-4.4677537922012377e-37,4.8485170349921597e-37,2.4048545417552851e-40,-5.2861574338511279e-66,-2.2809682949499318e-40,-6.6442673140032698e-41,1.6778947836936936e-26,7.6776383106557592e-30,3.9885140063721805e-66,4.5923366318981241e-41,3.5530524753676904e-39,-2.599250937843019e-41,-7.5690554041001523e-45,1.9174062942885266e-47,2.0624248902889204e-33,3.9350122250859435e-42,1.5155880151509934e-40,1.9016553512467246e-21,9.019895228620451e-29,8.2846659800330193e-26,3.1654068358990829e-22,8.4964201080400981e-39,1.0646004037535821e-49,2.3800748237114094e-39,5.2963503825271613e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.01563044996216e-22,3.0340669429222681e-22,3.3101024820208322e-22,1.6465896508537574e-22,1.3823013344268502e-22,6.9443215238267633e-23,7.278451198419768e-20,2.5038050802159923e-20,8.4833409966817665e-20,2.3200732083808591e-20,2.3165720221525887e-20,2.2546659310859989e-20,1.326584248780417e-24,3.6391869678775993e-20,2.1175961305288011e-24,9.4090868578340113e-24,9.3263915340769563e-24,2.0883114242384081e-25,7.6427860998702857e-22,1.3298970779426923e-24,2.3350157908711556e-23
2.1474836470000003e-06,0.001403831209071487,9.6003070733383201e-28,1.1889547516367643e-28,9.0614895450142925e-29,2.5939461061194513e-27,4.5120971273338736e-29,0.0,0.0,3.9262553819624531e-19,4.7714234980692881e-23,-3.5760720463633242e-37,5.6005594963344578e-37,2.0314696422579021e-40,3.4673318507551555e-65,1.4604074109132556e-39,-1.3948569523017785e-40,1.7274147908399845e-26,1.5877428756094476e-29,2.9859963117324384e-65,-4.6773008086959389e-41,2.4019003510361663e-39,-5.4632605351143276e-41,-4.1976788144998977e-44,1.5321189417990497e-46,3.0228332095431972e-33,2.0975202184457439e-41,3.0628675317797395e-40,3.8389179196588403e-21,1.8651755852632804e-28,1.6688594881067685e-25,3.1696126250540286e-22,1.2471155560446181e-38,2.7669474333826585e-49,6.1652135895559123e-39,2.8224338615624198e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0242454152536631e-22,3.0474706176393911e-22,3.3361823193830444e-22,1.8859201281549693e-22,1.5584834055022995e-22,7.8252319689740129e-23,1.4569847669968429e-19,5.0398764074967002e-20,1.6981791242613695e-19,4.6796879973418918e-20,4.6612109582751711e-20,4.3978278445225541e-20,2.7297239036573196e-24,7.2848783780266747e-20,4.4829970861526947e-24,2.3832420950902187e-23,2.4431616316949139e-23,4.550960347488829e-25,2.9405206027637521e-21,2.3353845459027773e-24,5.2454335499126114e-23
