Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173)
4.1271951350000016e-06,0.0027113218211469925,4.3816125572082099e-17,1.5969136923500052e-17,9.6173377991203718e-15,5.0894375384004123e-16,1.8519085184729583e-13,0.0,0.0,6.2058556239820039e-13,1.1901834931761689e-15,6.4874451274637871e-23,8.2033010171304998e-25,2.980744375053875e-25,-2.1018317701575282e-47,3.1866696792320608e-35,5.8768488862562133e-27,3.9609223359155845e-14,2.8454218105597674e-16,3.2256719204437924e-40,-1.491297181448703e-34,1.158033616559592e-24,1.2266594898953908e-28,2.3802886800610977e-28,1.0958266777263967e-22,1.0885980989689821e-19,3.5852476819646899e-27,7.9584227507006553e-27,4.4280670322818051e-13,3.1627796208534309e-15,9.3693767266637453e-17,1.4404266444698609e-14,2.904230324638016e-23,1.1717611267401095e-33,1.7133147455951581e-25,8.8375366490900436e-26,0.88168480800000004,0.0,0.0094599999976514599,0.10884999999533335,3.2538309507217646e-14,2.4280985535489455e-14,3.3399471719647312e-14,8.5839864173048614e-15,1.7398162626434621e-15,1.6726139866579672e-15,1.3249118537998344e-14,4.8557093970707262e-13,5.4265949894061593e-14,7.6950403188801768e-13,5.6342599243529483e-13,4.6043321850839766e-13,5.4051101978877473e-13,1.2627387153238392e-14,1.2510068955741882e-14,7.7994678467994895e-14,7.8738371240510813e-14,1.0706306873499203e-13,7.7009777272576775e-14,8.5121878245942314e-16,1.6619495140470278e-13,7.5415939747286764e-16,1.7780611032894988e-23,1.3739976273830965e-14,1.9442002716759224e-13,8.6617448665284248e-14,4.7359428588361885e-15,6.3543198098524675e-15,7.6293585604931186e-15,1.177240598174456e-13,9.1400666656140461e-14,2.8965019045766046e-14,1.8242837012096713e-13
4.664066047000002e-06,0.0027113218211466746,4.73019011972032e-17,1.7593418091737255e-17,1.0433913882062598e-14,6.1899759675133189e-16,2.3196924855205294e-13,0.0,0.0,7.6472778798077182e-13,1.6538488251938932e-15,9.1042883417698556e-23,1.1372551625892178e-24,3.7386269481418612e-25,5.8319194513264567e-48,2.1560513531589047e-33,7.1705496048094099e-27,4.4521328014076727e-14,3.5645006338700614e-16,5.1557481682486863e-40,-3.3987426688887972e-34,1.6610661399761747e-24,1.4995437401121501e-28,2.9029514488349107e-28,1.5510517864959094e-22,1.2313813556696354e-19,5.5168442232076271e-27,1.0252695404285717e-26,5.4128442692432677e-13,3.961731883822533e-15,1.1116424000559943e-16,1.5285367359918493e-14,3.2854070542723365e-23,1.5892638994193986e-33,2.3226113513657137e-25,1.3188595894250066e-25,0.88168480800000004,0.0,0.0094599999973225164,0.10884999999467967,3.5525502348875613e-14,2.581991027556713e-14,3.6536099913125667e-14,1.0817856723151486e-14,1.9842778462288693e-15,2.082890138877345e-15,1.512247736650161e-14,5.3758522016510135e-13,6.8466847657198812e-14,8.6351833456690367e-13,6.2181753406723717e-13,4.965039600665527e-13,6.1743111741025061e-13,1.5752269525329857e-14,1.3521202089652116e-14,9.6265770772435718e-14,9.9183933928097006e-14,1.3340430295969366e-13,8.3280022460418777e-14,9.5470291820168722e-16,2.1092261455215232e-13,9.4262302009088542e-16,1.9227907279322319e-23,1.5342833440078954e-14,2.4191883139079592e-13,9.6782994627810543e-14,5.9254783145052072e-15,7.4142993553328787e-15,7.9588472977299526e-15,1.2360550848871618e-13,1.0883582039742698e-13,3.1467102731492127e-14,1.9831661336796992e-13
5.200936959000002e-06,0.0027113218211463983,5.0594801822040117e-17,1.9130817668227025e-17,1.1171765936746198e-14,7.3722995082136243e-16,2.823634938462467e-13,0.0,0.0,9.2074048273407536e-13,2.2182033330861759e-15,1.2346209741047633e-22,1.5192291112995864e-24,4.5861193868269784e-25,2.8939946346126342e-48,7.2438713299140436e-34,8.5427173072711385e-27,4.9511068465316521e-14,4.3682652303147667e-16,7.8058809249446199e-40,5.5624000820546793e-35,2.2903330586505607e-24,1.7946881954513506e-28,3.4566622776231814e-28,2.1069101278604195e-22,1.3764890083473533e-19,8.0830595897371812e-27,1.2838150174513539e-26,6.4779609338006467e-13,4.8547367196135839e-15,1.296449729662475e-16,1.6122213309668681e-14,3.6727908705572872e-23,2.0778993321554846e-33,3.0352850686319069e-25,1.8811206841623976e-25,0.88168480800000004,0.0,0.0094599999969897566,0.10884999999401924,3.8441977732924718e-14,2.7219021025366961e-14,3.9550633398895467e-14,1.3253807329652756e-14,2.2280515982253762e-15,2.5297273607370259e-15,1.6990867540481966e-14,5.8756407648996201e-13,8.396337017855887e-14,9.5557495068610711e-13,6.7721222619792269e-13,5.2913804220739024e-13,6.9563149280999192e-13,1.9159285241573086e-14,1.4435415571679601e-14,1.1586458646622403e-13,1.2179966950035493e-13,1.6168654284053614e-13,8.8948414100403424e-14,1.0560277468686499e-15,2.60644954608652e-13,1.1483491296212172e-15,2.0536291556022789e-23,1.6883260873959591e-14,2.9294426595892268e-13,1.0655272943260745e-13,7.2247752690071096e-15,8.4572034338538754e-15,8.2474361396826906e-15,1.2874278097458877e-13,1.2612885880332183e-13,3.3672754501121757e-14,2.1232324779493031e-13
5.737807871000002e-06,0.0027113218211461624,5.3711474278438293e-17,2.0588984356556444e-17,1.1841174990545634e-14,8.6319048719053789e-16,3.3602516383692589e-13,0.0,0.0,1.08793361062267e-12,2.8910302723791894e-15,1.6282789450962109e-22,1.9700808520383437e-24,5.5244740090581044e-25,-2.2029293338058509e-48,1.0101181600252744e-34,9.9861252782063009e-27,5.4576324477308115e-14,5.258030346005328e-16,1.1314241566032976e-39,1.2579654097775811e-35,3.0590671565877844e-24,2.1110858792449833e-28,4.0384704877627455e-28,2.7699049382402124e-22,1.5238634548050831e-19,1.1383260574456194e-26,1.5708477813649568e-26,7.6197396756468734e-13,5.8432539351199665e-15,1.4908509121923193e-16,1.6917477214572535e-14,4.0662281570406581e-23,2.6375606115259038e-33,3.8510595989850148e-25,2.5869709064698192e-25,0.88168480800000004,0.0,0.0094599999966535116,0.10884999999335265,4.1286735756472682e-14,2.8496689638410194e-14,4.2448394309035676e-14,1.5864599035929348e-14,2.4703445216026074e-15,3.0090612301190811e-15,1.8848137327084524e-14,6.3559953110702061e-13,1.0058170993618163e-13,1.0456036169701078e-12,7.2978032348583239e-13,5.5878721106372061e-13,7.7507906874445049e-13,2.281731576671973e-14,1.5265446402950637e-14,1.3667533893137068e-13,1.4653646606130115e-13,1.9168286705688936e-13,9.4094042366964043e-14,1.1551165686898379e-15,3.1525089033534901e-13,1.3694503947368069e-15,2.1724018462994024e-23,1.8363742197304757e-14,3.471581657582912e-13,1.1594225260263819e-13,8.6218870102800266e-15,9.4759978535118405e-15,8.5005859011831023e-15,1.3324067835178505e-13,1.4311904690288453e-13,3.5616091081400222e-14,2.2466453290775491e-13
6.274678783000003e-06,0.002711321821145964,5.6666390194466355e-17,2.1974706196509902e-17,1.2450963970962683e-14,9.9647300378446479e-16,3.9265841566747344e-13,0.0,0.0,1.2656807978311033e-12,3.6795962180837456e-15,2.0984603287853986e-22,2.4932848582262218e-24,6.5549157832032087e-25,1.5806101596876597e-47,9.3388364277906257e-34,1.1496147438097479e-26,5.9714957376332231e-14,6.235068790783119e-16,1.5826356160069914e-39,-1.6310826564868842e-34,3.9801581985904369e-24,2.4477722318855699e-28,4.6465028694898978e-28,3.5459214938887515e-22,1.6734415872190856e-19,1.5516209157851891e-26,1.8858561529356291e-26,8.8347177894926911e-13,6.9286967504032686e-15,1.6943725333801707e-16,1.7673641927071194e-14,4.4655502567440553e-23,3.2675304581428277e-33,4.7687684874416532e-25,3.4524656627377186e-25,0.88168480800000004,0.0,0.0094599999963140766,0.10884999999268047,4.4059273431294613e-14,2.9668418602933233e-14,4.523422056993962e-14,1.8623572350295321e-14,2.7105991781216718e-15,3.5168442017952327e-15,2.0689954818654588e-14,6.8177425375804981e-13,1.1815150293711713e-13,1.1335543195726691e-12,7.7968338126758849e-13,5.8583428089393266e-13,8.5574012551360102e-13,2.6695290169207652e-14,1.6022099393286603e-14,1.5859930499404335e-13,1.7334564287588193e-13,2.2319709701751504e-13,9.8784015706540467e-14,1.2519148968233648e-15,3.7463087263999009e-13,1.6040367420755314e-15,2.2806576979371676e-23,1.9786645047208035e-14,4.0427348125232134e-13,1.2496650236496924e-13,1.0104831183243609e-14,1.0466686573067776e-14,8.7227416477107871e-15,1.3718174673543922e-13,1.5970873482494941e-13,3.7327657643486742e-14,2.3553426396567028e-13
7.348420607000002e-06,0.0027113218211456762,6.2141392300054014e-17,2.4552569652907351e-17,1.3521539275063189e-14,1.2835298880607555e-15,5.1382809611362241e-13,0.0,0.0,1.6505575919213973e-12,5.6311250745027326e-15,3.2970275255524496e-22,3.7695417850410377e-24,8.8966508878889499e-25,4.0088246745117082e-49,2.5753915538117589e-34,1.4695275376351721e-26,7.0203829507164764e-14,8.4558773067982881e-16,2.8454578382413601e-39,-3.1123757711973515e-36,6.3295355055661819e-24,3.178404568204004e-28,5.9327495271040111e-28,5.4586757208108672e-22,1.9789644030192963e-19,2.6667005959269969e-26,2.5966837471089642e-26,1.1471299571060148e-12,9.3958125861035315e-15,2.1270170639213481e-16,1.9077879111995096e-14,5.2811959921045726e-23,4.7342089501906213e-33,6.903403262938275e-25,5.72447473226852e-25,0.88168480800000004,0.0,0.0094599999956266022,0.10884999999132093,4.9387220902727764e-14,3.1746590752093246e-14,5.048778398277241e-14,2.4488295671518608e-14,3.1834510710015775e-15,4.6026210307734012e-15,2.4315220038932116e-14,7.6884228950188108e-13,1.5552018366938455e-13,1.3030902043049938e-12,8.7210144278937746e-13,6.3342215673148907e-13,1.0205671370812779e-12,3.4994718845896925e-14,1.7351962052489199e-14,2.054477722370663e-13,2.3298683602632957e-13,2.9010110498795359e-13,1.0702487558182447e-13,1.4384971159705964e-15,5.0727787190425164e-13,2.1065761517122016e-15,2.4708784302592671e-23,2.2469366230276811e-14,5.2622650761872337e-13,1.4198055328024243e-13,1.3283243402031905e-14,1.2354654323472101e-14,9.089447014938382e-15,1.4367925214422597e-13,1.9144395414743411e-13,4.0160802241178593e-14,2.5352726184253618e-13
8.422162431000003e-06,0.002711321821145525,6.7106338098343405e-17,2.6905391577486354e-17,1.4432727246654514e-14,1.5957560606762946e-15,6.4419264399191783e-13,0.0,0.0,2.071264621962647e-12,8.1233021867574106e-15,4.8884312032299839e-22,5.371371016581841e-24,1.1620191338507876e-24,-2.6911297428149467e-48,7.0000382786134552e-34,1.8110238049817895e-26,8.0960716770265371e-14,1.1040138572331856e-15,4.6906463610481585e-39,-1.6438047140292154e-34,9.4356964360184689e-24,3.9799084034824789e-28,7.3033685132953952e-28,7.8847421726275884e-22,2.2925657962101476e-19,4.2292129675163799e-26,3.4106638432190731e-26,1.4363554085065335e-12,1.2266573984191527e-14,2.5911364684507847e-16,2.0351838730990808e-14,6.1184150151937637e-23,6.4671822085457593e-33,9.4225667386949486e-25,8.8172671571974623e-25,0.88168480800000004,0.0,0.0094599999949289588,0.10884999998994369,5.4428029791393991e-14,3.3539659997790192e-14,5.5344369010108145e-14,3.0669555151279277e-14,3.6448798364964709e-15,5.7588331081656238e-15,2.7853137995975243e-14,8.4932342622866171e-13,1.9492723431208932e-13,1.4640527750467298e-12,9.5560012426761917e-13,6.7404062222614673e-13,1.1898405644367968e-12,4.384026579528989e-14,1.8485404485542889e-14,2.5584345439725424e-13,3.0033641715812086e-13,3.6125280786752231e-13,1.1404618477440984e-13,1.6156347911688772e-15,6.5772193645191153e-13,2.6427047506580173e-15,2.6329509187028905e-23,2.4949034584662027e-14,6.5717236529983569e-13,1.5770678337197086e-13,1.6675790430500296e-14,1.4116958871619876e-14,9.3724818105223191e-15,1.4868788048261616e-13,2.2114878851323118e-13,4.2353888507069141e-14,2.6745564331894773e-13
9.495904255000003e-06,0.0027113218211454993,7.1630886671597496e-17,2.9065889250107601e-17,1.5221335565530464e-14,1.9308752760706677e-15,7.8246269191643706e-13,0.0,0.0,2.5242621615026807e-12,1.1201613604185804e-14,6.9319942811413921e-22,7.3196976118651309e-24,1.4733857399847401e-24,5.3570839234135821e-48,-4.9099260117695586e-34,2.1719525494856725e-26,9.1969015592497705e-14,1.3996734565646795e-15,7.2422071932969146e-39,-2.3767637565702035e-34,1.339133313307918e-23,4.8462830346206312e-28,8.749812034261322e-28,1.0859710067541093e-21,2.6137673673088016e-19,6.3114233444360773e-26,4.3223799112202765e-26,1.7489862158928304e-12,1.5550842282516561e-14,3.0838511223801432e-16,2.1510397259407779e-14,6.9759300477949342e-23,8.4545636449354741e-33,1.2308023157362888e-24,1.2844290021983054e-24,0.88168480800000004,0.0,0.0094599999942223834,0.10884999998855097,5.9187345031423993e-14,3.5111958831048892e-14,5.9834461648721552e-14,3.7022838642076682e-14,4.094479450766075e-15,6.961724073956501e-15,3.1300413870552675e-14,9.2372544619431158e-13,2.3544676384531725e-13,1.6164652857794092e-12,1.0311919384766823e-12,7.0929183587409941e-13,1.3632919152114765e-12,5.3048784921898608e-14,1.9467681016834733e-14,3.0934750346406318e-13,3.7501012880577102e-13,4.3575876890848491e-13,1.2012906505060037e-13,1.7833560699355522e-15,8.2510543946673924e-13,3.2012281684326593e-15,2.7733635558287126e-23,2.7241402474394369e-14,7.9585812885673257e-13,1.7224514134698208e-13,2.0211331188659803e-14,1.5759169341905839e-14,9.5909679855238842e-15,1.5255172463437416e-13,2.4885528406961643e-13,4.4049352688613719e-14,2.7822373521627882e-13
9.999999999999997e-06,0.0027113218211455904,7.3619774573668066e-17,3.0021592088023076e-17,1.5557504185483842e-14,2.0955281850133636e-15,8.4980810681788565e-13,0.0,0.0,2.7471802025497521e-12,1.2860840806532035e-14,8.0644972009942174e-22,8.3594668573326657e-24,1.633248764457807e-24,5.324597200530216e-48,-1.2388462495494486e-33,2.3477515390980035e-26,9.7219284542015275e-14,1.5515604183385917e-15,8.7196395408074057e-39,-1.831644753449089e-34,1.5566638952940731e-23,5.2738539947357821e-28,9.4536918553043149e-28,1.2455250113545127e-21,2.76705228732867e-19,7.4878975858994894e-26,4.7829403342819906e-26,1.9032743654261937e-12,1.7238011110353997e-14,3.3242939082810296e-16,2.2018287053708004e-14,7.385158241575128e-23,9.4722183227469921e-33,1.3784218920962849e-24,1.5087941255329481e-24,0.88168480800000004,0.0,0.0094599999938878628,0.1088499999878923,6.1326820291381938e-14,3.5788292718235415e-14,6.1824176629322018e-14,4.0031939500362209e-14,4.3015509287164638e-15,7.536926995571191e-15,3.2888105489860521e-14,9.5669363396900882e-13,2.5464222694162452e-13,1.6851036752656325e-12,1.064212502958569e-12,7.243472014909216e-13,1.4460897404814207e-12,5.7453757446484957e-14,1.9886782723825893e-14,3.3543707101533549e-13,4.1248629873723567e-13,4.7168844937300759e-13,1.2272380922868489e-13,1.8588866949513619e-15,9.0929016435711897e-13,3.4685110208605441e-15,2.8332592344605926e-23,2.8257140721314651e-14,8.6334970129801155e-13,1.7868701170824228e-13,2.1903625431020668e-14,1.6491153438353122e-14,9.6756452662266979e-15,1.5404905083637892e-13,2.6120386114477341e-13,4.4706612388583773e-14,2.8239807677870836e-13
1.0569646079000004e-05,0.0027113218211455904,7.5771924332051548e-17,3.1060496174980107e-17,1.5915108039725398e-14,2.286904134765318e-15,9.2763370848549486e-13,0.0,0.0,3.0064710050731726e-12,1.4907229813646634e-14,9.4882041039378692e-22,9.6338805668284375e-24,1.82455897624242e-24,-6.3518882038372132e-48,-1.3730111873425309e-33,2.5512159777076232e-26,1.032126574505227e-13,1.7333994241434756e-15,1.0626861708262218e-38,-4.7730972503539989e-35,1.828463731666303e-23,5.7721623782964052e-28,1.0267924436481915e-27,1.4416815879451004e-21,2.9421020549702264e-19,8.9821147302018374e-26,5.3278634173990083e-26,2.0830876193326678e-12,1.9257864619139145e-14,3.60260281933292e-16,2.2566633441599923e-14,7.8524939293995185e-23,1.0685467245463475e-32,1.5543047908515009e-24,1.7913282970646328e-24,0.88168480800000004,0.0,0.0094599999935078283,0.10884999998714456,6.3673199968133402e-14,3.6511837855744589e-14,6.3986467419164132e-14,4.343645457301044e-14,4.5326194910895423e-15,8.1920799830950283e-15,3.465976612956618e-14,9.9251960311257126e-13,2.7636274401975975e-13,1.7604609491323276e-12,1.0997755207967926e-12,7.4038103231847058e-13,1.5406596780871752e-12,6.2472028005765714e-14,2.0332841428225336e-14,3.6561493238192938e-13,4.5662932770985687e-13,5.1291882328617227e-13,1.2548504491793227e-13,1.9418095594942873e-15,1.0085814269381639e-12,3.7730768197561796e-15,2.8969984874360327e-23,2.9360850224676849e-14,9.4130662196623112e-13,1.856867681767635e-13,2.3832201136505557e-14,1.729030718948757e-14,9.7597206724652194e-15,1.5553580754534597e-13,2.7468181213147173e-13,4.5359126866613335e-14,2.8654227708620273e-13
1.1643387903000004e-05,0.0027113218211457903,7.9576152709853104e-17,3.2910763563561205e-17,1.6534824634724511e-14,2.6621035294702126e-15,1.0789190476290165e-12,0.0,0.0,3.5152008921635069e-12,1.9277498564336409e-14,1.2618665255171732e-21,1.2332117666367165e-23,2.2162758431022204e-24,-2.0677400934211751e-49,-1.4507918633120079e-33,2.9477116023131268e-26,1.1467620750203969e-13,2.1059707622953672e-15,1.4970751648411435e-38,1.3393649487695995e-34,2.4199327040794159e-23,6.7527533389828937e-28,1.1853440335095117e-27,1.8587672906324148e-21,3.2771194116566411e-19,1.2306924111707888e-25,6.4229116096889388e-26,2.4369279664841064e-12,2.3396289598705576e-14,4.1451197518446107e-16,2.353202416790077e-14,8.7469037830689313e-23,1.3150107095756198e-32,1.9112558822106567e-24,2.4126932251849502e-24,0.88168480800000004,0.0,0.0094599999927860359,0.10884999998572586,6.7895332523750302e-14,3.7775473935395616e-14,6.7826727293346752e-14,4.9826412052026156e-14,4.9601364336744408e-15,9.4346640386417395e-15,3.7937540485564614e-14,1.0561420997777521e-12,3.1713641819939842e-13,1.8962544878463054e-12,1.1621448667747768e-12,7.6821004646529896e-13,1.7216913827222453e-12,7.1992349427251715e-14,2.1106364983030336e-14,4.2437306288106787e-13,5.4482474593013316e-13,5.9218680637118357e-13,1.3027241141742827e-13,2.0912331271276913e-15,1.2073215075281459e-12,4.351047642591939e-15,3.0075090278843866e-23,3.1320802660985126e-14,1.0927515784478858e-12,1.9811679867043006e-13,2.7492584782415113e-14,1.8720647102288875e-14,9.8901327226701087e-15,1.578423328341503e-13,2.9878534930808621e-13,4.6370892123826543e-14,2.9296810476446074e-13
1.2717129727000005e-05,0.00271132182114609,8.3082112187777593e-17,3.4634337473964302e-17,1.7095890709761629e-14,3.0549403492825194e-15,1.235700196843128e-12,0.0,0.0,4.0480922687397482e-12,2.4346371891575639e-14,1.6386041686379362e-21,1.5431657700144694e-23,2.6492301416204254e-24,-1.3209164673059156e-48,-4.1372924162490472e-34,3.3607044965407921e-26,1.2634492098529373e-13,2.5181146468838122e-15,2.0400243974493804e-38,-1.1668739023211986e-34,3.121474357158182e-23,7.7837548241361212e-28,1.3503667653313914e-27,2.3402647424580161e-21,3.6183890325696976e-19,1.634872661308062e-25,7.604100309042649e-26,2.8089555301965243e-12,2.7974190256270123e-14,4.709384151664469e-16,2.441662939132584e-14,9.6580103222324674e-23,1.5839571958067079e-32,2.3002787866427471e-24,3.1583462017880292e-24,0.88168480800000004,0.0,0.009459999992057589,0.10884999998429604,7.186465948548725e-14,3.8929733722928739e-14,7.1379640242958364e-14,5.6130975684319011e-14,5.3781323690155419e-15,1.0677551583447313e-14,4.1142153006709596e-14,1.1149965323946399e-12,3.5737151673271625e-13,2.0241203015902828e-12,1.2189996430885428e-12,7.9344825951597121e-13,1.9061448609417264e-12,8.1517608857217411e-14,2.1807161782929751e-14,4.8540541195784271e-13,6.3923945790622824e-13,6.731398769750248e-13,1.3460863897314378e-13,2.2319299551543035e-15,1.4205227648470647e-12,4.92949455520024e-15,3.107606525832239e-23,3.3133745807446261e-14,1.2495894878798429e-12,2.0961444208999393e-13,3.1156555018616062e-14,2.006077032850279e-14,9.9909274621483653e-15,1.5962522857635917e-13,3.2133965900860824e-13,4.7152683756522022e-14,2.9793333577313126e-13
1.3790871551000005e-05,0.002711321821146483,8.6321792455483828e-17,3.624568319447467e-17,1.7609600486306119e-14,3.4640562456746485e-15,1.3974884094915522e-12,0.0,0.0,4.603068191089782e-12,3.0144774704722645e-14,2.0853998783772475e-21,1.8948963195490189e-23,3.12407280261464e-24,5.1327046666622414e-49,4.140650472134013e-34,3.7896493834575796e-26,1.3820477520864272e-13,2.9705087148839113e-15,2.7041338167108406e-38,-7.3784591845020764e-37,3.9405995323345234e-23,8.861308593206776e-28,1.5216634812801076e-27,2.8891136014723884e-21,3.9655009213080851e-19,2.1167914687211506e-25,8.868555281148082e-26,3.197778695602141e-12,3.2999089469299826e-14,5.2936037935944979e-16,2.5229254786207545e-14,1.0584718757080368e-22,1.8745951058469862e-32,2.7201459921936847e-24,4.0377206905654684e-24,0.88168480800000004,0.0,0.0094599999913229371,0.10884999998285587,7.5592863611361198e-14,3.9994365517376518e-14,7.4667831499805638e-14,6.2306645396842985e-14,5.7878314934544485e-15,1.1911625035669946e-14,4.4282979432853408e-14,1.1694569853291235e-12,3.9678858172872382e-13,2.144375186550735e-12,1.2709545617117726e-12,8.1658683319660776e-13,2.0937890359411082e-12,9.0977301279164439e-14,2.2449104412045431e-14,5.4853922307805762e-13,7.3953067233906646e-13,7.5545390830664445e-13,1.3857990368424636e-13,2.3642495907109638e-15,1.6474118616983919e-12,5.5040935275253434e-15,3.1992799578744989e-23,3.4811204663697233e-14,1.4113424973600952e-12,2.2025279051409359e-13,3.4796585334005591e-14,2.1320792167050779e-14,1.006876775466619e-14,1.6100197833633056e-13,3.4251745655158113e-13,4.7756553833774965e-14,3.0176857659203886e-13
1.5938355199000006e-05,0.0027113218211475246,9.2106814222238443e-17,3.9178175083853429e-17,1.8526660429905287e-14,4.32637687848694e-15,1.7345632112049309e-12,0.0,0.0,5.7720812839913896e-12,4.4041120108778865e-14,3.2150806252185549e-21,2.7298765810962883e-23,4.20177824974214e-24,-8.1187900833760535e-47,5.0624433555857661e-34,4.6923376343682292e-26,1.6244551206871837e-13,3.9985286690440151e-15,4.44485385029713e-38,-2.0277620199001581e-36,5.9596562333495523e-23,1.1142500762669679e-27,1.8819077539711629e-27,4.2001148893592992e-21,4.6757161793355542e-19,3.3368701832533633e-25,1.1634434287013285e-25,4.0209158091908214e-12,4.4417428831205063e-14,6.5156779246144704e-16,2.6668605676025974e-14,1.248084144017668e-22,2.5179828348021777e-32,3.647810808573077e-24,6.2334202760521339e-24,0.88168480800000004,0.0,0.0094599999898364144,0.10884999997994732,8.2374096734714327e-14,4.1910514587815624e-14,8.0532495123450822e-14,7.4164195314661184e-14,6.5871377129593703e-15,1.4327705294550959e-14,5.0410084538867622e-14,1.2665600856279326e-12,4.7247965066249132e-13,2.3634297522147373e-12,1.3622647579538937e-12,8.5794539652880397e-13,2.4777835554681162e-12,1.0950166896771101e-13,2.3595391583796095e-14,6.8056797389730841e-13,9.5644994302031118e-13,9.2321465273743097e-13,1.4566955877929571e-13,2.6052759267146491e-15,2.139325050732432e-12,6.6295738317385677e-15,3.3629404318202725e-23,3.7801624872520675e-14,1.7481011558214987e-12,2.3921765432092179e-13,4.1927292424732802e-14,2.3635080805611628e-14,1.0175128625862245e-14,1.6288235880274009e-13,3.8134411688944045e-13,4.8582492657070343e-14,3.0701424006734965e-13
1.8085838847000007e-05,0.0027113218211488677,9.7105692820073016e-17,4.1784675672777854e-17,1.9331830311251084e-14,5.240680967343688e-15,2.0876798611436994e-12,0.0,0.0,7.0096710463829292e-12,6.1166380626857831e-14,4.7035717279554949e-21,3.749939860585037e-23,5.4537381360830979e-24,1.4266673604303572e-33,-5.6284293439215466e-34,5.651498988316873e-26,1.8730103133482341e-13,5.1945645853264501e-15,6.8164648517256562e-38,4.5592885059089114e-34,8.5294552886958514e-23,1.3572358444958042e-27,2.2644927559053853e-27,5.8135870371695198e-21,5.4049073930619215e-19,4.9350148460375653e-25,1.470046926494264e-25,4.8976907852065634e-12,5.7701638800473523e-14,7.8004755492438824e-16,2.7901417373391154e-14,1.4427640509464462e-22,3.2400547897460664e-32,4.6862475592883724e-24,9.068251869134146e-24,0.88168480800000004,0.0,0.0094599999883286882,0.10884999997700465,8.8335219537950847e-14,4.3605302614274006e-14,8.5570527063654684e-14,8.5278697579365404e-14,7.3666719246891256e-15,1.6647946523007385e-14,5.6385018231610137e-14,1.3499330472400198e-12,5.4343383384125003e-13,2.5562589126850833e-12,1.4396614015850234e-12,8.9428510797055973e-13,2.8720619639793246e-12,1.2729465092438662e-13,2.4601613710181317e-14,8.1957550631432032e-13,1.1931650202579624e-12,1.0940619709351723e-12,1.5189153331881274e-13,2.8174420846959216e-15,2.677559625054484e-12,7.7108486121115137e-15,3.5065723050531049e-23,4.0368342448294189e-14,2.1006068067707359e-12,2.5549507957611043e-13,4.8778674986253455e-14,2.571960327836623e-14,1.0238297970274678e-14,1.6399965611631707e-13,4.1624450565386453e-13,4.9072517832138819e-14,3.1012643868586865e-13
