Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173)
1e-12,0.0027113218211508986,2.3696893002406924e-23,1.0286576386357041e-29,2.7124606766544571e-28,7.188764899472058e-29,1.3696855797982199e-33,0.0,0.0,8.4225796038055364e-21,7.0973701726577207e-30,7.5124468438574473e-44,3.8695358583919751e-44,2.1864747437493373e-41,3.8080246796352228e-68,7.2325363349626223e-44,8.0954581113801793e-40,1.2329630251440108e-19,2.6281124125723008e-28,5.0721209319671791e-76,2.3685385241489698e-68,1.0846916997618319e-43,1.0572150940595868e-43,2.3066421458176629e-41,3.9921567745617493e-49,1.6427128117137951e-30,1.0244457812337043e-55,6.0151609055520132e-43,7.3172213911561933e-25,2.9430050597107601e-27,2.6907350189557878e-28,1.820139873429616e-19,8.330237709905686e-38,2.2197727198683483e-59,1.0846457761867338e-47,2.2551893953209538e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0934103841572881e-19,2.0933894478110751e-19,1.8201263873348574e-19,3.6382966640129748e-21,3.0290978859041541e-21,1.5145494654657334e-21,6.5773614918818455e-25,4.9320211139073713e-24,7.8989016128577076e-25,3.5474472910634116e-24,3.4758047465871989e-24,5.6677148969568727e-24,2.0432158504879388e-24,3.2748421506228123e-25,2.5660155867384369e-26,2.5818342672546122e-26,2.0614621436989952e-26,1.3674475826978632e-26,4.4100069654339851e-30,5.6393497819169174e-26,3.7943734106523201e-26,8.763217261472643e-28,1.5645240160988136e-37,3.349823098243446e-27,4.8925045892215754e-33,6.0681607799632542e-31,1.6695720917425085e-31,2.6211862456093127e-22,1.2329286361345402e-19,3.4190314261541647e-24,7.26338597125577e-27,1.8616727552795843e-24,3.3771292106151724e-28
1.023e-12,0.0027113218211508986,2.4241888283684588e-23,1.0642851962757598e-29,2.8070681206829053e-28,7.4395163571132077e-29,1.4257363910613175e-33,0.0,0.0,8.616248562710816e-21,7.3449194452132472e-30,7.8203427331326031e-44,4.0278927277529929e-44,2.2759498866328653e-41,3.9754650543461532e-68,7.4847903191660166e-44,8.3778144332365978e-40,1.261312846255443e-19,2.7197774901931904e-28,5.3066919278329417e-76,2.4726808794242679e-68,1.1290799334779266e-43,1.100477195638358e-43,2.3870394102347458e-41,4.167698410084097e-49,1.700008407933844e-30,1.0710581182606622e-55,6.2613130480739668e-43,7.5724360618287855e-25,3.0456531749243772e-27,2.7845842223610816e-28,1.8619906920881328e-19,8.6711257412222049e-38,2.3207719915115759e-59,1.1323373171658072e-47,2.3542040036820768e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.1415446356746306e-19,2.1415229690997844e-19,1.8619767356189789e-19,3.7219441842585801e-21,3.0987393995671873e-21,1.5493702405205197e-21,6.8067632430798944e-25,5.1040431026157652e-24,8.1743951227781136e-25,3.6711776345944461e-24,3.5970361153709272e-24,5.8653968578812865e-24,2.114480499809176e-24,3.3890602516344792e-25,2.6555155680966509e-26,2.6718850127670662e-26,2.1333630515905316e-26,1.4151422629075924e-26,4.5904749527946575e-30,5.8360295743448613e-26,3.9267164753833778e-26,9.0689745572018276e-28,1.6280514588502008e-37,3.466669253378309e-27,5.0927256468541377e-33,6.3164910054884018e-31,1.7379044189220807e-31,2.6814555555938975e-22,1.2612772578110838e-19,3.5382821822649953e-24,7.5167228561185424e-27,1.9266030982874366e-24,3.5153269009751392e-28
2.047e-12,0.0027113218211508986,4.8522030059538255e-23,4.2171605848988871e-29,1.123429953883809e-27,2.9784914848858973e-28,1.1413012823852248e-32,0.0,0.0,1.7239375981051576e-20,2.9396366682489206e-29,6.3887381477929803e-43,3.2260247544562504e-43,1.8217225179023889e-40,6.3617696896560134e-67,2.9949446858501024e-43,3.3526645096763128e-39,2.5234663179746796e-19,1.0884675065244819e-27,3.3553160616300698e-74,3.9566805644014011e-67,9.0384269721595574e-43,8.8047385007701611e-43,9.5151099468945154e-41,6.6747490062923237e-48,6.8034780791060221e-30,3.4292794888873848e-54,5.0114555539138042e-42,3.0305022812759919e-24,1.2188844200566678e-26,1.1143987909158591e-27,3.7252042757557397e-19,6.9397984077249692e-37,7.428375602510741e-58,1.8126967426008759e-46,3.7301036420425289e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.284508411392071e-19,4.2844217030850695e-19,3.7251484231938353e-19,7.4448486562218622e-21,6.1982763752207367e-21,3.0991403507585477e-21,2.7235536031742311e-24,2.0426360490489657e-23,3.2707615140119931e-24,1.4692280113003482e-23,1.4395439839854078e-23,2.3473297626112416e-23,8.4622406795447933e-24,1.3560382447588818e-24,1.0628018823068879e-25,1.0692861224885415e-25,8.5377075534249079e-26,5.6634101867609227e-26,3.6746592056237843e-29,2.3346927978267256e-25,1.5715141326861556e-25,3.6368781312576432e-27,1.1851335026200893e-36,1.387981161178804e-26,4.0789337753066698e-32,5.0581480892021484e-30,1.3937790034686386e-30,5.3646515117708126e-22,2.5233238970181824e-19,1.416000435341284e-23,3.0082002369427017e-26,7.7087450925844616e-24,2.8133271826397503e-27
4.095e-12,0.0027113218211508986,9.7146317214246335e-23,1.6796459380434726e-28,4.4950031100394169e-27,1.1926069183074819e-27,9.1334041226236817e-32,0.0,0.0,3.4488224887872613e-20,1.1762638988512684e-28,5.3185784663922227e-42,2.5843764681420072e-42,1.4575769732628386e-39,1.0167838795828504e-65,1.1978572075485082e-42,1.3412386084816143e-38,5.0476537945826508e-19,4.3548934598343838e-27,2.1349916272459823e-72,6.3257007002514101e-66,7.2333478367757102e-42,7.0387864399445099e-42,3.7769511360970103e-40,1.0685182996826295e-46,2.7220036882123736e-29,1.0974618153050235e-52,4.0093229080039505e-41,1.2124685842697448e-23,4.8766834203000651e-26,4.4586056202314098e-27,7.4514008692008563e-19,5.5513657466836666e-36,2.3758754994854421e-56,2.9005151552464986e-45,5.9413624914983499e-48,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.5702087209161309e-19,8.5698618247694248e-19,7.4511774214153087e-19,1.4885746942908641e-20,1.2393256075526792e-20,6.1966366851421419e-21,1.0892421067390881e-23,8.1722602604727745e-23,1.3080770210942677e-23,5.8783396186029333e-23,5.7594776685915058e-23,9.3912930074045067e-23,3.3856856232737934e-23,5.4231943248414825e-24,4.252625066174572e-25,4.2780331756897925e-25,3.4157979222399523e-25,2.2658530189453154e-25,2.9406690087071311e-28,9.3336677833614256e-25,6.287726676000278e-25,1.4610318057084729e-26,8.0216788615778698e-36,5.5580610895970876e-26,3.267748539811315e-31,4.0507240291884715e-29,1.1195230861393794e-29,1.073064922670598e-21,5.047084021975517e-19,5.6650416826473636e-23,1.2035413719547794e-25,3.0829357666345298e-23,2.2502954765083264e-26
8.191e-12,0.0027113218211508986,1.9465080565248977e-22,6.7104025299026416e-28,1.7983216139615016e-26,4.7782358078714581e-27,7.3081619181713955e-31,0.0,0.0,6.8996297869787841e-20,4.7064803605222857e-28,4.5856944838603585e-41,2.0722197838738707e-41,1.1658447397353107e-38,1.6222186285366506e-64,4.7885821322369317e-42,5.3641967380989469e-38,1.0095550928178433e-18,1.7420914201714014e-26,1.363343899417151e-70,1.0100254440433402e-64,5.7881909643868082e-41,5.620465233190952e-41,1.4874735288784826e-39,1.7102176584362401e-45,1.0888634593447326e-28,3.510683902205912e-51,3.2062402749829294e-40,4.8501093495297489e-23,1.9508232094114019e-25,1.7835495892249342e-26,1.4902871874740786e-18,4.4382997418071506e-35,7.5912459075777683e-55,4.6391830495811652e-44,9.4928335094158418e-47,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.71407004714664e-18,1.7139312928978132e-18,1.4901978134635687e-18,2.974793088973129e-20,2.4766862933159442e-20,1.238346600079646e-20,4.3538242145417909e-23,3.2689920189064067e-22,5.2284346177322878e-23,2.3515535457405039e-22,2.3039268932066198e-22,3.7566197606058302e-22,1.3543734046617652e-22,2.1676597314431244e-23,1.70151519043724e-24,1.7112516636711613e-24,1.3663540868579121e-24,9.0637614630687906e-25,2.3529617806057249e-27,3.7279286647110516e-24,2.5154380655316468e-24,5.8919469672647186e-26,4.896836946749722e-35,2.2272565581286874e-25,2.6203557345802721e-30,3.2458162440967895e-28,9.0238897981149121e-29,2.1461067585430953e-21,1.0093272023369242e-18,2.2659579001046679e-22,4.8143632596916426e-25,1.232240674318565e-22,1.7988254086018783e-25
1e-11,0.0027113218211508986,2.379395731492781e-22,1.1163317521087372e-27,2.9899213208861675e-26,7.9566600343578576e-27,1.8607080994318873e-30,0.0,0.0,8.4245964211612216e-20,7.8261094266357711e-28,1.2844698501935404e-40,5.2910712302779596e-41,2.9667425185901126e-38,6.9612142773582787e-64,7.9550517532267803e-42,8.9154742478943894e-38,1.2324534694877482e-18,2.8961190871787104e-26,2.0334684166356534e-69,4.3401052474503562e-64,1.473842768598538e-40,1.4269066663253078e-40,2.4333594908821419e-39,7.3771497873054015e-45,1.8101295619947154e-28,2.7520212721876699e-50,8.1567758509267235e-40,8.0627623953671275e-23,3.243122308673046e-25,2.9649879374051818e-26,1.8193002593277728e-18,1.1287276714844873e-34,5.9381471814933808e-54,1.9990306254025072e-43,4.0970364798140297e-46,0.88168480800000004,0.0,0.0094599999999999962,0.10885,2.0925058871794002e-18,2.0922752431268908e-18,1.8191517017289132e-18,3.6294549227682205e-20,3.0217270105285305e-20,1.5108692361351357e-20,7.2318311298560542e-23,5.4342078105063837e-22,8.6844132734327473e-23,3.909376616289476e-22,3.8300625672033351e-22,6.2448183232575691e-22,2.2515529787447988e-22,3.6004545551683078e-23,2.8292529318754984e-24,2.8446854781581401e-24,2.2713552811511181e-24,1.5067329042736958e-24,5.9906658874929988e-27,6.1872070534761109e-24,4.1820312270362692e-24,9.8781770561567213e-26,9.6732049769246804e-35,3.7094813860908081e-25,6.6915093177684668e-30,8.2802670461478118e-28,2.320692181365008e-28,2.6198767523162369e-21,1.2320746794168001e-18,3.7666030016527637e-22,8.0032754175216564e-25,2.0467112218740511e-22,4.5737064362025439e-25
1.6383e-11,0.0027113218211508986,3.9068263723551344e-22,2.687528899081215e-27,7.1944436698635777e-26,1.9171630646664483e-26,5.847496405846993e-30,0.0,0.0,1.3805393561010037e-19,1.8833623151899656e-27,4.1986336228509741e-40,1.6648688025411896e-40,9.3211540843337239e-38,2.5799693672841101e-63,1.9127840913413728e-41,2.1446046025132802e-37,2.0189434298437474e-18,6.9680696667849281e-26,8.7274465771593689e-69,1.6090187826304408e-63,4.6319058417861354e-40,4.4785386689834907e-40,5.7708885652156716e-39,2.7372742810285969e-44,4.3550944780891526e-28,1.1223708527906768e-49,2.5624586011926838e-39,1.9398508327694368e-22,7.8029593183950317e-25,7.1336562494198389e-26,2.980212607388651e-18,3.5453678051992335e-34,2.4212166637914233e-53,7.4156265023491865e-43,1.520378508213178e-45,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.4278049291523707e-18,3.4272500547975387e-18,2.9798552223467642e-18,5.9394087564409997e-20,4.9448861581061632e-20,2.4724568458323102e-20,1.7386788642543131e-22,1.3074104105576939e-21,2.0878726020439946e-22,9.4061066656615539e-22,9.2149846275245221e-22,1.5024349238352116e-21,5.4172230845336323e-22,8.6560263405955253e-23,6.8084403302173435e-24,6.8439712923485112e-24,5.4646237295610282e-24,3.625072973981925e-24,1.8826191213231775e-26,1.4864694038267362e-23,1.0062553145158989e-23,2.3943465423982938e-25,2.6526470392406564e-34,8.9394653976343208e-25,2.105644758282664e-29,2.6044169461566092e-27,7.3251307305723558e-28,4.2915593782167151e-21,2.0180321952823878e-18,9.0615823732290431e-22,1.9255252368007545e-24,4.9205451107887372e-22,1.4364787474994718e-24
3.2767e-11,0.0027113218211508986,7.8683131205825904e-22,1.0796828231662317e-26,2.8784313709812236e-25,7.7147965741143691e-26,4.6790239220100187e-29,0.0,0.0,2.7633510705050121e-19,7.5388700666422028e-27,4.2108128620884718e-39,1.3428549781267666e-39,7.4471163512932074e-37,4.0784145447378083e-62,7.6292768654469973e-41,8.5683261613198994e-37,4.03695605025427e-18,2.7867176641229478e-25,5.6012910133137266e-67,2.5519811496521532e-62,3.7072455627556315e-39,3.5542102623413187e-39,2.1773954337872967e-38,4.3818488090876766e-43,1.741579476945712e-27,3.5844425888334324e-48,2.0456896849537473e-38,7.7570996958593176e-22,3.1206107641283115e-24,2.8527490299024261e-25,5.958589052876013e-18,2.8275700643347099e-33,7.6962267491064708e-52,1.1840996659834119e-41,2.442108244316148e-44,0.88168480800000004,0.0,0.009459999999999984,0.10885,6.8538214547615904e-18,6.8516033155510634e-18,5.9571605402686023e-18,1.1837545869456464e-19,9.8553550161098419e-20,4.9277321953239379e-20,6.9313368974946289e-22,5.2276382942298223e-21,8.3227995873796504e-22,3.7619842033103906e-21,3.6850540861633339e-21,6.0074472433387489e-21,2.1664602696760265e-21,3.4504382359108162e-22,2.7250035865905734e-23,2.7364943811045368e-23,2.185003073705962e-23,1.4495429794266642e-23,1.5063177189861962e-25,5.9080291932495317e-23,4.0252628018431301e-23,9.8733335768754466e-25,1.2912670692673757e-33,3.5996706249536006e-24,1.6992860698461898e-28,2.0956488501638085e-26,6.0269322666792682e-27,8.579938645223004e-21,4.0333140857232482e-18,3.6224796341618612e-21,7.699582933267438e-24,1.9613235909347019e-21,1.1449407088162024e-23
6.5535e-11,0.0027113218211508986,1.5954175676133041e-21,4.3599602509253105e-26,1.1518559773567727e-24,3.1225925858894447e-25,3.7446970738754556e-28,0.0,0.0,5.5356046503010712e-19,3.0197341030116459e-26,4.7413468276216852e-38,1.0910718148929983e-38,5.9417059095667072e-36,6.372769004240531e-61,3.034205229628689e-40,3.4182590627649425e-36,8.0699275158540721e-18,1.114224504065616e-24,3.6090214714977115e-65,4.0131799791951593e-61,2.9683180986988238e-38,2.7984282643879946e-38,7.8257257540043524e-38,7.0175039565165452e-42,6.9623123004017464e-27,1.1424010454591192e-46,1.6296518279374676e-37,3.1008467969878156e-21,1.2477250185390022e-23,1.1404733368513636e-24,1.1909450204471852e-17,2.2480837631231955e-32,2.4300803912051091e-50,1.8868026647196763e-40,3.9413746220734443e-43,0.88168480800000004,0.0,0.0094599999999999667,0.10885,1.3700046619022635e-17,1.3691185349809886e-17,1.1903744641930467e-17,2.3510946932329513e-19,1.9573795811969731e-19,9.7871136192206629e-20,2.7538735933774194e-21,2.0893519742539991e-20,3.3062267656476575e-21,1.5043481186214075e-20,1.4731981421413275e-20,2.4010291944761694e-20,8.6619866060929714e-21,1.3706222354249538e-21,1.091235607573757e-22,1.0936733329674309e-22,8.7328478817555056e-23,5.7940202561067084e-23,1.2053264156437932e-24,2.3333723089747728e-22,1.6102127664905342e-22,4.1801356162369426e-24,5.8555655796369472e-33,1.4587189467248582e-23,1.382966570738696e-27,1.6955877595406876e-25,5.0814689074685112e-26,1.7146579569882804e-20,8.055384112515984e-18,1.4472012115477691e-20,3.0776654484951839e-23,7.7902806831069391e-21,9.0917644789624038e-23
9.999999999999999e-11,0.0027113218211508986,2.4799299390141814e-21,1.141530935188862e-25,2.9712343623696026e-24,8.202417679670519e-25,1.7542710303934262e-27,0.0,0.0,8.4653517529273816e-19,7.8013479860020659e-26,3.3834377207921572e-37,5.2389272870037873e-38,2.7680199018893114e-35,5.4267259337401459e-60,7.7485085789990914e-40,8.7684086549100472e-36,1.2305346236909905e-17,2.870115978289987e-24,1.2486085581674801e-63,3.4557972677851434e-60,1.3915327367808098e-37,1.2737976353576829e-37,1.742571174129587e-37,6.2484988302738057e-41,1.7929442699837139e-26,1.9612154302505986e-45,7.5711928679854795e-37,7.98447110087804e-21,3.2139926883037228e-23,2.9370887091569683e-24,1.8156127307541213e-17,1.0407948633366114e-31,4.0978042213496043e-49,1.6641040456054299e-39,3.5616346894056769e-42,0.88168480800000004,0.0,0.0094599999999999476,0.10885,2.0888630287033418e-17,2.0865836578851704e-17,1.8141456072196943e-17,3.5536596092672678e-19,2.9584968041849937e-19,1.4793027396345463e-19,7.0214286119593104e-21,5.3784286003192375e-20,8.4277597461466207e-21,3.8757398136908207e-20,3.7939020564045852e-20,6.1807829358853579e-20,2.2311209062111806e-20,3.493531387728801e-21,2.8178769230017364e-22,2.8152351583369035e-22,2.2480213659245755e-22,1.4917565845936331e-22,5.6443502351834418e-24,5.8935263007212921e-22,4.1509327794391417e-22,1.1699269603231247e-23,1.6342426106966494e-32,3.8378084841300984e-23,6.6717239731375842e-27,8.094100234447834e-25,2.5865366340626724e-25,2.6135534851046416e-20,1.2267961173612744e-17,3.7228435362870619e-20,7.9239485258063e-23,1.9853373334941719e-20,4.2000237384494352e-22
1.31071e-10,0.0027113218211508986,3.2773384372528778e-21,1.7775870846623309e-25,4.6114463397592345e-24,1.2781998282858444e-24,2.9981940510554238e-27,0.0,0.0,1.1106586983616548e-18,1.2112084238965808e-25,6.0062421512180908e-37,8.9783155758172022e-38,4.7277956726709189e-35,9.7445257571599738e-60,1.1998562818612841e-39,1.3591693087741635e-35,1.6123674833513006e-17,4.4530930273433883e-24,2.3417220776629896e-63,6.2094814515656444e-60,2.3784311119454531e-37,2.1698710393303697e-37,2.6080322639631426e-37,1.1249021697302528e-40,2.7816566118982856e-26,3.6263066922546709e-45,1.2927630461350689e-36,1.2387172123543737e-20,4.9866287761394881e-23,4.5567793005658606e-24,2.3787652166658231e-17,1.7764256812194428e-31,7.5729927365981242e-49,2.99423293698671e-39,6.4172071932872793e-42,0.88168480800000004,0.0,0.009459999999999932,0.10885,2.7369305846260548e-17,2.7333951719938557e-17,2.3764898168521033e-17,4.6377998821847864e-19,3.8610272912141777e-19,1.9305975226580329e-19,1.0868728829059498e-20,8.3436077631938363e-20,1.3044940980357657e-20,6.0136046434456956e-20,5.8860706715235092e-20,9.5883189434096542e-20,3.4616300921417229e-20,5.40738341939086e-21,4.3744842728251158e-22,4.3672632295991955e-22,3.4873784008074999e-22,2.3142654632287598e-22,9.6462335689108894e-24,9.1030880206561868e-22,6.4414510304858914e-22,1.8477943971718125e-23,2.5796575053569026e-32,5.9826130979910651e-23,1.1439661917427036e-26,1.3862508216686048e-24,4.460253381910225e-25,3.423928734026837e-20,1.6065697481906301e-17,5.7743880792139332e-20,1.2292985563239459e-22,3.0728532243549252e-20,7.1667991965889498e-22
2.62143e-10,0.0027113218211508986,6.8969450788967233e-21,7.3780015861087651e-25,1.8482013247545079e-23,5.34371773937691e-24,2.4029213173839728e-26,0.0,0.0,2.2354090018008827e-18,4.8712205121105274e-25,8.3515624113397027e-36,7.5355627400125761e-37,3.7417445592712392e-34,1.4342681802776674e-58,4.6919884883884011e-39,5.3660264036644274e-35,3.2182542473494216e-17,1.7781791709708684e-23,1.53910727354063e-61,9.3284437384520554e-59,1.9082025645348274e-36,1.6346640798041024e-36,7.892782577947352e-37,1.8068858897731687e-39,1.1100415994604172e-25,1.1419881666772761e-43,1.0170339051846568e-35,4.9418902929431328e-20,1.9912187648530201e-22,1.8186111005737156e-23,4.7450346263167172e-17,1.3869833737510762e-30,2.3008373624623895e-47,4.713461988933113e-38,1.0620265927344509e-40,0.88168480800000004,0.0,0.0094599999999998626,0.10885,5.4615382106270629e-17,5.4474691388279958e-17,4.7359874033310259e-17,9.0282657469322576e-19,7.5154772820980799e-19,3.7580552534082275e-19,4.2343158881018101e-20,3.326412745665469e-19,5.0793130211303347e-20,2.4022713821193458e-19,2.3490389286413873e-19,3.8226989846099526e-19,1.3821099021513793e-19,2.1050719891835775e-20,1.7570625267534805e-21,1.7410518004134556e-21,1.3904128235660566e-21,9.2307566224681437e-22,7.7212789481696234e-23,3.4694862335181386e-21,2.5768711042928568e-21,8.6662305184691509e-23,1.148219560850951e-31,2.5067224502658271e-22,9.7519547327644184e-26,1.1545178532448066e-23,4.1392529762743802e-24,6.8261670420910251e-20,3.1952193237839181e-17,2.2982738027923672e-19,4.9029470135176163e-22,1.195790895991702e-19,5.5689659710107085e-21
5.24287e-10,0.0027113218211508995,1.5133857232211598e-20,3.1613006160238088e-24,7.4285368038445669e-23,2.3185520722479725e-23,1.930905567444808e-25,0.0,0.0,4.5268369065354034e-18,1.9694707161327379e-24,1.2259985254813859e-34,6.4856089799009919e-36,2.9301041965442027e-33,1.98623861501535e-57,1.7956754157367752e-38,2.0898526542900879e-34,6.4107006366669513e-17,7.0883332526807306e-23,1.0346514486353407e-59,1.3338623007836249e-57,1.5337679770389545e-35,1.1696449501617903e-35,2.1849938113017249e-36,2.9157868918724667e-38,4.4192864810965679e-25,3.5411406543207694e-42,7.8727378301667352e-35,1.9664472324737078e-19,7.9375040743433011e-22,7.2418015377622372e-23,9.4403845183938563e-17,1.0582886696882182e-29,6.6643550146743021e-46,7.3041480834720857e-37,1.809252103054811e-39,0.88168480800000004,0.0,0.0094599999999997256,0.10885,1.087403224521995e-16,1.0818331228930926e-16,9.4046255328703786e-17,1.7142675814169555e-18,1.4266413030702847e-18,7.1343280438504214e-19,1.609499639896106e-19,1.3218130272517777e-18,1.928689254350597e-19,9.5821736700761455e-19,9.3532551034642212e-19,1.5190573069418149e-18,5.5081722241194433e-19,7.9899950454144912e-20,7.0813382993983204e-21,6.9190037553052184e-21,5.5266066898020431e-21,3.6720561045377245e-21,6.179805516887687e-22,1.2676976952328334e-20,1.0307442895624058e-20,4.3077259816305216e-22,5.3631093700195785e-31,1.0870382641746916e-21,8.7577346366550635e-25,9.9022199538250512e-23,4.05838289929768e-23,1.3564976249018015e-19,6.3197896362254321e-17,9.1024530037108207e-19,1.9497118710321018e-21,4.5350817420171545e-19,4.2102495514998992e-20
9.999999999999999e-10,0.0027113218211509,3.3524963151033939e-20,1.3231222027980844e-23,2.8005790375720705e-22,9.8926821456589111e-23,1.4364956078492714e-24,0.0,0.0,8.8352006352027931e-18,7.4811061831257414e-24,1.6691188765920799e-33,5.2292355087807409e-35,2.066502705599541e-32,2.3899330244199078e-56,6.1567208211148856e-38,7.4132406324875174e-34,1.2134777867933132e-16,2.6207859026090567e-22,9.147636280255569e-58,1.622733055540775e-56,1.1347176071472662e-34,7.0905348861902135e-35,5.4552320373982969e-36,4.3557986664388101e-37,1.6298862062759762e-24,9.7075282681991811e-41,5.4350491242439839e-34,7.2455905385289255e-19,2.9347041434793183e-21,2.672029274470485e-22,1.7828176823508072e-16,7.1201244878154137e-29,1.614461774498198e-44,1.003555690609858e-35,2.9364091547889806e-38,0.88168480800000004,0.0,0.0094599999999994775,0.10884999999999996,2.0564641772174161e-16,2.036141338998861e-16,1.7698125746962056e-16,2.9844955212223918e-18,2.4817707297524136e-18,1.2412068762119603e-18,5.4577332552075576e-19,4.8574550714337248e-18,6.5285704584896916e-19,3.5454321717617458e-18,3.4505681332810303e-18,5.5825228937369699e-18,2.0356012562788848e-18,2.7021718103810806e-19,2.6680960150500495e-20,2.5445791616742257e-20,2.0332308322709641e-20,1.3531022463274368e-20,4.5373641566836996e-21,4.0361124625632653e-20,3.8336314320302171e-20,2.021339420983225e-21,2.5205858067856533e-30,4.5770274604713185e-21,7.8117036090656787e-24,8.0934656611200354e-22,3.7095725929172562e-22,2.5553874650569282e-19,1.1805043663523856e-16,3.3239538130081405e-18,7.1732307110970284e-21,1.5311725500129405e-18,2.7850037579973505e-19
1.0485750000000002e-09,0.0027113218211509,3.5402876872136374e-20,1.4259460551178269e-23,3.010693138354242e-22,1.0666075700840164e-22,1.5634595553500033e-24,0.0,0.0,9.2751271625838396e-18,8.0438986500316015e-24,1.8270337571880169e-33,5.6969676691782016e-35,2.247593799998443e-32,2.6136873523208917e-56,6.6020266684771467e-38,7.9568111698513106e-34,1.2719262739081822e-16,2.8160151615200784e-22,1.0071135560076955e-57,1.7748100894810651e-56,1.234922204916745e-34,7.6951162801033146e-35,5.7891556884917967e-36,4.7707957032971597e-37,1.7511884166169368e-24,1.0662604322247347e-40,5.9096329325488195e-34,7.7846432574826518e-19,3.1533166845038143e-21,2.8709239253161094e-22,1.8684653336071164e-16,7.7390978496229131e-29,1.7725093162888837e-44,1.0985703901026775e-35,3.2177713050839843e-38,0.88168480800000004,0.0,0.0094599999999994515,0.10884999999999996,2.1554148802193951e-16,2.1335856417556452e-16,1.8544974104899522e-16,3.1141983508193327e-18,2.5895098747854163e-18,1.2950978262994977e-18,5.8506759493608709e-19,5.2184790760250213e-18,6.9982638019363877e-19,3.8096123794519558e-18,3.7073992697205419e-18,5.9974428998721317e-18,2.1872123840914256e-18,2.896504516773718e-19,2.8682275295172376e-20,2.7337559805480657e-20,2.1844116822411124e-20,1.4537720390124456e-20,4.9375719681427725e-21,4.3187949776996538e-20,4.1198339174476326e-20,2.1837520172723539e-21,2.7231998867030483e-30,4.9333898579885402e-21,8.5199306426191364e-24,8.8187770590915082e-22,4.0469165245895427e-22,2.6778059694609193e-19,1.2365142324641007e-16,3.5704173130624717e-18,7.7066036221929109e-21,1.6412127361231175e-18,3.0263893630750158e-19
2.0971510000000003e-09,0.002711321821150901,8.9667123848845175e-20,6.8947047927216774e-23,1.2521740541433223e-21,5.2950686510305435e-22,1.2962432654259563e-23,0.0,0.0,1.9415731298651586e-17,3.3475239257103986e-23,2.6659638108910051e-32,4.9894916447456185e-34,1.6580207883486205e-31,3.0176971327885476e-55,2.262721979393894e-37,2.9310627977711935e-33,2.5038704475213601e-16,1.111258912072387e-21,7.5759675989827973e-56,2.1718386330296226e-55,9.9349385287739365e-34,4.4943533185830083e-34,1.5573983035255849e-35,8.0368872869146905e-36,6.8753998932664492e-24,3.0437277587824895e-39,4.1949692003444848e-33,3.0510089283345868e-18,1.244323920812275e-20,1.1282389069944074e-21,3.6605512091092531e-16,5.259276908104435e-28,4.0991174425949287e-43,1.5650268514582572e-34,6.0774887203456983e-37,0.88168480800000004,0.0,0.0094599999999989033,0.10884999999999986,4.2350531989946555e-16,4.1512022194097962e-16,3.6072389015104814e-16,5.2732348661824644e-18,4.3734606394820418e-18,2.1874071063885408e-18,1.9742312687099503e-18,2.0343041293983854e-17,2.3547998029947956e-18,1.5037491390329251e-17,1.4565036020322092e-17,2.3381122520066463e-17,8.6229556126546055e-18,9.7247745047702282e-19,1.1679039047388441e-19,1.0693345213678133e-19,8.5504812884805517e-20,5.7092493834669195e-20,3.9159314219099907e-20,1.330825333032388e-19,1.64183092912168e-19,1.0448447363952237e-20,1.5334342567036095e-29,2.3351602112062168e-20,9.1742398882541154e-23,8.0909857702171108e-21,3.7884795054623502e-21,5.2150741839659621e-19,2.3693868526793774e-16,1.3746603828804751e-17,3.0090346636214945e-20,5.4901132794984311e-18,1.9948708301884372e-18
