Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76)
2.1257711879592014e-09,0.005825053661482887,4.8009675888813334e-08,3.6887442844839195e-10,3.769766219688992e-10,1.7172176579434701e-09,3.0674298555744504e-12,0.0,0.0,1.6717497298829587e-09,1.0179364864674991e-13,8.5228166000577655e-16,3.8408556436180781e-15,8.0054823770776692e-15,1.3966515688503222e-24,5.2422741164109879e-18,5.4938349571071038e-15,1.3579802085863585e-07,7.5639618337501325e-12,4.0692630215192418e-25,2.1865012933278356e-25,2.0042903254677933e-15,3.3348992621552711e-14,3.8733371954455855e-16,9.6959868594402685e-17,6.280157954036767e-13,2.4153115549108238e-19,2.4080981626789852e-15,2.9900373381431112e-07,8.1999707157541272e-11,1.4277041574169844e-11,2.1406478904069052e-07,2.6183377808282376e-15,8.1785060481345942e-23,4.384230709836454e-17,3.4912803382522876e-16,0.88168480800000004,0.0,0.0094596421360556952,0.1088499951922607,1.4031959810000584e-07,1.11630791393395e-07,5.610840924306645e-08,5.9851521476935868e-10,3.4123898776955954e-10,2.2156349030031758e-10,1.2901618255531044e-12,3.0510606415181364e-10,1.7704709295299134e-12,6.0893850437565589e-10,7.4036799899132509e-10,6.6357925729141384e-10,2.3918260289013747e-10,8.2587659568571286e-13,1.2990216556815641e-10,1.8848211198402032e-08,1.5387528339573811e-08,3.1351502661772047e-10,3.7614723732933472e-13,4.4796220420096087e-11,7.5812653997607847e-09,3.2312577512536375e-13,3.8360399590170547e-20,2.0203983552942904e-11,1.0895846502857642e-13,5.9334710211186138e-14,9.3961471278480446e-16,1.959696527525729e-10
2.1697043505280806e-09,0.005825053771231344,4.9640623449324631e-08,3.8977326319396208e-10,3.9838377279475917e-10,1.8147431592257351e-09,3.3114056189172569e-12,0.0,0.0,1.7393988262521428e-09,1.0844127743881185e-13,9.3670615016974758e-16,4.1338909959620636e-15,8.6088578820606416e-15,1.5484236465300735e-24,5.5278347441758202e-18,5.8458495055663377e-15,1.4061788031935827e-07,8.0127629439971814e-12,4.7047414716511395e-25,2.4698732835487364e-25,2.147287277146862e-15,3.5086882698486259e-14,4.1772743934827502e-16,1.084330921537341e-16,6.605777626961948e-13,2.7227846988833732e-19,2.6004158105165758e-15,3.0921633707900675e-07,8.6813614459178027e-11,1.493060196724935e-11,2.1928412454854316e-07,2.8081887633493135e-15,9.11514799804445e-23,4.848305101340578e-17,3.8605308989607356e-16,0.88168480800000004,0.0,0.009459634674426497,0.10884999502513618,1.418301651431076e-07,1.1266169446909927e-07,5.639862573544847e-08,6.2256044093039028e-10,3.5399846497305496e-10,2.2984470658549645e-10,1.3397599843700654e-12,3.0826045979353108e-10,1.8431250104335118e-12,6.2366052515792683e-10,7.7061941214740981e-10,6.7469449211556407e-10,2.5165096392321956e-10,8.5768506082237587e-13,1.3409906773748251e-10,1.9490454346532078e-08,1.5864972496679346e-08,3.3126424538925816e-10,3.8884293280070012e-13,4.5922045673915076e-11,7.8592999128848674e-09,3.3890294810453359e-13,3.9635315594196401e-20,2.0912722578983237e-11,1.1550591782149536e-13,6.1492053207442714e-14,9.8650592572817016e-16,1.9881447382893069e-10
2.2136375130969598e-09,0.005825053881616851,5.128799867505664e-08,4.1136968778252194e-10,4.2050893316750919e-10,1.9155428718542742e-09,3.5690822975388797e-12,0.0,0.0,1.8083067527786698e-09,1.1538299937084132e-13,1.0275489760978466e-15,4.4421556601642633e-15,9.2427714363607431e-15,1.7125686352294826e-24,5.8217616881467229e-18,6.2143812071034546e-15,1.4548878057554902e-07,8.4776430841653146e-12,5.4229841181819113e-25,2.7826905338201534e-25,2.2971568661421659e-15,3.6870980028560474e-14,4.4972933834950896e-16,1.2097198726693495e-16,6.93978642927748e-13,3.0624684088167763e-19,2.8040602512230937e-15,3.1952655670516102e-07,9.1796396646535672e-11,1.5600237989407773e-11,2.2451704036387962e-07,3.0068848712632302e-15,1.0136712471195833e-22,5.3511703122824686e-17,4.2599136341387243e-16,0.88168480800000004,0.0,0.0094596272093205296,0.10884999485569885,1.4329901042069188e-07,1.136634708427029e-07,5.6675496340312674e-08,6.4709248656783854e-10,3.6695273219278691e-10,2.3826056538785372e-10,1.3901516554639315e-12,3.1128551639622607e-10,1.9172970882187625e-12,6.382305365163242e-10,8.0140135123376983e-10,6.8557544435681889e-10,2.6444490667339853e-10,8.9003833570414945e-13,1.3829002977597204e-10,2.0138917425946799e-08,1.6345272943474268e-08,3.4966978120348197e-10,4.0153219453965281e-13,4.7037208418088305e-11,8.1409150068646273e-09,3.551019684210399e-13,4.0909134330511962e-20,2.1624529274747587e-11,1.2226560998410791e-13,6.3660217934085183e-14,1.0346881981026576e-15,2.016881293714004e-10
2.257570675665839e-09,0.005825053992622409,5.2951451539637157e-08,4.336703820107843e-10,4.4335915018418882e-10,2.0196492607843303e-09,3.8409141393630923e-12,0.0,0.0,1.8784695336532198e-09,1.2262608888279599e-13,1.1251483363739906e-15,4.766064137545868e-15,9.9079893598323288e-15,1.8897504699923992e-24,6.1240565240185628e-18,6.5998939449806691e-15,1.5040932283199722e-07,8.9587858149838752e-12,6.2326823749774564e-25,3.1272671849705882e-25,2.454066949317899e-15,3.8701111760742366e-14,4.8338044009471586e-16,1.3464878823576317e-16,7.282128552464498e-13,3.4370277421187741e-19,3.0194573196802053e-15,3.2993180579752877e-07,9.6949814967430528e-11,1.6286007434895847e-11,2.2976282997263597e-07,3.2145886004961504e-15,1.1248892452037214e-22,5.8952093745722297e-17,4.6911727027378544e-16,0.88168480800000004,0.0,0.0094596197407027394,0.10884999468395418,1.4472711267918697e-07,1.1463698864842042e-07,5.6939644151414489e-08,6.7210746387947648e-10,3.800979518345944e-10,2.468090540684423e-10,1.4413213642145606e-12,3.1418596896472578e-10,1.99297569288205e-12,6.5264330985143246e-10,8.3270786637074365e-10,6.9622536011058422e-10,2.7756245933549409e-10,9.2292868946616332e-13,1.4247240388088441e-10,2.0793446618262397e-08,1.6828330110633471e-08,3.6874148426217315e-10,4.1420647178103391e-13,4.8141256152642859e-11,8.4260521853892712e-09,3.7172208198709325e-13,4.218092461451216e-20,2.2339038172120757e-11,1.2923726316125267e-13,6.5838026287356357e-14,1.0841600809797075e-15,2.0459195088175831e-10
2.301503838234718e-09,0.005825054104231914,5.4630642676274447e-08,4.5668187536611024e-10,4.6694131888893362e-10,2.127094111292082e-09,4.1273597433241134e-12,0.0,0.0,1.9498833069330719e-09,1.3017788166690564e-13,1.2298519584336446e-15,5.1060303963623563e-15,1.0605273457940616e-14,2.0806480722715408e-24,6.4347173949417203e-18,7.0028527367170079e-15,1.5537814132371165e-07,9.4563702881364551e-12,7.1432246874136194e-25,3.5060405455875657e-25,2.6181849148872842e-15,4.0577088658593751e-14,5.1872136806657492e-16,1.495388028684247e-16,7.6327448701573523e-13,3.8492903509679561e-19,3.2470387609890212e-15,3.4042957321690515e-07,1.0227558317955722e-10,1.6987966237536293e-11,2.3502080855339592e-07,3.4314580446147912e-15,1.2457626491549258e-22,6.482897590117813e-17,5.1561116770006577e-16,0.88168480800000004,0.0,0.0094596122685387946,0.10884999450990716,1.4611543903851322e-07,1.1558309056142759e-07,5.7191663721696081e-08,6.9760135242607676e-10,3.9343034222725661e-10,2.5548816269816988e-10,1.4932538343435952e-12,3.1696645010419942e-10,2.0701488967755678e-12,6.6689405806207108e-10,8.6453296958288426e-10,7.0664761071310345e-10,2.9100151694199855e-10,9.5634837303519879e-13,1.4664367168471631e-10,2.1453892687565648e-08,1.7314049239603245e-08,3.8848901220117083e-10,4.2685761673718866e-13,4.9233771804188074e-11,8.7146545391026685e-09,3.8876229044161744e-13,4.3450141474128172e-20,2.3055899076606851e-11,1.3642046680318184e-13,6.8024348370004249e-14,1.1349193407651781e-15,2.075271587148345e-10
2.3454370008035973e-09,0.005825054216429463,5.6325243512358614e-08,4.8041054511523716e-10,4.9126218033780651e-10,2.2379085202930169e-09,4.4288821051880562e-12,0.0,0.0,2.0225443261733343e-09,1.3804577498005594e-13,1.342017152088482e-15,5.4624678725151798e-15,1.1335380983281739e-14,2.2859549670427255e-24,6.7537389713308248e-18,7.4237237140070789e-15,1.6039390365344359e-07,9.970571197116315e-12,8.1647341302970211e-25,3.921572794243955e-25,2.7896776809972042e-15,4.2498704876537432e-14,5.5579232325692208e-16,1.6572041565392253e-16,7.9915728861448739e-13,4.3022501855465826e-19,3.4872422283274976e-15,3.5101742447388508e-07,1.0777536700588067e-10,1.7706168447110577e-11,2.402903132379159e-07,3.6576468706760597e-15,1.3769101523572272e-22,7.1168031778400065e-17,5.6565936909871529e-16,0.88168480800000004,0.0,0.0094596047927950969,0.1088499943335625,1.4746494495490141e-07,1.1650259349540493e-07,5.7432120674809516e-08,7.2356999657223552e-10,4.0694617950577863e-10,2.6429588389193592e-10,1.5459339956135936e-12,3.1963148349910426e-10,2.1488043060507502e-12,6.8097844179575238e-10,8.9687063423966257e-10,7.1684569058307909e-10,3.0475983938889933e-10,9.9028961796129641e-13,1.5080144672626513e-10,2.2120111035045314e-08,1.7802340449548343e-08,4.0892182698362304e-10,4.3947789253264808e-13,5.0314374239727175e-11,9.0066667621628601e-09,4.0622134601596862e-13,4.4716069668109636e-20,2.3774777425529945e-11,1.4381467579094215e-13,7.021810366675388e-14,1.1869629428262566e-15,2.1049486037722745e-10
2.3893701633724764e-09,0.005825054329199961,5.8034935384868874e-08,5.0486262755766713e-10,5.1632833297127476e-10,2.3521229475627475e-09,4.7459483799325203e-12,0.0,0.0,2.0964489569036165e-09,1.462372283348048e-13,1.4620107396507487e-15,5.835789209439883e-15,1.2099064205234772e-14,2.5063787862532539e-24,7.081112803067953e-18,7.8629737317867102e-15,1.6545530959860621e-07,1.0501559012557979e-11,9.3081089000103321e-25,4.3765556728874754e-25,2.968711623569285e-15,4.4465740061049683e-14,5.9463309022711325e-16,1.8327517596827773e-16,8.3585472236196696e-13,4.7990762759174596e-19,3.7405110046081132e-15,3.6169299659749611e-07,1.1345078700321503e-10,1.8440666370392795e-11,2.4557070152495179e-07,3.893304273059061e-15,1.5189758615912357e-22,7.799589085466985e-17,6.1945422341793015e-16,0.88168480800000004,0.0,0.0094595973134387265,0.10884999415492436,1.4877657294306056e-07,1.1739629045480348e-07,5.7661554805581035e-08,7.5000913337308509e-10,4.2064180224770647e-10,2.7323021928755574e-10,1.599347008949103e-12,3.2218547917920618e-10,2.2289291528313122e-12,6.9489252359005994e-10,9.2971480526341493e-10,7.2682317839037578e-10,3.1883506994710264e-10,1.0247446660588309e-12,1.5494346538651714e-10,2.2791961365847394e-08,1.8293118205827896e-08,4.300492040970528e-10,4.5205994657766392e-13,5.1382714719672728e-11,9.3020350863451199e-09,4.2409778066084981e-13,4.5977584310646199e-20,2.4495353062871755e-11,1.5141922617976141e-13,7.2418257318441918e-14,1.2402871414415682e-15,2.1349606664699928e-10
2.4333033259413556e-09,0.005825054442528369,5.9759409705239156e-08,5.3004421573596732e-10,5.4214623029811371e-10,2.4697672053304608e-09,5.0790299352052543e-12,0.0,0.0,2.1715936781024024e-09,1.5475976374546794e-13,1.5902091051674937e-15,6.2264062694868539e-15,1.2897070392088827e-14,2.7426408956526607e-24,7.4168272687672674e-18,8.3210703574750764e-15,1.7056109145950982e-07,1.1049499927288235e-11,1.0585063072889362e-24,4.8738120177762238e-25,3.1554525783107372e-15,4.6477959054144411e-14,6.3528301408722008e-16,2.0228779680929011e-16,8.7335995566442166e-13,5.3431164830250714e-19,4.0072939902272446e-15,3.7245399918125354e-07,1.1930341794186979e-10,1.9191510542543763e-11,2.5086135159184573e-07,4.1385749560987148e-15,1.6726295617508734e-22,8.53401354920024e-17,6.7719412514812531e-16,0.88168480800000004,0.0,0.0094595898304374419,0.10884999397399665,1.5005125262511559e-07,1.1826495017168839e-07,5.7880479571892092e-08,7.7691438888099231e-10,4.345136125874061e-10,2.822891789984482e-10,1.6534782707330974e-12,3.2463272902198771e-10,2.3105102828343384e-12,7.0863277554423854e-10,9.6305939819914963e-10,7.3658373809039841e-10,3.3322473267319255e-10,1.0597057666341852e-12,1.5906758933040088e-10,2.3469307754534407e-08,1.8786301407255341e-08,4.5188022949209801e-10,4.6459681824089925e-13,5.2438477510416645e-11,9.6007072984455543e-09,4.4238990036714449e-13,4.7234071301619894e-20,2.5217320590981236e-11,1.592333324423265e-13,7.4623821255430133e-14,1.2948874618374405e-15,2.1653168918840632e-10
2.4772364885102348e-09,0.005825054556400644,6.1498366741504596e-08,5.5596127505891987e-10,5.6872219669369918e-10,2.5908705293683709e-09,5.4286020171318847e-12,0.0,0.0,2.247975075992486e-09,1.6362096661872807e-13,1.7269980693617293e-15,6.6347298061090245e-15,1.3730141311174533e-14,2.9954757976736609e-24,7.7608680633362449e-18,8.7984813856122435e-15,1.7571001217598271e-07,1.1614556199127711e-11,1.200816987376771e-24,5.4163015954929127e-25,3.3500657532744792e-15,4.8535114731182207e-14,6.7778102467525254e-16,2.2284627366277323e-16,9.1166592721986131e-13,5.937908521181077e-19,4.2880453502165384e-15,3.8329820713739351e-07,1.2533479292937254e-10,1.9958749924207625e-11,2.5616166008368752e-07,4.3935991184465108e-15,1.8385673819942835e-22,9.3229322641073228e-17,7.3908361279694875e-16,0.88168480800000004,0.0,0.0094595823437596243,0.10884999379078292,1.5128989931490046e-07,1.1910931968519829e-07,5.8089386254187734e-08,8.0428131461320342e-10,4.4855807979155718e-10,2.9147078934538305e-10,1.7083134347682249e-12,3.2697740683120775e-10,2.3935342760076108e-12,7.2219601594523178e-10,9.9689831265068586e-10,7.461310738205633e-10,3.4792625753271022e-10,1.0951652124037788e-12,1.6317179176094996e-10,2.4152018180893838e-08,1.9281812673201176e-08,4.7442381402389104e-10,4.7708189773910456e-13,5.3481374948334633e-11,9.9026326387778596e-09,4.6109582678605262e-13,4.848546825044622e-20,2.5940387541208523e-11,1.6725610932243012e-13,7.6833848556341933e-14,1.3507588295942207e-15,2.1960256164647328e-10
2.521169651079114e-09,0.005825054670802548,6.3251515994793296e-08,5.8261963828577339e-10,5.9606242232903086e-10,2.7154615561792014e-09,5.7951438621367858e-12,0.0,0.0,2.325589846448438e-09,1.7282848587535153e-13,1.8727729601720949e-15,7.0611695314814007e-15,1.4599013298751053e-14,3.2656308009263511e-24,8.1132180660540936e-18,9.2956749040927884e-15,1.8090086597451837e-07,1.2196886038357431e-11,1.35909038696779e-24,6.0071219420510751e-25,3.5527157464593271e-15,5.063694721808054e-14,7.2216560529744638e-16,2.4504186472564127e-16,9.5076532884238675e-13,6.5871827809348055e-19,4.5832245446450295e-15,3.9422346297955369e-07,1.3154640209505048e-10,2.0742431838489091e-11,2.6147104280612125e-07,4.6585124443905564e-15,2.0175119944755141e-22,1.0169298670974248e-16,8.0533336455567626e-16,0.88168480800000004,0.0,0.0094595748533742897,0.10884999360528645,1.5249341435138969e-07,1.1993012353320696e-07,5.8288742714265361e-08,8.3210537739004337e-10,4.6277174051710657e-10,3.007730908357409e-10,1.7638384115838805e-12,3.2922356426046019e-10,2.4779874127893772e-12,7.3557942773979991e-10,1.031225429076637e-09,7.5546893941765452e-10,3.6293697353196421e-10,1.1311153299117418e-12,1.6725416211338961e-10,2.483996467547824e-08,1.9779578556555366e-08,4.9768868800954828e-10,4.8950894048800204e-13,5.4511148890475986e-11,1.0207761834841757e-08,4.8021348458103181e-13,4.973072993416187e-20,2.6664275035140714e-11,1.7548656536080352e-13,7.9047435531212284e-14,1.4078955311540194e-15,2.2270943347775419e-10
2.565102813647993e-09,0.005825054785720785,6.5018575860450599e-08,6.1002500979461293e-10,6.2417296749032081e-10,2.843568342418569e-09,6.1791386071741321e-12,0.0,0.0,2.4044347931908796e-09,1.8239003444805911e-13,2.0279385879675175e-15,7.5061340133449576e-15,1.5504417095723844e-14,3.5538655407649196e-24,8.4738574886998179e-18,9.8131191222429459e-15,1.8613247781474185e-07,1.279664370452083e-11,1.5347685696507594e-24,6.6495114875351298e-25,3.7635665192015288e-15,5.2783184723003242e-14,7.6847479351768408e-16,2.6896913288304351e-16,9.9065062492885316e-13,7.294869090744309e-19,4.8932961979384784e-15,4.0522767478052828e-07,1.379396937628885e-10,2.1542602025650344e-11,2.6678893410791641e-07,4.9334461057354689e-15,2.2102130188411159e-22,1.1076165053977444e-16,8.761602369964957e-16,0.88168480800000004,0.0,0.009459567359251065,0.10884999341751025,1.5366268473960933e-07,1.2072806447211826e-07,5.8478994548854521e-08,8.6038196960002381e-10,4.7715119987907976e-10,3.1019414020531856e-10,1.820039374813758e-12,3.3137513009979114e-10,2.5638557080956913e-12,7.4878054017522353e-10,1.0660346129380061e-09,7.6460112542404987e-10,3.7825411614663925e-10,1.1675484890778136e-12,1.7131290216510872e-10,2.553302319004975e-08,2.0279529346235178e-08,5.216834051309744e-10,5.0187205548030464e-13,5.5527569283945391e-11,1.0516047071384299e-08,4.9974061350251281e-13,5.0968755224536148e-20,2.7388717297455733e-11,1.8392360918087582e-13,8.1263720227257295e-14,1.4662912514947602e-15,2.2585297572245367e-10
2.6090359762168723e-09,0.005825054901142184,6.6799273294850673e-08,6.3818296977163958e-10,6.530597668177932e-10,2.9752183839589152e-09,6.5810732018841985e-12,0.0,0.0,2.4845068260944823e-09,1.923133897519529e-13,2.1929092229802038e-15,7.9700305718011262e-15,1.644707768052536e-14,3.8609515173941492e-24,8.8427640206816152e-18,1.0351282197868092e-14,1.9140370286259275e-07,1.341397960027312e-11,1.7293926562828983e-24,7.3468526270486059e-25,3.9827813692794025e-15,5.4973544356916555e-14,8.167461784550108e-16,2.9472598734972302e-16,1.0313140716480544e-12,8.065103404638546e-19,5.2187299609770329e-15,4.1630881417745492e-07,1.4451607559190085e-10,2.2359304696440015e-11,2.7211478627578775e-07,5.2185267604052984e-15,2.4174474260571897e-22,1.2046683638186642e-16,9.5178730444731865e-16,0.88168480800000004,0.0,0.0094595598613601891,0.10884999322745702,1.5479858277290655e-07,1.2150382418248133e-07,5.8660566231387536e-08,8.8910641942227744e-10,4.9169313266956472e-10,3.1973201251150687e-10,1.8769027682971667e-12,3.3343590925207458e-10,2.6511249451316359e-12,7.6179721078943024e-10,1.1013197188103897e-09,7.7353144582646204e-10,3.9387483463842755e-10,1.2044571129565876e-12,1.7534632228437356e-10,2.6231073470588303e-08,2.0781598871668859e-08,5.4641634616475841e-10,5.1416569411704368e-13,5.6530432763541041e-11,1.0827441961751902e-08,5.1967478013754858e-13,5.2199883448782153e-20,2.8113461182912799e-11,1.9256605566014232e-13,8.3481880981621053e-14,1.5259391107099601e-15,2.2903378675953103e-10
2.696902301354631e-09,0.005825055133444342,7.040052834122241e-08,6.967783953122969e-10,7.1318527919439987e-10,3.2492555962772458e-09,7.4407279356129841e-12,0.0,0.0,2.6483203007356555e-09,2.1327695621154934e-13,2.5539695452754809e-15,8.9562421225001733e-15,1.8447039119850577e-14,4.5348193287793591e-24,9.605277899668762e-18,1.1491635956724199e-14,2.020605586186544e-07,1.4701969351881968e-11,2.182167232925035e-24,8.9206614436900133e-25,4.44695296713291e-15,5.9485450421115439e-14,9.1932372320053909e-16,3.5213717203868603e-16,1.1149435746640543e-12,9.8108392711917209e-19,5.9175865132136748e-15,4.3869406072875743e-07,1.5822354832375113e-10,2.4042477202338915e-11,2.8278826622745261e-07,5.8196132384425931e-15,2.8787637403540124e-22,1.4191793646379723e-16,1.1183656950145384e-15,0.88168480800000004,0.0,0.0094595448541591673,0.10884999284052931,1.569736747783233e-07,1.2299142804125949e-07,5.8999271911452068e-08,9.4787997379966791e-10,5.2125146905474677e-10,3.3915063429199698e-10,1.9925640011260453e-12,3.3729971951248441e-10,2.8298085176678234e-12,7.8727012962370827e-10,1.1732930960514665e-09,7.9080176360839435e-10,4.2601523175668889e-10,1.279670791557895e-12,1.8333094815677482e-10,2.7641686063563886e-08,2.1791845353312276e-08,5.9812959962656472e-10,5.385239418262407e-13,5.8494795747055044e-11,1.1459382000441292e-08,5.6075374056737478e-13,5.4638368424533548e-20,2.9562899435406386e-11,2.1046200549667645e-13,8.7920730049906244e-14,1.648961257113744e-15,2.355092968645301e-10
2.772044827899902e-09,0.00582505533359066,7.3521194598220648e-08,7.4932599432830234e-10,7.6711972923139967e-10,3.4950965652224057e-09,8.237375644743777e-12,0.0,0.0,2.7922792536401236e-09,2.3242573354077377e-13,2.8978488772442976e-15,9.8634406381807218e-15,2.0282174563260646e-14,5.1782348004605649e-24,1.0283358686187787e-17,1.2536905599319787e-14,2.1128989783217075e-07,1.5860542159587649e-11,2.6456890416997841e-24,1.047488616733288e-24,4.8719396735665633e-15,6.348121584021127e-14,1.0136115158926997e-15,4.0800607751929521e-16,1.1888574658851092e-12,1.1544431194695898e-18,6.5684036201762561e-15,4.5806424461213663e-07,1.7053928101390571e-10,2.5534751875736642e-11,2.919366587894092e-07,6.3669378997813203e-15,3.3270743026065388e-22,1.6259186934231274e-16,1.2782258535368465e-15,0.88168480800000004,0.0,0.0094595320079106735,0.10884999250242798,1.587356528376333e-07,1.2419914725833681e-07,5.9264948478284577e-08,9.9951984779906908e-10,5.4701572447982398e-10,3.5611063834515423e-10,2.093458714797492e-12,3.4034872978681172e-10,2.9869284525722696e-12,8.0845476440343793e-10,1.2362975854710993e-09,8.0496580301003711e-10,4.5443710976621403e-10,1.3454330887394611e-12,1.9006528194332737e-10,2.886282680549769e-08,2.2661971179412344e-08,6.4477094006716147e-10,5.5908921555262164e-13,6.0130252433963694e-11,1.2009276884458751e-08,5.9715051593290913e-13,5.6696903273242244e-20,3.08012861446111e-11,2.2640580971473649e-13,9.1715865262637335e-14,1.7580694815324066e-15,2.4116972979625543e-10
2.8396731017906456e-09,0.0058250555148416224,7.6360984132561463e-08,7.9856239364048224e-10,8.1766756926206066e-10,3.7255188808488558e-09,9.0050171912638377e-12,0.0,0.0,2.924878916325632e-09,2.5065729646489605e-13,3.2369982488705601e-15,1.0731964482825405e-14,2.2035219640553641e-14,5.8137974295449528e-24,1.0913977747055737e-17,1.3534905296459728e-14,2.1968301391446677e-07,1.6948855372360208e-11,3.1318358803898907e-24,1.2055527205194033e-24,5.2772248857650508e-15,6.7184168273387438e-14,1.1038012983702059e-15,4.6411841204201736e-16,1.2572307794716311e-12,1.3316644426830682e-18,7.1981859925626228e-15,4.756681592571787e-07,1.8209652070345425e-10,2.6919618735129778e-11,3.0018429498024406e-07,6.8862355106527545e-15,3.7768879084052855e-22,1.8319142013031449e-16,1.436912280159891e-15,0.88168480800000004,0.0,0.0094595204365349322,0.1088499921924662,1.6024760374256539e-07,1.2523790660883815e-07,5.9486675244230013e-08,1.0470601985054672e-09,5.7057357679421547e-10,3.7164518573432681e-10,2.1857722950476341e-12,3.4290601441158837e-10,3.1316698818018355e-12,8.2704410406129151e-10,1.2941204445528552e-09,8.1725283090379267e-10,4.8074065323282525e-10,1.405722643295699e-12,1.9604645547308934e-10,2.9973054901093532e-08,2.3449715886330647e-08,6.8868676055418492e-10,5.7736995745921635e-13,6.1566658801631753e-11,1.2511465160438016e-08,6.3089262167541173e-13,5.8526247339896614e-20,3.1914019733701522e-11,2.4125259034642036e-13,9.512782380919899e-14,1.8593030271214579e-15,2.4636232752825012e-10
2.9073013756813893e-09,0.005825055697111832,7.9229456754415321e-08,8.4965869217050342e-10,8.7013656523066434e-10,3.9647170846587968e-09,9.822572042449088e-12,0.0,0.0,3.0603458904334991e-09,2.6986491894737303e-13,3.6060216208822895e-15,1.1651300192406265e-14,2.3886953050006258e-14,6.5060230400488513e-24,1.1563742277795623e-17,1.4588906385022184e-14,2.2815457793309607e-07,1.8080856264359806e-11,3.6917663752060042e-24,1.382470148385889e-24,5.7047085994037038e-15,7.098700540607997e-14,1.1991735862264289e-15,5.2620282131839201e-16,1.3273249170747529e-12,1.5310510241296881e-18,7.8715763564949197e-15,4.9342743737800498e-07,1.9410644341628005e-10,2.8344241133979027e-11,3.084435581512332e-07,7.4312123846845849e-15,4.2741808910224935e-22,2.0582156845723685e-16,1.6106175351507288e-15,0.88168480800000004,0.0,0.0094595088558196375,0.10884999187713824,1.6169256353762504e-07,1.2623317273103213e-07,5.9693147058864232e-08,1.0955905706733664e-09,5.9447097455242189e-10,3.8742928517665465e-10,2.2794697873807233e-12,3.4529801467253634e-10,3.2795126779027233e-12,8.4517963316077662e-10,1.352980037933764e-09,8.2911769817862679e-10,5.0771776708443409e-10,1.4670307071047886e-12,2.0194783204709157e-10,3.1093515612253865e-08,2.4241663634405431e-08,7.3446730681422415e-10,5.9542044356032659e-13,6.2969153685246526e-11,1.3020407143215933e-08,6.6555570664379521e-13,6.0331640925895077e-20,3.3024321945230271e-11,2.5656442508459537e-13,9.8533988975614055e-14,1.9633770591790566e-15,2.516489870606123e-10
3.0425579234628768e-09,0.0058250560645610105,8.5049301093288678e-08,9.5750002942102918e-10,9.8091209701308816e-10,4.4697865190375207e-09,1.1614924495290673e-11,0.0,0.0,3.3398478446718004e-09,3.1132949357591757e-13,4.4408091596585359e-15,1.3648164251768727e-14,2.7896339699260332e-14,8.07284301890009e-24,1.2920160550511311e-17,1.6871663612834977e-14,2.4531952847408832e-07,2.0477718509967776e-11,5.0694543689071063e-24,1.7996134774951727e-24,6.6285678125799822e-15,7.8887297324922952e-14,1.4059636451634062e-15,6.7012189365273817e-16,1.4725473236216217e-12,2.0050968712698131e-18,9.3565483558711482e-15,5.2938885547077719e-07,2.1950075512100576e-10,3.131324641527239e-11,3.2499075690260502e-07,8.5995439084519593e-15,5.4258941496726053e-22,2.5775393221379937e-16,2.0070730471890483e-15,0.88168480800000004,0.0,0.0094594856659954429,0.10884999123040252,1.6439244827886433e-07,1.281010735618964e-07,6.0064584514779432e-08,1.1955500819074613e-09,6.4324393094435858e-10,4.1972086012525648e-10,2.4708506511957414e-12,3.4962810987071541e-10,3.5842823899263266e-12,8.8008747353514299e-10,1.4737203210846138e-09,8.516348223637765e-10,5.6364449713805022e-10,1.5926013197317197e-12,2.1349708179903933e-10,3.3363757934789841e-08,2.5837525338619407e-08,8.3172698030838241e-10,6.3078314099737139e-13,6.5671859776119501e-11,1.4058024320410053e-08,7.3759501686475316e-13,6.3867194816044536e-20,3.5235153645548881e-11,2.8855803767900929e-13,1.0532084425521478e-13,2.1798989114671752e-15,2.6250724013569264e-10
