Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76)
1.0274421237372182e-09,0.00582505118603154,1.3873749203959747e-08,4.9804649147599459e-11,5.0719938473089017e-11,2.3113435604074181e-10,1.9531663207251063e-13,0.0,0.0,4.0351271607732746e-10,1.1098172279742351e-14,3.2014683058243949e-17,2.6243298956912916e-16,5.5383567795248552e-16,2.9697848812979157e-26,7.2595136256402121e-19,7.5918087325738652e-16,3.668849219425333e-08,9.3081438438087544e-13,2.2169286252629821e-27,2.6498044969298225e-27,1.6889566064613288e-16,4.9474788571106264e-15,2.4422212462493917e-17,1.665020082446789e-18,9.2910305883518074e-14,3.9028513622505506e-21,1.7522448537255783e-16,8.4826138199582647e-08,1.0261892418274117e-11,2.9468699493876209e-12,9.0602538984327445e-08,1.9202637461059151e-16,1.7798679560973478e-24,1.3689924334282389e-18,9.4810447666116264e-18,0.88168480800000004,0.0,0.0094598276674694743,0.10884999858650388,8.604156200465656e-08,7.3217515848256991e-08,4.1889335494222122e-08,1.6214915396881844e-10,9.6934676124155615e-11,6.3582825173662186e-11,3.5268838160912766e-13,1.7043612455325876e-10,4.6471885608119024e-13,2.1861450935988045e-10,1.7238184951548319e-10,3.0720746168916586e-10,3.5118121182149376e-11,2.2711468826958792e-13,3.3673021367867075e-11,5.377771780879335e-09,4.8069692974373669e-09,5.0171529594793826e-11,9.0407428913166917e-14,1.5439842220368327e-11,1.9998345490049244e-09,6.1639905944341175e-14,9.4775307972198973e-21,4.8975223023732256e-12,1.1466608868062329e-14,1.3430188804764766e-14,1.7109312811212405e-16,1.2680877591038857e-10
1.0713752863060976e-09,0.0058250512725967945,1.4939040047554367e-08,5.5997810032412022e-11,5.7036279446383373e-11,2.5990650947248604e-10,2.2919949969069063e-13,0.0,0.0,4.3809057687663144e-10,1.2589084594789641e-14,3.8374822855807159e-17,3.0719515919090439e-16,6.4843297454996977e-16,3.7365459515321957e-26,8.1663582139193159e-19,8.4017091661274757e-16,3.9676750082882245e-08,1.0521675422714808e-12,2.9978609283064785e-27,3.4261840763823517e-27,1.9482339597387793e-16,5.5469895772773151e-15,2.8644331110571915e-17,2.111763618536001e-18,1.0422475794819148e-13,4.9093829261434826e-21,2.0232487742780916e-16,9.1484783977713808e-08,1.1591022381154209e-11,3.2242775812351654e-12,9.5172277940257406e-08,2.2438493095312276e-16,2.2115599479064322e-24,1.658779763383679e-18,1.1680071324033234e-17,0.88168480800000004,0.0,0.0094598202786699559,0.10884999848162499,8.8919784891890226e-08,7.5353262431078662e-08,4.2838463256173443e-08,1.7352708370638797e-10,1.036092840864615e-10,6.7957183680639686e-11,3.7776592311989529e-13,1.7822235557627019e-10,4.9827832027196781e-13,2.3365907398849781e-10,1.8768021053506203e-10,3.2399878174767372e-10,3.9408098151274148e-11,2.4337236845384658e-13,3.6749724362801408e-11,5.7975296358958259e-09,5.1598616595373769e-09,5.5294160584756388e-11,9.9258800840066788e-14,1.6546154564005776e-11,2.1643736597809979e-09,6.7562478443540136e-14,1.0382494615674831e-20,5.3616466332004516e-12,1.3156619681921894e-14,1.4784112072035139e-14,1.8817776757625883e-16,1.2991515975562717e-10
1.115308448874977e-09,0.0058250513604316085,1.6034466432404128e-08,6.2654390516874778e-11,6.3826593377220033e-11,2.908368247366146e-10,2.6720616249838581e-13,0.0,0.0,4.7405791325819072e-10,1.4210628838421378e-14,4.5723639061604013e-17,3.5722903678409602e-16,7.5411343463405375e-16,4.6546590665195118e-26,9.139923416400601e-19,9.2727472799772776e-16,4.2762150687301708e-08,1.1833019613126139e-12,4.0047656127172237e-27,4.3837339804128101e-27,2.2345633832349826e-16,6.187980601501965e-15,3.3396528324922265e-17,2.6520979577138825e-18,1.1632605041139062e-13,6.1246806650537299e-21,2.3247278894380779e-16,9.8337771737447775e-08,1.3025912814106732e-11,3.5154879109644693e-12,9.9782820545001615e-08,2.60434057802074e-16,2.7254958408897654e-24,1.9964384461948407e-18,1.426860844496565e-17,0.88168480800000004,0.0,0.0094598128875913786,0.10884999837392978,9.173248424076079e-08,7.7426937282293085e-08,4.3743434862413639e-08,1.8538823472225688e-10,1.1055893118438577e-10,7.2497955592367828e-11,4.0392911710340265e-13,1.8580669145168113e-10,5.333044229634584e-13,2.4889651020811074e-10,2.0362564445151376e-10,3.4065901921165641e-10,4.399845277316212e-11,2.6027800330080384e-13,3.9930517521498795e-11,6.2293728396294444e-09,5.5206800884856964e-09,6.0764580142480981e-11,1.0844645554739641e-13,1.766965660027698e-11,2.3345084167118806e-09,7.381778373733873e-14,1.13204717883386e-20,5.84325640599286e-12,1.5001481234769834e-14,1.6194092700052216e-14,2.0625379451292558e-16,1.3294638778168555e-10
1.1592416114438563e-09,0.005825051449500893,1.7159233310221946e-08,6.9787007956140561e-11,7.1103919593942989e-11,3.2398469826319953e-10,3.096390746695108e-13,0.0,0.0,5.1140902898563763e-10,1.5968713908558697e-14,5.4173288542164561e-17,4.1289145528595584e-16,8.7160885079047145e-16,5.7452927763535187e-26,1.0181695070941169e-18,1.0208295366236287e-15,4.5942472075661873e-08,1.3245408359011106e-12,5.2899878806167239e-27,5.5547034480412108e-27,2.5495128090095054e-16,6.871131852751134e-15,3.8719174578349019e-17,3.300507799429131e-18,1.2922670396237059e-13,7.5826008261913595e-21,2.6589809672137386e-16,1.0537977030401501e-07,1.456991080645909e-11,3.8206316088342305e-12,1.0443262235849408e-07,3.0039969524816328e-16,3.3334107920457507e-24,2.3878630954769406e-18,1.7295863649610859e-17,0.88168480800000004,0.0,0.0094598054941703522,0.10884999826346609,9.4480327575647262e-08,7.9440396262102443e-08,4.4606321292740578e-08,1.977391791281817e-10,1.1778344174798127e-10,7.7205661994256304e-11,4.3118112931743102e-13,1.9318400091320986e-10,5.6982055652704634e-13,2.6430249065754602e-10,2.2021554108827557e-10,3.5716807467380368e-10,4.8894181704999311e-11,2.7783550610913432e-13,4.3209874071782899e-11,6.6729703392577231e-09,5.8890796427159124e-09,6.6596818393389774e-11,1.1795396942133975e-13,1.8808463053436241e-11,2.5101386142424377e-09,8.0413620037556683e-14,1.2289803236686655e-20,6.3416433766427342e-12,1.7006488964578472e-14,1.7658003279451562e-14,2.253457553562933e-16,1.3591093375120864e-10
1.2031747740127357e-09,0.005825051539770436,1.8312572297439506e-08,7.7407935906869213e-11,7.8880951390918555e-11,3.5940796402012416e-10,3.5680879764148415e-13,0.0,0.0,5.5013816171233087e-10,1.7869297720619484e-14,6.3843809883516759e-17,4.7454533317371062e-16,1.0016607980432858e-15,7.0313818102257489e-26,1.129307560209969e-18,1.1211823696827848e-15,4.9215516747314591e-08,1.4762009069055869e-12,6.9150796703460831e-27,6.9753777793323758e-27,2.8946675313537716e-16,7.5970676597474176e-15,4.465339954085358e-17,4.0729638619673734e-18,1.4293807079888532e-13,9.3210672908946116e-21,3.028399967939799e-16,1.1260559406429881e-07,1.6226286559878855e-11,4.1398351787131555e-12,1.0912018638744922e-07,3.4450847738736006e-16,4.0481823999469719e-24,2.8394409513491616e-18,2.0814904234110214e-17,0.88168480800000004,0.0,0.0094597980983451169,0.1088499981502776,9.7164036473045502e-08,8.1395438821756395e-08,4.5429095457786265e-08,2.1058567792357365e-10,1.2528205761719344e-10,8.2080545985596428e-11,4.595223159518075e-13,2.0035072307771641e-10,6.078474039965516e-13,2.7985378075373163e-10,2.374470363291632e-10,3.7350834421503786e-10,5.4099840545124409e-11,2.9604755485772077e-13,4.6582259189850592e-11,7.1280011604792209e-09,6.2647319792564584e-09,7.2804878665842041e-11,1.2776476098003927e-13,1.9960762747031337e-11,2.6911654173152912e-09,8.7357502826406647e-14,1.3288820225509494e-20,6.8560963715000257e-12,1.917665807166315e-14,1.917369022794151e-14,2.4547745936995732e-16,1.3881673094384134e-10
1.247107936581615e-09,0.005825051631207116,1.9493740583424795e-08,8.5529117189337676e-11,8.7170049074147763e-11,3.9716295315183525e-10,4.0903375052013118e-13,0.0,0.0,5.9023950349474789e-10,1.9918387589904583e-14,7.4863267702400336e-17,5.4255921545180029e-16,1.1450195987604322e-15,8.5376612045276185e-26,1.2475386723490675e-18,1.2286895035096037e-15,5.2579113009071184e-08,1.6385925465970826e-12,8.9521748834145402e-27,8.6864220043769147e-27,3.2716286027752985e-16,8.3663593318934104e-15,5.1241000329498665e-17,4.9870095850790543e-18,1.5747038586874006e-13,1.1382478610864748e-20,3.4354686539997181e-16,1.2001019881456732e-07,1.7998234789223405e-11,4.4732211101153195e-12,1.1384406139439574e-07,3.929873161869883e-16,4.8838946056563694e-24,3.3580747234989296e-18,2.4882784176231979e-17,0.88168480800000004,0.0,0.0094597907000554832,0.10884999803440427,9.9784380978679196e-08,8.3293810075367751e-08,4.6213637289893287e-08,2.2393273016789441e-10,1.3305350122138237e-10,8.7122596437775004e-11,4.8895058260497504e-13,2.0730469240358108e-10,6.47403158088413e-13,2.955282024019344e-10,2.5531702662240076e-10,3.8966449840013422e-10,5.9619562424627548e-11,3.1491572321288486e-13,5.0042150825052726e-11,7.5941540425006833e-09,6.6473244973362947e-09,7.9402714725951162e-11,1.3786216853001986e-13,2.1124817180679267e-11,2.8774914143314953e-09,9.4656646485434515e-14,1.4315844174408432e-20,7.3859041577279161e-12,2.1516727238961782e-14,2.0738984584679796e-14,2.6667189844344881e-16,1.4167120505267647e-10
1.2910410991504945e-09,0.0058250517237785834,2.0702020276066271e-08,9.4162171356607108e-11,9.598324736028664e-11,4.3730452815354163e-10,4.6664007826677551e-13,0.0,0.0,6.3170722375002879e-10,2.2122040600851667e-14,8.7367938875351284e-17,6.1730694851390165e-16,1.3024435283683316e-15,1.0290698012440291e-25,1.3729870507039187e-18,1.3437161144053531e-15,5.6031116820293386e-08,1.812019736112946e-12,1.1484979926392185e-26,1.0733123571980719e-26,3.6820116258403507e-16,9.1795266983556921e-15,5.852435654637035e-17,6.0618186343089877e-18,1.7283279381548127e-13,1.3813944784765244e-20,3.8827629179574768e-16,1.2758868005228988e-07,1.9888874792447636e-11,4.8209079625374747e-12,1.1860284097687015e-07,4.4606304273169213e-16,5.8558888122090832e-24,3.9512004024120142e-18,2.956064603662478e-17,0.88168480800000004,0.0,0.0094597832992427862,0.10884999791588267,1.0234217482023571e-07,8.5137201979269763e-08,4.6961737265552882e-08,2.3778460747537797e-10,1.4109603865948578e-10,9.2331568153800089e-11,5.1946170133300748e-13,2.140449542783167e-10,6.8850363861038165e-13,3.1130462013573512e-10,2.738221784930364e-10,4.0562327267111631e-10,6.5457067493588642e-11,3.3444057528437667e-13,5.358406656008909e-11,8.0711272340621337e-09,7.0365597539044057e-09,8.6404202177607571e-11,1.4822954630235399e-13,2.2298961001495473e-11,3.069020697201294e-09,1.0231793080549681e-13,1.5369201943820774e-20,7.9303592778560819e-12,2.4031153510291107e-14,2.2351715852562062e-14,2.8895111968737885e-16,1.4448129857232762e-10
1.3349742617193738e-09,0.00582505181745361,2.193671719810027e-08,1.0331840929700119e-10,1.0533226999908783e-10,4.7988614950074676e-10,5.2996136667704689e-13,0.0,0.0,6.7453548518806269e-10,2.448636402759846e-14,1.0150241822090647e-16,6.9916719928232639e-16,1.4746977676208331e-15,1.2318916372151664e-25,1.5057692742202726e-18,1.4666356756490571e-15,5.9569412677198912e-08,1.9967802041840262e-12,1.4610494624069939e-26,1.3165786633324661e-26,4.1274451194574722e-16,1.0037040967508984e-14,6.6546345428026593e-17,7.3182918803049946e-18,1.8903340841325582e-13,1.6667793529639514e-20,4.3729485079243811e-16,1.3533626791310261e-07,2.1901252474378245e-11,5.1830105372167577e-12,1.2339516164707698e-07,5.0396201140381066e-16,6.9808319862562488e-24,4.6268114895623869e-18,3.4913851361231939e-17,0.88168480800000004,0.0,0.0094597758958498458,0.10884999779474606,1.0483827014428374e-07,8.6927255652322751e-08,4.7675101728171703e-08,2.5214490543005456e-10,1.4940753342613439e-10,9.7707004406089698e-11,5.5104954466906117e-13,2.2057162204485595e-10,7.311624278131235e-13,3.2716289573670914e-10,2.929589441735109e-10,4.2137327221037503e-10,7.1615684674451545e-11,3.5462175139293313e-13,5.7202577449003965e-11,8.558628082247898e-09,7.4321545630737852e-09,9.3823122755453673e-11,1.5885031859092985e-13,2.3481599584667983e-11,3.2656588895916733e-09,1.1034789702629916e-13,1.6447239867385914e-20,8.4887598811709598e-12,2.6724121167632928e-14,2.4009719187473457e-14,3.1233619797161429e-16,1.4725350416297106e-10
1.3789074242882532e-09,0.005825051912201596,2.3197160394437251e-08,1.1300883867621225e-10,1.1522853513472946e-10,5.2495990058674876e-10,5.9933855238387396e-13,0.0,0.0,7.1871846571026531e-10,2.7017515723830507e-14,1.1741981002806723e-16,7.8852318099796058e-16,1.6625537056912207e-15,1.4652623347420356e-25,1.6459943504759268e-18,1.597829674818336e-15,6.319191549414225e-08,2.1931653742932394e-12,1.8439994819374364e-26,1.6039946577757622e-26,4.609569472356927e-16,1.0939325900012294e-14,7.5350263651788428e-17,8.7791036222796083e-18,2.0607933168351252e-13,2.0001759490473224e-20,4.9087818251843413e-16,1.4324832626059573e-07,2.4038340030748656e-11,5.5596399373795708e-12,1.2821970218518996e-07,5.6690976886040041e-16,8.2767638613697317e-24,5.3934750341801202e-18,4.1012070787928573e-17,0.88168480800000004,0.0,0.0094597684898209099,0.10884999767102507,1.0727355321665539e-07,8.8665562227893031e-08,4.8355355764579315e-08,2.6701657223867912e-10,1.5798550474427628e-10,1.0324825490604094e-10,5.8370631459055484e-13,2.2688570539803393e-10,7.7539094284605469e-13,3.4308388107476496e-10,3.1272356927398095e-10,4.3690478139086264e-10,7.8098358239570507e-11,3.7545802706434011e-13,6.0892334247252142e-11,9.0563728868389029e-09,7.8338395210866215e-09,1.0167313636919168e-10,1.6970807285531264e-13,2.4671209922211361e-11,3.467313230292727e-09,1.1875271389264371e-13,1.754832031783222e-20,9.0604134679451294e-12,2.9599534966400366e-14,2.5710848797122662e-14,3.3684712227716185e-16,1.4999388526311481e-10
1.4228405868571326e-09,0.005825052007993163,2.4482700770801334e-08,1.2324418070817759e-10,1.2568317214669776e-10,5.7257656419304768e-10,6.7511958781985719e-13,0.0,0.0,7.6425036836037636e-10,2.9721704593221161e-14,1.3528177989923118e-16,8.8576214407314733e-16,1.866787881955759e-15,1.7324022448291478e-25,1.7937641420826015e-18,1.737686941061028e-15,6.6896570805461082e-08,2.4014605787117937e-12,2.3101219644693741e-26,1.9416833688697053e-26,5.1300352757032735e-16,1.1886761059812895e-14,8.4979751480396501e-17,1.0468813863641986e-17,2.239767244341195e-13,2.3879634351910492e-20,5.4931064457390164e-16,1.5132034634849065e-07,2.6303038839965779e-11,5.9509037677346531e-12,1.3307518139553367e-07,6.3513069150659052e-16,9.7631704173086899e-24,6.2603577177045118e-18,4.7929420498296245e-17,0.88168480800000004,0.0,0.0094597610811016,0.10884999754474761,1.0964893959472586e-07,9.0353665527631691e-08,4.9004048861643063e-08,2.8240196302216493e-10,1.6682716923305252e-10,1.0895449667862119e-10,6.1742272900973708e-13,2.329890079345793e-10,8.2119862238897106e-13,3.5904936038214122e-10,3.3311210995065443e-10,4.5220960113975088e-10,8.4907673859018408e-11,3.9694740092673956e-13,6.4648072198514626e-11,9.5640864236838038e-09,8.2413580431779817e-09,1.0996777462927012e-10,1.8078658349187577e-13,2.5866336850915512e-11,3.673892567285154e-09,1.2753819055783193e-13,1.8670814335811362e-20,9.6446373901830044e-12,3.2661035770376177e-14,2.7452980602559184e-14,3.6250282905279307e-16,1.5270811016714938e-10
1.466773749426012e-09,0.005825052104799322,2.5792710957379451e-08,1.3403487109921556e-10,1.3670702248279442e-10,6.2278562693854195e-10,7.5765944501532886e-13,0.0,0.0,8.1112544190566761e-10,3.260519101905657e-14,1.5525876995014917e-16,9.9127520926531518e-16,2.0881814861993586e-15,2.0367232836988676e-25,1.9491733060010577e-18,1.8866035113798653e-15,7.0681356845482801e-08,2.6219449304322078e-12,2.8739190178485779e-26,2.336351681075609e-26,5.6905026065871887e-16,1.2879682177417997e-14,9.5478721840746818e-17,1.2413890178591348e-17,2.4273080762634446e-13,2.8371328610043454e-20,6.1288550420168756e-16,1.5954794775947519e-07,2.869817820750478e-11,6.3569061407867036e-12,1.3796035807442794e-07,7.0884770251342118e-16,1.1461022200286909e-23,7.2372381736407978e-18,5.574452927711791e-17,0.88168480800000004,0.0,0.0094597536696388821,0.10884999741593927,1.1196537073517105e-07,9.1993062183850826e-08,4.9622656411778797e-08,2.9830285607817926e-10,1.7592949098593424e-10,1.1482474779915841e-10,6.5218826006437494e-13,2.3888397695890667e-10,8.6859299631240657e-13,3.7504205889926291e-10,3.5412043657977061e-10,4.6728089316082555e-10,9.2045858548299921e-11,4.1908715723553234e-13,6.8464637221305449e-11,1.008150192937222e-08,8.65446612135723e-09,1.1872041288873136e-10,1.9206990297517169e-13,2.7065594911508806e-11,3.8853074540500973e-09,1.3670973657806485e-13,1.9813131903586026e-20,1.0240762572659998e-11,3.5911989489784561e-14,2.9234025357595848e-14,3.893210648176578e-16,1.554014648737112e-10
1.5107069119948914e-09,0.005825052202592444,2.7126583968167673e-08,1.4539107668969997e-10,1.4831065639558413e-10,6.7563535513355094e-10,8.4731977943734086e-13,0.0,0.0,8.5933798627798802e-10,3.5674287379871866e-14,1.7753001863314748e-16,1.1054568822441184e-15,2.327519378495982e-15,2.3818291698875081e-25,2.1123097403412111e-18,2.0449819692240736e-15,7.4544284318094482e-08,2.8548915644672131e-12,3.5518674863703859e-26,2.7953391672771428e-26,6.2926394748442944e-16,1.391838436892665e-14,1.0689129465372097e-16,1.4642822761643813e-17,2.6234593388536498e-13,3.3553586309780279e-20,6.8190454690123561e-16,1.679268718345745e-07,3.1226518538610776e-11,6.7777478761268666e-12,1.4287402876238792e-07,7.8828195906838446e-16,1.339284792529312e-23,8.3345328852559881e-18,6.4540670827157649e-17,0.88168480800000004,0.0,0.0094597462553810217,0.1088499972846235,1.1422380984343303e-07,9.3585204298310405e-08,5.0212585089291968e-08,3.1472050438398283e-10,1.8528921226326013e-10,1.2085788545894694e-10,6.8799129350822993e-13,2.4457363464570652e-10,9.1757985964988491e-13,3.9104558242200191e-10,3.7574425046317166e-10,4.8211305112573992e-10,9.9514807196523228e-11,4.418739498014434e-13,7.2336984721646683e-11,1.0608360625789333e-08,9.0729314054570057e-09,1.2794426995813424e-10,2.0354236493803797e-13,2.8267664039652953e-11,4.1014701232877357e-09,1.4627238413943831e-13,2.0973727484298659e-20,1.084813315516504e-11,3.935550556562881e-14,3.1051928301278e-14,4.1731844406065819e-16,1.5807888467952043e-10
1.5546400745637707e-09,0.005825052301345249,2.8483732614964312e-08,1.5732270239601246e-10,1.6050437987775714e-10,7.3117282648392515e-10,9.4446880009374286e-13,0.0,0.0,9.0888236280946977e-10,3.8935358535864976e-14,2.0228366732128727e-16,1.2287047852575183e-15,2.5855894769528875e-15,2.7715155770180314e-25,2.2832547416910711e-18,2.2132311134204883e-15,7.8483397153863786e-08,3.1005676804431977e-12,4.362597741660853e-26,3.3266482279611134e-26,6.9381208904750454e-16,1.5003123583274674e-14,1.192617366251358e-16,1.7186184705294882e-17,2.8282561721884664e-13,3.9510366438241246e-20,7.5667799197865708e-16,1.7645297945517063e-07,3.3890752084384953e-11,7.2135265816590345e-12,1.4781502684378092e-07,8.7365260573731243e-16,1.5582786601066417e-23,9.5633135636454282e-18,7.4405851698793069e-17,0.88168480800000004,0.0,0.0094597388382775226,0.10884999715082178,1.1642523884592667e-07,9.5131500539114151e-08,5.0775175592552376e-08,3.3165566292510697e-10,1.9490288523018244e-10,1.2705265866132882e-10,7.248192736989466e-13,2.5006149278270985e-10,9.681633512849745e-13,4.070443962746373e-10,3.9797909214214755e-10,4.9670158876381084e-10,1.0731609336675176e-10,4.6530385354044515e-13,7.6260189201202497e-11,1.1144411526484873e-08,9.496532739929812e-09,1.3765239704143629e-10,2.1518862051433538e-13,2.9471288509012546e-11,4.3222945155436048e-09,1.5623078203893172e-13,2.2151074251092331e-20,1.1466107772882384e-11,4.2994440262258263e-14,3.2904674030565175e-14,4.4651042118958544e-16,1.6074497191900284e-10
1.5985732371326501e-09,0.005825052401031528,2.9863588745770717e-08,1.6983940037108136e-10,1.7329824383217602e-10,7.8944397190107965e-10,1.0494810935260537e-12,0.0,0.0,9.5975300466774902e-10,4.2394822321588954e-14,2.297168554229096e-16,1.3614193334070315e-15,2.8631820410303302e-15,3.2097704998910843e-25,2.4620832222041573e-18,2.3917655497252266e-15,8.24967731614737e-08,3.3592346225724441e-12,5.327081833060281e-26,3.9389777755321405e-26,7.6286277602591225e-16,1.6134118457368003e-14,1.3263439996932129e-16,2.0076703168181408e-17,3.041725718883059e-13,4.6333281919142011e-20,8.3752435739575228e-16,1.8512224790744474e-07,3.6693504158582574e-11,7.6643367616554468e-12,1.5278222134404361e-07,9.6517649949606705e-16,1.8056644428402383e-23,1.0935326443110643e-17,8.5432909493925215e-17,0.88168480800000004,0.0,0.0094597314182790927,0.10884999701455375,1.1857065492618456e-07,9.6633317593824664e-08,5.1311706055939044e-08,3.4910862221725345e-10,2.0476690656979532e-10,1.3340770289125336e-10,7.6265885376290049e-13,2.553514614827323e-10,1.0203460594714997e-12,4.2302379612282986e-10,4.2082035172904442e-10,5.1104301453506154e-10,1.1545098351060257e-10,4.8937242275104258e-13,8.0229453137731587e-11,1.1689411179209988e-08,9.9250595860635737e-09,1.4785766734713916e-10,2.2699367308631947e-13,3.0675275307281542e-11,4.5476963009680168e-09,1.6658919350711398e-13,2.334366385995434e-20,1.2094060718383038e-11,4.6831402559953622e-14,3.4790291074158321e-14,4.7691127697959552e-16,1.634040174932871e-10
