Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267)
1.2499342095915271e-08,0.012017020089889413,6.8931502944920053e-07,1.7339847218344579e-08,1.9267546661987729e-08,7.7941179026849102e-08,8.004789552112242e-11,0.0,0.0,2.7662316569122537e-08,6.0691352833957514e-12,6.5475992616274754e-13,9.8860322263528439e-13,1.993087737682831e-20,1.316625796027457e-09,8.2610274539360763e-14,1.7378811648184134e-06,3.3142056751151474e-09,1.1274108510344559e-11,9.8210441214080571e-16,3.7859829472210853e-06,7.2070552955105835e-14,1.9062736370183157e-13,2.8612452156260778e-13,1.3659608321333086e-11,2.0850331741102115e-15,7.0042362195132587e-09,8.3282448811806253e-16,1.539794882300667e-06,1.0522193869574586e-12,3.7392160476876249e-20,1.1533680100482718e-13,2.4081918495632808e-22,2.7332042801487725e-12,2.9398478513974811e-12,2.5774307900581281e-10,8.8939656032040896e-10,3.6617159366827342e-12,2.0997419678366457e-08,1.0674161116509313e-13,6.0086205107827196e-14,7.2362205926808365e-13,3.6284818578092633e-12,7.8484919014503809e-14,5.6657531103524417e-14,3.0076161272809949e-15,1.3290506661894524e-15,6.2636408596805279e-15,2.439415824154587e-20,1.168729245462612e-21,2.7686439260274245e-20,4.4772659590052655e-30,1.14396534277093e-28,4.2792809261990008e-14,1.7724087425901193e-13,2.9933996693857164e-16,5.1167091052009355e-16,4.4740918989928567e-23,7.5019810736978522e-14,1.1496828150252519e-18,3.1435422531513893e-25,4.4872982049212954e-11,5.7315130632488992e-13,4.4964482643210619e-14,9.5843452990192394e-19,2.9846183041574708e-23,1.0431153528135855e-27,1.9963797908167958e-23,0.88168480800000004,0.0,0.009457611803266687,0.10884992274220083,1.9262699795792426e-07,7.4490381659002876e-08,2.8720626125320677e-07,8.8989557922611992e-09,3.5625113319294334e-09,2.2946067642392471e-09,6.9418136747352951e-10,2.1891331523253753e-10,1.2617523734090531e-11,6.4846868356083685e-12,9.3208768686009817e-10,4.1626656310851235e-12,2.8795563112554423e-12,2.3872831281633921e-07,1.7255221125087975e-08,1.5524059741890345e-07,1.0722671916250521e-07,2.0581503476356831e-10
1.2895916077489825e-08,0.01201702301270131,7.1987718963006041e-07,1.8710941432982139e-08,2.0760356616391798e-08,8.4112423537513322e-08,8.9097615798937921e-11,0.0,0.0,2.9270409870242134e-08,6.740422996520036e-12,7.5174794224643286e-13,1.1283684522586493e-12,2.2472106342777019e-20,1.3992381919583764e-09,9.3990474249284869e-14,1.8045910908751904e-06,3.564000885716179e-09,1.2415953004809494e-11,1.0499254044498819e-15,3.9365218663033443e-06,8.3463700513530319e-14,2.0984020790319087e-13,3.1561032957586111e-13,1.4348965859011394e-11,2.3543953481457763e-15,7.3520980877736213e-09,9.7698234806547495e-16,1.5831768279209877e-06,1.1762277731489688e-12,4.2350815509287829e-20,1.2824160931131985e-13,2.8856158036745142e-22,2.9609974801742382e-12,2.9513409764514334e-12,2.755272312153789e-10,9.5052537895418141e-10,3.8077985592253579e-12,2.1832406677529671e-08,1.222998026774859e-13,6.3834672936401077e-14,7.9184947344724639e-13,3.8509932529084936e-12,8.4281700681952006e-14,5.8687633194060922e-14,3.4436515142420009e-15,1.511644111993536e-15,7.2587197951183053e-15,2.8978430779388171e-20,1.4176666962560628e-21,3.2492354786855059e-20,5.8662552729231606e-30,1.4989527224008309e-28,4.9259017515462362e-14,1.8765400346313206e-13,3.1859970285720183e-16,5.6887232525862892e-16,5.090846655013919e-23,8.0495033672734246e-14,1.2894330704509456e-18,3.6595942569344766e-25,4.7987789033058264e-11,5.9160183554103232e-13,4.7440626700962134e-14,9.9641522283707447e-19,3.4532817311972306e-23,1.2731056157258917e-27,2.2397251137539172e-23,0.88168480800000004,0.0,0.0094575321824118992,0.10884991843331911,1.930729786830467e-07,7.4489853768979639e-08,2.8744316986756152e-07,9.3418409905527925e-09,3.7254884992203588e-09,2.4012891965457846e-09,6.9580153264167067e-10,2.1891181866560915e-10,1.3249465030643758e-11,6.7833732235355198e-12,9.3343719141612569e-10,4.3580089478214746e-12,3.0260872539342888e-12,2.4828267007611708e-07,1.8655095763423623e-08,1.6129084074059501e-07,1.1252912632065502e-07,2.0631414436923458e-10
1.3252832660906924e-08,0.012017025653862512,7.4763283529219126e-07,1.9995886811609393e-08,2.2157741300591829e-08,8.9896501308680145e-08,9.7832269514823071e-11,0.0,0.0,3.0752802646357819e-08,7.3901960172101371e-12,8.479050469768414e-13,1.2659259097662296e-12,2.4966454021918205e-20,1.4757211840940138e-09,1.051880877308399e-13,1.8647191049308936e-06,3.7969307565263982e-09,1.3500920497124491e-11,1.1138508403404513e-15,4.0726721436228575e-06,9.4859630266055372e-14,2.2809597522387358e-13,3.4385566090824629e-13,1.4973911766811353e-11,2.6170241913868164e-15,7.666670803401371e-09,1.1235825619464109e-15,1.6217945668633888e-06,1.2962880600963642e-12,4.7197337617566206e-20,1.4079489855547078e-13,3.3819209510863035e-22,3.1734166411535898e-12,2.9616244347338961e-12,2.9206668624836886e-10,1.0071876358560929e-09,3.9398217836150468e-12,2.2578687339736199e-08,1.3776059729273247e-13,6.7276365441914562e-14,8.5662710404097843e-13,4.0554002685552396e-12,8.9673089635264932e-14,6.0500084332967515e-14,3.8747771137498889e-15,1.6909331718582913e-15,8.2555941899850343e-15,3.3688531214202705e-20,1.6779509318531174e-21,3.7361917514824606e-20,7.4335088529067111e-30,1.8986623257777554e-28,5.5687419670373005e-14,1.9720459467656238e-13,3.3631933232188614e-16,6.2402214749222719e-16,5.6993389345268945e-23,8.5604740805854611e-14,1.4250559589504701e-18,4.1799167045250026e-25,5.0852625205785302e-11,6.0805380128720622e-13,4.9695176394373064e-14,1.0307623595719628e-18,3.9240475436342813e-23,1.5148013124324743e-27,2.4759755939348695e-23,0.88168480800000004,0.0,0.0094574602851199251,0.10884991446931365,1.9347534419829331e-07,7.448935194116339e-08,2.8764926202969251e-07,9.7448378689952724e-09,3.8735627554679435e-09,2.4982380021466723e-09,6.9725773622746207e-10,2.1891036091355391e-10,1.3824543337968813e-11,7.054769531648055e-12,9.3452862773022527e-10,4.5355507915540926e-12,3.1594177853078876e-12,2.5693946065932295e-07,1.9968781346841603e-08,1.66782971683817e-07,1.173939985256028e-07,2.0675766449168253e-10
1.3609749244324023e-08,0.01201702830504618,7.7561725465345812e-07,2.132952720528052e-08,2.3606545241246185e-08,9.5900340374635269e-08,1.0714755986678964e-10,0.0,0.0,3.2268330730213314e-08,8.0852807522358652e-12,9.5300193333121205e-13,1.4152280410292851e-12,2.7669286461117715e-20,1.5542350958767031e-09,1.1734187968795043e-13,1.9249308353381289e-06,4.0375634489809202e-09,1.4640988255429317e-11,1.1806828988845786e-15,4.2094460609587376e-06,1.0741777121678918e-13,2.4727955129807865e-13,3.7377621868766978e-13,1.5602950304036102e-11,2.8996647073614833e-15,7.9825392043285218e-09,1.2876891299198568e-15,1.6600151472892484e-06,1.4246818924153788e-12,5.2425769236374145e-20,1.5428953162832168e-13,3.9491614082322239e-22,3.392737500200738e-12,2.971877504050013e-12,3.0911394333079794e-10,1.065395765970169e-09,4.0723159859040268e-12,2.3319785415047458e-08,1.547004737371326e-13,7.0780667000903052e-14,9.2466420883762677e-13,4.2636127454323472e-12,9.5228335245381374e-14,6.2298306144800795e-14,4.3447541568293017e-15,1.8851248539162779e-15,9.3557660043588944e-15,3.9011895572613967e-20,1.9767637070289215e-21,4.2792196877199395e-20,9.3656570422799253e-30,2.3902440484099822e-28,6.2730876779678534e-14,2.0692006659837436e-13,3.5439341849470741e-16,6.8277345743034518e-16,6.3616096936211127e-23,9.088761443117084e-14,1.5703893471732175e-18,4.7577909588002785e-25,5.3772737679912874e-11,6.2435961336672115e-13,5.1972539739468723e-14,1.0652538232676992e-18,4.4450374146719606e-23,1.7935349109334292e-27,2.7292359492893706e-23,0.88168480800000004,0.0,0.0094573881599272908,0.10884991042387632,1.938792709000415e-07,7.4488832228176791e-08,2.8785025815566815e-07,1.015185992987363e-08,4.0229158314472392e-09,2.5960436343389398e-09,6.9871551826662797e-10,2.1890882944509388e-10,1.4405412734827931e-11,7.3285300016134514e-12,9.3552566155523756e-10,4.7146812111333382e-12,3.294078926193165e-12,2.6565148199662132e-07,2.1333900469882123e-08,1.723199607485352e-07,1.2234754340704731e-07,2.0719783853325695e-10
1.3966665827741123e-08,0.01201703096621195,8.0382313345990383e-07,2.2712251015461805e-08,2.5107138831353569e-08,1.0212571926364299e-07,1.170646534381995e-10,0.0,0.0,3.3816874480544374e-08,8.8277515173163228e-12,1.0675739602640869e-12,1.5768570977704218e-12,3.0592731715708e-20,1.6347908966378375e-09,1.3050210273601622e-13,1.9852259041037624e-06,4.2859140773525544e-09,1.5836907006346868e-11,1.2505955165060996e-15,4.3468377397353121e-06,1.2121861905325502e-13,2.6740432397741082e-13,4.0542767382708999e-13,1.6235918410858257e-11,3.203166985937439e-15,8.2995996353469294e-09,1.4708796348725769e-15,1.6978447297810286e-06,1.5617255554106156e-12,5.8054440335755056e-20,1.6877727652726206e-13,4.5956089538138469e-22,3.618848624432305e-12,2.9821204680866172e-12,3.2667114043723685e-10,1.125136421368071e-09,4.2052353765137318e-12,2.4055498149528906e-08,1.7321706418067718e-13,7.4345835678780129e-14,9.9602113043084853e-13,4.4755132224672142e-12,1.009462004504768e-13,6.4082018011102485e-14,4.8557444325897226e-15,2.0949369282796319e-15,1.0566598725265315e-14,4.5010897804668064e-20,2.3184999765891732e-21,4.8828947426719233e-20,1.1736060326355246e-29,2.9916475483352152e-28,7.0427402747618333e-14,2.167962297954306e-13,3.7281135011682078e-16,7.4524768138888119e-16,7.0808219367301635e-23,9.634431477193011e-14,1.725801194801155e-18,5.3979386959275903e-25,5.6745288020917322e-11,6.4051891197201679e-13,5.4271012395694378e-14,1.09987967103566e-18,5.0201316409008861e-23,2.1136732626923523e-27,3.000161191881434e-23,0.88168480800000004,0.0,0.0094573158050311051,0.1088499062970229,1.9428522255350983e-07,7.4488299599301616e-08,2.8804743078546618e-07,1.056277489060921e-08,4.173507858820184e-09,2.694679352438896e-09,7.0017743960736138e-10,2.1890724517800245e-10,1.4991882573196449e-11,7.6045809758858123e-12,9.3644594059104962e-10,4.8953506130177437e-12,3.4300284460811305e-12,2.7441913768543106e-07,2.2750888701820276e-08,1.7790219581046134e-07,1.2739056207280116e-07,2.076362160650163e-10
1.4323582411158222e-08,0.012017033637320878,8.3224333546909449e-07,2.4144434039499969e-08,2.6659879729255682e-08,1.0857435958820254e-07,1.276048726074666e-10,0.0,0.0,3.5398315513874979e-08,9.6197320432291295e-12,1.1921720834532008e-12,1.7514029990295619e-12,3.3749320428044911e-20,1.7173996226600181e-09,1.4472000696327858e-13,2.0456041435923749e-06,4.5419977574170303e-09,1.708940022624084e-11,1.3237701548379875e-15,4.4848416908355811e-06,1.3634574899520135e-13,2.884832648799553e-13,4.3886631679362205e-13,1.6872673051398073e-11,3.5283897644887181e-15,8.6177609800117973e-09,1.6748294156048888e-15,1.7352894181565326e-06,1.7077373834767141e-12,6.4102328008630743e-20,1.8431168123712749e-13,5.3303000813159392e-22,3.8516374967515302e-12,2.9923692514779174e-12,3.4474045458657782e-10,1.186396241367119e-09,4.3385355922836886e-12,2.4785655268555432e-08,1.934116230338673e-13,7.7970195897333171e-14,1.070756864778992e-12,4.6909854903036594e-12,1.0682542837308407e-13,6.5850996125470336e-14,5.4099530984397283e-15,2.3210957348247594e-15,1.1895749549885292e-14,5.1752844880451025e-20,2.7079124142062548e-21,5.5520138036197279e-20,1.463067446880192e-29,3.7237601523666768e-28,7.881606728861609e-14,2.2682902399390626e-13,3.9156261586230018e-16,8.115661026133743e-16,7.8602361705507731e-23,1.0197545629605975e-13,1.8916596783404028e-18,6.105355072387629e-25,5.976749245334147e-11,6.5653162490185304e-13,5.6588953865769972e-14,1.1346310121291813e-18,5.6533927123691646e-23,2.4799467462257511e-27,3.2894076189000731e-23,0.88168480800000004,0.0,0.0094572432186852858,0.10884990208873932,1.9469355018235676e-07,7.448775749169854e-08,2.8824179811455258e-07,1.0977455719148835e-08,4.3253000419230995e-09,2.7941191676752714e-09,7.0164548124217473e-10,2.1890562258402505e-10,1.5583769866846072e-11,7.8828507973955158e-12,9.3730403321377103e-10,5.077510827028084e-12,3.5672256388107095e-12,2.832428371071429e-07,2.4220167999704394e-08,1.835300528357685e-07,1.3252383955632129e-07,2.0807402244413803e-10
1.4680498994575321e-08,0.012017036318338767,8.6087089370701116e-07,2.5626439773666611e-08,2.8265113175195757e-08,1.1524792741404273e-07,1.3878969047722206e-10,0.0,0.0,3.7012536506972366e-08,1.046339536420632e-11,1.3273629111530626e-12,1.9394630546835633e-12,3.7151988023982555e-20,1.8020723636448404e-09,1.6004782189448473e-13,2.1060655504852048e-06,4.8058296290951405e-09,1.8399165346438765e-11,1.4003954854394841e-15,4.6234527481390565e-06,1.5288584257916875e-13,3.1052894770737315e-13,4.7414901084563372e-13,1.7513088784897225e-11,3.8762001926140651e-15,8.9369432431648992e-09,1.901314952306268e-15,1.7723552466442433e-06,1.8630376442066253e-12,7.0589107096978144e-20,2.0094808496097168e-13,6.163088741366767e-22,4.0909909831071308e-12,3.0026362785527921e-12,3.6332410075457494e-10,1.2491618773004923e-09,4.4721736993908312e-12,2.5510115490301142e-08,2.1538905422813919e-13,8.1652136124808364e-14,1.1489290874930981e-12,4.9099146772507721e-12,1.1286474719347081e-13,6.7605067150901127e-14,6.0096273815056375e-15,2.5643357794243853e-15,1.3351171713972984e-14,5.9310299366950318e-20,3.1501290781844831e-21,6.2915980810277418e-20,1.8149862702014762e-29,4.6108030837093017e-28,8.7936983557415486e-14,2.3701451574128284e-13,4.106368124542248e-16,8.8184981342313968e-16,8.7032108380921566e-23,1.0778161265375112e-13,2.0683330029689917e-18,6.8853199757034802e-25,6.2836626223446613e-11,6.7239793196204697e-13,5.8924786134874691e-14,1.1694999227743629e-18,6.3490677625600431e-23,2.8974667182712469e-27,3.5976324992154852e-23,0.88168480800000004,0.0,0.0094571703991991832,0.10884989779898578,1.9510451450067457e-07,7.4487208288881802e-08,2.8843417343735391e-07,1.13957801117877e-08,4.4782545880722249e-09,2.8943377895994585e-09,7.0312115860834456e-10,2.1890397170176983e-10,1.61808985219824e-11,8.1632696767718795e-12,9.3811194605971707e-10,5.2611150008391364e-12,3.7056311671476311e-12,2.9212299164626591e-07,2.5742147068902379e-08,1.8920389613817124e-07,1.3774814354429576e-07,2.0851222173213756e-10
1.503741557799242e-08,0.01201703900923268,8.8969900288820437e-07,2.7158619701792915e-08,2.9923172294394478e-08,1.2214803456456343e-07,1.5064072592938905e-10,0.0,0.0,3.8659421034893682e-08,1.1360963681520466e-11,1.4737287616223928e-12,2.1416417010072446e-12,4.0814076848072084e-20,1.888820252778394e-09,1.765387387028337e-13,2.1666102487922617e-06,5.0774248738905522e-09,1.9766874845382733e-11,1.480667085392037e-15,4.7626660146965795e-06,1.7092871365851007e-13,3.3355356480689905e-13,5.1133314436725213e-13,1.8157055618467022e-11,4.247473598140612e-15,9.2570762818081006e-09,2.1522172748509773e-15,1.8090481702946459e-06,2.0279484245764734e-12,7.7535201620880816e-20,2.1874362862955236e-13,7.1047014304693348e-22,4.3367957383433052e-12,3.0129311677528716e-12,3.8242433071727247e-10,1.3134200141823034e-09,4.6061081922444974e-12,2.6228763383043125e-08,2.3925793698044096e-13,8.5390106574551804e-14,1.2305941810820988e-12,5.1321873313273164e-12,1.1906287447181251e-13,6.9344102528370254e-14,6.6570552916646513e-15,2.825399343574641e-15,1.4941116694717634e-14,6.7761421323606902e-20,3.6506713772876715e-21,7.1068958539095914e-20,2.2410423599805677e-29,5.6807719931387474e-28,9.7831295666545761e-14,2.4734889625390739e-13,4.3002365245173938e-16,9.5621967063095506e-16,9.6132027152104951e-23,1.1376332116650944e-13,2.2561892267268814e-18,7.7434097615600671e-25,6.5950027153878922e-11,6.8811823337446385e-13,6.1276992235972269e-14,1.2044793631891097e-18,7.1115908766210789e-23,3.3717431011675858e-27,3.9254937805960518e-23,0.88168480800000004,0.0,0.0094570973449362508,0.10884989342770036,1.9551830401687934e-07,7.4486653657408379e-08,2.8862520511546254e-07,1.1817630047825656e-08,4.6323346484254688e-09,2.9953105808799657e-09,7.0460561394000953e-10,2.189022995531294e-10,1.6783098681155221e-11,8.4457695798455146e-12,9.38879558761312e-10,5.4461175111861629e-12,3.8452069339014172e-12,3.0106001169427888e-07,2.731722170119593e-08,1.9492407863637373e-07,1.4306422345017962e-07,2.0895156768005441e-10
1.539433216140952e-08,0.012017041709972011,9.187210127979012e-07,2.8741313571377122e-08,3.1634378388096453e-08,1.2927623986914124e-07,1.6317973879867433e-10,0.0,0.0,4.0338853438454605e-08,1.2314708204455975e-11,1.631867721782604e-12,2.3585502470344073e-12,4.474933824935585e-20,1.9776544596531492e-09,1.9424689268656224e-13,2.2272384602574605e-06,5.3567987280957652e-09,2.1193177246679972e-11,1.5647871430482576e-15,4.9024768192431992e-06,1.9056733368946015e-13,3.5756894229919327e-13,5.5047658282387221e-13,1.8804477107687366e-11,4.643093257662892e-15,9.5780986683625698e-09,2.4295253921499756e-15,1.8453740580017303e-06,2.2027935193698591e-12,8.4961836770521579e-20,2.3775726472900212e-13,8.1667946184271426e-22,4.5889385582730784e-12,3.0232612915283822e-12,4.020434318505614e-10,1.3791573896521083e-09,4.7402989888539603e-12,2.6941506529786629e-08,2.6513055011632623e-13,8.9182616925653047e-14,1.315807263078771e-12,5.3576914982768536e-12,1.2541852098352396e-13,7.1068013363827526e-14,7.3545643464194031e-15,3.1050361063117751e-15,1.6674136293692028e-14,7.7190329941011395e-20,4.2154723236643424e-21,8.0033850792504357e-20,2.7547851743581614e-29,6.9659253103868148e-28,1.0854116613483178e-13,2.5782847941382197e-13,4.4971297169720024e-16,1.0347962543155934e-15,1.0593767271918574e-22,1.1992108690416617e-13,2.4555960964488844e-18,8.6855093871309337e-25,6.9105098493270064e-11,7.0369312169744191e-13,6.3644114758643038e-14,1.239563097651063e-18,7.9455852940942831e-23,3.9087020840333574e-27,4.2736498158926546e-23,0.88168480800000004,0.0,0.0094570240543127709,0.10884988897480236,1.9593504959702059e-07,7.4486094771830351e-08,2.8881540879340976e-07,1.2242891408972058e-08,4.7875042675424208e-09,3.0970135189996386e-09,7.0609969065729864e-10,2.1890061108964238e-10,1.7390206162645345e-11,8.7302841318567232e-12,9.3961498893353126e-10,5.6324738888278999e-12,3.9859159748453715e-12,3.1005430429418926e-07,2.8945775093700337e-08,2.0069094211039892e-07,1.4847280976770096e-07,2.0939264493587526e-10
1.5751248744826616e-08,0.012017044420527347,9.4793042251000191e-07,3.0374849658199353e-08,3.3399041213296346e-08,1.366340503599115e-07,1.7642862516301745e-10,0.0,0.0,4.2050718717357762e-08,1.3326948969002884e-11,1.8023937067882234e-12,2.5908066311357758e-12,4.8971934622844069e-20,2.0685861855630636e-09,2.1322734598500963e-13,2.2879504811083798e-06,5.6439664923830794e-09,2.2678698029493474e-11,1.6529641737747596e-15,5.0428806815935365e-06,2.1189785627446247e-13,3.8258655386779655e-13,5.9163762065379862e-13,1.9455268688330578e-11,5.0639501703957026e-15,9.8999566789247189e-09,2.73533974190263e-15,1.8813386877303967e-06,2.387898321849844e-12,9.2891091296321658e-20,2.5804976645138515e-13,9.3620145826359241e-22,4.8473066819224806e-12,3.0336322201464612e-12,4.2218372590092468e-10,1.4463608104003122e-09,4.8747074227557484e-12,2.7648272983139053e-08,2.93122894930127e-13,9.3028234077338079e-14,1.4046222150116988e-12,5.5863167953268102e-12,1.3193039410012441e-13,7.277674585807958e-14,8.1045203082566207e-15,3.4040027779995371e-15,1.855908459966291e-14,8.768748600658401e-20,4.8508950735974015e-21,8.9867758689740598e-20,3.3718854154623579e-29,8.5033251712269754e-28,1.2010976326531505e-13,2.6844969989192723e-13,4.696947364037823e-16,1.1176998296275841e-15,1.1648559048719783e-22,1.2625538636220799e-13,2.6669208951320917e-18,9.7178248107122108e-25,7.2299311115367211e-11,7.1912335699696317e-13,6.6024754313116988e-14,1.2747456184284203e-18,8.8558654948322807e-23,4.5147039242730587e-27,4.6427591098090542e-23,0.88168480800000004,0.0,0.0094569505257966566,0.10884988444019542,1.9635483598537693e-07,7.4485532455500999e-08,2.8900519294059932e-07,1.2671453656607151e-08,4.9437283404717931e-09,3.1994231639228583e-09,7.0760399229865842e-10,2.1889890978486676e-10,1.8002061985190663e-11,9.0167485361164232e-12,9.4032489466227715e-10,5.8201407554062048e-12,4.1277223705409519e-12,3.1910627133445326e-07,3.062817815051502e-08,2.0650481745429954e-07,1.5397461366191689e-07,2.0983590180554219e-10
1.6108165328243714e-08,0.012017047140870412,9.7732087523857484e-07,3.2059545021298896e-08,3.5217459252549823e-08,1.442229224253167e-07,1.9040941274425086e-10,0.0,0.0,4.3794902442958942e-08,1.4400054636078259e-11,1.9859365201565242e-12,2.8390351866841851e-12,5.3496441416134557e-20,2.1616266604286588e-09,2.3353607052964424e-13,2.348746663492908e-06,5.9389435387544494e-09,2.422404046750223e-11,1.7454127450769597e-15,5.1838732846148338e-06,2.3501964100322085e-13,4.0861753346930308e-13,6.3487493355784403e-13,2.0109356208745731e-11,5.5109428364403668e-15,1.0222603392156974e-08,3.0718756590750311e-15,1.9169477433195249e-06,2.583589716782092e-12,1.0134595006872176e-19,2.7968373620404493e-13,1.0704059646436614e-21,5.1117880510349133e-12,3.0440480786785237e-12,4.4284756775226992e-10,1.5150171664386547e-09,5.0092962315837816e-12,2.8349008976812348e-08,3.2335471663638862e-13,9.6925579951386387e-14,1.4970917121465776e-12,5.8179544806164732e-12,1.3859720077596651e-13,7.4470277211764893e-14,8.9093259348712681e-15,3.7230627450016658e-15,2.0605119836155059e-14,9.9350095773065211e-20,5.563751745297337e-21,1.0063012844578448e-19,4.1104143279090343e-29,1.0335435274350703e-27,1.3258124848015939e-13,2.792091113660597e-13,4.8995904987648741e-16,1.2050503113907774e-15,1.2781331994079124e-22,1.3276667076983083e-13,2.8905302999684766e-18,1.0846895903406126e-24,7.5530205164375359e-11,7.3440984479725277e-13,6.841756796651713e-14,1.3100220745645526e-18,9.8474391490390581e-23,5.1965608279817244e-27,5.033480083787124e-23,0.88168480800000004,0.0,0.0094568767579062858,0.10884987982377001,1.9677771107020132e-07,7.4484967278801207e-08,2.8919487942943927e-07,1.310320955558534e-08,5.1009725754966504e-09,3.3025166302437341e-09,7.0911892996637626e-10,2.1889719804762282e-10,1.8618511961404328e-11,9.3050995035220184e-12,9.4101472635506691e-10,6.0090757692342846e-12,4.2705911724338116e-12,3.2821630814803517e-07,3.2364789770356601e-08,2.1236602492185557e-07,1.5957032673136672e-07,2.1028167668342932e-10
1.646508191166081e-08,0.012017049870973734,1.0068861536899758e-06,3.3795705749523714e-08,3.7089919974808695e-08,1.5204426292581877e-07,2.0514425641469421e-10,0.0,0.0,4.5571290686568708e-08,1.5536442270327464e-11,2.1831419141556147e-12,3.1038664160141934e-12,5.8337849108197719e-20,2.2567871408676741e-09,2.5522993121090135e-13,2.409627400506264e-06,6.2417453154907193e-09,2.5829786405314402e-11,1.8423532106325385e-15,5.3254504512580207e-06,2.6003527659445643e-13,4.3567268709294847e-13,6.8024753151005616e-13,2.0766674639196751e-11,5.9849770389153638e-15,1.0545997887479945e-08,3.44146686181524e-15,1.9522068124483966e-06,2.7901959757950551e-12,1.1035035661742904e-19,3.0272361349975825e-13,1.2207744843289435e-21,5.3822715321667174e-12,3.0545118368642926e-12,4.6403734420294152e-10,1.5851134434814937e-09,5.1440295423961099e-12,2.9043676868142158e-08,3.5594952443488453e-13,1.0087332935174263e-13,1.5932672539323473e-12,6.0524975181740168e-12,1.4541765018554045e-13,7.6148611954665508e-14,9.7714197427414342e-15,4.0629857245801692e-15,2.2821706096697187e-14,1.1228253701190026e-19,6.3613225079345045e-21,1.1238277377103401e-19,4.9911530149000911e-29,1.2510780670098738e-27,1.4600076362109014e-13,2.9010338480781855e-13,5.1049615885432204e-16,1.2969672313164733e-15,1.3995939752536355e-22,1.3945536905606641e-13,3.1267902502925841e-18,1.2079609803460157e-24,7.8795391219115876e-11,7.495536164689352e-13,7.0821267663725895e-14,1.3453882059946633e-18,1.0925508951451095e-22,5.9615548911648722e-27,5.4464708562179102e-23,0.88168480800000004,0.0,0.009456802749209384,0.10884987512540593,1.9720369341537219e-07,7.4484399634833961e-08,2.8938472028803486e-07,1.3538054936443207e-08,5.2592034613095041e-09,3.406271562835607e-09,7.106447609206743e-10,2.1889547754044779e-10,1.9239406347899676e-11,9.5952751905663306e-12,9.4168893677401455e-10,6.1992375780572769e-12,4.4144883400943146e-12,3.3738480242137382e-07,3.4155957122305385e-08,2.1827487436421282e-07,1.6526062089778228e-07,2.1073021957722613e-10
