Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267)
2.8775875191952106e-12,0.012016941345347068,8.5708607087720782e-13,8.7013956640134702e-18,2.4432392394446936e-17,2.6233047712123341e-17,2.9423435589907378e-23,0.0,0.0,2.4004819451884094e-14,1.0336114757959403e-21,2.6720170207885353e-26,1.2857508836231402e-25,1.3479513143406837e-34,9.4586455439459002e-20,5.6676011671157672e-26,2.6248932643017139e-13,9.8812688265265783e-20,4.1098092469112927e-21,5.8457788274992738e-26,7.5133163965985615e-13,4.1401216847192814e-33,1.0950075384277609e-23,4.1487202812054113e-27,1.1167573705836277e-21,7.3327452557033123e-31,5.5391942992520991e-19,1.6947136919669031e-28,2.1591935762172774e-10,2.5057225814037325e-24,4.6325102058051467e-33,1.6017394061910185e-24,3.0809452002303157e-40,5.3818994023463589e-26,2.9489241175624242e-18,7.468170575854729e-18,1.8550858669559925e-17,2.5397451964947356e-18,1.7220723424659115e-15,1.7883861855747734e-25,3.5481123994594553e-24,1.8797916040029771e-23,7.5218584424072412e-22,2.1104666545938304e-23,7.7942736594251647e-20,9.0072258598621226e-30,1.9473618528076132e-30,4.2256818774693427e-30,1.042492671146183e-38,7.1080826930373857e-41,1.1088138111387075e-36,1.6392436027812532e-57,1.7495434218350222e-51,1.5926043573650226e-30,4.2943408419885441e-23,1.2181932549474475e-28,4.2780565132823273e-27,1.4888990272162489e-35,3.2000497120864085e-24,9.9635443103521465e-33,1.844293079700288e-40,1.0393119747451765e-21,1.7761965153044162e-18,1.7565275182852891e-21,1.2460842147474829e-27,3.0193072192102576e-37,3.8390175513383242e-51,4.4945219141493794e-38,0.88168480800000004,0.0,0.0094599994689156218,0.10884999999996565,3.1434122544509896e-10,2.1540104315635387e-10,3.1459801121038827e-10,3.4876374986299893e-13,2.7085672588821784e-13,1.3550810235156059e-13,4.398266367643242e-15,3.0202034530596797e-15,1.0588047715755296e-17,9.250874453213732e-18,1.0306550571726178e-15,4.6865360977517682e-18,1.3896497424489798e-19,5.0370690842707269e-14,3.7736708245003502e-16,5.1078033751058712e-14,1.2555256697319482e-14,1.1543329809131005e-16
4.058137066158785e-12,0.012016941347975365,1.2796222273103637e-12,1.7578645950465491e-17,4.9159342606744222e-17,5.4312748301037281e-17,8.1201644044015148e-23,0.0,0.0,3.4980540270504037e-14,2.1024493637655898e-21,7.3188706226441931e-26,3.5175888186244621e-25,4.8948132428466018e-34,2.5819827749077809e-19,1.5520388835661924e-25,5.2187280654611489e-13,2.7022536284681361e-19,8.1671429447256066e-21,1.5985137338659248e-25,1.4934805671735623e-12,2.0606968439916449e-32,2.1825584474600775e-23,1.5089508455416775e-26,3.0536479061841139e-21,2.6638018461240589e-30,1.5146477989829779e-18,4.6440494139326007e-28,3.0461907122361858e-10,6.8513401443749684e-24,1.266341241274227e-32,4.3804446296711561e-24,1.1226821868710558e-39,1.957764578502857e-25,5.8447919048716501e-18,1.485207795054394e-17,3.6928450797416526e-17,5.0407310574281402e-18,3.4242945060996258e-15,4.8921533055346023e-25,9.7012988700803518e-24,5.1364004389474707e-23,2.0542478370303003e-21,5.7406788563845534e-23,1.5387225228588083e-19,2.7599328163398686e-29,7.0831178629498354e-30,1.5371850236443721e-29,4.8708825229622822e-38,2.7859548646352571e-40,4.0315082473877266e-36,1.0097540312515083e-56,1.0163975018756692e-50,5.9254929312040875e-30,1.1727770865306615e-22,4.4249687928766733e-28,1.1705148567536496e-26,5.0595433668916471e-35,8.7312749392639805e-24,3.6255207851252462e-32,6.8387214153898613e-40,2.8424824281781772e-21,3.5000965387981497e-18,3.4933534904685726e-21,3.3946313343302566e-27,1.0918444857058338e-36,2.3222308837962072e-50,1.9735022659672758e-37,0.88168480800000004,0.0,0.009459999251034688,0.10884999999994449,4.4314551889774338e-10,3.0358893209149849e-10,4.4365571788206929e-10,4.9167468583889223e-13,3.8159792614321856e-13,1.9095731095166053e-13,8.7324018240618978e-15,5.9943547513191798e-15,2.0921701884261302e-17,1.8284971827197029e-17,2.0485471141949511e-15,9.2625998029646913e-18,2.7765022507649224e-19,1.0012292393340076e-13,7.4977427865381949e-16,1.0151209466657307e-13,2.4961963669341506e-14,2.3033993744592869e-16
5.238686613122359e-12,0.012016941350607107,1.7433916816771046e-12,2.9877864102099659e-17,8.2848715916123326e-17,9.396978172874004e-17,1.7246084607709819e-22,0.0,0.0,4.6612872774022302e-14,3.5795764220614039e-21,1.5435992923478623e-25,7.4105797525838059e-25,1.2691646089330391e-33,5.4282944546976927e-19,3.2726210314844367e-25,8.6955033314447832e-13,5.6907426111181168e-19,1.3601995372384057e-20,3.3660625529508602e-25,2.4879829986982271e-12,6.8697241031611726e-32,3.645453746653003e-23,3.9185490497046142e-26,6.4300115109152068e-21,6.909605108700985e-30,3.1894006543003009e-18,9.7987119964427198e-28,3.9338701694673278e-10,1.4426215407541957e-23,2.6657869717561958e-32,9.2251447929373273e-24,2.9212275521711369e-39,5.0844012426608991e-25,9.7099253195294928e-18,2.475330754876231e-17,6.1604420059883206e-17,8.3849359014848547e-18,5.7064450096054595e-15,1.0305297553888103e-24,2.0426631454224194e-23,1.0808365303682688e-22,4.3206175944879867e-21,1.2028886321622244e-22,2.5464508977222644e-19,6.3991878118421775e-29,1.8393344085347549e-29,3.9921791652277198e-29,1.5239828269629297e-37,7.7158616469323078e-40,1.0465474401271757e-35,4.0940812268823807e-56,3.7528300374781715e-50,1.5773060406876491e-29,2.4666087271754146e-22,1.1476423489786852e-27,2.466156705896736e-26,1.2370812929069473e-34,1.8348469084588104e-23,9.4182345566440839e-32,1.7959651131222782e-39,5.9865520530283101e-21,5.7821650579798152e-18,5.8224053539771066e-21,7.123274758005022e-27,2.8201644110227428e-36,9.2280871943959987e-50,5.8460749403866756e-37,0.88168480800000004,0.0,0.0094599990331537404,0.10884999999991919,5.7185892887384376e-10,3.9167116198595286e-10,5.7270849037431306e-10,6.3448646790660923e-13,4.9211948804068575e-13,2.4632328370426369e-13,1.4530588412565766e-14,9.9712787027306476e-15,3.4653750397655608e-17,3.0295056698523153e-17,3.4123976661093357e-15,1.5345513874831716e-17,4.6479956953077582e-19,1.6678980058196586e-13,1.248487155418201e-15,1.6907685993444173e-13,4.1591917252895255e-14,3.8514274515872614e-16
6.419236160085933e-12,0.012016941353242291,2.248364200912492e-12,4.5833934884793555e-17,1.2578499485960372e-16,1.4626147652981396e-16,3.1523022865162175e-22,0.0,0.0,5.8902001428694285e-14,5.4883033074121582e-21,2.8022661273558225e-25,1.3438537822602755e-24,2.7255946069624757e-33,9.8239567433768935e-19,5.9398102767521025e-25,1.3055178995827814e-12,1.0315890254367825e-18,2.0412424474251763e-20,6.1013146883026494e-25,3.7346843310651727e-12,1.8188727962041622e-31,5.4863659078993421e-23,8.428088518654768e-26,1.16546745306484e-20,1.4844544533415314e-29,5.7809877262533498e-18,1.7795941227957913e-27,4.8222314088149768e-10,2.6147226586332135e-23,4.8305591436059548e-32,1.6723337780596915e-23,6.2967296530228544e-39,1.0936060580021042e-24,1.4536124826371853e-17,3.7173761372080061e-17,9.2600244352294521e-17,1.2568102993485311e-17,8.5687558719137718e-15,1.8685909025746287e-24,3.7021977149259016e-23,1.9577679105535118e-22,7.8224292234395207e-21,2.1697966736977511e-22,3.7975160800789981e-19,1.2649623905577232e-28,3.9558496058975076e-29,8.5868902326124063e-29,3.8251238685054347e-37,1.7611051144918821e-39,2.2501170271904144e-35,1.3075782888876479e-55,1.0829212819921023e-49,3.4701752472470963e-29,4.4656839356156062e-22,2.4652177144957225e-27,4.4725353210314347e-26,2.5137620938957461e-34,3.3192553500826713e-23,2.0263123582884154e-31,3.8924020097779779e-39,1.0853009572880335e-20,8.6079595838956112e-18,8.7441840590051259e-21,1.2867490980646248e-26,6.0336863486553333e-36,2.8878306466614548e-49,1.3937391809415042e-36,0.88168480800000004,0.0,0.0094599988152727875,0.10884999999988981,7.0048152298506342e-10,4.7964786137766825e-10,7.0175622899068996e-10,7.7719966366967566e-13,6.0242233558218862e-13,3.0160639018709334e-13,2.1786873315784585e-14,1.4945912972700392e-14,5.1723176534583193e-17,4.5230178595137189e-17,5.1219125267873868e-15,2.2909195825866477e-17,7.0104835197802176e-19,2.5035957118885622e-13,1.8732595749203433e-15,2.537521842374939e-13,6.2444930700369751e-14,5.8024629544313008e-16
8.780335254013082e-12,0.012016941358522978,3.3818067430995893e-12,8.9586527353317923e-17,2.4044900745574261e-16,2.9266462669136217e-16,8.0186170350406479e-22,0.0,0.0,8.5451328603701915e-14,1.0687012217647959e-20,7.0339964108132378e-25,3.3659628278964766e-24,8.918826007389028e-33,2.4509366792969512e-18,1.4902714313384102e-24,2.4423084669493724e-12,2.5819205494356089e-18,3.8152840575089415e-20,1.526817757742955e-24,6.9841125094783214e-12,8.4144201334903451e-31,1.031212536380296e-22,2.7663439218901213e-25,2.9163422098688314e-20,4.8614647367687201e-29,1.4466032364106365e-17,4.4705251482938114e-27,6.6009972414198513e-10,6.5423751984693907e-23,1.2081066597336166e-31,4.1858427492509741e-23,2.0774728535966745e-38,3.5896894764504889e-24,2.704296899633634e-17,6.9579399955597594e-17,1.7362906710278422e-16,2.3435677225141053e-17,1.6034719948063646e-14,4.6792869898217614e-24,9.2629093729140101e-23,4.8925143645374211e-22,1.9530149895343331e-20,5.3781297005561774e-22,7.0113555906372665e-19,3.6863453498987505e-28,1.2982300624737103e-28,2.8186600300856289e-28,1.6196372218282238e-36,6.4556154418017129e-39,7.3803329107415871e-35,8.6814479060600428e-55,5.8282226575055291e-49,1.1862030668115808e-28,1.1148998764298254e-21,8.0703459769800631e-27,1.1203873202406457e-25,7.4114004343533381e-34,8.2743754406013757e-23,6.6547410925641663e-31,1.2901885045850157e-38,2.7167957747746051e-20,1.583921544371249e-17,1.6367772164649388e-20,3.198506058753976e-26,1.9594293067440249e-35,1.8378302889653321e-48,5.3409296308182691e-36,0.88168480800000004,0.0,0.0094599983795108419,0.10884999999981879,9.574545133999136e-10,6.5528514366370554e-10,9.598362360002712e-10,1.0623323906846215e-12,8.2237529643674269e-13,4.1192536810836699e-13,4.065178972527052e-14,2.7869661045800239e-14,9.5653549639652419e-17,8.3690818571647903e-17,9.5768464381257786e-15,4.2384387717682632e-17,1.3231282144906058e-18,4.6816438078907865e-13,3.5000767211084435e-15,4.7436005451967502e-13,1.1681945559053878e-13,1.0928424693565914e-15
1e-11,0.012016941363817413,4.0317399355901219e-12,1.1887420159968185e-16,3.1532378611784856e-16,3.9239537387424655e-16,1.1858151740181682e-21,0.0,0.0,1.0019564802052128e-13,1.4143875134234918e-20,1.0332282692028948e-24,4.9388467397354461e-24,1.465503019736896e-32,3.5890582576792585e-18,2.1885382685049089e-24,3.1678542980499962e-12,3.7869896074538058e-18,4.9464334157718695e-20,2.2392431223832258e-24,9.0571789472194911e-12,1.5970282996001801e-30,1.3408102978059305e-22,4.5524645656817466e-25,4.2770020658770796e-20,7.9914701199366359e-29,2.1215587268230684e-17,6.5694181531148026e-27,7.5209141548341431e-10,9.5945028604669384e-23,1.771283039289021e-31,6.1396889996893246e-23,3.4285325012432545e-38,5.9075017649737715e-24,3.4978266430146182e-17,9.0273990538489896e-17,2.2547265305265165e-16,3.0346824514778647e-17,2.0801337972751895e-14,6.8651263624326116e-24,1.3583837295088449e-22,7.1703817863243542e-22,2.8609257086354529e-20,7.8491396695774448e-22,9.032826793053215e-19,5.7988863152081003e-28,2.1362734030089322e-28,4.6386922434889955e-28,2.9664813619540208e-36,1.1181761517065799e-38,1.2141409206110786e-34,1.8975784381622035e-54,1.1784298054873603e-48,1.9871843770829641e-28,1.6331595598676274e-21,1.3263464887884943e-26,1.644029982905024e-25,1.1586537844123332e-33,1.2111773431705643e-22,1.0954449947658329e-30,2.130542071090139e-38,3.9851486810059554e-20,2.0370502838878166e-17,2.1236588489697087e-20,4.675000434753e-26,3.2074082169254017e-35,3.9451431201628822e-48,9.3390727612451001e-36,0.88168480800000004,0.0,0.0094599981544107887,0.10884999999977571,1.0900561402951056e-09,7.4584865927472038e-10,1.0931434350813455e-09,1.2094702469045987e-12,9.3565669357800963e-13,4.687841214994488e-13,5.2657228098500877e-14,3.6088375349996653e-14,1.2333455243885731e-16,1.079393386389968e-16,1.2418510067116389e-14,5.4661444046418617e-17,1.7238943315634874e-18,6.071110031505284e-13,4.5369524002874428e-15,6.1504588474534249e-13,1.5152351352427253e-13,1.4224081745344495e-15
1.114143434794023e-11,0.012016941363817413,4.6797084025509216e-12,1.5071715836166057e-16,3.9542031918209005e-16,5.0198822123473231e-16,1.6438146487631614e-21,0.0,0.0,1.1462998926667677e-13,1.7885622690218079e-20,1.4238182835755254e-24,6.7992285207563443e-24,2.2093009143913499e-32,4.9322559284601376e-18,3.0152120818668671e-24,3.9322123761161603e-12,5.2117233227619726e-18,6.1372898184478275e-20,3.0814517958768748e-24,1.1240530028899245e-11,2.6756269553929117e-30,1.6681193948258015e-22,6.8715225280808087e-25,5.8854808987656248e-20,1.2051551029796761e-28,2.9194543645568875e-17,9.0560561541713047e-27,8.3824839022945012e-10,1.3202397036565417e-22,2.4368297013944451e-31,8.4497623505629441e-23,5.1873164683097618e-38,8.9169247100553193e-24,4.3304735363142867e-17,1.1208425315434549e-16,2.801807825225741e-16,3.7609739126116246e-17,2.5824047348877094e-14,9.4501868257249759e-24,1.8691403073689271e-22,9.861115930634649e-22,3.9328193586530922e-20,1.0754387714590859e-21,1.1141236917585289e-18,8.4607019325574627e-28,3.2242897162290777e-28,7.0018323774743505e-28,4.8485586849771406e-36,1.7565124072109168e-38,1.8321326711747251e-34,3.4798112322523166e-54,2.0601737397470105e-48,3.0412410877258805e-28,2.2450120626636798e-21,1.999829197133906e-26,2.263419288116723e-25,1.6766662472701296e-33,1.6638628953790938e-22,1.6538379745559033e-30,3.2238960802525222e-38,5.484841430346449e-20,2.5084426898940111e-17,2.6368109485503778e-20,6.413900161005143e-26,4.8202407970871551e-35,7.1543771344687408e-48,1.4744372814882778e-35,0.88168480800000004,0.0,0.0094599979437488425,0.10884999999973148,1.2140650301269707e-09,8.3050180554660803e-10,1.2178949426583896e-09,1.3470773879795245e-12,1.0414641668069962e-12,5.2191718875200466e-13,6.5279788026356399e-14,4.4725365822684999e-14,1.5224115872919732e-16,1.3327148078495025e-16,1.5410993624475304e-14,6.7486018382471494e-17,2.1487589284959867e-18,7.5344349008548343e-13,5.628270767229198e-15,7.6317477968178309e-13,1.8808404910705985e-13,1.7713311941247441e-15
1.3502533441867379e-11,0.012016941369125574,6.1418154844017684e-12,2.31203203126895e-16,5.9307657003419987e-16,7.8313328200108844e-16,2.9549704125672878e-21,0.0,0.0,1.4643951107354622e-13,2.728115685803999e-20,2.5277695474882334e-24,1.2046004373300307e-23,4.6346970977339776e-32,8.7058668339057277e-18,5.3504955578338111e-24,5.7751949205348639e-12,9.2268097725287138e-18,9.00563492374161e-20,5.4545005104851295e-24,1.6502638443716879e-11,6.8895262441728838e-30,2.4615985797040233e-22,1.4453910724158526e-24,1.0417338065247612e-19,2.530090638734935e-28,5.1675574794745287e-17,1.6089580855852529e-26,1.016668686359779e-09,2.336699414718276e-22,4.3109774710983482e-31,1.4960218028230399e-22,1.0973292088200206e-37,1.8756773326586962e-23,6.3262198996206203e-17,1.6470436739390794e-16,4.1242431079692451e-16,5.5055170178359992e-17,3.7938691174328216e-14,1.6739147454082247e-23,3.308016061150474e-22,1.743214034667716e-21,6.9459430716030345e-20,1.8861491658501411e-21,1.6147756188669235e-18,1.6790973290159639e-27,6.7811440524233861e-28,1.4728765901639121e-27,1.1917173901136315e-35,4.0130097463792974e-38,3.8516401192981116e-34,1.0948823092221721e-53,5.8250526845948296e-48,6.5653639101389533e-28,3.9648813998850172e-21,4.1965270236037506e-26,4.0103827035560973e-25,3.2326421098317739e-33,2.934686743733358e-22,3.4804230966846489e-30,6.8092586399422252e-38,9.7118772666215979e-20,3.6234018387047387e-17,3.8749369978168277e-20,1.1281140168482487e-25,1.0043066983358341e-34,2.1898332410601101e-47,3.3623481189734474e-35,0.88168480800000004,0.0,0.0094599975079867806,0.10884999999962798,1.4703136405342432e-09,1.0052989250368793e-09,1.4759315136928715e-09,1.6314393885686982e-12,1.2596966482919256e-12,6.3158493447629776e-13,9.5621332635102171e-14,6.5470992242718108e-14,2.2100524557834796e-16,1.9356771088628439e-16,2.2621874688249105e-14,9.8007543764300434e-17,3.1828633209369838e-18,1.1060982436718188e-12,8.2557996075953104e-15,1.1200273406531102e-12,2.7623710915797741e-13,2.6190457966408139e-15
1.8224731629721676e-11,0.012016941379783009,9.5576629598795128e-12,4.5791289964400182e-16,1.1256003806463371e-15,1.595419766465932e-15,7.4822577699404496e-21,0.0,0.0,2.1795691773586046e-13,5.3430797623573559e-20,6.2305243560147978e-24,2.9556517336584107e-23,1.5255626421173492e-31,2.1191657098809918e-17,1.3173094498618071e-23,1.0520251966792031e-11,2.2602864188635184e-17,1.6375081659679112e-19,1.3357019210999977e-23,3.0038889751965673e-11,3.3467920792817906e-29,4.5269394598099945e-22,4.7892921246658493e-24,2.5506806841255629e-19,8.3433424897660117e-28,1.2653313841082322e-16,3.9720912652044354e-26,1.3743224128885197e-09,5.7207593986172319e-22,1.0543323240088252e-30,3.6652331280774802e-22,3.6954765561377241e-37,6.2154967241082778e-23,1.1407361472647622e-16,3.0035264307490887e-16,7.5459436759410214e-16,9.9626950833046087e-17,6.9151471915123906e-14,4.1052480757469229e-23,8.0976331626123735e-22,4.2563268132399104e-21,1.6925110297866444e-19,4.526661865127096e-21,2.8652057128609215e-18,5.101650789245474e-27,2.2461182827393195e-27,4.8811287966076324e-27,5.4379423927279947e-35,1.6051547004265193e-37,1.2745602916105562e-33,8.6103721174450046e-53,3.7612945032452501e-47,2.2847509177431445e-27,9.6604093621408563e-21,1.3819263883222885e-25,9.8408269919778922e-25,8.9110310333516088e-33,7.132716889392235e-22,1.1545792671024981e-29,2.2693939179825389e-37,2.3799543043632078e-19,6.3869146411975241e-17,7.0670649854360382e-20,2.7249555566294226e-25,3.2483635061166819e-34,1.6051684297824229e-46,1.2702837019163357e-34,0.88168480800000004,0.0,0.0094599966364624331,0.10884999999937271,1.9817273407105648e-09,1.3536387071328803e-09,1.9919350263330542e-09,2.1990325766768591e-12,1.6936220035732697e-12,8.4996004019495723e-13,1.7325532594963733e-13,1.1847141416175777e-13,3.9333393617989941e-16,3.4483985809979681e-16,4.1164187489592449e-14,1.7456319788110744e-16,5.8938200303070442e-18,2.0131521182964602e-12,1.5001063420875289e-14,2.0371917976564519e-12,5.0320204189872747e-13,4.8347657121733783e-15
2.2946929817575973e-11,0.012016941390495145,1.3627394374990828e-11,7.8497269591526524e-16,1.8562091169178349e-15,2.7982024142116522e-15,1.5397504806824384e-20,0.0,0.0,3.0001497277740557e-13,9.0664489593569467e-20,1.2500513398521597e-23,5.9039763325389148e-23,3.7985489859617898e-31,4.2013248678289633e-17,2.6398552064830165e-23,1.6677188288994216e-11,4.5078462329851772e-17,2.5911197766359129e-19,2.6629357261757574e-23,4.7582843334273429e-11,1.0934867958161638e-28,7.2444748527810229e-22,1.1994625327008887e-23,5.0845560261567471e-19,2.0808895756740934e-27,2.5224378361784858e-16,7.9811686162562325e-26,1.7330574112432306e-09,1.1402747146352084e-21,2.0993643372098412e-30,7.3106851644057758e-22,9.4126640146044164e-37,1.5567523485310742e-22,1.7911178658441837e-16,4.7664803950459488e-16,1.2013309208433424e-15,1.5688742133948872e-16,1.0968804476654762e-13,8.1964929700353287e-23,1.6137961034037859e-21,8.4615041932673055e-21,3.3579599992232388e-19,8.85003287117819e-21,4.4253687785408995e-18,1.2108089771219355e-26,5.6235134450433474e-27,1.2226486068885837e-26,1.7049198220532622e-34,4.6540219566662783e-37,3.1888465648085281e-33,3.8263215074056913e-52,1.4678803727971616e-46,5.9487869053895595e-27,1.9164836940319012e-20,3.4413458501895559e-25,1.9656948072251676e-24,1.9158586172208591e-32,1.4121407870133137e-21,2.8945071703487238e-29,5.70312206469966e-37,4.7481554761279339e-19,9.8011068835410654e-17,1.1216333423506866e-19,5.3622013241274915e-25,7.9596311118595431e-34,6.813616242558417e-46,3.4515111838308955e-34,0.88168480800000004,0.0,0.0094599957649377231,0.10884999999905366,2.4916999857227361e-09,1.7003127797975313e-09,2.5078403727855184e-09,2.7651480336405407e-12,2.1242100172950831e-12,1.0670741823868158e-12,2.7317746569300607e-13,1.8655259385506388e-13,6.0925323367665398e-16,5.3462947869192886e-16,6.5184573091820301e-14,2.7058656546901282e-16,9.4897759683296532e-18,3.1885650496358006e-12,2.3720411796617415e-14,3.2245528961121474e-12,7.9770094501915745e-13,7.7649489800756457e-15
2.766912800543027e-11,0.012016941401261846,1.8349075039361272e-11,1.2274960444573604e-15,2.8028186569738699e-15,4.459512781543815e-15,2.7803908937222676e-20,0.0,0.0,3.926247251975857e-13,1.4050252876587832e-19,2.2036976873125207e-23,1.036363532562325e-22,7.9500140518085343e-31,7.3223643118546829e-17,4.6481033992555195e-23,2.4245697522235056e-11,7.9006125453172052e-17,3.7601769202947628e-19,4.6655210220269376e-23,6.9124565572160114e-11,2.8467690769553906e-28,1.063127318984439e-21,2.523779081628866e-23,8.9071578284000641e-19,4.3620538715314032e-27,4.4190154867829699e-16,1.4089517609858938e-25,2.0928702222134706e-09,1.9973847496040222e-21,3.673639581020573e-30,1.2814447654179689e-21,2.017063252983864e-36,3.2757422204365957e-22,2.5807559585602531e-16,6.9371318912431302e-16,1.7537402011368185e-15,2.2658076804512254e-16,1.5956318359255068e-13,1.4381151210456031e-22,2.826379325831722e-21,1.4783438135546287e-20,5.8552721954542884e-19,1.521373265532819e-20,6.270726485247648e-18,2.4556736076129685e-26,1.1828793413789584e-26,2.5729560141932581e-26,4.2799579775484828e-34,1.1072283743720653e-36,6.7044687240334276e-33,1.2759726554939348e-51,4.361507828887993e-46,1.2957987137496706e-26,3.3415096088831172e-20,7.2015092567384005e-25,3.45014683227331e-24,3.5344419765947768e-32,2.4581107926545911e-21,6.0957783601002589e-29,1.2027430636182388e-36,8.3246318432627869e-19,1.3800754444963341e-16,1.6325852019934844e-19,9.2782732236060245e-25,1.6406559229452753e-33,2.1833950237909769e-45,7.6829587845852736e-34,0.88168480800000004,0.0,0.0094599948934125794,0.10884999999867138,3.0002359024637131e-09,2.0453293350888794e-09,3.0236412442163421e-09,3.3298211906848501e-12,2.5515182414432752e-12,1.2829504335630054e-12,3.9501927202836415e-13,2.6940354440146842e-13,8.6563136313057624e-16,7.6025470716387211e-16,9.4663939233833091e-14,3.8471597877771037e-16,1.4001284511054837e-17,4.6315833268419396e-12,3.4398751796034284e-14,4.6808248770140449e-12,1.1597199136506108e-12,1.1433746715000604e-14
3.239132619328457e-11,0.01201694141208298,2.3720779278930496e-11,1.8005395677636002e-15,3.9831852465733413e-15,6.6471263487766963e-15,4.590238382480507e-20,0.0,0.0,4.9579690912355163e-13,2.044658024512466e-19,3.5553885576849696e-23,1.6650409753712665e-22,1.4797139911907943e-30,1.1684039715805295e-16,7.4896341457225645e-23,3.3225456112033987e-11,1.2673615365100451e-16,5.1434740219810498e-19,7.4814955635368592e-23,9.4654155116502488e-11,6.3928339486018809e-28,1.4704357547761324e-21,4.7210530095176483e-23,1.4281517302496528e-18,8.1317802022790324e-27,7.0856476807927678e-16,2.2761760928254572e-25,2.4537573999876328e-09,3.2023590959502331e-21,5.8838143759027442e-30,2.055841285744379e-21,3.8496404421089031e-36,6.1280319354266246e-22,3.5072194997551573e-16,9.5167024746654608e-16,2.4128549007418571e-15,3.0845750488071007e-16,2.1879153661279225e-13,2.3094212721808598e-22,4.530668727193458e-21,2.3641044288373247e-20,9.3451374434842247e-19,2.3945789007733132e-20,8.3789872929826059e-18,4.4713054021770021e-26,2.2120787711694802e-26,4.8137997893760819e-26,9.2855731169699653e-34,2.3076220839257852e-36,1.2534660415032012e-32,3.5681453611557579e-51,1.0900097597015639e-45,2.5044396350847367e-26,5.3327033128465391e-20,1.339907918470247e-24,5.5420033163809464e-24,5.8826472363570574e-32,3.9178833576036616e-21,1.141235429775737e-28,2.2536658248815969e-36,1.3358340006189111e-18,1.8327831632251695e-16,2.2398687987599464e-19,1.4700543977359458e-24,3.0084625008234308e-33,5.8778007568084789e-45,1.4985562025976729e-33,0.88168480800000004,0.0,0.0094599940218869395,0.10884999999822655,3.5073393977533591e-09,2.3886965139963947e-09,3.53933138850678e-09,3.8930870427023685e-12,2.9756034556210622e-12,1.4976115753879707e-12,5.3841802191241974e-13,3.6671888195400808e-13,1.1595642833725228e-15,1.019208748640522e-15,1.2958320244862652e-13,5.15681958002127e-16,1.945596113226153e-17,6.3414561519691985e-12,4.7021270270494368e-14,6.404729414844542e-12,1.5892443504518622e-12,1.5864647576336042e-14
