Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208)
1.0485750000000002e-09,0.004243118369663564,3.3070038117477485e-26,1.365925034863139e-30,3.0457642994194088e-27,1.594111371970224e-29,2.8743691138869478e-31,0.0,0.0,1.4355236344824087e-21,6.6963657601362267e-29,1.4833365236779939e-42,3.5828004221172035e-46,3.0819390216587293e-58,5.4214633192869257e-32,1.4747889128973106e-43,1.815761266567626e-26,3.5651484360622375e-32,9.2289253959347135e-45,2.1890917056979665e-49,3.1921749402625725e-24,3.3557659139111875e-52,2.9743808310277271e-45,3.4248152752549055e-42,2.7360765688806614e-36,2.5545971081732661e-54,2.3696886777343282e-28,6.0398560325308104e-44,1.9523845608521459e-21,4.7250996037735885e-43,4.7743419872653531e-65,5.0776538282377415e-47,3.4244871453783208e-79,2.4339368015715711e-35,2.1278543015047757e-40,2.2324515339096943e-28,3.0360310709898459e-27,3.7317364263351788e-31,7.2960413544465965e-23,8.0994958803636383e-41,2.9097083459023134e-47,3.1732103165772537e-38,1.6746894316200494e-36,8.9960476381103843e-30,8.4947721847936894e-28,2.9655157299807038e-44,1.7619782534282505e-46,1.0930480889335735e-45,2.3420862093339314e-71,3.6669524177783851e-62,5.9114305014554371e-59,5.3406654766585559e-108,9.7819778769779089e-100,1.1478457652236835e-47,8.7357423882251717e-36,1.8725410860338373e-38,1.1127238070608625e-40,1.4642372662440175e-49,3.9085925182165623e-42,3.4462108967510479e-42,9.4250680112948759e-61,7.3472823066736342e-29,8.4710682358119754e-30,2.2046778586341266e-33,2.0476386287207881e-45,2.2726351388793765e-63,3.0508376656174484e-64,4.9488148305380515e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9175818506208159e-21,1.9409072656104607e-21,1.9807921056595568e-21,5.5360678056566285e-22,4.716941260264307e-22,2.3617371629827968e-22,8.6539607351136012e-23,8.753399171151851e-23,7.5177731967015496e-23,6.4065690164205376e-23,2.335180638575009e-23,3.170619176056877e-23
2.0971510000000003e-09,0.004243118369663564,6.5058207084336818e-26,5.3604470339963047e-30,1.1844606658999771e-26,6.2870412737047194e-29,2.2405572138469147e-30,0.0,0.0,2.876922653539714e-21,2.6832777366744626e-28,2.2315320917834321e-41,3.5627300870697412e-45,9.3226835444830019e-57,4.2159690893799795e-31,1.955348492110417e-42,7.099326417903906e-26,2.7921125359780933e-31,3.5929169578306663e-44,1.2883728703250113e-48,1.236972938913152e-23,1.0640603202734972e-50,6.5015995966499421e-45,4.958801323735721e-41,2.1420202763358898e-35,6.6547727211798819e-53,1.8558537710999023e-27,9.0361291064048817e-43,3.7621538581970166e-21,3.455141384604889e-42,3.0628496258320937e-64,7.3891075071345707e-46,2.015990193946166e-77,3.8149805985801091e-34,1.6993300518075159e-39,8.6499440155283935e-28,1.1780001532745119e-26,1.4048474281277856e-30,2.8269416133935735e-22,6.3084784805511751e-40,1.9942262092602229e-46,2.47300144423355e-37,1.2515619699098144e-35,6.26371573699036e-29,2.9265931721665457e-27,3.3312645808599606e-43,2.4313844022678457e-45,1.6132064719249943e-44,1.5330400599143193e-69,1.0804380474649792e-60,8.696422297363038e-58,2.2005337622003201e-105,4.6925748705804527e-97,3.0813164276930538e-46,6.1121334530273599e-35,2.8043462913174194e-37,8.3041451167607269e-40,1.4296344096349056e-48,6.1266792111972355e-41,5.1563686901004772e-41,1.3948553284537701e-59,5.7057391250251584e-28,1.6477791408879212e-29,8.5778975835434939e-33,2.9045780487033025e-44,3.7145289543579866e-62,1.8296553561703814e-62,7.4991496304143636e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6745056241961525e-21,3.7193101438902537e-21,3.9158096723126531e-21,9.8544834593685013e-22,8.3961093356393963e-22,4.208742754970194e-22,3.3370065114869266e-22,3.3753593342826963e-22,2.7212153301961498e-22,2.3190945310743236e-22,9.2481275744981449e-23,1.1488591759656131e-22
4.194303e-09,0.004243118369663564,1.2594358931684593e-25,2.0662706465402703e-29,4.4749005610039101e-26,2.4456753066426201e-28,1.6998361147399365e-29,0.0,0.0,5.7752502252145362e-21,1.0767806218208506e-27,3.1702555078645766e-40,3.628283003911242e-44,2.676917450753492e-55,3.1929725685980717e-30,2.2358947358757319e-41,2.7148433517814909e-25,2.1419981754879021e-30,1.2381650446632602e-43,6.5630187570888731e-48,4.6552442673069227e-23,3.3302253113957368e-49,1.3253135334241214e-44,6.6059000650515701e-40,1.6420675752236085e-34,1.7782422576599355e-51,1.4237188548058821e-26,1.2693050820528697e-41,7.0047156665164485e-21,2.3357523987899035e-41,1.5529601904126166e-63,9.9271648432678098e-45,1.3384563972614114e-75,5.8613854777946625e-33,1.3165773936847247e-38,3.2547270823576384e-27,4.435696223077769e-26,4.9997488277118138e-30,1.0636890358457409e-21,4.7855526258408604e-39,1.2172059328901217e-45,1.8637730478134059e-36,8.7782004714168647e-35,3.9139288137562913e-28,8.9682545905242414e-27,3.8368741911815566e-42,2.9536468559030273e-44,2.2164795932044178e-43,1.268676364313544e-67,2.9373039205512543e-59,1.178634927533374e-56,9.9052340372204813e-103,2.7501818135781417e-94,8.2991841496129455e-45,3.8103401342918825e-34,3.9492198703285702e-36,5.8060434238855505e-39,1.1157368017377088e-47,9.413826818824727e-40,7.243975079094767e-40,1.9191145661563376e-58,4.3114419212438851e-27,3.0824068991978547e-29,3.2475559497624477e-32,3.7469804627267889e-43,5.8316434881644586e-61,1.0321394683323554e-60,1.0602828529384467e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.7716812480772434e-21,6.8546511047026177e-21,7.6538601731454457e-21,1.6030550624242458e-21,1.3656832705132377e-21,6.8582661765199256e-22,1.2445960768368475e-21,1.2589065009683996e-21,9.1208741595361946e-22,7.7735991902684929e-22,3.6271899256912895e-22,3.8569497572766783e-22
8.388607e-09,0.004243118369663564,2.3637394458516577e-25,7.7068475673442502e-29,1.605209859799205e-25,9.2659453524903789e-28,1.2287500381320805e-28,0.0,0.0,1.162231130566563e-20,4.330697009704625e-27,2.2282582190419816e-37,3.7173380082342806e-43,6.9985995128367334e-54,2.3044669270780587e-29,4.3434685583280002e-37,9.9489750847517909e-25,1.5794955840190538e-29,3.6509155705226293e-43,1.8387896293301871e-37,1.6632295730121517e-22,1.0144386099913594e-47,2.5529335774523149e-44,7.7008008326019039e-39,1.2090877380346063e-33,4.5603159925925244e-50,1.0498134187695353e-25,1.5993627509050342e-40,1.2266418432572976e-20,1.3849095050150414e-40,5.0611893049349007e-60,1.1716658061606786e-43,7.6353709289089682e-74,8.6675902618689286e-32,9.7564050351432634e-38,1.1624363310382997e-26,1.5848553782912183e-25,1.6089816735379349e-29,3.7989389711083722e-21,3.4559681831405623e-38,6.2908677983443364e-45,1.3057844879591239e-35,5.488726920587383e-34,2.0821444396784814e-27,2.3061332954806908e-26,4.1828620809425488e-41,2.9103719401657862e-43,2.6973568828610735e-42,1.0436449709094103e-65,6.8935355817294453e-58,1.3746987892722558e-55,3.5095055853408123e-100,2.4675221953193142e-85,2.1018730367422388e-43,1.962867400756198e-33,4.9768860329609612e-35,3.6262626749737889e-38,6.7643243652851043e-47,1.3922162177466614e-38,9.1285859191438007e-39,2.3370855457621225e-57,3.1032255185677603e-26,5.4106073486046027e-29,1.1686406975649809e-31,4.1865160143433691e-42,8.7191032377868573e-60,5.2391618777674221e-59,1.3404225163094702e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1653062456682406e-20,1.1797238865864063e-20,1.4636812451099661e-20,2.2925427131577317e-21,1.9525328473092022e-21,9.8286211655847981e-22,4.3790462120972009e-21,4.4294324678615012e-21,2.7377557268600024e-21,2.3335653554777332e-21,1.3962640463339144e-21,1.1601869783728722e-21
9.999999999999999e-09,0.004243118369663564,2.7147054155479491e-25,1.1445236186818863e-28,2.3130789430675661e-25,1.391153330754822e-27,2.5693077461642287e-28,0.0,0.0,1.3895112373569973e-20,6.8534454537859611e-27,6.45078101589216e-37,9.812204292893349e-43,3.5726010255203957e-53,4.8042915461229796e-29,7.6264333721180831e-37,1.4511033573317761e-24,3.3561238047202504e-29,4.6594571948902709e-43,2.5312452112492782e-37,2.3934465469429904e-22,6.4265748434409644e-47,2.9493346538447541e-44,2.047473399501455e-38,2.5645216742401331e-33,2.3508500862092479e-49,2.2305778727431022e-25,4.5602737109993921e-40,1.3646256144224679e-20,2.4189530527859916e-40,5.0819728533220928e-60,3.1529921140048845e-43,6.7033382148996484e-73,2.9951380596753035e-31,2.0761798069121375e-37,1.6722845415867434e-26,2.2802469407099578e-25,2.1445584257552779e-29,5.4650870878204882e-21,7.2060626629388717e-38,1.0168468136638635e-44,2.5890726999135429e-35,9.8817209232624244e-34,3.413769398287634e-27,2.7712890096808788e-26,1.0982087353950547e-40,6.4288892686235572e-43,7.4352577998269172e-42,1.4178488308409565e-64,3.0116216873154919e-57,3.5291995257324736e-55,1.5200827314819781e-98,7.3226529578937098e-82,1.0600940630658193e-42,3.0550906278975783e-33,1.404743828388882e-34,6.5761813897606208e-38,1.1501089830195041e-46,4.8112565093260585e-38,2.6029085884560526e-38,6.443735557073597e-57,6.4736525812128987e-26,6.0213078014400914e-29,1.6865760224963745e-31,1.0794684481672825e-41,3.0258958361735819e-59,4.7557898449760379e-58,3.8264556102117065e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2872815273048701e-20,1.3032936858787595e-20,1.6987521292834433e-20,2.3966109542820715e-21,2.0408284630535918e-21,1.0278472319621497e-21,6.2387085101452251e-21,6.3105247537519633e-21,3.5999869922491281e-21,3.0686116560776265e-21,2.1252746350791963e-21,1.5268728179090838e-21
1.6777215e-08,0.004243118369663564,4.1908020811753008e-25,2.716819354590674e-28,5.2902427815368866e-25,3.3449999946560161e-27,8.2074405959662973e-28,0.0,0.0,2.3454084945386643e-20,1.7463649542083916e-26,2.4209915402509836e-36,3.5446062207992742e-42,1.5654808096938258e-52,1.5318082350452246e-28,2.1433964111354495e-36,3.3698191032476797e-24,1.0828286974573587e-28,8.9011930251866373e-43,5.4435827705013035e-37,5.4646013980430631e-22,2.9188998946920509e-46,4.6165228077854735e-44,7.4199487321670808e-38,8.2652211336278525e-33,1.0320099221606282e-48,7.1966504378693491e-25,1.7013306690797568e-39,1.9449593279840644e-20,6.7679451624740147e-40,5.1693845374257858e-60,1.1486076826062336e-42,3.1685021305923742e-72,1.1946698797151006e-30,6.7048405216336309e-37,3.8166099421886308e-26,5.2049326801277942e-25,4.3970932194267554e-29,1.2472591780222102e-20,2.2978252662464954e-37,2.6476923725494516e-44,7.9863408519910804e-35,2.8357825045496646e-33,9.0143327890063102e-27,4.727646201013616e-26,3.9578346310399385e-40,2.1227109452144259e-42,2.7361975343576153e-41,6.942116175278733e-64,1.277864338769946e-56,1.2590623218555549e-54,7.7656607810857025e-98,3.8109972089599468e-81,4.6346415746598998e-42,7.6487754945508322e-33,5.2196470067738016e-34,1.898298305926897e-37,3.1423031876778122e-46,1.9191095040147721e-37,9.7109400787952756e-38,2.3715530864866513e-56,2.0649033041078744e-25,8.5897987092840916e-29,3.8649143007158533e-31,3.8587394552594253e-41,1.2085152593764937e-58,2.2554252186363861e-57,1.4282241861294266e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8002865536001267e-20,1.8230049526591947e-20,2.6874159265593137e-20,2.8343023459981157e-21,2.4121831676210774e-21,1.2170461417814695e-21,1.406009734655295e-20,1.4222044076673904e-20,7.2263690512900778e-21,6.1600777441890397e-21,5.1913556576499553e-21,3.0690842908349391e-21
3.3554431e-08,0.004243118369663564,6.7530473465114214e-25,8.7800214452472324e-28,1.5497006866554754e-24,1.1139024266905529e-26,4.9093585130489606e-27,0.0,0.0,4.7403036358782013e-20,7.0549653751499197e-26,2.2146103462606504e-36,2.8518870101269124e-41,2.7765874203201822e-51,8.9484563932625236e-28,-2.6782286725591428e-37,9.9609542295282798e-24,6.5505873454501835e-28,1.7760648996738999e-42,-2.0919859378171527e-37,1.5994229687876641e-21,7.4987700639274525e-45,7.679012245349039e-44,5.6019398775571234e-37,4.9724694519878131e-32,1.8594507687547814e-47,4.3531547616317153e-24,1.4454472526881333e-38,2.689377838022158e-20,2.6031670147629932e-39,-3.2997862772278394e-60,8.9833598394405484e-42,8.8060718457257183e-71,1.4598859172984984e-29,4.0607138178667871e-36,1.1156687017722827e-25,1.5219245031405765e-24,9.6420867052915482e-29,3.6457336909073656e-20,1.3570445667586393e-36,8.9638406509598701e-44,4.0131492878422403e-34,1.1155107112899574e-32,3.1200435433299237e-26,7.5652909727908758e-26,3.0523577360890887e-39,1.0788137521571247e-41,2.2061176620708459e-40,3.1820744005602888e-62,1.7415037090646699e-55,8.4031843390578114e-54,9.3264421065107451e-96,-5.1976219597682432e-80,8.2312247103868086e-41,2.1175673400688886e-32,4.2162703922173204e-33,7.8534775894090596e-37,1.1270565765039584e-45,2.3453436764147563e-36,8.2493334999913395e-37,1.9124412632231099e-55,1.2322134717386061e-24,1.1886869327467469e-28,1.136032410159425e-30,2.813988765380671e-40,1.4810070279685349e-57,7.7924033125603904e-56,1.2142292853113748e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4131540435274858e-20,2.4448611349681464e-20,4.5957852218894027e-20,3.1232596968694425e-21,2.6535497568884755e-21,1.3407401115574315e-21,3.999157023618152e-20,4.0452770054025721e-20,1.6998476138916724e-20,1.4491309545087823e-20,1.8169850112529774e-20,7.2316894733581714e-21
6.7108863e-08,0.004243118369663564,9.4950119310977686e-25,2.5294148449235596e-27,3.9822881066581289e-24,3.3056345338575059e-26,2.5922501043379163e-26,0.0,0.0,9.5700703942086653e-20,2.8489744061542946e-25,1.0134407602418015e-35,-3.0931420197884394e-35,3.6455264078686819e-50,4.3561359037829601e-27,3.7149023562297221e-36,2.3859392775654615e-23,3.2744343120015804e-27,-8.68340248240345e-36,6.6257120055422859e-37,4.1198523850735505e-21,1.584492857459024e-43,-1.8594154508348099e-39,3.1702414680205562e-36,2.460397701780049e-31,2.4054528681550555e-46,2.1755253293589402e-23,9.6442141556455631e-38,3.210207201524111e-20,7.8847337517981337e-39,-9.843496852398761e-56,-9.032463451746922e-37,-2.4722748496215705e-65,1.48575619603256e-28,2.0306330183323862e-35,2.8679824119909719e-25,3.9140224445301419e-24,1.7531928048953288e-28,9.3705646166472844e-20,6.9649114553177706e-36,-2.0034069529237169e-36,1.6774987317081912e-33,3.2864032148503839e-32,8.8114929024520594e-26,9.7037030678867721e-26,1.8948481110552432e-38,3.8635706126896353e-41,1.4074332982143434e-39,8.8867699925786712e-61,1.7779836979867021e-54,4.1758576054600207e-53,-9.7124949024246433e-90,7.5499246024072006e-81,1.1291371243610371e-39,4.3657041376204711e-32,2.572980502152566e-32,2.5242458633512576e-36,3.2378563115907745e-45,2.3870406108642816e-35,5.5016283565249373e-36,1.2201790079589905e-54,6.5049734352454588e-24,1.4200017251347613e-28,2.9306504465826103e-30,1.564614936533946e-39,1.5094263198475636e-56,2.1187995063947419e-54,8.1010947265557524e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8058658818729939e-20,2.8458556588671146e-20,7.0349950158531104e-20,3.2734061480558563e-21,2.7711414089888222e-21,1.4006381815174511e-21,1.0018274738555479e-19,1.0133939273733565e-19,3.6971939780799228e-20,3.1520179716325381e-20,5.7893280029863354e-20,1.5745022223310675e-20
9.999999999999998e-08,0.004243118369663564,1.0467533284804622e-24,4.4451688864947805e-27,6.5140013921757102e-24,5.9030149710153638e-26,7.3238193785293377e-26,0.0,0.0,1.4321106933800548e-19,7.078328589513093e-25,6.641193161696115e-36,-2.4255068734979373e-35,1.8670367043137948e-49,1.0575566904768145e-26,5.1369326216645714e-37,3.3473532167654755e-23,7.9529849117423773e-27,-3.9654841215726258e-36,7.9205497249138415e-38,6.769549029951622e-21,1.3389608925119211e-42,-9.6839974627459516e-40,8.0519361989298639e-36,5.899481438759963e-31,1.1582052637238895e-45,5.2820225820181109e-23,3.061634747555496e-37,3.3187486822485642e-20,1.373348535466902e-38,-5.0448974483219628e-56,-6.2973321818887043e-37,-2.834512273680876e-65,6.6252001744477631e-28,4.9314215475512285e-35,4.7041530850040575e-25,6.4235611366747094e-24,2.5705580156936154e-28,1.5366860309806342e-19,1.8786832058104429e-35,-7.1832455953365356e-37,4.2884926581792062e-33,5.9672887768502053e-32,1.5002070987196259e-25,1.0225110841559037e-25,5.7869068765236786e-38,7.1604585428967268e-41,4.3559632026537193e-39,8.4932882813317143e-60,8.9570492677945266e-54,1.1475172167140177e-52,-4.3441592420089757e-89,-1.2290316777890644e-79,6.6111695319058468e-39,6.6003232801242938e-32,8.0623069310499411e-32,4.5146320195930086e-36,5.5432127281568927e-45,1.0644503374284184e-34,1.7450338749934528e-35,3.7765439567433064e-54,1.8421494108977629e-23,1.4689636057007071e-28,4.8144317878509019e-30,3.9727794561586512e-39,6.735147711780255e-56,2.4024198322471685e-53,2.5699552790162734e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8832862367011761e-20,2.9277968197620624e-20,8.158810045672863e-20,3.3600953372057066e-21,2.8347489922973406e-21,1.4325433236058113e-21,1.6225857753500212e-19,1.6413287060788093e-19,5.6614136396268778e-20,4.8266709166050104e-20,1.0949405747506435e-19,2.4118185507738056e-20
1.34217727e-07,0.004243118369663564,1.1479279098967616e-24,6.438190556546222e-27,9.1478256362604858e-24,8.6051549035390811e-26,1.2246225852524761e-25,0.0,0.0,1.9263765841541558e-19,1.1478264257060234e-24,3.0070877768600788e-36,-1.7309441658793626e-35,3.4301200816873131e-49,1.7045844660354645e-26,-2.8166293974173159e-36,4.3475436238511515e-23,1.2820234322354638e-26,9.4272086018877815e-37,-5.2768894902240864e-37,9.5261152267131967e-21,2.567085778576244e-42,-4.1446928214394716e-41,1.3130523102130971e-35,9.4772728797222715e-31,2.1128769909030814e-45,8.513813411193207e-23,5.2434344601901315e-37,3.4316679393604458e-20,1.9818133192712709e-38,-5.2757334981922192e-58,-3.4518855467914762e-37,-3.2113597291411288e-65,1.1971932061071371e-27,7.9492068548071612e-35,6.6143815704032738e-25,9.0343164250595416e-24,3.4208898130526811e-28,2.1605003097019583e-19,3.1085563226985272e-35,6.1858874053036823e-37,7.004795149474761e-33,8.7563018255250393e-32,2.1442332109089373e-25,1.0767548424522356e-25,9.8359430744743957e-38,1.0590319029185828e-40,7.4234154260731403e-39,1.6404614447743149e-59,1.6425666293189055e-53,1.9068888156912639e-52,-7.8531077189675084e-89,-2.5861779209881293e-79,1.2314307381063242e-38,8.925070757451393e-32,1.3773032989498316e-31,6.5852959227247159e-36,7.9415505083241701e-45,1.9235012317510081e-34,2.9880973490343547e-35,6.4360141334620622e-54,3.0818640829798622e-23,1.5199002535463602e-28,6.7741912106769459e-30,6.4780718728849088e-39,1.2171636817256087e-55,4.6813102108760529e-53,4.4007805060111733e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.9638291673318158e-20,3.0130428929995544e-20,9.3279516259371521e-20,3.4502809397338571e-21,2.9009220443502585e-21,1.465735287808074e-21,2.2683809661189391e-19,2.2945898211186643e-19,7.7048556813795307e-20,6.5688672198466466e-20,1.6317603616761148e-19,3.2829061492139564e-20
2.68435455e-07,0.004243118369663564,1.2349655540105806e-24,1.477126943969363e-26,1.9475613272471788e-23,2.0007831069726393e-25,5.3352627676990175e-25,0.0,0.0,3.8668590841046616e-19,4.6121799675494456e-24,8.2376242454917572e-35,4.341858778085063e-36,2.3710066816496697e-48,5.5391799306573733e-26,-2.0480013337936637e-38,5.998487546954039e-23,3.9161712380761246e-26,1.2487032024884602e-36,-1.3611629556612218e-38,2.0542159799709031e-20,3.1775399976333106e-41,3.5504174896464319e-40,4.1006054205666722e-35,2.8547029589982628e-30,1.3058802260752038e-44,2.5981906337688128e-22,2.4833309771519233e-36,3.4859564846605975e-20,4.4440905412926408e-38,2.9094250345998428e-56,3.7741131915980134e-37,5.9193950189162414e-65,7.5973285688913339e-27,2.4262406980045871e-34,1.4225714992616288e-24,1.9462373723167834e-23,9.7519710704490324e-28,4.6439437845660067e-19,1.2183043616800197e-34,4.0007280566855156e-37,3.8909988235404955e-32,2.9730309616373043e-31,4.8052634881349663e-25,1.1342386638265802e-25,4.5312782353245745e-37,2.4718302282578754e-40,3.4535804740183113e-38,2.0901977053308356e-58,1.863219225554805e-52,1.105885756555493e-51,6.3504907262623121e-89,-1.4842326516355023e-78,1.1524724022970191e-37,2.5878943980571868e-31,8.6773314421685519e-31,1.5064516332166912e-35,1.7862677328555266e-44,1.2206773193303014e-33,1.4121542297739139e-34,2.9942713170672954e-53,1.3533895263926764e-22,1.5478241148575159e-28,1.459830313920835e-29,2.0327816796582274e-38,7.7271206999561525e-55,8.9538308865000841e-52,2.0799670132064913e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.0188814273440373e-20,3.0834727786500552e-20,1.0744149400120582e-19,3.7856657253882633e-21,3.1447783299953512e-21,1.5876871320291057e-21,4.827564166694057e-19,4.8833619618827855e-19,1.5724555520764427e-19,1.3406301939610302e-19,4.054149047228122e-19,6.7016211031438368e-20
5.36870911e-07,0.004243118369663564,1.256395706270368e-24,3.168856568723558e-26,3.953285466059443e-23,4.320892089535957e-25,2.2023347360335526e-24,0.0,0.0,7.7487879790051363e-19,1.8496596375703233e-23,4.8117292541595198e-34,-3.6398120571496101e-35,1.2974137601961072e-47,1.7593675512326304e-25,2.9180796908132068e-37,6.7794687853701042e-23,9.8703797567946234e-26,-5.9842208880000583e-37,-5.2543479668942125e-38,4.2702071860125722e-20,3.1934101479707841e-40,-3.4469971221762535e-40,1.0998735086539931e-34,7.5337666050195715e-30,6.3294974623307432e-44,6.5353853946902275e-22,1.0890350108600705e-35,3.4966644093596098e-20,9.4057324244427211e-38,-1.768095057819821e-56,-1.3576327534066322e-36,-4.5446490891588727e-64,3.9793869526414986e-26,6.1032729864073181e-34,2.9495141792599567e-24,4.0485834454867214e-23,3.6643377353901442e-27,9.6173663680397772e-19,4.1919887780762608e-34,-4.822554068955473e-37,2.9298970054709521e-31,1.3035141906055649e-30,1.0482137491611439e-24,1.2098565806768987e-25,1.9490285685368826e-36,5.3262339195854305e-40,1.4974204007764897e-37,2.1183271188527981e-57,2.8071282308398249e-51,8.5296534222647279e-51,-2.4002956950885564e-87,1.142693127585179e-78,9.8960445075009612e-37,9.8561079006510513e-31,6.8101009187584547e-30,3.2282306531274616e-35,3.9040095037009312e-44,6.3939421997010092e-33,6.1660630240251926e-34,1.2982828303881053e-52,5.6822637011560015e-22,1.5603849262538825e-28,3.0351178972965445e-29,5.1792838531460542e-38,4.048404667480493e-54,1.5747354686790727e-50,9.0824094352365767e-46,0.88168480800000004,0.0,0.0094599999999999979,0.10885,3.0717820409034541e-20,3.1664509807112505e-20,1.1281996669688967e-19,4.4554491869191825e-21,3.6315938628721887e-21,1.8311054217261823e-21,9.9516294050572491e-19,1.0066661164258359e-18,3.1774221975867547e-19,2.7089930399791744e-19,9.1282230059372049e-19,1.3543434213125858e-19
9.999999999999997e-07,0.004243118369663564,1.2590452720232744e-24,6.0943771377346577e-26,7.2208652691906152e-23,8.3335391987037982e-25,7.8402140446240001e-24,0.0,0.0,1.4448215454860872e-18,6.6459551673021207e-23,2.3148196648827958e-33,-3.5090878381595659e-35,5.4714023045999602e-47,6.4275670712199525e-25,1.4870615598421211e-36,7.0005912970914214e-23,2.0531528799581479e-25,8.1281195456453986e-38,-7.4989046739632699e-38,8.1183631652195058e-20,2.4613014154383784e-39,-9.3200108401952206e-41,2.9946768062129988e-34,2.0384695864409676e-29,2.4338366219692677e-43,1.3542435585394568e-21,4.1261993755574046e-35,3.5041552743413173e-20,1.8023077342130186e-37,-4.8522606005902695e-57,-1.4918859993441723e-36,-8.5114803132852536e-64,1.6437669105481928e-25,1.2647367192715727e-33,5.5904758814435825e-24,7.7205267387037293e-23,1.3281656181756787e-26,1.818919628155769e-18,1.1402057046407575e-33,-8.7077421228687796e-38,2.2181092831258576e-30,5.5680927615024267e-30,2.1457929919052985e-24,1.3357612622976724e-25,7.239229082836707e-36,1.0285361028540574e-39,5.6164345904666534e-37,1.6552088592527611e-56,4.2307414707221343e-50,6.5450233706819965e-50,-6.7586479031823073e-87,-4.0434055163159448e-80,7.1168857484065175e-36,3.6019979665207228e-30,4.966164110189795e-29,6.2594701274089331e-35,8.0010326565070179e-44,2.6412639954978451e-32,2.3168834007334906e-33,4.8695423078133352e-52,2.0865616583269743e-21,1.5771831316328085e-28,5.7790805041823691e-29,1.0789159948863119e-37,1.6726729058411843e-53,2.3105098346866024e-49,3.4127624876277916e-45,0.88168480800000004,0.0,0.0094599999999999945,0.10885,3.1574875345062611e-20,3.3039817473057096e-20,1.1422239018205719e-19,5.6124212925531594e-21,4.4725038354124897e-21,2.2515770761798644e-21,1.8792615972353908e-18,1.9009809910417685e-18,5.9499459373806569e-19,5.0727937495358436e-19,1.7961253951584312e-18,2.536243599043228e-19
