Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513)
1e-12,0.006098105860583042,2.3505333269421507e-25,2.8575865895266099e-32,2.1111051257746337e-29,1.9163973668234044e-31,3.9916472952040425e-35,0.0,0.0,2.1192737647943179e-22,3.4062716989127951e-32,6.6790135710041115e-47,3.1460707007886324e-48,4.7175706268864469e-58,9.5209664492348254e-30,3.8207635710483605e-44,2.1365778137256281e-21,1.1925761302118834e-29,1.5160819711029525e-43,3.9129397993989495e-44,6.7350122059525874e-27,1.7979660090237976e-52,1.1274496130208596e-44,2.8521095935264737e-41,3.1068481872825722e-33,3.5459621299660265e-52,1.9492071503116413e-26,3.5807393951417085e-50,3.5567349699720071e-21,1.4752126582558615e-46,3.2213671178065588e-64,2.829009108122028e-47,5.3852678625052338e-74,7.2384798302089841e-36,7.6877736462263291e-32,1.1610444144101574e-30,1.1571927817300928e-29,6.9373199708537737e-33,7.3383884101064173e-26,5.3794669775916169e-44,1.8477592020557565e-49,7.3453273798088078e-42,2.1494834093331187e-40,4.1336331220359521e-35,1.7129504267236806e-30,2.6319441192974755e-48,5.9629809344572808e-53,2.7606180047541249e-52,6.3696809775841232e-66,3.0122450683296661e-69,3.1647538005648176e-63,4.2542643247961201e-104,2.7198536361257242e-90,3.7927387561364946e-53,7.2420917295469411e-40,7.6601039578057918e-46,1.1618859049763524e-44,1.8520967645313579e-55,9.6811711763274715e-41,1.9581913803527499e-49,7.0701332291007757e-67,2.0096289856261797e-34,1.0446588072819995e-30,2.3984590057574699e-35,4.2252276395248044e-44,1.253808647109603e-61,1.4930444442704646e-75,7.9373783137210962e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.8851939330890534e-21,3.5567100895140519e-21,3.8852783553645801e-21,9.1635374249571931e-23,7.6976946746890025e-23,3.8488486107928463e-23,1.1121270247083643e-25,1.0208803993598e-25,8.5086203030360984e-27,7.1757423392131164e-27,2.770665087355581e-26,3.555667259709629e-27,1.8462779823600212e-29,1.6878269511279575e-28,6.2549305338599178e-29,1.230857114403606e-28,2.6378715120153522e-28,8.0316723060897783e-28,2.1365157611312948e-21,5.0366825305450462e-24,1.7032059801550826e-26,6.3661137932869485e-26,1.2985663187159188e-30,1.5237934186965759e-33,1.513046641638903e-28
1.023e-12,0.006098105860583042,2.4045841114024011e-25,2.9568113405451651e-32,2.1847529626109173e-29,1.983240337781341e-31,4.1550084286424571e-35,0.0,0.0,2.1680037890759549e-22,3.5250786754107363e-32,6.9530976617700361e-47,3.274826212967646e-48,4.9249054639480257e-58,9.8530546922218955e-30,3.9771193341092013e-44,2.1857048413390613e-21,1.2341716463819066e-29,1.5689719979405097e-43,4.0494099880824741e-44,6.9699202670550098e-27,1.8770286589141736e-52,1.166760348258221e-44,2.9688238962882298e-41,3.2152110179084269e-33,3.6911225381903954e-52,2.0171929787269462e-26,3.7313862043843855e-50,3.6385155831168252e-21,1.5355815652784781e-46,3.3532021655044198e-64,2.9447788314581116e-47,5.6220563052647563e-74,7.5346953439813511e-36,7.9549969877657788e-32,1.2015400664271944e-30,1.1975684631387756e-29,7.179280487496986e-33,7.5943414273113104e-26,5.5996073283964699e-44,1.9233731743014274e-49,7.6459135368189575e-42,2.2374446461283072e-40,4.3027847271237144e-35,1.7726903738637363e-30,2.7396559996069831e-48,6.225171421693431e-53,2.8820018658628783e-52,6.6595017795220252e-66,3.149106633462865e-69,3.3039070479055091e-63,4.447952121945346e-104,2.8456926926338138e-90,3.9595214996309126e-53,7.5384518007241141e-40,7.9969166508078524e-46,1.209439572858292e-44,1.9335244977705391e-55,1.0076942710516791e-40,2.0442982190013488e-49,7.3899298961547044e-67,2.0918676370469286e-34,1.0809514031574063e-30,2.4821141521068843e-35,4.3979480600856085e-44,1.3089035495226615e-61,1.562124791833619e-75,8.2984804989958499e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9745265340909924e-21,3.6384898348665472e-21,3.9746139008941626e-21,9.3742284559257991e-23,7.8746825382109479e-23,3.9373425869687134e-23,1.1509164581332754e-25,1.0564872785957335e-25,8.8053859083163552e-27,7.4260195553572933e-27,2.8673023323268684e-26,3.6796826087720811e-27,1.9106771145916673e-29,1.7466960148515093e-28,6.4730940767467096e-29,1.273787711965347e-28,2.7298771576223497e-28,8.3118077802082819e-28,2.1856406244429783e-21,5.1524914588754114e-24,1.7626105552934963e-26,6.5881546291521778e-26,1.3517062849190047e-30,1.5861518770324085e-33,1.5658195964309011e-28
2.047e-12,0.006098105860583042,4.8115367419261242e-25,1.1757558955384889e-31,8.7536967846743841e-29,7.9381022996700724e-31,3.3296382174726461e-34,0.0,0.0,4.3376342474699512e-22,1.4108033850412247e-31,5.7752645047432038e-46,2.6244496882264294e-47,7.7824957125697628e-57,3.9438793480335416e-29,3.1839369835352331e-43,4.3728960345409333e-21,4.9392404429142851e-29,6.2867463274965235e-43,1.6200436997128776e-43,2.7893778587977138e-26,3.0094914045210528e-51,4.6603453070979535e-44,2.3763099928365132e-40,1.2867480619343797e-32,2.9687810501297004e-51,8.0729452724177126e-26,4.1169076584542311e-49,7.2794097715339811e-21,1.2291432079974425e-45,2.6867023567824667e-63,2.3572669583120173e-46,8.99990201427811e-73,6.0314099170180882e-35,3.1221933486396079e-31,4.8085924096370707e-30,4.8022961662442432e-29,2.8729048331094588e-32,3.0392736638581488e-25,4.4823978187535952e-43,1.5394520871526913e-48,6.11994256610047e-41,1.7908628561537558e-39,3.4425811493090239e-34,7.0906043091443372e-30,2.1948562674551138e-47,9.9655910552802588e-52,4.6140073937713893e-51,2.1322099434281488e-64,9.8689302817505926e-68,5.2890400426332056e-62,1.4764699589885581e-102,1.8222002385930538e-88,6.3519043462443534e-52,6.0335257781255084e-39,1.2802131029214187e-44,9.6988642888895022e-44,3.0861314179081696e-54,7.9583995177161889e-40,3.2787308436786905e-48,1.822140450823586e-65,1.6744909381459243e-33,4.2300162688815784e-30,9.9335871362772742e-35,3.4708818768999021e-43,2.0584102095024521e-60,1.0025312499700972e-73,2.6357677972247108e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.9515946937115984e-21,7.2793067293457648e-21,7.951944333187968e-21,1.8753235428275402e-22,1.5753373189255208e-22,7.8766918678834327e-23,4.605963456400574e-25,4.2280584595717659e-25,3.5236945934286715e-26,2.9717090756363947e-26,1.1475158329027347e-25,1.4725148303773213e-26,7.6489633998296528e-29,6.9902868940617386e-28,2.5905522190317406e-28,5.0977109014677329e-28,1.0925220922476692e-27,3.3265196198691351e-27,4.3726390427938558e-21,1.0308286563813105e-23,7.0533649956431276e-26,2.636556431395701e-25,1.081910030053565e-29,1.2700387736274885e-32,6.2664087743787609e-28
4.095e-12,0.006098105860583042,9.6275126067338484e-25,4.6895915025850776e-31,3.5099898169618788e-28,3.1768538056248506e-30,2.6699404755448481e-33,0.0,0.0,8.6772352608043704e-22,5.6449451576630262e-31,4.9570247864499994e-45,2.1049708769407287e-46,1.214429132754208e-55,1.5784099263558968e-28,2.5483547001917066e-42,8.747160366349602e-21,1.9761834291765734e-28,2.5214053859959412e-42,6.4773102760611755e-43,1.1160002875247662e-25,4.8277895743850287e-50,1.8573486649650468e-43,1.901299886357378e-39,5.1482482894584264e-32,2.3983049579005345e-50,3.2299738605972e-25,5.107783644727842e-48,1.4560714436721354e-20,9.8349438757876251e-45,2.1540071950756645e-62,1.8863885216345035e-45,1.4400391179635281e-71,4.8265337727001719e-34,1.2025986975798188e-30,1.9238679676649281e-29,1.9285696921362944e-28,1.1492109769888697e-31,1.2159817656150238e-24,3.5869573655201758e-42,1.2316339190253386e-47,4.8965871320061418e-40,1.4328231921048208e-38,2.752097556803756e-33,2.8338846648639165e-29,1.7592817004971681e-46,1.5946224087744267e-50,7.3841012702794143e-50,6.8235951829693756e-63,3.1241140915403145e-66,8.4630368856284609e-61,5.067148689391278e-101,1.1662238178566351e-86,1.0200871831218437e-50,4.8268011897839354e-38,2.0485802151929187e-43,7.7876468600547266e-43,4.9091225669045355e-53,6.2044631421596388e-39,5.2648555486480295e-47,3.9909200965944406e-64,1.3399549854777372e-32,1.6201815498771915e-29,3.9744100849797422e-34,2.702144364157289e-42,3.1814043506974544e-59,6.4405514989455852e-72,8.3016153009439547e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5905032683419476e-20,1.4560302199071066e-20,1.5906431518041774e-20,3.7505954418087437e-22,3.1506288499202738e-22,1.5753165340433184e-22,1.8427725817021733e-24,1.6915790019858209e-24,1.4095999598175689e-25,1.188788462695681e-25,4.5912079281941233e-25,5.890554779900632e-26,3.0621799056272441e-28,2.7967150661973461e-27,1.0364565353328497e-27,2.0395266143957837e-27,4.3712168447161748e-27,1.3309972552654625e-26,8.74613221561602e-21,2.0618997663191583e-23,2.821462150464079e-25,1.0548276985555497e-24,8.6560347101987674e-29,1.0168837814820917e-31,2.5070938724141373e-27
8.191e-12,0.006098105860583042,1.9267745022135488e-24,1.8735609710801978e-30,1.4095750247155895e-27,1.27153250324084e-29,2.1440045782504285e-32,0.0,0.0,1.7357797501817301e-21,2.2584759113110674e-30,4.5037678679782579e-44,1.6918548182009256e-45,1.8529932825022478e-54,6.3176570721266049e-28,2.0395685739940415e-41,1.7495216837450576e-20,7.9055246694890561e-28,1.0135262681862278e-41,2.5876197212071847e-42,4.4642396119263348e-25,7.7558342550264898e-49,7.3727858381113789e-43,1.5207448982201503e-38,2.0594947101107998e-31,1.9551151226998723e-49,1.2921183112687609e-24,7.0016997037308214e-47,2.9121389177488685e-20,7.8672211164928386e-44,1.7298325710378856e-61,1.5093381530123717e-44,2.3031050826170441e-70,3.8617043117682733e-33,4.4749229100125215e-30,7.6958950065037331e-29,7.7660444803768838e-28,4.5954297399383829e-31,4.8641935765078884e-24,2.8699105798507102e-41,9.8497063682116417e-47,3.9164848929786565e-39,1.1459451925021046e-37,2.1975306730086641e-32,1.1312290333458992e-28,1.4122144073434188e-45,2.5505499478110617e-49,1.1814155991429537e-48,2.1827753339430111e-61,9.9390298503906501e-65,1.353603176810717e-59,1.8488302671952462e-99,7.4601774881781258e-85,1.642379991483251e-49,3.8596382094694006e-37,3.2768816791818998e-42,6.2682357582566576e-42,7.7603888452955913e-52,4.7266595789451684e-38,8.4739815558367406e-46,7.8190474642047429e-63,1.0720515893555386e-31,5.9676972104550937e-29,1.58991908755211e-33,2.0528513580755258e-41,4.7631542065872879e-58,4.1470354145419141e-70,2.5730831416027154e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1809115845336183e-20,2.9119740323895178e-20,3.1814711198122011e-20,7.4990225588891783e-22,6.2994266020637303e-22,3.1497217322968108e-22,7.37129050239775e-24,6.7665012596701771e-24,5.6371608248609367e-25,4.7541236390310564e-25,1.8366769968526021e-24,2.3556922449475623e-25,1.2264643701791911e-27,1.1187265519634247e-26,4.1460817282882014e-27,8.1584377997356025e-27,1.7487022478469361e-26,5.3250116222750426e-26,1.7491104381157102e-20,4.12369038533006e-23,1.1282342501046069e-24,4.2192932737870217e-24,6.9228571124530926e-28,8.1449706102206943e-31,1.0028676413088162e-26
1e-11,0.006098105860583042,2.3532668716542316e-24,3.1144712214967823e-30,2.351121202777903e-27,2.1150684039010261e-29,5.4805400838279647e-32,0.0,0.0,2.1192772381283142e-21,3.755148849336498e-30,1.3369910872521789e-43,4.3341680519820854e-45,7.4592468823016738e-54,1.0507910988387201e-27,5.1939718687575965e-41,2.1358382352789738e-20,1.3142767867507531e-27,1.6935343451303448e-41,4.2955917524791051e-42,7.4213363505542637e-25,3.3618821549039169e-48,1.2158012031838772e-42,3.8698196931468868e-38,3.42384764519447e-31,5.1058342354386337e-49,2.1481185127771998e-24,2.8196890325945839e-46,3.5550408493862418e-20,2.0022409466917572e-43,4.4263613426725493e-61,3.842629371156417e-44,9.9231090415495704e-70,9.8311584645051978e-33,6.9501266741088115e-30,1.2793650306614841e-28,1.2983261214754683e-27,7.6364975439454269e-31,8.0862302509110773e-24,7.3062007439330755e-41,2.5059290430989494e-46,9.966139452225887e-39,2.915750482117261e-37,5.5789651777367194e-32,1.876362284157695e-28,3.6115217036860651e-45,1.0990751585956619e-48,5.0933987010987692e-48,1.711028435309019e-60,7.7718422540420191e-64,5.8326670873506607e-59,1.7968239774355965e-98,1.1111571693934334e-83,7.1448896443120566e-49,9.817852682159778e-37,1.4122333621838328e-41,1.6063531347902621e-41,3.2813659297447304e-51,1.1336582623129299e-37,3.6822862717648246e-45,3.7177249204019444e-62,2.7290790816840718e-31,9.1908039824650884e-29,2.6431989786841729e-33,4.9058327909421703e-41,1.8613564659754045e-57,6.2396346044085443e-69,1.9087687134754208e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.883069437255526e-20,3.5547667772265214e-20,3.8839995564881986e-20,9.1526494891553745e-22,7.6885193116940628e-22,3.8442736622155967e-22,1.2253665771311602e-23,1.1248296940039989e-23,9.3684784315839455e-25,7.9009722171375743e-25,3.0534545136136412e-24,3.9149377365629843e-25,2.0415597090713767e-27,1.8597331838462181e-26,6.8924921366192246e-27,1.3562374342582906e-26,2.9072521509655397e-26,8.8535842619394285e-26,2.1351546466683266e-20,5.0339705248804457e-23,1.8748475616928942e-24,7.0137094904585157e-24,1.7614288959889593e-27,2.0766861248268201e-30,1.6671221932374887e-26
1.6383e-11,0.006098105860583042,3.8581318767066796e-24,7.4929842830827697e-30,5.6733374850176733e-27,5.0914584834554563e-29,1.7253401406161527e-31,0.0,0.0,3.4724361466761552e-21,9.0361125659845488e-30,4.4653819550245019e-43,1.3657487770735616e-44,2.7240737610615503e-53,2.5293091058863362e-27,1.6324185373719318e-40,3.4989441216476787e-20,3.1622216918337778e-27,4.0929216061222158e-41,1.0322117720200867e-41,1.7855359834612888e-24,1.2487556444438627e-47,2.9042533200750835e-42,1.2158456739038179e-37,8.2379243641768127e-31,1.6223048219192913e-48,5.1684884885806047e-24,1.0298345845286593e-45,5.823500235589307e-20,6.2911611921732951e-43,1.3940978893443171e-60,1.2075574559334103e-43,3.6810055017152815e-69,3.0894191000115905e-32,1.5683805848363429e-29,3.0780920666266133e-28,3.1392047514109842e-27,1.8366810309549048e-30,1.9455086023556484e-23,2.2959512030465813e-40,7.8725832759740736e-46,3.1312156617330945e-38,9.160453170681957e-37,1.7510251216254778e-31,4.5055416871050075e-28,1.1371708808470531e-44,4.0771739455654276e-48,1.8896708894456398e-47,6.9781533700362922e-60,3.1687589271203903e-63,2.1636904202318291e-58,7.4845072767283995e-98,4.7686105044779396e-83,2.6560323095946242e-48,3.0841226357772067e-36,5.2390172068480628e-41,5.0625925902192356e-41,1.212133416059516e-50,3.4659489638622539e-37,1.3685100448428325e-44,1.4076674710630642e-61,8.5758488348808763e-31,2.0563435561094045e-28,6.359664177742192e-33,1.4972488670426847e-40,6.7484305357688476e-57,2.6792721931571404e-68,7.7358951528499902e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.360611490281469e-20,5.8228409012146896e-20,6.3628492034218063e-20,1.4987420465324044e-21,1.2589889552473724e-21,6.2949784541844242e-22,2.948097441778871e-23,2.7062173019531703e-23,2.253431606768839e-24,1.9004529140329338e-24,7.3468159782270809e-24,9.4166867542419417e-25,4.9175981547036689e-27,4.4743519407881016e-26,1.6583115484533487e-26,3.2629995654354219e-26,6.9951592994487017e-26,2.1304042614055384e-25,3.4972995793335265e-20,8.2458655667544678e-23,4.5092493128637288e-24,1.6873719833749908e-23,5.5338672311015706e-27,6.5302808148576202e-30,4.0109236332378827e-26
3.2767e-11,0.006098105860583042,7.7340791361613991e-24,2.999573652838904e-29,2.2883468631831795e-26,2.0406440329269035e-28,1.3914123525016758e-30,0.0,0.0,6.9479236337078053e-21,3.6158570635057144e-29,4.9554040775500295e-42,1.11199858990721e-43,3.7988783183306361e-52,1.0129120156856661e-26,1.3064019687763518e-39,6.9970337376593351e-20,1.2647740182065262e-26,1.6678968635322705e-40,4.1059284193989382e-41,7.1401648071465804e-24,2.0152705098695755e-46,1.1272396831604014e-41,9.7136708251406077e-37,3.2948028383462339e-30,1.3912168148328228e-47,2.0672047264053649e-23,1.5818094808044362e-44,1.1643129993388329e-19,5.0281724770990602e-42,1.1313474823732012e-59,9.6607416247370455e-43,5.8762513620463702e-68,2.4713413133441922e-31,5.0095770342080141e-29,1.2309033726586289e-27,1.273503817107904e-26,7.3341024406537628e-30,7.7799208677305142e-23,1.8365805693362937e-39,6.2858842081323523e-45,2.5015361061221602e-37,7.3161745142439834e-36,1.389588532027805e-30,1.7867228019527804e-27,9.214541699530317e-44,6.510843602279308e-47,3.021202877952503e-46,2.2284294714185944e-58,1.0105767106630388e-61,3.4548561317585171e-57,3.5457528629130652e-96,3.0439815693763767e-81,4.3241190821557245e-47,2.4612899699529909e-35,8.3686472138831194e-40,4.1017425026425375e-40,1.8502296370105104e-49,2.4083916908665252e-36,2.2170810733871585e-43,2.4003159072205963e-60,6.8589917997019476e-30,6.4071402177392459e-28,2.5436007051882159e-32,1.0299111630304695e-39,8.7725832990629805e-56,1.7366923602724288e-66,2.2016795857240239e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2715547595857059e-19,1.1640494569852983e-19,1.2724494148543625e-19,2.9930473929704889e-21,2.5142354553046072e-21,1.2571311599146857e-21,1.1787884806494426e-22,1.0820743450388755e-22,9.0014036430066381e-24,7.5915128223702498e-24,2.9385244031879708e-23,3.7614493503704196e-24,1.9761798904371942e-26,1.7891222470709927e-25,6.6316271147595644e-26,1.3047716801500002e-25,2.7980689198059596e-25,8.5239733793557533e-25,6.9904597325186468e-20,1.6484594480816724e-22,1.800578826501226e-23,6.7460653573257973e-23,4.4195321005860824e-26,5.2463689354299444e-29,1.6037746589696944e-25
6.5535e-11,0.006098105860583042,1.5538815383799392e-23,1.2024075882623635e-28,9.2356037423294014e-26,8.1946197375626293e-28,1.1230023382196937e-29,0.0,0.0,1.390758859807128e-20,1.4474007166079171e-28,6.1803534634511466e-41,9.2028281830711516e-43,5.007630235239074e-51,4.0566990741740648e-26,1.0447842619267698e-38,1.3990193253761307e-19,5.0579309977485152e-26,6.9145740839757288e-40,1.6242344621399051e-40,2.8543438305043641e-23,3.2557764465045259e-45,4.2554906520974897e-41,7.7496181349210382e-36,1.3175630843892252e-29,1.262733676614328e-46,8.2668885343495924e-23,2.4869290292745984e-43,2.3270031130528096e-19,4.014714645010973e-41,9.3019976213175953e-59,7.7285935640374459e-42,9.3589796608467922e-67,1.9766496692559214e-30,1.4183362675896082e-28,4.9207067144320069e-27,5.1711868439988053e-26,2.9234429632963937e-29,3.1101263662372975e-22,1.4688766914758572e-38,5.0090256173278291e-44,1.9956364939345945e-36,5.833185422631933e-35,1.0940385885450454e-29,7.0254523844116792e-27,7.5581107454304632e-43,1.037644583211187e-45,4.8263732245791875e-45,7.101336718284239e-57,3.2185008853925002e-60,5.5049769685014147e-56,2.0596719985448652e-94,1.9379264891578496e-79,7.1081484204568211e-46,1.9593559606581985e-34,1.3345100077367138e-38,3.3244694597062899e-39,2.7059677188235337e-48,1.5818502642390815e-35,3.5937475019127577e-42,3.9658357216607593e-59,5.484182115823336e-29,1.7597077489861995e-27,1.0171703014656431e-31,6.6425787134660875e-39,1.0176402466497408e-54,1.126674430534814e-64,5.7391660677419193e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.5407590551695666e-19,2.325950524124736e-19,2.5443340650180791e-19,5.9682271915795873e-21,5.0133992787587748e-21,2.5067530560214674e-21,4.7113229877115196e-22,4.3247884138416205e-22,3.5905656134097681e-23,3.0282494012780017e-23,1.1751905616906044e-22,1.5003423187091651e-23,7.976513665269013e-26,7.1511987807334819e-25,2.6512272937364603e-25,5.2154121882725792e-25,1.1191761023865928e-24,3.4113000498126417e-24,1.396393178212799e-19,3.2939588773086258e-22,7.1770982071830328e-23,2.695559957583211e-22,3.5233739186517627e-25,4.2318223359039384e-28,6.4100294816946518e-25
9.999999999999999e-11,0.006098105860583042,2.3858532045458612e-23,3.1109520340174543e-28,2.3945944801558368e-25,2.125716281499006e-27,5.2919764989910072e-29,0.0,0.0,2.1245926146950589e-20,3.7353086072718281e-28,4.7540576848801992e-40,4.5615227854955037e-42,3.5946545373561997e-50,1.0464442028598131e-25,4.8813112162868273e-38,2.1339170181652504e-19,1.3032581146257548e-25,1.8826441832006685e-39,4.1126432223572788e-40,7.3502114854640088e-23,2.9181169629480287e-44,1.0060334837200133e-40,3.6098967205696011e-35,3.3946861410235172e-29,7.1712522568795738e-46,2.1300871867448609e-22,2.1941086159379261e-42,3.547312840124156e-19,1.872790360923961e-40,4.5574166362680016e-58,3.6178481623191213e-41,8.246998570163394e-66,9.2494114568648933e-30,2.5411576190644265e-28,1.2671557456149194e-26,1.3461754658377942e-25,7.4930160430829107e-29,8.009021653587827e-22,6.8725650831945281e-38,2.3283980164459137e-43,9.2951428659142995e-36,2.7141108684686041e-34,4.9794226214898992e-29,1.7621018256125504e-26,3.6939875067745975e-42,9.1544704440748664e-45,4.2770848173713499e-44,1.2187949176058052e-55,5.5231190959788077e-59,4.8548947510486111e-55,7.9309624160720173e-93,6.5460987577591434e-78,6.5785739258124661e-45,9.0914351002557174e-34,1.1786664018975043e-37,1.5686170785360965e-38,2.0592181295306937e-47,6.0484248042450742e-35,3.22172362579802e-41,3.5722760360416324e-58,2.5646921608015081e-28,3.0804265432339954e-27,2.6206922353785493e-31,2.4732029841430656e-38,5.9805151504061707e-54,3.8845509047500794e-63,7.2689597924771817e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.871953527505099e-19,3.5446062831081805e-19,3.8811534270180382e-19,9.0695088235349772e-21,7.6183887571112627e-21,3.8093307657041423e-21,1.2127972061983774e-21,1.1132979947548225e-21,9.2134273331537033e-23,7.770827459157198e-23,3.0282858201392459e-22,3.8496415561077103e-23,2.0854757822382284e-25,1.8410972079042895e-24,6.8279122154571658e-25,1.3428005246427028e-24,2.8846004117412175e-24,8.8002095702789254e-24,2.127162268991181e-19,5.0199599915526277e-22,1.8394688279300835e-22,6.9361367188596067e-22,1.6391143614400224e-24,2.009428458727673e-27,1.6501397925582575e-24
1.31071e-10,0.006098105860583042,3.1358950336316406e-23,4.8315492913526193e-28,3.7207659789264838e-25,3.3033349553964317e-27,9.0504037773698143e-29,0.0,0.0,2.7861608316723667e-20,5.797910843477207e-28,8.4827781282466192e-40,7.8441854003369503e-42,6.3838697767667089e-50,1.6241171503047868e-25,8.3400295972217303e-38,2.7964443999337329e-19,2.0221913940812147e-25,2.9565267968640081e-39,6.3560016610259003e-40,1.1403340860402387e-22,5.2553515243530491e-44,1.5293537032915335e-40,6.1656565493177502e-35,5.2672609413335161e-29,1.2497919333839432e-45,3.3051311331911687e-22,3.9479461792325214e-42,4.6474504733704586e-19,3.1992186049615304e-40,7.8274371062023471e-58,6.1826718149695416e-41,1.4838126000000326e-65,1.5805975550954506e-29,3.5534072117432046e-28,1.9659129874425557e-26,2.0935894584696651e-25,1.1612592574696052e-28,1.2425489823420072e-21,1.1744115990465408e-37,3.9759277211722075e-43,1.5875817825548175e-35,4.635069764958619e-34,8.482186796381226e-29,2.717316760183914e-26,6.3428219743755421e-42,1.6471977953806347e-44,7.6978675858163019e-44,2.2535467108218765e-55,1.0212184215089632e-58,8.735408921105211e-55,1.4895225476077672e-92,1.2272850625099114e-77,1.186849536761481e-44,1.5521170511439081e-33,2.1209524233197773e-37,2.683053236636826e-38,3.6717019305894956e-47,1.0075145753977446e-34,5.8021977854956021e-41,6.4352367366096705e-58,4.3824100739362527e-28,4.2710852885139394e-27,4.0663045959938954e-31,4.1040091236961988e-38,1.045466243416117e-53,7.2849916718580165e-63,1.3304697115064669e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.0720563405019752e-19,4.6432528256114339e-19,5.0863272090200908e-19,1.18653864265086e-20,9.966847427701433e-21,4.9836349008427007e-21,1.8814253895342637e-21,1.727072314046272e-21,1.4282568098978856e-22,1.2046372006853835e-22,4.6988943440115155e-22,5.9675895208606551e-23,3.2464794793386687e-25,2.8561919885564638e-24,1.0593290924372995e-24,2.083184911440663e-24,4.4761715336317603e-24,1.3658436980997276e-23,2.7859676199145849e-19,6.5759901851018914e-22,2.8507606925195865e-22,1.075911540882389e-21,2.799173761459174e-24,3.4394663656256976e-27,2.5599001550130429e-24
2.62143e-10,0.006098105860583042,6.3836266990567012e-23,1.9503269581462455e-27,1.4938886708910945e-24,1.3415993518652608e-26,7.2707485499929926e-28,0.0,0.0,5.5907847441865763e-20,2.3257610489579487e-27,1.2400367928803455e-38,7.0225832401931095e-41,8.2188484448338487e-49,6.4970238821178536e-25,6.6317908020884262e-37,5.5864756817109278e-19,8.0808294239534319e-25,1.3302845787856096e-38,2.4360867037406195e-39,4.5500893738702141e-22,8.4681336300368e-43,5.0799046380908788e-40,4.8787801852170256e-34,2.1044891368996211e-28,1.3818837882764682e-44,1.3207386506566253e-21,6.2728055928701537e-41,9.2686972463108801e-19,2.5394323431268497e-39,6.834703257289001e-57,4.9456611982422088e-40,2.3316408943659367e-64,1.2633060468114818e-28,8.1299979628387661e-28,7.8446623336139936e-26,8.4301401508035746e-25,4.5811254998554837e-28,4.9581632692339277e-21,9.3832191878714652e-37,3.1316092627810957e-42,1.2559726506247351e-34,3.6584614871313007e-33,6.3889645631750349e-28,1.0189266125778619e-25,5.5424675215134487e-41,2.5944422058162196e-43,1.2239006837388883e-42,7.0924047493403783e-54,3.2148181987522758e-57,1.3748385962111414e-53,1.3017611986351981e-90,7.6916718848470427e-76,2.03893657774834e-43,1.2175862269247865e-32,3.3485673215737736e-36,2.1467378007298969e-37,4.4217604635570168e-46,6.5170941163974947e-34,9.2897190572111947e-40,1.0321036020859261e-56,3.4980068930806636e-27,9.4524078779018135e-27,1.6244360179233153e-30,2.5313879737580219e-37,9.6968292188555824e-53,4.6767891004790537e-61,2.7207897959565782e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0106367928971662e-18,9.252007897779226e-19,1.016321845333895e-18,2.3451008414002195e-20,1.9697656563858236e-20,9.849653574682595e-21,7.5008937392772678e-21,6.8855652100226196e-21,5.6501860346407413e-22,4.7660045792709793e-22,1.8780419959327677e-21,2.3604030043374117e-22,1.340993974956709e-24,1.1390563100423455e-23,4.2280183444068353e-24,8.3089698778267445e-24,1.7900025788544602e-23,5.4737158619238451e-23,5.5447901360974983e-19,1.3104326346177703e-21,1.1244882196202713e-21,4.2852049801558683e-21,2.2085649620460814e-23,2.8334605693533803e-26,1.0206688821136007e-23
