Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148),C3H5O(566)
1.31071e-10,0.0034820617813153885,2.7573818981154534e-20,1.9789595925509948e-24,3.7268455675842496e-22,1.0539146468055918e-23,2.0490245666059489e-25,0.0,0.0,3.2218997867091287e-18,4.0354637204101971e-25,7.4716063348514136e-35,3.1748900162678281e-36,3.2348654695162814e-44,2.0090583383709717e-22,2.8565164007963714e-33,1.0099295746450128e-16,3.2795105785726249e-22,6.3067677662102515e-34,9.5993912362649343e-35,1.2095021682884534e-19,1.991037525008601e-31,1.1239259999442571e-35,1.9945781598416225e-30,2.2864118749737926e-25,6.7664302244679573e-40,1.4249939906151354e-19,2.062292426569737e-36,1.4050621665340594e-16,3.2444553620181232e-34,3.2161848936561956e-50,7.2205778122814882e-36,9.1072193333131156e-58,4.1975482036793783e-26,3.0535801144508764e-25,2.9026929828917905e-23,1.705348064749678e-22,3.8285870530916463e-25,5.9868678583569148e-19,5.2767338097916384e-32,1.8385324349950336e-37,4.8837721579075833e-31,8.0092089190437043e-30,9.5412679428384989e-26,1.1396855743748642e-23,1.3987009752565684e-36,2.8171556948115544e-38,1.1487126694053285e-37,7.0903858415982845e-48,1.5306074875235576e-51,3.9233005441442215e-48,3.3805991429329571e-81,1.5997553500691232e-67,1.5597606849938065e-38,3.0881954085600023e-29,5.6233787659209509e-33,6.4757251470114022e-34,3.4004229226306911e-42,9.6163833377095762e-31,1.9171452752816279e-36,1.667400026330256e-50,1.1392421557036035e-24,4.3110593637494952e-24,8.2409389455912785e-28,6.3444890743971341e-34,1.1888674183083348e-47,4.2501501979931524e-56,1.1649257192510864e-44,0.88168480800000004,0.0,0.0094599999999995885,0.10885,1.6506655329403679e-16,1.4022501618944023e-16,1.6582987703612688e-16,1.3427580908423541e-18,1.1128117932001644e-18,5.5644093908169262e-19,1.0317588881716857e-18,8.8403116091227882e-19,2.9008518308140022e-20,2.4162601653425395e-20,2.6933531723318342e-19,1.1995938478170094e-20,5.6950431230248344e-23,3.533366680200936e-21,1.8354441739065078e-21,2.6827108017703507e-21,4.4427953807795647e-21,5.3228697211388217e-21,1.0017793712655347e-16,1.1381056218852048e-19,2.6242894903839866e-19,6.521258616279345e-19,4.6608476830626703e-21,1.0618143388486533e-24,7.435040245668878e-22,8.4396505767682747e-23,5.481122148619124e-21,7.3370321087308705e-22,1.2948079136025071e-23,2.5118634918774901e-26,4.3417865625807055e-27,7.1651124607754798e-27,9.8093183577600979e-28,1.006147397279414e-26,7.8757997286565878e-33,8.8639060107449429e-33,5.3562587212961001e-34,8.7656502179584263e-33,5.5070027440181634e-33,2.3911379126023432e-32
2.62143e-10,0.0034820617813153903,5.9912137737168158e-20,8.3134918222705437e-24,1.4966808010506164e-21,4.5322721187147008e-23,1.646780444455992e-24,0.0,0.0,6.5532454586205863e-18,1.6377606386183926e-24,1.4872338158396931e-33,3.0172833548793132e-35,4.3838956840390897e-43,8.0404207563062318e-22,2.2593043440083873e-32,2.017480459441259e-16,1.3104823319019997e-21,2.9493431212547354e-33,3.5757404679035429e-34,4.8173039646162307e-19,1.5899454743024228e-30,3.5962061239260052e-35,1.5600513324905255e-29,9.1278920858925271e-25,7.5932194025474553e-39,5.6938180432510218e-19,1.2561705351242412e-34,2.797712779916633e-16,1.3765136869469901e-32,2.8665562255174849e-49,5.8771359019034479e-35,1.4467509074940857e-56,3.3546388098788771e-25,7.3625123317653313e-25,1.1566830985528945e-22,6.8767125296419232e-22,1.4666208477167891e-24,2.3855611283192711e-18,1.7192867325117388e-30,1.4307570977931617e-36,3.7626557322655345e-30,6.1484186063237483e-29,6.4045189771191787e-25,3.7767143392718443e-23,1.0015999300604695e-34,2.3341148959690808e-36,9.7306915714915827e-36,1.1693376614058267e-45,4.7131898634812383e-50,5.9928218803853489e-47,3.9684094337126747e-79,5.2232145978148715e-65,2.6343927598723918e-37,2.3488137977848293e-28,8.6249759783837565e-32,5.1312181979336612e-33,3.3230374832491505e-41,6.5850971166835473e-30,3.0413267139363103e-35,1.4204440282721884e-48,9.0812257977409587e-24,9.1544192676341791e-24,3.2912560647934559e-27,3.9189797243791833e-33,1.1333781225039111e-46,2.757342106183083e-54,2.146014876171719e-43,0.88168480800000004,0.0,0.0094599999999991774,0.10884999999999999,3.2806694067486349e-16,2.7865968624846185e-16,3.310972199662797e-16,2.630241797847717e-18,2.1793154508760546e-18,1.0897900105902202e-18,4.1017094218965461e-18,3.5136321649679985e-18,1.1319255396706348e-19,9.4374830390822084e-20,1.0767360914757387e-18,4.6802888027077298e-20,2.7342360384659469e-22,1.4084987491096847e-20,7.3250449904161234e-21,1.0696888023659441e-20,1.7849900461251891e-20,2.1696874316149126e-20,1.9851928668884502e-16,2.2628293362044774e-19,1.0233626083055443e-18,2.585844970461139e-18,3.6184487808043078e-20,1.0040093920609291e-23,2.9565859318257804e-21,6.8329057378200194e-22,2.0775746618265002e-20,3.1502483790296679e-21,1.0998677947406923e-22,2.107095908147915e-25,5.8772290639696456e-26,1.0444368139783333e-25,1.8485829782647059e-26,1.6286103013352409e-25,1.3685386433233873e-31,1.4403253752495376e-31,1.0549621344236558e-32,1.7204073365224142e-31,2.1681485678288837e-31,8.8447334115283986e-31
5.24287e-10,0.003482061781315393,1.3846187614632388e-19,3.6371091539558241e-23,5.9857069498760336e-21,2.0609812318691185e-22,1.3179846261022255e-23,0.0,0.0,1.3540058076954703e-17,6.7379306015513247e-24,5.3249340374326917e-32,3.7436314452327061e-34,6.1948918611355893e-42,3.2164962131397824e-21,1.7840375456749927e-31,4.0254580770749524e-16,5.2313514879050973e-21,1.4959223070546777e-32,1.2549888157641209e-33,1.910576957107882e-18,1.2673566160884438e-29,1.0949307270020564e-34,1.1943505297145766e-28,3.6370083391799162e-24,9.534054934432692e-38,2.2726007364598302e-18,8.2482112076012042e-33,5.5463168485417334e-16,6.923144160840148e-31,2.6696149253855193e-48,5.5139876256770986e-34,2.5769780933296106e-55,2.6782670251175938e-24,1.8371470929935665e-24,4.5919216954975303e-22,2.7483081148322454e-21,5.4020272675294201e-24,9.4694723018048581e-18,5.7377970483200584e-29,1.0847757673302215e-35,2.8019972068679667e-29,4.5463500006542329e-28,3.8576185406381173e-24,1.1146279924236289e-22,9.8815824000620463e-33,2.2598869506944516e-34,9.8345665008087933e-34,2.2525760788509567e-43,1.4064507733126065e-48,8.7776781448504786e-46,4.7853990262998707e-77,1.9779772322489731e-62,4.5746749834486638e-36,1.7052082338223536e-27,1.272788923843085e-30,3.957543975988508e-32,3.4208640147024115e-40,4.7408011316359817e-29,4.6980510872467192e-34,1.4397171827347395e-46,7.2131242154806684e-23,1.8730016964966994e-23,1.3103360542505753e-26,2.3852271430517867e-32,1.013026777148446e-45,1.7605518823699897e-52,3.6035853556169694e-42,0.88168480800000004,0.0,0.0094599999999983551,0.10884999999999993,6.4801091829318878e-16,5.5028865167962574e-16,6.5995094624207425e-16,5.055023018854546e-18,4.185999006167647e-18,2.093465845738336e-18,1.6207523698308858e-17,1.3877639532255115e-17,4.3153624171222044e-19,3.60449123566493e-19,4.3008642565492466e-18,1.7838564690834787e-19,1.3999528985133987e-21,5.596207417221709e-20,2.91732448114722e-20,4.2523393712110008e-20,7.197654558983879e-20,8.9771190110788107e-20,3.8987535192370229e-16,4.4728093343915339e-19,3.8964306990834832e-18,1.0166313116622854e-17,2.730265597557352e-19,1.0056285626279084e-22,1.1688601104898768e-20,5.5793851250906599e-21,7.5209609546775421e-20,1.4206176174685613e-20,9.7286914152331543e-22,1.8370651632098672e-24,8.9988307017156802e-25,1.6802586516050524e-24,3.6914398771986099e-25,2.6581910222239867e-24,2.3185261535972335e-30,2.4584199591496969e-30,2.1553228828538485e-31,3.5066503782094205e-30,8.8509900773261086e-30,3.2258372715297977e-29
9.999999999999999e-10,0.0034820617813153976,3.288134639221717e-19,1.5707166628988088e-22,2.2196296136733517e-20,9.3991199589531189e-22,9.6576987149373335e-23,0.0,0.0,2.7369584927135959e-17,2.6411624359169186e-23,2.8838462009243335e-30,1.1405151877073636e-32,8.2088987385289622e-41,1.1966266547585174e-20,1.473011659721257e-30,7.643660735415761e-16,1.9394946969190334e-20,7.5663679388305859e-32,3.7548288441654145e-33,6.9959992470587502e-18,9.2508122487419694e-29,3.2730584723320873e-34,8.084681630772762e-28,1.343551784288373e-23,1.1958197900170015e-36,8.4231517808034792e-18,4.9986110288452913e-31,1.0404487169145631e-15,3.5878096356927489e-29,2.3171992931930852e-47,1.2201611542200746e-32,1.0221601884786923e-53,1.9610480863655979e-23,4.6483843334300427e-24,1.6843891421122653e-21,1.0119311950163721e-20,1.7359977010862116e-23,3.4728511200084305e-17,1.7470527728155634e-27,7.2140068902870277e-35,1.8108774174920626e-28,2.8989270123374403e-27,1.8917461952266532e-23,2.7121061040541035e-22,1.0203562993515735e-30,2.1820537236049862e-32,1.0293400518561668e-31,4.3088723302629406e-41,3.6530931146209893e-47,1.0935973325896184e-44,1.3346723892399691e-74,7.3428420686968857e-60,7.6739383943465283e-35,1.0495248615201686e-26,1.6039376879930977e-29,2.6885522508341162e-31,5.3600204356057428e-39,3.2651334377729306e-28,6.3537928910680361e-33,1.5090512844040277e-44,5.2289091673619599e-22,3.5671928708865704e-23,4.8203071945683439e-26,1.2668530481951027e-31,7.9216986248036051e-45,1.0071818949535043e-50,5.0925242566940415e-41,0.88168480800000004,0.0,0.0094599999999968615,0.10884999999999977,1.2075093915839334e-15,1.0250008893288152e-15,1.2506798929042927e-15,8.9934758247759032e-18,7.4366266345643303e-18,3.719609137569072e-18,5.8925707018625131e-17,5.0412920586077714e-17,1.4708525470410158e-18,1.23240469689782e-18,1.5951238574697047e-17,6.0767040536118786e-19,6.790455941791406e-21,2.0568659529265088e-19,1.0775316201229463e-19,1.5645855953232283e-19,2.714357318336056e-19,3.5257813210954901e-19,7.1889809233827499e-16,8.3447049387842158e-19,1.3246198676972876e-17,3.6612824784771297e-17,1.7981799343759381e-18,9.3611188139838243e-22,4.253224251957997e-20,4.2247888406162961e-20,2.363567452230688e-19,6.3050931244369107e-20,8.268296346439102e-21,1.5410978564705895e-23,1.3944896806062008e-23,2.681237655931062e-23,6.8323648456641209e-24,3.9984926902663104e-23,3.554468881286886e-29,4.045973936672777e-29,4.0357679150317258e-30,7.1605733192139788e-29,3.305946419408616e-28,1.0854263782665188e-27
1.0485750000000002e-09,0.0034820617813153976,3.4825024277036774e-19,1.6939638816735104e-22,2.3851557543824784e-20,1.0148416464762521e-21,1.0509265966337166e-22,0.0,0.0,2.8781716331464952e-17,2.8420502977740244e-23,3.172878122484639e-30,1.2531504452436593e-32,8.9838524795631171e-41,1.2859704595306569e-20,1.6052039247904147e-30,8.0131149948724211e-16,2.0841190083217983e-20,8.1862204477246388e-32,4.0100872234394592e-33,7.5152711352231798e-18,1.0066001989943382e-28,3.4954668471913135e-34,8.7882525511257989e-28,1.4436042527183751e-23,1.3081895993677562e-36,9.0511838442093452e-18,5.5005963900443119e-31,1.0900554384721695e-15,3.9470912525029865e-29,2.5265488404343726e-47,1.3391213436138223e-32,1.1239014989884281e-53,2.1339427281363733e-23,4.9354394463956391e-24,1.8094938647963719e-21,1.0871964308415923e-20,1.85810018909524e-23,3.7307708771905831e-17,1.9195852735529725e-27,7.8398619789594601e-35,1.967174741976187e-28,3.1485133900402023e-27,2.0455220839914873e-23,2.8752244112528783e-22,1.123535757083273e-30,2.4025554116770237e-32,1.1334416403163032e-31,4.7465506880379479e-41,4.0117487818223266e-47,1.1963015539829375e-44,1.4704669976480418e-74,8.0905991218915408e-60,8.4108114118450686e-35,1.1392798632807899e-26,1.7547191486567697e-29,2.9226695772912529e-31,5.8724011056907176e-39,3.550127573402815e-28,6.9546062102906153e-33,1.6616702448243081e-44,5.6891793553280473e-22,3.7401865378580186e-23,5.1787099461032751e-26,1.3718557409293845e-31,8.6271423166931519e-45,1.1082274254950402e-50,5.5757251570352242e-41,0.88168480800000004,0.0,0.0094599999999967089,0.10884999999999975,1.2646397166751083e-15,1.0734737015996792e-15,1.310999158058109e-15,9.3956307901597188e-18,7.7685478497704951e-18,3.8856544430382914e-18,6.3287655829745241e-17,5.4143533954199765e-17,1.5769770160619309e-18,1.321439980723508e-18,1.7140856963313785e-17,6.5150462292902155e-19,7.340879590771423e-21,2.2097494901311915e-19,1.1577694836673518e-19,1.6809246627802218e-19,2.9180248651929012e-19,3.7941331888726985e-19,7.5249456671597333e-16,8.7400637559352625e-19,1.4200902415415973e-17,3.9313275065256207e-17,1.9539131709538263e-18,1.0214296967533584e-21,4.5681683215373755e-20,4.5992105080666492e-20,2.5281146080888629e-19,6.8038463595828695e-20,9.0132315836068631e-21,1.6797009309036352e-23,1.5276921666052975e-23,2.9378614243306655e-23,7.4923235879617768e-24,4.3796355632574506e-23,3.8937408480345114e-29,4.4340049743411018e-29,4.4258517377761219e-30,7.8559322746528029e-29,3.6344784941947025e-28,1.1929652428122656e-27
2.0971510000000003e-09,0.0034820617813154063,9.5803713368204482e-19,8.5365559271215615e-22,9.5027354424629687e-20,5.4645518363277547e-21,8.3747514490884018e-22,0.0,0.0,6.4120754771053171e-17,1.25030647988024e-22,2.4439431115914608e-28,1.248222644857427e-30,1.2995076653077152e-39,5.1356477162969447e-20,3.9630446337728203e-29,1.5876807293348189e-15,8.2698382805013184e-20,4.6434942484213643e-31,1.1299551070248926e-32,2.910184088167316e-17,7.938684415394316e-28,1.3189032397927489e-33,6.0362936119239168e-27,5.6867680261860498e-23,1.9043615100717833e-35,3.5894428214110905e-17,3.6582144536592356e-29,2.1066178163287903e-15,2.4058427411609589e-27,2.2691035193284324e-46,1.2011972545642086e-30,1.7602465270882351e-51,1.6934275724741713e-22,1.4537477296983682e-23,7.0286222097813918e-21,4.2345712293906108e-20,5.7450522669658903e-23,1.4485433329589065e-16,6.383165221408566e-26,5.2261543098924051e-34,1.2611117100872097e-27,1.9675384155234608e-26,9.6121198352933796e-23,6.5538582565905418e-22,1.3679848205511917e-28,2.5832923778217774e-30,1.4078683373898348e-29,1.0035647598658048e-38,1.1103625377149534e-45,1.4725196480598436e-43,1.6263900412318323e-71,3.2735301333988777e-57,1.681463526909331e-33,6.6469523525888184e-26,2.170131856486164e-28,2.008996044539496e-30,1.683342600754134e-37,2.7205908280979998e-27,9.5965487341936045e-32,2.0654775449330336e-42,4.426335639913173e-21,7.2920128937613466e-23,2.0166346791533604e-25,7.1768553639630657e-31,7.1119178708134303e-44,6.8162831994594637e-49,7.8711139114829317e-40,0.88168480800000004,0.0,0.0094599999999934164,0.10884999999999906,2.4120119198386227e-15,2.0460817782656001e-15,2.5869655182640433e-15,1.6581002403745853e-17,1.3653349161409371e-17,6.8287763175055246e-18,2.4158648061164181e-16,2.0635255588651229e-16,5.3667337097897769e-18,4.520218089497683e-18,6.7938296574537807e-17,2.213979057274319e-18,3.6490992635261108e-20,8.6295086620427029e-19,4.5703909720961362e-19,6.5787968486606227e-19,1.189726372696618e-18,1.6378677753177392e-18,1.4060115853212287e-15,1.6706882431014276e-18,4.8066178390417812e-17,1.4737014676898036e-16,1.2750196005441523e-17,9.6495916188275348e-21,1.7462712936707948e-19,3.7920771375660793e-19,7.6806344426504407e-19,3.4210584129388382e-19,8.5696658243115228e-20,1.581636410477422e-22,2.7636953501923717e-22,5.4024795559003907e-22,1.4207287681099285e-22,7.2213840081599337e-22,6.4827474612755792e-28,8.2850118730541599e-28,8.4422284668617258e-29,1.9688801008279703e-27,1.3891153215508951e-26,4.4332278976690312e-26
3.1457270000000003e-09,0.0034820617813154163,1.7392227495769414e-18,2.0554549279900878e-21,2.020628579985024e-19,1.3542565640951033e-20,2.3947877630936088e-21,0.0,0.0,1.0410999980620853e-16,2.8189221664937884e-22,1.4304401405104952e-27,7.988455269274419e-30,4.5992159609874102e-39,1.0899758354586709e-19,2.1239150018888316e-28,2.3630433942176602e-15,1.7476426730699699e-19,1.1919735401722711e-30,1.9378754731538514e-32,6.0497646398065742e-17,2.2515290098629712e-27,2.9725125211154956e-33,1.586438017431494e-26,1.1957971853912904e-22,7.0865533060956852e-35,7.5824085328105268e-17,2.0244304066311448e-28,3.0716539991430456e-15,1.3057278257522363e-26,6.8043663491101094e-46,7.5590114629963831e-30,1.2399117666296917e-50,4.8197845824786493e-22,2.7477822160913659e-23,1.4638619800894301e-20,8.8302663563290177e-20,1.0350251523289192e-22,3.0160251671103048e-16,2.9377579483659409e-25,1.3529972962263528e-33,3.2064454921282306e-27,4.9270551041457123e-26,2.1358472966437867e-22,1.0174180789116188e-21,8.730079116257592e-28,1.5899019852275369e-29,9.0324157349386321e-29,7.1182690540169683e-38,4.8783501845439815e-45,4.8488294247006514e-43,1.2322488806470513e-70,2.5973679309502749e-56,6.8150163321185368e-33,1.595446537493259e-25,7.1039136241953317e-28,5.2791946186674831e-30,7.6893387165060984e-37,7.6701509661705923e-27,3.296409676822891e-31,1.3252842434174425e-41,1.2457429962397921e-20,1.0670561262161557e-22,4.2044210681350956e-25,1.6724341382431155e-30,2.0473412510174614e-43,3.630833120535565e-48,2.7182717266202082e-39,0.88168480800000004,0.0,0.0094599999999901239,0.1088499999999981,3.480101893573952e-15,2.9509251347401055e-15,3.8373009455285542e-15,2.2667596210550377e-17,1.8587197795898249e-17,9.2936542580943273e-18,4.9726435538181836e-16,4.2429372191127366e-16,1.0261181858971849e-17,8.6698357585394091e-18,1.4336295193565139e-16,4.2278253829368209e-18,8.2908094903478424e-20,1.8051473260969224e-18,9.6353306360074008e-19,1.3783023710721231e-18,2.5531243637310805e-18,3.6173971248852621e-18,1.9955168843752307e-15,2.4149357344251063e-18,9.1536531816538246e-17,2.9967518796159022e-16,3.252784693493247e-17,2.8495505337781371e-20,3.5976993735682217e-19,1.0929573902512433e-18,1.3813131420850269e-18,8.1101131520202966e-19,2.6146067665895213e-19,4.8118519916317994e-22,1.0632762977694715e-21,2.086202214382157e-21,5.3948140706806697e-22,2.6772129636244609e-21,2.4085881173028921e-27,3.2105244601398284e-27,3.209890079073814e-28,8.4876566552537417e-27,6.5325914648768674e-26,2.1030353393939676e-25
5.2428790000000005e-09,0.0034820617813154284,3.8602852727815488e-18,7.1724399763128025e-21,5.7050690732081129e-19,4.9401615588418057e-20,1.1188661257209012e-20,0.0,0.0,2.0120377936211169e-16,8.8819593294420508e-22,4.0453545127478063e-26,3.0068659412478687e-28,3.1586337250103458e-38,3.0034561719812118e-19,5.8797852867653296e-27,3.8709598087484392e-15,4.7639507067474969e-19,4.168213731773941e-30,3.6203136331761941e-32,1.5856988662224751e-16,1.010038944101354e-26,9.4586000988012042e-33,5.8596886599856765e-26,3.2194071160321437e-22,5.7044750558605285e-34,2.064761088343679e-16,4.5125944851449996e-27,4.8155964692546474e-15,2.6690097772922957e-25,3.0176690031342516e-45,2.6543039103646264e-28,7.0172186157155926e-49,2.184519300764958e-21,6.653344905562897e-23,3.8499821472025629e-20,2.3278272835775338e-19,2.0654857831795171e-22,7.9262571215747433e-16,3.8140600263231865e-24,4.9452553904900782e-33,1.1213212724098481e-26,1.6570741373733132e-25,6.0659805192008731e-22,1.7020553323021524e-21,3.0942406894817531e-26,4.7100944762751697e-28,3.2778687876295517e-27,3.5915640952291069e-36,6.2332235757709746e-44,2.9316841253198797e-42,6.5812677752024549e-68,2.4102294128040457e-54,7.8933852914134055e-32,4.8081265516216136e-25,3.9170677016030306e-27,1.9573368001040643e-29,1.0053733401749172e-35,3.4382857116276092e-26,2.05755201753381e-30,4.8107162593629624e-40,5.4663265658891777e-20,1.6801692808170425e-22,1.1074334656660081e-24,5.08664705045551e-30,9.4544742101492763e-43,9.3856810216425202e-47,1.7088801840388383e-38,0.88168480800000004,0.0,0.0094599999999835389,0.10884999999999513,5.3444483509023455e-15,4.5303000258103647e-15,6.2393428915410725e-15,3.2292709414152007e-17,2.6210031819224889e-17,1.3082123004980868e-17,1.2719284434311087e-15,1.0827300906613101e-15,2.2635904486916095e-17,1.9230712825356989e-17,3.8866462835514124e-16,9.2904490887154409e-18,2.3331926250175697e-19,4.8128913460558554e-18,2.6225276346085472e-18,3.6894813932422974e-18,7.1566567781202001e-18,1.0586972116784312e-17,2.9681024628805183e-15,3.7262313043701995e-18,2.0008450848083022e-16,7.4573875343048865e-16,1.1134990995595705e-16,1.2438132388900593e-19,9.2259874402569217e-19,4.9640736609739281e-18,2.8143458223331032e-18,2.6525315080291576e-18,1.3159462405339794e-18,2.4124494682830237e-21,8.8625042339555734e-21,1.7485296644366661e-20,4.0084976682089061e-21,2.0435178267243816e-20,1.8441418310213735e-26,2.7048343780220259e-26,2.3895530280239117e-27,9.6591669433603668e-26,8.3111913020995037e-25,2.9103412568777878e-24
7.340031000000001e-09,0.0034820617813154406,6.4331403106483545e-18,1.5518658749873879e-20,1.1107150289299093e-18,1.0916048919963167e-19,2.830937851271758e-20,0.0,0.0,3.1407078481328614e-16,1.8346109686057855e-21,2.0690404612528755e-25,1.6560648220750406e-27,9.3785462715974331e-38,5.6727252692074708e-19,2.9850736665415598e-26,5.3372564260394419e-15,8.9228183345284878e-19,8.9756707263895541e-30,5.2914658975132997e-32,2.8846960748803303e-16,2.4662159532456474e-26,2.004441441003986e-32,1.2648196931193173e-25,5.9728532351626518e-22,1.868152191212871e-33,3.8641123750461713e-16,2.1225275345908745e-26,6.3914801191607793e-15,1.206150588836144e-24,7.1708665949090488e-45,1.4299301990694556e-27,4.2341440496667226e-48,5.3705579151054909e-21,1.1855084813567468e-22,7.0169501040353768e-20,4.2498795450030752e-19,3.1403185995448328e-22,1.4437683859828304e-15,1.478351788342628e-23,1.0902005273513867e-32,2.3681960420484754e-26,3.4059993780231165e-25,1.1492547385241105e-21,2.3501282409940151e-21,1.6677136449199816e-25,2.3762752694308865e-27,1.7802925444656208e-26,2.1142961118793209e-35,2.5084165596481895e-43,8.5157213841153929e-42,4.6079140047423746e-67,1.6015896663181071e-53,2.8627096555608701e-31,9.1300334747941629e-25,1.0340368015263317e-26,4.2594230970571074e-29,3.9129732434231827e-35,8.4199601638875015e-26,5.8099633644500179e-30,2.6129691471371898e-39,1.3153196171070533e-19,2.2367611070246606e-22,2.0202189509975027e-24,9.9749872095693613e-30,2.3451710009005883e-42,4.2392168134175614e-46,4.8370482424483523e-38,0.88168480800000004,0.0,0.0094599999999769539,0.10884999999999126,6.9757934239440267e-15,5.9139689872801633e-15,8.5465602527540252e-15,4.0443757065811252e-17,3.2510389173098719e-17,1.6186539829782763e-17,2.270417436394992e-15,1.9294460677041364e-15,3.6531251872883075e-17,3.1142038769658255e-17,7.2441528763392867e-16,1.4938242834397162e-17,4.2879007450690635e-19,8.8790924457348136e-18,4.9175836429790449e-18,6.8278856289982467e-18,1.3628424385783606e-17,2.0577052119715309e-17,3.7742103039965439e-15,4.8896978605877743e-18,3.2065084671313086e-16,1.3046235332990873e-15,2.282208154457633e-16,2.8710845378529881e-19,1.6509556597096736e-18,1.206768819645138e-17,4.3829073690515659e-18,5.4618663118289311e-18,3.3540703688631969e-18,6.13982749322928e-21,2.862892696247311e-20,5.6582656874956581e-20,1.2015472015340937e-20,6.3602466559685498e-20,5.7453991315303265e-26,8.7672139888451133e-26,7.1671254269679121e-27,3.5789057301868896e-25,3.1280016801069613e-24,1.1474373880963104e-23
9.437183000000001e-09,0.0034820617813154484,9.3678293965555068e-18,2.7502941093579355e-20,1.8453310413021909e-18,1.961803435614934e-19,5.6753570027581447e-20,0.0,0.0,4.4149865447933013e-16,3.1650147512253988e-21,6.9160775606299252e-25,5.8267397666562445e-27,2.0813332359360419e-37,9.0930924044273747e-19,9.8488718585473085e-26,6.7630939322296231e-15,1.4192719230324539e-18,1.5711627333634486e-29,6.9276139438741839e-32,4.4717564163674911e-16,4.7625304355497364e-26,3.5335170110888956e-32,2.2021761323614586e-25,9.4188277699943549e-22,4.6263751964065477e-33,6.14162155994082e-16,6.6459197007667543e-26,7.8156485138656087e-15,3.6403202080577858e-24,1.3371305526811214e-44,4.9436874148771715e-27,1.6678586012108964e-47,1.0434161615771021e-20,1.8321504819319816e-22,1.0889591198705957e-19,6.6055419962779079e-19,4.2448868652512635e-22,2.239316242984922e-15,4.0000093986617111e-23,1.9927344642278019e-32,4.0897665472860098e-26,5.7435759030796253e-25,1.8341617272766542e-21,2.9661834039931713e-21,5.7656471897143577e-25,7.764464815475261e-27,6.1930195218386202e-26,7.7883281945721857e-35,7.1503728301027876e-43,1.9219326278771103e-41,3.0434160663960992e-66,7.0906954893943915e-53,7.963155921628102e-31,1.4350914482276165e-24,2.0916968883500211e-26,7.5172258837696145e-29,1.0619717275771138e-34,1.63225659389449e-25,1.2419791149644988e-29,9.0899540127065884e-39,2.5074343338980388e-19,2.7423264093808664e-22,3.1374639626374509e-24,1.6297543092608825e-29,4.5940526342897522e-42,1.4308563283821035e-45,1.0354658112839732e-37,0.88168480800000004,0.0,0.0094599999999703688,0.1088499999999866,8.4074231503495875e-15,7.131322556643148e-15,1.0762666651298169e-14,4.774527123010258e-17,3.8033998746094245e-17,1.8878269500203761e-17,3.4589979617149595e-15,2.9353460408800779e-15,5.1328353337212835e-17,4.3865534474767696e-17,1.1467310565264867e-15,2.0909377699033626e-17,6.5890874418875501e-19,1.3948902855289354e-17,7.8420548377022068e-18,1.0757541567518872e-17,2.1947743146348971e-17,3.3534007532454291e-17,4.4460139527532207e-15,5.9312808494151078e-18,4.4783926121258968e-16,1.9532603033265748e-15,3.7985115334475292e-16,5.1918723377585152e-19,2.5224134296630206e-18,2.3055477185381058e-17,6.0582016119682351e-18,9.2676963520623843e-18,6.620324589548372e-18,1.2108108406554917e-20,6.7512644958341309e-20,1.3357372269429495e-19,2.6493822239623082e-20,1.4606987977294769e-19,1.3202776235903973e-25,2.0717108173783477e-25,1.5809241116970412e-26,9.3774663298812146e-25,8.1944524696775414e-24,3.1313121378631457e-23
