Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89)
5.24287e-10,0.004893663896951069,4.0285510262445614e-18,1.136830733646816e-21,9.6545941790243771e-20,5.9629659959945994e-21,1.725807569206062e-22,0.0,0.0,7.3865226136473168e-17,4.6701321839922085e-23,5.5205582177586698e-31,4.8786448363482627e-32,1.0324026238345692e-39,4.7931911942490258e-20,6.925950610162893e-30,6.1483618578028504e-15,8.9705872219615156e-20,3.3027888492252525e-30,1.8820879938739972e-31,5.1477263072271403e-17,1.1995036873298795e-33,1.7928002775390933e-32,5.074093094492233e-27,9.6313449244389208e-23,2.1404432103932356e-35,2.3247035194625691e-17,4.6212519232922298e-33,7.8098328885888829e-15,2.8006636388936131e-31,3.9282807034730877e-45,8.2278449715911677e-32,4.2620297521855001e-52,3.5673465716764892e-23,5.2549866062783803e-23,7.5501911705061938e-21,4.791144543779872e-20,1.4423285168883852e-22,8.4954887607818328e-17,2.1230948161478742e-29,4.8581966021994182e-33,1.7538918157410173e-27,2.7748261553105862e-26,4.2328423927178807e-23,1.0595701721433279e-21,2.9763291610946601e-33,8.4245071487373934e-35,3.3248762044739293e-34,2.3453391457486864e-43,4.6471840393615135e-46,3.0742996621360487e-43,1.5639228858556034e-72,2.0319329638055311e-61,6.030903673503867e-34,6.2225459893272139e-26,3.5092143783434722e-29,1.8346039883728799e-30,8.2607034043692531e-39,2.2576610967244149e-27,1.3421230426411344e-32,8.6565161491644659e-47,7.9802456882430719e-22,3.3278014401443074e-22,3.2467731775588918e-25,8.1190108421698969e-31,1.5374047822847337e-43,1.8346738980914192e-50,9.7541093099662323e-41,0.88168480800000004,0.0,0.0094599999999762756,0.10884999999999949,9.4449235443080331e-15,7.7482647144221004e-15,9.5653857191168511e-15,2.6478729751322204e-17,2.1748071760181404e-17,1.0878778186383643e-17,1.5920586924375778e-16,1.3220561427430795e-16,1.4776349070316948e-18,1.2418681501414124e-18,4.0110020264928775e-17,6.1126193674084779e-19,8.582445130081309e-21,1.2579971730491453e-18,7.0632044410665143e-19,9.7441386516351961e-19,1.3892646464320532e-18,1.4453235027930672e-18,6.149168786783586e-15,3.1896646354043063e-18
9.999999999999999e-10,0.004893663896951179,1.0786390104058215e-17,5.4435783080487219e-21,3.603173791958476e-19,3.0614562105142109e-20,1.2723928522268984e-21,0.0,0.0,1.5970484171453117e-16,1.9466420663265196e-22,7.1719833760601684e-30,4.8134287177871873e-31,1.4068948130675277e-38,1.7963396296750235e-19,4.9236726481435665e-29,1.1708843486574452e-14,3.3343400169155631e-19,1.6553748886790488e-29,5.9232111763859463e-31,1.8995659577270134e-16,1.7857806546154113e-32,6.6113930900930747e-32,3.488108446879178e-26,3.5599869751887925e-22,2.6847366248821932e-34,8.6346965600886141e-17,6.444930675625375e-32,1.4748727489605595e-14,1.9929245389708349e-30,3.4915925174410363e-44,6.0432526219334174e-31,6.2122152548144081e-51,2.6172258567158482e-22,1.5434628713150588e-22,2.7857927581248084e-20,1.7751589324087411e-19,4.5206309628881998e-22,3.1330249526823369e-16,1.5499650057715008e-28,3.3241569935708849e-32,1.1044468746255773e-26,1.7297029385457891e-25,1.9792156950750944e-22,2.4592412956383603e-21,3.6531278811166128e-32,1.1231693543385015e-33,4.7622067073801758e-33,6.2017611737847754e-42,1.1332218826944266e-44,3.7522443456052661e-42,1.6000707522986945e-70,1.0529721156594735e-59,9.8988085616489948e-33,3.7853346046145709e-25,4.2960505030150139e-28,1.2426855211105271e-29,4.1722287530427146e-38,1.5883759006006335e-26,1.8078890723981523e-31,1.2410188084108751e-45,5.8151143928378896e-21,6.4114189632268206e-22,1.2000750307438391e-24,4.3761985057296792e-30,1.1648833691530568e-42,1.1210415044074356e-48,1.3272302532214293e-39,0.88168480800000004,0.0,0.0094599999999547477,0.10884999999999821,1.7729409163106748e-14,1.4528638835229444e-14,1.8166039316304303e-14,4.8359563426318676e-17,3.9611340111051028e-17,1.9819140521676661e-17,5.8029601308832281e-16,4.8101057670172798e-16,4.9781368381067173e-18,4.2138387385757301e-18,1.4855769951843876e-16,2.0632773317775523e-18,4.3906639725315498e-20,4.6658813149128327e-18,2.6219291365865988e-18,3.61491680948081e-18,5.1613748814233784e-18,6.1227252878038002e-18,1.1711900722530218e-14,6.0993149291859718e-18
1.0485750000000002e-09,0.004893663896951179,1.1476432279077188e-17,5.8833398101026372e-21,3.8725105048920576e-19,3.3131733763267597e-20,1.3846945394406249e-21,0.0,0.0,1.6846991503963308e-16,2.0977267986926081e-22,7.8479434211910814e-30,5.2551115868152623e-31,1.540010830076689e-38,1.9308204432861714e-19,5.3557074964548574e-29,1.2276623629470657e-14,3.5832105310511789e-19,1.7906802900081562e-29,6.3358498021761168e-31,2.0409670459025189e-16,1.9558783945063523e-32,7.1034190508505298e-32,3.792467294757334e-26,3.8251512850759187e-22,2.9370187333365937e-34,9.279009227491885e-17,7.0558342589857469e-32,1.5457257223382872e-14,2.1678242912470669e-30,3.8080070005801956e-44,6.5763140248400301e-31,6.8030243066615744e-51,2.8480443544614522e-22,1.647407080395181e-22,2.9931548222583919e-20,1.9074978857699997e-19,4.8349560734368749e-22,3.3661904335942472e-16,1.6865528582916396e-28,3.6139792939232468e-32,1.1993128493623949e-26,1.8779889895690762e-25,2.138091678001031e-22,2.602161553911251e-21,3.9957570880653892e-32,1.2292537939890763e-33,5.214524816508498e-33,6.811074066466126e-42,1.244189805170294e-44,4.1039939477371208e-42,1.7618568738701154e-70,1.158416173486337e-59,1.0847993282873889e-32,4.1083163420823237e-25,4.6988871804679153e-28,1.3508428771517178e-29,4.5139046056940555e-38,1.7275118304455976e-26,1.9787880156940294e-31,1.3588999382078368e-45,6.3274088607239079e-21,6.7262867956882715e-22,1.2894617910560231e-24,4.7401485076215344e-30,1.2681310540526959e-42,1.2336375407373103e-48,1.4527936726632258e-39,0.88168480800000004,0.0,0.0094599999999525498,0.10884999999999809,1.8575337041750282e-14,1.5220982060910093e-14,1.9044251071045888e-14,5.0593812849317338e-17,4.1435356398483781e-17,2.0732039896797502e-17,6.2329347949611468e-16,5.1662701150572121e-16,5.3355726897693176e-18,4.5173063153146418e-18,1.5963127963867783e-16,2.2115424576284506e-18,4.7513589193720848e-20,5.0138599747161801e-18,2.8175317209961357e-18,3.8845382630047062e-18,5.5465446259220679e-18,6.600334248893571e-18,1.2279910644014169e-14,6.3964189877684475e-18
1.5728630000000002e-09,0.00489366389695129,2.1401809384365499e-17,1.4429263143387794e-20,8.2408435013950052e-19,8.3797373992464309e-20,3.9641168484030761e-21,0.0,0.0,2.7844251652000893e-16,4.7929259690012416e-22,2.779527003911803e-29,1.742424848683536e-30,5.5529205543884495e-38,4.1246003579082342e-19,1.5022712199526757e-28,1.8389795277717901e-14,7.6069375217588261e-19,4.5674591562153624e-29,1.2030137919801014e-30,4.3109368336620896e-16,7.5018764545274777e-32,1.6025535374717201e-31,1.0435337758375482e-25,8.0886335115948501e-22,1.07324327196443e-33,1.9688816951691947e-16,2.548646477985185e-31,2.2985269376110034e-14,6.082970592449414e-30,1.1992669003527735e-43,1.8794848165345431e-30,2.5127640589185191e-50,8.1340487541830783e-22,3.3006328875458816e-22,6.3213101231848486e-20,4.0350412157425184e-19,9.1532859130228299e-22,7.1066215730913668e-16,4.8012451135385789e-28,9.9180429348718297e-32,3.1497649548239468e-26,4.9017175213506172e-25,4.9011258029117927e-22,4.1928096518996669e-21,1.3977758235743418e-31,4.3297846753720903e-33,1.9004830814773957e-32,2.9900657655454729e-41,5.2984406451124545e-44,1.3892489613405212e-41,9.6396152401461145e-70,6.1039405286332159e-59,4.2809543212346481e-32,1.0562217718303244e-24,1.5930180493977315e-27,3.6823796236968021e-29,1.061676605565305e-37,4.8901417804830431e-26,7.0012319794234539e-31,4.9536781120098651e-45,1.800000638936024e-20,1.0077033701680159e-21,2.7253217707099102e-24,1.1664781539946562e-29,3.6624867402867733e-42,6.6939700206363685e-48,5.1522068574735581e-39,0.88168480800000004,0.0,0.009459999999928824,0.10884999999999605,2.7480598339428713e-14,2.2497406890405437e-14,2.8458524833853808e-14,7.33342925508095e-17,5.9897318750372009e-17,2.9972650217894796e-17,1.3051513882105478e-15,1.0803866471672506e-15,1.058942926408066e-17,9.0077881925429207e-18,3.3803221519636167e-16,4.3955191439148272e-18,1.1597728976201044e-19,1.0629004864717807e-17,5.9765423427939135e-18,8.2362659934487639e-18,1.1772012286161234e-17,1.5143425820827735e-17,1.8396865984266029e-14,9.6145649790943492e-18
2.0971510000000003e-09,0.0048936638969513955,3.373954246649872e-17,2.759525980920991e-20,1.4075976470435604e-18,1.6367078513346835e-19,8.3699628911682343e-21,0.0,0.0,4.0363948365503715e-16,8.6999757267491315e-22,6.8472838765810745e-29,4.142281830031499e-30,1.3878924169120259e-37,7.072536906680279e-19,3.1153007973012131e-28,2.4487870931521414e-14,1.2964936658243165e-18,9.004127916259339e-29,1.8614097846299417e-30,7.3135937891177726e-16,2.0404000897915303e-31,2.939230633871088e-31,2.1270281773041727e-25,1.3736275632878298e-21,2.8054400214010586e-33,3.3541154592610163e-16,6.3635791769485593e-31,3.0395711458231431e-14,1.2615006857799426e-29,2.729259507451145e-43,3.9626703952908327e-30,6.5039548894866015e-50,1.7138746208740771e-21,5.5484607605076876e-22,1.072246146569668e-19,6.8519057841358849e-19,1.4126069692668285e-21,1.2050607376204776e-15,1.0085334040252382e-27,2.0169270232274409e-31,6.1773462411202879e-26,9.558973577153326e-25,8.7176668069074786e-22,5.7914702652313571e-21,3.4222025546435626e-31,1.0558185120391198e-32,4.7767212621826083e-32,8.6038340046049896e-41,1.4860952132441068e-43,3.2768114739016565e-41,4.7730244463021121e-69,2.0368942753312764e-58,1.2270499069291516e-31,2.0312421426794123e-24,3.7622844690234731e-27,7.4426627828173272e-29,1.9190194705733899e-37,1.0268882688160224e-25,1.7141495919278443e-30,1.2452227915113323e-44,3.7791659284629153e-20,1.3380744448840734e-21,4.6251322351653702e-24,2.1845118267192545e-29,7.7783166843365878e-42,2.6594292684993091e-47,1.2631734453436048e-38,0.88168480800000004,0.0,0.0094599999999050981,0.1088499999999934,3.6168686704189197e-14,2.9585210622321603e-14,3.780846424775741e-14,9.4943653084419063e-17,7.7333660317826683e-17,3.8698010553408802e-17,2.1967322001534391e-15,1.8162218526304979e-15,1.7001674912856171e-17,1.4520405830575338e-17,5.7478825851115386e-16,7.0666806081446386e-18,2.1657098877754318e-19,1.8093325122175274e-17,1.0179255654684549e-17,1.4022330407591121e-17,2.0060311575516882e-17,2.7480002046044061e-17,2.4500065809994231e-14,1.2843345847950252e-17
3.1457270000000003e-09,0.004893663896951594,6.3882121516441532e-17,6.7229686684499539e-20,2.9210240214954007e-18,4.0909920920840235e-19,2.2900789819509438e-20,0.0,0.0,6.8932444030992138e-16,1.9809968327849559e-21,2.2961784877078933e-28,1.3534903417744884e-29,4.7566545396265314e-37,1.4779668820556037e-18,8.2800922951393452e-28,3.6648577442512185e-14,2.6802139519733395e-18,2.3104808207186488e-28,3.314157451819709e-30,1.5005327044296333e-15,8.4685135410440213e-31,7.0061951712938913e-31,5.4953320853995858e-25,2.8227485334939796e-21,1.0950726185973675e-32,6.9285050675268979e-16,2.171816572581145e-30,4.4946297034588292e-14,3.3506351854558389e-29,8.3371011958714308e-43,1.0815904700351026e-29,2.4744301842564306e-49,4.6727953235292458e-21,1.1607396102172444e-21,2.1991243021064412e-19,1.4073496624974121e-18,2.5053394998104755e-21,2.4701707947602327e-15,2.7352282724159826e-27,5.1918621747582355e-31,1.5082727133245538e-25,2.3120506340178395e-24,1.881372408008116e-21,8.9778820721479913e-21,1.1419376279091887e-30,3.4595644526122586e-32,1.644807750208728e-31,3.5480791399677102e-40,5.891349008171932e-43,1.0209991521665394e-40,6.2472294353202425e-68,1.0717501225780479e-57,5.6966981460520998e-31,4.7992296900354529e-24,1.1745367221110257e-26,1.8970188083295466e-28,4.2244865200719891e-37,2.7968992956799705e-25,5.6561606971508548e-30,4.288348280559118e-44,1.0242972294171128e-19,1.9880008649633655e-21,9.4918267405874675e-24,5.0301109282376611e-29,2.1436112851251757e-41,2.2080717944760046e-46,4.1742472792650854e-38,0.88168480800000004,0.0,0.0094599999998576465,0.10884999999998671,5.3058813533512634e-14,4.3340754782277184e-14,5.6358201771104178e-14,1.3610527366895602e-16,1.102984207583099e-16,5.518295368667929e-17,4.4483808731205032e-15,3.6703303006974104e-15,3.1963464479181468e-17,2.7463708978776921e-17,1.1836398874069943e-15,1.3315733103548397e-17,4.9578064969333631e-19,3.7332837127897721e-17,2.1022625908713026e-17,2.8939923777270302e-17,4.1463409990321498e-17,6.2131012247773905e-17,3.6674278008870668e-14,1.9324352229848372e-17
4.194303e-09,0.004893663896951791,1.0238220505417503e-16,1.3035491381469323e-19,4.9799845866959247e-18,8.0724173591489505e-19,4.799461483130086e-20,0.0,0.0,1.0298234431425144e-15,3.6580715970370851e-21,5.5598610626755079e-28,3.2480956124295956e-29,1.1711941923731204e-36,2.5374627508894783e-18,1.692391956948228e-27,4.8753732042202264e-14,4.551848315154035e-18,4.6386476208925907e-28,4.9238273878019124e-30,2.5303850059830913e-15,2.3349624538392739e-30,1.348108401818835e-30,1.0951108809065192e-24,4.7668926858830221e-21,2.9151372138573481e-32,1.1758079758288828e-15,5.3244358923539943e-30,5.9079530160413838e-14,6.8397823446312802e-29,1.8940760790791136e-42,2.2617394478936097e-29,6.5366198388603814e-49,9.7616041463962847e-21,2.0275886345923519e-21,3.7068195017332579e-19,2.375040135160513e-18,3.710214670399252e-21,4.1615144653725293e-15,5.6867600956183356e-27,1.0313672768483833e-30,2.8713831042417268e-25,4.3635062906693091e-24,3.2752161651509415e-21,1.2137627578786638e-20,2.7601529515330316e-30,8.1933771431103154e-32,4.0570042405700806e-31,9.8724542576515015e-40,1.5929866837416852e-42,2.3253115022069819e-40,2.854356742858574e-67,3.5131878542713025e-57,1.68097250692293e-30,8.8607399804375015e-24,2.6792072319415368e-26,3.7361601599889194e-28,7.4633219439227261e-37,5.8497955107138523e-25,1.3478326211180324e-29,1.0578255415706914e-43,2.1286209396651303e-19,2.6212255683004024e-21,1.6006687186872666e-23,9.1756332789656683e-29,4.5148429070091939e-41,8.5825352615709087e-46,9.9556822414873085e-38,0.88168480800000004,0.0,0.0094599999998101914,0.10884999999997789,6.9212545122839797e-14,5.6462098154422363e-14,7.4673675280322139e-14,1.7457947032127276e-16,1.4072874850299e-16,7.0376951640999466e-17,7.4089392673822426e-15,6.1009653437332238e-15,4.9754437617062734e-17,4.2975380715018351e-17,2.002767113103261e-15,2.0773392518421562e-17,8.9637322849631142e-19,6.3296771313004055e-17,3.5674051368045324e-17,4.9077799908505875e-17,7.0414003578894283e-17,1.1344161123729501e-16,4.8798162805808825e-14,2.5841086444503871e-17
5.2428790000000005e-09,0.004893663896951975,1.4944293448405315e-16,2.2365544533695874e-19,7.6293260098933676e-18,1.4039466435908214e-18,8.7529652034007601e-20,0.0,0.0,1.4281252991961392e-15,6.0371140444646702e-21,1.1453708469520275e-27,6.656071591181304e-29,2.4511785420630422e-36,3.9165642888586917e-18,3.0113115078902916e-27,6.0799342983574656e-14,6.9440378483955627e-18,8.1018266277823253e-28,6.6211130404447764e-30,3.832811571175498e-15,5.3431828081088137e-30,2.2895021792154762e-30,1.8991151067820995e-24,7.2304560730020573e-21,6.4747281471306575e-32,1.792385649833428e-15,1.1091631031346127e-29,7.2777435619944778e-14,1.2145521798281178e-28,3.6752130787546877e-42,4.1150905298929302e-29,1.4682550062586339e-48,1.7742045646147893e-20,3.2013250402255549e-21,5.61173645658133e-19,3.5995560921183713e-18,4.9771092581548276e-21,6.2967061470362492e-15,1.0285304331543049e-26,1.7830733814664296e-30,4.7802529980935108e-25,7.2000834272506549e-24,5.07714333163878e-21,1.5264385984602716e-20,5.6845928638870957e-30,1.6474401606671605e-31,8.4936083226673565e-31,2.2887450328128555e-39,3.5965317895964543e-42,4.510025669462889e-40,1.0544322050096792e-66,9.5844358766290602e-57,4.0983058768838601e-30,1.4291589198338461e-23,5.2040420212803524e-26,6.4055325624250028e-28,1.1720272312067278e-36,1.0657479187248552e-24,2.7279815876945239e-29,2.2147537907968581e-43,3.8483891086918971e-19,3.2370260509502408e-21,2.4241926858111799e-23,1.4756261360631631e-28,8.2663749261256897e-41,2.7015995844525316e-45,2.0162879133768966e-37,0.88168480800000004,0.0,0.0094599999997627381,0.10884999999996689,8.4624501313989032e-14,6.8948749498816696e-14,9.2740136805682252e-14,2.1104789883658459e-16,1.6919572353042914e-16,8.455601394574886e-17,1.1082056411791225e-14,9.1068910380298007e-15,6.9731779446993925e-17,6.05186562783792e-17,3.0437472697219923e-15,2.9180146148172317e-17,1.4211449192023946e-18,9.6409868652345056e-17,5.4383721770600715e-17,7.4768977560144177e-17,1.0742398891668292e-16,1.8435015174213068e-16,6.0868331053602342e-14,3.2395019580148613e-17
7.340031000000001e-09,0.00489366389695232,2.6735499463432282e-16,5.3380082695663037e-19,1.4784043344754362e-17,3.4233589373965149e-18,2.3247191987082768e-19,0.0,0.0,2.3957141180960413e-15,1.3573002991181866e-20,3.8742675276464964e-27,2.2050627030667678e-28,8.6339003335580854e-36,7.7315126341868948e-18,7.5268574798401602e-27,8.4708127920823276e-14,1.3307798255903081e-17,1.9174673690604206e-27,1.0070251091788787e-29,7.2308948405357448e-15,2.177036019095183e-29,5.2371881137085659e-30,4.44573005627273e-24,1.3677967787763232e-20,2.4757242390896733e-31,3.4289628230469578e-15,3.8601888768366352e-29,9.8916987169021694e-14,3.0053252634254198e-28,1.0466547816467547e-41,1.0849750071399202e-28,6.037832616096118e-48,4.6638598115583372e-20,6.6020019788035768e-21,1.0568660665975591e-18,6.7949732873376857e-18,7.574041971185264e-21,1.1843898807831982e-14,2.6678394342973315e-26,4.1455853316650191e-30,1.0420505658473937e-24,1.5367711611238951e-23,9.906687227507627e-21,2.1420662037594713e-20,1.9270106338819655e-29,5.1435962785479126e-31,2.9780363980443878e-30,1.0029075324451952e-38,1.4731682389474549e-41,1.3021545152336709e-39,1.4170430526151114e-65,6.9513489351827715e-56,1.9124434287837518e-29,2.8885307054404164e-23,1.5076847434436657e-25,1.462485403323616e-27,2.3443010220613471e-36,2.8248002264982266e-24,8.7104661765745044e-29,7.7661199324890408e-43,9.9737313733755365e-19,4.4183271340590889e-21,4.5688448701212911e-23,3.0415700098951712e-28,2.207031365637834e-40,2.3814876257547056e-44,6.4444923300476344e-37,0.88168480800000004,0.0,0.0094599999996678279,0.10884999999993891,1.1346162331410977e-13,9.2245329815256772e-14,1.2812520513199938e-13,2.8123097571981044e-16,2.2315625546880702e-16,1.113129702092394e-16,2.0330182754734179e-14,1.6627828259116511e-14,1.1314684691642802e-16,9.895232756832546e-17,5.7823233828750831e-15,4.7558320563952239e-17,2.7716373695831491e-18,1.8421189507783781e-16,1.041049667294008e-16,1.4292889023354113e-16,2.0597403047870364e-16,3.9344938801850829e-16,8.4845527430007704e-14,4.5622746625108883e-17
9.437183000000001e-09,0.004893663896952632,4.1486270208333038e-16,1.0330183693753263e-18,2.4447521294922098e-17,6.7155004019206024e-18,4.8484434968899766e-19,0.0,0.0,3.5848344677674671e-15,2.5338188648022988e-20,9.4800668766465249e-27,5.2867218609010665e-28,2.1729321467346664e-35,1.3023315370969291e-17,1.4915125618616977e-26,1.0837503092980175e-13,2.1752436057602986e-17,3.6143335108707202e-27,1.3544475524511578e-29,1.1647259264788547e-14,6.0276436641448513e-29,9.7037024909122427e-30,8.3024832506305156e-24,2.208209879202845e-20,6.5486886010124197e-31,5.5952781083000908e-15,9.6449496371097664e-29,1.2345667910656404e-13,5.8817791842068188e-28,2.2217654640714316e-41,2.2467072116154809e-28,1.7026476516036987e-47,9.6308922812718074e-20,1.1441564248217659e-20,1.698788337207382e-18,1.0946107425579778e-17,1.0257102846194666e-20,1.9014342777686476e-14,5.4431493203050264e-26,7.6985408625662945e-30,1.8579743963754697e-24,2.6877084079636843e-23,1.634095522924556e-20,2.745334607646893e-20,4.7207179899598047e-29,1.1734728627208447e-30,7.4537527499106873e-30,2.8604086571778625e-38,4.0399935884149659e-41,2.8216618373661103e-39,7.2362317738750569e-65,2.7424375383384386e-55,5.7904648467578855e-29,4.7990148592316607e-23,3.2741765478236537e-25,2.6760728565484134e-27,3.9534398819076108e-36,5.875966795225301e-24,2.0290335113754255e-28,1.9438853131736758e-42,2.0335680762400106e-18,5.5355588126733443e-21,7.3485489588469413e-23,5.2047454369755174e-28,4.6107132377605499e-40,1.001354307106194e-43,1.5020049965062079e-36,0.88168480800000004,0.0,0.0094599999995729107,0.1088499999999035,1.3988700477368994e-13,1.1352403291870071e-13,1.6253313819605894e-13,3.4921973826164568e-16,2.7456062631290042e-16,1.3665531513675825e-16,3.1883883722984905e-14,2.595537912177298e-14,1.5980217044039628e-16,1.4054902544512294e-16,9.3715160031716362e-15,6.7435172128135886e-17,4.4470720194553312e-18,3.0038464926187889e-16,1.7003795714330318e-16,2.331612528847351e-16,3.3693299430374849e-16,6.9447923888760617e-16,1.0860762360945483e-13,5.9022979224237663e-17
9.999999999999999e-09,0.00489366389695292,4.5901653754472648e-16,1.2052665792052397e-18,2.7479997594232488e-17,7.8585444099176213e-18,5.760616563550446e-19,0.0,0.0,3.9403673742788378e-15,2.9351947432198738e-20,1.1700841760063913e-26,6.4835927182882347e-28,2.7009720618664735e-35,1.4714212078825584e-17,1.7479414018771631e-26,1.1468542840700591e-13,2.4369420104418053e-17,4.1782824830615479e-27,1.4472649473606092e-29,1.2997674104153852e-14,7.6951913360241864e-29,1.1183071309598838e-29,9.5718559984439354e-24,2.465585325741384e-20,8.2500398512828601e-31,6.2654768639952231e-15,1.1971368392070555e-28,1.2978656182981748e-13,6.8645304519693011e-28,2.6360405661978589e-41,2.663656384006897e-28,2.1923643072940139e-47,1.1409007189012713e-19,1.2990533035455243e-20,1.8944970320969273e-18,1.2214403179111516e-17,1.0995102766649992e-20,2.1197700217863403e-14,6.4260828347923358e-26,8.8630561928305265e-30,2.122674683493798e-24,3.0548004414878583e-23,1.8335728201437063e-20,2.9052562414157278e-20,5.8262628216803782e-29,1.4186605095979751e-30,9.2480342240466379e-30,3.6603761056294307e-38,5.1238229350232826e-41,3.3724591813839622e-39,1.1164432686921371e-64,3.8938742129938738e-55,7.5749079432955583e-29,5.3793865018840384e-23,3.9148948218633057e-25,3.0695151129349652e-27,4.4622658386170995e-36,6.9742152318346771e-24,2.4686702234957474e-28,2.4118467595731694e-42,2.4003682892211816e-18,5.8251425196387044e-21,8.1964989759646459e-23,5.8865863817749056e-28,5.4776901781678393e-40,1.4369994054435e-43,1.8276561386014445e-36,0.88168480800000004,0.0,0.0094599999995474363,0.10884999999989285,1.4662124256777813e-13,1.1893958266109677e-13,1.7160481885302407e-13,3.6737117862570439e-16,2.881897276115935e-16,1.4335503231960354e-16,3.5325907035244082e-14,2.8720339621075484e-14,1.726214782765981e-16,1.5200758149745378e-16,1.0474457623726206e-14,7.2915034234094433e-17,4.9356773462926814e-18,3.3633404297234417e-16,1.9046646810386068e-16,2.610916995318257e-16,3.7756457124391481e-16,7.9125195584967817e-16,1.1494841447139018e-13,6.2652488187590172e-17
1.1534335e-08,0.00489366389695292,5.8920323601199524e-16,1.7571046692254412e-18,3.6690755264855505e-17,1.1532486542347533e-17,8.7521854354569184e-19,0.0,0.0,4.9878602133829051e-15,4.2134647529488807e-20,1.9294703981755164e-26,1.0541379857823383e-27,4.5200634132796573e-35,1.9905765552538199e-17,2.5719910496521023e-26,1.3180022689066006e-13,3.2257495275415896e-17,5.9490310784680537e-27,1.6993959245966009e-29,1.7034176868915182e-14,1.3604222687439585e-28,1.5819363579289695e-29,1.3536034136517931e-23,3.2356527210674867e-20,1.4195620320360197e-30,8.2834582883596847e-15,1.9977069718476522e-28,1.4649291500443996e-13,9.9967414399433477e-28,3.9780130520706768e-41,4.0263833752997418e-28,3.9461340343493208e-47,1.7213129824814572e-19,1.7750977959014069e-20,2.4784015301270023e-18,1.6003524305225834e-17,1.3045578410823153e-20,2.770660790575677e-14,9.6175247159523746e-26,1.249123819062507e-29,2.9425804662670522e-24,4.1806749371787066e-23,2.4349833507020698e-20,3.3369768347477228e-20,9.6048860623420534e-29,2.2338842743273901e-30,1.5414380337674031e-29,6.4891784398572936e-38,8.9274430506734215e-41,5.1813916932349706e-39,2.695979005823844e-64,8.3267883228240916e-55,1.4038051903701271e-28,7.1069840141230212e-23,6.0197716150956035e-25,4.2877223810691582e-27,6.0148645126180111e-36,1.0568756025913848e-23,3.9441710698929731e-28,4.0200886709348548e-42,3.5910061710764425e-18,6.5925661039598795e-21,1.0727291939594618e-22,7.963140635023641e-28,8.3181480016928896e-40,3.1207585855433479e-43,2.9207144905491046e-36,0.88168480800000004,0.0,0.0094599999994779901,0.10884999999986135,1.6421132374774357e-13,1.3306910843440865e-13,1.9598661021013555e-13,4.1665124440298967e-16,3.2498733746116104e-16,1.6140152958731599e-16,4.5443091078232016e-14,3.6820590600851846e-14,2.0821029327569603e-16,1.8387996773006435e-16,1.378153356252922e-14,8.8166738141898874e-17,6.3514489821247223e-18,4.4459461775419756e-16,2.5203424807207848e-16,3.4521881820191348e-16,5.0012416004415468e-16,1.0894275488930598e-15,1.3215648665340276e-13,7.2618637083689981e-17
