Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89)
8.046617606693382e-08,0.004893663896956344,1.2360540567731411e-14,2.6491458044219092e-16,2.0244781937032164e-15,1.8593071007212594e-15,3.205312068063607e-16,0.0,0.0,1.3735998918812816e-13,7.5696813675795802e-18,1.8156917456921075e-23,5.8665076249442582e-25,3.9766304283346478e-32,1.5805613444500795e-15,4.2163561106033856e-24,7.763628144779244e-13,1.3938157682372958e-15,4.2968856253509639e-25,1.117111236485319e-28,5.7241806316460457e-13,6.3177500545138428e-25,1.2096583294577799e-27,7.798672797476217e-22,1.0916236199072895e-18,2.9179337265646811e-27,3.3817801028133327e-13,2.3348280403503645e-25,4.7524773317934629e-13,9.350618623304295e-26,4.2641232733498436e-39,1.2414885446674775e-25,4.4850297391709727e-43,4.8657116661230509e-17,6.2025017556490037e-19,7.0341656060851589e-17,4.8769251233888698e-16,4.0649779243205561e-19,7.5171972199036766e-13,2.0021614539162027e-23,7.0026049995440971e-28,5.3145839836284726e-22,5.6812255527971053e-21,1.0436704363703895e-18,1.9528725222667173e-19,6.497549548455236e-26,3.9787810577830228e-28,1.2228268855859807e-26,6.8632297171512752e-35,2.7747688977139917e-37,3.0109178495433407e-36,4.6942126449538368e-58,8.1481001041868913e-50,1.0114499262701622e-24,4.4935235944107768e-21,2.4830713476124033e-22,2.0258532209474632e-25,4.4360207953295379e-34,3.0092892736226106e-21,1.3383725030230449e-25,3.1896064097955309e-39,7.360522628145988e-16,2.4192656891200691e-20,3.1007130606493874e-21,3.5013837446310307e-26,2.5776857569981489e-37,1.9183087038050107e-38,9.9247887360271502e-34,0.88168480800000004,0.0,0.0094599999963542441,0.1088499999968159,6.1029870591505647e-13,4.977152403939872e-13,9.2105827089672748e-13,3.2707904697868095e-15,2.3843125037510847e-15,1.1976701827168572e-15,8.4521975017655698e-13,6.0111466987238768e-13,2.2829910988583335e-15,1.9989678093833291e-15,4.6267571607055051e-13,9.9291403253301625e-16,9.9012980477156113e-17,2.0099319969592984e-14,1.1066998365600948e-14,1.5350706694881373e-14,2.2713040082213759e-14,3.9281549438868833e-14,7.9900964339740542e-13,7.8093920259822617e-16
9.0018208801777e-08,0.0048936638969565086,1.4250065167937348e-14,3.4506452424250702e-16,2.524483115761757e-15,2.4330188767959772e-15,4.499759514987243e-16,0.0,0.0,1.6578233516916918e-13,1.0239179964658676e-17,2.6623074815489876e-23,8.1854967860109868e-25,5.6529686457134325e-32,2.0288202523143416e-15,5.5165238328484557e-24,8.4907976453315978e-13,1.717929898083531e-15,5.2829740857248316e-25,1.2238478493118705e-28,6.9361770477859323e-13,1.0451544906972814e-24,1.5068711972732069e-27,9.5835889332483243e-22,1.3294309651827008e-18,4.4741046729956429e-27,4.1348265386479506e-13,3.4772313357666266e-25,4.9326917203772073e-13,1.1675597393935876e-25,5.2811098736384615e-39,1.7275455876133725e-25,7.9545477141488897e-43,6.6903497469108699e-17,7.2180254177475999e-19,8.312899433300874e-17,5.820694135336632e-16,5.2996653838669961e-19,8.8244713980217421e-13,2.6643262833084141e-23,8.5658775202201145e-28,7.7586702475807087e-22,8.0863567993057114e-21,1.2905576245546325e-18,2.1591873586271005e-19,9.1231321298380677e-26,5.0303792697606384e-28,1.7352336684095245e-26,9.4295179621838043e-35,4.8449862499275324e-37,4.8368446590991954e-36,1.0839453300940985e-57,1.4626852325147392e-49,1.6648864795140622e-24,6.0130243699401115e-21,3.6850359217090401e-22,2.4397158416151041e-25,5.8309592115138911e-34,4.117048625354512e-21,1.7920217552066805e-25,4.5261813872643074e-39,9.7743505207256643e-16,2.5539090276451668e-20,3.6736834319303225e-21,4.2561884967272923e-26,3.5899884065713837e-37,3.5033136652244193e-38,1.3289159324350574e-33,0.88168480800000004,0.0,0.0094599999959206794,0.10884999999627848,6.6111213501567493e-13,5.3831277462495754e-13,9.8550900660198791e-13,3.7845312925328554e-15,2.7421253853436975e-15,1.384119757199325e-15,9.701581942555729e-13,6.8053093426348103e-13,2.6575410503292275e-15,2.3160210209543623e-15,5.5309437146398455e-13,1.1567144558046951e-15,1.1587913530603073e-16,2.5101110458149967e-14,1.3683882360489215e-14,1.9077142932001527e-14,2.820550054262833e-14,4.5719823619642283e-14,8.7679187427846285e-13,9.3473131488574185e-16
9.957024153662019e-08,0.00489366389695666,1.6129705857127829e-14,4.3599866056030964e-16,3.0702940087921685e-15,3.087964681200975e-15,6.0920581854899652e-16,0.0,0.0,1.9624832031407713e-13,1.342777107955874e-17,3.7456632826354417e-23,1.0996872598909078e-24,7.718437267515618e-32,2.5348785229364769e-15,7.0000412185195744e-24,9.1858408030749741e-13,2.0704152690445079e-15,6.3309885649927623e-25,1.325023721950294e-28,8.2367485838816438e-13,1.6418084921617295e-24,1.8294710904992347e-27,1.1547248481612285e-21,1.5906874414823149e-18,6.5434096101773309e-27,4.9432653136117642e-13,4.9638871364208354e-25,5.0932879600692931e-13,1.4219991551775511e-25,6.3659028829148721e-39,2.3239168502890694e-25,1.3281556681433459e-42,8.8926008370751275e-17,8.2420524080384923e-19,9.6367931659550541e-17,6.8139887807986758e-16,6.7311742692460549e-19,1.0161179186288874e-12,3.43473447108049e-23,1.024940498941293e-27,1.0957204907827568e-21,1.1139652827444727e-20,1.562206820653891e-18,2.3652188076634366e-19,1.2331951093812091e-25,6.1874253823729917e-28,2.369113521475475e-26,1.2442542040689292e-34,8.1404452454394963e-37,7.4994373686179763e-36,2.2803684530083419e-57,2.4393232097883167e-49,2.5951543669464418e-24,7.8102653723041447e-21,5.2666183706492045e-22,2.8772848018252406e-25,7.4827508909165763e-34,5.4466226277587732e-21,2.3194488853910318e-25,6.1796175085118826e-39,1.2574393149734344e-15,2.681094610945199e-20,4.269460579780388e-21,5.0612004496449206e-26,4.8402765928939545e-37,6.0020943025046683e-38,1.7200733149396231e-33,0.88168480800000004,0.0,0.0094599999954869361,0.10884999999572706,7.11825825662687e-13,5.7821290552795269e-13,1.045081704283185e-12,4.3285378494868913e-15,3.1165236492069354e-15,1.5811062029858806e-15,1.0958950722781313e-12,7.587144096526727e-13,3.0547398057806e-15,2.6485021961448959e-15,6.4719578964820067e-13,1.3301669430271836e-15,1.337603182104323e-16,3.066479793188198e-14,1.6543085831161155e-14,2.3186406690248127e-14,3.4252122242701617e-14,5.2210623085825738e-14,9.5144334572877975e-13,1.1036561378909245e-15
9.999999999999998e-08,0.004893663896956797,1.6213892291324938e-14,4.4034010463255988e-16,3.0958808395207812e-15,3.1193329863815021e-15,6.1711125676750908e-16,0.0,0.0,1.9766606710058563e-13,1.3584006428199435e-17,3.8004559652284689e-23,1.1135409845822589e-24,7.8210002111893929e-32,2.5590032739510846e-15,7.0710927406015412e-24,9.2164008393093432e-13,2.0869208367829324e-15,6.3794616414653346e-25,1.3294854047578912e-28,8.2972850397627243e-13,1.6737079712398212e-24,1.8445529684843471e-27,1.1639980691023316e-21,1.6030187793645009e-18,6.6498746829560937e-27,4.9808675703955459e-13,5.039683720168032e-25,5.1001541506933805e-13,1.4339539575119898e-25,6.4161556405522592e-39,2.3535106635357119e-25,1.3575702132690218e-42,9.000974764847255e-17,8.2882900631413385e-19,9.6973413457292091e-17,6.8598008279736353e-16,6.8002764653924915e-19,1.0221917180430818e-12,3.4719820854977967e-23,1.0327890081718816e-27,1.112091703467469e-21,1.1293607222027368e-20,1.5750104634422753e-18,2.3744908341238584e-19,1.2490750525670282e-25,6.2419154414824526e-28,2.4006713357992852e-26,1.2588611491414847e-34,8.32531149918926e-37,7.6433165176894142e-36,2.3542559556220592e-57,2.4924869187981623e-49,2.6445401191307976e-24,7.8978006441031111e-21,5.3476893982536889e-22,2.8975085135403581e-25,7.5634793008662433e-34,5.5118817409658849e-21,2.3449280993159426e-25,6.2619342990326424e-39,1.2709562782980384e-15,2.6866827558949576e-20,4.2967690041001926e-21,5.0985312628664505e-26,4.9025909906286447e-37,6.1410539336484189e-38,1.7389696445327956e-33,0.88168480800000004,0.0,0.0094599999954674135,0.10884999999570197,7.141062729292482e-13,5.7999241598514549e-13,1.047660572492967e-12,4.3537249472497319e-15,3.1337466211152883e-15,1.5902141734462362e-15,1.1015681696471572e-12,7.6220280373660376e-13,3.0731435705297176e-15,2.6638139054177242e-15,6.5150535471045377e-13,1.3381959806213548e-15,1.3458852670597376e-16,3.0928365979712944e-14,1.6677279602117822e-14,2.3380201112213588e-14,3.4537069716546526e-14,5.2503669085344431e-14,9.5473045880307314e-13,1.1116116814131804e-15
1.0912227427146337e-07,0.004893663896956797,1.7990182182962024e-14,5.3751017521191535e-16,3.6589958062965233e-15,3.8236331235362414e-15,8.0079789987990076e-16,0.0,0.0,2.2869559127644094e-13,1.7171259745378249e-17,5.0960789688314306e-23,1.4330268501992727e-24,1.0203441162881122e-31,3.0985984192032913e-15,8.666658104981929e-24,9.8515254439265386e-13,2.4500140985315522e-15,7.4325537183223716e-25,1.423158036019623e-28,9.6221407174928634e-13,2.4683447124900396e-24,2.1756416574292076e-27,1.3701055091166389e-21,1.8770049791547508e-18,9.2070810007730848e-27,5.8025650498576621e-13,6.8458042798759504e-25,5.2406272457118849e-13,1.6978461274080138e-25,7.5092989752947312e-39,3.0411517772791591e-25,2.1140708258457824e-42,1.1498358551653418e-16,9.2724263496370454e-19,1.1001032792608082e-16,7.8541994894646468e-16,8.3638669863218697e-19,1.1521444645760811e-12,4.3159684374944985e-23,1.20478244301161e-27,1.5039395278687448e-21,1.492509203324371e-20,1.8585986936893434e-18,2.5715324773820363e-19,1.616893050771361e-25,7.447060923941416e-28,3.1358970989330144e-26,1.5902788129915162e-34,1.3147688317959986e-36,1.1274367696651027e-35,4.4568158241179659e-57,3.8380198479836342e-49,3.8661621576869247e-24,9.894357308429564e-21,7.2895742034890674e-22,3.3372887935993759e-25,9.4147410595862694e-34,7.0120817702696096e-21,2.9216039212471464e-25,8.1797341235782072e-39,1.5767702467065707e-15,2.8033944011253528e-20,4.8860159596885586e-21,5.9121768266260914e-26,6.3577424949964874e-37,9.7301318566952661e-38,2.1666558338720929e-33,0.88168480800000004,0.0,0.0094599999950529985,0.10884999999516362,7.6250945481511188e-13,6.1746216853627985e-13,1.1006054926456708e-12,4.9028132938606646e-15,3.5067845474127478e-15,1.7884793728377965e-15,1.2222594665537102e-12,8.3565244277905473e-13,3.4746403956595807e-15,2.9958040615244634e-15,7.4430883698198553e-13,1.5131644434633584e-15,1.5264714454367517e-16,3.6792973428120583e-14,1.9635751841827775e-14,2.7673121445306481e-14,4.0845101611481059e-14,5.8740323500395294e-14,1.0230915355038954e-12,1.2876923477766721e-15
1.1867430700630655e-07,0.0048936638969569336,1.9825813576729549e-14,6.4933247134477926e-16,4.2879136339560144e-15,4.639068069937595e-15,1.0271067699018979e-15,0.0,0.0,2.630805600765214e-13,2.1504155251035322e-17,6.7437991171889877e-23,1.8209534752031487e-24,1.3134930771143995e-31,3.7198191548961093e-15,1.0515920475148951e-23,1.0490474297786297e-12,2.8556192032735726e-15,8.5807699897489237e-25,1.5177503000255728e-28,1.1089293214320197e-12,3.5796315829457707e-24,2.5438559199733861e-27,1.6059419401210008e-21,2.190319974855286e-18,1.2547737762516737e-26,6.7087237069177418e-13,9.175446235242614e-25,5.3786723268674702e-13,1.9947721583514403e-25,8.7037538616231709e-39,3.8896103408498463e-25,3.2329483537838281e-42,1.4530539143162527e-16,1.0307975859580504e-18,1.240267999835716e-16,8.9398129202815167e-16,1.0200802449838048e-18,1.2901609963520931e-12,5.3100795166919426e-23,1.3956808153650192e-27,2.0144037534535214e-21,1.9524519010209624e-20,2.179789718642491e-18,2.7784811143811712e-19,2.0676109940718668e-25,8.8075238687847154e-28,4.0468035648837505e-26,1.980799613203104e-34,2.0563568693604777e-36,1.6498156489012036e-35,8.2029212562141454e-57,5.7598257598909154e-49,5.550546231005183e-24,1.227152336081979e-20,9.8157652389631529e-22,3.8189842801465224e-25,1.1650893068248055e-33,8.8259227090930681e-21,3.5990233760826902e-25,1.0555799475625189e-38,1.935933250285548e-15,2.9224107410998823e-20,5.5221130176594451e-21,6.805437661925956e-26,8.172549481057129e-37,1.5093892133483987e-37,2.6690615293017043e-33,0.88168480800000004,0.0,0.0094599999946188736,0.10884999999458959,8.1316883369886951e-13,6.560766581684814e-13,1.1527241214306164e-12,5.5072419384408207e-15,3.9121368868697016e-15,2.0060522344941409e-15,1.3491430515511117e-12,9.1136050021410725e-13,3.9171822715328245e-15,3.3572413407756821e-15,8.4390985415756172e-13,1.7055522007091474e-15,1.7252482423015605e-16,4.3487802559537144e-14,2.2953516469742177e-14,3.2532052969539011e-14,4.7978089218644176e-14,6.5301585251436409e-14,1.0918567647736696e-12,1.4866398054949298e-15
1.2822633974114974e-07,0.004893663896957071,2.1632471448184506e-14,7.7117384110248061e-16,4.9544975317874073e-15,5.5331234314973657e-15,1.2903788532430465e-15,0.0,0.0,2.9936773906144661e-13,2.6460390868831045e-17,8.7190257892524545e-23,2.2656873286260587e-24,1.6538216499000245e-31,4.3983794547074348e-15,1.2547330047230525e-23,1.1105230345123987e-12,3.2861971756335182e-15,9.7699507497830686e-25,1.6077533225677127e-28,1.2635453131841516e-12,5.0342526427721981e-24,2.9328818084532166e-27,1.8638060914404444e-21,2.5327081706315201e-18,1.6646763658090723e-26,7.6579972719313244e-13,1.2005950600918256e-24,5.5103507672987521e-13,2.3125424266105487e-25,9.9428646592081986e-39,4.8795637164162996e-25,4.7758348171126203e-42,1.8010627878256547e-16,1.1347849906768976e-18,1.383960229447488e-16,1.0069786764268485e-15,1.2244479535913802e-18,1.429897019442446e-12,6.4188908003719681e-23,1.5972485921651262e-27,2.6414524911747025e-21,2.5018603894677154e-20,2.5258690063543446e-18,2.9863249986565928e-19,2.5894210735681451e-25,1.026755531459361e-27,5.1129643316013527e-26,2.4154896621582307e-34,3.1242767885084035e-36,2.3572565358579114e-35,1.4345898154970543e-56,8.3122525294265771e-49,7.7242088039764953e-24,1.4946715786415748e-20,1.2906931535929686e-21,4.3218551538390469e-25,1.4215595446584055e-33,1.0899891219328781e-20,4.3520701689231431e-25,1.3336853245226572e-38,2.3353479659737414e-15,3.0393272883284711e-20,6.1768554476692376e-21,7.7375626301166883e-26,1.03152720140123e-36,2.255792996945102e-37,3.2275596566565646e-33,0.88168480800000004,0.0,0.009459999994184563,0.10884999999400619,8.6379167084943443e-13,6.9406625375706358e-13,1.2019948930782468e-12,6.141655672362194e-15,4.331793089144192e-15,2.2336232044143587e-15,1.4764566083131385e-12,9.8585958184337745e-13,4.3822569729190821e-15,3.7320992166474699e-15,9.4554364024744558e-13,1.9071555828086383e-15,1.9337572819719318e-16,5.0751225453354789e-14,2.6488255173077791e-14,3.7758031203125545e-14,5.5645419629243307e-14,7.1889109123459912e-14,1.1578558704345653e-12,1.7002183339373033e-15
1.3777837247599292e-07,0.004893663896957212,2.3407720669020658e-14,9.0272174083294214e-16,5.6564156721483362e-15,6.5044745672531766e-15,1.5926818646180863e-15,0.0,0.0,3.3752986821410783e-13,3.2073192107990236e-17,1.1051877149148311e-22,2.7690591533995925e-24,2.0436060431798761e-31,5.134141211157061e-15,1.4760452601243919e-23,1.1698146375092493e-12,3.7408397599470496e-15,1.099546629449093e-24,1.6940127702187435e-28,1.425824919736209e-12,6.8978530720084751e-24,3.3417039738427503e-27,2.1453798055706537e-21,2.9063510030438058e-18,2.1585457122984848e-26,8.6470716749226283e-13,1.539145175820921e-24,5.6375447655789962e-13,2.6510267184247114e-25,1.122136716493681e-38,6.0211552762714742e-25,6.8479074586871474e-42,2.1957848822551078e-16,1.2391333128864411e-18,1.5310473229108828e-16,1.124354977072476e-15,1.4496831962199081e-18,1.5711773693382208e-12,7.6439922440673353e-23,1.8091544171401864e-27,3.4001815616977654e-21,3.148527861700828e-20,2.8969581459972088e-18,3.1952298587968481e-19,3.186223067724233e-25,1.1826451673731952e-27,6.3454632063877252e-26,2.8940057300964706e-34,4.6306582825912685e-36,3.297036192625922e-35,2.4001924304846929e-56,1.1608341635267372e-48,1.0470038864869671e-23,1.7923596356641484e-20,1.6623505218908337e-21,4.8456125458740941e-25,1.7133784268361138e-33,1.324455781589486e-20,5.1809558184484695e-25,1.6551811465230289e-38,2.7753475454828654e-15,3.1549045189055909e-20,6.8496871671482166e-21,8.7055272310777521e-26,1.2817418898501931e-36,3.2682263812741514e-37,3.8423071486714971e-33,0.88168480800000004,0.0,0.0094599999937500599,0.10884999999341435,9.1436158094977308e-13,7.3144136237227627e-13,1.2488581394200408e-12,6.8058266890799407e-15,4.7649712648407704e-15,2.4709780328756908e-15,1.6041206566244216e-12,1.0591695366345293e-12,4.8697093134201823e-15,4.1196621048705834e-15,1.0488474107895113e-12,2.1177847958903662e-15,2.1518002125290767e-16,5.8584757234757581e-14,3.023225366849197e-14,4.3345992358578626e-14,6.3842359078674708e-14,7.849844702052379e-14,1.2211996753431171e-12,1.9280616876003077e-15
1.568824379456793e-07,0.004893663896957522,2.6857247956524827e-14,1.1936653773539118e-15,7.1574684136411289e-15,8.6735190686817487e-15,2.3222099059332441e-15,0.0,0.0,4.1938336832680331e-13,4.539995231709954e-17,1.6910760453389512e-22,3.9587156939537081e-24,2.9800469322582772e-31,6.7767906208003389e-15,1.9730364737391373e-23,1.2827313164370318e-12,4.7189978395374182e-15,1.3541618795134152e-24,1.8593040603825341e-28,1.7725039011895368e-12,1.2130959477971886e-23,4.215379709321598e-27,2.7864823084345484e-21,3.7561861372606412e-18,3.4298397441154359e-26,1.0732427463899471e-12,2.404634737127979e-24,5.88432029130962e-13,3.3898125297940276e-25,1.3881633874361816e-38,8.7995403330565011e-25,1.3081104669154485e-41,3.1325188317596669e-16,1.4486301837594328e-18,1.8350045236121515e-16,1.3720911652003564e-15,1.963437990286254e-18,1.8578230352547818e-12,1.0449040763587316e-22,2.262765938533899e-27,5.3749593330566711e-21,4.7640189349243012e-20,3.7147036291293255e-18,3.6167310689571309e-19,4.6200408106353655e-25,1.5239052128262298e-27,9.35384546054952e-26,3.98129888475637e-34,9.5250842147755681e-36,6.1010781465223274e-35,6.0255317614183787e-56,2.090736159417168e-48,1.8023283100708837e-23,2.4794984782504514e-20,2.616973510330274e-21,5.9549952350814888e-25,2.4135404484874056e-33,1.8785470559586279e-20,7.0668956797370981e-25,2.4399200815512698e-38,3.7782932426127613e-15,3.3843990857621781e-20,8.2479383308734709e-21,1.0737826498786346e-25,1.9038733462044524e-36,6.3492751985220804e-37,5.2410339627923226e-33,0.88168480800000004,0.0,0.0094599999928804846,0.10884999999220886,1.0152853337782712e-12,8.0439548564254231e-13,1.336876558745065e-12,8.2224298151771425e-15,5.6688363465583899e-15,2.9741692109137543e-15,1.8601913131130328e-12,1.2022942930567832e-12,5.9110425217092433e-15,4.9300966534093243e-15,1.259208918614632e-12,2.5653448713682661e-15,2.615683099764446e-16,7.5967101214164618e-14,3.8318219472931781e-14,5.5587882842042117e-14,8.1808090369187494e-14,9.1764961790884695e-14,1.3403492826415694e-12,2.4249378079643637e-15
1.7407609686839703e-07,0.0048936638969578426,2.9845433304691702e-14,1.4854730243374611e-15,8.6086806888234344e-15,1.0875493517831901e-14,3.1306921858702769e-15,0.0,0.0,4.992600421068291e-13,5.9965208910912689e-17,2.3708138086809103e-22,5.2455612062638244e-24,4.0116696376206565e-31,8.4497743854673354e-15,2.4821601811534695e-23,1.378952044017079e-12,5.6741639562884118e-15,1.5928891235129894e-24,2.0007145558026172e-28,2.1087492912215949e-12,1.8988497029481824e-23,5.0626306582404057e-27,3.4618507099817879e-21,4.6500052571682759e-18,4.9397248280031281e-26,1.2717670275403149e-12,3.4289495986791641e-24,6.1012263081253115e-13,4.1252722752844016e-25,1.6379213416592686e-38,1.191895592753489e-24,2.1872609587108555e-41,4.1518085946583774e-16,1.6377611706801054e-18,2.1195143233734887e-16,1.6098469071854306e-15,2.4986475844401122e-18,2.1201196979904203e-12,1.3385243252592387e-22,2.7036301992304044e-27,7.7640996982557826e-21,6.6245461320478702e-20,4.5376928090563293e-18,4.0005757376414829e-19,6.2041859803874769e-25,1.8646762311440739e-27,1.2741718149696525e-25,5.1070850987269169e-34,1.7143420010690947e-35,1.0058063288285532e-34,1.245285053979764e-55,3.3048504282450699e-48,2.7689906482759815e-23,3.2036957984511636e-20,3.7480248788998984e-21,7.023863814625871e-25,3.1911224379908993e-33,2.47895103956537e-20,9.024734739018447e-25,3.3236581283310999e-38,4.8223553841316099e-15,3.5904534411645509e-20,9.5654712165882587e-21,1.266413749589932e-25,2.6217339327184584e-36,1.0765072155771621e-36,6.6930950742834764e-33,0.88168480800000004,0.0,0.0094599999920972153,0.10884999999110226,1.1057845150549268e-12,8.6806896453179324e-13,1.4110063311721507e-12,9.5963497284060362e-15,6.5211188381035933e-15,3.4582966444562327e-15,2.0911299496572004e-12,1.3272183574196182e-12,6.9227748789038283e-15,5.6960549420002703e-15,1.4516117046676856e-12,2.9970260012865888e-15,3.0637051687214175e-16,9.3570379456299122e-14,4.6239414430793247e-14,6.7794241545547053e-14,9.9751073709952279e-14,1.0373888202188791e-13,1.43953301516181e-12,2.9165408010762805e-15
1.9126975579111475e-07,0.0048936638969582094,3.2725196646886797e-14,1.8037368118765622e-15,1.0144411922272501e-14,1.3305169476192477e-14,4.0925525796725984e-15,0.0,0.0,5.8492638034268803e-13,7.7157952772390408e-17,3.2130941483505804e-22,6.7448611335442356e-24,5.2319393950879923e-31,1.0306721602262328e-14,3.0497491324454583e-23,1.4710637742480948e-12,6.696845046319631e-15,1.8398619993997156e-24,2.1351962058331991e-28,2.466996430186064e-12,2.8400872667460764e-23,5.9656588991604428e-27,4.2404661336136648e-21,5.6786678769132979e-18,6.8414013710341116e-26,1.4792755146161006e-12,4.720130879041331e-24,6.3155825332347376e-13,4.92795791747109e-25,1.8964458767796405e-38,1.5684163330146634e-24,3.4720808383228271e-41,5.3461029322665673e-16,1.8271126271810612e-18,2.4142810308879671e-16,1.8616724227577801e-15,3.1035260669252321e-18,2.3862590430157165e-12,1.6718925956593612e-22,3.1740747100866516e-27,1.0837642781966528e-20,8.9114600599827089e-20,5.4441223337603293e-18,4.3888535039878636e-19,8.0878991111145043e-25,2.2374924543703162e-27,1.6842083875366341e-25,6.371674114374896e-34,2.9400678703741049e-35,1.5886645328394963e-34,2.3824864071980848e-55,4.9557871337457847e-48,4.068663259294675e-23,4.0291966939137549e-20,5.1692306407485796e-21,8.1596512730048181e-25,4.1253130819910083e-33,3.1802588605553469e-20,1.1229807703133846e-24,4.3932628551143624e-38,6.0016342667557382e-15,3.796989410884711e-20,1.0938532944507743e-20,1.4670768011835504e-25,3.5117239168697862e-36,1.7323825764918211e-36,8.3285288641202962e-33,0.88168480800000004,0.0,0.009459999991313325,0.10884999998997812,1.1958803106814363e-12,9.2992402986602914e-13,1.481487611948839e-12,1.1062118742244296e-14,7.4061383986566894e-15,3.9707265047922949e-15,2.3221431126225203e-12,1.4485666917219707e-12,8.0036990720364417e-15,6.4928852733419183e-15,1.6459195027551991e-12,3.4548631845645954e-15,3.5393854371250431e-16,1.130311503374457e-13,5.4731351116928353e-14,8.1098106814486304e-14,1.1935759761308899e-13,1.1572428841755505e-13,1.5316501220596731e-12,3.4473629916227992e-15
2.0846341471383246e-07,0.004893663896958637,3.5499755757484259e-14,2.1466896195493059e-15,1.175565600724061e-14,1.5954222250265297e-14,5.215970142530498e-15,0.0,0.0,6.762993928477158e-13,9.7160547797041307e-17,4.2353968333077989e-22,8.4636699929149143e-24,6.6491647603859877e-31,1.2347361701095553e-14,3.6757333270301383e-23,1.5598907017876097e-12,7.7844162059314399e-15,2.0946423150203993e-24,2.2649620822408954e-28,2.8464185115040073e-12,4.0910074970040664e-23,6.9233971476684361e-27,5.1312764814889079e-21,6.8534026588205799e-18,9.176834762175756e-26,1.6947343713493182e-12,6.3119262964849053e-24,6.5290917459254814e-13,5.7983745120003693e-25,2.1632875596782214e-38,2.0152051234495427e-24,5.281266667926129e-41,6.7221885578159581e-16,2.0163976171149352e-18,2.7192343096737901e-16,2.1276440326619571e-15,3.7786808939930878e-18,2.6560531318843928e-12,2.0457093446922514e-22,3.672965769935474e-27,1.4701247487439132e-20,1.1662204803652343e-19,6.4349666706753826e-18,4.7816763304354944e-19,1.0291221304034606e-24,2.6426072112678083e-27,2.1721446070160259e-25,7.7751562196557571e-34,4.8368557003897439e-35,2.4186860928947811e-34,4.2812616849639376e-55,7.123498168613385e-48,5.7638194382541803e-23,4.9569783569036283e-20,6.9102167175097356e-21,9.3626697234309644e-25,5.2323485044238617e-33,3.986336135524572e-20,1.368272905493136e-24,5.6660862937188083e-38,7.3172681881712313e-15,4.0046826415654734e-20,1.2366842233220891e-20,1.6748220498931109e-25,4.5967537608107665e-36,2.6708158619884138e-36,1.0147791145669228e-32,0.88168480800000004,0.0,0.0094599999905288137,0.10884999998883878,1.2854914874519285e-12,9.9001425636153062e-13,1.5491676662167701e-12,1.261782707978845e-14,8.3203937071368842e-15,4.5102487603962256e-15,2.5529039665747127e-12,1.5664446334317737e-12,9.1524011556043589e-15,7.3173031834870967e-15,1.8413837286313109e-12,3.9377434924049444e-15,4.0415499747749573e-16,1.3434823432823319e-13,6.375880467907623e-14,9.5472673981080409e-14,1.4061342251992151e-13,1.2770323010507939e-13,1.6172033061518693e-12,4.0147280499549774e-15
