Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869)
0.02233989267447251,0.0019242195736328884,2.4832594552002197e-11,3.7430989590722649e-11,1.6184896995081623e-08,2.0949441116835578e-06,0.0039848193693026706,0.0,0.0,7.3033610399660183e-06,0.00065475710180247667,0.00010443296162797307,2.0283120967374383e-06,3.6472426272557947e-11,1.2383218625983164e-30,5.777228727438434e-23,5.9862015734773516e-15,9.2407048590871291e-09,7.2139501527272994e-05,4.2365304086765629e-15,1.1858104215612362e-20,1.3863435024630725e-08,2.3368346706433177e-20,1.0213254484245621e-16,1.0020521688847929e-05,1.2180253826447935e-09,9.351444919371985e-08,1.039244724645975e-12,9.4989785531112401e-05,1.2563328423805937e-08,2.400532061932023e-12,1.6706782107956263e-12,5.4190515317134064e-14,7.7200689042044007e-11,2.7114114484102685e-07,4.9561877756279816e-13,1.62502026713682e-13,3.3025469678882074e-07,2.4056191848613863e-07,5.0647290331447511e-16,1.1335339953996191e-14,3.3819351450436795e-10,4.8349078921840632e-31,4.3610706870142985e-06,4.9404182332266118e-11,2.3101832942593905e-07,3.0015983791249202e-14,3.4985841654769271e-10,9.2998399005435719e-18,1.2752031916322151e-07,2.4913539435466869e-09,5.9049505486345274e-14,8.3338658088821283e-29,5.2615925975162645e-23,7.4185420619802013e-08,8.4903839687841987e-15,4.2914121677562318e-09,5.3547257823445359e-16,3.1306517671103049e-07,2.6609452455674268e-16,1.1335619610134295e-17,1.7045936650054628e-10,4.1579248387339368e-19,1.309751042616808e-09,1.3498534426273322e-15,4.8056664998428461e-17,3.1395714379410733e-10,4.6633333229204239e-17,0.88168480800000004,0.0,0.0039566138205254647,0.10162727821670005,0.00089820861207742157,4.7050980899658861e-14,3.3446051729762244e-10,3.1888621470000653e-10,2.5081334991026001e-12,2.3535631736530804e-08,9.7938291385224993e-09,6.3333435885477812e-14,1.7864801844154714e-08,8.3067239278819068e-11,2.4881557026309553e-07,8.8059614706336777e-13,1.0403367536775759e-09,5.7293356902855097e-09,0.0006608651122452378,3.9210704588163099e-10,9.5290926865981523e-08,6.0351809277534925e-09,2.1992099155488693e-10,2.6084210667718702e-09,1.7861117858560657e-12,0.00012355391165534918,5.1500573278892934e-09,9.2485401543889772e-18,0.00062999991441219398,1.7873179923361651e-07,1.4317479180567534e-07,2.5976860664169385e-10,0.00026171937236004248,7.9952734645059611e-12,7.2838019581063799e-10,1.1610377561783237e-08,1.9156835384853089e-11,2.4296534613666283e-10,1.3947472008552716e-09,1.9509640856827284e-08,2.2020123827472948e-11,0.00076436967900108798,0.00013295652991635127,0.00091700553639577993,2.8846189349990295e-09,4.8115241130865239e-08,0.002006254122942296
0.022517578142391227,0.0019242147373562132,2.4810908966894336e-11,3.7497453710837578e-11,1.6168434858455907e-08,2.1040998128767918e-06,0.0040057672174887782,0.0,0.0,7.2913775742141616e-06,0.00065599305561523356,0.00010564632879690219,2.0661213445773566e-06,3.6570946260085275e-11,1.2340648629840634e-30,5.7893605042569383e-23,5.9998851834828373e-15,9.2444041858166564e-09,7.2399996853639222e-05,4.2864889922271501e-15,1.1962542845410278e-20,1.3992517312125713e-08,2.3556327704416343e-20,1.0210138194610972e-16,1.0061542561757158e-05,1.215829143554484e-09,9.4576374747798808e-08,1.0405780679105552e-12,9.5186686189789065e-05,1.2635502002730995e-08,2.4067821388574401e-12,1.670708232362828e-12,5.4539309171717833e-14,7.7509001476568669e-11,2.7303772920156667e-07,5.010174177155809e-13,1.6289748402393587e-13,3.3030970185495093e-07,2.4003796123601465e-07,5.0632219835047716e-16,1.1327298124263553e-14,3.3903060040588843e-10,4.879813764517896e-31,4.4032937920532667e-06,4.9469377405934892e-11,2.3314230060274932e-07,3.0029331896744506e-14,3.5032082233230845e-10,9.3100973488816187e-18,1.2843230006258274e-07,2.5275018837247533e-09,5.9574794305292301e-14,8.4007964130132179e-29,5.319575525732411e-23,7.4932364448191439e-08,8.5638407035632451e-15,4.2960050529098072e-09,5.3983767701581476e-16,3.1707886929480114e-07,2.6669420337176623e-16,1.1404318122113527e-17,1.7013528952558452e-10,4.1672531999377746e-19,1.3073972991864997e-09,1.3533533456769969e-15,4.8626332023681196e-17,3.1591564374550974e-10,4.6924259392788484e-17,0.88168480800000004,0.0,0.0039360103446472788,0.10160146275655649,0.00089756046814211854,4.6811080163640883e-14,3.3283670006967771e-10,3.1742675403086251e-10,2.4947172750123905e-12,2.3422018014947579e-08,9.7439881572912015e-09,6.2994658222584109e-14,1.778606802104179e-08,8.2658298382333712e-11,2.4766178997483843e-07,8.7566544415904994e-13,1.0349547962071522e-09,5.701120399794968e-09,0.00066125446971241589,3.8918300142482953e-10,9.4800338983495378e-08,5.9887591765832936e-09,2.1824485836973093e-10,2.5878898693313509e-09,1.7768717237781234e-12,0.00012415091660415061,5.1234932922590584e-09,9.1757437771697295e-18,0.0006323193670442754,1.7780602050540922e-07,1.4176449817874487e-07,2.5843424901753486e-10,0.00026179706921799025,7.9168305023457285e-12,7.2139920243418809e-10,1.1496217719334001e-08,1.9064359454683171e-11,2.4057724005112821e-10,1.3879798579749469e-09,1.9410514097252744e-08,2.1809664035436266e-11,0.00076671371506656426,0.00013276922412248996,0.00092141260452401541,2.871958445821943e-09,4.7892868025948863e-08,0.0020168855587455212
0.022695263610309945,0.0019242100749517464,2.4789447770752025e-11,3.7563403971062771e-11,1.6152191145094457e-08,2.1131921561076035e-06,0.0040266299199352212,0.0,0.0,7.2794992278125352e-06,0.00065720115485657022,0.00010686237892636569,2.1043155256396799e-06,3.6668140118650031e-11,1.2556856109804649e-30,5.8014105919347518e-23,6.0134325139154353e-15,9.2481425699473987e-09,7.2657483649376685e-05,4.3365607294565863e-15,1.206681301511987e-20,1.4121408746369428e-08,2.3743925320836163e-20,1.0207153374533016e-16,1.0102329220739381e-05,1.2136523651088815e-09,9.5640261649740176e-08,1.0418760067045864e-12,9.5379576080450551e-05,1.2707482367544966e-08,2.412937204542672e-12,1.6707400500427343e-12,5.4886041695452087e-14,7.7815240933072928e-11,2.7492241399703374e-07,5.064258466191099e-13,1.632923095272135e-13,3.303666447303888e-07,2.3951820686580338e-07,5.0617119006906229e-16,1.13189148454007e-14,3.3985441441844435e-10,4.9246526358943188e-31,4.4454872905783392e-06,4.9532885255445264e-11,2.3526155494672304e-07,3.0041642806457166e-14,3.5077148271504711e-10,9.3200510002154217e-18,1.2933971719319868e-07,2.5638063370741955e-09,6.0099482882154773e-14,8.4675901576387369e-29,5.3776637705870101e-23,7.5676631629603502e-08,8.6369813406358273e-15,4.3004568674038822e-09,5.4418901840640952e-16,3.2110805913667098e-07,2.6948228833083296e-16,1.147259186702347e-17,1.698063114102074e-10,4.1764212575424755e-19,1.305010598559842e-09,1.356805397382787e-15,4.9197830701156335e-17,3.1786174373726185e-10,4.7213343831780818e-17,0.88168480800000004,0.0,0.0039155626489600021,0.10157585343121657,0.00089691343645139233,4.6572982402276302e-14,3.3122632659987905e-10,3.1597927336799763e-10,2.4814083604506066e-12,2.3309387527218414e-08,9.6945805639199868e-09,6.2658590291937134e-14,1.7707930910574113e-08,8.2252792360968071e-11,2.4651725704717742e-07,8.7077645538062654e-13,1.0296204069607397e-09,5.673136654205049e-09,0.00066161798328788545,3.8629146453699716e-10,9.4313972098233479e-08,5.9428696023849557e-09,2.1658776454390176e-10,2.5675993546688658e-09,1.7677133296372036e-12,0.00012474483880269469,5.0971633492690743e-09,9.1038007761040607e-18,0.00063462059865061987,1.7688845521120457e-07,1.403724769674626e-07,2.5711134380623765e-10,0.00026186470444012824,7.8393996360548622e-12,7.1450601537867861e-10,1.1383534607724879e-08,1.8972683828133943e-11,2.382200154141214e-10,1.3812646032723535e-09,1.9312191047768478e-08,2.1601855216377497e-11,0.00076903469838654839,0.0001325772066928806,0.00092579715714992037,2.85939023389712e-09,4.7672214730884872e-08,0.0020274687996209482
0.022872949078228663,0.0019242055836044484,2.4768204385017516e-11,3.7628844109078196e-11,1.6136160413875883e-08,2.1222216962643951e-06,0.0040474081836156979,0.0,0.0,7.2677237676840742e-06,0.00065838174829225529,0.00010808106729250941,2.1428951296954707e-06,3.6764018074192469e-11,1.2482119918584467e-30,5.8133777692948297e-23,6.0268433906772908e-15,9.2519187264241933e-09,7.2911987440237304e-05,4.3867428484414951e-15,1.2170910559192318e-20,1.4250104605493307e-08,2.3931134583826327e-20,1.0204295723965116e-16,1.0142884092913755e-05,1.2114945919721933e-09,9.670606206779692e-08,1.0431389061988381e-12,9.5568501802911754e-05,1.2779271208727328e-08,2.4189979666228694e-12,1.6707733990252871e-12,5.5230686660463107e-14,7.8119417259383242e-11,2.7679519029915299e-07,5.1184385607890475e-13,1.6368645894806091e-13,3.3042547225356796e-07,2.3900256230685699e-07,5.0601983629859937e-16,1.1310196246642451e-14,3.4066506012479115e-10,4.9694228724017613e-31,4.4876496444824743e-06,4.9594723104707837e-11,2.3737601346271169e-07,3.0052930680055812e-14,3.5121051821698077e-10,9.3297041591908797e-18,1.3024257462913232e-07,2.6002651400388461e-09,6.0623552185454802e-14,8.5342442638414868e-29,5.43585400517114e-23,7.6418159415085436e-08,8.7098006622535006e-15,4.3047691498651939e-09,5.4852646567405315e-16,3.251526087470152e-07,2.6678942433195703e-16,1.1540441902648186e-17,1.6947254443190215e-10,4.185430361500791e-19,1.3025916359582742e-09,1.3602099768231487e-15,4.9771140624172045e-17,3.1979566212547923e-10,4.7500618609061446e-17,0.88168480800000004,0.0,0.0038952689272309746,0.10155044773802265,0.00089626750632038966,4.633666614957369e-14,3.2962916699056432e-10,3.145435612119835e-10,2.4682054096912059e-12,2.3197722863583982e-08,9.6455988935775649e-09,6.232519811128436e-14,1.7630380360728633e-08,8.1850662376668687e-11,2.453818136563896e-07,8.6592863350423816e-13,1.0243327644962308e-09,5.6453806278107816e-09,0.00066195607949394409,3.8343187548045107e-10,9.3831755784531512e-08,5.8975028740810413e-09,2.1494937811624644e-10,2.5475452460646197e-09,1.7586351931328384e-12,0.00012533570535846537,5.071063459987013e-09,9.032695987453548e-18,0.00063690382199183709,1.7597896117844142e-07,1.3899839452526992e-07,2.5579970004461475e-10,0.00026192245489023734,7.7629624397064692e-12,7.0769906527638588e-10,1.1272301290673951e-08,1.8881794334522395e-11,2.3589310906324618e-10,1.3746006139569856e-09,1.9214658876497972e-08,2.139664992511838e-11,0.00077133292658010952,0.0001323805900374777,0.00093015939062246196,2.8469127737312717e-09,4.7453252704287788e-08,0.0020380042018119239
0.02305063454614738,0.001924201260625634,2.4747172465867844e-11,3.7693777952832492e-11,1.6120337380178787e-08,2.1311889794220375e-06,0.0040681027027597407,0.0,0.0,7.2560490184090197e-06,0.0006595351793117737,0.00010930234954424559,2.1818606330526309e-06,3.6858590422635271e-11,1.2404475809793583e-30,5.8252608987398106e-23,6.0401176776589855e-15,9.2557314211155163e-09,7.3163533464270199e-05,4.4370326287018865e-15,1.2274831461928615e-20,1.4378600238634251e-08,2.4117950592197627e-20,1.0201561088616158e-16,1.0183209558704188e-05,1.2093553826462636e-09,9.7773728458901664e-08,1.0443671310010611e-12,9.5753509278079916e-05,1.2850870180352481e-08,2.4249651232144583e-12,1.6708080271915374e-12,5.5573312112257671e-14,7.8421540584190035e-11,2.7865605046591984e-07,5.1727124443009694e-13,1.6407988970177405e-13,3.3048613322008059e-07,2.3849093721909923e-07,5.0586809762083971e-16,1.1301148387506262e-14,3.4146263969246805e-10,5.0141228647023539e-31,4.5297793358809155e-06,4.9654908152714059e-11,2.3948559862549265e-07,3.0063209506602084e-14,3.5163804906155252e-10,9.3390601211579811e-18,1.3114087678724695e-07,2.6368761380644001e-09,6.1146983957416629e-14,8.6007561131193489e-29,5.4941430170066867e-23,7.7156886327675944e-08,8.7822936322530738e-15,4.3089434342106988e-09,5.5284988898523745e-16,3.2921238120392178e-07,2.7801823622710218e-16,1.1607869374534585e-17,1.6913409936567813e-10,4.1942818439005057e-19,1.3001410952799717e-09,1.3635674657812932e-15,5.034624194613926e-17,3.21716925018016e-10,4.7786014273598351e-17,0.88168480800000004,0.0,0.0038751274044873606,0.10152524321801749,0.0008956226673057353,4.6102110327953781e-14,3.280449965477042e-10,3.1311941198793133e-10,2.4551071017949338e-12,2.3087007082982378e-08,9.597035846173425e-09,6.1994448324565463e-14,1.7553406455406002e-08,8.1451850921731178e-11,2.4425530552938067e-07,8.6112144141258479e-13,1.0190910653598421e-09,5.6178485753067222e-09,0.00066226917731842486,3.8060368509946701e-10,9.3353621082129153e-08,5.8526498405806243e-09,2.1332937348353243e-10,2.5277233508444561e-09,1.7496359348481251e-12,0.00012592354292834077,5.0451896711708274e-09,8.9624145454759245e-18,0.00063916924618479529,1.7507739927209434e-07,1.3764192405478977e-07,2.5449913074538377e-10,0.00026197049421139532,7.6875008652766072e-12,7.0097681475742977e-10,1.1162491388986435e-08,1.8791677184662733e-11,2.3359596948195156e-10,1.3679870844511693e-09,1.9117905017857545e-08,2.1194001684918374e-11,0.00077360869202938666,0.00013217948430986387,0.00093449949794802037,2.8345245753105348e-09,4.7235954046496331e-08,0.0020484921159893647
0.0232283200140661,0.0019241971033528604,2.4726345862673247e-11,3.7758209302732136e-11,1.610471694985019e-08,2.1400945428856153e-06,0.0040887141590303013,0.0,0.0,7.2444728739212652e-06,0.0006606617859652562,0.00011052618170235434,2.2212124993906102e-06,3.6951867300683297e-11,1.2479573398018351e-30,5.8370589492177679e-23,6.0532553085037535e-15,9.259579455426102e-09,7.3412146673628885e-05,4.4874273423136345e-15,1.2378571710150512e-20,1.4506891066224461e-08,2.4304368508598614e-20,1.0198945458091491e-16,1.0223307952458544e-05,1.2072343087835475e-09,9.8843213522783599e-08,1.045561040511489e-12,9.5934643753085974e-05,1.2922280900668878e-08,2.430839377577623e-12,1.6708436913478003e-12,5.5913806232837712e-14,7.8721620694313246e-11,2.8050498814024446e-07,5.2270780718016152e-13,1.6447256083140345e-13,3.3054857780553249e-07,2.3798324395570736e-07,5.057159362433363e-16,1.1291777228388154e-14,3.4224725584914299e-10,5.058751028133534e-31,4.5718748671983139e-06,4.9713457356201518e-11,2.415902343827683e-07,3.0072493146164886e-14,3.5205419383621547e-10,9.3481221274676923e-18,1.3203462842489079e-07,2.6736371856811816e-09,6.1669759699052123e-14,8.667122963245293e-29,5.5525274916680163e-23,7.7892752172586174e-08,8.8544552733428825e-15,4.3129812296717595e-09,5.571591566367376e-16,3.3328724015573726e-07,2.7067561446002682e-16,1.1674875370998108e-17,1.6879108510495298e-10,4.2029770393117076e-19,1.2976596465005371e-09,1.3668782379995814e-15,5.09231144170177e-17,3.2362618603524452e-10,4.8069626335867353e-17,0.88168480800000004,0.0,0.0038551363366723631,0.1015002374554663,0.0008949789092016732,4.586929426283407e-14,3.2647359742403071e-10,3.1170662621359691e-10,2.4421121403457497e-12,2.297722372824681e-08,9.5488843476696771e-09,6.1666308194982724e-14,1.7476999598764948e-08,8.1056302240095183e-11,2.4313758341320365e-07,8.5635435194203365e-13,1.0138945310986923e-09,5.5905368810175225e-09,0.00066255768828470411,3.7780636229246978e-10,9.2879501415715762e-08,5.8083016553081313e-09,2.1172743583648278e-10,2.5081296167928831e-09,1.7407142182890378e-12,0.00012650837772362601,5.0195381553645273e-09,8.8929420824457662e-18,0.00064141707674196774,1.741836347640181e-07,1.3630274960764642e-07,2.532094553942883e-10,0.00026200899285632368,7.6129974621315958e-12,6.943377763910467e-10,1.1054079391597645e-08,1.8702318983235674e-11,2.3132806330041625e-10,1.3614232380502317e-09,1.9021917352311694e-08,2.099386553006519e-11,0.00077586228193654658,0.00013197399742717486,0.00093881766883277171,2.8222241975668374e-09,4.7020291776480943e-08,0.0020589328873223205
0.023406005481984817,0.001924193109179656,2.4705718651378742e-11,3.7822141818760056e-11,1.6089294141699447e-08,2.1489389141287547e-06,0.0041092432199521358,0.0,0.0,7.2329932838578059e-06,0.00066176190028407263,0.00011175252021501573,2.2609511775845597e-06,3.7043858669812376e-11,1.2594987030200359e-30,5.8487708593345855e-23,6.066256189526655e-15,9.2634616757643226e-09,7.3657851698122635e-05,4.5379242738054905e-15,1.248212732748396e-20,1.4634972589868121e-08,2.4490383575290974e-20,1.0196444946293633e-16,1.0263181556874782e-05,1.205130957839905e-09,9.991447028305369e-08,1.0467209865326561e-12,9.6111949714559303e-05,1.2993504947982711e-08,2.436621413730536e-12,1.6708801579760288e-12,5.6252275141436393e-14,7.9019667153977587e-11,2.8234199841253397e-07,5.2815334248962306e-13,1.6486443295853706e-13,3.306127580641013e-07,2.3747939810190031e-07,5.0556331707834948e-16,1.1282088617212727e-14,3.4301900859832379e-10,5.103305806127497e-31,4.6139347639968299e-06,4.9770387313445472e-11,2.4368984635515467e-07,3.00807950915032e-14,3.5245906851835955e-10,9.3568933569906474e-18,1.3292383467874088e-07,2.7105461480542118e-09,6.2191861280602492e-14,8.7333422075624337e-29,5.611004207128494e-23,7.8625698216464678e-08,8.9262807353021411e-15,4.3168840165366947e-09,5.6145414209032878e-16,3.3737704990659303e-07,2.7512089687212811e-16,1.1741461020788555e-17,1.6844360847035049e-10,4.2115172489665101e-19,1.2951479493408539e-09,1.37014266306421e-15,5.1501738062703833e-17,3.2552320747808917e-10,4.8351420961123841e-17,0.88168480800000004,0.0,0.0038352940146170193,0.10147542808342649,0.000894336222069579,4.5638197681864367e-14,3.2491475806105734e-10,3.1030501050146619e-10,2.4292192559897311e-12,2.2868356851276276e-08,9.5011375167603561e-09,6.1340745668911076e-14,1.7401150459065341e-08,8.066396216382181e-11,2.4202850192060593e-07,8.5162684943726371e-13,1.0087424040776821e-09,5.5634420082246479e-09,0.00066282201547962624,3.7503938626661936e-10,9.2409331593721921e-08,5.7644496366377233e-09,2.1014325631073642e-10,2.488760065335582e-09,1.7318687427028655e-12,0.00012709023545429561,4.9941051857265456e-09,8.8242644917432468e-18,0.00064364751510719563,1.7329753646644586e-07,1.3498056115833426e-07,2.5193049722767903e-10,0.00026203811767140347,7.5394351087462064e-12,6.8778049185633928e-10,1.094704027493434e-08,1.8613706749276498e-11,2.2908886734484889e-10,1.3549083141274329e-09,1.8926683998515323e-08,2.0796197373825583e-11,0.00077809397765936437,0.00013176423478100918,0.00094311408927012688,2.8100102385864912e-09,4.6806239601660283e-08,0.0020693268547918864
0.023583690949903535,0.0019241892755338323,2.4685285030032346e-11,3.7885579115170165e-11,1.6074064114111891e-08,2.1577226137613753e-06,0.0041296905431893044,0.0,0.0,7.2216082341909454e-06,0.00066283585007819899,0.00011298132183265714,2.3010771056231208e-06,3.7134574384199793e-11,1.2523066278397231e-30,5.8603956469368837e-23,6.0791202788761414e-15,9.2673769439634821e-09,7.3900672941873009e-05,4.5885207123611306e-15,1.2585494376727967e-20,1.4762840368632661e-08,2.4675991090849153e-20,1.0194055756982351e-16,1.0302832618673554e-05,1.2030449253781549e-09,1.0098745198402323e-07,1.0478473170545739e-12,9.6285471116358114e-05,1.3064543872844059e-08,2.4423119097423234e-12,1.6709171985957659e-12,5.6588653941790804e-14,7.9315689402457066e-11,2.8416707738690466e-07,5.3360764833720565e-13,1.652554677331845e-13,3.3067862666554871e-07,2.3697931700622371e-07,5.0541020506899055e-16,1.1272088277221733e-14,3.4377799692035143e-10,5.1477856620061711e-31,4.6559575682212418e-06,4.9825714448131771e-11,2.4578436134308711e-07,3.008812862483462e-14,3.5285278778249364e-10,9.3653769454887746e-18,1.3380850094755518e-07,2.7476008980532778e-09,6.2713270593000648e-14,8.7994111848947441e-29,5.6695698917923011e-23,7.9355666766210101e-08,8.9977652436498018e-15,4.3206532553828147e-09,5.6573471868332721e-16,3.4148167522474749e-07,2.723376464959357e-16,1.1807627422872129e-17,1.6809177394426595e-10,4.2199037593209932e-19,1.2926066529585309e-09,1.3733611051211912e-15,5.2082092765271704e-17,3.2740805434621886e-10,4.8631406879660541e-17,0.88168480800000004,0.0,0.003815598753545328,0.10145081276908331,0.00089369459615706989,4.5408800609752757e-14,3.2336827154167786e-10,3.0891437568007137e-10,2.4164271985515825e-12,2.2760390845885547e-08,9.4537886287145793e-09,6.1017729177181971e-14,1.7325849920870573e-08,8.0274777721794012e-11,2.4092791912903112e-07,8.4693842630176057e-13,1.0036339440945502e-09,5.5365605094961127e-09,0.00066306255608378944,3.7230224970992372e-10,9.1943048107397472e-08,5.7210853350995989e-09,2.0857653421273353e-10,2.4696108266190819e-09,1.723098237266544e-12,0.00012766914148017904,4.9688871223778421e-09,8.7563680522342762e-18,0.00064586075987851206,1.7241897625426346e-07,1.3367505671955097e-07,2.5066208404665012e-10,0.00026205803297878633,7.4667971244967167e-12,6.81303538766358e-10,1.0841349654615407e-08,1.8525827780122945e-11,2.2687787179874759e-10,1.3484415715368599e-09,1.8832193384988861e-08,2.0600954217542591e-11,0.00078030405646466617,0.00013155029999610863,0.00094738894266225833,2.7978813289851364e-09,4.6593771855212582e-08,0.0020796743530578153
0.023761376417822253,0.0019241855998907652,2.4665039388782681e-11,3.79485248343598e-11,1.6059022187931778e-08,2.1664461541843661e-06,0.0041500567746493751,0.0,0.0,7.2103157676234234e-06,0.00066388395810002151,0.00011421254367140395,2.3415907082111665e-06,3.7224024250330035e-11,1.2612539412902989e-30,5.871932381446003e-23,6.091847568452517e-15,9.2713241658539776e-09,7.4140634538320235e-05,4.6392139665999156e-15,1.2688668986999572e-20,1.4890490030865649e-08,2.4861186422524512e-20,1.0191774241310722e-16,1.0342263341671374e-05,1.2009758192977786e-09,1.0206211214970701e-07,1.0489403771769968e-12,9.6455251274451764e-05,1.3135399192694911e-08,2.4479115381581134e-12,1.6709545940694384e-12,5.6922992512267039e-14,7.9609696842961386e-11,2.8598022238346154e-07,5.3907052495933117e-13,1.6564562847756164e-13,3.3074613801387804e-07,2.3648292042677246e-07,5.0525656769605666e-16,1.1261781829789194e-14,3.4452431893932427e-10,5.1921890830721004e-31,4.6979418415764237e-06,4.9879455050699892e-11,2.4787370756392543e-07,3.0094506818975794e-14,3.5323546532288693e-10,9.373576000918396e-18,1.3468863294347835e-07,2.7847993179557997e-09,6.3233969846371501e-14,8.8653273041617509e-29,5.7282213148179834e-23,8.0082601384996034e-08,9.0689041410102211e-15,4.324290393957053e-09,5.7000076334899898e-16,3.456009814413861e-07,2.7638677361790236e-16,1.1873375706372921e-17,1.6773568404699704e-10,4.2281378445339455e-19,1.2900363942596206e-09,1.376533926922611e-15,5.2664158571062347e-17,3.2928051408794346e-10,4.8909553203999283e-17,0.88168480800000004,0.0,0.0037960488978263699,0.1014263892203925,0.00089305402193342134,4.5181083428575846e-14,3.2183393704258657e-10,3.0753453789988958e-10,2.4037347409307055e-12,2.2653310538592375e-08,9.4068311518589207e-09,6.0697227733262427e-14,1.7251089144970866e-08,7.988869749227148e-11,2.3983569727956806e-07,8.4228858456357631e-13,9.9856843202874796e-10,5.509889035519365e-09,0.00066327970021354667,3.6959445796108719e-10,9.1480589211342319e-08,5.6782005110905199e-09,2.0702697632953456e-10,2.4506781267715354e-09,1.7144014673513752e-12,0.00012824512074300625,4.9438804287370819e-09,8.6892393831017192e-18,0.00064805700625355741,1.7154782963551618e-07,1.3238594228831163e-07,2.4940404843800154e-10,0.00026206890008218409,7.3950672704325946e-12,6.7490553274442846e-10,1.0736983795879182e-08,1.8438669725311337e-11,2.2469458042865573e-10,1.3420222905101262e-09,1.8738434263895697e-08,2.0408094211922819e-11,0.00078249279073367415,0.00013133229458406025,0.000951642409319276,2.7858361412697637e-09,4.6382863627523643e-08,0.0020899757116242656
0.02393906188574097,0.001924182079770642,2.4644976298287415e-11,3.8010982553085067e-11,1.6044163812173548e-08,2.1751100395046798e-06,0.0041703425483889528,0.0,0.0,7.1991139814675715e-06,0.00066490654198190352,0.00011544614322168736,2.3824923965841304e-06,3.7312217985010795e-11,1.2642198771260787e-30,5.8833801770969974e-23,6.1044380729384664e-15,9.2753022794160281e-09,7.4377760346481722e-05,4.6900013630507301e-15,1.2791647348914052e-20,1.501791727570169e-08,2.5045965006963833e-20,1.0189596856077335e-16,1.0381475886477719e-05,1.1989232593844166e-09,1.0313840458127211e-07,1.0500005075467575e-12,9.662133285881337e-05,1.3206072391725142e-08,2.4534209651554832e-12,1.6709921337667394e-12,5.7255264098762742e-14,7.9901698781160084e-11,2.8778143195314294e-07,5.4454177447067038e-13,1.660348798131515e-13,3.3081524779703488e-07,2.3599013056454323e-07,5.0510237419520394e-16,1.1251174809877644e-14,3.4525807178525004e-10,5.2365145811309811e-31,4.739886165971057e-06,4.9931625204367995e-11,2.4995781467793495e-07,3.0099942547779197e-14,3.5360721334526063e-10,9.3814935892815083e-18,1.3556423669313873e-07,2.8221392998646936e-09,6.3753941521061494e-14,8.9310880265944648e-29,5.7869552750115082e-23,8.0806446922027741e-08,9.139692888524309e-15,4.3277968607384096e-09,5.7425215613863603e-16,3.4973483446852289e-07,2.7914267330274155e-16,1.1938707019998665e-17,1.6737543959486596e-10,4.2362207647929131e-19,1.2874377994756717e-09,1.3796614878635832e-15,5.3247915651386308e-17,3.3114067604286544e-10,4.9185872808324628e-17,0.88168480800000004,0.0,0.0037766428212906962,0.10140215518652969,0.00089241449009093323,4.4955026883536284e-14,3.2031155889265473e-10,3.061653185819811e-10,2.3911406792757824e-12,2.2547101182554939e-08,9.3602587196880389e-09,6.0379210937739488e-14,1.7176859521618927e-08,7.9505671368273198e-11,2.3875170211710582e-07,8.3767683588269026e-13,9.9354516686240275e-10,5.4834243189783884e-09,0.00066347383083419282,3.6691552771447298e-10,9.1021894650781771e-08,5.6357871141183137e-09,2.0549429617638358e-10,2.4319582785353338e-09,1.705777229408429e-12,0.00012881819776256896,4.9190816568136112e-09,8.622865410631943e-18,0.00065023644599191571,1.7068397523746194e-07,1.3111293053719438e-07,2.4815622703147275e-10,0.00026207087722999512,7.3242296760715446e-12,6.6858512069173035e-10,1.0633919502637145e-08,1.8352220581642557e-11,2.2253850826282313e-10,1.3356497687797941e-09,1.8645395655980728e-08,2.0217576453532446e-11,0.00078466044790926205,0.0001311103179184437,0.0009558746664326634,2.7738733823858493e-09,4.6173490640337059e-08,0.0021002312547961427
