Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303)
0.10602819717819617,0.0015292327181540206,6.8948577793840204e-14,1.6104154460767043e-14,3.6539300563535379e-09,9.7257473372375542e-10,0.0020556456585640388,0.0,0.0,2.6410076112513223e-06,0.00015531781199264674,3.2849738210186344e-06,4.0830497340784389e-08,5.7839238003399915e-13,2.2067221857330211e-37,1.4041367484046439e-28,2.25218045749543e-18,2.6567373808094151e-11,6.5041629687469525e-06,2.755722564005333e-20,5.2595434274802775e-27,1.1332075364509494e-12,3.4651411749290597e-28,7.4919850910833851e-20,6.7985259560586544e-06,2.8321889915267836e-10,8.6541090834056349e-12,5.5923090558272194e-17,7.7585330455182108e-08,6.3549290650466754e-13,7.6939128811697636e-18,1.0126929558722745e-13,4.6261117453965071e-18,5.3146984986327664e-15,5.2121646328659902e-11,7.2241923197254298e-15,1.3639003724705685e-14,2.2948164062644226e-07,1.4791347623362021e-05,5.0384902442491061e-16,2.4154722706130164e-17,3.0894051678673119e-13,3.5194018809353854e-42,2.0567493583306527e-09,2.1404429786524733e-15,8.8992000481675364e-12,1.1911267632893445e-17,1.8118301187063307e-12,7.2637247115680903e-22,1.7949304573830221e-11,1.0601674320802353e-13,2.5833858593589311e-18,1.4678018829047014e-36,4.9227062798415733e-29,4.0968998993120454e-11,5.4838830785199161e-19,1.7621920953999591e-11,4.0125432666525985e-20,3.5155634815853111e-09,4.8190043312596884e-17,1.97490366480454e-21,1.724412098873278e-11,2.9701572314019116e-22,3.1294523874929845e-10,1.5120529284773095e-16,1.0084212102074878e-19,1.6167396460342955e-11,4.3819264817886313e-21,0.88168480800000004,0.0,0.0017015210186794368,0.09822983965161193,0.00096839558377816799,3.2495877197798385e-21,1.8418193614627351e-14,1.8615350556782609e-16,5.5702452554812903e-17,5.5631306643715942e-12,4.5269910359070834e-11,2.2220174584048168e-19,1.5361900571550059e-09,4.1792385032312704e-15,5.6877208339475083e-06,8.462223578063314e-16,9.1887160996618526e-12,7.8207215894067226e-10,0.0027811825956471446,3.2932960748154413e-11,3.2908906761379776e-06,4.6981329919207835e-08,5.1164520300757312e-11,1.1007160224855437e-07,3.2057781302444393e-15,1.0443970835859095e-07,2.1768614922622079e-10,1.470816170574471e-17,0.0012355017644727717,1.1722326607143063e-06,0.00036806123165161416,7.9043081202938405e-10,0.001645556420883444,2.6105038177906044e-11,5.0856327158395734e-10,2.1059817346801855e-06,2.0472517180046505e-16,8.111634476476341e-09,8.3987529851512844e-10,3.0650455728605372e-06,2.28695758071815e-11,0.00081956172880602715,0.00075686074927785237,0.00013613680631716321,2.1340714851221046e-08
0.1062105201875772,0.0015292106821334001,6.900606129724921e-14,1.5964790164883943e-14,3.6314404963885536e-09,9.7536841772036934e-10,0.0020606850104593162,0.0,0.0,2.6345052457658391e-06,0.00015589284655742852,3.3070286165748515e-06,4.1198403499812466e-08,5.7779162682620217e-13,1.7074871885748803e-37,1.3153404086105648e-28,2.2305012820652032e-18,2.6468254234522739e-11,6.5340922771730417e-06,2.7561644106477625e-20,5.2474719755802536e-27,1.1373869425798665e-12,3.4769851560718079e-28,7.4188453884695861e-20,6.8096240145207415e-06,2.83435581677486e-10,8.7006308884955773e-12,5.5625323582330087e-17,7.7632394405467369e-08,6.3679976966006179e-13,7.6986139823934313e-18,1.00884012781753e-13,4.6155135074029228e-18,5.308832710491739e-15,5.2308908700324996e-11,7.2294089151709441e-15,1.35162136852553e-14,2.2878521456319816e-07,1.4810265237889617e-05,5.0141196598221519e-16,2.4199629980696952e-17,3.0936574236684026e-13,3.5323816580867597e-42,2.0646753920437469e-09,2.1290272227243512e-15,8.9470132589072878e-12,1.1890018754078686e-17,1.8052621436969303e-12,7.2238370430731501e-22,1.8015745143660194e-11,1.0668802273243673e-13,2.5777784664241158e-18,1.455476395326814e-36,4.894183153323836e-29,4.1176438350718763e-11,5.4798827916423442e-19,1.7526337828586715e-11,4.0093960691749678e-20,3.5385785591215377e-09,-3.4153828529066338e-17,1.9704183334622815e-21,1.7282857900084963e-11,2.9585616488150246e-22,3.1383573092039263e-10,1.5096852809794755e-16,1.0088363854333913e-19,1.626370559632202e-11,4.4027682680232012e-21,0.88168480800000004,0.0,0.0016901528954094823,0.098209928478481867,0.00096831408757682032,3.2518358064511871e-21,1.824905503601087e-14,1.8648329588361782e-16,5.5734592319386334e-17,5.5722751694865203e-12,4.484585556921187e-11,2.2233125951685645e-19,1.5324491908009872e-09,4.1408516381315624e-15,5.6741031706904808e-06,8.4655626279152175e-16,9.1026014296245742e-12,7.7873568108002794e-10,0.0027852139623538576,3.2641129585085522e-11,3.2771499781455907e-06,4.6557049953280754e-08,5.0710700212585154e-11,1.0907472767022093e-07,3.1757342672803492e-15,1.0459577170630743e-07,2.1564630664656063e-10,1.4574955754355307e-17,0.0012374703546100211,1.1636583706122883e-06,0.00036618731042920835,7.87132181199274e-10,0.0016458255832601794,2.5972170927005652e-11,5.0607665314010007e-10,2.0952921635388774e-06,2.0506169290147359e-16,8.0704614339104465e-09,8.4104355469853893e-10,3.0693875559879081e-06,2.2757784579033212e-11,0.00082261894246779695,0.00076028729033316702,0.00013666962315673524,2.1296159861555309e-08
0.10639284319695824,0.0015291888285066612,6.9062347594485463e-14,1.582805926287387e-14,3.6090586082862982e-09,9.7814848786961502e-10,0.0020656911522247351,0.0,0.0,2.6279936503161395e-06,0.00015646544710175929,3.3290552986126372e-06,4.1566471135221562e-08,5.7717045309728462e-13,2.4950002651161009e-37,1.2193083419223374e-28,2.2089957799093201e-18,2.6369358053000447e-11,6.5639802362054437e-06,2.7564392932274971e-20,5.2346038011099542e-27,1.1415397539885137e-12,3.4720188565114844e-28,7.3463104686334346e-20,6.8205933781251702e-06,2.8364858262618727e-10,8.7469646946879168e-12,5.5327975551729118e-17,7.7678601657129681e-08,6.3809515334115607e-13,7.7031282239240047e-18,1.0049722971807524e-13,4.6082499557817048e-18,5.3028266586627932e-15,5.2495053376927995e-11,7.2341738160255964e-15,1.3394276211614205e-14,2.2808965334272339e-07,1.4828871430457767e-05,4.9897114640812223e-16,2.4243651432296242e-17,3.0978313324828202e-13,3.54527884084638e-42,2.0725541214728315e-09,2.1176270882471477e-15,8.9947349283595876e-12,1.1868561248947126e-17,1.7986714360408278e-12,7.1840268704737723e-22,1.8081790242715875e-11,1.073570340352734e-13,2.572062073427888e-18,1.4448251819303552e-36,4.8654835666169977e-29,4.1382756019958257e-11,5.4755473334418182e-19,1.7430926894303589e-11,4.0060617935483702e-20,3.5615559653794021e-09,1.5192589742432818e-17,1.9658572345705869e-21,1.7320968355201622e-11,2.9468646165246767e-22,3.1471662353500237e-10,1.5072672090230187e-16,1.0091892975894386e-19,1.6359433908097722e-11,4.43290936172639e-21,0.88168480800000004,0.0,0.0016788935565368135,0.098190171358245329,0.0009682330988900179,3.2540698792710162e-21,1.8081509997662542e-14,1.8681035107288947e-16,5.5766520870770739e-17,5.5813392570065729e-12,4.4425932408694624e-11,2.2245991871326717e-19,1.5286986767840951e-09,4.1028264180821256e-15,5.6604442950589784e-06,8.468879512397817e-16,9.0173263903901527e-12,7.7540484613049617e-10,0.002789204959210785,3.2352052566539167e-11,3.263427305636144e-06,4.6136900265693575e-08,5.0261169199463398e-11,1.0808760040792289e-07,3.1459833364316686e-15,1.0475037273384895e-07,2.1362635888332947e-10,1.444305227424385e-17,0.0012394211223965088,1.155130288158203e-06,0.00036431499290281983,7.8383785760764946e-10,0.0016460714773427856,2.5839416670408642e-11,5.0359042476251587e-10,2.0846110459716921e-06,2.0539525460581751e-16,8.0293209501350298e-09,8.4218013864397747e-10,3.0736128469882027e-06,2.2646010406325923e-11,0.00082566060400470495,0.0007637026701480551,0.0001372002987517747,2.1251385048297385e-08
0.10657516620633928,0.0015291671556323019,6.9117445429293383e-14,1.5692575784923894e-14,3.5867846342997887e-09,9.8091502886342959e-10,0.0020706642702331256,0.0,0.0,2.6214732786610021e-06,0.00015703561574806178,3.3510531441754348e-06,4.1934677980352126e-08,5.7652918236981353e-13,1.8210407604786616e-37,1.3360452480522325e-28,2.187663468079842e-18,2.627068772873733e-11,6.5938269559070392e-06,2.7565485441243368e-20,5.223248158850352e-27,1.1456660679774095e-12,3.48285427819568e-28,7.2743783530269913e-20,6.8314353024488647e-06,2.8385792516436921e-10,8.7931100345251583e-12,5.5031075707808462e-17,7.7723965242463665e-08,6.3937914632687517e-13,7.7074575520685129e-18,1.0010901897020584e-13,4.5999966236243257e-18,5.2966829644438493e-15,5.2680085052803407e-11,7.2384910608246559e-15,1.3273191457079359e-14,2.2739497172965237e-07,1.4847168081833835e-05,4.9652691151170467e-16,2.4286791862282121e-17,3.1019274808693732e-13,3.5580937314057768e-42,2.0803856767232417e-09,2.1062437049005722e-15,9.0423643434435725e-12,1.1846899922826135e-17,1.7920590280978919e-12,7.1442977192736731e-22,1.8147441227904566e-11,1.0802375423956919e-13,2.5662389409056015e-18,1.4313570466002056e-36,4.8366121763298545e-29,4.1587951106837396e-11,5.4708817527569465e-19,1.7335696694533195e-11,4.0025429984138434e-20,3.5844949540832789e-09,3.411606410140935e-17,1.9612220272673415e-21,1.7358454644030364e-11,2.93506925279244e-22,3.1558796142958188e-10,1.5047996184262494e-16,1.0094805630710522e-19,1.6454722629785056e-11,4.4607555209887474e-21,0.88168480800000004,0.0,0.0016677418766225677,0.098170567006404252,0.00096815261520458661,3.2562900392797251e-21,1.7915545381923721e-14,1.8713469406585001e-16,5.5798239946242813e-17,5.5903236586612543e-12,4.4010104225454144e-11,2.2258773047953659e-19,1.5249388646927917e-09,4.0651598635841051e-15,5.6467455905300377e-06,8.4721744391173961e-16,8.9328835211605764e-12,7.7207986451800341e-10,0.0027931560044122091,3.2065708661775079e-11,3.2497236292771196e-06,4.5720846765564849e-08,4.9815894381567208e-11,1.0711013915272618e-07,3.1165227347598616e-15,1.0490352571315604e-07,2.1162612922724518e-10,1.4312440400619356e-17,0.0012413542423141059,1.1466485706867112e-06,0.00036244444756490871,7.8054807468080554e-10,0.0016462944827709198,2.5706787366556601e-11,5.0110483871037353e-10,2.07393935776773e-06,2.0572588384140735e-16,7.988216783631811e-09,8.4328521812126158e-10,3.0777220645970309e-06,2.2534264638531836e-11,0.00082868672636041791,0.00076710685573643683,0.00013772883376035665,2.1206395738611408e-08
0.10675748921572031,0.0015291456617757674,6.9171363675642412e-14,1.5558475069391016e-14,3.5646187926792722e-09,9.8366812528213952e-10,0.0020756045507753424,0.0,0.0,2.6149445793998057e-06,0.00015760335484027105,3.3730214443268959e-06,4.230300200194529e-08,5.7586814496205819e-13,1.2799732067145997e-37,1.37920639180858e-28,2.1665038387715219e-18,2.6172245661578203e-11,6.6236325500142896e-06,2.7564941400417098e-20,5.2096626652843977e-27,1.1497659837488948e-12,3.485541456839703e-28,7.2030468282878738e-20,6.8421510341279659e-06,2.8406363216713906e-10,8.8390660884526548e-12,5.473465238218316e-17,7.7768497993236024e-08,6.4065183697206798e-13,7.7116038990851053e-18,9.9719452443313172e-14,4.5913240531009556e-18,5.2904042827405692e-15,5.286400847995012e-11,7.2423649542034433e-15,1.3152959361516042e-14,2.267011842035211e-07,1.4865157068506971e-05,4.9407960447301637e-16,2.4329056181400042e-17,3.1059464533721257e-13,3.5708266378626846e-42,2.0881701919310693e-09,2.0948781680398512e-15,9.0899008116643553e-12,1.1825039508576539e-17,1.7854259347749515e-12,7.1046529863631211e-22,1.8212699482025135e-11,1.08688161210175e-13,2.5603113675523794e-18,1.4183066389651653e-36,4.807580258645832e-29,4.1792022933404125e-11,5.4658912780350444e-19,1.7240655485732802e-11,3.9988423331049163e-20,3.607394794559204e-09,4.3875793472813608e-17,1.9565143926373562e-21,1.7395319103982324e-11,2.9231787079112052e-22,3.1644978996635507e-10,1.5022834322799255e-16,1.0097108358422009e-19,1.6549551446164191e-11,4.4878261677385842e-21,0.88168480800000004,0.0,0.0016566967418630515,0.098151114148366858,0.00096807263400297777,3.2584963870048208e-21,1.7751147971455698e-14,1.8745634762732522e-16,5.582975126906913e-17,5.5992290996788637e-12,4.3598334343933619e-11,2.2271470180980777e-19,1.5211700984478457e-09,4.0278489880058941e-15,5.6330084187378249e-06,8.4754476133202398e-16,8.8492653635717959e-12,7.6876094127752378e-10,0.002797067512017571,3.1782076504597566e-11,3.2360398957470157e-06,4.5308854959375389e-08,4.9374842418572302e-11,1.0614226180363735e-07,3.0873498601761479e-15,1.0505524477414842e-07,2.0964543993729118e-10,1.4183109162853052e-17,0.0012432698872061325,1.1382133624860323e-06,0.00036057583873396029,7.7726306006773632e-10,0.001646494973976531,2.5574294678063419e-11,4.9862014199903517e-10,2.0632780506936425e-06,2.0605360729690717e-16,7.9471526003552946e-09,8.4435896262559791e-10,3.0817158351447296e-06,2.2422558389301342e-11,0.0008316973240420515,0.00077049981592707158,0.0001382552290589992,2.1161197203572782e-08
0.10693981222510135,0.001529124345327682,6.9224111021305561e-14,1.5425206876503133e-14,3.5425612798813349e-09,9.8640786160570159e-10,0.0020805121800470065,0.0,0.0,2.6084079937583422e-06,0.00015816866690290441,3.394959501585044e-06,4.2671421349967998e-08,5.7518766088468293e-13,1.938308409842313e-37,1.242174182380549e-28,2.1455163678713715e-18,2.6074034162337209e-11,6.6533971352651476e-06,2.7562783066564046e-20,5.1971307949212251e-27,1.1538396020364179e-12,3.4946151332541003e-28,7.132313718023152e-20,6.8527418123527538e-06,2.8426572630812314e-10,8.8848315558332259e-12,5.4438733199684245e-17,7.7812212576268447e-08,6.4191331327555001e-13,7.715569185655105e-18,9.9328600243108962e-14,4.5804878448697296e-18,5.2839931972088755e-15,5.3046828456533793e-11,7.2457996424226293e-15,1.303357969747361e-14,2.2600830486891018e-07,1.4882840263322677e-05,4.9162955878629336e-16,2.437044927498197e-17,3.1098888333676215e-13,3.5834778730697596e-42,2.0959078044839796e-09,2.0835315453031631e-15,9.1373436574574662e-12,1.1802984683795169e-17,1.7787731528160347e-12,7.0650959868506881e-22,1.8277566408779489e-11,1.0935023341699971e-13,2.5542815827134092e-18,1.4084327315071981e-36,4.7783972651194187e-29,4.1994970997316583e-11,5.460580970556267e-19,1.7145811309798241e-11,3.9949623500369189e-20,3.6302547688735168e-09,-2.0968509386495043e-17,1.9517359602197695e-21,1.743156411101189e-11,2.9111960358672943e-22,3.1730215492963476e-10,1.4997195419151607e-16,1.009880743685816e-19,1.6644015144735266e-11,4.5094256848959837e-21,0.88168480800000004,0.0,0.0016457570480963924,0.098131811517798373,0.00096799315276448769,3.2606890223790148e-21,1.7588304656348416e-14,1.8777533437323696e-16,5.5861056549513628e-17,5.6080562998845103e-12,4.3190586312031498e-11,2.2284083964338217e-19,1.5173927164417165e-09,3.9908908155357662e-15,5.6192341197436883e-06,8.4786992383167572e-16,8.7664644990595558e-12,7.6544827622235493e-10,0.002800939892658044,3.1501134892679788e-11,3.2223770290577527e-06,4.490089066662263e-08,4.8937980159094502e-11,1.0518388686122899e-07,3.0584621244766642e-15,1.052055439288456e-07,2.0768411526055267e-10,1.4055047670699561e-17,0.0012451682285529269,1.129824797327499e-06,0.0003587093273074024,7.7398303597625254e-10,0.0016466733210926099,2.5441950024730108e-11,4.9613657649858032e-10,2.0526280567971547e-06,2.063784514621417e-16,7.9061319903079203e-09,8.4540154408261881e-10,3.0855947932411776e-06,2.2310902540844058e-11,0.00083469241282997718,0.00077388152103227562,0.00013877948570242561,2.1115794624289695e-08
0.10712213523448239,0.0015291032046200052,6.9275696208801272e-14,1.5294720914783729e-14,3.5206122750648876e-09,9.8913432203951625e-10,0.0020853873441117761,0.0,0.0,2.6018639538548947e-06,0.00015873155465494909,3.4168666308672975e-06,4.3039914471694569e-08,5.7448804797858898e-13,2.3489635142979115e-37,1.2833045757105708e-28,2.124700595390672e-18,2.5976055497440452e-11,6.6831208315039459e-06,2.7559032737441487e-20,5.1856244462369197e-27,1.1578870251686971e-12,3.4928689329910639e-28,7.0621767867836251e-20,6.8632088681550267e-06,2.8446423033719733e-10,8.9304066947987132e-12,5.4143345047733658e-17,7.7855121481340415e-08,6.431636628443468e-13,7.7193553150279459e-18,9.8936531271785319e-14,4.5737304308936857e-18,5.2774523013239699e-15,5.322854982925278e-11,7.2487993129504967e-15,1.2915052062033175e-14,2.2531634761007878e-07,1.4900219534981175e-05,4.8917710271925277e-16,2.4410976072017999e-17,3.113755202408509e-13,3.5960477548338581e-42,2.1035986551867004e-09,2.0722048760671402e-15,9.1846922232976035e-12,1.1780740039962934e-17,1.7721016616117325e-12,7.0256299380712912e-22,1.8342043433647147e-11,1.100099499816635e-13,2.5481517995428962e-18,1.3955194190023153e-36,4.7490717795280789e-29,4.2196794982586121e-11,5.4549558829941785e-19,1.7051171980560654e-11,3.9909056102123281e-20,3.6530741728577831e-09,7.316499660085617e-17,1.9468883489361789e-21,1.7467192081520898e-11,2.8991242663548387e-22,3.181451025398158e-10,1.4971088349519493e-16,1.0099909224357257e-19,1.673782591509541e-11,4.5423071916310896e-21,0.88168480800000004,0.0,0.0016349217016056582,0.098112657857361202,0.00096791416896537549,3.2628680447921612e-21,1.7427002399946927e-14,1.8809167677183909e-16,5.5892157484564335e-17,5.6168059732552962e-12,4.2786823892557307e-11,2.229661508662327e-19,1.5136070516599211e-09,3.9542823839624645e-15,5.6054240126784404e-06,8.481929515327698e-16,8.6844735520653214e-12,7.6214206399970456e-10,0.0028047735532433144,3.1222862589988731e-11,3.2087359305844536e-06,4.4496919691054353e-08,4.8505274415018415e-11,1.0423493285040844e-07,3.0298569544613926e-15,1.0535443706191487e-07,2.0574198052505257e-10,1.3928245037165198e-17,0.0012470494363556132,1.121482999154152e-06,0.00035684507051904156,7.7070821917186291e-10,0.001646829889612428,2.5309764566516095e-11,4.9365437902577368e-10,2.0419902870216075e-06,2.0670044261172672e-16,7.8651584622040404e-09,8.4641313677547182e-10,3.0893595821665717e-06,2.2199307748084202e-11,0.00083767200985739271,0.00077725194294759941,0.00013930160493450287,2.1070193129833215e-08
0.10730445824386342,0.0015290822380397869,6.9326127838321111e-14,1.5164792676452834e-14,3.4987719318634444e-09,9.9184759070715408e-10,0.002090230228884115,0.0,0.0,2.5953128866482537e-06,0.00015929202099099242,3.4387421586466254e-06,4.3408459978815218e-08,5.7376962389707983e-13,1.4645796158106858e-37,1.1629707721715e-28,2.1040558753037981e-18,2.5878311821000413e-11,6.7128037613724149e-06,2.7553704527943774e-20,5.1702975208117194e-27,1.1619083569275683e-12,3.4894915957240926e-28,6.9926336318681122e-20,6.8735534247973233e-06,2.8465916619947215e-10,8.9757907046583638e-12,5.3848514029847764e-17,7.789723703265566e-08,6.4440297290352494e-13,7.7229641782900791e-18,9.854331331998886e-14,4.5639560226582203e-18,5.2707841088116079e-15,5.3409177487551274e-11,7.2513682361825195e-15,1.2797375888048633e-14,2.24625325945002e-07,1.4917296748152795e-05,4.8672255855896775e-16,2.4450641543336344e-17,3.1175461405479193e-13,3.6085366054745812e-42,2.1112428879739796e-09,2.0608991698555976e-15,9.2319458684768098e-12,1.1758310109944812e-17,1.7654124232382649e-12,6.9862579551864974e-22,1.840613200195237e-11,1.1066729063213699e-13,2.541924222690424e-18,1.3837863928356564e-36,4.719612978967907e-29,4.2397494745293756e-11,5.4490210964245427e-19,1.6956745079948457e-11,3.9866746787418613e-20,3.6758523151868423e-09,6.0454782238213011e-17,1.9419731660104123e-21,1.7502205469146755e-11,2.8869663999250749e-22,3.1897867941210742e-10,1.4944521943370985e-16,1.0100420161300382e-19,1.6831255649453639e-11,4.5673925868661915e-21,0.88168480800000004,0.0,0.0016241896185142154,0.098093651918240335,0.0009678356800795027,3.2650335531348934e-21,1.7267228129586666e-14,1.8840539714479603e-16,5.5923055758773229e-17,5.6254788282438123e-12,4.238701096061611e-11,2.2309064231441579e-19,1.5098134316638092e-09,3.9180207357374212e-15,5.5915793957231669e-06,8.4851386436141616e-16,8.6032851748347822e-12,7.5884249410108203e-10,0.0028085688971740855,3.0947238235131442e-11,3.1951174791025665e-06,4.409690776826523e-08,4.8076691847403117e-11,1.0329531823753316e-07,3.0015317866311101e-15,1.0550193793815674e-07,2.0381886091984445e-10,1.3802690367432643e-17,0.0012489136792189651,1.1131880809812107e-06,0.00035498322218898673,7.6743882098604086e-10,0.0016469650406754548,2.5177749221294379e-11,4.911737817606694e-10,2.0313656326385464e-06,2.0701960681697423e-16,7.8242354489878859e-09,8.4739391727347559e-10,3.0930108540000183e-06,2.2087784457401348e-11,0.00084063613350970554,0.00078061105503963936,0.00013982158817414647,2.1024397770714413e-08
0.10748678125324446,0.0015290614439390858,6.9375414526884208e-14,1.5035543027962676e-14,3.4770403833018641e-09,9.9454775160408472e-10,0.002095041020077779,0.0,0.0,2.5887552136188297e-06,0.00015985006899897172,3.4605854242949695e-06,4.377703668554161e-08,5.7303270403614326e-13,1.8037584836451921e-37,1.255599634323648e-28,2.0835816111366056e-18,2.5780805228895241e-11,6.7424460504561476e-06,2.7546815460362749e-20,5.1580806430774131e-27,1.1659037026495506e-12,3.5173854845885968e-28,6.9236817793395098e-20,6.8837766967120178e-06,2.8485055580343825e-10,9.0209819252692736e-12,5.3554265456082507e-17,7.7938571370685983e-08,6.4563133023757214e-13,7.7263976537454171e-18,9.8149012929239099e-14,4.5517816165076025e-18,5.2639911407398635e-15,5.3588716366146439e-11,7.2535107269692986e-15,1.2680550426422934e-14,2.2393525308770626e-07,1.4934073762763594e-05,4.8426624270655294e-16,2.4489450698965036e-17,3.1212622259107395e-13,3.6209447521396278e-42,2.1188406501633499e-09,2.0496154056467437e-15,9.2791039708452057e-12,1.1735699365389226e-17,1.7587063826520744e-12,6.946983049516575e-22,1.846983358024523e-11,1.1132223577003624e-13,2.5356010394972788e-18,1.3716886934572264e-36,4.6900267089676802e-29,4.2597070329724624e-11,5.4427816907371227e-19,1.6862537937911318e-11,3.9822721186163981e-20,3.6985885188588036e-09,-3.6078422301702407e-17,1.9369920042219012e-21,1.7536606768022203e-11,2.8747254071200253e-22,3.1980293257943969e-10,1.4917504957807976e-16,1.0100346744946631e-19,1.6924337039517139e-11,4.5863347911112728e-21,0.88168480800000004,0.0,0.0016135597259694804,0.098074792461228744,0.00096775768357854422,3.2671856457074444e-21,1.7108968799284647e-14,1.8871651764811911e-16,5.595375304279827e-17,5.6340755671056964e-12,4.1991111483726837e-11,2.2321432076665108e-19,1.5060121786785071e-09,3.8821029138946402e-15,5.5777015462363657e-06,8.488326820259821e-16,8.5228920374350706e-12,7.555497510061349e-10,0.0028123263239118049,3.0674240403723147e-11,3.1815225312031681e-06,4.3700820593499275e-08,4.7652198989504701e-11,1.0236496135629969e-07,2.9734840637040597e-15,1.0564806018833745e-07,2.0191458243873347e-10,1.3678372748957946e-17,0.0012507611241794772,1.1049401443756646e-06,0.00035312393236114516,7.6417504741408908e-10,0.0016470791305629121,2.504591463912659e-11,4.8869501171116463e-10,2.0207549631734376e-06,2.0733596992114602e-16,7.7833662998440023e-09,8.4834406366477416e-10,3.0965492667408329e-06,2.1976342882553643e-11,0.00084358480354517829,0.00078395883229921595,0.00014033943703187698,2.0978413537056995e-08
0.10766910426262549,0.0015290408207140056,6.9423564891395214e-14,1.4909374747581621e-14,3.4554177464981496e-09,9.9723488833835974e-10,0.0020998199031765884,0.0,0.0,2.5821913470409495e-06,0.00016040570195656012,3.4823957797772958e-06,4.4145623747755729e-08,5.7227759896623698e-13,1.4255431028664653e-37,1.2285275446496384e-28,2.0632772767706639e-18,2.5683537776801518e-11,6.7720478271527155e-06,2.7538396958273617e-20,5.1455792948219812e-27,1.1698731691358434e-12,3.5184106274768796e-28,6.8553187566777598e-20,6.8938798896104215e-06,2.85038421175604e-10,9.0659809252657397e-12,5.3260623962061281e-17,7.7979136457154617e-08,6.4684882119755699e-13,7.7296576025858523e-18,9.7753695308331293e-14,4.544738724919998e-18,5.2570759152988455e-15,5.3767171443373443e-11,7.2552310712304029e-15,1.2564574762265891e-14,2.2324614209165285e-07,1.4950552433886042e-05,4.8180846507879055e-16,2.4527408565176302e-17,3.1249040342582474e-13,3.6332725265253512e-42,2.1263920922824884e-09,2.0383545363005694e-15,9.326165926217244e-12,1.1712912201798335e-17,1.7519844679826914e-12,6.9078081481507405e-22,1.8533149655102654e-11,1.1197476645098642e-13,2.5291844034268817e-18,1.3581862472502732e-36,4.6603269189916556e-29,4.2795521960702792e-11,5.4362426835417664e-19,1.6768557675869838e-11,3.9777004608146392e-20,3.7212821208182232e-09,6.536799987094066e-17,1.9319464308577462e-21,1.7570398510794275e-11,2.862404208668773e-22,3.2061790946424341e-10,1.4890046008938063e-16,1.0099695421922555e-19,1.70167232141607e-11,4.6193863537600367e-21,0.88168480800000004,0.0,0.0016030309619373612,0.098056078256604742,0.00096768017693247329,3.269324420157131e-21,1.6952211460174296e-14,1.8902506027241607e-16,5.5984250992968728e-17,5.6425968860076172e-12,4.1599089687377455e-11,2.2333719294300249e-19,1.5022036098207595e-09,3.8465259777510756e-15,5.5637917216267704e-06,8.4914942402298848e-16,8.4432868594607307e-12,7.5226401442318591e-10,0.0028160462290455499,3.0403847760160944e-11,3.167951922498721e-06,4.3308624054111463e-08,4.7231762505905592e-11,1.0144378098519121e-07,2.9457112456774356e-15,1.0579281731170942e-07,2.0002897263997887e-10,1.3555281328631145e-17,0.0012525919367298763,1.0967392815756884e-06,0.00035126734741933375,7.6091709941021061e-10,0.0016471725108055245,2.4914271210417129e-11,4.8621829067585964e-10,2.0101591270622297e-06,2.0764955754342782e-16,7.7425542827259662e-09,8.4926375579168805e-10,3.0999754846155875e-06,2.1864993002988231e-11,0.00084651804104070457,0.00078729525128718391,0.00014085515330257214,2.093224534682315e-08
