Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229)
1e-12,0.0013861422279937289,1.9229899367800044e-31,1.0094628323876133e-38,5.8761735820440227e-35,1.674840415395639e-37,3.1851432001603276e-40,0.0,0.0,1.682654889272647e-25,1.0253874907321252e-35,8.3359013855804834e-55,1.1820494731164621e-56,2.4344264089181518e-68,4.2491344259538803e-35,2.5245750293042223e-51,8.796048482369689e-27,3.5012802056584245e-35,1.4791108027628895e-52,7.109021656513583e-54,5.5441413188807086e-32,1.2442094650247043e-62,7.9446780176236899e-54,7.268824790356735e-49,1.0032584627920249e-39,6.5205379515765256e-63,4.5756297787563879e-31,2.3771688632014277e-58,2.0614245756223132e-26,1.0441936852169973e-54,7.2931824251538115e-77,3.8037381739440148e-57,2.0933130475868091e-88,6.3378546948974443e-41,1.1244099068480849e-38,4.0651308170562379e-36,1.6263209572277222e-35,1.5858433476041842e-39,2.506012231397128e-30,6.0586435412343606e-53,4.8657135417340021e-60,2.5412758939423337e-50,2.3442830601801072e-48,7.8796180666845662e-41,1.0963150233598995e-35,2.5711072927573924e-56,5.2780177961958131e-61,3.6009962070226827e-60,5.4738924350582612e-76,5.502342605115504e-81,4.623328793470836e-75,3.24785376205407e-126,4.7190040572533157e-107,2.6052952262951725e-63,2.7931968376118661e-47,1.7441143857797294e-52,2.0655764825513096e-52,2.4608811946526152e-64,1.3971984674665756e-48,2.0694582226206832e-56,1.808940656997089e-76,3.5560784183118375e-39,4.7870639190615208e-36,8.753739001432848e-42,2.8565352300359334e-51,1.0095721479075886e-72,7.2735123938275791e-85,9.5911891775478988e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9154439025188034e-26,2.0613972673866878e-26,1.9156391574317897e-26,7.2750834048579175e-26,6.2428061048995896e-26,3.121397693888058e-26,2.6598021329209786e-30,2.8339574009251498e-30,2.7921138732822538e-29,2.3987376299713467e-29,7.099170114973765e-31,1.2036662134804321e-29,1.0549885818481405e-32,4.4501082600824243e-34,1.5799741380201175e-34,3.9410103915404591e-34,7.5177688945412473e-34,2.9350799314880073e-33,8.7952909702782623e-27,1.8087964677059292e-27,9.7717060801819478e-33,1.2051696971300601e-30,3.2205264926877477e-36
1.023e-12,0.0013861422279937289,1.967202495684866e-31,1.044571344760378e-38,6.0813162312189742e-35,1.7332553992834366e-37,3.3155353075129626e-40,0.0,0.0,1.7213449041708148e-25,1.061151732244816e-35,8.6915690747996826e-55,1.2304219359055179e-56,2.5413660627410752e-68,4.3973381105413792e-35,2.6278849153172488e-51,8.9982943733781049e-27,3.623399553311685e-35,1.5307006500784956e-52,7.3569088382799072e-54,5.7375104814492916e-32,1.2989295533153632e-62,8.2213670741542869e-54,7.5662758956461942e-49,1.0382505939245486e-39,6.7874551481548167e-63,4.7352208113820532e-31,2.4817450301279173e-58,2.108820754320087e-26,1.0869235915913867e-54,7.5916183673713717e-77,3.9593955910765192e-57,2.1853534382201069e-88,6.5972138524785389e-41,1.1633122311804326e-38,4.2069148897156643e-36,1.683235017919268e-35,1.6411543892441522e-39,2.5934171972328196e-30,6.3065759991567727e-53,5.064821944626572e-60,2.64527195522469e-50,2.4402152791087959e-48,8.2020668337471759e-41,1.1345520081544088e-35,2.6763705044620179e-56,5.5100879500826722e-61,3.759330077777745e-60,5.7229533176208454e-76,5.7526972694820262e-81,4.8266156488257929e-75,3.3981646636229969e-126,4.9373367322728223e-107,2.7199139247846802e-63,2.9074979751287948e-47,1.8208024051875145e-52,2.1502184488231425e-52,2.5690840501481734e-64,1.454255557573096e-48,2.1605076244226025e-56,1.8911490859079157e-76,3.7016004511513145e-39,4.9521170303755488e-36,9.0590531878516942e-42,2.9731730627681166e-51,1.0539011410848632e-72,7.6100876840630426e-85,1.0027482757347237e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9594833638549109e-26,2.1087924936444623e-26,1.9596854288370988e-26,7.4423293484006644e-26,6.3863211277102679e-26,3.1931550184149468e-26,2.7525707943518913e-30,2.9328002780827125e-30,2.8894937461905283e-29,2.4823978105200584e-29,7.3467789626846967e-31,1.2456461712018572e-29,1.0917842397844251e-32,4.6053177604937636e-34,1.6350797960259006e-34,4.0784637796234252e-34,7.7799754386504039e-34,3.0374500532588291e-33,8.9975104409583585e-27,1.8503869140281725e-27,1.0112504528133018e-32,1.2472036488832507e-30,3.352313912129246e-36
2.047e-12,0.0013861422279937289,3.9351550334934258e-31,4.1628210201787031e-38,2.4457084979213979e-34,6.9357203391044393e-37,2.6662505561302412e-39,0.0,0.0,3.4438925345299727e-25,4.2468367451026192e-35,1.0945050969686176e-53,9.8499567792890231e-56,3.9639948300224014e-67,1.759799735557556e-34,2.1031352334028117e-50,1.800192224688054e-26,1.4500553648420396e-34,6.1262050827625812e-52,2.9397234971423418e-53,2.295961849796963e-31,2.0905098719126118e-61,3.2622453679074664e-53,6.0549913260116436e-48,4.1549928463164193e-39,5.4557675587032004e-62,1.8949972889839607e-30,4.0323867668194005e-57,4.2185831682592192e-26,8.6980826010471749e-54,6.0719913087079093e-76,3.1693158559345271e-56,3.4962930853586173e-87,5.2807862515954686e-40,4.4514103443836297e-38,1.6834680613703458e-35,6.8562151934632981e-35,6.567236390937299e-39,1.0377997005609062e-29,5.0479297586276587e-52,4.052129782787381e-59,2.1178049319910107e-49,1.9529926522696047e-47,6.5646376188562723e-40,4.5398194365353115e-35,2.155412623960645e-55,8.8178849242701262e-60,6.0172041915306793e-59,1.8316966720936658e-74,1.841736489247474e-79,7.727222684880678e-74,2.2491564015947403e-124,3.1602094405025843e-105,4.4195066823395896e-62,2.3265842571654639e-46,2.9146550203185062e-51,1.7497970801537086e-51,4.1112483108277323e-63,1.1332756523098189e-47,3.5148381109960443e-55,5.6659155023696843e-75,2.9627989168481144e-38,1.861207428614169e-35,3.6251559107081984e-41,2.313356096423719e-50,1.6236595147300783e-71,4.9534688270216157e-83,3.161954035298357e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9197830889992203e-26,4.2184700918993655e-26,3.9205916497758555e-26,1.4884074289011267e-25,1.2772135109239587e-25,6.3860453760351584e-26,1.1014735560327931e-29,1.1735960790593193e-29,1.1560195005552325e-28,9.9314948379291394e-29,2.9401599400868136e-30,4.9835317237409251e-29,4.3687193824945002e-32,1.8427677362145553e-33,6.5424616683329682e-34,1.6319560092752465e-33,3.1133566765256057e-33,1.2154928963369921e-32,1.7998785388353569e-26,3.7020672929034786e-27,4.0452995062461633e-32,4.9908358607772883e-30,2.6823659538194083e-35
4.095e-12,0.0013861422279937289,7.8691911018418058e-31,1.6617285588823056e-37,9.8657628904600914e-34,2.7742621446499806e-36,2.150215621948082e-38,0.0,0.0,6.8889913143702392e-25,1.6991808409493945e-34,1.5137988967995651e-52,7.8831493628392827e-55,6.0451913970060685e-66,7.0405527562695183e-34,1.6822793814309001e-49,3.6006334737841616e-26,5.8012179348440888e-34,2.4512414855762089e-51,1.1725440096956813e-52,9.184275651501113e-31,3.3744142365085865e-60,1.2833364131970541e-52,4.8426882245692154e-47,1.6622806341319365e-38,4.402307747474433e-61,7.5812913708089489e-30,6.6192056137769237e-56,8.4365170368901011e-26,6.9563723338899398e-53,4.850991441140387e-75,2.5359985561875402e-55,5.5876866071189219e-86,4.2255656240086224e-39,1.636197882770263e-37,6.7341856326084085e-35,2.8241432961872002e-34,2.6269206957307855e-38,4.151391978344487e-29,4.038881709510837e-51,3.2391579939265078e-58,1.6952244039720852e-48,1.5622688327027876e-46,5.2516513453617938e-39,1.8157866410349689e-34,1.7456499649573048e-54,1.4100275936393751e-58,9.6253090594408106e-58,5.857700842553936e-73,5.8944492719415101e-78,1.2366192065452955e-72,1.533119867575392e-122,2.0208397038138822e-103,7.268322685354743e-61,1.8604919791291939e-45,4.6632334655268107e-50,1.4390515830644699e-50,6.5737918730001445e-62,8.6298022047100367e-47,5.7773988400486681e-54,1.6064102524614872e-73,2.3704875077418298e-37,6.6298807952555598e-35,1.4501480341992073e-40,1.7563412356538714e-49,2.4166368726491445e-70,3.2569004843408712e-81,9.7905808718102521e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.8387285017460534e-26,8.436064818434349e-26,7.8419626043266686e-26,2.9750243043797102e-25,2.5528882732319428e-25,1.2764352747017348e-25,4.4059861237571213e-29,4.6944948438305144e-29,4.6222131220514009e-28,3.9709928791495167e-28,1.1762964868198591e-29,1.9926007596615355e-28,1.7473776416903208e-31,7.3703910830069143e-33,2.6166377617899024e-33,6.5272471780770608e-33,1.2454551715723395e-32,4.8622454545965107e-32,3.5993788155458488e-26,7.4054335495837388e-27,1.6170840671897022e-31,1.9963790782129618e-29,2.1447420199198346e-34
8.191e-12,0.0013861422279937289,1.5729794377768932e-30,6.637677198262356e-37,3.9942388383405846e-33,1.1092481179419618e-35,1.7401971982041524e-37,0.0,0.0,1.3779202939992729e-24,6.797621033834326e-34,2.2310570690029976e-51,6.3084286745493374e-54,8.8977330643153701e-65,2.8161741056034118e-33,1.3448305436907125e-48,7.2003790283763646e-26,2.3203722214276908e-33,9.8066884146789973e-51,4.661803772044342e-52,3.6726092330419009e-30,5.4679383580566381e-59,4.9667297532663184e-52,3.8702893618469541e-46,6.6487768742271084e-38,3.5814326343006384e-60,3.0323663041133055e-29,1.0991716013318668e-54,1.6866025733889785e-25,5.559200086512813e-52,3.8683293089676716e-74,2.0287413620487823e-54,8.9155729050754997e-85,3.380399609523055e-38,5.6178204932834185e-37,2.6928664505494522e-34,1.1777052318077601e-33,1.050376303158656e-37,1.6600587961496884e-28,3.2304467159559432e-50,2.5860764634281208e-57,1.357123764962353e-47,1.2490413694350791e-45,4.1992996598901974e-38,7.2591643619653598e-34,1.4299469213682101e-53,2.2522712264269223e-57,1.5385836115152379e-56,1.8711301655833198e-71,1.8860440073038434e-76,1.978457798608863e-71,1.1014192796997986e-120,1.2905063081078249e-101,1.220811600376308e-59,1.4864723193164959e-44,7.4568184866551253e-49,1.1976646463798864e-49,1.049946997488966e-60,6.3377161514823767e-46,9.6092806983852447e-53,4.1817842033293523e-72,1.8959172053235662e-36,2.1672905568677699e-34,5.7989979397812651e-40,1.2826682774988931e-48,3.3935500595174801e-69,2.1666224652468978e-79,2.9179136540751698e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5670008757044855e-25,1.6864218265995468e-25,1.5682938960996024e-25,5.9413457170113787e-25,5.0982995186464823e-25,2.5491144015280028e-25,1.761775494798693e-28,1.877148531802295e-28,1.8466702479367769e-27,1.5864918943580423e-27,4.7051965178353012e-29,7.9607905897616929e-28,6.9858886152362739e-31,2.9464556053109075e-32,1.0459670284439946e-32,2.6094127706853513e-32,4.9807642038622046e-32,1.9443530503539372e-31,7.1953630482411298e-26,1.4812187973562214e-26,6.4575271226339676e-31,7.9827365175339633e-29,1.7131693700315491e-33
1e-11,0.0013861422279937289,1.9194848273749107e-30,1.1026601837610398e-36,6.6909626058475547e-33,1.8431000697424041e-35,4.4732465204059593e-37,0.0,0.0,1.6822280001793085e-24,1.1301285837074688e-33,9.2754993889533248e-51,1.6062182812370019e-53,3.4551254031842444e-64,4.6811973521258287e-33,3.4195479194893853e-48,8.7892044290326079e-26,3.8569568738456368e-33,1.6303132952507298e-50,7.7000461243110376e-52,6.1030439486666942e-30,2.3884042075884962e-58,7.9872125876609965e-52,9.8377239864157856e-46,1.1051666075596989e-37,9.3298859284228449e-60,5.0404438883965573e-29,4.9152507420271357e-54,2.0583313058609864e-25,1.4129451256775795e-51,9.8016113390876689e-74,5.1636995477717984e-54,3.826633433816589e-84,8.6041865201620303e-38,8.2224978930766415e-37,4.4749326801527133e-34,2.0092890640125321e-33,1.7453512950425224e-37,2.7586408136797358e-28,8.2202173174222127e-50,6.5640785785739677e-57,3.4577037296515908e-47,3.17654538773805e-45,1.068164679139282e-37,1.2059900536180011e-33,3.7574602601609081e-53,9.6841297349027064e-57,6.6232887493035039e-56,1.4629810306705962e-70,1.4791856394366513e-75,8.529160266537003e-71,1.9840297514139271e-119,1.915968327604361e-100,5.6368166744832486e-59,3.7768587228872343e-44,3.2119427113223404e-48,3.149300299318149e-49,4.5137743558053101e-60,1.4749286994534792e-45,4.3032475257135181e-52,2.4741174186167833e-71,4.8241456688841364e-36,3.0794421054267201e-34,9.636874298185594e-40,2.9656598828976212e-48,1.2288533402698449e-68,3.3743901189900005e-78,2.0141522727263458e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.912286746005208e-25,2.0580310979602849e-25,1.9144350418767063e-25,7.2453453856202403e-25,6.2172604685409321e-25,3.1085716167822656e-25,2.9275114670687766e-28,3.1192425886485759e-28,3.0658261521001617e-27,2.6338761895389525e-27,7.821477113049971e-29,1.3216324483450876e-27,1.1606285558044849e-30,4.89490344237175e-32,1.7375014879279017e-32,4.335014656988662e-32,8.2776761404939898e-32,3.2311408270535036e-31,8.7808710334690892e-26,1.808340316220272e-26,1.0715345147042593e-30,1.3264816974772007e-28,4.3514181832353671e-33
1.6383e-11,0.0013861422279937289,3.1421182722638794e-30,2.6512785349472501e-36,1.6206268193463353e-32,4.4324737614738702e-35,1.4116725693216422e-36,0.0,0.0,2.7559682370765816e-24,2.7192326433582821e-33,3.4131594097766428e-50,5.0477999651346992e-53,1.2506890153638931e-63,1.1261873627721507e-32,1.0740123380917204e-47,1.4395325231900936e-25,9.2787478281760647e-33,3.9225634602567017e-50,1.84203893716954e-51,1.4678756933649032e-29,8.8864688859134354e-58,1.8644891930912091e-51,3.0893630679960733e-45,2.6587123108401813e-37,2.9613123836870608e-59,1.2125882926804508e-28,1.8380166803418999e-53,3.3699645282870913e-25,4.4369314838748476e-51,3.0737011669798497e-73,1.6225301592807733e-53,1.4182957935055716e-83,2.7036155481250235e-37,1.7413020747073406e-36,1.0762897712522865e-33,4.9435066433177038e-33,4.1975488479417584e-37,6.6349531508241745e-28,2.5826467040561602e-49,2.0600334798018927e-56,1.0869534528220635e-46,9.9776831151166305e-45,3.3554406183532795e-37,2.8999148186822412e-33,1.1970018381506281e-52,3.5907210364864516e-56,2.4564512018790782e-55,5.9648414696305614e-70,6.0329612318424515e-75,3.1643109328330965e-70,8.5959844098123321e-119,8.2210516104310062e-100,2.1218552654596343e-58,1.1858415612877293e-43,1.1914067137158999e-47,1.0035585745810643e-48,1.6735781004856281e-59,4.4429251997964058e-45,1.6096517336023121e-51,9.7284339614834488e-71,1.515630834600249e-35,6.2979403555382594e-34,2.3178701161477368e-39,8.9040431981326002e-48,4.3674204314541502e-68,1.4516334292536742e-77,8.0914489401758105e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1306171551425835e-25,3.3692428055863704e-25,3.1357832638199084e-25,1.1846467488843216e-24,1.0165479232043567e-24,5.0825989274334297e-25,7.0407744361124135e-28,7.5019326742482483e-28,7.3675796823792579e-27,6.3295389624188558e-27,1.8817175863329259e-28,3.1760311682686931e-27,2.7909211863156578e-30,1.1769940780104941e-31,4.1775592297110848e-32,1.0423747017560261e-31,1.9910726937354504e-31,7.7715313072488179e-31,1.4375286439610635e-25,2.9625783786355465e-26,2.5738923062907849e-30,3.1902472894368703e-28,1.3660396720924674e-32
3.2767e-11,0.0013861422279937289,6.268514271441795e-30,1.0582024085414055e-35,6.5665408888869642e-32,1.7692119369079845e-34,1.144124624474096e-35,0.0,0.0,5.5120865278532462e-24,1.0877336888618369e-32,5.3229253950665414e-49,4.0372536134697729e-52,1.6868279164059646e-62,4.5018686497336641e-32,8.5612920844120137e-47,2.8767060937469104e-25,3.7089444964984815e-32,1.5678383059151129e-49,7.1919023062879885e-51,5.8616059214563112e-29,1.4446252691601228e-56,6.6313345876190912e-51,2.4602825542243302e-44,1.0627425170153835e-36,2.5242602381040245e-58,4.8470145373918371e-28,3.0626900959730581e-52,6.7265598607147495e-25,3.5325450077742478e-50,2.424465414776785e-72,1.2971382386908558e-52,2.2431964441068449e-82,2.1615193908844644e-36,4.7524883241531891e-36,4.2978992514621656e-33,2.0647646965744678e-32,1.6756977318851337e-36,2.6495057420061627e-27,2.0630618960283694e-48,1.6338651403983683e-55,8.7144573760725123e-46,7.9578721620271671e-44,2.6776649531210589e-36,1.1568602338939757e-32,1.0417719585274061e-51,5.7034315774290271e-55,3.9130225586667798e-54,1.8940421350301832e-68,1.9287904981823932e-73,5.0582508135551953e-69,7.4712004592342404e-117,5.2123886981155282e-98,3.8904119416517684e-57,9.4326100819707841e-43,1.9006445607719738e-46,8.3719927656167319e-48,2.6572934310259461e-58,2.9918335839736867e-44,2.6862794510105598e-50,2.0065914407286257e-69,1.2106054505530003e-34,1.6079649126469731e-33,9.2567712174209061e-39,5.9033380151760278e-47,5.0371739807610955e-67,9.6910534908426563e-76,2.0078187610802901e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.247326159242347e-25,6.723683329953505e-25,6.2679409214382672e-25,2.3547643736249274e-24,2.0206142101139904e-24,1.0102514226000238e-24,2.8109854490439265e-27,2.9951641022996531e-27,2.9315758638727678e-26,2.5185225974594968e-26,7.5232459335369745e-28,1.2637095649564394e-26,1.1135313798825256e-29,4.6948751541512549e-31,1.6658415388766978e-31,4.1580241817207318e-31,7.9537024203650176e-31,3.1036158819813125e-30,2.8687114056633651e-25,5.9253317900367863e-26,1.0222202752446175e-29,1.2737021334188425e-27,1.085569913089577e-31
6.5535e-11,0.0013861422279937289,1.2474141702147972e-29,4.2158708743843495e-35,2.6482448177294835e-31,7.046465559288184e-34,9.233853131279244e-35,0.0,0.0,1.1024412193603223e-23,4.3510461736586673e-32,8.3633337727460895e-48,3.2230665144757726e-51,2.2442024164635664e-61,1.798258069145581e-31,6.7994292024839215e-46,5.7438088452837628e-25,1.4814655194934785e-31,6.2510447806807953e-49,2.7444545021477139e-50,2.3366482020415451e-28,2.344693891752849e-55,2.1626918639279257e-50,1.9503878453387696e-43,4.2448344995000623e-36,2.2680620583097378e-57,1.936045296459114e-27,5.035311127294176e-51,1.3399479235078357e-24,2.7989697541734453e-49,1.8834558234089287e-71,1.0362448112704233e-51,3.5081049866023661e-81,1.7269240664504493e-35,1.1459870756731781e-35,1.7132956168362011e-32,8.5038481932318179e-32,6.6760197919212936e-36,1.0561872266830945e-26,1.6454046306470905e-47,1.2848356232068781e-54,7.0005162921861114e-45,6.3273436448966544e-43,2.1313697652119354e-35,4.6025133090341375e-32,9.6615298525200067e-51,8.9933640784799848e-54,6.2056561281830245e-53,5.9678421923037079e-67,6.1600422242960542e-72,8.0771142535902855e-68,7.2237003799275602e-115,3.2740939757310975e-96,7.7198516931148062e-56,7.4601631827024353e-42,3.0230183982119105e-45,6.8832057869401442e-47,4.1871439907554985e-57,1.9951702960173408e-43,4.4211056736408671e-49,3.7286741938626319e-68,9.6540445558658676e-34,3.6803277534626742e-33,3.6908142758952715e-38,3.8534479017121285e-46,5.1951678304265616e-66,6.3813148094181012e-74,4.3638006040291806e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2438932295837417e-24,1.3388055926604203e-24,1.2520992182610674e-24,4.6521713458963554e-24,3.9919549810892474e-24,1.99575941122039e-24,1.1201025988335078e-26,1.1935437034962236e-26,1.1603895945007295e-25,9.9688156438999422e-26,3.0062555124942294e-27,5.0017588480371149e-26,4.4315262257812648e-29,1.8674829689028815e-30,6.6220444145937195e-31,1.6540409351265509e-30,3.172945414669149e-30,1.2374096300754603e-29,5.7119973077461722e-25,1.1850971390213118e-25,4.0309273802066327e-29,5.0754874185453804e-27,8.5696749666638055e-31
9.999999999999999e-11,0.0013861422279937289,1.8903434250984277e-29,1.079821698813796e-34,6.8376028448414837e-31,1.8036913829972821e-33,4.3337426418660039e-34,0.0,0.0,1.68223971748069e-23,1.121585823022644e-31,7.2972439941893209e-47,1.4985391612270046e-50,1.7099223049930828e-60,4.62460695160368e-31,3.1417580236887373e-45,8.7442315002994462e-25,3.8098205327059246e-31,1.5980186830988577e-48,6.5822075209575268e-50,5.9897054949930056e-28,2.1116425299619413e-54,4.3185094052523195e-50,8.9833490920359492e-43,1.091590765707981e-35,1.2692702674376591e-56,4.9788431916146776e-27,4.5129316791446071e-50,2.0334274442471699e-24,1.287950661817804e-48,8.3533831781628718e-71,4.838651697311013e-51,2.9900559747579618e-80,8.0647657866723782e-35,1.8676869104624058e-35,4.3918084991261104e-32,2.2155419345630434e-31,1.7096792755169212e-35,2.7073970892774133e-26,7.6599908866832421e-47,5.8348974447227518e-54,3.3001280131288804e-44,2.9295570758107378e-42,9.8876949107709341e-35,1.1759918905337493e-31,5.6084630434464694e-50,7.7774690628792131e-53,5.4246825057971316e-52,1.0021642160919382e-65,1.0614201414528197e-70,7.1497041294216559e-67,3.982242834617017e-113,1.077405782939425e-94,9.2814739464235206e-55,3.4217189505597251e-41,2.6569718085429288e-44,3.2455804731460617e-46,3.6166424376366527e-56,8.1368556354758004e-43,3.9643335450162853e-48,3.546860109015717e-67,4.4935169020607673e-33,5.8649144032492033e-33,9.4639774274765392e-38,1.5361796170345379e-45,2.8114258101150601e-65,2.1987269402975308e-72,4.6156667373489463e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8864408951111138e-24,2.0305172535110688e-24,1.9074268649904385e-24,6.981703824688178e-24,5.990779378694211e-24,2.994846285990774e-24,2.8693485812685692e-26,3.0576916656984231e-26,2.9410393473305058e-25,2.5265779181875109e-25,7.7362523099029676e-27,1.2675835850709338e-25,1.1330339326664077e-28,4.7705157727377591e-30,1.6899130733000489e-30,4.2256931719512125e-30,8.1435178050214364e-30,3.1727820975448289e-29,8.6629283624370093e-25,1.8083752170154589e-25,1.0154086155726883e-28,1.3002309246521385e-26,3.9178575052713813e-30
1.31071e-10,0.0013861422279937289,2.4699591186567997e-29,1.6732355276269066e-34,1.0614406653354381e-30,2.794505885299451e-33,7.4082591821596608e-34,0.0,0.0,2.2049415638494106e-23,1.740464614288036e-31,1.3121905354356363e-46,2.5589401567690505e-50,3.0491370042603441e-60,7.1726262792362251e-31,5.3611416615530925e-45,1.1449182387111933e-24,5.9088867916794899e-31,2.4751234927466545e-48,1.004203122754217e-49,9.2830217041702829e-28,3.8039578254031784e-54,6.2620291158715067e-50,1.532372741485992e-42,1.6930035441184274e-35,2.2090758922216812e-56,7.7219963440991851e-27,8.1274996466213645e-50,2.6586153795116953e-24,2.1967345321253243e-48,1.4186173337442137e-70,8.2666100421874731e-51,5.3693972249489512e-80,1.3778477670874197e-34,2.5183161159385734e-35,6.8065502303209399e-32,3.4462628609410433e-31,2.6491362223936838e-35,4.1960012279882242e-26,1.3082280443082468e-46,9.9368841226951813e-54,5.6441574146804832e-44,5.0001962304156149e-42,1.6880202631579402e-34,1.8212486706954833e-31,9.7936136547379356e-50,1.3978265805211287e-52,9.7557057462365715e-52,1.8518371048376786e-65,1.9627808986142749e-70,1.2867158222209411e-66,7.5072041335967961e-113,2.0191954635577766e-94,1.6952976218109241e-54,5.8339271759439266e-41,4.7797616126384792e-44,5.5510098124908923e-46,6.4996490265277619e-56,1.3673727975017769e-42,7.139699572540775e-48,6.4082884235225165e-67,7.6741924228615594e-33,7.8343701350210667e-33,1.4668618433795459e-37,2.5736840100555849e-45,4.8776351639571224e-65,4.1234014343509277e-72,8.383390989180952e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4657125769797044e-24,2.6541114219222256e-24,2.4982199974879953e-24,9.08183159629824e-24,7.7927661147448086e-24,3.8955463668261317e-24,4.4463345647370105e-26,4.7382644593611124e-26,4.5463365610306074e-25,3.9056347993377402e-25,1.2000454558337234e-26,1.9594194955599189e-25,1.754977997246503e-28,7.3876674410375849e-30,2.6164163345773356e-30,6.5440975430633281e-30,1.2624604552174665e-29,4.917565441132259e-29,1.1323261419169901e-24,2.3702749170402996e-25,1.5674256366496932e-28,2.0148523696457332e-26,6.677321119296219e-30
2.62143e-10,0.0013861422279937289,4.8429408938251884e-29,6.5909612442797236e-34,4.2235268334565599e-30,1.0989836028298015e-32,5.9015550464487322e-33,0.0,0.0,4.4100797990439971e-23,6.9621374670173842e-31,2.0364904594770931e-45,2.0056668690783008e-49,4.2944278085761725e-59,2.8527060099945388e-30,4.1676122343288482e-44,2.2745754816994023e-24,2.3500542741199171e-30,9.6472489487889637e-48,3.4198290097988576e-49,3.6632656249305383e-27,6.1947864913919887e-53,1.5900213660778453e-49,1.1831538956709954e-41,6.7328051612977928e-35,2.3857484628904408e-55,3.0711549377778131e-26,1.2834167498425201e-48,5.2337851821801785e-24,1.6923001502049658e-47,1.0073582058755069e-69,6.5768467571318578e-50,7.8996428740051657e-79,1.0964018662492237e-33,5.2208713771942819e-35,2.6859846190734224e-31,1.3749121619282541e-30,1.0429546797121079e-34,1.6558155829692483e-25,1.0338102088951714e-45,7.4451944542444626e-53,4.577989811382892e-43,3.9038905553827005e-41,1.3236797754063302e-33,7.1304610486950515e-31,1.0957498569678701e-48,2.1122738623478628e-51,1.5075904605439384e-50,5.5767751004361665e-64,6.2194771805927323e-69,2.0382479176737463e-65,7.9306483238702932e-111,1.2018322083176801e-92,4.1253178017863102e-53,4.4628200383433784e-40,7.4693959502966648e-43,4.3760805110903975e-45,9.80115000795456e-55,9.792440645607172e-42,1.1273915723427044e-46,1.0384482057079849e-65,6.0622297123959434e-32,1.5960886831623261e-32,5.793042088289013e-37,1.7876042213927784e-44,4.2736857596665543e-64,2.605427649518655e-70,1.4613443646737767e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.8450798186287807e-24,5.2162769898456768e-24,4.9726319437088946e-24,1.7326392310309309e-23,1.4866336885650068e-23,7.4300832654003338e-24,1.7518251284218563e-25,1.8671525035887657e-25,1.7465637571788234e-24,1.5003621374555102e-24,4.7805814861455249e-26,7.5257394305677934e-25,6.8861252191855218e-28,2.8917319775001787e-29,1.0217230322097732e-29,2.5621483858985534e-29,4.9981731106457044e-29,1.9418788843697054e-28,2.225243381176587e-24,4.7408056892411393e-25,5.9318879318550099e-28,7.9391377128294796e-26,5.0730818201897562e-29
