Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87)
2.879882181730248e-07,0.0068301027667184025,1.3476105272330969e-11,1.8585360463147254e-12,5.0694121268189717e-12,1.0694408091647047e-11,2.7510734067093024e-13,0.0,0.0,8.7933404250119385e-11,2.3906774960231129e-14,9.5028415796542305e-19,3.1167540074563908e-19,3.96488077847663e-26,2.8365904939448178e-12,5.1510211153402138e-20,2.5406555651954798e-10,1.770326043503819e-12,8.8275162905062408e-20,1.3997303400968774e-24,6.8769974805657114e-10,1.3279844429692308e-18,4.8236208727865397e-22,4.5061794566752167e-18,2.434146429192405e-15,4.869763007612037e-21,1.2360626531140975e-10,1.9553055210246625e-20,1.1668629572790379e-10,9.7026634712334323e-21,2.12824629146997e-32,1.0627543625711067e-20,4.1939262811702174e-34,9.9631068337022227e-14,3.2028735216668512e-16,5.6595173057290895e-14,6.4931041323466717e-13,1.3641459175512543e-15,2.0008748515988204e-10,5.2329498378559308e-19,6.3051129923724138e-23,3.2020493353529816e-17,1.4788941059577264e-16,1.1436756124030467e-15,5.8039368684866805e-17,6.4101540436393369e-21,4.2007546862665379e-23,3.0217346153204312e-21,6.5449459483955896e-29,5.5053827998479298e-29,2.0613861847760039e-28,2.3968089904653771e-45,3.0008779445454047e-40,1.7018808373948039e-18,4.3764910538770802e-17,1.7795289750111932e-18,1.0521637514182535e-21,9.7663273117447625e-29,3.2682039400731371e-17,4.7328165568963131e-22,2.2214465324348904e-33,9.7254633939749077e-13,1.4076385801539354e-17,5.2931292327297016e-18,6.2479663871841288e-23,5.0325726477333344e-31,1.032506156631252e-31,2.2035495669901003e-29,0.88168480800000004,0.0,0.009459999413432332,0.10884999948602721,9.2076762132665759e-11,3.6312486610248932e-11,8.0816032483124138e-11,2.7265848188936685e-12,1.2682618132969111e-12,7.0611819956016296e-13,4.2058916033014661e-11,1.2468519653035498e-11,3.9465562305824173e-13,2.2565918585537777e-13,3.7180808695027332e-11,1.2547923689835189e-13,2.084748672211803e-14,2.8751547059365611e-11,1.1124058154864351e-11,1.4180302969893776e-11,2.1510744838633886e-11,3.4271660375648836e-12,3.4613072092749429e-11
3.009047464014681e-07,0.00683010276703443,1.3859944677966065e-11,2.0232554775599001e-12,5.5110675654894712e-12,1.1643741736066187e-11,3.1400311149915816e-13,0.0,0.0,9.5060047753395741e-11,2.7074010706866733e-14,1.1005526923920021e-18,3.5780266926927871e-19,4.4770083160805881e-26,3.089966238224728e-12,5.670763815550928e-20,2.6687019518961339e-10,1.9441292382173293e-12,9.635646476426491e-20,1.4707704557495487e-24,7.3327990145204447e-10,1.6174728613707918e-18,5.3413490020147534e-22,5.0169507093580766e-18,2.7052283734154943e-15,5.7343134923841559e-21,1.3250462817687064e-10,2.3131463283617673e-20,1.2110128382741863e-10,1.1043134964880567e-20,2.3247971508668293e-32,1.2055028583448502e-20,5.1865882077301227e-34,1.1181402256617352e-13,3.2591710015961122e-16,6.140083768265635e-14,7.1110349069418678e-13,1.5132824829748349e-15,2.1271739310594879e-10,5.9257774015555479e-19,6.7323209716872859e-23,3.772079747792616e-17,1.6855145183487839e-16,1.2677411666939894e-15,6.2659079001149705e-17,7.5157532936760032e-21,4.7921996424120303e-23,3.5977157422441158e-21,7.6283541371089979e-29,7.430797027929425e-29,2.652838516374403e-28,3.2520720702074062e-45,3.83510857899991e-40,2.0659532173868664e-18,4.8838060726746004e-17,2.0358090785932569e-18,1.1547982878647338e-21,1.1479662490565726e-28,3.6652728764678936e-17,5.2570341751305655e-22,2.6457537804856255e-33,1.0795810038981011e-12,1.3725843473342622e-17,5.7389518299543855e-18,6.6771403402966389e-23,6.1008055484998534e-31,1.2992697789307258e-31,2.4476272778849409e-29,0.88168480800000004,0.0,0.0094599993864421684,0.10884999945495191,9.3453575987322908e-11,3.6472701234523694e-11,8.1828716737000877e-11,2.9006237280152017e-12,1.3274430412386086e-12,7.4054896977453581e-13,4.2780661929563258e-11,1.2532008859413646e-11,4.2003848258887571e-13,2.3629210639359182e-13,3.8108789342375087e-11,1.3166749178025347e-13,2.1888836905651696e-14,3.091707659580573e-11,1.1859302199838156e-11,1.513717788541323e-11,2.3236803688124693e-11,3.4881668791921056e-12,3.4679625548309613e-11
3.138212746299114e-07,0.006830102767353201,1.422121763077804e-11,2.1924309756914567e-12,5.9664654693397896e-12,1.2618939494673659e-11,3.5619758989516221e-13,0.0,0.0,1.0239073408546756e-10,3.0491552367910971e-14,1.2664988844522969e-18,4.0803648641907924e-19,5.0264674994441559e-26,3.3529201204292131e-12,6.2170766892958912e-20,2.7971459869898699e-10,2.1264902636521345e-12,1.0470806030281991e-19,1.5420348181672348e-24,7.7941819493021274e-10,1.9518731190999481e-18,5.8868354641014506e-22,5.5604389434916996e-18,2.993308259384248e-15,6.6977149317630142e-21,1.4153426269931223e-10,2.7170876486946777e-20,1.2547223817956203e-10,1.2499063574095376e-20,2.527887264607704e-32,1.3597940081840016e-20,6.3486178439482207e-34,1.2479188295906394e-13,3.3040929423508838e-16,6.6384247235414045e-14,7.7580032544221899e-13,1.6702799708375577e-15,2.2541834128756531e-10,6.6746379025861563e-19,7.1649520287670801e-23,4.4108512032839925e-17,1.908290699393472e-16,1.3987590979946212e-15,7.1154539104964472e-17,8.7504188882847395e-21,5.4357195507705821e-23,4.2528618715787815e-21,8.8314981535533104e-29,9.8932021905362592e-29,3.3737982423574173e-28,4.3462442062654159e-45,4.8450886183218749e-40,2.4847815583779563e-18,5.4199494618605729e-17,2.3128741565777287e-18,1.2624882532862351e-21,1.3244468481611447e-28,4.0889662519593003e-17,5.8112903382228643e-22,3.1286180847018738e-33,1.1922710114978758e-12,1.1112564943933003e-17,6.2000219822507307e-18,7.1120223757318445e-23,7.3368874866882798e-31,1.6180322580663228e-31,2.705692325295673e-29,0.88168480800000004,0.0,0.0094599993594050649,0.10884999942359297,9.4712936714384768e-11,3.6609779807503051e-11,8.2756425784714315e-11,3.0730715916002633e-12,1.3848813489165744e-12,7.740147446657303e-13,4.3440783623102845e-11,1.2586329717336141e-11,4.4519431522858123e-13,2.4661189709812604e-13,3.8967138990818727e-11,1.3768261903352713e-13,2.2901118031526031e-14,3.3122048543954802e-11,1.2605359508490294e-11,1.6107603276263518e-11,2.5006980264361609e-11,3.5439590866147423e-12,3.473382010325094e-11
3.267378028583547e-07,0.006830102767674559,1.4561438612545951e-11,2.3657979751266115e-12,6.4351755042554366e-12,1.3618486872146599e-11,4.0179026110406658e-13,0.0,0.0,1.0991959965836877e-10,3.4166361284116775e-14,1.448995610046792e-18,4.6251053452683148e-19,5.6139284757984723e-26,3.6253951983337698e-12,6.790211722214161e-20,2.9259501411796064e-10,2.317434383075708e-12,1.1332340445284882e-19,1.6135023006456359e-24,8.2607649875228958e-10,2.3354666160877406e-18,6.4620444034036022e-22,6.1369158982090465e-18,3.2985146940477703e-15,7.7650620546368492e-21,1.5068411308048752e-10,3.1707561569771001e-20,1.2979997739781717e-10,1.4074388662799225e-20,2.7373489258564612e-32,1.5259688920005881e-20,7.6982891062065484e-34,1.3856883514165157e-13,3.366498134918106e-16,7.1543653693378402e-14,8.4338736045759807e-13,1.8350409065248801e-15,2.381747966697906e-10,7.4812878006277103e-19,7.6026309437381105e-23,5.1227742565817145e-17,2.1473836363114145e-16,1.5370784352049248e-15,6.868220528384703e-17,1.0121992658037774e-20,6.1331662737617478e-23,4.9940309698584093e-21,1.0161301987424063e-28,1.3006917446792664e-28,4.2442810650747827e-28,5.7288316061052832e-45,6.056727166167508e-40,2.9632620344827402e-18,5.9846248818058049e-17,2.6109683400157399e-18,1.3752403135844341e-21,1.5784146215963564e-28,4.5396196969089557e-17,6.3957168256501486e-22,3.6751021596223056e-33,1.3105458028449703e-12,1.600204405479709e-17,6.6760373568421821e-18,7.5518791889393469e-23,8.7293977478287125e-31,1.9958654996642519e-31,2.9778030337489306e-29,0.88168480800000004,0.0,0.0094599993323223469,0.10884999939197157,9.5865189637409194e-11,3.6727062845348177e-11,8.3606362101133379e-11,3.2436504505266072e-12,1.4406366331428288e-12,8.0653756800584575e-13,4.4044615744392027e-11,1.2632806055068457e-11,4.700816641113338e-13,2.5662899242104979e-13,3.9760335941497735e-11,1.4352830794667179e-13,2.388490257829836e-14,3.536369534291272e-11,1.3361772726175386e-11,1.7090834758961886e-11,2.6819221555695561e-11,3.5949914397074561e-12,3.4777949540215347e-11
3.39654331086798e-07,0.00683010276799836,1.4882072464932339e-11,2.5431100038150423e-12,6.9168273512815825e-12,1.4640973095180927e-11,4.5087765542760203e-13,0.0,0.0,1.1764112901200101e-10,3.8105201617780307e-14,1.648927060508131e-18,5.2135553837298369e-19,6.2400255014700475e-26,3.9073541714604864e-12,7.3904273243044589e-20,3.0550803905715671e-10,2.5169844792788326e-12,1.221970664338001e-19,1.6851538248194347e-24,8.732203046271952e-10,2.7726897861654078e-18,7.0655695404305968e-22,6.7465974947570244e-18,3.6209483444487496e-15,8.9413396335588814e-21,1.599440222703613e-10,3.6778881175591371e-20,1.3408535778409438e-10,1.5772990376499268e-20,2.9530359139706979e-32,1.7043593439117271e-20,9.2547377820378745e-34,1.5314791762588951e-13,3.4119682805239071e-16,7.6877342422808059e-14,9.1387129115410808e-13,2.0074573470869735e-15,2.5097259072160008e-10,8.3474304543797067e-19,8.0450185454300026e-23,5.9122604338986662e-17,2.4029081147057355e-16,1.6823485415278899e-15,7.1830256186638474e-17,1.1638287068456552e-20,6.8863524493643998e-23,5.8283292981407045e-21,1.1624769981853392e-28,1.6903456995559287e-28,5.2861754167317029e-28,7.4562608853267095e-45,7.4982737435856605e-40,3.5064240204418334e-18,6.5774905882973945e-17,2.9302739029293992e-18,1.4930614175668162e-21,1.829259591234276e-28,5.0175415931724579e-17,7.0104228166478273e-22,4.2905868668618818e-33,1.4343271409597235e-12,1.640990676039287e-17,7.1666278400253673e-18,7.9965748820348258e-23,1.032564005927002e-30,2.4404078295426804e-31,3.2640141070547989e-29,0.88168480800000004,0.0,0.0094599993051952547,0.10884999936010721,9.6919849378960244e-11,3.6827408952676701e-11,8.4385136333781196e-11,3.4121389786811697e-12,1.4947792021403546e-12,8.3814738765964215e-13,4.4597087367445155e-11,1.2672570755895818e-11,4.9466746708616578e-13,2.6635577654917623e-13,4.049271392124963e-11,1.4920973982666825e-13,2.4841020714525565e-14,3.7639477338318603e-11,1.412812626814816e-11,1.8086201052797081e-11,2.8671583591243646e-11,3.6416791487498262e-12,3.4813883365249845e-11
3.525708593152413e-07,0.006830102768324472,1.5184523751192686e-11,2.7241379851544136e-12,7.4110668200270479e-12,1.5685087125022175e-11,5.0355358269988975e-13,0.0,0.0,1.2555017723631916e-10,4.2314653086621345e-14,1.8671884834333896e-18,5.8469968547917565e-19,6.9053608385230715e-26,4.1987684786384014e-12,8.0179873745791224e-20,3.1845059299307903e-10,2.7251612729087497e-12,1.3132435660271988e-19,1.7569719614074652e-24,9.208183987744084e-10,3.2681310040218539e-18,7.6972809625778708e-22,7.3896488437031062e-18,3.9606844121644745e-15,1.0231430379380613e-20,1.6930466181578183e-10,4.2423260021613762e-20,1.3832925019813134e-10,1.7598738931583386e-20,3.174822913477888e-32,1.8952885584622761e-20,1.10379578739839e-33,1.6853112448378632e-13,3.4392743047788397e-16,8.238363383568329e-14,9.8724599388038391e-13,2.1874118961271637e-15,2.6379882688735355e-10,9.2747159993762159e-19,8.49180802524444e-23,6.7837125194372747e-17,2.6749355298979899e-16,1.8345239759261138e-15,8.3046367327965413e-17,1.3307076811553091e-20,7.6970629751284657e-23,6.7631075199262287e-21,1.3229003180003292e-28,2.1733078650509849e-28,6.5233320940662608e-28,9.5925658508715988e-45,9.20047480631377e-40,4.119423835704328e-18,7.1981647116064405e-17,3.2709148692718247e-18,1.6159609290567499e-21,2.068237618783823e-28,5.5230138257609373e-17,7.6554983058365077e-22,4.9805759830619559e-33,1.5635300556847983e-12,1.1835433351412295e-17,7.6714561841957853e-18,8.4457418380249357e-23,1.2144407367057479e-30,2.95987785185467e-31,3.5643675624738439e-29,0.88168480800000004,0.0,0.0094599992780249522,0.10884999932801745,9.7885649115062283e-11,3.6913264243302009e-11,8.5098811547927153e-11,3.5783659489818771e-12,1.5473862424266259e-12,8.6887987754924762e-13,4.51027392776021e-11,1.2706593132624777e-11,5.1892606005700894e-13,2.7580593450856174e-13,4.1168439027372145e-11,1.5473317288802132e-13,2.5770492835721351e-14,3.9947067038624528e-11,1.4904042215136212e-11,1.9093096747792479e-11,3.0562229319456516e-11,3.6844050877929989e-12,3.4843144425945708e-11
3.654873875436846e-07,0.006830102768652785,1.5470129606528316e-11,2.9086694388045725e-12,7.9175482975186813e-12,1.6749613086420874e-11,5.5990935083865634e-13,0.0,0.0,1.3364195819527066e-10,4.6801122954163224e-14,2.1046859639492788e-18,6.5266900190964295e-19,7.6105056928529924e-26,4.4996157887103128e-12,8.673158583411436e-20,3.3141988868941225e-10,2.9419835252882211e-12,1.4070105100719639e-19,1.8289409613672467e-24,9.6884253992479261e-10,3.8265184477143769e-18,8.3598549934180796e-22,8.0661883980929358e-18,4.3177748802085684e-15,1.1640087038709692e-20,1.7875746764353522e-10,4.8680151263686986e-20,1.4253252489521697e-10,1.9555349925100573e-20,3.402603970463896e-32,2.0990716797995881e-20,1.3068713927559319e-33,1.8471949961746424e-13,3.4935488285068566e-16,8.8060883876879169e-14,1.0634882490360546e-12,2.3747786717526598e-15,2.7664178766773309e-10,1.0264741402717135e-18,8.9427216448554165e-23,7.7415155931804837e-17,2.9634966910434669e-16,1.9941027565873121e-15,7.9852174583831853e-17,1.5136090691684857e-20,8.5670511291790086e-23,7.8059567504408095e-21,1.498121319669983e-28,2.7666355078975096e-28,7.9814493102475148e-28,1.2209601215002355e-44,1.1196440624783749e-39,4.8075278736640303e-18,7.8462301584747346e-17,3.6329606370999599e-18,1.7439373124516313e-21,2.4127423388665428e-28,6.0562936968376645e-17,8.3310149365795729e-22,5.7506698634840397e-33,1.6980637176038476e-12,1.7681302503622293e-17,8.1902422762359741e-18,8.8986182193713212e-23,1.4160617636529222e-30,3.5630884712107981e-31,3.8788919176021354e-29,0.88168480800000004,0.0,0.0094599992508125081,0.10884999929571841,9.8770590693509974e-11,3.6986721490824826e-11,8.575294655188805e-11,3.7422041542889613e-12,1.5985390745093858e-12,8.9877468332958395e-13,4.5565744259803468e-11,1.2735702443163884e-11,5.428382432534776e-13,2.8499394836563231e-13,4.1791493054266203e-11,1.6010560375618934e-13,2.667447557967919e-14,4.2284333762133406e-11,1.5689176665701252e-11,2.0110975789176464e-11,3.2489425879749575e-11,3.7235213613491998e-12,3.4866972173571193e-11
3.784039157721279e-07,0.006830102768983192,1.5740155066344833e-11,3.0965076333506879e-12,8.4359902242832739e-12,1.7833425417694881e-11,6.2003396751015017e-13,0.0,0.0,1.4191195862592773e-10,5.1570857272893479e-14,2.3623365847468934e-18,7.253876855395793e-19,8.3560044752944744e-26,4.8098921612485309e-12,9.3562124810021603e-20,3.4441340398322217e-10,3.1674682265233474e-12,1.503238591154127e-19,1.9010467021597031e-24,1.0172670962417666e-09,4.4527203849468805e-18,9.0520349033007514e-22,8.7762922469021783e-18,4.6922505568161633e-15,1.3171953340287138e-20,1.8829458111572249e-10,5.5590002917428326e-20,1.4669604327382764e-10,2.1646494157701916e-20,3.6362892873801323e-32,2.3160163809305734e-20,1.5368585248522625e-33,2.0171322343213802e-13,3.5335050924735641e-16,9.3907483606469568e-14,1.1426035348915108e-12,2.5694249311584925e-15,2.8949084269116452e-10,1.1319051130763248e-18,9.3975077929222275e-23,8.7900287884751554e-17,3.2685845825205279e-16,2.1606824322993234e-15,8.0394921917332026e-17,1.7133006065821314e-20,9.4980401100117187e-23,8.964705172476653e-21,1.6888741678979605e-28,3.4895787454491196e-28,9.6882286522449671e-28,1.5387635352495151e-44,1.3521915103474713e-39,5.576110723086406e-18,8.5212390154770537e-17,4.0164295823044967e-18,1.8769897542117765e-21,2.7662139552412845e-28,6.6176180441064244e-17,9.0370276821152593e-22,6.6068300383833266e-33,1.8378322435736828e-12,1.9585150773662482e-17,8.7226197175217885e-18,9.3552057825292256e-23,1.6428714484934414e-30,4.2594589577566771e-31,4.2076174731322886e-29,0.88168480800000004,0.0,0.009459999223558925,0.10884999926322471,9.9581992896292554e-11,3.7049571012997827e-11,8.6352638406611062e-11,3.9035647497949395e-12,1.6483210477805165e-12,9.2787399982809209e-13,4.5989929150032338e-11,1.2760608149405652e-11,5.6639051679318114e-13,2.9393470712725693e-13,4.2365661344988755e-11,1.6533452978657975e-13,2.7554213277211975e-14,4.4649328940170843e-11,1.6483216424140474e-11,2.1139345564757212e-11,3.4451541417576327e-11,3.7593511118004402e-12,3.4886375270633796e-11
3.913204440005712e-07,0.006830102769315593,1.5995790533641135e-11,3.2874707063520386e-12,8.9661239940996198e-12,1.8935483831279972e-11,6.8401432817503383e-13,0.0,0.0,1.5035596405066469e-10,5.6629951323786769e-14,2.6410682231730102e-18,8.0297841747532417e-19,9.1423791069967214e-26,5.1295997408749669e-12,1.0067425478792927e-19,3.5742885626517822e-10,3.4016307660550651e-12,1.6019012727163382e-19,1.9732763120157847e-24,1.0660688246920726e-09,5.1517468406622801e-18,9.772881606040738e-22,9.5199981021651829e-18,5.0841229676331267e-15,1.48315894452139e-20,1.9790879418781364e-10,6.3194224542627387e-20,1.5082065167891337e-10,2.3875920180672252e-20,3.8758044210046576e-32,2.5464234331279346e-20,1.7960006448008218e-33,2.1951169270974915e-13,3.5440768367550678e-16,9.9921858470024215e-14,1.224587218543417e-12,2.7712119889749237e-15,3.0233636227140522e-10,1.2439137628994142e-18,9.8559383241655552e-23,9.9335777528714425e-17,3.5901570930885731e-16,2.3340294349442748e-15,9.4942307678054534e-17,1.9305446502590798e-20,1.0491737494649911e-22,1.0247415429376617e-20,1.8959080909468325e-28,4.3637468423932573e-28,1.1673550436925597e-27,1.9216415812944009e-44,1.6215598684382441e-39,6.4306550490964829e-18,9.222716742379043e-17,4.4212926193931038e-18,2.0151268147478653e-21,3.0773004780935358e-28,7.2072032089140592e-17,9.7735784040410206e-22,7.5551476832107261e-33,1.9827354325837157e-12,1.2343114351206526e-17,9.2682424790324945e-18,9.8153555184286016e-23,1.8982837339789006e-30,5.0590267146299562e-31,4.5505652756073419e-29,0.88168480800000004,0.0,0.0094599991962651241,0.10884999923054965,1.0032653898142946e-10,3.7103344514103004e-11,8.6902561145409553e-11,4.0623921313709447e-12,1.6968158745212951e-12,9.5622143549058034e-13,4.6378797195610672e-11,1.2781917262726608e-11,5.8957432311120775e-13,3.0264319904384191e-13,4.2894525787482614e-11,1.7042773767392408e-13,2.8411001769502762e-14,4.7040272141364716e-11,1.7285876045652382e-11,2.2177761574808465e-11,3.6447041575143836e-11,3.7921903634922771e-12,3.4902175024161964e-11
4.0423697222901447e-07,0.006830102769649903,1.6238151149476596e-11,3.4813907602660796e-12,9.5076682146822032e-12,2.0054828133685563e-11,7.5193538967359688e-13,0.0,0.0,1.5897007153891031e-10,6.1984359336517532e-14,2.9418192281961433e-18,8.855626385660842e-19,9.9701273224562713e-26,5.4587402143408864e-12,1.0807074429278102e-19,3.7046418050830702e-10,3.6444850852636723e-12,1.7029732657114812e-19,2.0456180773676908e-24,1.115226665691633e-09,5.9287331028305142e-18,1.0525728742195503e-21,1.0297308259628595e-17,5.4933861212241786e-15,1.6623425931963933e-20,2.0759349810175096e-10,7.1535154583196098e-20,1.5490717480219301e-10,2.624719170096225e-20,4.1210890015810529e-32,2.7905872466486749e-20,2.0866108796604221e-33,2.3811359421819199e-13,3.5921397687441787e-16,1.0610246754047573e-13,1.3094056728249699e-12,2.9799957065795317e-15,3.1516963759832375e-10,1.3626441678770995e-18,1.0317806193339932e-22,1.1176447774601944e-16,3.9281396864554751e-16,2.5148313152498583e-15,9.1766418274677545e-17,2.1660978259535329e-20,1.1549829516923343e-22,1.1662381708074049e-20,2.1199885685461687e-28,5.4132745491130306e-28,1.3969165707437488e-27,2.379505120542236e-44,1.9318783540794184e-39,7.3767302047561551e-18,9.9501660620554312e-17,4.8474767004058025e-18,2.1583411180791778e-21,3.5259588023118771e-28,7.825245791287586e-17,1.0540696114860247e-21,8.6017315788922458e-33,2.1326694341730183e-12,1.8897090742116083e-17,9.8268601581187167e-18,1.0278218656486835e-22,2.1779108614948251e-30,5.9724603700798007e-31,4.9077415369568697e-29,0.88168480800000004,0.0,0.0094599991689319572,0.10884999919770544,1.0101032424107396e-10,3.7149352603759901e-11,8.740699954882466e-11,4.21865929142956e-12,1.7441062908935214e-12,9.8386109882678167e-13,4.6735550102844847e-11,1.2800149150036505e-11,6.1238529948025753e-13,3.1113426594092942e-13,4.3381462970084859e-11,1.7539311070082739e-13,2.92461619761953e-14,4.9455537807653766e-11,1.8096895248266246e-11,2.3225822663106106e-11,3.8474485747807691e-11,3.822309814460664e-12,3.4915040530139913e-11
4.1715350045745776e-07,0.006830102769986044,1.6468277654504995e-11,3.6781129516815686e-12,1.0060411186872282e-11,2.119057300528945e-11,8.2388032872043717e-13,0.0,0.0,1.6775058140141517e-10,6.7639903563128787e-14,3.2655386512315317e-18,9.7326078210149079e-19,1.0839726641133675e-25,5.7973333327096365e-12,1.1575439436959904e-19,3.8351750982142831e-10,3.8960438148968578e-12,1.8064365923494323e-19,2.1180615220806444e-24,1.164721441681815e-09,6.7889415170829115e-18,1.1309773897632358e-21,1.1108193127658192e-17,5.9200181465702393e-15,1.8551788509781528e-20,2.1734263567706853e-10,8.065602798253542e-20,1.589564097226193e-10,2.876380814865313e-20,4.372093695922862e-32,3.0487963944987302e-20,2.411078983259875e-33,2.5751697240097208e-13,3.6322564084781242e-16,1.1244780264782264e-13,1.3970632964160649e-12,3.1956277832212293e-15,3.2798280608217643e-10,1.4882353538567582e-18,1.0782923377808798e-22,1.2522877537317767e-16,4.2824279843316671e-16,2.7026906777172898e-15,8.8199848082880533e-17,2.4207108272385055e-20,1.2673978002473813e-22,1.3218127221156587e-20,2.361899408312894e-28,6.6649915475449576e-28,1.6608881083898143e-27,2.923242389494186e-44,2.2875692485230057e-39,8.4199925424659445e-18,1.0703070285777185e-16,5.2948682310118976e-18,2.3066234311170407e-21,4.0105208864650858e-28,8.4719273438852077e-17,1.133839745787237e-21,9.7531056382046029e-33,2.2875273554727042e-12,2.3407399122372146e-17,1.0398118512651469e-17,1.0743882423654693e-22,2.487582015427519e-30,7.011070236376615e-31,5.2791593150234672e-29,0.88168480800000004,0.0,0.0094599991415602169,0.10884999916470303,1.0163890242841726e-10,3.7188716720582039e-11,8.7869879353243374e-11,4.3723634956599459e-12,1.790273022698921e-12,1.0108368393350648e-12,4.7063109874661008e-11,1.281574819004352e-11,6.3482268927114834e-13,3.1942240988934104e-13,4.3829646126021853e-11,1.8023850560221917e-13,3.0061013075399282e-14,5.1893642718138643e-11,1.8916036633027371e-11,2.4283166748160967e-11,4.0532523166188066e-11,3.8499566172511505e-12,3.4925516838591426e-11
4.3007002868590106e-07,0.006830102770323944,1.6687138254372108e-11,3.8774945956173937e-12,1.0624156683210901e-11,2.2341902865255112e-11,8.9993068897398191e-13,0.0,0.0,1.7669402148425808e-10,7.3602282641018617e-14,3.6131861466194883e-18,1.0661924900696987e-18,1.1751640624581707e-25,6.1454041334388724e-12,1.237280600053027e-19,3.9658715730415095e-10,4.1563184003774142e-12,1.9122795151675511e-19,2.1905971880906221e-24,1.2145357094846929e-09,7.7377711380265112e-18,1.2123041440219409e-21,1.1952594736513581e-17,6.3639827937626109e-15,2.0620951741586144e-20,2.271506572938671e-10,9.0600944162454063e-20,1.6296912230808345e-10,3.1429471861716452e-20,4.6287798367569955e-32,3.3213341268349041e-20,2.7718851268951289e-33,2.77719291500516e-13,3.626122205904251e-16,1.1895638726667816e-13,1.4875611295951816e-12,3.4179566628774303e-15,3.407687812816202e-10,1.6208213889797005e-18,1.1251118985033385e-22,1.3977053484224338e-16,4.6528902662869296e-16,2.8970975519533026e-15,1.065262946171681e-16,2.6951285885776039e-20,1.3865839019711392e-22,1.4923402677086876e-20,2.6224452839181876e-28,8.1485978973251657e-28,1.9628960437924359e-27,3.5649111851586957e-44,2.6934172521509267e-39,9.5661949544764828e-18,1.1480896412288955e-16,5.7633163747064454e-18,2.4599850690772915e-21,4.4035053149237833e-28,9.1474138317217662e-17,1.2166690455755887e-21,1.1015958475150567e-32,2.4471998130974884e-12,1.2721804623861169e-17,1.0981656202615582e-17,1.1212468232906196e-22,2.8331856082336142e-30,8.1868179883325115e-31,5.6648263824447911e-29,0.88168480800000004,0.0,0.0094599991141506214,0.10884999913155255,1.0221732962407067e-10,3.7222396353736547e-11,8.8294795606620626e-11,4.5235224077838506e-12,1.8353940377438493e-12,1.0371916672365964e-12,4.7364140336387689e-11,1.2829094598469102e-11,6.5688880167839748e-13,3.2752165245036544e-13,4.4242049240317068e-11,1.8497165596350439e-13,3.085685214295317e-14,5.4353234228034467e-11,1.9743083631647404e-11,2.5349466976965412e-11,4.2619888857743841e-11,3.875356166336981e-12,3.4934047742066531e-11
