Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184)
0.0009246903726379416,0.0018580776249989633,4.6003597931947642e-10,3.3971463863052086e-09,1.4320576637862518e-06,1.6809937446364027e-07,0.0014262641554226069,0.0,0.0,1.6538141074728506e-06,4.9266009426665099e-07,8.761425988843463e-06,7.9793883781433983e-08,9.9824555487772812e-10,7.2592110357170557e-25,5.0258753567943761e-19,2.5465402206666943e-12,9.4087616415122389e-08,2.2156873804692769e-05,3.5781697476675991e-13,6.9270219321077053e-19,8.4769965438859873e-09,1.0464728110312233e-18,8.8032603045856595e-14,2.707653704629597e-05,1.2610971919300965e-08,1.5080600675628928e-07,1.0464093691212487e-10,0.00010883105222504882,8.2007379808298752e-09,7.1436450973573669e-12,1.2410827223627771e-10,1.760634743595721e-12,3.4479290996613016e-09,1.2433463728256309e-07,3.6071490691274877e-12,7.0572471488935765e-11,2.7471838552793507e-06,1.0019979347890214e-06,1.709364567141707e-14,6.7394020374350269e-14,7.3634969588947572e-10,4.4656863738925446e-31,2.7469397384323623e-06,4.1968231787933334e-09,2.0643571280455481e-10,8.1537512622198453e-15,2.9551929703674824e-08,9.4492963498041793e-16,6.0671746897962796e-08,7.102246646159282e-10,3.3242794429649288e-12,4.462072199448175e-25,3.9428240054827955e-19,5.8606447600981426e-08,4.9331298882715329e-13,3.3345366063296342e-07,4.0478144947738219e-17,3.2631046442957519e-08,1.0932863264929345e-11,4.5954183790928306e-16,2.8329251500992787e-10,2.5393938725279794e-18,3.7323564763023529e-08,3.6629887691489165e-14,4.5784856341514935e-16,3.0293520785448829e-09,5.1073579652639365e-16,0.88168480800000004,0.0,0.0048659988936262085,0.10283254533908562,0.00096130720005797106,1.2142783148252379e-13,1.1753546391731209e-07,5.2359424363790224e-08,5.9211632131925534e-12,3.4460326563309315e-06,3.176129211325301e-06,1.5674899465374961e-13,1.3649125542991321e-05,2.8795447408384426e-08,0.00017530251969867091,1.9973696910632718e-12,3.3193748527324439e-07,1.0181884623334994e-05,0.0014614082061243368,2.2670829677821513e-07,0.00015659366978576931,3.2169970864646993e-06,1.2347209958095978e-07,1.3482733221316004e-06,5.9261211144977638e-10,0.00010523718939546435,1.6114046143070835e-06,5.2050124291533725e-15,0.0008273446676082194,5.0865658635903773e-05,3.9765645248279493e-05,4.5700180536830439e-07,0.0012068593295605538,5.6287154262165077e-08,3.2499676121076385e-05,0.0004977704270531342,3.0339059079748432e-09
0.0009257897333386548,0.0018580137871150471,4.6442872063241779e-10,3.4368381508493988e-09,1.4374510147188921e-06,1.6982195906613189e-07,0.0014401820027212366,0.0,0.0,1.6680750401462098e-06,5.0047440381817731e-07,8.9999351567479589e-06,8.2285775825479933e-08,1.0186293212672811e-09,7.4281511464329567e-25,5.1207915953516913e-19,2.5674449935890585e-12,9.420963512541107e-08,2.2530853523671133e-05,3.7040923744651336e-13,7.1430623617157374e-19,8.6982283426358198e-09,1.0728662497305784e-18,8.8511144771124777e-14,2.7393820125509971e-05,1.2643151411098543e-08,1.5539154321580182e-07,1.062247342700889e-10,0.00011001208409711888,8.2644326551445491e-09,7.2696485904023165e-12,1.2597407769750563e-10,1.8030268165636193e-12,3.5035483556352377e-09,1.2689134005236001e-07,3.7212569908981994e-12,7.094467809518551e-11,2.7484302533321726e-06,1.0027307432744247e-06,1.7219424025408523e-14,6.8993516842641935e-14,7.488140864560387e-10,4.5817590030407434e-31,2.8187775582053476e-06,4.254819057262478e-09,2.1127247308329022e-10,8.3091909670397445e-15,2.9999543701050479e-08,9.5882776892682204e-16,6.1972270064730781e-08,7.3699982160122714e-10,3.4254410783388723e-12,4.6207913811642136e-25,4.0989470784115797e-19,6.029159217424292e-08,5.0911478058934126e-13,3.3794187571950308e-07,4.1584034800972104e-17,3.3693133111873817e-08,1.1037233416492607e-11,4.7128674325860514e-16,2.8638235152988975e-10,2.578429336063362e-18,3.7894277433513878e-08,3.7389506446161697e-14,4.745883548074699e-16,3.1250202186711411e-09,5.2675210473754632e-16,0.88168480800000004,0.0,0.0048302581443108684,0.10278263158020365,0.00096086745127515875,1.2114340400354588e-13,1.1826166184838756e-07,5.2933640844103716e-08,5.9047722466512697e-12,3.4827583371415421e-06,3.1945560468315525e-06,1.5631561006539185e-13,1.3749286540210577e-05,2.8971581768808586e-08,0.00017651473115487049,1.9909498483078127e-12,3.3381808381849941e-07,1.0273024719086231e-05,0.0014707670361534966,2.2710526090842985e-07,0.0001579296882688124,3.2212742862832149e-06,1.2365237526679673e-07,1.3496364925060039e-06,5.9596959110028576e-10,0.00010653150480333444,1.6201434138496424e-06,5.2102749516908761e-15,0.00083559638927496206,5.1140102671185384e-05,3.9730500228635763e-05,4.6090155750641224e-07,0.0012157130064425013,5.6806571118569868e-08,3.2813131113811423e-05,0.00050234622037269154,3.0662398081429164e-09
0.000926889094039368,0.0018579503307507783,4.6882520734482218e-10,3.4763374777210214e-09,1.4426958197356553e-06,1.7154921459469347e-07,0.001454107234904111,0.0,0.0,1.6823589953964381e-06,5.0837647477884655e-07,9.2431019245500016e-06,8.4845135169797406e-08,1.0391766069232152e-09,7.5987515511873341e-25,5.216558966547415e-19,2.5882132855209371e-12,9.4330149520790078e-08,2.2907949803127932e-05,3.8330921946850275e-13,7.3634970935701349e-19,8.923462491724293e-09,1.0996179481064644e-18,8.8980304870353719e-14,2.7711511793861312e-05,1.267471031825198e-08,1.6007892552218817e-07,1.0781091164702886e-10,0.00011119677691522579,8.3280678885786097e-09,7.3970493461002452e-12,1.2784195358866112e-10,1.8459140333042395e-12,3.5594913007823305e-09,1.29478013509587e-07,3.8377584822551251e-12,7.1309613705184513e-11,2.7496623285996708e-06,1.0034335973380132e-06,1.7344679792820872e-14,7.0617700677455927e-14,7.6141633834423813e-10,4.6999264846465148e-31,2.8918906244489585e-06,4.3127902206401676e-09,2.1620041619001781e-10,8.4664252991301363e-15,3.0447988825577945e-08,9.7273706559466647e-16,6.329030369902243e-08,7.6456083711058069e-10,3.5285292580639084e-12,4.783066486137773e-25,4.2592418774250551e-19,6.2008339342867377e-08,5.2523417613462499e-13,3.4242501922811922e-07,4.2710757328703786e-17,3.4781736513183741e-08,1.1139861320236643e-11,4.8319658652594538e-16,2.8947390769395407e-10,2.6176170595598019e-18,3.8465927618801404e-08,3.8155082602749313e-14,4.9176859367866435e-16,3.2227175390841113e-09,5.4310619503574335e-16,0.88168480800000004,0.0,0.0047947178374949375,0.10273290359309568,0.00096042624258501892,1.2085726237301456e-13,1.189801176859585e-07,5.350897517616418e-08,5.8883171537735677e-12,3.5195381527970612e-06,3.2127622788461784e-06,1.558805145485551e-13,1.3848643218360651e-05,2.914578999961156e-08,0.00017771577501999802,1.9845163013944714e-12,3.3567519637686798e-07,1.0363802864657453e-05,0.0014800158813622222,2.2747685188404943e-07,0.00015925918457268236,3.2251914978247467e-06,1.2381881358524994e-07,1.3508489969022823e-06,5.9928514096296476e-10,0.00010783308687570111,1.6287677929481797e-06,5.2149558278545222e-15,0.00084385598772583191,5.141085162205983e-05,3.9690502072550196e-05,4.6478226454326556e-07,0.0012244936088482794,5.7325601894457397e-08,3.3126517500552896e-05,0.00050691744699752272,3.0986213764009257e-09
0.0009279884547400811,0.0018578872657181275,4.7322465135118266e-10,3.5156341044353985e-09,1.4477922587478481e-06,1.7328099934058215e-07,0.0014680382948792181,0.0,0.0,1.6966636492677462e-06,5.1636627853503335e-07,9.4909588867867373e-06,8.7473221245821494e-08,1.0598823384814339e-09,7.7709716230754489e-25,5.3131634128075316e-19,2.6088420936559056e-12,9.4449173709941161e-08,2.3288120549344458e-05,3.965192348200809e-13,7.5883315185310945e-19,9.1527155832830749e-09,1.1267232319696428e-18,8.9440042763674357e-14,2.8029570054683605e-05,1.2705655072353297e-08,1.6486915082550439e-07,1.0939905441897232e-10,0.00011238502490945617,8.3916425128387515e-09,7.525844872817455e-12,1.2971134786514067e-10,1.8892881123048323e-12,3.6157500862640597e-09,1.320944888590152e-07,3.9566605037523979e-12,7.166725306696674e-11,2.7508807784231808e-06,1.0041073432459226e-06,1.7469402194030018e-14,7.2266440108134063e-14,7.7415650229149871e-10,4.8201974686700187e-31,2.9662829575142767e-06,4.3707225746209416e-09,2.2122055720390821e-10,8.6254447443172653e-15,3.0897152870206621e-08,9.8665388959808706e-16,6.4625838704298532e-08,7.9292135880789661e-10,3.6335406120099761e-12,4.9488924638218577e-25,4.4237326915888002e-19,6.3756742807779465e-08,5.4167057090860604e-13,3.4690199878002545e-07,4.385841632692433e-17,3.589721477282084e-08,1.1240833079017426e-11,4.9526985207519484e-16,2.9256694096781023e-10,2.6569509045819054e-18,3.9038355577701999e-08,3.8926413207853912e-14,5.093938892663257e-16,3.3224523019408273e-09,5.5979949856095396e-16,0.88168480800000004,0.0,0.0047593833771104408,0.10268336830302145,0.00095998362192459502,1.2056944554585855e-13,1.1969074540703614e-07,5.4085340533042142e-08,5.8718002141031453e-12,3.5563666003916159e-06,3.230746053675025e-06,1.5544376839154869e-13,1.3947176764195197e-05,2.9318051599628339e-08,0.00017890543841916798,1.9780699445158804e-12,3.3750864707192794e-07,1.0454198604319434e-05,0.0014891530989551639,2.2782332489273524e-07,0.00016058186610072041,3.2287530020921558e-06,1.2397157104605485e-07,1.3519128372035325e-06,6.0255844703244308e-10,0.00010914184394679955,1.6372770826466894e-06,5.2190627859188639e-15,0.00085212254741081402,5.1677883830949955e-05,3.9645748849744114e-05,4.686430720236522e-07,0.0012331994440911999,5.7844186093600911e-08,3.3439795606495571e-05,0.00051148355558122997,3.1310457678809943e-09
0.0009290878154407943,0.0018578246015120944,4.7762627229438485e-10,3.5547181057005893e-09,1.4527406145391299e-06,1.7501717247547649e-07,0.0014819736498169415,0.0,0.0,1.7109867307246845e-06,5.2444376570660447e-07,9.7435374441734171e-06,9.0171295088823295e-08,1.080741381228457e-09,7.9447523829519334e-25,5.4105906511717491e-19,2.6293285704632084e-12,9.4566722017144701e-08,2.3671322984081298e-05,4.100414558881652e-13,7.8175685541905631e-19,9.3860028721718506e-09,1.1541772105512757e-18,8.9890325511800025e-14,2.8347953384782726e-05,1.2735992376756109e-08,1.6976319267494946e-07,1.1098875229879256e-10,0.00011357672287115227,8.4551554381145687e-09,7.6560323941406869e-12,1.3158171398271985e-10,1.9331396945474898e-12,3.6723168889616642e-09,1.3474058908318676e-07,4.0779688153610485e-12,7.2017576487458256e-11,2.7520862785928666e-06,1.0047528190540144e-06,1.759358107497795e-14,7.393958788347349e-14,7.8703460420949405e-10,4.9425799056438188e-31,3.0419581420624482e-06,4.4286023084626442e-09,2.2633390432904502e-10,8.7862394217649641e-15,3.1346924662316123e-08,1.0005746524539374e-15,6.5978861695514367e-08,8.2209494966224192e-10,3.7404706153122166e-12,5.118261267164465e-25,4.5924408158656153e-19,6.5536842500109238e-08,5.5842314467847313e-13,3.5137174675427843e-07,4.5027109508558944e-17,3.7039921787656187e-08,1.1340005144099303e-11,5.0750494549508325e-16,2.9566121993515752e-10,2.6964248589666183e-18,3.9611402469054294e-08,3.970329308300393e-14,5.2746867378100254e-16,3.4242320317690991e-09,5.7683330072639835e-16,0.88168480800000004,0.0,0.0047242599959110626,0.1026340324422237,0.00095953963709205915,1.2027999321047661e-13,1.2039346408971066e-07,5.4662650057994876e-08,5.8552237267172733e-12,3.5932381847405755e-06,3.2485056578682219e-06,1.550054324070519e-13,1.4044868944288803e-05,2.9488347337721291e-08,0.00018008351625303855,1.9716116722337877e-12,3.3931827477715467e-07,1.0544191746622977e-05,0.0014981771223907248,2.2814494940093953e-07,0.00016189744486991089,3.2319632694519914e-06,1.2411081161092195e-07,1.3528300902385957e-06,6.0578922163673522e-10,0.0001104576836957411,1.645670681827054e-06,5.2226038434866731e-15,0.0008603951652566504,5.1941179856948558e-05,3.9596340753792863e-05,4.7248313897691783e-07,0.0012418288723346929,5.8362264442245055e-08,3.375292642023474e-05,0.00051604400631511803,3.1635081445093014e-09
0.0009301871761415075,0.0018577623473071865,4.8202929852212202e-10,3.5935799012209842e-09,1.4575412706355424e-06,1.7675759416995521e-07,0.001495911791873399,0.0,0.0,1.725326023358731e-06,5.326088672218325e-07,1.0000867793993898e-05,9.2940618721476581e-08,1.1017485469873801e-09,8.1200526796406669e-25,5.5088262029533833e-19,2.6496700249372352e-12,9.4682808992583098e-08,2.4057513693872768e-05,4.2387791223679901e-13,8.0512086577215114e-19,9.6233382709535742e-09,1.1819747830402143e-18,9.0331127742576528e-14,2.8666620757230615e-05,1.2765729199568986e-08,1.7476200051236551e-07,1.1257959978789874e-10,0.00011477176619745734,8.5186056515013999e-09,7.7876088592657403e-12,1.3345251154656613e-10,1.9774603159852929e-12,3.7291839196666059e-09,1.3741612920314794e-07,4.2016879832441926e-12,7.2360569759615035e-11,2.753279483735002e-06,1.0053708542927112e-06,1.7717206910959493e-14,7.5636981585797961e-14,8.0005064571740746e-10,5.0670810440569066e-31,3.1189193276305239e-06,4.4864159075502456e-09,2.3154145868402939e-10,8.948799111574829e-15,3.1797194175692473e-08,1.0144958164163905e-15,6.7349355061081115e-08,8.5209507868998991e-10,3.8493136042896168e-12,5.2911618965134381e-25,4.7653845488880657e-19,6.7348664636255021e-08,5.7549086412493401e-13,3.5583322117085318e-07,4.6216928570248762e-17,3.8210207027227575e-08,1.1437549421198016e-11,5.1990019668917937e-16,2.9875652458351729e-10,2.7360330453110799e-18,4.0184910519778138e-08,4.0485515148445945e-14,5.4599719905608652e-16,3.5280629009606694e-09,5.9420870444172006e-16,0.88168480800000004,0.0,0.0046893527535225351,0.10258490254725057,0.0009590943357146416,1.1998894576401104e-13,1.2108819786053611e-07,5.5240816916623936e-08,5.8385900089066903e-12,3.6301474214954619e-06,3.2660395162126996e-06,1.5456556789707077e-13,1.4141702111474551e-05,2.9656659239071479e-08,0.00018124981124189313,1.9651423790163266e-12,3.4110393288396382e-07,1.0633762378658557e-05,0.0015070864617656434,2.2844200849452436e-07,0.00016320563769958108,3.234826949613856e-06,1.2423670631589469e-07,1.3536029033791416e-06,6.0897720302313931e-10,0.00011178051320341598,1.653948055887113e-06,5.2255872904914898e-15,0.00086867295111238744,5.2200722433755181e-05,3.9542379921985766e-05,4.7630163846831373e-07,0.0012503803073883738,5.8879778913391239e-08,3.4065871614438326e-05,0.00052059827115811012,3.1960036777485876e-09
0.0009312865368422207,0.0018577005119544202,4.8643296786866559e-10,3.6322102518041296e-09,1.4621947087445852e-06,1.7850212570914426e-07,0.0015098512388635197,0.0,0.0,1.7396793685543733e-06,5.4086149375858275e-07,1.0262978922016608e-05,9.5782454542913744e-08,1.1228986012015236e-09,8.2968213511081558e-25,5.6078554128863897e-19,2.669863922454957e-12,9.4797449389436645e-08,2.444664867924073e-05,4.3803048903343532e-13,8.2892498373704551e-19,9.8647343466139393e-09,1.2101106486202795e-18,9.0762431518808454e-14,2.8985531663021467e-05,1.2794872764696374e-08,1.7986649919429976e-07,1.1417119655314326e-10,0.00011597005093347123,8.5819922153779952e-09,7.9205709523776485e-12,1.3532320687571927e-10,2.0222392606755377e-12,3.7863434310639914e-09,1.4012091654415803e-07,4.3278213833463715e-12,7.2696224079725099e-11,2.7544610275250747e-06,1.0059622696707038e-06,1.7840270805967318e-14,7.7358443918387026e-14,8.1320460470456922e-10,5.1937074286505369e-31,3.1971692297772308e-06,4.5441501640038261e-09,2.3684421410860276e-10,9.1131132809091572e-15,3.2247852637258056e-08,1.0284138975678623e-15,6.8737297028208441e-08,8.8293511186706967e-10,3.9600627897708212e-12,5.4675804080485283e-25,4.9425791572829477e-19,6.9192221793235737e-08,5.9287248520789797e-13,3.6028540648887392e-07,4.7427959223537035e-17,3.9408415343142498e-08,1.153307567407175e-11,5.3245386258960365e-16,3.018526465703586e-10,2.7757697280628348e-18,4.0758723188363586e-08,4.1272870712921612e-14,5.6498353286514973e-16,3.6339507517998504e-09,6.1192668876311074e-16,0.88168480800000004,0.0,0.0046546665347655825,0.10253598495659801,0.00095864776521740612,1.1969634428705791e-13,1.2177487583536524e-07,5.5819754348104138e-08,5.8219013948532173e-12,3.6670888401892007e-06,3.2833461895463669e-06,1.5412423661781708e-13,1.4237659210316135e-05,2.9822970569797448e-08,0.00018240413395701627,1.9586629587836392e-12,3.4286548905105374e-07,1.0722890879781843e-05,0.0015158797040868404,2.2871479821121905e-07,0.00016450616639113178,3.2373488615362566e-06,1.2434943289066857e-07,1.3542334901221151e-06,6.1212215491074601e-10,0.00011311023900846237,1.6621087353528769e-06,5.2280216721436339e-15,0.00087695502816745742,5.2456496425287122e-05,3.9483970255573233e-05,4.8009775812401397e-07,0.0012588522174208129,5.9396672748965108e-08,3.4378593565230294e-05,0.00052514583404536877,3.2285275512793377e-09
0.0009323858975429338,0.0018576391039787307,4.9083652843048236e-10,3.6706002805404216e-09,1.4667015060361122e-06,1.802506296053606e-07,0.0015237905348839333,0.0,0.0,1.7540446655922293e-06,5.4920153810242983e-07,1.0529898596429864e-05,9.8698064720940164e-08,1.1441862702534848e-09,8.4750087667557197e-25,5.7076634677276312e-19,2.6899078855346207e-12,9.4910658191061912e-08,2.4838683403697912e-05,4.5250092598032931e-13,8.5316876676535455e-19,1.011020231896663e-08,1.2385793154126128e-18,9.1184226226874205e-14,2.9304646131577955e-05,1.2823430542404873e-08,1.8507758855405486e-07,1.1576314780138706e-10,0.00011717147381207785,8.6453142657652327e-09,8.0549151021674743e-12,1.3719327355992739e-10,2.0674693574845126e-12,3.8437877250123508e-09,1.4285475100531004e-07,4.4563712094000674e-12,7.3024535956040771e-11,2.7556315231949303e-06,1.006527876796595e-06,1.7962764492616048e-14,7.9103783041648113e-14,8.264964358997461e-10,5.3224648995952901e-31,3.276710131779637e-06,4.6017921865291151e-09,2.4224315698728284e-10,9.2791711113068541e-15,3.2698792627419526e-08,1.0423254689000539e-15,7.0142661731283059e-08,9.1462830322057731e-10,4.0727102743087727e-12,5.6474999434186007e-25,5.1240368610989198e-19,7.1067513003368351e-08,6.1056655619240343e-13,3.6472731431177722e-07,4.8660281255834634e-17,4.0634886786149724e-08,1.1627231617417537e-11,5.451641301290617e-16,3.049493894693811e-10,2.8156293204530802e-18,4.1332685323452242e-08,4.2065149773278403e-14,5.8443155591476047e-16,3.7418992675705113e-09,6.2998801670657501e-16,0.88168480800000004,0.0,0.0046202060482459116,0.1024872858086668,0.00095819997279292322,1.1940223051785989e-13,1.2245343205365707e-07,5.6399375715431891e-08,5.8051602343068821e-12,3.70405698720833e-06,3.300424372412675e-06,1.5368150074457813e-13,1.4332723781578612e-05,2.9987265819940828e-08,0.00018354630283979052,1.9521743044623197e-12,3.4460282493732192e-07,1.0811557934752735e-05,0.0015245555134336813,2.2896362686680413e-07,0.00016579875789853721,3.2395339832987136e-06,1.2444917537593083e-07,1.3547241256758206e-06,6.1522386601361898e-10,0.00011444676716223002,1.6701523144095586e-06,5.2299157718902807e-15,0.00088524053334240597,5.2708488779208409e-05,3.9421217240947115e-05,4.8387070062915358e-07,0.0012672431255901467,5.9912890479737306e-08,3.4691055370192254e-05,0.00052968619107598665,3.2610749636166623e-09
0.0009333753221735756,0.0018575842089899825,4.9479902738552766e-10,3.7049387749053054e-09,1.4706327976052491e-06,1.818275669190683e-07,0.0015363345905535393,0.0,0.0,1.7669819658141876e-06,5.5678221538010167e-07,1.0774259575904632e-05,1.0138623347730656e-07,1.1634584490813083e-09,8.6365446907795174e-25,5.798144285315142e-19,2.7078174201321412e-12,9.5011334624810052e-08,2.5193956728908737e-05,4.6579740993781584e-13,8.7536352590294509e-19,1.0334613153304927e-08,1.2644809761657612e-18,9.1555708222759949e-14,2.9591990613003463e-05,1.2848638059056676e-08,1.8985942722653586e-07,1.1719588548877393e-10,0.00011825535274845753,8.7022482960178091e-09,8.1770033467116936e-12,1.3887536731944644e-10,2.1085515857103075e-12,3.8957247618251148e-09,1.4533986615569614e-07,4.5741329677117437e-12,7.3313740171400628e-11,2.7566760136657898e-06,1.0070155204092266e-06,1.8072514953762594e-14,8.0694832945887072e-14,8.3857690909774685e-10,5.4401729614025161e-31,3.349402288963613e-06,4.6535807549197388e-09,2.4718525496272916e-10,9.4301048362012978e-15,3.3104791710016693e-08,1.0548375331882782e-15,7.1422361783231238e-08,9.4389248303345041e-10,4.1757086528209353e-12,5.8124046596391671e-25,5.2910013905925265e-19,7.2782396081571539e-08,6.2675700050789246e-13,3.6871544957134965e-07,4.9787636461016919e-17,4.1763153103193092e-08,1.1710083059855461e-11,5.5673571301251448e-16,3.0773683639394334e-10,2.8516035493356292e-18,4.1849252047958212e-08,4.278223614026661e-14,6.0233257584473701e-16,3.8408183430000257e-09,6.4653732354538737e-16,0.88168480800000004,0.0,0.004589388360179282,0.1024436482548098,0.00095779595365712593,1.1913627012162333e-13,1.2305713794303151e-07,5.6921548244378581e-08,5.7900502161345562e-12,3.7373466807052224e-06,3.3155984044658086e-06,1.5328188922867865e-13,1.4417505664345854e-05,3.01333959489566e-08,0.00018456371959788416,1.9463273572854501e-12,3.4614563214612017e-07,1.0890948039775838e-05,0.0015322622946731927,2.2916735012961637e-07,0.00016695508257026932,3.2412168718754482e-06,1.2452799910744026e-07,1.3550479661085992e-06,6.1797828025351355e-10,0.00011565538051016791,1.6772911293987949e-06,5.2311659586679777e-15,0.00089269971706110922,5.2932039450675244e-05,3.9361114286822402e-05,4.8724588594805304e-07,0.0012747245104915458,6.0376863575263741e-08,3.4972018664733465e-05,0.00053376594485741091,3.2903838059446591e-09
0.0009343647468042175,0.001857529672566953,4.9876030598422101e-10,3.7390697152602377e-09,1.4744464023705445e-06,1.8340751328770944e-07,0.0015488763432546608,0.0,0.0,1.7799258518687072e-06,5.6443349353036248e-07,1.1022555498693308e-05,1.0413609968194332e-07,1.1828339147626452e-09,8.7991492993679144e-25,5.8892328898560668e-19,2.7256021942033417e-12,9.5110874936796036e-08,2.5551509251235284e-05,4.7935371363574533e-13,8.9791320046317202e-19,1.0562336503582756e-08,1.2906433596333467e-18,9.1919487349362159e-14,2.9879439715876391e-05,1.2873383101658656e-08,1.9472893248408353e-07,1.1862831608470528e-10,0.00011934161628612152,8.7591288991311433e-09,8.3002050248953465e-12,1.4055615943844594e-10,2.149982484362436e-12,3.9478807554974168e-09,1.4784818583915263e-07,4.6938528188491422e-12,7.3597003121296762e-11,2.7577124540358045e-06,1.0074834874646588e-06,1.8181792211505524e-14,8.2304896652865617e-14,8.5076893944880953e-10,5.5596146286545108e-31,3.4231427177001733e-06,4.705275503163261e-09,2.5220676582419911e-10,9.5824337198975624e-15,3.3510856791088891e-08,1.0673391853397376e-15,7.2716125572530842e-08,9.738678452757304e-10,4.28023010051705e-12,5.9801129227219673e-25,5.4614310780749346e-19,7.45229525431698e-08,6.431978448855977e-13,3.7269380097102778e-07,5.0932347582234909e-17,4.2914824734726842e-08,1.1791367782300655e-11,5.6843120678103309e-16,3.1052451104044712e-10,2.8876690862712886e-18,4.2365704590682511e-08,4.3502985312675694e-14,6.2061311461327787e-16,3.9414117667382496e-09,6.633656330585767e-16,0.88168480800000004,0.0,0.0045587603676058809,0.1024001966377283,0.00095739101678864495,1.1886915038619272e-13,1.2365417440629314e-07,5.7444141844183624e-08,5.7749012822604125e-12,3.7706496768252495e-06,3.3305856394278156e-06,1.5288123650701118e-13,1.4501540601323391e-05,3.0277871843384548e-08,0.0001855710298082608,1.9404743012386745e-12,3.4766866903229851e-07,1.0969935360996278e-05,0.00153987207032279,2.2935216469799971e-07,0.00016810456980124208,3.2426349452367678e-06,1.2459660184972619e-07,1.3552620717371505e-06,6.2069739826249827e-10,0.00011686935824892142,1.6843346052757503e-06,5.2319925139678895e-15,0.00090016038078681961,5.3152511388397966e-05,3.9297658565524705e-05,4.9060110547470013e-07,0.0012821381345840656,6.0840206568430034e-08,3.5252716096530537e-05,0.00053783911385439122,3.3197043655279781e-09
0.0009353541714348593,0.001857475500241125,5.02719840375555e-10,3.7729873721162207e-09,1.47814292855323e-06,1.8499037145885266e-07,0.0015614147883989537,0.0,0.0,1.7928749221468496e-06,5.7215525640146027e-07,1.1274804063244566e-05,1.069485806079559e-07,1.2023087711585515e-09,8.9627827910505483e-25,5.9809182444803861e-19,2.743260798362904e-12,9.520929045086494e-08,2.5911307580424343e-05,4.9317080114965106e-13,9.2081697295994621e-19,1.079337775451564e-08,1.3170621052903433e-18,9.2275570507620079e-14,3.0166965494487767e-05,1.2897671588628143e-08,1.9968670675263695e-07,1.2006016473850216e-10,0.00012043019071587144,8.8159555914798958e-09,8.4245170436309387e-12,1.4223528339637287e-10,2.191755356638776e-12,4.0002502249502858e-09,1.5037954984628055e-07,4.815529955885679e-12,7.3874332878602714e-11,2.7587412498065189e-06,1.0079323497241054e-06,1.829059153602217e-14,8.3933805653264707e-14,8.6307244818006653e-10,5.6807926973393274e-31,3.4979321944931859e-06,4.7568677264365468e-09,2.5730839256021021e-10,9.7361493852145334e-15,3.3916912743382363e-08,1.0798280570121814e-15,7.402392602954194e-08,1.0045637854110534e-09,4.3862666422356778e-12,6.1506065648642952e-25,5.6353285092219665e-19,7.628915403622509e-08,6.598876146175898e-13,3.7666170676051137e-07,5.2094460832000439e-17,4.4090138927437124e-08,1.1871235695227057e-11,5.8024915695510761e-16,3.133122958176132e-10,2.9238221932292453e-18,4.2881933331923514e-08,4.4227242674559083e-14,6.3927560377290981e-16,4.0436806467791965e-09,6.8047322502147802e-16,0.88168480800000004,0.0,0.0045283251330380811,0.10235693501042074,0.00095698519599311728,1.1860090299968657e-13,1.2424450328797157e-07,5.7967093806633306e-08,5.7597151727481939e-12,3.8039620462368762e-06,3.345385393132108e-06,1.5247958863657811e-13,1.4584817844068724e-05,3.0420684662296713e-08,0.00018656811746615306,1.9346157834856901e-12,3.4917187725535288e-07,1.1048506500552544e-05,0.001547384026595734,2.2951831813866482e-07,0.00016924703186433013,3.2437921226576709e-06,1.2465512935281854e-07,1.3553682119179766e-06,6.2338111587773053e-10,0.00011808863108933141,1.6912825722694006e-06,5.2324022683950814e-15,0.0009076219252449778,5.336989920856809e-05,3.9230929569202126e-05,4.9393581105947065e-07,0.0012894830374920595,6.1302881765334709e-08,3.5533122325588136e-05,0.00054190535661059888,3.3490331828867843e-09
