Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184)
1e-12,0.001866382403872508,7.7341416478145446e-24,3.6981628638144579e-30,6.8932104369849701e-29,2.9770278962695191e-29,4.9326786877821607e-34,0.0,0.0,3.1130490652837055e-20,3.0201924905068302e-29,1.2913640802853062e-34,1.4602706841637377e-38,4.7083273470720978e-42,1.5692685509282108e-53,4.4406785075395853e-45,2.1307403583772354e-34,2.5562627749906703e-20,6.56465360902046e-29,2.6694110246371806e-73,1.5793266956241375e-71,1.4604635261680565e-46,1.1536477286202238e-44,4.6838647472803056e-32,3.537305148416873e-39,3.4414011332247867e-31,1.2975979104204745e-50,1.3465256174585799e-43,2.436167704387512e-25,1.1114851360685846e-28,6.1956366395094862e-20,8.181443091715973e-38,3.1487698031063272e-49,3.4703520838121878e-48,2.5701381086267314e-35,1.2897984443410594e-61,4.7600438850264182e-49,7.4727566910885727e-25,2.9942065339446745e-33,3.2983488856413143e-35,3.7029899750298315e-37,4.3536591250752584e-24,6.9354184273260589e-54,4.730072920507717e-49,2.4099706049469921e-44,1.0824970688090715e-38,1.9256268313804047e-34,1.116608925593259e-47,1.1525878446928129e-49,5.5295028991450851e-49,2.268760958045386e-73,5.6593538666560676e-68,8.2876315505100747e-101,1.1759928825991507e-89,2.3450706953938032e-45,1.328025594881094e-42,1.867101130195021e-48,1.2458779846116153e-57,4.6442688084909156e-45,1.478571543068715e-53,1.8419125313388627e-62,1.6198219291435887e-31,3.8409033418074518e-34,3.4314301795794947e-42,6.7188367802657647e-43,1.6017437736310673e-64,2.1779348194639741e-71,5.5816425396767799e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.0824990643636395e-20,6.19584462021802e-20,7.0825747080007766e-20,2.7352976932252442e-24,1.9964505931967129e-24,2.392867891465532e-24,2.525402142652898e-30,2.4033307240234927e-21,7.8459540282157109e-31,7.1295467265461309e-25,6.0466810489078308e-34,1.8785858687940774e-34,2.0060261666225407e-21,7.0968622855357201e-32,1.0030130161722235e-21,5.9509476389787241e-25,2.9754605821996523e-25,1.4512524106602992e-30,3.4748171045695058e-34,4.1528070136422563e-40,4.2758890374808655e-43,1.6073173309484064e-22,1.3397467247837687e-42,1.0189925713958149e-39,6.2075384064990595e-27,6.1807017671379772e-34,2.3081286678325121e-31,5.9236651596175718e-32,7.2666136466569477e-39,7.8979555861692117e-42,1.8326784860167864e-45,6.6570977964067202e-31
1.023e-12,0.001866382403872508,7.9119717285592208e-24,3.8263396470944405e-30,7.1336357247643321e-29,3.0808061122341638e-29,5.134535093861383e-34,0.0,0.0,3.1846289404019287e-20,3.1255331305348038e-29,1.3363569419587746e-34,1.5200015212964311e-38,4.9010013780466263e-42,1.6334509491788614e-53,4.5955566667271644e-45,2.2049748168263204e-34,2.6150391716792993e-20,6.7936195983763656e-29,2.7868345057337212e-73,1.6487743050951181e-71,1.5202425637710498e-46,1.2008550592663849e-44,4.7911567541844763e-32,3.6820597680151053e-39,3.561432399595595e-31,1.3563699157715472e-50,1.4016272756448407e-43,2.5211374371684784e-25,1.1502519342028675e-28,6.3380902358278396e-20,8.5162403213943015e-38,3.2918894739646383e-49,3.6229762025548807e-48,2.6828996573787474e-35,1.3494520546786684e-61,4.9548396357637483e-49,7.7333960184098284e-25,3.1167363169968073e-33,3.4329527907774068e-35,3.8547150915418766e-37,4.5055076787494997e-24,7.1773150166620538e-54,4.9453488486181113e-49,2.5159966788467644e-44,1.1300941440181887e-38,2.0044272871672725e-34,1.1657055530823661e-47,1.2030943149973306e-49,5.7726321489719965e-49,2.3738739156895092e-73,5.9175795150084616e-68,8.6710864706185883e-101,1.2298975748001377e-89,2.4482417885287376e-45,1.3864516159874519e-42,1.9520774299205043e-48,1.3025614858942412e-57,4.8554332957404417e-45,1.5469455348608489e-53,1.9252272717104563e-62,1.686108572942596e-31,3.9973228889081175e-34,3.5823091472935832e-42,7.0138221685629435e-43,1.6758213640707272e-64,2.279511735151749e-71,5.8419089640028397e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.2453467348772686e-20,6.3383054705235926e-20,7.2454250168430487e-20,2.8307008917880817e-24,2.0660840032318664e-24,2.4763276411024275e-24,2.6287452097993656e-30,2.4585830585838317e-21,8.1670221961060526e-31,7.3782045938753151e-25,6.312550054365667e-34,1.9611862364190233e-34,2.0521445215879362e-21,7.3872770671651776e-32,1.0260721913135469e-21,6.1584995105704572e-25,3.0792359763090885e-25,1.5106385008094172e-30,3.6276013136079342e-34,4.341755547471585e-40,4.4737187598461313e-43,1.6442744901716586e-22,1.3986592314391301e-42,1.0653584810566279e-39,6.4240486002072614e-27,6.433630185836017e-34,2.4025800733757036e-31,6.1660709212266958e-32,7.5640707205648582e-39,8.2452726689105044e-42,1.9160707482128865e-45,6.9295142756716731e-31
2.047e-12,0.001866382403872508,1.5828705222873111e-23,1.5173311664321869e-29,2.8548632888640703e-28,1.2319527274047312e-28,4.1100277799405885e-33,0.0,0.0,6.3715153455391728e-20,1.2508754650352383e-28,5.3152204219569961e-34,1.2094369362359502e-37,3.9227035735553152e-41,1.2978395180140923e-52,1.8386928761027384e-44,8.7677331878534471e-34,5.2317549690395051e-20,2.7188085135806015e-28,4.5976004685662822e-72,2.6449970062967676e-70,1.2206177352659902e-45,9.6054559315924453e-44,9.515552804740216e-32,2.9473852549729354e-38,1.4252848735082551e-30,3.8118040098836638e-49,1.1216203415578327e-42,1.0089316971158884e-24,4.6031336891470747e-28,1.2679673498200868e-19,6.8153276570254029e-37,9.9417379192532165e-48,5.8367264846291778e-47,4.0480894002333431e-34,8.2967246734241006e-60,3.9672695702385387e-48,3.0949048275045256e-24,2.4948600937699632e-32,2.6512320515965976e-34,3.1377229376084495e-36,1.8030349268336438e-23,2.8722832245325003e-53,1.6084451884062331e-47,4.0937263779720562e-43,1.8091191412875118e-37,1.6043232001932234e-33,1.8657606286469327e-46,1.7611502813666106e-48,9.2396368534552498e-48,1.7781038814664788e-71,2.2183788472485512e-66,5.5684018626891971e-99,5.6384599246762137e-88,3.9837917590828017e-44,2.255705851261855e-41,6.350919632987435e-47,4.1530784676613591e-56,1.4924801265913735e-43,9.3481723514303714e-52,4.7490061185056276e-61,1.349634353250338e-30,3.0095725550549121e-33,5.734764701346433e-41,1.0772254916672999e-41,1.0237573920771249e-62,2.7553463957497093e-69,6.7346104952212362e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.4495179539946193e-19,1.2680534805535039e-19,1.4495492813398825e-19,1.1328347750356568e-23,8.2684666711993607e-24,9.9101632145860403e-24,2.1036427503643505e-29,4.9174045519018023e-21,6.5357660163670479e-30,2.9520146711075484e-24,1.0103557471210783e-32,3.1390363488418978e-33,4.1044902667691282e-21,5.9119204035768491e-31,2.0522448555592613e-21,2.4640193968946738e-24,1.231998672533232e-24,1.2085442910362033e-29,5.8045723194539166e-33,1.3882088880510038e-38,2.8608698839050368e-41,3.2895956366298416e-22,2.2394339905665717e-41,3.4117321254723443e-38,2.5708981542049431e-26,5.1499294313806269e-33,1.9225123899884169e-30,4.9346233486509004e-31,6.0796369931779709e-38,1.3250068859612352e-40,6.1579022863807157e-44,5.5449096320161471e-30
4.095e-12,0.001866382403872508,3.1659888570053856e-23,6.0425336395389316e-29,1.1421751252712171e-27,4.9267643239067022e-28,3.2888410743507097e-32,0.0,0.0,1.274539164571243e-19,5.0048594603327069e-28,2.1006863443163456e-33,9.5634261786681583e-37,3.1383189308529926e-40,1.0233034750750149e-51,7.3527411087187944e-44,3.4633535447045402e-33,1.0464740190865768e-19,1.0877556126163618e-27,8.2500147097314998e-71,4.2500070603060904e-69,9.826669798251632e-45,7.6750919174887628e-43,1.8759179997030249e-31,2.3585183451651196e-37,5.7023450965726803e-30,1.021037665936457e-47,8.9698019599772095e-42,4.0363622702820449e-24,1.8415041561145926e-27,2.5360046279648462e-19,5.4509811959284217e-36,2.8568722288825065e-46,9.4571315229817814e-46,5.808278022228729e-33,4.9133715823106428e-58,3.1763332281370897e-47,1.2382241590014301e-23,1.9964051088589013e-31,1.9817263468662878e-33,2.5940912455480374e-35,7.2131146163512867e-23,1.1490942139958726e-52,5.3077902672524654e-46,6.7612425644033041e-42,2.8948333466914673e-36,1.2835275479956621e-32,2.9842928509052818e-45,2.4047529372771007e-47,1.4779590113678483e-46,1.4827115341891854e-69,9.2619567897109112e-65,3.5824723907518577e-97,2.8553169228432988e-86,6.5806907739983727e-43,3.7250167992127424e-40,2.0968734674331282e-45,1.3180842568614787e-54,4.417556694218901e-42,5.3771769002422703e-50,1.040353821903357e-59,1.0799098674669959e-29,2.1511896759282619e-32,9.1763928082525211e-40,1.5921631632153626e-40,5.9853090857179891e-61,3.1690582503503819e-67,7.093048899466475e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.8993130558600329e-19,2.5363491743980064e-19,2.8994383830248093e-19,4.5322059118760037e-23,3.308086594848272e-23,3.9648256134660801e-23,1.6824000917472708e-28,9.8306177114307393e-21,5.2272384326784507e-29,1.1804622741003846e-23,1.6160867837297312e-31,5.0211448316876014e-32,8.205490793181394e-21,4.7285419492616472e-30,4.1027442869323993e-21,9.8532728052189827e-24,4.9265482327230255e-24,9.6599979652702459e-29,9.2794682363733049e-32,4.4303959481040572e-37,1.8261166955724079e-39,6.5799343756666685e-22,3.5812036079841181e-40,1.0912220078373013e-36,1.0285723631583504e-25,4.1209926986949056e-32,1.537311946696208e-29,3.9468923559042297e-30,4.9045508448334384e-37,2.1363131073216352e-39,1.9854192671104208e-42,4.4339234457758761e-29
8.191e-12,0.001866382403872508,6.3313122611779683e-23,2.4113616080544505e-28,4.5687646762406683e-27,1.9702525922189935e-27,2.6311868496401027e-31,0.0,0.0,2.5493558024617232e-19,2.002242996138198e-27,8.2032101417093834e-33,7.4739001957202922e-36,2.5097534803037583e-39,7.951549002864521e-51,2.9383192516469439e-43,1.3510076119816723e-32,2.0928925456945714e-19,4.3511711378906469e-27,1.8365260956529064e-69,6.8537286066084739e-68,7.9561554279729437e-44,6.1224872387051079e-42,3.6460686405742559e-31,1.8869249464181275e-36,2.2810059369269567e-29,2.5039714512580347e-46,7.1675026465607632e-41,1.6144186683785326e-23,7.3651267653049142e-27,5.070962183611026e-19,4.3567388633487649e-35,7.5861041916243255e-45,1.5500975004999266e-44,7.6943636195351145e-32,2.723610299037272e-56,2.5439295737371593e-46,4.953047584420495e-23,1.5972183375594087e-30,1.4003407749816162e-32,2.2080840366111422e-34,2.8848916924212352e-22,4.5960174929579343e-52,1.8003120193656586e-44,1.1486004131949166e-40,4.6302318436015828e-35,1.0264612348920849e-31,4.7695695576465313e-44,2.9695492245521356e-46,2.3622702678591851e-45,1.4263250974207032e-67,4.4620660778126325e-63,2.314810397318717e-95,1.5407351247686658e-84,1.1182741812624647e-41,6.3262602282693167e-39,7.1182236014647313e-44,4.1476902996795617e-53,1.2234630452901745e-40,2.8598163998101244e-48,2.0373945295028876e-58,8.6385521081373948e-29,1.4159942539039217e-31,1.4677468440661599e-38,2.1994872230991798e-39,3.234993260217998e-59,3.3688267575212009e-65,6.4535808580359668e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.798217588291759e-19,5.0723400156560795e-19,5.7987188421630312e-19,1.8128632056340445e-22,1.3232744477513696e-22,1.5859151091180261e-22,1.3444818443209002e-27,1.9639359072883525e-20,4.1776779030993737e-28,4.7172504551186323e-23,2.5829270333488205e-30,8.0256874486189161e-31,1.6392756183489414e-20,3.7795106072429695e-29,8.1963736679322934e-21,3.9375210506730502e-23,1.9686900815133785e-23,7.711120257507238e-28,1.4814806872370714e-30,1.4094674317465546e-35,1.1619643525745435e-37,1.3159396585728273e-21,5.7183518298317631e-39,3.4850243725376148e-35,4.1143766557108581e-25,3.2969594624289981e-31,1.2281707614003404e-28,3.1547780059985667e-29,3.9868073995281481e-36,3.4682041800871453e-38,6.4447114288554273e-41,3.5423127497973356e-28
1e-11,0.001866382403872508,7.7284722291759011e-23,4.0058176764005391e-28,7.5948232860173104e-27,3.2748665484870537e-27,6.6977962590360714e-31,0.0,0.0,3.1124155857000875e-19,3.328861382781713e-27,1.3306764357071913e-32,1.8438650374827914e-35,6.3850765775684498e-39,1.9465110449114871e-50,4.8794825165267881e-43,2.1890984073305443e-32,2.5548860673062573e-19,7.2332270056771499e-27,1.4072149795070903e-68,2.9921244423090011e-67,2.058380054122551e-43,1.5522389725046937e-41,4.3641153398468236e-31,4.803314658239347e-36,3.7918410586106969e-29,1.4058617498234583e-45,1.8214597550231571e-40,2.683428867683674e-23,1.2241495679510757e-26,6.1895414073871202e-19,1.1075267532056953e-34,4.5841635858762459e-44,6.9427790554712446e-44,2.6184703138381052e-31,3.2088586152072449e-55,6.4853612213599487e-46,8.2337283646029723e-23,4.0658470853128001e-30,3.094885092086127e-32,6.0858399734854969e-34,4.7949366646239153e-22,7.6393356166955689e-52,1.5550250833320247e-43,5.4200388776288306e-40,1.9952694948884717e-34,2.6114519850246583e-31,2.0526733522297724e-43,9.4935200049940479e-46,1.0167089913437005e-44,3.6798682510087013e-66,5.938676204161277e-62,3.5119702493481959e-94,1.9795159565526957e-83,5.2796638998481855e-41,2.9838346040376875e-38,6.1552191435300794e-43,3.1588741663310334e-52,7.6755057827035471e-40,3.2399833082396522e-47,9.6736345223497932e-58,2.1985759723752091e-28,2.9436158237732066e-31,6.3248460952498165e-38,7.7306324138734965e-39,3.641969568607009e-58,7.363757208513565e-64,1.1062102536619082e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.0779145452991636e-19,6.1918311563393026e-19,7.0787476839622322e-19,3.0134926395092565e-22,2.1997523134505281e-22,2.6362434245498056e-22,3.4171424138275924e-27,2.3955832839235582e-20,1.0619259524065595e-27,7.8333983007561121e-23,1.111651727699128e-29,3.4545474960388978e-30,1.9995698735538761e-20,9.6085560966420257e-29,9.9978420399887027e-21,6.5386793888135251e-23,3.2691607126440791e-23,1.9568347196906392e-27,6.3646852139429234e-30,1.0940591359409679e-34,1.7135018424343606e-36,1.6064143345424138e-21,2.4568578749528794e-38,2.723293820460532e-34,6.8394899884918845e-25,8.3925689548309517e-31,3.1202404399498277e-28,8.0204466300682817e-29,1.0368298826800768e-35,1.5301671488028434e-37,5.1821813580727823e-40,8.9995246760621369e-28
1.6383e-11,0.001866382403872508,1.2658307539143172e-22,9.6318061143513802e-28,1.8272176578557005e-26,7.8781561465296288e-27,2.1046700548795306e-30,0.0,0.0,5.0991544449651383e-19,8.0097929261457554e-27,3.1314496008071899e-32,5.7127428922779188e-35,2.0059033089365297e-38,6.0090352412307753e-50,1.1728816468836373e-42,5.1462756028594801e-32,4.1850157789963572e-19,1.7402471120702714e-26,5.7245165866593837e-68,1.1131425352016105e-66,6.5140051927566647e-43,4.8689652063532219e-41,6.8977206916747949e-31,1.5093704669601882e-35,9.1227755979735005e-29,5.4828825191905817e-45,5.719392688695392e-40,6.4553979678300042e-23,2.9447611090995497e-26,1.0136413262203485e-18,3.47813861016337e-34,1.808250845217489e-43,2.5970687494046097e-43,9.1427288626934702e-31,1.3570198630128386e-54,2.0392579688345156e-45,1.9809508032875351e-22,1.2776326519757185e-29,9.0740317897522889e-32,1.9768380683860835e-33,1.153447069313121e-21,1.8377588565184961e-51,6.4066480490297601e-43,2.049167609071986e-39,7.401752745359571e-34,8.204042343286797e-31,7.6125394432396399e-43,3.2513147142396307e-45,3.7706152267070618e-44,1.6160894086555904e-65,2.5318683630194231e-61,1.5087073966861179e-93,8.4205326069319194e-83,1.9962997550336097e-40,1.1280000648188187e-37,2.5362074681582894e-42,1.2841363434106327e-51,3.044133706678842e-39,1.3663085933167731e-46,3.6617868836524345e-57,6.9080964925780022e-28,8.3337808212721812e-31,2.3462969102604854e-37,2.7247105466782518e-38,1.535108817469953e-57,3.2157864528920569e-63,4.7817259988003916e-56,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.0009999999999999998,1.1593285289676311e-18,1.014192068148082e-18,1.1595289473461569e-18,7.2498760980086882e-22,5.2923770877776271e-22,6.342294080935126e-22,1.0730460498493823e-26,3.9186375708569574e-20,3.3348179085495877e-27,1.8828628648298414e-22,4.1227023924404089e-29,1.2811971691043221e-29,3.2708569000730007e-20,3.0176161049010279e-28,1.6354266926022999e-20,1.5716785343678448e-22,7.8578307173468162e-23,6.140620211906491e-27,2.3594919870639136e-29,4.4570864455193916e-34,7.3495440834571289e-36,2.6313451563853494e-21,9.1081015691721217e-38,1.1102671044898789e-33,1.6454967270493695e-24,2.6372267898999911e-30,9.7963492062192383e-28,2.5188806402006918e-28,3.2885192016563689e-35,5.7055691292665903e-37,2.1193350127304474e-39,2.8255126514286681e-27
3.2767e-11,0.001866382403872508,2.5297704221319514e-22,3.848127693525201e-27,7.305977011425372e-26,3.1491346595256044e-26,1.6831243448884093e-29,0.0,0.0,1.0199412041307894e-18,3.2042591987455203e-26,1.1470466860926189e-31,4.1933043876230265e-34,1.6015092317652972e-37,4.3126260413210244e-49,4.6716067414354468e-42,1.8770030552575733e-31,8.3664089734485186e-19,6.958547994914226e-26,2.4011747322718175e-66,1.8314248226334185e-65,5.4453729991400815e-42,3.8490438510953698e-40,1.2420661266487821e-30,1.2070871369521643e-34,3.6477543927284962e-28,1.0734275917319597e-43,4.5517723466547407e-39,2.5800869930635273e-22,1.1767587404782518e-25,2.0249490991118269e-18,2.770656046657041e-33,3.819867109605939e-42,4.5263558726454647e-42,9.6308243730176082e-30,5.8119172413120679e-53,1.63779793607811e-44,7.9208812451837294e-22,1.0217620127413058e-28,5.2563775364911719e-31,1.9123543823517901e-32,4.6092648313549286e-21,7.3451361972320012e-51,2.455903210727573e-41,3.9425342524040256e-38,1.1820220071750386e-32,6.5502737844730202e-30,1.2118897004432814e-41,3.1715834150639244e-44,6.0030938713717485e-43,2.1648378160703178e-63,1.698114086898833e-59,9.9922541531678315e-92,4.3840637634308728e-81,3.8455821766493684e-39,2.1677884044683445e-36,9.7387447113767323e-41,3.857236913234071e-50,6.5077873711430298e-38,5.7883036500322458e-45,6.2191852824063131e-56,5.5214586272969282e-27,4.3377059927449801e-30,3.7469156167032697e-36,2.8924757755557109e-37,6.0028711531316917e-56,2.7213053555015722e-61,2.794316918730734e-54,0.88168480800000004,0.0,0.0094599999999999962,0.10885,0.00099999999999999937,2.3172465802078461e-18,2.0271487289521494e-18,2.3180475103935808e-18,2.8984056116633155e-21,2.1161670104306394e-21,2.5355765610571644e-21,8.5430303858878182e-26,7.8000717693720628e-20,2.6559039899915201e-26,7.4986158126569644e-22,6.5637904196666935e-28,2.0404017862083492e-28,6.5107106626372369e-20,2.404286909608313e-27,3.2553483971801311e-20,6.2596223966837452e-22,3.1293642186889864e-22,4.8671596140284612e-26,3.7402756516563561e-28,1.3930294439708039e-32,4.5949541899905617e-34,5.2602017586012392e-21,1.4438770355498297e-36,3.5206718425510735e-32,6.5793017049260856e-24,2.1089923115592505e-29,7.7900747232586088e-27,2.0070143322026016e-27,2.7850514529231812e-34,9.6125417239036928e-36,7.1343485591610092e-38,2.246922061720445e-26
6.5535e-11,0.001866382403872508,5.0518220108781101e-22,1.5368412133236082e-26,2.9200016573170323e-25,1.257984709155572e-25,1.3454745279022904e-28,0.0,0.0,2.040255926763805e-18,1.2819139056114513e-25,3.9203586431059624e-31,2.8738294196240736e-33,1.2760189881091756e-36,2.8284497499980687e-48,1.8527897415697907e-41,6.3598339870050994e-31,1.6717798311210576e-18,2.781340501711032e-25,1.201004887765807e-64,3.0774173491535127e-64,4.7190322642963096e-41,3.0076006327366683e-39,2.0573425436439439e-30,9.6496049199268328e-34,1.4579469187909004e-27,1.9216615333964496e-42,3.60372478823847e-38,1.0303307674354606e-21,4.6976648244065381e-25,4.0404601455980771e-18,2.1976474993936758e-32,7.236222867441753e-41,8.4197223440218819e-41,9.1234962952008933e-29,2.0700859684368892e-51,1.320369064300583e-43,3.1658622304432224e-21,8.1681288047670523e-28,2.7164574164293426e-30,2.0420380691238604e-31,1.8400071497934721e-20,2.9332033532813626e-50,1.0357989423276056e-39,8.3560852533311062e-37,1.8839236070345909e-31,5.2192743125936888e-29,1.9195862539880588e-40,2.8254935230552773e-43,9.5092165750138254e-42,3.3916536784276126e-61,1.3316691350252082e-57,6.8005154989754382e-90,2.0129731541599395e-79,8.1708340880129827e-38,4.5842868484515311e-35,4.1179584638265353e-39,1.098579746443282e-48,1.1572145888268975e-36,2.1991031112038622e-43,1.0190248373433201e-54,4.4089068448418885e-26,2.0304695543855761e-29,5.9718865424132375e-35,2.5461780893950392e-36,1.8212602128533023e-54,2.0653228904596917e-59,1.3092259972289154e-52,0.88168480800000004,0.0,0.009459999999999991,0.10885,0.0009999999999999985,4.6287091611056015e-18,4.0492316211078644e-18,4.6319067901984159e-18,1.1580715186723482e-20,8.4579909165479536e-21,1.0131097345856966e-20,6.7687728819044215e-25,1.5452775502638004e-19,2.1057184978543618e-25,2.9733532421827539e-21,1.039868650422631e-26,3.234375878057602e-27,1.2898588550917191e-19,1.9078165318868986e-26,6.4492672765845349e-20,2.4823152096205681e-21,1.2408041082938354e-21,3.8224435656331026e-25,5.8746236917365838e-27,4.2566746007597037e-31,2.8091902902151187e-32,1.0510045705566481e-20,2.2678549394734664e-35,1.1062924638601696e-30,2.6294315372845443e-23,1.6858277918079971e-28,6.157517311443576e-26,1.5927271450782842e-26,2.4626090736667355e-33,1.6830744872574928e-34,2.4943444422525358e-36,1.7762057207012432e-25
9.999999999999999e-11,0.001866382403872508,7.6922685908732817e-22,3.9527011643078085e-26,7.5168936489585693e-25,3.235714008033851e-25,6.2899552359422489e-28,0.0,0.0,3.1139608653345736e-18,3.3051809441107732e-25,8.2249419592778966e-31,1.0706823993900555e-32,5.9299752808426551e-36,9.7973593446711269e-48,4.7105507415446259e-41,1.3163240922062292e-30,2.5477784868438132e-18,7.1605676519141496e-25,3.5161786185784856e-63,2.9418303967223109e-63,2.4958849520250637e-40,1.3513034828260173e-38,2.5591204413387534e-30,4.511160931097405e-33,3.7532027145572885e-27,1.7883911452603924e-41,1.6560607121116651e-37,2.6486802548447776e-21,1.2069648048806873e-24,6.1455118557298571e-18,1.0132229498991823e-31,6.9770038976627593e-40,9.4417463234573619e-40,4.6434377333435082e-28,3.2936731274110708e-50,6.2656855911619393e-43,8.1499711316694818e-21,3.8186044214008824e-27,8.0593646936919102e-30,1.3598268279847259e-30,4.7273862143591482e-20,7.5404113444348239e-50,2.5704373553793545e-38,1.06347789135784e-35,1.6622617663078571e-30,2.4257451169096669e-28,1.6742834935781915e-39,1.3751293148661786e-42,8.2944943627574454e-41,3.1826763349854083e-59,6.2843512983586737e-56,2.5641762515567103e-88,3.9917071092432389e-78,1.0448694583768977e-36,5.8096277564691309e-34,1.0263938578172094e-37,1.5638558612715176e-47,9.484922080785496e-36,4.1457402399819333e-42,9.035138719327451e-54,2.0569584071198872e-25,5.6044572146539226e-29,5.2692342362915927e-34,1.0914654238824903e-35,2.2562105301981688e-53,7.6833840829472914e-58,2.7841323039793733e-51,0.88168480800000004,0.0,0.0094599999999999858,0.10885,0.00099999999999999764,7.0507138402719569e-18,6.1680084710383142e-18,7.0589306229734064e-18,2.9796679038441409e-20,2.1773561924467335e-20,2.6067219946157524e-20,3.1147577945356798e-24,2.3277045116230399e-19,9.7011476483193115e-25,7.5570779341075686e-21,9.0730416863232096e-26,2.8250658998704316e-26,1.9429851112293177e-19,8.8024495348298549e-26,9.7148588384967853e-20,6.3100524553003111e-21,3.153404753705579e-21,1.7317471245667946e-24,5.0439814573854037e-26,6.7596111909033878e-30,8.7949734154432349e-31,1.6015009450168931e-20,1.9472099193002966e-34,1.8483641121825721e-29,6.7679782013327936e-23,7.8799892408275457e-28,2.8213731309500298e-25,7.3498616033458213e-26,1.3318935018484842e-32,1.7112301349574858e-33,4.9424565289265693e-35,8.1408926501696556e-25
