Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848)
0.0006249044436122278,0.003096974109599217,1.965983261275311e-09,1.0715975527104837e-09,5.4535267578800159e-08,1.2364333982545759e-06,5.6689263243616486e-05,0.0,0.0,4.0443838683207588e-06,1.5855267190853442e-06,2.487790166918146e-07,5.6025096756953365e-09,3.0729460119136754e-11,7.2712484955267872e-26,5.7838467323316925e-19,1.0721172686881884e-12,1.2938059840270518e-06,1.2827252298335467e-05,2.0659844161797418e-16,5.2927225213403793e-21,3.01433004180347e-10,3.229031729647516e-18,4.2424635023717459e-14,7.4180481271099186e-07,1.3946739210347598e-08,1.4125854264364632e-09,6.2261580416615068e-12,9.8397907448590324e-05,5.7216068591308744e-07,1.3294727609433498e-10,1.0389892741906309e-10,8.7714032170398656e-15,2.8183942627182313e-10,7.9202930106850161e-09,1.9935672828473602e-15,4.5940229350731134e-12,3.5332219270370178e-06,5.9800440762748786e-07,1.1591431340619671e-13,4.8052030422004134e-14,1.3588651710379486e-09,3.012111856045629e-29,3.1313937285233e-08,2.7732151298006528e-10,1.0834375347467703e-09,1.3147162074729921e-14,1.4171964394406509e-10,3.6476050049941267e-17,3.0958820123864743e-09,6.3887512464849823e-13,2.0573437264085081e-15,2.4521113988614127e-28,1.0345645866762249e-23,4.6331868680216743e-10,4.8968843804920522e-14,1.9311601833168422e-09,2.4336988174159584e-18,5.0549111001713139e-10,2.1064818562261318e-14,2.9046264818231995e-19,2.0778188998898063e-10,4.374383100383279e-17,9.1771583217484924e-11,2.9264078493317585e-16,3.3331420287964497e-19,7.4221144604222476e-13,1.2815402619931112e-18,0.88168480800000004,0.0,0.0093453462380221532,0.10869924905349411,0.0010089160450005622,5.6135701066510983e-12,6.8489267129266454e-08,5.4733765270832009e-08,2.320042141083822e-11,2.854000149136838e-07,1.9292006960489023e-07,1.2084882266938436e-12,5.3487257984044664e-07,7.2575343209069519e-09,6.3449182396110288e-07,1.4173566613435664e-12,8.078536614288877e-09,4.5005588545373818e-07,1.7546182149962185e-05,7.616622591142924e-08,6.4843252633431463e-07,1.0839112184805065e-07,1.0360787129114987e-08,1.0962338154693004e-08,2.5335690316665176e-11,1.1113120971723732e-05,7.1577442066956097e-08,1.4818622293989511e-16,2.9952835828341002e-05,2.0766696337177867e-07,3.164495426151926e-08,4.6747282965804468e-09,1.7903214467414278e-05,6.478360783286787e-09,2.3240618300372658e-06,3.326193250395956e-06,7.872141114048295e-10,1.7272397881644551e-07,3.3969547431326975e-08
0.0006260961478304014,0.00309697456813323,1.98415568903823e-09,1.0808678205541043e-09,5.4915446775630547e-08,1.2532401405308877e-06,5.7323870689794474e-05,0.0,0.0,4.0765202519309711e-06,1.6090008401777309e-06,2.5460741028662817e-07,5.7100772141308796e-09,3.1339513402166388e-11,7.484391981075421e-26,5.9136920561194065e-19,1.0861743171311862e-12,1.3005254670716982e-06,1.2999780519244127e-05,2.1294438838052192e-16,5.4515680837137941e-21,3.0819829444732034e-10,3.2687271443754587e-18,4.2944813848926929e-14,7.5512679877267583e-07,1.4079257568024262e-08,1.4460754506436921e-09,6.3385055390677275e-12,9.9480578383554432e-05,5.8171559910293623e-07,1.3547354207652079e-10,1.0489060095336304e-10,8.9551840646208503e-15,2.8688572577283067e-10,8.088975557925249e-09,2.0545598034031409e-15,4.6504520958007229e-12,3.5515166348408269e-06,6.0279325926905247e-07,1.1652476749297612e-13,4.8994713799213447e-14,1.3846767337728764e-09,3.0520460245451935e-29,3.2024668858810137e-08,2.8231625595016575e-10,1.1083593564497045e-09,1.3397315310601516e-14,1.442784051060833e-10,3.7133807845833068e-17,3.1647108763551934e-09,6.6063740163916543e-13,2.1187237933458805e-15,2.5433541285965774e-28,1.0737937973391991e-23,4.7534378093731487e-10,4.9879002816245222e-14,1.9659347899374309e-09,2.5069891071061479e-18,5.1793701240371933e-10,2.1338826477846404e-14,2.9899515506223828e-19,2.1179639261164252e-10,4.4572584312891051e-17,9.3489565502470352e-11,2.9863529678309032e-16,3.4370407449823857e-19,7.6340189739882368e-13,1.3181177653892601e-18,0.88168480800000004,0.0,0.0093440991749008332,0.10869760556239029,0.001009005138668137,5.6129888692374629e-12,6.8952337246220843e-08,5.5110148422998952e-08,2.3197665823740366e-11,2.8736172323683026e-07,1.9422253962549497e-07,1.2083446968783385e-12,5.3845848235580875e-07,7.3065800812012335e-09,6.3873623083811522e-07,1.4171666894063092e-12,8.1330084228168393e-09,4.530718726903402e-07,1.7738637145692416e-05,7.6672818558052082e-08,6.527684402173298e-07,1.0911044094903096e-07,1.0429562543722318e-08,1.1034940735548476e-08,2.5506523664136051e-11,1.123567635329888e-05,7.2057993001090234e-08,1.4916764698293214e-16,3.0280777641347971e-05,2.0905949129602354e-07,3.1866134953147989e-08,4.705988903075019e-09,1.8099015000553084e-05,6.5509111192468104e-09,2.3501163639812829e-06,3.3634318488387428e-06,7.9262510492625353e-10,1.7465774516972966e-07,3.4196735788583343e-08
0.000627287852048575,0.003096975031035769,2.0023152220107437e-09,1.0901253411803447e-09,5.5294491349066718e-08,1.2702005783283658e-06,5.7962904904667594e-05,0.0,0.0,4.108614531079557e-06,1.6327414889967407e-06,2.6054807510968774e-07,5.819137670235995e-09,3.1957843723050458e-11,7.7017687054883096e-26,6.0451548128862395e-19,1.1002790342462409e-12,1.3071994600222377e-06,1.3173904655548153e-05,2.1944936838017758e-16,5.6142523061346584e-21,3.1508609527255665e-10,3.3087770280712056e-18,4.3465743162101923e-14,7.6860838111160925e-07,1.4211739306702399e-08,1.4802167730382784e-09,6.4521387689860735e-12,0.00010057046402597453,5.9136859814601713e-07,1.3803309331899872e-10,1.0588212114131051e-10,9.1418736033264463e-15,2.9198876034856347e-10,8.2607078755455945e-09,2.1170767823595613e-15,4.7069631941723847e-12,3.5696861639688267e-06,6.0757771251798897e-07,1.1713121610988684e-13,4.9950358421026308e-14,1.4108282159111878e-09,3.0923987977320153e-29,3.2748471892279638e-08,2.8736794110678114e-10,1.1337533555189976e-09,1.3650640721392838e-14,1.468664819967929e-10,3.7799079728111223e-17,3.2347671572419773e-09,6.8304568539294191e-13,2.1815821313633665e-15,2.6373753779642332e-28,1.1142520804572962e-23,4.8763683254782106e-10,5.0800381707880057e-14,2.0011054524152807e-09,2.582080032514807e-18,5.3063904411807195e-10,2.1611049471668505e-14,3.0772853250882348e-19,2.158653630844107e-10,4.541223609119499e-17,9.5228704763332537e-11,3.0471515678905014e-16,3.5436098323779679e-19,7.8499839957078775e-13,1.355395722395194e-18,0.88168480800000004,0.0,0.0093428440469550192,0.10869595136132741,0.0010090946984247042,5.6124067973110956e-12,6.941381151193347e-08,5.5485345649867987e-08,2.3194904502359924e-11,2.8931719924764369e-07,1.9552046781640931e-07,1.2082008680649789e-12,5.420316236524951e-07,7.3554557819765112e-09,6.4296531235379093e-07,1.4169762302507425e-12,8.1872884761303205e-09,4.560771775538665e-07,1.7932353209022337e-05,7.7177545609331238e-08,6.570887733028333e-07,1.0982707306239003e-07,1.0498081433730619e-08,1.1107268600827066e-08,2.5676755637572973e-11,1.1359053894795555e-05,7.2536833719443487e-08,1.5014535748756694e-16,3.0610880172494452e-05,2.1044701517298992e-07,3.2086631473775114e-08,4.7371372123868274e-09,1.8296089128967582e-05,6.6239659852889934e-09,2.3763525480282321e-06,3.4009289557860542e-06,7.9801890849177967e-10,1.7660493604256467e-07,3.4423108484710387e-08
0.0006284795562667485,0.0030969754983128555,2.0204588533988114e-09,1.0993686420409323e-09,5.5672349219585363e-08,1.2873145596026152e-06,5.8606352763642185e-05,0.0,0.0,4.1406625872308842e-06,1.6567495367951137e-06,2.6660246172317349e-07,5.9296988310047708e-09,3.2584464005249563e-11,7.9233985198830985e-26,6.1782180281489625e-19,1.1144290524386076e-12,1.3138273766297455e-06,1.3349624260188476e-05,2.2611606888316281e-16,5.7808354090375726e-21,3.2209781492930691e-10,3.3491814338475432e-18,4.3987318199249541e-14,7.8224970419618002e-07,1.4344162109002067e-08,1.515017779515137e-09,6.5670551081766829e-12,0.0001016675372200681,6.0111948421903299e-07,1.4062592350103743e-10,1.0687332263736075e-10,9.3315328009548198e-15,2.9714839853776503e-10,8.4355249622053148e-09,2.1811440386060463e-15,4.7635448328000362e-12,3.5877289164209951e-06,6.1235707934648476e-07,1.1773360431276929e-13,5.0918975026194247e-14,1.4373195433204293e-09,3.1331722816902997e-29,3.3485500663695576e-08,2.9247644694937916e-10,1.159625400930474e-09,1.3907138767080241e-14,1.4948381513657387e-10,3.8471849920733702e-17,3.3060644745648594e-09,7.0611543177165725e-13,2.2459419833784045e-15,2.7342336617638324e-28,1.155966772981456e-23,5.0020215739825961e-10,5.1732977788057508e-14,2.0366713075360105e-09,2.6590010673792336e-18,5.4360089260795178e-10,2.1883637713400612e-14,3.1666579608600282e-19,2.1998881735811786e-10,4.6262784007648779e-17,9.6988990268510366e-11,3.1088057304199673e-16,3.6528970761719995e-19,8.0705090753133074e-13,1.3934605497138711e-18,0.88168480800000004,0.0,0.009341580888540521,0.10869428649346131,0.0010091847211513027,5.6118239777054187e-12,6.9873627496417202e-08,5.5859306187035174e-08,2.319213781523633e-11,2.9126617726945176e-07,1.9681367800532292e-07,1.2080567594480072e-12,5.4559152447829799e-07,7.4041547927722995e-09,6.4717849967906468e-07,1.4167853070133467e-12,8.2413693893000261e-09,4.5907139911573116e-07,1.8127324866382223e-05,7.7680339546397334e-08,6.6139294760385791e-07,1.1054092204984775e-07,1.0566334609005481e-08,1.1179312021913663e-08,2.5846363076484044e-11,1.148325062938516e-05,7.3013899641651491e-08,1.5111922294474481e-16,3.0943135054943274e-05,2.1182934733398398e-07,3.2306412195335298e-08,4.7681690575084741e-09,1.8494431193333686e-05,6.6975237850670038e-09,2.4027698144492668e-06,3.4386837369852718e-06,8.0339478927933398e-10,1.7856550811793102e-07,3.4648635234300967e-08
0.0006296712604849221,0.0030969759699702006,2.0385835858552464e-09,1.1085962601129068e-09,5.6048968780357688e-08,1.304581908330303e-06,5.9254200581447501e-05,0.0,0.0,4.1726603426379439e-06,1.681025815470926e-06,2.7277202140545964e-07,6.0417683137387406e-09,3.3219385102192978e-11,8.1492275827792578e-26,6.3128638293940552e-19,1.1286219917553426e-12,1.3204086474909452e-06,1.3526938647847137e-05,2.3294718026133599e-16,5.9513775678181148e-21,3.2923485888097068e-10,3.3899403492997419e-18,4.4509434048770636e-14,7.9605088167531491e-07,1.4476503698065885e-08,1.5504868535224766e-09,6.6832515890793204e-12,0.00010277176989874419,6.1096804067113444e-07,1.432520172829304e-10,1.0786404035754525e-10,9.5241967055814515e-15,3.023644943786884e-10,8.6134617356941163e-09,2.2467874335768137e-15,4.8201855898493918e-12,3.6056433404509234e-06,6.1713067414417526e-07,1.1833187864075591e-13,5.1900570817496111e-14,1.4641505498962649e-09,3.1743685545719138e-29,3.4235909201001498e-08,2.9764163652852349e-10,1.185981361193835e-09,1.4166809161526214e-14,1.5213033707005171e-10,3.915210062607167e-17,3.3786164086336254e-09,7.2986231834841321e-13,2.3118265779882849e-15,2.8339876882771216e-28,1.1989653373920293e-23,5.1304408838417747e-10,5.2676785543110577e-14,2.0726313829854616e-09,2.7377817114925898e-18,5.5682625471595734e-10,2.21572950263441e-14,3.2580995572726903e-19,2.2416675626335376e-10,4.7124222784388411e-17,9.8770405584156493e-11,3.171317316173295e-16,3.7649504354498726e-19,8.2958719375338546e-13,1.4323601812556982e-18,0.88168480800000004,0.0,0.0093403097350232001,0.10869261100325291,0.0010092752036902849,5.6112404978639492e-12,7.0331723423320821e-08,5.6231979762190772e-08,2.31893661336655e-11,2.9320839419772186e-07,1.981019958727965e-07,1.2079123903650643e-12,5.491377108014098e-07,7.4526705525678456e-09,6.5137523023097853e-07,1.4165939430146051e-12,8.295243855391416e-09,4.6205414082002141e-07,1.8323546474680802e-05,7.8181133608162797e-08,6.6568039148709726e-07,1.1125189286067502e-07,1.0634312983268298e-08,1.1251061381018426e-08,2.6015323064980167e-11,1.160826348719181e-05,7.348912688527999e-08,1.520891133435201e-16,3.1277533654355012e-05,2.1320630214678842e-07,3.2525445756471501e-08,4.7990803172278821e-09,1.8694035364376369e-05,6.7715828557455887e-09,2.4293675715401899e-06,3.4766953238708589e-06,8.0875202156128182e-10,1.8053941629681718e-07,3.4873286084571153e-08
0.0006320546689212691,0.003096976926443985,2.0747644582309924e-09,1.1269986467681786e-09,5.679828921249634e-08,1.3395758789211056e-06,6.0563038443883001e-05,0.0,0.0,4.2364888683108093e-06,1.7303861840203634e-06,2.8546246625771699e-07,6.2704617375693109e-09,3.451416174700103e-11,8.6136405932015572e-26,6.5868269660270545e-19,1.1571270553857052e-12,1.3334290635153843e-06,1.388634778377859e-05,2.4711341333879813e-16,6.3045793701380015e-21,3.4389052401937227e-10,3.4725212727029129e-18,4.5554868006203274e-14,8.2413309214552931e-07,1.4740854624190976e-08,1.6234627089207669e-09,6.9194712572037686e-12,0.00010500159672729311,6.3095720546726822e-07,1.4860388560555082e-10,1.0984336764245316e-10,9.918619888913607e-15,3.129653972147106e-10,8.9788335195703906e-09,2.3829062887805395e-15,4.9335986720414819e-12,3.6410812412131247e-06,6.2665781972400676e-07,1.1951587969356653e-13,5.3902709685310013e-14,1.5188304384478133e-09,3.2580376293714553e-29,3.5777480063313778e-08,3.0814143847750908e-10,1.2401684883494299e-09,1.4695661814796606e-14,1.5751063692129804e-10,4.0534961575695902e-17,3.5275382149348529e-09,7.7945138588269627e-13,2.4482627937080067e-15,3.0424189739076787e-28,1.2889247924395782e-23,5.3957518226299436e-10,5.4597999065450927e-14,2.1457297466694591e-09,2.9010399010366055e-18,5.8408235012618913e-10,2.2707022351667639e-14,3.4473096582937821e-19,2.3268601034722913e-10,4.8879735861247562e-17,1.0239652962212213e-10,3.2989190270196326e-16,3.9975481527941244e-19,8.7612961679370776e-13,1.5126957640179254e-18,0.88168480800000004,0.0,0.009337743589358332,0.10868922834038923,0.0010094575353793548,5.6100719104556228e-12,7.1242511603457292e-08,5.6973267665191483e-08,2.3183809287083119e-11,2.9707150663351194e-07,2.0066326758705698e-07,1.207622948919365e-12,5.5618707251424267e-07,7.5491264583136715e-09,6.5971710501624124e-07,1.416209986996884e-12,8.4023446489675061e-09,4.6798362251932437e-07,1.8719716095089599e-05,7.9176459216525991e-08,6.7420283645986049e-07,1.1266482571149788e-07,1.0769409553033031e-08,1.1393640049632114e-08,2.6351210376869224e-11,1.18607247596836e-05,7.4433813651830724e-08,1.5401645713423994e-16,3.1952726084038809e-05,2.1594334840844785e-07,3.2961147443184708e-08,4.8605248478402988e-09,1.9097005831001508e-05,6.9211978133346426e-09,2.4831020664430978e-06,3.553485262332178e-06,8.1940767707950916e-10,1.8452705131982738e-07,3.5319842108280527e-08
0.0006344380773576162,0.00309697790048903,2.1108342408877279e-09,1.145321020653806e-09,5.7542050626957889e-08,1.3751805812282421e-06,6.1889297381304088e-05,0.0,0.0,4.3000684116945429e-06,1.7808284098998406e-06,2.9863102197129699e-07,6.50527501941448e-09,3.5842214744652371e-11,9.0950038584563838e-26,6.8668822165375337e-19,1.1857749683123489e-12,1.346256509978948e-06,1.425212158703268e-05,2.6196963671818768e-16,6.6743372446410721e-21,3.5906426178923654e-10,3.5565181540588587e-18,4.6601204363055898e-14,8.5285527126930393e-07,1.5004615903593871e-08,1.6992112711426837e-09,7.1607666344841743e-12,0.0001072597011381581,6.5133398907855644e-07,1.540883794383498e-10,1.1181879672973681e-10,1.0325307552565386e-14,3.2378998830867257e-10,9.3571005240187603e-09,2.5256408876729747e-15,5.0471108227230908e-12,3.6759884333699526e-06,6.361537246532623e-07,1.2068282309513645e-13,5.5956755547014112e-14,1.5748645472834635e-09,3.3434220413692794e-29,3.7374409931629512e-08,3.1886592541720209e-10,1.2963616286319081e-09,1.5237180218828131e-14,1.6300667560438938e-10,4.1947476875743588e-17,3.6816402593100111e-09,8.3194297087374612e-13,2.591075992938668e-15,3.2631429259473283e-28,1.3843532420082213e-23,5.6726509802564554e-10,5.6563917705842208e-14,2.2203904960510747e-09,3.0720907286495265e-18,6.1243707149230588e-10,2.3258959257903218e-14,3.6451547464806731e-19,2.41422804550368e-10,5.0678668842169865e-17,1.0610682359832704e-10,3.4299668544359681e-16,4.2417896801483333e-19,9.2463316934358033e-13,1.5964153556708321e-18,0.88168480800000004,0.0,0.0093351459137153148,0.10868580375533128,0.0010096416674535162,5.6089017470022392e-12,7.2145696440110761e-08,5.7708818236990024e-08,2.3178236989863261e-11,3.0090448958363384e-07,2.0320292979393386e-07,1.2073327013953602e-12,5.6317603276632156e-07,7.6447725628914505e-09,6.6798657506849056e-07,1.415824552566079e-12,8.5085341438905233e-09,4.7386254765856172e-07,1.9120813423092145e-05,8.0163005172846463e-08,6.8265167672032209e-07,1.1406513535159141e-07,1.0903300758502757e-08,1.1534930124186268e-08,2.6684239710909242e-11,1.2116411022260673e-05,7.5370398535813356e-08,1.5592638202363856e-16,3.2636382862879445e-05,2.1865671432321151e-07,3.3393491728399426e-08,4.9214388549297458e-09,1.9504950385605343e-05,7.0727961753175768e-09,2.5375508013554881e-06,3.6312911104939646e-06,8.2998022882881085e-10,1.8856744333640439e-07,3.5762544345974665e-08
0.0006368214857939632,0.0030969788921280787,2.1467696936693005e-09,1.1635521171977451e-09,5.8279860528902604e-08,1.4113937032570081e-06,6.3232846984697161e-05,0.0,0.0,4.363368088781702e-06,1.8323576150859867e-06,3.1228929031032123e-07,6.7462620323541486e-09,3.7203548268598429e-11,9.5932582731975611e-26,7.1528527934543235e-19,1.2145463566700448e-12,1.3588870799803026e-06,1.4624245542930206e-05,2.7753741395799431e-16,7.0611282922229322e-21,3.7476717176885501e-10,3.6419280919501857e-18,4.7647603825672424e-14,8.8221714783359016e-07,1.5267613398338598e-08,1.7777992804674126e-09,7.4071007059377628e-12,0.00010954582475370576,6.720959919479916e-07,1.5970501886626959e-10,1.1378903595597591e-10,1.074443163261182e-14,3.3483653445164571e-10,9.7485380630117406e-09,2.6751989060989814e-15,5.1606305595844096e-12,3.710354283918993e-06,6.4561302367853981e-07,1.2183233843287329e-13,5.8062625085883749e-14,1.6322478916141438e-09,3.4305373001602863e-29,3.9027917354527156e-08,3.2981341345828029e-10,1.3546075847864991e-09,1.5791332964620372e-14,1.686176120226099e-10,4.3389426376808213e-17,3.8410293206973722e-09,8.8747094373566378e-13,2.7404505233127233e-15,3.4966352178583375e-28,1.4854753903736472e-23,5.9614904229000912e-10,5.8574387742263417e-14,2.2966017490870414e-09,3.2511700059599521e-18,6.4192026598892062e-10,2.3812708727433657e-14,3.8518721050612607e-19,2.5037654543799646e-10,5.2520862361881795e-17,1.0990093407297567e-10,3.5644671005610665e-16,4.4980635181942868e-19,9.751156103772545e-13,1.6835495664391851e-18,0.88168480800000004,0.0,0.0093325170283917683,0.10868233765204789,0.0010098275732763357,5.607730728162452e-12,7.3040810988245143e-08,5.8438250005306487e-08,2.3172652309986363e-11,3.0470534657544267e-07,2.0571966522673192e-07,1.2070418075851207e-12,5.7010101607865001e-07,7.739559276277218e-09,6.7617939893924593e-07,1.4154378328396572e-12,8.6137571379351569e-09,4.7968792546501375e-07,1.9526787023522337e-05,8.1140268745585879e-08,6.9102260303938171e-07,1.1545210635282655e-07,1.1035918205124223e-08,1.1674859243967672e-08,2.7014237942698769e-11,1.2375293886527797e-05,7.6298399540386232e-08,1.5781790985718092e-16,3.3328424997133586e-05,2.2134499958384117e-07,3.3822239227175014e-08,4.9817912705455518e-09,1.9917816093743591e-05,7.2263621544771185e-09,2.5927081464266419e-06,3.7101046377940668e-06,8.4046416987803499e-10,1.9266016497606364e-07,3.6201166990234211e-08
0.0006392048942303102,0.0030969799013740146,2.1825479821705109e-09,1.1816809109283447e-09,5.9011336696202418e-08,1.4482125357030615e-06,6.4593547751654482e-05,0.0,0.0,4.4263578894720656e-06,1.8849782196780897e-06,3.2644884901305767e-07,6.9934734104150101e-09,3.8598129485880386e-11,1.0108280855024236e-25,7.4445477035960528e-19,1.2434217812387551e-12,1.3713171573361569e-06,1.5002701136945557e-05,2.9383826292024689e-16,7.4654262549597162e-21,3.9101026829957861e-10,3.7287469166691322e-18,4.8693230728208455e-14,9.1221792144492833e-07,1.5529675399204692e-08,1.8592931978695222e-09,7.6584306629438883e-12,0.00011185969458773381,6.9324052495970106e-07,1.6545316439647808e-10,1.1575281110978732e-10,1.1176163540535192e-14,3.4610305603529815e-10,1.0153419115898361e-08,2.8317877890415547e-15,5.2740667994606113e-12,3.7441689582204373e-06,6.550304229030663e-07,1.2296408107803779e-13,6.0220170864811173e-14,1.6909738515775505e-09,3.5193983884098264e-29,4.0739212434309526e-08,3.4098196123724541e-10,1.4149530232871518e-09,1.6358075876967179e-14,1.7434247256172486e-10,4.4860555982901338e-17,4.0058111379608128e-09,9.461729472277291e-13,2.896569507599763e-15,3.7433723734597526e-28,1.5925173551254446e-23,6.2626240085454427e-10,6.0629206724175694e-14,2.3743498252299654e-09,3.4385128219277855e-18,6.7256185368824716e-10,2.4368271616383625e-14,4.0676967106345701e-19,2.595463659870956e-10,5.4406104659148725e-17,1.1377840726374939e-10,3.7024221852906459e-16,4.7667593404846635e-19,1.027631005528308e-12,1.7741916622268201e-18,0.88168480800000004,0.0,0.0093298572697375712,0.10867883045525205,0.00101001522565298,5.6065595817709532e-12,7.3927401813375613e-08,5.9161191849906871e-08,2.3167058349465188e-11,3.084721353199556e-07,2.0821219489922857e-07,1.2067504290559147e-12,5.7695855384404381e-07,7.8334384444775037e-09,6.8429146287477201e-07,1.4150500232644809e-12,8.7179600394781306e-09,4.8545685463588969e-07,1.9937582748972378e-05,8.2107762614656215e-08,6.993114360207611e-07,1.1682504537619394e-07,1.116719560821503e-08,1.1813357296842431e-08,2.7341036998943923e-11,1.2637343309395416e-05,7.7217349014129189e-08,1.5969009287608073e-16,3.4028769219501978e-05,2.2400684570709503e-07,3.4247156459826135e-08,5.0415519625959466e-09,2.0335547307920465e-05,7.3818788824844024e-09,2.648568081642436e-06,3.7899170558864611e-06,8.5085414274690071e-10,1.9680475990141116e-07,3.6635491032375735e-08
0.0006415883026666573,0.003096980928231269,2.2181467251745922e-09,1.1996966342519739e-09,5.9736107825764827e-08,1.4856339812381615e-06,6.597125136918947e-05,0.0,0.0,4.4890087293315079e-06,1.9386939398142484e-06,3.411212383899148e-07,7.2469565449580981e-09,4.0025888492734276e-11,1.0639934736412881e-25,7.7417622696173079e-19,1.2723817824884379e-12,1.3835434134403923e-06,1.5387465928229917e-05,3.1089361448639495e-16,7.887700582612638e-21,4.0780446733744534e-10,3.8169691812366078e-18,4.9737254977126057e-14,9.4285626808337788e-07,1.5790632994061635e-08,1.9437591196436338e-09,7.9147079813152909e-12,0.00011420102356517503,7.147646184764465e-07,1.7133201994250373e-10,1.177088681643059e-10,1.1620661572305682e-14,3.5758733339968419e-10,1.057201399121737e-08,2.9956143681781945e-15,5.3873290665081975e-12,3.7774234112228314e-06,6.6440071114660105e-07,1.2407773197153923e-13,6.2429182036904025e-14,1.7510342045623649e-09,3.61001974873263e-29,4.2509495339670147e-08,3.5236937453625613e-10,1.477444428047347e-09,1.6937352214057424e-14,1.801801533629761e-10,4.6360578123339464e-17,4.1760902814479563e-09,1.0081903493395679e-12,3.059614478438031e-15,4.0038305861165584e-28,1.7057061357549809e-23,6.5764069267495382e-10,6.2728124063497722e-14,2.4536192800755581e-09,3.6343531217109458e-18,7.0439179329202353e-10,2.4925255880596341e-14,4.2928607567592743e-19,2.6893113003445542e-10,5.6334132607836254e-17,1.1773869012106619e-10,3.8438306227369887e-16,5.0482673205731599e-19,1.0822391088433634e-12,1.8684447131400452e-18,0.88168480800000004,0.0,0.0093271669895284241,0.10867528260959673,0.0010102045968739678,5.6053890413684548e-12,7.4805029702403977e-08,5.987728360353736e-08,2.3161458238024484e-11,3.1220297087262989e-07,2.1067928011430931e-07,1.2064587288205998e-12,5.8374528961545634e-07,7.9263634252395347e-09,6.9231878708599363e-07,1.4146613212183442e-12,8.8210909517407686e-09,4.9116652772976894e-07,2.0353143838838155e-05,8.3065015599939339e-08,7.0751413242528415e-07,1.1818328220795118e-07,1.1297068892038091e-08,1.1950356524010051e-08,2.766447412166027e-11,1.2902527650818857e-05,7.8126794371910054e-08,1.6154201513334071e-16,3.4737328146797823e-05,2.2664093813022087e-07,3.4668016259564884e-08,5.1006917804472567e-09,2.0758085768971054e-05,7.5393284425974153e-09,2.7051242085041814e-06,3.8707190355540144e-06,8.6114494812469181e-10,2.0100074368635287e-07,3.7065304593977737e-08
