Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848)
1e-12,0.0030969394785472955,4.9362828832428332e-21,3.5630467897073546e-27,6.1447312619321409e-27,2.3926255251204388e-26,3.464346393745578e-32,0.0,0.0,8.5284389834374297e-19,1.677072862183204e-27,2.0414783124410656e-31,1.5147067704656133e-35,1.6994572311507216e-39,1.4304583709718016e-48,9.8053834161195868e-41,3.4356106775471325e-31,6.6346992070995711e-19,2.7075022375560905e-27,2.5930977808487095e-66,5.1021529814185898e-64,3.2381302245988613e-41,2.2739281429713019e-39,1.2291844377445302e-28,3.8942117382444651e-37,3.4301081109749147e-29,3.5571340306739266e-46,2.7486220117959996e-39,1.6247961486305801e-22,4.4480207582107217e-26,1.4729275622091e-17,5.1531049533056331e-35,3.8531891448093617e-45,4.9502414259934166e-44,3.3475118409997294e-32,5.1442065595582812e-57,5.0337917094693073e-45,7.9898770363043112e-24,7.0664839394055033e-32,6.7762835163446923e-33,2.5736155148622424e-33,5.5025923127452651e-22,3.9934623200265161e-47,1.7071766184747318e-44,8.8618822247448579e-40,1.1557607378550855e-35,1.3216918244992176e-31,8.9002674252914172e-44,2.0955828818837784e-45,8.9605721998230835e-45,6.5025906058966251e-67,1.426118196463842e-61,2.8961915156486943e-90,1.0278170348528679e-81,2.3888715424616044e-41,4.6374210757938414e-38,2.5042295705837157e-44,4.4577747567591083e-53,1.1763751963531395e-41,8.2822314935574539e-50,1.9607756496094149e-57,3.5103929647189134e-29,7.756475248817342e-31,2.142726802185949e-38,6.4192235262569236e-40,1.5115352200526683e-59,4.8629116009885391e-66,8.5898173980191025e-59,0.88168480800000004,0.0,0.0094599999999999667,0.10885,0.00099999999999999937,1.8139572617118321e-17,1.4729432038930533e-17,1.8139709057771349e-17,4.1864470057404049e-22,3.003564641524076e-22,3.3994196136105443e-22,1.4684040173574196e-27,8.2665280480603255e-20,3.8035086979513849e-28,1.4776931471177106e-23,2.1186287314002673e-31,5.4876949834072349e-32,6.8044689973414677e-20,2.1843745178785297e-30,3.4022340361435759e-20,1.2163640950348453e-23,6.0817421319828001e-24,1.0199858019225846e-28,1.4716416457799158e-32,4.1663698856296625e-37,8.7602534943413516e-40,9.5726057482301024e-21,1.9873573546435285e-40,1.9411251176288147e-37,2.2092710384792569e-25,3.2702244185622941e-32,2.1564511190191422e-29,1.798067192099573e-30,1.1656253817566965e-35,1.895069627031145e-38,2.6499939782271788e-42,4.7400368584376634e-28,1.9859182235045847e-47,2.5387982243807614e-29
1.023e-12,0.0030969394785472955,5.0497893056871393e-21,3.6862325716187838e-27,6.3590543904133711e-27,2.4759315002063659e-26,3.6061162956666192e-32,0.0,0.0,8.7245398829682101e-19,1.7355673207840496e-27,2.1126359501669302e-31,1.5766750745547789e-35,1.7690066283436406e-39,1.4889760438846429e-48,1.0147376033108243e-40,3.5553584705724463e-31,6.7872598844860289e-19,2.8019376550982929e-27,2.707235305509909e-66,5.3265046229832379e-64,3.3706614503076857e-41,2.366979506492223e-39,1.2573825305856102e-28,4.0535728267074858e-37,3.5497474200977168e-29,3.7181537989154721e-46,2.8611006699020115e-39,1.6814668130562592e-22,4.6031613447359727e-26,1.5067945833119682e-17,5.3639801884690984e-35,4.0283898206270317e-45,5.168149246133634e-44,3.4944916141487008e-32,5.3821295492054782e-57,5.239788113736416e-45,8.2685570863583708e-24,7.3556624209076913e-32,7.0532731858917099e-33,2.6789576354416516e-33,5.6945147388162461e-22,4.1327488670754348e-47,1.7848565115670993e-44,9.2515775145423749e-40,1.2065791774803739e-35,1.375778025305752e-31,9.2916089170132653e-44,2.1872631497971446e-45,9.3545657802305354e-45,6.803748086874085e-67,1.4911402987097357e-61,3.0301923376220669e-90,1.0747021405638019e-81,2.4939206713879514e-41,4.8413481725629522e-38,2.6181778660041774e-44,4.6605662441753583e-53,1.2298711840299461e-41,8.6652966194406982e-50,2.0490613909943423e-57,3.6540461782663263e-29,8.0728885600653258e-31,2.2369418319754803e-38,6.7011524740311678e-40,1.58144519747384e-59,5.0897350358661468e-66,8.9903562206728229e-59,0.88168480800000004,0.0,0.0094599999999999667,0.10885,0.00099999999999999937,1.8556658178113029e-17,1.5068107705534892e-17,1.8556799377606877e-17,4.3324643069105208e-22,3.1083248832463944e-22,3.5179865222916246e-22,1.5284935208360682e-27,8.4565863043191918e-20,3.9591550166145538e-28,1.5292307084966502e-23,2.2117834777461447e-31,5.7289856998473202e-32,6.9609126666566534e-20,2.2737625071103824e-30,3.4804558546716487e-20,1.2587874174824789e-23,6.2938555383585234e-24,1.0617243064753331e-28,1.5363480612336638e-32,4.3559317297037179e-37,9.1655543776753087e-40,9.7927106037831516e-21,2.0747452063613681e-40,2.0294486582274083e-37,2.2863273502382148e-25,3.4040494899923365e-32,2.2446950165983569e-29,1.8716469883508663e-30,1.2133290265741473e-35,1.9783979846043e-38,2.7705705169310103e-42,4.9340023469852635e-28,2.077800944905587e-47,2.6426896652434616e-29
2.047e-12,0.003096939478547296,1.0103860684587044e-20,1.4565789034865393e-26,2.5451520159600116e-26,9.8842802150103872e-26,2.8868669354083077e-31,0.0,0.0,1.7455663083125185e-18,6.9460824926502842e-27,8.4230364488366426e-31,1.257456652921743e-34,1.4170594735999798e-38,1.186440819232606e-47,4.060602130118673e-40,1.4172650558806796e-30,1.3580334866836819e-18,1.1214400481441337e-26,4.5700849067320879e-65,8.5395021814662125e-63,2.703466755491753e-40,1.8938841991134016e-38,2.5043680265947082e-28,3.2450547413707573e-36,1.4207414346462346e-28,1.0111381770248982e-44,2.289889761524682e-38,6.7292583660391804e-22,1.842173186766154e-25,3.0145300677073746e-17,4.2932740573360708e-34,1.2404945486915744e-43,8.5436787774059175e-43,5.3783106961237319e-31,3.3360381379270808e-55,4.1948877308714033e-44,3.3093717840037889e-23,5.8884920960505262e-31,5.5635581238009038e-32,2.1509583229432007e-32,2.2789227874765189e-21,1.6539338939168744e-46,5.7290470134486721e-43,1.4855105412149004e-38,1.9315417259124196e-34,1.1011475259225844e-30,1.4873850147183512e-42,3.0851109601746407e-44,1.4975095664541487e-43,4.8873638209332935e-65,5.3596825890785304e-60,1.9439381029955202e-88,3.9519013985653207e-80,4.0045733848602666e-40,7.773271784108491e-37,8.4077002744602472e-43,1.4760862635861743e-51,3.8156392310683147e-40,5.3384303841204172e-48,4.4500907145117909e-56,2.9249343120882414e-28,6.2039561500241164e-30,3.5809885032966637e-37,1.038949798883591e-38,9.7523223122807816e-58,6.2836700970306684e-64,1.0387880889597618e-56,0.88168480800000004,0.0,0.009459999999999932,0.10885,0.00099999999999999872,3.712532145977546e-17,3.0145948472880667e-17,3.7125886527144733e-17,1.7338431491563586e-21,1.2439582460338653e-21,1.4078908817946539e-21,1.2232560778841752e-26,1.6916013050398925e-19,3.1686551325608016e-27,6.1183862210161216e-23,3.5399500435747864e-30,9.169532116778561e-31,1.3924173164287057e-19,1.8196405814479403e-29,6.9620846684712015e-20,5.0364538589419721e-23,2.5181616846861264e-23,8.4942877495850044e-28,2.4581276114022947e-31,1.3910963832804233e-35,5.8543531109659801e-38,1.9591875246596134e-20,3.321194323418915e-39,6.4976893783403813e-36,9.1498952551745993e-25,2.7248475746737182e-31,1.7959885763611296e-28,1.4978643931377614e-29,9.7221721623121965e-35,3.1700866467173691e-37,8.8780118416881047e-41,3.9474298971060281e-27,1.3314371680945216e-45,2.1148529420006716e-28
4.095e-12,0.003096939478547296,2.0214275104827321e-20,5.7910167156485637e-26,1.0185101282943416e-25,3.9501990528251187e-25,2.3105819111339602e-30,0.0,0.0,3.4919389760699592e-18,2.7792957137574504e-26,3.3448089226855671e-30,9.9889664340059284e-34,1.1355709006350346e-37,9.407829164187026e-47,1.6242830582571147e-39,5.6260161185585286e-30,2.7169717727561159e-18,4.4875497527328279e-26,8.5372559939049958e-64,1.3704323811215922e-61,2.1718781148826214e-39,1.5141946348072102e-37,4.9650203561115907e-28,2.5971696480740935e-35,5.6852308346985914e-28,2.5690495830114004e-43,1.8318406102353688e-37,2.6922965094408268e-21,7.370158960133379e-25,6.029668300584274e-17,3.4348023234992489e-33,3.6876259832013613e-42,1.4535074513898268e-41,7.988576918445561e-30,2.0092787398735722e-53,3.3577157405475504e-43,1.3242655725126409e-22,4.7127988809137392e-30,4.3289806800793575e-31,1.7315894767005922e-31,9.1174474753537137e-21,6.6171952087000279e-46,1.8427146506206114e-41,2.3912167877725496e-37,3.0906650752649707e-33,8.8094745434314525e-30,2.3797957769886507e-41,3.9844361270198435e-43,2.3961042185942628e-42,3.8108813928494713e-63,2.0919072847346327e-58,1.2481119399401466e-86,1.5840812125000408e-78,6.4465417499586833e-39,1.2511294842095623e-35,2.7065307210938139e-41,4.6239519304104694e-50,1.1490368206509533e-38,3.1757568514906535e-46,8.6560114498685129e-55,2.3405099716182931e-27,4.5958764550908056e-29,5.7299484104276475e-36,1.5627643254686229e-37,5.8060355073927495e-56,7.5019091366482253e-62,1.0990825455504057e-54,0.88168480800000004,0.0,0.0094599999999998644,0.10885,0.00099999999999999742,7.4259803245025183e-17,6.0299274597569311e-17,7.4262063889599817e-17,6.936770289353449e-21,4.9769408647722358e-21,5.6326987574414112e-21,9.784423608433066e-26,3.3825686410010528e-19,2.5347211848618471e-26,2.4465979950879891e-22,5.6618400055653971e-29,1.4666870327391572e-29,2.7843166167707255e-19,1.4553817792573581e-28,1.3921575442739282e-19,2.0140384202562381e-22,1.0069670534425266e-22,6.7899694566853129e-27,3.9290321718753089e-30,4.4291838486373255e-34,3.7281738020167598e-36,3.9189058382068191e-20,5.3098570398707851e-38,2.0777584542174917e-34,3.6607444537260238e-24,2.1804448493145634e-30,1.4358410639640677e-27,1.1980636530239571e-28,7.795384192196664e-34,5.0819722843734221e-36,2.845841020328129e-39,3.1554051753866994e-26,8.5333369311751023e-44,1.6914472888175797e-27
8.191e-12,0.003096939478547296,4.0444186321416287e-20,2.309785282124394e-25,4.0763673239108465e-25,1.579680548733977e-24,1.849496605681253e-29,0.0,0.0,6.985276298715018e-18,1.1119715190902248e-25,1.3182924226627506e-29,7.8767679124869844e-33,9.1111285573162113e-37,7.3918202360362815e-46,6.4949178816747336e-39,2.2158258204413373e-29,5.4361412531650611e-18,1.7957485748334663e-25,1.9189196716438541e-62,2.2046970549007897e-60,1.7512425998249079e-38,1.2093439833173601e-36,9.7565699885176715e-28,2.0785837370840133e-34,2.2750107275173165e-27,5.889550552783633e-42,1.4646864821562885e-36,1.0769698262142534e-20,2.9480777372538585e-24,1.20586141519742e-16,2.746874535194187e-32,1.0324511489293583e-40,2.6009055210976837e-40,1.1170642043362981e-28,1.1478676584735462e-51,2.6878331259890575e-42,5.2991154178985695e-22,3.7717174369287814e-29,3.2907712034308979e-30,1.4017366326382419e-30,3.646950496235032e-20,2.647004327701731e-45,5.954589496358362e-40,3.869570461512198e-36,4.9432666371897032e-32,7.0448169900121461e-29,3.8057364983457694e-40,4.5906007254106712e-42,3.8320348674905132e-41,3.3210070303251446e-61,9.1274649917460475e-57,8.0326395358599776e-85,7.024441239975068e-77,1.0433385572714704e-37,2.0242143758226708e-34,8.7580517735434131e-40,1.4190971522571502e-48,3.2803301232365476e-37,1.7801147567796131e-44,1.55041982257235e-53,1.8724486575787637e-26,3.1988299932195758e-28,9.1645822577230601e-35,2.2265292424629253e-36,3.2409809406475736e-54,8.4662664132575964e-60,1.0086754529050157e-52,0.88168480800000004,0.0,0.009459999999999729,0.10885,0.0009999999999999946,1.4851738979870794e-16,1.2059650707980204e-16,1.4852643182324737e-16,2.7747355974208006e-20,1.9908801644781297e-20,2.2531020461276569e-20,7.8213555509291097e-25,6.76083868663778e-19,2.026523333115683e-25,9.7765070619570155e-22,9.0478479808919811e-28,2.3441464615203942e-28,5.5651095729302291e-19,1.1632433643309946e-27,2.7825517419269582e-19,8.048651612301363e-22,4.0239093685869634e-22,5.4207714173738743e-26,6.2706882524696912e-29,1.4025388498327788e-32,2.3613211978195368e-34,7.8378833030801228e-20,8.4755160694719254e-37,6.6333207637501064e-33,1.4643511474392567e-23,1.7444620234868423e-29,1.1466296907093633e-26,9.5764742612354644e-28,6.2614543206763391e-33,8.1583231443791971e-35,9.1329307079986336e-38,2.5191186112590478e-25,5.4738361282926189e-42,1.3518422387047879e-26
1e-11,0.0030969394785472977,4.938674943754743e-20,3.8378143615813079e-25,6.7810258468847824e-25,2.6265404593914268e-24,4.7119340795189574e-29,0.0,0.0,8.5286327759886204e-18,1.8488799779960911e-25,2.1581523658069771e-29,1.9661276643192978e-32,2.3284678969957116e-36,1.8359956500965889e-45,1.0792613281368663e-38,3.6248073403943042e-29,6.6382051014774935e-18,2.986371437645895e-25,1.3136106054237564e-61,9.589316270343548e-60,4.5058707355639207e-38,3.0711591959470084e-36,1.1764044839334844e-27,5.2937639605587373e-34,3.7833775505523706e-27,3.1210843519935548e-41,3.7253997522189736e-36,1.7903397574575801e-20,4.9006210805386549e-24,1.4720125691027096e-16,6.9884074261629453e-32,6.6327614843839942e-40,1.3153448544557334e-39,4.0187962765420972e-28,1.4159706999169566e-50,6.8474265936089729e-42,8.8123575663285087e-22,9.6056449500914397e-29,7.8959558522313168e-30,3.6245972489908008e-30,6.0622834731225316e-20,4.4003435717360749e-45,4.7527813937151919e-39,1.698386071767771e-35,2.1300261683925091e-31,1.7921929861933509e-28,1.6394813690935279e-39,1.394243098755784e-41,1.6508943115756451e-40,7.4942866767443946e-60,1.0667727255250628e-55,1.2098798609188356e-83,8.0449541364352049e-76,4.5802460458545337e-37,8.881432292904153e-34,7.0033505714334338e-39,1.0371115763250262e-47,2.1490950706929424e-36,2.1518800483623011e-43,7.0263111276829759e-53,4.7662213370634191e-26,6.9671390744100548e-28,3.9489657083093867e-34,8.1394395154900202e-36,3.8336673009278564e-53,2.0064269475933664e-58,1.7524119748599205e-51,0.88168480800000004,0.0,0.0094599999999996701,0.10884999999999999,0.00099999999999999352,1.8130323627965672e-16,1.4721848617878435e-16,1.8131826587882243e-16,4.612497602497157e-20,3.3096279164174863e-20,3.7453762545521731e-20,1.9886489276087641e-24,8.2496290721411253e-19,5.1538408971759601e-25,1.623410541040194e-21,3.8931773783635765e-27,1.0088836549989473e-27,6.7906027525860422e-19,2.957146660757427e-27,3.395296335835461e-19,1.336607970271048e-21,6.681982730780413e-22,1.3758501728952115e-25,2.6925388995379372e-28,1.0797910012956604e-31,3.4524430738889829e-33,9.5682944198451284e-20,3.6394428657096559e-36,5.1803508240053451e-32,2.4342878790472171e-23,4.4406779777563186e-29,2.9114108242345707e-26,2.4347384604676395e-27,1.6024959857857192e-32,3.5362382245612965e-34,7.1997804501669926e-37,6.3938188098005039e-25,8.1946979140430336e-41,3.4363067633659186e-26
1.6383e-11,0.0030969394785472977,8.0940304092199213e-20,9.2294172439325938e-25,1.6324328971341734e-24,6.3203529578582596e-24,1.4811955304232089e-28,0.0,0.0,1.3974317902819687e-17,4.449038459585996e-25,5.1215719440765143e-29,6.1242547637165512e-32,7.3295608922354501e-36,5.7060682746983392e-45,2.5956897270449001e-38,8.5963546272156327e-29,1.0879649846517989e-17,7.1874470226827845e-25,5.2715597861918947e-61,3.5645714530250184e-59,1.4225490077975261e-37,9.6405160241476933e-36,1.8847357151532738e-27,1.6638426960248698e-33,9.1056027752249776e-27,1.2055623490154448e-40,1.1702255917398693e-35,4.3074432793625826e-20,1.1790109284069253e-23,2.411118603031656e-16,2.1954523757314718e-31,2.6393281590081571e-39,5.0387767018157615e-39,1.4257467264319658e-27,6.0071575717612138e-50,2.1524422228665864e-41,2.1208722758936729e-21,3.0190475970830642e-28,2.414520605305667e-29,1.1467891507795874e-29,1.4584710444638782e-19,1.0586946332748353e-44,1.9421763793139472e-38,6.3257224291533093e-35,7.9015407832798473e-31,5.6301482908630026e-28,6.0814979373798065e-39,4.6940071984398833e-41,6.1239017935370267e-40,3.2765836190399944e-59,4.5087872178430963e-55,5.1954739851150644e-83,3.3952771388723652e-75,1.7060113652059995e-36,3.3076911543722871e-33,2.862420311449968e-38,4.1958033836201608e-47,8.574655666918014e-36,9.1166136577841574e-43,2.6347822570757116e-52,1.4976807856217954e-25,2.0263499972828413e-27,1.4649073646968407e-33,2.900295873756404e-35,1.6217072633933459e-52,8.7873121998488738e-58,7.5798349123621824e-51,0.88168480800000004,0.0,0.0094599999999994584,0.10884999999999999,0.00099999999999998918,2.9698707159634889e-16,2.4115330795258432e-16,2.9702322816557506e-16,1.1096983439093271e-19,7.9627881710492764e-20,9.0108191911877061e-20,6.2457936798302608e-24,1.3502779448408591e-18,1.6188483247312357e-24,3.9019539494494791e-21,1.4437627262217276e-26,3.7415733639374823e-27,1.1114717161509786e-18,9.2868784137092834e-27,5.5573464977580559e-19,3.2128458641948391e-21,1.6060911570404944e-21,4.3177922723315786e-25,9.9804855464142416e-28,4.3949183718992722e-31,1.4801095821299234e-32,1.5673995999895445e-19,1.3490543973880349e-35,2.1118510396213421e-31,5.8566793427584441e-23,1.3954191762224014e-28,9.1383859349539674e-26,7.646608041572305e-27,5.0475184204913767e-32,1.3135105512741229e-33,2.9381454824130712e-36,2.0065577442907243e-24,3.5178007579409243e-40,1.07912747351249e-25
3.2767e-11,0.003096939478547299,1.6207744800746002e-19,3.6926336995215177e-24,6.5469016220466483e-24,2.5304073275445013e-23,1.1878394307295207e-27,0.0,0.0,2.7961861036405279e-17,1.7803622549476801e-24,1.9366447726304344e-28,4.6369033392522065e-31,5.9274493492666237e-35,4.2591018743165162e-44,1.0363592912445933e-37,3.2413860656377231e-28,2.1787329569411681e-17,2.8783025430765724e-24,1.6534028444991852e-59,5.8180591662893744e-58,1.1720437328509802e-36,7.6573057470795309e-35,3.5252432719656672e-27,1.332482260086071e-32,3.6463296967089383e-26,2.2394833642618117e-39,9.3364451921302073e-35,1.7224596885793208e-19,4.7138212214167434e-23,4.8195071532359374e-16,1.7528993394556972e-30,6.0055943375222103e-38,1.0855503214982616e-37,1.6206972676687308e-26,2.7720573761752004e-48,1.7252697653793233e-40,8.4924598547643931e-21,2.4176379401772833e-27,1.6971190121270332e-28,9.558804640872914e-29,5.8308406764000964e-19,4.2335064446877962e-44,6.443612123780907e-37,1.0527760345501733e-33,1.2616383709590259e-29,4.4944985708170886e-27,9.7047149170761945e-38,4.3452370246851796e-40,9.7730431257833996e-39,3.6260807725795318e-57,2.4976297716877697e-53,3.3925599069924998e-81,1.7043662580021583e-73,2.8407062292135056e-35,5.5003927780371979e-32,9.5218539748575001e-37,1.1646012769159787e-45,1.9755707444725738e-34,4.1587194885792046e-41,4.3418370137025023e-51,1.1975628084260491e-24,1.1396779601826607e-26,2.3390135849196972e-32,3.3232084961238445e-34,6.8794583637975046e-51,8.2312649282639197e-56,4.5100956736237285e-49,0.88168480800000004,0.0,0.0094599999999989172,0.10884999999999997,0.00099999999999997834,5.9374460391190051e-16,4.821163730500161e-16,5.9388912384421103e-16,4.4367920970739701e-19,3.1842180196564162e-19,3.602703758119723e-19,4.9781199073124362e-23,2.692873327786598e-18,1.2911613396596656e-23,1.5537541727478628e-20,2.2973686464283638e-25,5.9569830344271353e-26,2.2166370484440836e-18,7.3983345974600773e-26,1.1083137636706848e-18,1.2797522534061463e-20,6.3961291466629536e-21,3.4240315119517777e-24,1.5800348812874968e-26,1.3497520994153746e-29,9.0942933099991808e-31,3.1338808316631477e-19,2.1357867713356191e-34,6.6880031396778409e-30,2.3418586685215357e-22,1.1159655170562802e-27,7.2548962601448123e-25,6.0934081275368077e-26,4.0966539269884727e-31,2.1263321255726085e-32,9.4952904447392293e-35,1.5912567191219368e-23,2.2683657351390367e-38,8.5947092030996798e-25
6.5535e-11,0.003096939478547302,3.2492919123035008e-19,1.4794681658594838e-23,2.6339307150695029e-23,1.0141627371377898e-22,9.5537318063654182e-27,0.0,0.0,5.5974723850052844e-17,7.1270675467732902e-24,6.9779088468057631e-28,3.3473138725143944e-30,4.8418799429093201e-34,2.9893717494167358e-43,4.1300179336107322e-37,1.1612593175849103e-27,4.3685211371637902e-17,1.1539798549180264e-23,5.5842189192242895e-58,9.6562117909043587e-57,9.9087550201569374e-36,6.0390686046226779e-34,6.2223625352940692e-27,1.0681754640793304e-31,1.4617277356029911e-25,3.8840128682487424e-38,7.4284460963452349e-34,6.8853649488751856e-19,1.883660909119273e-22,9.6277977526836997e-16,1.3967449622501203e-29,1.2105345486862208e-36,2.6241129376581012e-36,1.637362973584752e-25,1.1043167681168139e-46,1.3855314864285729e-39,3.4039839385332908e-20,1.9378343283676184e-26,1.1519805323428929e-27,8.2021962204969903e-28,2.3297910083618026e-18,1.6923030221206661e-43,2.1964214470277507e-35,1.8017149750925714e-32,2.0101941397712379e-28,3.5800807896443778e-26,1.5444994311855751e-36,3.7538615660366836e-39,1.5555129593194676e-37,4.4053481152623834e-55,1.5184255795636173e-51,2.252996161339211e-79,8.2476602993519681e-72,4.8664618192346668e-34,9.3979305445223313e-31,3.2559649690600436e-35,2.9401314457045032e-44,3.9304609044112408e-33,1.6811436098904767e-39,7.0247777324996031e-50,9.5706597292970872e-24,5.6873638689389589e-26,3.7267890894251207e-31,3.2821089398231516e-33,2.3596637920902199e-49,7.0074130768678321e-54,2.1493501246137946e-47,0.88168480800000004,0.0,0.0094599999999978347,0.10884999999999995,0.00099999999999995665,1.1865334134812536e-15,9.6344131285864959e-16,1.187110615499685e-15,1.7730313687266395e-18,1.2729090947766814e-18,1.4397134548006534e-18,3.9530343349856724e-22,5.3552627612306456e-18,1.026677507976488e-22,6.1592082924319346e-20,3.6356479718303686e-24,9.4373241301212262e-25,4.4082200339017015e-18,5.8690749636292174e-25,2.2040914955759521e-18,5.0761783090090153e-20,2.536018200276544e-20,2.6917328695857894e-23,2.4752029285787775e-25,3.9929515277511942e-28,5.3840736938864652e-29,6.2638435775274655e-19,3.3458675177249888e-33,2.0961626709146555e-28,9.3604251045338492e-22,8.9212569755015656e-27,5.7157698558518771e-24,4.8366795098894709e-25,3.3642649057250807e-30,3.4739467747359513e-31,3.0915301795786936e-33,1.2510937411241636e-22,1.4702133695789624e-36,6.8147794492045805e-24
9.999999999999999e-11,0.003096939478547309,4.9742036017460808e-19,3.825500922478991e-23,6.8568512951844502e-23,2.6227540369000363e-22,4.5178241930436558e-26,0.0,0.0,8.5517527247576722e-17,1.8394526447647431e-23,1.553299895544208e-27,1.3335331572192322e-29,2.3475314563395539e-33,1.1352050600062878e-42,1.0581761416967007e-36,2.5616823340464094e-27,6.6890203753663545e-17,2.9861201023815855e-23,1.0882546413181387e-56,9.1073774597933496e-56,5.0684649728182652e-35,2.7567704584795943e-33,8.2026164899314521e-27,5.0186619668692349e-31,3.7812100219094468e-25,3.5733134340827264e-37,3.4435916432082741e-33,1.7729152311705021e-18,4.8475503805774086e-22,1.4667320089898542e-15,6.4922118814116358e-29,1.2136424383142176e-35,3.8060931322052915e-35,8.6813289428822059e-25,2.0731144869565799e-45,6.5319985951547678e-39,8.803578509293392e-20,9.1025178301661521e-26,4.6076193030301955e-27,4.2257490357926393e-27,5.9946669576331921e-18,4.3575174970236e-43,4.1751030300790291e-34,1.7640938230659698e-31,1.772653053415491e-27,1.6629621969306948e-25,1.3590778545990941e-35,1.8093678749588401e-38,1.3689616430348436e-36,3.0392476154218395e-53,5.2767142311110854e-50,8.2387765978085438e-78,2.1931259368228984e-70,4.7739701559055054e-33,9.1732290823292628e-30,6.2138664839583898e-34,3.6027735410778621e-43,3.7858399202497463e-32,3.2993414519664308e-38,6.2309407388244241e-49,4.4719021169832008e-23,1.627326709226487e-25,3.2863860828201495e-30,1.6471424408824299e-32,3.4925949677715669e-48,2.9922454858739658e-52,4.6206514662975838e-46,0.88168480800000004,0.0,0.009459999999996695,0.10884999999999991,0.00099999999999993388,1.8084985207288554e-15,1.4684326274298693e-15,1.8099826538811118e-15,4.5631517746412342e-18,3.277833912246975e-18,3.7053096689693581e-18,1.8263189464719559e-21,8.1090755872819416e-18,4.7546519421459264e-22,1.5647240865890087e-19,3.1657283140972584e-23,8.2341730076509544e-24,6.6749964825871209e-18,2.7066764977698973e-24,3.3374522078804475e-18,1.2908503825118944e-19,6.4448384045270645e-20,1.2216715517702815e-22,2.1149193025325454e-24,6.0057575689239565e-27,1.5959194254188646e-27,9.549453389099023e-19,2.8588732544995148e-32,3.4850344842773586e-27,2.4097867124551655e-21,4.170660300823022e-26,2.6038834495312016e-23,2.2328225865132941e-24,1.6383818788931359e-29,3.188320499184353e-30,5.4908210198583873e-32,5.680854173741443e-22,5.106229233059054e-35,3.139932383456021e-23
