Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639)
1.023e-12,0.0017724034099480131,4.6529625393725764e-25,2.0161800550473576e-31,9.3675670075205967e-29,1.4188181918757923e-30,6.2759904116784451e-34,0.0,0.0,1.1313541855503419e-21,7.1483021629625872e-31,2.3355223169940215e-45,9.5133046796162232e-47,1.2100787239759557e-56,6.48422428912105e-29,1.1861188268277031e-42,3.9095587413623961e-21,8.3265814146686009e-29,1.3148744960165845e-42,4.3227229919286685e-43,2.8225953128740429e-26,1.8667501341029449e-40,1.0996317290646234e-43,6.2077911033648402e-40,2.3999473361739382e-32,4.9733008452135549e-51,1.2948837482910664e-25,5.5152734596715528e-49,6.3985572816385024e-21,3.2212487375449603e-45,1.5502589815348094e-62,1.822889254961155e-46,2.120610435792829e-72,1.882655859162689e-34,1.0531295339536064e-31,8.0359219963093354e-30,2.8694945951231629e-29,3.582092768389935e-32,4.8867675938174156e-25,3.4991118203707504e-43,1.4949959305716121e-48,6.028065132279296e-41,1.3088030157399096e-39,2.7345193534811836e-34,6.0772466013364972e-30,4.2871390713122938e-47,2.792194118607668e-51,1.3004135028119256e-50,7.602370507123842e-64,4.7046930855239545e-67,1.396152503425449e-61,5.5090663982844338e-102,1.6368719508498794e-87,3.0962061262783309e-51,1.161687818998249e-38,3.1572199180622894e-44,1.3219814424088887e-43,6.4276177667196728e-54,5.110609359229491e-40,7.523236357202208e-48,1.6287227999185129e-64,5.1659370099492022e-33,8.5213135165014417e-30,8.7839443465880612e-35,7.504134291835443e-43,3.5045290842809676e-60,1.0184121051151592e-72,7.3301250491116495e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.0407225117205172e-21,6.3984198669094264e-21,7.0412366777947131e-21,4.886698512160305e-22,4.0999380434692642e-22,2.0499693255382095e-22,7.1182222616723796e-25,6.4719206746100777e-25,1.6246354808877226e-25,1.3590555066403937e-25,1.9755449850766679e-25,6.7808235309868429e-26,1.0912757260423363e-28,7.5712793555030709e-28,3.5401944027680142e-28,6.0896435066149288e-28,1.0483098572024956e-27,1.5910967020456963e-27,3.9092520075642765e-21,2.7762984722788296e-23,3.3716447022714948e-26,4.003934859920943e-25,9.439658011361616e-30,3.1354144858230706e-32,2.8404892800115306e-27,4.2045485807244494e-31,1.7355110187248566e-27,2.3500311567829218e-28,6.5682091730380383e-32
2.047e-12,0.0017724034099480131,9.3101698608204571e-25,8.0102999376192788e-31,3.7675875556021938e-28,5.6787737125097685e-30,5.0472611852976697e-33,0.0,0.0,2.2635512741646994e-21,2.8608797298912687e-30,2.0523054909777624e-44,7.6272447052633678e-46,1.89132327774974e-55,2.5951610347092428e-28,9.4934124311995871e-42,7.8215896292887603e-21,3.3322874772314194e-28,5.271001278996031e-42,1.7279011807884276e-42,1.1295535837882167e-25,1.4942725376345986e-39,4.3711224458817826e-43,4.9677703974433283e-39,9.6045288552467605e-32,4.0012163698853028e-50,5.1821079136234483e-25,8.1497045930436895e-48,1.2800557025733363e-20,2.5780192252179149e-44,1.2420606521747358e-61,1.4591652470903797e-45,3.3933746836886447e-71,1.5070088145442206e-33,4.0348516873027927e-31,3.2158359731494903e-29,1.1668985343158996e-28,1.4332348257077686e-31,1.9555991096640196e-24,2.800926931989861e-42,1.1962185917503839e-47,4.8246330596937946e-40,1.0474162610370128e-38,2.1870808672245326e-33,2.4299409775212161e-29,3.4558609454403096e-46,4.468490234834902e-50,2.0816660467394394e-49,2.4332853889890558e-62,1.4996867094742947e-65,2.2346212927737734e-60,1.9109331748187126e-100,1.0477103947635329e-85,4.9858796109466943e-50,9.2954825358781114e-38,5.0535918357697039e-43,1.0740988612777498e-42,1.0253004442171617e-52,3.9910037703517834e-39,1.2220389107543363e-46,4.1925028625629169e-63,4.1350198449661638e-32,3.2243184084301234e-29,3.5152986037626518e-34,5.8482153618339034e-42,5.4409955923280962e-59,6.6188888685637101e-71,2.331914743295591e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4084929946399815e-20,1.2800007166438345e-20,1.4086987459207691e-20,9.7735567455161428e-22,8.2000178844592812e-22,4.1000101573897952e-22,2.8485326254954334e-24,2.5898989958065441e-24,6.5000428605187567e-25,5.4374899159278002e-25,7.9061557849896916e-25,2.7129543731018788e-25,4.3729172392178591e-28,3.0298108636931174e-27,1.4166815782449314e-27,2.4369061555174778e-27,4.1952879288904291e-27,6.3668672143395846e-27,7.8203622033128076e-21,5.5539782482895626e-23,1.3488582851580671e-25,1.6022602598831055e-24,7.5536433909309283e-29,2.5128117604418042e-31,1.13669342650328e-26,3.365251365440812e-30,6.9434136253066583e-27,9.4067994697451031e-28,5.2586553707925073e-31
4.095e-12,0.0017724034099480131,1.8627573773246737e-24,3.1934557317218379e-30,1.5202167182530415e-27,2.2725215811336555e-29,4.0713820655405762e-32,0.0,0.0,4.5281050107013376e-21,1.1446978632583982e-29,1.9351899206483284e-43,6.1226670255567543e-45,2.8954092681532035e-54,1.0384078873810854e-27,7.5947717833139613e-41,1.5644880677702104e-20,1.3331892301826749e-27,2.1159127639003401e-41,6.8967001865611322e-42,4.5187796574349286e-25,1.19571387560232e-38,1.7255802005759735e-42,3.9730191220494304e-38,3.8425776523308116e-31,3.2345038030908225e-49,2.0732691075176762e-24,1.2646301827105416e-46,2.5601484490419073e-20,2.0621496140985226e-43,9.9568281688204028e-61,1.1676241595402875e-44,5.4253193381393897e-70,1.2059122414528493e-32,1.4866277283922404e-30,1.2864950684438763e-28,4.7960864894322033e-28,5.7316058940600576e-31,7.8233724389238463e-24,2.2412946307105207e-41,9.5644938714911737e-47,3.8596435590346434e-39,8.3775997931320038e-38,1.7472035351811201e-32,9.704477347451393e-29,2.803994420436404e-45,7.1456644725172368e-49,3.330592854859913e-48,7.7819423763250023e-61,4.7874952047518428e-64,3.5743527400247498e-59,7.0979595332797121e-99,6.6998343036329711e-84,8.058157455337847e-49,7.43271063763564e-37,8.0842951455209433e-42,8.8144527291427251e-42,1.6289794634864351e-51,3.0511803362656986e-38,2.0044267763122397e-45,9.6295407306010519e-62,3.308604016661393e-31,1.1619832652088555e-28,1.4063883193824161e-33,4.4533369817154821e-41,8.2199196920985946e-58,4.3428603395565497e-69,7.3451054998214452e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8169055657102934e-20,2.5599285182529598e-20,2.8177286014493862e-20,1.9537527242132705e-21,1.6392023980870769e-21,8.196016846815652e-22,1.1395106593010541e-23,1.0360482885338494e-23,2.5991705026450758e-24,2.1742975622916465e-24,3.163152516233813e-24,1.0848271852720669e-24,1.7540352373267097e-27,1.2120091930225436e-26,5.6670940303391989e-27,9.7483379266250607e-27,1.6784324460940968e-26,2.5467255667045504e-26,1.5639970914408199e-20,1.1107667824955934e-22,5.3927879598044845e-25,6.4094839713103167e-24,6.0404210900321634e-28,2.0155625996057618e-30,4.5471745060571934e-26,2.6923035503133493e-29,2.776274203641393e-26,3.7650957508575106e-27,4.209593334340011e-30
8.191e-12,0.0017724034099480131,3.7274322076893019e-24,1.2754300633656532e-29,6.1594647981141143e-27,9.0946078151373908e-29,3.2973434633207089e-31,0.0,0.0,9.0578504226410906e-21,4.5797595232501263e-29,2.0177567277762402e-42,4.9290058880353987e-44,4.2909743385612456e-53,4.1545455237259017e-27,6.072829165202537e-40,3.128838047365989e-20,5.3328546387415928e-27,8.5198950740821766e-41,2.7457550173014462e-41,1.8072536686058758e-24,9.5660542851218285e-38,6.7234903176909207e-42,3.1750455732487009e-37,1.5370397711491861e-30,2.6408323274720717e-48,8.2932241290133571e-24,2.0262888852430747e-45,5.1191057220246342e-20,1.6485381494871668e-42,7.9937945144508638e-60,9.3413778358725524e-44,8.6632333636169845e-69,9.6477533000538891e-32,5.1267587167024664e-30,5.1452430523372762e-28,1.9962131829488739e-27,2.2906761974994201e-30,3.1288997685156499e-23,1.7930858997350826e-40,7.6396981578500468e-46,3.0861973258632915e-38,6.6962403456083729e-37,1.3932034973778354e-31,3.868098553961201e-28,2.305003170065242e-44,1.1414922136039774e-47,5.3260948870843353e-47,2.486036465399255e-59,1.5287609969897014e-62,5.7128237633230391e-58,2.9525142587921032e-97,4.2786401480765119e-82,1.3093664135177454e-47,5.9375701021441491e-36,1.2923872345124437e-40,7.3209856504847822e-41,2.5689412542595115e-50,2.256680460811042e-37,3.3270607564287035e-44,1.9663942364892719e-60,2.6466094663692673e-30,3.866765875361121e-28,5.6254867124607798e-33,3.2690689168178678e-40,1.1868877613994649e-56,2.8833244280688633e-67,2.2587582045428761e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.6320160966648184e-20,5.118226447924096e-20,5.6353071907522053e-20,3.9026564474747983e-21,3.274348833135085e-21,1.6371763549544574e-21,4.5570321156212592e-23,4.1432739349905809e-23,1.0385837731570963e-23,8.6881971291008291e-24,1.2653158010638678e-23,4.3347730008299029e-24,7.0521974770437946e-27,4.846810773330773e-26,2.2662411863427524e-26,3.8983737678090134e-26,6.7136294464183734e-26,1.0182731889937777e-25,3.1268748662737136e-20,2.2208370759720314e-22,2.1541555660753422e-24,2.5631403729848571e-23,4.8261380118652942e-27,1.6201838859195806e-29,1.8184755614023692e-25,2.1530190587534266e-28,1.1092022573115189e-25,1.5073444267898814e-26,3.3703942185807194e-29
1e-11,0.0017724034099480131,4.5520183509570129e-24,2.1198283006603559e-29,1.0326932761505921e-26,1.5125961840775251e-28,8.4848051734620237e-31,0.0,0.0,1.1058977218551854e-20,7.6146539145723792e-29,6.7973385699333356e-42,1.2653353791107934e-43,1.6812840186592485e-52,6.9072673791916386e-27,1.5445843952537079e-39,3.819461674577382e-20,8.8649884609881866e-27,1.4260209514078023e-40,4.5417432335328508e-41,3.0037460224676291e-24,2.4350375317562567e-37,1.0882944699358111e-41,8.0698051970241244e-37,2.5550399427304769e-30,6.9129379672058013e-48,1.3786105382593679e-23,8.8840666213776597e-45,6.2481863539068301e-20,4.1919763726922274e-42,2.0443498415862842e-59,2.3778637993635236e-43,3.7230310883609622e-68,2.4558725599215236e-31,7.5312468925312523e-30,8.5516476091318165e-28,3.4053671952342145e-27,3.8043308705729356e-30,5.2003840931816145e-23,4.5641950466004566e-40,1.9404024413758678e-45,7.850163245995861e-38,1.7023837218812604e-36,3.530262726140497e-31,6.4059930792667493e-28,6.0849557497754419e-44,4.9087839388507627e-47,2.2943375552043282e-46,1.9441020907413369e-58,1.1962902504163999e-61,2.4587611686562096e-57,3.4300082952578613e-96,6.3527051397813947e-81,5.7458579940112764e-47,1.5083042742420683e-35,5.564386536759451e-40,1.9242493738317773e-40,1.0820715756095918e-49,5.2923961807397377e-37,1.4890693482160817e-43,9.5781043235095053e-60,6.7356383680123447e-30,5.5511890590559892e-28,9.3511235691880035e-33,7.5975305716279787e-40,4.4680143157273604e-56,4.4880780767709214e-66,1.6316915283191332e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.8737981015887674e-20,6.2467255268517148e-20,6.8792670436247456e-20,4.7599682618371466e-21,3.9936486415256751e-21,1.9968275356174317e-21,7.5733812985309743e-23,6.8857512916918498e-23,1.7245309345761418e-23,1.4426576226099371e-23,2.1034338997501458e-23,7.1977172611758078e-24,1.1786078954805188e-26,8.054702689172764e-26,3.766126231298031e-26,6.4785802980846734e-26,1.1159905503027885e-25,1.6919430055146772e-25,3.8161995521940102e-20,2.7105109940397203e-22,3.5756477617682514e-24,4.259561310076368e-23,1.2262489763572325e-26,4.1510851136774348e-29,3.0221601269643956e-25,5.4773307400832768e-28,1.8415283580507884e-25,2.5079586575816433e-26,8.5884707407433497e-29
1.6383e-11,0.0017724034099480131,7.4615448034046624e-24,5.099261108096553e-29,2.5031713308951951e-26,3.6407406144615185e-28,2.6788601799129234e-30,0.0,0.0,1.8119890617279539e-20,1.832318398633022e-28,2.3661943820618086e-41,3.9908474114663479e-43,6.0995852739374872e-52,1.6620160471197047e-26,4.8518233884851248e-39,6.2563055731347747e-20,2.1328012334620031e-26,3.4514729729939519e-40,1.0878831560898827e-40,7.2255319233518575e-24,7.651639032589269e-37,2.555944957397484e-41,2.534081165283313e-36,6.1470217532353853e-30,2.1986929287504514e-47,3.3167565328200749e-23,3.3081521176240594e-44,1.0232112099237977e-19,1.3166418704764033e-41,6.4371889793813401e-59,7.4720059545320782e-43,1.3802835168521984e-67,7.7171625646504796e-31,1.6015408322224524e-29,2.0571039696483695e-27,8.377523115862919e-27,9.1452141089522881e-30,1.2509551834664671e-22,1.4341967122024266e-39,6.0914082175762406e-45,2.4659668203544883e-37,5.3464440226917948e-36,1.107080946864578e-30,1.5360874646444921e-27,1.9422400369062452e-43,1.8201555128596595e-46,8.5105400142664028e-46,7.9266153960689233e-58,4.8779444925553452e-61,9.1186711362645461e-57,1.4490900001860361e-95,2.7258322000316149e-80,2.1399879972060031e-46,4.735255731560206e-35,2.0638002648557479e-39,6.1307162685049632e-40,3.9936844360419702e-49,1.6003824284833078e-36,5.5692610391142591e-43,3.6435785631110454e-59,2.1163649135943664e-29,1.1494623653596805e-27,2.2496916856357626e-32,2.2870372330971769e-39,1.604536688414911e-55,1.9306749376711457e-65,6.5920683460644612e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1255387121726714e-19,1.0228599280746125e-19,1.1268540532229171e-19,7.7849662226303295e-21,6.5316755497385745e-21,3.26584549370022e-21,1.8216475181622569e-22,1.6562496989770448e-22,4.144874069644004e-23,3.4674267644640931e-23,5.0607074342523623e-23,1.7299526666254808e-23,2.8489431897066641e-26,1.9373649123014334e-25,9.0584237669251936e-26,1.5582758453280659e-25,2.6848451699456025e-25,4.0689659125643732e-25,6.2484601769752426e-20,4.4383101200906075e-22,8.5913385771954661e-24,1.02453296027547e-22,3.8501424661939336e-26,1.3081291048878306e-28,7.2693235222006674e-25,1.7207060680342218e-27,4.4255181319693935e-25,6.0385947190210117e-26,2.7000290774443753e-28
3.2767e-11,0.0017724034099480131,1.4948716048341877e-23,2.0403618696072565e-28,1.0166868383121063e-25,1.4584620936045575e-27,2.1761256075574511e-29,0.0,0.0,3.6254149447335387e-20,7.3318677601119202e-28,3.0944868345601716e-40,3.266126659446096e-42,8.3604344252066443e-51,6.647376666040925e-26,3.8698731242241151e-38,1.2506314783402825e-19,8.5276447978115645e-26,1.4141174449707811e-39,4.2699051107851922e-40,2.8871474806737615e-23,6.1186847404757985e-36,9.2939464683383416e-41,2.01756603096022e-35,2.4576582412221042e-29,1.8980209020062462e-46,1.3261462424033244e-22,5.4300167558635908e-43,2.0438529795126076e-19,1.0497052188749947e-40,5.2117280957300303e-58,5.9751702944695034e-42,2.1897448427441319e-66,6.1713602524304683e-30,4.4310137075712431e-29,8.2196753188937751e-27,3.5065424766097895e-26,3.6437984717221855e-29,4.9984997732461188e-22,1.1467525687712144e-38,4.8402901707708974e-44,1.9677732143155251e-36,4.2598661977028819e-35,8.7381113984425248e-30,6.0562138269488184e-27,1.7100046617254755e-42,2.8920939462101949e-45,1.3579411415869184e-44,2.5179636633977962e-56,1.5530169100829339e-59,1.4518509650540643e-55,8.7409774131919013e-94,1.7284534265039958e-78,3.5155231054432237e-45,3.7642437831807382e-34,3.2888724333854881e-38,5.1217986621923869e-39,6.040669898983761e-48,1.0956211336855712e-35,9.3064675790818624e-42,6.3142801176910654e-58,1.691424169110347e-28,3.0022486556077085e-27,8.9937619305620187e-32,1.5301372653513148e-38,2.0028442548449803e-54,1.2908861248978207e-63,1.7531755321499542e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2474796123058216e-19,2.042451403085934e-19,2.2527317062532958e-19,1.5488101577990556e-20,1.2994884800600788e-20,6.4974729969651499e-21,7.276571497801784e-22,6.6158871186139272e-22,1.6502682346043108e-22,1.3805942070781544e-22,2.0236394064881065e-22,6.8876877265763594e-23,1.16155156571282e-25,7.7378605939850636e-25,3.6177993480232487e-25,6.2239313815985536e-25,1.0733491068886415e-24,1.6241408715917748e-24,1.2474994765648774e-19,8.862609564863225e-22,3.4161125647158794e-23,4.0919571605263515e-22,3.062649918057952e-25,1.0652478590451486e-27,2.9037878241021299e-24,1.3736849851752194e-26,1.7610665139666409e-24,2.4224960722651587e-25,2.1656535181345901e-27
6.5535e-11,0.0017724034099480131,2.9998003079104596e-23,8.1718376893434928e-28,4.111474935627909e-25,5.8507397249753859e-27,1.7609942488081862e-28,0.0,0.0,7.2563229097624272e-20,2.9346730405318536e-27,4.3852535460417482e-39,2.7240865879055776e-41,1.1341555888133575e-49,2.6573695802960827e-25,3.0763373570513558e-37,2.4986660930651438e-19,3.4080462012842312e-25,5.9097797764330104e-39,1.6458325501796484e-39,1.1523577310231971e-22,4.890470873087745e-35,3.1397139680506202e-40,1.5986395003265872e-34,9.8209596590010898e-29,1.7417472592531877e-45,5.2998795996431742e-22,8.8585784118601682e-42,4.0773284736004037e-19,8.3398885609555401e-40,4.2556633018684827e-57,4.7759814605067176e-41,3.4449535259455874e-65,4.9330187855373983e-29,1.0947203834157431e-28,3.2807380877733177e-26,1.4494765774454984e-25,1.4461218455963791e-28,1.9950582665160811e-21,9.163251072091939e-38,3.8203668154648297e-43,1.5661667426552505e-35,3.3802874121020536e-34,6.8071792654834461e-29,2.3544491344189352e-26,1.6153272106416456e-41,4.5634971506524483e-44,2.1606513264198131e-43,7.9399851116497849e-55,4.9210833546840275e-58,2.3002015108556671e-54,6.5164452333392801e-92,1.0859200572272149e-76,5.81358263588105e-44,2.9733771731216951e-33,5.219989373112838e-37,4.222164510035449e-38,8.6840502427627216e-47,7.4512802617297812e-35,1.5355939245582931e-40,1.0496302068720487e-56,1.3504015135407056e-27,6.9944196479077385e-27,3.5931963182059454e-31,1.0037163657429724e-37,2.3056268557660981e-53,8.5260925476435852e-62,4.104940555491142e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4804816098838584e-19,4.0717506992467461e-19,4.5014151027530404e-19,3.0652421754888137e-20,2.5718835935105391e-20,1.2859538152411906e-20,2.9025026131068182e-21,2.6389646021556955e-21,6.5400972918610015e-22,5.4717523262793132e-22,8.0890082201845208e-22,2.7295739482066127e-22,4.816052961340906e-25,3.0857725374080702e-24,1.4426221234254078e-24,2.482159823273241e-24,4.2885019598267813e-24,6.4689329465100473e-24,2.4861877263351177e-19,1.7668809623917044e-21,1.3502648812795741e-22,1.6317842649995527e-21,2.4224121049124807e-24,8.8117892169869078e-27,1.1583161218994814e-23,1.0943174381601269e-25,6.9718395676532597e-24,9.7447329140948069e-25,1.7412281281160086e-26
9.999999999999999e-11,0.0017724034099480131,4.5980834888021228e-23,2.111252388644767e-27,1.0641057806139339e-24,1.5150866601120896e-26,8.2865062735002452e-28,0.0,0.0,1.1083738680610167e-19,7.5725598754928308e-27,3.6329400881147507e-38,1.36144399136006e-40,8.7987896836432785e-49,6.8412119573737764e-25,1.4234635880034761e-36,3.8072091637078909e-19,8.7720466675832364e-25,1.6213169749317943e-38,4.0054769415199695e-39,2.9598943165656521e-22,2.2855400532281973e-34,6.5096483203497744e-40,7.3569979483207161e-34,2.5274221086068794e-28,1.0025037950363369e-44,1.3641387559005612e-21,7.9243138950485338e-41,6.1998146106949319e-19,3.8561875272929083e-39,2.0495681747535126e-56,2.2322309591785768e-40,2.9678579445533845e-64,2.3057988635282272e-28,1.8416002110208512e-28,8.4267098498079341e-26,3.7903387030684225e-25,3.6804769628049124e-28,5.1243696215687542e-21,4.2798541619134402e-37,1.7461785438422356e-42,7.2643546454832284e-35,1.5595493741092693e-33,3.0427798307985296e-28,5.8027653719294438e-26,9.6005809230705646e-41,3.951689213365776e-43,1.9003492760837803e-42,1.3353937954507304e-53,8.3558123491542506e-57,2.0068823735208711e-53,3.0630960301025614e-90,3.5744225810641949e-75,5.4048476835836506e-43,1.360699543324944e-32,4.5698471130406599e-36,1.995900900720052e-37,6.4203220068987957e-46,3.0902418834474486e-34,1.3805827179270091e-39,9.4309225484363217e-56,6.2985165286660945e-27,1.1242644965956773e-26,9.2428868965326378e-31,3.9647229016546799e-37,1.400171264848389e-52,2.9487322597720607e-60,4.6122272780726343e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,6.8064631021763636e-19,6.1855559334628752e-19,6.8601094823325082e-19,4.6109350996316149e-20,3.8689315886903395e-20,1.9344958745947772e-20,7.4476597414749361e-21,6.7714282850863771e-21,1.6607973549835525e-21,1.3896569832341772e-21,2.0827102995263925e-21,6.9312711619829826e-22,1.3082812322675644e-24,7.9150471951037145e-24,3.6998700071571411e-24,6.3672953777263506e-24,1.1033813284689657e-23,1.6560351501449447e-23,3.7752514722150881e-19,2.6842664605718838e-21,3.4142567338911613e-22,4.1852878852113336e-21,1.1112652998383917e-23,4.3533677702803999e-26,2.9723478389977415e-23,5.0843510579180785e-25,1.7674656910713033e-23,2.5338539665471088e-24,8.2208533395233894e-26
1.31071e-10,0.0017724034099480131,6.0389729915871194e-23,3.2778853810435013e-27,1.6527628801922329e-24,2.3535147528691397e-26,1.4169407306989497e-27,0.0,0.0,1.4534243117459437e-19,1.17537228480468e-26,6.5127793506972875e-38,2.3432347013054254e-40,1.5708635787239987e-48,1.061304327895164e-24,2.4294101813811566e-36,4.9868912106523519e-19,1.3607817985975126e-24,2.5501915719070091e-38,6.1327513034330756e-39,4.5894306360024616e-22,3.9051202924297763e-34,9.5477226061552883e-40,1.2548292169635838e-33,3.9205696083904884e-28,1.7492617380610999e-44,2.116145121214214e-21,1.4269645914475847e-40,8.113285284296096e-19,6.5807699997366352e-39,3.5136436516875281e-56,3.8140732959462301e-40,5.3328804048682754e-64,3.9398070985533928e-28,2.5149297663238644e-28,1.3065923214617963e-25,5.9006804151017873e-25,5.6948001267911696e-28,7.9455166725724294e-21,7.3121539227930473e-37,2.9759841960514722e-42,1.2401403719290515e-34,2.660778667154586e-33,5.1722336368904354e-28,8.9115027523353371e-26,1.6799473077397536e-40,7.1028191582865896e-43,3.4187706490964061e-42,2.467701581448379e-53,1.5445124619841413e-56,3.608765040379637e-53,5.7658011527738475e-90,6.6989495448371524e-75,9.7533357082081007e-43,2.3193449893148744e-32,8.2190764955471889e-36,3.4146140745816976e-37,1.1425504440296866e-45,5.2044166305640919e-34,2.4867728164534865e-39,1.6986852748486913e-55,1.0759357429143711e-26,1.5072519007944344e-26,1.4336214503066476e-30,6.6341392393106418e-37,2.4546006328029362e-52,5.5302183421135486e-60,8.400187613399149e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.9033895767743758e-19,8.0912005709887538e-19,8.9865273865226634e-19,6.0044132614201252e-20,5.0382505574479662e-20,2.5191716420741125e-20,1.1545224724371378e-20,1.0496940517563942e-20,2.5684398421778848e-21,2.1491738981648801e-21,3.2310792035057696e-21,1.0719199034585497e-21,2.0535488374207107e-24,1.2268750746221124e-23,5.7348315332104913e-24,9.8698355434716762e-24,1.711486850519784e-23,2.5658000302277017e-23,4.9373724543197327e-19,3.5113108480361628e-21,5.2749934480212837e-22,6.4873308558656283e-21,1.8947107511688754e-23,7.4836268654285889e-26,4.6077396707679448e-23,8.6814592720338309e-25,2.7323495955141013e-23,3.9396719545697772e-24,1.406238634238539e-25
2.62143e-10,0.0017724034099480131,1.2229422916621936e-22,1.3183493381940672e-26,6.6013949953660233e-24,9.5159942792037773e-26,1.1329171558775959e-26,0.0,0.0,2.9153550746969228e-19,4.713315250212895e-26,9.8470096826116981e-37,2.1091603424701197e-39,2.2483115566210662e-47,4.2310196316418723e-24,1.894008161158699e-35,9.9321621672912303e-19,5.4236651925052828e-24,1.1528861780579836e-37,2.1530738886789202e-38,1.8199446042088585e-21,3.1125010356172638e-33,2.5766089478297888e-39,9.6718014936873483e-33,1.5619904321811872e-27,1.961376357043923e-43,8.4341763498643264e-21,2.2602922900714452e-39,1.6063097476830455e-18,5.1232257230811657e-38,2.9279101622555603e-55,3.040618506251867e-39,8.0099727769241859e-63,3.1412794745032493e-27,5.6508056043527049e-28,5.181234393432626e-25,2.368737387548022e-24,2.2086654926602787e-27,3.150730914349437e-20,5.8179138917367996e-36,2.2604707413744491e-41,9.7203131658357698e-34,2.0615244625417136e-32,3.7548318638766227e-27,3.2118285809406975e-25,1.9395816264437806e-39,1.0763210786568223e-41,5.3500795145404637e-41,7.4551495800259165e-52,4.7565585978599759e-55,5.5535485925403368e-52,5.6277028982700089e-88,3.987636319457309e-73,1.6860225319348396e-41,1.7651714596782275e-31,1.2739905053479432e-34,2.6997585129102657e-36,1.3066726858019052e-44,3.7849421215094291e-33,3.9380664472485646e-38,2.6888890230511809e-54,8.5380178828719216e-26,3.1027751570471863e-26,5.7028849732871342e-30,4.4206879138120143e-36,2.4134012198355457e-51,3.5114466169909896e-58,1.5307138905670088e-47,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.7580141698622301e-18,1.597653290482796e-18,1.7907997625045715e-18,1.1531154668268347e-19,9.6765422981736574e-20,4.8384436981823615e-20,4.567003533106944e-20,4.1523199232206136e-20,9.9116710674950297e-21,8.2958950801759831e-21,1.2887898688398214e-20,4.1361830403996639e-21,9.1052326715401497e-24,4.8494128066685478e-23,2.2660966835596544e-23,3.901985984249406e-23,6.815218537410261e-23,1.0094901320262275e-22,9.7371900969356713e-19,6.9341122722702355e-21,2.0144179207342518e-21,2.5635945065963535e-20,1.4501325502723137e-22,6.5966833145087971e-25,1.8229406989535352e-22,6.8319807854567495e-24,1.0502578758474233e-22,1.6063877546503633e-23,1.1442875740047493e-24
