Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255)
1.7396824546063066e-10,0.0035125718390732344,9.0629087065212476e-14,5.453587922007055e-17,3.7266629479010233e-16,1.9778088843575242e-16,4.4477812301840865e-20,0.0,0.0,7.5631017221310991e-14,1.3920749411024158e-19,3.9622451636483657e-25,1.0103965937979801e-24,4.4495653361564065e-34,8.2299671055287252e-18,4.7175618599640934e-25,9.0373004327519919e-13,1.822668954590091e-17,1.9358414796902932e-22,1.3164717251666382e-25,2.1711451517905198e-12,7.270311780948587e-29,8.4412759538640034e-25,1.5379017184720867e-23,1.0015960407245544e-19,8.7891538249620095e-30,5.267793327283049e-16,1.7286394971435828e-27,5.3473011292812512e-11,4.6008871604333798e-24,3.162735327114358e-34,7.5166126539153678e-27,4.9004677814768655e-44,1.786540241931924e-21,3.8516902609722051e-22,1.0275977023335459e-16,3.2621689801181317e-16,1.013702061642032e-17,1.5012140892219786e-13,1.0672809496802256e-23,1.8557748868570482e-24,1.2186669309484715e-21,1.4363309643431254e-20,6.6252372454475647e-20,2.234733346488028e-18,6.3213765540386095e-27,4.4620243317577197e-28,1.2436560435441068e-27,5.0238055223486957e-42,1.4273844450631201e-37,1.2916038755129127e-34,1.2788361625231041e-60,4.1425410332164573e-57,3.879189006704747e-27,1.1913215554764851e-20,1.8609407234471635e-24,5.9307431154681613e-25,5.9105665452522201e-33,1.921463723088718e-24,4.4981898867276263e-28,2.4218665801862256e-38,3.6089732302459201e-18,1.1562758676762571e-17,1.1739963722312865e-20,1.3327367807166722e-27,1.863038638151433e-37,7.8139174616638993e-44,7.6749753458024904e-34,0.88168480800000004,0.0,0.009459999873819994,0.10884999999910738,7.2056100887069955e-11,5.221287973359968e-11,7.2614123011033818e-11,5.2942325163114698e-14,4.2209236150020451e-14,2.110155556086428e-14,3.3349272340492778e-13,2.4208208456156861e-13,6.2754063574405649e-16,5.4624829005092863e-16,8.8942022594839972e-14,2.6991737155430535e-16,6.269282331278738e-18
2.105932438225177e-10,0.003512571839168695,1.1642780177648028e-13,8.2627526307396152e-17,5.5411403682719514e-16,3.0259801650058821e-16,7.951046699049682e-20,0.0,0.0,9.7343588668253277e-14,2.132837174503502e-19,7.2521996791693139e-25,1.7783496199709334e-24,1.0872311372338037e-33,1.4341404483280082e-17,8.54888636187919e-25,1.3231477925447292e-12,3.2138740903296244e-17,2.8073463576095099e-22,2.3018612044843576e-25,3.1769341041226559e-12,1.855699223276381e-28,1.2726203653566538e-24,3.2047885544177019e-23,1.7619293302131973e-19,1.9091836943566774e-29,9.283364570714707e-16,3.2138131448186382e-27,6.4827204890221713e-11,8.1014469031788777e-24,5.5101726930768588e-34,1.5697745461095058e-26,1.2621783361604221e-43,3.7390419840550203e-21,7.1140631907162427e-22,1.507204264870113e-16,4.8183168864142481e-16,1.4152457337028872e-17,2.2002779996088741e-13,1.8854484823760123e-23,3.2602558681334793e-24,2.0808443024916427e-21,2.4459954620548329e-20,1.046250181155271e-19,2.8522786345135359e-18,1.3023480596982489e-26,9.293817824914911e-28,2.6052702463143136e-27,1.1634266932887823e-41,3.4219035551375702e-37,2.6359160403882485e-34,4.7922087954603717e-60,1.4931449217031451e-56,8.3557187491209958e-27,2.0272329515549057e-20,3.7667525133880578e-24,1.0390439047234876e-24,9.6710791431127324e-33,4.02294693558793e-24,9.3835722506472996e-28,5.0766555264029251e-38,6.36714776546436e-18,1.4273834350479644e-17,1.7229279259452769e-20,2.6856159111294117e-27,4.2656686925920208e-37,2.3901482000785297e-43,1.6177975056674186e-33,0.88168480800000004,0.0,0.0094599998472556044,0.10884999999871367,8.6997278149621401e-11,6.2988348317511168e-11,8.7808499262923362e-11,6.4020065983649604e-14,5.1035130820925049e-14,2.5512743001396636e-14,4.8458159664858299e-13,3.5082797839369892e-13,8.6847419879456277e-16,7.6211996773953934e-16,1.3002405145415272e-13,3.758133867282679e-16,1.0069210692730964e-17
2.8384324054629177e-10,0.0035125718393608893,1.7505762759949182e-13,1.6009600239785105e-16,1.0324960712522386e-15,5.9673438125849804e-16,1.9856374535396318e-19,0.0,0.0,1.4687105384872206e-13,4.2174429331865837e-19,1.901960325395458e-24,4.3162673666658365e-24,4.905120332645902e-33,3.4123915786553171e-17,2.1878230488456592e-24,2.399582290011178e-12,7.8295707168289382e-17,4.9961964599124978e-22,5.5053592360811034e-25,5.7549303270675821e-12,8.8208961262918416e-28,2.4153355137031373e-24,1.0419749042875639e-22,4.2700100214522934e-19,6.8472840041072491e-29,2.2587661344031081e-15,8.671840316140029e-27,8.7634234692671184e-11,1.9676780290530254e-23,1.3076283168430101e-33,5.1332083411462996e-26,6.6498913743450798e-43,1.2293388959112705e-20,1.8400187434262386e-21,2.7432862301837013e-16,8.8567523950698717e-16,2.3456570174218185e-17,3.998913121067797e-13,4.6114554507823891e-23,7.8784327496453291e-24,4.7437061181923631e-21,5.5438699258793896e-20,2.0978700271428418e-19,4.1310795791634132e-18,4.1839362516569141e-26,3.0181429568167351e-27,8.5861974289145878e-27,4.9322414780145261e-41,1.4602909262169475e-36,8.1532741456553345e-34,6.5984988658528236e-59,1.4678884380043959e-55,2.8909514057935681e-26,4.5871700319147027e-20,1.141315200587964e-23,2.4817736991224452e-24,2.0478621449339276e-32,1.3236492923453164e-23,3.0371993770055877e-27,1.6745861932934573e-37,1.553050748738515e-17,1.9762236142277651e-17,3.1390200911844681e-20,8.0711125714057944e-27,1.6281378733393659e-36,1.7331033494766413e-42,5.3126747112159748e-33,0.88168480800000004,0.0,0.0094599997941266899,0.10884999999772256,1.1664876991461088e-10,8.4321269693207793e-11,1.180991785707406e-10,8.6162931356110712e-14,6.8673049419039492e-14,3.4326403793412628e-14,8.6556417320921818e-13,6.2335966281285773e-13,1.4168812843472754e-15,1.2613138927907338e-15,2.3508905086138524e-13,6.1976475137368024e-16,2.1014351010068677e-17
3.4976823759768846e-10,0.0035125718395353283,2.3585501594108151e-13,2.5686866925804207e-16,1.600167335763885e-15,9.7088711172663608e-16,3.779449731614989e-19,0.0,0.0,1.9844367481512865e-13,6.8773937466038657e-19,3.7634686273903861e-24,8.0363154345550601e-24,1.372642525279749e-32,6.252326888904744e-17,4.2396751083817612e-24,3.6381299273115751e-12,1.4621641383109433e-16,7.4496466909926871e-22,1.0116997544020279e-24,8.7165265826146877e-12,2.5391774887184965e-27,3.776819016606018e-24,2.3670488374383994e-22,7.9377198006206598e-19,1.6794037346656757e-28,4.2135817313138058e-15,1.7520617600928118e-26,1.0827145761027398e-10,3.6649212274394785e-23,2.3867397434315336e-33,1.1716508669328451e-25,2.0947301349566908e-42,2.8182384530751848e-20,3.5527912730572687e-21,4.1728511673178296e-16,1.3558738908189518e-15,3.292725552211474e-17,6.0747694383763258e-13,8.6407809054399631e-23,1.4608668840210071e-23,8.3772331391566281e-21,9.7391216533935592e-20,3.3791216723234591e-19,5.31563346945279e-18,9.4671395083218361e-26,6.8499255337498115e-27,1.9721578824620929e-26,1.3742597022531115e-40,3.9287828538144937e-36,1.7810327781167669e-33,3.358277200798701e-58,6.2847620943526486e-55,6.8614384246215358e-26,8.0463951115578886e-20,2.4503175754310701e-23,4.5440548763977123e-24,3.4317615776795226e-32,3.0359572475581964e-23,6.8569790125090815e-27,3.8481383424540565e-37,2.9034177377996067e-17,2.4773983252656844e-17,4.7785092787035093e-20,1.7238929704913826e-26,4.0657720713036874e-36,6.3414411873718568e-42,1.2087441998060214e-32,0.88168480800000004,0.0,0.0094599997463104962,0.1088499999966057,1.4307714642215848e-10,1.0327788213223191e-10,1.4524822022082811e-10,1.0610799127339507e-13,8.4558746269508238e-14,4.2262033917312964e-14,1.2945012817190265e-12,9.2787439687611332e-13,1.9634447749407898e-15,1.7680013308324714e-15,3.5545219365971722e-13,8.6633554352191231e-16,3.5007527830806666e-17
4.1569323464908514e-10,0.0035125718397111642,3.042744669451919e-13,3.8233182593702181e-16,2.3037546377189842e-15,1.4631145484070916e-15,6.4464001658845489e-19,0.0,0.0,2.5669057742127808e-13,1.0386340119509883e-18,6.6455371303116255e-24,1.3435295860267873e-23,3.2063671422259733e-32,1.0301220130544495e-16,7.3424733080652493e-24,5.1310152665284303e-12,2.4511262302052767e-16,1.0336646454150085e-21,1.6693419521896248e-24,1.2281112597957374e-11,6.0752454062489919e-27,5.4543481358770403e-24,4.6549245166309954e-22,1.3246334178029423e-18,3.554912153392942e-28,7.055807979273972e-15,3.1502192279253013e-26,1.2901207462955796e-10,6.1278509078342919e-23,3.9123198269037169e-33,2.3149538688387372e-25,5.5111712308688972e-42,5.5919373487622048e-20,6.093496165551162e-21,5.9043943036095898e-16,1.9284602144977206e-15,4.3168167856857277e-17,8.5841669978848976e-13,1.4532308076329755e-22,2.4318139288608679e-23,1.3321637011551077e-20,1.5405949013291799e-19,4.9868100289048297e-19,6.5307097424251216e-18,1.8607378906204311e-25,1.3458919324188414e-26,3.9204509310292426e-26,3.2891415881705553e-40,8.8435597020486523e-36,3.3768663478539792e-33,1.2964494177619128e-57,2.1065801755961108e-54,1.4042323027308665e-25,1.2709047335391395e-19,4.5668665818534426e-23,7.4620286287926225e-24,5.2430422189392241e-32,6.0265038794173565e-23,1.3383726566111931e-26,7.6521416450119586e-37,4.872356141218648e-17,2.9844243824415426e-17,6.7661894306444234e-20,3.2018274653113921e-26,8.584940251005852e-36,1.8546202629896211e-41,2.3717872723131585e-32,0.88168480800000004,0.0,0.0094599996984941186,0.10884999999528355,1.6926663615123927e-10,1.2201004461581262e-10,1.7228984087784322e-10,1.2609360646451184e-13,1.0047890685603626e-13,5.0212167512389994e-14,1.8009950268977002e-12,1.2848805369244032e-12,2.5440607168229712e-15,2.3142498416965476e-15,4.9993229611938625e-13,1.1313116066564327e-15,5.3105705800697065e-17
4.816182317004818e-10,0.003512571839888408,3.8032900018491044e-13,5.3944429332470651e-16,3.1490360894915609e-15,2.0873327638802078e-15,1.0176550194441096e-18,0.0,0.0,3.2165436563490566e-13,1.4847601210704916e-18,1.0822595959557207e-23,2.0818200369514562e-23,6.600087449382368e-32,1.5749288215120497e-16,1.1745347523879432e-23,6.8770551635256755e-12,3.8072898247920988e-16,1.363603232231737e-21,2.5527458840865886e-24,1.6444276215125246e-11,1.2787664845846943e-26,7.4447484760771964e-24,8.272426381903517e-22,2.0482863462314677e-18,6.78454485232786e-28,1.0947750406921574e-14,5.2133675935925561e-26,1.4985451656377759e-10,9.4940090414049781e-23,5.9444178463780111e-33,4.1331783462821907e-25,1.2792956011307816e-41,1.0025382940033188e-19,9.6223191699707009e-21,7.9394122919498807e-16,2.6046374467645203e-15,5.3997227979186712e-17,1.1527565027059885e-12,2.2644729983686704e-22,3.7510817052272987e-23,1.9682630318738238e-20,2.2641706765853643e-19,6.9293258094172021e-19,7.7783310709557673e-18,3.3115319096600041e-25,2.3898410376244037e-26,7.0414774287213595e-26,7.0727346165018556e-40,1.758076231039072e-35,5.7985964589417155e-33,4.259614415880292e-57,5.9228340428718905e-54,2.5913931752423596e-25,1.864956208440396e-19,7.7092949969203344e-23,1.134974891060344e-23,7.518158013521517e-32,1.0808587966506718e-22,2.3590492731651298e-26,1.3747103023503245e-36,7.5760913255019555e-17,3.4971351380338879e-17,9.104339721005264e-20,5.3938105582456808e-26,1.6140360725620316e-35,4.6500385057341448e-41,4.1967190321347696e-32,0.88168480800000004,0.0,0.0094599996506775329,0.10884999999376309,1.9522235405781607e-10,1.4052308903512552e-10,1.9922334702013827e-10,1.4613840168971202e-13,1.164519600172322e-13,5.8185696266561573e-14,2.3813787339343311e-12,1.6910689309495078e-12,3.1485775943310452e-15,2.8899935657556917e-15,6.6821371580340268e-13,1.4099201197483408e-15,7.5371884600089921e-17
5.475432287518785e-10,0.0035125718400670653,4.6403099521340777e-13,7.3117089212029585e-16,4.1417826126766464e-15,2.8574887160717445e-15,1.5168144716585254e-18,0.0,0.0,3.9337717781394401e-13,2.0365217539514941e-18,1.6591212352370573e-23,3.0488966561765901e-23,1.2383244600679429e-31,2.2781275678559449e-16,1.7711030788486244e-23,8.8750609060132877e-12,5.5878568718708702e-16,1.7329150615870252e-21,3.6890488047005625e-24,2.1201675718271825e-11,2.4505967615348958e-26,9.7433208833467998e-24,1.3639693321295949e-21,2.9927641010381759e-18,1.1992285737761229e-27,1.6050279488744045e-14,8.1090120595932425e-26,1.707972496232655e-10,1.3899001753672448e-22,8.5370460106086139e-33,6.8465923469960719e-25,2.7052190811437577e-41,1.6674887089435601e-19,1.4298044861048351e-20,1.027937943526284e-15,3.3855966164147363e-15,6.5287163284345283e-17,1.4905387244619851e-12,3.3339539902767661e-22,5.4673571431302382e-23,2.7546065550942827e-20,3.1518344548144086e-19,9.2152945341575973e-19,9.0589825408915227e-18,5.4750377143533029e-25,3.937272972226437e-26,1.1732794316627636e-25,1.4041946668006621e-39,3.1907366260193014e-35,9.2548738459182179e-33,1.2355045687709205e-56,1.4630426880307984e-53,4.4313778986957341e-25,2.5920864517503292e-19,1.2095854297651141e-22,1.6309538493646634e-23,1.0294427177142876e-31,1.7983832070893365e-22,3.8563145515315268e-26,2.2910018601223879e-36,1.1130840640401062e-16,4.0157463175476414e-17,1.1795213846414354e-19,8.4558401779801847e-26,2.7875692366777226e-35,1.0405009117100312e-40,6.8805388070578458e-32,0.88168480800000004,0.0,0.0094599996028607199,0.10884999999205114,2.2094923110208391e-10,1.5882211959291835e-10,2.2604809774366281e-10,1.6625744087142409e-13,1.324933227109357e-13,6.6190085992165277e-14,3.0321389525878505e-12,2.1433103966337044e-12,3.7704081894727301e-15,3.4881814101867671e-15,8.599828926349582e-13,1.6988890252941235e-15,1.0179562306606872e-16
6.134682258032752e-10,0.0035125718402471452,5.5539221554528056e-13,9.6048239436409286e-16,5.2877639190340318e-15,3.7875599479947191e-15,2.1627548332747671e-18,0.0,0.0,4.7190070509959315e-13,2.7043945948621994e-18,2.4268685873565807e-23,4.2751641974289536e-23,2.1638894251997302e-31,3.1578113325241787e-16,2.5514978283385905e-23,1.1123838698651362e-11,7.8497905786292558e-16,2.1399873851028701e-21,5.1034098496205871e-24,2.6549036113278935e-11,4.3699098054972047e-26,1.2345285665335648e-23,2.1226377199131342e-21,4.1854542466300873e-18,1.9976615469574449e-27,2.2522860105544295e-14,1.2019521605189082e-25,1.9183877369564798e-10,1.9476585165216629e-22,1.1739019394537001e-32,1.070455490828955e-24,5.318165022152568e-41,2.6176604148232616e-19,2.0278068305237482e-20,1.2925748562893312e-15,4.2725231890808537e-15,7.6948157309069626e-17,1.8718023167450944e-12,4.6981004143022057e-22,7.6276886544102216e-23,3.6984454273580889e-20,4.2090680567749347e-19,1.1853494920689601e-18,1.0372128123993854e-17,8.5514118736904799e-25,6.1226060628356502e-26,1.8450924359833422e-25,2.6191477386704069e-39,5.4002022877320549e-35,1.3964243160502074e-32,3.2407521051142394e-56,3.2705666503345084e-53,7.1465739024308865e-25,3.4561373312323391e-19,1.7940164181029824e-22,2.2433638736112256e-23,1.3609957904505154e-31,2.8240640971886301e-22,5.9485102209774023e-26,3.6033176129191211e-36,1.5652813440274384e-16,4.540290139755781e-17,1.4841040785047036e-19,1.2544932530504672e-25,4.5120446624123593e-35,2.1320399815098204e-40,1.0638124034123827e-31,0.88168480800000004,0.0,0.0094599995550436588,0.108849999990154,2.4645202399665105e-10,1.7691202729374329e-10,2.527635015627916e-10,1.8646354757624963e-13,1.4861634462613753e-13,7.4231844240277438e-14,3.7499072559199068e-12,2.6386439446939062e-12,4.405209221180639e-15,4.1038325812425646e-15,1.0749283357109388e-12,1.995951537948806e-15,1.3232097882873958e-16
7.453182199060686e-10,0.0035125718406115976,7.6113659992006275e-13,1.5437633688161166e-15,8.0624866617052928e-15,6.1834650553107918e-15,3.9812587063273925e-18,0.0,0.0,6.495145668192887e-13,4.4306843376063664e-18,4.6710294322365959e-23,7.6276658835470055e-23,5.6301659571758691e-31,5.5178627752146443e-16,4.7794046936983699e-23,1.636891716968519e-11,1.404437835771047e-15,3.0621723760802215e-21,8.8585787493835872e-24,3.8996841371181855e-11,1.1818759159107738e-25,1.8445167290681096e-23,4.5144932731652861e-21,7.4220501164321007e-18,4.8465608983530054e-27,4.0209196881713777e-14,2.3679002502381867e-25,2.3421234607767201e-10,3.4676045064086633e-22,2.0147016953898176e-32,2.2980211624406642e-24,1.7412844541001254e-40,5.6646078920567307e-19,3.6773838049903701e-20,1.9143404607617187e-15,6.3689912049396829e-15,1.0112784436815379e-16,2.7649140100879846e-12,8.4572930856076144e-22,1.3461328533439288e-22,6.0840516633053261e-20,6.8495618370056896e-19,1.822147613096066e-18,1.3094801604202625e-17,1.8352788709292685e-24,1.3003307841959876e-25,4.0066365100501705e-25,7.9034893442350251e-39,1.3224162896290709e-34,2.8050695629669707e-32,1.8126370277682007e-55,1.3116570363430933e-52,1.6294707509803703e-24,5.6064650124507823e-19,3.4818615339506582e-22,3.8505213968027098e-23,2.2014062237144832e-31,6.1149800665713024e-22,1.2428218139814062e-25,7.8262463088109968e-36,2.8062933728922278e-16,5.6069052698253505e-17,2.2006347816940833e-19,2.4430347690747293e-25,1.0230870786134285e-34,7.3490163516063845e-40,2.2302203051710357e-31,0.88168480800000004,0.0,0.0094599994594087022,0.10884999998582859,2.9680361227131125e-10,2.1248311082047538e-10,3.0586411714689418e-10,2.2718269597923904e-13,1.8115498478900111e-13,9.045088428270585e-14,5.3736348784401274e-12,3.7474705962527203e-12,5.7019073509530332e-15,5.3733757548034661e-15,1.5731124882084515e-12,2.6080007705388528e-15,2.053513661318947e-16
8.771682140088619e-10,0.003512571840981814,9.9764462039768443e-13,2.3131369350896447e-15,1.1519252740352928e-14,9.3873105867384717e-15,6.6539693934493753e-18,0.0,0.0,8.5482068871411119e-13,6.7487255129548186e-18,8.1067399180301861e-23,1.2386551980352904e-22,1.2533557916941398e-30,8.7952135644829409e-16,8.1013281276181362e-23,2.2602666577601949e-11,2.2841567422743308e-15,4.1223644382421518e-21,1.3984993053392053e-23,5.3754748408903807e-11,2.7277883799553019e-25,2.5727577658079667e-23,8.4645225080353351e-21,1.1964743635890191e-17,1.0300370695769162e-26,6.5253726331883108e-14,4.1919010226225262e-25,2.7696386451664367e-10,5.6126956858728662e-22,3.1482073909106242e-32,4.3491269040253037e-24,4.7820888312304836e-40,1.0805316439107867e-18,6.0340439537307837e-20,2.6603587170701512e-15,8.9033926035899072e-15,1.2623336782211288e-16,3.8323388307850241e-12,1.383848289223077e-21,2.1597585402737173e-22,9.1689008908630542e-20,1.0211114292322666e-18,2.6102928412825454e-18,1.594397778584886e-17,3.4774854506375703e-24,2.4349406466042848e-25,7.6686254016882788e-25,2.0514586290334081e-38,2.7834349201707417e-34,4.9948248811686307e-32,7.5484968927808118e-55,4.165304006246472e-52,3.2687628410809369e-24,8.3311000732098324e-19,5.9893953167103933e-22,6.0145651928176248e-23,3.3047452365104363e-31,1.1671014399562521e-21,2.2896265874229685e-25,1.4981449907135321e-35,4.5734671865868011e-16,6.6966749518787181e-17,3.0617587245682688e-19,4.2297575057510562e-25,2.0192040280758954e-34,2.0692972338109617e-39,4.1185378249094517e-31,0.88168480800000004,0.0,0.0094599993637725036,0.10884999998083247,3.4631196285935923e-10,2.4727162296194729e-10,3.5852135210517692e-10,2.6837600689828976e-13,2.1415153328334788e-13,1.0688439493476756e-13,7.2282766050600941e-12,4.9968740633786106e-12,7.0263345240317323e-15,6.6818930969696157e-15,2.1603182643003094e-12,3.2387995718286271e-15,2.9361681749115441e-16
9.999999999999999e-10,0.003512571841357821,1.2457197980574368e-12,3.2183426811903726e-15,1.5393639158749885e-14,1.3197936845336951e-14,1.0082833825639449e-17,0.0,0.0,1.0712795690430413e-12,9.5163702981457795e-18,1.2663385554282625e-22,1.8308648189474185e-22,2.3877709722816199e-30,1.2794818159081877e-15,1.2409453294756046e-22,2.9291090007166685e-11,3.3770921870214015e-15,5.231164746523168e-21,2.0118799181790393e-23,6.9553650203870522e-11,5.3648707802242758e-25,3.3584950110403487e-23,1.4007750796250636e-20,1.7544787615792416e-17,1.9060428029620623e-26,9.6280962008585897e-14,6.6533999180437723e-25,3.1712178062932558e-10,8.2620169208945974e-22,4.4912750661411919e-32,7.2603833133628389e-24,1.0915301664298512e-39,1.816983881210227e-18,8.9718388891896407e-20,3.4681025385768973e-15,1.1666603116049503e-14,1.5035639012331104e-16,4.9837638490907887e-12,2.0575155866995296e-21,3.1531558200063219e-22,1.2705165759684659e-19,1.4006930114822142e-18,3.4867707840024802e-18,1.8712341356921607e-17,5.8164946269387028e-24,4.0251510108507734e-25,1.293529096679209e-24,4.5110377941935446e-38,5.0502959351364824e-34,7.9123027684586373e-32,2.4095754328715304e-54,1.0557244779443726e-51,5.753250848771783e-24,1.1393529868846009e-18,9.1857784432151304e-22,8.5737384668844922e-23,4.597919283005267e-31,1.9635469341670647e-21,3.7289672884976827e-25,2.5272977261599769e-35,6.7746451864940056e-16,7.7323276115207627e-17,3.9955679502643442e-19,6.540691900117099e-25,3.4796621648306878e-34,4.7670419261365443e-39,6.7187797840248152e-31,0.88168480800000004,0.0,0.0094599992746763097,0.10884999997561084,3.9170382059775717e-10,2.7900503241412888e-10,4.0717525353586249e-10,3.0724069187789616e-13,2.4536730365538938e-13,1.2241921000324541e-13,9.1442849145411505e-12,6.2711257795361245e-12,8.2824450565513183e-15,7.930668855099216e-15,2.7853381427585209e-12,3.8412123990045525e-15,3.8871568837782264e-16
1.0090182081116552e-09,0.003512571841357821,1.264989303764977e-12,3.2925112640288358e-15,1.5703999098320715e-14,1.3511674309684393e-14,1.0374912240081304e-17,0.0,0.0,1.0881365744267613e-12,9.7446655991450687e-18,1.3057363946288936e-22,1.8805944638774051e-22,2.4955097833840745e-30,1.3127539503392612e-15,1.2778114909892545e-22,2.9815415369238242e-11,3.4687351362504973e-15,5.3171722410012792e-21,2.0623542486046487e-23,7.0790815439153684e-11,5.6194740909968434e-25,3.4203348859219277e-23,1.4498601288339671e-20,1.8010018770362255e-17,1.9885962280263652e-26,9.8878926410257762e-14,6.8678665008194605e-25,3.2008246417794942e-10,8.4835155149256987e-22,4.6013375922012217e-32,7.5196056053705879e-24,1.1549466085328862e-39,1.8828524817647378e-18,9.2184554396050655e-20,3.531716246044685e-15,1.188497042476971e-14,1.5215583430152831e-16,5.0742719463867061e-12,2.1142187309544858e-21,3.2357287840825353e-22,1.2990745148467449e-19,1.43111394526741e-18,3.5566835611749037e-18,1.891998768844248e-17,6.0251504628073651e-24,4.165881845098562e-25,1.3407224286394974e-24,4.7624284762463603e-38,5.2601286454009498e-34,8.1645481871070638e-32,2.6028361175685598e-54,1.1243329092432252e-51,5.9814213103207265e-24,1.1638383290209215e-18,9.4560719261639923e-22,8.7831944738391503e-23,4.7037090228056576e-31,2.0348023639205013e-21,3.8551815771583825e-25,2.619521034706664e-35,6.9594537323287717e-16,7.8091256419020744e-17,4.0691667395745783e-19,6.7377031624387825e-25,3.6115462850170246e-34,5.045791986789615e-39,6.9469302025851803e-31,0.88168480800000004,0.0,0.0094599992681348895,0.10884999997520679,3.950093918464234e-10,2.8130987946724576e-10,4.1073205341160166e-10,3.1011416107271748e-13,2.4767873037528012e-13,1.235690916788042e-13,9.2916394716590158e-12,6.3684924752780242e-12,8.375584884422218e-15,8.0235133341440617e-15,2.8341361791486841e-12,3.8860226163790822e-15,3.9616393660884897e-16
1.1408682022144486e-09,0.0035125718417396454,1.5632351667138949e-12,4.5058358586525773e-15,2.0662529471363191e-14,1.8669365362671892e-14,1.5350725980646089e-17,0.0,0.0,1.3497730830356664e-12,1.3505612701650245e-17,1.9875880348835662e-22,2.7151669222633237e-22,4.5682889922717032e-30,1.8651563112338068e-15,1.9085908288756914e-22,3.7997465075744323e-11,5.0023246894154505e-15,6.6475452565747987e-21,2.889464841068625e-23,9.0073979523235586e-11,1.0630074873737946e-24,4.3918828036780654e-23,2.3192832740668551e-20,2.5745051188675093e-17,3.5685784655281112e-26,1.422836580237444e-13,1.060828953528067e-24,3.63557723553403e-10,1.2178073673021991e-21,6.3995127993703589e-32,1.2142750300771124e-23,2.5335081871101178e-39,3.0641082946400813e-18,1.3348960609416562e-19,4.5294685778776913e-15,1.5322863795654809e-14,1.7881924136283337e-16,6.4908617381343719e-12,3.067265090927749e-21,4.603928266728981e-22,1.7587304419562681e-19,1.9166633105740538e-18,4.6681960250057829e-18,2.2022950708149172e-17,9.7559298426809515e-24,6.6570908317529015e-25,2.1890137096841673e-24,1.0160724591825268e-37,9.1678960371875461e-34,1.2520822595924958e-31,7.938523846222517e-54,2.701065993913107e-51,1.0211168681526652e-23,1.5536288364489801e-18,1.4005769168423623e-21,1.2197498654859093e-22,6.4320784478170998e-31,3.313126902284809e-21,6.0658869146174746e-25,4.2772791121886367e-35,1.0056681860250119e-15,8.9444348133566227e-17,5.2245112744941416e-19,1.0087408568728516e-24,6.0001486931449351e-34,1.1067564444234941e-38,1.094544503917731e-30,0.88168480800000004,0.0,0.0094599991724956933,0.10884999996898907,4.4292604046382739e-10,3.1462772321637296e-10,4.6249364412543308e-10,3.5246752919016291e-13,2.8180729931806894e-13,1.4054086982406991e-13,1.1543323834334458e-11,7.845873574671993e-12,9.7469802252604216e-15,9.3942952509118582e-15,3.5921949781399553e-12,4.5480086646113501e-15,5.1215142471188225e-16
