Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277)
1e-12,0.003509644638575252,1.2201787619108504e-30,3.6538381726035451e-38,2.0100940672448702e-34,5.0208618662676492e-37,4.5240218159801928e-40,0.0,0.0,2.0661309918159139e-25,6.8201364094558019e-36,1.4082246844261191e-54,3.2650512325614379e-56,3.9089755769392936e-67,1.0414289896448062e-34,5.1650870598713763e-51,4.5343871899991451e-26,8.9843336508955104e-35,1.0185616566483603e-51,6.6474682907503747e-53,1.6569398952578187e-31,8.0920964982901262e-62,5.9556526597814399e-53,2.3853203546815612e-48,3.4810424814130722e-39,7.4033571445236656e-62,8.0652259646235053e-31,5.8564733921723943e-58,1.017450902580255e-25,3.8180833612163198e-54,7.3023803082079282e-76,5.4629189629641357e-56,5.7650101724872052e-87,6.0534690370209627e-41,3.1236998280489456e-37,1.0202638617632428e-35,9.6841825390773798e-35,7.9452190325115722e-39,4.6903487193296102e-30,7.7036141917890794e-52,7.6720602003832851e-59,2.2604000777011421e-49,1.7109250837617978e-47,3.2892569851549639e-40,4.6553404848429287e-35,1.2388205424866616e-55,1.4499506174471301e-60,9.1442866913396575e-60,2.0490080061954906e-75,3.0335999054186735e-80,5.5280458323311827e-74,4.8790129725250567e-123,1.2196681520524933e-103,8.9259124250700898e-63,1.1216030192053542e-46,2.9634967054000085e-52,1.0491134929297889e-51,1.2923211607026378e-63,2.2190206638732927e-47,4.0453581723041848e-56,3.6892794343513419e-76,3.4419741308747678e-39,1.2184128204372698e-35,5.4563667462073581e-41,1.8312626819643146e-50,2.088926683797581e-71,6.6471829120105913e-85,3.9433029081415972e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.6604673365205605e-26,1.0174452347324399e-25,9.6608516050658748e-26,8.9364878507441296e-26,7.6502789888178397e-26,3.8251372275408927e-26,5.2093963476962043e-30,5.4168438553112003e-30,1.3627219358615299e-29,1.1667467810843954e-29,1.368975414938695e-30,5.8429889129418562e-30,1.3300446595344596e-32,1.5400605013507084e-33,4.4740612851588077e-34,1.2270106619903889e-33,2.8879211007091622e-33,1.5223504028209773e-32,4.5342196967923868e-26,2.4638258992013304e-27,6.4012127599694861e-32,2.4167294747736719e-30,8.2793268079524359e-36,1.7562012489189233e-36,1.3131580148633011e-31,1.8851157450848839e-36,1.1901671178875094e-32,3.0049616415225746e-33
1.023e-12,0.003509644638575252,1.2482345771665888e-30,3.7809153405656368e-38,2.0802287838544284e-34,5.1959827747686541e-37,4.7091822144613169e-40,0.0,0.0,2.1136384512456882e-25,7.0580143098282096e-36,1.4670827809649134e-54,3.3986658205322073e-56,4.0807253928068129e-67,1.0777531405268109e-34,5.3764543634264392e-51,4.6386473481855527e-26,9.2976951963231201e-35,1.054088310580543e-51,6.8792991864886125e-53,1.7147314854534714e-31,8.4479443531615894e-62,6.1632563444319236e-53,2.4829324561228195e-48,3.6024565824141713e-39,7.7064281402090621e-62,8.3465302627147019e-31,6.1137584709048635e-58,1.0408450121913394e-25,3.9743269892843537e-54,7.6012050874431305e-76,5.6864742278225797e-56,6.0184944999004928e-87,6.3011910086023267e-41,3.2321505072454782e-37,1.0558491420215389e-35,1.0022202182559093e-34,8.222335529837796e-39,4.8539410799862028e-30,8.0188634605777442e-52,7.9860139860751443e-59,2.3529010215682121e-49,1.7809397916432129e-47,3.4238600413514035e-40,4.8177096675971745e-35,1.2895207666061161e-55,1.5137043821228144e-60,9.5463584903195121e-60,2.1422378740346799e-75,3.1716200659876173e-80,5.7711128116643846e-74,5.1012268462233469e-123,1.2760983203721728e-103,9.3184947081313412e-63,1.1675011147532707e-46,3.0938010056429935e-52,1.092058209925178e-51,1.3491433140437481e-63,2.3096798984649847e-47,4.2232556365327044e-56,3.856832628109456e-76,3.5828274298234314e-39,1.2606594259887622e-35,5.6466768145991018e-41,1.9060773765090866e-50,2.1806899451789697e-71,6.9547405440143063e-85,4.1227119095572974e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.8825884093893621e-26,1.040839146659036e-25,9.8829860806063318e-26,9.1419521654148688e-26,7.8261712800075388e-26,3.9130832940738214e-26,5.3910921405501893e-30,5.6057751233000387e-30,1.4102508970850331e-29,1.2074405288034836e-29,1.4167234820802825e-30,6.0467804227025337e-30,1.3764334961326146e-32,1.5937753350511923e-33,4.6301091185778319e-34,1.2698068179874341e-33,2.9886477778448532e-33,1.5754465743253654e-32,4.6384740130874866e-26,2.5204761647581833e-27,6.6244722629454694e-32,2.501021302133091e-30,8.6181322210507759e-36,1.8280682332771829e-36,1.3589589714400332e-31,1.9622582423275797e-36,1.2316775417733161e-32,3.1097706373644656e-33
2.047e-12,0.003509644638575252,2.4972916256018327e-30,1.5068620499531804e-37,8.3418139546672635e-34,2.0794494880607068e-36,3.7766653218718219e-39,0.0,0.0,4.2287558039105489e-25,2.8246900242488679e-35,1.5118033430988106e-53,2.7208698539498062e-55,6.3988586215041064e-66,4.3135418743830401e-34,4.3037232590163696e-50,9.2803656244832074e-26,3.7209733413647335e-34,4.2189027987689522e-51,2.7514749406070781e-52,6.8622434489090359e-31,1.3556090484752518e-60,2.4582211099227823e-52,1.9873352945557677e-47,1.4417165179125844e-38,6.1986510784162952e-61,3.3403134725603478e-30,9.7507691141195717e-57,2.0823160301246041e-25,3.1810412502886669e-53,6.0830865690404067e-75,4.5518962073599482e-55,9.6331520971940747e-86,5.0439724672274441e-40,1.2603035214545684e-36,4.2254391435404172e-35,4.0272550847207943e-34,3.2904641567395599e-38,1.9425154398744582e-29,6.4188059073497763e-51,6.3913538950177412e-58,1.8834862202247097e-48,1.4255206461935343e-46,2.7404664373346135e-39,1.9278681498688981e-34,1.0335558354731077e-54,2.4230775913426688e-59,1.5282599949978647e-58,6.8584923127337734e-74,1.014563366156829e-78,9.2392107445288219e-73,1.7312562499533429e-121,8.1707360930532916e-102,1.5027118958185303e-61,9.3442400013159454e-46,4.9529831039955137e-51,8.7745973437774432e-51,2.1588838150088505e-62,1.8096175267355713e-46,6.7862246571276711e-55,1.1187076701661971e-74,2.867909423700935e-38,4.8807228799887423e-35,2.259772920953709e-40,1.4927389495901682e-49,3.3999872335058972e-70,4.4716614163460283e-83,1.3148181285131717e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9770992898802852e-25,2.0822925577383894e-25,1.9772584324372446e-25,1.8287463644357475e-25,1.5655389468075416e-25,7.8276853478827248e-26,2.1574677729711061e-29,2.2433835853696136e-29,5.6432180111954258e-29,4.8316581560629598e-29,5.6698059562154405e-30,2.4196599968052908e-29,5.5076142117370484e-32,6.3780623454205303e-33,1.8528880419700556e-33,5.0815845125518329e-33,1.1960580110785149e-32,6.3040498860125028e-32,9.2796719637124978e-26,5.0424426710133235e-27,2.6507091800669024e-31,1.0008862458494175e-29,6.8975902696698141e-35,1.4631009478738799e-35,5.4384410856948683e-31,1.5705263430167395e-35,4.9285219967197101e-32,1.2445388151326005e-32
4.095e-12,0.003509644638575252,4.9952591689721327e-30,6.0162319641908784e-37,3.3496717306370159e-33,8.3196987100741144e-36,3.0325249769108893e-38,0.0,0.0,8.4590010564584103e-25,1.1301737023453686e-34,1.7499457051124347e-52,2.1777881096812374e-54,9.8389554591915719e-65,1.7260633235417249e-33,3.4438729251596793e-49,1.8563301051401961e-25,1.4887334438593162e-33,1.6882679971572596e-50,1.0995287034243692e-51,2.74538969605242e-30,2.1778258092369545e-59,9.7690696509142374e-52,1.5899879907015688e-46,5.7681957556796823e-38,5.0082052905777622e-60,1.3364342875296377e-29,1.5643739744178618e-55,4.1649564002419204e-25,2.5450183937771726e-52,4.8653768612669949e-74,3.6425129915771519e-54,1.5409229084523039e-84,4.0362962898260728e-39,4.7949052832711355e-36,1.6904786535568032e-34,1.623205774554143e-33,1.3163730528161372e-37,7.7714546649217341e-29,5.1362622648768466e-50,5.1124457052517933e-57,1.5072670785961876e-47,1.1405971141881939e-45,2.1925609223751223e-38,7.7116733068192039e-34,8.291877864722157e-54,3.876779876265371e-58,2.4454994191037978e-57,2.194610379790259e-72,3.2456970231287478e-77,1.4785526142653435e-71,6.199532777061682e-120,5.2285936250865867e-100,2.4378816151800266e-60,7.4752817556885601e-45,7.9262376546075296e-50,7.0697759061549208e-50,3.4516216399800546e-61,1.3894922878577131e-45,1.0933529531118619e-53,3.0123930501558146e-73,2.2948521986974279e-37,1.832489754855949e-34,9.0407907156477581e-40,1.1451740110624838e-48,5.1688865434522323e-69,2.8821761782286061e-81,4.1728973721553455e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9544554522129416e-25,4.1648625025866132e-25,3.9550921136703145e-25,3.6570021968384332e-25,3.130657914163345e-25,1.5653252036285006e-25,8.6313220906215172e-29,8.9750556541054013e-29,2.2572809379785132e-28,1.9326579591530413e-28,2.2684660330852545e-29,9.678599858499794e-29,2.2028147862688722e-31,2.5515845419052227e-32,7.4124703698396528e-33,2.0329188105764094e-32,4.7852556509721921e-32,2.5214447877080421e-31,1.8560526030476988e-25,1.0085568454106558e-26,1.0601848000649537e-30,4.004213844896488e-29,5.5179288820897246e-34,1.1704377208276906e-34,2.175747408585263e-30,1.2564163473482104e-34,1.9713055951389492e-31,4.9792794499996348e-32
8.191e-12,0.003509644638575252,9.9906080768403131e-30,2.404089096219197e-36,1.3481780585160688e-32,3.328091980794642e-35,2.4403108075583221e-37,0.0,0.0,1.6919533738327898e-24,4.5212994806056032e-34,2.2647138577358743e-51,1.7431638919227943e-53,1.4612113401709162e-63,6.9064615902183664e-33,2.7551738801643936e-48,3.7127167618712566e-25,5.9553459175773025e-33,6.7560098179048074e-50,4.3879277866365804e-51,1.0981180690359699e-29,3.5066332301823842e-58,3.8560100256697391e-51,1.2715983362307669e-45,2.3074351226712634e-37,4.0841060469078106e-59,5.3461070797765357e-29,2.5241549277619584e-54,8.3290308269123624e-25,2.0353770373730302e-51,3.8887404549398705e-73,2.9142667038099619e-53,2.463046538054289e-83,3.2293443916219566e-38,1.745203747271631e-35,6.7616806131833066e-34,6.5737434758563607e-33,5.2649215551735008e-37,3.1084742704282685e-28,4.1090685847992237e-49,4.0870618738571346e-56,1.2060250724817183e-46,9.1234784781445673e-45,1.7535442297327621e-37,3.0836176218789127e-33,6.6679401582768112e-53,6.1993360747889994e-57,3.9117813340745673e-56,7.0184984368216994e-71,1.0382643335245136e-75,2.365412586735056e-70,2.4460593403393287e-118,3.3437050661847555e-98,4.0013892342526387e-59,5.9773054654922957e-44,1.2680428324847275e-48,5.7215071648245539e-49,5.511607885220219e-60,1.0294377207777686e-44,1.7691764037982995e-52,7.3113026931253084e-72,1.8358786215255889e-36,6.5182561053724533e-34,3.6162539844102319e-39,8.4695141977505814e-48,7.5067599442991929e-68,1.8655263005122777e-79,1.3109848400578576e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.9078692612531446e-25,8.3286553190376653e-25,7.9104156358826778e-25,7.3101311443192749e-25,6.2579998523631733e-25,3.1289849263291408e-25,3.4523325244127083e-28,3.5898281543063274e-28,9.0255263629386833e-28,7.7275522891608325e-28,9.0746466606329405e-29,3.8698868833423128e-28,8.8059524892293578e-31,1.0205203473634023e-31,2.9645574064770371e-32,8.1307592150924662e-32,1.9141688089987575e-31,1.0080416245137083e-30,3.7116068875490222e-25,2.0168592100196868e-26,4.238282618066193e-30,1.6015910414740054e-28,4.4120888589414593e-33,9.358519218551497e-34,8.7025364619808335e-30,1.0046644288638726e-33,7.881299565057369e-31,1.9918282599985108e-31
1e-11,0.003509644638575252,1.2196288163155373e-29,3.9953958053667418e-36,2.2519568661844585e-32,5.5326697961828012e-35,6.2493851672512214e-37,0.0,0.0,2.065616853558692e-24,7.5168340322077451e-34,8.8207702771670938e-51,4.4401969763908094e-53,5.6680523113159431e-63,1.1483859516218691e-32,7.0127225848818984e-48,4.5324136533641823e-25,9.9003123688849223e-33,1.1235504506611755e-49,7.2761881782649209e-51,1.8253373131252581e-29,1.5235979811840988e-57,6.3220042152241733e-51,3.2353069543208829e-45,3.8359313871521366e-37,1.0671937156535868e-58,8.887498770894189e-29,1.1010210570441247e-53,1.016703100328024e-24,5.1785404449941491e-51,9.8855372655839599e-73,7.4187973137100599e-53,1.0602338024847193e-82,8.2209671436365358e-38,2.6626161889097337e-35,1.1239543328675001e-33,1.1033154651518082e-32,8.750883017697829e-37,5.1670336117867326e-28,1.0459296895171145e-48,1.0392886949454761e-55,3.0705274836307345e-46,2.3218058085630724e-44,4.4616410689440816e-37,5.1240483697895738e-33,1.7093924963562895e-52,2.670372446396184e-56,1.6858501864709928e-55,5.4991575964539125e-70,8.1415014780168718e-75,1.0196579245105622e-69,2.6884257734259674e-117,4.9775889253167896e-97,1.7923863192107934e-58,1.5204162052659362e-43,5.4660838525151923e-48,1.4735740149235188e-48,2.3686139518979994e-59,2.3915570674138824e-44,7.7324041332666332e-52,4.0478896084873929e-71,4.6729822789727102e-36,9.7748340614718117e-34,6.011196823909039e-39,1.9631416033649345e-47,2.813016176021409e-67,2.8252519083150596e-78,9.918696289487306e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.6527497875453975e-25,1.016640694178869e-24,9.6569821528344032e-25,8.9205545443166495e-25,7.6366383387056709e-25,3.8182942596710193e-25,5.7384733321012914e-28,5.9670365078814777e-28,1.4996807525406061e-27,1.2840095695446725e-27,1.508618685302366e-28,6.4301823223095254e-28,1.4628799155199615e-30,1.6962130017671644e-31,4.9272303705685056e-32,1.3514162664250786e-31,3.1820446968162502e-31,1.6747239803401063e-30,4.5305689435200774e-25,2.4618913969177724e-26,7.0409739486629955e-30,2.6621614662585871e-28,1.1222454227967276e-32,2.3803341775949851e-33,1.446544529139197e-29,2.5555912501487998e-33,1.3094183755712478e-30,3.3112262298077618e-31
1.6383e-11,0.003509644638575252,1.997896145831791e-29,9.6102718277485953e-36,5.4409121615671714e-32,1.3311453762806693e-34,1.9689585077654633e-36,0.0,0.0,3.3840767712427362e-24,1.8086484138828241e-33,3.1953610589621182e-50,1.3956593979242844e-52,2.0511759286892892e-62,2.7635065133499006e-32,2.2035350214628614e-47,7.4246885336291585e-25,2.3820003280270504e-32,2.7041261608887272e-49,1.746732476188221e-50,4.3913077028554537e-29,5.6622612885764031e-57,1.502318769334797e-50,1.0164191481280091e-44,9.2291827172690028e-37,3.3916893470939342e-58,2.1383188745689098e-28,4.0952992862990656e-53,1.6652357219839747e-24,1.6269094359226095e-50,3.1045047515634372e-72,2.3312892881975568e-52,3.9321573823741089e-82,2.5833752122137939e-37,5.8996773359390369e-35,2.7039542064431466e-33,2.6768047705276366e-32,2.1050989162138278e-36,1.2430595953351722e-27,3.2865879153382291e-48,3.2642793780598836e-55,9.6493660078784737e-46,7.2950342018513014e-44,1.4017076184856648e-36,1.232364453557937e-32,5.3881686717095807e-52,9.9052818487228972e-56,6.2540600895691403e-55,2.2426308169113955e-69,3.3205051888903934e-74,3.7828606210489422e-69,1.1311367749567123e-116,2.1361040095328579e-96,6.7048877715596204e-58,4.7760837340601507e-43,2.027874047543085e-47,4.6542179695665827e-48,8.7814406748548005e-59,7.1977526393200763e-44,2.8773466928842279e-51,1.5750971345332682e-70,1.4683613923795795e-35,2.126556766776379e-33,1.4461677832488843e-38,5.9015838045004675e-47,1.0089919094262684e-66,1.2135819897899379e-77,4.0290737296512242e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5809506227193509e-24,1.6650856144674144e-24,1.581968755786638e-24,1.4602883213295769e-24,1.2501121179128091e-24,6.2505007133588057e-25,1.3805049769622697e-27,1.435494193677599e-27,3.6066286607788188e-27,3.0879545425862885e-27,3.6297718665091072e-28,1.5464104813701291e-27,3.5174531752705487e-30,4.0803734291078013e-31,1.185246062473978e-31,3.2509333596244998e-31,7.6557051677610003e-31,4.0270918505666918e-30,7.4202509795970495e-25,4.0321735688196408e-26,1.6930182772985486e-29,6.404351085606283e-28,3.5252615726304349e-32,7.4771447018555485e-33,3.4799689104620963e-29,8.0279880993813525e-33,3.148768280985925e-30,7.9666807578853965e-31
3.2767e-11,0.003509644638575252,3.9946292737344951e-29,3.8418712765182718e-35,2.1993575434958546e-31,5.3233277835503138e-34,1.591416488464548e-35,0.0,0.0,6.76839093290857e-24,7.2349125946577632e-33,4.7682496347622782e-49,1.118069851992024e-51,2.6640403226558806e-61,1.1057354667831739e-31,1.7612267411992787e-46,1.4845427292990121e-24,9.5259625505718836e-32,1.0827782549330959e-48,6.9196317597346948e-50,1.7554200072352882e-28,9.1617536051705307e-56,5.7103791390306682e-50,8.1167035743317914e-44,3.6908648160467953e-36,2.9138094746807635e-57,8.5514449854062103e-28,6.6663744756752674e-52,3.3279742488927688e-24,1.2991558204571229e-49,2.4727237865036566e-71,1.8646198916088048e-51,6.2629680852120797e-81,2.0663031279511556e-36,1.7909532943959156e-34,1.0809017032259544e-32,1.0934063197479639e-31,8.4126194457034244e-36,4.9691122530448446e-27,2.6278890217547413e-47,2.6025694028084478e-54,7.7204540590241782e-45,5.8293687677055955e-43,1.1194369301754718e-35,4.9203313565540043e-32,4.3959220010746669e-51,1.5802937060441208e-54,9.9899707631739549e-54,7.15452554929628e-68,1.0613761987836638e-72,6.0460724100139161e-68,6.5264266219592809e-115,1.3619979038980413e-94,1.163074617244078e-56,3.811238522468195e-42,3.2410219099192044e-46,3.7974398529797001e-47,1.3931013429060916e-57,4.6486155851664008e-43,4.6943681216099966e-50,3.041692417444478e-69,1.1740087559539145e-34,6.1651319773814977e-33,5.7814350140416977e-38,3.7864606852861558e-46,1.2073131138915407e-65,7.9196533650383937e-76,1.1841176883331885e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1592044797603388e-24,3.3273746416556668e-24,3.1632732820012975e-24,2.9134563653556106e-24,2.4941284491893941e-24,1.2470403745849636e-24,5.5180576842495797e-27,5.7379207192766369e-27,1.4396531111933215e-26,1.2326149754928038e-26,1.4516967773156528e-27,6.1727184813517813e-27,1.4029167168923258e-29,1.6306254250976244e-30,4.7359138797397332e-31,1.2991516026271816e-30,3.0612073921779072e-30,1.6066320207819994e-29,1.4827694346080551e-24,8.0576471787114892e-26,6.7531099191987803e-29,2.5598804498792446e-27,2.812853358496046e-31,5.9656180152180822e-32,1.3910153285787679e-28,6.4067781322852236e-32,1.256392525697304e-29,3.1858545090268967e-30
6.5535e-11,0.003509644638575252,7.984347143643603e-29,1.5354856054070769e-34,8.8809859497303046e-31,2.1282240621831493e-33,1.2853540035898965e-34,0.0,0.0,1.3537288106664086e-23,2.8940781031083867e-32,7.3430880627585948e-48,8.9650153891370242e-51,3.1882921461132469e-60,4.4232180326235092e-31,1.4057009846024024e-45,2.9674096726951256e-24,3.8085682903731557e-31,4.3379556238600489e-48,2.7152787608532302e-49,7.0125276856602499e-28,1.4822345991609873e-54,2.075571891585885e-49,6.4696637026149052e-43,1.4756273620491063e-35,2.6532813619744108e-56,3.41894686285034e-27,1.0835541873611033e-50,6.6457621146346621e-24,1.0354864344340758e-48,1.9601189603433086e-70,1.4909539526220583e-50,9.9301566323609403e-80,1.6523130823814152e-35,4.7831890066634912e-34,4.3179651800521509e-32,4.4571097679779288e-31,3.3586750644118414e-35,1.9850512283423277e-26,2.0999654796080687e-46,2.0678899537635793e-53,6.1774858551488339e-44,4.6525999650305832e-42,8.9242386047551791e-35,1.9607646854956015e-31,3.6524133331979153e-50,2.5138355725085476e-53,1.5930296757986515e-52,2.2753762689516365e-66,3.3889027936550097e-71,9.6522907029567455e-67,4.8089324376131297e-113,8.6512933663431859e-93,2.1324764855417158e-55,3.03349645372858e-41,5.1738991672545152e-45,3.0916453640498306e-46,2.1914433739027584e-56,2.7660204393833765e-42,7.6446637040979388e-49,5.4120541411341385e-68,9.3806668367610918e-34,1.5709283192280527e-32,2.3098754340605983e-37,2.2257651119058654e-45,1.2472122498152831e-64,5.1590782876089985e-74,3.2171054346364341e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.3074397898052403e-24,6.6433703664737646e-24,6.3236844270184964e-24,5.7984214836408754e-24,4.9638650554800164e-24,2.4818379290379559e-24,2.2039517948841215e-26,2.2918176979315768e-26,5.7344854253899039e-26,4.9098051017719193e-26,5.8048060398704857e-27,2.4586890621999948e-26,5.5791302361464672e-29,6.5100332795963433e-30,1.8902329864926132e-30,5.1866129712166957e-30,1.2235663010167262e-29,6.3927878809684357e-29,2.9603306252463319e-24,1.6088024847469941e-25,2.6860377815144196e-28,1.0224171838041636e-26,2.2384572926818907e-30,4.7466606930230075e-31,5.5560261466123408e-28,5.1003025787343564e-31,5.0005686088164683e-29,1.2736263675764213e-29
9.999999999999999e-11,0.003509644638575252,1.2172808470830537e-28,3.9532435782471485e-34,2.3002513564554069e-30,5.481122182994178e-33,6.0514390457934344e-34,0.0,0.0,2.0657298125296301e-23,7.4603398340230921e-32,6.3841241179393192e-47,4.2091543084734306e-50,2.0549218280140607e-59,1.1396670929514688e-30,6.5492590630648319e-45,4.5243821817588659e-24,9.809450763519519e-31,1.1198044687584578e-47,6.7889295858582586e-49,1.8037345632971912e-27,1.3290504502721497e-53,4.6661303794688462e-49,3.0087861527080125e-42,3.8006038178928122e-35,1.5130195425750723e-55,8.8059302795074237e-27,9.71558909074113e-50,1.0119272496906399e-23,4.8152299195848554e-48,9.0181884735845686e-70,6.9731510722347398e-50,8.6774606461366258e-79,7.728577621444556e-35,8.2398331267139047e-34,1.1106473378807954e-31,1.1605036422432712e-30,8.6307273924994274e-35,5.1058579168484195e-26,9.8104561539687819e-46,9.5628810901829166e-53,2.8926088974687478e-43,2.1688229020828906e-41,4.1514660131800285e-34,5.023381369378758e-31,1.8226603431105082e-49,2.2099939313375051e-52,1.4069490371501662e-51,3.8901045542658294e-65,5.8385207786871208e-70,8.5430002872755472e-66,2.3079161911855916e-111,2.9092357259691619e-91,2.3335668163130793e-54,1.4071280200015793e-40,4.5789844483682078e-44,1.4603203937885966e-45,1.8871981006727757e-55,9.5531755262905802e-42,6.8624534733334807e-48,5.0560988948899735e-67,4.3816598383172451e-33,2.6340838919980116e-32,5.9426859259417565e-37,7.5501878322230342e-45,6.4320939515933457e-64,1.7793685424181604e-72,4.2583663535256532e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.6014063009107005e-24,1.0113135394806866e-23,9.6431509293742403e-24,8.7884957795045518e-24,7.5235805236122927e-24,3.7615497334969913e-24,5.6672692802604188e-26,5.893422078229563e-26,1.468106979765653e-25,1.2569785185760207e-25,1.4954309794049394e-26,6.2943597852738506e-26,1.424617180604827e-28,1.6728369529939129e-29,4.8550765568060766e-30,1.3327428036832196e-29,3.1500722918311164e-29,1.6338074368718512e-28,4.5061941903216414e-24,2.4491225857759669e-25,6.8604481604518303e-28,2.6289836348251416e-26,1.0380244969176739e-29,2.2005663791799822e-30,1.428771337041362e-27,2.366641937432092e-30,1.2785797176802727e-28,3.2799399711810703e-29
1.31071e-10,0.003509644638575252,1.5948803883481786e-28,6.1329086870274731e-34,3.5733399521907599e-30,8.5038379094331601e-33,1.0348175687206641e-33,0.0,0.0,2.7076152942906096e-23,1.1576931107525221e-31,1.1477564174480605e-46,7.1955879136668253e-50,3.6200497430303507e-59,1.7683401089366882e-30,1.118629643593314e-44,5.9280291519930023e-24,1.5219386040557986e-30,1.7382574712217826e-47,1.0461420657488356e-48,2.7976475719753307e-27,2.3935934770341655e-53,7.0015791761324627e-49,5.1380216803562337e-42,5.896624228730468e-35,2.6378423972844702e-55,1.3662421262793434e-26,1.7497569548681676e-49,1.3250722985447387e-23,8.2227566808533869e-48,1.5381202483331246e-69,1.1915479425737879e-49,1.5605166726615448e-78,1.320647158614007e-34,1.135607828714003e-33,1.722647158694785e-31,1.8049058737261226e-30,1.3383605323328078e-34,7.919337812933515e-26,1.6761643031759635e-45,1.6319790116722459e-52,4.9434484376607851e-43,3.704624528059127e-41,7.089568398982492e-34,7.7844016213716076e-31,3.1365575156974045e-49,3.9757267888232539e-52,2.5317310196721112e-51,7.1919939202990229e-65,1.0796565729925249e-69,1.5374537483932496e-65,4.3452027305338222e-111,5.45398604889768e-91,4.2450839166014025e-54,2.4022099256475683e-40,8.2406064908075571e-44,2.4981142032987158e-45,3.3909874080556442e-55,1.5671953872592447e-41,1.2359930835148132e-47,9.12638049480898e-67,7.486139249541814e-33,3.5925433958870406e-32,9.2177491725176892e-37,1.235027889106461e-44,1.1106385533080254e-63,3.337000423071916e-72,7.8073532293253558e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2570993809007546e-23,1.3241209359563513e-23,1.2635727273337547e-23,1.1484117379585224e-23,9.8312236198066344e-24,4.9152397226554628e-24,8.789530634913748e-26,9.1403522885948279e-26,2.2746623925922784e-25,1.9475435590216906e-25,2.3202800469984201e-26,9.7523062537673317e-26,2.2059711588970625e-28,2.5940437588386851e-29,7.5279520703186156e-30,2.0666562373223876e-29,4.8868623002626833e-29,2.5303981708364027e-28,5.8998261888840947e-24,3.2066907232798472e-25,1.0623776316086948e-27,4.0773406985034479e-26,1.7720256136922904e-29,3.756505695245831e-30,2.2159532715567535e-27,4.0404205968131173e-30,1.9804362005930863e-28,5.0886784008227385e-29
