Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907)
0.016308122170582105,0.0018532345809837015,3.9913302752719798e-11,3.8751479868566109e-11,1.1713548025720238e-08,1.8511928171223938e-06,0.0010257093957092114,0.0,0.0,8.9122542674595539e-06,0.00038342468081800196,1.3040627838050541e-05,6.6666185727094808e-08,1.6988936089224438e-11,3.2740046210324158e-30,9.3852594757564697e-23,7.1667613470699752e-15,1.2791985833406973e-08,3.6612800710387827e-05,8.1904699418177879e-16,5.8080089850751989e-21,5.1972268203472373e-09,9.3390855037527821e-20,1.0221547033134569e-16,1.1698287801513449e-06,9.3228336594671835e-10,2.8090387323371371e-08,1.2124151424458504e-12,0.00012022042261948816,7.2698482061879946e-09,5.0661186159454252e-12,1.7269096129325992e-12,1.4870325090753451e-14,6.1407940674411841e-11,1.1822264087893344e-07,3.9535944006514861e-14,1.0834492304022228e-13,2.0002677354393205e-07,1.0867294535361759e-07,8.2023301934384154e-16,1.3995645394150541e-14,3.0430655083548271e-10,2.640698878636991e-30,1.061903729254147e-06,5.9618860243852545e-11,1.8384018969104355e-07,4.9157258100121365e-14,1.8658585658983498e-10,1.0892900212449594e-17,5.6357127650507583e-08,2.2394995289380702e-10,1.1940139307197404e-14,3.8442205805970733e-29,7.7921047123091343e-24,1.9743877865291753e-08,3.5624949602033328e-15,2.3696471848422647e-09,2.4217178827847429e-16,2.970579393971584e-08,1.7944720457669376e-16,3.4805036495129013e-18,1.285721908950922e-10,1.2556665217635203e-18,4.6904969267324168e-10,4.0920958602718636e-16,3.7562740343460664e-18,2.5884787886335151e-11,1.0715178710116925e-17,0.88168480800000004,0.0,0.0072127773860161427,0.1059353126345103,0.00097981858953821808,4.4080887301003001e-13,1.5997801788565231e-09,1.394920042235616e-09,1.0333397189119851e-11,4.3580427227203953e-08,2.2740527492445325e-08,3.5295905282948246e-13,4.6246576414021182e-08,3.402582559814179e-10,2.9446126203240889e-07,2.23280130643026e-12,1.9904273026011518e-09,2.6678239144640262e-08,0.00043029476547665809,1.9008296081655318e-09,2.043759468812729e-07,1.3911433565598338e-08,7.4733458328124979e-10,4.145190902612648e-09,4.3997834229474782e-12,8.7500862027790105e-05,8.3101500362595394e-09,2.5579685065840398e-17,0.00034826243110556895,1.2876152455334115e-07,8.1182769548220002e-08,8.3819341294185851e-10,0.00029691921894956901,1.383459572462598e-11,1.3944646177946596e-09,1.0209191461549706e-08,5.9022328512887594e-11,2.7403435007444731e-10,6.9035410785539913e-09,4.3743651103953511e-08,3.9220157606949838e-11,0.0002193632904325281,0.00013597745246920559,0.00071371188180983035,8.1638823303983797e-09,6.2233691992778747e-08
0.016366283419341682,0.0018532213114163954,4.0070422841870437e-11,3.9044503629812297e-11,1.1763639499124141e-08,1.8646073123567592e-06,0.0010340603431019757,0.0,0.0,8.9249014537210901e-06,0.00038567988091440408,1.3256877016837503e-05,6.8199226810642321e-08,1.7200795878609061e-11,3.3281651083818014e-30,9.541954557231088e-23,7.256768625991539e-15,1.2833066130386972e-08,3.6938009413446731e-05,8.377294398578522e-16,5.9266177277427599e-21,5.2780388208167125e-09,9.4295541047222423e-20,1.0305330027571851e-16,1.1828139753267606e-06,9.3580345470842773e-10,2.8577957765463253e-08,1.225977448867482e-12,0.00012105643247965995,7.3469958128543527e-09,5.1162760822767125e-12,1.7350427657906544e-12,1.5142766010864811e-14,6.2140881110261278e-11,1.199642590874207e-07,4.0372995007507103e-14,1.0960723769154224e-13,2.0063410737978939e-07,1.0905584899902717e-07,8.2365118190209211e-16,1.411579579016816e-14,3.072767060506142e-10,2.6810111734521706e-30,1.078777368598869e-06,6.0297973933066685e-11,1.8621227936462477e-07,4.9570092855437137e-14,1.8865724452904271e-10,1.1013286246767574e-17,5.7165513082174131e-08,2.2925608427168264e-10,1.2183417637065726e-14,3.9401903360921617e-29,8.0053542312544015e-24,2.0161029015102267e-08,3.6265864426297659e-15,2.3962262830256613e-09,2.4629755965825281e-16,3.0256130730290967e-08,1.8369466691351242e-16,3.5434372905730691e-18,1.2962865177015985e-10,1.2673049563064461e-18,4.738221701713676e-10,4.1461276190258389e-16,3.8422881418028442e-18,2.6355703064066765e-11,1.0910110223619481e-17,0.88168480800000004,0.0,0.0071977683059750207,0.10591639351592927,0.00097964104139923219,4.399105390818931e-13,1.6043398343834999e-09,1.3989995402248046e-09,1.0310571206824634e-11,4.3700402912709563e-08,2.2801653808216881e-08,3.5217938634435196e-13,4.6380122797047794e-08,3.4120570256490244e-10,2.9526444671287107e-07,2.2274872500206349e-12,1.9956274720125277e-09,2.6759678759938521e-08,0.00043273226291676005,1.9037780092914237e-09,2.0496770191422581e-07,1.3930715677511164e-08,7.4839838117973403e-10,4.15037979501494e-09,4.4112782528935161e-12,8.8165511844210998e-05,8.3321342755093836e-09,2.5611705360359695e-17,0.0003506188415817146,1.2909237824386356e-07,8.1255139378826655e-08,8.4062641845158386e-10,0.00029859723170294313,1.3847459432941337e-11,1.3959705531882339e-09,1.0218472307022655e-08,5.9184815353536248e-11,2.742847373975764e-10,6.9248008055827199e-09,4.3871392966867008e-08,3.9262274300647876e-11,0.00022085411407533832,0.00013662627592660935,0.00071933242660081483,8.1877143331423397e-09,6.240545796285369e-08
0.016424444668101258,0.0018532080792236154,4.022721776000825e-11,3.9338377642509003e-11,1.1813654770714789e-08,1.8780466220188469e-06,0.0010424391609924861,0.0,0.0,8.9374651222721262e-06,0.00038793428120557,1.347576221579543e-05,6.9761562570217139e-08,1.7414249852389628e-11,3.3815468047066729e-30,9.7005121783314003e-23,7.347504067731496e-15,1.2874036679606028e-08,3.7264591495753365e-05,8.5674882950229531e-16,6.0470480863426676e-21,5.3597062253563692e-09,9.5205622282438368e-20,1.0389362324294253e-16,1.1958777923995835e-06,9.3931241828542268e-10,2.9071737878407523e-08,1.2396133351112899e-12,0.00012189334715518315,7.424573637211811e-09,5.1666694930627439e-12,1.743173747335016e-12,1.54187027099847e-14,6.2878845251210234e-11,1.2172208139441823e-07,4.1223846505492755e-14,1.1087835482055009e-13,2.0123948332140901e-07,1.0943730708603478e-07,8.2706967435214404e-16,1.4236205351701296e-14,3.1026020009699311e-10,2.721744426255232e-30,1.0958352249336275e-06,6.0980885876587729e-11,1.8860276665308078e-07,4.9983814322756968e-14,1.9073962627767084e-10,1.1134300536639102e-17,5.7981002829482579e-08,2.3466104749027216e-10,1.2430398222340305e-14,4.0380561252198739e-29,8.22338254459782e-24,2.0584738844804021e-08,3.691655959826982e-15,2.4229466919046923e-09,2.5047161046246365e-16,3.0814352540215935e-08,1.8408250568725877e-16,3.6071553899763005e-18,1.3068651017308527e-10,1.2789902287699722e-18,4.786111924493949e-10,4.2005986599034598e-16,3.9298812314298812e-18,2.6832666626614637e-11,1.1107545188910424e-17,0.88168480800000004,0.0,0.0071827457339738252,0.10589746336760004,0.00097946271634854814,4.3901154633877951e-13,1.6088682919986465e-09,1.4030525958133869e-09,1.0287735695500075e-11,4.3819503490674607e-08,2.2862313047018948e-08,3.5139939433231238e-13,4.6512841217648239e-08,3.4214636570218684e-10,2.9606205191822087e-07,2.2221725443376961e-12,2.0007858196028152e-09,2.6840698036304416e-08,0.00043516530438225074,1.9066767373911797e-09,2.0555601482710479e-07,1.3949625535077437e-08,7.4944227982412317e-10,4.1554558014257297e-09,4.4226806368974969e-12,8.8831888876447087e-05,8.3539456911603633e-09,2.5643029043268492e-17,0.0003529781678495048,1.2942050025355271e-07,8.1324882618545906e-08,8.4304533939634863e-10,0.00030027247024150814,1.3859877049476777e-11,1.3974321197276569e-09,1.0227423375240683e-08,5.9346117008776459e-11,2.7452627674276303e-10,6.9459496091988856e-09,4.3998382732556879e-08,3.9303143841325919e-11,0.00022234624248941085,0.00013727215263624598,0.00072497040074055328,8.2113989398938535e-09,6.2576034076254017e-08
0.016482605916860835,0.0018531948850565077,4.0383685444635572e-11,3.9633093030884118e-11,1.1863593181880297e-08,1.8915103941020762e-06,0.0010508457123484917,0.0,0.0,8.9499458025793421e-06,0.00039018780599686328,1.3697302192099968e-05,7.1353627288280929e-08,1.762929827966235e-11,3.4368869242111962e-30,9.8609419840913403e-23,7.4389682450560531e-15,1.291489745238647e-08,3.7592540785469582e-05,8.7610939407836637e-16,6.1693170343488328e-21,5.442232702270934e-09,9.6121104795475376e-20,1.0473641964098623e-16,1.2090200988475814e-06,9.4281020869954436e-10,2.957177273114298e-08,1.2533224155076567e-12,0.00012273113705682417,7.5025808391655211e-09,5.217297608573617e-12,1.7513024623251582e-12,1.5698198540370517e-14,6.3621830175425058e-11,1.23496133639131e-07,4.2088652641951714e-14,1.1215827044198392e-13,2.0184290266223427e-07,1.0981731448857441e-07,8.3048846788859031e-16,1.4356868079428954e-14,3.132569542599962e-10,2.7629004180321219e-30,1.1130781599860546e-06,6.166757716574573e-11,1.9101166324820806e-07,5.0398405293134239e-14,1.92832940801156e-10,1.1255939402078636e-17,5.8803602003149104e-08,2.4016611000969192e-10,1.2681114607252023e-14,4.1378440038320453e-29,8.4462701323091378e-24,2.1015065571126977e-08,3.7577143438006317e-15,2.4498075847206571e-09,2.5469417723421988e-16,3.1380535298768474e-08,1.8807727871161665e-16,3.6716619107188401e-18,1.3174570308233328e-10,1.290722012691119e-18,4.8341649776903308e-10,4.2555093070233185e-16,4.0190743192179934e-18,2.7315620526747057e-11,1.1307459719105637e-17,0.88168480800000004,0.0,0.0071677101186416329,0.10587852276554167,0.00097928361569604478,4.3811192285277907e-13,1.613365494348615e-09,1.4070791541101091e-09,1.0264891381169335e-11,4.3937727846660003e-08,2.2922504696032248e-08,3.5061910159243088e-13,4.6644729713850908e-08,3.430802349794677e-10,2.9685406876088292e-07,2.2168573604122196e-12,2.0059023130207776e-09,2.6921295427225751e-08,0.00043759377876909013,1.9095258952743338e-09,2.0614087599752245e-07,1.3968164130576051e-08,7.5046632955189174e-10,4.1604192766622084e-09,4.4339905034478835e-12,8.9499979172094811e-05,8.3755841253581628e-09,2.5673658304118998e-17,0.00035534034587571885,1.2974588901595611e-07,8.1392009725692458e-08,8.454501357933026e-10,0.00030194486048076049,1.3871850291702349e-11,1.3988494649781808e-09,1.0236045960247991e-08,5.9506231969286363e-11,2.7475900269352856e-10,6.9669870387433991e-09,4.412461802691521e-08,3.9342770431928512e-11,0.0002238396275550512,0.00013791504999251762,0.00073062570165677808,8.2349357516142951e-09,6.2745418043054425e-08
0.01654076716562041,0.0018531817295589991,4.0539823872549567e-11,3.9928640881784448e-11,1.1913454086311461e-08,1.9049982772016268e-06,0.0010592798597779129,0.0,0.0,8.9623440225888467e-06,0.00039244037998068372,1.3921515688029233e-05,7.2975860231943124e-08,1.7845941309739665e-11,3.493062921676028e-30,1.0023253496296615e-22,7.531161665988126e-15,1.2955648423197136e-08,3.7921851009451925e-05,8.9581538659222391e-16,6.2934415371993003e-21,5.5256218767307943e-09,9.7041994420006532e-20,1.0558166978065676e-16,1.2222407575973914e-06,9.4629677926581254e-10,3.0078107308894868e-08,1.2671042985579602e-12,0.00012356977263204373,7.5810165585620172e-09,5.2681591734827621e-12,1.7594288165218588e-12,1.598125210276847e-14,6.4369832662669368e-11,1.2528644026296906e-07,4.296756814203016e-14,1.1344697985181013e-13,2.0244436676190753e-07,1.1019586624539405e-07,8.3390753333085397e-16,1.447777796808976e-14,3.1626688896414709e-10,2.8044809086011214e-30,1.130507026833237e-06,6.2358028585422141e-11,1.9343897968486271e-07,5.0813848543469282e-14,1.9493712620110879e-10,1.137819911434234e-17,5.9633315077196008e-08,2.4577254635535672e-10,1.2935600302975753e-14,4.2395801638094942e-29,8.6740982460669642e-24,2.1452067171672995e-08,3.8247724498437105e-15,2.476808123358992e-09,2.5896549383357672e-16,3.1954755210639044e-08,1.9183778469712833e-16,3.7369607578926417e-18,1.3280616747622672e-10,1.3024999787993976e-18,4.8823782284889396e-10,4.3108598508133792e-16,4.1098885632161839e-18,2.7804579305401157e-11,1.1509859751644065e-17,0.88168480800000004,0.0,0.007152661906527938,0.10585957228245842,0.00097910374076566153,4.3721169654926985e-13,1.6178313868355659e-09,1.4110791627038525e-09,1.0242038985282248e-11,4.4055074947297736e-08,2.2982228283213645e-08,3.4983853276752171e-13,4.6775786393700702e-08,3.4400730057876685e-10,2.9764048882168663e-07,2.2115418680235659e-12,2.0109769235455636e-09,2.7001469420535972e-08,0.00044001757592962453,1.9123255897341563e-09,2.0672227608388063e-07,1.3986332485439236e-08,7.5147058226792843e-10,4.1652705841897957e-09,4.4452077890579823e-12,9.0169768767526658e-05,8.3970494354441978e-09,2.5703595385831096e-17,0.00035770531185260043,1.3006854320223069e-07,8.1456531369084329e-08,8.4784076880957921e-10,0.0003036143289166551,1.3883380913052197e-11,1.4002227401664926e-09,1.0244341382503474e-08,5.9665158835541491e-11,2.7498295054264292e-10,6.9879126529317114e-09,4.425009653943646e-08,3.9381158378143323e-11,0.00022533422136674231,0.00013855493588443003,0.00073629822639953576,8.2583243819825184e-09,6.2913607675488507e-08
0.016598928414379988,0.001853168613373717,4.0695631044370424e-11,4.0225012239109612e-11,1.1963236848401165e-08,1.9185099204145184e-06,0.0010677414656211758,0.0,0.0,8.9746603100276904e-06,0.00039469192815829753,1.4148421432226924e-05,7.4628704906336249e-08,1.8064178975309078e-11,3.548036136632354e-30,1.0187456095388183e-22,7.6240847665472723e-15,1.2996289568288282e-08,3.8252515815384091e-05,9.1587108146020168e-16,6.419438564570002e-21,5.6098773396198991e-09,9.7968296810949216e-20,1.0642935392760703e-16,1.2355396280295177e-06,9.4977208418589877e-10,3.059078651932765e-08,1.2809585863959692e-12,0.0001244092243598941,7.6598799196158208e-09,5.3192529165858227e-12,1.7675527160657565e-12,1.6267862642835368e-14,6.5122849202576183e-11,1.2709302460551296e-07,4.3860748365521452e-14,1.1474447779593414e-13,2.0304387701051015e-07,1.1057295749055068e-07,8.3732684092277312e-16,1.4598929011112916e-14,3.1928992377618816e-10,2.8464876409565355e-30,1.1481226716647176e-06,6.3052220591815552e-11,1.958847255901937e-07,5.123012684539263e-14,1.9705211966668919e-10,1.1501075892179145e-17,6.0470146025361555e-08,2.5148163650193695e-10,1.3193888812053753e-14,4.3432909511055243e-29,8.9069489664083184e-24,2.1895801423899997e-08,3.8928411646046483e-15,2.5039474577548756e-09,2.6328579166947432e-16,3.2537088692513535e-08,1.9167061983721266e-16,3.8030557854155889e-18,1.3386784036761837e-10,1.3143237949531339e-18,4.9307490324676336e-10,4.3666505486317568e-16,4.2023452661734453e-18,2.8299760488826919e-11,1.1714835264366048e-17,0.88168480800000004,0.0,0.0071376015425086998,0.10584061248840027,0.00097892309289214128,4.3631089524645328e-13,1.6222659175106494e-09,1.4150525712051509e-09,1.0219179225642997e-11,4.4171543825645547e-08,2.3041483375787394e-08,3.4905771237594802e-13,4.6906009430141968e-08,3.4492755325549287e-10,2.9842130411765982e-07,2.2062262358988476e-12,2.0160096259543297e-09,2.7081218534276278e-08,0.00044243658647693818,1.9150759314417537e-09,2.0730020599460524e-07,1.4004131649293052e-08,7.5245509139595926e-10,4.1700100957877955e-09,4.4563324379733336e-12,9.0841243691630155e-05,8.4183414933994686e-09,2.5732842582629027e-17,0.00036007300215499524,1.3038846171270008e-07,8.1518458423450415e-08,8.502172006357757e-10,0.00030528080250743318,1.3894470702210836e-11,1.4015521001359724e-09,1.0252310988343926e-08,5.9822896297979225e-11,2.7519815627786758e-10,7.0087260187394422e-09,4.4374816016365847e-08,3.941831208707866e-11,0.00022682997619160821,0.00013919177859167948,0.00074198787173251901,8.2815644564269405e-09,6.3080600880666547e-08
0.016657089663139564,0.0018531555371400464,4.0851105014192259e-11,4.0522198134824302e-11,1.201294084334473e-08,1.9320449735444832e-06,0.0010762303918701345,0.0,0.0,8.9868951903351252e-06,0.00039694237595126866,1.4378038135960834e-05,7.6312609025977138e-08,1.828401121616971e-11,3.5979542106976031e-30,1.0353559069179906e-22,7.7177379316816363e-15,1.3036820883690116e-08,3.8584528745350321e-05,9.3628077142288889e-16,6.5473250835169828e-21,5.6950026354979918e-09,9.8900017397157392e-20,1.0727945234897846e-16,1.2489165647986074e-06,9.5323607939509049e-10,3.110985519900447e-08,1.2948848767221844e-12,0.00012524946276388078,7.7391700257832564e-09,5.3705775542902818e-12,1.7756740690955244e-12,1.655811197570405e-14,6.5880876040455618e-11,1.2891590852560837e-07,4.4768349163001832e-14,1.1605075828851862e-13,2.0364143512015626e-07,1.1094858355808161e-07,8.407463616146522e-16,1.4720315196218576e-14,3.2232597757423525e-10,2.8889223353633104e-30,1.1659259313535334e-06,6.375013340025342e-11,1.9834890937515892e-07,5.1647222990539729e-14,1.9917785771629778e-10,1.1624565917253588e-17,6.131409815044716e-08,2.5729466764351073e-10,1.3456013616501935e-14,4.4490028308682953e-29,9.1449049583507268e-24,2.2346325826606901e-08,3.9619313940296473e-15,2.5312247288576673e-09,2.6765530003491528e-16,3.3127612441677131e-08,1.9837656576744539e-16,3.8699508003813043e-18,1.3493065875532961e-10,1.3261931268578269e-18,4.9792747310402974e-10,4.4228816313390276e-16,4.2964658499531028e-18,2.8800913699208066e-11,1.1922282810870844e-17,0.88168480800000004,0.0,0.0071225294691865679,0.10582164394982334,0.00097874167342464676,4.3540954660229652e-13,1.6266690369196381e-09,1.418999331584449e-09,1.0196312815193339e-11,4.4287133591707608e-08,2.3100269577827528e-08,3.4827666476992713e-13,4.7035397060177504e-08,3.4584098430646221e-10,2.9919650709127485e-07,2.2009106314575617e-12,2.0210003983027466e-09,2.7160541319068864e-08,0.00044485070205137206,1.9177770345474421e-09,2.078746569018287e-07,1.4021562697119325e-08,7.5341991172529381e-10,4.1746381907343014e-09,4.4673644016865734e-12,9.151438996421823e-05,8.4394601844863879e-09,2.5761402235011547e-17,0.00036244335340668938,1.3070564365609251e-07,8.1577801954586978e-08,8.5257939454302217e-10,0.00030694420883610923,1.3905121480583431e-11,1.402837703091488e-09,1.0259956148314759e-08,5.9979443151248532e-11,2.7540465653707431e-10,7.0294267120418612e-09,4.4498774263754533e-08,3.945423606022576e-11,0.0002283268445316666,0.00013982554691937261,0.00074769453404307487,8.3046556120736242e-09,6.3246395659014767e-08
0.01671525091189914,0.0018531425014698415,4.1006243829192605e-11,4.0820189552863184e-11,1.206256545723964e-08,1.945603086838173e-06,0.0010847465003081991,0.0,0.0,8.9990491873143318e-06,0.00039919164904460774,1.4610384494441984e-05,7.8028025398373691e-08,1.8505437823034252e-11,3.6615749552545095e-30,1.0521571542009487e-22,7.8121214634193383e-15,1.3077242336936167e-08,3.8917883275792439e-05,9.5704877730491634e-16,6.6771180386604911e-21,5.7810012797042024e-09,9.983716144644178e-20,1.0813194527853966e-16,1.2623714196434307e-06,9.5668872073819647e-10,3.1635358073715008e-08,1.3088827610259716e-12,0.00012609045839700959,7.818885967602638e-09,5.4221317860049202e-12,1.783792782316401e-12,1.6851863563071996e-14,6.6643909097868575e-11,1.3075511295853501e-07,4.5690527208468509e-14,1.1736581491880742e-13,2.0423704235301808e-07,1.1132273976989779e-07,8.4416606412477498e-16,1.4841930513216591e-14,3.2537496831660173e-10,2.9317866977499654e-30,1.1839176368859749e-06,6.4451746903187972e-11,2.0083153869336055e-07,5.2065119763375158e-14,2.0131427597290801e-10,1.1748665320732964e-17,6.216517433855008e-08,2.6321293135836187e-10,1.3722008137964667e-14,4.5567424509657119e-29,9.3880500019583226e-24,2.2803697692329546e-08,4.0320540713231696e-15,2.5586390660687807e-09,2.7207424457480227e-16,3.3726403325465905e-08,1.8455839106522926e-16,3.9376495290188264e-18,1.3599455972177132e-10,1.33810763707794e-18,5.0279526545728598e-10,4.479553286658339e-16,4.3922719447063525e-18,2.9308861359410792e-11,1.213254229904901e-17,0.88168480800000004,0.0,0.0071074461277275168,0.10580266723092081,0.00097855948372109784,4.345076781726878e-13,1.6310406980565822e-09,1.4229193977435424e-09,1.0173440463425327e-11,4.4401843416906277e-08,2.3158586528883964e-08,3.4749541418386776e-13,4.7163947579882373e-08,3.4674758555395873e-10,2.9996609057324549e-07,2.1955952211301007e-12,2.0259492217726798e-09,2.7239436353525453e-08,0.00044725981493773799,1.9204290163537121e-09,2.0844562020426828e-07,1.4038626725924323e-08,7.5436509924354099e-10,4.1791552545654915e-09,4.4783036386006774e-12,9.2189193600183039e-05,8.4604054071133772e-09,2.5789276722095618e-17,0.00036481630238928311,1.3102008834403502e-07,8.1634573188691335e-08,8.549273147317903e-10,0.00030860447587807152,1.3915335097360991e-11,1.4040797102170211e-09,1.0267278253248952e-08,6.0134798273178421e-11,2.756024885037244e-10,7.0500143167051059e-09,4.4621969141378806e-08,3.948893488229447e-11,0.00022982477903757807,0.00014045621000010762,0.00075341810949040378,8.3275974970739835e-09,6.3410990098134367e-08
0.016773412160658717,0.0018531295069949957,4.1161045617825612e-11,4.1118977455184011e-11,1.2112110075889844e-08,1.959183911193954e-06,0.0010932896524378948,0.0,0.0,9.011122819099057e-06,0.0004014396734898615,1.4845479189358999e-05,7.9775408364362401e-08,1.8728458450509265e-11,3.720333998779187e-30,1.0691502372886704e-22,7.9072355754045842e-15,1.3117553960992269e-08,3.9252572794364745e-05,9.7817944175986166e-16,6.8088343778983573e-21,5.867876747600428e-09,1.0077973401605804e-19,1.0898681282143811e-16,1.2759040403353854e-06,9.6012996711705858e-10,3.2167339861874511e-08,1.3229518227627688e-12,0.00012693218185343889,7.8990268182911359e-09,5.4739142899283936e-12,1.7919087660964029e-12,1.7149413242326619e-14,6.7411943953347299e-11,1.3261065757632111e-07,4.6627439808995431e-14,1.186896406313809e-13,2.048307010244713e-07,1.1169542179603828e-07,8.475859196068674e-16,1.4963768947012254e-14,3.2843681281717235e-10,2.9750824144317777e-30,1.2020986111911959e-06,6.5157040585161041e-11,2.0333262016632372e-07,5.2483799910534564e-14,2.0346130892200446e-10,1.1873370168197085e-17,6.302337690582325e-08,2.6923772520066682e-10,1.3991905787726042e-14,4.6665366004079995e-29,9.6364689558639562e-24,2.3267974076486336e-08,4.1032201590474367e-15,2.5861895841319867e-09,2.7654284836784352e-16,3.4333538442610502e-08,1.9859537442987413e-16,4.0061556464846497e-18,1.3705948037830813e-10,1.3500669843161671e-18,5.0767801200054694e-10,4.5366656656371111e-16,4.4897853193858953e-18,2.9822405461786636e-11,1.2345118751663931e-17,0.88168480800000004,0.0,0.0070923519573222755,0.10578368289278149,0.00097837652515159862,4.3360531738213012e-13,1.6353808555390089e-09,1.4268127251911397e-09,1.01505628754452e-11,4.4515672527108055e-08,2.3216433893280215e-08,3.4671398470245101e-13,4.7291659323574247e-08,3.4764734917711061e-10,3.0073004766251585e-07,2.1902801700975456e-12,2.0308560797787661e-09,2.7317902232972232e-08,0.00044966381830419068,1.9230319971081583e-09,2.0901308744954274e-07,1.405532485404566e-08,7.5529071108840802e-10,4.1835616790840505e-09,4.4891501120541163e-12,9.2865640608165499e-05,8.4811770688304781e-09,2.5816468461668416e-17,0.00036719178610192412,1.3133179523237605e-07,8.1688783501241082e-08,8.572609260107937e-10,0.00031026153214684432,1.3925113427355434e-11,1.4052782853509587e-09,1.0274278712756188e-08,6.0288960615334165e-11,2.7579168986569965e-10,7.0704884213714295e-09,4.4744398544046484e-08,3.952241321231597e-11,0.00023132373256446194,0.00014108373741479442,0.00075915849392563402,8.3503897666212527e-09,6.3574382344875943e-08
0.016831573409418293,0.001853116554344917,4.1315508500271568e-11,4.1418552760498005e-11,1.2161574110188206e-08,1.972787098293873e-06,0.0011018597094481618,0.0,0.0,9.0231166054230557e-06,0.00040368637577285646,1.508334087704709e-05,8.1555217797349341e-08,1.8953072741717177e-11,3.7403623500813034e-30,1.0863360589517668e-22,8.003080482940848e-15,1.3157755724455561e-08,3.958859058329045e-05,9.9967711071194779e-16,6.9424910540046116e-21,5.9556324666135909e-09,1.0172773995853399e-19,1.0984403506372966e-16,1.2895142699634302e-06,9.6355977658100712e-10,3.2705845142753833e-08,1.3370916446668526e-12,0.00012777460377953677,7.9795916304159835e-09,5.5259237429403367e-12,1.8000219293802002e-12,1.7450552008775133e-14,6.818497607288987e-11,1.3448256054765791e-07,4.7579244243172074e-14,1.2002222757569873e-13,2.0542241243844372e-07,1.1206662524735489e-07,8.5100589635727586e-16,1.5085824472007213e-14,3.315114277607196e-10,3.018811148208963e-30,1.2204696675225088e-06,6.5865993864082492e-11,2.0585215919124615e-07,5.2903246233522729e-14,2.0561889084686741e-10,1.1998676515954848e-17,6.3888707492169189e-08,2.7537035368859358e-10,1.4265739970510463e-14,4.7784121038772614e-29,9.8902462249232108e-24,2.3739211715877611e-08,4.1754406188876002e-15,2.6138753943415087e-09,2.8106133400951308e-16,3.4949095161175717e-08,2.0043195967986454e-16,4.0754728172766112e-18,1.3812535771401578e-10,1.3620708271685301e-18,5.1257544296234404e-10,4.5942189140064614e-16,4.5890277476092576e-18,3.0342045216059253e-11,1.2560218029680777e-17,0.88168480800000004,0.0,0.0070772473947679302,0.10576469149274381,0.0009781927991001616,4.3270249147735695e-13,1.6396894676271409e-09,1.4306792721991688e-09,1.0127680751408411e-11,4.4628620238146185e-08,2.3273811389110075e-08,3.4593240024105529e-13,4.7418530722701221e-08,3.4854026814059909e-10,3.0148837209928402e-07,2.1849656422837822e-12,2.0357209605227283e-09,2.7395937601932475e-08,0.00045206260637895067,1.925586101788296e-09,2.0957705057579534e-07,1.4071658235526706e-08,7.5619680630356713e-10,4.1878578669736943e-09,4.4999037959670478e-12,9.3543716991024314e-05,8.5017750972823164e-09,2.584297993866316e-17,0.00036956974180861598,1.316407640932066e-07,8.1740444542840849e-08,8.5958019478833811e-10,0.00031191530680225316,1.3934458391942766e-11,1.406433596898552e-09,1.0280958970895152e-08,6.0441929251124663e-11,2.7597229923483874e-10,7.0908486274392048e-09,4.4866060450749859e-08,3.9554675838061552e-11,0.00023282365821557962,0.00014170809927903637,0.00076491558284660184,8.3730320930524309e-09,6.3736570681978703e-08
