Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604)
4.7790145481628284e-08,0.002047769965270168,3.6616439976903956e-17,1.4385603328176147e-18,2.5880358513367926e-16,1.0584885597243187e-17,4.0654625916016246e-17,0.0,0.0,3.6412637957628177e-14,2.8675293675082443e-18,8.4081606779668908e-25,2.9412639549311339e-25,3.8343908419957362e-26,1.0251013106366956e-40,2.6127165235251854e-33,5.8987880263933659e-26,1.9561045316341031e-14,8.1182132899199615e-18,1.9320464112612781e-43,1.8215454751102731e-32,4.0205545446481349e-28,2.2656159795444447e-28,2.6500068562218598e-27,1.8480782921833761e-23,4.4401426791288824e-20,5.7391818363020461e-28,1.5300151488192764e-27,3.6583422075303087e-14,1.1683224543241562e-17,6.0694829150907538e-14,1.4445881670745376e-22,1.6233188706008165e-27,1.0910493039568879e-24,5.1766134859091865e-18,5.6746891516424509e-36,7.0385489843682583e-30,1.5812741271867068e-14,4.7132632154269375e-18,9.9845931899173188e-22,7.2984006186858175e-20,1.7162607086422838e-13,1.0696161520761317e-39,6.7219551457880264e-23,2.0054659725867968e-22,7.9524638355919812e-19,2.5141323508845105e-19,3.1092589123004464e-27,1.1593733874385488e-32,2.1380414687128755e-28,2.2717081396544901e-38,2.0613657360842206e-37,-5.4683370931684604e-48,2.4303229496350511e-59,2.182651505803484e-23,5.8845217857315249e-21,2.3757744510767325e-22,2.4444080722541778e-34,2.2823776542068404e-24,1.3593281545474937e-27,1.0812898261633987e-40,4.5340619859244239e-16,2.1016553747896529e-21,8.6409617868049939e-22,4.5279704263344742e-27,3.1861737491269103e-40,1.9686135958716846e-38,1.151206438817466e-35,0.88168480800000004,0.0,0.009459999999477187,0.10884999999932232,0.00099999999997771923,1.1036463741954108e-13,9.3464687382710765e-14,1.3421082024649234e-13,1.5589148221978178e-13,1.4308492349665757e-13,1.2877554329558157e-13,3.0123058865788173e-15,8.6468605554696812e-16,1.0191823999756598e-15,1.975028439245658e-15,6.0111858442120768e-15,1.9239609188682513e-15,6.3266921872892196e-16,1.4051388090663058e-17,2.8317679792066869e-16,1.698065438514173e-15,7.3289943721017422e-16,4.4244248721280494e-17,8.7554550467916242e-17,5.3199328526724149e-18,2.5482523552011385e-16,1.3241402618869435e-16,9.1560666487682095e-25,2.8938093507961691e-17,1.5531692753684265e-16,8.7889410372839899e-19,9.5370633246217732e-18,1.2056333664117756e-17,3.2278908136331714e-22,3.8108964716362552e-21,7.4013362485067851e-21,3.0213269727092667e-16,2.5096195509739911e-22
5.3550824630293744e-08,0.00204776996527008,3.7734045604042792e-17,1.7010721421916354e-18,3.7310484153333449e-16,1.2568824801863231e-17,6.6244865338688029e-17,0.0,0.0,4.1206233051157862e-14,3.6354377939187281e-18,9.9786955712720904e-25,3.3337408368451978e-25,5.2587580352994026e-26,1.0274375757396079e-40,2.8606389545303884e-33,5.9121212570817507e-26,2.1304001201143634e-14,1.0943867053740052e-17,4.5435275676052852e-43,3.2658925117629565e-33,5.4224851521115821e-28,2.6959825914467596e-28,2.651958073803393e-27,2.6081707900492311e-23,5.6162551221230349e-20,9.6110767462783842e-28,1.8353093056637688e-27,4.3393216108595287e-14,1.3616956044848954e-17,6.2156589421456498e-14,1.842734956952897e-22,2.1677384979504423e-27,1.664685778792235e-24,6.8240627248614564e-18,7.9432757480845522e-36,1.2501727545960146e-29,1.9301484584441143e-14,6.4947221256128609e-18,1.1953626304527341e-21,9.5720331356325387e-20,1.9817303854331418e-13,1.2687190596595665e-39,1.0272828529452864e-22,2.7735577033218838e-22,1.0707920064216003e-18,2.9557803202409362e-19,4.2166084799924047e-27,1.3912654143508944e-32,2.9158239664396315e-28,4.1305622027317687e-38,3.3353177634756813e-37,-3.0434461319031879e-48,8.9738098048362702e-59,3.2355433860385661e-23,7.9044406992237995e-21,3.6987133478825725e-22,3.3880131164869983e-34,3.100283058887316e-24,2.0375498839461555e-27,1.4746526473066241e-40,5.937550582872544e-16,2.4268086495041235e-21,1.1632966273756731e-21,5.4217451863654319e-27,4.3836554636362843e-40,3.4314200740083848e-38,1.725703711818365e-35,0.88168480800000004,0.0,0.0094599999994140465,0.10884999999920694,0.00099999999997503778,1.1481630439150734e-13,9.7834527319932142e-14,1.4051257163128661e-13,1.8163882693561111e-13,1.6974294500372263e-13,1.5007088298450393e-13,3.7580086387797473e-15,9.7216069275871687e-16,1.2885900501475269e-15,2.2507857925234122e-15,7.753691261404513e-15,2.511363769410926e-15,7.0955595012453912e-16,1.7921084986356496e-17,3.1448879030597285e-16,1.935821812123823e-15,8.2812557405729141e-16,5.1304464095981482e-17,1.0363834461473224e-16,6.9556897001599366e-18,3.7950506007005162e-16,1.5269110373247777e-16,1.0838038546445606e-24,3.9075784041085976e-17,1.9001366949471577e-16,1.1906809228716599e-18,1.0946263606200738e-17,1.5384375154406492e-17,4.3895250784765208e-22,5.6094517744261512e-21,1.137337822345852e-20,3.6007656076939562e-16,3.9701961409280811e-22
5.9311503778959205e-08,0.0020477699652699877,3.864027665987896e-17,1.9685784886167007e-18,5.1475162920367887e-16,1.4607417749966307e-17,1.0213296710518732e-16,0.0,0.0,4.6041495995564084e-14,4.4986074847465904e-18,1.1793105496904942e-24,3.7284268224770596e-25,6.987253504297189e-26,1.0298443625209526e-40,3.0924734865662381e-33,5.925993269705937e-26,2.2935964924846217e-14,1.4355431352689544e-17,9.7472590102045626e-43,2.2839892153457433e-33,7.0749589900689436e-28,3.1435017924548032e-28,2.6544682763461432e-27,3.5580237185528371e-23,6.950952028838877e-20,1.5248327261164599e-27,2.1559723264384668e-27,5.0472291953900094e-14,1.5594641086091572e-17,6.3487726692609962e-14,2.2960420345622255e-22,2.8010737587109608e-27,2.4186629748144931e-24,8.7241481019398642e-18,1.0679685797083216e-35,2.0743601646628939e-29,2.3010367886357939e-14,8.6399228745300638e-18,1.399700916530736e-21,1.2171060290288194e-19,2.2484151111503598e-13,1.4756951558088844e-39,1.4950174383633716e-22,3.6889609262291449e-22,1.390992908862004e-18,3.4009984117541719e-19,5.5239393804275504e-27,1.6349924167107507e-32,3.841359254326079e-28,7.0455381821764507e-38,5.1371959951514882e-37,-6.14406535111389e-48,2.6802813247111351e-58,4.5925759369657021e-23,1.0245459553439715e-20,5.4671076077116838e-22,4.5511903903425266e-34,4.0676117520471679e-24,2.9175196993137915e-27,1.9427432897738818e-40,7.5406561730575024e-16,2.7534513782163893e-21,1.5108952184551632e-21,6.349319419643605e-27,5.8329842329990461e-40,5.626204296777695e-38,2.4711263471854818e-35,0.88168480800000004,0.0,0.0094599999993508748,0.10884999999908933,0.00099999999997235655,1.1877770576813797e-13,1.0184799220616742e-13,1.4598247930083332e-13,2.0759093589850787e-13,1.9718553925815506e-13,1.7152818334680111e-13,4.5614473820382829e-15,1.0827323894126573e-15,1.5838941358598138e-15,2.5341832402698688e-15,9.6707587419670298e-15,3.1682399304781207e-15,7.8837397368643231e-16,2.2303057610653434e-17,3.4630806850982198e-16,2.1796439301476769e-15,9.2487915326003031e-16,5.8521006011759819e-17,1.2014621442936542e-16,8.7865815074207187e-18,5.3920058915154416e-16,1.7633871896898479e-16,1.2564358398385544e-24,5.094068970449795e-17,2.2958360240862951e-16,1.56906290210714e-18,1.2391669956113844e-17,1.9153529182524469e-17,5.8041682149571075e-22,7.9604664129149714e-21,1.6719370758678961e-20,4.198220550834537e-16,5.9743626344553285e-22
6.507218292762467e-08,0.002047769965269893,3.940491218579399e-17,2.2397291691902295e-18,6.8534371865681209e-16,1.6691482999482299e-17,1.5052031880749112e-16,0.0,0.0,5.0916350498354376e-14,5.4578205330459484e-18,1.3902399955585032e-24,4.1254577106240327e-25,9.046912330754984e-26,1.0324431510659596e-40,3.3100658871011853e-33,5.9410464721988933e-26,2.4470277974123702e-14,1.8407548380009205e-17,1.9509385163387946e-42,-3.0114558167798872e-32,8.9881505249560297e-28,3.6072347492137786e-28,2.6576353489690648e-27,4.7218033130484637e-23,8.4532990897393931e-20,2.3132967014768246e-27,2.4914580348673569e-27,5.779560102626857e-14,1.761318405081764e-17,6.473579254940268e-14,2.8075957429891752e-22,3.5254985235461917e-27,3.378697594755588e-24,1.0881665555853881e-17,1.3903624647494509e-35,3.2588486840238803e-29,2.6912776863064202e-14,1.1169102604379244e-17,1.6101293641443005e-21,1.5095624496593082e-19,2.5158073563813549e-13,1.6898120768127394e-39,2.0919339486616048e-22,4.7563811521294695e-22,1.7561162204946346e-18,3.8483634738165266e-19,7.0391138178394838e-27,1.8901511074573959e-32,4.9224902392505015e-28,1.1421289298555319e-37,7.6186324274955368e-37,-3.7690116420228052e-48,7.2076307160052129e-58,6.2938994910130097e-23,1.2908433469534749e-20,7.7507057901979199e-22,5.9707119964883421e-34,5.1892653587305026e-24,4.0263218596245923e-27,2.4895288586682647e-40,9.3434484363288337e-16,3.080961474714732e-21,1.9071554565440806e-21,7.3045791412009516e-27,7.5592859122826655e-40,8.7841852440052355e-38,3.4104249735150976e-35,0.88168480800000004,0.0,0.0094599999992876684,0.10884999999897001,0.00099999999996967575,1.2238078852231843e-13,1.0560298762719945e-13,1.507967704437917e-13,2.3364794962466604e-13,2.2524575257021323e-13,1.9305780655169228e-13,5.4154635237749645e-15,1.1966050063011837e-15,1.9029355189839725e-15,2.8257112062900287e-15,1.1742615933275899e-14,3.8893932344845347e-15,8.6914398395322993e-16,2.7211495496912699e-17,3.7866380301249229e-16,2.4296078492938437e-15,1.0232440136360864e-15,6.5885269014316399e-17,1.3703534342885355e-16,1.0798076725851929e-17,7.3761257277166506e-16,2.0375392350448414e-16,1.4330548646348443e-24,6.4574177566459184e-17,2.748346511944897e-16,2.0231850039148395e-18,1.3873706602542691e-17,2.3374751827769667e-17,7.5072639072127601e-22,1.0969281136438414e-20,2.3722485398088915e-20,4.8098588126811314e-16,8.6398891998656286e-22
7.083286207629013e-08,0.0020477699652697965,4.0077514408608667e-17,2.5135823095904993e-18,8.8610620711886472e-16,1.8814679668625165e-17,2.1374421281483641e-16,0.0,0.0,5.5829379391114698e-14,6.5138409870489986e-18,1.6363094647067692e-24,4.5249817119015294e-25,1.1465112397184453e-25,1.0353290159407865e-40,3.515242069921646e-33,5.9577842245307995e-26,2.5919928820310264e-14,2.3155675223336339e-17,3.6872659587703823e-42,-1.4606593068511983e-33,1.1171496038236972e-27,4.0853461883145983e-28,2.6615429411796267e-27,6.1254401904734438e-23,1.0133338974016486e-19,3.3815923276440216e-27,2.8415575427570336e-27,6.5343694521083251e-14,1.9670477558329424e-17,6.593263854416093e-14,3.3808463101964842e-22,4.3430944202774115e-27,4.570774728139161e-24,1.3301179454493386e-17,1.7631698030883364e-35,4.8968564938263112e-29,3.098503330447181e-14,1.4100339879074702e-17,1.825536330997255e-21,1.8345416950345513e-19,2.7835629607177609e-13,1.910501183814263e-39,2.8348881615599526e-22,5.9800008228992658e-22,2.1663314811093434e-18,4.2969274279071034e-19,8.7698049374925966e-27,2.1565929883143713e-32,6.1670719299922557e-28,1.7779997405225021e-37,1.0966873689807483e-36,-2.2425871102071054e-47,1.7929095729841461e-57,8.3803264022743167e-23,1.5893535255559462e-20,1.0620187326568452e-21,7.6882941336178895e-34,6.4693539245515808e-24,5.3913511844779683e-27,3.1189826577416362e-40,1.1345725996665611e-15,3.4089171001415456e-21,2.3522341980763334e-21,8.2824704216788633e-27,9.5894198588600644e-40,1.3183926066599129e-37,4.5668134338303264e-35,0.88168480800000004,0.0,0.0094599999992244256,0.10884999999884931,0.00099999999996699539,1.2572421847962736e-13,1.0917150284438324e-13,1.5509799212597245e-13,2.5974055006467223e-13,2.5378876981837285e-13,2.1459518115658901e-13,6.3134472043331125e-15,1.3140002159650623e-15,2.2436032431378329e-15,3.1259088225170794e-15,1.3950428195733613e-14,4.6695606087114075e-15,9.5188863830176117e-16,3.2661706727184696e-17,4.1158250983865967e-16,2.6857889264225328e-15,1.1232954062468666e-15,7.3392495631263102e-17,1.5427876152468806e-16,1.2975435021745154e-17,9.7820462332743517e-16,2.3528697676019838e-16,1.6133788877858881e-24,8.0015059347036563e-17,3.2665260330357402e-16,2.5637870425032944e-18,1.5392818967785992e-17,2.8059281922190048e-17,9.5404063075987492e-22,1.4757723644729595e-20,3.2709060562063112e-20,5.4325850112520511e-16,1.2102182689914541e-21
8.235422037362105e-08,0.0020477699652695996,4.1252120663154292e-17,3.0674768315154886e-18,1.3807176978467254e-15,2.3165845403059326e-17,3.9368778394668984e-16,0.0,0.0,6.5767184972036549e-14,8.9190101978430577e-18,2.2572727257142631e-24,5.3321277034987441e-25,1.7477785634942531e-25,1.0421366952491472e-40,3.8944955135336855e-33,5.9972705266146667e-26,2.8608277026354794e-14,3.4944251533624658e-17,1.1501271403327421e-41,1.4302472137212583e-32,1.63808388383785e-27,5.081731775115114e-28,2.6718596708746738e-27,9.756213887338139e-23,1.4067102425478458e-19,6.5942233530205162e-27,3.5863989761495179e-27,8.1066352118764337e-14,2.389721694337152e-17,6.8232298770682198e-14,4.7265294941431131e-22,6.265004015100612e-27,7.7459123346765885e-24,1.8941889410420367e-17,2.6647013619704422e-35,9.9278625852128249e-29,3.9568358601143054e-14,2.1224161330807373e-17,2.2682842244495762e-21,2.5817933251698194e-19,3.3195022202312888e-13,2.3701959756537201e-39,4.8212662204547331e-22,8.9091254229817406e-22,3.1223059539879995e-18,5.1958474607185051e-19,1.2905677106582738e-26,2.7239658305323276e-32,9.1758321651082599e-28,3.9185575568849489e-37,2.1208753699860142e-36,-7.2349235031018681e-47,9.5950099321203777e-57,1.3859015220147735e-22,2.2828305384553623e-20,1.8375090086603266e-21,1.2211982566748192e-33,9.5162530232551518e-24,8.9903302347181607e-27,4.6406884869078466e-40,1.5947025271037605e-15,4.0653535039202372e-21,3.3890370830683001e-21,1.029250123164507e-26,1.4678380236043884e-39,2.7021472933182085e-37,7.6158005655230312e-35,0.88168480800000004,0.0,0.0094599999990978133,0.10884999999860476,0.00099999999996163509,1.3185978576965552e-13,1.1591037980166473e-13,1.6253329004537376e-13,3.1189607695233322e-13,3.1197210904546419e-13,2.5755492353460776e-13,8.2205467945712214e-15,1.5602368141411356e-15,2.9826227722159149e-15,3.7544927574609063e-15,1.8712678581441675e-14,6.3883505689236163e-15,1.1233918015959135e-15,4.5249262426084324e-17,4.7919525589026665e-16,3.2170824203911048e-15,1.3287042769800041e-15,8.8833062932420216e-17,1.8978945826795192e-16,1.7775609873448152e-17,1.5971359788225013e-15,3.1172637566709347e-16,1.9847340139482635e-24,1.1645222030589116e-16,4.5350413909739326e-16,3.9525248120912544e-18,1.8543943189002637e-17,3.8860335963933489e-17,1.4783190037980542e-21,2.5218146616617394e-20,5.8089412083461738e-20,6.703238875183001e-16,2.2020543749253585e-21
9.387557867095197e-08,0.002047769965269398,4.2351397353708397e-17,3.6269176246715053e-18,2.002567959811469e-15,2.7639157271844461e-17,6.6156733509015626e-16,0.0,0.0,7.5850054480329482e-14,1.1719917154714143e-17,3.0954115440021746e-24,6.1512532867463697e-25,2.524315804470232e-25,1.05055630679212e-40,4.2427349066979065e-33,6.0460453410877398e-26,3.1088123943434287e-14,5.0163300039458787e-17,3.0172723299942984e-41,7.5770480872945829e-32,2.277083143800487e-27,6.1266683831153017e-28,2.6859276283490218e-27,1.4684364034434065e-22,1.8842508965275153e-19,1.1707711392149155e-26,4.39302034342116e-27,9.7551169226622556e-14,2.8267703047158437e-17,7.0489293315617018e-14,6.3645252010517565e-22,8.5821464987500349e-27,1.2148320685237447e-23,2.5679652469022532e-17,3.781691252318344e-35,1.8058528451562122e-28,4.8621116978722307e-14,3.0121927512061382e-17,2.7222147604210209e-21,3.4581880136370986e-19,3.8550841890037869e-13,2.8521745807643348e-39,7.5892503651539183e-22,1.2503980652480263e-21,4.2593280303920454e-18,6.0946227354376109e-19,1.7992919051378179e-26,3.3390931158817626e-32,1.2932051136558426e-27,7.8258987315735142e-37,3.8234388267116194e-36,-3.4843383281093313e-46,3.6577630449460195e-56,2.1354391721585707e-22,3.1044679776136928e-20,2.928754089557326e-21,1.8602020733923569e-33,1.3230420005263436e-23,1.3930606599054787e-26,6.5404444622203375e-40,2.1340386910650487e-15,4.7213526557595444e-21,4.621531538573254e-21,1.2353361753657198e-26,2.1384854688430354e-39,5.0299342954840866e-37,1.1801249380527692e-34,0.88168480800000004,0.0,0.0094599999989710241,0.10884999999835737,0.0009999999999562748,1.3759882611935941e-13,1.2235552635796587e-13,1.6899044516057473e-13,3.6382540906717002e-13,3.7107330603807767e-13,3.0016315952785874e-13,1.02411283362807e-14,1.8233834910238916e-15,3.7860596741593195e-15,4.4247966873494749e-15,2.3833762401493587e-14,8.2858037491035306e-15,1.3030828658688989e-15,6.020539507779019e-17,5.4932772239110634e-16,3.7741417400654272e-15,1.5416285498043852e-15,1.0484452469238281e-16,2.2662511726063494e-16,2.3078229977948394e-17,2.4188149921260135e-15,4.0762648207602239e-16,2.3699450080281973e-24,1.6053819460625884e-16,6.1786549753673572e-16,5.8482962964936604e-18,2.1848713578899676e-17,5.1648452750129433e-17,2.1970927284967644e-21,4.0634662772626332e-20,9.6323236451553017e-20,7.9949747928826083e-16,3.7164259223816636e-21
9.999999999999998e-08,0.0020477699652691954,4.2934982060163082e-17,3.9260934246856262e-18,2.3848663488759283e-15,3.0064011243974139e-17,8.4696321353618692e-16,0.0,0.0,8.1268161232429447e-14,1.3371939636222785e-17,3.6511308496197359e-24,6.5920988123888912e-25,3.0163288520581524e-25,1.0557436596051826e-40,4.41896055759054e-33,6.0760801655586069e-26,3.2347157883817029e-14,5.9809640547025877e-17,4.8163200555084929e-41,4.5540050961658614e-32,2.6671232903412975e-27,6.7009750914206561e-28,2.6951100873852616e-27,1.7925905538089e-22,2.1758356210972169e-19,1.5429488102425179e-26,4.8484626589149716e-27,1.0660543996156223e-13,3.0648423053190728e-17,7.1684588955698977e-14,7.3664345802700592e-22,9.980078102116086e-27,1.5060931319719812e-23,2.9719356296897514e-17,4.465531246566879e-35,2.4003348307407632e-28,5.3587089386179683e-14,3.5605516718490207e-17,2.9667022082083739e-21,3.9763105558204376e-19,4.139483041683498e-13,3.1169008894874456e-39,9.4278012981571131e-22,1.4694855573470358e-21,4.9374286354355402e-18,6.5719098171290048e-19,2.1107558667740164e-26,3.6866911393432813e-32,1.5257468079504126e-27,1.0993703136027003e-36,5.1206921040822915e-36,-2.3633563884714128e-46,7.0953479062492419e-56,2.627742121859023e-22,3.5931066324418411e-20,3.6571334868597459e-21,2.2928141792575567e-33,1.5481974225760404e-23,1.7180112155532454e-26,7.716561994170058e-40,2.4527836813996236e-15,5.0696941466271357e-21,5.3562634493500972e-21,1.3463359104080583e-26,2.5709272958686393e-39,6.800106010619739e-37,1.4554316201144991e-34,0.88168480800000004,0.0,0.0094599999989035503,0.1088499999982251,0.00099999999995342551,1.4056614389657994e-13,1.2571391620121906e-13,1.7218325317397689e-13,3.9131101185809301e-13,4.0271415518601706e-13,3.2263134048395271e-13,1.1349526010897464e-14,1.9708859041514088e-15,4.2346425509129243e-15,4.7999819320710281e-15,2.6665723283912887e-14,9.3545437889625328e-15,1.4020111619699329e-15,6.9176263169527702e-17,5.8769410494447192e-16,4.0809813326184582e-15,1.6580510852609798e-15,1.1359597412870086e-16,2.4675465296192196e-16,2.6066039441786149e-17,2.9450011828158131e-15,4.6701221588940888e-16,2.5804507698296215e-24,1.8718845594529237e-16,7.2339239964247677e-16,7.1121660132808487e-18,2.3669366063941927e-17,5.9289027048516551e-17,2.6776938087208482e-21,5.1433193508240986e-20,1.2345583475475075e-19,8.6867780854643567e-16,4.7995363866222165e-21
1.0539693696828289e-07,0.0020477699652691954,4.3462402985270442e-17,4.1905525053824934e-18,2.7514989990220148e-15,3.2226605601836736e-17,1.0383511748166551e-15,0.0,0.0,8.6075930966831142e-14,1.4922525242841359e-17,4.214140291739171e-24,6.9839464751365536e-25,3.4990663330691974e-25,1.0607495992836366e-40,4.5708377704162383e-33,6.105059071806464e-26,3.3434266715353178e-14,6.9278291955008776e-17,7.0314279000667389e-41,-5.4343688132998006e-32,3.0408603004945787e-27,7.2174921663752804e-28,2.7042630418384583e-27,2.1182829609943518e-22,2.4560784121256817e-19,1.9391074213096263e-26,5.2658377403077919e-27,1.1474331798846084e-13,3.2778969164467292e-17,7.2741206174370936e-14,8.3303686804497158e-22,1.1310004254997243e-26,1.799002666184386e-23,3.3548024518753835e-17,5.1210502652204531e-35,3.0339820321201169e-28,5.8034710288325194e-14,4.0885848392967205e-17,3.1833658006526955e-21,4.4628123561306266e-19,4.3898558594869476e-13,3.3548339572308671e-39,1.1281493602356687e-21,1.6790635959924899e-21,5.5773789386185183e-18,6.9920393933519766e-19,2.4098880245209788e-26,4.0053946933304401e-32,1.7506911297470698e-27,1.4581717420591241e-36,6.5422843165922986e-36,1.7089674087791622e-46,1.1832901419247143e-55,3.1209305685505952e-22,4.053420805306764e-20,4.3933097100511184e-21,2.7352216823202482e-33,1.7628116259133098e-23,2.0437490915041824e-26,8.8542597181405273e-40,2.7520192996592395e-15,5.3763593414091382e-21,6.0494654191617357e-21,1.4447038429933134e-26,3.000289569445522e-39,8.7340591952165985e-37,1.7314084535283247e-34,0.88168480800000004,0.0,0.0094599999988440407,0.10884999999810825,0.00099999999995091429,1.4316847714650207e-13,1.2865804434469365e-13,1.7493099758291344e-13,4.1545153686451909e-13,4.3065780905772045e-13,3.4230915174550608e-13,1.2340607069155265e-14,2.1055876826095033e-15,4.6401637089736267e-15,5.1423171211944214e-15,2.9207919465439071e-14,1.0325182721912039e-14,1.4911850315531717e-15,7.7694422349844004e-17,6.221554145011623e-16,4.3576494446811087e-15,1.7625888829172586e-15,1.214496607522935e-16,2.6481313668415032e-16,2.8780123570577678e-17,3.4632498245585973e-15,5.2440253527059836e-16,2.7692983880365603e-24,2.1256942938454384e-16,8.2814417628031506e-16,8.3958851004079584e-18,2.5311168820779723e-17,6.6522343471699971e-17,3.1666882312595388e-21,6.2713435866467652e-20,1.5199948879669824e-19,9.2978131665590212e-16,5.9437388548237272e-21
1.1691829526561381e-07,0.002047769965268991,4.4590435575231717e-17,4.7586024470434075e-18,3.6227673377693995e-15,3.6930867676349098e-17,1.5446718423869132e-15,0.0,0.0,9.644469421758834e-14,1.8532645973969102e-17,5.6859272072878431e-24,7.8319091081414021e-25,4.6947730336621183e-25,1.0728490765209727e-40,4.8865283779598698e-33,6.1750507886267448e-26,3.5698989026575784e-14,9.2750379929089783e-17,1.4935972999401521e-40,1.4196565313364179e-31,3.9357164457109214e-27,8.350226411230426e-28,2.7270986629527702e-27,2.9558284567471528e-22,3.1327018490793496e-19,3.0430427610884042e-26,6.2108744665891959e-27,1.326211814809194e-13,3.7430928012106841e-17,7.4982621652517923e-14,1.0661238289030613e-21,1.4463401931318502e-26,2.5477077566601363e-23,4.2579080896823724e-17,6.6870929209376254e-35,4.7939681875937861e-28,6.7742412659004004e-14,5.3582625374757478e-17,3.6497623994588796e-21,5.5946305943301445e-19,4.9238417705900699e-13,3.8775420753620095e-39,1.6039788544085938e-21,2.1792554228588048e-21,7.0761485567126009e-18,7.8882069984573211e-19,3.1295754950575285e-26,4.727508736604242e-32,2.2976686327457648e-27,2.581785798975062e-36,1.0719078939179672e-35,-7.7215652789480132e-46,3.4351914688752308e-55,4.3763121851577892e-22,5.1286558536659787e-20,6.2868238186040772e-21,3.916331015612154e-33,2.2718865501536347e-23,2.8731285089202409e-26,1.162072270947879e-39,3.4480091785601462e-15,6.0304036666215651e-21,7.6722720859352273e-21,1.6564552222563755e-26,4.0930705465360609e-39,1.4387643556912051e-36,2.4340986546023329e-34,0.88168480800000004,0.0,0.0094599999987168368,0.1088499999978578,0.00099999999994555226,1.4862894702437587e-13,1.3484917230023748e-13,1.8055998265720247e-13,4.668159067128042e-13,4.9053289235750201e-13,3.8399267497748578e-13,1.4495316850732644e-14,2.4090531469500525e-15,5.5338281475926211e-15,5.9128302859918011e-15,3.4760402410697968e-14,1.2476106541557992e-14,1.6879337819140829e-15,9.7902895670289189e-17,6.9784005919419841e-16,4.9683305037201473e-15,1.9920858040694727e-15,1.3868604867550714e-16,3.0443971695412677e-16,3.4795894729758378e-17,4.7455256580157541e-15,6.6271324660131633e-16,3.1836955997108017e-24,2.7284683439199957e-16,1.092673491173703e-15,1.1772654520334873e-17,2.8935590361655008e-17,8.3582778361981125e-17,4.4564513297289474e-21,9.3661261826514652e-20,2.3110352604981295e-19,1.0607327564528632e-15,9.1332585373203958e-21
