Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604)
0.0007682399728317603,0.0020447784051236886,2.1304635542857022e-09,1.8653641502885549e-09,1.5053743939631284e-07,7.5362373967466702e-06,0.0011232752136605382,0.0,0.0,1.0035219522457197e-05,2.6003712665837739e-05,4.7164169235841769e-05,4.3138433313992681e-07,8.951930408925228e-10,5.3056566140250102e-25,2.1262068147441885e-18,3.4532710199781934e-12,8.2972625629077172e-07,0.00016299869980654756,1.0998969699999124e-13,1.3928913711527617e-18,4.3560364091721344e-08,1.0919558071859001e-17,8.0216287385824893e-14,4.355898494349536e-05,3.0371789589091607e-08,2.9381541108819693e-07,1.1668061135800765e-10,0.00075876386949092129,2.9202955049674789e-06,9.4921539264070989e-10,1.3236568291315002e-10,9.8484145733645337e-13,5.6561340724248739e-09,9.1885238005080128e-07,1.5208002367327402e-12,1.615383503812641e-11,4.9972722903329065e-06,1.5724099652346457e-06,7.1280167084012413e-14,9.509907195989169e-13,2.1362770035242814e-08,2.8046182553188936e-28,7.0799793248234693e-06,6.0669443774169083e-09,7.7539050782318571e-08,3.5075188926013843e-13,7.0418109455299023e-09,9.3077886155703346e-16,4.0053601517885424e-07,2.4866415013788336e-09,1.2147423762580628e-12,1.5930604314129202e-25,1.4923265413987466e-20,3.254218360967418e-07,8.9196797417805937e-13,9.4161735083311618e-08,8.2683800710295882e-16,1.4760517364977506e-07,2.2543153664036967e-13,1.9142067474257537e-16,4.3963662385950689e-09,2.6622467655156551e-16,7.3239501375311106e-09,1.7162918681508963e-14,2.6712538737345636e-16,4.4579917137795306e-10,4.8325151072153166e-16,0.88168480800000004,0.0,0.0070200114300410727,0.10536716020079427,0.0010030981664700541,2.5990674324407205e-12,1.2063108673091999e-07,1.0316240359431919e-07,2.3641628424105273e-11,1.2077720055444237e-06,7.1918719713597639e-07,1.0733914548390201e-12,1.6601123158087177e-06,1.9075207574705863e-08,4.2605523211582999e-06,2.7246696669113495e-12,4.5620939852430399e-08,1.3731731756019093e-06,0.00058243291208241743,9.7887375674356856e-08,4.2675755833146741e-06,2.9683513887217606e-07,2.3171882122056815e-08,5.2632177837107631e-08,1.2772415776614183e-10,0.00026177560869355135,2.151847689302112e-07,5.5040398730316737e-16,0.00060020006766245881,1.3511331481541124e-06,3.5489238965319772e-07,2.5604854580157525e-08,0.0005654134068061638,1.3721408793000705e-07,5.4764505832494847e-05,0.00016910544213378625,2.6427724993955389e-09,7.653450595914462e-06
0.0007702996580290853,0.002044771409734029,2.1168697023711499e-09,1.8538314746729268e-09,1.4940578608947757e-07,7.5686942675281823e-06,0.0011271863443610298,0.0,0.0,1.0033206857039153e-05,2.620888744309234e-05,4.7553582751650494e-05,4.3467652628823332e-07,8.9296982046071571e-10,5.193014779901063e-25,2.0958075027037309e-18,3.4259420556830194e-12,8.2523862113219788e-07,0.00016379961804759626,1.0996323720030466e-13,1.3927054981619066e-18,4.3862976837999744e-08,1.0889959013968999e-17,7.9224986542428244e-14,4.3662504346444189e-05,3.0163485025810718e-08,2.9573246269241259e-07,1.1620954910433698e-10,0.00076127580314265867,2.9289540255562324e-06,9.4716024958124348e-10,1.3151823228225924e-10,9.8455671114151308e-13,5.6373042276530107e-09,9.2504118398302836e-07,1.5220576656927818e-12,1.5965026594785446e-11,4.9698704300665939e-06,1.5631834596920989e-06,7.0868584139380117e-14,9.4822384197621333e-13,2.13159400927016e-08,2.8232950772142742e-28,7.127843792370971e-06,6.0423440175969449e-09,7.8473079559111942e-08,3.5165503045588031e-13,7.0131974610789822e-09,9.2695223909412696e-16,4.0318595889147624e-07,2.5123946702109316e-09,1.213880851039577e-12,1.5810316041997259e-25,1.4809032174649126e-20,3.2813482905209529e-07,8.9090745609448998e-13,9.3770622066514948e-08,8.3057671566218047e-16,1.4892492765990788e-07,2.235917294091075e-13,1.9128303177331506e-16,4.3829747924534895e-09,2.6563218882775382e-16,7.2880936508321575e-09,1.7117657094537311e-14,2.6754335201007295e-16,4.4577006744005483e-10,4.8322262804431601e-16,0.88168480800000004,0.0,0.0070130434557651618,0.10535639130121899,0.00100313002502542,2.5977934499487289e-12,1.1969647143480144e-07,1.023684551764232e-07,2.3627721244991788e-11,1.1983501050805469e-06,7.1354571230048805e-07,1.0727601505826333e-12,1.6473267751239069e-06,1.8926327956008807e-08,4.2273345133018261e-06,2.7227982423080227e-12,4.5260396455205131e-08,1.3627822264546411e-06,0.00058383159715104415,9.710319290520283e-08,4.234879365876798e-06,2.944286514438928e-07,2.2984348048795114e-08,5.2201052091405372e-08,1.2671474996533951e-10,0.00026269294538649589,2.13503724742498e-07,5.4589546534570694e-16,0.00060218552012641826,1.3404805722655329e-06,3.5176871032939551e-07,2.540870922201555e-08,0.00056681475126932779,1.3765127836936939e-07,5.4939609431229857e-05,0.00016962940579216972,2.6221560131031046e-09,7.6771649374536871e-06
0.0007723593432264103,0.0020447644892748282,2.1034106125151472e-09,1.8424155400651017e-09,1.4828902930157339e-07,7.6009215847184363e-06,0.0011310674527850865,0.0,0.0,1.003098769462797e-05,2.6413713022229543e-05,4.7941924331088945e-05,4.3796061763446526e-07,8.9074154126671668e-10,5.0833493502010298e-25,2.0659978172746962e-18,3.3990056165276215e-12,8.207951629540857e-07,0.00016459517215164458,1.0993234225225972e-13,1.3924625845925296e-18,4.4164225914689346e-08,1.0860865869344461e-17,7.8251228021538327e-14,4.3764475181312277e-05,2.9957299045527056e-08,2.9763826770256213e-07,1.1574082519945677e-10,0.00076376681424017976,2.9375067151179829e-06,9.4508822550575575e-10,1.3067872217093582e-10,9.8423887196717198e-13,5.6185260027199469e-09,9.3120022331662064e-07,1.5232436538051651e-12,1.5779692374481507e-11,4.9427410721003701e-06,1.5540311648477712e-06,7.046125426221624e-14,9.4544763299278395e-13,2.1268732168490008e-08,2.8418849269705655e-28,7.1754704289748316e-06,6.0178615843204145e-09,7.9409874599872691e-08,3.5254190844068882e-13,6.9847255722919662e-09,9.2314555343610163e-16,4.0582272639820338e-07,2.5381125109902062e-09,1.2129763618420284e-12,1.5690955877231287e-25,1.4695700214449091e-20,3.3083767296331664e-07,8.898240792682173e-13,9.3381485721429032e-08,8.3427895116622062e-16,1.5024166899414991e-07,2.2183292283262619e-13,1.9113917927913576e-16,4.3695415604030674e-09,2.6503532253701948e-16,7.2524373318933264e-09,1.707228529871336e-14,2.6794671493714805e-16,4.457218093273074e-10,4.8317295551907933e-16,0.88168480800000004,0.0,0.007006138710360761,0.10534571351958631,0.0010031618972699871,2.5965000413046109e-12,1.1877445662007518e-07,1.0158506896044136e-07,2.3613658428799797e-11,1.1890547257377441e-06,7.0798096842331978e-07,1.0721217737918675e-12,1.6347133630652837e-06,1.8779465518393466e-08,4.19456800041608e-06,2.7209114340689037e-12,4.4904784038857082e-08,1.3525292025635092e-06,0.00058521519404809296,9.6329903023152675e-08,4.2026211833883575e-06,2.9205588608316947e-07,2.2799438451365119e-08,5.1776013447222412e-08,1.2571914735284225e-10,0.00026360305338573686,2.118455589352776e-07,5.4145059959790088e-16,0.00060415475766105052,1.3299738947108334e-06,3.486906187934714e-07,2.5215191335165626e-08,0.00056820126240125942,1.3808470692629498e-07,5.5113203621353454e-05,0.0001701487431822919,2.6018163730645005e-09,7.7006698939256374e-06
0.0007744190284237353,0.0020447576424950133,2.09008622336516e-09,1.8311162370758731e-09,1.471870032926342e-07,7.6329219275792111e-06,0.0011349189433873044,0.0,0.0,1.0028568936441198e-05,2.6618185090685066e-05,4.832919365707727e-05,4.4123662615300574e-07,8.8850937145204479e-10,4.9765796175065419e-25,2.0367671438710661e-18,3.3724572327978793e-12,8.1639572416517363e-07,0.00016538541553963776,1.098972243837683e-13,1.3921652317360972e-18,4.4464120011110821e-08,1.0832279564468227e-17,7.7294712862188469e-14,4.3864927122993495e-05,2.9753228809951967e-08,2.9953292826008471e-07,1.1527454335031507e-10,0.00076623719933494223,2.9459552841140918e-06,9.4300080361671777e-10,1.2984717187117762e-10,9.8388866408847253e-13,5.5998052353350031e-09,9.37329693875668e-07,1.5243609537191415e-12,1.5597771800613858e-11,4.9158831322042231e-06,1.5449536253540003e-06,7.0058158997461462e-14,9.4266357745816266e-13,2.1221179681152995e-08,2.8603884065083986e-28,7.2228609764208253e-06,5.9935026070351025e-09,8.0349390285255113e-08,3.5341286244203081e-13,6.9564015784643083e-09,9.1935960761511639e-16,4.0844641042803734e-07,2.5637942412448396e-09,1.2120311733459414e-12,1.557254985723451e-25,1.4583294181432753e-20,3.3353039463848083e-07,8.8871928459993907e-13,9.2994409569486515e-08,8.3794558821845354e-16,1.5155538238077788e-07,2.2005751519043842e-13,1.9098945288502503e-16,4.3560734346364135e-09,2.6443448744335562e-16,7.2169884953945204e-09,1.7026827072926566e-14,2.6833596536787086e-16,4.4565537309907693e-10,4.8310353838884149e-16,0.88168480800000004,0.0,0.006999296232613585,0.10533512552530401,0.0010031937802932587,2.595188141956638e-12,1.1786489460587485e-07,1.0081212840440801e-07,2.3599448238200854e-11,1.1798844338536011e-06,7.0249204373888292e-07,1.071476699746385e-12,1.62227006168147e-06,1.8634596308595376e-08,4.1622473541162944e-06,2.7190101631997769e-12,4.4554042510477836e-08,1.3424125561030118e-06,0.00058658395151969648,9.556736659613876e-08,4.1707959824882332e-06,2.8971640152459704e-07,2.2617119101052683e-08,5.1356980771816893e-08,1.2473718168782311e-10,0.00026450603163072513,2.1020999449683168e-07,5.3706854160949588e-16,0.00060610800930100686,1.3196113193855411e-06,3.4565747023867045e-07,2.5024270618379109e-08,0.00056957318207428455,1.3851442782602752e-07,5.5285310158330487e-05,0.00017066352211933002,2.5817504422547227e-09,7.7239685346453193e-06
0.0007764787136210603,0.0020447508681665574,2.0768963969741301e-09,1.8199333887241884e-09,1.4609954119452e-07,7.6646978614682739e-06,0.0011387412157779584,0.0,0.0,1.0025957344582618e-05,2.6822299566802379e-05,4.8715390885591693e-05,4.4450457395418363e-07,8.8627443013248452e-10,4.8726266970922283e-25,2.0081049288448993e-18,3.3462923837769385e-12,8.1204013127597668e-07,0.00016617040162429233,1.0985808938721604e-13,1.3918159652136978e-18,4.476266804097307e-08,1.0804200478648315e-17,7.6355144352463033e-14,4.3963889280572065e-05,2.9551270359228342e-08,3.0141654741602296e-07,1.1481080095699982e-10,0.00076868725101667782,2.9543014182766677e-06,9.4089941451351348e-10,1.2902359501545323e-10,9.8350798103123896e-13,5.5811474646351779e-09,9.4342979586149574e-07,1.5254122479505178e-12,1.5419204789814534e-11,4.8892954330012737e-06,1.5359513217982433e-06,6.9659278394965295e-14,9.3987310143570734e-13,2.1173314863122283e-08,2.8788061298942082e-28,7.2700172076700125e-06,5.9692722845204128e-09,8.1291581836562865e-08,3.5426822740802237e-13,6.9282313959067491e-09,9.1559515453993259e-16,4.1105710538882461e-07,2.5894391267442483e-09,1.2110474784868619e-12,1.5455121827300947e-25,1.4471836596598781e-20,3.3621302455669581e-07,8.875944658123645e-13,9.2609471999024427e-08,8.4157749139571969e-16,1.5286605448881493e-07,2.1829829897102548e-13,1.9083417742330847e-16,4.3425770366079488e-09,2.6383007852231081e-16,7.1817539720644203e-09,1.6981305202946783e-14,2.6871158162493084e-16,4.4557166533161734e-10,4.830153638046123e-16,0.88168480800000004,0.0,0.0069925150764712646,0.10532462600714207,0.0010032256712820978,2.5938586675858635e-12,1.1696763697962654e-07,1.0004951591919025e-07,2.3585098756782738e-11,1.1708377849684648e-06,6.9707801309716912e-07,1.0708252955960905e-12,1.6099948431806157e-06,1.849169627063158e-08,4.1303671269323273e-06,2.7170953301692382e-12,4.420811160140678e-08,1.3324307277869602e-06,0.0005879381138759038,9.4815444162575813e-08,4.1393986801025571e-06,2.8740975688631179e-07,2.2437355793301603e-08,5.094387307498494e-08,1.2376868423738139e-10,0.00026540197784625055,2.0859675357158387e-07,5.3274844442083806e-16,0.00060804550101032284,1.3093910462091575e-06,3.4266862257086412e-07,2.4835916591684497e-08,0.00057093074792528657,1.3894049454220042e-07,5.5455950496972284e-05,0.00017117380944555162,2.5619550600205811e-09,7.7470638848947164e-06
0.0007785383988183853,0.0020447441650844876,2.0638409232012871e-09,1.8088667543880101e-09,1.4502647524204268e-07,7.6962519368791199e-06,0.0011425346647087093,0.0,0.0,1.0023159543198314e-05,2.7026052592855389e-05,4.9100516622958247e-05,4.4776448615232728e-07,8.8403778866451562e-10,4.7714135984734232e-25,1.9800006937600475e-18,3.3205065068947244e-12,8.0772819585952193e-07,0.00016695018377487218,1.0981513668458644e-13,1.3914172356468869e-18,4.5059879124794779e-08,1.07766284827742e-17,7.5432228296433168e-14,4.406139020461284e-05,2.9351418679269685e-08,3.0328922900154003e-07,1.143496893471177e-10,0.00077111725791916539,2.9625467786197703e-06,9.3878543746359125e-10,1.2820799987989097e-10,9.8309814178516378e-13,5.5625579417647301e-09,9.4950073349435584e-07,1.5264001487856297e-12,1.5243931801221021e-11,4.8629767098376851e-06,1.5270246735781163e-06,6.9264591109302598e-14,9.3707757392418789e-13,2.1125168789745968e-08,2.8971387222996749e-28,7.3169409239759239e-06,5.9451754976158878e-09,8.2236405307822066e-08,3.551083339269587e-13,6.9002205729613664e-09,9.1185289889931588e-16,4.1365490721629829e-07,2.6150464797345755e-09,1.2100273993687101e-12,1.5338693538992866e-25,1.4361347949763305e-20,3.3888559665497225e-07,8.8645097018088471e-13,9.2226746469324083e-08,8.4517551439789972e-16,1.5417367384526899e-07,2.1653131600311897e-13,1.9067366708244121e-16,4.3290587247622794e-09,2.6322247633500421e-16,7.1467401299916881e-09,1.693574150618517e-14,2.6907403102334583e-16,4.4547169237360779e-10,4.8290951982552308e-16,0.88168480800000004,0.0,0.006985794310889931,0.10531421367310573,0.0010032575675182572,2.592512513934965e-12,1.1608253479315354e-07,9.9297113054373605e-08,2.3570617887603293e-11,1.1619133259992189e-06,6.9173794912210668e-07,1.0701679202952242e-12,1.5978856726046992e-06,1.8350741276739607e-08,4.0989218590882706e-06,2.7151678147559477e-12,4.3866930940247556e-08,1.3225821491575731e-06,0.00058927792105600873,9.4073996378048444e-08,4.1084241704863923e-06,2.8513551210712288e-07,2.22601143819381e-08,5.0536609585322235e-08,1.2281348598096665e-10,0.0002662909885390273,2.0700555779673828e-07,5.2848946336038193e-16,0.00060996745568894382,1.2993112732238885e-06,3.3972343691840532e-07,2.4650098638624898e-08,0.00057227419341451195,1.3936295979957119e-07,5.5625145792455342e-05,0.00017167967103530181,2.5424270468373661e-09,7.7699589261483947e-06
0.0007805980840157103,0.002044737532064667,2.0509195233395446e-09,1.7979160339016377e-09,1.4396763697440718e-07,7.7275866886036291e-06,0.0011462996800656574,0.0,0.0,1.0020182018762967e-05,2.7229440529713033e-05,4.9484571906195025e-05,4.5101639063846104e-07,8.8180047364535717e-10,4.6728648456663441e-25,1.9524440272885031e-18,3.2950950020484614e-12,8.0345971559697802e-07,0.00016772481528598901,1.0976855976271342e-13,1.3909714242352693e-18,4.5355762574258655e-08,1.0749562956114609e-17,7.4525672942437339e-14,4.415745789418362e-05,2.9153667749039071e-08,3.0515107752610518e-07,1.1389129414258671e-10,0.00077352750473007228,2.9706930014729507e-06,9.3666020206667231e-10,1.2740038963181788e-10,9.8266197308508951e-13,5.5440416440616198e-09,9.5554271469426287e-07,1.5273272040942239e-12,1.5071893848847998e-11,4.8369256168066879e-06,1.5181740415275348e-06,6.8874074493243005e-14,9.342783086311579e-13,2.1076771414211126e-08,2.9153868190769438e-28,7.3636339523152399e-06,5.9212168257603483e-09,8.3183817577837866e-08,3.5593350817375218e-13,6.8723743086718866e-09,9.0813350002985206e-16,4.1623991323963465e-07,2.6406156573450418e-09,1.2089729921274177e-12,1.5223284788986603e-25,1.4251846828367243e-20,3.4154814813675611e-07,8.8529010142498472e-13,9.1846301753817098e-08,8.4874050255200553e-16,1.5547823076069924e-07,2.1489747385404537e-13,1.9050822613997016e-16,4.3155246017758089e-09,2.6261204746291581e-16,7.1119528940703534e-09,1.6890156893945516e-14,2.6942377087150622e-16,4.4535569342963881e-10,4.8278628344859201e-16,0.88168480800000004,0.0,0.0069791330196822907,0.10530388725030224,0.001003289466376075,2.5911505568419302e-12,1.1520943873634339e-07,9.855480066502092e-08,2.3556013353384721e-11,1.1531095971352441e-06,6.8647092321076424e-07,1.0695049246091156e-12,1.5859405101807371e-06,1.8211707154429552e-08,4.0679060842940594e-06,2.7132284760832735e-12,4.3530440114830154e-08,1.3128652446367209e-06,0.00059060360869094409,9.334288413561959e-08,4.0778673313606807e-06,2.8289322829378906e-07,2.2085360806538983e-08,5.0135109809136286e-08,1.2187141778385553e-10,0.0002671731589961834,2.0543612858896771e-07,5.2429075666076949e-16,0.00061187409318215046,1.2893701983551973e-06,3.3682127801697496e-07,2.4466786043094212e-08,0.00057360374788201294,1.3978187557737003e-07,5.5792916901603732e-05,0.00017218117180053279,2.5231632084575942e-09,7.7926565963237365e-06
0.0007826577692130353,0.002044730967947174,2.038131854436915e-09,1.7870808697565241e-09,1.4292285741449404e-07,7.7587046349949829e-06,0.001150036646868151,0.0,0.0,1.0017031122442103e-05,2.7432459949513265e-05,4.98675581828541e-05,4.5426031793481206e-07,8.7956346528989117e-10,4.5769072055027248e-25,1.9254246289569867e-18,3.2700532443570438e-12,7.9923447486830736e-07,0.00016849434934960384,1.0971854568860633e-13,1.390480835615595e-18,4.5650327877684737e-08,1.0723002849831536e-17,7.3635189670161665e-14,4.4252119804178103e-05,2.8958010618849084e-08,3.070021980585571e-07,1.1343569523738605e-10,0.00077591827220446666,2.9787416985566296e-06,9.3452498896641641e-10,1.2660076263409491e-10,9.8219926709886488e-13,5.5256032792649075e-09,9.6155595078513614e-07,1.5281958884529381e-12,1.4903032565551738e-11,4.8111407308015444e-06,1.5093997303865248e-06,6.8487704679196836e-14,9.3147656526715807e-13,2.1028151589334605e-08,2.9335510649012515e-28,7.4100981430338374e-06,5.8974005518369143e-09,8.4133776342192561e-08,3.567440718406529e-13,6.8446974600878338e-09,9.0443757191806599e-16,4.188122220575995e-07,2.6661460600493233e-09,1.2078862417783664e-12,1.5108913434763272e-25,1.4143349951582821e-20,3.4420071929403784e-07,8.8411311707045595e-13,9.1468202054123473e-08,8.5227328691455156e-16,1.567797172580235e-07,2.132215023654095e-13,1.9033814820691836e-16,4.3019805218734891e-09,2.6199914480640749e-16,7.0773977641071911e-09,1.6844571334388212e-14,2.6976124669019725e-16,4.4522448780005664e-10,4.8264652089505272e-16,0.88168480800000004,0.0,0.0069725303013622184,0.10529364548479768,0.001003321365320256,2.5897736521206825e-12,1.1434819928523396e-07,9.7822459051814737e-08,2.3541292695932087e-11,1.1444251335477563e-06,6.8127600644138531e-07,1.0688366510910151e-12,1.5741573133601817e-06,1.8074569710260413e-08,4.0373143351277193e-06,2.711278152568699e-12,4.319857873066496e-08,1.3032784332497672e-06,0.00059191540816515775,9.2621968684194738e-08,4.0477230294386028e-06,2.8068246808664459e-07,2.1913061120811626e-08,4.9739293596034477e-08,1.209423105608023e-10,0.00026804858328523912,2.0388818741071886e-07,5.2015148614472031e-16,0.00061376563029251106,1.2795660210991309e-06,3.3396151464158325e-07,2.4285948022491779e-08,0.00057491963660396541,1.4019729311283193e-07,5.5959284384237768e-05,0.00017267837569702338,2.5041603396513769e-09,7.8151597900623384e-06
0.0007847174544103602,0.0020447244715951604,2.0254775049975142e-09,1.7763608480615061e-09,1.4189196721510089e-07,7.7896082748808779e-06,0.0011537459446081988,0.0,0.0,1.0013713052805853e-05,2.7635107657771819e-05,5.0249477345469175e-05,4.574963014798197e-07,8.7732770124100222e-10,4.4834689158995535e-25,1.8989322704363146e-18,3.2453765763199081e-12,7.9505224411464432e-07,0.00016925883900870784,1.0966527583341114e-13,1.3899477073241057e-18,4.5943584708102634e-08,1.0696946659636638e-17,7.2760492448748635e-14,4.4345402779396265e-05,2.8764439322094006e-08,3.0884269618406962e-07,1.1298296715967054e-10,0.0007782898366470839,2.9866944537076412e-06,9.3238102590577327e-10,1.2580911216175611e-10,9.8171173179775336e-13,5.5072472793206199e-09,9.6754065663114579e-07,1.5290086150401175e-12,1.473729024060403e-11,4.7856205470643513e-06,1.5007019841914615e-06,6.8105456512368879e-14,9.2867354542260943e-13,2.0979336968630562e-08,2.9516321140981042e-28,7.4563353703800784e-06,5.8737306627978294e-09,8.5086240213839948e-08,3.5754034111188955e-13,6.8171945403702809e-09,9.0076568579765161e-16,4.2137193357319889e-07,2.6916371358801394e-09,1.2067690705157903e-12,1.499559555664755e-25,1.4035872315650012e-20,3.4684335372621168e-07,8.8292123140776011e-13,9.1092506925676491e-08,8.5577469052913421e-16,1.5807812722765149e-07,2.1153664784341684e-13,1.9016371747419748e-16,4.288432067356661e-09,2.6138410635224818e-16,7.0430797804263255e-09,1.6799003940863715e-14,2.7008689443840286e-16,4.4507906185552961e-10,4.8249130576452222e-16,0.88168480800000004,0.0,0.0069659852709670579,0.10528348714402649,0.0010033532619155403,2.5883826327101842e-12,1.1349866685755124e-07,9.7099968073744719e-08,2.3526463250649767e-11,1.1358584666133483e-06,6.7615227046191836e-07,1.0681634329226639e-12,1.5625340388342655e-06,1.7939304754182701e-08,4.0071411479234764e-06,2.7093176590645536e-12,4.2871286465989663e-08,1.2938201301861003e-06,0.00059321354610895405,9.1911111754193849e-08,4.0179861249854614e-06,2.7850279602310287e-07,2.1743181521490455e-08,4.9349081201236159e-08,1.2002599543016271e-10,0.00026891735408902332,2.023614560198993e-07,5.1607081787666479e-16,0.00061564228038121706,1.2698969440963486e-06,3.3114352025015376e-07,2.4107553755088573e-08,0.00057622208030355681,1.4060926279947237e-07,5.6124268462442835e-05,0.00017317134560392331,2.4854152268836636e-09,7.8374713532779637e-06
0.0007867771396076852,0.0020447180418882885,2.0129560171714411e-09,1.7657555122999796e-09,1.4087479691622881e-07,7.8203000924495723e-06,0.0011574279488417256,0.0,0.0,1.0010233900641857e-05,2.78373806205571e-05,5.0630331584092826e-05,4.6072437667657911e-07,8.7509407828536233e-10,4.3924801132621068e-25,1.8729568502269866e-18,3.2210603382110282e-12,7.9091278459212994e-07,0.00017001833717245532,1.0960892577443165e-13,1.3893742083537413e-18,4.6235542855167234e-08,1.0671392543665451e-17,7.190129865293561e-14,4.4437333237966337e-05,2.8572945236418615e-08,3.1067267776087269e-07,1.1253317947621639e-10,0.00078064247120857998,2.994552830998639e-06,9.3022950307979758e-10,1.2502542788520936e-10,9.8120133292604893e-13,5.4889778669450322e-09,9.7349704931405914e-07,1.5297677295691817e-12,1.4574609745144451e-11,4.760363507989138e-06,1.4920810061399341e-06,6.7727303996925978e-14,9.2587040903563109e-13,2.0930354366557498e-08,2.9696306269856348e-28,7.5023475232624742e-06,5.8502109093608445e-09,8.6041168451415089e-08,3.5832262907768567e-13,6.7898697928591936e-09,8.9711837392040319e-16,4.2391914849274467e-07,2.7170883651420846e-09,1.205623336097636e-12,1.4883345558115491e-25,1.3929427306812721e-20,3.4947609720831024e-07,8.8171561942158806e-13,9.071927237269095e-08,8.5924552348426533e-16,1.5937345581616277e-07,2.0990658314599279e-13,1.8998520847635579e-16,4.2748846327168848e-09,2.6076725965410958e-16,7.0090036736841575e-09,1.6753472985919118e-14,2.7040113910744861e-16,4.4492006851610483e-10,4.8232135415968305e-16,0.88168480800000004,0.0,0.0069594970551370644,0.1052734110104922,0.001003385153795633,2.5869783156569956e-12,1.1266069194947982e-07,9.6387207382729744e-08,2.3511532208378733e-11,1.1274081266770769e-06,6.7109878826181139e-07,1.067485596719947e-12,1.5510686445834833e-06,1.7805888120157849e-08,3.9773810678061698e-06,2.7073477938333069e-12,4.2548503118484706e-08,1.284488749206915e-06,0.00059449824583177719,9.1210175584730184e-08,3.9886514791074566e-06,2.7635377859615042e-07,2.1575688352527612e-08,4.896439329085374e-08,1.1912230384466627e-10,0.00026977956310461046,2.0085565669747851e-07,5.1204792221796979e-16,0.00061750425437160706,1.2603611743731195e-06,3.2836667235910901e-07,2.3931572423799235e-08,0.00057751129652078195,1.410178344457678e-07,5.6287889124002415e-05,0.00017366014363550335,2.4669246543608025e-09,7.8595940972673009e-06
0.0007888368248050102,0.0020447116777102888,2.0005668786617318e-09,1.7552643519431177e-09,1.398711770667116e-07,7.8507825547221095e-06,0.0011610830305829917,0.0,0.0,1.0006599633602893e-05,2.8039275986387532e-05,5.101012342324847e-05,4.6394458112955984e-07,8.7286344994544598e-10,4.3038288084565033e-25,1.8474883647486378e-18,3.1970998611315102e-12,7.8681584719127192e-07,0.00017077289658474197,1.0954966510124863e-13,1.3887624406804062e-18,4.6526212236680213e-08,1.0646338148230722e-17,7.1057328930724138e-14,4.4527937109024815e-05,2.8383518955832579e-08,3.1249224890910084e-07,1.1208639636559135e-10,0.00078297644540622016,3.0023183717376161e-06,9.2807156797587689e-10,1.2424969526486786e-10,9.8066869013696147e-13,5.4707990144602713e-09,9.7942534834663928e-07,1.5304755111392701e-12,1.4414934668261257e-11,4.7353679961656356e-06,1.4835369529062775e-06,6.7353220158804136e-14,9.2306826789526558e-13,2.0881229631043215e-08,2.987547270417799e-28,7.5481365064930442e-06,5.8268447634178638e-09,8.6998521057403813e-08,3.5909124555559987e-13,6.7627271349145109e-09,8.9349612558726231e-16,4.2645396839621126e-07,2.7424992646926461e-09,1.2044508297837887e-12,1.4772175802850772e-25,1.3824026226387658e-20,3.5209899795513722e-07,8.80497414855381e-13,9.0348550078138094e-08,8.6268658535954598e-16,1.606656995881025e-07,2.0825813990953603e-13,1.8980288577698546e-16,4.2613433937999938e-09,2.6014892021102088e-16,6.9751738182199124e-09,1.6707995853427284e-14,2.7070439523372754e-16,4.4474836879977253e-10,4.8213759039185248e-16,0.88168480800000004,0.0,0.0069530647938308814,0.10526341588402258,0.0010034170386729675,2.5855615003471854e-12,1.1183412523310304e-07,9.5684056450819538e-08,2.3496506598211325e-11,1.1190726435089302e-06,6.6611463485000868e-07,1.0668034617450105e-12,1.5397590912836065e-06,1.7674295682946024e-08,3.9480286529352645e-06,2.7053693365260007e-12,4.2230168652748096e-08,1.275282703195701e-06,0.00059576972683860472,9.0519023104583445e-08,3.9597139560163602e-06,2.7423498486362877e-07,2.1410548152277737e-08,4.8585151060633861e-08,1.1823106772433946e-10,0.00027063530089157622,1.9937051249361157e-07,5.0808197506868326e-16,0.00061935176037924977,1.25095692510093e-06,3.2563035371186184e-07,2.3757973229720452e-08,0.00057878749914759661,1.4142305718813849e-07,5.6450166087464951e-05,0.00017414483102541332,2.4486854050291861e-09,7.8815307934704811e-06
