Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72)
3.1037849499999994e-07,0.00636438505553408,1.2142787530176761e-15,6.2266075324148767e-17,2.968402189830244e-16,4.6590440851847448e-16,1.197454289736965e-17,0.0,0.0,6.4448751097483729e-14,5.7213228929630129e-18,1.9470816294239275e-24,3.4436138172516932e-27,8.5447219442508528e-34,5.7372713303969774e-17,6.0525396802859761e-26,2.3888088662582576e-14,6.5667416877754702e-17,7.2634946324387201e-28,3.2011629695962257e-31,1.4880411417966191e-13,2.0914655645592772e-26,2.1382375692840245e-30,2.013825077620511e-23,4.5631659967185571e-20,4.2661241563738386e-29,3.2647098868925305e-14,1.7094026337502512e-25,5.9829363502674781e-14,4.7693571725328999e-27,9.7956113728075503e-43,3.0487864198523172e-26,1.427490354651053e-44,6.7127971863845468e-18,8.2015493103755058e-22,1.5518242550534984e-17,1.8890981065146417e-16,1.8049558569870628e-19,3.3765664545701036e-13,5.7693949507134342e-24,1.8525352233445324e-29,4.0315773095833757e-22,3.9197254806646856e-21,7.189911779375676e-19,4.9228638672863982e-20,1.0493964703386343e-26,2.4951056505454202e-29,2.308876334930587e-27,2.907953195891219e-36,8.3737447971730254e-38,4.0975569062228313e-37,2.217537637596997e-60,6.2310464571110554e-52,2.3213937148243068e-25,1.3376582022177755e-21,4.0034516083474052e-22,3.006440914188693e-26,5.5499034321324373e-35,2.1314175611302067e-22,6.8471536651032092e-26,1.7034353585947405e-40,6.3123539890935071e-16,1.961644599634015e-21,7.7911485894711671e-22,9.0681877140008714e-28,2.2804117023310703e-39,1.6288001463805613e-38,1.2081908503201493e-34,0.88168480800000004,0.0,0.0094599999991109782,0.10884999999868133,1.0025669334170538e-13,9.9928092233052495e-14,1.7041188056931571e-13,1.039576999606414e-15,7.1852778598423943e-16,3.4846605020758815e-16,3.4181999025306235e-13,2.6571972671212942e-13,1.3622490205987314e-15,1.1307407580596932e-15,2.7233797880428742e-13,5.4622070471508859e-16,4.1689688651551761e-17,9.5399870020916098e-15,1.3732129389627929e-16,7.8859363172797469e-15,1.0910181133994908e-14
3.4057748379999993e-07,0.006364385055533857,1.307763587390802e-15,7.454387222337979e-17,3.4465285320443871e-16,5.5799415404314146e-16,1.5264749073299323e-17,0.0,0.0,7.4221455840721676e-14,7.2217843687228652e-18,2.5767421470121476e-24,4.5066972865032541e-27,1.1557412094084828e-33,7.0574349558119243e-17,7.4673627974858138e-26,2.5900414164601874e-14,7.9472339856985913e-17,8.5324297016793015e-28,3.4747062872918841e-31,1.7106619293872085e-13,3.1657614652667108e-26,2.5703941477916822e-30,2.5314124909974e-23,5.7181766980018361e-20,5.9157244586763766e-29,3.9033960826879607e-14,2.3070540219983743e-25,6.1096777718537344e-14,5.5259355750926272e-27,1.1505215539529752e-42,3.9629111375922976e-26,2.2149784554651008e-44,8.9389531311297319e-18,9.0489390160069956e-22,1.7425458300184392e-17,2.1442641121691793e-16,2.2156663452654117e-19,3.7575400259757328e-13,7.0673332464245781e-24,2.1344470031870082e-29,5.5672996600572909e-22,5.1992472605970402e-21,8.472284198652967e-19,5.322480831361418e-20,1.3282312924283818e-26,2.9001080927664231e-29,2.9582590975982541e-27,3.4750133401999013e-36,1.3197754795203842e-37,5.949375585267687e-37,4.0580737056406687e-60,8.7518844866346819e-52,3.2949360798662134e-25,1.6555591150408748e-21,5.4748269569880073e-22,3.428449178040774e-26,6.7482909475964958e-35,2.8383567066235546e-22,8.3992025724681661e-26,2.1825373834182714e-40,7.7597346392621568e-16,2.0371115562021102e-21,8.7746341798609127e-22,1.0847379410189409e-27,3.0663462113217497e-39,2.533621684982741e-38,1.4820595493069564e-34,0.88168480800000004,0.0,0.0094599999990243322,0.10884999999853238,1.069058164658139e-13,1.0705229904373211e-13,1.7700569075851432e-13,1.1573438404893512e-15,7.946425082731164e-16,3.8568217310492412e-16,3.7558960722655991e-13,2.9115020740038371e-13,1.5213289267587106e-15,1.2551794792156714e-15,3.0728159263399541e-13,6.0698651172869684e-16,4.6382034512880245e-17,1.1402589421407145e-14,1.6590055551474004e-16,9.4300849346687876e-15,1.2916041452650957e-14
3.707764725999999e-07,0.006364385055533643,1.3978779259114471e-15,8.7709682492479402e-17,3.9526226620523103e-16,6.5677199065562985e-16,1.9060261500374317e-17,0.0,0.0,8.4520418811450009e-14,8.9395928462327272e-18,3.3287703105544694e-24,5.7420593898199528e-27,1.5159766756082848e-33,8.521169476063994e-17,9.0376364409510879e-26,2.7852646122989839e-14,9.4373496547857588e-17,9.8582749826610225e-28,3.8223044359340748e-31,1.9437929634534723e-13,4.6146546797989821e-26,3.0391748915523466e-30,3.1342103581271147e-23,7.0613891527480412e-20,7.9546286978595057e-29,4.5792532418068068e-14,3.0303179633578909e-25,6.2356417599341207e-14,6.3223541383188749e-27,1.3338209255445875e-42,5.0368780856320533e-26,3.3052032681536671e-44,1.1572614194573171e-17,9.8925508081062477e-22,1.9372512835136362e-17,2.4090284211672272e-16,2.6698428786710319e-19,4.1401999213299063e-13,8.4946617574213007e-24,2.4298291515783712e-29,7.4820340323857441e-22,6.7208748426214636e-21,9.8548683135353553e-19,5.7234836473721398e-20,1.6452513833377725e-26,3.3269114664069942e-29,3.7082553710904782e-27,4.0785499544972472e-36,2.0084790397225961e-37,8.3987711264382232e-37,7.0331795774255361e-60,1.189850162484415e-51,4.5346637785871538e-25,2.0085976567525655e-21,7.265084283959098e-22,3.8678880202776853e-26,8.0877609518083949e-35,3.6750644456729612e-22,1.0104673879899219e-25,2.7358708473216641e-40,9.3593222176451461e-16,2.1125563366810187e-21,9.7833009644931638e-22,1.2730454408062534e-27,4.0107857555836576e-39,3.7892385244155867e-38,1.7830012734078753e-34,0.88168480800000004,0.0,0.0094599999989376654,0.10884999999838292,1.1348459717828062e-13,1.140689052722745e-13,1.8333941224215658e-13,1.2780350738592035e-15,8.7181336860011578e-16,4.2347909272422419e-16,4.0900368504588905e-13,3.1619615904475244e-13,1.6844236524019416e-15,1.3813955398743494e-15,3.4239482773472421e-13,6.6872895564892567e-16,5.1150419136047605e-17,1.3423645241063684e-14,1.9737588471336509e-16,1.1103780446973268e-14,1.5074923693358469e-14
4.311744501999999e-07,0.006364385055533234,1.5702137659233373e-15,1.1658833583231081e-16,5.0480255369471068e-16,8.7351806730388178e-16,2.828163355291418e-17,0.0,0.0,1.066773784198213e-13,1.3072506527997835e-17,5.2435454283445291e-24,8.7617933914376397e-27,2.4270096526488043e-33,1.1894607584542177e-16,1.2659893724668241e-25,3.1646924347352756e-14,1.273577066298298e-16,1.2693915846153153e-27,4.3083417399771979e-31,2.4408332511711993e-13,8.9669871601591719e-26,4.095685355134795e-30,4.6296726896755959e-23,1.0386214849139615e-19,1.3387248329394027e-28,6.0314239566804548e-14,4.9005618052129961e-25,6.4865788861958252e-14,8.0334933020689008e-27,1.7171183200302124e-42,7.7110592507780967e-26,6.7058548465051801e-44,1.8147703339596781e-17,1.1567468880837973e-21,2.3385673380029353e-17,2.9674237230673108e-16,3.7087551898254014e-19,4.9103353357639872e-13,1.1733495438025815e-23,3.0600080479723287e-29,1.2652405455176455e-21,1.0554175498436148e-20,1.2922119532450327e-18,6.5298000619713655e-20,2.3985602648957942e-26,4.2452131058074398e-29,5.5324882584182802e-27,5.3913889680427339e-36,4.2777383477224951e-37,1.5639335429465331e-36,1.8605983604016287e-59,2.0396902685640491e-51,7.9824323275620315e-25,2.8202363470231134e-21,1.1904150595340934e-21,4.7990684255102799e-26,1.1221710959894254e-34,5.7655493798155307e-22,1.3969841761406488e-25,4.0817591500747224e-40,1.3015646776300598e-15,2.2637098232179249e-21,1.1875891380818002e-21,1.6777176486370444e-27,6.4296514841313277e-39,7.7230919637889253e-38,2.4650376215335326e-34,0.88168480800000004,0.0,0.0094599999987642538,0.10884999999808276,1.2643540084440576e-13,1.2778601458206384e-13,1.9550781124411051e-13,1.5279750594955967e-15,1.0291258303195614e-15,5.0071821479013155e-16,4.7477938978239969e-13,3.6515743080085119e-13,2.0223474571148382e-15,1.6388105425888459e-15,4.1287162417509622e-13,7.9497177573922001e-16,6.0901726755440572e-17,1.7934805702322446e-14,2.6916906533418092e-16,1.4832376245861356e-14,1.9848498187077333e-14
4.915724277999999e-07,0.006364385055532852,1.7342914855709593e-15,1.4873024125989738e-16,6.2546555221254628e-16,1.114861732733461e-15,3.9865992135073329e-17,0.0,0.0,1.3088481576240702e-13,1.820932810012417e-17,7.7799217644567903e-24,1.2571008100479489e-26,3.6115893806458737e-33,1.5895671101325446e-16,1.6958407740232742e-25,3.5373480396939248e-14,1.6451950314659228e-16,1.5803465365912504e-27,4.7783917408481363e-31,2.9780479416340264e-13,1.5917139550433945e-25,5.3286316196837142e-30,6.5660148178456641e-23,1.4678701551774301e-19,2.0965871080427028e-28,7.6065456243720251e-14,7.4127797051294576e-25,6.7374621190236485e-14,9.9021443691036074e-27,2.1407811028867336e-42,1.116406373752664e-25,1.2363606309676154e-43,2.6588358090238962e-17,1.3225225268526703e-21,2.7557146440086075e-17,3.5644592191875624e-16,4.9219511789551121e-19,5.6865794222170046e-13,1.5478407347237339e-23,3.7416122693494672e-29,1.9972239763449962e-21,1.553408053343514e-20,1.6394528351882781e-18,7.3419304368886229e-20,3.3181192336262928e-26,5.2496377312476545e-29,7.8262872045610898e-27,6.8434770111211678e-36,8.3684296408294815e-37,2.713124622496577e-36,4.3219979130224855e-59,3.2438718091538195e-51,1.3038647253499494e-24,3.7728113350584446e-21,1.8103891909944797e-21,5.8000904829319408e-26,1.5020358214813781e-34,8.4521880873593094e-22,1.8432372133220471e-25,5.7740901864014444e-40,1.7282184300192778e-15,2.4155183682577309e-21,1.4068508603210074e-21,2.116707066835382e-27,9.6472696768089287e-39,1.4329988382708789e-37,3.2524849457947508e-34,0.88168480800000004,0.0,0.0094599999985907433,0.10884999999778135,1.3911727977010311e-13,1.4109233244137345e-13,2.0719595845427417e-13,1.789060175814769e-15,1.1901650452920977e-15,5.8003378946364665e-16,5.3917516380526472e-13,4.1264853339972637e-13,2.3755388331590923e-15,1.9024583240680871e-15,4.8349650159450827e-13,9.2468577608229193e-16,7.092284907036442e-17,2.3061038142653476e-14,3.5298757488214067e-16,1.9057188170132118e-14,2.5226823445980785e-14
5.519704053999998e-07,0.006364385055532499,1.8923323402325058e-15,1.8399197123428821e-16,7.5732714683237621e-16,1.3797347445416911e-15,5.4042319136736107e-17,0.0,0.0,1.5711054650920284e-13,2.4438279894320197e-17,1.1028343530651458e-23,1.7245164625578971e-26,5.0922345603015296e-33,2.0566446420623362e-16,2.1976871054455403e-25,3.9105086353169561e-14,2.0581712199005626e-16,1.9225684282048979e-27,5.2752000827723228e-31,3.5544302512758239e-13,2.6347420972996557e-25,6.7628153660201439e-30,9.0028720574406505e-23,2.0066664087405859e-19,3.1130161523209912e-28,9.2937213313033105e-14,1.0658656190317646e-24,6.9885849573218117e-14,1.1928434118089201e-26,2.6061996276182901e-42,1.5488312667909728e-25,2.1200174310310386e-43,3.7035731663325888e-17,1.4865269002081986e-21,3.1886882420987895e-17,4.2003603632672061e-16,6.3096190823438752e-19,6.4686748708482956e-13,1.9722309820786133e-23,4.4733295492270638e-29,2.98888031534005e-21,2.1764465613745643e-20,2.027495746487413e-18,8.1597136522148299e-20,4.4123796894597635e-26,6.3402480395376435e-29,1.0634711619827987e-26,8.4329360554703768e-36,1.5237548078160829e-36,4.4523312211906743e-36,9.0566999926522187e-59,4.8814329703734353e-51,2.0112115609308375e-24,4.8664882745545215e-21,2.6030640344426949e-21,6.8711760303919284e-26,1.9561347383853195e-34,1.1781537708218005e-21,2.3483336118816763e-25,7.846110578065477e-40,2.2159579273520813e-15,2.5680319160646015e-21,1.6360988892603327e-21,2.5869497159330025e-27,1.3785364902298549e-38,2.4685895041961352e-37,4.1437676329053054e-34,0.88168480800000004,0.0,0.0094599999984171373,0.10884999999747894,1.5153400877039939e-13,1.5399922849945153e-13,2.1861968542711035e-13,2.0609971398197148e-15,1.3546762598515682e-15,6.6129748365990546e-16,6.0222274624447411e-13,4.5871465070785227e-13,2.743581115750819e-15,2.171894222337719e-15,5.540531002329901e-13,1.0576467523435619e-15,8.1196149303959226e-17,2.879010875009331e-14,4.4910487709819227e-16,2.3764002993246833e-14,3.1206232935264178e-14
6.727663605999999e-07,0.006364385055531883,2.1942738762619685e-15,2.6349180590265482e-16,1.0553646327108154e-15,1.977225093533495e-15,9.1108121831569123e-17,0.0,0.0,2.155013981092303e-13,4.0516289948659841e-17,2.0042822264305116e-23,2.9536447434681308e-26,9.0216129094287302e-33,3.2110085513067621e-16,3.4376316300513856e-25,4.6711241649533543e-14,3.0101404748019722e-16,2.7093877459582414e-27,6.3210689375417704e-31,4.8215340768256279e-13,6.2321694625386865e-25,1.0318210387346051e-29,1.5576056529867178e-22,3.4553263664352694e-19,6.1306794480925274e-28,1.2984260733367221e-13,1.9709892756677804e-24,7.4908412288994852e-14,1.6459583930303958e-26,3.6774708549873985e-42,2.7117108604677393e-25,5.3098167180022113e-43,6.4451422597140401e-17,1.8092517036682594e-21,4.102153382429765e-17,5.5896797504196036e-16,9.6087098883426238e-19,8.0495990521891743e-13,2.9682551554408102e-23,6.0830241112023884e-29,5.9444885399383599e-21,3.8305539125804294e-20,2.9270662489665032e-18,9.8112520951060725e-20,7.1561164982613512e-26,8.7831968038922081e-29,1.797957378846288e-26,1.2027481503198184e-35,4.3894112314624105e-36,1.0599923609132358e-35,3.2303278147109389e-58,9.8232351486694682e-51,4.228245641911425e-24,7.4774600465103242e-21,4.7592456527378755e-21,9.2246427790552534e-26,3.1220358099217347e-34,2.0535559434915098e-21,3.5326213845329823e-25,1.326508540217783e-39,3.374811684162848e-15,2.8748955485391269e-21,2.1245106623828656e-21,3.6155807455402591e-27,2.5353907583081424e-38,6.271446008981017e-37,6.2335420495953789e-34,0.88168480800000004,0.0,0.0094599999980696289,0.10884999999687163,1.755935819866774e-13,1.7866172258964086e-13,2.4096607364624137e-13,2.6365505164674778e-15,1.6934125092354888e-15,8.2930500599930954e-16,7.2438871211798127e-13,5.4673954675600493e-13,3.5229928292958619e-15,2.7269249558083734e-15,6.9459822862269593e-13,1.3326845794101302e-15,1.0245034384016578e-16,4.200957223801316e-14,6.7922279133555927e-16,3.4569691743761402e-14,4.4957445970907432e-14
7.814827202799999e-07,0.00636438505553143,2.4542190655746162e-15,3.4479692022432237e-16,1.3637734744861471e-15,2.5886514146079023e-15,1.3570018601693061e-16,0.0,0.0,2.7466897668501123e-13,5.9578666263657036e-17,3.1560973014015261e-23,4.4460271398150417e-26,1.37684394612088e-32,4.5279012151406723e-16,4.8512504293576193e-25,5.385843866993541e-14,4.0139980330310518e-16,3.5534317981677535e-27,7.2916248513996374e-31,6.0881630776882257e-13,1.1911792768895832e-24,1.4455110477335285e-29,2.3685768614020399e-22,5.2371462850330657e-19,1.0281829671218017e-27,1.6644076394011062e-13,3.1260168717771966e-24,7.9429241122865603e-14,2.1093956130133187e-26,4.8254743036466873e-42,4.1480357764611432e-25,1.0625833673635171e-42,9.7226842007949557e-17,2.0937731076790978e-21,4.9784514646013311e-17,6.9752250267119621e-16,1.3175248680665855e-18,9.4903116999498368e-13,4.02936991168432e-23,7.6931948288253413e-29,9.9837484152343898e-21,5.8254695789102567e-20,3.8788783601157715e-18,1.1314716226903672e-19,1.030016622854314e-25,1.1286122793552191e-28,2.68152434421452e-26,1.5745505507455675e-35,9.8307601510249851e-36,2.07811998393978e-35,8.4173593873265476e-58,1.674330650620807e-50,7.4292940850811259e-24,1.0310540271518515e-20,7.4164261009246103e-21,1.1585105459386784e-25,4.521004335687377e-34,3.1026565411300363e-21,4.7941064984756681e-25,1.9784009960746024e-39,4.6269200652119068e-15,3.1530462239092948e-21,2.598101341432795e-21,4.6356177279851099e-27,4.0379134227682279e-38,1.2623578477669355e-36,8.4595420236105458e-34,0.88168480800000004,0.0,0.0094599999977565321,0.10884999999632276,1.9639546984580508e-13,1.9960841862451984e-13,2.6077917183048179e-13,3.189539690955168e-15,2.0084765132264554e-15,9.8630281179985179e-16,8.3001269040481613e-13,6.2150372762216947e-13,4.2722908918115154e-15,3.2433826912309454e-15,8.2005975668210564e-13,1.5898311597408855e-15,1.2232481552194351e-16,5.5851436759356015e-14,9.3082068296168605e-16,4.5809570615717023e-14,5.9362424444484312e-14
8.901990799599999e-07,0.006364385055531075,2.704460158226898e-15,4.3494692248417191e-16,1.7116407620347018e-15,3.2669504679799362e-15,1.9241949840519654e-16,0.0,0.0,3.3994289793749509e-13,8.3491908309153641e-17,4.6932999279404669e-23,6.3677140377041252e-26,1.9772658428677311e-32,6.1394658080778743e-16,6.5800109418912818e-25,6.132869544466166e-14,5.1632715081757107e-16,4.5426434700889536e-27,8.2737377245391304e-31,7.4703964266102118e-13,2.0921496215075143e-24,1.9651031115264929e-29,3.4115201173198324e-22,7.5237216138500456e-19,1.6206489399717122e-27,2.0615273298739788e-13,4.6561749075398024e-24,8.3949091999272958e-14,2.6272791678051438e-26,6.1698244028742809e-42,6.0083600280942613e-25,1.9411635184755433e-42,1.3836520036638486e-16,2.3729400491862979e-21,5.9060772785460635e-17,8.4900502950152951e-16,1.7307430689328327e-18,1.09467190772895e-12,5.2435235320365431e-23,9.4512120207698762e-29,1.5646405836226135e-20,8.3345998305253018e-20,4.9668620358304215e-18,1.2833130840204818e-19,1.4127298112336466e-25,1.4086911254159775e-28,3.8051121927419419e-26,1.9940949404698371e-35,2.0019325462991855e-35,3.7780781975150623e-35,1.9313122457406935e-57,2.6754381099098022e-50,1.2153788587264985e-23,1.3601229583296698e-20,1.080815313502969e-20,1.4176853303902641e-25,6.3221120796244075e-34,4.4225662815170602e-21,6.2390973050243294e-25,2.8073860699472109e-39,6.0770614347227319e-15,3.432890815723543e-21,3.1038148170954118e-21,5.7424006697393473e-27,6.0880272800353955e-38,2.3151495330413789e-36,1.1009357239189303e-33,0.88168480800000004,0.0,0.0094599999974431161,0.1088499999957718,2.1642363664513454e-13,2.1943727625090488e-13,2.8031119822246462e-13,3.7746481665919634e-15,2.3324879288617271e-15,1.1484000467061678e-15,9.3170129393767559e-13,6.9227770783692585e-13,5.0654825035679792e-15,3.7746746246255658e-15,9.4439895043415965e-13,1.8554347615950592e-15,1.428551791035534e-16,7.1467844110629494e-14,1.225885805674868e-15,5.8409174039063367e-14,7.5674206663539251e-14
9.9891543964e-07,0.006364385055530803,2.9453397045968719e-15,5.3360755236814649e-16,2.1003499680850452e-15,4.0096552400829754e-15,2.6274736591085914e-16,0.0,0.0,4.111732329048303e-13,1.1272658855860911e-16,6.6799462174041266e-23,8.7835288852152525e-26,2.7138042718323698e-32,8.0763654825722016e-16,8.6564199592912545e-25,6.911615672797658e-14,6.464452482745243e-16,5.6804645821033227e-27,9.3522390168258769e-31,8.9645975415859434e-13,3.4476729153074521e-24,2.6036511415960365e-29,4.707286159663893e-22,1.0360003394772827e-18,2.4360279804962544e-27,2.4893726521984173e-13,6.6113332396110475e-24,8.8466619052194821e-14,3.2017572115561882e-26,7.7175562906689326e-42,8.3450820470455681e-25,3.3111969018592011e-42,1.8850589027814807e-16,2.64705054435395e-21,6.8850156263659912e-17,1.0135272881418581e-15,2.2004498417186941e-18,1.2417671151671748e-12,6.6082238006956544e-23,1.1352428158064715e-28,2.3250181124250718e-20,1.1383613833096813e-19,6.1923178393871403e-18,1.4365360118808975e-19,1.8679092726814439e-25,1.7197322640175591e-28,5.1979846950683201e-26,2.4639413522732539e-35,3.7874250650944727e-35,6.4833627296674485e-35,4.0615504310448699e-57,4.0745417904746085e-50,1.8826897040109917e-23,1.7348965635442574e-20,1.4975746319399503e-20,1.7001537694464091e-25,8.6057938077372747e-34,6.0351486719080883e-21,7.8667105333618294e-25,3.835058342467142e-39,7.7249672060572916e-15,3.7142674903309763e-21,3.6415330341396872e-21,6.9347819224617832e-27,8.8156286189616044e-38,3.9558695428268941e-36,1.3881429128769732e-33,0.88168480800000004,0.0,0.0094599999971293723,0.1088499999952188,2.3570801005003252e-13,2.3820811780444575e-13,2.9951411628125034e-13,4.3909664679041286e-15,2.6648705811827949e-15,1.3152796060237082e-15,1.0296059173915299e-12,7.5927487128341858e-13,5.9013244681872893e-15,4.3198416369759791e-15,1.0675307122975047e-12,2.128967587011462e-15,1.6400045966401454e-16,8.879618067304593e-14,1.5655978980045497e-15,7.2299738295199086e-14,9.3876788262179712e-14
9.999999999999997e-07,0.006364385055530522,2.9476965397134167e-15,5.3463361406746062e-16,2.1044378628322386e-15,4.0173811653419613e-15,2.6352279601749038e-16,0.0,0.0,4.1191335429646513e-13,1.1304656718430382e-16,6.7022662150214756e-23,8.8103601866154185e-26,2.7218720337287295e-32,8.0974299665925805e-16,8.6789948786190236e-25,6.9195407898461628e-14,6.4782195730696533e-16,5.6926000045777332e-27,9.3633119993014025e-31,8.9800561502088241e-13,3.4640467189170314e-24,2.6106801986398502e-29,4.7215507511293067e-22,1.0391206562471072e-18,2.4454753673989121e-27,2.493794169682719e-13,6.6331433232947727e-24,8.8511671023013801e-14,3.2077821313535873e-26,7.7340656226736936e-42,8.3709674501148694e-25,3.3279571266913773e-42,1.8905352651793818e-16,2.6497605366091931e-21,6.8950399368313189e-17,1.0152345995465116e-15,2.2054197262965469e-18,1.2432415106070999e-12,6.6225897841156022e-23,1.1372101242178587e-28,2.3336934031366453e-20,1.1416806470252507e-19,6.2052394407640432e-18,1.4380711768301588e-19,1.8728295099537443e-25,1.7229960249000944e-28,5.2133430672888018e-26,2.4688931300080569e-35,3.8108639658435502e-35,6.516934634878911e-35,4.090838904048255e-57,4.090871839698782e-50,1.8905066824752623e-23,1.7388651757385991e-20,1.5021321276750855e-20,1.7030895782284622e-25,8.6313239029979648e-34,6.0527823082396584e-21,7.8838677359667938e-25,3.8463899211201788e-39,7.7424012915517828e-15,3.7170817504046531e-21,3.6470580945608862e-21,6.9471042952882767e-27,8.8467880562016524e-38,3.9760004890667938e-36,1.391170459082205e-33,0.88168480800000004,0.0,0.0094599999971262411,0.10884999999521326,2.3589673838590793e-13,2.3839023047576045e-13,2.9970400645034888e-13,4.3972692126788532e-15,2.6682269837801238e-15,1.3169675837065782e-15,1.0305640361954466e-12,7.5992486935387087e-13,5.9098737622535871e-15,4.3253474295019381e-15,1.0687526628839635e-12,2.1317347907873297e-15,1.6421438595777879e-16,8.8977475354036795e-14,1.5692153819042212e-15,7.2444603107327268e-14,9.4067840090566995e-14
1.216348159e-06,0.006364385055530522,3.4001625717100575e-15,7.5520818895943047e-16,3.0054581273515242e-15,5.6790375380735975e-15,4.5048416688711011e-16,0.0,0.0,5.7093017414500925e-13,1.8896583378343765e-16,1.2282321074126239e-22,1.5383964081540337e-25,4.6358649102398987e-32,1.3048112645257528e-15,1.3981559135072404e-24,8.5601239595886678e-14,9.5476131790223497e-16,8.4443539623198774e-27,1.1594820726686365e-30,1.227504530611485e-12,8.1873161618998797e-24,4.3082367791744207e-29,8.1334768147860132e-22,1.7846366772369087e-18,4.9608484564141878e-27,3.4354861248832611e-13,1.1991308025749218e-23,9.7490649144164444e-14,4.5309069440568426e-26,1.1475877562735666e-41,1.4654096624021519e-24,8.256655838061562e-42,3.1825703140281035e-16,3.1811975065259099e-21,8.9966713578136703e-17,1.3820902948063645e-15,3.3087207003631395e-18,1.5398922714267154e-12,9.7812491145362598e-23,1.5566730506241636e-28,4.5606354010867224e-20,1.9167286385673407e-19,9.0601867054833285e-18,1.7467056690069674e-19,3.0125809304522549e-25,2.4404087666063213e-28,8.9176778980543358e-26,3.5677578279866914e-35,1.174949972951424e-34,1.671031648558096e-34,1.4755699461347948e-56,8.5022499037724117e-50,4.0130526787804309e-23,2.621083415796728e-20,2.5745390574747465e-20,2.3356111564461326e-25,1.4996380976240086e-33,1.0223661540704135e-20,1.1669840740534928e-24,6.5795172458638825e-39,1.1611929395234485e-14,4.2810395288646927e-21,4.8124159414539891e-21,9.5714638673670191e-27,1.6938143272253776e-37,9.9505572714807614e-36,2.0592407709718947e-33,0.88168480800000004,0.0,0.0094599999965008941,0.10884999999410687,2.7215611592345216e-13,2.7279355824228553e-13,3.3690748533015792e-13,5.7137852990881267e-15,3.3528090518681712e-15,1.6623021951765672e-15,1.2146318375094583e-12,8.8271794372635904e-13,7.6962491969289106e-15,5.4485737098714743e-15,1.3097739532278759e-12,2.6980190721865573e-15,2.0799592542382523e-16,1.2835388661999194e-13,2.3832002464085755e-15,1.0370274165448418e-13,1.3587901394755581e-13
1.43378087836e-06,0.006364385055530573,3.8217246153775276e-15,1.0071480379446095e-15,4.0890151275801033e-15,7.5787072453851307e-15,7.1170658147959985e-16,0.0,0.0,7.5281811802836735e-13,2.9183952050362479e-16,2.0548130602901999e-22,2.4844825858471793e-25,7.2236383459273464e-32,1.9685673799015127e-15,2.1084111873227741e-24,1.0326597022440761e-13,1.3312213782328602e-15,1.1925677311609295e-26,1.3992819810241013e-30,1.5992538661335638e-12,1.6952591904462317e-23,6.708283349688404e-29,1.279752559712058e-21,2.8021221037150788e-18,9.0985716883617216e-27,4.4988144885966632e-13,1.9651803055146621e-23,1.0649252923231907e-13,6.1210190791030755e-26,1.6205511531898814e-41,2.3484303590392443e-24,1.7702472233861848e-41,4.9131853179023604e-16,3.698275036487809e-21,1.1313025369653397e-16,1.8039695923372971e-15,4.6408664959077801e-18,1.8425780866721078e-12,1.3533601656253924e-22,2.0301602552355022e-28,7.9727891589657283e-20,2.9287732623811382e-19,1.2491000430422188e-17,2.0611648509821876e-19,4.4991979620635041e-25,3.3038203576767223e-28,1.410395172901427e-25,4.9172048633294182e-35,3.0543244876382861e-34,3.7511495847377735e-34,4.3066207372967232e-56,1.6010721992650768e-49,7.5992285833820731e-23,3.6884583709758169e-20,3.9906196889768203e-20,3.0661207039801605e-25,2.4562304808170623e-33,1.5836878087404323e-20,1.6204996969566555e-24,1.0406129839371961e-38,1.6282633065113703e-14,4.8522201983579629e-21,6.109538068839008e-21,1.2534713632717725e-26,2.9950391835623867e-37,2.1451580991415198e-35,2.8595125362597082e-33,0.88168480800000004,0.0,0.0094599999958710768,0.10884999999298747,3.0595639238430136e-13,3.0378351945076345e-13,3.7293666799766219e-13,7.1512378199524453e-15,4.0686498698817312e-15,2.0253294375962101e-15,1.3861928349716617e-12,9.9332799369610464e-13,9.6478241727678012e-15,6.6235144492412083e-15,1.5460390384488888e-12,3.293587293789409e-15,2.5404736994817306e-16,1.7406871740413047e-13,3.3917431976986174e-15,1.3953673838332917e-13,1.8521100848068672e-13
