Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72)
1e-12,0.006364385055535692,1.834462771698503e-22,6.0669049564155908e-29,9.0848810984454282e-27,2.9912263328086152e-28,1.7960103760710549e-33,0.0,0.0,1.4615355157000249e-20,7.0697265695258638e-30,8.2553024317983104e-43,2.4373035787467987e-43,1.4023726106302564e-57,1.6864701967142331e-32,6.0961132706767091e-43,1.6672583538396775e-24,1.7800815195397424e-32,1.1274421308969167e-38,7.4237233868534112e-45,6.5644112181455995e-24,4.0384715323598454e-53,7.0042152360220119e-40,6.1998908829622612e-43,1.463813100631694e-35,2.9137118858629502e-52,9.9079997591388697e-30,4.9280510698435855e-45,1.3057325741739671e-18,9.3651314251854106e-42,3.0026977003527059e-57,3.1597815891222163e-42,2.0926604982731504e-66,1.117764391138258e-38,1.7627398682863916e-33,9.2004638373579852e-28,9.0450828132334467e-27,1.9482203255745107e-29,2.1889753532390741e-23,1.631531172883444e-39,9.3301361583463831e-44,1.6735100406131277e-37,3.340390289201727e-36,3.166318394755513e-32,6.5662810773865539e-28,5.7893996214236104e-44,4.4274094732508257e-48,1.7258583357494166e-47,6.6233459653478358e-60,1.3060234444064064e-62,6.666670233331909e-57,1.1820831214089561e-94,5.9615971061433351e-82,8.8173558314266364e-48,7.4625072659876023e-36,6.7469827534655395e-42,1.6351442475387795e-40,1.0233904513440088e-50,9.0990599846547646e-42,2.0454502033616962e-45,5.7791933495029477e-61,1.7401674368132294e-31,8.9771335808923494e-28,4.4235870515239245e-32,3.9195056047944373e-45,9.1227134693808261e-61,8.9850623614111064e-70,2.5716435579811849e-55,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.5406506070798521e-18,1.3057193951935125e-18,1.5406815270483034e-18,6.5966980196951683e-21,5.4655243609276828e-21,2.732763586791102e-21,3.9242760470248172e-23,3.3966091304182445e-23,5.7919561945852182e-25,4.8517389007143028e-25,9.5697113475363611e-24,2.3988637642533118e-25,1.5323950181788807e-27,1.8690167688534036e-25,4.612462011910211e-27,1.4065475517174275e-25,2.1496779059653892e-25
1.023e-12,0.006364385055535692,1.8766608800764855e-22,6.2768326957838726e-29,9.4018725980596952e-27,3.0955691087804746e-28,1.8695187710514102e-33,0.0,0.0,1.4951440162773924e-20,7.3163157421467812e-30,8.5936234431555555e-43,2.5370437428241688e-43,1.4661623973716778e-57,1.7554941392411349e-32,6.3459642513982287e-43,1.7254101324892059e-24,1.8529265959987705e-32,1.1667655603552378e-38,7.7275124646425867e-45,6.7933690761891747e-24,4.2222358514408495e-53,7.2484335284663224e-40,6.4724984150161809e-43,1.5237157160775368e-35,3.0418434629381022e-52,1.0313458136735313e-29,5.1311053564740543e-45,1.3357555787030964e-18,9.7483731459079759e-42,3.1255730321640017e-57,3.2890872813233098e-42,2.184674084246038e-66,1.1669123491457998e-38,1.8347754649771487e-33,9.521363743610745e-28,9.3606857773852332e-27,2.016168843215563e-29,2.2653238885141168e-23,1.6982972903476902e-39,9.7119439546611061e-44,1.7419928683900187e-37,3.4770844925470413e-36,3.2958777792626653e-32,6.7952440079800846e-28,6.0263466229177107e-44,4.6220812465999695e-48,1.801744042554502e-47,6.9247084646984288e-60,1.365171765538008e-62,6.9598003052915306e-57,1.2367767051848814e-94,6.237421372666999e-82,9.2051020911363113e-48,7.7678842692262769e-36,7.043644297243964e-42,1.7020680795623077e-40,1.0683752689444543e-50,9.4989034690847503e-42,2.135394431862015e-45,6.0395768913614942e-61,1.8113791184995407e-31,9.2890189681176264e-28,4.5778763406212265e-32,4.0917386115315921e-45,9.5376093696750695e-61,9.4007849806536291e-70,2.6885140785087726e-55,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.5760749641675088e-18,1.3357419400606128e-18,1.576106962579499e-18,6.7483718048437611e-21,5.5911896308530355e-21,2.7955962708019245e-21,4.0611492627089258e-23,3.5150780125242172e-23,5.9939678062002938e-25,5.0209578615333994e-25,9.9034905983107911e-24,2.4825312122905258e-25,1.5858564880262391e-27,1.9342056335002128e-25,4.7733367700631976e-27,1.4556061105013631e-25,2.2246559396593506e-25
2.047e-12,0.006364385055535692,3.7576840961701761e-22,2.48399143078011e-28,3.770884268831981e-26,1.2397411421828906e-27,1.4995685088694978e-32,0.0,0.0,2.9918170734900853e-20,2.92847008508006e-29,7.0150102816594249e-42,2.0308661517854222e-42,4.6166715266515174e-56,1.4078182058830455e-31,5.184617791340802e-42,6.9051827661925687e-24,1.4832342770375924e-31,4.6692710237700752e-38,6.1838286159285004e-44,2.7187304450732559e-23,1.355389849711775e-51,2.8953939421738246e-39,1.0361727963677829e-41,1.2197009803266311e-34,4.8874243512867436e-51,8.2557315730631596e-29,4.487882922554713e-44,2.6723970987494826e-18,7.8030561783054298e-41,2.5014042834440012e-56,2.6328767819595204e-41,3.4972680067157648e-65,1.8682666419104701e-37,1.4420512782638925e-32,3.8104883452806298e-27,3.7543718911560496e-26,8.0668537686408411e-29,9.0659143971580083e-23,1.3594745230880822e-38,7.7733916879465853e-43,1.3941333976071868e-36,2.7827025401953327e-35,2.6345332990099154e-31,2.715343171154613e-27,4.8325650954582561e-43,7.399172340005112e-47,2.8845833171207391e-46,2.2170911361257972e-58,4.0693717056243919e-61,1.1140068649599386e-55,7.9522986448965647e-93,3.9939695537499033e-80,1.4777275379530554e-46,6.2163643254584803e-35,1.1274459442422965e-40,1.3651106697056007e-39,1.6958666335620897e-49,1.4951246450087895e-40,3.4252444935683465e-44,1.3323503715523252e-59,1.4499714279630135e-30,3.6356519693827982e-27,1.832117187934558e-31,6.436833563721586e-44,2.9740780570724293e-59,6.0344609418519332e-68,8.0581213255698362e-54,0.88168480800000004,0.0,0.0094599999999999945,0.10885,3.1531654771562616e-18,2.672342518576374e-18,3.1532935335350411e-18,1.350024642161428e-20,1.1185256841244067e-20,5.592634243250139e-21,1.6252678248107264e-22,1.4067268382137513e-22,2.398527964546303e-24,2.0091857021240387e-24,3.9634504210114716e-23,9.9340047667474151e-25,6.3560175446748544e-27,7.7408057195003896e-25,1.9101871037629531e-26,5.8254334838005769e-25,8.9032568004436615e-25
4.095e-12,0.006364385055535692,7.5288898891149227e-22,9.8892685201975808e-28,1.5148899071936647e-25,4.9671724402118484e-27,1.2046005608037684e-31,0.0,0.0,5.9866197759466051e-20,1.1720208717210078e-28,5.8320167661616866e-41,1.6251665835193513e-41,1.4302371143458778e-54,1.1304813377620985e-30,4.3151183646840512e-41,2.7627317836661181e-23,1.1869243398750261e-30,1.868003059224921e-37,4.945420523750401e-43,1.0877420304792479e-22,4.3555337835831849e-50,1.1540823359558563e-38,1.6580741869137557e-40,9.760283458125267e-34,7.8764482151421598e-50,6.6064519002045621e-28,4.2008263153730933e-43,5.3455407239899798e-18,6.2436725641192158e-40,2.0007936723720638e-55,2.1069343877682261e-40,5.595833154950459e-64,2.9901392048008051e-36,1.113483500745885e-31,1.5245493173871981e-26,1.5082600391184308e-25,3.2259430739427858e-28,3.6272050796731314e-22,1.0879172986812544e-37,6.2191286222280453e-42,1.1151428688388049e-35,2.2257692267206875e-34,2.1022364456694871e-30,1.0830900624265221e-26,3.880884740009147e-42,1.1839288120115398e-45,4.6165162766266545e-45,7.0950341929342429e-57,1.2538128851140255e-59,1.7820562249194857e-54,5.1291045498908966e-91,2.556075613558205e-78,2.3762002061052226e-45,4.9718057825144682e-34,1.8036144874969641e-39,1.0963597558852955e-38,2.6683682342053945e-48,2.3148418000709687e-39,5.5013337354697327e-43,2.6261007610117444e-58,1.1602987532204681e-29,1.3929926784983676e-26,7.3304294357955947e-31,9.9549062241407912e-43,9.0381764596606662e-58,3.8782859441002313e-66,2.287330928201487e-52,0.88168480800000004,0.0,0.0094599999999999893,0.10885,6.3070926388676116e-18,5.3453223704107285e-18,6.3076049628394661e-18,2.7000373021525965e-20,2.2370315985783823e-20,1.1185181274061541e-20,6.5024165741231473e-22,5.6280411324642043e-22,9.5940824189989865e-24,8.0368336584974279e-24,1.5857750511639194e-22,3.9735763052029715e-24,2.5504780116624946e-26,3.0970705202190025e-24,7.6415501610730798e-26,2.3307456508848755e-24,3.5622046978665614e-24
8.191e-12,0.006364385055535692,1.5107932426328721e-21,3.9518196004514888e-27,6.1040347097600821e-25,1.9926557157956632e-26,9.7036760133371398e-31,0.0,0.0,1.1982051054957552e-19,4.6913043765156948e-28,5.0178757832006169e-40,1.3002907198724761e-40,4.3012812979722764e-53,9.1011665481419279e-30,3.7141768838242153e-40,1.1051852779047905e-22,9.4964275970254581e-30,7.4714090158170156e-37,3.951899690792635e-42,4.3512566849293767e-22,1.4031644909278845e-48,4.5822756508271925e-38,2.6522464215780865e-39,7.8089241943507821e-33,1.2769863402691517e-48,5.2857225709536414e-27,4.3376609346556098e-42,1.0691270372602077e-17,4.9946097237623642e-39,1.5993692741392134e-54,1.6857866788024359e-39,8.949584672743498e-63,4.7847895443640247e-35,8.3228991459952083e-31,6.0986320770964333e-26,6.0773266041904903e-25,1.2892325693510271e-27,1.4509831876367028e-21,8.7047389252349031e-37,4.9736844236128657e-41,8.9144337853852356e-35,1.779171206962124e-33,1.6724679300123673e-29,4.3064955318196287e-26,3.1270159673277832e-41,1.8935503766873355e-44,7.3865776397672727e-44,2.2694760539241628e-55,3.9317472903797565e-58,2.8487546200801379e-53,3.3311462328305609e-89,1.6349604843066744e-76,3.8339275694366017e-44,3.9735662862533252e-33,2.8834091238402149e-38,8.8279889006697061e-38,4.1293356766123375e-47,3.4777780165977271e-38,8.8579204768094237e-42,4.7480467435705826e-57,9.2832757046332943e-29,5.1339597606946688e-26,2.9325854279296462e-30,1.4923129180048129e-41,2.6183038940104283e-56,2.4990699860995697e-64,5.9729910756805088e-51,0.88168480800000004,0.0,0.0094599999999999771,0.10885,1.2613931699259986e-17,1.0690397038524147e-17,1.2615980977253749e-17,5.3986149118661358e-20,4.4728143909973152e-20,2.236416496825726e-20,2.6010204634774426e-21,2.2512385683000173e-21,3.8361017337874181e-23,3.2135430781082161e-23,6.343766032100662e-22,1.5887856374104499e-23,1.0262397099172575e-25,1.2389398634480751e-23,3.0560603416857163e-25,9.3238962210298897e-24,1.4250434045239074e-23
1e-11,0.006364385055535692,1.848756420721147e-21,6.5777194427272099e-27,1.0210295899964662e-24,3.3226178828803956e-26,2.489216665975829e-30,0.0,0.0,1.4635080775513679e-19,7.8040556559265553e-28,1.402960236572831e-39,3.3102535471365725e-40,3.0492570388896096e-52,2.3333204977053598e-29,1.0353525440115051e-39,1.8373153751735863e-22,2.4175585474759798e-29,1.2418594224591759e-36,1.0043436488317358e-41,7.2336130512603557e-22,1.1114368307446717e-47,7.5582535902509239e-38,1.1430442974045977e-38,1.9879077208845567e-32,5.6157578760515001e-48,1.3456109862772774e-26,1.450010921495111e-41,1.3051721531552397e-17,1.2711978257185328e-38,4.0664970038074313e-54,4.2917982141145897e-39,3.8559791162719183e-62,2.0633674146649575e-34,1.946978848101108e-30,1.0138537295327824e-25,1.0165567111574372e-24,2.1410777557371958e-27,2.4121511622746309e-21,2.2161691012493129e-36,1.2654164615637311e-40,2.2666907035681303e-34,4.5235637205431331e-33,4.2246607822004383e-29,7.1137792084519104e-26,8.0381900412811166e-41,8.1588698479447095e-44,3.1848373880412064e-43,1.7788093465887107e-54,3.0520278082955557e-57,1.2264568982164139e-52,5.1039889939468376e-88,2.4348368056622496e-75,1.67191818984842e-43,1.0100539106127079e-32,1.2415119369878132e-37,2.2632270252891736e-37,1.6893197815667544e-46,1.366529902992047e-37,3.8508364191922872e-41,2.1630023225832599e-56,2.3632514678298709e-28,7.9106259421079624e-26,4.8755659830254411e-30,5.8430999187463458e-41,1.7429130336775015e-55,3.7646908030324909e-63,3.555720061949109e-50,0.88168480800000004,0.0,0.0094599999999999719,0.10885,1.5398453193913717e-17,1.3050269928115104e-17,1.5401859681572511e-17,6.5891663721983992e-20,5.4591650197663593e-20,2.7295979518093632e-20,4.3237770543395859e-21,3.742277837189364e-21,6.3740596797956415e-23,5.3397800364225032e-23,1.0546432090684844e-21,2.6399045578258344e-23,1.7165738952854937e-25,2.0596896759008557e-23,5.0791088883691811e-25,1.5500746947658951e-23,2.3691380749748708e-23
1.6383e-11,0.006364385055535692,3.0412489390945339e-21,1.5843125022188752e-26,2.4699110259873907e-24,8.0153478510958955e-26,7.8484281527699767e-30,0.0,0.0,2.3996213283147583e-19,1.878730132562225e-27,4.5827198151396786e-39,1.0402344606521159e-39,1.2290771592088426e-51,7.3550508068122188e-29,3.3780259456037869e-39,4.4206135569683469e-22,7.5970535576240277e-29,2.9874582719676977e-36,3.1537233823088103e-41,1.7403917466014714e-21,4.538004766667263e-47,1.8058898801606188e-37,4.2404035342427692e-38,6.24682351367174e-32,2.0924977728400157e-47,4.2285066238494992e-26,5.0357990571018623e-41,2.1380499722586054e-17,3.9942472092917075e-38,1.2771680142819163e-53,1.3487028523621207e-38,1.4303847995515407e-61,7.6555968461955591e-34,5.880123935188243e-30,2.4393216680607499e-25,2.459079605498581e-24,5.1467868904541171e-27,5.8036023408892764e-21,6.9644126155096354e-36,3.9754499090867834e-40,7.1192079372132236e-34,1.4207066989856324e-32,1.3229993549207871e-28,1.7019191982329102e-25,2.5367114371874876e-40,3.0265853919274614e-43,1.1816105790696575e-42,7.2545050315284217e-54,1.2433707855228181e-56,4.5487975877234405e-52,2.1937870203425505e-87,1.0449191727392034e-74,6.2184399356920219e-43,3.1719371338992819e-32,4.6047461271735503e-37,7.1340245858880225e-37,6.1930086723124325e-46,4.9611648741384837e-37,1.431290287765381e-40,8.1197549973360734e-56,7.426335623103847e-28,1.7708005840372773e-25,1.1731312187103078e-29,2.1194715963927769e-40,6.9688668857596619e-55,1.616649568066047e-62,1.3994415999933791e-49,0.88168480800000004,0.0,0.0094599999999999528,0.10885,2.5223550319604572e-17,2.1377007713775184e-17,2.5231745679177059e-17,1.078999001581412e-19,8.9394724069597266e-20,4.469773312318236e-20,1.0402469878813359e-20,9.0033633282455785e-21,1.5329165024942397e-22,1.28421407356597e-22,2.5375408017684746e-21,6.3487448392030537e-23,4.1523965073393633e-25,4.955679754887089e-23,1.2217372500022328e-24,3.7295571816687849e-23,5.7003466330116299e-23
3.2767e-11,0.006364385055535692,6.1607075856376474e-21,6.3792963146675844e-26,1.0034543852877518e-23,3.2415879255770659e-25,6.3735623683218146e-29,0.0,0.0,4.8117705780077949e-19,7.5318473592534586e-27,4.5869476973950404e-38,8.3205987690979004e-39,3.2464213091525309e-50,5.967301960890443e-28,3.3217933994070378e-38,1.7679698965051209e-21,6.0768053596327802e-28,1.1939275206696154e-35,2.5103054499685376e-40,6.9599966128642665e-21,1.4738420772043802e-45,7.0156337550352969e-37,6.773624830377877e-37,4.9963814277717441e-31,3.4887518667718092e-46,3.3823037005703376e-25,6.5382732837196223e-40,4.2750042314096919e-17,3.1927293492717814e-37,1.0178680821838411e-52,1.0789560703768363e-37,2.2833961413907085e-60,1.2247239609799292e-32,3.8052832490978248e-29,9.7552803787599688e-25,9.990049266326858e-24,2.0504425956862517e-26,2.3209489257982183e-20,5.5718232342761269e-35,3.1744137120205104e-39,5.6750746965518652e-33,1.1322492766077358e-31,1.0350835775424337e-27,6.6470318253688199e-25,2.0852104111750593e-39,4.8320618496668387e-42,1.8895707818471043e-41,2.3161559277308994e-52,3.9429560853765288e-55,7.2478682876185002e-51,1.4838345514038646e-85,6.6680502798372243e-73,1.0149924761946176e-41,2.5262547088834042e-31,7.3389702480078864e-36,5.7833029243689332e-36,8.7754290535582013e-45,6.5361128903226878e-36,2.3200501993688141e-39,1.3446757445471219e-54,5.9399325417094679e-27,5.5252029568881111e-25,4.6927906559948388e-29,2.7678678854943797e-39,1.6181621195871535e-53,1.0500375488281605e-60,2.9238379716623456e-48,0.88168480800000004,0.0,0.009459999999999906,0.10885,5.0426561962497453e-17,4.2736086260398963e-17,5.0459326174648391e-17,2.1549705249846264e-19,1.7853226541129907e-19,8.9267609192438548e-20,4.159290975712627e-20,3.599720156675136e-20,6.1189079255848106e-22,5.1267546622313495e-22,1.0149442223868359e-20,2.5341468751218257e-22,1.6985049437111097e-24,1.9820139444797675e-22,4.8809908200405537e-24,1.4916756736586244e-22,2.2800534652483864e-22
6.5535e-11,0.006364385055535693,1.2633482346938926e-20,2.5879925831262214e-25,4.081878689595383e-23,1.3248999524710505e-24,5.1841449260140806e-28,0.0,0.0,9.6733117383826758e-19,3.0261262350934667e-26,5.1607037102983802e-37,6.6530284295767209e-38,7.7516570705875662e-49,4.8481025030435798e-27,3.573320873770759e-37,7.0693295488575525e-21,4.8598267117457978e-27,4.7662483120313008e-35,1.9881385556201576e-39,2.7826063918445095e-20,4.7975642595989444e-44,2.6528404878147276e-36,1.0802018087347939e-35,3.9951536559300261e-30,5.9749365627810051e-45,2.7048859215510385e-24,9.2474835839129861e-39,8.5453492485264683e-17,2.5497763175444604e-36,8.0799498107123699e-52,8.6310472712093076e-37,3.6366204062810397e-59,1.9588895190703364e-31,2.1937705518606856e-28,3.9003168281189084e-24,4.063168392046223e-23,8.1359052324067648e-26,9.2794069596023046e-20,4.4575111069848833e-34,2.529918517506539e-38,4.5076673950489161e-32,8.9891416791080606e-31,7.9299706269093359e-27,2.538289990832051e-24,1.7571438139521593e-38,7.6974653855187824e-41,3.0199072138892267e-40,7.377565678966192e-51,1.2483205762697829e-53,1.1500227285949276e-49,1.0526410073093228e-83,4.2425621177463373e-71,1.6666150586420744e-40,2.0030121250441464e-30,1.1650987268912176e-34,4.687434734612635e-35,1.1304381417774668e-43,7.7790046939830923e-35,3.7606630873735683e-38,2.1878721676138955e-53,4.7498577753361578e-26,1.519985282648561e-24,1.8771688704025015e-28,3.2372348198639362e-38,3.1085024269539063e-52,6.832422009643082e-59,5.534408550318389e-47,0.88168480800000004,0.0,0.0094599999999998123,0.10885,1.0076778193728585e-16,8.5397766699588791e-17,1.0089869473023161e-16,4.2977674696548995e-19,3.5603030444442424e-19,1.7802099490676e-19,1.6622789148037845e-19,1.4385190879997048e-19,2.4372972361359262e-21,2.0425652595854962e-21,4.0590010533607788e-20,1.0093547381278961e-21,7.090201724408815e-24,7.925608857947702e-22,1.9475609480356928e-23,5.965236547638463e-22,9.1190877016791001e-22
9.999999999999999e-11,0.006364385055535695,1.9932017521353422e-20,6.8260967168884788e-25,1.0642827779122601e-22,3.5337514784215129e-24,2.458283520966465e-27,0.0,0.0,1.4864863196468789e-18,7.8565009509357071e-26,3.6791545262435425e-36,3.1100412448302687e-37,9.1748203738427205e-48,2.2939853837114474e-26,2.3508696967088119e-36,1.8211403938981833e-20,2.2735924828971615e-26,1.2240445088215689e-34,9.1422564589129062e-39,7.1666813020540005e-20,8.4294530712225206e-43,6.2848081161602721e-36,9.54129484081714e-35,1.868546849091396e-29,5.8961974568070582e-44,1.2653900926196792e-23,7.6970540343821761e-38,1.3029364564752491e-16,1.1898920660535845e-35,3.7285909794105059e-51,4.0397959236261786e-36,3.2043690762501951e-58,1.7399667604813228e-30,6.9260139311544999e-28,1.0046034113399124e-23,1.0590938760833561e-22,2.0700145698875431e-25,2.390044674704881e-19,2.0864576572419269e-33,1.1762805576048423e-37,2.0834000281814246e-31,4.1512010147622201e-30,3.4504846451951499e-26,6.0950675766878891e-24,8.9695893186731063e-38,6.7852277373747116e-40,2.6784061885537644e-39,1.2651028791190641e-49,2.1233686046932752e-52,1.0062778729223522e-48,4.2837284013683661e-82,1.431387739978753e-69,1.5273324906559381e-39,9.2282247338824266e-30,1.0204961384871838e-33,2.2085797524089492e-34,7.1764836715972697e-43,4.7771110267433736e-34,3.3663632847367199e-37,1.9571709172674667e-52,2.2217195009109561e-25,2.663872829255115e-24,4.8384062857701958e-28,1.9263899117092823e-37,2.6829900426099312e-51,2.3658422418577191e-57,5.3808010925889622e-46,0.88168480800000004,0.0,0.0094599999999997134,0.10885,1.5358018647056227e-16,1.3015041785902561e-16,1.5391702684507724e-16,6.5325782046376867e-19,5.4110863896591766e-19,2.7056911342480039e-19,4.278708721164797e-19,3.7022273112391298e-19,6.2397686822166723e-21,5.2311263269491702e-21,1.0459343678825754e-19,2.5838579822710474e-21,1.9490161151064595e-23,2.0419047804409905e-21,4.9999754740195784e-23,1.5370044849500958e-21,2.3500927600726464e-21
1.31071e-10,0.006364385055535695,2.6511816923768421e-20,1.064684627557489e-24,1.6557676151694784e-22,5.5250825610504658e-24,4.2071206189014924e-27,0.0,0.0,1.9545167718569288e-18,1.2211196230086565e-25,6.530748542974865e-36,5.3140298386089854e-37,1.6747304637636268e-47,3.9249988922009785e-26,4.1480902700309182e-36,2.8256243439215451e-20,3.8851643517505597e-26,1.8978607514817322e-34,1.5591860328728927e-38,1.1119026914562899e-19,1.559628970157085e-42,9.5591115016332e-36,1.7169167221488276e-34,3.1929129371163084e-29,1.0673102310607589e-43,2.1623169610640383e-23,1.3802445290981993e-37,1.7071808780346832e-16,2.0327391975814692e-35,6.3615762765060938e-51,6.9036570049148655e-36,5.7653326132823729e-58,3.1319888579776744e-30,1.119224152546868e-27,1.5586541345981212e-23,1.6475875744109101e-22,3.2027101031347444e-25,3.7081654558908688e-19,3.5655928119684959e-33,2.0086468242404291e-37,3.5552569529592734e-31,7.0832133350442563e-30,5.8462715790697633e-26,9.3015853880944414e-24,1.5471776879305186e-37,1.2208324105534419e-39,4.820800065828647e-39,2.3391121094976182e-49,3.9250958367808111e-52,1.8097835792781661e-48,8.0507112618095602e-82,2.6835694313547835e-69,2.7540090659776812e-39,1.5741922136151809e-29,1.8354608059646711e-33,3.7770826690833599e-34,1.2627134495825654e-42,8.3824924637742324e-34,6.0621856361447059e-37,3.5243643006542165e-52,3.7964406243421863e-25,3.6951140873607944e-24,7.50803076663164e-28,3.3712310153773491e-37,4.8215293063019295e-51,4.4371082350144005e-57,9.7327787493751921e-46,0.88168480800000004,0.0,0.009459999999999625,0.10885,2.0119179886729612e-16,1.7049597492198402e-16,2.0171428775151474e-16,8.5473121186562628e-19,7.0796106699195354e-19,3.5400339720469396e-19,6.6374811138368722e-19,5.7430129837843852e-19,9.6677852294725811e-21,8.1056883732006356e-21,1.6229401584405975e-19,4.0033093183735248e-21,3.0669013300944822e-23,3.1682173918018706e-21,7.7517982431141778e-23,2.3848698519809089e-21,3.6466491143546741e-21
2.62143e-10,0.006364385055535697,5.7978587848632934e-20,4.4946359500848683e-24,6.6818272552549753e-22,2.389580811728577e-23,3.3978565482930754e-26,0.0,0.0,3.9882393267734492e-18,4.9695916454498373e-25,9.0543465494403416e-35,4.2316039505658602e-36,3.3816219907616163e-46,3.1515668829701958e-25,4.9838017826919629e-35,1.1285529928832993e-19,3.1037794652567417e-25,7.511031920158342e-34,1.1998869286194386e-37,4.438461230516873e-19,5.051050127570863e-41,3.1854002525782251e-35,2.7111377419444225e-33,2.5491703174049705e-28,2.0374457024417287e-42,1.727286563969154e-22,2.1184055741933925e-36,3.4067993290155318e-16,1.6149276083323582e-34,4.9240741071265202e-50,5.5209081647874655e-35,9.0584730929771126e-57,5.0039680507124355e-29,5.1569984051484316e-27,6.2227904730486707e-23,6.6439817036284722e-22,1.2414574670978614e-24,1.4803777413607576e-18,2.8508453446528548e-32,1.582905024537265e-36,2.7659919653393608e-30,5.5004703713006153e-29,4.037953562839384e-25,3.1782768110117221e-23,1.4614410119006923e-36,1.9195091991731045e-38,7.6777846562044842e-38,7.348764884856739e-48,1.2155954381866715e-50,2.802718600587284e-47,6.7879929496768595e-80,1.6779332166280189e-67,4.6061233633012848e-38,1.2160673980903289e-28,2.8485129050670306e-32,3.0077293471404279e-33,1.1726245994330945e-41,8.470419595802219e-33,9.6601753748782307e-36,5.6386610732844362e-51,3.0316102206201376e-24,8.1898339096094843e-24,3.001612573117136e-27,3.1918235034844765e-36,6.2223714017317341e-50,2.8684926703697567e-55,1.6244037428408261e-44,0.88168480800000004,0.0,0.0094599999999992503,0.10885,4.0101242400505617e-16,3.3979777219261894e-16,4.0309310369729624e-16,1.6906362557791367e-18,1.399894879367053e-18,7.0003483845765922e-19,2.6456976795293714e-18,2.2883736542657613e-18,3.8034465551695673e-20,3.1917038897065867e-20,6.4864027552621834e-19,1.5746728533493921e-20,1.4021097586062666e-22,1.2656649298877717e-20,3.0705947953769804e-22,9.5296693772907237e-21,1.4578599120606775e-20
5.24287e-10,0.0063643850555357,1.3558612809628128e-19,1.9850840828918264e-23,2.6821646907977407e-21,1.0981771966824629e-22,2.7299078521827784e-25,0.0,0.0,8.2918233989764257e-18,2.0556252906239538e-24,1.3229551853043265e-33,3.3434165390769968e-35,6.7277464842792091e-45,2.5008615469924117e-24,5.8618656651580022e-34,4.5006595697737277e-19,2.4760670400624907e-24,2.9312225600928098e-33,8.9154633788273396e-37,1.7680996450291185e-18,1.8910774056672039e-39,9.5238769986891557e-35,4.2265965064064007e-32,2.0311054494183534e-27,4.6013234545712964e-41,1.3777267676338468e-21,3.2828774288127476e-35,6.7834914774884196e-16,1.2742006980424499e-33,3.6813854975535548e-49,4.4133818802765933e-34,1.3990226098866923e-55,7.9832832062854757e-28,2.215751700574883e-26,2.4796898337135639e-22,2.6633888788771886e-21,4.6737612926148455e-24,5.8984886945195662e-18,2.2762269512935938e-31,1.2293446433663208e-35,2.0970902712458179e-29,4.1548808419225348e-28,2.5292949065282071e-24,9.7810417275535438e-23,1.5191814511114085e-35,2.9669465505871285e-37,1.2170813035805478e-36,2.2675790779120427e-46,3.6543784059624981e-49,4.2098579426387729e-46,8.1651478385854323e-78,1.0260694102584634e-65,8.0684744439306907e-37,9.0908000538109395e-28,4.296637178757659e-31,2.3503608063799009e-32,8.8575713873543778e-41,8.4911937819045828e-32,1.5110410729507003e-34,8.9588404393854867e-50,2.4164483478875916e-23,1.7178078975889119e-23,1.1983181837204512e-26,2.8421251599186856e-35,7.2198107952833419e-49,1.8882136009798481e-53,2.6022910031902329e-43,0.88168480800000004,0.0,0.0094599999999985009,0.10884999999999996,7.9659369860618101e-16,6.7487018645114486e-16,8.0484292171958557e-16,3.3095711330330832e-18,2.7385787761311024e-18,1.3696067427878713e-18,1.0509087951629767e-17,9.0835355969415403e-18,1.4727191171444026e-19,1.2379333247092958e-19,2.5902651377436934e-18,6.0953833866953704e-20,6.8744299260260922e-22,5.0498761298272777e-20,1.2051518957028079e-21,3.8041584588133924e-20,5.8251115218173177e-20
