Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016)
2.62143e-10,0.001941293117635974,7.0725404468466642e-29,8.4579429458748447e-33,1.8362941128090356e-29,1.1701644244214696e-32,1.871857181613341e-32,0.0,0.0,3.6460448030445012e-22,4.2727411127316072e-30,2.7243053880357311e-39,6.1611000862827227e-41,2.9510190763632569e-43,3.459609973727351e-61,1.2605510541408324e-52,4.0454549681758275e-39,3.2565516202983689e-22,1.8381112602238799e-29,6.8003133777434823e-80,1.1508656837204493e-80,1.2034093988147999e-51,1.2834382899529883e-50,3.2954169797275835e-39,4.2679378543048466e-39,7.9330545202138526e-33,1.8684387896787115e-51,1.7330959600632303e-47,4.6848505691825066e-27,2.4729379386467165e-31,6.5312858166020721e-24,3.8758240903281142e-39,5.6123931733232563e-51,8.3687780383555866e-50,2.4086301157756557e-36,2.0761260310944029e-62,8.3597049141131391e-53,2.7779946384138545e-24,1.1217191941887177e-31,1.7143487292255766e-36,1.1720395035647853e-39,1.4838593526237389e-25,1.6564462748382866e-65,6.4581704715818361e-49,4.0960621444976745e-46,1.9524544542540512e-38,1.2004174330313777e-35,4.3823741602718492e-49,2.0209695258533117e-52,1.3870486253071263e-50,8.8485031197274205e-75,4.0978529408475252e-71,3.3112989147443043e-112,3.2220534338356799e-99,2.5761828056760161e-46,1.5293311187448806e-44,1.3215890071020205e-47,1.1484072327560644e-59,1.8553001524518485e-44,9.9367536985709064e-53,6.672270398448445e-66,1.1859041805051868e-31,1.6519241403182159e-37,1.6305207736304046e-43,1.3612565720645472e-43,1.0229465739471001e-66,8.4603676708711182e-73,2.1628826506213764e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.1657023601310126e-24,6.622608246684647e-24,6.1792644315217857e-24,5.7471047426278058e-26,4.3914173982602378e-26,6.1730115690890512e-26,3.9564145174021361e-31,1.4556404468337011e-23,2.0053742907574382e-31,1.0866563098161819e-24,2.3435482156185396e-32,1.1878112282048111e-32,1.248757668519551e-23,3.5271407076353893e-30,6.243785901649345e-24,9.3222013873585869e-25,4.6608775615430266e-25,2.0916187398407078e-29,1.2411423300039635e-30,2.4195184961468059e-37,9.5644437327497141e-39,3.9032229323448218e-25,1.9560435102422623e-40,2.020250887537512e-35,3.6379801984606683e-27
5.24287e-10,0.001941293117635974,1.384228308841222e-28,3.3562898064662661e-32,7.2848690265615684e-29,4.5947224203240739e-32,1.4860092768244775e-31,0.0,0.0,7.2921893499756769e-22,1.7091180521021227e-29,6.7269569581007818e-39,2.9743585049164237e-40,2.2869386969964346e-42,1.32222591928234e-60,4.8387613149894756e-52,9.4552529616843778e-39,6.4583480473172541e-22,7.2994632096402215e-29,2.9648562045774205e-78,2.6830114766839067e-79,1.676864237600833e-50,8.7875880064712739e-50,3.6930971189871772e-39,3.391135980523308e-38,3.1501081351860622e-32,2.890488476418056e-50,1.2705530594023685e-46,1.8377888040075298e-26,9.7006314477610473e-31,1.2768306705079116e-23,2.9873835338485782e-38,8.9552232983169448e-50,1.2337152895526476e-48,1.9552214161468831e-35,6.2057131508491017e-61,1.2097200550767665e-51,1.103188569075516e-23,8.9133784670411871e-31,7.1916988159863869e-36,1.7747155200349448e-38,5.820749733490049e-25,6.4979626850065324e-65,3.7517724194254055e-47,1.2019565330395636e-44,3.063800007742126e-37,9.4123764190857843e-35,6.4441113541767411e-48,1.5539556591474544e-51,2.0396329771544102e-49,1.9806613257381751e-72,4.586296379869607e-69,5.9124014024904894e-110,6.3191811290757658e-98,7.7970658332162355e-45,4.4413073225506105e-43,7.7557576858722434e-46,3.3399750537251781e-58,2.8160069897381485e-43,3.1760911975472422e-51,1.0028155929377793e-64,9.3160609889678874e-31,6.6686766534310904e-37,2.5586202750416501e-42,1.0256489916642932e-42,1.9017753793820914e-65,5.4129032927373885e-71,7.4826341425279916e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2218279229868104e-23,1.3123709302506438e-23,1.2271776270407845e-23,2.2807445401027213e-25,1.7459968046230856e-25,2.4497746264179679e-25,2.9709244795137031e-30,2.718655815997692e-23,1.5069160946638425e-30,4.0994780417917439e-24,3.526808082784507e-31,1.7887114861050507e-31,2.3322899105088082e-23,2.6717476104567592e-29,1.1661441206840726e-23,3.5169120476639698e-24,1.7582878337441433e-24,1.4932581990776586e-28,1.7789245943516457e-29,6.9276733437235993e-36,5.4820960512785307e-37,7.7383577890252655e-25,2.8036029024081251e-39,5.8018276364533407e-34,1.4443194590126053e-26
9.999999999999999e-10,0.001941293117635974,2.5361717903982326e-28,1.2301828491787436e-31,2.6686510096666265e-28,1.6509048158198937e-31,1.0761245654225633e-30,0.0,0.0,1.3909077965393267e-21,6.3615565509557108e-29,1.4624176967945674e-38,1.1810483859619078e-39,1.5817485610937021e-41,3.6869313729789151e-60,1.6668504286305276e-51,1.8589975882959528e-38,1.2123826662980227e-21,2.6791982643716194e-28,1.1923721505591844e-76,4.9213501134112174e-78,2.0355567746218406e-49,4.967042752498727e-49,3.8100375079488649e-39,2.4599184855312266e-37,1.1560400779208045e-31,3.7148327073154549e-49,7.9626523568905361e-46,6.5916425220136452e-26,3.4791486596696985e-30,2.3345491886161649e-23,2.0457799924900044e-37,1.2384257887520043e-48,1.5524717299824044e-47,1.410935936834175e-34,1.4759110395046379e-59,1.6398438679677959e-50,4.0491340916400072e-23,6.4666474134840754e-30,2.7126489719027974e-35,2.4355872950421938e-37,2.0876165760749114e-24,2.3306403351433658e-64,1.8981912163498134e-45,3.100322309489502e-43,4.3104865955937023e-36,6.6563949154494931e-34,8.0609681771710372e-47,9.9768031641904022e-51,2.5514124261307657e-48,3.7625262842242243e-70,4.3568990553591125e-67,8.1113740357618525e-108,7.8858737867008634e-97,2.1333980951189974e-43,1.1243771387011813e-41,3.9962460639139907e-44,8.1720908655422157e-57,3.4725387807934351e-42,8.7702397927206346e-50,1.2683106822396929e-63,6.6127296209967864e-30,2.4256993171325108e-36,3.5997448736962999e-41,6.3159174310649729e-42,2.636859319340829e-64,2.9918023076199849e-69,2.1543196480107441e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2903478754128842e-23,2.4600736194968145e-23,2.3097301062280221e-23,8.3605141238667223e-25,6.423224227687283e-25,8.9801876582510406e-25,1.943155038757446e-29,4.5948644994634202e-23,9.8678288892012478e-30,1.3724612185852833e-23,4.5983758566330175e-30,2.3347966350843188e-30,3.9419086793302738e-23,1.7769783638256573e-28,1.9709520232548162e-23,1.1774540077741411e-23,5.8861607011667127e-24,8.9114990094851606e-28,2.1221914946462457e-28,1.6407515454581036e-34,2.5962964870201023e-35,1.4515499536636438e-24,3.3446027458568198e-38,1.3837166343789718e-32,5.297742424565719e-26
1.0485750000000002e-09,0.001941293117635974,2.6537966074972655e-28,1.3215256423417387e-31,2.8667609446443006e-28,1.7725618596083283e-31,1.1708338979470611e-30,0.0,0.0,1.4584727704824209e-21,6.8366165137522172e-29,1.5430561199568981e-38,1.2712739608578398e-39,1.7199088208185086e-41,3.928391176291652e-60,1.7876437987574043e-51,1.9522721395276711e-38,1.2702328036194393e-21,2.8782361572839944e-28,1.3110977231460998e-76,5.3964724109119359e-78,2.2262848024308568e-49,5.3844969590501411e-49,3.8219782776856894e-39,2.6764736299340245e-37,1.241917479880257e-31,4.0646391052563329e-49,8.6459818504622695e-46,7.0770579812341177e-26,3.7353510945116245e-30,2.4425527054784513e-23,2.2241702143664996e-37,1.3557371360800604e-48,1.6983969879948905e-47,1.5350417003991542e-34,1.6202795002801756e-59,1.7949357000577341e-50,4.3499442518806802e-23,7.0359416354337348e-30,2.916202893724411e-35,2.6661632351954075e-37,2.2413472568686074e-24,2.5022711304698977e-64,2.0881843737397878e-45,3.4046227013732932e-43,4.7193454618499493e-36,7.2399689707354571e-34,8.8182719681188827e-47,1.083685915920728e-50,2.7911101880434638e-48,4.1446949615931749e-70,4.7970984574094004e-67,8.9335883641612768e-108,8.6265743705707842e-97,2.3432775555119678e-43,1.2346521458598701e-41,4.3963828969597787e-44,8.9724376817323263e-57,3.7983651032281575e-42,9.6333369436064035e-50,1.3875780023404642e-63,7.1928284938171837e-30,2.6052934158552088e-36,3.9411883685215077e-41,6.8561061361116913e-42,2.8866897160960849e-64,3.2917677895769519e-69,2.3666564716152905e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3994543254974876e-23,2.5772654097782095e-23,2.4202694160146383e-23,8.9813187004314548e-25,6.9008153846986426e-25,9.647007385736508e-25,2.1112343015659161e-29,4.7864439534605747e-23,1.0721560738014834e-29,1.4707433532016951e-23,5.0319032922377303e-30,2.5549379398320686e-30,4.1062666676457148e-23,1.9311442369572264e-28,2.0531308661020249e-23,1.2617725531073597e-23,6.3076573273574049e-24,9.6689747298576268e-28,2.3207236466693749e-28,1.80121465870898e-34,2.8558062622419139e-35,1.5207512705059867e-24,3.6574921923961169e-38,1.5190835420324347e-32,5.6912150026784547e-26
2.0971510000000003e-09,0.001941293117635974,4.895007361084405e-28,5.125998994065451e-31,1.1106296001347819e-27,6.6166278064522218e-31,9.091425930920844e-30,0.0,0.0,2.9170678793361493e-21,2.7347470561189827e-28,3.4381570996705823e-38,4.8633497282233876e-39,1.2238873479148887e-40,9.1085440710322767e-60,6.1629309221409884e-51,3.6005519620150593e-38,2.4582893984532143e-21,1.1193465586698078e-27,5.5416612993949094e-75,8.7852618153919154e-77,2.662185557422108e-48,2.8337684667742135e-48,3.8486931531886739e-39,2.0850756511306565e-36,4.8283017802260441e-31,5.0285246656185185e-48,5.2104826840510359e-45,2.6330729932986712e-25,1.389606108178193e-29,4.4874295408028894e-23,1.5552429543540267e-36,1.9047768541015341e-47,2.0998692946859966e-46,1.1574101520613142e-33,3.5674975816327259e-58,2.6451542008768609e-49,1.6916818859137446e-22,5.482834643387751e-29,1.1502211801685492e-34,3.8654277084516257e-36,8.338098314777991e-24,9.3098891559490333e-64,1.0564083498473089e-43,8.8625504705539188e-42,7.0214836140882113e-35,5.3726380188311896e-33,1.0733724924606013e-45,6.6122603320367424e-50,3.3974108612213473e-47,7.504945294622982e-68,4.3398915769662812e-65,1.0412599788401007e-105,8.5610914342321874e-96,6.8028516621828326e-42,3.1156428880376461e-40,2.2923769326881273e-42,2.1248024989670068e-55,4.4608711208937577e-41,2.7139971102619558e-48,1.6984353578002242e-62,5.3777922008344211e-29,9.7626748515729872e-36,5.8637346295766137e-40,3.9780894053311208e-41,3.6142725385212151e-63,1.8655932581756694e-67,6.8129940685600952e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.6301113630710007e-23,4.9732275694156418e-23,4.7089634769227813e-23,3.4839898848960703e-24,2.6959587617698661e-24,3.7422725917159919e-24,1.3686150094218475e-28,7.652302305748301e-23,6.9631704309131908e-29,4.8621267147127356e-23,6.5692497112362619e-29,3.3412497025939958e-29,6.5649302926701373e-23,1.2932969162677495e-27,3.2824595662989046e-23,4.1714481144355144e-23,2.0849271424098459e-23,5.3401747357051229e-27,2.5986458057108724e-27,3.9922304477373612e-33,1.2701845118811287e-33,2.9369799041606886e-24,4.0955061124090305e-37,3.4239873697711599e-31,2.2094920732668454e-25
4.194303e-09,0.001941293117635974,8.4359795603973285e-28,1.9334099687833614e-30,4.1784833503730646e-27,2.3313003010316418e-30,6.8690165112700034e-29,0.0,0.0,5.8345312000986383e-21,1.093964477051108e-27,2.9228578853998228e-38,-5.5322078013305997e-38,-1.0157181000189049e-37,5.5640520346578226e-60,1.8930912437431182e-50,1.5373944789162576e-38,4.6139857949040137e-21,4.2407570837301515e-27,-4.1773638149468363e-69,-1.0750208759779121e-67,-2.6475744297433494e-39,-5.3791511958127174e-38,3.854989693085199e-39,1.5847442005132743e-35,1.8281011876749936e-30,5.2490571915665047e-47,2.6371263532694015e-44,9.2267157152477528e-25,4.8683549486818482e-29,7.6818649146417465e-23,9.7909111252153439e-36,2.3771014457790307e-46,2.2598248456052176e-45,8.2172113551105032e-33,6.3727933337055003e-57,3.733222364103252e-48,6.4090139938023852e-22,4.1695575094640304e-28,4.388633493562521e-34,5.2064064040900572e-35,2.9211416992259136e-23,3.2623313649865163e-63,4.5386545638566168e-42,1.9821419433737775e-40,9.8255664977856445e-34,3.7419998409817886e-32,1.1045799646504624e-44,3.3673879591648008e-49,3.4962340088910527e-46,1.0661263199687922e-65,3.0779857775803433e-63,-2.8043480514157076e-96,-1.0843592480143554e-95,1.8374791695568351e-40,6.663423734351733e-39,1.0286123762925752e-40,4.2192430036076297e-54,4.4964584499037648e-40,6.8048765977599955e-47,1.7527180098244576e-61,3.8018723716945285e-28,3.4326639438668085e-35,8.2054615700429303e-39,1.9740998109744121e-40,3.7660510458072468e-62,9.4820015627303216e-66,1.7270437679464922e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.6431276292177318e-23,9.2836429126419433e-23,8.9270078210138575e-23,1.3137411192712036e-23,1.0301211214365669e-23,1.4111736194970839e-23,7.7467455172648279e-28,1.0692771882056823e-22,3.9507476761567464e-28,1.4336872442426834e-22,7.5226986816290022e-28,3.8344949623005377e-28,9.1731154655963358e-23,7.7814766717093907e-27,4.5865501863691494e-23,1.23008156529713e-22,6.1456915196708427e-23,2.3581684562504723e-26,2.3492493681772907e-26,7.014700315765188e-32,4.490312384089085e-32,5.4848913953793944e-24,3.7024556165698303e-36,6.2585062931803085e-30,8.3362986028365175e-25
8.388607e-09,0.001941293117635974,1.3059314894886308e-27,6.9407010352337648e-30,1.4923962910371053e-26,7.5006636498734421e-30,4.9441849688763876e-28,0.0,0.0,1.167015732891897e-20,4.3762315147677751e-27,1.9698679044752508e-37,-8.063051929735932e-38,-7.628639713061432e-38,1.1505110826367078e-59,4.9000972352531356e-50,3.8695980883498682e-38,8.1934185096638322e-21,1.5326805661131243e-26,4.1055911073856473e-63,1.2702895325457334e-38,-1.5345027154999154e-39,-1.7327448064365564e-38,3.873403212241134e-39,1.1520151364061155e-34,6.5987667264291918e-30,4.4945436179723208e-46,1.0765495807674697e-43,2.9451677199256206e-24,1.5533841260050629e-28,1.1775904045994062e-22,5.2712970624710673e-35,2.481381570846282e-45,2.160759782114291e-44,5.3352749358841956e-32,8.9467478537475507e-56,4.7975431485276715e-47,2.3162569300692807e-21,3.0344569102058204e-27,1.5917087212991411e-33,6.1877765002204197e-34,9.3205003416539696e-23,1.0413355552640812e-62,1.5383733082721788e-40,3.515702452843371e-39,1.2460500451130842e-32,2.353858128468709e-31,9.2465562750653661e-44,1.3788628594827452e-48,2.9268039394836888e-45,-1.4848589943908251e-64,1.5462842441512524e-61,3.7044794337757911e-66,4.6672837718618702e-90,4.3897093774748823e-39,1.1208565890164051e-37,3.6701097173395793e-39,6.7612084476308329e-53,3.89008708027954e-39,1.4320473202503551e-45,1.4692866757449384e-60,2.4631383128015391e-27,1.0972395806161191e-34,1.0405929835274241e-37,8.3841379293358846e-40,3.3132654697369196e-61,4.12560994400389e-64,3.6545453198498589e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5203471696733816e-22,1.6330216156984541e-22,1.6134980982069128e-22,4.7093349792934497e-23,3.7793032611179301e-23,5.0588860031752733e-23,3.6896718202635423e-27,1.2893307507959557e-22,1.8862999724471463e-27,3.7170286821963231e-22,7.2897993928653845e-27,3.7236858430526095e-27,1.1059508180919649e-22,4.142444914435468e-26,5.5297523741669809e-23,3.1892736685994751e-22,1.5921679140492469e-22,8.0608369284933519e-26,1.6622992819045058e-25,9.2583523887547402e-31,1.1966818453273312e-30,9.6392800123394839e-24,2.619811744142531e-35,8.9981795161181639e-29,2.9870597410286279e-24
9.999999999999999e-09,0.001941293117635974,1.3920029655589151e-27,1.0026674042912962e-29,2.1474144482755163e-26,1.0168066740796926e-29,1.0316847991025447e-27,0.0,0.0,1.3912376156455275e-20,6.898494306262538e-27,4.4531446269109742e-37,-1.1080418119219416e-37,-6.3856151646697635e-38,1.0684002646666261e-59,5.9151380695857612e-50,3.5556173670498315e-38,9.1694421268789056e-21,2.2227347753984004e-26,2.5298545221694597e-62,1.9756402610693076e-38,-1.7707942250665617e-39,-2.1142549406401717e-38,3.8737184069711592e-39,2.4251674916054849e-34,9.5591166605499553e-30,9.7408209881079597e-46,1.5443845803668604e-43,3.9777141390731508e-24,2.0974690321353554e-28,1.2517491726010379e-22,8.7159594887315852e-35,5.9523366231805977e-45,5.7381747078262319e-44,1.0236247017667849e-31,2.5760474978286431e-55,1.3929429838794628e-46,3.3590095430959977e-21,6.3968027240592101e-27,2.3100847956406782e-33,1.6774612242648978e-33,1.2584837905270405e-22,1.4064184642373811e-62,8.7098377573845328e-40,1.1705442184929501e-38,3.6503324895049925e-32,4.3670092295009044e-31,1.9450887680672714e-43,1.9793434417137028e-48,6.156948494720618e-45,1.0159917947616699e-61,1.1145003633237982e-60,6.2131859263774983e-66,1.0325604199097519e-88,2.0397780105602749e-38,3.5941323980850327e-37,2.1657074293220129e-38,2.1965346100380568e-52,8.7153319497324652e-39,5.7718694882590146e-45,3.0921507453655802e-60,4.722410515496821e-27,1.4820543402234459e-34,3.0484411770001463e-37,1.2653012046845668e-39,7.4628519686520916e-61,3.2385631812565495e-63,1.4762160764874868e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6945510701792474e-22,1.8201414089324168e-22,1.8200379304821863e-22,6.7913442967608278e-23,5.5393100011669249e-23,7.2958091824233992e-23,5.7682414037833681e-27,1.3083005378972613e-22,2.9518127272882744e-27,4.6600323510755394e-22,1.715907861094925e-26,8.773532805468513e-27,1.1221514582862844e-22,7.1419935585000775e-26,5.6107563731878667e-23,3.9984445197718441e-22,1.9949962487289315e-22,1.0729620549994655e-25,3.1535531421725005e-25,2.4905931391196288e-30,5.5324309362086071e-30,1.0735267051635331e-23,4.9700534138620895e-35,2.7236398470585823e-28,4.3040041536106525e-24
1.6777215e-08,0.001941293117635974,1.7540033581978767e-27,2.3005694404326112e-29,4.9022972611638197e-26,2.1386660987422696e-29,3.2913255213629732e-27,0.0,0.0,2.3342725594029768e-20,1.75066558313903e-26,1.4897338099541329e-36,-2.3770891144645448e-37,-1.1576883865788494e-38,7.2305765289587346e-60,1.018420835104509e-49,2.2350736796281836e-38,1.3274413352982198e-20,5.1249726143249193e-26,1.1443211258720173e-61,4.942212374520775e-38,-2.7645917424988234e-39,-3.7188146006217889e-38,3.8750440565502772e-39,7.7798061421038452e-34,2.2009790070929843e-29,3.1805673998542939e-45,3.5120103406934786e-43,8.3204096081753139e-24,4.385787516266675e-28,1.5636469622043061e-22,2.3203559884903844e-34,2.055051884502589e-44,2.0784107075509891e-43,3.0848811120432002e-31,9.6475839680957944e-55,5.233642270495307e-46,7.7446303384537253e-21,2.0538194975877629e-26,5.3314390566239299e-33,6.1300846374312095e-33,2.6314025943945495e-22,2.9418883135773529e-62,3.8871664472835731e-39,4.6149942662708762e-38,1.3762290929419738e-31,1.2833943018577765e-30,6.2368380723681651e-43,4.5048515015751928e-48,1.9742327189998604e-44,5.2953066732459324e-61,5.1515406771708549e-60,1.6764332215493634e-65,5.1790176220568939e-88,8.7724705976404709e-38,1.399626391557149e-36,9.7306854407770984e-38,8.5911081102506336e-52,2.900940168190175e-38,2.4024342903720577e-44,9.9176109003954668e-60,1.4224483232201885e-26,3.1005126312996593e-34,1.1493071937172411e-36,3.0607091344881037e-39,2.4915230044171482e-60,1.5124195308735325e-62,6.1478696090680131e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.4272198155237195e-22,2.6071319627588969e-22,2.6887055053031458e-22,1.5547882755398598e-22,1.2941566358716679e-22,1.670388612221904e-22,1.4510312990276752e-26,1.3880838841633643e-22,7.4331583858586092e-27,8.6261279030503042e-22,5.866740535432364e-26,3.0012236573816495e-26,1.1902882950073997e-22,1.9757529348828301e-25,5.9514439132382052e-23,7.4016644854339472e-22,3.6892162386483253e-22,2.1954021047820444e-25,9.4254855823755838e-25,9.0716697063525783e-30,2.3767773757579304e-29,1.5344781802240191e-23,1.4854726549247723e-34,1.0394290710721431e-27,9.8428239369391767e-24
3.3554431e-08,0.001941293117635974,2.0405477507587905e-27,6.8156109753394374e-29,1.4420220297203713e-25,5.3695653355635965e-29,1.9745658375975136e-26,0.0,0.0,4.6689469555409475e-20,7.0032873806290045e-26,3.3323849854656495e-36,-4.3840610453419827e-37,6.7060855484267529e-38,1.5095595781879531e-59,-8.1189176202284604e-38,4.8846258745794495e-38,1.8864922434196748e-20,1.5336079925265588e-25,5.220116226795215e-61,3.0893041809639059e-38,-1.6365244514713619e-38,-2.0231320882557163e-38,3.8560106308159829e-39,4.7251703294575553e-33,6.5539795643167192e-29,1.9611383017730266e-44,9.424912502768832e-43,2.0721850072852448e-23,1.0913645045653462e-27,1.8018733896177286e-22,8.1764516956189942e-34,1.3359417339344241e-43,2.3319912689027376e-42,1.5794727798848044e-30,7.9377424449867588e-54,4.5121235608677119e-45,2.3172357318871694e-20,1.2528246030983481e-25,1.5965871753690336e-32,4.8609541184107267e-32,6.5473700524394963e-22,7.3267243301049786e-62,7.1936695383589505e-38,4.3610860103817069e-37,1.2865076219837112e-30,5.8902353645417786e-30,3.4747456652369205e-42,1.2097594968144307e-47,1.1000129464404112e-43,7.1335175274493419e-60,1.1324028762110556e-58,2.3999726569021438e-64,-3.0643264221461001e-83,1.4093632101104329e-36,1.2737624800777499e-35,1.8663749041823633e-36,8.6758266511788293e-51,1.8624833121307377e-37,3.1774126253303637e-43,5.5277729149735385e-59,7.2752830518602752e-26,7.717847173416508e-34,1.0743795148384318e-35,9.5795334296682865e-39,1.6062680693180076e-59,5.0815655946757104e-61,8.14219297458202e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.3851211709116249e-22,3.6361465886238121e-22,3.9675873064911211e-22,4.5758752354767629e-22,3.9981413413447845e-22,4.9173054715087282e-22,4.7067438576403636e-26,1.4166324894431538e-22,2.4146197546349634e-26,1.8615035687119021e-21,3.9140746986596152e-25,2.0031994140805238e-25,1.2140901902655884e-22,8.7151696759837443e-25,6.070370547111443e-23,1.5974533016582846e-21,7.9365416340125805e-22,5.1277121677773578e-25,4.5575909342701826e-24,6.7692181154056382e-29,3.6061567321297744e-28,2.1312782748878114e-23,7.1828417733619475e-34,1.0221327549524214e-26,2.8885156007963965e-23
6.7108863e-08,0.001941293117635974,2.1496455315132045e-27,1.7727248755848715e-28,3.9000830071093717e-25,1.2176843523324121e-28,1.0875021258796152e-25,0.0,0.0,9.3384053258032982e-20,2.8014925263312837e-25,5.3331593442685122e-36,-1.5018239269549416e-36,7.7196456360725096e-38,1.0934631668604865e-59,-2.8594350654446919e-37,3.4890830199685495e-38,2.3109554547369183e-20,4.0357308352036216e-25,6.9239912746136715e-61,2.0646450086312523e-38,-2.3968422293338873e-38,-2.9365433498930247e-38,3.8622185063943331e-39,2.5308957950730085e-32,1.7088831017100775e-28,1.1538314954315314e-43,2.2032012242516402e-42,4.6752266978956309e-23,2.4600193628152516e-27,1.888937340822632e-22,2.333869833850867e-33,7.1181082901662935e-43,2.9126723446120016e-41,7.3189053473151417e-30,5.0982475671355934e-53,3.0857416624661876e-44,6.0963203280945624e-20,6.76417049512338e-25,4.2021668547760869e-32,3.0797124415801068e-31,1.4755304401821186e-21,1.6530418871211233e-61,1.0029521324359658e-36,3.0486877016592914e-36,1.006156211094702e-29,2.2494483435018368e-29,1.6803105959022891e-41,2.8288499814468719e-47,5.3204329876795236e-43,1.0725407399639209e-58,1.7404034870637874e-57,-6.924106558449509e-65,-4.0573109565558881e-83,1.8156148705885021e-35,8.6966730936245321e-35,2.658220410547594e-35,7.0642145806193398e-50,1.0320726513143472e-36,3.4472978054055828e-42,2.6740428630547615e-58,3.3655411492546006e-25,1.7396502401004749e-33,8.4025420942108133e-35,2.5765255379808127e-38,8.9192279891309948e-59,1.9217931366554033e-59,8.8397376557132579e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.0728376719083006e-22,4.3752082391269779e-22,5.0501576539591548e-22,1.1834487551940104e-21,1.0881287677927397e-21,1.2724086505178972e-21,1.2818597861489489e-25,1.4287176712626287e-22,6.5838311743801995e-26,3.8636869903118018e-21,2.1974047715515742e-24,1.1236154807279676e-24,1.2233345981243877e-22,3.6691475735796235e-24,6.1160941857652254e-23,3.3168221214156704e-21,1.6372496091015729e-21,1.101990536161079e-24,1.9997040340975598e-23,4.0268056508537681e-28,4.3682307385872957e-27,2.5571336039870374e-23,3.1515680839098594e-33,9.0794947594187482e-26,7.4569206589619086e-23
