Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643)
2.62143e-10,0.0038082213198321,8.2400368894708404e-20,1.0966200696926987e-23,1.8932550896616288e-21,5.8927523752502417e-23,1.9287438171763175e-24,0.0,0.0,7.2786486328956366e-18,1.7608736184779081e-24,1.1629644534905139e-33,4.4157975578284884e-35,6.6380803824455957e-43,9.9318219538747529e-22,2.9008055478962257e-32,2.6402018510066113e-16,1.6389305137967279e-21,4.8186939240087906e-33,5.5624535439541312e-34,6.4701692531665212e-19,1.9521342243154095e-30,5.6789680203524522e-35,2.0516462133873517e-29,1.1922916917455896e-24,1.2153988503370752e-38,6.6697723804234098e-19,6.9663734617883332e-36,3.6331102837900364e-16,4.1263999172349625e-34,5.3486611449834017e-49,9.312822384842741e-35,2.7401446226356107e-56,3.8103081862639019e-25,1.1246052916226953e-24,1.4409308641648906e-22,8.9374149082923947e-22,1.9589002614953577e-24,2.7906067378503154e-18,5.1268561224864694e-32,2.5307611999107974e-36,5.3774689778751337e-30,8.889822840212158e-29,7.7277574038278984e-25,4.6194288609157257e-23,5.2146917587966144e-36,7.0084669938655044e-38,2.8869602432972632e-37,3.8499595045436837e-47,7.0157337092253763e-50,9.5929240916227615e-47,9.3019096972617494e-79,2.1560426895145667e-66,3.7268456801338686e-37,3.0859279976946224e-28,1.0537293401068988e-31,6.9510755968009681e-33,3.9272496753936811e-41,9.3128871048276499e-30,3.7176463669393721e-35,4.1556396753900291e-50,1.024326702408571e-23,1.1830583816487002e-23,4.3959093919871707e-27,5.1248424424748569e-33,1.8081481710231016e-46,3.4022098998630159e-54,3.0328526592865998e-43,0.88168480800000004,0.0,0.0094599999999989293,0.10884999999999999,4.2755452527393431e-16,3.619347272057808e-16,4.3116055798982275e-16,2.9259889404869968e-18,2.4226331270571466e-18,1.2114720355703282e-18,4.8593309265399408e-18,4.1533934279385769e-18,1.1431632122123247e-19,9.5380096404344701e-20,1.2616347534818913e-18,4.726658493169075e-20,2.9988127322377095e-22,1.8359478909080576e-20,9.6192758326435592e-21,1.3915934540495824e-20,2.3094723472832981e-20,2.820807084428842e-20,2.5992611013241984e-16,2.5799018731961906e-19,1.4093056920791481e-18,3.0894327325482302e-18,4.5117731954959664e-20,1.0048295540480198e-23,3.0792262690016779e-21,8.00049352083573e-22,2.6576657294563035e-20,4.0662042019490778e-21,1.2863780766927494e-22,4.0649351841395738e-25
5.24287e-10,0.0038082213198321036,1.9210999860499023e-19,4.8255377747263532e-23,7.5731650818476529e-21,2.7011217691962077e-22,1.5439649580059817e-23,0.0,0.0,1.5086808513524606e-17,7.2645057914910736e-24,1.6828461348383385e-32,4.4342036277145573e-34,9.3079156484026404e-42,3.9756654530956159e-21,2.2676682078889296e-31,5.269719545843701e-16,6.544357616762368e-21,2.4383112273040697e-32,1.9711151455218577e-33,2.56774720763708e-18,1.5564450651317539e-29,1.7657161827657625e-34,1.5757318660062781e-28,4.7519460324094648e-24,1.5235345646808917e-37,2.6628665159572406e-18,1.0842537176070852e-34,7.2089049358142967e-16,3.2231465593061579e-33,4.9984687545319157e-48,7.5266784067377606e-34,4.2629155217715188e-55,3.0428374314243449e-24,2.8104657637974189e-24,5.7247505217263282e-22,3.5744296559669039e-21,7.2225608802914089e-24,1.1085706656311935e-17,4.0847433969949494e-31,1.9268700109201955e-35,4.0062640297455968e-29,6.5810123334733831e-28,4.6480185377381206e-24,1.3613296202891726e-22,6.1947881904568386e-35,1.058229318493909e-36,4.5429026458118543e-36,1.1590730270296607e-45,2.0598044181211507e-48,1.4064565748077671e-45,9.736706058705536e-77,1.2787226830510298e-64,6.4503862976607278e-36,2.2463707540708832e-27,1.5565674678059489e-30,5.3686932382375783e-32,2.8423321178159848e-40,6.6460820959594177e-29,5.7503172552128927e-34,6.5561974676726691e-49,8.1418717600567875e-23,2.4283492882263935e-23,1.751109764198282e-26,3.1044285357214436e-32,1.6075866286360224e-45,2.1820155835282006e-52,5.1152919425709698e-42,0.88168480800000004,0.0,0.009459999999997859,0.10884999999999993,8.4545292278720624e-16,7.1550537746652243e-16,8.5967742897131884e-16,5.6436360963802836e-18,4.6698760173523325e-18,2.3354883986138822e-18,1.921683642414653e-17,1.6416934257227431e-17,4.3663225782990873e-19,3.6502146725552935e-19,5.0416635681077114e-18,1.8049800394265633e-19,1.5328528621231681e-21,7.3024404856319315e-20,3.8355533649865523e-20,5.5379467385017296e-20,9.3344841082302634e-20,1.1684744465641103e-19,5.1089108589221323e-16,5.105424535845656e-19,5.3857861694543754e-18,1.2152753063439227e-17,3.4124670066996309e-19,1.0052161792829383e-22,1.218350895007693e-20,6.5356597376718754e-21,9.6045383514876469e-20,1.8336605514765469e-20,1.1368439404682627e-21,4.6234740248930411e-24
9.999999999999999e-10,0.0038082213198321114,4.6168719300410711e-19,2.1030404330239386e-22,2.805110468195947e-20,1.2460363714157213e-21,1.1302524438948299e-22,0.0,0.0,3.066605612666163e-17,2.8618498635237707e-23,2.2482816057174133e-31,4.4175566689285806e-33,1.2289231555542519e-40,1.4807026935347203e-20,1.5923460367651567e-30,1.0012601159376697e-15,2.4276259780629569e-20,1.2341886539856709e-31,5.9802234137343081e-33,9.4138016898239909e-18,1.136646813895729e-28,5.37520555595315e-34,1.0727442504072105e-27,1.7563236496959939e-23,1.9073628189157794e-36,9.8748688324225131e-18,1.5147438368092071e-33,1.3546030129984142e-15,2.2623962079382027e-32,4.3822387973816175e-47,5.6294873335087248e-33,5.9210552155477579e-54,2.2291033605849795e-23,7.1205202327080653e-24,2.1030149245623436e-21,1.3180241205109367e-20,2.3252610312718111e-23,4.0714972838393581e-17,2.9718702832204526e-30,1.2909125068615828e-34,2.5912305086335592e-28,4.2051841897600893e-27,2.2779016272004914e-23,3.310735207258891e-22,7.2895039072741956e-34,1.3837558712963614e-35,6.4190410616604245e-35,3.0021222223281611e-44,5.1203214607689069e-47,1.7501066786774215e-44,9.488000655920549e-75,6.4387709036092322e-63,1.0754309074040349e-34,1.3895162135353694e-26,1.9651986766588709e-29,3.6567631896420856e-31,1.5453571652881241e-39,4.5519675300106992e-28,7.7961451941327472e-33,9.2757020068948496e-48,5.9102565191426525e-22,4.6375590220332655e-23,6.4498556945917234e-26,1.6490660395108559e-31,1.2532466531703634e-44,1.258615262088211e-50,7.2593649434611394e-41,0.88168480800000004,0.0,0.0094599999999959161,0.10884999999999972,1.5786399399798156e-15,1.3353953642854608e-15,1.6301794558088864e-15,1.0103692134868086e-17,8.3476717818369904e-18,4.1753785448960692e-18,6.9974492500844166e-17,5.9722901488058334e-17,1.4930164114279445e-18,1.2524002747995189e-18,1.871303242094394e-17,6.1692827237276554e-19,7.4471279936801986e-21,2.6893938529133907e-19,1.4198647302061267e-19,2.0416667290592132e-19,3.5349511269956347e-19,4.6006729076764361e-19,9.4345379043602027e-16,9.5454487250150019e-19,1.8432154508888331e-17,4.381073127296805e-17,2.2571521898806851e-18,9.3797712172205011e-22,4.4403005981968612e-20,4.9544841107041147e-20,3.0108836650902922e-19,8.1529399629801718e-20,9.6650473887124254e-21,5.3864137829959286e-23
1.0485750000000002e-09,0.0038082213198321114,4.8921368947979139e-19,2.2685081400098841e-22,3.0142104751487609e-20,1.3456878792526911e-21,1.2298969830995135e-22,0.0,0.0,3.2256851317896968e-17,3.0798952401237377e-23,2.4606698606058585e-31,4.8233552724386464e-33,1.3449040563386253e-40,1.5913016017000163e-20,1.7317851742620248e-30,1.0496896258264822e-15,2.6086862281738127e-20,1.3353139481876894e-31,6.3895930002884308e-33,1.0112851529690111e-17,1.2368168472585084e-28,5.7437701028597486e-34,1.1661922630207087e-27,1.8871395900456466e-23,2.0865666241111327e-36,1.0611285563775877e-17,1.6583428543675487e-33,1.419311325848137e-15,2.4604977132339782e-32,4.7786693923152745e-47,6.1274588139275057e-33,6.4821249045161676e-54,2.4256464714885542e-23,7.5606194013819005e-24,2.2592981758111655e-21,1.4161089523317191e-20,2.48894368261414e-23,4.374041381813268e-17,3.2336183497154432e-30,1.4030521875992481e-34,2.8149128432184597e-28,4.5673764245902296e-27,2.4630370376143369e-23,3.5097887886978146e-22,7.9705794058641068e-34,1.5142454575251108e-35,7.028101083076964e-35,3.2968332975369419e-44,5.6221242599268614e-47,1.9144485594009408e-44,1.0446877177885112e-74,7.0831760411814672e-63,1.1786565522425459e-34,1.5084618890468262e-26,2.149970796075069e-29,3.9753351953096338e-31,1.6741303878857404e-39,4.9489053454354372e-28,8.5334922641892809e-33,1.0155897620186267e-47,6.430615576689704e-22,4.8631411751795315e-23,6.9296441039243742e-26,1.7857526998648371e-31,1.3648004768605953e-44,1.3849042688764142e-50,7.9483856797403429e-41,0.88168480800000004,0.0,0.0094599999999957184,0.10884999999999971,1.6535055824157618e-15,1.3986922599131399e-15,1.7088553296101808e-15,1.0559107946648605e-17,8.7232110865434901e-18,4.3632495172168967e-18,7.5157350955260174e-17,6.4144868847028194e-17,1.6008836764827673e-18,1.3430104233059706e-18,2.0109014330260112e-17,6.6149211714680514e-19,8.0510339506655754e-21,2.8894424152741242e-19,1.5256821638254325e-19,2.1935931743776712e-19,3.8005902716859947e-19,4.9511342998362723e-19,9.8762271870414743e-16,9.9988190869536133e-19,1.9764317687292135e-17,4.7043323805709162e-17,2.4527850801704429e-18,1.0234896073946763e-21,4.7692935137413493e-20,5.393650369565472e-20,3.2202528204201031e-19,8.7982008606512279e-20,1.0535861267034993e-20,5.8892096377089829e-23
2.0971510000000003e-09,0.003808221319832125,1.3669200497663101e-18,1.1586729835228e-21,1.1905321158788509e-19,7.3562555480593367e-21,9.7257726450726361e-22,0.0,0.0,7.2579714096947685e-17,1.3670658651091805e-22,3.5029182206107181e-30,5.4911443909727537e-32,1.9480957592289551e-39,6.3690049795573279e-20,1.2677128617413852e-29,2.0825313381076766e-15,1.0362955183687994e-19,7.6251342573477209e-31,1.8330090012765045e-32,3.9254457218471069e-17,9.7637651017517285e-28,2.1901235713160462e-33,8.0882233419032505e-27,7.4416965159915311e-23,3.0131996767436614e-35,4.2126683144788064e-17,2.454343235368257e-32,2.7522656940243254e-15,1.7988684990100498e-31,4.3782618668683472e-46,5.0326398379652935e-32,9.5295961770799991e-53,1.9268429188182062e-22,2.2362971291012287e-23,8.801323664150114e-21,5.5316601736814983e-20,7.7201909548810849e-23,1.7031852857925835e-16,2.5264934748463163e-29,9.4546738703154773e-34,1.807081071253534e-27,2.8649328830911912e-26,1.1591451094307451e-22,8.0167754001043305e-22,1.0580571814950906e-32,1.9668198777196365e-34,1.0506985061683014e-33,8.4604133572407921e-43,1.3635633516727361e-45,2.3106228097896914e-43,1.081406458771495e-72,3.4942339689748844e-61,2.3241164726106503e-33,8.8809144588724249e-26,2.6675531784796259e-28,2.7428666946296615e-30,8.3487926121935582e-39,3.7830898608637627e-27,1.181667695439324e-31,1.5192860402660459e-46,5.0165716256041608e-21,9.5188240211716937e-23,2.7058101558093358e-25,9.3806288187627578e-31,1.1243371195228667e-43,8.6325323558061565e-49,1.1270566577888066e-39,0.88168480800000004,0.0,0.0094599999999914371,0.10884999999999891,3.1665763571373911e-15,2.6765802786261259e-15,3.3763265588483459e-15,1.8845895650773787e-17,1.5503442294769234e-17,7.7543091810720667e-18,2.8775588059678123e-16,2.4514690420066782e-16,5.477150205555624e-18,4.6207782860468276e-18,7.9808302932025413e-17,2.260693334123488e-18,4.0292315353954273e-20,1.1326683338296952e-18,6.0491656972120717e-19,8.6174181090008706e-19,1.5608764313566051e-18,2.1487716822822093e-18,1.8507730428755468e-15,1.9196347925843935e-18,6.7705012539732008e-17,1.7667790006913866e-16,1.6123445999219897e-17,9.7495341344994693e-21,1.8287834408513048e-19,4.4590728394750556e-19,9.7535727076451394e-19,4.4515197993731697e-19,1.005837066800123e-19,7.8830320916072974e-22
3.1457270000000003e-09,0.003808221319832138,2.5030135542564691e-18,2.8092770830107696e-21,2.5070778217441373e-19,1.8362409380098515e-20,2.7616782189980094e-21,0.0,0.0,1.1866356550053702e-16,3.0985934306840301e-22,1.2266925032634783e-29,1.8407838929821016e-31,6.9054487848436341e-39,1.353790296079327e-19,3.4490434453585208e-29,3.1029282098015258e-15,2.191665401625267e-19,1.9659792382817176e-30,3.1740556282679249e-32,8.1735672165551955e-17,2.7706799951133635e-27,4.9407305013896333e-33,2.1367408046337886e-26,1.5659344517708861e-22,1.114333450741699e-34,8.9055118249681108e-17,8.7224874196451924e-32,4.0242616330466023e-15,4.8872394621931056e-31,1.3257336757360392e-45,1.456570093586797e-31,3.3945350442639898e-52,5.487263836307665e-22,4.2422185557860573e-23,1.8366832671846892e-20,1.1557739941906645e-19,1.3938241341095849e-22,3.5531309216751977e-16,7.123874637666938e-29,2.4578581079372675e-33,4.5980459747379781e-27,7.1895525422063266e-26,2.5798157982043482e-22,1.2476644643261673e-21,3.646098721890649e-32,6.5551266722079008e-34,3.7414591796494719e-33,3.5332622591396434e-42,5.5900677847961174e-45,7.4700749181284419e-43,5.7399330561902965e-72,1.7471576364019126e-60,9.3660328311411809e-33,2.1431109661229591e-25,8.7454943001145337e-28,7.2173079477659132e-30,1.8923964975536217e-38,1.0662391628176311e-26,4.0634095580163265e-31,5.4108638292155588e-46,1.4139873227947373e-20,1.3970390854831496e-22,5.6519885918663375e-25,2.1915305712032851e-30,3.237810155743854e-43,4.601982867810706e-48,3.8973310985554891e-39,0.88168480800000004,0.0,0.0094599999999871558,0.10884999999999775,4.5839885836156777e-15,3.8727517095113032e-15,5.0134438100459628e-15,2.598635039656191e-17,2.1286900813437873e-17,1.0643761910931407e-17,5.9349000554327796e-16,5.0499697998200724e-16,1.0506734917947938e-17,8.8946724225195021e-18,1.6855170888274393e-16,4.3324788891016351e-18,9.1966249746743998e-20,2.3752182213565786e-18,1.2790019488819945e-18,1.8098010126771971e-18,3.3643799703950002e-18,4.7626727868001085e-18,2.6329875806425208e-15,2.7846696810306048e-18,1.2996722967216373e-16,3.5971446792737325e-16,4.1298963829533852e-17,2.8927774197056482e-20,3.7755430919444066e-19,1.2872306599647563e-18,1.7515276920456193e-18,1.0599956173790946e-18,3.0776358080744226e-19,2.7173265896348111e-21
5.2428790000000005e-09,0.0038082213198321565,5.6371029399224395e-18,9.9419728937711139e-21,6.773428046041961e-19,6.7936908901772273e-20,1.2428986092387399e-20,0.0,0.0,2.3225255438316344e-16,9.8766081781057289e-22,8.1236527945646221e-29,1.0997772469906813e-30,4.7740020703038674e-38,3.7451339267820454e-19,1.3854485303716896e-28,5.0951135344134506e-15,5.9859786000382132e-19,6.9654793409329703e-30,6.0064506621109406e-32,2.1506927495155422e-16,1.244944681265077e-26,1.5477178924405048e-32,7.9846919017616333e-26,4.2234345914562068e-22,8.53526678555864e-34,2.4295897834201834e-16,6.0321331329674851e-31,6.3458468938796678e-15,1.9463777282919116e-30,6.0275953623221204e-45,6.8565802648859517e-31,2.4642290712684344e-51,2.4912620928258785e-21,1.0364365720838638e-22,4.8534481625592476e-20,3.0612064047694675e-19,2.7917921230651165e-22,9.3815559082459261e-16,3.1392641237552668e-28,8.8309719098598284e-33,1.6099178845121327e-26,2.4294651625356325e-25,7.3652389716415614e-22,2.1013323119973932e-21,2.3625011555678199e-31,3.694852354075584e-33,2.566226311369943e-32,3.2996846811489818e-41,5.0473440388345246e-44,3.9664642944806107e-42,2.7406230344781603e-70,2.8535585429931789e-59,1.0359508627969042e-31,6.538078447056283e-25,4.8410929465852066e-27,2.6621911244566773e-29,5.523795444798369e-38,4.7840701166725169e-26,2.5257281935325457e-30,3.7120016945948762e-45,6.2309703353121217e-20,2.2128767272002191e-22,1.4956633042023288e-24,6.69908111493324e-30,1.49869111080617e-42,1.2079508361894272e-46,2.4406729541775573e-38,0.88168480800000004,0.0,0.0094599999999785932,0.1088499999999942,7.0873233893085937e-15,5.9846614383937895e-15,8.170417180807529e-15,3.756482022849527e-17,3.0457176580608903e-17,1.5202060423521441e-17,1.5251562784867411e-15,1.2941686355972378e-15,2.3313310329822759e-17,1.985738744149716e-17,4.5783063518769729e-16,9.5837095604784821e-18,2.6150775960503112e-19,6.3683245850550312e-18,3.5047976223251666e-18,4.8711057019881305e-18,9.5172510463981594e-18,1.4056877763710385e-17,3.9344580132171988e-15,4.3279037053837721e-18,2.8871017140139324e-16,8.9751967467332491e-16,1.4265220689600626e-16,1.2789314579722236e-19,9.7286400122725715e-19,5.8724848535448666e-18,3.5635982060976501e-18,3.5079731764565097e-18,1.5645846261063271e-18,1.7116951790405528e-20
7.1303158000000006e-09,0.003808221319832171,9.0468234742757578e-18,2.0035259435953967e-20,1.1880988010899983e-18,1.3943309287535789e-19,2.7657478662825387e-20,0.0,0.0,3.5070883288359214e-16,1.9075822143478132e-21,2.0951460205681409e-28,2.7572982965264375e-30,1.2554716320784878e-37,6.6718222127936719e-19,2.9012006809916687e-28,6.8496443706514001e-15,1.0573775006271986e-18,1.4041892887095798e-29,8.5634974980594571e-32,3.709506061801853e-16,2.7677707863665884e-26,3.0024035607221013e-32,1.6081836005533958e-25,7.3991159946473697e-22,2.4137240178749172e-33,4.2884739894784511e-16,1.5867810404879704e-30,8.2698383004211947e-15,4.0485260382716653e-30,1.3310476456656038e-44,1.5586106909099136e-30,6.8393918756822687e-51,5.5701404448411052e-21,1.7575999262406811e-22,8.3900343555501737e-20,5.2993326209784259e-19,4.1036480028189946e-22,1.6208699909950017e-15,6.9037040645643107e-28,1.7404651254135635e-32,3.1591325275558424e-26,4.6691097677402696e-25,1.3183517051756742e-21,2.8405678057422378e-21,6.0491184060192415e-31,8.8027082953342858e-33,6.700110298428879e-32,9.4941215750845446e-41,1.4428000216415597e-43,9.2566456568923934e-42,1.4315108732249659e-69,1.0313530673662004e-58,3.4080858367347876e-31,1.1796246609412926e-24,1.1534977628566103e-26,5.3178228511749682e-29,9.9880049130698225e-38,1.065810807787525e-25,6.3171444177945264e-30,9.6921490854722758e-45,1.3705457731344916e-19,2.8917299822866714e-22,2.5874543188229248e-24,1.2351748451252391e-29,3.3850061550132246e-42,5.2279444579373447e-46,6.1178695821892963e-38,0.88168480800000004,0.0,0.0094599999999708858,0.10884999999999011,9.1049151515495111e-15,7.6879547272640621e-15,1.091991014081633e-14,4.6643218514518627e-17,3.7497346515369582e-17,1.8676268364281995e-17,2.5893080423289464e-15,2.1933296476678607e-15,3.6225995259723411e-17,3.0962058010976215e-17,8.0534055186006379e-16,1.485383907202262e-17,4.5784652211455473e-19,1.1126201566255067e-17,6.2134705373638327e-18,8.5323567533974083e-18,1.7125084333592064e-17,2.5760020695234808e-17,4.9295974542972968e-15,5.5871051172400077e-18,4.4893037664091441e-16,1.4952884634561948e-15,2.7461424058260047e-16,2.7373878569330067e-19,1.6551344569852802e-18,1.3043816163731708e-17,5.3367349769398232e-18,6.7776649740094906e-18,3.6312891878725572e-18,4.2949925896575401e-20
9.0177526e-09,0.0038082213198321847,1.2969832705712031e-17,3.4587648818325495e-20,1.8272704382048372e-18,2.439653992147186e-19,5.1659370798981792e-20,0.0,0.0,4.8515082452627626e-16,3.2029570260877944e-21,4.411569280646982e-28,5.6708300956185771e-30,2.6949684968210396e-37,1.0419645277683208e-18,5.1093316111585892e-28,8.5644749972616437e-15,1.6373009767200301e-18,2.3937365718438397e-29,1.1084771492721513e-31,5.6142547343227391e-16,5.1644488653214142e-26,5.0064447241570771e-32,2.7305868792183033e-25,1.136439039414265e-21,5.4009614273105136e-33,6.6354844754901349e-16,3.4111323768892382e-30,1.0034402686660791e-14,7.069072754447959e-30,2.4253672726358637e-44,2.9679094968852071e-30,1.4959361606951762e-50,1.0454116597465302e-20,2.6564420443345727e-22,1.2719117084860061e-19,8.044658095428447e-19,5.4501399245735717e-22,2.4558246814107843e-15,1.2738286003492028e-27,2.8958982656142749e-32,5.2850175206567566e-26,7.6567560291180413e-25,2.0540181424801233e-21,3.5532703633564449e-21,1.2651781760640055e-30,1.7065064940673919e-32,1.4239747974751253e-31,2.1787835859250881e-40,3.3131241880286358e-43,1.7730571004824277e-41,4.2989211568414524e-69,2.7793430079756746e-58,8.3655287448706957e-31,1.8187527786079925e-24,2.2561051529032889e-26,8.9509345085345711e-29,1.5683516380406011e-37,1.9958462269462869e-25,1.2882280761873707e-29,2.0599564583776051e-44,2.5296320257086446e-19,3.5171922108919495e-22,3.9251062039637127e-24,1.9655351254804178e-29,6.395391557631212e-42,1.5105310407987529e-45,1.2495000428255802e-37,0.88168480800000004,0.0,0.0094599999999631784,0.10884999999998518,1.090711385191953e-14,9.2123353537067692e-15,1.3575741479650209e-14,5.4894478330154764e-17,4.3773866940883938e-17,2.1743978501756519e-17,3.8580042702762433e-15,3.262750412658772e-15,5.0019489509131835e-17,4.2865463527363852e-17,1.2413960588379731e-15,2.0451894150188477e-17,6.9042398832602902e-19,1.7060637588887296e-17,9.6673921812366414e-18,1.311705852495762e-17,2.6920635248034082e-17,4.0973747173272943e-17,5.7735921074589083e-15,6.7316574273633982e-18,6.2030069610481795e-16,2.1890772326154326e-15,4.4646026003860785e-16,4.8325077521572932e-19,2.4722921220994302e-18,2.4141772064764661e-17,7.2285600668953998e-18,1.1231413614150005e-17,6.9641890218903134e-18,8.7521762689007653e-20
9.999999999999999e-09,0.0038082213198321934,1.5223567018611157e-17,4.455084573964149e-20,2.2207275171562807e-18,3.1621200560222795e-19,6.9225481154745843e-20,0.0,0.0,5.6251016879785024e-16,4.0805433143707079e-21,6.2767918516065962e-28,7.9743479310059871e-30,3.8760142203034465e-37,1.2774301936439689e-18,6.6234776215959548e-28,9.4377913108701392e-15,1.9974015070218218e-18,3.0536488442432099e-29,1.2373252976787559e-31,6.7628128880431858e-16,6.9160856149283739e-26,6.3362842559151538e-32,3.4693169609364407e-25,1.3799905125696894e-21,8.02016306567366e-33,8.0913075374568489e-16,4.9135200295017944e-30,1.0880449706477381e-14,9.1113502065022644e-30,3.1888629030035582e-44,4.0187225814827929e-30,2.2252531461183255e-50,1.4047924271854955e-20,3.2098244195737432e-22,1.533162652698645e-19,9.704543569144937e-19,6.1698466980274775e-22,2.9592837232517418e-15,1.6946371826965691e-27,3.6388130880847809e-32,6.6887681686050805e-26,9.5836735635505743e-25,2.510251377136792e-21,3.9127983190296895e-21,1.7928751032111647e-30,2.3122922671857905e-32,2.034347763266356e-31,3.2291018811519293e-40,4.92909506541615e-43,2.3954662948518196e-41,8.4931503150386572e-69,4.7042580758971135e-58,1.3328946995950576e-30,2.1992160898216911e-24,3.084326921012027e-26,1.1313496587593577e-28,1.924615127113549e-37,2.6794668054242116e-25,1.7985836774255252e-29,2.9429909648211191e-44,3.3660305347417231e-19,3.8184922391598693e-22,4.7330019222622382e-24,2.4249969141147034e-29,8.6375394389720959e-42,2.7320708994772055e-45,1.7457091421020548e-37,0.88168480800000004,0.0,0.0094599999999591677,0.10884999999998225,1.1751619652088314e-14,9.9287039941686328e-15,1.4913288635349656e-14,5.8932749232034332e-17,4.6799553003903945e-17,2.3207972519239187e-17,4.6061588904357598e-15,3.8921172736334992e-15,5.7481903593512345e-17,4.9320635386782122e-17,1.5103206152949247e-15,2.3463648763755453e-17,8.2594789930659715e-19,2.0706934020976684e-17,1.1831245126868723e-17,1.59440256767499e-17,3.3087786016694624e-17,5.0586451089970152e-17,6.1507796309993245e-15,7.2793502554914164e-18,7.1315653028676185e-16,2.588879303745503e-15,5.5368041151070717e-16,6.2352178109515735e-19,2.9566299083033435e-18,3.2091363528356496e-17,8.2652663040026028e-18,1.4143600754720179e-17,9.4235496382733364e-18,1.2193400497349336e-19
1.0905189400000002e-08,0.0038082213198321934,1.7300494288108212e-17,5.3732422848715978e-20,2.5833176112830882e-18,3.8279081485939289e-19,8.541351778713393e-20,0.0,0.0,6.3380061805287489e-16,4.8892823405458269e-21,7.9956863988188384e-28,1.0097153170606154e-29,4.9644060753611571e-37,1.4944234122715566e-18,8.018837811605316e-28,1.0242595344889971e-14,2.3292518972224607e-18,3.6617905343162266e-29,1.3560652181379864e-31,7.8212658460569475e-16,8.5303052284337748e-26,7.5617969402433419e-32,4.1500931477020118e-25,1.6044352012038114e-21,1.043388649167506e-32,9.432920255360527e-16,6.2980443131352013e-30,1.166012374199997e-14,1.0993409554746482e-29,3.8924617636929932e-44,4.987098639855708e-30,2.8973547006197614e-50,1.735979520426586e-20,3.7197935579123354e-22,1.7739182764256951e-19,1.1234209858943368e-18,6.8330919684539306e-22,3.4232460488416024e-15,2.0824330355233273e-27,4.3234457197447767e-32,7.9823935900273845e-26,1.1359423060920051e-24,2.9306927933613922e-21,4.2441210534844656e-21,2.2791738349422783e-30,2.8705537199497099e-32,2.5968365402086906e-31,4.1970219667285495e-40,6.4182918898820492e-43,2.9690470497672481e-41,1.2358339243175352e-68,6.4781622016629618e-58,1.7902981591149379e-30,2.549831786436967e-24,3.8475741083716401e-26,1.3490714008384092e-28,2.2529294946708977e-37,3.309456868274049e-25,2.2689015224729207e-29,3.7567507926067719e-44,4.1368129919440034e-19,4.0961550681048206e-22,5.4775176527281223e-24,2.8484136019845805e-29,1.0703789240623124e-41,3.8577800963182862e-45,2.2029902882253382e-37,0.88168480800000004,0.0,0.009459999999955471,0.10884999999997955,1.2529873377729438e-14,1.0588873010486205e-14,1.6145904275095098e-14,6.2654214938851013e-17,4.9587871865296151e-17,2.4557115175446502e-17,5.2956202539674164e-15,4.472109861311105e-15,6.4358886039678124e-17,5.5269394469599492e-17,1.7581478509837498e-15,2.6239129107711509e-17,9.5083986406634564e-19,2.406717593109541e-17,1.3825342285634375e-17,1.8549215265391803e-17,3.8771119466081623e-17,5.9445031617373785e-17,6.4983765277903339e-15,7.7840761956949814e-18,7.987277589096666e-16,2.9573166209478573e-15,6.5248906662034579e-16,7.52788427817151e-19,3.4029710542216231e-18,3.9417303945377569e-17,9.2206422070015138e-18,1.682732476402827e-17,1.1689971682991799e-17,1.5364658262566982e-19
