Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643)
9.999999999999998e-08,0.0038082213198315936,2.4840937936538417e-16,6.8186718006999264e-18,1.215722561257609e-16,5.327012816957224e-17,3.1091730431085639e-17,0.0,0.0,1.5959053949994021e-14,9.0808995897338492e-19,7.2978535104868074e-25,5.2158896365829746e-27,5.0132590060035256e-34,1.0836805924587317e-16,1.0608366981654865e-25,6.0015351464944259e-14,1.2633726311793094e-16,2.0180800129864507e-27,8.3509514815881435e-31,2.6927088574842748e-14,2.980540296593187e-23,4.4085912679501278e-30,2.8844194841949452e-23,7.2282959802941332e-20,2.1703785322052199e-29,4.9513090894714371e-14,8.6952627761637042e-27,3.1328399998166133e-14,8.5562432904411601e-28,2.8303249691547043e-42,2.4732848117332694e-27,2.2243912372699969e-46,6.9407969865692001e-18,1.6157781396587345e-20,5.5070491910045175e-18,3.6993200771543425e-17,2.942030097560092e-20,1.034041284783175e-13,5.2536170897176163e-25,2.1925252637776226e-30,2.2776383527146224e-23,2.3450468711940191e-22,1.8688117932692638e-19,3.4919508665477606e-20,1.4429069363573107e-27,3.754656885792848e-30,1.8743570100825806e-28,2.8974364890139355e-37,2.3375896658439102e-39,1.9008133482107904e-38,1.2190375688615696e-62,2.2890296599942354e-53,1.5185188130284326e-26,1.9764345744784317e-22,2.8233438441095554e-23,7.0424174193450388e-27,1.7052390040833421e-35,1.3094753815217029e-22,9.7424614210511639e-27,2.7119748672629043e-41,1.0639599570406278e-16,1.2309667588862578e-21,1.7483337801439467e-22,1.6278616963693525e-27,5.1969681836604707e-39,2.9904010462743594e-40,9.5111982834578099e-35,0.88168480800000004,0.0,0.0094599999995913613,0.10884999999944489,3.6738196552134709e-14,3.4527204500844984e-14,7.9286599575302635e-14,4.1365791986606387e-16,3.0257120806877511e-16,1.3648644528696852e-16,1.1654939053914603e-13,9.6202202950165887e-14,8.2773199523489958e-16,7.1721800698909937e-16,7.9891784429099496e-14,3.1552974564638175e-16,2.130441161484252e-17,1.2935694930587471e-15,1.022154928351598e-15,1.0630938067844404e-15,2.6538878555597783e-15,3.060560059166231e-15,1.5512177361381823e-14,4.3639968557198973e-17,1.1244825946708055e-14,4.8641520799872854e-14,2.1774654405859362e-14,4.1501616252761397e-17,1.0643030252259694e-16,5.6125847286924608e-15,1.6540416425072372e-16,1.3618771863021215e-15,2.4811419762973547e-15,4.3574670631816641e-17
1.0754195356000002e-07,0.0038082213198315936,2.6203646730668397e-16,7.8202569262695508e-18,1.3647573506618553e-16,6.1341316437070868e-17,3.7715343130770869e-17,0.0,0.0,1.7712640773934703e-14,1.0847730942191995e-18,9.1179135510881064e-25,6.2142239667123847e-27,6.2100233174171944e-34,1.2493069900402491e-16,1.2324373632110995e-25,6.2414269870451126e-14,1.4272911202812571e-16,2.1954596058597521e-27,9.7402967869863886e-31,2.9897643214783631e-14,3.6140067566258987e-23,4.8431525994086992e-30,3.2624824686715867e-23,8.14444657080311e-20,2.7465390941036805e-29,5.5769333685390935e-14,1.1055049917983304e-26,3.1607162157715443e-14,9.5952933381956161e-28,3.0811615883829759e-42,3.055918865367689e-27,3.0669805924697123e-46,8.4505177136827437e-18,1.7961534349270339e-20,6.0445238063490779e-18,4.0819034195219214e-17,3.4688085308724196e-20,1.132036920223868e-13,6.2251696092774096e-25,2.442827380011878e-30,2.8907990872492533e-23,2.9274456872860881e-22,2.1674283504904436e-19,3.8015361698609493e-20,1.7506678658952272e-27,4.2316374163496176e-30,2.285319066482501e-28,3.4051648168189761e-37,3.2196615115368323e-39,2.4754048194486168e-38,1.9125638950238512e-62,3.0768117165748638e-53,2.0148066778942388e-26,2.3569129448854905e-22,3.6409285297760404e-23,7.8112503249135093e-27,1.9986577047742013e-35,1.5934835006928689e-22,1.1640559925530415e-26,3.3065944615383364e-41,1.262768250377597e-16,1.2540889331880799e-21,1.9243567519744212e-22,1.8335831568208621e-27,6.3860277345335502e-39,4.2666813357464612e-40,1.1364856878595065e-34,0.88168480800000004,0.0,0.0094599999995605144,0.10884999999939152,3.7970368160003501e-14,3.5933375036329439e-14,8.1769117980059789e-14,4.4518349876473112e-16,3.2507236723307244e-16,1.4629464902108262e-16,1.2629736424480126e-13,1.04135568458565e-13,8.9682778615310207e-16,7.7676031527856352e-16,8.9135893859689634e-14,3.4132268505158303e-16,2.3278760558760632e-17,1.4788295563036866e-15,1.1845554081584063e-15,1.2184795462869628e-15,3.0510273139573222e-15,3.4065492517542932e-15,1.5974141637765298e-14,4.7346826515065991e-17,1.2268685531706179e-14,5.207449524612886e-14,2.3966336156855968e-14,4.5775416373316617e-17,1.1953837794103412e-16,6.3460831825334286e-15,1.8165004339310852e-16,1.5492781096367719e-15,2.8659786254265122e-15,5.0493624891205995e-17
1.2113149852000002e-07,0.003808221319831462,2.8485956320995927e-16,9.7379926940218017e-18,1.6445066117652135e-16,7.6927780227098934e-17,5.1628199497391447e-17,0.0,0.0,2.10097416461976e-14,1.4507268110912308e-18,1.3109552175939378e-24,8.221032210652889e-27,8.7744519080354036e-34,1.5753487367858864e-16,1.5720642049627208e-25,6.6317457440082804e-14,1.7379462969350635e-16,2.5006281506876732e-27,9.2924635792953263e-31,3.5441844096191636e-14,4.9542496856224278e-23,5.6145830728220709e-30,3.9963109602620387e-23,9.9225814758672544e-20,4.0160198880688266e-29,6.7536970409835163e-14,1.634963283903292e-26,3.2048630592833306e-14,1.1544557918855902e-27,3.5334241162808608e-42,4.3209880926038497e-27,5.1887794277630814e-46,1.1634216944645396e-17,2.1269822669482223e-20,7.0238104975112685e-18,4.7884052498305766e-17,4.5395245705656597e-20,1.3093107251361261e-13,8.1905403277558591e-25,2.9105177382836029e-30,4.2895201227832016e-23,4.2182207845542477e-22,2.7708101068020386e-19,4.3798640235169438e-20,2.3928955495588168e-27,5.1283720655286637e-30,3.150105449697473e-28,4.393346496337444e-37,5.4980802412752409e-39,3.841099815970321e-38,4.0258515706356712e-62,4.9167899338326633e-53,3.1877757821464619e-26,3.1383824209616928e-22,5.5328759245433451e-23,9.2363746320713654e-27,2.6021343286876626e-35,2.191909321064977e-22,1.5512089956801896e-26,4.557852904090141e-41,1.6662233652928529e-16,1.2937311694729958e-21,2.2476604550037525e-22,2.2201117260182802e-27,8.9293443734118471e-39,7.6269114387838136e-40,1.5145889697165788e-34,0.88168480800000004,0.0,0.0094599999995049217,0.10884999999929423,4.0161843299701781e-14,3.843442319229498e-14,8.5766952197069789e-14,5.0267094157253512e-16,3.6599613753291639e-16,1.6416277633217639e-16,1.4379562644714183e-13,1.1832475809968126e-13,1.0228834516134041e-15,8.851349126320531e-16,1.0623521951173847e-13,3.8835566547824762e-16,2.6886849305529237e-17,1.8421636711371056e-15,1.5084023464468368e-15,1.5238224603819204e-15,3.8335994724228221e-15,4.0412477986074928e-15,1.6781054063666883e-14,5.437546889788369e-17,1.4156536767628479e-14,5.8063588570771086e-14,2.8018008100885984e-14,5.3600094366078236e-17,1.449644989764069e-16,7.7034093066389205e-15,2.1143484223889038e-16,1.9059879899369136e-15,3.6064845815062362e-15,6.383471262001478e-17
1.3472104348000002e-07,0.0038082213198313273,3.0585049745771231e-16,1.1786366680197485e-17,1.9367487904819224e-16,9.3758411649145052e-17,6.8188045179794527e-17,0.0,0.0,2.4480653750589151e-14,1.880661313679574e-18,1.8107063402084198e-24,1.04811547467458e-26,1.1889478372529717e-33,1.9361542503974285e-16,1.9499884425407767e-25,6.9759436202822006e-14,2.0662784401665223e-16,2.7866246024298396e-27,1.0927166756083711e-30,4.1219345115757693e-14,6.5716168204689129e-23,6.368605170776146e-30,4.8040919151898302e-23,1.1880157075637311e-19,5.6058311823521901e-29,7.9852686168433621e-14,2.3147126152462262e-26,3.2430656904155068e-14,1.358744026334342e-27,3.9269904693004987e-42,5.8896395374989964e-27,8.2949773214162304e-46,1.5438741341358061e-17,2.4633439121675573e-20,8.0161370477470625e-18,5.5164402518108285e-17,5.766800486150147e-20,1.4873069356849609e-13,1.0430730476601064e-24,3.3984487978094902e-30,6.1251114190436765e-23,5.8533057722077966e-22,3.4613761954438301e-19,4.9816815918412629e-20,3.1514222423016438e-27,6.0702902971642154e-30,4.1820441739678618e-28,5.4660693624484632e-37,8.9555620156484597e-39,5.7225931623761436e-38,7.7941808795455245e-62,7.3650798077996908e-53,4.7820808216428182e-26,4.0435562657602433e-22,8.0463739372238723e-23,1.07114773448741e-26,3.3080354715443749e-35,2.9063716273651734e-22,1.996507316947382e-26,6.050966364765449e-41,2.1278896337483019e-16,1.3314038928190001e-21,2.578672367163981e-22,2.6241248631300384e-27,1.2014390462531284e-38,1.2786114642618277e-39,1.9494952082507585e-34,0.88168480800000004,0.0,0.0094599999994493169,0.10884999999919583,4.2320906802584192e-14,4.0896869656820278e-14,8.9276570580578363e-14,5.6101800451460339e-16,4.073838434626498e-16,1.822761628021712e-16,1.6121967031834449e-13,1.3238569600940953e-13,1.1508839357832611e-15,9.9482593868631464e-16,1.2379285387080447e-13,4.3608143193320888e-16,3.0556652664099896e-17,2.2433013151511644e-15,1.8726478432614493e-15,1.8615114857275777e-15,4.7023052241839586e-15,4.6866151319713797e-15,1.7557626367389255e-14,6.1847419286429821e-17,1.6095298574501971e-14,6.3811576830098062e-14,3.219112211012105e-14,6.157417490602609e-17,1.7274170880447189e-16,9.0948265221112767e-15,2.4175135245239987e-16,2.2842771206833352e-15,4.4004295251270023e-15,7.8168088233917195e-17
1.6190013340000003e-07,0.0038082213198310537,3.4350381787318812e-16,1.622603397507209e-17,2.5516667897292314e-16,1.3083646099601207e-16,1.0962235607341164e-16,0.0,0.0,3.1931293748673519e-14,2.9453785487974425e-18,3.1529162349180876e-24,1.5699824807228279e-26,1.9863654758555798e-33,2.7593387998045801e-16,2.8176778325767036e-25,7.5539018902321822e-14,2.7689269014026529e-16,3.3037073206706441e-27,1.0941403470415898e-30,5.3425802401648181e-14,1.0760797693364994e-22,7.8201249260823534e-30,6.6751144603436663e-23,1.6414649345778648e-19,9.8283461086000937e-29,1.0581645339699689e-13,4.2005486416461841e-26,3.3118282943205841e-14,1.7932979241440889e-27,4.6866194845062887e-42,1.0064431566166757e-26,1.8632495442476988e-45,2.4998891576102429e-17,3.1466147614154288e-20,1.0035046802072215e-17,7.034298410078197e-17,8.6924665270286134e-20,1.8445030037230727e-13,1.5730320760293238e-24,4.4305347249420826e-30,1.1402396188972631e-22,1.0305581323969042e-21,5.1156599385847593e-19,6.2456417946587114e-20,5.0322140064054431e-27,8.0787305282109536e-30,6.7801741493087285e-28,7.8368135194692249e-37,2.1398337046295325e-38,1.1534538260450751e-37,2.4283069990706396e-61,1.4380615064849821e-52,9.5430185848947361e-26,6.2270480809804584e-22,1.5310764957547511e-22,1.3804983329592035e-26,5.0550189891978824e-35,4.6997152356249888e-22,3.0620534869465281e-26,9.8102120510164196e-41,3.2260929749403893e-16,1.4042547222424274e-21,3.2626660456934392e-22,3.4744287907049017e-27,1.9943911625202687e-38,3.1285653579956795e-39,2.9902190156010186e-34,0.88168480800000004,0.0,0.0094599999993380708,0.1088499999989964,4.6597992670348091e-14,4.574744576809057e-14,9.5228522791332706e-14,6.8022874522222581e-16,4.9145922875099381e-16,2.192272342429949e-16,1.9583588166599773e-13,1.6012385958787651e-13,1.4125599125183748e-15,1.2178787484435431e-15,1.5992394309161989e-13,5.3355523576762487e-16,3.8065356909470522e-17,3.1582763421702202e-15,2.7231745540486069e-15,2.6327621350821356e-15,6.6988423130484474e-15,5.9974847588793045e-15,1.9033242828214994e-14,7.8103834114467718e-17,2.0107189928114451e-14,7.4632198829120821e-14,4.0856441120988928e-14,7.7913611205088185e-17,2.3539983014675359e-16,1.194493871246401e-14,3.0356950935123474e-16,3.0945490528121723e-15,6.1219123938152694e-15,1.093174388563852e-16
1.8907922332000003e-07,0.0038082213198307804,3.7732737824195237e-16,2.104881123200317e-17,3.1967737954854504e-16,1.7199520279661297e-16,1.6270233066626629e-16,0.0,0.0,4.004760211106396e-14,4.3044093268957618e-18,5.0195125995127148e-24,2.1759774625660141e-26,3.0301395292684934e-33,3.713798579092395e-16,3.829773932885464e-25,8.0263728394377632e-14,3.5224218516951209e-16,3.7622540575688153e-27,1.1561175724024568e-30,6.643939423817156e-14,1.6441772626678102e-22,9.2150920284334926e-30,8.9436636219000057e-23,2.1911107383565551e-19,1.5569227000118053e-28,1.3309308399544391e-13,6.9134756177082848e-26,3.3773652888516488e-14,2.2600228985670298e-27,5.3459444528371688e-42,1.5834038937356536e-26,3.678387441388122e-45,3.729282643920408e-17,3.8357233474282665e-20,1.2096326880166078e-17,8.6327617630185986e-17,1.2246567564055858e-19,2.2026426160893887e-13,2.2111532988970747e-24,5.531972816028453e-30,1.9326164321095757e-22,1.6576616484392315e-21,7.1521591346698657e-19,7.572295123660809e-20,7.4209922490593555e-27,1.0240865039732551e-29,1.0143499475777429e-27,1.0463112181903821e-36,4.508086118737079e-38,2.1012130958804375e-37,6.1729520424499904e-61,2.4616364642749499e-52,1.6915765419943534e-25,8.9089289238120491e-22,2.6168677702796644e-22,1.7085351661643103e-26,7.2968090405533973e-35,7.0033383411779781e-22,4.3611526630639429e-26,1.4676633563856025e-40,4.5573614110373936e-16,1.4761123699265924e-21,3.9754359976159336e-22,4.3660355220321792e-27,3.0414375759950369e-38,6.5958704967013093e-39,4.2591054250680192e-34,0.88168480800000004,0.0,0.0094599999992267762,0.10884999999879479,5.083527880459625e-14,5.0512010382434966e-14,1.0031941903108559e-13,8.0270647608723465e-16,5.7713078418764349e-16,2.5711308685570001e-16,2.3019252632706493e-13,1.8740213975950083e-13,1.6815580340098565e-15,1.4453910319580849e-15,1.9690256003699457e-13,6.3360504221322831e-16,4.5783566338476852e-17,4.2225214428371047e-15,3.7376324833919744e-15,3.5300396393558625e-15,9.0424740273993098e-15,7.3190940346103347e-15,2.0414974721944033e-14,9.6058609018478868e-17,2.4268816503470876e-14,8.4637154894649817e-14,4.9879043850971496e-14,9.4727915279908403e-17,3.0759500410486668e-16,1.4835121729634369e-14,3.663896177138947e-16,3.9594802495173656e-15,7.9800024600084588e-15,1.4300716043593898e-16
2.1625831324000004e-07,0.003808221319830507,4.0883927042035054e-16,2.6193898701977529e-17,3.8630402518012742e-16,2.1686232967932362e-16,2.2792231770629619e-16,0.0,0.0,4.8820337057500384e-14,5.9828350821178781e-18,7.4891856699855374e-24,2.8577837530031953e-26,4.3323042746640802e-33,4.795855022083946e-16,4.9820630041535086e-25,8.4293742372294556e-14,4.317914218332627e-16,4.1804951838375497e-27,1.2544742401500321e-30,8.0213490369214807e-14,2.3922344973747993e-22,1.0579727976445031e-29,1.1679222028298336e-22,2.8533015631210878e-19,2.2949481781537921e-28,1.6128929515934e-13,1.0602380343354144e-25,3.4434608542715232e-14,2.7571420428637181e-27,5.9534348946876123e-42,2.3454100441780962e-26,6.6111027284995604e-45,5.2435266641439712e-17,4.525250041109367e-20,1.4198182604249505e-17,1.0311009668675821e-16,1.6428480187166021e-19,2.5613596931519857e-13,2.9562243780466232e-24,6.6985268533064286e-30,3.0538508469939878e-22,2.4938194596330474e-21,9.5872441918280854e-19,8.9442960853865375e-20,1.0342214984164082e-26,1.2547770181012761e-29,1.4332703196484264e-27,1.3312211311858527e-36,8.6271246804250025e-38,3.5482665848591499e-37,1.3669468306320955e-60,3.8468723207356665e-52,2.7534380295193765e-25,1.2089062365561666e-21,4.1313768571399379e-22,2.0550621374077697e-26,1.0088473761448151e-34,9.8385693767514566e-22,5.8939501258477237e-26,2.0738037030586947e-40,6.1213542737924508e-16,1.5482435159252693e-21,4.7168640286774249e-22,5.2862795346587654e-27,4.3637970920129242e-38,1.2493898229407261e-38,5.7562966126889469e-34,0.88168480800000004,0.0,0.0094599999991154347,0.1088499999985918,5.5044753643022638e-14,5.5203709768813465e-14,1.0495849178030199e-13,9.2839125880840751e-16,6.6427870124815974e-16,2.9590944139397033e-16,2.6431915699024188e-13,2.1426894962424539e-13,1.9577066096751777e-15,1.6769853105389335e-15,2.3435964605525035e-13,7.361353506403762e-16,5.3698894167841143e-17,5.4350234622940989e-15,4.9169524141368425e-15,4.5514160244685736e-15,1.1736005596849623e-14,8.6408856920310532e-15,2.1712425885531838e-14,1.1565398654984826e-16,2.8548996132069262e-14,9.3917532629221366e-14,5.9186824340330248e-14,1.1198112114549567e-16,3.8929942260453151e-16,1.7732944187283484e-14,4.29790725820216e-16,4.8631824932526579e-15,9.9357458587306129e-15,1.7851502345348165e-16
2.4343740316000004e-07,0.0038082213198302353,4.3893195978737419e-16,3.1622366819728389e-17,4.5444638390697758e-16,2.6521819208904417e-16,3.056254538371734e-16,0.0,0.0,5.8244927402971231e-14,8.0054307858002479e-18,1.0638654487538008e-23,3.6096750657133833e-26,5.9011010287003014e-33,6.0030664631531729e-16,6.2717038083383949e-25,8.7867577930140854e-14,5.1497012375401948e-16,4.5715550330759276e-27,1.307084534978612e-30,9.4722447527983929e-14,3.3558262577415946e-22,1.1932129684762247e-29,1.4946990163476238e-22,3.6431975328839778e-19,3.2062089161673965e-28,1.9014995218914447e-13,1.5414492677804201e-25,3.5101953693131112e-14,3.2838281400387627e-27,6.5162100149064025e-42,3.3182373778836839e-26,1.1072066246763726e-44,7.0503962424327052e-17,5.2129001778422206e-20,1.6340582297986439e-17,1.206928749950721e-16,2.1236794554165828e-19,2.9206353141602004e-13,3.8071090317996749e-24,7.9278988525498064e-30,4.571923669579052e-22,3.5641421649709411e-21,1.2432462716163895e-18,1.0348027548033944e-19,1.3817720505822426e-26,1.4995402433404194e-29,1.9406434194774847e-27,1.6366718454369555e-36,1.5338850749265839e-37,5.6522147153620694e-37,2.7380397145945149e-60,5.633995651618538e-52,4.2045795419488079e-25,1.5766348225145668e-21,6.1393126528840579e-22,2.4201330052759697e-26,1.3482649911082041e-34,1.3220110734379421e-21,7.6604437497097194e-26,2.8079285638926654e-40,7.9175461556189552e-16,1.6206735367245887e-21,5.4872232136930412e-22,6.2270358304060041e-27,5.9790030924407398e-38,2.1862364332712784e-38,7.481790483824015e-34,0.88168480800000004,0.0,0.0094599999990040463,0.10884999999838794,5.9227157794163418e-14,5.9828699797201497e-14,1.0935583507905376e-13,1.0572604401295571e-15,7.5282021655758518e-16,3.3560096954532201e-16,2.9823169430204577e-13,2.407647975342818e-13,2.2409302775508171e-15,1.9124021195140945e-15,2.7210566684928406e-13,8.4108672537950148e-16,6.1805240635817373e-17,6.7949049628593699e-15,6.261531006851352e-15,5.6951874366912498e-15,1.4782570875255038e-14,9.9584440131880222e-15,2.2933881374897059e-14,1.3683572828198226e-16,3.2920777992730791e-14,1.0255308945780513e-13,6.8717479153307849e-14,1.2965743330774788e-16,4.8039838784770294e-16,2.0624715369388371e-14,4.9355662643863655e-16,5.7938198701064126e-15,1.19600772046246e-14,2.1530197963959367e-16
2.7061649308000005e-07,0.0038082213198299656,4.6809890416359066e-16,3.7308313784255229e-17,5.2371280960154021e-16,3.1693315369771995e-16,3.9605362752482909e-16,0.0,0.0,6.8318289734970401e-14,1.0396786038257456e-17,1.4543316895507248e-23,4.42804811767815e-26,7.7423052668481346e-33,7.3339465785832539e-16,7.6969392201830125e-25,9.1140478728796209e-14,6.0141785811043212e-16,4.9459720237788686e-27,1.3340482369700814e-30,1.0995100382080214e-13,4.5748354195321325e-22,1.3289423844110456e-29,1.8803681817263844e-22,4.5738948874185315e-19,4.2982999588781617e-28,2.1951194255800242e-13,2.1495517520789515e-25,3.576936055067999e-14,3.839697678534933e-27,7.052869588383396e-42,4.5278769467272792e-26,1.7543191697228857e-44,9.155242484365637e-17,5.8978070016598572e-20,1.8523834180049045e-17,1.3908044410154376e-16,2.6669937562006332e-19,3.2805176772963123e-13,4.7627832367327741e-24,9.2187381739752294e-30,6.558246648418916e-22,4.8918281458953838e-21,1.5695637282686238e-18,1.1773192752105052e-19,1.7867725989964122e-26,1.7581974686807539e-29,2.542247486359546e-27,1.9618076392082084e-36,2.5736040854761288e-37,8.595021545699127e-37,5.0731755627543355e-60,7.8604777372465912e-52,6.1105894100754632e-25,1.9939488189666434e-21,8.7006551046482193e-22,2.8038483924846757e-26,1.7530330373203879e-34,1.7158356439734064e-21,9.6606507738440181e-26,3.6783989101553228e-40,9.9453717152032932e-16,1.6931888363270751e-21,6.2867810276652592e-22,7.1831548136082732e-27,7.904284148042977e-38,3.5990222774331631e-38,9.4356038153433359e-34,0.88168480800000004,0.0,0.0094599999988926112,0.1088499999981835,6.3381710174716319e-14,6.4391731656297741e-14,1.1361471768481857e-13,1.1893142412801947e-15,8.4269651374577555e-16,3.7617957523195341e-16,3.3193642836104632e-13,2.6692045888745887e-13,2.5312145985171284e-15,2.1514599701671475e-15,3.1004704394729675e-13,9.4842663290813625e-16,7.009958626940876e-17,8.3013417568492467e-15,7.7713085890270354e-15,6.9598172159857488e-15,1.8185052707167865e-14,1.1270139220908374e-14,2.4087033583914535e-14,1.5955413066797652e-16,3.7360904168969165e-14,1.1061331322696144e-13,7.841706846980348e-14,1.4774953171683067e-16,5.8072210386096523e-16,2.3505365614104985e-14,5.5758037226255249e-16,6.7425968583390495e-15,1.4031391569970243e-14,2.5296732624387635e-16
2.9779558300000005e-07,0.0038082213198297014,4.9663347844027932e-16,4.3232072968476258e-17,5.9383202590153988e-16,3.7191969028197226e-16,4.9939204295685552e-16,0.0,0.0,7.9037384195960825e-14,1.3181380350714952e-17,1.927787062419416e-23,5.3107157732424728e-26,9.8603501899243068e-33,8.7876139749874615e-16,9.2567093526702514e-25,9.4219930274113629e-14,6.908913514273468e-16,5.3115735315261913e-27,1.3731376366810684e-30,1.2588785260395023e-13,6.0923680134522153e-22,1.4664160431180182e-29,2.3297251167260624e-22,5.6564297209646522e-19,5.5779272998103345e-28,2.4926346135520598e-13,2.8989965316681255e-25,3.643412321232855e-14,4.424522807608133e-27,7.5788856072691641e-42,6.0004908376873363e-26,2.658305195395934e-44,1.1562088096298635e-16,6.5795395837436449e-20,2.0748074810817849e-17,1.5827623730313159e-16,3.272639912869269e-19,3.6410214000037853e-13,5.8223189683867699e-24,1.0570049149989224e-29,9.0869741424876398e-22,6.4985360835477573e-21,1.9382147042898893e-18,1.3211845926133595e-19,2.2511546026412378e-26,2.0306454638057727e-29,3.2438439406329097e-27,2.3061699957006764e-36,4.1162914002323425e-37,1.2583283183673331e-36,8.8308666823140458e-60,1.0563004582121091e-51,8.5375947205846982e-25,2.4607266514479723e-21,1.1871411840988282e-21,3.206283215133291e-26,2.2281172275460186e-34,2.1661359974521767e-21,1.1894656886746899e-25,4.6935514126944816e-40,1.2204278540866566e-15,1.7656972544590108e-21,7.1156824131651934e-22,8.1511188081529692e-27,1.015562113932796e-37,5.640425173450153e-38,1.1617820286458187e-33,0.88168480800000004,0.0,0.0094599999987811292,0.10884999999797861,6.7508689825886587e-14,6.8897416684082204e-14,1.1779416485551766e-13,1.3245639107208038e-15,9.3386160924712166e-16,4.1764148056503355e-16,3.6543541133292639e-13,2.9275966309139583e-13,2.8285756592394552e-15,2.3940198351994085e-15,3.4812966161072395e-13,1.0581380114042141e-15,7.8580120378576064e-17,9.9535207275113489e-15,9.4458867839692096e-15,8.3438785184549414e-15,2.1945849296335397e-14,1.2575176534867489e-14,2.5178862478505932e-14,1.8376282027728864e-16,4.1848909155935335e-14,1.1816008074297607e-13,8.8238067557869469e-14,1.662526725288535e-16,6.9007359536920755e-16,2.6372456558777662e-14,6.2179980964209193e-16,7.7026799670849775e-15,1.613290671871807e-14,2.9119982024050304e-16
3.2497467292000006e-07,0.0038082213198294412,5.246777297966778e-16,4.9378799912971307e-17,6.6464060783221475e-16,4.3012168932129718e-16,6.1577606061874348e-16,0.0,0.0,9.0398999169373784e-14,1.6383562065297884e-17,2.4916477814158828e-23,6.2570475261521593e-26,1.2258517757232398e-32,1.03637500772777e-15,1.0950603590153015e-24,9.7170762725499174e-14,7.8325030287650113e-16,5.6756848974485875e-27,1.4206134500764787e-30,1.4252452389612777e-13,7.9550218842618019e-22,1.6072193611648765e-29,2.8464864689053815e-22,6.899330288847374e-19,7.0515579259670388e-28,2.793377598472837e-13,3.8040941928982009e-25,3.7097337483695877e-14,5.0381682319864242e-27,8.102836507796947e-42,7.7624226289482531e-26,3.8826531328579213e-44,1.4273801508273365e-16,7.2578911454335101e-20,2.3013260384056795e-17,1.7828257222252924e-16,3.9404733072882985e-19,4.0021258551868988e-13,6.9848876956485816e-24,1.198108953555888e-29,1.2235557904908547e-21,8.4040665963707037e-21,2.3494937520945109e-18,1.4658393302528461e-19,2.7767581791456201e-26,2.3168271277177323e-29,4.0511997734979979e-27,2.66958116905572e-36,6.3325119101308188e-37,1.7849183060227785e-36,1.4584689959223461e-59,1.3773683268056605e-51,1.1552004283611597e-24,2.9768552948237842e-21,1.5702772261778889e-21,3.6274854674360436e-26,2.7783161644348304e-34,2.6735151184860762e-21,1.4362625514147784e-25,5.861730821382331e-40,1.4693726960314109e-15,1.8382340966030744e-21,7.9739474710590024e-22,9.1288313596475482e-27,1.2751241170368233e-37,8.4960845274730344e-38,1.4028599552379179e-33,0.88168480800000004,0.0,0.0094599999986696003,0.10884999999777339,7.1608976201359742e-14,7.3349651559855283e-14,1.2192251842544434e-13,1.4630286556484416e-15,1.0262804273956734e-15,4.5998624882313065e-16,3.9872870193949369e-13,3.1829966374012476e-13,3.1330523055875533e-15,2.6399787694074146e-15,3.863265160607868e-13,1.1702160534794117e-15,8.7246000260370191e-17,1.1750631843235676e-14,1.1284487543447934e-14,9.8460578089912016e-15,2.6066647512289131e-14,1.3873179646186076e-14,2.6215344544813575e-14,2.0941885177467949e-16,4.636751658261198e-14,1.2524668102388005e-13,9.8140343157511876e-14,1.8516419062180748e-16,8.0823622970249953e-16,2.9224864728124398e-14,6.8618343031781955e-16,8.6691946604664463e-15,1.8252649460702399e-14,3.2977740426797315e-16
