Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148)
1.31071e-10,0.003802466710199064,2.1475132303166269e-20,1.3687986301665888e-24,2.7617264303875105e-22,7.3143775647172483e-24,1.3765212866521204e-25,0.0,0.0,2.5275166146280607e-18,2.7683259992277453e-25,4.2371812946229329e-35,1.7636103364416004e-36,1.8103759442981677e-44,1.4500917475646223e-22,1.707271574743234e-33,8.1524457078650756e-17,2.339587417272401e-22,3.818345426144002e-34,5.8338936950073202e-35,9.0772590981588804e-20,1.2282798237723162e-31,7.1415115708741777e-36,1.215066081187883e-30,1.5749570826346454e-25,3.8737327816093288e-40,1.0524443693100362e-19,1.1270365810362074e-36,1.1420649479427526e-16,5.307250243012973e-34,1.5050157484373802e-50,4.5162961724972411e-36,4.2390268289970692e-58,2.7080293555761682e-26,2.6046545904406837e-25,2.0785257494523348e-23,1.3030172829620419e-22,2.7243889081176589e-25,4.4463390980268265e-19,3.1931494280127731e-32,1.1024397634552004e-37,3.1321947291102135e-31,5.3479109479068749e-30,6.8680932180689632e-26,8.8067697216837987e-24,1.7954417353144325e-36,4.2713525539597503e-38,1.7440479644657274e-37,9.2365655842787601e-48,6.8363140340791172e-52,1.9604092280082301e-48,1.0695696222035924e-81,1.5887915246156021e-67,7.9132133385697245e-39,1.9411726663087326e-29,3.3154425713218112e-33,4.0865471020146108e-34,1.9546570463692642e-42,6.6518602167050648e-31,1.1195554629362677e-36,2.0947762093298669e-50,7.423981946519695e-25,3.2320872906530043e-24,6.0357427339750593e-28,4.0676000177398804e-34,6.5029366844515505e-48,1.7921497411860595e-56,6.0199739552264103e-45,0.88168480800000004,0.0,0.0094599999999996666,0.10885,1.3383039725399146e-16,1.1399544067776445e-16,1.3439947052610521e-16,1.0563835764393964e-18,8.7594854636494794e-19,4.3800083439191644e-19,7.6613265678351033e-19,6.5859416757707147e-19,2.083069322811233e-20,1.7369873310013076e-20,1.9810185547964348e-19,8.6197200260194497e-21,4.2906755442522704e-23,2.5986884972562797e-21,1.3293558184287943e-21,1.9657249483025621e-21,3.3033858017923261e-21,4.2546501159338775e-21,8.0908681613328769e-17,8.8193593263429557e-20,2.0554375399728843e-19,4.835524508916899e-19,3.324655111939545e-21,7.3265850090802544e-25,5.2943494613829632e-22,6.1223614148630866e-23,4.3002134175083457e-21,5.8675000599411172e-22,9.4405657714544584e-24,1.9217563667875221e-26,3.3228989311432602e-27,5.4798353107246432e-27,6.3930770586800776e-28,6.8498353352106593e-27,5.1173463975534618e-33,6.5440155102227478e-33,3.3886609500356604e-34,2.1590840551205489e-32,3.1943557480890966e-33
2.62143e-10,0.003802466710199065,4.6464600042091938e-20,5.7337312098509584e-24,1.1093603838374158e-21,3.13368458021476e-23,1.1065329995286724e-24,0.0,0.0,5.1368436889969811e-18,1.1227379602485879e-24,9.2556110541996754e-34,1.7871214067053865e-35,2.4202652346292731e-43,5.8045849863711072e-22,1.3560763054123659e-32,1.6287354425749039e-16,9.349738215512311e-22,1.7825898547047182e-33,2.185108218854785e-34,3.6166021284858096e-19,9.8100958918978503e-31,2.3058919163395698e-35,9.5227158562544087e-30,6.2887327459270355e-25,4.3400038471000001e-39,4.2056210897704503e-19,6.8316443277928579e-35,2.2749046059533769e-16,3.1630669234620868e-32,1.3434673230059742e-49,3.7928619220135192e-35,6.9495659506269224e-57,2.1644196097712456e-25,6.2468669549509324e-25,8.2853317477609231e-23,5.2544673764323216e-22,1.0471116857813549e-24,1.7722970621022502e-18,1.0384640738006068e-30,8.5988232918614153e-37,2.4200664554806673e-30,4.1185731732919826e-29,4.6543807630758109e-25,2.9484257427573233e-23,1.9761633759307024e-34,4.9956248516698158e-36,2.0811571787238598e-35,2.1540611101256111e-45,2.1125412101628588e-50,3.0052620156590133e-47,9.9028483559856719e-80,7.3457588493121012e-65,1.321006723173392e-37,1.4821730704366947e-28,5.1021975638116477e-32,3.2423689893753657e-33,1.9348931704422244e-41,4.489810486481832e-30,1.7782569705999963e-35,2.5139787854577441e-48,5.9196951073482488e-24,6.8985060644336237e-24,2.4109568593340027e-27,2.4927404572316985e-33,6.1346511353759637e-47,1.1517289116871965e-54,1.1192106765169832e-43,0.88168480800000004,0.0,0.0094599999999993335,0.10885,2.6612436417890769e-16,2.2665534470135957e-16,2.6838494741409485e-16,2.0729019581895463e-18,1.7184683762822181e-18,8.59334893473644e-19,3.0472546067473117e-18,2.6189698086500451e-18,8.1446150642217956e-20,6.7974855782298603e-20,7.9212385335954481e-19,3.3697282165218439e-20,2.0289812052771248e-22,1.0362404783571416e-20,5.3071817182550273e-21,7.8405245859926414e-21,1.3272699346491502e-20,1.7286638911660782e-20,1.6043246788085864e-16,1.754374528702178e-19,8.031612129908731e-19,1.9185288878854145e-18,2.5872162107867379e-20,6.8292903062897752e-24,2.1063457639144207e-21,4.9439670057531632e-22,1.6306948412802739e-20,2.4992635380351257e-21,7.9626364539223858e-23,1.5829163219252297e-25,4.3551122763880325e-26,7.7610859592112758e-26,1.1878556842947073e-26,1.1059719361918149e-25,8.9150701999241814e-32,1.0425987485340451e-31,6.6050539827840578e-33,6.7174579287177535e-31,1.2448065606395426e-31
5.24287e-10,0.003802466710199067,1.0670796727246699e-19,2.4966085741415611e-23,4.4382682186130656e-21,1.4167412416720754e-22,8.8590239653850799e-24,0.0,0.0,1.0598039614879036e-17,4.6131842545319331e-24,4.2890615808916671e-32,3.7216097436694864e-34,3.382455588578546e-42,2.3226381066134226e-21,1.1222443078583567e-31,3.250461951565152e-16,3.7330007876282529e-21,9.0341168038272764e-33,7.7411093138882142e-34,1.4353370563135778e-18,7.8223171849636972e-30,7.0370619948401741e-35,7.3183721305567615e-29,2.5066455466512238e-24,5.4410006340583045e-38,1.6789215516291947e-18,4.475113446429257e-33,4.5132704707161443e-16,1.9696397115606671e-30,1.2572858711099408e-48,5.1094668330049286e-34,1.7595884415508604e-55,1.7283250785129186e-24,1.5384180865826592e-24,3.29131725606504e-22,2.1010277988822267e-21,3.8803169220030392e-24,7.0397172752860527e-18,3.4582310594946086e-29,6.5478024728189273e-36,1.8115493010832965e-29,3.0632642414769113e-28,2.8392019710162698e-24,8.8200889115346543e-23,2.4465046499481284e-32,6.0173661341397045e-34,2.6065942326205772e-33,5.1682048547200677e-43,6.3434399279127878e-49,4.4305667853953965e-46,2.1705885030484397e-77,3.4714988189934038e-62,2.3213348436926279e-36,1.0838199377368665e-27,7.5758797569917565e-31,2.5084342783410697e-32,1.9963846794904092e-40,3.193299725942597e-29,2.7551370369252208e-34,3.1577578951436748e-46,4.7048284729016469e-23,1.4157566143546189e-23,9.6034714084007926e-27,1.5147307116191523e-32,5.433998089759535e-46,7.4351455312728669e-53,1.894435220966863e-42,0.88168480800000004,0.0,0.0094599999999986674,0.10884999999999995,5.2619944537404161e-16,4.4805790573542111e-16,5.3511798443107625e-16,3.9967464252161542e-18,3.3116118096645087e-18,1.6561646627341126e-18,1.205286641748588e-17,1.0354537448024273e-17,3.1168425860041473e-19,2.6056630416886301e-19,3.1652685313060663e-18,1.2891675123283634e-19,1.0237594366345402e-21,4.1196908170978043e-20,2.1150975787962994e-20,3.1187638789134717e-20,5.3527793707009267e-20,7.1129044015381975e-20,3.15454162166305e-16,3.4711850653460267e-19,3.0697178800658955e-18,7.5513776946701645e-18,1.9609684963448699e-19,6.7468717558528974e-23,8.3352156415697842e-21,4.0194522597039149e-21,5.9072562435030364e-20,1.1137769360850896e-20,6.9699844607982187e-22,1.3473505236663072e-24,6.4392304555220518e-25,1.2104164173417993e-24,2.3394824233252502e-25,1.7975148116849059e-24,1.5082198822869922e-30,1.7344630116021534e-30,1.3335609459436547e-31,2.1350614194704415e-29,5.022021018688299e-30
9.999999999999999e-10,0.0038024667101990714,2.515929270541742e-19,1.0712447215481369e-22,1.6465324428035982e-20,6.4152876707372473e-22,6.4943705656184369e-23,0.0,0.0,2.137105045247125e-17,1.8043446418584101e-23,3.1774873345517839e-30,2.6298814116037196e-32,4.4553218526753473e-41,8.6439661990591868e-21,1.4643410166660236e-30,6.1744589443765937e-16,1.3844589315883024e-20,4.5797959036375709e-32,2.3475562853527497e-33,5.2624972811754661e-18,5.7134836533786351e-29,2.0791286426744836e-34,4.9879596503415201e-28,9.266252826143168e-24,6.8216379126370706e-37,6.2249885648018225e-18,2.7039574905335095e-31,8.4784650491651554e-16,1.1192586368451751e-28,1.1037810632863396e-47,2.7077756241875582e-32,1.6895449788392412e-53,1.2659277977181118e-23,3.819532323065725e-24,1.2087958472108195e-21,7.7446924725382059e-21,1.2593967452739595e-23,2.584985486560601e-17,1.0488113225277202e-27,4.3896107252144164e-35,1.1807724133594731e-28,1.972352133829346e-27,1.4110285450988261e-23,2.1756908234714449e-22,2.7764494185582408e-30,6.4167275893146931e-32,2.992326186996967e-31,1.0932944457030478e-40,1.6630520986182504e-47,5.5786556721863767e-45,1.4702054784840177e-74,1.428942750040398e-59,3.9004567372975283e-35,6.7532087631910475e-27,9.6475706707480233e-30,1.7139350544486865e-31,3.0678363447589268e-39,2.1815845493245741e-28,3.7472306448437365e-33,3.6302784930432763e-44,3.414649210360903e-22,2.7028324485544062e-23,3.5368727343476966e-26,8.0983089734808186e-32,4.2236278056667843e-45,4.267465418245991e-51,2.6999247370344848e-41,0.88168480800000004,0.0,0.0094599999999974566,0.10884999999999982,9.8238108393404401e-16,8.361754032173232e-16,1.0147050307220071e-15,7.1478440321884261e-18,5.9147731759959299e-18,2.9584128456208709e-18,4.3902810115562534e-17,3.7686900045415899e-17,1.0693315417484629e-18,8.9655539298452173e-19,1.1747984893091252e-17,4.4202368111064761e-19,4.9273546456001396e-21,1.5158665585083712e-19,7.8215747268811721e-20,1.1487819579253616e-19,2.0195262210734235e-19,2.7711173684602193e-19,5.8293946048956566e-16,6.4877933547126657e-19,1.0505006372766872e-17,2.7253672548571082e-17,1.3019671645682193e-18,6.2392444913026352e-22,3.0385161323761313e-20,3.0249473211898096e-20,1.8577437425791548e-19,4.8758513693797402e-20,5.8539299495044283e-21,1.1027231241014743e-23,9.6578179302302856e-24,1.8754674634154253e-23,4.2999352995581549e-24,2.6875121720756646e-23,2.3016350633083993e-29,2.7798051642891324e-29,2.4822025237883135e-30,6.270026715928575e-28,1.8643351261986799e-28
1.0485750000000002e-09,0.0038024667101990714,2.6638711372007672e-19,1.1551365559111002e-22,1.7693405761471734e-20,6.9256886746867771e-22,7.0670506086550147e-23,0.0,0.0,2.2471081356474388e-17,1.9414808951495411e-23,3.49756064684919e-30,2.8946181701864453e-32,4.8757160419705446e-41,9.2894362873068393e-21,1.6024054865441447e-30,6.4730279427554838e-16,1.4877082463558154e-20,4.9551910760306007e-32,2.5082206104159673e-33,5.6532881738411439e-18,6.2170132242268315e-29,2.2195728709759542e-34,5.4225518254369272e-28,9.9564755520331979e-24,7.4626365841604672e-37,6.6891869473662297e-18,2.9754887472913934e-31,8.8833506138820375e-16,1.2315348113345503e-28,1.2036498897220639e-47,2.9790490126187752e-32,1.8602675095702354e-53,1.3775436326969355e-23,4.0524566367531077e-24,1.2986182500186677e-21,8.3209664266299397e-21,1.3483717311437026e-23,2.7770555862740414e-17,1.1523741308903986e-27,4.7709738379852963e-35,1.282843240200288e-28,2.1424698284220665e-27,1.526117449551646e-23,2.307788537560289e-22,3.057454227913367e-30,7.0657945835976015e-32,3.2952106811875469e-31,1.2044028916551407e-40,1.8263888788731487e-47,6.103051097824097e-45,1.6201063531307607e-74,1.5744974564034366e-59,4.2750288049328292e-35,7.3321094074795972e-27,1.0555325786567858e-29,1.8633311730386845e-31,3.3607077017873055e-39,2.3717391510795728e-28,4.1017272644787297e-33,3.9977414316260192e-44,3.7152777008292365e-22,2.8342556147202567e-23,3.7999614679005604e-26,8.7705573965214607e-32,4.5994154653255668e-45,4.6956238052345425e-51,2.956269686648232e-41,0.88168480800000004,0.0,0.0094599999999973334,0.10884999999999981,1.0289617388521401e-15,8.7580603647767882e-16,1.0636756091455149e-15,7.4696022482949418e-18,6.1805816852642277e-18,3.0913852585751621e-18,4.7155004222375011e-17,4.0477804462928786e-17,1.146694819142431e-18,9.6149616607506328e-19,1.2624365078778248e-17,4.7399499389548797e-19,5.3259503057471304e-21,1.6285854035588363e-19,8.4042624555499797e-20,1.2342382899247026e-19,2.1710826435286903e-19,2.981446060428873e-19,6.1025235369629423e-16,6.7958188819864329e-19,1.1264222830027769e-17,2.9265471621811131e-17,1.4148874558949361e-18,6.8074408021265394e-22,3.2636678754465246e-20,3.2927817650147299e-20,1.987118817662171e-19,5.2599963593154553e-20,6.3805036352747396e-21,1.2015642753513253e-23,1.0578225705555409e-23,2.0546116833298846e-23,4.7151127727504716e-24,2.943579329291921e-23,2.5212543403136467e-29,3.045940169589572e-29,2.7220429639236406e-30,6.888457338764518e-28,2.0495741927057414e-28
2.0971510000000003e-09,0.0038024667101990797,7.2873890642912597e-19,5.7826662174028728e-22,7.0500082891717698e-20,3.7066668633141806e-21,5.632511513275624e-22,0.0,0.0,4.9870627440344121e-17,8.5114033153258612e-23,3.4772425937949777e-28,3.4611530550460051e-30,7.0499632392346655e-40,3.7121199488512167e-20,9.3306459434453948e-29,1.2835674142558834e-15,5.9073338769274945e-20,2.8332554796291805e-31,7.1900647471453011e-33,2.1945368177361077e-17,4.9095085168431895e-28,8.2064910110532847e-34,3.7682502537310563e-27,3.9276087439317242e-23,1.0890756261447455e-35,2.6546879153214853e-17,1.9769974996787424e-29,1.7216776825002755e-15,7.327948922427926e-27,1.1039296839248877e-46,3.2844845185600978e-30,3.6423986266876256e-51,1.0939276341456489e-22,1.1653849089065152e-23,5.0565321045332683e-21,3.2483469291651235e-20,4.2312908022191498e-23,1.0809127167522956e-16,3.8205202110006866e-26,3.240715857818952e-34,8.3263838211091778e-28,1.3584795333056058e-26,7.2571167113271044e-23,5.3236047591203264e-22,3.6381095634741199e-28,7.4971900943669885e-30,3.9945096225734091e-29,2.5177642527106949e-38,5.0978069426752492e-46,7.6098688052311192e-44,2.253715966180248e-71,6.3172185416920183e-57,8.5608273638188386e-34,4.3612528627856652e-26,1.3265867376174295e-28,1.2935253932327242e-30,9.500753220296702e-38,1.8089899828943944e-27,5.7147446568071345e-32,4.8496291670532559e-42,2.8972835861407261e-21,5.5436502922349059e-23,1.4832786899661367e-25,4.6439472335849971e-31,3.7778193139032429e-44,2.9048261466073456e-49,4.2200849047742387e-40,0.88168480800000004,0.0,0.0094599999999946654,0.10884999999999929,1.9698682709825201e-15,1.6756014220079957e-15,2.1014960706993633e-15,1.328859011777943e-17,1.0954788987312872e-17,5.4793490433862387e-18,1.8065915017568087e-16,1.5484299924196662e-16,3.9449394194812668e-18,3.32385735681451e-18,5.0105146017540793e-17,1.6283752669788303e-18,2.6551398370263381e-20,6.3727724037951559e-19,3.3245684025055914e-19,4.8402583382822044e-19,8.8628994157933769e-19,1.2743787645963325e-18,1.1450307142066732e-15,1.3036862864863312e-18,3.8546431537545754e-17,1.1015064082802633e-16,9.360247673060946e-18,6.4663520946261357e-21,1.2519932624515374e-19,2.697427121104334e-19,6.0368021334981848e-19,2.6146527106446312e-19,6.0161745135522815e-20,1.1109171123110739e-22,1.8687505451924172e-22,3.6979596765996794e-22,8.9843933122541761e-23,4.8223936053278076e-22,4.1739187293714167e-28,5.5790404445347949e-28,5.2201792251293338e-29,2.1727747666938589e-26,7.8734367938955564e-27
4.194303e-09,0.003802466710199093,2.1310433233065114e-18,3.1176964372115847e-21,2.8589901059964469e-19,2.1334855376890958e-20,4.5583760743326876e-21,0.0,0.0,1.1819609473347697e-16,3.9653548434702868e-22,3.3643776622875722e-26,3.8338698643522787e-28,9.8721169581533229e-39,1.4809681959600854e-19,7.7772518690606828e-27,2.5239359959218069e-15,2.3288348842661313e-19,1.5827967923752099e-30,1.7983756378287887e-32,8.2959721034383777e-17,3.8289274384181763e-27,3.6741313611355806e-33,2.3647860945386271e-26,1.5287797158245191e-22,1.7285137287056143e-34,1.0454254889293958e-16,1.2840935953895114e-27,3.2401801328232382e-15,3.7443999237338298e-25,8.8627586771174665e-46,3.3431050264988428e-28,6.3065907699822857e-49,8.6242443710428482e-22,3.6775886866813466e-23,1.9201244560190319e-20,1.2367445465271477e-19,1.1605338690977745e-22,4.101429497644699e-16,1.2355186952206113e-24,2.1372965024630519e-33,4.8241893968825899e-27,7.5476228242976303e-26,3.125169894649172e-22,1.114445024674194e-21,3.7193999153863151e-26,6.2994561318315639e-28,4.1956757555570011e-27,4.1099334105703615e-36,1.5346531021225696e-44,8.811831239562504e-43,2.7101386909488325e-68,1.9957318997090492e-54,1.9089303394190537e-32,2.1535495401654959e-25,1.4433356602165689e-27,8.1077814791188575e-30,3.0638769120543318e-36,1.395347776023586e-26,7.2016978287454976e-31,5.0957009007611708e-40,2.2061973106966032e-20,1.0497498490480358e-22,5.6439974217538182e-25,2.2144926787079012e-30,3.0437671501833049e-43,1.7361847215194879e-47,5.3840577160305787e-39,0.88168480800000004,0.0,0.0094599999999893311,0.10884999999999743,3.6274620802633214e-15,3.0835305695134753e-15,4.1025981274811864e-15,2.221586703102264e-17,1.8145633944898126e-17,9.0662926433377882e-18,6.6583581380716052e-16,5.6917667688008294e-16,1.2271557437798364e-17,1.0409018491906477e-17,1.9666901555444421e-16,5.0473869167473779e-18,1.1647369794721761e-19,2.4516288491488356e-18,1.3084792972121524e-18,1.8702939907106904e-18,3.6265912460367571e-18,5.4805331251715122e-18,2.0354899192225222e-15,2.4106840839652245e-18,1.1868810412147175e-16,3.9343124974379128e-16,5.3893474103081146e-17,5.2134576413504905e-20,4.6253314004337789e-19,2.1485295375854323e-18,1.6448525122479604e-18,1.3180598541561275e-18,5.5433548552165911e-19,1.0108824692192644e-21,3.3258129367376521e-21,6.6477845501597327e-21,1.4624091593135233e-21,7.6948998252393947e-21,6.6953657705949736e-27,1.0119270386537743e-26,8.5245863109234408e-28,6.1752582462439911e-25,2.5832594786502403e-25
6.291455e-09,0.003802466710199107,3.9302045472496939e-18,7.6734799750220125e-21,6.2048494391861763e-19,5.384587281999514e-20,1.3228972235648986e-20,0.0,0.0,1.99057233945284e-16,9.2100875471691097e-22,2.0028529395277719e-25,2.3371929925950113e-27,3.4317710534574301e-38,3.1411082865453291e-19,4.4269271344952136e-26,3.7329604289404917e-15,4.8995276907245366e-19,3.9893472564315577e-30,2.9063754164455718e-32,1.6976904420467834e-16,1.0791044043467093e-26,8.8531344155005089e-33,5.9297619041374461e-26,3.1886122861451659e-22,6.7973646846730386e-34,2.1977739788956276e-16,7.0357189517103503e-27,4.6237401688917061e-15,1.8790295696774073e-24,2.5104730289047086e-45,1.9950874651007339e-27,4.2004958962070084e-48,2.4454218794663109e-21,7.1649277823028091e-23,3.9385762965719753e-20,2.5406872450419052e-19,1.9618716329719351e-22,8.4083238585447467e-16,5.6137580335886353e-24,5.9001229762448101e-33,1.1729744823744838e-26,1.7896428654747176e-25,6.7154438941409354e-22,1.6675276773846667e-21,2.2194652872768037e-25,3.542640077242645e-27,2.5216580106593819e-26,2.6845541248866808e-35,7.1194155528862084e-44,2.9256376503050926e-42,1.9489058687408698e-67,1.4522617097394298e-53,7.9556264466598342e-32,4.7428279734109796e-25,4.4819378737540049e-27,2.038999336974553e-29,1.3973193785533705e-35,3.9338594649507947e-26,2.3844848250272549e-30,3.0627601944705999e-39,6.1347299369809336e-20,1.502793299130857e-22,1.1587772994585425e-24,4.9604810414347564e-30,8.7020472236003892e-43,9.0532904472481689e-47,1.7879252186510475e-38,0.88168480800000004,0.0,0.0094599999999839968,0.10884999999999484,5.0905587278237906e-15,4.3265764494127428e-15,6.0317439325797161e-15,2.951480675489872e-17,2.3896175995980772e-17,1.1918358300050319e-17,1.3388857187176207e-15,1.1425798229009279e-15,2.2254436103266421e-17,1.8947749245456476e-17,4.121243807685808e-16,9.1249975999195775e-18,2.4567698889238493e-19,5.0820005531109542e-18,2.7563358304530691e-18,3.8889169473969017e-18,7.7771925712015564e-18,1.1992916819479465e-17,2.779612439941953e-15,3.3972056820854076e-18,2.1368940291522609e-16,7.7510376087661678e-16,1.2854689769771453e-16,1.4167080098562939e-19,9.3186863218085284e-19,6.0449883609292959e-18,2.8145782972686535e-18,3.0892372640200089e-18,1.6461631324672124e-18,2.9914326922069306e-21,1.2561644361467965e-20,2.5165876338249846e-20,5.1920166101839555e-21,2.7987075472673682e-20,2.4380737058909469e-26,3.8383370073988653e-26,3.028761625257001e-27,2.6482385097794439e-24,1.1481749011833692e-24
8.388607e-09,0.0038024667101991152,6.0571848783203763e-18,1.4575606180175996e-20,1.0877427432609665e-18,1.0395146932732212e-19,2.8428983366879509e-20,0.0,0.0,2.9155161412348884e-16,1.6891849461802555e-21,7.2679279541091544e-25,8.6248136988298202e-27,8.2896715605631647e-38,5.3490056234422651e-19,1.5395873754331267e-25,4.9114396812290627e-15,8.2817769535085212e-19,7.6257443023342023e-30,4.0051338361374876e-32,2.8004937332182464e-16,2.2467562360280927e-26,1.67991903746731e-32,1.1185670653142874e-25,5.3477621437530703e-22,1.9029545086477589e-33,3.7123698072785124e-16,2.4057983264090723e-26,5.8844353034889274e-15,5.9267959541484869e-24,5.1706226418259564e-45,7.233069306634461e-27,1.7345973555180573e-47,5.1192110288213257e-21,1.1608860506339546e-22,6.5073731796398576e-20,4.203345768756773e-19,2.7905969299488676e-22,1.3885303985839994e-15,1.6599120607360222e-23,1.278988032492838e-32,2.175536210392952e-26,3.2465927252884582e-25,1.1438807310496933e-21,2.1937989225876682e-21,8.0448152979537703e-25,1.2175908408316954e-26,9.1958875578549264e-26,1.0423065637131976e-34,2.1874534587401707e-43,7.0098637151577555e-42,1.5090175773363061e-66,6.661959598541091e-53,2.4889936244122932e-31,8.0534694389831787e-25,9.8800400771818914e-27,3.8731383919771064e-29,4.1445045568986984e-35,8.2090716426015605e-26,5.540436487214204e-30,1.1169597107532998e-38,1.2621576793895221e-19,1.9172836725860014e-22,1.9158799743737545e-24,8.682727969556487e-30,1.8358611528973984e-42,3.4951987701121273e-46,4.1613949307284875e-38,0.88168480800000004,0.0,0.0094599999999786626,0.10884999999999159,6.3849447035808478e-15,5.4277654780581261e-15,7.8914627049093308e-15,3.5837641921660882e-17,2.8768312016799294e-17,1.431421646793558e-17,2.1736104862674957e-15,1.8522466041271647e-15,3.3246823724778782e-17,2.8385134879570071e-17,6.9379887409793396e-16,1.3588253515160157e-17,4.0586905777813533e-19,8.4863284122375957e-18,4.6712617272005275e-18,6.5124567685527749e-18,1.3332050803838546e-17,2.079973583727996e-17,3.4041282054317462e-15,4.2821075488434068e-18,3.1722530396307492e-16,1.236292252920797e-15,2.3213014525536582e-16,2.7978968803152212e-19,1.516085249750326e-18,1.2483060622959402e-17,4.072956993879048e-18,5.6147461518484548e-18,3.5279754448771005e-18,6.3977769333838281e-21,3.2249557606690463e-20,6.4696694343473024e-20,1.2557328522217994e-20,6.9889079935391887e-20,6.0926366696788329e-26,9.8793488478172497e-26,7.3285947608858984e-27,7.4214848974643153e-24,3.3013090227139552e-24
9.999999999999999e-09,0.003802466710199124,7.8258781846043657e-18,2.1304751710723967e-20,1.5296048799180867e-18,1.5328767445343983e-19,4.509660830179709e-20,0.0,0.0,3.6824080658514849e-16,2.4286020508264669e-21,1.6689774304102816e-24,2.0061785753572783e-26,1.4020000574527639e-37,7.3348344838136435e-19,3.3829647445056368e-25,5.801261384057079e-15,1.1297635956385359e-18,1.1176209652941564e-29,4.8374802158721324e-32,3.7586094891462081e-16,3.4666586176908413e-26,2.4786910567035947e-32,1.6142394132318419e-25,7.2560926334504095e-22,3.768687353220048e-33,5.0617778414768212e-16,5.2849274017007571e-26,6.7953739655016862e-15,1.2048124460777995e-23,7.8761640487787071e-45,1.6555114396534312e-26,4.947966821932703e-47,7.930335650141285e-21,1.5513880331032356e-22,8.7401775846780909e-20,5.6507732655558877e-19,3.438412029743884e-22,1.8642939412613399e-15,3.2436160529128095e-23,2.1252140495072116e-32,3.1243052099756947e-26,4.5921939547870768e-25,1.5635636521094555e-21,2.5860648603870822e-21,1.8407824275783991e-24,2.6453488134368205e-26,2.1160950362703227e-25,2.5254641122037905e-34,4.4944779475520316e-43,1.2125121596976011e-41,1.3582369317568499e-65,2.2912345000733235e-52,5.5433373775741732e-31,1.0895826307918492e-24,1.5695306420442188e-26,5.6437764906718581e-29,8.1166976808290988e-35,1.2697017729581528e-25,9.1404811887739097e-30,2.5703475493798461e-38,1.9306147774796077e-19,2.2176465274438507e-22,2.5743783029796356e-24,1.2044245641945639e-29,2.8645556486205641e-42,9.6651091182766538e-46,6.8715059830869628e-38,0.88168480800000004,0.0,0.0094599999999745634,0.10884999999998883,7.3050120674318976e-15,6.2118895167107373e-15,9.2852477397753762e-15,4.0424385959012513e-17,3.2262199630623965e-17,1.6020820816334684e-17,2.8855722513151223e-15,2.4566970165247088e-15,4.1984707252433406e-17,3.5900150809758132e-17,9.4361566248803528e-16,1.7119230086344676e-17,5.409037794601834e-19,1.1489066719024674e-17,6.3889583702188887e-18,8.8341350652044488e-18,1.8336139222093582e-17,2.8748763572746892e-17,3.8350058453620571e-15,4.9194945131623972e-18,3.9901904550533014e-16,1.6226138919496041e-15,3.2530007743154858e-16,4.1210121590978642e-19,2.0163780122652404e-18,1.9070810291416709e-17,5.0769994560928366e-18,7.9662333337172345e-18,5.5072802596027029e-18,9.9763194266907556e-21,5.6775422284550994e-20,1.1398646892760949e-19,2.1062074484218467e-20,1.2080579904607483e-19,1.0535474630216039e-25,1.7417748290600656e-25,1.2295044876123093e-26,1.3826024380924107e-23,6.2638287539727262e-24
