Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801)
1e-12,0.0021744868191994147,2.6769726157079555e-25,8.7262644884992117e-32,4.6801103976846145e-29,6.2131980002273374e-31,2.4934737973575883e-34,0.0,0.0,6.4837188415294576e-22,2.9977032426592264e-31,6.4704290561720028e-46,2.5932240726306364e-47,3.3039459123288434e-57,3.0369674355617475e-29,3.6199183128243878e-43,2.396482678712681e-21,3.8239083138719345e-29,4.4492514148024439e-43,1.3803950592978264e-43,1.4545993862742045e-26,6.1174604273497835e-41,3.7407572227558191e-44,2.0137742900114123e-40,1.0175017586906444e-32,1.3989168709091466e-51,5.8686591857482417e-26,1.6895677084182866e-49,3.9759106801750061e-21,9.7319327959309777e-46,2.9254003876159724e-63,6.2949201707746777e-47,3.7861776380217822e-73,6.2711761160175542e-35,6.9084857291682184e-32,3.7166286414860044e-30,1.6372285406284116e-29,1.6575094877223687e-32,2.4550941522380733e-25,1.3544751010489337e-43,4.706758059114701e-49,2.2785684983635407e-41,5.3086275522585688e-40,1.2835085346531852e-34,3.3442814426631986e-30,1.4489616264917368e-47,7.4862280456203306e-52,3.5495415261512947e-51,1.4995482734517196e-64,7.9023624338226979e-68,3.0202770654281424e-62,5.0281513576873602e-103,1.7679993199225768e-88,6.4653723002762258e-52,4.1169225432172688e-39,9.6327158845756497e-45,4.8875474275695333e-44,1.7599683277572173e-54,2.2502639590321338e-40,2.2992847592493135e-48,2.9068324961285775e-65,1.9289242225696196e-33,3.9813195878761064e-30,4.4558740781719667e-35,2.7241114070674838e-43,8.9296227661926236e-61,1.4998630518722037e-73,1.5901147919766698e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.3489441288773057e-21,3.9758417129212387e-21,4.3492027488160771e-21,2.8012632645907096e-22,2.3525580428988514e-22,1.1762789852529762e-22,3.5594465155688229e-25,3.2531160827696975e-25,7.4898409335130052e-26,6.275931795921609e-26,9.7308744522195706e-26,3.1319862010990662e-26,6.0590772285921579e-29,3.714445445588151e-28,1.658877010503247e-28,2.9450736040237087e-28,5.3120787927702042e-28,9.5645493453145506e-28,2.3963224693679318e-21,1.5445508278929198e-23,1.8982317493603404e-26,1.9883507874502681e-25,4.2849557287510346e-30,1.4102733012275295e-32,1.2806270052697068e-27,2.0235994926438905e-31,1.0058583874270514e-27,1.430421480919514e-28,3.2277985332394999e-32,3.9912604003445108e-35,1.0901395923170482e-36,1.4362203576362682e-36
1.023e-12,0.0021744868191994147,2.7385288344753562e-25,9.0291500275022654e-32,4.8434694779982658e-29,6.4299101105910346e-31,2.5955435565232617e-34,0.0,0.0,6.632803398327288e-22,3.1022597296027076e-31,6.7369458837765693e-46,2.6993560015032001e-47,3.4490948011746056e-57,3.1428943843362271e-29,3.7680530303592103e-43,2.4515853460706237e-21,3.9572809944854225e-29,4.6044755827152924e-43,1.428533334219379e-43,1.5053335128075546e-26,6.3678009334805348e-41,3.8711053106324892e-44,2.0961812019622248e-40,1.0529908097903859e-32,1.456185153984752e-51,6.0733499705541191e-26,1.7628068728009337e-49,4.0673274474099442e-21,1.013018118196298e-45,3.0451221819679079e-63,6.5525227435745422e-47,3.952652908150536e-73,6.5278070640096403e-35,7.1477773599445062e-32,3.8462587701595594e-30,1.6944544552473685e-29,1.7153192886252751e-32,2.5407239523450731e-25,1.4099033151966504e-43,4.8993647218594018e-49,2.3718119307540863e-41,5.5258656807494694e-40,1.336029834437987e-34,3.4609098217251197e-30,1.5082775905896658e-47,7.8153926216835409e-52,3.7056136915967929e-51,1.5677775154705604e-64,8.2617934701822319e-68,3.1530771145981111e-62,5.2572054591670995e-103,1.8497988697363735e-88,6.749713710397934e-52,4.2853925486426468e-39,1.0056262241168229e-44,5.0877273154880697e-44,1.8373448666023371e-54,2.342175404162512e-40,2.4004230151766259e-48,3.0384746397037566e-65,2.0078600456743596e-33,4.118962022035375e-30,4.6112886260626041e-35,2.8353630582464982e-43,9.3218300020975676e-61,1.5692641843364727e-73,1.6624559574997353e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4489370249995658e-21,4.0672560747186664e-21,4.4492046651372571e-21,2.865665010538072e-22,2.4066439595537855e-22,1.2033219423180634e-22,3.683594034642469e-25,3.3665793116040663e-25,7.7510664861167513e-26,6.4948195206221564e-26,1.0070274263734913e-25,3.2412214576714139e-26,6.2704429939076114e-29,3.8439989402282998e-28,1.7167357867537454e-28,3.0477927501759563e-28,5.497356587679378e-28,9.8981415368420756e-28,2.4514195489207026e-21,1.5800638640493766e-23,1.9644362100695939e-26,2.0577010341196769e-25,4.4603024071103584e-30,1.4679885738901605e-32,1.3252931346641955e-27,2.1064091808031539e-31,1.0409395560906801e-27,1.4803137603238545e-28,3.3598886070694145e-32,4.1545912878636419e-35,1.1347871207190096e-36,1.4950901374278747e-36
2.047e-12,0.0021744868191994147,5.4795677482926818e-25,3.5882702834117888e-31,1.9462926402265054e-28,2.573555372414754e-30,2.0856384924490872e-33,0.0,0.0,1.3270518740986586e-21,1.2415780304425517e-30,5.8681001546095321e-45,2.1638427188425941e-46,5.3921925429178874e-56,1.2579014964703227e-28,3.0160365111662344e-42,4.9047616603283327e-21,1.5837101864570977e-28,1.845496849558282e-42,5.7114967595880847e-43,6.0241576845756985e-26,5.0972535701238345e-40,1.5407136649034024e-43,1.6775669249377238e-39,4.2140753377499735e-32,1.1715331079196632e-50,2.4305641349143768e-25,2.5467444100071534e-48,8.1369610770682829e-21,8.1076721873028714e-45,2.4396430989251984e-62,5.245120369234331e-46,6.3256229651721968e-72,5.2253460965351866e-34,2.7518278579417287e-31,1.5392248685844975e-29,6.8594654216714197e-29,6.8634545545651565e-32,1.0167660305196209e-24,1.1285859223661803e-42,3.9205302221253235e-48,1.8983483566021855e-40,4.422462030498675e-39,1.0686855818294176e-33,1.3839891083688941e-29,1.2131295093668405e-46,1.2508426685128884e-50,5.9320229390409941e-50,5.0184218059056563e-63,2.6311260861875315e-66,5.0469279062999424e-61,1.8048509681101293e-101,1.1841317712499197e-86,1.0860044840167675e-50,3.4292713815247119e-38,1.6097210707841613e-43,4.1162092236994636e-43,2.9317989836929897e-53,1.8294865011443198e-39,3.8830585488569873e-47,7.8166565938611303e-64,1.6071890740250651e-32,1.5698897144802981e-29,1.8454289666761326e-34,2.2110689505590245e-42,1.44805850376468e-59,1.0157220268652607e-71,5.2802806676226709e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.9002393061152469e-21,8.1366754739646108e-21,8.9013103303626901e-21,5.731778873605514e-22,4.8136677350020581e-22,2.4068337176606151e-22,1.4741046408997042e-24,1.3472414159724951e-24,3.1013115506085042e-25,2.598673832331813e-25,4.030157007015994e-25,1.2968574430806147e-25,2.5117459206267901e-28,1.5382869081986985e-27,6.8700042565830359e-28,1.219663684138081e-27,2.2000349021858032e-27,3.9608261730675121e-27,4.9040981906810498e-21,3.160971748952098e-23,7.8594579025443503e-26,8.2344675970539186e-25,3.5693833957721083e-29,1.1760871551003323e-31,5.303578787157384e-27,1.6859477917591654e-30,4.1646210792192156e-27,5.9250240613837493e-28,2.6898178259883772e-31,3.3254642590491013e-34,9.183800055335328e-36,1.2231999022395722e-35
4.095e-12,0.0021744868191994147,1.0963440706540435e-24,1.4307352020226102e-30,7.8424955824447993e-28,1.0298846445776348e-29,1.6801880521021386e-32,0.0,0.0,2.6546795650557543e-21,4.967794500370299e-30,5.4574790957683123e-44,1.736440497780432e-45,8.2541950115190878e-55,5.0335063559370329e-28,2.4131210826726069e-41,9.8107532464817144e-21,6.3362343350417687e-28,7.4057599500968061e-42,2.2806990050145029e-42,2.4100242617548058e-25,4.0788709588187011e-39,6.0971791247376857e-43,1.3418135897833695e-38,1.6859923654929767e-31,9.4698470610098064e-50,9.7243933841170405e-25,3.8879883423358421e-47,1.6274629317262384e-20,6.4858118287995662e-44,1.95556878398021e-61,4.1971985198741367e-45,1.0115423728448309e-70,4.1813908938212223e-33,1.0227535407892818e-30,6.1578215215340197e-29,2.7992486446953912e-28,2.7449614731926287e-31,4.0676727213764737e-24,9.0309800204666292e-42,3.1351995736010062e-47,1.518719056459842e-39,3.5375446148507319e-38,8.5394190802661819e-33,5.5286098849523226e-29,9.800259820806883e-46,2.0005887551943293e-49,9.4916013418123082e-49,1.6052383098860561e-61,8.3961201474854536e-65,8.0735295879652418e-60,6.5849967204299852e-100,7.573920751265185e-85,1.7529121838583377e-49,2.7424240061630896e-37,2.5753130932480329e-42,3.355172118008902e-42,4.6610290158920596e-52,1.3984669342335375e-38,6.3272370156732297e-46,1.7941640869531446e-62,1.2860097095926353e-31,5.7300001799474118e-29,7.3832092587353253e-34,1.684696340729522e-41,2.1887270161981945e-58,6.6208790428282555e-70,1.6601267632879887e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7800623007135916e-20,1.6273486905914074e-20,1.7804907439630362e-20,1.1459355023955979e-21,9.6238173456805922e-22,4.811908073908812e-22,5.897111000977006e-24,5.3895990657117314e-24,1.2402556348760382e-24,1.0392477367532405e-24,1.6124311372554876e-24,5.1862953880935114e-25,1.0067604166309855e-27,6.1538003994757361e-27,2.7482864120536512e-27,4.8791852491856705e-27,8.8019476012806992e-27,1.5843383899858464e-26,9.8080992096690209e-21,6.3220107048932908e-23,3.1426778159022147e-25,3.2941237374225983e-24,2.8547051448782598e-28,9.4271675870803285e-31,2.1216857566643532e-26,1.3488297234977663e-29,1.6652269983915077e-26,2.3711582711116418e-27,2.1529251255842551e-30,2.6607913644084046e-33,7.5091967004884292e-35,1.0210937402268951e-34
8.191e-12,0.0021744868191994147,2.1938360194905678e-24,5.7146562985638332e-30,3.1721257854498975e-27,4.1216187582448836e-29,1.3585013579387483e-31,0.0,0.0,5.3102733072261476e-21,1.9875226732458802e-29,5.5874373217871783e-43,1.3970487744843283e-44,1.2210230404188712e-53,2.0140195450629297e-27,1.9299802093561568e-40,1.9621292462213482e-20,2.5346123567869679e-27,2.9800331901746456e-41,9.0881921491070629e-42,9.6391973093910428e-25,3.2633081275360096e-38,2.3869879916115863e-42,1.0725751862084593e-37,6.744216398330331e-31,7.7304049810100448e-49,3.8899378586177438e-24,6.1497230593034163e-46,3.2543572233538829e-20,5.1857481350847169e-43,1.5698272302555339e-60,3.3579813649567091e-44,1.61589409560101e-69,3.3453599048743674e-32,3.5774495375654509e-30,2.4628980632166743e-28,1.1542428803214311e-27,1.0972172593846168e-30,1.6269164151231272e-23,7.2251079735673031e-41,2.5050537952471842e-46,1.2144822837593687e-38,2.8280581129640257e-37,6.8123675277386663e-32,2.2047239930849571e-28,7.9888770776973132e-45,3.1969414321552676e-48,1.5180259412055514e-47,5.1299560849672151e-60,2.6809415065836971e-63,1.2906323714793011e-58,2.6636155831308724e-98,4.8390277570690185e-83,2.8437182679433184e-48,2.191346016326744e-36,4.1177056951210867e-41,2.7617984660574294e-41,7.3600395193901482e-51,1.0322053627081095e-37,1.0409937614865218e-44,3.6617473404573638e-61,1.0287491124098356e-30,1.9453166077419748e-28,2.9533154146430363e-33,1.2357682778082878e-40,3.1580487655478858e-57,4.3572113654318646e-68,5.1032675307019805e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5592511430363758e-20,3.2539004392419227e-20,3.5609645108556246e-20,2.2895932188405105e-21,1.9228550729032396e-21,9.6142729731566307e-22,2.3584712060402056e-23,2.1554989954933923e-23,4.9569252152203427e-24,4.1535863667322179e-24,6.4501358811294758e-24,2.0727971317113719e-24,4.0419102453849308e-27,2.4610750628588194e-26,1.099110339790463e-26,1.9513315553382075e-26,3.5208416397345687e-26,6.3349281578196873e-26,1.9610679221534646e-20,1.2640982740886117e-22,1.2556943408876304e-24,1.3174009708630461e-23,2.2814360076174847e-27,7.5677503094165521e-30,8.4854411331202583e-26,1.0786832541004954e-28,6.6533299429943613e-26,9.4900853728699226e-27,1.7232615993414203e-29,2.1283352784683632e-32,6.2640589117163136e-34,8.8455676754473323e-34
1e-11,0.0021744868191994147,2.6791761832575997e-24,9.4983409001935232e-30,5.3142457314357781e-27,6.8550468720295476e-29,3.4921317206143213e-31,0.0,0.0,6.4834159661707485e-21,3.3045783463099866e-29,1.854549495715056e-42,3.5835410250558206e-44,4.7564983140891883e-53,3.3487339700698328e-27,4.9102288267031189e-40,2.3952845867068326e-20,4.213501131635658e-27,4.9846034455037508e-41,1.5046853442558446e-41,1.6021670523810477e-24,8.3070783383378323e-38,3.8816203508667167e-42,2.7270169646362874e-37,1.1211361684078816e-30,2.0230367518118252e-48,6.4665709498437618e-24,2.6734156628484012e-45,3.9723114222287286e-20,1.3189422954721664e-42,4.0142475833353905e-60,8.5480966969413617e-44,6.9488530489562901e-69,8.5160571735022612e-32,5.3045468657364294e-30,4.0936738736976704e-28,1.9591502276417422e-27,1.8225538007206927e-30,2.7041572126264898e-23,1.8391596357485988e-40,6.365359423961876e-46,3.0895688152174668e-38,7.1914856972088037e-37,1.7272837963063865e-31,3.6531459137777866e-28,2.0858946582100321e-44,1.3755461468734496e-47,6.5405360407563664e-47,4.0142389188597671e-59,2.0983979221820585e-62,5.556589623963188e-58,2.9877615132985627e-97,7.1908659293735316e-82,1.2465465107690585e-47,5.5686530129276564e-36,1.7733818191344008e-40,7.2128579242580931e-41,3.1065191445222856e-50,2.4081216655851134e-37,4.624293314018904e-44,1.7832197034866195e-60,2.6183417327125373e-30,2.827001285536921e-28,4.9093524230171334e-33,2.8610185195626978e-40,1.1839381379275866e-56,6.7239369388368322e-67,3.7018848414858995e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.3442470975287892e-20,3.9715524273825291e-20,4.347094517470281e-20,2.7930548403445651e-21,2.3456781306122687e-21,1.1728386685551803e-21,3.9198331906965301e-23,3.5824895164371797e-23,8.2326898702433503e-24,6.898518147901322e-24,1.0722800902151962e-23,3.442583444627722e-24,6.7449700133270678e-27,4.0902655399760008e-26,1.8266933920543367e-26,3.2430986644473089e-26,5.8528138140315371e-26,1.0526290890359395e-25,2.3935208583384637e-20,1.542901822255375e-22,2.0849183528801317e-24,2.1894799354674198e-23,5.7989004819925305e-27,1.9354067542194309e-29,1.4103069266160451e-25,2.7443085730471878e-28,1.1046506500135669e-25,1.5784985501909731e-26,4.3895849115181218e-29,5.4164026712665697e-32,1.6850789063819177e-33,2.4905180994891341e-33
1.6383e-11,0.0021744868191994147,4.3916837926135746e-24,2.2848953842262227e-29,1.2872649056603203e-26,1.6499862599109422e-28,1.1020579816224143e-30,0.0,0.0,1.0622813197814414e-20,7.9517681534786916e-29,6.4267596608076131e-42,1.1298510641085574e-43,1.7231312394707e-52,8.0582321319377458e-27,1.542594299172559e-39,3.9236596769881203e-20,1.0137407737417407e-26,1.2057666983240442e-40,3.6071803711270527e-41,3.8542027918857046e-24,2.6103863996462772e-37,9.1553839490565971e-42,8.5646631070933483e-37,2.6973544303720916e-30,6.433609492240881e-48,1.5558140336961317e-23,9.9365687569379354e-45,6.5055903892923733e-20,4.1430139579233887e-42,1.2639308453268341e-59,2.6861256544402943e-43,2.5766032153028549e-68,2.676070099088857e-31,1.1398555846231372e-29,9.8478153874070034e-28,4.7992406632114183e-27,4.3818811325881161e-30,6.5051677214512304e-23,5.7792201860279183e-40,1.9986327267016531e-45,9.705753077404881e-38,2.2587703646481554e-36,5.4182281185109596e-31,8.7638574227785235e-28,6.6270584861041368e-44,5.1010869646448796e-47,2.4262306060343341e-46,1.6368266586105375e-58,8.556567614628548e-62,2.060888655188172e-57,1.2590136257727688e-96,3.0856175940348695e-81,4.6415498318363192e-47,1.748537526793242e-35,6.5777845865965837e-40,2.2918282203801937e-40,1.1470807963902613e-49,7.2629993666707468e-37,1.7267853868918952e-43,6.7832186199825592e-60,8.2271696461410262e-30,5.9379981337210784e-28,1.1811167914698645e-32,8.5956632365988458e-40,4.2471192365138592e-56,2.8911709999113406e-66,1.4963197875403764e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.1140808053922869e-20,6.5037650533092761e-20,7.1209296928275776e-20,4.569503447343116e-21,3.8375960838221828e-21,1.9187970890205406e-21,9.4290501879664661e-23,8.6175810007844385e-23,1.9791123144434535e-23,1.6583924206056312e-23,2.5798765981857053e-23,8.2758316675934812e-24,1.6282631980587796e-26,9.8388132544254009e-26,4.393947467565835e-26,7.8010585635315472e-26,1.408110479719214e-25,2.531538338444504e-25,3.9194175369834853e-20,2.526651434167177e-22,5.0108093802699224e-24,5.2665833246712421e-23,1.8210164019823319e-26,6.0941719779242628e-29,3.3924694679756649e-25,8.6214154889326115e-28,2.654769277113232e-25,3.7996344000340401e-26,1.3797623441990132e-28,1.701824577144951e-31,5.4205735753079826e-33,8.1571025007058866e-33
3.2767e-11,0.0021744868191994147,8.7987905287090071e-24,9.1431439709264278e-29,5.2254696727809435e-26,6.6099779083184444e-28,8.9464259493642903e-30,0.0,0.0,2.1253294338244196e-20,3.1817360502879361e-28,8.2713610630457122e-41,9.2283247577764078e-43,2.3191248974448589e-51,3.2237075302143731e-26,1.2313647915234002e-38,7.8444122502374744e-20,4.0537323188620443e-26,4.9297764519937577e-40,1.4207291558240234e-40,1.5403505111451763e-23,2.0876540881735555e-36,3.382030362609763e-41,6.8255776580572257e-36,1.0785703504776476e-29,5.5497074714560555e-47,6.2213573231677622e-23,1.6195049100558522e-43,1.2997851093365308e-19,3.3051260935852371e-41,1.0232420559742634e-58,2.1482400084991283e-42,4.094097313103083e-67,2.1402626340830653e-30,3.2222426307637738e-29,3.9357221904814461e-27,1.9959233753791362e-26,1.7470117724439218e-29,2.5998160906669956e-22,4.621357338134132e-39,1.5901278652155724e-44,7.7475806276512931e-37,1.8009503541098062e-35,4.2842281326481597e-30,3.461892171362802e-27,5.6770168727634007e-43,8.1161391931102176e-46,3.8731568670395161e-45,5.2069054910177683e-57,2.7261425222736895e-60,3.2838771171021883e-56,7.2820848247671429e-95,1.960104485076381e-79,7.6225439161063591e-46,1.3914463702237595e-34,1.0489551189388001e-38,1.9024028334213091e-39,1.7434089478583361e-48,4.876358348997463e-36,2.8665911888725729e-42,1.1757270134326785e-58,6.5764708935964341e-29,1.5943721258519894e-27,4.7222930952631429e-32,5.6557792855829647e-39,5.2235720404195072e-55,1.9202855605809283e-64,4.0308401727464321e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4209576537543137e-19,1.2990564837655229e-19,1.4236932792673982e-19,9.0999005622791744e-21,7.642419704063339e-21,3.8212060696254593e-21,3.7673888120778133e-22,3.4431681685248099e-22,7.8865688296513767e-23,6.6087126548859706e-23,1.031706910144056e-22,3.2977886305428945e-23,6.6031404562291463e-26,3.93076170245664e-25,1.7554171043540851e-25,3.1167126669239021e-25,5.6300849565149091e-25,1.0105781172356206e-24,7.8274705563298749e-20,5.046801584366679e-22,1.994607321125311e-23,2.1040146913153844e-22,1.4500712735975631e-25,4.9378678175391058e-28,1.3554910753378701e-24,6.8835157295480934e-27,1.056590330580874e-24,1.5225582692661892e-25,1.1055106558355088e-27,1.3600254043277313e-30,4.9899230619094429e-32,8.2514832071094233e-32
6.5535e-11,0.0021744868191994147,1.7658296087387143e-23,3.662330052004795e-28,2.1139602424721859e-25,2.651839619212045e-27,7.2415101683936388e-29,0.0,0.0,4.2535796129647723e-20,1.2734532472747882e-27,1.1601818571546081e-39,7.6725961589280864e-42,3.0485999414066474e-50,1.2891618494447539e-25,9.8029911282236846e-38,1.5676695121171543e-19,1.6204297358925613e-25,2.0534169441213305e-39,5.5127788948016954e-40,6.1504820075861543e-23,1.6689806936995853e-35,1.171666011295666e-40,5.4187335282961558e-35,4.3111014740010059e-29,5.0872095064550415e-46,2.4869033026936992e-22,2.6330699209165684e-42,2.5941677920690094e-19,2.6291905435190794e-40,8.3602349400974365e-58,1.717439157069354e-41,6.4608592719127709e-66,1.7111635140055297e-29,8.0901664402027652e-29,1.5714954219024359e-26,8.2265540048681287e-26,6.9421292789765251e-29,1.0380792160910084e-21,3.693482237750363e-38,1.2581796068543068e-43,6.170596285876895e-36,1.4310463475763123e-34,3.3491250587102074e-29,1.3508900522081797e-26,5.1369249644189777e-42,1.2840799365881129e-44,6.1685995421536841e-44,1.6465389256261499e-55,8.6514722292808747e-59,5.2108910213807484e-55,5.2303253019745275e-93,1.2358499720280637e-77,1.261620248818913e-44,1.1014062991180395e-33,1.667140377563241e-37,1.5640653010085702e-38,2.5286559692101595e-47,3.2080231457026839e-35,4.7162447353562261e-41,1.9559655363886651e-57,5.252472762629752e-28,3.7965853130969083e-27,1.8870380931798184e-31,3.6008349361735186e-38,5.8567548512615183e-54,1.2645087027357139e-62,9.6244552208039449e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8344140691431191e-19,2.591265450543111e-19,2.8453247063807271e-19,1.8044560301755166e-20,1.5154730152444139e-20,7.5773501735967482e-21,1.5035075792988804e-21,1.374118393832232e-21,3.1308227189162797e-22,2.6236797462258461e-22,4.1246716909547427e-22,1.3091218209919565e-22,2.7112042673437782e-25,1.5684366202294964e-24,7.0041221333166103e-25,1.2436709668051262e-24,2.2500464455689071e-24,4.0259532370887882e-24,1.5609145782161811e-19,1.0067347628473922e-21,7.9011817394545195e-23,8.3947723404596628e-22,1.1493219506503164e-24,4.0473865836473877e-27,5.4097590931188153e-24,5.4848854912041894e-26,4.1842038120745413e-24,6.111148489160518e-25,8.870227695322799e-27,1.0858753618601015e-29,5.0343255453713299e-31,9.3545253091005054e-31
9.999999999999999e-11,0.0021744868191994147,2.707042747043364e-23,9.4636892510749267e-28,5.4753865214369159e-25,6.8680797392239203e-27,3.4101488341658033e-28,0.0,0.0,6.4965517470423098e-20,3.2856699094193691e-27,9.5714624516715509e-39,3.8197007031360556e-41,2.2829720628297844e-49,3.3203354346728083e-25,4.5471820432667028e-37,2.3895244739285718e-19,4.1724052733793099e-25,5.6127218896668258e-39,1.3550054086375412e-39,1.5807960584112279e-22,7.8031350385709197e-35,2.4936941917612268e-40,2.502180135352357e-34,1.1099076896408745e-28,2.9249343013495973e-45,6.4034337838232979e-22,2.3546947376949478e-41,3.9470774620766736e-19,1.2183768747820177e-39,4.0364038836789065e-57,8.0299114361429908e-41,5.5973760298461341e-65,8.0014037958974664e-29,1.3659356617949289e-28,4.0390416668517149e-26,2.1503680030599562e-25,1.7703980227922274e-28,2.6680525384608975e-21,1.7257844140712859e-37,5.7757617446047255e-43,2.8656365623335384e-35,6.6184237659309533e-34,1.5058580807471108e-28,3.348407323137867e-26,2.8972308116716759e-41,1.1174635846114267e-43,5.4352978710603182e-43,2.7842250958557254e-54,1.4733461226339007e-57,4.5598121892500292e-54,2.4008837934450808e-91,4.0961931961726147e-76,1.1751190288870962e-43,5.0590581564963234e-33,1.4632340929276939e-36,7.3971546977572122e-38,1.8964475740649925e-46,1.2848944359171508e-34,4.2414501208741792e-40,1.7604757237493547e-56,2.451467238223145e-27,6.1620695070506384e-27,4.8558382826047796e-31,1.3798698235129777e-37,3.4550348249186207e-53,4.3740313860184337e-61,1.1033383099994262e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.3092958800847524e-19,3.9396470149199418e-19,4.3372863249335838e-19,2.7214538193333123e-20,2.285664950554215e-20,1.1428287237843073e-20,3.8610744543994542e-21,3.5288073905746606e-21,7.972051277743482e-22,6.6812855245560867e-22,1.0622782107517676e-21,3.3332646444168097e-22,7.2666883211680325e-25,4.0267435506408668e-24,1.7980999359835634e-24,3.1931745520629693e-24,5.7914981720546608e-24,1.0309726600423907e-23,2.3722035381939953e-19,1.5306639969040304e-21,2.0048551449913845e-22,2.154970654267748e-21,5.2917590056274378e-24,1.9719254904002982e-26,1.3893305917030541e-23,2.549390239685345e-25,1.0612785945466276e-23,1.5836820138852598e-24,4.1733489512924297e-26,5.0681560190617209e-29,3.2296771537565363e-30,6.6852995807123482e-30
1.31071e-10,0.0021744868191994147,3.5555683068943366e-23,1.4693749650735686e-27,8.505790581025286e-25,1.066911838042192e-26,5.8316384085789714e-28,0.0,0.0,8.5186433523788316e-20,5.0997300837845014e-27,1.7154427760020196e-38,6.5715474178244336e-41,4.0662861520867019e-49,5.151485716600007e-25,7.7628100581175945e-37,3.1304458584764485e-19,6.4730706418763602e-25,8.8215181746818889e-39,2.0795844815445107e-39,2.4514402390328535e-22,1.3333218011137213e-34,3.6855333792048786e-40,4.2694423445432499e-34,1.721859479426544e-28,5.1032068973085959e-45,9.9342772069823831e-22,4.240129487256529e-41,5.1667570314023127e-19,2.0797443472492729e-39,6.9216213241956806e-57,1.3720752178435086e-40,1.0061079345661865e-64,1.367220187506951e-28,1.8680111238949209e-28,6.2635920622330893e-26,3.3473318293924719e-25,2.7406039442623958e-28,4.1375114416773449e-21,2.9486432235503163e-37,9.8484672313896769e-43,4.8927810250759525e-35,1.1294965294023138e-33,2.5614927813702072e-28,5.1492156540549241e-26,5.0460461023289935e-41,2.0091202295117234e-43,9.7792318479728239e-43,5.1458295310079171e-54,2.7236069217053673e-57,8.2008150918949041e-54,4.5181838361421835e-91,7.6775919877057929e-76,2.1207781924282462e-43,8.6269734578339342e-33,2.6320771114749056e-36,1.265582060944667e-37,3.378174996430886e-46,2.1540459317061831e-34,7.6400357204231819e-40,3.1712507330197159e-56,4.1879993849825957e-27,8.2946085869965666e-27,7.5322807803741973e-31,2.2992309451200285e-37,6.0418290813147284e-53,8.2033241237148995e-61,2.0112567823144182e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.6389361745216458e-19,5.1552443915847478e-19,5.6823244636266299e-19,3.5481486780863048e-20,2.9800109137635824e-20,1.4899996668372526e-20,5.9864758870485173e-21,5.4713096919756187e-21,1.2336531549071497e-21,1.0339311613008109e-21,1.6480979953246008e-21,5.1580765308707095e-22,1.1373563267820387e-24,6.2429644888335762e-24,2.7876909770547162e-24,4.950697427372601e-24,8.9841993643842398e-24,1.5974694601938069e-23,3.1035994260648982e-19,2.002998400831894e-21,3.0999688089219861e-22,3.3409186031930635e-21,9.0262624652297637e-24,3.3847809106288459e-26,2.1541420913860987e-23,4.3532497037080584e-25,1.6408302424985052e-23,2.4604739588368999e-24,7.1360485245832946e-26,8.6582747569091489e-29,5.6874501391720635e-30,1.1868920578373953e-29
