Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801)
8.589934591e-06,0.002174486819199167,6.094072231606766e-20,1.9079083783651993e-20,2.6296947799597875e-16,1.1023629132356688e-18,1.2512149008294863e-14,0.0,0.0,2.0045146822303831e-14,5.0227765749826786e-17,8.3826483164028378e-24,3.8179304934699633e-29,3.2390693149396055e-35,1.3633055628746299e-16,1.0286580970817084e-26,1.6459648731506829e-16,2.3522011565499381e-17,5.5765855860567608e-32,2.8023763720491375e-35,3.910080922076814e-15,7.0809824537808989e-21,2.4897643499226157e-33,1.8900960364749426e-23,2.2434079296183206e-19,1.4876674169640229e-29,2.0756596645240654e-14,3.6205760842851555e-26,6.7743345266798817e-17,2.6537421455896956e-30,6.3915525899291841e-49,1.7385263436012622e-27,-5.8397364126309189e-35,1.6249163732502252e-16,1.3668829521748981e-22,6.5521701722104606e-19,9.4624039844758839e-18,9.0002172447906803e-20,2.9867101930421245e-14,1.7062257473048905e-26,4.011875001293767e-34,2.6503209349772106e-21,1.1341092410619377e-21,4.0460385908575519e-19,1.2972930395634555e-21,8.5752534764498524e-28,1.1178744732650914e-32,9.979093764494436e-29,1.6679496881678015e-40,5.3445708214375661e-36,4.7597049539839361e-37,-1.1360394595520031e-50,2.8298176960210441e-56,2.155229702493654e-24,1.4950028097760858e-22,4.3071253329477942e-21,2.9633902672240956e-28,1.9751153973491084e-35,1.9182976559648333e-22,4.0678228492362458e-26,3.3111308421985277e-42,1.729948022781536e-15,3.654140691146932e-24,1.3723985075295816e-23,4.9385477139661997e-29,5.0780240851355344e-40,3.4218976423266232e-37,1.5006736906468978e-35,0.88168480800000004,0.0,0.0094599999998878012,0.10884999999975994,2.2611032340434539e-16,2.0150878305239821e-16,3.2865347010954082e-16,1.5234674490211261e-16,7.9562218519817204e-17,2.27100667476015e-17,2.3024274867813897e-14,1.3658451643919031e-14,4.6254677308171086e-15,2.8777577591293059e-15,3.4710227616595558e-14,8.0614248081902672e-16,2.9345870919840119e-17,1.6441941900625461e-15,2.0256013138199546e-15,1.2117060164987979e-15,2.6749987148276009e-15,4.0097337948014926e-16,1.448194967861907e-16,1.3952129204639543e-16,2.2437162991450374e-16,1.1136870993867309e-14,6.7617039276378139e-15,8.8763933631987807e-16,1.01048158693396e-14,1.2121470755228105e-14,1.7388675272812783e-17,5.8729610928710441e-17,1.537637312147074e-15,1.6416267369453986e-18,4.7625433963783116e-15,1.2628396240192356e-14
9.999999999999997e-06,0.002174486819199106,6.9630188672079564e-20,2.1893575908588285e-20,2.7707851885312653e-16,1.420664681333656e-18,1.5926871597353545e-14,0.0,0.0,2.5133768906871912e-14,7.2446856382152565e-17,1.3678149302711402e-23,5.3879890949715948e-29,4.379975242153303e-35,1.966551445747392e-16,1.4838563282268326e-26,1.8104591345770117e-16,2.9289465265652184e-17,6.5032236016498072e-32,-1.0788913687976228e-35,4.8696551138478296e-15,1.1092822428342972e-20,2.8765190876176449e-33,2.5652579526771099e-23,3.0445277514260198e-19,1.944965026746151e-29,2.421149860977552e-14,5.2829003266662112e-26,7.1684967664399445e-17,3.3485905183170599e-30,7.1374232364024541e-49,2.6736589821791715e-27,1.1866985367095666e-34,2.1899368057503519e-16,1.5922270645038752e-22,7.9126409711027612e-19,1.2433568066088174e-17,1.1965973344880326e-19,3.4322146440752382e-14,2.1551183546512158e-26,4.9965791262732836e-34,4.2031639002241741e-21,1.572749474094191e-21,5.3243930912574264e-19,1.4659327456448703e-21,1.1836910745459758e-27,1.413809837310803e-32,1.4844482561620907e-28,2.3260569048560458e-40,1.0243049427861837e-35,7.8911789305895588e-37,5.5194942720306853e-51,4.1286035030857374e-56,3.1068376952189187e-24,1.9878824444185263e-22,6.0001119077544315e-21,3.9637518493193916e-28,2.7113273066118049e-35,2.5931802629673318e-22,5.7513446601707151e-26,4.9255102519817726e-42,2.2997306247460652e-15,4.0910641146741753e-24,1.7238857548457868e-23,5.7605510223086904e-29,7.1179529903163462e-40,6.9340011004836838e-37,2.1217499709556222e-35,0.88168480800000004,0.0,0.0094599999998676611,0.10884999999971701,2.5506747827351409e-16,2.0894401359022188e-16,3.5973170756872957e-16,1.931596224804918e-16,9.6162622831959438e-17,2.805565300753108e-17,2.6519520097105892e-14,1.42535886596528e-14,5.87432156708872e-15,3.4843082604683857e-15,4.008269811771723e-14,9.9963978382685482e-16,3.6566821995159349e-17,2.1907889682498502e-15,2.7630177149327663e-15,1.518831173374707e-15,3.5827375373343025e-15,4.6739612740761962e-16,1.5666431212816097e-16,1.7042195038137262e-16,2.7252900682871047e-16,1.2152910416254374e-14,8.2302306277883854e-15,1.1077823999566722e-15,1.2590457183876219e-14,1.4151260381475986e-14,2.0068038712082221e-17,6.1538449468008752e-17,1.6125723488584112e-15,1.7216280551026466e-18,6.0316660558824999e-15,1.5993626493411888e-14
1.0737418239000001e-05,0.002174486819199106,7.4327279586194495e-20,2.3407943230110177e-20,2.822562251384274e-16,1.6035923506753443e-18,1.780295179861315e-14,0.0,0.0,2.7967539112291782e-14,8.5938685762806321e-17,1.7093410937971991e-23,6.3312427746740087e-29,5.046243107531768e-35,2.3344657043170778e-16,1.7614760406556848e-26,1.8968278461522311e-16,3.2523262318148599e-17,6.9765598310428041e-32,-4.7649066585354005e-35,5.4056835867730967e-15,1.3622365600636105e-20,3.0708917344160826e-33,2.9595669658664526e-23,3.5123852697040592e-19,2.2007983491520864e-29,2.6023352801608258e-14,6.299525638894161e-26,7.3703895229574099e-17,3.7376025517788363e-30,7.4104441476336006e-49,3.2595834359207026e-27,2.7927241508154577e-34,2.519064597455705e-16,1.7089122583447583e-22,8.6551294969620009e-19,1.4159130812649309e-17,1.3673930728023641e-19,3.660266125871865e-14,2.4073198357209526e-26,5.5464695392963881e-34,5.1864153783323216e-21,1.8305403234009097e-21,6.056967003291919e-19,1.5508306676406198e-21,1.3758161153837998e-27,1.5797862767067527e-32,1.784820980433098e-28,2.7210338800035559e-40,1.3565664030547782e-35,9.9057577042045206e-37,2.1896751938019999e-50,4.9164240852812545e-56,3.6751694648477989e-24,2.2717412843951419e-22,6.9969437906263145e-21,4.5505412865656409e-28,3.1382731517527402e-35,2.9872552869720572e-22,6.7629819633327384e-26,5.9221745641533148e-42,2.6278496103817582e-15,4.3147446074247085e-24,1.9210233416092423e-23,6.1915607607285691e-29,8.3221285364767793e-40,9.3657016496423909e-37,2.4949582751465621e-35,0.88168480800000004,0.0,0.0094599999998569995,0.10884999999969433,2.7007491688088556e-16,2.1157768509733991e-16,3.7576194544620276e-16,2.1631414688189849e-16,1.0519493617957242e-16,3.1037999109616681e-17,2.8330740131697933e-14,1.4463304386979119e-14,6.5832538692252013e-15,3.8144520814207542e-15,4.2853934898036112e-14,1.1077103323463598e-15,4.0605326118905153e-17,2.5076246910718224e-15,3.1951801027977457e-15,1.68679009688888e-15,4.1107021003022323e-15,5.0179430211802253e-16,1.6214098845748868e-16,1.8680139647831177e-16,2.9809565661462536e-16,1.2620209462101911e-14,9.0105966108826682e-15,1.2309556171200834e-15,1.3920607570208993e-14,1.520234387612015e-14,2.145011211260839e-17,6.2524278009538642e-17,1.6388524281065945e-15,1.7496849253742164e-18,6.7265483795690357e-15,1.7836190596685658e-14
1.2884901887000002e-05,0.0021744868191990448,8.8729464850025909e-20,2.8052753083963662e-20,2.9422087584882066e-16,2.2077322866470783e-18,2.3425997026477844e-14,0.0,0.0,3.6785534545684487e-14,1.3393595442262509e-16,3.1028990980787141e-23,9.6469180246785255e-29,7.2617411425289052e-35,3.6602703308252728e-16,2.7618834849083848e-26,2.1498505820478618e-16,4.280380550501229e-17,8.4134651764247299e-32,6.2020760084321898e-35,7.0913918716049122e-15,2.3298449541021345e-20,3.6333342966600537e-33,4.267665402970366e-23,5.0644299187165452e-19,2.9819358205756724e-29,3.1324101290670719e-14,9.9804094224621723e-26,7.9428129076251566e-17,4.9693985904913805e-30,9.4509505647578025e-49,5.4784394176920834e-27,-9.2673321975309479e-35,3.6079768231948061e-16,2.0445178240015153e-22,1.0931846370839236e-18,1.9911892825283929e-17,1.9196384169840679e-19,4.3063431180875508e-14,3.2037589777666341e-26,7.2763619726504628e-34,8.9600379340396544e-21,2.6824331013734632e-21,8.4175439584581086e-19,1.7893674026228872e-21,2.018299779019187e-27,2.106402895205331e-32,2.8908090960251583e-28,4.130461475535169e-40,2.8924887680255051e-35,1.7965060879578812e-36,2.8158161282321547e-50,7.8164808183124709e-56,5.5966222394088688e-24,3.1896029355703299e-22,1.0297516840594601e-20,6.5344806615323938e-28,4.5489475239656327e-35,4.2974282327972235e-22,1.0297276778500127e-25,9.5919526254279287e-42,3.6887318004263816e-15,4.9485182618494208e-24,2.5424700323247263e-23,7.4522361224752377e-29,1.2421835406725077e-39,2.1603573533217742e-36,3.7988145801022648e-35,0.88168480800000004,0.0,0.0094599999998256391,0.10884999999962781,3.132651293451178e-16,2.1739896767550299e-16,4.2160551535809703e-16,2.9034924464706069e-16,1.3264415408113592e-16,4.0402499756340736e-17,3.3542228854552916e-14,1.4924718153156777e-14,8.8516961527723433e-15,4.8180525568572324e-15,5.0779436325882782e-14,1.4474726294346293e-15,5.3322011260314546e-17,3.5495559665647253e-15,4.6288279754885931e-15,2.190571051709687e-15,5.8545158346899219e-15,6.0074694492618038e-16,1.763960664221994e-16,2.3360358875777071e-16,3.7112306916470097e-16,1.3831646023015179e-14,1.1240843938962516e-14,1.6190014956693609e-15,1.7735613319895703e-14,1.8225896965447689e-14,2.5402723515141499e-17,6.4688650585387208e-17,1.6965263028261187e-15,1.8112581449354915e-18,8.7992791077849463e-15,2.33322864808705e-14
1.5032385535000003e-05,0.0021744868191989858,1.0420851612683532e-19,3.3034747604713419e-20,3.0173687919869025e-16,2.9210471187640892e-18,2.9280466706281369e-14,0.0,0.0,4.6431641739028346e-14,1.9526413034639251e-16,5.1544767516192799e-23,1.3852050090229085e-28,9.8880132925178619e-35,5.3790019167947943e-16,4.058762583290585e-26,2.4051538085547109e-16,5.4373226225325227e-17,9.9658529819505163e-32,1.9517701346989689e-35,8.9601672308631972e-15,3.6620876924900099e-20,4.1984971082913936e-33,5.8131896734016256e-23,6.8981166603728326e-19,3.8166936299305207e-29,3.666232559165104e-14,1.477929368616546e-25,8.4924742719442076e-17,6.3523349952329454e-30,1.1513309115661425e-48,8.5047750846988636e-27,-2.5424564533954573e-35,4.8906878501681368e-16,2.3739725713598065e-22,1.3376750442560745e-18,2.6763050346550816e-17,2.551522351949597e-19,4.9259578287802046e-14,4.0908183227301868e-26,9.194163455865424e-34,1.4159136714493204e-20,3.6806651025433914e-21,1.1111577966150174e-18,2.0152299815976461e-21,2.7838980220251784e-27,2.6990073064463751e-32,4.3581572502715602e-28,5.9692230999797485e-40,5.4258566375500188e-35,2.9726897102752948e-36,-1.0274169474464962e-50,1.1811981332429096e-55,7.9130229316336431e-24,4.2398829732033751e-22,1.4173142222405988e-20,8.9347527011731715e-28,6.2246618154025291e-35,5.8501632091823506e-22,1.4725637875185352e-25,1.4460774933473719e-41,4.9025408761832575e-15,5.5564534882719165e-24,3.2331322921382859e-23,8.7214049259832663e-29,1.7463358358716005e-39,4.3488178100066823e-36,5.432508106752248e-35,0.88168480800000004,0.0,0.009459999999793826,0.10884999999956058,3.5569892140187696e-16,2.2058087965852156e-16,4.6621014047159832e-16,3.7393132172110083e-16,1.6176485064708986e-16,5.0758831708357194e-17,3.8660882199370068e-14,1.5172927521675313e-14,1.1414866180400789e-14,5.88317345795131e-15,5.8491262919638858e-14,1.823791852955411e-15,6.7433984592025141e-17,4.7682598458281035e-15,6.3176456186105671e-15,2.7158241124000873e-15,7.9038345029433699e-15,6.9791355812231924e-16,1.8826263742219334e-16,2.791111011088728e-16,4.418546346035882e-16,1.4832612122842987e-14,1.340271726617023e-14,2.0498806506999898e-15,2.1465821373750474e-14,2.1194792898649913e-14,2.9248769042475617e-17,6.5843271990816741e-17,1.727243937885166e-15,1.8440526600606482e-18,1.094233857136647e-14,2.9014868794448699e-14
1.7179869183000004e-05,0.002174486819198928,1.2081105599356556e-19,3.8369098054480502e-20,3.0722448523133866e-16,3.7522387191122837e-18,3.5281901645325948e-14,0.0,0.0,5.6836120749914021e-14,2.712137860591694e-16,8.0628361043067042e-23,1.9051662145600889e-28,1.2927878133935244e-34,7.5384362987597605e-16,5.6881492898672135e-26,2.6628848908461114e-16,6.724462444287659e-17,1.1537952304207223e-31,-3.1118203175852153e-35,1.10033159878213e-14,5.4266967096520031e-20,4.7429435542547252e-33,7.594679421981246e-23,9.0117134749247953e-19,4.6867058945254058e-29,4.2042297211791508e-14,2.0846763386049986e-25,9.0204932910721481e-17,7.8557161398660826e-30,1.2395370811941773e-48,1.2483010332897204e-26,1.3120947006759316e-34,6.3660246016213999e-16,2.6975662228028674e-22,1.5982665693834799e-18,3.476446941886379e-17,3.2563873185957416e-19,5.520417962184908e-14,5.0626832786436411e-26,1.1290896319186262e-33,2.101814629300358e-20,4.8132196653513369e-21,1.412045054644062e-18,2.2305478995439003e-21,3.667410622163584e-27,3.3448425665716639e-32,6.2396226769978636e-28,8.1902683057141641e-40,9.3507715547139423e-35,4.5032869600768674e-36,2.4463913261937688e-50,1.6613558174946223e-55,1.0603063543838538e-23,5.4115120120791652e-22,1.8576662226496937e-20,1.1774965367863202e-27,8.0711318876676497e-35,7.6473639146534368e-22,2.0113542259889175e-25,2.0703681175268453e-41,6.2564921206146099e-15,6.1398262571125066e-24,3.9885815023805955e-23,1.0000084043549633e-28,2.3226584986912353e-39,8.0788387118986717e-36,7.4201950297188699e-35,0.88168480800000004,0.0,0.0094599999997616504,0.10884999999949285,3.9740663178242954e-16,2.2248992258424527e-16,5.096095114628608e-16,4.6630148344723916e-16,1.9240202336563841e-16,6.204789589750606e-17,4.3690380086500784e-14,1.5318565446885699e-14,1.4249447472142583e-14,7.0040712494291708e-15,6.599534460679648e-14,2.2344964216261064e-15,8.2858696237796524e-17,6.1614265238741459e-15,8.2473664477919077e-15,3.2566240328558304e-15,1.0254425589876436e-14,7.9338038761610338e-16,1.9840744572254661e-16,3.2275410152410636e-16,5.0892571200014554e-16,1.5683370781084695e-14,1.5453703455262851e-14,2.5210620345576198e-15,2.5050372635557451e-14,2.4111725887953456e-14,3.2991205700206941e-17,6.6513346836321666e-17,1.745032447667988e-15,1.863043927335619e-18,1.3122966401330358e-14,3.4797068794090313e-14
2.1474836479000003e-05,0.002174486819198816,1.5742212862739064e-19,5.0110178466010702e-20,3.1559500497337121e-16,5.8026787822974568e-18,4.760901125625831e-14,0.0,0.0,7.9741376632244287e-14,4.7137306933419178e-16,1.7321240610483704e-22,3.2865123360772588e-28,2.0262396396472657e-34,1.3341181547661294e-15,1.0066487051471062e-25,3.1861078127590321e-16,9.6946590247035959e-17,1.4835318226402723e-31,2.0951493939128474e-35,1.5583700392424024e-14,1.0508724830117413e-19,5.8040251615302516e-33,1.1861101907745383e-22,1.4073355481341031e-18,6.5077785847192162e-29,5.2941480048852501e-14,3.7336748590348871e-25,1.0015586959798719e-16,1.1212003998388561e-29,1.5991135225348058e-48,2.3833041160411341e-26,-8.1578083906556107e-36,9.8910018896852335e-16,3.328082458917461e-22,2.1651981563875056e-18,5.4387736241515704e-17,4.8618383213166102e-19,6.638521885778695e-14,7.2414050089097925e-26,1.5991523164959423e-33,4.0506406402368255e-20,7.4387407241390025e-21,2.102551829366947e-18,2.6336358427196257e-21,5.7718595164701124e-27,4.790821706080353e-32,1.1438278964735117e-27,1.3957029049393548e-39,2.3253248273382152e-34,8.8276554808045753e-36,5.2077896502829627e-50,2.9104623948761488e-55,1.7052004205028663e-23,8.0802062673242235e-22,2.8800190895521662e-20,1.8851267529151111e-27,1.2260371778869455e-34,1.1983338851681424e-21,3.3975069933811481e-25,3.7953391441775207e-41,9.3402271839460113e-15,7.2374196418745157e-24,5.6789581877371658e-23,1.258930377969496e-28,3.6988938910950984e-39,2.3446613456324081e-35,1.2533951099568083e-34,0.88168480800000004,0.0,0.0094599999996963641,0.10884999999935611,4.7876628217476622e-16,2.2449191631152999e-16,5.929160406151986e-16,6.7445303643154933e-16,2.5780383993060826e-16,8.7213535490344138e-17,5.3496983292973707e-14,1.5464107080084632e-14,2.0641766026071343e-14,9.3976233678304164e-15,8.0401891717818715e-14,3.1512879523455441e-15,1.173492830043189e-16,9.4626141145316629e-15,1.2767217163530869e-14,4.3775031646945681e-15,1.5840095940595417e-14,9.7948363804925232e-16,2.1495844849140659e-16,4.0433191968537353e-16,6.3036790926509758e-16,1.7062309158377773e-14,1.9168950904716983e-14,3.575209190786567e-15,3.1754057952009084e-14,2.979785859700959e-14,4.0176033063434435e-17,6.7165422392703528e-17,1.7622515078750475e-15,1.8814273410131052e-18,1.7548079942212957e-14,4.6530796578197866e-14
2.5769803775000005e-05,0.002174486819198709,1.9858796785417032e-19,6.3293740890970514e-20,3.2432271366112705e-16,8.4275634607695788e-18,6.0245110672943985e-14,0.0,0.0,1.0518194048308931e-13,7.427839869457758e-16,3.2717962506418502e-22,5.1960842075197355e-28,2.9297888715558795e-34,2.1370934872379049e-15,1.6125102848177115e-25,3.7203879127837271e-16,1.320189836156037e-16,1.8784539085855037e-31,-8.8069050742445692e-35,2.0778159286490452e-14,1.8082756057606634e-19,7.0642969640306927e-33,1.7059147163689518e-22,2.0240122094905091e-18,8.4208861767034092e-29,6.4047372690650886e-14,6.0519956907835799e-25,1.0935727381414859e-16,1.5185527619934987e-29,2.0264323567775314e-48,4.0583863209094086e-26,3.1071548531830234e-34,1.4176667166585852e-15,3.93788167157397e-22,2.7890803287859669e-18,7.9092751187140843e-17,6.6919159328772354e-19,7.6695603439644647e-14,9.7032208833681531e-26,2.1322394168381316e-33,6.8897758311608536e-20,1.0478810190855795e-20,2.9026148759855351e-18,3.0053082056490537e-21,8.3073514165718985e-27,6.5037532631363529e-32,1.8864538571285451e-27,2.2452488390476272e-39,4.8732139320156364e-34,1.5698687573461404e-35,2.2623252774854454e-50,4.763546113161759e-55,2.4862431978582243e-23,1.1122402175655291e-21,4.0653235561912707e-20,2.7902712398997956e-27,1.7696835507768161e-34,1.7322532731352934e-21,5.2260285377768543e-25,6.2594679143451361e-41,1.2855297582992306e-14,8.249989239713114e-24,7.5853873849249802e-23,1.5226022882505153e-28,5.5557214073219898e-39,5.6155564977452135e-35,1.927969842466611e-34,0.88168480800000004,0.0,0.0094599999996299762,0.10884999999921804,5.5757042480229196e-16,2.262829347337103e-16,6.7176824326167093e-16,9.0924602327855154e-16,3.2808615767082194e-16,1.1550525428029125e-16,6.2989998873898841e-14,1.5594036844660949e-14,2.7857140420166949e-14,1.1970556305156707e-14,9.4041149266442855e-14,4.18329427259222e-15,1.5623719784397615e-16,1.3436578183612978e-14,1.8065660731209613e-14,5.5437091699838588e-15,2.2571806245858827e-14,1.1595931013522813e-15,2.2831236450027932e-16,4.7868059780174039e-16,7.3362846313827064e-16,1.8170908608212027e-14,2.2328617606300059e-14,4.7643465285640397e-15,3.7848446662997138e-14,3.5300705112561424e-14,4.6978187452545617e-17,6.7747342462687312e-17,1.7776168917327149e-15,1.8978317338842091e-18,2.2003800791385836e-14,5.8345683458157501e-14
3.0064771071000007e-05,0.002174486819198607,2.442355388450605e-19,7.7900363442712366e-20,3.339673588837926e-16,1.1694256006266327e-17,7.3184997727593499e-14,0.0,0.0,1.3292714799650448e-13,1.0927983144178132e-15,5.6314845008509824e-22,7.7257522942618142e-28,4.0063178657593099e-34,3.1878981547670114e-15,2.405353027451553e-25,4.2663874573684893e-16,1.7257714389052345e-16,2.2872266680479543e-31,1.9150812511739896e-34,2.6541011696849281e-14,2.8643301951956325e-19,8.2371036079475157e-33,2.3183653423265182e-22,2.7505891667944158e-18,1.0458412153288969e-28,7.5380227991400911e-14,9.1392671810450845e-25,1.1787733118928928e-16,1.952373690206528e-29,2.4651017760626973e-48,6.3737397959380877e-26,-4.9271511508331251e-34,1.9218895782595739e-15,4.5285482420973287e-22,3.465534421288934e-18,1.091225805644375e-16,8.7083408589988305e-19,8.6214784567551169e-14,1.2416205570200339e-25,2.7236843057807916e-33,1.0740445689486594e-19,1.3864030280108783e-20,3.803405762630878e-18,3.3488701911040827e-21,1.1268081666586918e-26,8.3807411043038953e-32,2.8884918673124123e-27,3.3353366189002665e-39,9.1011265199328669e-34,2.4918011384421703e-35,1.1408608440287005e-49,7.5489870721894383e-55,3.4023026343185578e-23,1.4474453352132564e-21,5.386336371245378e-20,3.9037624534622193e-27,2.3560269334969615e-34,2.3683984885540978e-21,7.5262751344070576e-25,9.5843599384139603e-41,1.6728194622423723e-14,9.1852901274047566e-24,9.6834032747687215e-23,1.7915073014919313e-28,7.6984861937675868e-39,1.1761111630956057e-34,2.7765744773020559e-34,0.88168480800000004,0.0,0.0094599999995625388,0.10884999999907867,6.3402042575976921e-16,2.2825164126555684e-16,7.463987576411064e-16,1.1659740112751051e-15,4.0267109459082657e-16,1.4659426182005895e-16,7.2194461924617472e-14,1.5739472643964472e-14,3.5750119985761354e-14,1.4701623444803132e-14,1.0695251357803467e-13,5.3183551364251687e-15,1.9905635271230667e-16,1.8068080585525602e-14,2.4027041463260718e-14,6.7572431605314544e-15,3.0408069444422424e-14,1.3341752732690871e-15,2.3946405665562844e-16,5.4737353586118763e-16,8.2024570067383951e-16,1.9096395971106184e-14,2.4979060693612565e-14,6.074147584576892e-15,4.3462380660185599e-14,4.0634487646856602e-14,5.3417319529042129e-17,6.8404209199413115e-17,1.7949906782624978e-15,1.9163803058749121e-18,2.6478806217025904e-14,7.0211705656132622e-14
3.435973836700001e-05,0.00217448681919851,2.9426471470036481e-19,9.3896392340238834e-20,3.4342247168935763e-16,1.566831561747193e-17,8.6481921905884296e-14,0.0,0.0,1.6280083104242707e-13,1.5278441285672523e-15,9.0406745428953112e-22,1.0967752034758354e-27,5.2600778514111869e-34,4.5064717999003658e-15,3.4002296763805532e-25,4.8245585681330004e-16,2.1874259452379276e-16,2.8167350103205054e-31,-3.2175845994819518e-34,3.2834571230907003e-14,4.2675520925727727e-19,9.8212594044644184e-33,3.0231958979598906e-22,3.5867507817037295e-18,1.2638597260351148e-28,8.6954781714765537e-14,1.3087762000384676e-24,1.2577592594351981e-16,2.4598130384726706e-29,3.6229508413055889e-48,9.4240049073474661e-26,9.806507148327394e-34,2.5015579516426631e-15,5.1015051316545183e-22,4.19071340090541e-18,1.4465120460398073e-16,1.0878740301523698e-18,9.5012439987894475e-14,1.5352940241154322e-25,3.3695683216133387e-33,1.5697379114870866e-19,1.7535774506396297e-20,4.7974658061908899e-18,3.6661216203734078e-21,1.4634273083370777e-26,1.0571072228264033e-31,4.1841836420892015e-27,4.8213944120739159e-39,1.5612607146050653e-33,3.779076408436917e-35,-3.0741992073597908e-49,1.0488404019021488e-54,4.4508983723407933e-23,1.8082533938224456e-21,6.8200446255177407e-20,5.2334406631177563e-27,3.1211836450078276e-34,3.1088624161715801e-21,1.0319606010640525e-24,1.388366064900218e-40,2.0896752126005029e-14,1.0050124927481869e-23,1.1951908763534605e-22,2.0659983742063673e-28,1.0515069786144225e-38,2.2395305871340881e-34,3.8070899466256228e-34,0.88168480800000004,0.0,0.0094599999994940346,0.10884999999893791,7.0828226614039234e-16,2.2982332122871022e-16,8.17031072893109e-16,1.4410251724468816e-15,4.8110040869074106e-16,1.8022309168838165e-16,8.1131080157654961e-14,1.5853585341913655e-14,4.4208992127321923e-14,1.7574007025135051e-14,1.1917320548076938e-13,6.5469404100209898e-15,2.4544108956075924e-16,2.3343258985868751e-14,3.0551925997991655e-14,8.024290969642937e-15,3.9307676030222385e-14,1.5036484348921643e-15,2.4867332261293653e-16,6.1214563842008791e-16,8.9324879340191581e-16,1.9859570212029626e-14,2.7213088075778055e-14,7.4933693651324732e-15,4.8747259038226523e-14,4.5812077353028515e-14,5.9511997084172018e-17,6.8915830703278216e-17,1.8085027637476971e-15,1.9308060769663474e-18,3.0985170976217776e-14,8.2160881126496648e-14
3.865470566300001e-05,0.002174486819198417,3.4860929427001709e-19,1.1126012979114187e-19,3.5230486873111924e-16,2.0413703332731793e-17,1.0015952413040534e-13,0.0,0.0,1.9464281282755666e-13,2.0537413466649957e-15,1.3747453365070118e-21,1.5011568952291338e-27,6.6934921927975483e-34,6.1088361881355359e-15,4.6092099661129425e-25,5.395194125829395e-16,2.7064142333369013e-16,3.2451494406344604e-31,7.134456809169265e-34,3.9626340547212281e-14,6.06618949417106e-19,1.0738737862533334e-32,3.8203037913692577e-22,4.5323754279901922e-18,1.4949731132224036e-28,9.8781627697636324e-14,1.7984226709376328e-24,1.3310666078153509e-16,2.9556368735153022e-29,2.3415069357812188e-48,1.3299543712355022e-25,-1.9692834615694312e-33,3.1565926087442713e-15,5.6579282181386223e-22,4.9611768112779521e-18,1.8580029516471976e-16,1.3175237728888736e-18,1.03150825148861e-13,1.8488759417920661e-25,4.0666530813919154e-33,2.1835212302914769e-19,2.1443516497452096e-20,5.878017212125843e-18,3.9590910242548906e-21,1.8377556802680617e-26,1.2730185697352725e-31,5.8052050938686947e-27,6.4915899241002728e-39,2.5071087058566647e-33,5.248325958562756e-35,8.3222322196484709e-49,1.5977397424395911e-54,5.6258350685359067e-23,2.1900293860224721e-21,8.3466137566427424e-20,6.784884486172527e-27,3.7680019906361279e-34,3.9558783089383822e-21,1.3621837901868246e-24,1.9262431166369284e-40,2.5307438315352785e-14,1.0850573332504853e-23,1.4372048195614255e-22,2.3463298560396709e-28,1.3234302579891586e-38,3.9663275455663546e-34,5.0253519699160343e-34,0.88168480800000004,0.0,0.0094599999994244722,0.10884999999879577,7.8050701889935561e-16,2.3084283506289544e-16,8.8388204731332731e-16,1.7317239951340597e-15,5.6295631651932298e-16,2.1618862469526872e-16,8.981858908523917e-14,1.5923610413290435e-14,5.3151036574179455e-14,2.0572361494346479e-14,1.307393360979943e-13,7.8615380471248228e-15,2.9510347915478629e-16,2.9249289591973994e-14,3.7560566780128637e-14,9.3487238014512046e-15,4.9231636159471196e-14,1.6683542409419471e-15,2.5613552670039217e-16,6.7407786486174038e-16,9.5511032141964236e-16,2.0475925207591833e-14,2.9106469766149007e-14,9.0131615813125869e-15,5.3795782754832271e-14,5.084386302986173e-14,6.5280234347617879e-17,6.9218372214879455e-17,1.8164318339673833e-15,1.9392713763253738e-18,3.5525573384159562e-14,9.4200311825800061e-14
