Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165)
1e-12,0.002714845314533397,4.160534969780804e-27,5.4879290356056086e-34,3.3071931267091716e-31,7.4393559875695053e-52,6.7621582391805038e-38,0.0,0.0,4.3255455242979049e-23,7.0952138005713606e-33,7.5177679081295225e-50,2.1016870617744307e-51,2.3432363499394199e-68,4.4237899289656712e-38,3.4942853890905943e-51,5.7426260661174566e-30,3.2323026464737068e-38,4.695591577673464e-47,8.6441189529166902e-54,3.2544848743908757e-28,1.67768522934614e-62,4.1151243255495964e-47,3.211257871101672e-50,5.3540810795661791e-42,5.1935699137880935e-62,9.364546114393375e-35,2.0069591590797512e-52,1.3051581190305181e-22,1.5354841287930956e-48,1.4967677725026815e-68,2.9653044703369953e-55,8.2378009935755145e-88,3.4440865362173348e-44,2.7888163874474473e-47,4.4202130396548674e-32,3.3032016357332129e-31,1.4308739111141167e-34,6.868525550824982e-27,1.6391642721217597e-46,2.8259709795341657e-52,5.4415077219743056e-44,1.829282710325815e-42,1.8801574563185112e-36,8.6746224944593836e-32,3.1770690233358746e-50,8.8516632800460392e-55,4.596602506517755e-54,8.8728035270203697e-81,6.0067322527644995e-72,4.1546371362665572e-66,5.4607677244877083e-121,5.7688409939614821e-115,7.1154536059212464e-56,1.3350681260470114e-41,3.02098035855487e-47,1.4788274848678422e-46,1.7134862461068955e-57,1.5637574870893132e-50,6.2380217749044099e-51,6.3187428786005217e-69,2.2052134423263004e-35,6.0717357768542493e-32,5.2258990521853222e-37,1.3902121061791534e-53,3.7370503867329133e-72,2.3530954142591609e-77,4.8830855064227162e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.364324652997552e-22,1.3051427611496835e-22,1.3644152688964437e-22,1.9069764154464136e-23,1.6126362326122502e-23,8.0631811630611482e-24,9.0558199538057243e-27,8.7015162450741457e-27
1.023e-12,0.002714845314533397,4.2561984158527599e-27,5.6783427195253664e-34,3.4226990688686059e-31,7.7438243872325755e-52,7.0390318377747375e-38,0.0,0.0,4.4250050208947897e-23,7.3426862923792549e-33,7.8269020163054463e-50,2.187707844780795e-51,2.4498538199878739e-68,4.6048213289777966e-38,3.6396101093366657e-51,5.9429211510611026e-30,3.3645759470529288e-38,4.8594315818187277e-47,8.9978373220279069e-54,3.3679963366528198e-28,1.7540319144023537e-62,4.2585442768150381e-47,3.3524556961257262e-50,5.5731824446667346e-42,5.4219426926218948e-62,9.7477650007848305e-35,2.0943844554208065e-52,1.3351673291298489e-22,1.5983190945864918e-48,1.5580266279000472e-68,3.0956877620750301e-55,8.6126192230064302e-88,3.5955225642133565e-44,2.911307493026177e-47,4.5743833045071344e-32,3.4185682487560377e-31,1.4807799591485849e-34,7.1080892077489937e-27,1.7062426031823091e-46,2.9416139957080048e-52,5.6641860071100532e-44,1.9041405429076586e-42,1.9570958109915894e-36,8.9771617652684746e-32,3.3071072315332286e-50,9.240866404820909e-55,4.7987137544687555e-54,9.2746468603016348e-81,6.2800387457474941e-72,4.3373150548932896e-66,5.7155240964961014e-121,6.0381529978155825e-115,7.4284325361676178e-56,1.3897013142554919e-41,3.1538119376906922e-47,1.5393771012177267e-46,1.7888232545209725e-57,1.6325156994501207e-50,6.5123737143322995e-51,6.6052296201366577e-69,2.2954556815099308e-35,6.2819486807609005e-32,5.4081708561725765e-37,1.4513389583445613e-53,3.9070546048285631e-72,2.4619733507489377e-77,5.1051126542985524e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.395694080050095e-22,1.3351514355951121e-22,1.3957878564873075e-22,1.9508243450465512e-23,1.6497162716896318e-23,8.2485813584480547e-24,9.3716725417081194e-27,9.005011265219802e-27
2.047e-12,0.002714845314533397,8.5151019785288907e-27,2.2552756350423463e-33,1.3798863500819866e-30,6.2062130460426413e-51,5.6735813836039231e-37,0.0,0.0,8.853162687070503e-23,2.9386347569386893e-32,6.677838382621083e-49,1.7552705393907371e-50,7.8442676817173355e-67,3.6859737216358252e-37,3.5512195437970588e-50,2.3783775220162932e-29,2.6932706468014488e-37,1.9491478593122196e-46,7.1973777419536944e-53,1.3478424155693915e-27,5.6563321253287566e-61,1.696743718859114e-46,5.3665489998612684e-49,4.4612080672199908e-41,8.6941573450334761e-61,7.8028759346613449e-34,3.142825906039015e-51,2.6711181247883787e-22,1.2792565367228137e-47,1.2492471708789224e-67,4.9554618376056829e-54,2.7566249223752047e-86,5.756534403167727e-43,4.5227208592542526e-46,1.8306267634825667e-31,1.3782255161303004e-30,5.9255035188495609e-34,2.8445928663676024e-26,1.3657930183486507e-45,2.3540811331668558e-51,4.5338404309415404e-43,1.5240461131073314e-41,1.5660546713855194e-35,3.5913190060762363e-31,2.6541763092018127e-49,1.4791243967207863e-53,7.682052839937188e-53,2.7783889640292352e-79,2.0106610141923923e-70,6.9431536898835325e-65,7.3677891570803698e-119,9.0722857390045527e-113,1.2002424263815148e-54,1.1121826670915428e-40,5.0487673455521994e-46,1.2406737795279869e-45,2.8587680343623641e-56,2.6137076243597453e-49,1.0495715819566118e-49,1.7766182497673684e-67,1.8374092658733804e-34,2.4125253346656481e-31,2.1643315894129995e-36,2.3229902593084419e-52,1.2372958657446935e-70,1.5876538670304937e-75,1.5713841477459478e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.7921747364000919e-22,2.6710545240747525e-22,2.7925500173970259e-22,3.9030104313521077e-23,3.3005841016018678e-23,1.6502920508009127e-23,3.7504205187714448e-26,3.6036862229331975e-26
4.095e-12,0.002714845314533397,1.7032111453964342e-26,8.988525017155317e-33,5.5931288022130706e-30,4.9773598909058903e-50,4.5961030093460646e-36,0.0,0.0,1.7709669606119683e-22,1.1757764641331731e-31,6.0155112330233197e-48,1.4110174057162381e-49,2.5106353445081927e-65,2.9494520953272478e-36,3.8586528447920168e-49,9.515690701690626e-29,2.1552096748085867e-36,7.8329924102573793e-46,5.7511865545974391e-52,5.3922748111121282e-27,1.832188416356786e-59,6.7289379606161043e-46,8.5863884520455984e-48,3.5699416842142187e-40,1.3958649460208983e-59,6.244018913937044e-33,4.9011331002895136e-50,5.342574078874614e-22,1.023425369885506e-46,1.0029417833288742e-66,7.9284711982608744e-53,8.8159959576011598e-85,9.213201657510279e-42,6.8324996369315475e-45,7.323727843246801e-31,5.5864227127023728e-30,2.3702415782646357e-33,1.1380268044562764e-25,1.0929061800812011e-44,1.8827956562918813e-50,3.6277209709502989e-42,1.2192886680075764e-40,1.2522957924103234e-34,1.435760057016033e-30,2.1349774559459432e-48,2.366137891057109e-52,1.2292309580394296e-51,8.6602127697653903e-78,6.4342622838937084e-69,1.1109121073682761e-63,9.5506211208330366e-117,1.511852641092963e-110,1.952368647839179e-53,8.8960181818918324e-40,8.0785942953323088e-45,1.0049067836689395e-44,4.558857421994522e-55,4.1831892054554221e-48,1.69970062992658e-48,4.3049064520075422e-66,1.470246283416008e-33,8.9257031513183639e-31,8.6590141210120896e-36,3.7158294556617365e-51,3.8751038676081927e-69,1.0285487921761506e-73,4.6682741041771814e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.584572996747189e-22,5.3423196637890861e-22,5.5860743405141599e-22,7.8073826169370441e-23,6.6023197740935085e-23,3.3011598870467125e-23,1.5003879565312932e-25,1.4416846335858123e-25
8.191e-12,0.002714845314533397,3.406294029085863e-26,3.5885455470469688e-32,2.2844170045710101e-29,3.9988136862696877e-49,3.7505530329225997e-35,0.0,0.0,3.5423449536039853e-22,4.7038377928785542e-31,5.9169943729668604e-47,1.1389340815404481e-48,8.0329499415939207e-64,2.3595557851689593e-35,4.7038130197978849e-48,3.8065246284419186e-28,1.7243254939938606e-35,3.1603367031098353e-45,4.5881431595662061e-51,2.1567862123164321e-26,5.9763958612903322e-58,2.6452317880653784e-45,1.3731179771917436e-46,2.8562029874611819e-39,2.2480214534298441e-58,4.9956716694018877e-32,7.8389476238400081e-49,1.0683704032695915e-21,8.183968746751083e-46,8.0746906956742053e-66,1.2678462915602157e-51,2.8164118517362628e-83,1.4742660365292528e-40,9.8279812799804628e-44,2.9293162535763233e-30,2.2816855632622175e-29,9.4775618139599957e-33,4.551835153049147e-25,8.743557526166115e-44,1.504796047362765e-49,2.901882255826915e-41,9.750661788995817e-40,1.0005023516285058e-33,5.7346572138250864e-30,1.7258094580304178e-47,3.7824850136697496e-51,1.9661301316209567e-50,2.7718925043169159e-76,2.0580112946554053e-67,1.7766091430179503e-62,1.2528465621755698e-114,2.8683858191383258e-108,3.2098932617482449e-52,7.1112426902792775e-39,1.292120603925004e-43,8.1978601535708116e-44,7.2424873627985481e-54,6.6938289282988584e-47,2.771899159488868e-47,9.2594031299701633e-65,1.1761673952474739e-32,3.0975761529356374e-30,3.4635938251175962e-35,5.9393509633956565e-50,1.1888348394942724e-67,6.7094914579036812e-72,1.3061328430186373e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1167118218583287e-21,1.0682686674476125e-21,1.1173122991358964e-21,1.5616127040158725e-22,1.3205791169875678e-22,6.6028955849377546e-23,6.0009507950968427e-25,5.7661529662918727e-25
1e-11,0.002714845314533397,4.1581795527096528e-26,5.9622246986902614e-32,3.8555037426686794e-29,1.0233753245437744e-48,9.7306302348245675e-35,0.0,0.0,4.3247423600906206e-22,7.8204926239936238e-31,1.9102015352705604e-46,2.933114279975678e-48,6.2993373994690213e-63,6.0059259751679569e-35,1.7627208341371171e-47,6.328032780550547e-28,4.3896063493530891e-35,5.2988461029190235e-45,1.1633667884715562e-50,3.5850120374768335e-26,4.8032424010458663e-57,4.319178036850458e-45,5.9152464986627939e-46,7.2709797165589948e-39,9.7993371118125477e-58,1.2717453340974675e-31,3.4256870812516921e-48,1.3041043211181174e-21,2.0819125003283667e-45,2.072124832842896e-65,5.461334296535997e-51,2.2026537399450936e-82,6.3573996418438474e-40,3.6521563118943732e-43,4.8691000746904754e-30,3.8508771816119373e-29,1.5748564087244329e-32,7.5660452259265741e-25,2.2256560888398006e-43,3.825190587908825e-49,7.3853265193363119e-41,2.4806185007285451e-39,2.5419549355136286e-33,9.517984615169298e-30,4.4557230555407686e-47,1.6284704666781493e-50,8.4724773385029064e-50,2.2114870153729501e-75,1.6129154822773541e-66,7.6538670209620158e-62,3.8141518726494579e-113,1.390543893175741e-106,1.4315103944858701e-51,1.8081107197607773e-38,5.5677835809181106e-43,2.1259799434143844e-43,3.0867368369721306e-53,2.8865605360454777e-46,1.2212528402399567e-46,4.6664892097993519e-64,2.9936785007310969e-32,4.5661255416193229e-30,5.7575169973229201e-35,2.556545306576448e-49,8.6839885322563965e-67,1.0255757008001979e-70,8.3906637503471714e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3630664529733797e-21,1.3039352587623051e-21,1.3640645213493708e-21,1.9064862111219121e-22,1.6122216936404494e-22,8.0611084682021423e-23,9.9743326999801493e-25,9.5840550549126202e-25
1.6383e-11,0.002714845314533397,6.8111841393822075e-26,1.4337677448794812e-31,9.3990342287258465e-29,3.2233542745807936e-48,3.0831145867627347e-34,0.0,0.0,7.0854071724754678e-22,1.8817511853959061e-30,6.5624950075575892e-46,9.2638230730171719e-48,2.5691951370221565e-62,1.8872029304501063e-34,6.3227005100686962e-47,1.5225095541694472e-27,1.3793966603503415e-34,1.2844509728669184e-44,3.6493581826466961e-50,8.6244622541704964e-26,1.9642580581042613e-56,1.0225645093785314e-44,2.1942005123621175e-45,2.2848381519671942e-38,3.6443918564248578e-57,3.9963518796833757e-31,1.274716876800264e-47,2.1358840876339485e-21,6.5401879224094858e-45,6.5344231949144016e-65,2.0257925748034281e-50,8.9808865409988624e-82,2.3587384054626069e-39,1.3070903292441771e-42,1.1713566702756603e-29,9.3877207968282176e-29,3.7875599748036961e-32,1.8201591326079473e-24,6.9936771204111717e-43,1.2012630251980404e-48,2.3205019572946294e-40,7.7929128458000038e-39,7.9809222339872244e-33,2.2867337187187033e-29,1.4088137921714647e-46,6.0398396234394665e-50,3.1429920247031087e-49,9.0365962655775071e-75,6.577874528157839e-66,2.8391587880507039e-61,1.6830204632453111e-112,6.1958244920177249e-106,5.349949299421967e-51,5.6787931492952006e-38,2.0654326854631208e-42,6.7348444225684834e-43,1.1422702313323033e-52,1.0709802601631501e-45,4.552349382943051e-46,1.7864899164630359e-63,9.4067096706050397e-32,9.7478561927901135e-30,1.3851553264977191e-34,9.4815541357317919e-49,3.5130404243091451e-66,4.4075452190144983e-70,3.3388209787648441e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2323210745363264e-21,2.1354774657062966e-21,2.2347220306852507e-21,3.1233616096060745e-22,2.6412734165676691e-22,1.3206367082838176e-22,2.3994286651815491e-24,2.3055403331123904e-24
3.2767e-11,0.002714845314533397,1.3615864838997976e-25,5.7295526895779677e-31,3.8760942206557292e-28,2.6133470870171702e-47,2.5418798620708316e-33,0.0,0.0,1.4172754913180968e-21,7.5279939071378763e-30,8.2792878070673003e-45,7.6323220262985679e-47,8.2117343191152582e-61,1.5088840873837655e-33,9.0891492945281304e-46,6.0886386201872512e-27,1.1032890497536592e-33,5.2832844679169587e-44,2.8858617897286451e-49,3.4473027849901789e-25,6.4816644386406824e-55,3.8309549041995682e-44,3.5014009454847388e-44,1.8274625430777674e-37,5.9877695910915678e-56,3.1964188536250192e-30,2.0883634812244971e-46,4.2680660284200373e-21,5.2204017895168665e-44,5.3300217545441145e-64,3.2320740596857411e-49,2.8542954148476424e-80,3.773239355277639e-38,1.5610332543001563e-41,4.6820116860927271e-29,3.8712623684578672e-28,1.5121095534918021e-31,7.2753279924242787e-24,5.5923318685343673e-42,9.5680547140055711e-48,1.8545817058100857e-39,6.2214571965484328e-38,6.3473386206157479e-32,9.0894595625003471e-29,1.1718409018976852e-45,9.6238880287087935e-49,5.0191778063409154e-48,2.9785308102372353e-73,2.099696201880999e-64,4.5311896613267751e-60,2.363180230408597e-110,1.4796877753828753e-103,9.0493353054197733e-50,4.5262550015809021e-37,3.2980278618600826e-41,5.5455897352109051e-42,1.7763585621225153e-51,1.7132484465303259e-44,7.4957120387789758e-45,3.1797665424834373e-62,7.5203037103311794e-31,2.7072345078135028e-29,5.5378114042095558e-34,1.5100514538169026e-47,9.7456345642083916e-65,2.903088282854346e-68,7.610879571833057e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4599462265624517e-21,4.2664422665053596e-21,4.4695414956009973e-21,6.2468595055698747e-22,5.2826620982544456e-22,2.6413310491271889e-22,9.5891701575836709e-24,9.2138997937895385e-24
6.5535e-11,0.002714845314533397,2.7204853001684062e-25,2.2889466412243717e-30,1.5901517790611661e-27,2.1390409794371317e-46,2.0868125655506752e-32,0.0,0.0,2.8352330611948841e-21,3.0118399419767984e-29,1.15941428598848e-43,6.4025849412702242e-46,2.6213903857681542e-59,1.2056375097004362e-32,1.3563951269053121e-44,2.4342171657161767e-26,8.8221575435094777e-33,2.2079246239125325e-43,2.2564916549598934e-48,1.3768720777504422e-24,2.1329580130564671e-53,1.3580776662975441e-43,5.5722916718082238e-43,1.4612340953203633e-36,1.0093484251400829e-54,2.5559292906534929e-29,3.4126424142570986e-45,8.5210784986132136e-21,4.1573832019679174e-43,4.3850643318093019e-63,5.141841236940274e-48,9.0208008828052275e-79,6.0344398262674349e-37,1.653062181335158e-40,1.8699867441900437e-28,1.5879785963882667e-27,6.0249257286199725e-31,2.9057508375491955e-23,4.4693053172719747e-41,7.5874712495258428e-47,1.4806659311732052e-38,4.9563747379314482e-37,5.0186528323404883e-31,3.5903482521169882e-28,1.0086036480588436e-44,1.5270822018527075e-47,7.9995713545079509e-47,9.8678152691891921e-72,6.6853146667519342e-63,7.2129319784613804e-59,3.5681607008499861e-108,3.7440433291649805e-101,1.5586866207844282e-48,3.5941521013637793e-36,5.2552877420547607e-40,4.5412187204255144e-41,2.6888471144974838e-50,2.739989536365761e-43,1.2280279361574293e-43,5.3738976059309311e-61,6.0078133220666794e-30,6.6326306979664589e-29,2.212756812837852e-33,2.3938183217820247e-46,2.4612936066984932e-63,1.9029258741012456e-66,1.5420540204907055e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.9008694747147063e-21,8.5146054977286729e-21,8.939180403160571e-21,1.2493855644609759e-21,1.0565439798372352e-21,5.2827198991861103e-22,3.8286622322202441e-23,3.6787873307698544e-23
9.999999999999999e-11,0.002714845314533397,4.1454839942903549e-25,5.8897292824994363e-30,4.1512639533669666e-27,1.0355741559865788e-45,9.9176276282423301e-32,0.0,0.0,4.3276454385308544e-21,7.7661037838455655e-29,9.6573034818241299e-43,3.1795218552986606e-45,4.5142561736192607e-58,5.6314663599860883e-32,1.1422312440418048e-43,6.269311455979147e-26,4.1262833764775247e-32,5.9622318975350397e-43,1.0150889377398573e-47,3.5404840912065548e-24,3.7640004581121092e-52,2.9625862489337693e-43,4.9030621013720594e-42,6.8340562338333936e-36,9.8422574691114555e-54,1.1954528379203409e-28,3.065414085178865e-44,1.2970595619988568e-20,1.9303588588247779e-42,2.1052476220650406e-62,4.5214023057301483e-47,1.5311476907457567e-77,5.3588935710657751e-36,9.057786279517922e-40,4.8083307727259208e-28,4.1446870152005544e-27,1.5431953327457329e-30,7.4716029932876775e-23,2.0882290104050752e-40,3.4966754394480727e-46,6.9059261270382328e-38,2.3028065577338267e-36,2.3009590953437756e-30,9.0693272215568357e-28,5.3119189697194388e-44,1.336215089407279e-46,7.0582211386153133e-46,1.7803740698766342e-70,1.1454565255240834e-61,6.3492884199693201e-58,3.1444606460356489e-106,5.1260264846478233e-99,1.5311385024563463e-47,1.6602162715403436e-35,4.6350173547118056e-39,2.1483465883187811e-40,2.1635979853688905e-49,2.433297598017221e-42,1.1044465051001411e-42,4.8805703391498446e-60,2.8052771740849767e-29,1.0907176046148687e-28,5.693627059692558e-33,2.0911366524949788e-45,3.0264834092231368e-62,6.5782550868495754e-65,1.5620198235382723e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3541836440262456e-20,1.2954002706740346e-20,1.3640294275468964e-20,1.9064374045262619e-21,1.6121804469900895e-21,8.0609022349503451e-22,9.8395557170837923e-23,9.454210644861667e-23
1.31071e-10,0.002714845314533397,5.4301534974112912e-25,9.1359186760017601e-30,6.4601662126983338e-27,1.7763288454817155e-45,1.6977289743805727e-31,0.0,0.0,5.673089946762567e-21,1.2052183337906338e-28,1.731834846089883e-42,5.4687269008510753e-45,8.3476387792453701e-58,9.6214541216929075e-32,2.0496971278316041e-43,9.7267382568716716e-26,7.0508858742896495e-32,9.3468273218415826e-43,1.7267872741213815e-47,5.4910306999428061e-24,6.9650433825755827e-52,4.4090880963468024e-43,8.820931682055535e-42,1.1677780495134378e-35,1.7805330642047323e-53,2.0427584299131875e-28,5.5212985997662524e-44,1.6981938909652103e-20,3.2958245415669855e-42,3.6078536130651336e-62,8.1340028028734651e-47,2.8301883655423621e-77,9.6460421032691475e-36,1.5733317469265108e-39,7.4573163322976099e-28,6.4496191864153128e-27,2.3912607745663496e-30,1.1587825025231691e-22,3.5678978057336803e-40,5.9649815662343593e-46,1.1796924518035545e-37,3.9320115659195499e-36,3.9228840579452948e-30,1.4008754337746176e-27,9.191457932705553e-44,2.4031740893665722e-46,1.2700191857963199e-45,3.2964620966529915e-70,2.1178425862944973e-61,1.1423057157720356e-57,5.9470973360577756e-106,9.7135052950841417e-99,2.7709762860159533e-47,2.8329187168872939e-35,8.3398169973902393e-39,3.6757296192028301e-40,3.8717261192421439e-49,4.3799556040973326e-42,1.9894211680779953e-42,8.796048759470079e-60,4.792681506102993e-29,1.4760778208149851e-28,8.8317126375257974e-33,3.7605367401799509e-45,5.5330373231241733e-62,1.2337152020552847e-64,2.8311973047537375e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7725776222259674e-20,1.6956222659771008e-20,1.7878457894401045e-20,2.4987849374631107e-21,2.1130996598409918e-21,1.0565498299204824e-21,1.5258516154286617e-22,1.4660889240310579e-22
2.62143e-10,0.002714845314533397,1.0817130721187454e-24,3.6391734598439183e-29,2.5976363409524824e-26,1.5042471585762094e-44,1.3672666887379798e-30,0.0,0.0,1.1356488835223677e-20,4.8246412514692467e-28,2.6657054171004543e-41,4.7032302632582115e-44,2.6453822015731059e-56,7.6596816447450434e-31,3.0629231857543718e-42,3.8825669447530491e-25,5.6297147196968228e-31,3.9405084094289183e-42,1.2703140945670043e-46,2.1833303645714456e-23,2.2556395740245904e-50,1.270931493077759e-42,1.3818670775716371e-40,9.322799014599073e-35,3.3761231118459401e-52,1.6310163491069133e-27,8.8060977002393305e-43,3.372491016971292e-20,2.589476705493968e-41,2.8892903332038047e-61,1.272676538363332e-45,8.8778144859775857e-76,1.5404514427157353e-34,1.3866836529538168e-38,2.9649386325013277e-27,2.5920359778241624e-26,9.4177651416950378e-30,4.6071686421383641e-22,2.8419892675334632e-39,4.6110464486132347e-45,9.3597768299445201e-37,3.0935400412480534e-35,2.9994611834360557e-29,5.3380652611480774e-27,9.1016224284633452e-43,3.7207622237452496e-45,2.0008063621710482e-44,1.1385241452419852e-68,6.6420264388548835e-60,1.7906728953236031e-56,1.108924120671012e-103,2.5729781930981524e-96,5.2147119380646173e-46,2.2004561785287921e-34,1.31276045095165e-37,2.9304071130353959e-39,5.1115594713149495e-48,6.9949143135134592e-41,3.1751740684862117e-41,1.4074949621192927e-58,3.8125575611488366e-28,3.0963672746922664e-28,3.5169740361193828e-32,5.8050961759404507e-44,1.1076618045545162e-60,7.8829920077425115e-63,4.8391620184006683e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5150740856269162e-20,3.3623432605615781e-20,3.5757009727197625e-20,4.9975843145021112e-21,4.2262116215829944e-21,2.1131058107914698e-21,6.0588848587498322e-22,5.8213224968241399e-22
5.24287e-10,0.002714845314533397,2.1462911966938665e-24,1.443772267591903e-28,1.0336248676345706e-25,1.30338073790497e-43,1.0897156165659538e-29,0.0,0.0,2.2753385698097746e-20,1.9328089779679836e-27,4.1207256012179028e-40,3.9964406813513304e-43,8.3035435666427575e-55,6.0691647065946541e-30,4.3970163248327712e-41,1.5465523274462828e-24,4.4862480645107485e-30,1.6067180134209519e-41,8.7388268098748329e-46,8.6303608470448637e-23,7.2582893944232836e-49,3.2228560646176533e-42,2.1217597872651955e-39,7.4272836646284202e-34,7.0583211065190952e-51,1.2997278065968973e-26,1.3772809714831281e-41,6.651080371384902e-20,1.999096772915032e-40,2.1471811495301429e-60,1.9500347005790852e-44,2.9144213782858108e-74,2.4554260910696711e-33,1.1647627836381338e-37,1.1718186032490662e-26,1.0304216193397432e-25,3.6531534281765211e-29,1.820861283690775e-21,2.2534304161789112e-38,3.4520499278916985e-44,7.3630277064472262e-36,2.3943399107779504e-34,2.2011930398261665e-28,1.9463574166368806e-26,9.9334330863004687e-42,5.5808169255043336e-44,3.104614527371974e-43,4.3645309348792637e-67,2.0419641559072393e-58,2.7507151370934912e-55,2.3626950180468697e-101,7.2789556319935941e-94,1.0674977801590945e-44,1.6609801567380416e-33,2.0335748646490165e-36,2.2894527017173769e-38,5.8865733696260646e-47,1.1150252273331767e-39,4.9679586004381585e-40,2.2012363583277416e-57,3.0160432839449799e-27,6.2715767511565098e-28,1.3939422693461307e-31,8.6733063603693464e-43,2.0201252987493541e-59,4.9412743088986286e-61,7.8483566846742572e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.9123968321156904e-20,6.611568643852825e-20,7.1514086337419677e-20,9.9951859863859246e-21,8.452438279530099e-21,4.2262191397649923e-21,2.3886408277006864e-21,2.2947872434886545e-21
9.999999999999999e-10,0.002714845314533397,4.0325722397434022e-24,5.2895727373505032e-28,3.7763146814892414e-25,1.0573819975392624e-42,7.8765557594108673e-29,0.0,0.0,4.3540121836167048e-20,7.2147249532938563e-27,5.71066704452202e-39,3.0430764777179608e-42,2.3290920944026295e-53,4.3805728346354167e-29,5.3247107096738034e-40,5.7098752255394195e-24,3.2728763969387468e-29,5.7188324157761498e-41,5.0117472187075535e-45,3.1399676810166233e-22,2.1153963105703525e-47,6.9722253817874766e-42,2.8671886837285426e-38,5.4156859168068101e-33,1.4935979775569666e-49,9.4818525987659133e-26,1.9073932711627765e-40,1.2357071083611599e-19,1.3724558733989032e-39,1.2844204609139998e-59,2.6270150239035932e-43,1.0332072917486126e-72,3.5607317652204654e-32,8.7282673556726269e-37,4.2621611401949557e-26,3.7590066152776448e-25,1.2822903870993216e-28,6.6228142043093856e-21,1.6266550043206291e-37,2.2443495679988574e-43,5.2320616271409614e-35,1.6510215043358451e-33,1.3845448775091614e-27,6.1405972628811169e-26,1.0768603356569299e-40,7.202510186750226e-43,4.2730461915677955e-42,1.9215316117631146e-65,5.4961006330060616e-57,3.7096658463290845e-54,5.6511391481456528e-99,2.2429300514670085e-91,2.1882671321503306e-43,1.092410819191634e-32,2.7896495030919524e-35,1.5929946040961809e-37,5.1452772825642295e-46,1.6170934773713359e-38,6.8819642247974607e-39,3.0416024443376061e-56,2.1694238619052871e-26,1.17981957175947e-27,5.0927603297674814e-31,1.1182156455895232e-41,3.1542202972318877e-58,2.7322716346634394e-59,1.1072532227350587e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2774993787165913e-19,1.2217417037955905e-19,1.3640229395683496e-19,1.9064352469879811e-20,1.6121788566034567e-20,8.06089428301716e-21,8.6471671558058941e-21,8.3060636423725704e-21
