Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558)
1e-12,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.4035178902048812e-19,8.6257602274489007e-20,1.4035175964153967e-19,1.3673174702346467e-19,1.3673223943107134e-19,3.7513526067360715e-20,3.7513432088688556e-20,3.7282422392779426e-20,3.1439013566748097e-20,1.5719502239765934e-20,9.4669546580218186e-24,1.2278714409899355e-24,7.9831687201180265e-24,3.9915765941958952e-24,1.4614319932227591e-24,9.8965607656789168e-25,9.8483638812218043e-25,8.5831168741888465e-25,1.8791430471266e-28,4.8769379257068985e-26,9.5943830993645798e-25,2.6323008949555773e-25,2.8567012552953215e-31,8.9293870945966786e-27,5.854773380580999e-35,1.3054385522375631e-31,1.1413083929989129e-31,2.3390949012705405e-35,9.236490262960035e-36,1.8346963436318036e-39,6.7697268587468225e-30,6.5560168181597403e-24,1.387457218475391e-33,1.7980455729726304e-41,4.453739911792835e-37,1.819504803582553e-44,4.4537606547020888e-37,9.4485163177772211e-27,6.4301402730390914e-32,2.8975411366273035e-32,1.8017540793217477e-21,2.0742909254115063e-42
1.023e-12,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.4357894652158376e-19,8.8240960771495082e-20,1.4357891611794175e-19,1.398756615954685e-19,1.3987617117758774e-19,3.8376077339223136e-20,3.8375980082714797e-20,3.8139560518970109e-20,3.2161809466703558e-20,1.6080900031280799e-20,9.7971375094932828e-24,1.2706978600734945e-24,8.2616010038260589e-24,4.1307924182592564e-24,1.5124048395951826e-24,1.0241740128926028e-24,1.0191862181484787e-24,8.8824725143510835e-25,1.9560406725630532e-28,5.0470392128272872e-26,9.9290228681991644e-25,2.7241118623722679e-25,2.9736022107073868e-31,9.2408281007847312e-27,6.1122050975684545e-35,1.3588598971348033e-31,1.1880126529235172e-31,2.4419438618931493e-35,9.6426116608507389e-36,1.9181747041626117e-39,7.0467504020747234e-30,6.7066342078716521e-24,1.4484625900217678e-33,1.8798550392764847e-41,4.6495688670344802e-37,1.9036867286262352e-44,4.6495905537457779e-37,9.7780630523725449e-27,6.6932766128477756e-32,3.0161151188796039e-32,1.8431826970706298e-21,2.1686711297695548e-42
2.047e-12,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.8725609454525804e-19,1.7654357196495344e-19,2.8725597287207944e-19,2.79845938514853e-19,2.7984797787766492e-19,7.6776610695431924e-20,7.6776221480976958e-20,7.6286117439872542e-20,6.4329541483215819e-20,3.2164751932084764e-20,3.9200340420854817e-23,5.0853161137001639e-24,3.3056375083287739e-23,1.6528122851351051e-23,6.0527384205309911e-24,4.0988220628605116e-24,4.0788593313194602e-24,3.5539725624690561e-24,1.5654245467720194e-27,2.0198591608569704e-25,3.973668557266837e-24,1.0901884291524143e-24,2.3797926225109635e-30,3.6979339437108653e-26,9.7837464610661533e-34,1.0876777461833364e-30,9.5078135540399862e-31,3.9088216594196326e-34,1.5431696874628659e-34,6.1397169948107241e-38,5.6382125349702948e-29,1.3395705403149664e-23,2.3180041865119178e-32,6.0114367309198516e-40,7.442564205691242e-36,1.2175557841617765e-42,7.4426336353034237e-36,3.9128819706593626e-26,5.3578587256463106e-31,2.414306994325167e-31,3.6876712608503715e-21,6.9429612182414176e-41
4.095e-12,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,5.7460432521006722e-19,3.531489603598174e-19,5.7460383843173947e-19,5.5977742263701674e-19,5.5978558193896244e-19,1.5357068065415329e-19,1.5356912351506444e-19,1.5252038496857045e-19,1.2861545029972486e-19,6.430764996108669e-20,1.5677219652754926e-22,2.0345442798520392e-23,1.3220113512353044e-22,6.6100050178659606e-23,2.4216840320602268e-23,1.6399385314478207e-23,1.631950484244968e-23,1.4212563009998464e-23,1.2521343130933643e-26,8.0814219983480778e-25,1.5898632697489939e-23,4.3616690460290806e-24,1.9035393919207145e-29,1.47929087580783e-25,1.5652045195020106e-32,8.7028515553912446e-30,7.6051906006626161e-30,6.2534196628528478e-33,2.4677610368496106e-33,1.9637024237675003e-36,4.5077195517777423e-28,2.6707480451957008e-23,3.7066323588001842e-31,1.919087083540776e-38,1.1906764338076943e-34,7.7740432950104512e-41,1.1906986491858557e-34,1.5652456131452504e-25,4.2875227087913182e-30,1.9319320920859975e-30,7.3767060984669859e-21,2.2215378161229756e-39
8.191e-12,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.149276525883243e-18,7.0636039846864163e-19,1.1492745788501546e-18,1.119604114401675e-18,1.1196367535864538e-18,3.0713083892658463e-19,3.0712461056892484e-19,3.0475390391635288e-19,2.5698935639836701e-19,1.2849437795595968e-19,6.266094702874694e-22,8.1383208453518726e-23,5.2840217473402127e-22,2.6419695242406062e-22,9.6876379163714056e-23,6.5604533880495886e-23,6.5284901200975802e-23,5.6801338813558897e-23,1.000919958889193e-25,3.2328864779994014e-24,6.3601201934047887e-23,1.7447140918190541e-23,1.5216623312112416e-28,5.9157778370867248e-25,2.5024734684785243e-31,6.9613732564426034e-29,6.0796683719781469e-29,9.9983325860911934e-32,3.9422911491443424e-32,6.2742224179057259e-35,3.5999707167834123e-27,5.3068256807349262e-23,5.9207532838928001e-30,6.1089074598446666e-37,1.9037181915669754e-33,4.9495482750966494e-39,1.9037892312559152e-33,6.2592662383513148e-25,3.4304211725171731e-29,1.5456147283505823e-29,1.4755005837077388e-20,7.1039688939854432e-38
1e-11,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.4030592998793551e-18,8.6235694752980448e-19,1.4030560634627809e-18,1.3668197526748113e-18,1.3668740123550711e-18,3.7492603608428824e-19,3.7491568302440052e-19,3.717809571987092e-19,3.1351147152291892e-19,1.5675523756719082e-19,1.0407697965732303e-21,1.3528602303707164e-22,8.7765516202965563e-22,4.3881707056286412e-22,1.6105374334913236e-22,1.0906691018262949e-22,1.0853538839360912e-22,9.4334811330429799e-23,2.5449382287476698e-25,5.3745953253836857e-24,1.0573619929056624e-22,2.9003241128808848e-23,3.8690769044899258e-28,9.8313705205124455e-25,1.0776378041653739e-30,1.7716076582211499e-28,1.5459215768097889e-28,4.3057607605203737e-31,1.6954100631545511e-31,4.9078150020079722e-34,9.1414319616097127e-27,6.4483062073132111e-23,2.5458014612956719e-29,4.746866551800948e-36,8.1982879364356939e-33,7.3069377272695337e-38,8.1988444587383069e-33,1.0401769803673136e-24,8.7331201786928602e-29,3.9344077012744087e-29,1.8013836645909675e-20,5.5652230260956967e-37
1.6383e-11,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.2985238915969796e-18,1.4127858986947587e-18,2.2985161056310467e-18,2.2391124111034618e-18,2.2392429580267587e-18,6.1413927182647833e-19,6.1411436488360527e-19,6.0828382126796322e-19,5.1294798940020722e-19,2.5647279804175586e-19,2.5021215725168503e-21,3.2548042076333926e-22,2.1099834195797009e-21,1.0549587035534564e-21,3.87501568443397e-22,2.6242254751624946e-22,2.6114338162223167e-22,2.2677049683357349e-22,7.992958470044877e-25,1.2931548101975111e-23,2.5440822147224474e-22,6.9778579793472548e-23,1.2151855910149319e-27,2.3647417009349565e-24,3.9970591911514099e-30,5.5663711368492779e-28,4.8554655806479457e-28,1.5970622697888823e-30,6.2865863995927264e-31,2.0011047168103966e-33,2.8694304889042692e-26,1.047598459379701e-22,9.4394631010643258e-29,1.9340528004828362e-35,3.040848068463746e-32,3.1342806632281812e-37,3.0410750217179468e-32,2.5018464252235411e-24,2.7443528004242553e-28,1.2363189097721494e-28,2.9512519372707057e-20,2.2695325419980659e-36
3.2767e-11,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,4.5966305364936912e-18,2.8256472317020056e-18,4.5965994129381444e-18,4.4775488098801556e-18,4.478070867904513e-18,1.2277089461582334e-18,1.2276093801468902e-18,1.2116185779069487e-18,1.0217281515423519e-18,5.1085932385498072e-19,9.973149146231571e-21,1.3013749321266239e-21,8.4102498886992697e-21,4.204862090080851e-21,1.5498226079348277e-21,1.0496224764990653e-21,1.0445012366664914e-21,9.0353202872492737e-22,6.3707081411084716e-24,5.1721134801847256e-23,1.0175603350543168e-21,2.7900711724026359e-22,9.6862469489982544e-27,9.4455465789432396e-24,6.3725519164965059e-29,4.4482298307466496e-27,3.8707656942884695e-27,2.5464828969396623e-29,9.9903482788054611e-30,6.3604986798876025e-32,2.2785463257159166e-25,2.0418555673414633e-22,1.4994188110593371e-27,6.0587041145876199e-34,4.8485201189510204e-31,1.9640512270963253e-35,4.8492438974341276e-31,9.9915996899746122e-24,2.1952562402203289e-27,9.8866544350256215e-28,5.9031153430209281e-20,7.2377848310684181e-35
6.5535e-11,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.1912919290200836e-18,5.6514100186491975e-18,9.1911676020882097e-18,8.9521020496586577e-18,8.9541891437628731e-18,2.4530622679765211e-18,2.4526645187431449e-18,2.4035726883067002e-18,2.0268950261098678e-18,1.0134287797827624e-18,3.9610760765078804e-20,5.2008761219739732e-21,3.3404234922805319e-20,1.6700033636716604e-20,6.1975177375089786e-21,4.1977423819866278e-21,4.1772218707023186e-21,3.5858388959972207e-21,5.0587930713975119e-23,2.0683395356166983e-22,4.0694614591973825e-21,1.1151171991563491e-21,7.6927645333268553e-26,3.7673991771302501e-23,1.0123432206196836e-27,3.5506159486534529e-26,3.0748852971987242e-26,4.0461916907617616e-28,1.5768551972260577e-28,2.0080870691383315e-30,1.7959764414144501e-24,3.8840766329061848e-22,2.3646153793327685e-26,1.8596713709877716e-32,7.7038171126682965e-30,1.2060996791248689e-33,7.706117393586031e-30,3.9839381189271029e-23,1.755743056145941e-26,7.9026425599337346e-27,1.1808246046330198e-19,2.3002809177363626e-33
9.999999999999999e-11,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.4020640522886541e-17,8.6235943635874972e-18,1.4020320747153258e-17,1.3653510691639008e-17,1.3658885677446761e-17,3.7381290223693349e-18,3.737105946980144e-18,3.6270600042163838e-18,3.0586833015113412e-18,1.5292944827119284e-18,1.0093946998790977e-19,1.3386536627501687e-20,8.5127142864771375e-20,4.2553972756629327e-20,1.5967462126876536e-20,1.0817087051565444e-20,1.0764043625692647e-20,9.1263278889505907e-21,2.3369226308144035e-22,5.3292899009513757e-22,1.0486290469465538e-20,2.8705361621601391e-21,3.554748658935281e-25,9.6662886895192452e-23,8.8780824289732281e-27,1.6554273409746999e-25,1.4214791572819011e-25,3.5498263682585617e-27,1.3662258020801567e-27,3.385259091518978e-29,8.1883935339855634e-24,5.5573512940335147e-22,2.0455444045527583e-25,2.9775710213549468e-31,6.7584876718328852e-29,3.8074533861115456e-32,6.7624154851687237e-29,1.0216700749903341e-22,8.2149935122856164e-26,3.693726764839645e-26,1.8021987196931996e-19,3.9278133358385371e-32
1.31071e-10,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.8374410729183502e-17,1.1303087756350531e-17,1.8373914751804823e-17,1.7891940052293921e-17,1.79002791490293e-17,4.8966466235803935e-18,4.8950598021013341e-18,4.7300623077889866e-18,3.9888644564511109e-18,1.9943594255731534e-18,1.5622872936010134e-19,2.0766100172177495e-20,1.317565487160648e-19,6.5861900869056671e-20,2.4775294482078613e-20,1.678458039926553e-20,1.6702216808611682e-20,1.412120772356699e-20,3.9876508220198331e-22,8.2691125848716964e-22,1.6271211234822914e-20,4.4530872313460033e-21,6.0659167105899531e-25,1.4984274937580715e-22,1.5969229475041793e-26,2.8277373394474628e-25,2.4257676467343836e-25,6.3853038928718189e-27,2.4557530068714372e-27,6.2561152615484724e-29,1.3951306387119964e-23,7.0658473623894498e-22,3.6764747323848759e-25,5.4942669240888361e-31,1.2156904625285606e-28,7.1312285738922796e-32,1.2164166078120017e-28,1.5835681388437009e-22,1.4038158198857964e-25,6.3112658222127063e-26,2.3623819528002607e-19,7.2614528344121796e-32
2.62143e-10,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,1.0,11.0,3.6715861424348424e-17,2.2607001641714115e-17,3.6713887872561348e-17,3.5734619997885258e-17,3.5767902191045925e-17,9.7554992828220011e-18,9.7491857383702945e-18,9.1643587544010273e-18,7.7285610009977685e-18,3.8640053337747676e-18,6.0787091181976259e-19,8.2765666068687236e-20,5.1270371772021724e-19,2.5622539864281563e-19,9.8981964051236352e-20,6.7086433516529415e-20,6.6754744180543051e-20,5.4776153512463005e-20,3.0986476655525099e-21,3.304214878917556e-21,6.5031030648001879e-20,1.7753365815985672e-20,4.7170577854994954e-24,5.9278366032960937e-22,2.4848781637471811e-25,2.2419850699298754e-24,1.8880836681495222e-24,9.9436649074165043e-26,3.7260390944894557e-26,1.8992996092231764e-27,1.0535501213654464e-22,1.1915580617554255e-21,5.5609339119162057e-24,1.5170225818936901e-29,1.8930020484683547e-27,3.9427174741860242e-30,1.8952644476255558e-27,6.2571018111614377e-22,1.1217929644385041e-24,5.0316549197048767e-25,4.7273904603649726e-19,2.2623991572011818e-30
5.24287e-10,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999989,11.0,7.3299850326372235e-17,4.521681866037772e-17,7.329203447917847e-17,7.1272615512836202e-17,7.140515675457949e-17,1.9361302843086311e-17,1.9336322160257607e-17,1.7238121313540481e-17,1.4538000940076084e-17,7.2680138800887924e-18,2.3050746587226898e-18,3.286948201464657e-19,1.9445531405260002e-18,9.7133078382445337e-19,3.9497512451087256e-19,2.6792977200169215e-19,2.6658534396568857e-19,2.0644925131626464e-19,2.3430844321330047e-20,1.3189447176530146e-20,2.5969298692774242e-19,7.054570962614874e-20,3.5730862978998847e-23,2.3220313981403986e-21,3.7680017655851707e-24,1.7619846748272155e-23,1.4326236918960345e-23,1.5100374375829003e-24,5.37994080634286e-25,5.4895365756762935e-26,7.5431625289465367e-22,1.7959276873696396e-21,7.986154027186369e-23,3.753853201425123e-28,2.8741987019105745e-26,1.9553758144153604e-28,2.8810745660491704e-26,2.4454424054798834e-21,8.9541941033628238e-24,3.9977505664507259e-24,9.4633057565499354e-19,6.8758641385963085e-29
9.999999999999999e-10,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999967,11.0,1.3933160091267171e-16,8.625331282296915e-17,1.3930302255546433e-16,1.3523306796524935e-16,1.3572221607740156e-16,3.6396416724436783e-17,3.6305454448267143e-17,2.9487725608371979e-17,2.4868930580793744e-17,1.2431455222833462e-17,7.7847254494911057e-18,1.206569349639663e-18,6.5691150107527769e-18,3.2784056788400649e-18,1.4632466772004016e-18,9.9423774126025793e-19,9.8910805856894242e-19,6.8904793196151173e-19,1.5513251027527693e-19,4.8894265753936874e-20,9.6347233550601709e-19,2.5924286800614993e-19,2.375958645022395e-22,8.3307890289961877e-21,4.9842131461064538e-23,1.251463219345349e-22,9.5542578263346766e-23,2.0024265040975867e-23,6.4914561193302678e-24,1.3218480445244819e-24,4.5247697136781545e-21,2.3187837857133872e-21,9.5593720713914317e-22,7.2428783744713057e-27,3.8100602648814824e-25,7.5534959120411967e-27,3.8282542221676066e-25,8.7390851858169699e-21,6.5535590305349793e-23,2.8995375032300375e-23,1.8068879936001029e-18,1.8193957286125083e-27
1.0485750000000002e-09,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999967,11.0,1.46074095409836e-16,9.0443544546609022e-17,1.4604339699510674e-16,1.4176406244695573e-16,1.4228962364584325e-16,3.813587025374249e-17,3.8038170604626269e-17,3.0738531301345355e-17,2.5923820624365947e-17,1.2958693627551904e-17,8.3442519647672871e-18,1.296209017401806e-18,7.041328494189781e-18,3.5139808323998462e-18,1.5723277632163276e-18,1.068400964898744e-18,1.0628847702876747e-18,7.3832602802435431e-19,1.6858055231682934e-19,5.254008069361173e-20,1.0353351642645121e-18,2.785107132580321e-19,2.5820827671084319e-22,8.9443425831744896e-21,5.4546755572572793e-23,1.3612583801286942e-22,1.0383556958543298e-22,2.1914750703202505e-23,7.0993634469199269e-24,1.4512164375916093e-24,4.9097702851520475e-21,2.3721725620912616e-21,1.0453931932443755e-21,7.9441173044858805e-27,4.1697566725308185e-25,8.304816195297868e-27,4.1897382033436705e-25,9.3817283300128948e-21,7.1313110197620002e-23,3.1547879606336939e-23,1.8947594130834552e-18,1.9981530812852966e-27
